1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 123.96145),(2 165.61685),(3 194.50365),(4 210.83011),(5 224.0472),(6 235.65239),(7 244.64053),(8 253.5348),(9 260.2475),(10 265.5412),(11 269.63974),(12 271.08884),(13 280.18018),(14 283.8211),(15 287.06982),(16 290.77383),(17 293.31448),(18 296.4728),(19 297.46768),(20 299.65445),(21 302.1024),(22 305.59244),(23 307.4962),(24 311.38367),(25 316.42044),(26 318.53964),(27 322.89752),(28 323.2588),(29 325.8923),(30 324.03503),(31 323.0267),(32 324.40286),(33 325.78302),(34 325.17255),(35 326.28198),(36 325.11627),(37 325.91882),(38 327.25922),(39 327.78964),(40 328.0288),(41 326.10156),(42 326.2035),(43 327.21213),(44 325.08633),(45 327.0449),(46 322.9874),(47 322.8806),(48 321.5206),(49 321.2488),(50 320.46017),(51 323.08392),(52 321.49866),(53 321.5628),(54 323.34818),(55 324.31985),(56 325.0431),(57 328.13782),(58 331.4375),(59 331.52808),(60 326.42035),(61 327.16568),(62 327.41837),(63 329.72092),(64 328.74176),(65 326.9344),(66 327.10715),(67 329.40375),(68 330.35272),(69 332.0621),(70 335.0178),(71 336.79846),(72 336.20428),(73 336.51828),(74 336.0446),(75 338.39243),(76 338.9614),(77 338.60483),(78 338.35883),(79 339.93802),
(1 121.3319),(2 159.50993),(3 185.54083),(4 202.80476),(5 214.82352),(6 227.07274),(7 235.86171),(8 245.45322),(9 249.0908),(10 253.48598),(11 260.1322),(12 263.643),(13 272.17264),(14 277.68982),(15 282.0621),(16 283.41013),(17 282.9649),(18 283.617),(19 285.1444),(20 286.6727),(21 290.4898),(22 290.86737),(23 295.83368),(24 298.28705),(25 301.06625),(26 304.05338),(27 306.7429),(28 308.58215),(29 308.67126),(30 308.57175),(31 309.52515),(32 310.05643),(33 311.7715),(34 313.71115),(35 315.18546),(36 317.669),(37 318.81024),(38 320.04596),(39 323.3941),(40 322.34406),(41 323.06146),(42 322.22476),(43 323.5282),(44 323.11288),(45 323.84055),(46 321.7965),(47 322.3366),(48 323.6956),(49 323.56888),(50 327.0095),(51 325.89862),(52 324.3568),(53 323.58774),(54 323.24683),(55 325.0058),(56 324.94666),(57 324.79764),(58 326.44174),(59 326.23087),(60 327.46667),(61 331.81808),(62 335.19003),(63 341.35187),(64 341.06198),(65 341.4899),(66 343.63504),(67 345.27762),(68 347.66888),(69 350.48196),(70 353.43008),(71 357.52072),(72 358.27322),(73 359.39438),(74 356.66885),(75 360.5603),(76 360.8375),(77 361.29648),(78 362.6857),(79 360.76425),
(1 121.4339),(2 162.52835),(3 190.37437),(4 208.2609),(5 222.95416),(6 236.0713),(7 242.90025),(8 251.94052),(9 256.67224),(10 263.57364),(11 267.44772),(12 270.73123),(13 275.67914),(14 281.2214),(15 286.53995),(16 288.07486),(17 292.30164),(18 295.81516),(19 294.77036),(20 294.71143),(21 297.0797),(22 298.40933),(23 304.15247),(24 306.68576),(25 308.6795),(26 308.62936),(27 312.65836),(28 313.808),(29 313.40115),(30 316.02112),(31 316.25375),(32 317.18347),(33 318.80728),(34 321.42),(35 321.69543),(36 322.33826),(37 320.905),(38 320.36914),(39 323.17468),(40 323.93716),(41 322.16287),(42 319.6918),(43 320.08383),(44 318.94055),(45 316.99326),(46 315.1623),(47 313.91873),(48 315.13672),(49 313.2362),(50 309.5561),(51 313.96637),(52 315.02664),(53 315.14426),(54 316.32486),(55 317.47726),(56 316.88617),(57 316.15344),(58 314.65903),(59 314.1571),(60 319.94333),(61 321.58356),(62 325.23022),(63 327.91168),(64 327.9111),(65 329.08466),(66 327.71378),(67 328.47824),(68 330.9567),(69 331.43747),(70 332.62918),(71 332.98203),(72 334.02747),(73 333.95187),(74 335.61145),(75 337.94513),(76 338.38638),(77 339.4528),(78 340.53467),(79 342.16733),
(1 121.127075),(2 162.51854),(3 190.22423),(4 204.19995),(5 216.70587),(6 227.69945),(7 236.63074),(8 243.83783),(9 250.00269),(10 257.92773),(11 263.71786),(12 266.48727),(13 271.24954),(14 275.64243),(15 280.35294),(16 282.84778),(17 284.0903),(18 285.44186),(19 287.7482),(20 291.29565),(21 295.8455),(22 296.13434),(23 298.82822),(24 298.47058),(25 300.37964),(26 303.13123),(27 305.8457),(28 307.83017),(29 308.2219),(30 308.9521),(31 310.21286),(32 312.3647),(33 314.19437),(34 314.50693),(35 317.33102),(36 319.1796),(37 318.63385),(38 320.42245),(39 319.52798),(40 318.58926),(41 316.02704),(42 314.71545),(43 313.39316),(44 312.51996),(45 312.78613),(46 313.19513),(47 315.76755),(48 317.05344),(49 317.86325),(50 315.02206),(51 320.79947),(52 321.89612),(53 323.40353),(54 325.96487),(55 324.2111),(56 324.37003),(57 321.91556),(58 323.1105),(59 322.69547),(60 323.30014),(61 323.84207),(62 326.73477),(63 329.39835),(64 330.49194),(65 330.96167),(66 331.2604),(67 331.84006),(68 333.07718),(69 332.63666),(70 331.07117),(71 331.7994),(72 330.619),(73 332.20926),(74 333.0713),(75 334.10623),(76 334.0558),(77 332.63248),(78 332.00293),(79 332.48975),
(1 118.8304),(2 158.46805),(3 186.45981),(4 201.1949),(5 213.46785),(6 223.68541),(7 230.98509),(8 238.13956),(9 244.6111),(10 249.41667),(11 252.39235),(12 257.07178),(13 265.00693),(14 267.66214),(15 272.04025),(16 272.62994),(17 273.28543),(18 276.5336),(19 277.65073),(20 277.95877),(21 282.31046),(22 284.04605),(23 287.96988),(24 288.36267),(25 292.67065),(26 295.47876),(27 296.1976),(28 302.29242),(29 304.01245),(30 305.1131),(31 304.60132),(32 303.2942),(33 306.97397),(34 307.88214),(35 310.10944),(36 311.57126),(37 311.29807),(38 314.97217),(39 318.47464),(40 317.6986),(41 315.9222),(42 313.58115),(43 317.3679),(44 315.29324),(45 316.9452),(46 317.66055),(47 317.10837),(48 318.13547),(49 318.3292),(50 315.9641),(51 318.7049),(52 316.09146),(53 318.09775),(54 319.46713),(55 318.49185),(56 317.5341),(57 317.0781),(58 320.7488),(59 318.68887),(60 319.5916),(61 322.11856),(62 324.854),(63 330.32867),(64 329.45374),(65 330.88028),(66 330.40915),(67 332.28638),(68 334.05325),(69 337.06815),(70 337.54227),(71 334.85797),(72 335.9406),(73 336.0596),(74 332.98138),(75 335.0175),(76 333.62488),(77 334.46835),(78 335.9688),(79 333.51657),
(1 120.534355),(2 161.44133),(3 187.46558),(4 202.49875),(5 214.75243),(6 227.26297),(7 235.70438),(8 243.28268),(9 249.68158),(10 255.01169),(11 258.57095),(12 261.60562),(13 268.21365),(14 270.27945),(15 274.49213),(16 276.52884),(17 279.23065),(18 281.37872),(19 282.3614),(20 284.79718),(21 287.80026),(22 288.48886),(23 290.55057),(24 292.40793),(25 293.99936),(26 295.66006),(27 296.24326),(28 300.538),(29 298.9892),(30 301.6988),(31 300.919),(32 301.53738),(33 301.63446),(34 301.71957),(35 302.26437),(36 300.689),(37 300.527),(38 302.37964),(39 302.6221),(40 304.5626),(41 302.9199),(42 304.41553),(43 303.86383),(44 305.4697),(45 308.36496),(46 308.4736),(47 307.54663),(48 307.7582),(49 308.3397),(50 309.55856),(51 314.94623),(52 313.00604),(53 315.74298),(54 318.6959),(55 319.36377),(56 317.95804),(57 318.1556),(58 318.09198),(59 318.0523),(60 317.96863),(61 320.1932),(62 322.24298),(63 322.65094),(64 322.8126),(65 323.07733),(66 323.15768),(67 323.8217),(68 322.74216),(69 321.60828),(70 323.6963),(71 324.05716),(72 326.35974),(73 327.54498),(74 327.12918),(75 326.0966),(76 325.71115),(77 329.90445),(78 331.32272),(79 329.5378),
(1 117.72182),(2 157.27466),(3 186.15459),(4 202.1683),(5 213.44168),(6 225.80339),(7 234.34816),(8 241.67162),(9 250.1634),(10 255.27463),(11 259.68274),(12 261.13385),(13 269.78302),(14 273.78198),(15 278.169),(16 277.78113),(17 279.36728),(18 282.20752),(19 283.94684),(20 283.6025),(21 284.0692),(22 284.7551),(23 283.292),(24 283.904),(25 286.59937),(26 287.85043),(27 289.57904),(28 294.0762),(29 293.0366),(30 292.75058),(31 293.2459),(32 291.64185),(33 294.30377),(34 295.4459),(35 295.6013),(36 296.00616),(37 295.68524),(38 297.65793),(39 300.7322),(40 303.20648),(41 303.47073),(42 301.54474),(43 302.26096),(44 304.03885),(45 303.99072),(46 302.95392),(47 304.67065),(48 304.4711),(49 306.7819),(50 308.28726),(51 309.77478),(52 309.01587),(53 307.62915),(54 310.16144),(55 311.9745),(56 313.4228),(57 317.122),(58 317.6291),(59 316.34305),(60 318.82553),(61 321.72552),(62 324.41037),(63 322.2675),(64 323.15366),(65 326.3004),(66 326.9949),(67 329.7522),(68 329.39474),(69 330.05478),(70 334.96027),(71 335.74942),(72 336.92838),(73 336.46527),(74 338.5972),(75 338.30997),(76 338.76645),(77 339.8668),(78 340.88358),(79 340.9739),
(1 117.643265),(2 159.07603),(3 184.24045),(4 198.60172),(5 210.44463),(6 219.64438),(7 228.49886),(8 235.03607),(9 242.6962),(10 247.72708),(11 255.30385),(12 258.01077),(13 264.48566),(14 265.65262),(15 270.01523),(16 273.81906),(17 275.606),(18 275.56668),(19 278.40982),(20 281.02203),(21 282.73618),(22 286.06415),(23 286.30664),(24 284.78745),(25 286.73407),(26 288.76465),(27 291.01532),(28 293.6659),(29 293.19568),(30 293.14713),(31 293.87082),(32 293.65585),(33 294.48645),(34 294.79755),(35 296.4291),(36 297.67123),(37 295.95285),(38 298.41473),(39 299.42337),(40 302.5925),(41 301.30573),(42 299.9303),(43 300.47375),(44 301.55103),(45 303.4621),(46 303.3209),(47 304.2287),(48 303.99466),(49 306.4475),(50 306.4102),(51 307.35907),(52 307.99005),(53 305.996),(54 309.18042),(55 309.90906),(56 308.8456),(57 311.298),(58 311.5773),(59 309.72098),(60 313.2624),(61 313.71997),(62 314.45123),(63 320.10065),(64 316.99518),(65 318.9558),(66 319.3418),(67 321.34866),(68 320.32294),(69 321.37573),(70 321.50018),(71 321.63214),(72 324.65735),(73 324.51318),(74 323.4915),(75 327.83585),(76 326.59058),(77 329.27054),(78 327.81958),(79 327.65488),
(1 115.33539),(2 154.93875),(3 182.06262),(4 197.1399),(5 208.61665),(6 220.94652),(7 229.46092),(8 235.28648),(9 240.19064),(10 246.37389),(11 251.38045),(12 254.42046),(13 260.12045),(14 263.0567),(15 270.24323),(16 273.6146),(17 276.62222),(18 277.1061),(19 278.5201),(20 279.7869),(21 281.0441),(22 282.4977),(23 281.9541),(24 283.45016),(25 284.44568),(26 285.7929),(27 286.3225),(28 287.78735),(29 286.57605),(30 288.33047),(31 288.14905),(32 289.24777),(33 287.96878),(34 287.02563),(35 288.15347),(36 290.72412),(37 290.63965),(38 291.08652),(39 294.69543),(40 297.18756),(41 295.69974),(42 294.92538),(43 295.82413),(44 296.7178),(45 299.77658),(46 298.5981),(47 298.49597),(48 297.58557),(49 301.57135),(50 301.81815),(51 304.21472),(52 305.69812),(53 307.89783),(54 310.48727),(55 310.47073),(56 308.07755),(57 309.52426),(58 311.0742),(59 313.44998),(60 310.17285),(61 310.78387),(62 312.41644),(63 314.60556),(64 313.49503),(65 314.96014),(66 315.25928),(67 315.75763),(68 318.19046),(69 319.85535),(70 320.72156),(71 319.00385),(72 316.78055),(73 320.0121),(74 319.12708),(75 319.8526),(76 318.8738),(77 320.3996),(78 321.99484),(79 323.06018),
(1 116.54992),(2 154.75844),(3 180.63156),(4 195.48668),(5 207.99007),(6 220.1043),(7 227.76286),(8 232.7165),(9 238.27385),(10 244.44118),(11 250.11375),(12 254.2339),(13 264.33426),(14 266.98557),(15 268.9151),(16 269.25958),(17 271.30307),(18 271.10495),(19 272.6196),(20 274.9066),(21 276.3374),(22 277.93884),(23 281.11893),(24 281.09128),(25 283.42065),(26 285.20056),(27 288.12103),(28 292.46414),(29 292.1787),(30 293.95844),(31 296.10413),(32 296.1786),(33 299.51056),(34 298.35095),(35 297.60406),(36 296.7019),(37 296.37064),(38 295.51566),(39 296.95377),(40 296.17078),(41 295.9236),(42 296.12183),(43 296.1212),(44 297.09894),(45 298.463),(46 297.93796),(47 300.8061),(48 299.9075),(49 300.97662),(50 301.91385),(51 301.39694),(52 301.96378),(53 301.38525),(54 300.8616),(55 299.30276),(56 298.64465),(57 299.167),(58 302.97107),(59 301.8194),(60 304.7082),(61 305.14026),(62 308.2795),(63 311.6669),(64 311.5798),(65 312.92),(66 312.61627),(67 314.7458),(68 317.77173),(69 318.6223),(70 317.65817),(71 317.8102),(72 316.36658),(73 319.56323),(74 318.6426),(75 323.5846),(76 323.4708),(77 323.56586),(78 324.29175),(79 323.9563),
(1 115.680954),(2 153.18515),(3 179.84242),(4 194.72499),(5 210.18477),(6 222.01065),(7 230.56596),(8 238.9344),(9 242.91766),(10 251.46516),(11 255.53699),(12 259.00946),(13 265.4401),(14 269.233),(15 273.91177),(16 275.32236),(17 276.0307),(18 278.1431),(19 282.199),(20 283.43335),(21 284.1457),(22 287.06006),(23 288.57312),(24 287.80365),(25 290.20865),(26 293.85858),(27 296.50336),(28 298.8331),(29 298.32004),(30 298.6323),(31 300.36316),(32 299.5613),(33 299.13666),(34 298.54245),(35 298.3755),(36 298.80927),(37 300.75183),(38 301.60226),(39 302.2286),(40 300.926),(41 299.83295),(42 300.35785),(43 301.9509),(44 300.86783),(45 299.8913),(46 298.70068),(47 297.2231),(48 299.8985),(49 301.79578),(50 303.97784),(51 303.1883),(52 303.38364),(53 304.6436),(54 305.42316),(55 302.71637),(56 302.41687),(57 302.49112),(58 304.1621),(59 303.84055),(60 303.6122),(61 304.89175),(62 304.0804),(63 304.44672),(64 304.55368),(65 306.65067),(66 307.53708),(67 305.87177),(68 306.3261),(69 310.17856),(70 311.86832),(71 312.3614),(72 312.66327),(73 315.327),(74 316.3206),(75 319.7661),(76 316.7874),(77 318.79117),(78 319.20444),(79 319.87985),
(1 115.71966),(2 155.66777),(3 181.89886),(4 198.62515),(5 211.95744),(6 224.11858),(7 232.38239),(8 239.05058),(9 243.7176),(10 249.38898),(11 255.55627),(12 258.9734),(13 266.06204),(14 269.20618),(15 273.93643),(16 271.0066),(17 272.6286),(18 274.55582),(19 276.8531),(20 277.35254),(21 277.94595),(22 281.4045),(23 282.8962),(24 282.65503),(25 285.2555),(26 286.3916),(27 286.9745),(28 290.3508),(29 290.3562),(30 290.03177),(31 290.85034),(32 288.78668),(33 291.0599),(34 292.34473),(35 293.7799),(36 294.41464),(37 294.55884),(38 295.07056),(39 296.4135),(40 296.98026),(41 295.43082),(42 296.36548),(43 297.16562),(44 299.9662),(45 300.54703),(46 300.61737),(47 301.84128),(48 300.54993),(49 299.84518),(50 303.23038),(51 303.79346),(52 302.6021),(53 303.47275),(54 302.0701),(55 301.6315),(56 303.92462),(57 304.31512),(58 304.7551),(59 305.02856),(60 304.3412),(61 307.32047),(62 307.0876),(63 309.46335),(64 308.56403),(65 307.65173),(66 307.97327),(67 308.9839),(68 309.44824),(69 310.30496),(70 310.31772),(71 311.33063),(72 309.43787),(73 310.34955),(74 309.71545),(75 310.95453),(76 309.34897),(77 311.07767),(78 313.6761),(79 312.18933),
(1 114.41784),(2 152.84451),(3 178.35786),(4 195.73952),(5 208.10107),(6 219.41827),(7 227.4408),(8 234.40555),(9 241.31352),(10 247.57738),(11 251.08406),(12 254.81015),(13 263.83102),(14 267.09378),(15 270.51105),(16 272.94598),(17 274.81082),(18 277.84552),(19 280.1814),(20 281.56223),(21 282.18405),(22 281.6755),(23 282.77097),(24 285.51297),(25 285.2277),(26 284.53394),(27 285.29367),(28 287.16647),(29 288.60077),(30 287.33228),(31 286.82642),(32 287.6682),(33 286.42813),(34 287.85837),(35 288.25018),(36 292.2325),(37 295.45996),(38 296.76965),(39 295.6184),(40 298.93567),(41 296.71692),(42 298.2558),(43 298.76706),(44 297.0917),(45 297.01773),(46 297.95526),(47 300.81006),(48 300.149),(49 301.09692),(50 303.439),(51 306.55966),(52 305.60403),(53 305.77173),(54 305.5771),(55 304.12802),(56 304.0258),(57 306.2012),(58 305.21826),(59 304.39136),(60 307.70868),(61 308.32538),(62 309.5828),(63 308.7661),(64 306.55905),(65 305.44125),(66 307.89212),(67 309.95087),(68 311.52863),(69 312.32294),(70 312.8187),(71 312.15076),(72 312.70993),(73 314.61322),(74 313.7241),(75 315.50046),(76 316.41162),(77 319.13934),(78 318.37552),(79 318.00037),
(1 113.49939),(2 150.52344),(3 176.8972),(4 190.09041),(5 201.7908),(6 212.84103),(7 220.58887),(8 228.29858),(9 232.26363),(10 238.80676),(11 242.65396),(12 247.02072),(13 253.0194),(14 256.27057),(15 258.72507),(16 261.38165),(17 260.7799),(18 262.0074),(19 264.52228),(20 265.32666),(21 267.7471),(22 271.29636),(23 273.15506),(24 274.5817),(25 275.6345),(26 277.92325),(27 280.42737),(28 279.64618),(29 281.07864),(30 281.39755),(31 279.38715),(32 281.03525),(33 281.245),(34 280.2621),(35 282.06998),(36 282.8517),(37 281.99286),(38 282.463),(39 285.93274),(40 287.37463),(41 286.21988),(42 288.06046),(43 288.6083),(44 286.6021),(45 285.6173),(46 287.00595),(47 287.88333),(48 289.09482),(49 289.49496),(50 290.64926),(51 292.49472),(52 295.17496),(53 296.8177),(54 297.37595),(55 300.51492),(56 300.74918),(57 299.65955),(58 304.7065),(59 303.84903),(60 304.8874),(61 305.4021),(62 305.7264),(63 307.88727),(64 308.33533),(65 307.9088),(66 309.73453),(67 309.65918),(68 310.7922),(69 311.52667),(70 314.3881),(71 315.00754),(72 317.21173),(73 318.39526),(74 317.6997),(75 318.343),(76 319.74365),(77 321.88437),(78 323.49036),(79 324.17255),
(1 111.78578),(2 149.8814),(3 173.60016),(4 187.84872),(5 202.54265),(6 212.55661),(7 219.83649),(8 226.93575),(9 232.69023),(10 235.32141),(11 238.86812),(12 241.33057),(13 248.33185),(14 249.63268),(15 251.73506),(16 252.72952),(17 253.57161),(18 255.1255),(19 257.5908),(20 257.62643),(21 260.4045),(22 262.10495),(23 263.3814),(24 266.30353),(25 267.88034),(26 269.17575),(27 272.1159),(28 272.1359),(29 271.6315),(30 272.65744),(31 272.2928),(32 273.95752),(33 277.0784),(34 278.65167),(35 280.03433),(36 282.2947),(37 284.1489),(38 286.58508),(39 286.5346),(40 289.32672),(41 287.02692),(42 288.26675),(43 291.19724),(44 289.6834),(45 290.242),(46 291.6676),(47 290.32806),(48 291.85),(49 293.85864),(50 294.53912),(51 296.3254),(52 295.11438),(53 295.69373),(54 297.80695),(55 297.06018),(56 299.83887),(57 300.35025),(58 299.44717),(59 298.33118),(60 297.0187),(61 297.52567),(62 296.69324),(63 297.1769),(64 296.14038),(65 296.21637),(66 296.4718),(67 296.3289),(68 297.0764),(69 299.10825),(70 301.87372),(71 303.2865),(72 304.11948),(73 305.94492),(74 305.0956),(75 305.50934),(76 304.54932),(77 304.79028),(78 304.44205),(79 305.15756),
(1 111.51427),(2 149.57813),(3 173.74355),(4 187.38875),(5 199.41824),(6 210.64809),(7 218.49356),(8 225.7436),(9 230.26613),(10 234.97769),(11 240.97194),(12 244.37048),(13 249.56877),(14 253.37752),(15 254.90697),(16 255.66275),(17 257.33115),(18 257.47327),(19 259.91592),(20 263.59756),(21 264.542),(22 265.6243),(23 267.16675),(24 269.92557),(25 270.16168),(26 271.9996),(27 272.77252),(28 276.3175),(29 276.7462),(30 276.89243),(31 277.28458),(32 278.1701),(33 279.99542),(34 277.13654),(35 280.9765),(36 282.16553),(37 280.97754),(38 278.85327),(39 278.63132),(40 278.1531),(41 276.14236),(42 279.48093),(43 281.4181),(44 279.50934),(45 280.15628),(46 280.00427),(47 280.9201),(48 280.90146),(49 280.9022),(50 284.50687),(51 283.95306),(52 284.47974),(53 284.74722),(54 284.45193),(55 284.53876),(56 286.65607),(57 288.15222),(58 287.23746),(59 286.27823),(60 286.39316),(61 286.71536),(62 287.20868),(63 290.38306),(64 290.2397),(65 290.7826),(66 290.92773),(67 289.95224),(68 292.15424),(69 295.48224),(70 300.0493),(71 299.6408),(72 302.38202),(73 304.16745),(74 304.12222),(75 307.68536),(76 306.65433),(77 310.876),(78 311.82925),(79 313.66672),
(1 111.66517),(2 148.37883),(3 174.0914),(4 187.87152),(5 201.36876),(6 213.26672),(7 220.65286),(8 227.31332),(9 231.58878),(10 237.36714),(11 241.92221),(12 241.89551),(13 246.21413),(14 248.17538),(15 251.67903),(16 254.1502),(17 256.40924),(18 259.4359),(19 262.39746),(20 262.74652),(21 265.67242),(22 268.43665),(23 271.03467),(24 275.14923),(25 275.58057),(26 280.62744),(27 283.13608),(28 283.98856),(29 284.11832),(30 286.17392),(31 287.3032),(32 288.50964),(33 287.3761),(34 287.86868),(35 288.83212),(36 289.09796),(37 291.12253),(38 291.2042),(39 293.29352),(40 295.32898),(41 293.91608),(42 293.60757),(43 293.96564),(44 291.94363),(45 290.48248),(46 288.63678),(47 288.41153),(48 288.8829),(49 286.47922),(50 286.52274),(51 287.54895),(52 286.31705),(53 286.11642),(54 285.48184),(55 286.82483),(56 285.50656),(57 285.96902),(58 287.9919),(59 288.22815),(60 289.7469),(61 290.9415),(62 290.51706),(63 291.13727),(64 290.4406),(65 293.6998),(66 296.02356),(67 294.32364),(68 295.9638),(69 295.84113),(70 299.30157),(71 300.97333),(72 301.59402),(73 305.0914),(74 305.57175),(75 307.06534),(76 306.29596),(77 309.80392),(78 312.3734),(79 315.2386),
(1 110.31731),(2 147.68127),(3 173.92624),(4 187.90564),(5 200.01057),(6 209.99167),(7 218.65836),(8 223.43082),(9 229.92056),(10 234.92224),(11 240.33022),(12 242.79665),(13 249.30472),(14 251.02005),(15 254.22098),(16 256.0886),(17 255.90118),(18 258.36035),(19 261.1066),(20 261.33478),(21 265.17813),(22 264.92377),(23 265.88577),(24 265.05472),(25 266.0385),(26 268.9846),(27 270.40717),(28 271.43692),(29 272.58102),(30 272.85202),(31 274.742),(32 274.8405),(33 275.1492),(34 278.1356),(35 280.53897),(36 281.2826),(37 285.0096),(38 285.07315),(39 286.1495),(40 286.8402),(41 287.4268),(42 288.33746),(43 289.96494),(44 289.95856),(45 290.22592),(46 290.92252),(47 290.67987),(48 292.47433),(49 291.8295),(50 292.64468),(51 295.42346),(52 294.3486),(53 295.15308),(54 295.89194),(55 296.02347),(56 296.84045),(57 297.89697),(58 299.6738),(59 299.55847),(60 300.50812),(61 301.0198),(62 303.2626),(63 305.95358),(64 304.91342),(65 306.2582),(66 308.40103),(67 308.08868),(68 307.93085),(69 309.92343),(70 311.463),(71 311.04065),(72 312.67865),(73 316.17715),(74 316.3662),(75 317.8734),(76 317.64813),(77 317.19064),(78 316.8064),(79 318.55698),
(1 111.25163),(2 148.64812),(3 174.36295),(4 187.11789),(5 200.54575),(6 210.8288),(7 220.14316),(8 225.78017),(9 230.86642),(10 236.32855),(11 240.06369),(12 244.052),(13 251.22986),(14 255.83409),(15 260.2895),(16 263.87238),(17 266.37552),(18 268.02576),(19 270.1858),(20 271.64148),(21 274.60123),(22 274.34723),(23 274.12628),(24 274.3724),(25 276.29465),(26 279.45068),(27 281.6607),(28 284.00558),(29 284.30585),(30 285.96548),(31 285.02777),(32 287.27567),(33 289.51288),(34 289.5957),(35 290.76688),(36 291.66098),(37 293.67703),(38 292.60382),(39 293.93698),(40 292.41443),(41 290.77023),(42 287.82465),(43 286.90488),(44 286.20883),(45 287.27866),(46 286.75992),(47 285.8673),(48 286.3979),(49 285.25082),(50 286.71838),(51 286.94693),(52 287.43668),(53 288.34058),(54 289.06265),(55 290.88712),(56 290.15613),(57 290.2292),(58 291.06946),(59 291.5051),(60 293.93936),(61 293.50778),(62 292.23856),(63 293.554),(64 296.16278),(65 297.12766),(66 294.29126),(67 297.04877),(68 300.84995),(69 299.73865),(70 303.4523),(71 305.78134),(72 306.59363),(73 310.0869),(74 309.29694),(75 310.37173),(76 310.0797),(77 310.5136),(78 313.40533),(79 315.36008),
