1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70975.15),(2 223554.67),(3 440536),(4 692990.44),(5 982536.8),(6 1286102.9),(7 1596502.6),(8 1893981.6),(9 2140689.5),(10 2378770.3),(11 2658207.8),(12 2940128),(13 3243970.8),(14 3594105.3),(15 3947717.8),(16 4333174),(17 4727620),(18 5159465),(19 5567538),(20 6021074.5),(21 6442915.5),(22 6870345.5),(23 7281324),(24 7669944),(25 8187238.5),(26 8637676),(27 9102051),(28 9611809),(29 10059185),(30 10547430),(31 11050407),(32 11540931),(33 11992876),(34 12432843),(35 12780568),(36 13187699),(37 13522301),(38 13800200),(39 13977712),(40 14171347),(41 14291421),(42 14469448),(43 14621256),(44 14826277),(45 15012043),(46 15207432),(47 15454704),(48 15699285),(49 15776795),(50 15897829),(51 15868308),(52 15812751),(53 15707023),(54 15634709),(55 15563667),(56 15473220),(57 15434701),(58 15254421),(59 15087695),(60 15061149),(61 15055271),(62 15116203),(63 15144837),(64 15229203),(65 15276720),(66 15411079),(67 15567953),(68 15820963),(69 16122405),(70 16458775),(71 16923116),(72 17452706),(73 18067502),(74 18814046),(75 19631930),(76 20558102),(77 21557230),(78 22616920),(79 23773334),
(1 218.95056),(2 256.45026),(3 271.2611),(4 280.6917),(5 277.19492),(6 285.39337),(7 283.49637),(8 289.73462),(9 285.76257),(10 287.73907),(11 288.5728),(12 297.72366),(13 299.0078),(14 303.2419),(15 310.2193),(16 308.97772),(17 314.23355),(18 319.4033),(19 318.03647),(20 318.5293),(21 317.13113),(22 323.07346),(23 326.5984),(24 335.73865),(25 329.98593),(26 333.1526),(27 327.9865),(28 331.52194),(29 331.6796),(30 329.31717),(31 326.55313),(32 327.0549),(33 324.8369),(34 327.75885),(35 326.49973),(36 326.81476),(37 324.937),(38 333.49042),(39 324.81055),(40 324.59665),(41 321.03342),(42 325.2365),(43 321.00974),(44 327.3119),(45 326.00513),(46 330.11032),(47 327.3289),(48 334.96417),(49 327.82266),(50 332.25937),(51 331.7327),(52 329.6928),(53 337.08228),(54 334.50006),(55 336.80292),(56 332.80768),(57 337.18515),(58 338.5611),(59 340.64163),(60 341.2327),(61 344.35635),(62 343.2672),(63 345.10068),(64 343.0449),(65 348.81927),(66 344.97256),(67 349.0553),(68 349.26547),(69 354.09732),(70 346.30606),(71 351.2037),(72 345.19745),(73 350.77457),(74 345.14673),(75 347.96173),(76 343.4143),(77 342.0092),(78 347.03122),(79 344.87314),
(1 216.45987),(2 254.05898),(3 270.78412),(4 281.31012),(5 280.83118),(6 282.045),(7 282.6435),(8 287.265),(9 283.29883),(10 288.77975),(11 286.39063),(12 296.59644),(13 295.90356),(14 300.5277),(15 310.86862),(16 310.16696),(17 312.95938),(18 316.9141),(19 316.61517),(20 321.78476),(21 319.70746),(22 328.40805),(23 329.01138),(24 339.5837),(25 334.34946),(26 339.30844),(27 333.10648),(28 335.32483),(29 337.97626),(30 334.77704),(31 334.56396),(32 336.66913),(33 331.2542),(34 338.46204),(35 334.328),(36 334.11813),(37 330.27975),(38 337.0273),(39 327.63535),(40 328.44308),(41 326.23282),(42 328.89404),(43 326.1758),(44 331.3151),(45 324.9089),(46 330.22974),(47 330.3742),(48 337.3211),(49 332.87076),(50 337.64322),(51 331.0701),(52 330.8849),(53 338.04034),(54 334.2818),(55 336.66306),(56 334.43085),(57 342.10092),(58 339.33447),(59 338.80447),(60 339.77008),(61 346.81284),(62 345.10474),(63 344.71027),(64 342.73322),(65 346.68604),(66 342.00616),(67 346.5805),(68 343.43158),(69 347.7914),(70 346.3069),(71 348.16156),(72 348.6824),(73 353.72256),(74 345.16632),(75 346.03653),(76 342.27805),(77 345.63153),(78 350.10056),(79 347.1891),
(1 214.23782),(2 248.31085),(3 263.14578),(4 270.24564),(5 268.52768),(6 275.18634),(7 276.37888),(8 279.61316),(9 277.63605),(10 281.3783),(11 280.27997),(12 289.33374),(13 291.89557),(14 291.5852),(15 300.0714),(16 300.90576),(17 303.08926),(18 306.5434),(19 306.40137),(20 309.14185),(21 311.25687),(22 314.7072),(23 316.10168),(24 324.6421),(25 324.88486),(26 328.2739),(27 325.12512),(28 324.0161),(29 327.6378),(30 325.94885),(31 324.3159),(32 324.77362),(33 318.93045),(34 321.58505),(35 321.53833),(36 323.0062),(37 319.18713),(38 321.903),(39 315.38007),(40 314.87363),(41 315.53558),(42 319.43747),(43 317.2943),(44 321.57938),(45 317.3932),(46 318.47156),(47 315.89743),(48 321.76923),(49 324.2894),(50 327.84265),(51 323.2629),(52 323.2245),(53 328.95978),(54 325.7271),(55 326.88965),(56 326.69186),(57 330.40036),(58 325.9148),(59 325.65396),(60 324.93155),(61 332.66107),(62 327.9717),(63 329.05075),(64 326.15775),(65 331.21588),(66 326.69724),(67 326.19022),(68 327.4522),(69 332.82718),(70 334.00043),(71 335.56424),(72 336.76837),(73 338.88345),(74 331.1427),(75 333.7283),(76 330.0255),(77 331.43655),(78 335.70483),(79 333.9176),
(1 210.09456),(2 247.44455),(3 258.9178),(4 267.15463),(5 268.22336),(6 276.1767),(7 273.00278),(8 275.43033),(9 274.15225),(10 279.3053),(11 280.0756),(12 286.37357),(13 287.6989),(14 288.69046),(15 297.9378),(16 294.00766),(17 296.80557),(18 302.2609),(19 300.29645),(20 307.14594),(21 305.71918),(22 311.17276),(23 311.6546),(24 322.4638),(25 317.61578),(26 320.72034),(27 316.6272),(28 317.37817),(29 321.40167),(30 319.06937),(31 317.36295),(32 319.2963),(33 315.61887),(34 319.91174),(35 318.88327),(36 320.1176),(37 316.9621),(38 321.00613),(39 316.1322),(40 319.83884),(41 315.17392),(42 317.11624),(43 312.60577),(44 320.623),(45 313.09137),(46 318.1761),(47 311.50873),(48 317.05096),(49 314.44617),(50 320.4977),(51 316.75726),(52 317.2287),(53 320.60953),(54 318.32303),(55 323.48657),(56 321.42252),(57 323.08282),(58 321.94452),(59 324.04724),(60 326.72992),(61 333.47263),(62 330.1861),(63 332.84802),(64 331.75775),(65 337.29648),(66 335.17273),(67 338.2646),(68 334.1953),(69 339.96426),(70 338.83475),(71 340.35056),(72 337.05475),(73 343.61432),(74 335.1669),(75 337.66577),(76 329.97202),(77 331.72638),(78 335.1463),(79 334.28165),
(1 212.9531),(2 250.06009),(3 262.10135),(4 270.99194),(5 268.76212),(6 274.01147),(7 268.66223),(8 273.76077),(9 272.86325),(10 276.84085),(11 278.99835),(12 287.01816),(13 287.36148),(14 289.77835),(15 295.96594),(16 295.378),(17 296.17868),(18 303.89685),(19 299.91644),(20 304.11584),(21 301.5078),(22 308.96997),(23 309.06992),(24 316.1903),(25 315.54004),(26 316.44986),(27 314.28723),(28 313.99673),(29 313.85507),(30 311.06595),(31 310.70166),(32 311.92194),(33 310.431),(34 314.543),(35 312.98456),(36 314.77386),(37 308.3024),(38 315.20865),(39 310.31952),(40 312.57843),(41 311.67386),(42 311.05627),(43 311.35956),(44 318.1389),(45 310.99515),(46 313.43152),(47 310.26993),(48 315.6395),(49 313.98608),(50 316.8588),(51 312.05032),(52 313.04977),(53 318.5351),(54 316.61627),(55 318.5606),(56 316.0856),(57 316.19656),(58 314.31204),(59 316.9114),(60 316.60965),(61 322.7435),(62 318.50586),(63 323.36047),(64 320.1687),(65 327.24945),(66 325.81107),(67 323.9752),(68 322.8232),(69 327.15097),(70 325.36954),(71 330.76065),(72 328.16827),(73 330.58246),(74 325.1669),(75 329.31635),(76 323.4956),(77 322.08582),(78 326.17017),(79 327.4151),
(1 206.04721),(2 239.43347),(3 251.00594),(4 262.03503),(5 261.1147),(6 264.6808),(7 261.44623),(8 265.45718),(9 263.15536),(10 270.47144),(11 269.1127),(12 275.79156),(13 281.20755),(14 281.82166),(15 290.12875),(16 288.3658),(17 292.32935),(18 296.92618),(19 295.24078),(20 295.465),(21 293.94168),(22 301.78488),(23 301.4256),(24 310.75717),(25 309.4961),(26 311.99493),(27 304.8129),(28 305.9723),(29 310.70984),(30 308.19812),(31 306.74237),(32 308.642),(33 306.66214),(34 307.4214),(35 305.76962),(36 309.1102),(37 304.22662),(38 305.459),(39 300.7171),(40 307.59973),(41 303.00714),(42 306.70572),(43 304.69464),(44 310.99692),(45 304.40646),(46 306.40433),(47 304.16602),(48 311.23788),(49 309.59204),(50 311.5403),(51 308.0737),(52 310.57785),(53 315.3883),(54 313.65793),(55 311.7803),(56 311.54428),(57 312.60724),(58 311.62643),(59 315.01633),(60 311.1297),(61 317.4003),(62 313.7672),(63 317.21057),(64 312.61368),(65 318.89374),(66 316.5852),(67 316.96753),(68 317.55478),(69 320.47314),(70 316.75507),(71 317.2073),(72 315.13718),(73 321.0986),(74 316.8646),(75 318.5242),(76 314.09824),(77 311.68198),(78 319.71466),(79 320.40262),
(1 201.04326),(2 235.57443),(3 248.72011),(4 255.56982),(5 256.10593),(6 259.36105),(7 256.05606),(8 260.71417),(9 258.86728),(10 265.1734),(11 262.03235),(12 269.89017),(13 271.7613),(14 275.95374),(15 281.6626),(16 280.37512),(17 285.33456),(18 289.89764),(19 289.9893),(20 291.9683),(21 289.15598),(22 296.44202),(23 295.82553),(24 305.6153),(25 302.76514),(26 309.02704),(27 303.91275),(28 305.30328),(29 311.143),(30 306.85797),(31 307.68665),(32 309.75162),(33 304.09775),(34 307.54346),(35 305.1209),(36 307.0686),(37 304.57367),(38 305.14798),(39 301.95847),(40 303.91745),(41 297.60538),(42 302.05203),(43 295.7191),(44 303.93304),(45 294.94553),(46 297.93582),(47 292.88077),(48 298.57535),(49 295.44855),(50 302.46664),(51 294.69626),(52 295.12933),(53 301.4702),(54 300.521),(55 303.44617),(56 302.0326),(57 305.18808),(58 301.98682),(59 305.22748),(60 303.31836),(61 310.50006),(62 308.9282),(63 314.8231),(64 307.13342),(65 313.37653),(66 310.5792),(67 312.2706),(68 310.3101),(69 314.08667),(70 312.37354),(71 314.80203),(72 312.85263),(73 318.7943),(74 317.3038),(75 319.9372),(76 313.69067),(77 313.19684),(78 316.6002),(79 314.3754),
(1 196.95273),(2 231.12688),(3 245.19681),(4 255.1754),(5 253.59688),(6 254.74443),(7 252.75504),(8 256.0306),(9 259.25278),(10 264.07953),(11 262.3789),(12 268.59515),(13 269.7381),(14 272.1426),(15 278.35944),(16 276.18216),(17 279.74033),(18 284.8435),(19 284.96927),(20 286.6473),(21 283.2506),(22 292.0874),(23 292.70935),(24 301.70053),(25 300.36438),(26 305.3127),(27 298.71127),(28 299.6617),(29 304.61942),(30 303.1217),(31 300.08276),(32 301.0013),(33 298.0584),(34 300.27402),(35 297.1037),(36 300.67233),(37 299.43484),(38 299.1022),(39 296.5545),(40 295.89578),(41 293.3144),(42 296.61322),(43 293.6506),(44 299.93622),(45 296.6353),(46 299.35922),(47 297.53934),(48 302.87473),(49 303.771),(50 307.37897),(51 301.65686),(52 300.6463),(53 307.74527),(54 303.19318),(55 306.0238),(56 307.65152),(57 310.62253),(58 306.9479),(59 308.23987),(60 307.49097),(61 312.57193),(62 309.2663),(63 309.95297),(64 306.80252),(65 310.28677),(66 307.89548),(67 310.85364),(68 309.92056),(69 312.0652),(70 310.43726),(71 312.85052),(72 311.41528),(73 316.11377),(74 310.64954),(75 313.02933),(76 308.83902),(77 306.6918),(78 310.80942),(79 309.3469),
(1 197.99683),(2 232.40292),(3 242.8335),(4 249.13136),(5 247.60529),(6 249.78416),(7 248.93938),(8 253.25807),(9 253.167),(10 257.1673),(11 257.5827),(12 265.5083),(13 268.14703),(14 268.67557),(15 275.122),(16 272.9735),(17 275.4143),(18 279.5286),(19 281.98007),(20 278.79675),(21 277.4787),(22 282.97235),(23 284.1931),(24 292.64874),(25 292.32373),(26 297.27298),(27 293.33063),(28 294.13953),(29 296.24573),(30 295.0611),(31 292.3686),(32 294.5012),(33 290.2969),(34 294.3283),(35 291.29956),(36 292.9378),(37 291.3119),(38 296.16415),(39 291.40335),(40 294.09036),(41 291.64886),(42 297.7918),(43 291.8744),(44 296.80588),(45 291.3478),(46 294.515),(47 293.05356),(48 300.65424),(49 299.62704),(50 305.231),(51 298.654),(52 295.6689),(53 299.04715),(54 297.74164),(55 300.77173),(56 301.4189),(57 303.5636),(58 301.1874),(59 300.0784),(60 301.3683),(61 307.33508),(62 305.03543),(63 309.6294),(64 310.06784),(65 310.276),(66 307.2037),(67 310.55298),(68 309.38046),(69 311.9621),(70 311.91315),(71 316.8744),(72 313.31635),(73 312.1424),(74 309.96173),(75 311.59348),(76 309.43314),(77 309.60977),(78 311.0891),(79 309.2942),
(1 189.61838),(2 221.1815),(3 233.21246),(4 241.51228),(5 239.83328),(6 243.9583),(7 243.412),(8 244.98776),(9 245.32228),(10 248.76695),(11 248.04424),(12 256.03452),(13 258.11758),(14 259.4425),(15 266.34198),(16 264.2161),(17 265.44327),(18 269.45966),(19 271.88477),(20 274.94986),(21 273.47147),(22 279.36185),(23 281.8181),(24 286.27847),(25 289.3047),(26 294.70673),(27 290.1129),(28 288.23593),(29 291.04425),(30 289.46854),(31 287.6233),(32 290.42725),(33 287.71744),(34 289.9566),(35 287.47025),(36 288.41476),(37 283.4801),(38 287.03812),(39 282.1629),(40 286.28387),(41 282.91113),(42 285.86096),(43 281.9694),(44 289.85052),(45 283.98587),(46 285.95947),(47 284.4093),(48 288.68436),(49 288.51126),(50 294.26398),(51 291.1107),(52 291.12048),(53 297.69534),(54 293.4227),(55 295.86154),(56 294.83682),(57 295.77585),(58 296.37982),(59 300.57916),(60 296.3716),(61 301.28577),(62 297.16348),(63 302.47278),(64 300.7961),(65 303.4819),(66 303.3319),(67 305.01157),(68 302.5815),(69 305.0075),(70 303.53156),(71 307.75485),(72 305.50714),(73 304.67194),(74 301.27426),(75 301.0184),(76 300.56934),(77 298.8901),(78 301.20026),(79 300.13718),
(1 189.58769),(2 221.82463),(3 234.4728),(4 243.88605),(5 241.83304),(6 246.4732),(7 244.89935),(8 247.45259),(9 246.2541),(10 248.9714),(11 250.06184),(12 256.7808),(13 257.40527),(14 261.78955),(15 266.28107),(16 264.1012),(17 267.15558),(18 274.45407),(19 273.62387),(20 276.331),(21 276.68866),(22 280.24414),(23 280.6324),(24 288.50226),(25 286.63013),(26 289.90012),(27 287.4364),(28 286.07983),(29 290.23743),(30 286.7704),(31 284.9383),(32 290.06406),(33 285.67514),(34 290.1604),(35 283.2614),(36 281.90964),(37 278.54706),(38 281.7829),(39 277.63354),(40 278.24765),(41 277.05118),(42 280.12842),(43 275.93936),(44 282.7973),(45 280.75473),(46 280.10873),(47 281.50635),(48 286.12103),(49 283.75842),(50 288.09247),(51 283.4719),(52 282.6591),(53 285.58896),(54 286.8106),(55 285.17563),(56 282.07336),(57 284.35687),(58 283.25537),(59 287.20953),(60 287.91397),(61 294.48715),(62 291.02396),(63 294.37286),(64 294.33737),(65 296.63403),(66 293.8736),(67 295.34988),(68 295.2072),(69 296.06128),(70 296.47845),(71 300.1594),(72 299.40817),(73 302.39047),(74 296.60767),(75 301.2283),(76 299.10645),(77 302.13425),(78 307.16354),(79 302.87192),
(1 190.54207),(2 222.46829),(3 234.5752),(4 243.64767),(5 240.94844),(6 246.32913),(7 244.65454),(8 245.76035),(9 244.08826),(10 249.17932),(11 249.77115),(12 254.97946),(13 258.7034),(14 258.99615),(15 265.07007),(16 263.68112),(17 264.2615),(18 268.66022),(19 270.993),(20 272.48907),(21 272.46643),(22 278.69373),(23 279.86896),(24 286.0592),(25 284.698),(26 288.2704),(27 284.0106),(28 282.04358),(29 286.7169),(30 282.96625),(31 279.6416),(32 284.17065),(33 283.04428),(34 283.3992),(35 280.86157),(36 279.93167),(37 275.0847),(38 277.55365),(39 274.5609),(40 277.15594),(41 273.52487),(42 277.33328),(43 276.88083),(44 277.64154),(45 275.21313),(46 278.4238),(47 277.39337),(48 282.84445),(49 280.56607),(50 286.0099),(51 281.8816),(52 281.59393),(53 285.91214),(54 285.2215),(55 287.58832),(56 283.9692),(57 288.84738),(58 287.4555),(59 291.29755),(60 290.5548),(61 293.304),(62 294.72388),(63 299.4773),(64 296.9873),(65 299.69913),(66 297.42133),(67 303.66925),(68 300.5693),(69 300.01904),(70 299.63214),(71 300.93588),(72 299.3663),(73 302.9631),(74 297.83374),(75 300.96738),(76 294.42767),(77 297.7517),(78 301.32132),(79 296.8503),
(1 188.80215),(2 219.07834),(3 231.32555),(4 240.09338),(5 237.01575),(6 241.62645),(7 240.95059),(8 243.87657),(9 240.90721),(10 248.30222),(11 246.29343),(12 253.09366),(13 253.99918),(14 255.1778),(15 262.0052),(16 259.4948),(17 261.73798),(18 266.29123),(19 266.068),(20 269.13107),(21 267.01273),(22 271.36523),(23 270.35922),(24 280.50793),(25 278.98373),(26 281.24268),(27 279.09637),(28 280.28848),(29 283.18164),(30 278.0857),(31 278.76727),(32 282.27536),(33 278.72238),(34 282.16452),(35 279.40436),(36 277.8219),(37 273.84442),(38 273.47513),(39 272.23798),(40 273.61874),(41 271.67236),(42 273.94565),(43 270.73648),(44 274.4382),(45 269.48566),(46 274.22504),(47 272.60864),(48 277.5096),(49 274.31665),(50 279.24704),(51 278.4334),(52 277.1692),(53 281.50565),(54 278.12094),(55 279.3973),(56 277.3579),(57 280.44293),(58 278.44623),(59 279.74432),(60 280.19824),(61 284.61243),(62 285.95618),(63 285.73123),(64 284.85114),(65 286.46744),(66 287.16702),(67 292.58112),(68 289.49857),(69 292.52402),(70 292.91354),(71 294.1109),(72 296.09225),(73 298.36887),(74 291.38892),(75 294.32318),(76 287.21808),(77 289.11902),(78 290.9599),(79 288.21124),
(1 180.80444),(2 208.97507),(3 219.72502),(4 228.3018),(5 228.2161),(6 232.1175),(7 230.10547),(8 235.92844),(9 236.15524),(10 239.23877),(11 235.7979),(12 243.23482),(13 241.82443),(14 244.39572),(15 249.24094),(16 248.79),(17 252.18683),(18 256.2933),(19 256.1667),(20 259.55432),(21 255.2756),(22 263.7971),(23 263.33447),(24 271.53598),(25 271.31216),(26 271.32144),(27 267.99518),(28 269.85278),(29 271.88956),(30 268.31787),(31 270.00287),(32 273.53256),(33 269.37143),(34 269.5288),(35 267.68353),(36 268.20123),(37 263.34067),(38 265.1089),(39 261.46933),(40 263.9668),(41 261.50302),(42 265.81274),(43 260.77164),(44 266.01202),(45 261.0008),(46 265.92975),(47 263.86957),(48 267.96768),(49 266.22208),(50 269.56638),(51 268.2036),(52 269.42462),(53 271.68484),(54 269.29416),(55 271.26398),(56 269.41968),(57 274.56958),(58 273.28296),(59 275.81683),(60 276.83014),(61 277.786),(62 275.35114),(63 279.93332),(64 278.76923),(65 282.59686),(66 283.87085),(67 286.43256),(68 286.76932),(69 287.1225),(70 281.60834),(71 285.59213),(72 282.1673),(73 284.66684),(74 279.76456),(75 283.53467),(76 279.4331),(77 278.82495),(78 282.33887),(79 281.95917),
(1 180.6943),(2 210.94922),(3 222.17665),(4 228.09523),(5 226.71022),(6 232.1082),(7 229.78275),(8 233.14278),(9 234.85269),(10 238.64294),(11 237.79202),(12 246.46669),(13 242.00511),(14 245.14392),(15 250.0469),(16 250.39938),(17 249.7789),(18 256.72153),(19 254.5791),(20 258.2345),(21 256.2071),(22 259.46716),(23 261.06567),(24 268.21918),(25 266.5379),(26 268.36166),(27 266.1789),(28 267.0143),(29 270.19952),(30 268.50772),(31 268.0874),(32 266.8093),(33 265.31143),(34 268.32028),(35 266.9876),(36 263.76254),(37 264.3273),(38 265.09348),(39 260.9354),(40 262.0687),(41 263.24295),(42 267.22287),(43 264.22867),(44 266.48602),(45 263.61295),(46 267.3817),(47 263.1426),(48 269.54517),(49 267.07928),(50 269.32404),(51 268.72366),(52 270.03394),(53 272.50168),(54 271.32593),(55 272.394),(56 270.60687),(57 276.4998),(58 272.7804),(59 273.80417),(60 274.10266),(61 278.46255),(62 276.28293),(63 278.97192),(64 279.35178),(65 279.6218),(66 282.2721),(67 283.52124),(68 281.29794),(69 283.3603),(70 281.5772),(71 281.28192),(72 278.70978),(73 284.5),(74 279.71252),(75 284.16653),(76 275.3624),(77 277.99567),(78 281.44388),(79 278.76767),
(1 180.01869),(2 207.18231),(3 218.22559),(4 225.26912),(5 226.60756),(6 229.04968),(7 226.8962),(8 230.33002),(9 230.40318),(10 235.78262),(11 234.57385),(12 239.94391),(13 241.25589),(14 240.6645),(15 247.53943),(16 246.52107),(17 250.05632),(18 252.09387),(19 253.1077),(20 256.2137),(21 256.40268),(22 259.09674),(23 260.59793),(24 265.35455),(25 262.40335),(26 263.48813),(27 262.92587),(28 265.0988),(29 268.9575),(30 266.80252),(31 267.6502),(32 268.41766),(33 265.3657),(34 266.92163),(35 265.86868),(36 264.85574),(37 264.20328),(38 264.8594),(39 261.0407),(40 264.72263),(41 261.43112),(42 265.60922),(43 262.63623),(44 265.2035),(45 259.87567),(46 264.46793),(47 263.05746),(48 266.63214),(49 264.6),(50 267.58667),(51 267.01178),(52 267.44263),(53 270.85532),(54 268.29828),(55 269.03625),(56 266.80536),(57 267.50183),(58 265.0551),(59 268.86624),(60 271.52573),(61 275.09433),(62 272.27914),(63 276.1749),(64 273.41946),(65 277.24835),(66 275.21048),(67 274.91034),(68 270.99887),(69 274.41064),(70 270.37143),(71 272.3203),(72 271.54465),(73 275.8484),(74 270.83658),(75 276.83615),(76 274.38614),(77 272.751),(78 277.35037),(79 276.93976),
(1 179.39354),(2 206.03839),(3 219.5323),(4 224.76369),(5 223.72183),(6 226.59067),(7 224.54604),(8 226.9354),(9 228.01149),(10 232.03014),(11 229.16562),(12 236.07605),(13 236.57417),(14 238.02803),(15 245.30234),(16 244.06497),(17 245.14772),(18 249.3703),(19 249.83684),(20 253.48892),(21 251.24248),(22 253.73097),(23 255.22694),(24 262.35464),(25 259.25186),(26 263.34818),(27 259.39456),(28 260.41278),(29 264.72565),(30 264.11465),(31 261.0537),(32 265.20645),(33 262.46405),(34 263.5014),(35 262.6007),(36 263.52124),(37 261.96353),(38 264.02786),(39 263.34067),(40 266.48193),(41 263.56473),(42 265.5107),(43 263.89108),(44 265.35425),(45 263.0063),(46 268.5099),(47 268.39093),(48 267.4097),(49 266.95065),(50 267.10983),(51 265.62912),(52 264.96973),(53 269.14825),(54 264.97763),(55 269.45203),(56 264.56342),(57 268.51746),(58 266.19748),(59 267.777),(60 270.40094),(61 275.08194),(62 271.8198),(63 276.0147),(64 271.3428),(65 273.16794),(66 270.16736),(67 272.89532),(68 272.85605),(69 275.68243),(70 275.29797),(71 277.15805),(72 273.47507),(73 277.13855),(74 273.8879),(75 277.0568),(76 274.4658),(77 272.4664),(78 274.218),(79 272.49655),
(1 176.60876),(2 204.71437),(3 216.46823),(4 222.80309),(5 222.52847),(6 224.31064),(7 221.82085),(8 226.34648),(9 224.84389),(10 229.40672),(11 229.44112),(12 237.29097),(13 236.93207),(14 238.97197),(15 244.75894),(16 243.19023),(17 247.81279),(18 252.15889),(19 250.37251),(20 251.46063),(21 247.15967),(22 251.53017),(23 253.24506),(24 260.36765),(25 258.5603),(26 262.41122),(27 258.9373),(28 259.37552),(29 261.80927),(30 260.6479),(31 258.1801),(32 259.7465),(33 256.83255),(34 257.1296),(35 257.78503),(36 258.42896),(37 256.08484),(38 256.32278),(39 255.33467),(40 257.03302),(41 253.72577),(42 255.5174),(43 253.83109),(44 257.0972),(45 253.53697),(46 257.01138),(47 254.91924),(48 260.097),(49 258.7623),(50 262.20538),(51 258.29074),(52 259.89777),(53 265.8493),(54 262.32825),(55 264.6824),(56 264.38718),(57 265.5397),(58 266.1453),(59 266.29733),(60 266.66968),(61 271.88748),(62 270.93326),(63 274.65714),(64 269.91696),(65 272.35965),(66 273.78262),(67 272.48465),(68 273.53522),(69 276.73508),(70 277.7258),(71 279.3386),(72 275.13998),(73 279.19583),(74 273.73288),(75 276.02533),(76 269.958),(77 269.1533),(78 271.956),(79 274.27106),
