1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40.900593),(2 48.005253),(3 52.548298),(4 55.157887),(5 57.6939),(6 59.756187),(7 60.835487),(8 62.42499),(9 63.517025),(10 64.864815),(11 65.55957),(12 65.91883),(13 66.9568),(14 68.40288),(15 69.952866),(16 69.15028),(17 69.91441),(18 70.46264),(19 70.640274),(20 70.26531),(21 71.46365),(22 71.73647),(23 71.61866),(24 71.62442),(25 71.760086),(26 71.654594),(27 72.443306),(28 72.48377),(29 71.72684),(30 71.41124),(31 71.55454),(32 71.55028),(33 72.17294),(34 71.81181),(35 71.80037),(36 71.98259),(37 71.54903),(38 73.88347),(39 72.87577),(40 72.37461),(41 72.33686),(42 71.92045),(43 71.82849),(44 72.5808),(45 71.402306),(46 71.743546),(47 71.39853),(48 71.79265),(49 71.883675),(50 72.94668),(51 73.23282),(52 73.5402),(53 74.21089),(54 74.01327),(55 73.85615),(56 74.567955),(57 75.39349),(58 74.636795),(59 73.42699),(60 73.65141),(61 73.8982),(62 74.975914),(63 74.92891),(64 75.10386),(65 74.77185),(66 75.306786),(67 75.119125),(68 76.13229),(69 75.93956),(70 75.854675),(71 74.637825),(72 73.86921),(73 73.29911),(74 73.336205),(75 73.45231),(76 72.95151),(77 72.04638),(78 71.03495),(79 70.10615),
(1 41.152775),(2 48.03527),(3 52.597385),(4 55.587822),(5 57.39535),(6 59.209362),(7 59.79929),(8 62.39101),(9 63.531742),(10 64.10106),(11 65.12719),(12 65.44679),(13 67.07792),(14 68.36738),(15 69.52533),(16 69.20448),(17 69.50437),(18 70.8458),(19 70.48702),(20 70.06359),(21 70.91966),(22 71.20686),(23 70.39482),(24 70.20352),(25 70.375244),(26 70.35821),(27 70.61955),(28 70.984436),(29 71.07032),(30 71.26479),(31 71.13376),(32 72.39658),(33 72.47083),(34 71.98642),(35 71.55916),(36 71.51305),(37 71.296326),(38 72.25627),(39 71.706505),(40 71.28676),(41 71.47371),(42 72.255905),(43 71.95549),(44 72.380844),(45 71.853226),(46 72.4268),(47 71.65788),(48 71.54459),(49 72.22558),(50 72.37975),(51 72.59825),(52 72.979164),(53 72.09089),(54 72.63411),(55 72.79717),(56 72.696205),(57 73.4508),(58 73.1476),(59 72.81868),(60 72.75478),(61 72.47037),(62 74.43569),(63 73.70747),(64 74.07996),(65 73.75227),(66 73.601),(67 72.732956),(68 74.32597),(69 74.83585),(70 74.35762),(71 73.92475),(72 72.61682),(73 71.83143),(74 71.382416),(75 71.9501),(76 71.42434),(77 70.37921),(78 68.86722),(79 68.03713),
(1 41.20174),(2 48.313614),(3 52.424614),(4 55.625267),(5 58.654312),(6 59.71091),(7 61.14361),(8 63.09625),(9 64.73521),(10 65.63229),(11 66.257904),(12 66.38574),(13 67.7713),(14 68.7483),(15 70.244965),(16 70.6254),(17 70.78335),(18 71.56954),(19 71.20081),(20 71.30064),(21 71.03748),(22 71.57509),(23 71.34104),(24 71.40287),(25 71.611855),(26 71.380844),(27 71.73892),(28 71.024734),(29 71.35419),(30 71.64031),(31 71.16547),(32 71.79292),(33 71.69475),(34 71.05318),(35 71.20179),(36 71.04954),(37 71.61473),(38 72.65304),(39 73.10234),(40 73.25678),(41 72.64364),(42 72.804886),(43 72.530106),(44 71.93218),(45 72.57078),(46 73.387474),(47 72.22272),(48 72.38698),(49 72.41301),(50 73.02308),(51 72.76814),(52 73.16944),(53 73.01064),(54 72.66241),(55 73.14757),(56 73.66225),(57 74.06033),(58 72.874245),(59 72.104225),(60 71.89514),(61 72.07709),(62 72.79846),(63 72.64342),(64 72.895424),(65 72.69041),(66 72.9599),(67 71.81907),(68 73.087776),(69 73.17886),(70 73.78104),(71 73.324005),(72 72.43116),(73 71.922295),(74 72.63005),(75 72.52166),(76 72.51392),(77 71.852394),(78 71.077385),(79 70.52747),
(1 41.14858),(2 48.88341),(3 52.380806),(4 55.323505),(5 57.57664),(6 59.014038),(7 60.912243),(8 62.113705),(9 64.01878),(10 65.488655),(11 65.12849),(12 65.663574),(13 66.97912),(14 68.17926),(15 69.86814),(16 70.06039),(17 70.352585),(18 70.8308),(19 71.08193),(20 71.900406),(21 72.60966),(22 72.239525),(23 72.41742),(24 71.99105),(25 71.897545),(26 71.319046),(27 71.772484),(28 71.664345),(29 71.132164),(30 71.10453),(31 71.71761),(32 71.7632),(33 73.072754),(34 72.23612),(35 71.75527),(36 71.79325),(37 72.22054),(38 73.70314),(39 72.6142),(40 72.25698),(41 71.40749),(42 71.58236),(43 71.91295),(44 71.21431),(45 71.40109),(46 71.32622),(47 71.181564),(48 70.83141),(49 71.73696),(50 71.937515),(51 72.28334),(52 72.23084),(53 71.85136),(54 72.2792),(55 71.85214),(56 72.23432),(57 72.93715),(58 71.353065),(59 70.40897),(60 71.15504),(61 71.68437),(62 73.08728),(63 72.62631),(64 72.77123),(65 72.82373),(66 72.59215),(67 72.56958),(68 72.808334),(69 73.47256),(70 74.09343),(71 73.80056),(72 72.73597),(73 72.745834),(74 73.03426),(75 73.69074),(76 72.61788),(77 72.14961),(78 70.590645),(79 70.19327),
(1 39.73683),(2 46.633022),(3 51.124348),(4 53.00868),(5 55.53254),(6 57.141636),(7 58.660355),(8 60.271187),(9 61.763515),(10 62.426353),(11 62.676926),(12 63.058537),(13 64.32364),(14 65.5266),(15 67.17208),(16 67.40339),(17 68.21726),(18 69.67167),(19 69.10276),(20 69.41962),(21 69.85063),(22 69.62337),(23 68.95823),(24 68.87671),(25 69.28208),(26 69.69657),(27 69.72097),(28 69.45022),(29 69.44441),(30 70.474365),(31 70.14975),(32 69.95393),(33 69.80423),(34 70.80348),(35 70.14483),(36 70.58285),(37 70.43137),(38 71.09624),(39 70.493996),(40 70.38387),(41 70.19995),(42 70.55351),(43 70.27423),(44 71.04324),(45 70.613846),(46 71.140205),(47 70.406494),(48 70.98107),(49 71.48633),(50 71.5662),(51 71.80036),(52 71.45021),(53 71.64518),(54 71.74851),(55 71.646835),(56 71.13806),(57 71.274475),(58 70.238914),(59 69.983246),(60 69.59846),(61 70.74951),(62 70.99288),(63 70.62297),(64 71.11788),(65 71.63101),(66 71.98711),(67 71.05831),(68 71.299545),(69 71.129906),(70 71.94063),(71 70.96478),(72 70.40484),(73 69.77224),(74 69.6946),(75 69.58504),(76 69.21877),(77 67.80642),(78 67.047554),(79 66.52005),
(1 40.983925),(2 47.9907),(3 52.34789),(4 54.907303),(5 57.2151),(6 58.848534),(7 60.378147),(8 61.920948),(9 63.237087),(10 63.51133),(11 64.51092),(12 65.61993),(13 66.985146),(14 68.41769),(15 69.79242),(16 69.411964),(17 69.86743),(18 71.042435),(19 71.42043),(20 70.6305),(21 70.87577),(22 71.35047),(23 70.78255),(24 70.2034),(25 69.40398),(26 69.976456),(27 70.17274),(28 70.87937),(29 71.11218),(30 71.18565),(31 70.967636),(32 71.04423),(33 72.05585),(34 71.555565),(35 71.46485),(36 71.55988),(37 71.49047),(38 72.651955),(39 71.11429),(40 70.54645),(41 69.73035),(42 69.922516),(43 70.035416),(44 70.25078),(45 70.87767),(46 70.72057),(47 70.29267),(48 70.102196),(49 71.12943),(50 71.54125),(51 71.749825),(52 71.32899),(53 71.392876),(54 71.5781),(55 71.77672),(56 71.6262),(57 71.794975),(58 70.77291),(59 70.26373),(60 69.7298),(61 69.19724),(62 70.65494),(63 70.93953),(64 70.79451),(65 70.91541),(66 72.14411),(67 71.075264),(68 72.3748),(69 72.45618),(70 72.253975),(71 71.346115),(72 70.57302),(73 70.74222),(74 70.44102),(75 70.299995),(76 70.3043),(77 69.815674),(78 68.339836),(79 68.00645),
(1 39.92914),(2 46.5103),(3 50.90224),(4 54.039883),(5 56.307606),(6 58.66218),(7 60.7698),(8 61.79676),(9 62.65683),(10 63.09242),(11 63.857452),(12 64.6918),(13 66.25779),(14 66.93523),(15 67.84243),(16 67.99208),(17 67.9516),(18 68.710175),(19 69.2301),(20 69.37029),(21 69.43074),(22 69.841576),(23 70.02656),(24 69.83392),(25 69.563225),(26 70.00635),(27 70.239555),(28 69.86416),(29 69.90582),(30 70.28301),(31 70.633575),(32 71.04784),(33 71.39127),(34 71.218315),(35 70.68297),(36 70.88639),(37 70.25829),(38 71.62109),(39 70.84211),(40 70.05458),(41 70.217064),(42 69.93905),(43 69.56238),(44 69.10967),(45 69.43704),(46 70.001595),(47 68.999756),(48 69.45166),(49 69.27914),(50 70.184296),(51 70.01367),(52 70.21588),(53 70.508766),(54 70.11612),(55 70.203995),(56 70.28026),(57 70.406906),(58 69.3598),(59 69.57013),(60 68.775856),(61 69.12147),(62 70.49705),(63 70.74645),(64 71.25826),(65 70.11274),(66 69.86117),(67 70.35573),(68 71.21722),(69 70.89082),(70 71.174484),(71 70.127205),(72 69.16475),(73 69.21421),(74 69.10496),(75 69.90935),(76 69.130646),(77 68.570145),(78 67.71258),(79 66.83752),
(1 39.45654),(2 46.130466),(3 50.674503),(4 53.3966),(5 55.507668),(6 57.033085),(7 59.229633),(8 61.207855),(9 62.40169),(10 62.90785),(11 63.244076),(12 64.42131),(13 65.914856),(14 66.985886),(15 67.46359),(16 68.47833),(17 68.24135),(18 68.30309),(19 69.31061),(20 69.433525),(21 69.58833),(22 70.418236),(23 69.70147),(24 70.01515),(25 69.51725),(26 70.05579),(27 71.383766),(28 71.507164),(29 71.28657),(30 71.536674),(31 70.59516),(32 70.886536),(33 71.623505),(34 71.718124),(35 71.12007),(36 70.99859),(37 71.09967),(38 71.542076),(39 71.63289),(40 70.87235),(41 70.669395),(42 70.101006),(43 70.3939),(44 69.48879),(45 69.90836),(46 70.15935),(47 69.49898),(48 70.10277),(49 70.13803),(50 70.49892),(51 71.402565),(52 71.856186),(53 71.326355),(54 70.98172),(55 70.95532),(56 71.78757),(57 71.933014),(58 71.08469),(59 70.5311),(60 70.31258),(61 70.86951),(62 71.2811),(63 71.22395),(64 72.25523),(65 71.56055),(66 72.235725),(67 72.05081),(68 72.743286),(69 72.69438),(70 73.05983),(71 72.365555),(72 71.568436),(73 70.83059),(74 70.68184),(75 70.75701),(76 70.20116),(77 69.572525),(78 69.197365),(79 68.913574),
(1 38.730114),(2 45.639023),(3 49.534138),(4 52.577118),(5 54.96746),(6 56.62835),(7 58.215294),(8 59.92938),(9 60.856796),(10 61.501453),(11 61.888817),(12 62.56364),(13 64.053345),(14 66.02229),(15 66.85779),(16 66.38875),(17 67.405235),(18 67.73405),(19 67.76912),(20 68.00393),(21 67.864975),(22 68.44871),(23 68.311676),(24 67.65096),(25 67.665474),(26 67.20127),(27 68.18674),(28 68.45772),(29 68.43913),(30 69.12014),(31 68.616615),(32 68.225174),(33 69.06152),(34 68.973045),(35 68.88158),(36 68.93975),(37 68.89002),(38 70.7417),(39 71.07104),(40 69.82336),(41 69.566666),(42 69.60893),(43 69.54304),(44 69.64966),(45 69.57202),(46 69.20227),(47 69.181595),(48 68.91058),(49 68.93928),(50 69.68844),(51 70.33072),(52 69.33149),(53 69.147736),(54 69.86601),(55 70.32882),(56 70.83661),(57 70.33153),(58 69.904236),(59 69.80082),(60 69.42886),(61 69.20076),(62 71.04362),(63 71.38413),(64 71.197464),(65 70.67123),(66 70.79963),(67 70.82968),(68 71.695),(69 71.14382),(70 71.64808),(71 70.47931),(72 69.765755),(73 69.75679),(74 69.9668),(75 69.20533),(76 68.82946),(77 67.92496),(78 66.8881),(79 66.790474),
(1 38.973713),(2 46.152306),(3 50.189648),(4 52.740322),(5 54.700275),(6 56.687424),(7 57.89568),(8 58.932316),(9 59.846813),(10 61.45579),(11 61.19975),(12 61.90431),(13 63.347336),(14 64.35202),(15 65.32562),(16 65.1313),(17 65.46816),(18 66.43827),(19 66.87801),(20 67.60318),(21 67.63719),(22 67.78115),(23 68.09952),(24 66.621155),(25 66.79027),(26 67.326965),(27 68.004135),(28 68.17314),(29 68.619194),(30 69.28335),(31 69.0244),(32 68.79062),(33 68.42646),(34 69.443634),(35 69.22782),(36 68.78008),(37 68.78859),(38 69.859695),(39 69.793976),(40 69.14556),(41 69.722046),(42 69.52663),(43 69.122314),(44 69.39248),(45 69.317535),(46 68.80052),(47 69.12769),(48 69.57822),(49 68.632805),(50 69.409035),(51 69.29871),(52 69.78235),(53 68.98941),(54 69.05923),(55 69.16339),(56 69.610565),(57 69.31683),(58 69.30458),(59 68.83924),(60 68.695885),(61 68.492905),(62 69.507355),(63 70.204834),(64 70.510155),(65 69.97702),(66 70.2833),(67 69.94754),(68 70.47905),(69 70.54074),(70 70.83754),(71 69.60452),(72 69.293976),(73 69.33467),(74 68.878815),(75 68.74413),(76 68.14495),(77 67.6145),(78 66.62575),(79 66.05134),
(1 39.808144),(2 47.31396),(3 51.39631),(4 54.50793),(5 56.021683),(6 57.969513),(7 59.917675),(8 60.96024),(9 61.833523),(10 62.257282),(11 62.540836),(12 63.14222),(13 64.492256),(14 65.57704),(15 67.812),(16 67.51115),(17 68.80042),(18 69.827324),(19 70.43158),(20 69.693665),(21 70.14421),(22 69.90211),(23 70.12888),(24 69.57489),(25 68.83164),(26 69.261826),(27 69.05621),(28 69.63343),(29 69.355705),(30 69.34145),(31 68.43927),(32 69.03377),(33 69.38345),(34 69.801094),(35 70.129845),(36 70.258995),(37 69.91735),(38 71.2233),(39 70.46523),(40 69.98657),(41 70.107864),(42 69.557205),(43 69.8478),(44 69.24195),(45 69.85807),(46 70.37568),(47 69.953545),(48 69.82813),(49 69.58408),(50 70.85306),(51 70.83609),(52 70.248795),(53 70.11491),(54 70.44869),(55 71.28407),(56 71.65942),(57 71.79656),(58 71.048836),(59 69.704865),(60 69.3278),(61 69.43294),(62 70.19114),(63 70.72944),(64 70.432106),(65 71.37373),(66 71.36478),(67 70.87512),(68 72.09793),(69 71.818054),(70 72.44144),(71 71.67762),(72 70.8842),(73 70.977806),(74 70.45901),(75 70.45265),(76 70.31994),(77 69.18847),(78 68.78592),(79 67.75132),
(1 39.165897),(2 46.338333),(3 50.30208),(4 53.127495),(5 54.87825),(6 56.962254),(7 58.541527),(8 59.552505),(9 60.863014),(10 61.97894),(11 62.444138),(12 63.055195),(13 64.244354),(14 64.79214),(15 66.11748),(16 66.39116),(17 67.51843),(18 68.55427),(19 67.96051),(20 68.19628),(21 68.71988),(22 69.22342),(23 68.9059),(24 67.9668),(25 68.46487),(26 68.782486),(27 68.7319),(28 68.4955),(29 68.39621),(30 68.77518),(31 68.93419),(32 69.08915),(33 70.33756),(34 69.72518),(35 70.000916),(36 69.28354),(37 69.30604),(38 69.76826),(39 70.137955),(40 69.43949),(41 69.13737),(42 69.18523),(43 68.80843),(44 69.202324),(45 69.58632),(46 69.47508),(47 69.3764),(48 69.45044),(49 69.59761),(50 70.0121),(51 70.11159),(52 69.727066),(53 69.99048),(54 69.29482),(55 69.15839),(56 69.57919),(57 69.92257),(58 69.03715),(59 68.74366),(60 68.09476),(61 68.169975),(62 68.66629),(63 69.37879),(64 70.07064),(65 69.70713),(66 69.80376),(67 69.4405),(68 69.662415),(69 69.949104),(70 69.30394),(71 69.67811),(72 68.73005),(73 69.00635),(74 68.48901),(75 68.45892),(76 67.86743),(77 66.81268),(78 65.55065),(79 65.344185),
(1 38.501347),(2 44.63811),(3 48.61171),(4 51.510944),(5 53.404808),(6 54.95512),(7 56.205276),(8 57.763145),(9 59.106976),(10 59.08647),(11 58.679054),(12 59.6151),(13 60.86542),(14 62.307568),(15 63.474796),(16 63.506924),(17 64.23758),(18 65.06308),(19 65.03964),(20 65.425095),(21 65.88315),(22 66.3498),(23 65.853065),(24 65.19784),(25 64.87435),(26 65.49535),(27 65.705315),(28 66.402756),(29 65.52979),(30 65.772675),(31 66.60343),(32 65.87654),(33 66.43946),(34 66.42389),(35 66.32201),(36 66.37792),(37 66.54083),(38 67.67443),(39 67.469),(40 66.79526),(41 66.593),(42 66.791336),(43 66.49609),(44 67.05446),(45 66.67725),(46 67.16049),(47 66.60506),(48 67.09377),(49 67.06919),(50 67.47813),(51 67.31834),(52 67.36343),(53 67.93567),(54 67.09787),(55 67.78191),(56 67.64266),(57 68.00247),(58 67.930534),(59 67.40226),(60 66.78305),(61 67.39909),(62 69.18939),(63 69.70996),(64 68.90472),(65 68.348724),(66 67.713776),(67 67.83128),(68 69.25867),(69 69.03248),(70 68.67526),(71 67.84761),(72 67.66272),(73 67.15317),(74 67.05409),(75 67.17697),(76 66.73864),(77 66.543365),(78 65.09772),(79 65.06938),
(1 38.579308),(2 45.132538),(3 49.51952),(4 51.866),(5 53.81198),(6 55.80149),(7 57.175484),(8 58.92401),(9 59.976624),(10 61.256035),(11 61.007854),(12 62.686085),(13 63.424965),(14 64.43747),(15 66.38469),(16 65.536865),(17 66.67974),(18 67.67844),(19 67.34314),(20 67.986626),(21 67.864944),(22 67.50789),(23 66.87748),(24 67.04848),(25 67.26266),(26 67.70978),(27 67.62097),(28 67.31245),(29 67.23606),(30 67.33594),(31 67.24918),(32 67.122116),(33 67.866974),(34 68.34922),(35 68.32094),(36 67.58339),(37 67.756065),(38 68.451996),(39 68.28425),(40 67.43209),(41 67.12327),(42 67.76554),(43 68.30858),(44 68.663956),(45 68.08587),(46 68.5809),(47 68.333626),(48 68.031166),(49 68.63043),(50 70.13275),(51 69.92842),(52 69.898186),(53 69.699875),(54 70.25667),(55 69.92119),(56 70.61882),(57 70.4631),(58 69.32674),(59 68.63926),(60 68.87547),(61 69.12393),(62 69.88538),(63 69.93908),(64 70.45718),(65 70.38091),(66 70.06964),(67 70.50258),(68 70.807076),(69 70.025894),(70 70.40041),(71 68.908134),(72 67.91531),(73 67.93792),(74 68.11945),(75 67.30534),(76 66.79598),(77 66.711845),(78 66.243996),(79 65.19078),
(1 39.37337),(2 45.56268),(3 49.399326),(4 52.776653),(5 54.7222),(6 55.958183),(7 57.056854),(8 59.138107),(9 60.01782),(10 60.419743),(11 60.795475),(12 61.774826),(13 63.280674),(14 64.22742),(15 64.86322),(16 64.91792),(17 66.206566),(18 66.22121),(19 66.81878),(20 66.679405),(21 67.298904),(22 67.62915),(23 67.23723),(24 66.973015),(25 66.27002),(26 66.67221),(27 66.86603),(28 67.1174),(29 66.979675),(30 66.42675),(31 66.63453),(32 66.169266),(33 66.554375),(34 67.054054),(35 66.68927),(36 67.638275),(37 67.296616),(38 68.49209),(39 67.932175),(40 67.658875),(41 67.49625),(42 67.90969),(43 67.888214),(44 68.043564),(45 67.70049),(46 67.86449),(47 67.22343),(48 67.80102),(49 67.27142),(50 68.0358),(51 67.25827),(52 67.53985),(53 67.848305),(54 67.31099),(55 68.62317),(56 68.82431),(57 69.06382),(58 68.877365),(59 68.371765),(60 67.359955),(61 68.118286),(62 69.36618),(63 69.172676),(64 68.838776),(65 68.6138),(66 69.51908),(67 69.00051),(68 69.93129),(69 69.70513),(70 70.60735),(71 69.522575),(72 68.55365),(73 68.74537),(74 68.655716),(75 69.88952),(76 68.492744),(77 67.6616),(78 66.34733),(79 65.658),
(1 39.90149),(2 47.140766),(3 50.88232),(4 54.04639),(5 55.77135),(6 57.447044),(7 59.50523),(8 61.076927),(9 62.16538),(10 63.379894),(11 63.4711),(12 64.1273),(13 65.69639),(14 67.004616),(15 68.57691),(16 68.16543),(17 69.32917),(18 69.50505),(19 70.17747),(20 70.286415),(21 70.11959),(22 69.85843),(23 69.23169),(24 69.24337),(25 68.75235),(26 69.72129),(27 69.75958),(28 69.54482),(29 69.3605),(30 69.30196),(31 69.76933),(32 69.34382),(33 69.37984),(34 69.66363),(35 69.90322),(36 69.31536),(37 70.0904),(38 70.482414),(39 70.409004),(40 69.71618),(41 70.69406),(42 69.92814),(43 70.57422),(44 70.23157),(45 69.847206),(46 69.73974),(47 69.5807),(48 70.07073),(49 69.99376),(50 70.402306),(51 70.061935),(52 69.33415),(53 69.63796),(54 70.274345),(55 70.47129),(56 70.58234),(57 71.204796),(58 70.44339),(59 70.04096),(60 70.20533),(61 69.97466),(62 71.742096),(63 72.63029),(64 72.47917),(65 71.65907),(66 71.50941),(67 71.37584),(68 71.724365),(69 72.51551),(70 72.4689),(71 72.09398),(72 71.23135),(73 71.22781),(74 70.78771),(75 71.92269),(76 70.899895),(77 69.71585),(78 68.95615),(79 67.720955),
(1 38.552517),(2 45.286274),(3 49.814743),(4 52.170414),(5 53.89473),(6 55.9081),(7 57.11773),(8 57.954445),(9 59.653126),(10 60.160828),(11 60.80801),(12 61.42082),(13 63.32196),(14 63.569416),(15 65.092094),(16 65.65773),(17 66.54483),(18 66.52447),(19 66.584335),(20 66.799484),(21 67.3536),(22 67.40084),(23 67.42239),(24 66.86141),(25 67.4967),(26 67.20329),(27 67.6238),(28 67.90241),(29 67.038475),(30 67.53655),(31 67.51793),(32 68.4221),(33 67.72356),(34 68.30983),(35 68.0403),(36 67.3721),(37 67.596664),(38 68.85438),(39 68.63852),(40 67.889565),(41 67.27821),(42 67.7657),(43 67.81125),(44 67.9439),(45 67.825905),(46 67.78033),(47 67.2203),(48 67.45205),(49 67.72034),(50 68.594315),(51 68.49555),(52 68.59069),(53 68.11652),(54 68.12195),(55 67.95354),(56 68.08034),(57 68.47751),(58 68.20293),(59 66.8787),(60 66.61772),(61 67.14074),(62 68.46376),(63 69.17387),(64 69.41789),(65 69.26891),(66 69.21975),(67 69.08987),(68 69.5392),(69 69.8762),(70 69.362206),(71 68.58786),(72 67.79773),(73 67.32558),(74 66.39732),(75 67.47734),(76 66.61674),(77 65.93222),(78 64.545975),(79 63.627934),
(1 38.674812),(2 44.981815),(3 48.79043),(4 51.84535),(5 53.53848),(6 54.882828),(7 56.266426),(8 58.385834),(9 59.759613),(10 59.83372),(11 60.999405),(12 61.884388),(13 62.857426),(14 63.91919),(15 65.71093),(16 66.02111),(17 66.55983),(18 66.71566),(19 66.9639),(20 67.10285),(21 67.38983),(22 67.06933),(23 66.818375),(24 66.93197),(25 67.23771),(26 66.58759),(27 67.12861),(28 66.54767),(29 66.879),(30 67.16715),(31 66.77913),(32 67.14269),(33 67.83005),(34 68.18638),(35 67.52904),(36 67.56461),(37 67.31105),(38 68.41476),(39 68.40798),(40 67.43837),(41 68.05386),(42 68.178406),(43 67.36069),(44 67.7618),(45 67.55108),(46 67.68101),(47 66.59503),(48 66.83416),(49 67.075134),(50 67.70069),(51 66.98889),(52 67.62275),(53 67.02482),(54 67.189964),(55 68.100235),(56 68.960045),(57 69.56162),(58 67.7989),(59 67.19373),(60 67.051384),(61 67.56248),(62 68.74376),(63 69.099045),(64 69.39366),(65 69.34862),(66 69.696144),(67 69.92792),(68 71.12521),(69 70.75008),(70 71.01201),(71 70.30155),(72 70.0003),(73 69.59428),(74 68.42937),(75 69.56436),(76 68.893135),(77 67.72876),(78 65.61341),(79 65.85774),
