1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 73473.38),(2 289803.84),(3 669959.2),(4 1229411.8),(5 1964020.6),(6 2838171.3),(7 3787889.3),(8 4849382.5),(9 6032494.5),(10 7379048),(11 8876078),(12 10447477),(13 12083709),(14 13783003),(15 15377909),(16 16988098),(17 18698138),(18 20519200),(19 22284266),(20 24043642),(21 25895354),(22 27707274),(23 29448502),(24 31089326),(25 32633494),(26 34081188),(27 35456636),(28 36693516),(29 37841950),(30 38832416),(31 39641350),(32 40320924),(33 40845330),(34 41355696),(35 41785390),(36 42272420),(37 42856452),(38 43390932),(39 43814836),(40 44248004),(41 44713390),(42 45103630),(43 45350940),(44 45508228),(45 45701456),(46 45966110),(47 46259372),(48 46594030),(49 47105644),(50 47602270),(51 48265004),(52 49072596),(53 50059536),(54 51140640),(55 52226196),(56 53345068),(57 54430108),(58 55430416),(59 56364816),(60 57213570),(61 58217108),(62 59326976),(63 60378380),(64 61546496),(65 62897570),(66 64381396),(67 66058450),(68 67870860),(69 69809270),(70 71836104),(71 73975224),(72 76080630),(73 78084760),(74 79912250),(75 81638870),(76 83428490),(77 85209110),(78 87078770),(79 89007530),
(1 1811.7557),(2 2629.7249),(3 3141.4937),(4 3384.0215),(5 3564.1992),(6 3665.0354),(7 3717.8428),(8 3800.798),(9 3881.7515),(10 3967.4277),(11 4050.9602),(12 4133.405),(13 4129.4893),(14 4145.533),(15 4210.801),(16 4269.5215),(17 4317.879),(18 4322.262),(19 4358.9575),(20 4378.7563),(21 4417.4414),(22 4456.5063),(23 4541.564),(24 4570.5767),(25 4596.3247),(26 4599.6826),(27 4656.052),(28 4721.8623),(29 4721.0537),(30 4722.957),(31 4789.2407),(32 4840.351),(33 4850.207),(34 4902.971),(35 4923.096),(36 4953.2686),(37 4963.0674),(38 4953.896),(39 4943.798),(40 4967.9976),(41 4963.9907),(42 4949.7603),(43 4943.7437),(44 4936.969),(45 4925.1016),(46 4970.0283),(47 4934.7017),(48 4907.3677),(49 4890.2993),(50 4873.1045),(51 4907.1997),(52 4951.3916),(53 4968.468),(54 5021.937),(55 5025.5264),(56 5033.8496),(57 4994.369),(58 5028.071),(59 5026.1987),(60 5038.2207),(61 5010.8555),(62 4989.4844),(63 4994.4536),(64 5026.689),(65 5066.707),(66 5074.168),(67 5079.7397),(68 5115.3574),(69 5072.9146),(70 5117.003),(71 5154.158),(72 5140.3984),(73 5171.9736),(74 5241.664),(75 5192.0103),(76 5122.7007),(77 5116.586),(78 5150.4),(79 5165.8247),
(1 1793.3158),(2 2551.7456),(3 3021.6018),(4 3275.0042),(5 3516.8542),(6 3662.1555),(7 3757.374),(8 3831.0781),(9 3887.5105),(10 3956.6418),(11 4040.607),(12 4068.433),(13 4136.399),(14 4179.5825),(15 4246.4214),(16 4314.967),(17 4369.1753),(18 4368.889),(19 4399.925),(20 4412.4365),(21 4415.049),(22 4490.894),(23 4470.1084),(24 4507.4043),(25 4536.199),(26 4548.3047),(27 4589.026),(28 4690.0815),(29 4713.198),(30 4748.437),(31 4756.4927),(32 4815.6826),(33 4825.267),(34 4880.9717),(35 4852.74),(36 4841.2207),(37 4854.1543),(38 4841.6216),(39 4883.6543),(40 4878.305),(41 4869.855),(42 4852.227),(43 4845.8174),(44 4867.839),(45 4854.661),(46 4894.395),(47 4893.209),(48 4845.0366),(49 4867.711),(50 4877.9746),(51 4954.9497),(52 4967.467),(53 4963.9277),(54 4991.28),(55 4970.595),(56 4977.332),(57 4997.966),(58 5091.159),(59 5083.796),(60 5083.4224),(61 5137.215),(62 5122.585),(63 5133.316),(64 5148.565),(65 5123.598),(66 5121.5854),(67 5101.589),(68 5140.4263),(69 5152.4995),(70 5156.632),(71 5186.886),(72 5168.748),(73 5137.1953),(74 5123.8975),(75 5178.2734),(76 5193.3467),(77 5187.791),(78 5169.2305),(79 5150.646),
(1 1756.0856),(2 2531.8577),(3 2992.4314),(4 3229.5667),(5 3424.2424),(6 3588.0186),(7 3678.8948),(8 3759.2073),(9 3822.8604),(10 3912.286),(11 3949.1826),(12 3960.4673),(13 4040.2898),(14 4063.708),(15 4097.0186),(16 4173.635),(17 4197.6875),(18 4222.642),(19 4291.674),(20 4357.6396),(21 4366.931),(22 4374.9727),(23 4411.218),(24 4404.4604),(25 4412.5845),(26 4390.9536),(27 4409.656),(28 4441.417),(29 4462.209),(30 4501.175),(31 4524.678),(32 4509.162),(33 4555.516),(34 4566.9927),(35 4576.7676),(36 4583.6753),(37 4611.365),(38 4632.387),(39 4632.379),(40 4650.4565),(41 4670.3613),(42 4699.965),(43 4712.467),(44 4714.35),(45 4747.28),(46 4767.229),(47 4774.995),(48 4751.3247),(49 4750.361),(50 4773.2505),(51 4778.963),(52 4785.6777),(53 4778.05),(54 4796.668),(55 4814.5903),(56 4813.4155),(57 4814.674),(58 4877.5435),(59 4839.769),(60 4812.4775),(61 4916.321),(62 4917.2017),(63 4906.129),(64 4918.988),(65 4934.3247),(66 4927.3535),(67 4913.21),(68 4926.0034),(69 4891.119),(70 4924.057),(71 4900.0107),(72 4870.808),(73 4829.784),(74 4836.583),(75 4863.187),(76 4899.217),(77 4918.255),(78 4939.743),(79 5025.6665),
(1 1694.8967),(2 2454.6252),(3 2904.1267),(4 3186.7764),(5 3359.5212),(6 3495.28),(7 3569.7664),(8 3666.8047),(9 3732.1033),(10 3824.645),(11 3849.0825),(12 3863.5015),(13 3976.1716),(14 4031.3748),(15 4099.3257),(16 4140.6636),(17 4145.3784),(18 4208.332),(19 4285.945),(20 4297.4644),(21 4324.9487),(22 4347.888),(23 4334.8604),(24 4373.227),(25 4397.659),(26 4377.726),(27 4412.161),(28 4417.5044),(29 4455.6455),(30 4508.9473),(31 4529.647),(32 4533.9546),(33 4531.0703),(34 4567.3545),(35 4537.8267),(36 4529.945),(37 4576.551),(38 4585.19),(39 4608.736),(40 4602.2095),(41 4646.18),(42 4623.154),(43 4638.107),(44 4661.451),(45 4697.051),(46 4733.3667),(47 4738.751),(48 4718.8345),(49 4688.894),(50 4682.3247),(51 4707.7236),(52 4737.5415),(53 4757.222),(54 4769.3545),(55 4781.7354),(56 4747.9424),(57 4736.548),(58 4806.3394),(59 4768.3354),(60 4721.852),(61 4742.648),(62 4772.3174),(63 4769.3047),(64 4745.6797),(65 4768.352),(66 4770.4424),(67 4774.6133),(68 4804.8735),(69 4786.756),(70 4815.544),(71 4835.2075),(72 4825.66),(73 4852.0005),(74 4810.7656),(75 4819.4775),(76 4846.8804),(77 4824.9004),(78 4820.944),(79 4905.5747),
(1 1696.2751),(2 2410.1648),(3 2844.291),(4 3114.1602),(5 3323.0876),(6 3406.3),(7 3487.3494),(8 3504.7397),(9 3533.626),(10 3640.4358),(11 3706.4912),(12 3740.23),(13 3812.954),(14 3878.348),(15 3956.2917),(16 4008.607),(17 4053.5876),(18 4074.6802),(19 4109.4683),(20 4142.2915),(21 4153.025),(22 4246.9863),(23 4239.8193),(24 4229.5977),(25 4275.8037),(26 4253.1357),(27 4319.6567),(28 4352.9697),(29 4413.362),(30 4432.9204),(31 4469.9575),(32 4434.1665),(33 4431.9385),(34 4465.215),(35 4447.3066),(36 4451.429),(37 4472.048),(38 4499.068),(39 4470.0303),(40 4497.109),(41 4481.9995),(42 4464.9136),(43 4491.8496),(44 4493.967),(45 4517.474),(46 4506.494),(47 4491.401),(48 4491.7515),(49 4471.3486),(50 4492.8716),(51 4512.049),(52 4521.5654),(53 4539.7783),(54 4546.0293),(55 4513.9844),(56 4520.2324),(57 4526.5967),(58 4529.6763),(59 4511.7676),(60 4506.4395),(61 4499.587),(62 4482.7036),(63 4519.747),(64 4533.314),(65 4541.4004),(66 4508.3027),(67 4518.329),(68 4547.306),(69 4554.3643),(70 4554.8477),(71 4553.3926),(72 4554.5464),(73 4614.171),(74 4644.441),(75 4733.7983),(76 4732.2886),(77 4709.717),(78 4726.812),(79 4766.2056),
(1 1686.8673),(2 2399.9734),(3 2834.2444),(4 3074.8564),(5 3265.9922),(6 3371.006),(7 3448.3262),(8 3483.0933),(9 3543.068),(10 3614.2903),(11 3679.3945),(12 3706.395),(13 3757.39),(14 3824.354),(15 3931.8164),(16 3967.8928),(17 4018.6865),(18 4018.1353),(19 4043.885),(20 4025.0664),(21 4045.8396),(22 4043.016),(23 4047.375),(24 4116.128),(25 4140.733),(26 4128.6255),(27 4212.4795),(28 4260.5),(29 4280.321),(30 4277.5474),(31 4308.5347),(32 4310.4395),(33 4335.5576),(34 4347.4175),(35 4399.217),(36 4412.006),(37 4465.7764),(38 4436.236),(39 4445.698),(40 4460.726),(41 4465.2583),(42 4465.691),(43 4464.2627),(44 4444.321),(45 4471.3267),(46 4517.752),(47 4560.998),(48 4540.094),(49 4543.7847),(50 4587.7275),(51 4578.752),(52 4513.974),(53 4550.4443),(54 4590.7275),(55 4605.135),(56 4605.3267),(57 4600.5654),(58 4619.393),(59 4603.316),(60 4614.955),(61 4583.1865),(62 4592.3555),(63 4636.2324),(64 4634.49),(65 4623.4204),(66 4613.614),(67 4595.405),(68 4598.548),(69 4570.302),(70 4609.4155),(71 4607.6094),(72 4613.3916),(73 4646.8354),(74 4675.486),(75 4700.1885),(76 4684.0566),(77 4661.4346),(78 4657.504),(79 4653.2563),
(1 1680.2072),(2 2354.7463),(3 2766.4636),(4 2987.732),(5 3152.833),(6 3301),(7 3391.5576),(8 3458.296),(9 3502.6736),(10 3624.9243),(11 3666.3186),(12 3723.136),(13 3747.4055),(14 3745.8335),(15 3796.2314),(16 3821.7554),(17 3834.3608),(18 3834.2336),(19 3859.7705),(20 3962.968),(21 3975.5042),(22 4050.7068),(23 4042.7146),(24 4075.902),(25 4122.361),(26 4133.0903),(27 4180.1826),(28 4240.894),(29 4243.334),(30 4210.8325),(31 4205.5903),(32 4259.744),(33 4291.8145),(34 4269.352),(35 4252.64),(36 4296.0693),(37 4317.3145),(38 4319.6724),(39 4334.359),(40 4344.717),(41 4346.6836),(42 4316.2046),(43 4260.1035),(44 4273.9487),(45 4303.7744),(46 4366.7344),(47 4335.7124),(48 4318.225),(49 4298.049),(50 4268.132),(51 4272.873),(52 4241.406),(53 4253.4604),(54 4268.267),(55 4247.951),(56 4271.8354),(57 4289.719),(58 4316.4644),(59 4329.5376),(60 4335.6104),(61 4357.2383),(62 4388.646),(63 4330.119),(64 4337.5566),(65 4346.9214),(66 4357.0933),(67 4366.752),(68 4425.119),(69 4432.6953),(70 4444.274),(71 4509.457),(72 4515.709),(73 4551.7183),(74 4581.867),(75 4589.3926),(76 4563.8545),(77 4558.8633),(78 4523.584),(79 4511.148),
(1 1603.0955),(2 2295.132),(3 2715.9426),(4 2937.241),(5 3107.675),(6 3273.9204),(7 3336.5928),(8 3420.1865),(9 3466.238),(10 3551.5833),(11 3603.9912),(12 3626.205),(13 3641.4548),(14 3689.021),(15 3751.0356),(16 3770.562),(17 3805.6902),(18 3828.9114),(19 3908.543),(20 3940.6323),(21 3939.3708),(22 3973.0469),(23 3982.5364),(24 3965.678),(25 3955.612),(26 3939.569),(27 3961.312),(28 4007.6145),(29 4022.0007),(30 4006.1953),(31 4015.4111),(32 4064.0132),(33 4071.5151),(34 4111.4307),(35 4123.3843),(36 4129.871),(37 4163.288),(38 4153.753),(39 4188.5327),(40 4211.5317),(41 4236.5664),(42 4245.467),(43 4238.439),(44 4233.559),(45 4233.487),(46 4289.706),(47 4287.1157),(48 4273.8115),(49 4233.0444),(50 4241.461),(51 4275.9346),(52 4261.7856),(53 4299.784),(54 4285.304),(55 4260.2837),(56 4249.281),(57 4295.0947),(58 4342.364),(59 4325.661),(60 4323.2256),(61 4356.1416),(62 4354.0825),(63 4353.3237),(64 4356.7974),(65 4359.561),(66 4366.3857),(67 4376.7627),(68 4411.408),(69 4412.9116),(70 4429.3267),(71 4451.986),(72 4425.59),(73 4421.9097),(74 4383.704),(75 4392.1904),(76 4377.254),(77 4436.3633),(78 4425.4253),(79 4417.2876),
(1 1569.0239),(2 2214.4172),(3 2611.8013),(4 2821.6096),(5 3013.4673),(6 3115.691),(7 3173.9014),(8 3204.161),(9 3278.1926),(10 3355.0574),(11 3421.0413),(12 3461.5305),(13 3522.956),(14 3577.8577),(15 3649.5469),(16 3676.7837),(17 3776.3306),(18 3804.0933),(19 3847.4038),(20 3862.1958),(21 3862.7737),(22 3842.8225),(23 3851.6423),(24 3833.1665),(25 3836.5222),(26 3859.366),(27 3901.6726),(28 3928.2166),(29 3981.4626),(30 3967.878),(31 3979.9285),(32 3985.628),(33 4011.1523),(34 4028.5002),(35 4029.3672),(36 4066.2761),(37 4094.0774),(38 4104.271),(39 4118.3),(40 4115.5635),(41 4126.189),(42 4145.7407),(43 4152.55),(44 4181.232),(45 4187.016),(46 4238.2354),(47 4254.9136),(48 4320.829),(49 4314.493),(50 4295.4536),(51 4312.0967),(52 4300.8276),(53 4326.214),(54 4298.7856),(55 4332.045),(56 4331.095),(57 4339.4683),(58 4354.546),(59 4343.8804),(60 4302.639),(61 4293.488),(62 4295.337),(63 4276.1313),(64 4292.4116),(65 4302.724),(66 4319.2305),(67 4288.814),(68 4313.4736),(69 4334.564),(70 4345.4604),(71 4398.911),(72 4367.8237),(73 4373.8467),(74 4386.761),(75 4394.791),(76 4369.6675),(77 4343.5005),(78 4350.083),(79 4370.6787),
(1 1524.4156),(2 2198.2805),(3 2582.793),(4 2786.486),(5 2961.0437),(6 3057.6626),(7 3131.7021),(8 3189.9912),(9 3276.3293),(10 3367.04),(11 3392.2373),(12 3380.9333),(13 3446.3264),(14 3486.6523),(15 3558.4187),(16 3584.9724),(17 3601.3162),(18 3631.4983),(19 3621.4102),(20 3638.4338),(21 3653.6694),(22 3655.179),(23 3691.369),(24 3699.8372),(25 3729.6702),(26 3775.984),(27 3811.5488),(28 3812.21),(29 3859.791),(30 3857.4949),(31 3846.2483),(32 3869.3467),(33 3884.6445),(34 3947.125),(35 3932.2388),(36 3932.1362),(37 3990.0222),(38 4007.974),(39 4028.4443),(40 4057.543),(41 4077.7322),(42 4074.7842),(43 4102.0625),(44 4110.979),(45 4138.995),(46 4143.8604),(47 4120.1597),(48 4128.4404),(49 4134.7764),(50 4118.3804),(51 4113.9116),(52 4088.6277),(53 4103.3325),(54 4097.773),(55 4113.6304),(56 4094.2295),(57 4081.2651),(58 4088.7996),(59 4078.3613),(60 4066.9753),(61 4107.826),(62 4120.032),(63 4161.8354),(64 4138.6826),(65 4153.6743),(66 4134.0503),(67 4147.9717),(68 4170.4795),(69 4192.2583),(70 4230.8105),(71 4279.6616),(72 4259.569),(73 4289.943),(74 4310.7314),(75 4285.236),(76 4273.886),(77 4289.0186),(78 4282.985),(79 4330.206),
(1 1481.4221),(2 2108.3643),(3 2482.937),(4 2703.1052),(5 2842.8044),(6 2974.4536),(7 3023.1204),(8 3046.1226),(9 3125.5461),(10 3210.035),(11 3300.5813),(12 3310.9084),(13 3335.36),(14 3364.9429),(15 3423.9185),(16 3464.4573),(17 3495.7368),(18 3533.4646),(19 3587.4063),(20 3614.3933),(21 3595.3992),(22 3596.1992),(23 3622.883),(24 3625.1099),(25 3665.585),(26 3649.8667),(27 3654.784),(28 3697.464),(29 3763.349),(30 3810.66),(31 3829.7405),(32 3867.7026),(33 3887.1355),(34 3913.0596),(35 3897.1484),(36 3879.0854),(37 3903.4976),(38 3874.574),(39 3880.536),(40 3869.1804),(41 3878.8428),(42 3900.0103),(43 3908.828),(44 3915.513),(45 3947.652),(46 3930.0425),(47 3984.1028),(48 3979.6108),(49 3994.538),(50 3992.2512),(51 3982.9878),(52 3980.262),(53 4021.2017),(54 4041.021),(55 4020.2668),(56 4028.536),(57 4002.078),(58 4028.6887),(59 4009.687),(60 4012.5876),(61 4029.5608),(62 4009.0916),(63 4024.864),(64 4013.3872),(65 3997.65),(66 4028.1025),(67 4004.0732),(68 3998.2983),(69 3992.9297),(70 4027.0842),(71 3997.7864),(72 3989.077),(73 3990.4797),(74 4014.6047),(75 4044.676),(76 4078.8767),(77 4099.5874),(78 4080.317),(79 4102.7153),
(1 1446.4124),(2 2075.5886),(3 2441.4128),(4 2639.5974),(5 2810.6816),(6 2921.2705),(7 3022.5088),(8 3052.3416),(9 3071.9055),(10 3152.2717),(11 3222.9116),(12 3247.2654),(13 3289.1333),(14 3295.963),(15 3374.358),(16 3400.8115),(17 3441.464),(18 3442.115),(19 3490.371),(20 3518.4626),(21 3530.5378),(22 3540.8845),(23 3564.5542),(24 3547.328),(25 3590.5706),(26 3561.141),(27 3588.2305),(28 3609.3394),(29 3616.0984),(30 3635.7422),(31 3620.0332),(32 3651.2903),(33 3667.638),(34 3676.4543),(35 3697.1873),(36 3721.7898),(37 3713.139),(38 3744.5303),(39 3725.1372),(40 3698.7236),(41 3728.2493),(42 3771.6614),(43 3764.2275),(44 3784.4944),(45 3770.4124),(46 3786.806),(47 3805.7813),(48 3834.1272),(49 3861.3027),(50 3905.3494),(51 3890.459),(52 3898.41),(53 3913.0378),(54 3877.9285),(55 3903.3376),(56 3933.3457),(57 3906.8657),(58 3938.1172),(59 3945.8857),(60 3939.5876),(61 3936.4084),(62 3950.5303),(63 3998.5647),(64 3995.4268),(65 3999.0688),(66 4024.4595),(67 4031.7397),(68 4034.4912),(69 4030.6243),(70 4013.8682),(71 4006.0825),(72 3993.9932),(73 3998.9937),(74 4038.9565),(75 4039.1528),(76 4054.7502),(77 4085.818),(78 4073.9536),(79 4103.4443),
(1 1448.7664),(2 2051.2327),(3 2399.3196),(4 2569.426),(5 2713.647),(6 2810.9177),(7 2882.7947),(8 2971.8962),(9 3032.0527),(10 3110.5845),(11 3181.2373),(12 3203.766),(13 3246.8079),(14 3257.3665),(15 3340.0476),(16 3322.1428),(17 3359.9272),(18 3371.3735),(19 3415.255),(20 3431.8467),(21 3421.948),(22 3481.364),(23 3473.2095),(24 3487.4734),(25 3539.4243),(26 3544.074),(27 3551.052),(28 3551.4976),(29 3582.3867),(30 3591.8718),(31 3587.3977),(32 3597.1184),(33 3622.547),(34 3629.2314),(35 3661.3884),(36 3667.325),(37 3652.2922),(38 3664.3718),(39 3666.2058),(40 3694.2078),(41 3740.3152),(42 3761.834),(43 3793.1846),(44 3803.915),(45 3828.3835),(46 3833.9229),(47 3856.8567),(48 3885.9004),(49 3874.2417),(50 3882.5208),(51 3916.7292),(52 3892.5662),(53 3905.929),(54 3916.9648),(55 3912.6558),(56 3942.052),(57 3940.3062),(58 3949.4075),(59 3932.8157),(60 3924.4788),(61 3942.1387),(62 3980.1763),(63 3983.6091),(64 3989.8928),(65 4035.1445),(66 3996.3123),(67 4012.3223),(68 3987.4177),(69 3946.068),(70 3951.8823),(71 3983.0833),(72 3974.2634),(73 4001.939),(74 3995.2407),(75 4009.7039),(76 4020.9016),(77 4016.407),(78 4016.7632),(79 4048.4731),
(1 1408.8479),(2 2005.5448),(3 2367.4863),(4 2539.6106),(5 2717.1987),(6 2821.2278),(7 2898.5444),(8 2935.5652),(9 3001.7815),(10 3072.3003),(11 3103.6514),(12 3101.3328),(13 3159.0469),(14 3156.8787),(15 3264.156),(16 3278.071),(17 3299.2156),(18 3317.8884),(19 3339.166),(20 3359.7383),(21 3370.6943),(22 3387.7988),(23 3407.34),(24 3428.5515),(25 3438.1934),(26 3471.069),(27 3506.198),(28 3500.0242),(29 3531.5598),(30 3545.226),(31 3570.0254),(32 3600.8997),(33 3606.6445),(34 3618.56),(35 3618.4983),(36 3618.3555),(37 3633.8748),(38 3666.6318),(39 3676.6838),(40 3704.8347),(41 3705.3657),(42 3708.552),(43 3731.3413),(44 3718.346),(45 3731.6208),(46 3747.3987),(47 3764.4604),(48 3763.7314),(49 3736.864),(50 3754.6045),(51 3778.1533),(52 3790.892),(53 3812.923),(54 3833.07),(55 3795.5068),(56 3822.0066),(57 3826.6353),(58 3840.399),(59 3865.3245),(60 3873.1592),(61 3874.9377),(62 3870.7507),(63 3905.975),(64 3872.197),(65 3920.0945),(66 3924.9434),(67 3895.7788),(68 3856.6584),(69 3847.2253),(70 3849.2852),(71 3861.5444),(72 3867.489),(73 3873.3672),(74 3901.5327),(75 3941.4478),(76 3921.344),(77 3918.4075),(78 3894.7466),(79 3884.8958),
(1 1375.1619),(2 1969.9088),(3 2303.5525),(4 2489.8762),(5 2645.1277),(6 2738.157),(7 2795.9443),(8 2846.514),(9 2930.5037),(10 2997.7275),(11 3038.2378),(12 3086.569),(13 3129.389),(14 3175.249),(15 3215.3818),(16 3264.2878),(17 3262.5132),(18 3291.1616),(19 3333.6882),(20 3360.662),(21 3365.695),(22 3375.8447),(23 3405.2625),(24 3405.8035),(25 3455.3892),(26 3446.963),(27 3461.1572),(28 3446.2075),(29 3436.7278),(30 3479.8567),(31 3509.6606),(32 3523.8564),(33 3496.4912),(34 3517.1165),(35 3502.5186),(36 3541.8074),(37 3576.2766),(38 3604.0903),(39 3606.9404),(40 3654.655),(41 3655.9648),(42 3634.7852),(43 3651.1084),(44 3632.4158),(45 3638.3235),(46 3631.698),(47 3645.2046),(48 3670.1985),(49 3686.1213),(50 3724.1392),(51 3752.8032),(52 3689.7463),(53 3657.384),(54 3666.7405),(55 3658.1726),(56 3673.1765),(57 3685.8242),(58 3699.9531),(59 3679.6614),(60 3684.5522),(61 3689.016),(62 3703.4036),(63 3733.3076),(64 3727.5747),(65 3736.0193),(66 3735.3328),(67 3773.6008),(68 3767.0476),(69 3786.3618),(70 3792.3564),(71 3823.221),(72 3833.2305),(73 3826.8953),(74 3852.0405),(75 3874.4111),(76 3875.1116),(77 3883.3093),(78 3887.8818),(79 3861.2083),
(1 1369.0659),(2 1937.4904),(3 2265.9722),(4 2431.393),(5 2546.6243),(6 2670.4082),(7 2719.9084),(8 2762.1973),(9 2801.4246),(10 2854.9846),(11 2903.3108),(12 2932.2627),(13 2995.6396),(14 3029.5369),(15 3097.2578),(16 3109.5696),(17 3108.0723),(18 3160.8303),(19 3197.6975),(20 3229.295),(21 3236.0105),(22 3249.622),(23 3285.9602),(24 3290.5571),(25 3319.8418),(26 3332.6604),(27 3354.1357),(28 3378.5713),(29 3419.6099),(30 3444.5242),(31 3472.7153),(32 3484.7952),(33 3451.2642),(34 3473.1),(35 3462.8523),(36 3453.2175),(37 3457.6987),(38 3462.7244),(39 3438.1362),(40 3465.6663),(41 3481.142),(42 3474.145),(43 3506.8552),(44 3514.621),(45 3509.2522),(46 3508.7527),(47 3493.5906),(48 3449.3484),(49 3464.7588),(50 3482.6345),(51 3520.6145),(52 3540.7468),(53 3529.7263),(54 3539.649),(55 3501.731),(56 3507.7742),(57 3496.5703),(58 3517.3328),(59 3516.1042),(60 3507.271),(61 3504.8875),(62 3498.3857),(63 3534.1194),(64 3515.7646),(65 3526.3933),(66 3526.0713),(67 3557.3281),(68 3551.4636),(69 3533.5317),(70 3557.8396),(71 3550.6548),(72 3591.0212),(73 3569.6125),(74 3547.412),(75 3562.38),(76 3590.5298),(77 3625.6624),(78 3610.0042),(79 3630.4697),
