1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.00007084766),(2 0.003968133),(3 0.0053657405),(4 0.006240107),(5 0.0061547495),(6 0.005783586),(7 0.006115371),(8 0.0067787087),(9 0.0066848104),(10 0.006145524),(11 0.0062660766),(12 0.007067613),(13 0.0069486843),(14 0.006464764),(15 0.00644701),(16 0.00689976),(17 0.006749309),(18 0.006281109),(19 0.006228734),(20 0.0070117465),(21 0.006929912),(22 0.0065515633),(23 0.0064910124),(24 0.0073993457),(25 0.0072835973),(26 0.0064442838),(27 0.00605124),(28 0.006907964),(29 0.006385721),(30 0.006125401),(31 0.006185138),(32 0.0071202586),(33 0.0070090634),(34 0.0063514747),(35 0.0062514413),(36 0.007014966),(37 0.006926727),(38 0.0062475926),(39 0.0063588475),(40 0.007065721),(41 0.00698858),(42 0.0062080654),(43 0.0069999006),(44 0.006987265),(45 0.0069983816),
(1 0.000073244446),(2 0.0036798264),(3 0.0049594077),(4 0.005810163),(5 0.0057424223),(6 0.005135581),(7 0.0054635284),(8 0.0061499137),(9 0.0060773026),(10 0.0054185106),(11 0.005718882),(12 0.0064308466),(13 0.006314675),(14 0.005850786),(15 0.0058058836),(16 0.006354273),(17 0.00624483),(18 0.00575586),(19 0.005771846),(20 0.006306305),(21 0.006243431),(22 0.0059595127),(23 0.005902246),(24 0.0069489847),(25 0.0067932745),(26 0.0059951846),(27 0.0056579043),(28 0.006401456),(29 0.00589466),(30 0.0057446575),(31 0.0057575074),(32 0.006634784),(33 0.0065180394),(34 0.0059722587),(35 0.005820505),(36 0.006552915),(37 0.006457126),(38 0.005807021),(39 0.005786661),(40 0.0065034735),(41 0.0064479234),(42 0.005775521),(43 0.006459269),(44 0.006449613),(45 0.006457193),
(1 0.000048226004),(2 0.0022952803),(3 0.0030582366),(4 0.003627494),(5 0.0035748575),(6 0.0032710368),(7 0.0034231085),(8 0.0038381948),(9 0.0037909718),(10 0.0034049985),(11 0.0035167583),(12 0.0039216545),(13 0.003868385),(14 0.00360442),(15 0.0036352954),(16 0.0039978125),(17 0.003917243),(18 0.0035676074),(19 0.0036319077),(20 0.003933078),(21 0.003881499),(22 0.00373893),(23 0.0037822255),(24 0.004257869),(25 0.0041588075),(26 0.0037122546),(27 0.0034619018),(28 0.00400027),(29 0.0036985213),(30 0.0035991792),(31 0.003586453),(32 0.0040938575),(33 0.004012742),(34 0.0036937816),(35 0.0035906264),(36 0.0039787972),(37 0.0039207744),(38 0.0036382044),(39 0.0036121835),(40 0.0040103863),(41 0.003963267),(42 0.0036374112),(43 0.0040560192),(44 0.0040507154),(45 0.004054228),
(1 0.00005080486),(2 0.0022261487),(3 0.0029019576),(4 0.0034159585),(5 0.0033630205),(6 0.0031057766),(7 0.003210193),(8 0.0036557682),(9 0.0035936015),(10 0.0032128596),(11 0.0033046706),(12 0.0037218137),(13 0.0036558167),(14 0.0033572256),(15 0.003487358),(16 0.0037311541),(17 0.0036574057),(18 0.0033341271),(19 0.00339412),(20 0.0037579958),(21 0.0037084778),(22 0.0035122985),(23 0.0035429504),(24 0.004031179),(25 0.003937998),(26 0.0035628648),(27 0.0032800431),(28 0.0037972284),(29 0.0035726028),(30 0.0034394949),(31 0.0034237725),(32 0.0038592722),(33 0.003772607),(34 0.0035806024),(35 0.003426588),(36 0.0038096742),(37 0.0037669968),(38 0.003524446),(39 0.0034594715),(40 0.0039417925),(41 0.0039065466),(42 0.0034132118),(43 0.0038534324),(44 0.0038438975),(45 0.0038514244),
(1 0.000035987458),(2 0.0015322268),(3 0.0020512766),(4 0.0023999973),(5 0.002381422),(6 0.0021126242),(7 0.0021778077),(8 0.0024269414),(9 0.0023922217),(10 0.0022112555),(11 0.0022368347),(12 0.0025612325),(13 0.0025194706),(14 0.0023357994),(15 0.0024015172),(16 0.0025951958),(17 0.0025415486),(18 0.0023346476),(19 0.0023490384),(20 0.0026201382),(21 0.0025882847),(22 0.0024212848),(23 0.0024520783),(24 0.0028353625),(25 0.0027776873),(26 0.0023979433),(27 0.0023029165),(28 0.0026426492),(29 0.0024385625),(30 0.0023725089),(31 0.0023643638),(32 0.0026977747),(33 0.0026430301),(34 0.002452619),(35 0.0024139888),(36 0.002633674),(37 0.0025996878),(38 0.0024372132),(39 0.0024258075),(40 0.0027248736),(41 0.0027116013),(42 0.0024476817),(43 0.0026849727),(44 0.0026793997),(45 0.0026836216),
(1 0.000023661349),(2 0.0008885301),(3 0.0011799017),(4 0.0013754496),(5 0.0013544329),(6 0.0012186179),(7 0.0012443309),(8 0.0014565305),(9 0.0014304451),(10 0.0012914804),(11 0.0012948222),(12 0.0014959391),(13 0.001469129),(14 0.0013248079),(15 0.0013603612),(16 0.0014184219),(17 0.0013967347),(18 0.0013466825),(19 0.0013275015),(20 0.0014876912),(21 0.001473587),(22 0.0013618473),(23 0.0014086245),(24 0.0015525052),(25 0.001527973),(26 0.0013497421),(27 0.0013290881),(28 0.0015077487),(29 0.001392811),(30 0.0013655531),(31 0.0013844034),(32 0.0015503621),(33 0.0015230644),(34 0.0013843211),(35 0.0013790274),(36 0.0015142973),(37 0.0014830133),(38 0.0013820718),(39 0.0013924298),(40 0.0015548816),(41 0.0015417581),(42 0.001409961),(43 0.0015509584),(44 0.0015453874),(45 0.0015503354),
(1 0.000032144013),(2 0.0011123031),(3 0.0014491015),(4 0.001705838),(5 0.0016879608),(6 0.001522727),(7 0.0016094071),(8 0.0017849491),(9 0.0017592851),(10 0.0015658807),(11 0.0016214466),(12 0.0018631276),(13 0.0018292753),(14 0.0016567503),(15 0.0016978197),(16 0.0018196251),(17 0.0017899004),(18 0.0016626554),(19 0.0016865238),(20 0.0018583895),(21 0.0018321961),(22 0.0017429516),(23 0.0017911553),(24 0.0019792172),(25 0.0019479532),(26 0.0017103349),(27 0.0016197707),(28 0.0018436854),(29 0.0017241258),(30 0.0017162211),(31 0.0016958673),(32 0.0019294104),(33 0.0018784462),(34 0.001725709),(35 0.0017017489),(36 0.0018959709),(37 0.0018680388),(38 0.0017271828),(39 0.001722884),(40 0.001963729),(41 0.001950336),(42 0.0017324672),(43 0.0018723552),(44 0.001868786),(45 0.0018712471),
(1 0.000012157319),(2 0.00039322482),(3 0.00050052564),(4 0.0005898583),(5 0.0005806599),(6 0.00054165954),(7 0.00054912484),(8 0.00059200614),(9 0.000580848),(10 0.00055159425),(11 0.00055498193),(12 0.00062949915),(13 0.00061717123),(14 0.00057968905),(15 0.0005791572),(16 0.00060781295),(17 0.0005902132),(18 0.00056443684),(19 0.0005714694),(20 0.00063765474),(21 0.000625479),(22 0.0005922737),(23 0.0006044242),(24 0.00065923104),(25 0.000642704),(26 0.00058695907),(27 0.0005582552),(28 0.0006325596),(29 0.0005897071),(30 0.0005922709),(31 0.0005718759),(32 0.00065394404),(33 0.0006381558),(34 0.0005831391),(35 0.000568549),(36 0.0006448109),(37 0.0006353002),(38 0.00057796866),(39 0.0005852304),(40 0.0006646877),(41 0.0006580855),(42 0.0005800224),(43 0.0006232702),(44 0.00062132423),(45 0.0006230547),
(1 0.000013917055),(2 0.00046813497),(3 0.00058587885),(4 0.00069515273),(5 0.0006817651),(6 0.00061691995),(7 0.000654506),(8 0.0007345193),(9 0.00072669),(10 0.0006495231),(11 0.00065626693),(12 0.000766596),(13 0.0007559738),(14 0.0006880067),(15 0.00068707624),(16 0.00073930714),(17 0.00072705833),(18 0.00067137723),(19 0.0006797705),(20 0.00076322525),(21 0.000750238),(22 0.0006984053),(23 0.000710603),(24 0.00077706797),(25 0.00077341055),(26 0.00069575117),(27 0.0006479847),(28 0.0007628829),(29 0.0007050281),(30 0.00067722035),(31 0.00067873683),(32 0.00077437784),(33 0.0007533693),(34 0.0006905543),(35 0.00065282616),(36 0.0007288216),(37 0.00071851123),(38 0.00070154254),(39 0.0006934854),(40 0.0007758203),(41 0.00076357985),(42 0.00069753546),(43 0.00076221756),(44 0.00075929007),(45 0.0007617067),
(1 0.0000028713519),(2 0.00008231283),(3 0.000113177644),(4 0.00013842515),(5 0.0001373965),(6 0.0001171413),(7 0.000120954726),(8 0.0001275194),(9 0.00012430163),(10 0.00012349407),(11 0.000121106386),(12 0.00013460993),(13 0.00013397168),(14 0.00012450313),(15 0.0001321926),(16 0.00013447648),(17 0.00013257671),(18 0.00012930333),(19 0.0001204988),(20 0.00014509547),(21 0.00014399922),(22 0.0001365186),(23 0.00013502919),(24 0.00016277781),(25 0.00015577936),(26 0.00013486556),(27 0.0001247396),(28 0.00014329873),(29 0.0001366253),(30 0.00013651006),(31 0.00012662174),(32 0.00015263428),(33 0.00015143836),(34 0.00013653701),(35 0.00012812443),(36 0.00014980084),(37 0.00014958966),(38 0.00013302815),(39 0.00012922245),(40 0.0001475392),(41 0.00014766888),(42 0.0001239956),(43 0.00013901811),(44 0.00013930492),(45 0.00013923759),
(1 0.00000072599516),(2 0.000023752022),(3 0.000028385113),(4 0.00003757089),(5 0.000036185593),(6 0.00003384794),(7 0.00003242702),(8 0.000036615766),(9 0.000036290698),(10 0.00003075648),(11 0.00003530132),(12 0.000037521295),(13 0.00003626387),(14 0.000034075598),(15 0.000031864285),(16 0.000036205038),(17 0.000036201098),(18 0.000036518555),(19 0.00003304),(20 0.00003450216),(21 0.000035194607),(22 0.00003592389),(23 0.000032853593),(24 0.000040479743),(25 0.000039763465),(26 0.000039746214),(27 0.00003288098),(28 0.00003490586),(29 0.000031206084),(30 0.000032693286),(31 0.00003453385),(32 0.00003579044),(33 0.000034189314),(34 0.000037364895),(35 0.000033261647),(36 0.00003351907),(37 0.00003284886),(38 0.00003668062),(39 0.000038384787),(40 0.00003753556),(41 0.000036115118),(42 0.000034588105),(43 0.0000340861),(44 0.00003414798),(45 0.00003407415),
