1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 885781.7),(2 3376125),(3 7033898.5),(4 11461833),(5 16633061),(6 22878466),(7 29834240),(8 37113264),(9 44138610),(10 51326132),(11 58722336),(12 66049548),(13 73199096),(14 79767770),(15 86124424),(16 92250936),(17 98440060),(18 104214696),(19 109146530),(20 112969736),(21 115969384),(22 118584280),(23 121311300),(24 124713220),(25 129013220),(26 133179384),(27 137244720),(28 141033920),(29 144344770),(30 146759520),(31 148857150),(32 150299760),(33 150911950),(34 150468530),(35 148883700),(36 146703500),(37 143953490),(38 140859500),(39 137869840),(40 135391500),(41 133603130),(42 132581224),(43 131955580),(44 131621656),(45 131691240),(46 131949336),(47 132590810),(48 133794280),(49 135799700),(50 138435340),(51 141628800),(52 144179250),(53 146647280),(54 148835840),(55 150895600),(56 152570160),(57 154746030),(58 157625380),(59 160709460),(60 164109580),(61 168033340),(62 172499570),(63 176714050),(64 180175980),(65 183228850),(66 186170830),(67 189089170),(68 191440690),(69 193839660),(70 195752300),(71 197928620),(72 200025780),(73 202347340),(74 204269520),(75 206274480),(76 209014700),(77 212354610),(78 215872770),(79 218814740),
(1 208.3582),(2 246.1938),(3 270.11237),(4 287.76813),(5 307.98508),(6 322.40012),(7 334.0993),(8 342.13657),(9 352.08966),(10 360.63937),(11 369.7732),(12 372.42526),(13 378.0306),(14 382.84558),(15 389.7338),(16 393.6884),(17 398.68933),(18 399.5152),(19 404.58664),(20 404.93958),(21 407.02692),(22 406.38934),(23 405.8822),(24 402.52988),(25 399.1824),(26 404.57108),(27 400.9047),(28 399.5828),(29 398.8471),(30 399.3991),(31 401.7776),(32 397.58972),(33 399.98868),(34 402.3157),(35 405.0676),(36 402.21234),(37 401.65695),(38 401.73627),(39 397.68997),(40 397.35907),(41 394.0251),(42 397.06323),(43 400.61563),(44 400.55344),(45 403.11658),(46 402.04434),(47 410.70578),(48 406.94086),(49 407.91797),(50 413.64413),(51 412.5689),(52 411.54123),(53 413.6853),(54 409.70496),(55 407.83392),(56 402.8028),(57 396.9045),(58 393.11234),(59 392.2025),(60 392.53952),(61 388.25577),(62 386.8312),(63 384.63068),(64 383.8734),(65 384.7462),(66 383.52692),(67 383.104),(68 383.23965),(69 381.2146),(70 382.64334),(71 386.08633),(72 383.972),(73 385.43747),(74 385.22168),(75 387.16104),(76 388.7153),(77 393.3374),(78 398.52792),(79 395.72873),
(1 208.14897),(2 251.21565),(3 275.10593),(4 297.76355),(5 310.56918),(6 330.35916),(7 345.64972),(8 356.9945),(9 366.47177),(10 375.01868),(11 377.4163),(12 380.05972),(13 390.9048),(14 402.05176),(15 406.0449),(16 407.70078),(17 411.18353),(18 409.3165),(19 410.64905),(20 414.35706),(21 414.72134),(22 408.5836),(23 414.55206),(24 411.89267),(25 409.68445),(26 412.8577),(27 410.12585),(28 412.70328),(29 415.10986),(30 412.54935),(31 416.4706),(32 412.2131),(33 414.00543),(34 412.02646),(35 409.74182),(36 406.1737),(37 403.84003),(38 403.47202),(39 403.96246),(40 410.7875),(41 413.7287),(42 415.54636),(43 414.8861),(44 422.2447),(45 422.99637),(46 421.32278),(47 422.59848),(48 426.67392),(49 427.78058),(50 424.72595),(51 424.14816),(52 423.1469),(53 425.42206),(54 423.8857),(55 424.34576),(56 419.97855),(57 414.34537),(58 410.7938),(59 410.47537),(60 414.09216),(61 410.12137),(62 408.38657),(63 406.2929),(64 406.72742),(65 404.7176),(66 405.5276),(67 407.28397),(68 413.49655),(69 409.77362),(70 406.16513),(71 404.04645),(72 401.9185),(73 401.9283),(74 405.04208),(75 405.5341),(76 404.565),(77 406.52133),(78 410.38922),(79 410.35608),
(1 200.07889),(2 241.68878),(3 260.74765),(4 278.75977),(5 297.1599),(6 316.5449),(7 330.19785),(8 343.0483),(9 358.13214),(10 365.05402),(11 370.75296),(12 380.18726),(13 387.0261),(14 393.12546),(15 396.90088),(16 401.3361),(17 403.4677),(18 402.3084),(19 402.36035),(20 401.41495),(21 403.44107),(22 401.31293),(23 403.5291),(24 400.39175),(25 405.87607),(26 404.18793),(27 405.98572),(28 403.43594),(29 403.26306),(30 400.01804),(31 404.5827),(32 400.39575),(33 397.27002),(34 401.45688),(35 400.26282),(36 399.711),(37 394.77704),(38 396.90344),(39 396.41925),(40 396.88174),(41 395.97403),(42 396.81766),(43 394.85608),(44 395.24155),(45 396.82135),(46 395.70755),(47 396.25464),(48 402.1687),(49 400.37766),(50 401.93262),(51 401.82095),(52 400.87808),(53 402.4416),(54 401.03067),(55 399.83652),(56 395.30417),(57 395.16278),(58 389.79797),(59 386.84332),(60 383.31168),(61 384.28214),(62 383.68472),(63 382.65207),(64 383.22293),(65 378.88962),(66 376.82645),(67 376.97345),(68 375.03543),(69 377.25116),(70 376.20224),(71 379.29),(72 378.61414),(73 383.19766),(74 384.51154),(75 383.625),(76 380.1449),(77 385.83563),(78 386.90793),(79 389.16086),
(1 201.53479),(2 240.07506),(3 262.3075),(4 283.484),(5 302.28058),(6 317.47867),(7 332.2807),(8 338.95636),(9 347.25626),(10 356.3601),(11 365.26758),(12 371.1448),(13 372.79),(14 378.81274),(15 386.6362),(16 391.92102),(17 385.95654),(18 387.135),(19 387.0767),(20 386.61923),(21 392.51346),(22 393.9835),(23 393.13748),(24 391.47098),(25 394.9127),(26 392.63193),(27 384.89334),(28 387.84155),(29 387.77646),(30 386.97546),(31 389.0054),(32 389.9962),(33 388.2571),(34 393.15265),(35 387.01163),(36 390.2158),(37 386.5249),(38 388.7842),(39 385.7297),(40 390.89496),(41 389.38287),(42 384.2996),(43 386.52695),(44 384.23392),(45 386.0528),(46 385.59055),(47 386.97183),(48 392.16217),(49 394.9477),(50 398.09326),(51 400.4033),(52 397.10147),(53 400.0665),(54 398.48047),(55 395.66745),(56 391.35104),(57 394.66745),(58 386.30643),(59 388.362),(60 377.95685),(61 376.0346),(62 373.8367),(63 374.26498),(64 372.75067),(65 378.43625),(66 374.05148),(67 372.7971),(68 368.1272),(69 364.82816),(70 365.58136),(71 364.2078),(72 364.1643),(73 367.2253),(74 368.58093),(75 367.03177),(76 373.14478),(77 371.863),(78 375.77744),(79 376.29074),
(1 198.3704),(2 235.09645),(3 256.5418),(4 276.40182),(5 291.22507),(6 305.23633),(7 318.6225),(8 326.1277),(9 338.18033),(10 345.34628),(11 354.99518),(12 359.8791),(13 366.0775),(14 372.94186),(15 380.57156),(16 383.21042),(17 383.04504),(18 386.22534),(19 384.0529),(20 391.6413),(21 387.27298),(22 391.6343),(23 395.08112),(24 394.3096),(25 392.77267),(26 395.72162),(27 393.25467),(28 395.0529),(29 397.50372),(30 394.45142),(31 392.9268),(32 391.46744),(33 384.19965),(34 385.2218),(35 385.04236),(36 384.42056),(37 383.00827),(38 383.54718),(39 377.07233),(40 383.89243),(41 382.0365),(42 381.80472),(43 383.18912),(44 382.94458),(45 380.61038),(46 382.31332),(47 382.21466),(48 386.3285),(49 384.72043),(50 386.8403),(51 385.13852),(52 386.666),(53 390.80267),(54 389.43152),(55 385.36816),(56 386.03552),(57 383.78842),(58 381.6656),(59 378.1184),(60 378.34445),(61 373.369),(62 373.6709),(63 377.323),(64 369.92694),(65 375.20197),(66 370.98532),(67 365.75467),(68 366.552),(69 366.11777),(70 368.15356),(71 369.23334),(72 367.23325),(73 371.2022),(74 367.72473),(75 367.52594),(76 374.05432),(77 372.67017),(78 375.66394),(79 372.573),
(1 196.44975),(2 230.0927),(3 253.83069),(4 274.74176),(5 289.20953),(6 304.5171),(7 317.7032),(8 329.0626),(9 340.66977),(10 352.26608),(11 361.59723),(12 369.04913),(13 373.83017),(14 377.67932),(15 382.3334),(16 386.17578),(17 387.52124),(18 391.15765),(19 390.21375),(20 390.7663),(21 388.55603),(22 390.00635),(23 395.95575),(24 395.39957),(25 395.67838),(26 400.09253),(27 400.59796),(28 399.80435),(29 394.88058),(30 392.37393),(31 397.19733),(32 393.70377),(33 385.68747),(34 389.01422),(35 386.87286),(36 382.46063),(37 384.48508),(38 388.24994),(39 381.87857),(40 378.87607),(41 377.9632),(42 378.95337),(43 374.9719),(44 372.6317),(45 376.74646),(46 374.18048),(47 372.1722),(48 376.63443),(49 378.12988),(50 380.27002),(51 384.4692),(52 385.27463),(53 388.19235),(54 390.36847),(55 388.99728),(56 387.2343),(57 383.2717),(58 383.33206),(59 384.9362),(60 382.83414),(61 383.61353),(62 379.16562),(63 379.76175),(64 380.87415),(65 382.27472),(66 383.89844),(67 383.25528),(68 382.19083),(69 383.21338),(70 377.21762),(71 378.24417),(72 376.53845),(73 379.68826),(74 378.32257),(75 373.46588),(76 374.5427),(77 376.64508),(78 377.93222),(79 378.06918),
(1 202.03488),(2 236.11192),(3 258.29358),(4 273.0956),(5 290.25354),(6 303.4121),(7 314.65845),(8 323.53693),(9 334.17822),(10 337.2974),(11 348.30408),(12 355.39868),(13 362.4344),(14 368.01126),(15 377.16797),(16 375.98102),(17 380.8002),(18 385.21893),(19 382.1809),(20 376.70078),(21 379.18106),(22 384.6912),(23 385.1903),(24 384.92313),(25 386.82806),(26 384.90234),(27 383.43445),(28 383.6055),(29 381.16177),(30 377.66998),(31 383.64853),(32 376.84653),(33 373.8714),(34 372.34686),(35 371.5387),(36 370.32016),(37 367.60806),(38 367.70084),(39 364.90668),(40 365.1477),(41 368.69565),(42 368.66446),(43 369.5052),(44 371.09988),(45 376.55707),(46 379.50626),(47 378.1049),(48 379.45374),(49 383.53558),(50 384.91858),(51 386.18985),(52 387.81052),(53 389.81464),(54 390.64856),(55 386.94302),(56 385.16553),(57 380.72818),(58 376.46613),(59 372.05),(60 370.14804),(61 368.58978),(62 368.71796),(63 367.7087),(64 368.57446),(65 370.57416),(66 371.89178),(67 372.0917),(68 372.23004),(69 371.89792),(70 375.16565),(71 376.44714),(72 375.36972),(73 374.47516),(74 379.80588),(75 380.53714),(76 380.10132),(77 379.87387),(78 383.804),(79 386.78925),
(1 189.74907),(2 225.30275),(3 246.08388),(4 262.4731),(5 277.46085),(6 291.3913),(7 304.84418),(8 313.51102),(9 328.6684),(10 333.1226),(11 343.31906),(12 352.46307),(13 354.37076),(14 361.08395),(15 366.50336),(16 372.48495),(17 371.13104),(18 374.73868),(19 376.20578),(20 374.554),(21 373.95407),(22 377.1439),(23 379.1232),(24 375.60516),(25 378.41708),(26 378.36932),(27 375.79117),(28 377.35333),(29 377.96417),(30 377.33603),(31 379.77176),(32 374.86783),(33 381.76123),(34 376.2941),(35 372.04895),(36 373.8202),(37 375.29007),(38 377.27072),(39 373.93384),(40 376.0789),(41 370.36533),(42 368.20682),(43 370.05576),(44 372.88388),(45 370.90768),(46 370.26144),(47 370.8997),(48 374.79117),(49 372.9513),(50 373.55035),(51 373.31375),(52 370.17902),(53 375.13876),(54 375.87253),(55 374.63892),(56 369.79587),(57 362.72986),(58 362.60413),(59 359.18185),(60 357.7831),(61 354.1699),(62 353.89807),(63 348.55154),(64 346.91064),(65 349.71112),(66 350.53796),(67 353.58502),(68 348.46594),(69 349.95624),(70 349.60333),(71 348.33273),(72 347.19296),(73 352.61157),(74 354.32773),(75 353.4948),(76 355.1948),(77 354.91602),(78 359.96606),(79 357.74655),
(1 184.90613),(2 223.01183),(3 239.14874),(4 258.15134),(5 271.8982),(6 286.5932),(7 296.5736),(8 307.23096),(9 319.87646),(10 329.57516),(11 338.61758),(12 344.68155),(13 349.47144),(14 362.3356),(15 366.69034),(16 364.37888),(17 364.56778),(18 368.5562),(19 370.9934),(20 371.4203),(21 370.92194),(22 372.26794),(23 375.83374),(24 371.3462),(25 373.91223),(26 371.54596),(27 371.54633),(28 373.1772),(29 373.0291),(30 372.0698),(31 369.7025),(32 369.0343),(33 371.18228),(34 368.81003),(35 365.3006),(36 363.5523),(37 361.58212),(38 365.582),(39 361.80594),(40 358.15646),(41 360.9089),(42 360.94495),(43 362.36926),(44 362.98648),(45 362.8401),(46 365.12067),(47 364.9377),(48 367.4513),(49 369.39972),(50 372.71277),(51 373.27966),(52 378.435),(53 374.1364),(54 374.14246),(55 372.87222),(56 372.76447),(57 372.22308),(58 372.48178),(59 373.07416),(60 373.2473),(61 370.68298),(62 367.4496),(63 366.95752),(64 362.62042),(65 366.65234),(66 367.12836),(67 363.1731),(68 359.59204),(69 360.31284),(70 360.03458),(71 357.73715),(72 358.84613),(73 361.8417),(74 363.93677),(75 360.46985),(76 360.64328),(77 361.51617),(78 367.20123),(79 368.12073),
(1 182.18102),(2 218.937),(3 236.27756),(4 253.07716),(5 264.9224),(6 282.66092),(7 289.20383),(8 296.8204),(9 306.6827),(10 312.69287),(11 319.05),(12 324.4821),(13 326.9447),(14 333.90436),(15 336.70712),(16 338.42795),(17 344.38086),(18 343.50827),(19 346.9111),(20 344.7605),(21 351.79807),(22 352.83618),(23 348.25833),(24 345.7153),(25 349.77017),(26 349.03033),(27 344.87506),(28 345.55255),(29 347.78613),(30 348.66135),(31 347.87857),(32 344.0674),(33 345.02438),(34 342.94476),(35 345.8986),(36 346.43457),(37 349.1075),(38 347.67133),(39 347.2901),(40 347.27603),(41 352.02948),(42 351.48175),(43 354.3009),(44 355.15564),(45 356.88022),(46 357.46338),(47 355.91754),(48 358.30777),(49 356.0828),(50 358.29575),(51 358.06357),(52 359.8961),(53 357.44354),(54 354.1021),(55 352.9608),(56 351.49594),(57 344.91003),(58 342.13602),(59 338.49905),(60 333.001),(61 333.05194),(62 332.54782),(63 329.96036),(64 330.096),(65 331.26617),(66 334.49164),(67 332.61804),(68 328.51526),(69 331.20493),(70 330.93048),(71 330.69086),(72 332.2201),(73 331.61932),(74 333.2376),(75 331.53198),(76 335.72534),(77 339.24542),(78 342.12436),(79 344.81424),
(1 179.06697),(2 214.15512),(3 230.13042),(4 247.7857),(5 260.48505),(6 273.90314),(7 283.36652),(8 296.04684),(9 306.4863),(10 315.366),(11 324.36282),(12 333.67065),(13 338.8995),(14 344.78528),(15 346.58215),(16 350.52118),(17 356.52347),(18 357.15125),(19 354.3417),(20 357.56888),(21 356.68164),(22 356.33167),(23 358.10657),(24 361.46066),(25 363.5611),(26 364.87152),(27 364.55392),(28 361.1327),(29 362.97205),(30 363.29797),(31 360.84332),(32 360.98245),(33 358.70322),(34 361.62448),(35 362.51422),(36 362.14136),(37 358.79935),(38 364.0708),(39 360.40466),(40 360.06915),(41 358.47955),(42 359.05283),(43 357.686),(44 358.01346),(45 360.00037),(46 361.3571),(47 354.26794),(48 355.5048),(49 360.30234),(50 360.53717),(51 364.53772),(52 363.5065),(53 367.0839),(54 368.63647),(55 367.52762),(56 362.92072),(57 361.19034),(58 361.33295),(59 355.6201),(60 350.41635),(61 352.15726),(62 351.39383),(63 347.87256),(64 350.2801),(65 352.4242),(66 352.21344),(67 350.34714),(68 344.89722),(69 353.15094),(70 353.6254),(71 350.58548),(72 346.28146),(73 345.68777),(74 346.90128),(75 344.9761),(76 350.88803),(77 346.77637),(78 355.31357),(79 350.58646),
(1 179.68452),(2 212.71208),(3 229.47476),(4 246.91219),(5 258.78223),(6 272.43726),(7 281.0591),(8 292.98798),(9 303.97568),(10 314.28333),(11 320.83627),(12 326.1131),(13 332.52127),(14 341.81326),(15 342.04785),(16 346.1575),(17 352.47052),(18 353.85925),(19 351.79425),(20 352.8862),(21 351.16995),(22 354.52753),(23 356.65527),(24 353.26645),(25 347.988),(26 350.20102),(27 351.65295),(28 348.3505),(29 345.8091),(30 346.20105),(31 348.84058),(32 347.14145),(33 340.94278),(34 339.67422),(35 339.42343),(36 337.5464),(37 334.02402),(38 331.48242),(39 329.94824),(40 332.46698),(41 333.87772),(42 333.4945),(43 333.12003),(44 334.94833),(45 339.67386),(46 338.45615),(47 336.48645),(48 340.35812),(49 342.2564),(50 344.29785),(51 343.2311),(52 343.85193),(53 346.08316),(54 345.75067),(55 342.43936),(56 338.45898),(57 337.53775),(58 331.73782),(59 332.61252),(60 331.75266),(61 334.02567),(62 333.1794),(63 332.16455),(64 336.58365),(65 341.94595),(66 339.24023),(67 339.31076),(68 337.87216),(69 336.25946),(70 337.03085),(71 338.1564),(72 336.50964),(73 339.0388),(74 338.846),(75 342.42267),(76 344.23907),(77 346.89868),(78 351.59293),(79 348.31857),
(1 176.38564),(2 209.06604),(3 224.48471),(4 241.16473),(5 253.53366),(6 266.25266),(7 274.8962),(8 284.5082),(9 292.4562),(10 298.0971),(11 305.31985),(12 310.8021),(13 312.76068),(14 316.7467),(15 317.3322),(16 323.5934),(17 326.19836),(18 329.0881),(19 328.39505),(20 327.00696),(21 333.17096),(22 330.00244),(23 334.7777),(24 331.95712),(25 331.19708),(26 331.85065),(27 329.1286),(28 332.46414),(29 333.59872),(30 334.3695),(31 334.5728),(32 330.96857),(33 328.27905),(34 329.37335),(35 329.1577),(36 331.97913),(37 332.3459),(38 329.7358),(39 330.2771),(40 331.2573),(41 331.33725),(42 331.62558),(43 334.28427),(44 334.9247),(45 337.7915),(46 338.42462),(47 338.61868),(48 340.85895),(49 341.2762),(50 345.68436),(51 343.93546),(52 341.09888),(53 345.78152),(54 345.5366),(55 338.5715),(56 332.87128),(57 330.55267),(58 326.307),(59 325.32813),(60 318.58594),(61 319.52222),(62 315.8588),(63 316.19955),(64 318.14453),(65 318.50296),(66 319.4609),(67 319.17752),(68 318.5658),(69 315.66306),(70 316.85367),(71 315.56015),(72 319.00943),(73 319.23486),(74 322.1102),(75 324.62283),(76 327.68222),(77 329.6229),(78 331.45212),(79 331.32727),
(1 177.97043),(2 211.8712),(3 228.74173),(4 249.05101),(5 257.62994),(6 277.0618),(7 289.18332),(8 297.26184),(9 312.53207),(10 319.4961),(11 326.44333),(12 332.32272),(13 338.71533),(14 348.01672),(15 351.1517),(16 352.23462),(17 355.4569),(18 353.92514),(19 353.0193),(20 348.86163),(21 352.81677),(22 353.70898),(23 354.41458),(24 353.884),(25 352.76038),(26 355.0549),(27 356.01843),(28 359.68005),(29 356.69125),(30 355.3931),(31 353.20248),(32 352.61514),(33 352.02042),(34 351.176),(35 345.94855),(36 349.72208),(37 346.05994),(38 348.124),(39 346.83896),(40 347.13577),(41 344.44418),(42 342.68628),(43 342.76346),(44 343.381),(45 344.11368),(46 345.7983),(47 342.79974),(48 345.13452),(49 347.7522),(50 351.05173),(51 349.95215),(52 346.0011),(53 347.8812),(54 346.83368),(55 348.03223),(56 344.3435),(57 339.4028),(58 343.89606),(59 342.40436),(60 339.07477),(61 338.91714),(62 339.7152),(63 338.64285),(64 335.66547),(65 339.71478),(66 333.27545),(67 332.67282),(68 333.92157),(69 333.27194),(70 335.42654),(71 337.009),(72 331.46323),(73 332.04016),(74 337.4631),(75 336.0299),(76 338.35495),(77 342.36285),(78 347.29697),(79 346.59753),
(1 173.42567),(2 207.63518),(3 224.47914),(4 240.06459),(5 253.10008),(6 266.7818),(7 276.9055),(8 282.15167),(9 290.96204),(10 298.94507),(11 306.6528),(12 312.59488),(13 313.79034),(14 322.51337),(15 327.48288),(16 325.92838),(17 329.36887),(18 333.40936),(19 334.11017),(20 332.278),(21 330.66745),(22 334.06107),(23 333.50653),(24 334.74985),(25 334.61435),(26 338.2468),(27 335.36737),(28 336.7672),(29 339.90787),(30 334.97214),(31 334.96478),(32 335.81958),(33 335.30966),(34 335.96622),(35 335.24902),(36 335.34967),(37 337.51642),(38 339.82178),(39 338.81055),(40 339.02124),(41 336.77347),(42 337.1109),(43 336.58047),(44 333.57922),(45 334.63184),(46 335.09143),(47 331.38382),(48 334.78143),(49 334.6234),(50 336.64752),(51 339.3282),(52 343.30896),(53 342.12415),(54 343.05664),(55 340.84888),(56 338.71143),(57 334.69366),(58 335.33655),(59 331.45407),(60 329.32666),(61 324.4967),(62 327.9661),(63 324.1087),(64 327.82562),(65 331.46176),(66 329.93576),(67 326.76187),(68 324.17874),(69 325.25912),(70 326.39542),(71 321.6327),(72 322.4077),(73 319.03735),(74 324.35376),(75 322.88007),(76 323.21353),(77 324.9363),(78 328.74335),(79 331.67694),
(1 170.69254),(2 201.564),(3 218.67625),(4 233.41556),(5 245.84657),(6 253.24649),(7 264.39474),(8 273.86322),(9 279.39813),(10 290.90677),(11 293.6442),(12 300.00415),(13 304.4193),(14 311.22937),(15 310.90195),(16 312.041),(17 314.51093),(18 310.6103),(19 312.7196),(20 311.00125),(21 311.24387),(22 314.28745),(23 317.03973),(24 319.6221),(25 315.9854),(26 318.7206),(27 318.67633),(28 319.4695),(29 321.99713),(30 317.175),(31 315.8997),(32 315.73743),(33 317.48822),(34 318.1556),(35 319.92474),(36 318.57764),(37 317.22876),(38 315.3903),(39 314.6113),(40 317.40198),(41 313.00192),(42 311.95166),(43 316.48004),(44 313.70703),(45 315.86475),(46 314.50754),(47 315.6433),(48 318.16168),(49 318.48257),(50 316.45547),(51 315.17123),(52 325.043),(53 327.90875),(54 329.38846),(55 327.7645),(56 321.92117),(57 321.8448),(58 320.33224),(59 319.80676),(60 318.55417),(61 320.4552),(62 314.97473),(63 312.84125),(64 316.09946),(65 323.78073),(66 321.23138),(67 320.52444),(68 317.79877),(69 314.92767),(70 317.92493),(71 316.5614),(72 315.32858),(73 315.83368),(74 318.5628),(75 313.85034),(76 317.99158),(77 316.95697),(78 319.29984),(79 321.46335),
(1 168.07605),(2 200.17026),(3 217.90184),(4 235.41635),(5 246.29572),(6 256.1642),(7 270.2193),(8 277.39505),(9 284.75333),(10 296.1122),(11 299.03723),(12 305.3024),(13 309.52307),(14 316.49695),(15 318.8378),(16 323.2765),(17 326.39316),(18 328.224),(19 328.0206),(20 325.70874),(21 327.44),(22 329.9582),(23 331.02823),(24 331.56567),(25 333.1139),(26 336.62344),(27 338.19653),(28 339.95377),(29 340.08652),(30 339.7174),(31 338.0346),(32 337.9051),(33 340.76105),(34 343.38126),(35 340.4307),(36 341.1696),(37 338.21048),(38 337.33203),(39 335.86005),(40 337.45377),(41 338.49014),(42 334.9243),(43 334.89536),(44 329.90854),(45 329.558),(46 330.38394),(47 331.70084),(48 330.6549),(49 329.57034),(50 328.98108),(51 329.23175),(52 330.59293),(53 331.86923),(54 334.00095),(55 336.22913),(56 329.69055),(57 327.32828),(58 325.75958),(59 320.98676),(60 322.4157),(61 321.24323),(62 321.7706),(63 323.0441),(64 320.14935),(65 326.62607),(66 323.98325),(67 317.70248),(68 319.04572),(69 315.4924),(70 315.4485),(71 317.9416),(72 315.19415),(73 314.2108),(74 319.91562),(75 319.07867),(76 318.11014),(77 322.69742),(78 324.32977),(79 327.98373),
(1 164.29657),(2 193.5052),(3 208.52242),(4 224.43013),(5 239.0313),(6 250.12358),(7 260.9087),(8 270.6223),(9 278.05362),(10 287.77136),(11 294.06894),(12 299.36053),(13 305.29785),(14 311.49866),(15 313.48056),(16 318.47665),(17 318.20096),(18 315.95633),(19 318.46558),(20 318.50732),(21 320.33408),(22 320.13147),(23 319.79858),(24 322.12714),(25 320.5781),(26 324.81018),(27 320.6557),(28 325.41226),(29 324.7972),(30 323.4343),(31 319.15555),(32 319.05615),(33 319.25977),(34 322.62122),(35 323.94562),(36 322.5552),(37 320.05215),(38 321.68918),(39 322.0208),(40 327.2386),(41 329.33685),(42 322.85837),(43 323.644),(44 326.52972),(45 323.5966),(46 325.5106),(47 319.97754),(48 321.0752),(49 325.4261),(50 325.97327),(51 323.86456),(52 327.3616),(53 325.69098),(54 326.32962),(55 324.73126),(56 320.62695),(57 316.00107),(58 318.77365),(59 316.055),(60 311.56323),(61 310.66916),(62 313.81992),(63 311.69846),(64 313.39276),(65 314.07758),(66 313.57086),(67 312.6519),(68 310.77136),(69 309.47708),(70 309.77524),(71 308.89404),(72 308.33752),(73 305.835),(74 309.37524),(75 309.96573),(76 310.26575),(77 310.90988),(78 316.13916),(79 315.56122),
