1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80680.02),(2 265613.1),(3 559391.7),(4 934469.8),(5 1363246.6),(6 1809229),(7 2326638.3),(8 2906831),(9 3529492.8),(10 4262826.5),(11 5058085.5),(12 5869247.5),(13 6731688.5),(14 7633114.5),(15 8377838.5),(16 9209313),(17 10085229),(18 10970784),(19 11864137),(20 12781965),(21 13636429),(22 14487453),(23 15313467),(24 16021315),(25 16768757),(26 17550296),(27 18231382),(28 18911842),(29 19577758),(30 20119554),(31 20565690),(32 20986218),(33 21352976),(34 21750172),(35 22188162),(36 22702464),(37 23298962),(38 23973454),(39 24616542),(40 25236736),(41 25883230),(42 26492376),(43 27137986),(44 27857568),(45 28681472),(46 29575734),(47 30396304),(48 31210730),(49 31895128),(50 32404330),(51 32894294),(52 33421666),(53 33964932),(54 34504944),(55 35024732),(56 35488216),(57 36114340),(58 36916148),(59 37719460),(60 38556984),(61 39498970),(62 40478670),(63 41568170),(64 42684340),(65 43819836),(66 44973588),(67 46140692),(68 47346124),(69 48530836),(70 49883572),(71 51203612),(72 52598336),(73 54012110),(74 55450720),(75 56882988),(76 58390944),(77 60098196),(78 61861250),(79 63384110),
(1 62.533398),(2 76.2956),(3 85.54632),(4 90.56855),(5 94.32752),(6 96.53571),(7 99.481964),(8 102.798134),(9 104.56934),(10 105.78108),(11 108.091286),(12 111.03744),(13 111.39533),(14 113.594284),(15 114.26802),(16 116.012535),(17 117.3266),(18 119.916985),(19 120.785034),(20 122.57675),(21 124.74693),(22 125.673996),(23 126.050545),(24 126.48023),(25 127.24793),(26 126.47626),(27 126.8666),(28 128.01355),(29 127.803276),(30 127.44602),(31 127.8444),(32 128.0193),(33 128.51465),(34 128.41066),(35 127.907555),(36 129.32304),(37 129.29709),(38 129.15799),(39 129.30347),(40 127.38282),(41 127.03897),(42 127.30038),(43 126.67486),(44 125.98509),(45 125.7045),(46 125.04579),(47 124.82464),(48 124.93659),(49 126.54266),(50 126.72089),(51 126.30318),(52 127.192696),(53 127.890884),(54 129.25142),(55 129.98402),(56 129.8142),(57 131.39012),(58 131.5407),(59 133.91345),(60 134.36311),(61 134.93141),(62 135.23517),(63 138.32626),(64 138.35876),(65 139.98506),(66 139.86607),(67 142.19865),(68 142.95482),(69 142.38507),(70 141.53575),(71 142.67986),(72 142.78934),(73 142.68333),(74 141.87206),(75 144.04419),(76 144.57248),(77 145.24214),(78 145.25601),(79 146.2424),
(1 63.066917),(2 76.99203),(3 86.26029),(4 92.10112),(5 95.119026),(6 97.86443),(7 100.47822),(8 103.41383),(9 104.849556),(10 106.266884),(11 108.28273),(12 109.78857),(13 111.0385),(14 111.70692),(15 115.54253),(16 117.14388),(17 119.79886),(18 121.75823),(19 123.99328),(20 125.49046),(21 128.05113),(22 129.61752),(23 129.49059),(24 129.9994),(25 129.33073),(26 129.90788),(27 131.69516),(28 130.6826),(29 130.55173),(30 131.14091),(31 130.27296),(32 130.76413),(33 133.02545),(34 132.58646),(35 132.60168),(36 132.34204),(37 131.20802),(38 130.6138),(39 130.46982),(40 129.62323),(41 129.31682),(42 130.0446),(43 129.92636),(44 129.31873),(45 128.66684),(46 129.82797),(47 128.88304),(48 130.05528),(49 129.06586),(50 129.26253),(51 129.15976),(52 128.90738),(53 129.4595),(54 129.93927),(55 132.266),(56 132.15247),(57 131.88799),(58 132.29749),(59 133.99763),(60 135.65321),(61 135.63997),(62 137.78333),(63 139.28362),(64 139.48518),(65 138.4018),(66 139.70415),(67 140.39622),(68 140.38652),(69 140.86972),(70 142.23721),(71 142.28078),(72 143.34079),(73 143.20534),(74 142.68231),(75 143.6824),(76 143.51186),(77 143.022),(78 144.72533),(79 144.87033),
(1 62.481583),(2 76.212715),(3 85.758705),(4 90.68645),(5 95.64143),(6 98.409904),(7 100.906136),(8 103.497536),(9 105.99973),(10 108.20654),(11 110.7691),(12 111.74613),(13 114.316925),(14 115.25615),(15 118.79848),(16 118.96625),(17 121.223015),(18 122.890564),(19 125.362),(20 127.02841),(21 128.16939),(22 130.2687),(23 130.6232),(24 130.254),(25 130.81026),(26 131.42737),(27 131.69911),(28 131.47635),(29 130.02411),(30 130.21046),(31 130.88531),(32 130.3775),(33 131.44498),(34 131.6215),(35 132.18765),(36 132.21944),(37 131.76808),(38 131.47563),(39 131.46129),(40 130.05138),(41 129.65099),(42 128.99318),(43 128.29666),(44 126.85988),(45 126.57606),(46 126.24517),(47 125.38929),(48 127.32978),(49 128.316),(50 129.05287),(51 128.78758),(52 129.3218),(53 128.70865),(54 128.87259),(55 129.70622),(56 131.1914),(57 131.88321),(58 133.7557),(59 134.41554),(60 137.46397),(61 137.70088),(62 138.65273),(63 142.7545),(64 142.62872),(65 142.37961),(66 143.27391),(67 142.2686),(68 142.15479),(69 141.09358),(70 141.41017),(71 141.37741),(72 141.2795),(73 142.27061),(74 141.06107),(75 141.01201),(76 140.07329),(77 140.67175),(78 142.6241),(79 143.28058),
(1 61.786594),(2 75.51467),(3 84.918144),(4 89.29445),(5 93.437096),(6 97.43469),(7 100.62386),(8 102.962074),(9 104.24366),(10 106.47206),(11 107.22875),(12 108.34308),(13 110.801155),(14 111.268135),(15 115.1751),(16 115.71263),(17 116.52361),(18 117.677734),(19 120.33572),(20 122.33663),(21 124.544914),(22 124.306984),(23 125.10081),(24 126.62588),(25 129.155),(26 127.86462),(27 127.49834),(28 127.466385),(29 126.9259),(30 127.06107),(31 127.317986),(32 127.22246),(33 129.10597),(34 128.6113),(35 129.91838),(36 129.52522),(37 129.47105),(38 128.66985),(39 130.16635),(40 128.23497),(41 127.39598),(42 126.85159),(43 127.830574),(44 126.595024),(45 126.38662),(46 126.55294),(47 125.94697),(48 126.762314),(49 125.17894),(50 124.80406),(51 124.71992),(52 125.34917),(53 127.32493),(54 128.48497),(55 127.8517),(56 127.934105),(57 128.74248),(58 129.78711),(59 130.98444),(60 131.66954),(61 132.68933),(62 133.85735),(63 135.40091),(64 137.68861),(65 139.10284),(66 138.92445),(67 139.17467),(68 138.47917),(69 138.42712),(70 139.26155),(71 139.74251),(72 141.12714),(73 142.59396),(74 142.4742),(75 144.33588),(76 144.69806),(77 144.53862),(78 146.2258),(79 146.09065),
(1 61.414387),(2 74.681145),(3 84.76014),(4 89.077324),(5 92.48107),(6 96.249916),(7 99.30514),(8 100.71771),(9 102.98935),(10 104.52074),(11 106.846375),(12 108.535),(13 110.61219),(14 112.3296),(15 115.361176),(16 115.86805),(17 117.795425),(18 120.33899),(19 121.39427),(20 122.10337),(21 123.44679),(22 124.899475),(23 124.01028),(24 124.77088),(25 126.800064),(26 126.087555),(27 125.68122),(28 125.65353),(29 126.04652),(30 124.74595),(31 125.534805),(32 126.19425),(33 127.23148),(34 127.882454),(35 127.33988),(36 126.7897),(37 125.60458),(38 124.58788),(39 124.444595),(40 124.254005),(41 123.73894),(42 121.73933),(43 123.062065),(44 123.63914),(45 123.30042),(46 123.129684),(47 121.52844),(48 122.017105),(49 120.74175),(50 121.25205),(51 120.81194),(52 121.96522),(53 122.24993),(54 123.28832),(55 124.95702),(56 125.67475),(57 126.2059),(58 128.50851),(59 128.61404),(60 129.6465),(61 130.24182),(62 131.30272),(63 134.10835),(64 132.40196),(65 133.11931),(66 133.99986),(67 134.23436),(68 135.03868),(69 134.22815),(70 136.07121),(71 137.24913),(72 137.78255),(73 139.69247),(74 139.89091),(75 141.39171),(76 141.51025),(77 142.18585),(78 144.67366),(79 145.30176),
(1 61.487823),(2 73.206726),(3 82.25226),(4 86.50807),(5 90.74774),(6 93.24888),(7 96.167984),(8 98.63895),(9 100.36376),(10 103.02122),(11 104.68911),(12 107.04281),(13 108.97366),(14 109.3173),(15 113.49838),(16 115.54237),(17 116.42472),(18 118.257484),(19 119.638435),(20 122.10499),(21 124.35836),(22 126.20497),(23 126.87804),(24 126.944786),(25 127.859024),(26 127.52753),(27 128.2154),(28 128.46484),(29 129.36134),(30 129.46796),(31 130.24808),(32 129.83124),(33 130.89249),(34 131.37909),(35 131.69676),(36 129.6398),(37 130.11716),(38 130.48659),(39 130.70888),(40 129.95247),(41 130.17859),(42 129.00374),(43 128.6797),(44 128.94913),(45 128.89566),(46 128.66077),(47 128.44287),(48 128.7563),(49 127.64417),(50 127.58899),(51 127.17005),(52 127.543945),(53 126.271774),(54 127.23651),(55 127.91913),(56 128.23918),(57 128.29982),(58 129.72765),(59 130.16112),(60 132.28531),(61 132.75528),(62 133.34813),(63 136.55464),(64 137.0897),(65 137.20477),(66 138.08276),(67 136.42029),(68 136.44109),(69 137.13925),(70 137.73297),(71 138.0406),(72 138.50171),(73 139.77673),(74 139.40532),(75 140.18254),(76 140.3879),(77 140.64929),(78 141.0984),(79 141.97397),
(1 60.866074),(2 74.32008),(3 82.84708),(4 87.79378),(5 91.370316),(6 93.9156),(7 97.43671),(8 100.5395),(9 102.133644),(10 104.791214),(11 107.92473),(12 107.39562),(13 109.468285),(14 110.27444),(15 114.53169),(16 115.56677),(17 116.3675),(18 119.24264),(19 119.986694),(20 121.12605),(21 124.25743),(22 125.85076),(23 127.07158),(24 126.88554),(25 127.59643),(26 128.06725),(27 128.78857),(28 130.52815),(29 130.51035),(30 129.71495),(31 129.76915),(32 129.975),(33 130.54048),(34 128.9837),(35 128.6347),(36 128.31557),(37 128.27171),(38 128.96452),(39 127.521706),(40 126.870094),(41 126.649895),(42 126.16378),(43 125.932175),(44 126.53881),(45 127.75308),(46 127.994644),(47 126.281395),(48 127.067406),(49 125.306435),(50 123.55592),(51 123.530136),(52 124.406784),(53 125.29991),(54 124.4248),(55 124.804054),(56 124.43982),(57 125.92839),(58 127.71823),(59 127.65449),(60 129.03462),(61 128.73529),(62 129.44318),(63 130.68727),(64 131.56233),(65 131.65634),(66 131.69916),(67 133.05304),(68 133.90103),(69 135.32275),(70 138.2449),(71 139.3066),(72 141.7483),(73 142.36188),(74 143.85478),(75 144.6759),(76 143.14934),(77 144.20547),(78 145.3786),(79 146.90201),
(1 61.48518),(2 74.894615),(3 83.50375),(4 88.19617),(5 92.93604),(6 95.907005),(7 99.19171),(8 101.41782),(9 104.191765),(10 105.89147),(11 107.85575),(12 108.795944),(13 110.043785),(14 111.3622),(15 114.56197),(16 116.202576),(17 117.71847),(18 121.28773),(19 121.89052),(20 124.34096),(21 125.86511),(22 126.14213),(23 125.115776),(24 126.13775),(25 127.91449),(26 127.85544),(27 129.29462),(28 129.21278),(29 129.44093),(30 129.77853),(31 130.67535),(32 130.3391),(33 129.45958),(34 129.1764),(35 128.66554),(36 127.41008),(37 126.357796),(38 127.05435),(39 126.242004),(40 125.6931),(41 125.36544),(42 124.63841),(43 125.63402),(44 125.18914),(45 124.910484),(46 124.59061),(47 124.074524),(48 125.92647),(49 124.27093),(50 123.48883),(51 124.276085),(52 124.05958),(53 125.11957),(54 124.89487),(55 127.17856),(56 127.601746),(57 128.23439),(58 128.35925),(59 129.6712),(60 129.58319),(61 131.24228),(62 132.07062),(63 134.20668),(64 135.17351),(65 136.34991),(66 136.26654),(67 135.37363),(68 136.77374),(69 136.62509),(70 138.45),(71 138.77757),(72 140.03815),(73 141.46027),(74 142.01405),(75 142.60066),(76 141.68661),(77 142.56017),(78 144.25809),(79 144.82133),
(1 61.22378),(2 73.63196),(3 81.32331),(4 86.005295),(5 91.08614),(6 94.960396),(7 96.82239),(8 98.079605),(9 100.27881),(10 101.58022),(11 104.002625),(12 106.78678),(13 108.67783),(14 109.24386),(15 111.48762),(16 114.02962),(17 115.90355),(18 119.53284),(19 119.77742),(20 122.03818),(21 124.22879),(22 125.31146),(23 126.3306),(24 126.08098),(25 126.5273),(26 126.78072),(27 128.71948),(28 128.92567),(29 131.01294),(30 129.10318),(31 130.12895),(32 130.11359),(33 130.9724),(34 129.71466),(35 129.61252),(36 129.67079),(37 129.98485),(38 129.78647),(39 129.28873),(40 130.35034),(41 129.2692),(42 129.4978),(43 129.80847),(44 129.15013),(45 129.38313),(46 128.72658),(47 127.99046),(48 128.81146),(49 127.83841),(50 126.22313),(51 127.96327),(52 126.42895),(53 126.30992),(54 126.095116),(55 128.11876),(56 128.42554),(57 128.70967),(58 129.91309),(59 130.16853),(60 129.97755),(61 130.02614),(62 130.34065),(63 131.14558),(64 132.72475),(65 132.83151),(66 132.75845),(67 132.8116),(68 132.1463),(69 133.3112),(70 133.82133),(71 134.02461),(72 134.88812),(73 137.07571),(74 137.35966),(75 137.74008),(76 137.32974),(77 137.56343),(78 137.1465),(79 139.70074),
(1 60.27603),(2 74.36695),(3 81.92374),(4 86.47098),(5 90.999466),(6 93.83799),(7 96.421326),(8 97.68958),(9 99.31792),(10 102.34901),(11 103.8711),(12 105.193245),(13 107.0231),(14 107.46245),(15 110.64363),(16 112.92497),(17 114.161125),(18 117.04611),(19 118.58235),(20 120.84196),(21 122.5754),(22 123.95321),(23 123.081184),(24 124.6739),(25 124.16855),(26 125.4946),(27 127.8234),(28 128.84367),(29 128.26602),(30 128.30968),(31 128.18427),(32 127.97335),(33 127.595375),(34 127.262085),(35 127.89721),(36 130.0941),(37 128.24536),(38 128.44992),(39 127.82245),(40 128.72076),(41 127.59005),(42 126.63661),(43 127.44105),(44 128.21355),(45 128.04001),(46 127.10766),(47 126.818085),(48 126.94875),(49 125.15181),(50 124.4073),(51 125.13714),(52 124.5265),(53 125.89722),(54 125.370926),(55 126.627144),(56 127.62581),(57 127.54017),(58 128.40967),(59 128.28427),(60 129.37671),(61 130.18002),(62 130.06398),(63 132.02737),(64 132.62396),(65 132.01071),(66 133.66528),(67 133.53925),(68 135.51886),(69 136.33559),(70 136.81728),(71 136.78401),(72 137.73572),(73 138.66858),(74 137.89923),(75 138.57582),(76 139.74916),(77 138.92644),(78 140.31123),(79 139.67108),
(1 59.584602),(2 72.3254),(3 80.56186),(4 85.44482),(5 89.268555),(6 92.23379),(7 95.678375),(8 98.48593),(9 100.99394),(10 102.528145),(11 105.978195),(12 107.1843),(13 107.62748),(14 109.83876),(15 113.40688),(16 114.16889),(17 115.17536),(18 117.59599),(19 118.40993),(20 120.05503),(21 122.050514),(22 121.95976),(23 121.76526),(24 122.77852),(25 123.27441),(26 123.22916),(27 125.926445),(28 126.74811),(29 126.39902),(30 125.82589),(31 125.20073),(32 125.563255),(33 125.79018),(34 125.85051),(35 124.16021),(36 123.233635),(37 123.50873),(38 123.313446),(39 122.80346),(40 123.80071),(41 123.40975),(42 121.93184),(43 121.39927),(44 122.82879),(45 124.096115),(46 123.24648),(47 123.91968),(48 125.475655),(49 124.05756),(50 123.28639),(51 124.2038),(52 123.33386),(53 124.05055),(54 124.906494),(55 125.53381),(56 126.71817),(57 127.210686),(58 128.62997),(59 129.55846),(60 130.2675),(61 131.30737),(62 132.01956),(63 134.76161),(64 135.1156),(65 134.81491),(66 136.07333),(67 135.42401),(68 136.22345),(69 136.08714),(70 138.37793),(71 139.05006),(72 138.62462),(73 140.15057),(74 140.44542),(75 140.7547),(76 139.7138),(77 140.17955),(78 141.12967),(79 141.31401),
(1 59.612274),(2 71.7425),(3 80.98572),(4 85.50068),(5 89.516464),(6 92.906395),(7 95.31748),(8 97.75964),(9 99.35365),(10 102.46175),(11 104.75047),(12 106.77652),(13 107.98635),(14 110.41161),(15 112.09078),(16 113.532234),(17 115.95271),(18 118.319244),(19 119.94528),(20 121.58299),(21 123.50126),(22 125.95543),(23 126.161644),(24 126.05419),(25 127.45033),(26 126.84469),(27 128.66457),(28 128.08495),(29 128.33813),(30 128.04393),(31 127.41958),(32 127.208496),(33 129.47556),(34 126.74062),(35 127.18307),(36 127.106964),(37 126.87923),(38 126.9853),(39 126.4494),(40 126.46032),(41 126.05078),(42 125.294136),(43 124.440186),(44 123.807175),(45 124.76176),(46 123.59017),(47 123.806465),(48 124.62021),(49 124.62488),(50 123.134995),(51 123.88839),(52 123.671005),(53 123.509766),(54 123.54781),(55 124.01231),(56 124.651215),(57 125.33048),(58 125.51137),(59 126.48242),(60 125.60313),(61 127.95354),(62 128.75305),(63 129.28334),(64 130.30872),(65 129.85123),(66 129.27893),(67 131.4404),(68 130.86946),(69 130.90321),(70 132.62553),(71 133.38956),(72 134.2903),(73 134.49843),(74 135.00038),(75 135.60677),(76 135.02028),(77 135.79823),(78 136.44975),(79 135.94113),
(1 59.531055),(2 71.653015),(3 80.247055),(4 84.88938),(5 90.183),(6 93.48311),(7 96.04452),(8 98.01847),(9 99.941475),(10 101.97065),(11 103.54262),(12 105.41214),(13 108.08796),(14 108.88273),(15 111.27832),(16 113.53521),(17 114.29222),(18 116.22681),(19 116.61414),(20 117.32496),(21 117.097855),(22 119.73462),(23 119.68868),(24 119.116196),(25 119.90849),(26 121.32387),(27 122.02616),(28 121.47249),(29 121.38097),(30 121.832375),(31 123.06989),(32 123.97197),(33 123.92785),(34 123.58509),(35 122.117165),(36 123.28468),(37 121.91296),(38 122.07492),(39 122.57515),(40 120.4087),(41 120.99757),(42 121.08404),(43 121.09504),(44 122.147766),(45 121.85802),(46 121.657074),(47 120.761986),(48 121.23296),(49 120.57352),(50 120.24331),(51 121.10232),(52 122.65552),(53 123.6644),(54 123.73878),(55 125.034035),(56 125.73322),(57 127.07492),(58 128.29659),(59 128.35722),(60 129.02917),(61 130.53209),(62 131.49251),(63 134.43338),(64 133.41064),(65 132.86476),(66 133.90172),(67 134.04807),(68 134.88326),(69 134.97551),(70 135.8488),(71 137.95094),(72 139.56644),(73 138.36096),(74 138.30322),(75 140.95216),(76 139.4758),(77 140.25499),(78 139.08069),(79 139.67502),
(1 59.90089),(2 71.79956),(3 80.387),(4 85.097466),(5 89.491776),(6 92.219025),(7 94.68289),(8 96.74939),(9 99.43143),(10 101.16229),(11 102.216034),(12 105.300285),(13 106.21199),(14 108.48966),(15 111.7407),(16 114.44438),(17 116.032326),(18 118.82768),(19 119.097786),(20 119.49108),(21 121.68021),(22 123.51414),(23 123.85183),(24 123.66589),(25 123.900856),(26 125.75069),(27 127.22226),(28 127.16355),(29 126.95929),(30 126.46544),(31 127.02304),(32 125.76878),(33 127.17353),(34 125.95572),(35 125.80337),(36 124.28887),(37 122.5781),(38 123.979576),(39 122.23866),(40 122.49456),(41 123.9385),(42 122.9229),(43 121.874725),(44 121.8489),(45 121.92498),(46 122.069916),(47 123.3154),(48 123.96156),(49 121.76282),(50 122.785904),(51 122.12093),(52 122.12777),(53 121.3585),(54 122.32427),(55 122.78182),(56 124.210266),(57 125.510414),(58 126.790955),(59 126.44199),(60 126.59218),(61 127.27678),(62 128.02827),(63 130.43173),(64 130.54724),(65 130.39212),(66 129.72662),(67 130.1562),(68 130.10858),(69 132.00462),(70 132.54808),(71 132.42198),(72 133.89313),(73 135.02151),(74 135.2553),(75 135.91956),(76 135.89061),(77 135.7524),(78 137.17577),(79 138.9078),
(1 59.244446),(2 71.93047),(3 82.09784),(4 86.71595),(5 90.1246),(6 93.248024),(7 96.5309),(8 99.07691),(9 101.30643),(10 102.95915),(11 105.31039),(12 107.57882),(13 109.05593),(14 110.23448),(15 112.92916),(16 114.889984),(17 115.97706),(18 118.65053),(19 121.058334),(20 122.64635),(21 124.76354),(22 125.323616),(23 126.44017),(24 126.04794),(25 126.466286),(26 126.33886),(27 128.07333),(28 126.98693),(29 127.65698),(30 126.82399),(31 126.26544),(32 124.961494),(33 125.20097),(34 125.25081),(35 123.90132),(36 124.289635),(37 124.17196),(38 124.617096),(39 124.08286),(40 123.62813),(41 124.99646),(42 124.42887),(43 122.99621),(44 123.166214),(45 123.42118),(46 124.33041),(47 124.48238),(48 124.58735),(49 123.15158),(50 123.5157),(51 122.7357),(52 123.70449),(53 124.65063),(54 125.38878),(55 126.11926),(56 127.114525),(57 127.31712),(58 128.28333),(59 129.95105),(60 131.16249),(61 132.73236),(62 134.0271),(63 136.81656),(64 136.86952),(65 135.61621),(66 135.92511),(67 136.56445),(68 136.76843),(69 137.12292),(70 137.45291),(71 137.8743),(72 137.49019),(73 138.13321),(74 139.3569),(75 138.81583),(76 138.74915),(77 138.22168),(78 138.07889),(79 137.83717),
(1 58.980694),(2 71.29854),(3 80.11744),(4 84.50035),(5 87.63106),(6 91.31524),(7 93.58104),(8 96.66746),(9 98.25004),(10 100.674416),(11 102.79434),(12 105.34381),(13 107.09917),(14 108.8244),(15 110.064735),(16 111.2136),(17 112.72882),(18 115.58352),(19 117.63367),(20 117.97367),(21 120.38365),(22 120.598404),(23 120.36905),(24 119.02638),(25 119.52233),(26 119.71617),(27 122.35529),(28 121.035904),(29 121.13892),(30 121.71264),(31 120.55525),(32 121.21619),(33 121.824135),(34 121.63786),(35 120.50865),(36 121.91441),(37 120.77651),(38 121.41231),(39 120.89169),(40 121.37587),(41 120.8308),(42 120.06025),(43 120.48512),(44 120.594505),(45 120.6649),(46 120.638954),(47 119.72381),(48 120.05863),(49 119.32869),(50 117.4124),(51 118.57246),(52 117.74761),(53 118.49496),(54 118.56742),(55 121.04945),(56 121.83807),(57 122.54925),(58 124.64264),(59 125.79679),(60 127.304085),(61 128.86263),(62 129.888),(63 134.0473),(64 133.53094),(65 132.2624),(66 133.1923),(67 134.06718),(68 134.373),(69 134.07678),(70 134.32393),(71 134.65044),(72 135.1881),(73 135.08058),(74 136.43613),(75 139.5837),(76 138.66977),(77 138.25919),(78 138.87772),(79 138.76582),
(1 58.732807),(2 72.162796),(3 81.36951),(4 86.54467),(5 90.33856),(6 93.372116),(7 96.267204),(8 97.733925),(9 99.74298),(10 102.2589),(11 104.23555),(12 104.96491),(13 106.75247),(14 109.08417),(15 111.170456),(16 113.32189),(17 114.832726),(18 117.42174),(19 118.66606),(20 119.99639),(21 121.38722),(22 123.0537),(23 123.36836),(24 124.0039),(25 124.0237),(26 124.70371),(27 125.43254),(28 125.17576),(29 125.290085),(30 124.208626),(31 124.67475),(32 124.941956),(33 126.31898),(34 125.82493),(35 124.982735),(36 125.63578),(37 124.768524),(38 124.43025),(39 123.72195),(40 123.480255),(41 123.25806),(42 122.82759),(43 122.88338),(44 121.99111),(45 122.22712),(46 121.91603),(47 122.71204),(48 123.66686),(49 122.08125),(50 121.05606),(51 121.643845),(52 121.206276),(53 121.51696),(54 122.71678),(55 124.03856),(56 124.92004),(57 125.51926),(58 126.72785),(59 126.425735),(60 128.50021),(61 129.80614),(62 130.20029),(63 132.09283),(64 131.43549),(65 131.74931),(66 132.23007),(67 131.58807),(68 131.73126),(69 132.55519),(70 133.28741),(71 134.3725),(72 135.53085),(73 135.40787),(74 135.63826),(75 136.18828),(76 135.97379),(77 136.84251),(78 137.98976),(79 138.3053),
(1 58.32685),(2 70.83354),(3 80.89098),(4 86.29569),(5 88.98746),(6 91.70387),(7 94.24307),(8 96.11954),(9 97.509285),(10 99.29131),(11 101.436),(12 102.36633),(13 103.16023),(14 105.43101),(15 106.12327),(16 108.080894),(17 109.004234),(18 110.78133),(19 113.0012),(20 113.530205),(21 115.17637),(22 115.62277),(23 116.04579),(24 116.29603),(25 115.991905),(26 116.88445),(27 117.745285),(28 118.08693),(29 118.59504),(30 118.89314),(31 118.1317),(32 118.023346),(33 119.51349),(34 119.42695),(35 119.18695),(36 119.162766),(37 119.2495),(38 119.02985),(39 120.06441),(40 118.48752),(41 119.099625),(42 117.74833),(43 118.557076),(44 118.11621),(45 117.69811),(46 117.52524),(47 117.7007),(48 117.11788),(49 117.44674),(50 117.33608),(51 116.82875),(52 117.19187),(53 117.94885),(54 119.20969),(55 120.77085),(56 121.15331),(57 122.39305),(58 124.001884),(59 125.19194),(60 126.4614),(61 128.31525),(62 128.66371),(63 130.84653),(64 129.59512),(65 129.80525),(66 129.8695),(67 129.96982),(68 129.7727),(69 130.31538),(70 129.99588),(71 131.19585),(72 130.61281),(73 129.79922),(74 130.75774),(75 130.38501),(76 130.98318),(77 129.7504),(78 130.9014),(79 131.51521),
