1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80680.02),(2 265613.1),(3 559391.7),(4 934469.8),(5 1363246.6),(6 1809229),(7 2326638.3),(8 2906831),(9 3529492.8),(10 4262826.5),(11 5058085.5),(12 5869247.5),(13 6731688.5),(14 7633114.5),(15 8377838.5),(16 9209313),(17 10085229),(18 10970784),(19 11864137),(20 12781965),(21 13636429),(22 14487453),(23 15313467),(24 16021315),(25 16768757),(26 17550296),(27 18231382),(28 18911842),(29 19577758),(30 20119554),(31 20565690),(32 20986218),(33 21352976),(34 21750172),(35 22188162),(36 22702464),(37 23298962),(38 23973454),(39 24616542),(40 25236736),(41 25883230),(42 26492376),(43 27137986),(44 27857568),(45 28681472),(46 29575734),(47 30396304),(48 31210730),(49 31895128),(50 32404330),(51 32894294),(52 33421666),(53 33964932),(54 34504944),(55 35024732),(56 35488216),(57 36114340),(58 36916148),(59 37719460),(60 38556984),(61 39498970),(62 40478670),(63 41568170),(64 42684340),(65 43819836),(66 44973588),(67 46140692),(68 47346124),(69 48530836),(70 49883572),(71 51203612),(72 52598336),(73 54012110),(74 55450720),(75 56882988),(76 58390944),(77 60098196),(78 61861250),(79 63384110),
(1 1473.8591),(2 1980.176),(3 2274.489),(4 2439.8962),(5 2530.7468),(6 2609.8425),(7 2711.8364),(8 2778.9814),(9 2870.443),(10 2911.5503),(11 3026.9658),(12 3064.465),(13 3071.799),(14 3192.111),(15 3278.8237),(16 3321.724),(17 3342.5454),(18 3398.004),(19 3467.2744),(20 3508.4973),(21 3529.173),(22 3566.2957),(23 3561.317),(24 3573.9663),(25 3607.2239),(26 3631.599),(27 3622.6602),(28 3622.5415),(29 3624.929),(30 3561.7473),(31 3532.915),(32 3490.2498),(33 3533.3364),(34 3551.103),(35 3517.9517),(36 3489.3845),(37 3481.6248),(38 3448.4043),(39 3495.7104),(40 3460.5203),(41 3399.1077),(42 3392.1877),(43 3444.207),(44 3432.644),(45 3443.0862),(46 3419.0505),(47 3366.0205),(48 3331.4702),(49 3349.8496),(50 3349.5415),(51 3307.366),(52 3248.0662),(53 3310.9543),(54 3313.2773),(55 3267.8643),(56 3299.8179),(57 3348.1243),(58 3324.1057),(59 3284.321),(60 3264.2104),(61 3254.335),(62 3283.072),(63 3300.5056),(64 3326.4001),(65 3353.668),(66 3371.643),(67 3390.0647),(68 3426.4697),(69 3451.224),(70 3447.583),(71 3403.1045),(72 3370.712),(73 3388.415),(74 3387.1628),(75 3457.8914),(76 3463.5571),(77 3458.409),(78 3483.7092),(79 3518.4092),
(1 1427.4371),(2 1957.4949),(3 2277.2356),(4 2427.6003),(5 2513.396),(6 2599.3425),(7 2698.1265),(8 2739.6345),(9 2774.5522),(10 2835.5469),(11 2929.4858),(12 3011.33),(13 3021.6392),(14 3079.547),(15 3195.1772),(16 3196.0076),(17 3212.605),(18 3273.4812),(19 3306.0146),(20 3335.3726),(21 3357.5),(22 3408.1243),(23 3402.7747),(24 3381.9292),(25 3394.8767),(26 3442.2966),(27 3409.3318),(28 3393.2078),(29 3411.4238),(30 3363.8203),(31 3365.627),(32 3332.957),(33 3417.31),(34 3413.081),(35 3394.6274),(36 3407.293),(37 3394.103),(38 3385.205),(39 3404.5574),(40 3378.8098),(41 3341.116),(42 3322.0337),(43 3333.8918),(44 3327.1663),(45 3306.766),(46 3296.7034),(47 3275.7844),(48 3276.2793),(49 3291.4922),(50 3274.5862),(51 3269.7405),(52 3213.9148),(53 3218.0083),(54 3212.0662),(55 3156.6453),(56 3160.8481),(57 3194.039),(58 3201.4348),(59 3163.6965),(60 3153.706),(61 3172.708),(62 3179.5413),(63 3211.3892),(64 3232.3284),(65 3204.7544),(66 3166.2744),(67 3173.91),(68 3224.7688),(69 3286.8342),(70 3330.1409),(71 3341.0854),(72 3323.9656),(73 3319.9575),(74 3324.76),(75 3414.4072),(76 3439.3381),(77 3440.647),(78 3472.8132),(79 3482.5862),
(1 1412.4338),(2 1931.0607),(3 2202.7827),(4 2378.8271),(5 2470.811),(6 2543.6472),(7 2615.5703),(8 2642.8564),(9 2678.3047),(10 2703.0017),(11 2809.4631),(12 2884.2249),(13 2908.546),(14 2929.7432),(15 3033.0627),(16 3083.659),(17 3092.79),(18 3162.4941),(19 3212.9553),(20 3232.0972),(21 3233.5457),(22 3252.4253),(23 3263.8499),(24 3269.1501),(25 3247.4343),(26 3247.6008),(27 3264.754),(28 3243.241),(29 3258.9617),(30 3220.556),(31 3212.7903),(32 3221.6443),(33 3199.1113),(34 3208.4717),(35 3169.8862),(36 3185.4517),(37 3196.5537),(38 3161.7002),(39 3211.144),(40 3211.5247),(41 3201.1328),(42 3193.134),(43 3190.3738),(44 3181.4014),(45 3192.6208),(46 3133.0408),(47 3104.688),(48 3163.84),(49 3172.694),(50 3170.568),(51 3176.6777),(52 3144.9539),(53 3164.6118),(54 3160.0933),(55 3177.8928),(56 3197.0574),(57 3201.1028),(58 3148.7332),(59 3143.5999),(60 3102.5588),(61 3108.3),(62 3126.59),(63 3174.1462),(64 3202.1313),(65 3182.2378),(66 3164.0156),(67 3177.4417),(68 3180.2847),(69 3172.5557),(70 3183.1912),(71 3215.989),(72 3206.8467),(73 3224.1663),(74 3259.7578),(75 3345.8289),(76 3361.354),(77 3362.3167),(78 3386.699),(79 3426.9187),
(1 1414.1876),(2 1891.4944),(3 2164.4553),(4 2269.2798),(5 2343.2559),(6 2411.6895),(7 2510.8179),(8 2554.169),(9 2617.3625),(10 2724.076),(11 2804.9756),(12 2869.0164),(13 2892.2188),(14 2945),(15 3022.1494),(16 3071.394),(17 3093.124),(18 3134.9775),(19 3186.6506),(20 3179.5771),(21 3187.1843),(22 3204.9084),(23 3222.964),(24 3181.8975),(25 3178.6763),(26 3187.0603),(27 3192.5898),(28 3198.8284),(29 3211.5513),(30 3236.1938),(31 3224.8696),(32 3202.57),(33 3193.456),(34 3160.3162),(35 3138.7922),(36 3126.7246),(37 3134.1353),(38 3129.519),(39 3162.8801),(40 3121.2307),(41 3106.9644),(42 3114.5535),(43 3125.7231),(44 3157.0435),(45 3148.3438),(46 3092.9878),(47 3083.3022),(48 3111.5),(49 3124.147),(50 3105.5105),(51 3133.4624),(52 3082.1702),(53 3083.8586),(54 3126.7808),(55 3108.8735),(56 3114.6396),(57 3153.5771),(58 3186.1458),(59 3163.4211),(60 3158.1267),(61 3159.7603),(62 3177.69),(63 3206.5596),(64 3199.0806),(65 3247.915),(66 3227.4233),(67 3199.0132),(68 3184.3918),(69 3213.415),(70 3244.6897),(71 3244.3542),(72 3264.3699),(73 3254.8809),(74 3283.7744),(75 3363.3784),(76 3359.9932),(77 3371.8604),(78 3394.7341),(79 3405.264),
(1 1364.0758),(2 1832.3483),(3 2058.8901),(4 2224.7344),(5 2266.2065),(6 2309.8442),(7 2386.3296),(8 2410.3733),(9 2482.4502),(10 2568.4392),(11 2662.9204),(12 2741.229),(13 2754.122),(14 2800.7793),(15 2882.9233),(16 2895.1462),(17 2947.6482),(18 2975.4548),(19 3019.2932),(20 3027.6892),(21 3062.2612),(22 3041.2974),(23 3086.2703),(24 3091.6736),(25 3057.577),(26 3076.91),(27 3080.9053),(28 3091.808),(29 3091.807),(30 3081.9683),(31 3081.2703),(32 3080.9893),(33 3053.1587),(34 3024.2239),(35 3019.5159),(36 2975.3518),(37 2957.1187),(38 2969.6216),(39 3026.4624),(40 2999.0188),(41 2966.8196),(42 2948.9788),(43 2973.1636),(44 2982.984),(45 2958.5757),(46 2960.2646),(47 2945.7017),(48 2944.882),(49 2932.8547),(50 2915.6572),(51 2929.6072),(52 2889.773),(53 2932.294),(54 2957.2378),(55 2939.835),(56 2956.063),(57 2964.6323),(58 3015.998),(59 3042.433),(60 3003.9368),(61 2972.2297),(62 2984.25),(63 3029.162),(64 3019.1692),(65 3037.1057),(66 3023.731),(67 3042.8906),(68 3081.3953),(69 3063.0532),(70 3072.999),(71 3079.769),(72 3102.7366),(73 3086.588),(74 3103.457),(75 3138.9426),(76 3125.9766),(77 3130.4592),(78 3123.2144),(79 3193.911),
(1 1357.0747),(2 1819.3295),(3 2081.0964),(4 2226.5652),(5 2280.9902),(6 2391.8572),(7 2421.4958),(8 2412.8254),(9 2458.9294),(10 2535.6907),(11 2641.8645),(12 2712.734),(13 2726.8154),(14 2768.5645),(15 2808.6086),(16 2853.1975),(17 2865.0706),(18 2914.8923),(19 2995.3772),(20 3013.2478),(21 3012.387),(22 2982.5574),(23 3004.1492),(24 2987.1685),(25 2930.593),(26 2976.663),(27 2980.51),(28 3026.879),(29 3051.6943),(30 3018.1262),(31 3013.9658),(32 2997.777),(33 3015.235),(34 3003.8408),(35 2997.8242),(36 2968.265),(37 2934.5603),(38 2957.8105),(39 2951.8923),(40 2933.1375),(41 2913.5012),(42 2889.6372),(43 2885.1926),(44 2905.857),(45 2908.268),(46 2898.0435),(47 2883.6938),(48 2895.75),(49 2894.1404),(50 2884.6733),(51 2910.923),(52 2860.7305),(53 2874.225),(54 2881.364),(55 2884.6045),(56 2929.2563),(57 2918.2673),(58 2879.4937),(59 2911.226),(60 2929.0542),(61 2907.959),(62 2933.6108),(63 2962.8176),(64 2961.4182),(65 2978.244),(66 2978.5613),(67 2977.855),(68 2988.5386),(69 2971.982),(70 3006.538),(71 3014.5598),(72 3012.6863),(73 3024.3274),(74 3049.5562),(75 3111.5134),(76 3116.4492),(77 3149.467),(78 3144.3071),(79 3134.5159),
(1 1371.9071),(2 1846.1106),(3 2069.7388),(4 2245.9333),(5 2293.6953),(6 2364.463),(7 2442.377),(8 2489.6099),(9 2544.435),(10 2656.268),(11 2720.9827),(12 2748.3943),(13 2731.626),(14 2741.7021),(15 2789.671),(16 2825.8413),(17 2843.8455),(18 2902.3665),(19 2965.3652),(20 2955.8665),(21 2960.0493),(22 2954.7173),(23 2964.3713),(24 2911.5103),(25 2893.8298),(26 2884.8872),(27 2947.9749),(28 2976.0427),(29 2970.0095),(30 2959.0059),(31 2944.914),(32 2919.9868),(33 2927.8552),(34 2916.565),(35 2932.5017),(36 2904.1814),(37 2904.683),(38 2903.2664),(39 2909.9065),(40 2916.9312),(41 2917.4504),(42 2886.3723),(43 2890.3718),(44 2933.0327),(45 2884.1663),(46 2910.9802),(47 2910.9978),(48 2868.5408),(49 2884.7231),(50 2866.4705),(51 2887.962),(52 2878.3743),(53 2924.7593),(54 2964.0068),(55 2975.4941),(56 2952.4478),(57 2963.9253),(58 2950.4421),(59 2968.1326),(60 2935.1587),(61 2946.0344),(62 2941.461),(63 2981.9927),(64 3003.0076),(65 2954.4622),(66 2954.688),(67 2957.0935),(68 2980.1707),(69 2972.3127),(70 2967.3477),(71 3010.983),(72 3010.087),(73 2986.9016),(74 3027.8643),(75 3072.099),(76 3081.5957),(77 3101.124),(78 3097.7188),(79 3127.1558),
(1 1333.7335),(2 1779.313),(3 2004.8607),(4 2169.1877),(5 2237.7974),(6 2314.7224),(7 2374.057),(8 2422.8281),(9 2483.9802),(10 2550.9736),(11 2612.3655),(12 2665.1887),(13 2718.6672),(14 2745.852),(15 2769.3667),(16 2770.9348),(17 2804.35),(18 2851.8657),(19 2893.5789),(20 2932.0908),(21 2933.9204),(22 2936.9858),(23 2934.6765),(24 2926.3489),(25 2921.2126),(26 2937.9868),(27 2944.0498),(28 2981.6738),(29 2955.0796),(30 2937.4524),(31 2948.0476),(32 2917.5396),(33 2891.8103),(34 2859.3896),(35 2865.6602),(36 2852.1343),(37 2827.742),(38 2839.24),(39 2816.2932),(40 2811.3552),(41 2825.6487),(42 2841.1794),(43 2835.1582),(44 2845.8315),(45 2813.88),(46 2820.2031),(47 2816.588),(48 2811.9456),(49 2791.6858),(50 2778.496),(51 2773.7874),(52 2740.3896),(53 2739.3306),(54 2748.7822),(55 2737.728),(56 2742.5012),(57 2767.1375),(58 2745.6323),(59 2757.6367),(60 2790.4182),(61 2772.4211),(62 2761.6174),(63 2785.5918),(64 2803.409),(65 2778.2842),(66 2777.756),(67 2755.605),(68 2761.757),(69 2790.7708),(70 2847.9966),(71 2843.4268),(72 2852.9739),(73 2852.2354),(74 2860.5544),(75 2910.1582),(76 2923.4785),(77 2955.7146),(78 2970.5735),(79 2989.7224),
(1 1331.3632),(2 1773.0006),(3 2004.7573),(4 2186.858),(5 2211.0803),(6 2275.285),(7 2316.992),(8 2352.199),(9 2382.956),(10 2483.144),(11 2532.9658),(12 2546.4617),(13 2578.765),(14 2638.9766),(15 2688.373),(16 2751.6956),(17 2806.9763),(18 2862.5637),(19 2893.3179),(20 2902.184),(21 2889.6672),(22 2909.0981),(23 2925.9268),(24 2881.3035),(25 2885.0571),(26 2886.0173),(27 2914.5562),(28 2927.9),(29 2906.4438),(30 2883.9543),(31 2863.431),(32 2846.979),(33 2886.4075),(34 2891.5742),(35 2894.465),(36 2855.261),(37 2835.399),(38 2851.4678),(39 2842.694),(40 2834.6863),(41 2835.0637),(42 2846.7659),(43 2821.5085),(44 2855.4993),(45 2865.6863),(46 2803.2874),(47 2799.496),(48 2829.4624),(49 2814.2087),(50 2803.3472),(51 2829.219),(52 2836.747),(53 2823.2002),(54 2863.2776),(55 2861.0076),(56 2842.6294),(57 2855.922),(58 2862.8823),(59 2846.265),(60 2845.7317),(61 2819.9136),(62 2834.1743),(63 2831.0579),(64 2878.1912),(65 2875.89),(66 2832.4531),(67 2832.386),(68 2893.681),(69 2863.7664),(70 2851.3264),(71 2820.196),(72 2808.4814),(73 2824.3374),(74 2850.7065),(75 2850.639),(76 2843.671),(77 2839.8638),(78 2914.885),(79 2971.8484),
(1 1252.9891),(2 1671.7231),(3 1856.3182),(4 2022.012),(5 2080.2349),(6 2159.9546),(7 2234.164),(8 2288.3767),(9 2348.2793),(10 2406.0974),(11 2450.0886),(12 2477.3276),(13 2496.5632),(14 2536.6035),(15 2570.9182),(16 2584.1028),(17 2635.5498),(18 2684.527),(19 2705.0972),(20 2692.6145),(21 2696.981),(22 2697.7302),(23 2686.2942),(24 2672.3735),(25 2669.6843),(26 2687.5593),(27 2698.908),(28 2712.8606),(29 2751.6335),(30 2709.7344),(31 2675.2656),(32 2734.104),(33 2746.5254),(34 2751.532),(35 2782.211),(36 2779.513),(37 2756.8677),(38 2743.9028),(39 2747.6433),(40 2710.4377),(41 2749.4563),(42 2726.398),(43 2691.12),(44 2693.1746),(45 2691.8594),(46 2666.3586),(47 2679.5044),(48 2700.2126),(49 2684.3188),(50 2677.7075),(51 2665.594),(52 2670.1965),(53 2678.2915),(54 2750.336),(55 2744.6965),(56 2727.0635),(57 2734.5442),(58 2742.874),(59 2754.6963),(60 2746.718),(61 2721.4355),(62 2697.451),(63 2709.794),(64 2710.7432),(65 2703.9717),(66 2694.434),(67 2705.0127),(68 2729.0085),(69 2711.1868),(70 2720.744),(71 2737.6582),(72 2704.9595),(73 2729.9182),(74 2739.081),(75 2748.21),(76 2779.724),(77 2743.4558),(78 2808.1846),(79 2830.91),
(1 1228.7628),(2 1635.2289),(3 1860.4291),(4 2007.3446),(5 2052.9941),(6 2121.1821),(7 2182.4778),(8 2233.8127),(9 2285.4116),(10 2349.8638),(11 2381.6133),(12 2394.2942),(13 2435.457),(14 2458.8333),(15 2514.3691),(16 2554.1216),(17 2574.4263),(18 2589.7397),(19 2625.0503),(20 2627.2131),(21 2664.5002),(22 2686.679),(23 2660.3875),(24 2652.2634),(25 2660.6875),(26 2695.2178),(27 2689.487),(28 2686.3145),(29 2702.0808),(30 2687.062),(31 2701.6519),(32 2698.3066),(33 2726.2236),(34 2688.0208),(35 2712.8237),(36 2694.9421),(37 2699.6104),(38 2704.2727),(39 2674.6082),(40 2667.3372),(41 2700.3142),(42 2707.5906),(43 2664.6519),(44 2694.1523),(45 2692.7485),(46 2701.934),(47 2671.772),(48 2652.918),(49 2627.1785),(50 2596.7432),(51 2603.2559),(52 2598.1838),(53 2574.3835),(54 2599.967),(55 2602.7163),(56 2588.4297),(57 2603.0593),(58 2619.193),(59 2624.5522),(60 2618.114),(61 2632.4773),(62 2630.3184),(63 2668.507),(64 2667.3586),(65 2622.285),(66 2615.1328),(67 2610.1514),(68 2638.5303),(69 2635.1633),(70 2636.2043),(71 2654.389),(72 2674.2742),(73 2699.5928),(74 2744.0332),(75 2777.502),(76 2802.4253),(77 2786.8777),(78 2788.114),(79 2826.2158),
(1 1207.0208),(2 1611.2605),(3 1817.9851),(4 1957.0713),(5 2041.6289),(6 2123.1675),(7 2161.8132),(8 2193.341),(9 2208.7178),(10 2276.7375),(11 2349.1465),(12 2406.7449),(13 2435.2905),(14 2482.48),(15 2538.182),(16 2601.0034),(17 2608.9502),(18 2634.697),(19 2603.3965),(20 2649.222),(21 2666.7837),(22 2709.439),(23 2705.3457),(24 2676.017),(25 2698.4204),(26 2740.8528),(27 2731.3467),(28 2699.6113),(29 2711.8835),(30 2694.7258),(31 2713.618),(32 2723.917),(33 2735.4792),(34 2723.6494),(35 2674.3232),(36 2640.9663),(37 2636.7986),(38 2637.5981),(39 2658.2395),(40 2646.277),(41 2638.3835),(42 2644.8723),(43 2650.7488),(44 2662.618),(45 2663.2048),(46 2651.4512),(47 2621.224),(48 2605.5454),(49 2608.185),(50 2626.5696),(51 2606.4766),(52 2601.92),(53 2621.6362),(54 2639.727),(55 2651.766),(56 2632.37),(57 2631.9583),(58 2663.8975),(59 2632.169),(60 2596.045),(61 2619.536),(62 2619.8135),(63 2629.4275),(64 2604.569),(65 2591.191),(66 2591.7488),(67 2608.7783),(68 2616.1445),(69 2629.1294),(70 2594.5017),(71 2594.8955),(72 2602.4124),(73 2639.6416),(74 2647.9116),(75 2677.708),(76 2721.8574),(77 2717.8276),(78 2763.2083),(79 2770.2878),
(1 1203.0259),(2 1577.7039),(3 1805.0773),(4 1936.9086),(5 1999.617),(6 2094.1738),(7 2138.3604),(8 2197.4846),(9 2213.7344),(10 2262.5989),(11 2312.5737),(12 2339.9077),(13 2389.0566),(14 2441.4941),(15 2472.8057),(16 2532.169),(17 2586.9226),(18 2589.8025),(19 2590.7375),(20 2648.354),(21 2650.1545),(22 2675.5125),(23 2683.3413),(24 2684.8496),(25 2695.7786),(26 2717.7612),(27 2733.627),(28 2731.3994),(29 2731.2053),(30 2727.9893),(31 2729.43),(32 2712.9463),(33 2740.4922),(34 2728.669),(35 2707.3342),(36 2683.7915),(37 2661.411),(38 2689.021),(39 2702.786),(40 2702.8818),(41 2695.609),(42 2696.9587),(43 2728.7397),(44 2706.1323),(45 2712.6597),(46 2701.9026),(47 2674.6206),(48 2657.0623),(49 2633.55),(50 2629.9507),(51 2621.8203),(52 2611.1692),(53 2590.9438),(54 2584.0073),(55 2599.944),(56 2599.9543),(57 2612.3577),(58 2615.1912),(59 2597.635),(60 2575.0144),(61 2573.019),(62 2567.7546),(63 2576.2415),(64 2575.3037),(65 2578.571),(66 2592.3916),(67 2598.0903),(68 2574.048),(69 2526.1226),(70 2520.3647),(71 2553.1243),(72 2549.3945),(73 2555.8616),(74 2523.589),(75 2586.66),(76 2599.5664),(77 2607.1843),(78 2640.6418),(79 2637.5425),
(1 1190.2194),(2 1546.6823),(3 1779.3162),(4 1921.4633),(5 2003.0895),(6 2070.3975),(7 2134.2004),(8 2171.3447),(9 2236.6763),(10 2274.287),(11 2319.8574),(12 2363.5386),(13 2368.4597),(14 2429.1018),(15 2454.6318),(16 2506.7925),(17 2566.5383),(18 2574.5935),(19 2597.271),(20 2611.046),(21 2682.4136),(22 2709.2441),(23 2721.2583),(24 2740.0266),(25 2741.7104),(26 2731.839),(27 2762.0444),(28 2749.564),(29 2750.8416),(30 2732.2622),(31 2699.2886),(32 2693.1155),(33 2672.7014),(34 2661.3142),(35 2647.6157),(36 2628.7073),(37 2662.989),(38 2695.1948),(39 2654.7698),(40 2671.2493),(41 2685.278),(42 2641.2422),(43 2674.9536),(44 2664.798),(45 2696.5813),(46 2664.433),(47 2638.506),(48 2645.9512),(49 2618.7087),(50 2591.5151),(51 2567.2148),(52 2573.7969),(53 2570.848),(54 2570.1938),(55 2577.0732),(56 2581.9604),(57 2593.802),(58 2591.5325),(59 2604.0027),(60 2616.3376),(61 2631.6853),(62 2569.601),(63 2565.8706),(64 2574.7708),(65 2560.3813),(66 2546.1772),(67 2549.066),(68 2540.06),(69 2518.2856),(70 2482.4187),(71 2482.7234),(72 2482.2422),(73 2504.9617),(74 2519.9817),(75 2579.0417),(76 2566.2607),(77 2580.182),(78 2609.324),(79 2638.9956),
(1 1159.8479),(2 1475.8737),(3 1705.9707),(4 1851.1285),(5 1927.1654),(6 2034.7316),(7 2082.7014),(8 2095.111),(9 2120.2095),(10 2180.4746),(11 2226.8164),(12 2254.2817),(13 2275.089),(14 2336.5767),(15 2389.9084),(16 2429.0593),(17 2420.207),(18 2445.595),(19 2454.9097),(20 2507.8213),(21 2564.7407),(22 2593.983),(23 2577.1812),(24 2571.5742),(25 2544.056),(26 2568.6257),(27 2588.841),(28 2580.9395),(29 2615.2688),(30 2612.264),(31 2585.0803),(32 2576.6658),(33 2591.7512),(34 2580.5486),(35 2557.2898),(36 2566.4304),(37 2576.3074),(38 2573.5964),(39 2560.619),(40 2566.1843),(41 2573.4783),(42 2586.047),(43 2587.6597),(44 2585.4233),(45 2575.298),(46 2535.4338),(47 2546.0227),(48 2517.8743),(49 2493.1682),(50 2474.8933),(51 2455.4338),(52 2477.2434),(53 2494.5464),(54 2423.48),(55 2459.0747),(56 2437.9087),(57 2432.6743),(58 2441.846),(59 2438.6614),(60 2466.143),(61 2483.1204),(62 2425.5615),(63 2445.671),(64 2420.3054),(65 2415.5872),(66 2395.3071),(67 2383.2354),(68 2373.6116),(69 2385.3484),(70 2407.2288),(71 2407.891),(72 2401.9702),(73 2423.6875),(74 2428.9749),(75 2439.1685),(76 2459.8694),(77 2490.7234),(78 2513.236),(79 2515.0083),
(1 1145.0778),(2 1487.6674),(3 1721.4666),(4 1842.7762),(5 1910.619),(6 2015.2924),(7 2128.2002),(8 2141.574),(9 2186.7007),(10 2236.601),(11 2290.7961),(12 2309.0356),(13 2337.2598),(14 2392.9172),(15 2410.2766),(16 2464.706),(17 2469.0935),(18 2478.0208),(19 2514.269),(20 2518.9858),(21 2531.663),(22 2550.9265),(23 2555.0706),(24 2521.5774),(25 2505.0498),(26 2534.0796),(27 2550.3057),(28 2556.7432),(29 2541.8962),(30 2549.3538),(31 2543.4355),(32 2538.2754),(33 2550.2637),(34 2558.7412),(35 2561.7747),(36 2569.4927),(37 2565.7102),(38 2580.4707),(39 2568.1792),(40 2569.24),(41 2569.134),(42 2601.81),(43 2569.8386),(44 2571.598),(45 2596.1587),(46 2568.256),(47 2532.745),(48 2539.7627),(49 2495.6843),(50 2506.6785),(51 2489.2368),(52 2522.0386),(53 2504.711),(54 2482.2708),(55 2479.8105),(56 2467.707),(57 2484.1992),(58 2505.01),(59 2493.206),(60 2505.9622),(61 2482.5923),(62 2440.0032),(63 2462.9749),(64 2453.4949),(65 2426.0952),(66 2406.248),(67 2383.9265),(68 2363.6294),(69 2355.268),(70 2354.393),(71 2360.7847),(72 2377.423),(73 2367.3743),(74 2372.0886),(75 2411.5605),(76 2425.5186),(77 2456.7466),(78 2439.7483),(79 2473.227),
