1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46713.848),(2 162166.22),(3 328079.4),(4 517303.4),(5 709754.4),(6 879935.6),(7 1031184.5),(8 1160503.9),(9 1291853),(10 1433874.8),(11 1587292.1),(12 1763228.8),(13 1965218.8),(14 2175494.8),(15 2407866.8),(16 2645809),(17 2886148.8),(18 3137638.3),(19 3377930.5),(20 3624513.8),(21 3864712),(22 4102663.8),(23 4351853),(24 4610989.5),(25 4869491),(26 5139167),(27 5430661.5),(28 5720968.5),(29 6002494.5),(30 6274574),(31 6547417.5),(32 6824020),(33 7096724),(34 7357539),(35 7643012),(36 7904251),(37 8164639.5),(38 8395183),(39 8624183),(40 8848285),(41 9070088),(42 9291791),(43 9545832),(44 9815314),(45 10087946),(46 10368511),(47 10653192),(48 10923128),(49 11168769),(50 11414131),(51 11636961),(52 11861443),(53 12070648),(54 12263546),(55 12431462),(56 12615613),(57 12789231),(58 12959825),(59 13125425),(60 13292486),(61 13461092),(62 13616166),(63 13763150),(64 13880979),(65 13963629),(66 14027662),(67 14051566),(68 14075949),(69 14067041),(70 14063989),(71 14047795),(72 14011442),(73 13969176),(74 13932954),(75 13903548),(76 13863179),(77 13837843),(78 13819350),(79 13757665),
(1 44968.3),(2 156423.52),(3 314391.16),(4 489948.25),(5 661399.5),(6 806055.75),(7 932492.2),(8 1037203.3),(9 1146757.1),(10 1268440.5),(11 1409515),(12 1570845.4),(13 1765669.4),(14 1980357.6),(15 2227422.8),(16 2483042),(17 2728400.3),(18 2976678),(19 3217713.8),(20 3454086.8),(21 3685117.8),(22 3898399.8),(23 4115816.3),(24 4343207),(25 4577486),(26 4813172.5),(27 5071410.5),(28 5313116),(29 5546709),(30 5759037.5),(31 5969044.5),(32 6174878.5),(33 6370261.5),(34 6545085.5),(35 6718236.5),(36 6863009.5),(37 7009256),(38 7129618.5),(39 7257864),(40 7372641.5),(41 7490264.5),(42 7612894.5),(43 7749547.5),(44 7896493.5),(45 8051180.5),(46 8201633.5),(47 8362109.5),(48 8515088),(49 8676971),(50 8828259),(51 8974189),(52 9120365),(53 9253857),(54 9379047),(55 9488453),(56 9613501),(57 9750111),(58 9889753),(59 10033341),(60 10196914),(61 10366829),(62 10543804),(63 10705213),(64 10857851),(65 10985491),(66 11096397),(67 11180957),(68 11252841),(69 11305955),(70 11358305),(71 11408767),(72 11444069),(73 11488424),(74 11552069),(75 11615375),(76 11672397),(77 11721029),(78 11739765),(79 11725917),
(1 44929.4),(2 157321.88),(3 314803.75),(4 495876.16),(5 674103.75),(6 823130.75),(7 952675.4),(8 1065513.9),(9 1188192.5),(10 1323452.1),(11 1474895.4),(12 1657267.4),(13 1874334.1),(14 2120190.8),(15 2392174.5),(16 2664668.3),(17 2925116.8),(18 3197660.3),(19 3464015.3),(20 3736123),(21 3998329.5),(22 4261004),(23 4523327.5),(24 4780647),(25 5038716),(26 5312589.5),(27 5620528),(28 5923661),(29 6235233.5),(30 6534812),(31 6852862.5),(32 7177236.5),(33 7482565),(34 7768170),(35 8034093),(36 8288326.5),(37 8571204),(38 8850350),(39 9113066),(40 9363318),(41 9624411),(42 9871482),(43 10086348),(44 10290429),(45 10470940),(46 10633080),(47 10776822),(48 10921364),(49 11052150),(50 11168372),(51 11282465),(52 11385795),(53 11470610),(54 11544620),(55 11607782),(56 11664028),(57 11715274),(58 11740390),(59 11754642),(60 11753083),(61 11752868),(62 11721431),(63 11659924),(64 11610533),(65 11553713),(66 11507848),(67 11465023),(68 11414815),(69 11359620),(70 11286254),(71 11196378),(72 11094154),(73 10986829),(74 10879672),(75 10796444),(76 10718381),(77 10649311),(78 10581738),(79 10515577),
(1 49945.89),(2 173469.34),(3 349537.6),(4 552727.8),(5 763587.8),(6 953299.94),(7 1124605),(8 1271556.5),(9 1425173.9),(10 1587787),(11 1770356.1),(12 1985723.4),(13 2236859),(14 2513621.8),(15 2822963.8),(16 3134174.8),(17 3439916.8),(18 3759641),(19 4065317),(20 4362580),(21 4648013.5),(22 4919280.5),(23 5190615.5),(24 5451550),(25 5704896),(26 5979490),(27 6280276.5),(28 6581304.5),(29 6895175),(30 7203867.5),(31 7508681),(32 7796827.5),(33 8063886.5),(34 8296427),(35 8504204),(36 8685557),(37 8863312),(38 9014533),(39 9147411),(40 9286600),(41 9429252),(42 9564069),(43 9686594),(44 9794283),(45 9871324),(46 9937726),(47 9985674),(48 10029826),(49 10067021),(50 10102577),(51 10146225),(52 10209929),(53 10262106),(54 10328542),(55 10390436),(56 10438525),(57 10476505),(58 10506481),(59 10530250),(60 10554332),(61 10585940),(62 10599978),(63 10598017),(64 10588049),(65 10568774),(66 10573437),(67 10582680),(68 10600419),(69 10608401),(70 10613608),(71 10600097),(72 10573893),(73 10525481),(74 10452618),(75 10351599),(76 10265501),(77 10189178),(78 10119561),(79 10085692),
(1 52136.77),(2 181672.61),(3 364345.6),(4 574621.75),(5 795651.75),(6 998231.94),(7 1191446.1),(8 1364650.1),(9 1544796.9),(10 1742639),(11 1956126.1),(12 2198186.3),(13 2474098.8),(14 2764955.5),(15 3084590.8),(16 3405337.5),(17 3710815.5),(18 4014101.8),(19 4303957.5),(20 4570660),(21 4813603.5),(22 5031414.5),(23 5257302),(24 5478305),(25 5713202),(26 5954449),(27 6210272.5),(28 6450404.5),(29 6698034),(30 6931847),(31 7168758),(32 7397428),(33 7620659.5),(34 7812002.5),(35 7974105),(36 8109347.5),(37 8234953.5),(38 8327414),(39 8404401),(40 8468849),(41 8524015),(42 8593180),(43 8676716),(44 8763908),(45 8849889),(46 8928343),(47 8985689),(48 9042948),(49 9087354),(50 9127338),(51 9174863),(52 9232756),(53 9276839),(54 9317886),(55 9351336),(56 9371842),(57 9375777),(58 9384149),(59 9376628),(60 9381054),(61 9410954),(62 9457153),(63 9488878),(64 9514266),(65 9534056),(66 9537575),(67 9546487),(68 9559062),(69 9591006),(70 9640845),(71 9704702),(72 9780906),(73 9867220),(74 9953209),(75 10045870),(76 10174091),(77 10303416),(78 10435911),(79 10594047),
(1 56858.285),(2 199555.28),(3 401788.7),(4 636817.75),(5 881213.25),(6 1105078.9),(7 1321694.1),(8 1524793.9),(9 1739218.9),(10 1970563.8),(11 2213692.5),(12 2476636),(13 2769407.8),(14 3078283),(15 3407608.8),(16 3732017),(17 4044132.5),(18 4367458),(19 4685078.5),(20 4983664.5),(21 5253655),(22 5498365),(23 5744978),(24 5985809.5),(25 6241160.5),(26 6491515),(27 6748547.5),(28 6985451),(29 7219308.5),(30 7448214),(31 7680375.5),(32 7914203),(33 8146794),(34 8361470),(35 8562142),(36 8756065),(37 8944607),(38 9105749),(39 9237884),(40 9342330),(41 9414396),(42 9465519),(43 9506167),(44 9539596),(45 9591373),(46 9642461),(47 9694794),(48 9742026),(49 9786993),(50 9834313),(51 9876637),(52 9891605),(53 9875360),(54 9838871),(55 9774645),(56 9688079),(57 9570845),(58 9448827),(59 9317572),(60 9174609),(61 9038240),(62 8903928),(63 8759999),(64 8608906),(65 8460751),(66 8293669),(67 8136340.5),(68 7983162.5),(69 7846201.5),(70 7716848.5),(71 7600802),(72 7477685.5),(73 7347935),(74 7220050),(75 7105374),(76 7021225),(77 6967208.5),(78 6935050.5),(79 6923199.5),
(1 51584.168),(2 177963.97),(3 358277.66),(4 564932.44),(5 778969.6),(6 970575.8),(7 1148392.1),(8 1298319.6),(9 1456432.6),(10 1612602.8),(11 1770514.9),(12 1946648.8),(13 2136551.3),(14 2342696.3),(15 2578662.5),(16 2811792.5),(17 3047826.8),(18 3313838.5),(19 3586841),(20 3859342.3),(21 4113814.3),(22 4342776.5),(23 4570998.5),(24 4790278.5),(25 5006751),(26 5203205.5),(27 5393670.5),(28 5546903),(29 5701965),(30 5844838.5),(31 5983941),(32 6117535.5),(33 6247981),(34 6380270.5),(35 6507830.5),(36 6637868),(37 6771028.5),(38 6887487.5),(39 6983504),(40 7047937.5),(41 7082940),(42 7106584.5),(43 7124569),(44 7138351.5),(45 7155282.5),(46 7161514.5),(47 7175185.5),(48 7193036.5),(49 7221225.5),(50 7241199.5),(51 7247938.5),(52 7243519),(53 7231114.5),(54 7221464.5),(55 7207015.5),(56 7188049.5),(57 7164096.5),(58 7138180),(59 7117677.5),(60 7103371),(61 7105319),(62 7120137.5),(63 7120747),(64 7120484),(65 7119166),(66 7123900),(67 7120804),(68 7115051.5),(69 7111437.5),(70 7097802),(71 7080772.5),(72 7059826.5),(73 7047129),(74 7043942),(75 7055814),(76 7099674.5),(77 7164256),(78 7240388),(79 7298977.5),
(1 54732.848),(2 192374.5),(3 391847.9),(4 622132.1),(5 866277.44),(6 1097237.6),(7 1314293),(8 1503858.4),(9 1695175.3),(10 1886366.5),(11 2076098.9),(12 2284457.3),(13 2515640),(14 2767944.5),(15 3043322),(16 3305393),(17 3560342.5),(18 3827352.5),(19 4088392.8),(20 4349309),(21 4587576),(22 4816041.5),(23 5048920),(24 5270715),(25 5479874.5),(26 5682921),(27 5875929),(28 6035527.5),(29 6184746),(30 6308326),(31 6422254.5),(32 6513640),(33 6598089.5),(34 6661952),(35 6717559),(36 6778872),(37 6836074.5),(38 6897283),(39 6947493),(40 6981960.5),(41 6993313.5),(42 6983325),(43 6944382.5),(44 6884527.5),(45 6810341.5),(46 6733754),(47 6645181),(48 6552088),(49 6470552),(50 6395365),(51 6335822.5),(52 6284425.5),(53 6240473),(54 6204358),(55 6171533),(56 6140899.5),(57 6119863),(58 6093647.5),(59 6073354.5),(60 6058281),(61 6042480),(62 6026250),(63 6009139.5),(64 6001446.5),(65 5996272.5),(66 6012889),(67 6033515.5),(68 6068442),(69 6126478.5),(70 6198506.5),(71 6270197),(72 6351402.5),(73 6440698),(74 6535157.5),(75 6634936),(76 6734167.5),(77 6856681),(78 6971522),(79 7083828),
(1 52413.855),(2 182516.97),(3 363015.2),(4 573363),(5 799204.7),(6 1006748.5),(7 1203825.5),(8 1377880.9),(9 1561861.5),(10 1758548.1),(11 1956899.4),(12 2170452),(13 2406846),(14 2656194.3),(15 2926952.8),(16 3199451.5),(17 3468824),(18 3756800.3),(19 4042766.3),(20 4329272),(21 4600206.5),(22 4865185),(23 5126291),(24 5386978),(25 5633150),(26 5878999.5),(27 6123485),(28 6342138),(29 6558535.5),(30 6753777),(31 6940106),(32 7093925),(33 7212444),(34 7299754),(35 7369215),(36 7421760),(37 7477991),(38 7525226),(39 7568975),(40 7624662),(41 7669507),(42 7696061),(43 7704549),(44 7699162),(45 7671738.5),(46 7628248),(47 7572730.5),(48 7520836),(49 7462254),(50 7392236),(51 7332961.5),(52 7262556),(53 7182727),(54 7109437.5),(55 7031841),(56 6948016),(57 6865687.5),(58 6774880.5),(59 6659870.5),(60 6530008),(61 6400641),(62 6278979),(63 6169904),(64 6083891),(65 6012488),(66 5967299),(67 5919736),(68 5877735),(69 5845950),(70 5826071),(71 5818072),(72 5818049),(73 5819627.5),(74 5833046),(75 5866243),(76 5919784),(77 5992458),(78 6064786),(79 6158082),
(1 45691.37),(2 157780.05),(3 306973.5),(4 469994.1),(5 636552.6),(6 777884.8),(7 913727.56),(8 1043538.4),(9 1184290.8),(10 1337503.9),(11 1502789),(12 1677411.3),(13 1862626),(14 2054372.1),(15 2249177),(16 2440219.8),(17 2618349.8),(18 2796100.3),(19 2974793),(20 3151771.5),(21 3319804.5),(22 3476491.3),(23 3626467.5),(24 3769649.3),(25 3902052.3),(26 4037278.3),(27 4183938.5),(28 4320206.5),(29 4459967),(30 4586928.5),(31 4716659.5),(32 4820206.5),(33 4910430),(34 4978773),(35 5034922.5),(36 5080775),(37 5130342),(38 5184350.5),(39 5242303.5),(40 5303632.5),(41 5368591.5),(42 5423613),(43 5460153),(44 5475703.5),(45 5488801.5),(46 5498884.5),(47 5508029),(48 5529716),(49 5547161),(50 5557361),(51 5566192.5),(52 5581957),(53 5576782),(54 5568015.5),(55 5563169),(56 5557777),(57 5552513),(58 5557433),(59 5546567),(60 5535876.5),(61 5520313),(62 5501051),(63 5477676.5),(64 5447301.5),(65 5409831),(66 5372488),(67 5337231),(68 5306139),(69 5268051),(70 5223424),(71 5184277.5),(72 5146873),(73 5111044.5),(74 5084951.5),(75 5071189),(76 5052017.5),(77 5027655),(78 5006395),(79 4974100),
(1 48786.797),(2 167859.94),(3 331374.84),(4 516149.66),(5 710947.75),(6 886290.3),(7 1054196.5),(8 1209822.9),(9 1374856),(10 1550415.5),(11 1721718),(12 1901041.4),(13 2086587.3),(14 2278235.5),(15 2478192),(16 2678872.8),(17 2866550.8),(18 3059770.5),(19 3244690),(20 3414212),(21 3572412.3),(22 3711698),(23 3846140),(24 3968044.8),(25 4088932),(26 4211177),(27 4344040.5),(28 4455238.5),(29 4562005),(30 4649518.5),(31 4724862.5),(32 4786311.5),(33 4838625),(34 4869274.5),(35 4894264),(36 4916562.5),(37 4942461),(38 4965404),(39 4994294),(40 5035013.5),(41 5082936.5),(42 5122690),(43 5151609),(44 5160671),(45 5168045),(46 5182126.5),(47 5200716),(48 5225908),(49 5240824),(50 5251125.5),(51 5261408.5),(52 5268115),(53 5271597.5),(54 5264080.5),(55 5255324.5),(56 5243648),(57 5238866),(58 5255240),(59 5281461.5),(60 5306749.5),(61 5326041),(62 5337876),(63 5345926.5),(64 5358426.5),(65 5392969),(66 5430678),(67 5472117),(68 5510559.5),(69 5517794.5),(70 5510058),(71 5504695),(72 5513318),(73 5538968.5),(74 5573202.5),(75 5615128),(76 5660983),(77 5689375.5),(78 5715857.5),(79 5741847),
(1 49503.945),(2 169414.38),(3 337133.34),(4 531686.94),(5 735499.7),(6 916640.2),(7 1080795.5),(8 1216635.5),(9 1344290.1),(10 1475983.6),(11 1610802.5),(12 1764121.9),(13 1926912.9),(14 2089022.3),(15 2262091),(16 2425870.8),(17 2579917),(18 2740100.5),(19 2903328.3),(20 3063800.5),(21 3217491.3),(22 3351978.8),(23 3474786.8),(24 3581473.5),(25 3676773),(26 3767534.8),(27 3848744.5),(28 3925367.5),(29 4010800.5),(30 4089388.5),(31 4178197.3),(32 4265249.5),(33 4338026.5),(34 4401603),(35 4455690),(36 4510736.5),(37 4569384.5),(38 4625647.5),(39 4686973.5),(40 4754350),(41 4828414),(42 4892118),(43 4938945),(44 4974953),(45 4996394),(46 5006199.5),(47 5000454),(48 4993541),(49 4984361),(50 4978138),(51 4980413.5),(52 4975050.5),(53 4971655.5),(54 4966321.5),(55 4968218),(56 4974262),(57 4981189.5),(58 4988832),(59 5001090),(60 5007156),(61 4996695),(62 4971205),(63 4950740),(64 4932258.5),(65 4926967),(66 4935938),(67 4956768),(68 4993404.5),(69 5022151),(70 5043201),(71 5059954),(72 5062145.5),(73 5068851),(74 5081770),(75 5093733.5),(76 5094535.5),(77 5091536),(78 5080812.5),(79 5052854),
(1 57586.832),(2 201741.98),(3 402960.7),(4 633741.56),(5 868330.9),(6 1072646.8),(7 1259164.5),(8 1421424.1),(9 1582500.5),(10 1751897.6),(11 1926325.3),(12 2116676.5),(13 2321204),(14 2524688.3),(15 2728482.8),(16 2915797.8),(17 3084279.3),(18 3250329),(19 3416090.8),(20 3578938.8),(21 3731885.8),(22 3873290.8),(23 4008338.3),(24 4139373.5),(25 4250876),(26 4338360.5),(27 4396433),(28 4429580.5),(29 4450111.5),(30 4464207.5),(31 4476976.5),(32 4490425.5),(33 4489045),(34 4485599),(35 4474600),(36 4466587),(37 4462245),(38 4462103.5),(39 4465074.5),(40 4473586),(41 4491589.5),(42 4511399),(43 4530035.5),(44 4549748),(45 4556264),(46 4552207.5),(47 4545666),(48 4551299.5),(49 4566127.5),(50 4582722),(51 4592204),(52 4613204),(53 4639843),(54 4672104),(55 4700782),(56 4725548),(57 4733484.5),(58 4729738),(59 4724827),(60 4717045),(61 4704075),(62 4689088.5),(63 4688245),(64 4706070.5),(65 4744144.5),(66 4782315.5),(67 4813245.5),(68 4841485),(69 4867063),(70 4887993.5),(71 4905795),(72 4927312.5),(73 4944958),(74 4965749.5),(75 4983602),(76 4995458.5),(77 5007765),(78 5012936),(79 5006941),
(1 54059.75),(2 189321.44),(3 373471.44),(4 582030.4),(5 795549),(6 979024.2),(7 1157416.9),(8 1329385.3),(9 1510644.5),(10 1714989.1),(11 1927248),(12 2153262.8),(13 2394406.5),(14 2630947.5),(15 2857865),(16 3062457),(17 3240655),(18 3421371),(19 3606108.8),(20 3795324.5),(21 3978931.3),(22 4150030.3),(23 4309768.5),(24 4449966),(25 4560129.5),(26 4633750.5),(27 4688558.5),(28 4727297),(29 4746632.5),(30 4746706),(31 4741807.5),(32 4719900.5),(33 4677666),(34 4614737.5),(35 4544088),(36 4460763),(37 4386448.5),(38 4326478),(39 4276867.5),(40 4241997),(41 4211285),(42 4188231.8),(43 4166742.8),(44 4150612.3),(45 4130249.5),(46 4111836),(47 4101814.5),(48 4106120.5),(49 4120585.3),(50 4139944.3),(51 4155026.5),(52 4175657.3),(53 4199895),(54 4231140.5),(55 4264104),(56 4296990.5),(57 4329178.5),(58 4348867),(59 4357214),(60 4366214.5),(61 4367052),(62 4381336.5),(63 4396654),(64 4424888),(65 4470683.5),(66 4518944.5),(67 4558221),(68 4590671.5),(69 4607849),(70 4632861),(71 4644127.5),(72 4654391),(73 4664889),(74 4683640.5),(75 4686985),(76 4677563.5),(77 4653131),(78 4619865.5),(79 4580319.5),
(1 54142.277),(2 187456.28),(3 373757.9),(4 582967.3),(5 791153.44),(6 971035.56),(7 1133804.6),(8 1275898.6),(9 1429828.8),(10 1597844.8),(11 1779493.8),(12 1985972.6),(13 2209019.5),(14 2435782.8),(15 2655295.8),(16 2858737.8),(17 3045403.8),(18 3236426),(19 3419695.3),(20 3598039.8),(21 3771616.8),(22 3926440.3),(23 4068301.5),(24 4183716.3),(25 4270915),(26 4321848),(27 4356974),(28 4382544.5),(29 4409302),(30 4430576),(31 4456859.5),(32 4477662.5),(33 4494888.5),(34 4509763.5),(35 4529529),(36 4546860),(37 4573167.5),(38 4588241.5),(39 4591424),(40 4591628.5),(41 4582245.5),(42 4566474),(43 4545079),(44 4524683.5),(45 4508155.5),(46 4496651.5),(47 4494064.5),(48 4497717.5),(49 4498893.5),(50 4494495.5),(51 4490408.5),(52 4490956),(53 4483540.5),(54 4478788.5),(55 4469039.5),(56 4462314.5),(57 4455477.5),(58 4442097.5),(59 4431491.5),(60 4425856.5),(61 4426801),(62 4437342.5),(63 4458341.5),(64 4483035.5),(65 4523924.5),(66 4554221),(67 4579765.5),(68 4593984.5),(69 4599992.5),(70 4605762),(71 4616238.5),(72 4625069),(73 4627912),(74 4629706.5),(75 4629884.5),(76 4627639),(77 4613829.5),(78 4598647.5),(79 4587461),
(1 48334.895),(2 165534.39),(3 325381.72),(4 506251.06),(5 690252),(6 847999.1),(7 992140.94),(8 1115934),(9 1254816.3),(10 1407357.4),(11 1570544.8),(12 1751322.5),(13 1940044.8),(14 2129503),(15 2316982.5),(16 2491822.8),(17 2659051.8),(18 2842953.3),(19 3027636.5),(20 3214423.5),(21 3398290.3),(22 3558906.8),(23 3711485),(24 3832636.5),(25 3932968.5),(26 4011643),(27 4066955.5),(28 4112029.3),(29 4170913.3),(30 4220837.5),(31 4260786.5),(32 4287294.5),(33 4298753),(34 4311063.5),(35 4329290),(36 4350795.5),(37 4370347),(38 4380113.5),(39 4370271.5),(40 4353265),(41 4327658.5),(42 4286361.5),(43 4245746.5),(44 4199359.5),(45 4146169.5),(46 4102131.5),(47 4063414),(48 4029363.5),(49 4002419.8),(50 3971082.8),(51 3930987),(52 3891318.8),(53 3850288),(54 3811042.3),(55 3763489.5),(56 3716940.3),(57 3671021),(58 3614253),(59 3559540.5),(60 3516555.5),(61 3484899.5),(62 3459345.3),(63 3440506.8),(64 3422222.5),(65 3417518),(66 3426139),(67 3442935.3),(68 3469302),(69 3498026.8),(70 3528854.5),(71 3565155),(72 3598914.3),(73 3626584.5),(74 3657444.3),(75 3695294.5),(76 3746328.8),(77 3805484.3),(78 3864069.3),(79 3939100.5),
(1 47860.59),(2 164484.53),(3 324612.97),(4 503507.78),(5 684296.25),(6 842786.1),(7 990940.56),(8 1124151.6),(9 1262194.5),(10 1407249.8),(11 1554437),(12 1708458),(13 1866273.4),(14 2016545.8),(15 2166843.8),(16 2304999),(17 2438192.8),(18 2580369.8),(19 2722304),(20 2863686.3),(21 3001086.5),(22 3118983.5),(23 3218369.5),(24 3301086.5),(25 3371959.8),(26 3423924.5),(27 3461163),(28 3494730),(29 3534533.8),(30 3567501.5),(31 3593077.3),(32 3601862.8),(33 3594587),(34 3577060.5),(35 3552610.3),(36 3521973),(37 3495993.5),(38 3470582.8),(39 3440215.8),(40 3404546.3),(41 3366808.5),(42 3318749.3),(43 3272240),(44 3232787.3),(45 3209997.5),(46 3200655.8),(47 3205626),(48 3218351.8),(49 3234028),(50 3251579.8),(51 3277028.5),(52 3308622.3),(53 3336859),(54 3358961.8),(55 3375303.8),(56 3386502),(57 3394067.3),(58 3398371.5),(59 3404515.3),(60 3417998.5),(61 3442605.8),(62 3468532.3),(63 3494797.5),(64 3514247.8),(65 3523664.8),(66 3525081.5),(67 3517932.5),(68 3513462),(69 3508592.8),(70 3505743.8),(71 3503681),(72 3499650.8),(73 3492601),(74 3481629.5),(75 3475730.8),(76 3477227.5),(77 3489527),(78 3512897.8),(79 3549538.3),
(1 50308.68),(2 174792.2),(3 344206.16),(4 527796.2),(5 699662.44),(6 841087.7),(7 964068.7),(8 1075507.6),(9 1198163.9),(10 1335876.9),(11 1484193.8),(12 1634945.3),(13 1787017.3),(14 1921208.8),(15 2044082.9),(16 2146633.8),(17 2233654),(18 2315080.8),(19 2393433.5),(20 2470760.5),(21 2548422.8),(22 2626095.5),(23 2704208.3),(24 2777324.3),(25 2845329.3),(26 2902216.8),(27 2945378.8),(28 2978375.5),(29 3015617.5),(30 3043089),(31 3058426.3),(32 3063244),(33 3067453.3),(34 3064414.8),(35 3062738.5),(36 3054956.5),(37 3050512.8),(38 3042387.5),(39 3032661.8),(40 3014002),(41 2982416.3),(42 2941141.3),(43 2890220.8),(44 2834028.8),(45 2779685.8),(46 2734317.5),(47 2701787.5),(48 2686312.8),(49 2677323.5),(50 2671099.3),(51 2673286.3),(52 2680500),(53 2694683.5),(54 2705357.5),(55 2717768.8),(56 2729467.5),(57 2742629),(58 2750811.5),(59 2760492.8),(60 2768913.5),(61 2781492.5),(62 2807174),(63 2836641.3),(64 2876370.8),(65 2903259.3),(66 2920427),(67 2921833),(68 2909424),(69 2889152.3),(70 2871736.3),(71 2857668.8),(72 2862841.8),(73 2875056.8),(74 2886545.3),(75 2898551.5),(76 2901943.3),(77 2905574),(78 2908793.8),(79 2916025.5),
