1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 136.16144),(2 175.55754),(3 192.2807),(4 205.34186),(5 215.47795),(6 221.77524),(7 222.23842),(8 224.39366),(9 227.75327),(10 229.60344),(11 230.68777),(12 233.31618),(13 236.12592),(14 241.10909),(15 239.37436),(16 241.76212),(17 242.39227),(18 244.37076),(19 245.90736),(20 248.5026),(21 250.02258),(22 250.66931),(23 250.45555),(24 252.78195),(25 254.74239),(26 256.85895),(27 256.60745),(28 258.17783),(29 258.49957),(30 259.4266),(31 259.58948),(32 261.08316),(33 263.34323),(34 262.90497),(35 261.46204),(36 262.36197),(37 260.8503),(38 263.81625),(39 260.22626),(40 261.13147),(41 259.55103),(42 259.0845),(43 259.10242),(44 260.00305),(45 257.6325),(46 258.2808),(47 257.08316),(48 255.90274),(49 256.2163),(50 257.02066),(51 257.24213),(52 256.70892),(53 256.84634),(54 255.40382),(55 257.2542),(56 256.13684),(57 256.32535),(58 257.26563),(59 256.04938),(60 254.91647),(61 256.88928),(62 257.9656),(63 260.50797),(64 260.62253),(65 261.0746),(66 260.4148),(67 263.3915),(68 264.6535),(69 263.82544),(70 264.29092),(71 263.27042),(72 264.15332),(73 264.74707),(74 265.4656),(75 263.7622),(76 264.29788),(77 262.26553),(78 263.16006),(79 261.99966),
(1 133.43619),(2 172.52982),(3 189.64673),(4 202.77315),(5 211.57262),(6 216.15631),(7 219.57396),(8 221.84738),(9 223.79424),(10 226.89287),(11 227.85905),(12 229.52876),(13 233.02853),(14 234.9038),(15 236.51219),(16 237.08751),(17 239.23677),(18 241.60841),(19 243.20184),(20 247.08884),(21 250.51167),(22 250.3762),(23 253.19966),(24 253.53331),(25 254.85085),(26 256.8483),(27 252.62132),(28 252.64651),(29 252.50438),(30 252.00096),(31 251.36516),(32 254.8552),(33 257.5561),(34 254.95776),(35 253.38156),(36 254.77936),(37 256.27362),(38 259.8924),(39 257.8762),(40 257.7114),(41 257.76624),(42 259.3395),(43 257.80713),(44 256.33047),(45 254.99597),(46 255.2948),(47 254.25464),(48 253.76389),(49 254.20483),(50 254.28343),(51 253.1139),(52 252.51912),(53 251.37201),(54 252.3754),(55 252.98381),(56 251.85677),(57 250.77148),(58 251.31197),(59 253.35245),(60 252.52386),(61 254.31946),(62 257.24976),(63 256.31027),(64 256.51025),(65 256.5424),(66 258.3648),(67 258.07712),(68 258.40417),(69 257.98233),(70 260.11203),(71 258.99173),(72 259.28723),(73 261.48892),(74 262.86496),(75 261.2972),(76 261.3259),(77 261.93686),(78 260.3967),(79 259.0946),
(1 133.6258),(2 171.09618),(3 184.80797),(4 197.3988),(5 204.21606),(6 208.70459),(7 210.89958),(8 210.22649),(9 213.8996),(10 216.52866),(11 218.89561),(12 222.8644),(13 224.43452),(14 227.33678),(15 227.20572),(16 227.87505),(17 230.41846),(18 231.04672),(19 234.44785),(20 234.04662),(21 235.77188),(22 236.88121),(23 236.44954),(24 238.38065),(25 239.97284),(26 239.969),(27 241.3897),(28 243.23225),(29 246.59903),(30 247.63052),(31 246.70316),(32 247.16853),(33 248.01692),(34 248.03847),(35 247.04356),(36 247.9037),(37 249.6329),(38 251.2934),(39 252.33118),(40 252.38203),(41 253.00719),(42 254.84502),(43 253.9862),(44 253.43988),(45 253.0663),(46 252.46095),(47 251.13588),(48 250.09889),(49 250.74968),(50 252.90733),(51 250.1406),(52 249.99066),(53 250.5033),(54 250.66736),(55 251.50891),(56 251.44875),(57 250.42166),(58 251.61163),(59 251.25647),(60 251.04703),(61 251.1467),(62 254.61856),(63 251.40866),(64 250.10362),(65 251.09792),(66 251.12654),(67 250.32004),(68 250.82393),(69 253.21689),(70 254.36124),(71 252.57828),(72 256.8668),(73 254.61375),(74 257.091),(75 257.07013),(76 257.4021),(77 254.21455),(78 251.5217),(79 252.20596),
(1 131.45628),(2 168.20607),(3 185.55144),(4 196.82811),(5 202.31116),(6 206.26987),(7 209.92711),(8 212.673),(9 214.41772),(10 218.24799),(11 221.77937),(12 221.48213),(13 222.21983),(14 225.10507),(15 225.75809),(16 228.40149),(17 231.0641),(18 232.27687),(19 237.1891),(20 237.4618),(21 239.658),(22 239.96762),(23 240.05385),(24 239.1891),(25 240.93828),(26 243.49007),(27 243.18622),(28 241.76369),(29 241.41173),(30 242.0529),(31 243.24063),(32 243.36964),(33 242.53365),(34 241.08026),(35 244.07349),(36 245.64536),(37 244.80136),(38 245.72014),(39 242.66806),(40 242.92255),(41 243.6319),(42 245.05228),(43 245.42749),(44 244.04248),(45 245.08911),(46 245.042),(47 243.50803),(48 243.3768),(49 243.92671),(50 245.53796),(51 245.00116),(52 244.46906),(53 244.62964),(54 246.28833),(55 248.90254),(56 246.74876),(57 246.2395),(58 245.17767),(59 246.67183),(60 249.97954),(61 246.43219),(62 247.93706),(63 245.14848),(64 246.59627),(65 247.79535),(66 248.6127),(67 248.90486),(68 249.47966),(69 247.73836),(70 249.64565),(71 248.57722),(72 252.07529),(73 248.56262),(74 250.91817),(75 248.83307),(76 249.07104),(77 248.70207),(78 247.32224),(79 246.65056),
(1 129.81703),(2 166.04308),(3 183.28174),(4 195.15128),(5 202.46307),(6 208.94684),(7 211.62408),(8 214.37755),(9 218.20683),(10 220.00201),(11 222.50075),(12 224.87462),(13 224.23215),(14 226.94719),(15 229.15898),(16 230.22986),(17 231.74333),(18 234.6946),(19 236.37997),(20 237.59207),(21 240.04059),(22 242.55089),(23 239.52092),(24 238.92996),(25 243.46211),(26 245.42706),(27 245.34975),(28 248.10455),(29 248.9456),(30 251.82944),(31 250.31293),(32 251.93488),(33 249.89958),(34 249.8207),(35 250.20377),(36 248.18167),(37 250.15598),(38 251.4386),(39 250.0462),(40 247.96677),(41 250.69772),(42 251.03047),(43 249.93558),(44 250.99179),(45 253.37784),(46 253.25429),(47 250.50447),(48 250.38701),(49 250.32904),(50 251.62674),(51 249.32489),(52 249.65817),(53 249.9458),(54 250.81435),(55 250.30983),(56 249.81879),(57 251.064),(58 249.56006),(59 248.79303),(60 253.7847),(61 254.27142),(62 252.91989),(63 250.6925),(64 251.29875),(65 250.78618),(66 250.2789),(67 250.61473),(68 250.56094),(69 251.43192),(70 253.10359),(71 252.50093),(72 253.59712),(73 254.6186),(74 255.75323),(75 252.33395),(76 252.82663),(77 251.37701),(78 251.09656),(79 254.32048),
(1 128.06464),(2 162.68388),(3 179.09802),(4 192.37474),(5 199.7523),(6 207.89464),(7 212.43513),(8 213.3522),(9 213.82878),(10 216.24919),(11 215.54384),(12 218.7847),(13 220.94028),(14 224.98506),(15 225.94197),(16 228.85799),(17 230.68896),(18 229.33661),(19 230.9767),(20 233.62016),(21 236.4824),(22 236.34688),(23 235.35995),(24 235.60431),(25 237.65036),(26 239.1027),(27 238.3907),(28 238.89241),(29 241.31644),(30 242.169),(31 242.83891),(32 240.53412),(33 244.2433),(34 243.14857),(35 244.95523),(36 244.51169),(37 245.37675),(38 247.30011),(39 245.66998),(40 244.1447),(41 242.53967),(42 241.28508),(43 239.43626),(44 238.94301),(45 239.02542),(46 241.84682),(47 238.13086),(48 238.16167),(49 239.52705),(50 240.17511),(51 239.9745),(52 239.79166),(53 239.89754),(54 242.20721),(55 239.15817),(56 240.25638),(57 239.79144),(58 240.72417),(59 242.12854),(60 241.69897),(61 242.7205),(62 244.95717),(63 244.39452),(64 246.78343),(65 246.65338),(66 242.92792),(67 243.48026),(68 243.47153),(69 243.44894),(70 243.36778),(71 243.75331),(72 246.51454),(73 245.88437),(74 246.64995),(75 247.09131),(76 245.83467),(77 246.81224),(78 245.08337),(79 244.6125),
(1 123.79645),(2 159.46571),(3 175.84766),(4 187.9054),(5 197.97906),(6 204.32077),(7 207.69267),(8 209.5903),(9 210.59186),(10 210.86325),(11 212.94943),(12 216.77199),(13 217.28346),(14 220.31804),(15 221.4644),(16 221.7813),(17 224.14096),(18 224.77261),(19 226.82555),(20 230.08894),(21 229.94777),(22 227.5208),(23 230.5229),(24 231.47824),(25 234.2971),(26 238.71162),(27 241.16959),(28 240.58345),(29 239.47467),(30 238.18185),(31 239.61148),(32 242.14635),(33 243.1613),(34 243.77919),(35 244.91914),(36 246.23341),(37 245.23006),(38 246.67929),(39 243.21805),(40 245.1367),(41 245.7832),(42 243.89418),(43 244.64583),(44 246.2459),(45 244.12715),(46 241.75189),(47 240.21875),(48 242.32909),(49 240.19421),(50 240.901),(51 238.42676),(52 239.06412),(53 241.51279),(54 242.32428),(55 240.00671),(56 238.98534),(57 239.23297),(58 238.74944),(59 240.48386),(60 238.42915),(61 238.51988),(62 239.76773),(63 241.15211),(64 244.17216),(65 242.41951),(66 242.19452),(67 243.1219),(68 243.98877),(69 241.5652),(70 243.14491),(71 245.95139),(72 246.46487),(73 246.5017),(74 249.57771),(75 250.17482),(76 247.77618),(77 248.28232),(78 245.57597),(79 244.05286),
(1 125.38879),(2 160.95374),(3 177.62425),(4 190.40862),(5 198.47116),(6 201.29778),(7 206.82841),(8 211.84425),(9 211.52658),(10 214.61244),(11 217.8676),(12 218.375),(13 217.32823),(14 221.41933),(15 220.18668),(16 221.12823),(17 223.6484),(18 225.37115),(19 228.46198),(20 231.3455),(21 233.45006),(22 234.29031),(23 235.9616),(24 235.85228),(25 238.82373),(26 244.51581),(27 244.07845),(28 244.7144),(29 243.72012),(30 245.15575),(31 245.76729),(32 246.31494),(33 246.55789),(34 247.46732),(35 246.69624),(36 247.10419),(37 247.95792),(38 250.28006),(39 248.27283),(40 249.70776),(41 249.30678),(42 248.76306),(43 247.69716),(44 247.79706),(45 245.09688),(46 243.50446),(47 242.82106),(48 241.13782),(49 241.2644),(50 240.3332),(51 238.86716),(52 238.96342),(53 239.05414),(54 239.65349),(55 239.89078),(56 238.63652),(57 237.38681),(58 235.52452),(59 235.42418),(60 236.45618),(61 238.07388),(62 241.57597),(63 238.95299),(64 241.20633),(65 242.32211),(66 242.06473),(67 240.63268),(68 241.11539),(69 241.07831),(70 244.71349),(71 246.61856),(72 245.45514),(73 246.48683),(74 246.8902),(75 245.81134),(76 242.91273),(77 244.51181),(78 245.70317),(79 244.31844),
(1 122.93499),(2 155.79712),(3 172.51688),(4 183.55103),(5 191.18645),(6 198.90817),(7 199.91539),(8 203.26884),(9 206.31586),(10 208.52248),(11 209.69159),(12 212.06499),(13 216.71194),(14 220.11064),(15 218.82857),(16 219.51799),(17 220.68413),(18 222.74124),(19 222.2732),(20 224.35432),(21 225.77063),(22 223.73093),(23 226.02193),(24 229.99213),(25 233.1235),(26 234.0769),(27 232.81732),(28 234.8728),(29 235.27483),(30 234.07693),(31 232.70966),(32 235.0441),(33 237.78864),(34 239.73743),(35 237.87556),(36 238.95409),(37 240.41133),(38 240.72995),(39 240.44939),(40 239.73676),(41 239.52435),(42 242.7117),(43 241.09155),(44 240.15947),(45 237.64505),(46 236.02565),(47 234.82411),(48 235.75668),(49 236.00249),(50 235.49458),(51 234.42322),(52 235.20703),(53 237.16418),(54 234.95274),(55 234.07033),(56 233.39293),(57 233.17351),(58 231.14682),(59 231.21278),(60 230.37718),(61 229.7855),(62 231.85237),(63 232.1492),(64 231.98267),(65 232.36182),(66 234.564),(67 234.13647),(68 236.00891),(69 235.30968),(70 234.56773),(71 236.13866),(72 234.92982),(73 239.4153),(74 241.02094),(75 239.55835),(76 238.64986),(77 237.34491),(78 237.124),(79 238.00578),
(1 125.41955),(2 157.67535),(3 174.61078),(4 187.38034),(5 195.78331),(6 200.50027),(7 203.94801),(8 207.59937),(9 207.90233),(10 211.65088),(11 211.63513),(12 215.30406),(13 216.9345),(14 219.35873),(15 219.85608),(16 222.03003),(17 224.4569),(18 224.8577),(19 226.67892),(20 227.35788),(21 226.984),(22 227.27217),(23 225.91048),(24 229.85913),(25 230.0373),(26 235.09012),(27 236.84457),(28 237.7055),(29 236.32385),(30 236.76047),(31 237.51093),(32 240.94954),(33 239.86575),(34 239.23825),(35 238.9938),(36 238.64519),(37 241.62938),(38 239.71109),(39 239.89357),(40 239.31566),(41 237.1961),(42 237.48947),(43 235.64792),(44 233.79381),(45 234.16861),(46 235.37163),(47 235.77762),(48 235.54306),(49 236.55994),(50 238.08574),(51 238.4277),(52 239.57121),(53 237.58752),(54 238.73604),(55 238.75697),(56 237.8003),(57 237.27231),(58 237.90977),(59 237.38739),(60 236.83229),(61 235.61237),(62 239.42511),(63 239.41156),(64 238.69206),(65 239.58728),(66 237.80638),(67 236.68707),(68 238.6429),(69 238.58257),(70 236.8865),(71 238.59578),(72 238.3245),(73 239.93323),(74 242.62141),(75 240.92436),(76 238.5094),(77 238.81883),(78 237.511),(79 237.33702),
(1 121.04964),(2 153.57826),(3 169.95021),(4 180.66957),(5 189.01176),(6 194.696),(7 200.6329),(8 204.36165),(9 206.96814),(10 209.51543),(11 212.52324),(12 213.0225),(13 217.53477),(14 219.90147),(15 217.01517),(16 218.6777),(17 218.27194),(18 220.86978),(19 222.86452),(20 224.52766),(21 225.73619),(22 226.10469),(23 226.94345),(24 229.99335),(25 231.3515),(26 233.38725),(27 235.56828),(28 238.87595),(29 237.35426),(30 235.63908),(31 237.19),(32 239.69972),(33 238.55086),(34 238.43678),(35 237.15671),(36 236.8204),(37 239.50595),(38 241.30913),(39 239.30148),(40 236.14104),(41 235.52263),(42 233.56473),(43 233.32959),(44 233.41495),(45 232.36865),(46 233.22676),(47 233.49776),(48 231.86012),(49 230.53491),(50 230.44829),(51 228.43715),(52 230.0858),(53 230.05191),(54 231.05856),(55 231.71791),(56 232.77992),(57 231.02008),(58 232.87259),(59 232.34099),(60 232.80457),(61 232.43553),(62 233.85649),(63 233.86313),(64 234.34523),(65 232.04282),(66 230.09969),(67 230.84746),(68 230.89119),(69 232.10469),(70 232.77762),(71 233.24493),(72 234.67955),(73 237.09106),(74 237.15375),(75 235.17328),(76 232.91624),(77 231.93068),(78 231.15526),(79 231.88264),
(1 121.39059),(2 152.96622),(3 167.66919),(4 180.07678),(5 187.28653),(6 192.8347),(7 196.48134),(8 197.41855),(9 199.02501),(10 200.64003),(11 204.7405),(12 205.49974),(13 209.47594),(14 211.29242),(15 209.7803),(16 211.31253),(17 213.48936),(18 214.1514),(19 216.65945),(20 218.0913),(21 220.50029),(22 222.43854),(23 223.81882),(24 222.45148),(25 225.25752),(26 228.21004),(27 227.9712),(28 230.61525),(29 230.171),(30 229.12556),(31 232.53877),(32 233.51982),(33 233.94554),(34 233.32307),(35 234.1226),(36 233.4925),(37 234.7346),(38 238.16063),(39 234.7344),(40 233.54984),(41 231.84686),(42 232.12712),(43 230.8125),(44 231.33052),(45 231.31871),(46 229.54019),(47 230.0059),(48 230.40463),(49 229.30356),(50 231.86404),(51 228.92691),(52 228.49347),(53 230.14413),(54 229.13602),(55 230.45518),(56 231.49551),(57 232.08238),(58 230.37593),(59 228.53511),(60 230.67693),(61 230.87753),(62 229.90671),(63 230.43799),(64 229.18503),(65 229.66582),(66 230.25325),(67 231.00229),(68 231.30988),(69 231.25769),(70 231.82678),(71 233.25188),(72 233.35175),(73 234.38402),(74 236.71793),(75 235.55962),(76 234.10051),(77 234.21172),(78 233.48778),(79 234.63101),
(1 118.615654),(2 149.92224),(3 168.15881),(4 180.1763),(5 187.30919),(6 192.54622),(7 196.97356),(8 198.97514),(9 202.72713),(10 204.90944),(11 209.69516),(12 210.74977),(13 210.77666),(14 211.64258),(15 214.69629),(16 215.95338),(17 219.39102),(18 220.34807),(19 222.44492),(20 225.28014),(21 225.41426),(22 228.47366),(23 228.50806),(24 228.87172),(25 230.12276),(26 231.92476),(27 232.69637),(28 233.07446),(29 233.59526),(30 230.91449),(31 229.48157),(32 230.08566),(33 231.39853),(34 231.94588),(35 230.9238),(36 231.45903),(37 233.80714),(38 235.61577),(39 234.36598),(40 234.6158),(41 234.81615),(42 238.03783),(43 236.63272),(44 237.67941),(45 235.8667),(46 235.15584),(47 234.33005),(48 233.13312),(49 233.10776),(50 233.05884),(51 231.45871),(52 232.6915),(53 234.8177),(54 233.52629),(55 232.45833),(56 231.92905),(57 231.69272),(58 230.39734),(59 231.463),(60 231.83083),(61 230.62112),(62 230.93588),(63 230.44589),(64 231.46115),(65 229.40585),(66 226.4485),(67 230.34871),(68 230.31807),(69 230.88066),(70 230.85716),(71 232.74532),(72 232.70464),(73 232.3648),(74 233.81755),(75 232.09645),(76 233.36348),(77 233.57321),(78 232.36913),(79 233.87064),
(1 116.67339),(2 146.66083),(3 162.54031),(4 173.21942),(5 177.93338),(6 184.11913),(7 188.96742),(8 191.50014),(9 194.63725),(10 197.11876),(11 197.9106),(12 198.52339),(13 202.72409),(14 204.03198),(15 203.04811),(16 204.3308),(17 206.95975),(18 206.65022),(19 209.34036),(20 212.38226),(21 213.46904),(22 212.4454),(23 216.34131),(24 219.6256),(25 221.05414),(26 221.95103),(27 220.49933),(28 221.93402),(29 222.00327),(30 224.26884),(31 224.2528),(32 224.08734),(33 225.83948),(34 225.78027),(35 224.62619),(36 225.08795),(37 226.88542),(38 230.67307),(39 230.28413),(40 231.08531),(41 229.36797),(42 228.34622),(43 230.73178),(44 231.328),(45 232.24887),(46 231.31126),(47 228.90797),(48 230.91615),(49 229.51971),(50 228.82697),(51 227.43027),(52 226.66336),(53 229.21265),(54 228.23164),(55 227.10799),(56 224.8451),(57 228.09282),(58 225.79878),(59 226.60652),(60 227.94579),(61 226.45181),(62 225.79782),(63 224.17513),(64 223.3135),(65 222.61128),(66 223.60004),(67 224.07967),(68 226.92102),(69 227.96764),(70 226.75885),(71 229.00334),(72 229.43655),(73 228.79608),(74 231.62233),(75 230.75438),(76 228.36687),(77 227.01112),(78 225.65555),(79 227.57414),
(1 114.23236),(2 147.24654),(3 162.36922),(4 173.57614),(5 181.78928),(6 185.47273),(7 188.95895),(8 191.81683),(9 195.26695),(10 194.45259),(11 197.18498),(12 199.75073),(13 202.07994),(14 201.49538),(15 201.52048),(16 202.77235),(17 204.63416),(18 206.48192),(19 210.29639),(20 212.18428),(21 212.11598),(22 212.90468),(23 213.14142),(24 214.84535),(25 218.22752),(26 219.68567),(27 218.21913),(28 218.84499),(29 218.49417),(30 224.50145),(31 223.00452),(32 222.4899),(33 224.85399),(34 224.23587),(35 225.67719),(36 224.37936),(37 224.28935),(38 227.36281),(39 226.11726),(40 225.89813),(41 226.56743),(42 227.74947),(43 230.05649),(44 229.25508),(45 227.4067),(46 226.76831),(47 226.81645),(48 227.62605),(49 225.99464),(50 229.67188),(51 228.68234),(52 226.9048),(53 226.94188),(54 227.80154),(55 228.14568),(56 227.56778),(57 228.41866),(58 225.56389),(59 225.97865),(60 223.41896),(61 222.49454),(62 223.23715),(63 223.60318),(64 220.75343),(65 220.80531),(66 221.38513),(67 222.17139),(68 224.55928),(69 224.0409),(70 225.33133),(71 224.26895),(72 223.66515),(73 222.26418),(74 226.39964),(75 226.93272),(76 226.20065),(77 225.31369),(78 224.63959),(79 224.21805),
(1 115.51795),(2 146.22876),(3 160.58603),(4 171.93036),(5 177.87218),(6 183.07893),(7 187.937),(8 191.76581),(9 194.62674),(10 194.41745),(11 197.276),(12 197.10756),(13 200.85039),(14 202.0151),(15 200.75916),(16 203.62791),(17 204.93036),(18 205.75047),(19 205.75421),(20 207.67265),(21 209.12125),(22 211.4016),(23 211.52238),(24 211.1063),(25 212.08987),(26 216.01494),(27 216.65952),(28 218.56506),(29 218.1057),(30 219.692),(31 219.5774),(32 220.87148),(33 223.7905),(34 222.95903),(35 222.37354),(36 224.68889),(37 222.30728),(38 222.1935),(39 221.61537),(40 221.77864),(41 221.71945),(42 222.3016),(43 221.87419),(44 221.88168),(45 222.14862),(46 221.02),(47 219.60658),(48 218.86462),(49 217.67737),(50 221.04118),(51 222.25917),(52 221.6195),(53 220.86113),(54 221.14238),(55 222.1569),(56 220.83537),(57 222.63367),(58 223.42114),(59 223.47118),(60 223.41861),(61 223.05313),(62 225.0775),(63 223.21388),(64 223.35457),(65 223.08983),(66 223.49904),(67 222.85301),(68 223.80591),(69 222.15019),(70 223.63956),(71 221.66916),(72 222.64227),(73 221.53325),(74 222.20044),(75 221.25175),(76 219.29272),(77 218.45538),(78 218.7734),(79 219.49463),
(1 114.27689),(2 147.5209),(3 163.55919),(4 172.80595),(5 181.16837),(6 187.22874),(7 189.26501),(8 192.36964),(9 193.60643),(10 194.88007),(11 196.99583),(12 199.51265),(13 203.94705),(14 204.39969),(15 204.16725),(16 204.87177),(17 208.24477),(18 210.40608),(19 209.0568),(20 211.0907),(21 214.49425),(22 214.22801),(23 214.89703),(24 215.72067),(25 216.06346),(26 217.13109),(27 216.21434),(28 217.89641),(29 218.8596),(30 220.277),(31 220.36543),(32 221.1614),(33 222.15128),(34 223.0438),(35 222.21089),(36 225.48096),(37 223.60968),(38 223.97769),(39 220.99205),(40 221.2295),(41 220.40826),(42 220.8505),(43 220.70398),(44 222.26532),(45 221.17247),(46 219.03526),(47 216.50397),(48 215.47354),(49 215.16835),(50 217.48357),(51 218.72049),(52 219.00917),(53 218.32222),(54 218.15799),(55 217.15843),(56 217.37753),(57 217.00047),(58 214.96556),(59 215.59543),(60 218.05827),(61 217.51407),(62 218.98062),(63 219.75508),(64 218.0448),(65 217.78612),(66 219.51819),(67 218.91446),(68 220.90376),(69 222.534),(70 223.18471),(71 224.93628),(72 224.30627),(73 222.96155),(74 221.48184),(75 219.83183),(76 222.10878),(77 221.85417),(78 220.15544),(79 221.16942),
(1 112.42728),(2 143.77507),(3 157.63866),(4 167.07726),(5 175.08522),(6 178.78015),(7 185.34436),(8 187.54042),(9 190.6507),(10 191.13208),(11 192.52795),(12 195.13382),(13 198.20695),(14 201.20923),(15 204.2666),(16 202.82599),(17 203.8146),(18 204.90044),(19 205.64258),(20 207.98581),(21 212.00069),(22 209.95023),(23 210.9899),(24 212.90294),(25 213.13887),(26 212.65752),(27 212.45892),(28 214.88876),(29 214.29039),(30 213.22795),(31 217.9356),(32 219.41954),(33 221.47038),(34 222.52292),(35 220.66049),(36 221.25558),(37 221.72643),(38 223.23969),(39 221.46413),(40 220.80643),(41 222.5066),(42 223.25102),(43 220.46848),(44 217.49812),(45 216.71141),(46 214.86667),(47 213.9064),(48 215.26768),(49 215.4237),(50 216.09827),(51 215.35533),(52 215.83672),(53 219.27406),(54 217.70088),(55 217.30208),(56 216.43105),(57 216.43185),(58 214.56914),(59 216.4815),(60 217.63895),(61 214.73055),(62 217.82579),(63 214.38615),(64 214.94284),(65 217.17708),(66 216.63486),(67 219.23941),(68 222.07855),(69 223.73108),(70 222.6214),(71 222.6841),(72 220.77362),(73 220.45567),(74 221.22437),(75 219.6072),(76 219.45445),(77 220.71072),(78 222.15091),(79 221.6358),
(1 109.60121),(2 139.41815),(3 152.46568),(4 163.06029),(5 170.20038),(6 174.62546),(7 177.14435),(8 180.3658),(9 183.95662),(10 184.97095),(11 188.00734),(12 189.79169),(13 193.72403),(14 194.57343),(15 194.10823),(16 194.22267),(17 196.43593),(18 197.50572),(19 199.1897),(20 200.23917),(21 202.48265),(22 201.4768),(23 200.8962),(24 202.04727),(25 203.90857),(26 206.95313),(27 206.75734),(28 208.90858),(29 209.05731),(30 211.9402),(31 213.85585),(32 214.20497),(33 215.58391),(34 213.98477),(35 213.59914),(36 213.36523),(37 213.89243),(38 215.33278),(39 214.64073),(40 214.1827),(41 214.77454),(42 213.8237),(43 214.67769),(44 213.06358),(45 214.72113),(46 212.88504),(47 210.17107),(48 210.19055),(49 212.1221),(50 211.96104),(51 210.80457),(52 211.36324),(53 210.94965),(54 211.40617),(55 210.81886),(56 209.2336),(57 208.7212),(58 208.38252),(59 206.80452),(60 206.5204),(61 208.08434),(62 208.80869),(63 208.87897),(64 209.23723),(65 209.55858),(66 208.88356),(67 209.9712),(68 211.52827),(69 211.89708),(70 212.7402),(71 214.23247),(72 213.56708),(73 214.0632),(74 214.7464),(75 213.4314),(76 214.70242),(77 212.89832),(78 214.2522),(79 214.13379),
