1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 86.524796),(2 101.15465),(3 114.39519),(4 120.80618),(5 127.347244),(6 131.3839),(7 133.95734),(8 138.1829),(9 140.47966),(10 141.92915),(11 143.89128),(12 143.32764),(13 144.37721),(14 147.13464),(15 145.34177),(16 145.79506),(17 147.54655),(18 146.75902),(19 146.41832),(20 146.6148),(21 146.93457),(22 147.11235),(23 148.36343),(24 147.49571),(25 147.82948),(26 148.38461),(27 148.91867),(28 149.14284),(29 149.50311),(30 147.68456),(31 149.31247),(32 148.64784),(33 148.43758),(34 149.17259),(35 148.0147),(36 149.21082),(37 148.07535),(38 146.70226),(39 145.49547),(40 144.27373),(41 145.27003),(42 144.4491),(43 144.8333),(44 143.08304),(45 144.47829),(46 144.48961),(47 144.11487),(48 143.74364),(49 143.00195),(50 144.07092),(51 142.96832),(52 142.26141),(53 144.20963),(54 144.9299),(55 143.55074),(56 143.79866),(57 142.31671),(58 143.01138),(59 141.313),(60 142.31757),(61 142.42767),(62 140.9491),(63 142.93126),(64 144.28334),(65 143.40862),(66 143.96785),(67 146.08344),(68 148.18364),(69 147.4439),(70 147.24515),(71 148.5999),(72 147.99287),(73 150.56859),(74 151.7229),(75 148.94783),(76 150.33638),(77 149.21887),(78 150.31984),(79 150.54022),
(1 87.045975),(2 101.29662),(3 115.02108),(4 121.6227),(5 127.329765),(6 130.84563),(7 132.78444),(8 136.2721),(9 138.42485),(10 141.57066),(11 144.76013),(12 144.24025),(13 145.22862),(14 148.22525),(15 149.05948),(16 149.09201),(17 150.12085),(18 150.05727),(19 149.73071),(20 149.71594),(21 148.50699),(22 147.41927),(23 145.86983),(24 145.54063),(25 146.17216),(26 146.42072),(27 144.97325),(28 146.60358),(29 146.02414),(30 144.85036),(31 146.70677),(32 146.40341),(33 145.33351),(34 146.25642),(35 145.96002),(36 146.35678),(37 147.25742),(38 144.59416),(39 145.67096),(40 144.78955),(41 144.38036),(42 145.25699),(43 145.2017),(44 144.01697),(45 145.30937),(46 144.9631),(47 145.16267),(48 145.76852),(49 145.0782),(50 144.1352),(51 142.82742),(52 143.47078),(53 144.46829),(54 146.18399),(55 144.15561),(56 145.85919),(57 145.63715),(58 145.05156),(59 144.57982),(60 143.95541),(61 144.96036),(62 143.08624),(63 144.7153),(64 144.31377),(65 143.45634),(66 144.06337),(67 146.79942),(68 148.92345),(69 147.86058),(70 148.058),(71 149.5343),(72 150.56012),(73 151.95215),(74 153.7569),(75 152.07191),(76 153.81856),(77 152.304),(78 153.73134),(79 153.16821),
(1 86.6312),(2 101.032455),(3 115.39168),(4 122.30656),(5 126.49481),(6 129.96735),(7 133.12437),(8 135.16183),(9 137.08698),(10 138.96155),(11 143.1733),(12 142.69934),(13 142.03238),(14 143.78033),(15 144.8481),(16 145.0274),(17 144.38907),(18 144.58467),(19 145.29845),(20 144.48347),(21 142.63211),(22 144.90036),(23 142.76335),(24 142.58394),(25 143.11333),(26 144.12279),(27 143.19325),(28 143.33115),(29 143.18655),(30 142.13664),(31 144.30748),(32 143.94174),(33 141.88931),(34 144.13678),(35 143.6307),(36 144.22072),(37 144.7619),(38 142.87494),(39 142.83218),(40 142.69185),(41 141.55904),(42 143.99474),(43 142.44537),(44 143.01128),(45 144.8278),(46 143.7318),(47 143.83829),(48 142.985),(49 144.00595),(50 143.74251),(51 143.31439),(52 143.30084),(53 143.9659),(54 144.77182),(55 144.85481),(56 145.00844),(57 145.5589),(58 144.56586),(59 144.08488),(60 143.1052),(61 144.57312),(62 142.7808),(63 142.68362),(64 140.25955),(65 139.90778),(66 141.25377),(67 141.52312),(68 144.1726),(69 143.28305),(70 143.53384),(71 145.29478),(72 146.4038),(73 147.50821),(74 148.76926),(75 149.17883),(76 151.26959),(77 151.64957),(78 150.78732),(79 151.29579),
(1 86.122856),(2 99.93228),(3 113.22782),(4 119.887825),(5 124.60623),(6 128.19582),(7 132.63098),(8 134.27129),(9 136.32964),(10 137.73946),(11 140.92711),(12 141.5658),(13 142.69502),(14 144.15297),(15 142.4465),(16 143.1017),(17 143.55048),(18 144.26416),(19 143.84145),(20 144.37279),(21 142.11053),(22 143.19978),(23 142.98407),(24 142.09044),(25 142.55328),(26 142.0382),(27 143.25687),(28 142.32347),(29 143.90033),(30 142.38557),(31 144.08656),(32 144.1774),(33 142.38089),(34 144.72713),(35 143.91463),(36 143.82568),(37 143.77667),(38 143.854),(39 142.56297),(40 143.26898),(41 141.95262),(42 144.15466),(43 142.86377),(44 143.50015),(45 144.00668),(46 143.55547),(47 142.79526),(48 141.60205),(49 142.06291),(50 142.26291),(51 142.20372),(52 142.17497),(53 143.15738),(54 144.08125),(55 143.64598),(56 142.85374),(57 143.56348),(58 143.19977),(59 141.78522),(60 141.90352),(61 143.18138),(62 142.40793),(63 141.45177),(64 141.3245),(65 141.2109),(66 142.43303),(67 143.3225),(68 145.97726),(69 146.22433),(70 146.8543),(71 148.4982),(72 148.97736),(73 151.42639),(74 152.30878),(75 152.45505),(76 154.17845),(77 154.38712),(78 154.0021),(79 154.01538),
(1 86.64027),(2 101.00295),(3 115.16798),(4 123.426),(5 127.44268),(6 131.37856),(7 133.40979),(8 134.86166),(9 137.87927),(10 138.05644),(11 141.25224),(12 142.66483),(13 146.28976),(14 147.29556),(15 146.4499),(16 145.51318),(17 146.69835),(18 145.86446),(19 144.42155),(20 145.25269),(21 145.68326),(22 144.99194),(23 145.32143),(24 143.92108),(25 144.86102),(26 143.10918),(27 143.0645),(28 143.61157),(29 143.41077),(30 142.61432),(31 143.84749),(32 143.87361),(33 142.37207),(34 144.1571),(35 143.32263),(36 142.80911),(37 143.11787),(38 143.85048),(39 144.2685),(40 144.47815),(41 144.30475),(42 145.08827),(43 143.20956),(44 142.37952),(45 142.57758),(46 141.60765),(47 143.01839),(48 142.37262),(49 142.17183),(50 140.55086),(51 140.0621),(52 139.28268),(53 140.28653),(54 141.3103),(55 142.34409),(56 142.8018),(57 143.17702),(58 142.45071),(59 142.52727),(60 142.61197),(61 143.41194),(62 142.52808),(63 142.91159),(64 144.04692),(65 143.69925),(66 145.45741),(67 145.40031),(68 146.09686),(69 146.31801),(70 146.6867),(71 147.76482),(72 148.17622),(73 150.18956),(74 151.2806),(75 149.85931),(76 151.59355),(77 152.97711),(78 151.16205),(79 151.70392),
(1 85.77795),(2 98.81252),(3 111.45867),(4 118.58069),(5 123.43271),(6 127.527214),(7 130.20958),(8 131.78943),(9 134.8415),(10 135.08014),(11 138.1987),(12 139.0443),(13 140.27437),(14 141.87054),(15 141.83444),(16 140.2593),(17 141.73872),(18 139.42155),(19 139.95023),(20 140.34229),(21 139.0613),(22 139.22156),(23 138.92776),(24 137.78899),(25 138.9723),(26 138.99992),(27 139.16557),(28 141.30267),(29 141.25363),(30 140.47205),(31 141.46202),(32 140.77306),(33 141.23204),(34 142.98593),(35 141.6496),(36 142.0406),(37 142.66989),(38 142.24106),(39 142.56711),(40 141.05348),(41 139.4496),(42 140.2194),(43 138.4502),(44 137.87682),(45 138.3573),(46 137.02292),(47 136.88184),(48 137.02058),(49 136.80496),(50 136.86127),(51 136.0972),(52 135.52661),(53 137.67386),(54 137.43579),(55 137.59332),(56 137.54701),(57 139.44681),(58 137.10712),(59 137.91292),(60 136.64224),(61 137.66139),(62 138.47835),(63 139.56372),(64 140.91846),(65 141.3411),(66 142.81442),(67 144.44019),(68 145.39497),(69 144.29651),(70 145.51105),(71 146.67296),(72 147.32309),(73 148.42114),(74 150.49414),(75 149.57384),(76 151.7774),(77 150.88445),(78 149.9329),(79 150.40953),
(1 87.307304),(2 100.774574),(3 112.28348),(4 118.11683),(5 123.45978),(6 129.69104),(7 132.13661),(8 134.70851),(9 137.97691),(10 139.73676),(11 141.98383),(12 142.90382),(13 143.16745),(14 146.06229),(15 144.13695),(16 144.21437),(17 144.63567),(18 142.3722),(19 142.5538),(20 143.28693),(21 140.99104),(22 142.99857),(23 142.60675),(24 142.46056),(25 141.63724),(26 143.30695),(27 143.30724),(28 144.62529),(29 145.26347),(30 145.15425),(31 144.9081),(32 144.39674),(33 144.23589),(34 146.75772),(35 145.88193),(36 146.00726),(37 147.22537),(38 145.07938),(39 145.22398),(40 144.37868),(41 144.46657),(42 144.02582),(43 144.28029),(44 143.30334),(45 145.10732),(46 143.83339),(47 142.23285),(48 142.40834),(49 142.76538),(50 144.13565),(51 143.20049),(52 141.58018),(53 142.71373),(54 143.37949),(55 141.69101),(56 141.14188),(57 142.43747),(58 141.95906),(59 142.79341),(60 142.55684),(61 143.14238),(62 143.71713),(63 144.20786),(64 144.52339),(65 144.42319),(66 145.18874),(67 145.90363),(68 146.86783),(69 145.16075),(70 145.89255),(71 147.57355),(72 148.8465),(73 148.98514),(74 151.88608),(75 151.28595),(76 153.26799),(77 151.87538),(78 152.95514),(79 153.79921),
(1 85.17897),(2 99.32668),(3 110.81836),(4 116.31618),(5 121.36211),(6 126.54107),(7 130.04381),(8 133.30139),(9 135.61429),(10 136.96625),(11 140.56642),(12 141.18935),(13 142.60205),(14 143.92223),(15 142.30113),(16 142.48184),(17 141.4993),(18 140.43752),(19 140.46844),(20 140.28523),(21 139.28362),(22 141.14987),(23 142.15198),(24 142.31572),(25 141.81126),(26 142.63522),(27 142.59703),(28 144.68553),(29 142.67557),(30 141.585),(31 142.23705),(32 142.34161),(33 142.10939),(34 143.25728),(35 142.80884),(36 143.27898),(37 144.81577),(38 142.96542),(39 143.88115),(40 143.30989),(41 142.6608),(42 142.20303),(43 143.05063),(44 142.73282),(45 143.45566),(46 140.9892),(47 139.04788),(48 138.85135),(49 137.90036),(50 139.6831),(51 139.63606),(52 137.90453),(53 139.30255),(54 138.33627),(55 139.02133),(56 137.97229),(57 138.07277),(58 137.4477),(59 137.73119),(60 138.0234),(61 138.25378),(62 138.25517),(63 138.35612),(64 137.83064),(65 138.26492),(66 140.17183),(67 141.70175),(68 142.37073),(69 141.65665),(70 143.27902),(71 144.59897),(72 144.68852),(73 146.01363),(74 148.68797),(75 148.71156),(76 151.36848),(77 150.16142),(78 150.44507),(79 150.68889),
(1 84.77586),(2 99.46531),(3 111.27512),(4 117.19518),(5 122.73559),(6 126.889),(7 129.86575),(8 133.67183),(9 137.51208),(10 138.14957),(11 140.92229),(12 140.54031),(13 141.78911),(14 143.95137),(15 143.70161),(16 144.1879),(17 145.01408),(18 143.08383),(19 143.71883),(20 143.10233),(21 142.47282),(22 142.2887),(23 142.87314),(24 142.04312),(25 143.66971),(26 142.9558),(27 143.23608),(28 144.32364),(29 144.07178),(30 140.95796),(31 141.2813),(32 141.7035),(33 142.22487),(34 142.624),(35 142.35223),(36 142.35797),(37 142.33548),(38 141.37984),(39 142.63458),(40 142.55324),(41 143.41844),(42 142.8097),(43 140.33554),(44 142.31367),(45 142.17413),(46 141.50826),(47 140.56651),(48 139.94998),(49 139.25401),(50 140.03162),(51 138.83688),(52 139.1401),(53 139.08554),(54 138.43689),(55 138.43555),(56 138.4116),(57 138.44424),(58 138.23871),(59 138.30087),(60 138.80827),(61 139.16576),(62 139.46265),(63 138.6924),(64 138.49033),(65 139.6246),(66 140.63686),(67 141.30455),(68 142.18755),(69 142.40489),(70 143.54999),(71 145.6997),(72 144.81905),(73 145.53656),(74 148.09555),(75 147.19655),(76 150.07536),(77 149.16399),(78 148.57832),(79 150.08073),
(1 85.2756),(2 99.70856),(3 112.65183),(4 119.10244),(5 123.49729),(6 127.63565),(7 130.23491),(8 132.45311),(9 135.30426),(10 135.54355),(11 138.43028),(12 139.57817),(13 140.44826),(14 143.09503),(15 143.82335),(16 143.37154),(17 144.09158),(18 141.6069),(19 142.25757),(20 141.96606),(21 141.02612),(22 141.09952),(23 141.64717),(24 140.8366),(25 141.45657),(26 141.85083),(27 142.50922),(28 144.01659),(29 144.8444),(30 142.75726),(31 142.97847),(32 142.78467),(33 143.47939),(34 143.82483),(35 143.2724),(36 141.86542),(37 142.777),(38 141.29613),(39 141.2258),(40 139.94557),(41 141.27869),(42 140.57529),(43 137.39626),(44 139.27881),(45 138.9083),(46 138.77177),(47 139.00389),(48 138.45186),(49 139.09274),(50 138.97273),(51 139.32262),(52 139.09657),(53 140.2487),(54 140.63728),(55 140.78563),(56 140.27214),(57 140.16672),(58 141.06807),(59 140.16544),(60 141.09334),(61 141.71176),(62 140.56535),(63 139.92508),(64 139.741),(65 140.1568),(66 143.07399),(67 144.20412),(68 146.16577),(69 146.4387),(70 145.57635),(71 148.7414),(72 148.49554),(73 148.42601),(74 150.95355),(75 149.59879),(76 152.2459),(77 151.14354),(78 151.2807),(79 152.68585),
(1 85.502205),(2 99.72295),(3 111.63006),(4 118.33818),(5 122.55034),(6 126.603645),(7 129.52754),(8 130.27682),(9 133.26384),(10 134.49269),(11 136.03429),(12 137.76254),(13 138.89186),(14 139.81342),(15 139.68333),(16 138.30617),(17 139.49283),(18 138.96494),(19 139.403),(20 139.09364),(21 137.93596),(22 138.47731),(23 138.41492),(24 138.25273),(25 139.19835),(26 140.50124),(27 139.80421),(28 141.08537),(29 141.13124),(30 140.14864),(31 140.54936),(32 140.58693),(33 141.05513),(34 142.3717),(35 141.33142),(36 139.98497),(37 140.2396),(38 140.61604),(39 139.97029),(40 139.22758),(41 141.03564),(42 141.6241),(43 139.63454),(44 139.8575),(45 139.23502),(46 139.48376),(47 139.21483),(48 137.34282),(49 137.59154),(50 138.66483),(51 138.7372),(52 137.32458),(53 138.9039),(54 139.74414),(55 137.47601),(56 138.73961),(57 138.26355),(58 138.25041),(59 137.84523),(60 137.82643),(61 138.01108),(62 136.87018),(63 136.0805),(64 135.46614),(65 134.22165),(66 136.75568),(67 138.49281),(68 138.53455),(69 139.33856),(70 139.08708),(71 142.49567),(72 141.70804),(73 143.22652),(74 144.50983),(75 144.10626),(76 145.85759),(77 146.23534),(78 145.47522),(79 148.15631),
(1 84.86736),(2 100.14662),(3 112.49416),(4 118.557045),(5 123.95008),(6 129.02989),(7 132.59372),(8 135.91037),(9 138.84244),(10 140.34473),(11 142.42537),(12 141.71649),(13 143.04655),(14 144.45514),(15 143.34189),(16 141.4509),(17 143.84538),(18 142.80957),(19 142.66574),(20 142.08728),(21 140.09447),(22 140.8857),(23 141.2627),(24 139.71228),(25 140.182),(26 140.74335),(27 139.77344),(28 141.1674),(29 141.16422),(30 141.04907),(31 141.13965),(32 143.81136),(33 144.14005),(34 145.62546),(35 144.28984),(36 143.77232),(37 142.90991),(38 143.44563),(39 142.56569),(40 141.38979),(41 140.8403),(42 141.22429),(43 139.80139),(44 140.84976),(45 140.43266),(46 140.81488),(47 141.58087),(48 140.70883),(49 138.77911),(50 140.03494),(51 139.93262),(52 138.81306),(53 140.89185),(54 141.74635),(55 139.43155),(56 141.19434),(57 142.01273),(58 140.9188),(59 140.26486),(60 140.44981),(61 141.56827),(62 140.0173),(63 139.75514),(64 139.87053),(65 140.21869),(66 141.60556),(67 143.47522),(68 143.7535),(69 143.15524),(70 143.70169),(71 146.34846),(72 145.58968),(73 146.42758),(74 146.62012),(75 145.594),(76 146.10388),(77 146.49947),(78 146.389),(79 147.6265),
(1 83.97006),(2 99.34135),(3 112.82868),(4 118.16779),(5 122.70355),(6 128.24825),(7 132.00934),(8 134.9825),(9 138.14091),(10 139.24115),(11 143.11777),(12 142.85909),(13 143.4631),(14 145.27748),(15 143.23317),(16 142.26791),(17 144.35085),(18 143.04063),(19 141.93837),(20 142.14996),(21 140.09921),(22 139.94408),(23 140.37996),(24 139.58582),(25 140.51225),(26 139.71544),(27 138.87012),(28 139.0281),(29 139.54166),(30 138.60023),(31 138.539),(32 139.3614),(33 138.5668),(34 140.89575),(35 139.53275),(36 140.78223),(37 141.33734),(38 141.77359),(39 142.17397),(40 141.40848),(41 141.57033),(42 143.4332),(43 142.05052),(44 143.09515),(45 141.13995),(46 140.53227),(47 141.33192),(48 141.65834),(49 138.02228),(50 139.88094),(51 137.43102),(52 138.3677),(53 139.71576),(54 140.36511),(55 139.64163),(56 139.84943),(57 140.80559),(58 139.91386),(59 140.06097),(60 139.7181),(61 140.29146),(62 137.83444),(63 138.10516),(64 138.762),(65 138.08635),(66 140.01866),(67 140.29811),(68 140.04808),(69 139.28767),(70 139.72826),(71 141.72237),(72 141.03262),(73 142.13547),(74 142.89125),(75 143.03429),(76 144.91006),(77 142.25084),(78 143.39355),(79 144.06776),
(1 82.39804),(2 97.07089),(3 110.16364),(4 116.59949),(5 120.37063),(6 125.306435),(7 128.50725),(8 130.47655),(9 132.77382),(10 132.76251),(11 136.5231),(12 136.269),(13 136.17363),(14 138.00429),(15 136.5456),(16 138.2264),(17 138.65765),(18 139.05147),(19 140.33719),(20 140.35397),(21 140.11201),(22 140.44815),(23 141.91139),(24 139.7992),(25 139.86612),(26 139.04582),(27 139.82925),(28 139.45451),(29 139.23975),(30 139.07169),(31 140.61572),(32 139.47769),(33 138.64554),(34 139.10135),(35 137.96446),(36 138.26933),(37 138.77187),(38 137.9185),(39 137.96977),(40 136.4829),(41 137.7351),(42 138.98611),(43 138.46443),(44 138.8119),(45 138.78006),(46 137.91913),(47 139.8022),(48 139.74512),(49 136.76321),(50 137.74393),(51 136.94086),(52 137.4281),(53 137.97508),(54 138.98848),(55 139.01591),(56 139.30907),(57 137.76785),(58 138.21095),(59 137.77698),(60 137.39655),(61 137.23634),(62 136.50574),(63 136.5891),(64 136.80334),(65 136.405),(66 138.0356),(67 138.6119),(68 139.37007),(69 138.26823),(70 137.64188),(71 138.72188),(72 139.4656),(73 140.24057),(74 142.1769),(75 141.8474),(76 143.66261),(77 140.87842),(78 140.89441),(79 142.4952),
(1 82.61975),(2 96.7281),(3 109.259155),(4 116.10575),(5 121.08296),(6 125.714096),(7 129.54639),(8 132.87608),(9 134.52977),(10 135.93245),(11 136.8831),(12 138.86562),(13 138.33955),(14 138.71227),(15 138.18613),(16 139.37268),(17 139.71547),(18 138.2436),(19 138.08905),(20 138.06094),(21 137.94858),(22 137.83151),(23 138.91724),(24 137.14827),(25 137.80154),(26 137.92244),(27 137.33351),(28 138.73935),(29 139.17091),(30 138.2698),(31 139.44885),(32 137.88258),(33 138.11319),(34 137.44507),(35 136.2555),(36 136.51408),(37 137.00359),(38 137.09766),(39 137.97241),(40 137.79631),(41 137.70578),(42 138.8593),(43 138.15633),(44 139.54936),(45 139.71709),(46 138.48296),(47 139.40465),(48 139.80363),(49 137.86885),(50 136.54167),(51 136.88216),(52 137.52654),(53 138.63013),(54 137.54367),(55 138.37837),(56 138.34697),(57 137.42667),(58 138.0258),(59 137.67027),(60 138.92819),(61 138.42818),(62 138.07033),(63 139.7335),(64 140.72443),(65 139.6863),(66 140.11407),(67 139.64545),(68 139.45848),(69 139.76147),(70 138.783),(71 141.05865),(72 141.4199),(73 142.07695),(74 142.69974),(75 141.60577),(76 144.73158),(77 143.00844),(78 144.06842),(79 146.39922),
(1 82.917114),(2 95.53377),(3 108.92502),(4 114.89429),(5 120.1577),(6 125.35259),(7 129.36769),(8 131.78247),(9 134.17522),(10 136.26701),(11 138.91843),(12 138.47115),(13 139.37827),(14 139.52597),(15 139.50658),(16 139.44011),(17 140.18613),(18 139.13463),(19 138.63116),(20 139.15509),(21 137.6929),(22 138.28476),(23 139.9939),(24 138.10654),(25 138.74481),(26 138.65839),(27 139.66435),(28 140.92932),(29 141.29231),(30 138.8838),(31 140.38895),(32 140.3017),(33 141.40762),(34 141.14966),(35 139.34927),(36 139.57408),(37 138.76646),(38 138.91557),(39 139.49338),(40 138.16109),(41 138.64973),(42 138.68694),(43 138.3931),(44 139.04634),(45 137.87671),(46 137.23671),(47 137.43935),(48 137.90073),(49 136.50543),(50 136.40277),(51 136.57903),(52 136.56052),(53 137.59343),(54 138.19023),(55 137.79558),(56 137.806),(57 139.46246),(58 139.09598),(59 138.2549),(60 138.5492),(61 137.92268),(62 136.28981),(63 135.96507),(64 137.16304),(65 135.77388),(66 137.17479),(67 136.69344),(68 136.74767),(69 138.17476),(70 138.67093),(71 140.2772),(72 141.42993),(73 142.27307),(74 143.45755),(75 142.78665),(76 145.2045),(77 145.18073),(78 144.54234),(79 146.30295),
(1 83.03622),(2 96.534),(3 109.96553),(4 115.5481),(5 120.659325),(6 126.112335),(7 129.55833),(8 130.5581),(9 133.81769),(10 135.95416),(11 139.8749),(12 139.1443),(13 139.93773),(14 141.37582),(15 139.667),(16 140.2016),(17 141.16603),(18 140.11217),(19 140.13274),(20 141.36946),(21 139.57285),(22 141.51804),(23 142.08249),(24 140.03296),(25 140.66139),(26 140.09355),(27 141.486),(28 142.01324),(29 143.11105),(30 140.92195),(31 141.8298),(32 141.11961),(33 142.03795),(34 142.56064),(35 140.66393),(36 140.83093),(37 141.07574),(38 141.59912),(39 141.21596),(40 140.48143),(41 140.15533),(42 140.13268),(43 139.58318),(44 140.5398),(45 139.49477),(46 139.92845),(47 139.55371),(48 140.20331),(49 140.64839),(50 140.12242),(51 141.46362),(52 141.01912),(53 140.90503),(54 142.27257),(55 140.72069),(56 141.81297),(57 143.424),(58 142.38042),(59 142.52866),(60 141.16245),(61 141.26154),(62 139.05133),(63 139.07867),(64 138.44524),(65 137.49742),(66 138.33295),(67 138.45045),(68 141.13692),(69 141.89442),(70 143.75433),(71 144.38808),(72 145.5187),(73 145.87808),(74 148.22862),(75 146.28844),(76 148.40552),(77 148.40367),(78 147.85129),(79 148.88977),
(1 81.657875),(2 94.72437),(3 108.61732),(4 114.90812),(5 119.6073),(6 123.05692),(7 124.68167),(8 126.325356),(9 129.41666),(10 130.72264),(11 132.42381),(12 133.08261),(13 134.13313),(14 135.2075),(15 133.91742),(16 133.66104),(17 134.24399),(18 133.53123),(19 134.92754),(20 134.47974),(21 134.17488),(22 136.2189),(23 137.04597),(24 134.88112),(25 136.55962),(26 136.37892),(27 135.76517),(28 136.01608),(29 137.05394),(30 136.93402),(31 137.42314),(32 137.03474),(33 136.98192),(34 138.03546),(35 135.86226),(36 136.80243),(37 137.70866),(38 137.67128),(39 137.91841),(40 137.70282),(41 137.39146),(42 136.17342),(43 136.52028),(44 136.5572),(45 137.06955),(46 136.43964),(47 134.78275),(48 135.06795),(49 134.66766),(50 134.68535),(51 134.25056),(52 133.71672),(53 134.36548),(54 135.75977),(55 135.9974),(56 135.35803),(57 137.26201),(58 136.95561),(59 136.33963),(60 136.43312),(61 136.80164),(62 136.09598),(63 137.27586),(64 137.04782),(65 136.31046),(66 137.09766),(67 139.04257),(68 139.29189),(69 138.88405),(70 139.85226),(71 141.93369),(72 142.26735),(73 142.21281),(74 143.20476),(75 142.5004),(76 143.0385),(77 144.27325),(78 143.80261),(79 143.85081),
(1 82.41188),(2 96.10956),(3 108.30808),(4 114.358696),(5 118.86306),(6 124.07264),(7 127.10068),(8 127.88134),(9 131.64708),(10 132.31181),(11 133.20184),(12 134.72937),(13 134.9376),(14 136.52121),(15 134.57187),(16 135.91328),(17 137.06984),(18 137.372),(19 137.83498),(20 137.3091),(21 136.52086),(22 136.28409),(23 137.22029),(24 134.51636),(25 135.36461),(26 134.06967),(27 134.09248),(28 133.62828),(29 134.87666),(30 134.26375),(31 134.97855),(32 135.8396),(33 134.94806),(34 137.44144),(35 136.59908),(36 137.33281),(37 136.77979),(38 135.77628),(39 136.024),(40 134.8041),(41 136.61368),(42 136.75833),(43 137.43121),(44 138.02975),(45 138.02611),(46 138.64937),(47 137.12518),(48 136.7986),(49 135.58131),(50 134.23378),(51 134.15569),(52 133.97021),(53 134.51831),(54 134.60114),(55 135.65935),(56 135.57646),(57 136.45654),(58 135.21246),(59 134.38683),(60 133.44334),(61 133.38481),(62 132.71355),(63 133.45317),(64 133.19664),(65 132.2081),(66 132.79123),(67 134.9125),(68 137.6774),(69 136.42323),(70 136.6093),(71 138.42076),(72 139.61578),(73 141.54337),(74 142.59294),(75 141.14655),(76 141.56796),(77 143.56439),(78 143.53485),(79 143.85222),
