1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 96.49623),(2 112.082634),(3 126.70861),(4 133.9179),(5 140.10707),(6 144.84375),(7 146.70845),(8 149.9884),(9 153.51987),(10 154.62866),(11 158.5888),(12 157.62172),(13 158.0568),(14 160.42719),(15 159.62138),(16 158.36598),(17 160.0433),(18 159.02713),(19 161.38013),(20 162.14108),(21 163.14905),(22 161.41522),(23 160.55591),(24 161.00607),(25 161.18329),(26 160.82555),(27 161.47829),(28 161.62706),(29 161.71753),(30 161.80487),(31 162.83617),(32 163.42628),(33 163.52785),(34 164.10637),(35 164.16393),(36 163.79813),(37 164.61725),(38 161.51486),(39 160.76216),(40 162.45233),(41 163.07358),(42 161.40074),(43 160.83305),(44 162.98509),(45 162.83876),(46 160.42256),(47 160.55615),(48 159.17429),(49 159.85062),(50 160.33545),(51 159.46298),(52 159.12251),(53 158.65933),(54 161.92566),(55 160.75813),(56 162.39171),(57 162.3814),(58 162.05511),(59 159.77094),(60 161.18394),(61 160.75876),(62 158.9089),(63 158.214),(64 158.37244),(65 158.01054),(66 161.16985),(67 161.5512),(68 163.9676),(69 163.89072),(70 164.18144),(71 166.88234),(72 166.0628),(73 166.27429),(74 169.53886),(75 167.51637),(76 171.23517),(77 169.6618),(78 169.51703),(79 171.29945),
(1 95.70923),(2 111.29027),(3 125.05086),(4 133.30116),(5 139.66344),(6 142.68028),(7 145.50002),(8 147.1719),(9 150.37321),(10 152.05516),(11 156.93242),(12 154.84494),(13 156.21199),(14 158.32329),(15 157.80498),(16 155.7976),(17 156.8996),(18 155.89453),(19 155.22797),(20 155.0856),(21 156.8714),(22 156.25383),(23 156.39551),(24 156.90988),(25 158.13512),(26 156.93472),(27 159.03648),(28 157.19463),(29 158.32239),(30 156.42752),(31 156.27893),(32 156.36986),(33 156.03493),(34 157.32434),(35 156.82753),(36 157.43594),(37 157.45587),(38 156.4333),(39 154.98662),(40 154.86789),(41 155.80396),(42 154.78853),(43 154.84972),(44 155.98439),(45 155.98698),(46 155.63693),(47 157.48634),(48 155.99211),(49 156.5023),(50 155.65709),(51 155.37529),(52 156.41173),(53 156.80063),(54 158.77992),(55 157.4852),(56 156.5858),(57 156.7906),(58 157.77034),(59 155.6386),(60 155.75775),(61 155.50365),(62 154.68452),(63 155.33934),(64 155.42833),(65 153.73381),(66 156.26741),(67 154.9559),(68 158.28392),(69 158.1149),(70 157.79312),(71 160.15631),(72 161.24757),(73 162.30263),(74 164.62015),(75 162.8621),(76 167.28096),(77 164.76949),(78 165.13776),(79 168.54114),
(1 92.61954),(2 109.52101),(3 120.5385),(4 127.55265),(5 135.37396),(6 140.30553),(7 144.11742),(8 147.12923),(9 150.34612),(10 152.2535),(11 155.30655),(12 153.85147),(13 155.08789),(14 156.58788),(15 155.30162),(16 154.04402),(17 156.0437),(18 156.44998),(19 156.11273),(20 155.78616),(21 154.46408),(22 155.66266),(23 156.02284),(24 155.80869),(25 156.71707),(26 155.45792),(27 156.97227),(28 155.52188),(29 156.62027),(30 154.96367),(31 155.7959),(32 155.75313),(33 156.75107),(34 158.09242),(35 157.47766),(36 157.20432),(37 158.03659),(38 156.85709),(39 155.92343),(40 154.09485),(41 154.90533),(42 154.20137),(43 154.7685),(44 155.86737),(45 154.09824),(46 153.03137),(47 153.59753),(48 153.62979),(49 153.59787),(50 152.57892),(51 153.23428),(52 154.71411),(53 155.45186),(54 156.06276),(55 156.76265),(56 156.71217),(57 156.68439),(58 156.00087),(59 153.53432),(60 153.80197),(61 155.01483),(62 154.97289),(63 155.6746),(64 156.00702),(65 155.1723),(66 156.6894),(67 156.46811),(68 159.11526),(69 159.43028),(70 159.60345),(71 162.1695),(72 161.8225),(73 162.3558),(74 164.73532),(75 163.55211),(76 167.43773),(77 167.19547),(78 167.66168),(79 169.03682),
(1 91.26017),(2 107.81868),(3 120.986145),(4 128.9596),(5 135.2915),(6 142.01694),(7 145.48486),(8 148.17747),(9 151.4033),(10 152.73102),(11 154.75188),(12 154.87724),(13 156.55482),(14 159.3598),(15 158.01956),(16 157.18849),(17 159.51575),(18 159.77989),(19 159.73122),(20 158.39624),(21 156.62865),(22 158.6078),(23 158.20055),(24 157.59552),(25 158.66348),(26 157.1691),(27 158.93518),(28 159.59268),(29 158.5082),(30 158.2515),(31 158.06216),(32 158.69142),(33 159.02031),(34 159.84593),(35 160.27231),(36 158.8901),(37 160.52173),(38 158.5375),(39 158.14577),(40 156.90125),(41 157.4752),(42 158.10558),(43 157.94543),(44 157.19028),(45 157.45078),(46 157.3001),(47 156.99765),(48 157.85257),(49 156.58415),(50 155.36678),(51 156.14822),(52 156.76405),(53 158.11661),(54 157.50156),(55 157.57716),(56 158.97145),(57 159.05974),(58 157.89348),(59 157.19801),(60 157.09105),(61 157.9395),(62 157.42213),(63 158.99522),(64 157.40332),(65 156.35046),(66 157.81003),(67 158.60347),(68 160.24069),(69 161.4284),(70 160.7179),(71 163.59358),(72 162.5794),(73 161.08138),(74 163.8987),(75 161.2327),(76 164.86555),(77 164.82025),(78 163.7426),(79 164.46098),
(1 91.0711),(2 105.91573),(3 119.841354),(4 127.62483),(5 133.02393),(6 139.59633),(7 142.90283),(8 143.7166),(9 146.43263),(10 148.80981),(11 150.86507),(12 150.61324),(13 152.66087),(14 155.357),(15 153.77986),(16 154.7967),(17 155.63628),(18 156.51485),(19 154.29568),(20 154.49725),(21 154.62268),(22 153.97356),(23 154.49179),(24 152.65776),(25 154.34517),(26 154.20692),(27 155.46161),(28 156.02725),(29 156.22609),(30 157.26791),(31 157.36017),(32 157.82422),(33 158.39822),(34 158.36176),(35 157.85239),(36 156.62335),(37 158.19833),(38 156.18755),(39 154.86281),(40 154.56065),(41 155.21748),(42 154.20114),(43 154.66875),(44 154.40366),(45 154.54803),(46 154.92072),(47 156.19138),(48 155.85976),(49 156.34819),(50 154.8071),(51 154.89687),(52 155.43718),(53 155.73239),(54 155.37288),(55 154.84718),(56 154.75749),(57 155.0294),(58 153.8849),(59 153.0058),(60 152.11835),(61 153.27693),(62 153.21132),(63 153.69208),(64 153.55547),(65 152.72884),(66 154.38374),(67 155.5495),(68 156.7873),(69 157.54863),(70 157.17412),(71 160.79913),(72 159.86395),(73 159.34915),(74 161.45392),(75 158.17482),(76 161.42624),(77 161.45848),(78 160.09628),(79 159.71823),
(1 91.69953),(2 107.52886),(3 122.09658),(4 129.49788),(5 136.37248),(6 141.06801),(7 144.3923),(8 145.9547),(9 148.50056),(10 148.30205),(11 151.9823),(12 150.52533),(13 151.98059),(14 154.77689),(15 153.20413),(16 155.92938),(17 155.4088),(18 153.82167),(19 152.87772),(20 153.73985),(21 154.61353),(22 153.83014),(23 153.56073),(24 153.93921),(25 152.93324),(26 152.93651),(27 152.70296),(28 153.48077),(29 154.96056),(30 154.24838),(31 153.49649),(32 152.98967),(33 155.10652),(34 155.81256),(35 155.1222),(36 155.16522),(37 154.97565),(38 154.25201),(39 153.3312),(40 153.96646),(41 154.9233),(42 153.03043),(43 153.90309),(44 154.78761),(45 154.11168),(46 154.3815),(47 155.37431),(48 154.24973),(49 154.0971),(50 152.8259),(51 152.91989),(52 153.12614),(53 153.48772),(54 155.01735),(55 154.97797),(56 154.71486),(57 155.04723),(58 156.17259),(59 153.91614),(60 154.49431),(61 154.39911),(62 152.73402),(63 154.19984),(64 154.07785),(65 152.12625),(66 153.50233),(67 154.99886),(68 156.36249),(69 156.73306),(70 156.14366),(71 160.07533),(72 159.68535),(73 158.66565),(74 160.94632),(75 159.4879),(76 161.9864),(77 162.39868),(78 163.07793),(79 164.0463),
(1 91.42275),(2 106.74721),(3 121.30434),(4 127.87575),(5 134.3408),(6 140.53976),(7 143.46214),(8 146.62271),(9 149.30026),(10 150.79572),(11 152.53175),(12 151.46394),(13 153.86092),(14 153.73468),(15 153.16162),(16 154.89243),(17 154.57399),(18 153.00339),(19 152.8519),(20 152.28531),(21 152.98808),(22 152.85638),(23 152.9517),(24 153.78664),(25 151.38918),(26 152.2647),(27 152.37082),(28 155.09),(29 156.08954),(30 154.75737),(31 154.00974),(32 154.21526),(33 155.41704),(34 156.55464),(35 156.86841),(36 155.94824),(37 156.11986),(38 154.32193),(39 154.2599),(40 153.53691),(41 153.54822),(42 153.14145),(43 152.65477),(44 154.32027),(45 153.71667),(46 155.18486),(47 154.70027),(48 153.90242),(49 153.1166),(50 152.44908),(51 152.0042),(52 151.97939),(53 153.64618),(54 153.84752),(55 153.91124),(56 153.67996),(57 151.99194),(58 153.10764),(59 151.77144),(60 151.05157),(61 152.03218),(62 151.96643),(63 152.52188),(64 152.2447),(65 151.76001),(66 154.07965),(67 152.88425),(68 155.13274),(69 154.09184),(70 153.81096),(71 155.48308),(72 155.69008),(73 156.30179),(74 158.2249),(75 157.26471),(76 160.70291),(77 159.86263),(78 161.58922),(79 162.20546),
(1 89.79953),(2 105.631),(3 122.06756),(4 128.2971),(5 134.12325),(6 139.75677),(7 142.37898),(8 144.69232),(9 147.12062),(10 146.72704),(11 150.6141),(12 150.58545),(13 150.94543),(14 153.50087),(15 152.49722),(16 154.04225),(17 154.1066),(18 152.47812),(19 151.86916),(20 153.24748),(21 153.86351),(22 153.37068),(23 154.36662),(24 153.61478),(25 151.40807),(26 153.41402),(27 152.54929),(28 153.76474),(29 154.09805),(30 152.25842),(31 153.07584),(32 153.82796),(33 154.9079),(34 155.06061),(35 155.50586),(36 153.6227),(37 154.82869),(38 152.7003),(39 153.27922),(40 153.39755),(41 153.0849),(42 153.21994),(43 152.27444),(44 152.79715),(45 151.45415),(46 153.62532),(47 153.58902),(48 153.08833),(49 154.01343),(50 153.178),(51 152.94583),(52 152.16032),(53 152.47385),(54 152.3325),(55 151.95525),(56 151.7952),(57 150.45189),(58 151.10277),(59 149.67203),(60 148.88168),(61 149.32661),(62 148.1867),(63 149.41418),(64 149.73589),(65 150.13327),(66 151.52254),(67 151.89343),(68 153.88686),(69 153.64227),(70 155.02872),(71 156.0876),(72 156.87642),(73 157.21786),(74 159.22282),(75 157.7353),(76 160.78563),(77 160.67915),(78 161.78667),(79 163.02657),
(1 89.66252),(2 104.79398),(3 119.2752),(4 126.100136),(5 131.02055),(6 137.70177),(7 139.70868),(8 140.64809),(9 145.24823),(10 144.81638),(11 146.95378),(12 148.08177),(13 148.88113),(14 152.85887),(15 150.48248),(16 152.19655),(17 152.49565),(18 150.05957),(19 148.62782),(20 151.10092),(21 150.8706),(22 149.21274),(23 151.11504),(24 151.00027),(25 149.53429),(26 150.96468),(27 149.99115),(28 150.07985),(29 150.13487),(30 148.9702),(31 150.84067),(32 151.28598),(33 152.43805),(34 152.17734),(35 151.1884),(36 149.55733),(37 150.88391),(38 151.31387),(39 150.92186),(40 151.52713),(41 149.76985),(42 150.07794),(43 148.80229),(44 148.99352),(45 147.20654),(46 151.67342),(47 150.7767),(48 150.95767),(49 152.42375),(50 151.35756),(51 150.61386),(52 150.3174),(53 150.45796),(54 150.7538),(55 149.95763),(56 151.11508),(57 151.26775),(58 150.19049),(59 148.61461),(60 148.55019),(61 148.98984),(62 148.79604),(63 148.68169),(64 149.04706),(65 148.77716),(66 152.14185),(67 151.04578),(68 153.74663),(69 152.5619),(70 152.51752),(71 154.44432),(72 156.85963),(73 154.5968),(74 157.57277),(75 155.84317),(76 159.29495),(77 158.7012),(78 158.36095),(79 158.47444),
(1 89.126205),(2 104.62417),(3 118.50837),(4 124.39927),(5 128.83032),(6 134.25551),(7 137.4118),(8 140.03406),(9 145.70877),(10 145.1773),(11 146.92157),(12 147.9461),(13 150.3386),(14 151.84029),(15 150.3897),(16 152.74162),(17 152.0937),(18 150.6622),(19 150.79587),(20 151.93666),(21 151.80414),(22 150.44434),(23 150.7451),(24 148.99182),(25 148.94106),(26 148.50687),(27 147.5077),(28 150.33658),(29 150.1901),(30 148.6102),(31 151.31238),(32 151.88335),(33 151.0325),(34 152.44739),(35 151.98882),(36 152.05406),(37 154.07817),(38 152.69893),(39 153.2988),(40 154.76578),(41 154.21608),(42 155.05899),(43 155.0201),(44 153.92592),(45 153.45001),(46 152.43745),(47 152.24057),(48 151.59113),(49 152.81396),(50 152.72655),(51 152.44815),(52 152.43953),(53 152.29454),(54 151.87123),(55 151.06609),(56 152.72142),(57 152.72856),(58 150.9412),(59 148.97275),(60 151.09727),(61 151.0923),(62 150.83432),(63 148.93713),(64 150.24626),(65 150.36978),(66 154.38397),(67 153.58574),(68 156.00531),(69 155.48247),(70 155.08629),(71 157.32329),(72 159.09145),(73 159.60172),(74 161.25987),(75 159.79303),(76 160.99777),(77 160.56198),(78 159.53285),(79 159.83069),
(1 89.46916),(2 104.02782),(3 117.33784),(4 124.145775),(5 129.11366),(6 133.26703),(7 137.09769),(8 140.14015),(9 143.76366),(10 143.64523),(11 146.85504),(12 147.72845),(13 149.07439),(14 150.90997),(15 150.0516),(16 150.69711),(17 151.5044),(18 150.31528),(19 149.89574),(20 151.27608),(21 148.6696),(22 150.43617),(23 150.08334),(24 147.96884),(25 148.97035),(26 149.17159),(27 149.66359),(28 151.38637),(29 152.96233),(30 152.02876),(31 154.00558),(32 153.89413),(33 154.08463),(34 155.56303),(35 154.94348),(36 153.98366),(37 155.67084),(38 155.3211),(39 154.22885),(40 154.79665),(41 155.27702),(42 154.18153),(43 153.46452),(44 153.84215),(45 153.24147),(46 151.41641),(47 152.02283),(48 150.51476),(49 150.59363),(50 151.59688),(51 151.73744),(52 151.60075),(53 150.87498),(54 149.93657),(55 151.08292),(56 151.2255),(57 150.58757),(58 149.60805),(59 147.82472),(60 149.61964),(61 150.5954),(62 149.48323),(63 148.46619),(64 148.90067),(65 148.59981),(66 151.25578),(67 151.89734),(68 155.376),(69 152.35526),(70 153.1761),(71 154.4824),(72 155.73361),(73 156.23003),(74 157.91193),(75 157.16164),(76 158.63664),(77 158.2456),(78 159.01546),(79 160.54791),
(1 88.23285),(2 102.8988),(3 116.67214),(4 123.045876),(5 128.70258),(6 132.76636),(7 137.04169),(8 138.8561),(9 143.30516),(10 142.69144),(11 147.10844),(12 147.73978),(13 149.05276),(14 150.84987),(15 149.79881),(16 150.68987),(17 151.51758),(18 150.4063),(19 149.71165),(20 151.01532),(21 149.08165),(22 149.18385),(23 151.05444),(24 149.19756),(25 149.75414),(26 149.46698),(27 148.57011),(28 148.71881),(29 149.939),(30 149.05553),(31 151.1983),(32 150.18967),(33 149.63329),(34 151.78883),(35 150.60918),(36 151.07991),(37 152.25783),(38 151.34343),(39 150.5866),(40 149.46889),(41 149.75192),(42 149.47818),(43 148.08884),(44 148.7292),(45 149.0957),(46 147.8335),(47 148.95236),(48 148.83615),(49 149.07576),(50 150.86795),(51 150.48418),(52 150.8897),(53 150.77965),(54 150.77562),(55 150.47577),(56 148.8591),(57 147.37567),(58 147.15579),(59 146.01318),(60 146.24551),(61 146.2827),(62 145.55481),(63 146.4888),(64 146.35051),(65 146.36693),(66 148.47586),(67 149.77028),(68 152.0631),(69 149.29092),(70 150.86676),(71 152.20375),(72 151.88164),(73 152.90442),(74 155.3863),(75 152.80388),(76 155.47266),(77 156.41064),(78 157.28679),(79 157.47427),
(1 87.1498),(2 101.17355),(3 115.355606),(4 120.72694),(5 126.4548),(6 131.75763),(7 134.64096),(8 136.1403),(9 139.68846),(10 139.43292),(11 142.5607),(12 144.66168),(13 144.69615),(14 148.34421),(15 146.4253),(16 146.67168),(17 146.68918),(18 145.5938),(19 144.36934),(20 144.3294),(21 142.47887),(22 142.62682),(23 143.80916),(24 144.75203),(25 144.81639),(26 143.2059),(27 142.92299),(28 144.8955),(29 144.46773),(30 144.03848),(31 146.208),(32 145.2495),(33 145.24066),(34 146.71902),(35 145.90695),(36 146.3024),(37 146.45514),(38 145.25526),(39 145.47319),(40 145.4486),(41 145.91353),(42 146.54105),(43 145.45271),(44 145.43405),(45 145.47636),(46 145.82864),(47 145.4427),(48 146.15257),(49 144.2332),(50 146.95415),(51 145.16515),(52 145.57106),(53 146.29172),(54 146.04762),(55 145.57796),(56 144.39893),(57 144.18004),(58 144.61427),(59 143.03601),(60 143.6077),(61 142.76709),(62 142.41008),(63 143.81308),(64 143.49028),(65 142.15431),(66 143.61958),(67 145.87753),(68 147.22287),(69 147.6406),(70 148.64253),(71 149.25047),(72 149.93185),(73 151.23502),(74 152.04723),(75 151.39102),(76 154.60216),(77 154.40039),(78 153.96214),(79 153.19092),
(1 87.82836),(2 102.193634),(3 115.6586),(4 121.64073),(5 128.34552),(6 133.58063),(7 135.72136),(8 137.73566),(9 140.413),(10 142.55792),(11 144.61679),(12 144.94756),(13 144.96304),(14 149.81474),(15 148.39363),(16 148.73943),(17 147.57152),(18 147.79086),(19 146.13841),(20 145.74155),(21 144.36876),(22 144.82507),(23 145.74103),(24 145.92668),(25 146.74489),(26 145.25674),(27 146.02286),(28 147.06223),(29 146.70854),(30 145.94432),(31 147.43547),(32 147.36357),(33 146.84245),(34 147.53073),(35 147.96469),(36 147.12085),(37 147.38629),(38 147.238),(39 148.18636),(40 148.60799),(41 148.13788),(42 149.00288),(43 146.20135),(44 146.43645),(45 146.56952),(46 145.91354),(47 147.9607),(48 147.31705),(49 145.76076),(50 146.38805),(51 146.07808),(52 147.06947),(53 147.82939),(54 148.07896),(55 148.45866),(56 148.76138),(57 147.39322),(58 147.2489),(59 146.0901),(60 145.3765),(61 145.4361),(62 145.24303),(63 145.09998),(64 144.77095),(65 143.81813),(66 145.13649),(67 148.70311),(68 149.5294),(69 149.70534),(70 150.1504),(71 150.94572),(72 150.99554),(73 151.52298),(74 152.85497),(75 152.79823),(76 153.02483),(77 153.60924),(78 153.86958),(79 154.47931),
(1 88.21098),(2 103.11254),(3 116.24555),(4 121.9661),(5 129.51688),(6 132.86072),(7 135.25476),(8 138.07684),(9 141.21774),(10 143.63898),(11 146.15251),(12 145.41026),(13 146.89763),(14 151.02905),(15 149.03703),(16 148.70566),(17 147.70955),(18 147.3233),(19 146.2672),(20 147.08412),(21 145.9092),(22 145.34001),(23 146.13478),(24 144.77483),(25 145.81349),(26 145.69647),(27 146.18544),(28 147.21446),(29 147.76495),(30 147.20149),(31 149.17656),(32 147.51869),(33 146.1451),(34 146.77287),(35 145.98627),(36 146.17735),(37 148.26405),(38 148.99626),(39 149.20973),(40 147.61513),(41 147.22246),(42 148.8863),(43 146.71414),(44 147.05591),(45 147.45027),(46 147.6396),(47 148.3998),(48 148.41576),(49 148.22296),(50 147.23349),(51 147.26196),(52 147.00247),(53 146.46356),(54 146.97614),(55 146.1082),(56 146.95),(57 145.65059),(58 146.4957),(59 145.68141),(60 143.79803),(61 145.80423),(62 145.88304),(63 145.07507),(64 146.20839),(65 145.50227),(66 147.10466),(67 148.4765),(68 149.5604),(69 147.65002),(70 147.73207),(71 149.16417),(72 150.55785),(73 150.23268),(74 151.52155),(75 151.13074),(76 153.03584),(77 152.76294),(78 153.80045),(79 155.09778),
(1 86.64354),(2 101.041794),(3 113.927315),(4 119.9121),(5 125.66477),(6 130.54126),(7 132.69281),(8 134.7365),(9 138.40831),(10 140.4191),(11 143.19098),(12 142.75697),(13 145.16449),(14 147.04987),(15 145.85417),(16 146.21753),(17 145.75073),(18 144.95276),(19 144.34763),(20 145.26097),(21 144.08305),(22 144.44806),(23 144.92284),(24 143.73982),(25 143.09079),(26 142.98157),(27 143.13391),(28 142.33188),(29 144.16339),(30 143.89995),(31 145.77687),(32 144.96828),(33 144.15317),(34 144.85376),(35 143.42722),(36 142.79785),(37 144.06366),(38 144.21053),(39 145.02081),(40 143.09802),(41 142.87976),(42 143.99576),(43 143.28859),(44 144.96768),(45 145.63403),(46 145.70944),(47 145.70155),(48 145.45395),(49 146.6411),(50 144.97548),(51 145.97147),(52 145.5229),(53 144.34698),(54 144.72432),(55 145.18091),(56 147.06415),(57 147.25146),(58 147.81107),(59 147.61015),(60 145.13359),(61 147.03296),(62 146.50034),(63 145.24535),(64 146.5649),(65 145.11171),(66 145.5634),(67 145.14375),(68 146.58067),(69 146.17299),(70 146.88048),(71 147.81126),(72 148.86339),(73 148.84912),(74 150.83896),(75 150.88792),(76 153.06279),(77 153.49066),(78 153.58434),(79 155.4937),
(1 85.66718),(2 99.646645),(3 112.97987),(4 119.10511),(5 124.099464),(6 128.90018),(7 131.8491),(8 133.62329),(9 136.66414),(10 137.50555),(11 138.94064),(12 139.74815),(13 142.01042),(14 143.82504),(15 143.41975),(16 143.62927),(17 143.86638),(18 144.24454),(19 143.01938),(20 143.65274),(21 142.1932),(22 142.55276),(23 143.93222),(24 142.55264),(25 143.48041),(26 143.09036),(27 144.17969),(28 144.00401),(29 145.3842),(30 145.20839),(31 146.25577),(32 143.12534),(33 142.35327),(34 144.76485),(35 142.98853),(36 141.60501),(37 142.25223),(38 142.1911),(39 142.45973),(40 141.87839),(41 142.01491),(42 142.00536),(43 141.4009),(44 143.26166),(45 144.34123),(46 144.14029),(47 144.49574),(48 142.10757),(49 142.64516),(50 140.99878),(51 141.69229),(52 141.12115),(53 141.73047),(54 141.57979),(55 141.97038),(56 140.93954),(57 141.4847),(58 141.97452),(59 141.2878),(60 139.63268),(61 140.3164),(62 139.85397),(63 139.14088),(64 139.02628),(65 137.94998),(66 139.50433),(67 140.41852),(68 144.38077),(69 144.9561),(70 145.05011),(71 147.67882),(72 147.37465),(73 146.92514),(74 150.61047),(75 149.54141),(76 150.92317),(77 151.4448),(78 148.96175),(79 150.81158),
(1 86.16031),(2 100.54258),(3 115.1669),(4 122.33891),(5 126.90816),(6 131.60976),(7 134.70938),(8 137.29794),(9 139.36186),(10 138.8964),(11 141.7066),(12 141.11707),(13 143.37225),(14 145.64238),(15 143.76163),(16 144.00636),(17 145.25282),(18 144.83957),(19 143.47464),(20 144.31259),(21 142.85992),(22 143.44847),(23 145.40607),(24 143.8762),(25 144.9003),(26 144.22145),(27 145.4018),(28 145.90591),(29 146.59358),(30 145.61995),(31 147.46992),(32 146.59192),(33 146.16396),(34 148.09131),(35 146.82788),(36 146.36296),(37 145.15858),(38 144.35612),(39 144.70134),(40 144.42804),(41 145.07358),(42 143.5347),(43 143.15663),(44 142.70164),(45 143.78171),(46 143.52338),(47 142.87288),(48 141.20044),(49 141.67976),(50 140.14508),(51 140.38867),(52 139.40836),(53 140.61351),(54 142.60005),(55 143.18869),(56 142.52118),(57 140.89473),(58 141.37488),(59 138.93549),(60 139.20995),(61 140.7381),(62 138.74),(63 140.36362),(64 141.15869),(65 140.8393),(66 143.17723),(67 143.67603),(68 145.5905),(69 147.05998),(70 147.45142),(71 149.22893),(72 148.78682),(73 149.46558),(74 152.05055),(75 149.94167),(76 151.78677),(77 151.11261),(78 150.80887),(79 151.3475),
