1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43.859806),(2 49.235455),(3 51.587097),(4 53.744514),(5 55.73464),(6 57.00748),(7 57.93782),(8 58.728943),(9 59.59088),(10 59.52907),(11 60.376102),(12 61.14458),(13 61.56659),(14 61.14996),(15 61.799393),(16 62.2418),(17 62.272312),(18 62.489353),(19 63.61749),(20 63.347088),(21 63.49535),(22 63.253937),(23 63.55798),(24 63.604767),(25 63.265408),(26 63.330036),(27 63.40407),(28 62.77027),(29 62.4659),(30 62.716736),(31 63.43839),(32 63.432755),(33 64.60268),(34 63.672646),(35 63.22826),(36 63.79379),(37 64.054436),(38 64.52788),(39 64.11649),(40 64.28426),(41 64.19094),(42 64.106636),(43 64.427635),(44 64.54521),(45 64.01984),(46 64.45617),(47 63.83843),(48 64.29804),(49 64.58937),(50 64.33151),(51 63.055927),(52 63.088886),(53 62.69869),(54 62.985615),(55 63.26877),(56 62.853878),(57 63.164246),(58 62.821125),(59 62.62207),(60 62.773506),(61 62.873955),(62 63.269676),(63 62.884396),(64 63.609104),(65 63.269123),(66 62.634483),(67 64.47376),(68 64.12066),(69 64.616196),(70 63.857998),(71 64.69812),(72 65.819145),(73 65.29844),(74 66.65019),(75 65.60732),(76 65.9878),(77 66.81808),(78 66.89083),(79 66.61348),
(1 44.072166),(2 50.01968),(3 52.12188),(4 54.27946),(5 56.678967),(6 57.3616),(7 58.39443),(8 59.01569),(9 59.721134),(10 60.44012),(11 61.250168),(12 62.31105),(13 61.733807),(14 62.09639),(15 62.552532),(16 62.762833),(17 62.907516),(18 63.086807),(19 63.55989),(20 63.113056),(21 63.098488),(22 63.39399),(23 63.58613),(24 64.074005),(25 63.559853),(26 65.39715),(27 65.08751),(28 64.51697),(29 64.00935),(30 64.16013),(31 63.99141),(32 63.45795),(33 62.950882),(34 64.01375),(35 63.03774),(36 62.994743),(37 63.45622),(38 63.475662),(39 63.08972),(40 64.09624),(41 63.25892),(42 62.880505),(43 62.72389),(44 63.33834),(45 63.1718),(46 63.472694),(47 63.769615),(48 63.461704),(49 64.51454),(50 63.846256),(51 62.84928),(52 63.120743),(53 62.634346),(54 63.011368),(55 63.44459),(56 62.778755),(57 62.73608),(58 63.55369),(59 63.421555),(60 63.54816),(61 63.94324),(62 63.288403),(63 62.313766),(64 62.373707),(65 62.814713),(66 63.19274),(67 63.851753),(68 63.770203),(69 64.15611),(70 64.74742),(71 64.14378),(72 65.072426),(73 64.97019),(74 65.22031),(75 65.78507),(76 65.74505),(77 65.4461),(78 65.20138),(79 64.4602),
(1 42.406136),(2 47.950157),(3 49.031605),(4 51.8572),(5 53.17509),(6 54.12086),(7 55.266872),(8 55.726925),(9 56.81025),(10 57.34677),(11 57.43188),(12 58.44467),(13 59.32164),(14 59.274837),(15 59.551025),(16 59.31937),(17 59.67124),(18 60.105003),(19 60.484978),(20 60.312325),(21 60.524265),(22 60.390285),(23 61.400795),(24 61.693375),(25 61.50681),(26 61.809227),(27 61.701252),(28 61.992092),(29 61.05871),(30 62.116234),(31 62.60659),(32 62.209904),(33 62.451996),(34 62.942963),(35 62.67153),(36 63.949512),(37 63.662735),(38 64.10691),(39 63.729836),(40 63.67128),(41 63.063328),(42 62.57826),(43 62.041603),(44 62.293896),(45 62.176865),(46 61.756226),(47 62.706898),(48 62.609562),(49 62.90714),(50 62.68397),(51 61.579098),(52 61.346855),(53 60.975822),(54 61.335274),(55 61.472794),(56 61.50538),(57 61.488255),(58 61.70562),(59 62.09601),(60 61.79602),(61 62.032),(62 61.51449),(63 61.542362),(64 62.030434),(65 61.741455),(66 62.544636),(67 62.734394),(68 62.784286),(69 63.333115),(70 63.333805),(71 63.130253),(72 64.32955),(73 63.729176),(74 64.56309),(75 64.89782),(76 64.346245),(77 64.10018),(78 63.877396),(79 64.0818),
(1 43.18443),(2 49.098263),(3 50.914726),(4 53.69398),(5 54.626244),(6 56.341183),(7 56.9266),(8 57.93124),(9 59.001965),(10 58.739834),(11 59.22829),(12 60.800987),(13 61.45016),(14 60.69778),(15 61.02931),(16 61.693413),(17 62.47102),(18 62.065193),(19 61.67446),(20 62.152164),(21 62.92735),(22 62.65514),(23 62.59286),(24 62.849396),(25 62.355312),(26 62.988785),(27 63.12018),(28 63.97356),(29 63.21061),(30 63.7911),(31 63.68498),(32 63.60249),(33 62.85953),(34 63.069126),(35 62.653202),(36 62.63169),(37 63.451637),(38 63.70859),(39 62.96246),(40 63.45207),(41 63.43404),(42 62.503494),(43 62.3008),(44 62.88169),(45 63.50183),(46 63.63884),(47 63.511627),(48 64.15542),(49 64.312225),(50 64.497536),(51 62.581566),(52 62.615376),(53 62.371956),(54 62.01547),(55 61.649857),(56 62.31421),(57 61.945732),(58 62.356525),(59 61.877243),(60 62.481823),(61 63.08008),(62 62.429417),(63 62.613476),(64 62.891876),(65 62.773823),(66 63.831703),(67 63.281784),(68 63.943348),(69 63.576412),(70 63.1968),(71 63.714108),(72 63.69551),(73 63.30318),(74 64.66852),(75 65.77779),(76 65.37677),(77 65.709755),(78 65.82354),(79 65.63209),
(1 42.561592),(2 47.946117),(3 50.023827),(4 52.312275),(5 53.88142),(6 54.680264),(7 55.742775),(8 56.39727),(9 57.33285),(10 57.72885),(11 58.471836),(12 58.766113),(13 59.20008),(14 60.975327),(15 60.95603),(16 60.800068),(17 61.483486),(18 60.936237),(19 61.48405),(20 61.684174),(21 63.015224),(22 62.32654),(23 61.804543),(24 62.772068),(25 61.935177),(26 62.63101),(27 62.70443),(28 62.380226),(29 62.368294),(30 62.22963),(31 61.579468),(32 61.813408),(33 62.040127),(34 61.462975),(35 61.51589),(36 62.36943),(37 62.162437),(38 62.7252),(39 62.326588),(40 61.417255),(41 62.272007),(42 61.94498),(43 61.64641),(44 62.183857),(45 61.951176),(46 61.967136),(47 61.489693),(48 61.148575),(49 61.546337),(50 61.48128),(51 60.217514),(52 60.667843),(53 60.053925),(54 60.042267),(55 60.024906),(56 59.593204),(57 60.11477),(58 59.815445),(59 59.818924),(60 60.36295),(61 61.18704),(62 60.082756),(63 59.620876),(64 60.90253),(65 61.389145),(66 61.80501),(67 61.820755),(68 61.77521),(69 62.460243),(70 62.080986),(71 62.634014),(72 61.94267),(73 62.31575),(74 62.90352),(75 62.400482),(76 63.026505),(77 62.913174),(78 62.900623),(79 63.21081),
(1 41.755787),(2 47.143826),(3 49.138298),(4 50.81049),(5 53.251057),(6 54.23967),(7 55.072796),(8 55.664696),(9 56.606964),(10 56.735588),(11 57.739132),(12 57.707462),(13 58.859978),(14 59.3673),(15 58.573166),(16 58.833466),(17 59.685463),(18 60.014694),(19 59.57211),(20 60.75425),(21 60.036922),(22 60.236122),(23 60.895412),(24 61.075695),(25 60.737686),(26 62.179665),(27 61.471333),(28 62.352577),(29 61.443684),(30 61.935875),(31 61.771446),(32 61.12996),(33 61.047195),(34 61.455215),(35 61.481785),(36 61.872482),(37 62.466312),(38 62.68427),(39 62.054455),(40 62.67486),(41 62.289024),(42 61.876568),(43 62.282055),(44 62.04049),(45 62.153767),(46 61.999084),(47 61.210987),(48 61.69693),(49 61.85518),(50 61.906498),(51 60.13252),(52 59.918026),(53 60.609585),(54 60.59098),(55 60.983833),(56 59.83616),(57 60.54592),(58 60.35652),(59 59.73975),(60 59.890846),(61 60.780495),(62 60.003513),(63 59.98782),(64 59.818645),(65 60.672188),(66 60.535275),(67 60.477142),(68 60.71391),(69 60.83579),(70 61.267353),(71 60.872692),(72 60.898228),(73 61.586117),(74 61.13193),(75 60.93822),(76 61.80085),(77 61.672047),(78 61.971413),(79 60.9788),
(1 41.27802),(2 46.860905),(3 48.877987),(4 50.77524),(5 52.89285),(6 53.996056),(7 54.339977),(8 54.78244),(9 55.593365),(10 55.264114),(11 56.46659),(12 56.54472),(13 57.9788),(14 57.741093),(15 57.895805),(16 58.13656),(17 58.949448),(18 59.41042),(19 58.345066),(20 58.78472),(21 58.950684),(22 59.91308),(23 60.433384),(24 59.9347),(25 59.85591),(26 60.03836),(27 60.042732),(28 59.837997),(29 59.84779),(30 60.396297),(31 60.05867),(32 59.852867),(33 60.904633),(34 60.92733),(35 60.71995),(36 61.070736),(37 61.54359),(38 61.87902),(39 61.383198),(40 61.66462),(41 61.382256),(42 61.61117),(43 61.73851),(44 60.947506),(45 61.493465),(46 61.66183),(47 61.50107),(48 62.06109),(49 62.660126),(50 62.222607),(51 60.75505),(52 61.103756),(53 61.33413),(54 61.141068),(55 60.690063),(56 60.131184),(57 60.28941),(58 60.521915),(59 59.7107),(60 59.66233),(61 59.618576),(62 59.63655),(63 59.270863),(64 59.695435),(65 59.98885),(66 59.3566),(67 60.467113),(68 60.496227),(69 60.378357),(70 60.34986),(71 60.22125),(72 60.812103),(73 61.29938),(74 61.30047),(75 61.232277),(76 60.962368),(77 61.260113),(78 61.21651),(79 61.081745),
(1 40.706974),(2 46.6237),(3 48.668964),(4 50.406338),(5 52.36809),(6 53.67371),(7 54.491543),(8 54.24259),(9 55.187836),(10 55.348816),(11 56.993057),(12 56.812954),(13 58.50366),(14 57.910683),(15 57.67257),(16 57.659283),(17 58.67372),(18 59.008884),(19 59.6328),(20 59.08332),(21 58.6633),(22 59.55945),(23 59.5832),(24 59.470398),(25 60.003746),(26 59.757595),(27 59.3438),(28 59.35089),(29 59.400116),(30 59.36809),(31 59.54496),(32 58.941845),(33 59.729477),(34 59.465794),(35 60.393936),(36 60.039448),(37 60.43872),(38 60.25925),(39 59.333805),(40 59.628044),(41 59.693844),(42 59.27414),(43 59.80674),(44 59.719948),(45 59.45377),(46 59.532516),(47 59.906822),(48 59.733543),(49 60.029785),(50 59.606487),(51 58.73032),(52 59.21968),(53 58.780327),(54 58.77931),(55 58.344086),(56 58.39704),(57 57.953182),(58 57.9725),(59 58.346424),(60 58.351723),(61 58.763733),(62 58.484375),(63 58.2478),(64 59.00777),(65 58.94006),(66 59.319412),(67 59.801136),(68 60.005386),(69 59.778263),(70 60.00097),(71 59.702232),(72 60.043476),(73 60.93517),(74 60.824142),(75 60.321316),(76 60.274014),(77 60.0716),(78 60.44917),(79 60.059994),
(1 40.52949),(2 45.886658),(3 48.433064),(4 50.404533),(5 51.73869),(6 53.534904),(7 54.167355),(8 54.83219),(9 55.590675),(10 55.822243),(11 56.787094),(12 57.11871),(13 57.50643),(14 57.77583),(15 58.25441),(16 58.584328),(17 59.334583),(18 59.19103),(19 59.029915),(20 58.782764),(21 58.59342),(22 59.567383),(23 59.27183),(24 59.69867),(25 59.865967),(26 60.021416),(27 59.005344),(28 59.323906),(29 59.85319),(30 60.024044),(31 59.95441),(32 59.562756),(33 59.884315),(34 60.20075),(35 59.820995),(36 60.798),(37 61.206963),(38 61.383453),(39 59.866173),(40 60.4096),(41 60.084644),(42 60.858025),(43 60.43537),(44 61.00713),(45 59.871048),(46 60.07468),(47 60.65522),(48 61.009033),(49 60.76017),(50 60.90833),(51 59.766808),(52 59.809277),(53 59.920086),(54 59.00122),(55 59.85948),(56 60.128983),(57 59.247604),(58 60.050327),(59 59.281967),(60 59.616497),(61 59.456963),(62 59.56709),(63 58.93597),(64 59.01672),(65 59.177074),(66 59.592636),(67 59.200573),(68 59.943504),(69 59.95483),(70 59.948208),(71 60.50367),(72 60.32443),(73 61.03982),(74 61.04805),(75 61.030987),(76 61.408333),(77 60.7474),(78 60.49918),(79 61.209625),
(1 40.823162),(2 46.322037),(3 48.864784),(4 50.13671),(5 51.29246),(6 52.84032),(7 53.532787),(8 53.720367),(9 54.03415),(10 54.62597),(11 55.526363),(12 56.208084),(13 56.718212),(14 57.215733),(15 56.796543),(16 57.85919),(17 57.666195),(18 57.51594),(19 58.019283),(20 58.443718),(21 58.589657),(22 58.726746),(23 58.865322),(24 58.883133),(25 58.596123),(26 58.853447),(27 59.1756),(28 58.906105),(29 58.87369),(30 59.198593),(31 59.13561),(32 59.233974),(33 60.072727),(34 59.687283),(35 59.129353),(36 59.46103),(37 59.539467),(38 59.80908),(39 59.071415),(40 59.08038),(41 58.725147),(42 57.767757),(43 58.26574),(44 58.557545),(45 58.939766),(46 58.637554),(47 58.72148),(48 58.295803),(49 58.62405),(50 58.774128),(51 58.43512),(52 58.595985),(53 58.532516),(54 58.52693),(55 58.234325),(56 58.16118),(57 57.899765),(58 58.19865),(59 58.304554),(60 57.405228),(61 58.38701),(62 57.849346),(63 57.449623),(64 58.532642),(65 58.045517),(66 58.852604),(67 59.207787),(68 58.91166),(69 59.248978),(70 59.138004),(71 59.136925),(72 59.839806),(73 59.942314),(74 59.922626),(75 59.79598),(76 60.46629),(77 60.300556),(78 59.92748),(79 60.07694),
(1 40.436993),(2 45.93916),(3 47.709015),(4 49.86194),(5 50.94473),(6 51.615795),(7 52.74357),(8 53.273262),(9 54.023525),(10 54.25914),(11 55.30788),(12 56.061935),(13 56.19706),(14 56.4816),(15 55.93605),(16 56.331436),(17 56.668056),(18 56.99419),(19 57.133904),(20 57.131573),(21 57.36557),(22 57.306065),(23 57.73393),(24 58.306877),(25 57.704426),(26 58.451546),(27 58.0154),(28 57.47533),(29 57.709026),(30 58.0726),(31 57.934177),(32 57.472706),(33 58.431168),(34 59.020878),(35 58.664093),(36 59.22252),(37 60.022667),(38 59.079254),(39 58.41896),(40 59.71651),(41 59.189243),(42 58.35067),(43 58.900845),(44 58.974808),(45 58.985058),(46 59.217106),(47 58.84831),(48 58.689907),(49 59.291897),(50 59.03102),(51 58.44779),(52 58.33088),(53 57.462822),(54 57.35665),(55 56.94334),(56 57.094482),(57 57.92903),(58 58.032368),(59 57.871677),(60 57.658916),(61 57.849102),(62 58.5217),(63 58.03335),(64 58.2516),(65 57.86781),(66 58.608604),(67 58.6492),(68 59.015396),(69 58.770363),(70 59.414597),(71 59.384872),(72 58.887444),(73 58.691364),(74 59.610485),(75 60.06671),(76 60.147655),(77 60.403923),(78 60.27319),(79 58.98271),
(1 40.46287),(2 44.264633),(3 46.85018),(4 49.190792),(5 50.45154),(6 51.837997),(7 52.876976),(8 53.458557),(9 53.595463),(10 54.753387),(11 55.486942),(12 55.099617),(13 55.661694),(14 56.11224),(15 57.03226),(16 56.759537),(17 57.915154),(18 57.31178),(19 57.888645),(20 58.0767),(21 58.014828),(22 58.41663),(23 58.115517),(24 59.242535),(25 59.316193),(26 59.131268),(27 58.43564),(28 59.610893),(29 58.928997),(30 58.57117),(31 58.15699),(32 58.21951),(33 58.702404),(34 58.79603),(35 58.405426),(36 58.52127),(37 58.80886),(38 58.780178),(39 57.823864),(40 58.99352),(41 58.423527),(42 58.435425),(43 59.19743),(44 59.113026),(45 59.396175),(46 59.233482),(47 59.69193),(48 59.473206),(49 59.60558),(50 59.719143),(51 58.816807),(52 59.07112),(53 59.15079),(54 58.573277),(55 58.725925),(56 58.99452),(57 58.899372),(58 58.781467),(59 58.150414),(60 58.718918),(61 58.702164),(62 59.075737),(63 58.214767),(64 57.458145),(65 58.08462),(66 57.65803),(67 58.039642),(68 57.88837),(69 58.312973),(70 58.103523),(71 58.133255),(72 58.128048),(73 58.681038),(74 58.931824),(75 59.19855),(76 58.86955),(77 58.601276),(78 58.604004),(79 59.293198),
(1 39.59147),(2 44.298374),(3 46.270855),(4 48.095665),(5 49.590088),(6 49.755154),(7 51.502487),(8 52.16555),(9 52.760075),(10 53.093567),(11 53.90709),(12 54.33652),(13 54.40371),(14 55.451748),(15 56.135075),(16 56.49748),(17 56.574116),(18 56.48729),(19 56.856),(20 56.832672),(21 57.51905),(22 57.690685),(23 57.096474),(24 57.849422),(25 57.480762),(26 57.92161),(27 57.096645),(28 57.08976),(29 57.285053),(30 58.243523),(31 57.80724),(32 57.17962),(33 58.188133),(34 57.755417),(35 57.402546),(36 57.8472),(37 57.924274),(38 57.702785),(39 57.316505),(40 57.152794),(41 57.236244),(42 57.45563),(43 57.099693),(44 57.321957),(45 57.26607),(46 57.110065),(47 57.653667),(48 57.16658),(49 56.82421),(50 56.463326),(51 56.11791),(52 55.645267),(53 55.32437),(54 55.510036),(55 56.2468),(56 56.20631),(57 56.658943),(58 56.02623),(59 56.37195),(60 56.31559),(61 56.375866),(62 56.69001),(63 56.575035),(64 56.655567),(65 57.143993),(66 57.601257),(67 57.634872),(68 58.12248),(69 58.34952),(70 57.914707),(71 58.457664),(72 58.926952),(73 59.008446),(74 59.48009),(75 58.168644),(76 58.914783),(77 58.839066),(78 59.16407),(79 59.033768),
(1 38.983307),(2 43.951603),(3 46.77344),(4 48.24978),(5 49.535507),(6 50.463585),(7 52.21312),(8 52.7056),(9 53.489952),(10 54.512222),(11 54.780376),(12 55.1532),(13 55.794743),(14 55.478027),(15 56.212654),(16 56.294796),(17 57.277332),(18 56.969685),(19 57.02634),(20 56.57005),(21 57.21337),(22 56.75576),(23 56.738094),(24 57.000813),(25 56.68278),(26 57.21225),(27 56.69767),(28 57.221222),(29 57.005516),(30 57.166534),(31 56.76589),(32 56.643894),(33 56.539032),(34 57.51218),(35 57.6362),(36 56.86695),(37 57.972614),(38 57.771664),(39 57.183376),(40 57.614124),(41 57.68172),(42 57.339405),(43 57.28431),(44 57.83802),(45 57.78165),(46 57.882694),(47 57.912582),(48 57.917152),(49 57.929817),(50 57.13707),(51 56.90912),(52 57.10922),(53 57.161343),(54 56.78659),(55 57.037266),(56 56.33146),(57 56.264496),(58 56.45451),(59 55.69432),(60 55.55631),(61 55.510147),(62 56.20081),(63 55.952312),(64 56.755596),(65 56.519756),(66 56.948532),(67 56.947247),(68 57.477505),(69 57.670483),(70 57.754787),(71 58.089783),(72 58.9416),(73 58.915073),(74 59.210064),(75 59.205482),(76 59.06159),(77 58.163387),(78 59.070774),(79 59.41102),
(1 38.720238),(2 43.434994),(3 45.502697),(4 47.2461),(5 48.46901),(6 49.409294),(7 50.67442),(8 51.161205),(9 51.64934),(10 52.75803),(11 52.662544),(12 52.964294),(13 53.819736),(14 54.545155),(15 54.156384),(16 54.925564),(17 55.059807),(18 54.746117),(19 55.15727),(20 55.507645),(21 55.171062),(22 55.907703),(23 55.98357),(24 56.58911),(25 56.41197),(26 57.271687),(27 56.504524),(28 57.133595),(29 56.95026),(30 56.371372),(31 56.777084),(32 56.908146),(33 56.48585),(34 56.24117),(35 56.200703),(36 56.57772),(37 57.178616),(38 56.83039),(39 55.7312),(40 56.11485),(41 55.95963),(42 56.54878),(43 56.63251),(44 55.89109),(45 56.062656),(46 55.986816),(47 55.93751),(48 56.069893),(49 56.08781),(50 56.222748),(51 55.790874),(52 55.58609),(53 55.706917),(54 55.790672),(55 55.562283),(56 55.65796),(57 55.212063),(58 55.092224),(59 54.883274),(60 56.04813),(61 55.918667),(62 56.39151),(63 56.01718),(64 56.313614),(65 55.50224),(66 56.27393),(67 55.98819),(68 57.190575),(69 57.366093),(70 57.97838),(71 57.58536),(72 57.915863),(73 57.646893),(74 57.656136),(75 57.87612),(76 58.111324),(77 58.299526),(78 58.458214),(79 58.409794),
(1 38.54104),(2 42.847397),(3 44.842697),(4 46.941975),(5 47.783653),(6 49.184288),(7 50.06103),(8 50.988426),(9 51.608433),(10 52.446533),(11 52.46524),(12 53.051395),(13 53.65006),(14 54.01521),(15 54.931633),(16 55.447567),(17 55.204716),(18 56.079357),(19 56.149174),(20 55.53674),(21 56.311985),(22 56.951378),(23 56.961258),(24 57.09057),(25 56.34897),(26 56.36378),(27 55.738438),(28 55.914974),(29 55.752235),(30 56.248974),(31 56.066593),(32 55.860878),(33 56.05803),(34 56.229733),(35 56.85348),(36 56.407063),(37 57.069336),(38 57.765484),(39 56.98399),(40 56.877514),(41 55.954464),(42 56.275097),(43 56.456432),(44 55.792862),(45 56.702717),(46 56.217),(47 55.944744),(48 56.58189),(49 56.14498),(50 56.341175),(51 56.034092),(52 56.012234),(53 56.186455),(54 56.00853),(55 55.49124),(56 55.285923),(57 55.470528),(58 55.60826),(59 55.640816),(60 55.469234),(61 55.890366),(62 55.800713),(63 55.546387),(64 55.513485),(65 55.391518),(66 55.726166),(67 55.880886),(68 57.3047),(69 57.2352),(70 57.57546),(71 58.20039),(72 58.4394),(73 58.51024),(74 58.889435),(75 58.18616),(76 58.18849),(77 58.31036),(78 57.72),(79 58.239502),
(1 38.22249),(2 43.08685),(3 45.120842),(4 46.913),(5 48.454453),(6 49.32733),(7 50.54816),(8 50.686333),(9 51.099648),(10 51.81964),(11 51.645386),(12 52.336407),(13 52.676365),(14 53.53926),(15 54.292717),(16 54.512062),(17 54.645073),(18 54.134804),(19 54.267555),(20 54.88193),(21 54.260426),(22 54.328117),(23 55.10652),(24 55.29757),(25 54.80133),(26 55.804398),(27 55.215336),(28 55.531498),(29 54.815914),(30 55.617928),(31 55.00235),(32 54.70161),(33 54.645996),(34 55.302128),(35 54.5764),(36 54.649273),(37 55.32002),(38 54.862015),(39 55.41571),(40 55.38542),(41 55.494736),(42 55.520313),(43 56.18245),(44 55.555912),(45 55.39712),(46 55.69735),(47 55.945854),(48 55.93916),(49 56.14141),(50 56.298058),(51 54.68993),(52 54.97428),(53 54.868484),(54 54.522587),(55 54.449863),(56 54.198547),(57 55.377663),(58 55.408577),(59 54.785908),(60 55.272465),(61 55.16477),(62 55.044727),(63 55.049507),(64 55.088436),(65 55.426655),(66 55.60849),(67 55.68264),(68 56.074944),(69 56.522976),(70 56.057266),(71 56.513977),(72 56.160686),(73 56.923107),(74 57.230015),(75 57.41341),(76 57.538307),(77 57.08393),(78 57.418472),(79 57.09223),
(1 37.598763),(2 42.20819),(3 44.56842),(4 45.810143),(5 47.399815),(6 48.644276),(7 49.720566),(8 50.35874),(9 49.928543),(10 50.738388),(11 51.504932),(12 51.338272),(13 51.9299),(14 52.72652),(15 52.774807),(16 53.122646),(17 53.166183),(18 53.092106),(19 54.01691),(20 53.87125),(21 54.49299),(22 54.013218),(23 54.433613),(24 54.671684),(25 53.825928),(26 54.02062),(27 53.591682),(28 54.562595),(29 54.49903),(30 54.910576),(31 54.635544),(32 54.394814),(33 54.582867),(34 55.02408),(35 53.895515),(36 54.180805),(37 54.39655),(38 54.938545),(39 54.38151),(40 54.35268),(41 54.33223),(42 54.5703),(43 55.34278),(44 54.202557),(45 54.67766),(46 54.623447),(47 54.76176),(48 54.87117),(49 54.767628),(50 55.248566),(51 54.663944),(52 54.285275),(53 54.50456),(54 54.434895),(55 53.542175),(56 54.569542),(57 54.517776),(58 54.824913),(59 53.990364),(60 53.978275),(61 54.485493),(62 54.35271),(63 54.29622),(64 53.816998),(65 54.105354),(66 54.027058),(67 54.827457),(68 54.874367),(69 55.097553),(70 55.18517),(71 55.35395),(72 54.8388),(73 55.47214),(74 55.337406),(75 55.0245),(76 56.04128),(77 55.924538),(78 55.475082),(79 55.246517),
