1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 65.036606),(2 76.502556),(3 83.414604),(4 90.19829),(5 91.578255),(6 94.74451),(7 97.109215),(8 99.39532),(9 100.962776),(10 102.34784),(11 102.06925),(12 105.13696),(13 105.51206),(14 106.07694),(15 106.97395),(16 109.486496),(17 109.9024),(18 112.35312),(19 111.57284),(20 112.365265),(21 113.58438),(22 114.28069),(23 114.091515),(24 113.809456),(25 113.87257),(26 113.189476),(27 113.787895),(28 114.81261),(29 113.00631),(30 114.47698),(31 115.1809),(32 115.01746),(33 116.65646),(34 116.09469),(35 117.45086),(36 118.23771),(37 117.29869),(38 119.32164),(39 118.05961),(40 119.6181),(41 121.142334),(42 122.80487),(43 121.84052),(44 122.037125),(45 121.6804),(46 124.27523),(47 123.838936),(48 124.84392),(49 124.51535),(50 124.64785),(51 124.915955),(52 124.995224),(53 125.64015),(54 124.910995),(55 125.599396),(56 126.723526),(57 126.758484),(58 127.73731),(59 127.02759),(60 126.14993),(61 126.98281),(62 126.572266),(63 128.56104),(64 127.9905),(65 126.91658),(66 127.61336),(67 125.96377),(68 127.97544),(69 127.44513),(70 128.05775),(71 127.15891),(72 127.83963),(73 127.96156),(74 127.202225),(75 127.2826),(76 126.25573),(77 125.37553),(78 127.19275),(79 126.65855),
(1 63.99587),(2 75.72062),(3 84.20834),(4 89.063286),(5 91.2975),(6 94.657715),(7 96.99421),(8 98.223236),(9 99.28471),(10 101.24638),(11 102.87329),(12 105.02257),(13 106.85941),(14 107.35023),(15 107.76716),(16 108.91205),(17 109.03668),(18 110.66946),(19 109.56614),(20 111.019325),(21 110.39162),(22 111.015495),(23 111.31445),(24 110.77692),(25 111.38304),(26 111.24618),(27 112.907974),(28 113.35396),(29 113.66659),(30 113.62958),(31 115.051865),(32 113.93694),(33 114.87289),(34 115.6745),(35 115.31044),(36 115.698135),(37 114.48114),(38 115.27748),(39 116.1503),(40 117.52548),(41 117.27719),(42 118.43776),(43 118.37467),(44 117.89003),(45 118.42735),(46 120.10087),(47 120.83338),(48 121.68277),(49 121.183815),(50 121.04408),(51 121.506905),(52 122.050186),(53 122.08754),(54 121.97741),(55 121.54124),(56 122.08348),(57 121.3515),(58 121.95544),(59 123.73688),(60 123.568344),(61 122.7369),(62 122.365234),(63 122.53877),(64 121.98004),(65 122.560616),(66 123.198105),(67 123.005066),(68 121.99265),(69 122.22468),(70 123.13678),(71 122.85482),(72 122.28233),(73 123.13643),(74 122.0153),(75 123.45351),(76 122.930504),(77 121.83004),(78 122.13104),(79 122.93688),
(1 62.915268),(2 74.364105),(3 81.78777),(4 86.58168),(5 88.07068),(6 91.54129),(7 93.2389),(8 95.90079),(9 97.77892),(10 98.66916),(11 99.78753),(12 101.71971),(13 102.11957),(14 103.18106),(15 104.61762),(16 106.433304),(17 107.541595),(18 110.21519),(19 109.76029),(20 109.982864),(21 109.23068),(22 110.259254),(23 109.936844),(24 110.39065),(25 110.48836),(26 110.9412),(27 111.908585),(28 112.291664),(29 113.42936),(30 113.88841),(31 114.86031),(32 114.7372),(33 115.12157),(34 115.54904),(35 115.94297),(36 115.894394),(37 116.566154),(38 117.92507),(39 117.66657),(40 118.688965),(41 119.98263),(42 120.67837),(43 121.074234),(44 121.113594),(45 121.549965),(46 122.68623),(47 122.75484),(48 122.9512),(49 124.301704),(50 124.31517),(51 124.63518),(52 124.696495),(53 126.669075),(54 126.62308),(55 127.7316),(56 126.12041),(57 125.93388),(58 126.70472),(59 126.51486),(60 126.326004),(61 128.0713),(62 126.83164),(63 126.5443),(64 125.58721),(65 125.06816),(66 125.37448),(67 125.6118),(68 126.37036),(69 126.39215),(70 126.95577),(71 125.567535),(72 125.32556),(73 125.28469),(74 123.72321),(75 123.10914),(76 122.123405),(77 123.326614),(78 122.485016),(79 121.92746),
(1 62.286835),(2 73.888),(3 80.86518),(4 86.67623),(5 88.60016),(6 91.40303),(7 93.31629),(8 95.08313),(9 96.40167),(10 97.972824),(11 100.81034),(12 103.647705),(13 105.604095),(14 105.44569),(15 105.63678),(16 106.67644),(17 107.96884),(18 109.4689),(19 110.34064),(20 111.57245),(21 109.908394),(22 109.74029),(23 109.369606),(24 110.36814),(25 110.74709),(26 111.15813),(27 111.334076),(28 111.54971),(29 112.864975),(30 113.33197),(31 113.72528),(32 113.06243),(33 113.38787),(34 114.48628),(35 114.43209),(36 115.6244),(37 117.21735),(38 116.553154),(39 117.2216),(40 118.12926),(41 118.777176),(42 119.25002),(43 119.407394),(44 119.11732),(45 118.720985),(46 121.04259),(47 121.48615),(48 120.53199),(49 121.08647),(50 121.16196),(51 121.83877),(52 120.855995),(53 121.9675),(54 123.212234),(55 122.81083),(56 122.68441),(57 122.73706),(58 122.11539),(59 122.54696),(60 122.01965),(61 121.82579),(62 121.97316),(63 121.69994),(64 122.24368),(65 122.0604),(66 122.50645),(67 122.50754),(68 122.41909),(69 121.76485),(70 121.96081),(71 122.32509),(72 121.513054),(73 122.07986),(74 121.46507),(75 121.44005),(76 121.33563),(77 120.66672),(78 120.39455),(79 119.7266),
(1 61.44574),(2 72.86449),(3 81.226776),(4 85.27422),(5 87.32468),(6 89.81765),(7 93.353264),(8 95.54832),(9 96.48925),(10 97.67495),(11 100.124016),(12 102.629295),(13 104.321014),(14 103.639694),(15 104.766335),(16 105.29567),(17 106.66015),(18 107.57157),(19 107.42067),(20 106.566864),(21 106.48002),(22 106.13567),(23 106.91739),(24 108.08574),(25 108.45682),(26 108.847885),(27 108.48726),(28 110.092606),(29 110.99987),(30 111.48907),(31 111.084816),(32 112.29131),(33 112.58043),(34 113.81209),(35 113.76482),(36 115.46644),(37 114.61186),(38 113.938774),(39 114.366394),(40 115.63406),(41 116.34571),(42 116.25474),(43 116.425415),(44 117.763824),(45 118.786575),(46 119.69976),(47 119.35537),(48 120.727646),(49 121.08269),(50 121.00011),(51 121.51558),(52 121.31259),(53 121.64668),(54 121.720856),(55 122.01464),(56 121.34161),(57 122.067406),(58 121.57977),(59 122.089676),(60 122.18169),(61 122.055244),(62 122.12806),(63 122.22543),(64 121.45535),(65 122.20229),(66 122.15543),(67 122.373245),(68 121.835526),(69 121.33922),(70 121.45573),(71 121.14492),(72 120.795044),(73 119.611595),(74 119.0215),(75 119.8522),(76 118.53838),(77 117.91444),(78 118.64298),(79 117.6695),
(1 61.519833),(2 72.92554),(3 79.95774),(4 84.84428),(5 86.41185),(6 88.62177),(7 91.873055),(8 93.757965),(9 94.71984),(10 96.2117),(11 98.116425),(12 99.49713),(13 100.69998),(14 101.19561),(15 102.84269),(16 103.72506),(17 104.94529),(18 106.75482),(19 106.63387),(20 107.33015),(21 106.593834),(22 106.681404),(23 108.243645),(24 107.95555),(25 107.69983),(26 108.3401),(27 108.53097),(28 108.341255),(29 109.17595),(30 109.76521),(31 110.16272),(32 110.38236),(33 111.130974),(34 112.0502),(35 112.489555),(36 113.74993),(37 113.69548),(38 114.04776),(39 114.58507),(40 115.20635),(41 117.02279),(42 117.91392),(43 118.134415),(44 119.475784),(45 119.265755),(46 121.04859),(47 120.967094),(48 121.36882),(49 122.082405),(50 121.75258),(51 123.2),(52 123.31683),(53 124.029884),(54 124.30401),(55 123.804596),(56 124.18723),(57 123.74608),(58 124.26153),(59 124.129776),(60 124.46727),(61 124.43724),(62 124.79304),(63 123.911415),(64 122.80753),(65 124.02466),(66 124.233315),(67 123.86912),(68 124.175896),(69 123.8054),(70 124.210106),(71 124.455605),(72 123.14223),(73 122.70994),(74 123.07947),(75 122.77235),(76 121.67943),(77 122.1318),(78 121.93869),(79 119.91184),
(1 59.793533),(2 70.54302),(3 77.71248),(4 81.12834),(5 83.673035),(6 86.17646),(7 88.08668),(8 89.614044),(9 90.22829),(10 91.803986),(11 94.65256),(12 95.611206),(13 97.960106),(14 97.0722),(15 98.13561),(16 99.24051),(17 100.622314),(18 101.95168),(19 102.92913),(20 103.24563),(21 103.78466),(22 104.18941),(23 104.331406),(24 104.44571),(25 105.74168),(26 105.700195),(27 107.11959),(28 107.491905),(29 108.14195),(30 107.12805),(31 106.829956),(32 107.94163),(33 108.47019),(34 109.80274),(35 109.07464),(36 110.643196),(37 111.47621),(38 111.65133),(39 112.15119),(40 111.11354),(41 112.05824),(42 112.19208),(43 113.40334),(44 113.83147),(45 114.17286),(46 113.75417),(47 114.46108),(48 115.360664),(49 115.38714),(50 115.95668),(51 116.4671),(52 117.09091),(53 115.914345),(54 116.241264),(55 116.998146),(56 117.25223),(57 117.9355),(58 118.49592),(59 119.10071),(60 118.36693),(61 118.91734),(62 118.4378),(63 118.694824),(64 118.328384),(65 118.4526),(66 118.57787),(67 118.61801),(68 118.39836),(69 119.057846),(70 118.093636),(71 117.68239),(72 117.780556),(73 117.77209),(74 118.39379),(75 117.68063),(76 117.3443),(77 118.28599),(78 117.98802),(79 118.62491),
(1 58.222378),(2 69.681984),(3 78.20691),(4 81.768425),(5 84.08662),(6 86.16242),(7 88.02017),(8 89.90338),(9 90.6449),(10 92.85741),(11 95.09794),(12 96.36021),(13 97.29901),(14 96.839294),(15 98.3486),(16 99.47191),(17 101.15616),(18 102.98195),(19 101.78059),(20 102.697495),(21 103.647964),(22 103.66624),(23 104.30375),(24 105.576454),(25 105.343254),(26 106.04928),(27 106.98705),(28 108.045074),(29 108.37776),(30 108.61),(31 108.34163),(32 108.48711),(33 108.82736),(34 109.5256),(35 110.366516),(36 110.32314),(37 111.373024),(38 111.5728),(39 111.50679),(40 111.20253),(41 112.34206),(42 113.46859),(43 114.72788),(44 115.08859),(45 114.95495),(46 114.529785),(47 114.46828),(48 115.582695),(49 115.59669),(50 115.642075),(51 116.34075),(52 116.84745),(53 117.82577),(54 118.370056),(55 118.91046),(56 118.14893),(57 118.37326),(58 118.75995),(59 117.52406),(60 118.073364),(61 118.71042),(62 119.53543),(63 118.6575),(64 118.404625),(65 117.93405),(66 117.82716),(67 118.63971),(68 119.262115),(69 120.13831),(70 119.38727),(71 119.86363),(72 119.05235),(73 118.353806),(74 117.83184),(75 118.59439),(76 118.63304),(77 119.11574),(78 118.10412),(79 117.72645),
(1 58.55473),(2 68.48697),(3 76.256485),(4 81.06403),(5 83.65194),(6 85.42067),(7 88.220055),(8 90.497574),(9 91.447174),(10 93.45982),(11 94.73936),(12 95.76057),(13 96.52597),(14 96.62707),(15 97.57294),(16 98.177704),(17 98.843925),(18 101.09279),(19 100.61581),(20 101.82773),(21 101.93647),(22 102.72189),(23 103.55237),(24 104.34189),(25 104.17054),(26 105.51046),(27 105.28217),(28 106.14181),(29 105.820114),(30 106.187416),(31 106.38576),(32 107.30551),(33 107.242905),(34 108.12699),(35 107.95383),(36 109.75679),(37 110.54643),(38 110.52691),(39 111.13135),(40 111.572075),(41 112.36012),(42 114.746994),(43 114.39761),(44 115.08432),(45 114.98447),(46 115.5665),(47 115.29243),(48 115.92301),(49 117.74862),(50 117.15152),(51 118.26163),(52 118.06732),(53 118.67663),(54 119.222595),(55 120.116844),(56 120.947624),(57 120.900856),(58 122.570816),(59 121.792076),(60 121.37227),(61 121.69557),(62 122.736145),(63 121.841675),(64 121.2694),(65 121.056),(66 120.93423),(67 120.74586),(68 121.62557),(69 122.37031),(70 121.328514),(71 120.67288),(72 119.91027),(73 119.83723),(74 118.35516),(75 119.50253),(76 117.58498),(77 117.468376),(78 117.75945),(79 116.98998),
(1 57.13278),(2 66.705246),(3 74.62215),(4 78.42951),(5 80.49551),(6 82.280785),(7 84.29801),(8 85.48757),(9 87.18573),(10 88.891846),(11 89.077255),(12 90.88133),(13 91.82571),(14 91.905266),(15 93.12248),(16 93.65434),(17 95.10971),(18 97.177605),(19 96.49805),(20 98.19406),(21 98.502266),(22 99.62707),(23 100.499825),(24 99.76981),(25 101.34465),(26 101.72265),(27 101.95303),(28 102.3174),(29 103.49955),(30 104.36065),(31 105.17857),(32 105.07742),(33 106.01215),(34 105.54921),(35 106.05379),(36 105.979256),(37 106.32258),(38 106.07552),(39 106.38367),(40 106.34264),(41 107.69935),(42 109.18618),(43 107.77416),(44 108.36091),(45 108.68261),(46 109.019165),(47 109.074455),(48 109.383835),(49 109.002625),(50 110.07015),(51 109.38539),(52 108.2757),(53 108.68571),(54 109.56494),(55 109.806946),(56 109.75587),(57 110.254715),(58 110.810005),(59 112.46359),(60 111.17296),(61 112.18363),(62 112.87225),(63 112.196014),(64 112.76927),(65 112.62889),(66 113.30464),(67 112.78628),(68 113.4315),(69 113.303246),(70 113.42466),(71 112.887024),(72 112.78243),(73 113.43521),(74 113.73301),(75 114.448395),(76 113.264946),(77 113.7298),(78 113.66506),(79 113.51512),
(1 57.2853),(2 66.535835),(3 73.167496),(4 77.94026),(5 80.401924),(6 82.889465),(7 85.35687),(8 88.05522),(9 88.58648),(10 89.50617),(11 91.40964),(12 93.28612),(13 94.08637),(14 93.49789),(15 94.84269),(16 95.479744),(17 96.491005),(18 98.05721),(19 98.60131),(20 99.49969),(21 101.21307),(22 101.13692),(23 101.18392),(24 101.6773),(25 102.29909),(26 102.75875),(27 102.51372),(28 103.05073),(29 103.47826),(30 104.096985),(31 104.63727),(32 105.28717),(33 105.19163),(34 106.010445),(35 106.71794),(36 106.9128),(37 107.18174),(38 107.701164),(39 107.44959),(40 107.9477),(41 108.016846),(42 109.04874),(43 110.81114),(44 110.50503),(45 110.66501),(46 111.18446),(47 110.87592),(48 112.51693),(49 112.22982),(50 114.02842),(51 114.508934),(52 112.99707),(53 114.02333),(54 113.94756),(55 114.040146),(56 113.89208),(57 113.61284),(58 114.864555),(59 114.25281),(60 114.22244),(61 114.815155),(62 114.881165),(63 114.401855),(64 114.692924),(65 114.56287),(66 115.6411),(67 115.434265),(68 115.832405),(69 115.46315),(70 115.22553),(71 114.77411),(72 113.51301),(73 113.24457),(74 112.93869),(75 113.34605),(76 113.187485),(77 112.82956),(78 112.67557),(79 112.15738),
(1 56.644234),(2 67.433105),(3 73.10716),(4 76.65776),(5 79.61376),(6 81.717285),(7 82.91371),(8 85.58039),(9 86.277534),(10 87.82784),(11 88.93521),(12 90.18318),(13 91.34049),(14 92.38763),(15 94.19231),(16 94.969925),(17 94.84369),(18 96.804436),(19 97.13865),(20 97.89674),(21 99.041954),(22 98.465775),(23 98.803),(24 98.80545),(25 100.02787),(26 101.07205),(27 100.923454),(28 101.84417),(29 101.65878),(30 102.013695),(31 102.10761),(32 102.845955),(33 104.30498),(34 104.3188),(35 104.4365),(36 103.77106),(37 104.53503),(38 104.02802),(39 104.42781),(40 105.51443),(41 106.17703),(42 107.870865),(43 109.255905),(44 109.14076),(45 110.61686),(46 110.384705),(47 111.553345),(48 113.07129),(49 113.04741),(50 113.061745),(51 112.77228),(52 112.96149),(53 113.271034),(54 113.51451),(55 113.983795),(56 114.58256),(57 114.409904),(58 114.149666),(59 114.02317),(60 115.366714),(61 115.553734),(62 115.07839),(63 114.96835),(64 114.68941),(65 115.22482),(66 115.264595),(67 114.92875),(68 114.99466),(69 114.876114),(70 114.10424),(71 113.65837),(72 113.59675),(73 113.20628),(74 112.38656),(75 112.9284),(76 112.323456),(77 112.50706),(78 113.36056),(79 112.87168),
(1 56.204422),(2 66.581635),(3 73.63573),(4 77.36196),(5 79.65735),(6 82.19683),(7 84.01182),(8 86.28654),(9 86.29177),(10 88.091736),(11 89.339035),(12 90.76637),(13 91.391655),(14 92.4725),(15 94.66048),(16 95.15484),(17 95.5668),(18 97.621864),(19 97.54486),(20 97.576805),(21 98.8338),(22 99.20376),(23 99.94702),(24 100.22309),(25 101.198235),(26 101.71082),(27 102.5908),(28 102.655075),(29 102.087006),(30 102.29829),(31 102.245636),(32 103.22314),(33 103.049324),(34 104.26825),(35 104.62568),(36 104.20295),(37 105.00417),(38 104.84131),(39 104.66518),(40 105.96126),(41 107.13103),(42 106.83024),(43 107.32056),(44 108.3918),(45 108.17497),(46 108.89661),(47 108.75984),(48 109.0515),(49 108.54115),(50 109.339294),(51 109.950264),(52 109.272964),(53 108.77916),(54 109.69569),(55 109.649284),(56 110.24083),(57 110.29142),(58 110.03374),(59 110.03754),(60 110.65863),(61 111.17146),(62 111.27285),(63 110.109665),(64 110.18539),(65 110.30794),(66 110.75772),(67 111.53033),(68 109.998535),(69 109.60609),(70 109.32112),(71 109.33991),(72 108.93528),(73 108.2283),(74 108.60348),(75 109.50604),(76 109.120445),(77 108.55143),(78 109.01179),(79 108.70638),
(1 56.487736),(2 67.506004),(3 73.5193),(4 76.76155),(5 79.19007),(6 80.98364),(7 83.79899),(8 86.42626),(9 86.05587),(10 88.006256),(11 89.33139),(12 90.30026),(13 90.61739),(14 90.96089),(15 91.35621),(16 92.68632),(17 93.01666),(18 94.03226),(19 94.77317),(20 95.74622),(21 97.268936),(22 97.07288),(23 96.90802),(24 97.89937),(25 98.455154),(26 99.386),(27 99.76728),(28 101.22769),(29 101.781425),(30 102.00146),(31 102.3366),(32 102.50905),(33 102.67665),(34 102.67749),(35 102.90682),(36 102.701195),(37 101.94496),(38 103.86511),(39 104.26807),(40 104.67403),(41 105.63948),(42 107.80267),(43 108.603836),(44 109.7558),(45 110.48203),(46 110.5459),(47 111.88324),(48 112.36246),(49 112.51746),(50 112.21647),(51 110.47207),(52 111.486404),(53 111.63329),(54 113.07228),(55 112.49369),(56 112.5405),(57 112.8409),(58 113.24343),(59 112.8557),(60 113.07405),(61 113.61993),(62 112.142555),(63 112.50203),(64 112.12845),(65 111.861694),(66 112.59357),(67 112.34138),(68 111.19314),(69 110.6827),(70 110.943535),(71 110.627884),(72 110.811104),(73 111.1047),(74 110.99151),(75 111.515564),(76 110.171165),(77 109.507904),(78 110.48431),(79 107.76105),
(1 53.656837),(2 64.18328),(3 70.190414),(4 74.314354),(5 75.937096),(6 79.06967),(7 80.826065),(8 83.305275),(9 83.13479),(10 83.39818),(11 84.75519),(12 86.5843),(13 87.64933),(14 88.72362),(15 89.78114),(16 90.364235),(17 91.336006),(18 92.601234),(19 92.04015),(20 92.213165),(21 93.92521),(22 93.495224),(23 93.50859),(24 94.66852),(25 94.60092),(26 95.630554),(27 94.92119),(28 95.31754),(29 95.47013),(30 95.548805),(31 96.161514),(32 97.26719),(33 98.09439),(34 97.5921),(35 97.17761),(36 98.31462),(37 98.02969),(38 99.44324),(39 98.92197),(40 99.86439),(41 101.53709),(42 101.83744),(43 102.43723),(44 103.502365),(45 104.30856),(46 105.6103),(47 105.68321),(48 106.195816),(49 105.98444),(50 106.463295),(51 105.98469),(52 105.637856),(53 105.55739),(54 106.67463),(55 107.13001),(56 107.22972),(57 108.2344),(58 107.42452),(59 107.74488),(60 107.822914),(61 106.98518),(62 107.21946),(63 107.49772),(64 107.656296),(65 107.46753),(66 106.464806),(67 106.57836),(68 107.01003),(69 106.51312),(70 107.19059),(71 106.64868),(72 106.340416),(73 105.824455),(74 105.32029),(75 105.976715),(76 105.01594),(77 104.26219),(78 103.98851),(79 102.95424),
(1 55.274597),(2 64.96699),(3 69.96526),(4 74.10162),(5 75.85303),(6 79.2867),(7 81.07616),(8 83.92958),(9 83.4257),(10 84.52426),(11 86.14095),(12 86.97716),(13 88.341774),(14 89.451904),(15 91.10141),(16 91.73656),(17 92.93419),(18 94.770515),(19 94.33243),(20 95.85903),(21 97.422905),(22 98.23772),(23 97.56101),(24 98.04389),(25 97.97789),(26 98.156075),(27 99.92186),(28 99.50368),(29 99.64792),(30 100.25974),(31 99.85419),(32 100.59071),(33 101.22781),(34 101.1037),(35 102.24183),(36 102.97009),(37 102.33585),(38 103.02472),(39 104.53242),(40 104.897385),(41 104.97394),(42 105.44967),(43 105.83811),(44 106.89804),(45 107.87552),(46 107.77138),(47 108.16435),(48 108.18288),(49 107.55017),(50 107.37855),(51 107.83468),(52 108.97591),(53 108.330376),(54 108.72936),(55 108.9886),(56 108.137924),(57 107.90513),(58 109.21192),(59 108.952675),(60 109.31925),(61 109.294136),(62 108.52701),(63 108.470055),(64 108.709785),(65 108.61878),(66 109.36241),(67 109.092896),(68 109.127495),(69 108.77485),(70 109.754196),(71 109.43304),(72 109.521935),(73 109.47872),(74 108.87639),(75 109.13872),(76 107.814156),(77 107.18126),(78 107.97231),(79 107.1498),
(1 53.53469),(2 62.571335),(3 69.1442),(4 73.59756),(5 75.37278),(6 77.95032),(7 79.34605),(8 80.83846),(9 80.78676),(10 82.09018),(11 82.940414),(12 83.21718),(13 85.18578),(14 86.27648),(15 87.09405),(16 87.175156),(17 88.6582),(18 89.71114),(19 90.274),(20 90.734886),(21 92.87273),(22 92.54185),(23 93.52502),(24 94.239204),(25 94.97611),(26 94.91288),(27 97.09574),(28 96.89894),(29 96.612335),(30 98.095406),(31 97.96026),(32 98.908295),(33 100.770096),(34 101.03222),(35 101.536545),(36 100.31954),(37 100.30746),(38 102.03993),(39 101.80916),(40 102.69947),(41 102.56253),(42 103.07027),(43 103.83997),(44 104.71247),(45 104.87907),(46 105.359924),(47 104.847664),(48 105.335724),(49 105.25945),(50 105.20907),(51 105.537865),(52 106.26096),(53 105.9336),(54 106.03742),(55 105.7638),(56 105.295006),(57 106.15033),(58 105.81613),(59 106.66736),(60 107.3651),(61 107.290535),(62 107.09075),(63 106.995384),(64 106.59073),(65 106.4767),(66 107.53828),(67 107.76522),(68 108.07555),(69 108.01432),(70 109.06856),(71 107.687675),(72 107.83928),(73 108.46455),(74 108.57685),(75 108.73755),(76 108.28132),(77 107.989204),(78 107.71444),(79 106.97202),
(1 54.076874),(2 64.332695),(3 70.11902),(4 74.72052),(5 76.808815),(6 78.41536),(7 80.94061),(8 83.02838),(9 83.61502),(10 84.56937),(11 86.436874),(12 86.90155),(13 89.151505),(14 89.37041),(15 89.93027),(16 91.03514),(17 92.78224),(18 93.448845),(19 93.80778),(20 94.6202),(21 94.919395),(22 95.292854),(23 96.260216),(24 97.51828),(25 97.997055),(26 97.80014),(27 100.04899),(28 99.20072),(29 99.670746),(30 99.953255),(31 100.472244),(32 100.83503),(33 101.606606),(34 102.304535),(35 101.92136),(36 101.30979),(37 101.67683),(38 102.870224),(39 103.52909),(40 103.94012),(41 104.36727),(42 105.91379),(43 106.11521),(44 108.17553),(45 109.03461),(46 109.577354),(47 108.750175),(48 109.94126),(49 109.67539),(50 109.27166),(51 110.02441),(52 109.168),(53 108.320114),(54 109.63308),(55 108.54953),(56 109.04564),(57 109.12314),(58 108.797455),(59 110.98838),(60 110.45626),(61 110.08071),(62 110.13707),(63 110.16779),(64 109.689835),(65 108.59458),(66 108.09615),(67 108.76954),(68 108.200035),(69 107.50471),(70 108.20927),(71 106.89449),(72 106.71306),(73 106.45446),(74 106.83504),(75 106.837715),(76 106.64493),(77 106.57966),(78 106.3582),(79 105.764854),
