1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 163047.39),(2 555505.6),(3 1111277.9),(4 1748039.9),(5 2431500.5),(6 3166634.8),(7 3928789.3),(8 4726218.5),(9 5546374.5),(10 6393225.5),(11 7255646.5),(12 8181403.5),(13 9107907),(14 10025417),(15 11172259),(16 12476199),(17 13755648),(18 15189288),(19 16725772),(20 18428184),(21 20318320),(22 22127586),(23 24090928),(24 26153878),(25 28431808),(26 30846136),(27 33408638),(28 36402900),(29 39372188),(30 42529364),(31 45761076),(32 49162676),(33 52531904),(34 56045716),(35 59867056),(36 63870740),(37 67910020),(38 71910590),(39 76319030),(40 80587670),(41 85200020),(42 90031300),(43 95601864),(44 100926920),(45 106806780),(46 112780220),(47 118880904),(48 125005976),(49 131383870),(50 137633340),(51 144101010),(52 150675000),(53 157329520),(54 163694530),(55 170493940),(56 176842080),(57 183512910),(58 190525250),(59 197107630),(60 203755780),(61 210825330),(62 217924880),(63 225567060),(64 232808450),(65 240057300),(66 246955260),(67 253804270),(68 260587570),(69 268043950),(70 274993630),(71 282658850),(72 290148450),(73 297964400),(74 305212000),(75 312771800),(76 320269920),(77 327937800),(78 335042720),(79 342379230),
(1 90.18756),(2 103.767654),(3 111.32596),(4 115.57909),(5 119.06472),(6 121.19326),(7 123.534164),(8 125.430244),(9 128.81416),(10 128.79048),(11 130.73836),(12 132.97855),(13 134.31058),(14 137.40793),(15 137.63602),(16 139.1186),(17 140.62352),(18 140.60208),(19 140.2733),(20 141.52199),(21 142.45555),(22 143.03502),(23 143.5185),(24 144.17265),(25 144.70763),(26 145.30455),(27 146.51376),(28 147.17079),(29 147.59232),(30 149.02815),(31 147.91083),(32 149.91245),(33 150.98495),(34 151.98679),(35 151.46538),(36 151.45097),(37 150.769),(38 151.33984),(39 150.11061),(40 150.93259),(41 151.42635),(42 152.12843),(43 152.31985),(44 152.76404),(45 153.53418),(46 154.5334),(47 155.8),(48 154.01073),(49 153.84167),(50 155.82072),(51 156.49977),(52 157.03362),(53 157.89313),(54 159.0382),(55 158.41423),(56 158.04257),(57 158.94238),(58 158.57133),(59 158.61298),(60 158.98029),(61 157.98549),(62 157.1327),(63 158.50273),(64 158.42036),(65 157.74303),(66 158.19466),(67 158.2096),(68 158.90428),(69 159.75644),(70 158.45023),(71 157.80673),(72 159.26163),(73 159.3867),(74 158.57893),(75 158.58871),(76 159.91087),(77 158.79079),(78 158.6897),(79 159.53674),
(1 90.08767),(2 105.630424),(3 112.18461),(4 115.98297),(5 118.75096),(6 121.77178),(7 125.8073),(8 127.14483),(9 129.45657),(10 130.77138),(11 133.54749),(12 135.27219),(13 137.53304),(14 139.53279),(15 139.64444),(16 142.48296),(17 143.12573),(18 143.58391),(19 143.66501),(20 144.86177),(21 146.96016),(22 144.47559),(23 144.48647),(24 145.46793),(25 146.26526),(26 145.77774),(27 146.82178),(28 145.93361),(29 146.67534),(30 145.38785),(31 144.52629),(32 145.5048),(33 144.78555),(34 145.87912),(35 143.66159),(36 144.56091),(37 145.44997),(38 145.74187),(39 145.18843),(40 144.00113),(41 144.76224),(42 145.85347),(43 148.32945),(44 146.8815),(45 149.07286),(46 148.87556),(47 149.30563),(48 148.83406),(49 149.26198),(50 150.9425),(51 151.44243),(52 150.91718),(53 151.30234),(54 152.21333),(55 151.96294),(56 151.90915),(57 151.94186),(58 152.73415),(59 153.0679),(60 153.77855),(61 152.74292),(62 152.8121),(63 153.40515),(64 153.6072),(65 153.75937),(66 154.43008),(67 154.25197),(68 154.78545),(69 156.64949),(70 156.17215),(71 155.64804),(72 157.33255),(73 156.96396),(74 157.80652),(75 156.5377),(76 156.33255),(77 157.63945),(78 158.017),(79 158.70242),
(1 87.79233),(2 100.72737),(3 107.319756),(4 112.410164),(5 114.49447),(6 117.398895),(7 120.42425),(8 122.44611),(9 125.60694),(10 126.406494),(11 128.29085),(12 129.39233),(13 133.40132),(14 134.76842),(15 137.38086),(16 139.05162),(17 139.54793),(18 139.9795),(19 140.1981),(20 140.86844),(21 141.37668),(22 142.34106),(23 143.27274),(24 145.0534),(25 146.07787),(26 147.2735),(27 148.34723),(28 148.12796),(29 148.66447),(30 149.20241),(31 149.30052),(32 149.12718),(33 149.16374),(34 149.96672),(35 149.48813),(36 148.17319),(37 149.16519),(38 148.32196),(39 148.60382),(40 149.58969),(41 150.06018),(42 150.62541),(43 151.0756),(44 150.84305),(45 152.28958),(46 152.18805),(47 152.13127),(48 153.6706),(49 153.39296),(50 153.80989),(51 156.08665),(52 155.96373),(53 155.83218),(54 156.06924),(55 157.26793),(56 158.89722),(57 160.43132),(58 159.96754),(59 159.97073),(60 161.37772),(61 161.56664),(62 161.51031),(63 163.21715),(64 161.11798),(65 162.0108),(66 162.98505),(67 162.27892),(68 164.07372),(69 163.94359),(70 161.65952),(71 160.88184),(72 160.44812),(73 162.04439),(74 162.02957),(75 160.93256),(76 161.99059),(77 162.19028),(78 160.14452),(79 160.22632),
(1 91.42511),(2 104.25922),(3 110.61984),(4 114.42465),(5 117.41614),(6 121.0121),(7 125.215324),(8 126.95542),(9 129.6882),(10 131.7037),(11 132.45033),(12 136.42879),(13 138.50839),(14 141.0161),(15 144.52356),(16 145.44629),(17 145.63809),(18 146.2975),(19 146.73264),(20 147.27412),(21 149.31436),(22 149.5823),(23 150.65114),(24 150.75142),(25 150.9051),(26 152.6786),(27 152.66228),(28 152.97862),(29 154.38327),(30 153.51167),(31 155.17137),(32 155.25494),(33 155.43289),(34 154.85257),(35 153.32619),(36 154.54842),(37 154.57233),(38 153.45506),(39 153.6703),(40 153.5803),(41 153.89287),(42 155.01859),(43 154.61273),(44 157.25464),(45 157.17818),(46 156.77325),(47 158.04893),(48 158.89642),(49 157.77577),(50 158.73161),(51 160.62358),(52 160.26889),(53 160.6072),(54 161.87677),(55 163.0207),(56 162.65439),(57 164.20816),(58 161.98402),(59 162.38303),(60 163.77588),(61 164.10315),(62 163.95213),(63 165.00557),(64 164.4762),(65 163.75385),(66 164.00851),(67 164.50478),(68 166.0539),(69 167.25694),(70 165.41235),(71 165.62326),(72 164.2043),(73 165.92917),(74 164.06506),(75 164.47974),(76 165.05908),(77 165.37498),(78 164.6049),(79 164.8854),
(1 88.26426),(2 101.30285),(3 108.26704),(4 112.34814),(5 113.83633),(6 117.4773),(7 121.15571),(8 124.19874),(9 127.242516),(10 129.99051),(11 129.49855),(12 131.09056),(13 133.68549),(14 134.2085),(15 137.7069),(16 139.80696),(17 141.48106),(18 140.45857),(19 141.22232),(20 141.09047),(21 141.85083),(22 143.05898),(23 143.4385),(24 144.73186),(25 145.23428),(26 146.60905),(27 145.83263),(28 146.96565),(29 147.1856),(30 148.3076),(31 148.01588),(32 148.28581),(33 147.81607),(34 149.01993),(35 148.92598),(36 148.4232),(37 150.52551),(38 148.80034),(39 149.90881),(40 150.66064),(41 150.98836),(42 151.92162),(43 151.79428),(44 152.98596),(45 154.0504),(46 154.35333),(47 152.479),(48 153.7735),(49 153.70056),(50 153.52866),(51 154.96295),(52 155.9599),(53 156.61913),(54 156.76358),(55 157.93115),(56 158.67625),(57 159.09734),(58 158.46652),(59 158.90207),(60 160.29686),(61 158.96182),(62 159.16298),(63 159.88483),(64 160.72096),(65 161.02196),(66 161.35068),(67 161.94339),(68 162.2813),(69 162.4292),(70 162.73299),(71 162.63388),(72 162.55733),(73 162.14378),(74 161.58672),(75 161.16757),(76 162.80853),(77 161.83383),(78 162.38223),(79 162.09332),
(1 87.424774),(2 100.23501),(3 104.82651),(4 109.66778),(5 113.64774),(6 116.60128),(7 119.572784),(8 121.48134),(9 123.66478),(10 126.40445),(11 127.1847),(12 128.27281),(13 129.83571),(14 131.48149),(15 133.81926),(16 136.08066),(17 136.8658),(18 137.36455),(19 138.22668),(20 137.98248),(21 137.90346),(22 139.1432),(23 140.68315),(24 141.55507),(25 142.20273),(26 142.34843),(27 142.13927),(28 142.96365),(29 144.18205),(30 146.44592),(31 146.28363),(32 146.43672),(33 147.49779),(34 147.0167),(35 147.2824),(36 147.8867),(37 147.76648),(38 149.50023),(39 150.7427),(40 149.05945),(41 151.45305),(42 152.36671),(43 153.21904),(44 152.99792),(45 153.22893),(46 153.80489),(47 155.83917),(48 155.11165),(49 156.37971),(50 157.61266),(51 158.62947),(52 158.72089),(53 159.38014),(54 159.72987),(55 160.87184),(56 159.43263),(57 160.9053),(58 160.18933),(59 160.6652),(60 160.12907),(61 159.5205),(62 159.00403),(63 159.94543),(64 159.2175),(65 160.2844),(66 159.59486),(67 159.85023),(68 159.80373),(69 159.09676),(70 159.02107),(71 158.89586),(72 158.55853),(73 159.532),(74 160.68613),(75 160.26445),(76 160.8913),(77 161.27892),(78 161.03053),(79 161.47884),
(1 86.96752),(2 98.79046),(3 104.510216),(4 108.91057),(5 112.02503),(6 116.217),(7 119.216),(8 121.35073),(9 125.44026),(10 128.74144),(11 129.98384),(12 129.91104),(13 131.49893),(14 134.03824),(15 136.35672),(16 137.46663),(17 138.99492),(18 139.95169),(19 140.78827),(20 140.89172),(21 142.49435),(22 143.29625),(23 143.37436),(24 143.7256),(25 146.71931),(26 146.58951),(27 146.78726),(28 148.11958),(29 148.19182),(30 147.93146),(31 148.0772),(32 147.3606),(33 148.5844),(34 148.26622),(35 149.41962),(36 149.34752),(37 148.39381),(38 148.58366),(39 148.5636),(40 147.41237),(41 148.5458),(42 149.60448),(43 149.28244),(44 150.60518),(45 150.56468),(46 151.0861),(47 151.84651),(48 150.38214),(49 150.68158),(50 151.32048),(51 152.02028),(52 152.37009),(53 154.10042),(54 155.75806),(55 157.68991),(56 156.57762),(57 156.83829),(58 157.59772),(59 158.69264),(60 160.31467),(61 160.0462),(62 159.8875),(63 161.54446),(64 162.14786),(65 163.49767),(66 163.47942),(67 162.98483),(68 163.71655),(69 163.5193),(70 164.81227),(71 164.57335),(72 164.29306),(73 164.09627),(74 163.9891),(75 162.95497),(76 162.18922),(77 162.19579),(78 161.5161),(79 161.6906),
(1 85.76059),(2 96.94465),(3 103.33508),(4 108.74596),(5 111.14017),(6 114.13257),(7 118.06919),(8 121.68068),(9 124.11684),(10 126.24267),(11 127.59801),(12 130.96486),(13 132.66946),(14 133.76096),(15 134.24318),(16 135.56961),(17 137.39867),(18 137.63641),(19 137.82257),(20 138.25873),(21 138.65666),(22 137.24707),(23 138.7814),(24 140.18452),(25 140.10646),(26 141.55711),(27 141.48207),(28 142.51239),(29 142.55928),(30 142.79834),(31 144.04607),(32 143.2787),(33 144.14906),(34 144.28894),(35 145.08244),(36 145.54506),(37 146.8865),(38 145.83922),(39 146.62706),(40 147.00873),(41 147.60417),(42 147.74199),(43 147.93626),(44 147.16455),(45 146.6379),(46 147.13344),(47 148.17001),(48 148.5694),(49 147.83118),(50 147.73532),(51 149.15099),(52 148.95753),(53 150.43163),(54 152.89943),(55 152.03882),(56 152.36588),(57 152.68463),(58 151.97075),(59 152.39467),(60 151.3198),(61 152.32547),(62 152.90106),(63 153.80878),(64 154.33784),(65 154.10039),(66 154.4552),(67 152.96445),(68 153.25847),(69 155.60582),(70 154.29482),(71 154.78104),(72 152.39528),(73 153.20937),(74 154.53072),(75 155.7786),(76 155.35057),(77 157.46474),(78 155.69911),(79 155.68594),
(1 84.01039),(2 97.39728),(3 103.04435),(4 106.49592),(5 108.49114),(6 113.17584),(7 116.397606),(8 118.5437),(9 119.794464),(10 121.033875),(11 123.02567),(12 124.07744),(13 126.479996),(14 128.7141),(15 128.89165),(16 130.16374),(17 131.83699),(18 131.53165),(19 132.77867),(20 133.95464),(21 133.47105),(22 133.96909),(23 134.24788),(24 136.20068),(25 135.11798),(26 135.44357),(27 135.3227),(28 136.94147),(29 138.1596),(30 137.85187),(31 137.662),(32 138.6743),(33 139.19374),(34 139.03319),(35 138.3462),(36 137.87642),(37 138.20612),(38 138.31717),(39 138.31586),(40 137.81818),(41 139.23494),(42 138.96187),(43 139.41614),(44 141.07928),(45 142.09837),(46 141.83008),(47 143.03105),(48 141.42235),(49 142.91856),(50 142.30423),(51 144.53963),(52 146.36366),(53 146.68915),(54 147.32294),(55 147.39935),(56 147.65575),(57 148.77017),(58 148.84248),(59 148.93628),(60 149.58679),(61 149.19664),(62 149.82681),(63 147.38869),(64 147.75641),(65 149.39418),(66 149.4573),(67 149.41643),(68 149.96999),(69 151.48366),(70 150.03508),(71 149.02003),(72 149.82114),(73 150.35928),(74 148.459),(75 150.01093),(76 150.85141),(77 150.96085),(78 149.77869),(79 151.06989),
(1 84.61264),(2 98.09386),(3 103.810776),(4 108.298706),(5 111.625),(6 113.6377),(7 116.71468),(8 118.74235),(9 121.71967),(10 123.49422),(11 126.296364),(12 127.41167),(13 129.96147),(14 133.04869),(15 134.76634),(16 136.21844),(17 137.4891),(18 138.8056),(19 140.33794),(20 142.89165),(21 143.27026),(22 143.59323),(23 144.36836),(24 145.41165),(25 145.46039),(26 146.74661),(27 146.61821),(28 147.76561),(29 148.37607),(30 147.71574),(31 147.78734),(32 149.06787),(33 148.67528),(34 148.62827),(35 148.76811),(36 149.1059),(37 151.43224),(38 151.14812),(39 150.72137),(40 149.92917),(41 150.83603),(42 150.96126),(43 151.88763),(44 152.55348),(45 152.52167),(46 152.28346),(47 152.40799),(48 151.50827),(49 151.68071),(50 152.8809),(51 153.12674),(52 154.52074),(53 155.67305),(54 154.46182),(55 154.67717),(56 154.83401),(57 156.70409),(58 156.3184),(59 157.23592),(60 157.0904),(61 157.83783),(62 156.65161),(63 156.76135),(64 157.85938),(65 157.47878),(66 158.64966),(67 157.73058),(68 159.13985),(69 161.40645),(70 159.60458),(71 159.53067),(72 159.16603),(73 160.3624),(74 159.21698),(75 160.7406),(76 161.37589),(77 162.2107),(78 160.49466),(79 159.95068),
(1 84.115456),(2 96.68152),(3 102.794235),(4 107.615654),(5 110.28337),(6 113.56931),(7 115.613495),(8 119.07491),(9 120.526764),(10 123.44926),(11 123.49042),(12 125.794975),(13 127.76756),(14 129.61295),(15 130.00372),(16 132.144),(17 133.72481),(18 133.95325),(19 132.96738),(20 134.44093),(21 135.91888),(22 137.03189),(23 138.51852),(24 139.94402),(25 139.74364),(26 139.01907),(27 139.64339),(28 140.67772),(29 141.81897),(30 142.8949),(31 142.56902),(32 142.73189),(33 143.09636),(34 143.76721),(35 144.50198),(36 145.25357),(37 145.23059),(38 145.01292),(39 144.51471),(40 144.41776),(41 145.23308),(42 145.56842),(43 147.46928),(44 146.99121),(45 147.65964),(46 148.82939),(47 149.03064),(48 149.96909),(49 151.6619),(50 151.33806),(51 151.80748),(52 151.70116),(53 151.45332),(54 150.478),(55 151.63002),(56 152.35664),(57 152.30786),(58 152.03384),(59 152.86589),(60 153.318),(61 154.43257),(62 154.03867),(63 156.28873),(64 157.10892),(65 156.6087),(66 155.61868),(67 157.70602),(68 156.5315),(69 157.19942),(70 156.54044),(71 156.20251),(72 155.60466),(73 157.01956),(74 156.6032),(75 156.9583),(76 158.30951),(77 157.6374),(78 157.99286),(79 157.43526),
(1 83.194695),(2 95.962494),(3 102.1045),(4 106.545),(5 109.68537),(6 113.97456),(7 115.83353),(8 118.73452),(9 121.980576),(10 124.23462),(11 126.74392),(12 127.72814),(13 127.50979),(14 129.25943),(15 131.31892),(16 131.27849),(17 132.04012),(18 133.39304),(19 133.02132),(20 134.01216),(21 135.06941),(22 134.70631),(23 136.53429),(24 137.98503),(25 137.6988),(26 138.3687),(27 138.66364),(28 139.21658),(29 139.36485),(30 140.24207),(31 142.15407),(32 141.81674),(33 143.26013),(34 142.74675),(35 144.32103),(36 143.48477),(37 142.43367),(38 142.4566),(39 144.31287),(40 141.87347),(41 142.05746),(42 144.25642),(43 146.14394),(44 145.18533),(45 144.66718),(46 145.15834),(47 145.66727),(48 145.45291),(49 146.95206),(50 146.64244),(51 147.79672),(52 148.48001),(53 149.81073),(54 149.36113),(55 149.79625),(56 150.66008),(57 151.11934),(58 151.84001),(59 152.28683),(60 152.85783),(61 152.39429),(62 153.07408),(63 153.0761),(64 153.71982),(65 153.44792),(66 153.04665),(67 151.33289),(68 151.95782),(69 152.51596),(70 152.82465),(71 152.28365),(72 152.05208),(73 153.3697),(74 152.05002),(75 152.62927),(76 152.95377),(77 153.27333),(78 154.15935),(79 154.33966),
(1 82.09246),(2 94.01816),(3 100.17108),(4 104.642685),(5 108.33216),(6 110.22345),(7 112.064125),(8 114.80967),(9 118.00832),(10 120.39512),(11 122.79443),(12 123.85637),(13 124.50372),(14 126.67941),(15 127.90058),(16 129.18198),(17 131.28004),(18 131.69107),(19 132.12856),(20 134.17085),(21 134.53441),(22 135.68045),(23 136.12537),(24 137.07968),(25 137.40091),(26 138.80464),(27 140.3309),(28 140.8586),(29 141.5891),(30 142.80592),(31 142.51074),(32 143.70154),(33 145.54579),(34 143.67719),(35 143.8292),(36 143.99599),(37 144.55183),(38 145.21002),(39 146.19453),(40 146.54259),(41 147.94447),(42 148.2977),(43 148.18567),(44 149.41536),(45 149.80264),(46 148.83722),(47 151.0734),(48 150.08315),(49 150.18037),(50 150.97655),(51 151.97914),(52 152.42468),(53 152.48692),(54 153.35597),(55 153.21295),(56 152.66997),(57 153.3256),(58 155.278),(59 154.47432),(60 155.31299),(61 154.89983),(62 154.37428),(63 154.93303),(64 154.78163),(65 154.86455),(66 154.49428),(67 153.13506),(68 155.36053),(69 155.34938),(70 155.2412),(71 154.49701),(72 156.07806),(73 154.6099),(74 155.50226),(75 155.8174),(76 155.13809),(77 156.23907),(78 156.05354),(79 155.57088),
(1 82.4951),(2 95.5717),(3 102.2391),(4 106.02878),(5 109.11204),(6 112.916336),(7 114.995026),(8 117.018234),(9 118.36858),(10 120.16306),(11 120.989944),(12 123.565186),(13 124.82111),(14 127.082565),(15 127.39269),(16 127.67912),(17 129.11284),(18 130.64064),(19 130.41803),(20 131.80974),(21 131.5974),(22 131.56667),(23 132.7106),(24 134.48671),(25 133.33443),(26 133.94945),(27 135.21861),(28 136.11455),(29 136.64299),(30 138.81874),(31 138.4101),(32 138.45068),(33 139.27296),(34 139.40926),(35 139.63574),(36 138.80504),(37 140.49026),(38 141.29483),(39 140.4196),(40 140.23143),(41 141.0163),(42 141.40317),(43 141.399),(44 141.51039),(45 142.22429),(46 142.08664),(47 143.26685),(48 143.04343),(49 143.20293),(50 143.34308),(51 143.4807),(52 143.88281),(53 142.82265),(54 143.50772),(55 144.04263),(56 144.18994),(57 144.57726),(58 145.47913),(59 145.28864),(60 145.99103),(61 145.10013),(62 145.0955),(63 146.80702),(64 145.83473),(65 146.6744),(66 146.41068),(67 146.05696),(68 146.0467),(69 145.81622),(70 145.3456),(71 144.76894),(72 145.73003),(73 147.38329),(74 145.8294),(75 146.23463),(76 147.13118),(77 145.82173),(78 146.8179),(79 148.08968),
(1 82.74511),(2 94.43701),(3 101.394005),(4 105.28191),(5 108.57714),(6 110.84462),(7 114.44244),(8 117.46346),(9 119.91466),(10 121.69577),(11 122.38936),(12 123.668945),(13 125.40153),(14 126.178535),(15 127.493996),(16 129.22852),(17 130.67805),(18 131.75449),(19 131.41026),(20 131.53473),(21 132.28954),(22 132.09306),(23 133.42404),(24 133.4433),(25 132.68831),(26 133.7538),(27 134.86333),(28 136.51964),(29 137.20116),(30 138.47351),(31 138.14293),(32 136.6691),(33 138.42017),(34 136.81485),(35 138.71516),(36 139.996),(37 138.99823),(38 137.49373),(39 138.15324),(40 137.58022),(41 139.35884),(42 140.11879),(43 141.15477),(44 139.72736),(45 140.94987),(46 140.72949),(47 141.83212),(48 142.19926),(49 141.80101),(50 142.62433),(51 142.38878),(52 142.15456),(53 142.87183),(54 142.79599),(55 143.46298),(56 143.60733),(57 143.68121),(58 145.59227),(59 145.80922),(60 145.1419),(61 145.20242),(62 145.55438),(63 146.43262),(64 146.76309),(65 147.43394),(66 147.22737),(67 147.95744),(68 149.30258),(69 149.82845),(70 149.4519),(71 149.47432),(72 148.73737),(73 149.80022),(74 148.51753),(75 148.39445),(76 150.36899),(77 149.4066),(78 149.94963),(79 150.42415),
(1 81.352776),(2 93.06648),(3 100.91706),(4 105.65054),(5 108.7084),(6 112.56645),(7 114.10818),(8 118.28719),(9 119.489296),(10 122.49085),(11 124.50829),(12 127.14736),(13 129.34851),(14 130.50574),(15 131.96284),(16 133.43045),(17 134.48952),(18 135.87021),(19 135.56714),(20 136.96394),(21 139.10081),(22 137.86958),(23 138.09547),(24 139.28401),(25 139.47705),(26 140.50713),(27 140.83563),(28 142.22427),(29 141.96466),(30 142.62392),(31 142.6542),(32 142.98616),(33 141.96956),(34 140.85332),(35 141.08261),(36 141.47556),(37 140.66208),(38 139.70035),(39 139.58604),(40 138.74763),(41 139.2598),(42 139.61316),(43 141.18428),(44 141.95609),(45 142.92308),(46 143.75745),(47 144.26138),(48 146.0712),(49 145.068),(50 145.45528),(51 146.68639),(52 146.68759),(53 147.13289),(54 147.47685),(55 147.71165),(56 149.15192),(57 150.12956),(58 150.63753),(59 149.00659),(60 150.20924),(61 149.87463),(62 149.44225),(63 150.4315),(64 150.51358),(65 150.27977),(66 151.32516),(67 149.86325),(68 149.8779),(69 149.18663),(70 149.43222),(71 149.79512),(72 150.1859),(73 150.71455),(74 149.76277),(75 147.99835),(76 149.72327),(77 150.16838),(78 149.89278),(79 149.60588),
(1 82.05599),(2 95.12925),(3 101.58548),(4 106.530266),(5 108.415146),(6 111.68088),(7 116.22583),(8 118.3045),(9 120.27637),(10 122.5673),(11 123.79948),(12 126.40733),(13 127.148),(14 128.55598),(15 130.35574),(16 131.43468),(17 132.4861),(18 133.10522),(19 132.20778),(20 134.23125),(21 134.38347),(22 134.11728),(23 134.3149),(24 134.91853),(25 134.13782),(26 135.81929),(27 134.51494),(28 136.68869),(29 136.47826),(30 137.09389),(31 137.24928),(32 136.26306),(33 136.54472),(34 136.05437),(35 136.29457),(36 137.28023),(37 137.53749),(38 137.54889),(39 137.90382),(40 137.91815),(41 137.76498),(42 138.8223),(43 139.3006),(44 140.06668),(45 140.65242),(46 142.13353),(47 144.2918),(48 142.67957),(49 141.82729),(50 143.11636),(51 142.89151),(52 142.60756),(53 144.9537),(54 142.99931),(55 144.22214),(56 145.56432),(57 145.4117),(58 147.26076),(59 146.18399),(60 148.37262),(61 148.4519),(62 148.27203),(63 149.1277),(64 150.24388),(65 150.41501),(66 150.22284),(67 150.21748),(68 150.61328),(69 150.34087),(70 150.46437),(71 150.568),(72 150.87582),(73 151.24495),(74 149.69681),(75 150.24959),(76 151.49365),(77 151.59079),(78 151.57898),(79 151.45537),
(1 79.95696),(2 91.71698),(3 97.790375),(4 102.637),(5 106.7761),(6 108.936295),(7 112.20633),(8 114.54609),(9 117.00537),(10 119.959305),(11 121.41079),(12 123.26165),(13 126.66006),(14 128.17896),(15 129.15968),(16 131.97928),(17 132.58499),(18 132.4495),(19 132.89691),(20 134.70764),(21 134.81529),(22 135.45377),(23 135.86835),(24 138.46779),(25 138.6199),(26 138.96037),(27 139.44052),(28 139.66403),(29 139.80556),(30 139.44434),(31 138.84949),(32 139.46332),(33 139.65701),(34 139.15424),(35 140.79987),(36 140.88286),(37 139.78807),(38 138.90045),(39 140.39314),(40 141.1787),(41 142.0676),(42 142.58345),(43 143.7575),(44 142.87935),(45 143.08913),(46 144.37068),(47 143.91766),(48 143.37303),(49 144.1392),(50 144.24983),(51 146.00777),(52 145.96988),(53 146.82022),(54 147.98817),(55 147.10275),(56 149.2212),(57 149.13689),(58 148.49512),(59 149.30717),(60 151.52411),(61 151.08734),(62 150.59093),(63 151.06546),(64 151.88658),(65 152.63869),(66 152.17615),(67 152.07828),(68 152.58894),(69 152.45772),(70 152.76706),(71 152.36229),(72 153.07854),(73 153.6352),(74 153.91411),(75 154.07985),(76 154.62329),(77 153.47276),(78 153.77443),(79 153.44272),
