1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 34.373936),(2 43.473255),(3 47.30024),(4 49.763317),(5 52.00907),(6 54.556995),(7 56.305252),(8 57.64551),(9 59.276455),(10 59.896847),(11 60.666855),(12 61.73085),(13 62.341904),(14 62.872604),(15 62.37193),(16 62.537956),(17 62.406124),(18 62.9399),(19 62.880165),(20 62.784164),(21 62.707863),(22 63.006317),(23 62.978317),(24 62.644363),(25 62.669987),(26 63.3965),(27 63.532578),(28 63.152443),(29 63.126217),(30 63.535957),(31 64.43512),(32 65.18397),(33 64.790184),(34 64.635376),(35 64.66619),(36 64.881424),(37 65.68344),(38 65.06928),(39 64.014915),(40 63.92454),(41 63.594807),(42 63.73245),(43 64.37482),(44 64.04472),(45 63.39171),(46 64.29059),(47 64.09733),(48 64.38819),(49 64.71885),(50 65.19464),(51 65.44362),(52 65.706245),(53 65.73602),(54 66.02395),(55 64.975204),(56 64.993256),(57 65.16307),(58 64.88709),(59 64.75055),(60 65.09858),(61 65.88612),(62 65.86916),(63 65.7101),(64 65.60712),(65 64.74916),(66 66.01609),(67 66.13237),(68 66.43835),(69 65.8654),(70 66.50288),(71 66.86109),(72 67.168785),(73 67.371666),(74 67.499886),(75 67.28658),(76 67.70219),(77 67.434296),(78 67.68617),(79 67.54489),
(1 34.012203),(2 43.12744),(3 46.24224),(4 48.545124),(5 50.732174),(6 52.948963),(7 55.2011),(8 56.933872),(9 58.129078),(10 59.007343),(11 60.1915),(12 60.977543),(13 61.27862),(14 61.34193),(15 60.91792),(16 60.7922),(17 60.55235),(18 60.19024),(19 60.638138),(20 60.128403),(21 60.425617),(22 61.07467),(23 61.09467),(24 61.31302),(25 61.74941),(26 62.195164),(27 62.546185),(28 62.333588),(29 62.70557),(30 63.01108),(31 62.800888),(32 63.09171),(33 63.416588),(34 62.958874),(35 62.891674),(36 62.61084),(37 62.941116),(38 63.469906),(39 62.385796),(40 62.4745),(41 62.186),(42 62.370907),(43 62.55107),(44 62.445614),(45 61.168015),(46 62.56643),(47 62.75007),(48 62.733753),(49 63.01741),(50 63.978973),(51 63.030502),(52 63.460995),(53 63.589638),(54 63.672466),(55 63.806026),(56 62.816822),(57 63.605965),(58 63.271095),(59 63.25625),(60 63.151676),(61 63.665054),(62 63.442707),(63 63.19977),(64 62.692097),(65 62.01931),(66 61.967182),(67 61.679615),(68 62.206123),(69 63.73376),(70 63.57529),(71 64.09057),(72 64.39509),(73 65.171875),(74 65.073),(75 64.63951),(76 64.742714),(77 64.93255),(78 64.92213),(79 65.090775),
(1 34.006496),(2 43.00839),(3 46.335606),(4 48.204014),(5 50.25305),(6 52.417847),(7 54.745815),(8 55.82028),(9 57.501484),(10 58.228226),(11 58.97286),(12 59.71613),(13 60.786007),(14 61.232998),(15 61.00195),(16 61.059002),(17 61.405506),(18 61.691154),(19 62.315125),(20 61.537266),(21 61.845707),(22 61.981274),(23 61.7514),(24 61.720642),(25 62.130966),(26 62.650223),(27 61.839943),(28 62.707047),(29 62.50683),(30 62.9978),(31 63.24396),(32 62.629063),(33 62.83528),(34 63.008015),(35 63.203903),(36 62.89441),(37 63.06485),(38 63.21155),(39 62.41834),(40 61.92076),(41 60.893177),(42 61.026886),(43 61.03966),(44 61.927086),(45 61.063786),(46 61.73937),(47 61.89161),(48 62.35119),(49 62.566383),(50 62.6967),(51 62.758938),(52 62.557934),(53 62.919155),(54 63.280163),(55 62.91272),(56 63.365208),(57 63.412933),(58 63.527966),(59 63.31518),(60 63.577095),(61 63.833946),(62 63.762928),(63 63.836082),(64 63.55833),(65 63.059277),(66 63.47789),(67 63.40469),(68 63.837746),(69 64.3899),(70 64.748276),(71 64.90836),(72 65.578964),(73 66.1221),(74 66.65557),(75 66.067894),(76 65.73558),(77 66.05912),(78 66.44199),(79 66.435326),
(1 34.110428),(2 43.64721),(3 46.655724),(4 48.777115),(5 50.75388),(6 52.71087),(7 54.80505),(8 56.464417),(9 57.51604),(10 58.5418),(11 59.336655),(12 59.63339),(13 60.397438),(14 60.6832),(15 60.234768),(16 60.578465),(17 60.617683),(18 61.12351),(19 61.21141),(20 61.18014),(21 61.669548),(22 62.003902),(23 61.77265),(24 61.82371),(25 62.004894),(26 62.270515),(27 62.46875),(28 62.503906),(29 61.726192),(30 62.79129),(31 63.012646),(32 63.141968),(33 63.172363),(34 63.292362),(35 63.27015),(36 62.984077),(37 62.693665),(38 62.766705),(39 61.901394),(40 61.709568),(41 61.205498),(42 60.87583),(43 61.15427),(44 61.389744),(45 60.330933),(46 61.022404),(47 61.650513),(48 61.455605),(49 61.785248),(50 62.510986),(51 62.185696),(52 62.12851),(53 62.500835),(54 62.75004),(55 62.85336),(56 63.473827),(57 63.2317),(58 63.097355),(59 63.389717),(60 62.983574),(61 63.55834),(62 63.609535),(63 63.462376),(64 63.24395),(65 62.723858),(66 63.516567),(67 63.093586),(68 63.853428),(69 63.720398),(70 64.37904),(71 64.850395),(72 65.77454),(73 66.551254),(74 65.859505),(75 66.12521),(76 66.10775),(77 65.9917),(78 65.683),(79 65.2309),
(1 33.61657),(2 42.252007),(3 45.632942),(4 47.726807),(5 49.571514),(6 51.91546),(7 54.340904),(8 55.554703),(9 57.312405),(10 58.572384),(11 59.31737),(12 60.371983),(13 60.4694),(14 60.633522),(15 60.294746),(16 60.27664),(17 60.01957),(18 59.747566),(19 60.716125),(20 60.85078),(21 61.21656),(22 60.708637),(23 61.016113),(24 61.162014),(25 62.336582),(26 62.675125),(27 62.474636),(28 62.502228),(29 62.22861),(30 62.87585),(31 62.676903),(32 63.45365),(33 63.100502),(34 63.340904),(35 63.203766),(36 62.64833),(37 63.31762),(38 63.46209),(39 62.185543),(40 61.55866),(41 61.839066),(42 61.475567),(43 61.498634),(44 61.13301),(45 60.30801),(46 60.43661),(47 60.894535),(48 60.62111),(49 62.10592),(50 62.152348),(51 61.67251),(52 62.171593),(53 62.288975),(54 62.612965),(55 61.990875),(56 62.16861),(57 61.540283),(58 61.82632),(59 61.932545),(60 62.013313),(61 62.672012),(62 62.43145),(63 61.987347),(64 61.50257),(65 61.265038),(66 61.18675),(67 61.496506),(68 62.213223),(69 63.139847),(70 63.60811),(71 63.48254),(72 63.984047),(73 64.551315),(74 64.485695),(75 64.23005),(76 63.46763),(77 63.807465),(78 64.02357),(79 64.097336),
(1 33.849537),(2 42.77007),(3 45.944622),(4 48.293144),(5 49.818737),(6 52.474808),(7 54.22681),(8 55.591667),(9 56.564747),(10 56.915478),(11 57.5534),(12 58.55898),(13 60.137352),(14 59.851864),(15 59.718353),(16 59.668484),(17 59.586136),(18 60.164616),(19 61.244045),(20 61.109737),(21 61.00084),(22 61.224983),(23 61.42882),(24 61.419548),(25 61.690647),(26 62.60086),(27 62.354206),(28 62.128647),(29 61.99192),(30 62.313847),(31 63.361877),(32 63.27307),(33 63.272808),(34 63.36126),(35 63.33546),(36 63.152317),(37 63.997406),(38 63.923115),(39 62.932076),(40 62.599564),(41 62.943275),(42 62.976284),(43 62.96522),(44 63.361168),(45 62.67651),(46 63.34802),(47 62.627655),(48 62.68129),(49 63.100464),(50 63.66141),(51 63.269535),(52 63.2749),(53 63.200165),(54 63.31913),(55 63.11429),(56 63.331562),(57 63.586864),(58 63.33518),(59 63.455395),(60 63.72566),(61 63.95192),(62 64.48058),(63 63.498013),(64 64.083534),(65 63.76944),(66 64.101715),(67 64.21312),(68 64.24933),(69 64.384445),(70 64.6188),(71 64.58779),(72 65.82037),(73 65.67784),(74 65.63053),(75 65.1696),(76 65.00968),(77 64.53704),(78 64.63548),(79 64.8172),
(1 33.44884),(2 42.409782),(3 45.460472),(4 47.39633),(5 49.062206),(6 51.95944),(7 54.07248),(8 55.573727),(9 57.0874),(10 58.11582),(11 58.793415),(12 59.232224),(13 60.27463),(14 60.079628),(15 59.525944),(16 59.36444),(17 58.870598),(18 58.795315),(19 58.935516),(20 59.475597),(21 59.40642),(22 59.693268),(23 59.55247),(24 60.04327),(25 60.62096),(26 61.096752),(27 60.32938),(28 60.929527),(29 60.67217),(30 60.78229),(31 61.51475),(32 61.4542),(33 61.516342),(34 61.539474),(35 61.597176),(36 61.930996),(37 62.663094),(38 62.428246),(39 61.60675),(40 61.518887),(41 61.419968),(42 61.016705),(43 60.998787),(44 61.528202),(45 60.240433),(46 60.7128),(47 61.144432),(48 61.385555),(49 61.435287),(50 61.9798),(51 61.276386),(52 61.450222),(53 61.751816),(54 61.856476),(55 61.739674),(56 61.569275),(57 61.520496),(58 61.403313),(59 61.629223),(60 62.108078),(61 62.952976),(62 62.563362),(63 62.06827),(64 61.8705),(65 61.578503),(66 62.253788),(67 62.351414),(68 62.377766),(69 61.87476),(70 62.76162),(71 63.217552),(72 63.789574),(73 63.781067),(74 64.10445),(75 63.630695),(76 63.566177),(77 63.511715),(78 63.349583),(79 63.165466),
(1 33.288116),(2 41.87347),(3 45.74118),(4 47.828762),(5 49.394333),(6 51.603012),(7 53.797997),(8 55.29803),(9 56.728165),(10 58.050747),(11 58.504436),(12 59.45219),(13 60.00184),(14 60.476913),(15 59.201317),(16 58.67843),(17 58.51479),(18 58.672665),(19 59.49102),(20 59.540504),(21 59.84893),(22 59.665115),(23 59.37998),(24 60.09286),(25 60.62886),(26 61.170128),(27 60.661842),(28 60.198948),(29 60.317295),(30 61.10842),(31 61.72064),(32 62.2593),(33 61.5998),(34 60.791645),(35 60.570774),(36 61.08701),(37 61.47136),(38 61.41996),(39 60.35082),(40 60.065636),(41 60.112915),(42 60.635777),(43 60.32566),(44 60.488304),(45 59.639183),(46 59.74694),(47 59.90383),(48 60.167393),(49 60.130745),(50 60.34507),(51 60.187775),(52 60.110718),(53 60.20027),(54 60.22371),(55 60.4579),(56 59.96068),(57 59.819992),(58 59.931446),(59 59.909306),(60 59.927612),(61 60.372986),(62 60.48663),(63 60.08565),(64 60.6875),(65 60.229076),(66 60.805904),(67 61.52739),(68 61.90042),(69 62.69174),(70 62.52368),(71 63.05259),(72 63.126015),(73 63.42851),(74 63.52717),(75 64.054),(76 63.86798),(77 63.433678),(78 64.228035),(79 63.452396),
(1 33.297153),(2 42.15639),(3 45.780167),(4 48.042667),(5 49.28647),(6 51.17155),(7 52.98721),(8 54.72639),(9 56.22028),(10 57.378296),(11 57.694736),(12 58.863064),(13 60.585327),(14 60.360626),(15 59.627804),(16 59.161777),(17 59.06731),(18 60.038944),(19 60.487457),(20 60.515766),(21 61.11218),(22 60.6953),(23 60.84866),(24 60.32006),(25 60.896217),(26 60.67036),(27 60.702904),(28 60.24553),(29 59.964085),(30 60.527485),(31 61.276424),(32 61.214005),(33 61.721264),(34 61.82824),(35 61.885513),(36 62.158077),(37 62.040154),(38 61.549816),(39 60.856316),(40 60.76371),(41 60.688858),(42 60.81211),(43 60.763733),(44 60.58853),(45 60.208397),(46 60.644527),(47 61.208145),(48 61.364834),(49 61.871056),(50 62.216156),(51 61.807224),(52 61.60515),(53 61.317398),(54 61.625347),(55 61.676056),(56 62.164692),(57 62.208527),(58 62.330975),(59 62.179436),(60 61.975807),(61 63.508907),(62 63.509327),(63 63.38779),(64 63.422417),(65 63.043896),(66 63.49145),(67 63.758442),(68 64.096855),(69 63.758636),(70 63.85449),(71 64.33237),(72 64.91746),(73 65.36167),(74 65.186035),(75 64.47864),(76 64.34565),(77 64.06696),(78 64.92046),(79 64.19099),
(1 32.849453),(2 41.397945),(3 44.18221),(4 46.54835),(5 48.17182),(6 50.531128),(7 52.60991),(8 54.036976),(9 54.758736),(10 56.31445),(11 56.715668),(12 57.503708),(13 57.556507),(14 57.756634),(15 57.132996),(16 56.73772),(17 56.77149),(18 57.432743),(19 57.542076),(20 57.45071),(21 57.404697),(22 57.531876),(23 57.600033),(24 57.31813),(25 57.853104),(26 58.486153),(27 58.000225),(28 58.23861),(29 58.344387),(30 59.452847),(31 59.720974),(32 60.049458),(33 60.27238),(34 60.261093),(35 60.54722),(36 60.834236),(37 60.95946),(38 60.837833),(39 59.91678),(40 59.932617),(41 60.344913),(42 59.997284),(43 59.377846),(44 59.7962),(45 59.62085),(46 60.18963),(47 60.288094),(48 60.61502),(49 61.126083),(50 60.997242),(51 60.23087),(52 60.041336),(53 59.61818),(54 59.967747),(55 60.043427),(56 60.2252),(57 59.708847),(58 59.971256),(59 59.728706),(60 59.54156),(61 60.15816),(62 60.026886),(63 59.982197),(64 59.40466),(65 59.44195),(66 60.11002),(67 59.187645),(68 59.46462),(69 59.80077),(70 59.967155),(71 59.75073),(72 60.64558),(73 60.92209),(74 61.148617),(75 60.939877),(76 60.84832),(77 60.52257),(78 60.58063),(79 60.920204),
(1 32.339447),(2 41.241165),(3 45.086414),(4 47.595627),(5 49.217663),(6 51.42109),(7 53.03097),(8 54.8014),(9 55.409664),(10 57.319263),(11 58.07288),(12 58.25149),(13 58.775993),(14 58.92683),(15 58.859592),(16 59.178616),(17 58.891506),(18 59.0095),(19 59.682785),(20 59.60748),(21 59.319977),(22 59.06078),(23 59.097404),(24 60.05169),(25 59.852863),(26 60.591938),(27 60.42682),(28 59.943428),(29 59.453182),(30 59.671257),(31 60.0827),(32 59.870102),(33 60.034836),(34 59.80887),(35 60.09383),(36 60.644535),(37 60.748722),(38 60.317627),(39 59.548306),(40 58.92438),(41 58.51731),(42 58.8392),(43 58.227234),(44 58.9238),(45 58.699257),(46 59.116856),(47 59.31277),(48 59.13052),(49 60.218605),(50 60.529163),(51 60.39266),(52 60.48022),(53 60.675007),(54 60.846783),(55 61.12722),(56 61.662544),(57 61.48047),(58 61.062454),(59 61.076847),(60 61.64855),(61 61.820583),(62 61.875523),(63 62.221966),(64 61.300934),(65 61.062084),(66 61.482555),(67 61.498695),(68 61.378166),(69 61.861565),(70 61.641354),(71 61.350838),(72 61.569103),(73 61.540413),(74 62.037807),(75 61.50484),(76 61.453087),(77 61.706287),(78 61.785805),(79 61.83072),
(1 32.509136),(2 40.990673),(3 44.481068),(4 46.39231),(5 47.95042),(6 50.3358),(7 52.33385),(8 54.238773),(9 54.806286),(10 55.812626),(11 56.732838),(12 57.52497),(13 57.97309),(14 58.108063),(15 57.44735),(16 57.426975),(17 57.219803),(18 57.756733),(19 58.48373),(20 59.000893),(21 58.97789),(22 59.04736),(23 59.336605),(24 59.19561),(25 59.316704),(26 59.427208),(27 59.401913),(28 60.04478),(29 60.10062),(30 60.42274),(31 60.53066),(32 60.779278),(33 60.52799),(34 60.499588),(35 60.812733),(36 60.72692),(37 61.188366),(38 60.919395),(39 60.638912),(40 60.423016),(41 59.72837),(42 59.448772),(43 59.025475),(44 59.133343),(45 59.220783),(46 59.38193),(47 59.73124),(48 60.108307),(49 60.51223),(50 60.61075),(51 60.4369),(52 60.692883),(53 60.4551),(54 60.751415),(55 60.827087),(56 60.216595),(57 59.889942),(58 59.49016),(59 59.72935),(60 59.465443),(61 60.12124),(62 60.568604),(63 60.14701),(64 59.985157),(65 60.05029),(66 61.11846),(67 61.711033),(68 61.708878),(69 61.894287),(70 62.318714),(71 62.754898),(72 62.64738),(73 63.50393),(74 63.447468),(75 63.26928),(76 63.20542),(77 62.690845),(78 63.465286),(79 63.004307),
(1 31.96668),(2 40.57275),(3 44.27816),(4 46.57287),(5 48.513184),(6 50.577156),(7 52.661808),(8 54.35098),(9 55.711044),(10 57.51298),(11 58.37229),(12 59.202114),(13 59.279724),(14 59.344116),(15 59.825592),(16 59.515007),(17 59.1149),(18 58.776203),(19 59.68943),(20 59.694885),(21 59.499477),(22 59.910423),(23 59.8924),(24 60.07231),(25 60.585804),(26 60.20658),(27 60.270996),(28 60.575592),(29 60.303314),(30 60.492744),(31 61.23986),(32 61.238926),(33 61.295105),(34 61.91091),(35 62.062828),(36 62.174614),(37 61.927505),(38 61.77263),(39 61.22221),(40 60.625336),(41 60.455585),(42 60.50068),(43 59.681255),(44 60.089264),(45 59.34422),(46 60.080635),(47 60.334255),(48 60.271458),(49 61.230408),(50 61.43972),(51 60.981464),(52 60.476322),(53 60.749184),(54 61.23456),(55 61.067085),(56 60.895947),(57 60.17674),(58 60.31597),(59 59.91381),(60 60.047867),(61 60.72906),(62 60.511383),(63 60.168636),(64 60.200447),(65 60.11267),(66 60.99324),(67 60.777874),(68 60.510944),(69 60.512535),(70 61.396885),(71 62.062607),(72 62.118958),(73 63.585426),(74 63.001152),(75 62.789307),(76 62.84456),(77 63.100468),(78 63.286755),(79 62.77352),
(1 33.365715),(2 42.246662),(3 46.017513),(4 47.929146),(5 49.368073),(6 51.557014),(7 53.436462),(8 54.676243),(9 55.842804),(10 56.47055),(11 56.97738),(12 58.265823),(13 58.37898),(14 58.58488),(15 58.580006),(16 58.68356),(17 58.007755),(18 58.82406),(19 59.002743),(20 59.429207),(21 59.08793),(22 59.791435),(23 60.04817),(24 59.64197),(25 60.40369),(26 60.241566),(27 60.432316),(28 60.544235),(29 60.252872),(30 60.482437),(31 60.98141),(32 60.944233),(33 61.25417),(34 61.381958),(35 61.096123),(36 60.921852),(37 61.41458),(38 61.10524),(39 61.07995),(40 60.45075),(41 59.860783),(42 60.35472),(43 60.35979),(44 60.127037),(45 59.680527),(46 59.808125),(47 60.07674),(48 60.518044),(49 60.335094),(50 61.07453),(51 60.949932),(52 61.23546),(53 61.200012),(54 61.37017),(55 61.5147),(56 61.265877),(57 61.20793),(58 60.476807),(59 60.645466),(60 60.552784),(61 60.221035),(62 60.300278),(63 60.639286),(64 59.698883),(65 59.476242),(66 61.037815),(67 60.66299),(68 61.18567),(69 61.37978),(70 61.55398),(71 62.143078),(72 62.33571),(73 63.164165),(74 63.196373),(75 62.871044),(76 62.41298),(77 62.288082),(78 61.650616),(79 61.949337),
(1 31.449425),(2 40.03724),(3 43.481712),(4 45.756516),(5 47.44147),(6 49.54769),(7 51.15069),(8 52.964508),(9 54.58488),(10 55.442528),(11 56.606773),(12 56.95331),(13 56.815582),(14 56.849373),(15 56.441956),(16 56.936016),(17 56.57447),(18 56.751537),(19 57.619278),(20 57.893078),(21 57.49841),(22 57.708233),(23 57.229553),(24 57.86024),(25 58.706844),(26 58.40241),(27 58.62528),(28 58.303886),(29 58.33151),(30 58.604095),(31 58.8333),(32 58.923664),(33 58.720932),(34 59.32195),(35 59.222492),(36 59.648113),(37 59.464497),(38 59.46938),(39 58.787327),(40 58.62099),(41 58.392517),(42 58.221493),(43 58.666794),(44 58.73567),(45 58.215202),(46 58.39077),(47 58.41318),(48 58.61326),(49 58.73693),(50 59.71245),(51 59.183216),(52 60.313255),(53 60.199615),(54 60.349934),(55 60.477707),(56 60.732246),(57 60.645172),(58 60.254585),(59 60.53813),(60 60.54334),(61 61.267063),(62 60.31258),(63 59.757328),(64 59.59934),(65 58.99283),(66 59.714565),(67 59.874706),(68 60.18453),(69 60.274853),(70 60.38394),(71 60.91223),(72 61.163143),(73 61.77961),(74 61.53786),(75 61.65869),(76 61.434776),(77 61.131424),(78 61.681065),(79 61.668583),
(1 32.22933),(2 41.43641),(3 44.887466),(4 47.547215),(5 49.3009),(6 51.451866),(7 53.821407),(8 55.44546),(9 57.07715),(10 58.30472),(11 58.762928),(12 60.030437),(13 60.1754),(14 60.485195),(15 60.01777),(16 59.600372),(17 58.977222),(18 59.155212),(19 59.5583),(20 59.659126),(21 59.522816),(22 59.54571),(23 59.9167),(24 59.307697),(25 59.563557),(26 60.02727),(27 60.547886),(28 60.230186),(29 60.455734),(30 60.595276),(31 60.64156),(32 60.384563),(33 60.19838),(34 60.528954),(35 60.42763),(36 60.054184),(37 60.287743),(38 60.149982),(39 59.850903),(40 59.33766),(41 58.849316),(42 59.251095),(43 59.131832),(44 59.034786),(45 58.702892),(46 58.893276),(47 59.14851),(48 59.197685),(49 59.417995),(50 59.723618),(51 59.5774),(52 59.53701),(53 59.76693),(54 59.854534),(55 59.98751),(56 60.27165),(57 60.902714),(58 59.91073),(59 60.20595),(60 60.781666),(61 60.81965),(62 60.7317),(63 61.0372),(64 61.057327),(65 60.66361),(66 61.19917),(67 61.19285),(68 61.55223),(69 61.39283),(70 61.797855),(71 61.95225),(72 62.09506),(73 62.59304),(74 63.333004),(75 62.562576),(76 62.338577),(77 62.109043),(78 62.816277),(79 63.23881),
(1 32.52872),(2 41.025116),(3 44.612476),(4 47.12054),(5 48.800224),(6 50.959507),(7 52.68014),(8 54.015297),(9 55.33867),(10 56.597584),(11 57.12552),(12 57.697205),(13 58.76421),(14 58.350365),(15 57.84661),(16 57.94636),(17 57.807705),(18 58.140987),(19 58.26497),(20 58.735226),(21 58.468166),(22 58.837036),(23 58.916996),(24 58.364037),(25 59.37664),(26 59.54234),(27 59.248367),(28 59.471535),(29 59.36102),(30 60.401245),(31 60.116074),(32 60.446262),(33 60.70698),(34 60.56084),(35 60.252007),(36 60.187386),(37 60.292553),(38 60.712124),(39 59.685932),(40 59.5492),(41 59.456814),(42 59.741673),(43 59.435833),(44 59.868958),(45 59.46163),(46 59.422596),(47 59.55787),(48 59.08394),(49 60.21496),(50 60.585293),(51 60.783752),(52 60.78504),(53 60.73461),(54 60.61394),(55 60.5758),(56 61.145973),(57 60.36041),(58 60.726967),(59 60.55887),(60 60.855534),(61 60.57124),(62 60.777027),(63 60.46079),(64 59.949673),(65 60.112843),(66 59.94124),(67 60.12282),(68 60.756382),(69 61.039337),(70 61.75957),(71 62.3391),(72 62.225327),(73 62.633163),(74 62.942455),(75 62.0935),(76 61.919903),(77 61.841503),(78 62.077522),(79 61.57479),
(1 32.294346),(2 41.12857),(3 44.783016),(4 47.237617),(5 49.348694),(6 51.888615),(7 53.668377),(8 54.548134),(9 55.62953),(10 56.46509),(11 57.354755),(12 57.972828),(13 59.03521),(14 58.90804),(15 58.693974),(16 58.538967),(17 58.425537),(18 58.684048),(19 58.92573),(20 59.464005),(21 59.595108),(22 59.513176),(23 59.631916),(24 59.416813),(25 59.545654),(26 59.59905),(27 59.08429),(28 59.29639),(29 59.538666),(30 59.618126),(31 59.568756),(32 60.27668),(33 60.064396),(34 60.141922),(35 60.159393),(36 60.374878),(37 60.686832),(38 59.607502),(39 59.551384),(40 59.19434),(41 58.657146),(42 59.29775),(43 58.839005),(44 59.032112),(45 58.998028),(46 59.003513),(47 59.16587),(48 59.798573),(49 60.831905),(50 60.313705),(51 60.362812),(52 60.680706),(53 60.933483),(54 61.397736),(55 61.090164),(56 61.018913),(57 60.831356),(58 61.63164),(59 61.198082),(60 60.52188),(61 61.093483),(62 60.67561),(63 60.081757),(64 59.999634),(65 59.470497),(66 60.031666),(67 59.980244),(68 60.46736),(69 61.21243),(70 61.106873),(71 61.245438),(72 61.762028),(73 62.856712),(74 62.99681),(75 62.511333),(76 62.435207),(77 62.22279),(78 62.27891),(79 62.006367),
