1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37.717083),(2 47.950874),(3 51.192997),(4 54.119366),(5 56.179214),(6 58.42447),(7 60.412766),(8 62.3415),(9 63.27215),(10 64.89034),(11 66.02741),(12 66.62617),(13 67.30006),(14 67.11138),(15 65.63077),(16 66.3131),(17 65.92767),(18 66.12203),(19 67.24052),(20 67.66503),(21 67.24247),(22 67.34726),(23 67.28106),(24 67.3882),(25 67.9063),(26 68.30048),(27 68.539696),(28 68.813354),(29 68.59942),(30 68.74202),(31 68.91249),(32 68.748795),(33 68.92441),(34 69.716934),(35 69.991165),(36 70.19567),(37 69.89658),(38 69.73044),(39 69.01294),(40 69.10041),(41 68.15284),(42 67.790344),(43 68.42999),(44 67.76417),(45 66.96502),(46 67.55699),(47 67.81665),(48 67.7191),(49 68.58266),(50 68.68314),(51 68.290405),(52 67.78141),(53 68.20531),(54 68.63423),(55 68.162735),(56 68.11096),(57 68.194626),(58 68.894714),(59 68.81761),(60 68.84666),(61 68.98509),(62 69.3332),(63 69.49532),(64 69.12062),(65 69.36347),(66 69.988754),(67 70.619064),(68 71.00998),(69 72.01779),(70 71.50493),(71 72.067856),(72 71.714874),(73 72.337845),(74 73.03247),(75 72.882324),(76 72.094215),(77 72.02757),(78 72.51893),(79 72.427925),
(1 37.73844),(2 48.180912),(3 51.953907),(4 54.251575),(5 56.67943),(6 58.72529),(7 61.000835),(8 62.611958),(9 64.16897),(10 65.70771),(11 67.30336),(12 68.650444),(13 69.46488),(14 69.344955),(15 68.27168),(16 67.92577),(17 67.56609),(18 68.07551),(19 69.03081),(20 68.86205),(21 69.20073),(22 69.46764),(23 68.77295),(24 69.33326),(25 69.98544),(26 70.15287),(27 70.24165),(28 70.35352),(29 69.82203),(30 70.71121),(31 70.35568),(32 70.942696),(33 70.09312),(34 71.24887),(35 71.22331),(36 70.44204),(37 71.21142),(38 71.39219),(39 70.68192),(40 69.82183),(41 69.17714),(42 69.73043),(43 69.84249),(44 69.07945),(45 68.99671),(46 69.11684),(47 69.287506),(48 69.89617),(49 70.28656),(50 71.218346),(51 70.52043),(52 70.58307),(53 70.491234),(54 71.46297),(55 70.889534),(56 70.122284),(57 70.60665),(58 70.397545),(59 70.39458),(60 70.17486),(61 70.84513),(62 70.290985),(63 70.56665),(64 70.63996),(65 70.464714),(66 71.019775),(67 70.510414),(68 71.19381),(69 71.77544),(70 71.68364),(71 72.109375),(72 72.31167),(73 73.23505),(74 73.56368),(75 72.82845),(76 71.72384),(77 71.17684),(78 71.32545),(79 70.96002),
(1 37.18083),(2 47.428574),(3 51.09561),(4 53.903576),(5 55.71412),(6 58.14937),(7 60.538055),(8 61.592007),(9 62.226494),(10 63.57082),(11 64.37657),(12 64.67004),(13 66.03392),(14 65.533),(15 65.34417),(16 65.01959),(17 64.67685),(18 64.71417),(19 65.588806),(20 65.925064),(21 65.96902),(22 66.67099),(23 67.16574),(24 67.23822),(25 67.62566),(26 67.195885),(27 66.95631),(28 66.86166),(29 66.56795),(30 67.094376),(31 67.14348),(32 67.07629),(33 67.24762),(34 67.85747),(35 67.95626),(36 68.09428),(37 68.589066),(38 68.32876),(39 67.62762),(40 66.81505),(41 66.71731),(42 67.26797),(43 67.58138),(44 67.35209),(45 66.8223),(46 67.67242),(47 68.06935),(48 68.305405),(49 68.83214),(50 69.01904),(51 68.813126),(52 68.617226),(53 68.47876),(54 69.25014),(55 69.49027),(56 69.50186),(57 69.41971),(58 69.60407),(59 69.29422),(60 69.232506),(61 69.92518),(62 69.88068),(63 68.673584),(64 68.771194),(65 68.21446),(66 69.27008),(67 69.40469),(68 69.48011),(69 69.26313),(70 69.69394),(71 69.70309),(72 70.034996),(73 70.059),(74 70.75787),(75 69.90008),(76 70.21945),(77 70.12993),(78 70.82048),(79 69.94534),
(1 37.379063),(2 46.795647),(3 50.67294),(4 53.20177),(5 55.431152),(6 57.44658),(7 59.52638),(8 60.58507),(9 62.48665),(10 63.751217),(11 65.20035),(12 65.739746),(13 66.17443),(14 66.72328),(15 65.56132),(16 66.17482),(17 65.971405),(18 66.25799),(19 67.478004),(20 67.1589),(21 66.789154),(22 67.26073),(23 67.66141),(24 67.19945),(25 67.66439),(26 67.32812),(27 67.29931),(28 67.09375),(29 67.16642),(30 67.71955),(31 68.54352),(32 68.892075),(33 68.62037),(34 69.21918),(35 69.41267),(36 70.1762),(37 70.82871),(38 70.44806),(39 69.377975),(40 69.096115),(41 68.59889),(42 68.9489),(43 68.44969),(44 68.96405),(45 68.80304),(46 69.1543),(47 68.5669),(48 68.86153),(49 69.632835),(50 69.97242),(51 69.85125),(52 69.822136),(53 70.038414),(54 70.232666),(55 69.43881),(56 69.397766),(57 69.50193),(58 70.123726),(59 70.183),(60 70.041954),(61 70.70317),(62 70.4578),(63 70.5593),(64 70.346275),(65 69.87878),(66 70.74026),(67 70.68401),(68 70.313416),(69 71.15406),(70 70.37546),(71 71.463905),(72 72.114944),(73 72.81903),(74 72.9456),(75 72.27975),(76 72.072815),(77 71.00147),(78 71.69093),(79 71.93498),
(1 37.133724),(2 46.960617),(3 50.23605),(4 53.03273),(5 54.975166),(6 57.502888),(7 59.61816),(8 61.221325),(9 62.53244),(10 64.003044),(11 65.08549),(12 66.4235),(13 67.24575),(14 67.45554),(15 66.54003),(16 66.87351),(17 66.5593),(18 66.72675),(19 66.98017),(20 67.09434),(21 66.846275),(22 67.233246),(23 67.25522),(24 67.60947),(25 68.22872),(26 68.84635),(27 68.6823),(28 69.585304),(29 69.03346),(30 68.998886),(31 69.21987),(32 69.646675),(33 69.40129),(34 68.976685),(35 69.07772),(36 69.65707),(37 69.96142),(38 68.484314),(39 67.83422),(40 67.8431),(41 67.38906),(42 67.47949),(43 67.54011),(44 67.73076),(45 67.148994),(46 67.44975),(47 67.80421),(48 67.389694),(49 67.71971),(50 67.80241),(51 67.15929),(52 67.28059),(53 67.652695),(54 68.32253),(55 68.243965),(56 67.88929),(57 67.51931),(58 68.4037),(59 68.9322),(60 68.70366),(61 68.67705),(62 68.51044),(63 68.456024),(64 67.81517),(65 67.21556),(66 68.456505),(67 68.66953),(68 69.00008),(69 68.97475),(70 68.98175),(71 68.87921),(72 69.17444),(73 69.636024),(74 69.782394),(75 69.50072),(76 69.4008),(77 68.96104),(78 68.92897),(79 69.237),
(1 36.626102),(2 46.660297),(3 50.327335),(4 52.865086),(5 54.274822),(6 56.400684),(7 58.07135),(8 60.531635),(9 61.75502),(10 62.48458),(11 63.03501),(12 64.83223),(13 65.52989),(14 66.15567),(15 65.185074),(16 65.36247),(17 65.29239),(18 65.552536),(19 65.66081),(20 66.28046),(21 66.22568),(22 66.2357),(23 66.08369),(24 66.02188),(25 66.21631),(26 66.88589),(27 67.05773),(28 67.2159),(29 67.19871),(30 67.32654),(31 67.58237),(32 67.82316),(33 68.40294),(34 68.22767),(35 68.18799),(36 67.652336),(37 68.84893),(38 68.94154),(39 67.64211),(40 67.69792),(41 67.18831),(42 67.20769),(43 66.970856),(44 67.720764),(45 67.76622),(46 68.49289),(47 68.60819),(48 68.90046),(49 69.50389),(50 69.830124),(51 68.68675),(52 68.87194),(53 68.58996),(54 68.45928),(55 68.62096),(56 68.65635),(57 68.67429),(58 68.46799),(59 68.515884),(60 68.62184),(61 68.78189),(62 68.8024),(63 68.70443),(64 68.98699),(65 68.45669),(66 69.01136),(67 69.46855),(68 69.35064),(69 68.69311),(70 69.29246),(71 69.390755),(72 69.98613),(73 70.993904),(74 71.52733),(75 70.6219),(76 70.56353),(77 69.51788),(78 70.015854),(79 70.295944),
(1 37.132427),(2 46.375267),(3 49.996517),(4 52.340508),(5 54.079403),(6 56.57844),(7 58.599457),(8 60.227528),(9 61.93328),(10 63.29277),(11 64.473495),(12 64.92621),(13 65.74723),(14 66.50682),(15 65.61147),(16 65.27388),(17 64.740074),(18 64.44325),(19 64.9351),(20 65.94711),(21 65.36194),(22 65.56971),(23 65.5695),(24 66.14792),(25 67.12301),(26 67.59459),(27 66.84738),(28 67.16705),(29 66.94814),(30 67.83267),(31 67.5952),(32 67.53944),(33 67.720894),(34 68.199814),(35 68.5638),(36 68.09132),(37 68.48652),(38 68.67),(39 67.30235),(40 67.43245),(41 66.1802),(42 66.5917),(43 66.77021),(44 66.457245),(45 66.236115),(46 66.144104),(47 65.99297),(48 66.53656),(49 66.65334),(50 67.212845),(51 66.60658),(52 66.30134),(53 66.418045),(54 66.5273),(55 66.59336),(56 66.03023),(57 65.88245),(58 66.248116),(59 66.013275),(60 65.58575),(61 66.03783),(62 66.18241),(63 65.83153),(64 65.50037),(65 65.30963),(66 66.04085),(67 65.95097),(68 66.87092),(69 66.42099),(70 66.46595),(71 66.37639),(72 66.86599),(73 67.95784),(74 68.8045),(75 68.328674),(76 67.708046),(77 67.83253),(78 67.90965),(79 67.97721),
(1 36.7372),(2 46.437515),(3 49.62214),(4 51.915497),(5 53.76077),(6 56.180534),(7 58.579124),(8 60.273773),(9 61.757614),(10 63.201694),(11 63.785225),(12 64.72053),(13 64.7708),(14 65.38944),(15 64.79814),(16 64.844),(17 64.995834),(18 65.18326),(19 65.60035),(20 66.00318),(21 65.46538),(22 65.09488),(23 65.9372),(24 66.88868),(25 66.979866),(26 66.9222),(27 66.241135),(28 67.16457),(29 67.15784),(30 67.317444),(31 67.7183),(32 68.1415),(33 67.75665),(34 68.288124),(35 68.96867),(36 68.99796),(37 69.00921),(38 68.58751),(39 67.816055),(40 68.09163),(41 68.07954),(42 67.9382),(43 67.399994),(44 67.88203),(45 66.98932),(46 67.184425),(47 67.370766),(48 67.42061),(49 67.548965),(50 68.058495),(51 66.873085),(52 67.26077),(53 67.37698),(54 67.08364),(55 66.91348),(56 67.66961),(57 67.27813),(58 67.835724),(59 68.09304),(60 68.25077),(61 67.56393),(62 68.24742),(63 67.14772),(64 67.04167),(65 66.53983),(66 67.24998),(67 66.48344),(68 67.47342),(69 67.83016),(70 67.68678),(71 67.89128),(72 68.872314),(73 69.57378),(74 69.356705),(75 68.37656),(76 67.97502),(77 67.7867),(78 67.5364),(79 67.39813),
(1 36.354275),(2 46.150585),(3 49.71326),(4 52.460022),(5 54.159664),(6 56.65997),(7 58.87226),(8 60.92015),(9 62.20623),(10 63.074863),(11 64.25244),(12 65.6368),(13 65.88508),(14 66.48311),(15 65.4806),(16 65.34732),(17 65.21352),(18 65.59838),(19 65.95576),(20 65.68137),(21 65.82591),(22 65.26159),(23 65.38409),(24 65.73083),(25 66.11322),(26 67.15437),(27 67.37421),(28 67.35445),(29 67.46225),(30 68.02525),(31 68.32114),(32 68.715904),(33 68.465195),(34 68.88883),(35 68.572495),(36 68.58658),(37 69.03688),(38 69.15776),(39 67.9551),(40 67.78685),(41 67.80697),(42 67.583984),(43 67.64903),(44 67.293175),(45 67.27004),(46 68.12542),(47 68.51669),(48 68.05227),(49 68.693726),(50 68.84613),(51 69.20431),(52 68.71382),(53 68.342186),(54 68.5127),(55 68.76636),(56 69.63795),(57 69.303566),(58 68.74689),(59 68.82134),(60 68.515076),(61 68.93651),(62 69.43768),(63 69.64653),(64 69.26842),(65 68.66058),(66 69.59796),(67 69.59114),(68 69.38752),(69 69.33407),(70 69.80749),(71 69.69461),(72 69.735306),(73 70.34788),(74 71.419945),(75 70.45032),(76 70.343605),(77 70.21373),(78 70.660194),(79 70.46306),
(1 35.65699),(2 44.77432),(3 48.902813),(4 51.243702),(5 53.458614),(6 55.98383),(7 58.31678),(8 59.500957),(9 61.234985),(10 62.094254),(11 62.73286),(12 63.12155),(13 64.15798),(14 64.50125),(15 63.906837),(16 64.0181),(17 63.795727),(18 64.195045),(19 64.65089),(20 64.87449),(21 64.650185),(22 65.118645),(23 65.3663),(24 66.28053),(25 66.5387),(26 66.697075),(27 66.42759),(28 66.01972),(29 65.804245),(30 66.482506),(31 66.5378),(32 66.03971),(33 66.45476),(34 67.28589),(35 67.18645),(36 67.40582),(37 68.47088),(38 68.1934),(39 66.80779),(40 66.003006),(41 66.01261),(42 66.187416),(43 65.784325),(44 66.6411),(45 66.25102),(46 66.53871),(47 67.207115),(48 66.78677),(49 66.99121),(50 67.46744),(51 67.00927),(52 66.892296),(53 66.483925),(54 66.81566),(55 66.21271),(56 66.70993),(57 66.48137),(58 66.551125),(59 66.69744),(60 67.035675),(61 67.6265),(62 67.68693),(63 67.4429),(64 67.26168),(65 66.814835),(66 68.20117),(67 67.64342),(68 67.271286),(69 67.67161),(70 67.74101),(71 68.30804),(72 68.40213),(73 68.60637),(74 69.1608),(75 68.3175),(76 67.98876),(77 68.06337),(78 67.63718),(79 67.6348),
(1 35.21287),(2 44.93803),(3 48.363167),(4 50.978794),(5 52.8174),(6 55.30444),(7 58.023033),(8 58.770134),(9 60.564083),(10 61.43494),(11 62.376446),(12 63.93526),(13 64.42983),(14 64.63234),(15 64.32844),(16 64.69584),(17 64.29791),(18 63.63905),(19 63.690277),(20 64.087746),(21 63.75282),(22 64.29529),(23 64.59736),(24 64.40313),(25 64.80012),(26 64.9249),(27 64.89294),(28 65.72004),(29 65.64429),(30 66.21951),(31 65.72952),(32 65.64864),(33 65.45406),(34 65.19046),(35 65.572075),(36 65.94597),(37 66.566185),(38 66.67221),(39 66.35593),(40 66.05379),(41 65.344894),(42 65.535805),(43 65.799324),(44 65.96345),(45 65.14536),(46 65.024414),(47 64.801605),(48 65.599464),(49 65.815994),(50 66.94136),(51 65.47959),(52 65.81093),(53 65.704414),(54 65.24918),(55 65.54921),(56 65.89102),(57 65.14578),(58 65.166565),(59 65.31728),(60 65.542755),(61 65.59134),(62 66.28473),(63 65.82771),(64 65.91568),(65 66.079445),(66 65.8735),(67 66.17511),(68 66.85032),(69 66.232),(70 66.306564),(71 66.66289),(72 67.18324),(73 67.69901),(74 67.76372),(75 66.43801),(76 67.07897),(77 66.79053),(78 66.88629),(79 67.071144),
(1 35.450653),(2 44.85957),(3 48.55471),(4 51.184525),(5 53.49106),(6 55.560318),(7 57.7604),(8 59.258106),(9 60.797043),(10 62.46268),(11 63.28671),(12 64.40091),(13 64.308014),(14 64.8042),(15 64.477234),(16 64.715096),(17 64.44246),(18 64.215935),(19 64.66162),(20 64.79211),(21 64.72337),(22 65.22058),(23 65.179344),(24 65.157234),(25 65.74698),(26 65.811),(27 65.40996),(28 66.130684),(29 66.04536),(30 66.32444),(31 66.25253),(32 66.71218),(33 66.891464),(34 66.579),(35 66.78502),(36 66.85538),(37 66.33329),(38 66.403206),(39 65.36689),(40 64.994286),(41 64.75998),(42 64.88122),(43 63.337513),(44 64.06032),(45 64.054085),(46 65.382515),(47 65.564705),(48 65.570915),(49 66.01233),(50 66.35781),(51 65.47634),(52 65.847595),(53 65.95893),(54 66.417915),(55 66.77548),(56 66.38714),(57 66.100365),(58 66.53905),(59 66.0977),(60 65.91706),(61 66.03482),(62 66.89772),(63 65.97137),(64 66.634125),(65 67.04392),(66 67.80797),(67 67.35124),(68 67.53821),(69 68.1872),(70 68.40299),(71 69.15981),(72 69.57433),(73 69.96722),(74 69.525536),(75 69.23595),(76 68.83815),(77 68.909134),(78 68.827286),(79 68.80321),
(1 35.504673),(2 44.175194),(3 48.012657),(4 50.197052),(5 51.888557),(6 54.291355),(7 56.49457),(8 57.523685),(9 58.69026),(10 59.352455),(11 60.048775),(12 60.697906),(13 61.36327),(14 61.503147),(15 61.258022),(16 61.805435),(17 61.145153),(18 61.03219),(19 61.508358),(20 62.052883),(21 62.463783),(22 62.705074),(23 63.19681),(24 62.41938),(25 62.470768),(26 62.5836),(27 62.757824),(28 62.541676),(29 63.06463),(30 63.666813),(31 64.09448),(32 64.5443),(33 64.93792),(34 64.98734),(35 65.47799),(36 65.32015),(37 65.697975),(38 65.70834),(39 65.24932),(40 64.853676),(41 64.156456),(42 63.725372),(43 63.575344),(44 63.620167),(45 63.415),(46 64.01098),(47 64.38809),(48 64.937614),(49 64.90501),(50 65.36516),(51 64.6467),(52 65.27244),(53 64.980064),(54 65.05891),(55 65.311005),(56 64.75922),(57 65.29161),(58 64.77794),(59 65.38292),(60 65.147606),(61 65.37156),(62 65.45376),(63 64.87149),(64 64.75419),(65 64.005356),(66 65.07683),(67 64.82367),(68 65.103584),(69 65.39631),(70 65.43618),(71 65.95807),(72 65.95767),(73 66.85718),(74 66.84437),(75 66.87709),(76 66.53183),(77 66.78898),(78 66.841415),(79 66.62839),
(1 36.317047),(2 45.489414),(3 49.28877),(4 51.772278),(5 53.368805),(6 55.45775),(7 58.03894),(8 59.11936),(9 60.9232),(10 61.86293),(11 62.677208),(12 63.13293),(13 63.846554),(14 63.867058),(15 62.9232),(16 63.39237),(17 63.105938),(18 63.76843),(19 64.637566),(20 64.128494),(21 63.642483),(22 63.652363),(23 64.10376),(24 64.15368),(25 63.89754),(26 64.63593),(27 65.152336),(28 64.14809),(29 64.451385),(30 64.78281),(31 65.106834),(32 65.62698),(33 65.09685),(34 65.12427),(35 65.52096),(36 66.404335),(37 66.8039),(38 66.525505),(39 65.32307),(40 65.200874),(41 65.04728),(42 65.1334),(43 65.17417),(44 65.00498),(45 64.58978),(46 64.96285),(47 65.15688),(48 65.345085),(49 65.599396),(50 66.09723),(51 65.68843),(52 66.241684),(53 65.894806),(54 66.08537),(55 66.13826),(56 66.670395),(57 66.47584),(58 66.43374),(59 66.192276),(60 66.50316),(61 66.9828),(62 67.24339),(63 67.331924),(64 67.38546),(65 66.63752),(66 67.39018),(67 67.248184),(68 67.460915),(69 67.09896),(70 67.45096),(71 67.10927),(72 67.348724),(73 67.28597),(74 66.967636),(75 66.93253),(76 66.554955),(77 66.36833),(78 66.7782),(79 66.8081),
(1 35.734566),(2 45.056816),(3 48.16306),(4 50.347195),(5 51.901478),(6 54.484528),(7 56.404293),(8 58.149525),(9 59.52121),(10 61.29216),(11 61.95629),(12 62.791462),(13 63.618195),(14 63.355625),(15 62.93928),(16 63.041733),(17 62.563023),(18 62.99681),(19 63.03988),(20 63.5759),(21 63.352837),(22 63.71823),(23 64.046646),(24 64.15528),(25 64.80497),(26 64.82398),(27 64.89541),(28 64.867),(29 65.06379),(30 65.425064),(31 65.93409),(32 65.8071),(33 66.241844),(34 66.1597),(35 66.42075),(36 66.67595),(37 67.4741),(38 67.048775),(39 65.89454),(40 65.9745),(41 65.761086),(42 65.228516),(43 65.49821),(44 65.46909),(45 65.8559),(46 65.64751),(47 65.89089),(48 65.7346),(49 66.36275),(50 66.52777),(51 65.74701),(52 65.91688),(53 65.54915),(54 65.62627),(55 65.8612),(56 65.954254),(57 65.74159),(58 65.40538),(59 64.92418),(60 65.03785),(61 65.499825),(62 65.88656),(63 65.83437),(64 65.86837),(65 65.61968),(66 66.1838),(67 66.53424),(68 67.26781),(69 67.493965),(70 67.52856),(71 67.26354),(72 67.34587),(73 67.97723),(74 67.62637),(75 67.91624),(76 67.27338),(77 66.77682),(78 67.1532),(79 67.25453),
(1 34.094543),(2 42.685757),(3 45.92101),(4 48.5124),(5 50.301502),(6 52.740192),(7 54.479134),(8 56.235615),(9 57.496334),(10 58.566357),(11 59.395897),(12 59.456776),(13 60.74972),(14 60.87495),(15 60.387745),(16 60.225056),(17 59.63205),(18 60.858532),(19 60.50999),(20 60.542614),(21 60.822105),(22 60.520687),(23 60.657337),(24 60.645004),(25 61.376156),(26 61.641502),(27 61.056355),(28 60.811268),(29 61.031216),(30 61.218884),(31 61.74256),(32 61.271004),(33 61.404476),(34 61.742004),(35 62.10161),(36 62.080112),(37 62.159073),(38 62.459526),(39 61.809044),(40 61.801987),(41 61.46655),(42 61.52296),(43 61.649292),(44 61.129734),(45 60.210266),(46 60.651573),(47 60.54119),(48 60.73821),(49 61.043674),(50 61.737244),(51 61.87),(52 62.02654),(53 61.95782),(54 61.45507),(55 61.904232),(56 62.205364),(57 62.528355),(58 61.676342),(59 61.66914),(60 61.912846),(61 62.20041),(62 62.965504),(63 62.86534),(64 62.14806),(65 61.989586),(66 63.221416),(67 63.281357),(68 63.464165),(69 62.98622),(70 63.674942),(71 64.14244),(72 64.13251),(73 64.8755),(74 64.86),(75 64.35477),(76 64.5273),(77 64.32539),(78 64.84905),(79 64.70593),
(1 34.635494),(2 44.170048),(3 47.59854),(4 49.469917),(5 51.255184),(6 54.136333),(7 55.837654),(8 57.085278),(9 58.304848),(10 60.1809),(11 60.17503),(12 60.2932),(13 61.459457),(14 62.219917),(15 61.659157),(16 61.842953),(17 61.323746),(18 61.59658),(19 61.707268),(20 62.31168),(21 62.33625),(22 62.413387),(23 62.483173),(24 62.64068),(25 63.37895),(26 63.484882),(27 63.031994),(28 62.908035),(29 62.58357),(30 62.90853),(31 63.323208),(32 64.28002),(33 64.337616),(34 64.053825),(35 63.94887),(36 64.48739),(37 64.25954),(38 64.19957),(39 63.049202),(40 63.479885),(41 63.24135),(42 63.581852),(43 63.497433),(44 63.513237),(45 63.080692),(46 63.82108),(47 64.13752),(48 64.42381),(49 65.00214),(50 65.050705),(51 64.922646),(52 64.870316),(53 64.69798),(54 65.22716),(55 64.9452),(56 64.38951),(57 64.511986),(58 64.49817),(59 64.638466),(60 63.793655),(61 64.31498),(62 64.576454),(63 64.15738),(64 64.3816),(65 64.06965),(66 64.44193),(67 65.17416),(68 65.508),(69 66.085976),(70 65.9801),(71 66.441376),(72 66.495895),(73 67.11702),(74 67.97812),(75 67.92634),(76 66.611534),(77 65.57823),(78 66.27945),(79 65.71072),
(1 34.414665),(2 43.63846),(3 47.148655),(4 49.663548),(5 51.47832),(6 54.175785),(7 54.892044),(8 56.865833),(9 57.752934),(10 58.943645),(11 59.64058),(12 59.954456),(13 60.873726),(14 60.833675),(15 60.533188),(16 60.91959),(17 60.124306),(18 61.15591),(19 61.392273),(20 61.519756),(21 61.33309),(22 61.74174),(23 61.560093),(24 62.170303),(25 62.635117),(26 62.882454),(27 62.74847),(28 62.776394),(29 62.272045),(30 62.566067),(31 62.711998),(32 62.97502),(33 63.059006),(34 62.71125),(35 62.973892),(36 63.40397),(37 63.103752),(38 63.427174),(39 62.47233),(40 62.449856),(41 62.085526),(42 61.932076),(43 61.742588),(44 61.7802),(45 61.450176),(46 62.178844),(47 63.0009),(48 62.919254),(49 62.942066),(50 63.886234),(51 62.96508),(52 63.047344),(53 62.951275),(54 63.782215),(55 64.042885),(56 63.915493),(57 63.778423),(58 63.840218),(59 63.821514),(60 64.43397),(61 64.44356),(62 64.43914),(63 64.36279),(64 63.831192),(65 62.91534),(66 63.679432),(67 63.26803),(68 63.45685),(69 63.457752),(70 63.85399),(71 64.23278),(72 64.75241),(73 64.78569),(74 65.185425),(75 64.445114),(76 64.45198),(77 64.431335),(78 65.03794),(79 65.73153),
