1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 89102.02),(2 315194.3),(3 630956.3),(4 1013582.94),(5 1410893.5),(6 1867401.6),(7 2329679.3),(8 2733127.8),(9 3032591.3),(10 3299556),(11 3554622.8),(12 3904032),(13 4355074),(14 4886665.5),(15 5415057.5),(16 5942387.5),(17 6533862),(18 7052522.5),(19 7569811.5),(20 7933914.5),(21 8210248),(22 8295641.5),(23 8373144.5),(24 8425420),(25 8671425),(26 9001905),(27 9367571),(28 9795100),(29 10239081),(30 10726045),(31 11139531),(32 11492772),(33 11671289),(34 11740455),(35 11759780),(36 11748467),(37 11734640),(38 11763309),(39 11804053),(40 11775856),(41 11733080),(42 11698437),(43 11708125),(44 11580997),(45 11463127),(46 11261837),(47 11012031),(48 10745560),(49 10442671),(50 10186489),(51 10030701),(52 10042473),(53 10083641),(54 10151999),(55 10202923),(56 10291908),(57 10392111),(58 10464894),(59 10588323),(60 10854931),(61 11194533),(62 11699445),(63 12333359),(64 13092972),(65 13917280),(66 14869723),(67 15941175),(68 17060192),(69 18213422),(70 19503474),(71 20799556),(72 22044158),(73 23198752),(74 24428878),(75 25589358),(76 26824768),(77 28131718),(78 29575726),(79 31069320),
(1 37.85085),(2 43.724777),(3 46.78546),(4 49.700638),(5 51.719326),(6 53.72298),(7 55.531334),(8 57.31822),(9 58.88121),(10 59.239178),(11 60.297092),(12 62.005466),(13 63.139217),(14 63.881973),(15 64.84248),(16 65.33296),(17 65.98059),(18 66.57331),(19 66.84006),(20 67.109375),(21 67.37079),(22 67.90298),(23 67.662926),(24 67.64522),(25 67.58282),(26 67.410194),(27 68.03662),(28 66.94776),(29 67.69053),(30 67.389015),(31 67.35177),(32 67.2712),(33 67.19786),(34 67.67811),(35 68.03028),(36 67.75549),(37 67.64661),(38 66.96351),(39 67.09839),(40 67.853165),(41 68.78746),(42 68.90025),(43 69.191925),(44 69.52815),(45 70.422714),(46 70.736435),(47 71.400764),(48 72.44322),(49 73.73066),(50 74.09692),(51 74.70327),(52 75.506065),(53 75.7318),(54 76.1372),(55 76.03049),(56 75.92412),(57 76.99989),(58 76.92049),(59 78.35156),(60 78.59177),(61 79.12879),(62 79.58454),(63 79.38522),(64 80.10973),(65 80.304436),(66 79.73537),(67 79.41266),(68 79.1037),(69 78.43136),(70 77.99711),(71 78.25093),(72 78.47866),(73 76.92845),(74 77.58862),(75 75.39979),(76 76.439445),(77 76.48457),(78 75.90555),(79 75.74776),
(1 37.908928),(2 43.95365),(3 46.93764),(4 49.85018),(5 52.132534),(6 53.267574),(7 54.79738),(8 56.30028),(9 57.078194),(10 57.769867),(11 59.042515),(12 60.896633),(13 62.094006),(14 62.91365),(15 63.69911),(16 64.23368),(17 64.47865),(18 65.715996),(19 65.953125),(20 66.35424),(21 66.31755),(22 66.209816),(23 66.17869),(24 67.24885),(25 67.19602),(26 66.71443),(27 66.99365),(28 67.089935),(29 67.03206),(30 67.21365),(31 66.89339),(32 66.540596),(33 66.32029),(34 66.12188),(35 66.28819),(36 66.75578),(37 67.085434),(38 67.12208),(39 66.848465),(40 68.09441),(41 68.76845),(42 69.74788),(43 70.45656),(44 71.03333),(45 70.96634),(46 71.72607),(47 72.74206),(48 73.224045),(49 73.78473),(50 74.32054),(51 74.59699),(52 75.45843),(53 76.13423),(54 75.986694),(55 76.30791),(56 76.5026),(57 76.77412),(58 76.42222),(59 77.1389),(60 78.09243),(61 78.841774),(62 78.24021),(63 78.47216),(64 78.439186),(65 78.12842),(66 78.06841),(67 77.54464),(68 78.14685),(69 77.43654),(70 76.94949),(71 77.157326),(72 76.7558),(73 76.25484),(74 76.278496),(75 75.98191),(76 75.45409),(77 76.08196),(78 75.324936),(79 75.12784),
(1 37.782574),(2 44.00981),(3 47.072037),(4 49.04945),(5 51.480698),(6 53.235497),(7 54.61624),(8 56.15687),(9 57.491333),(10 57.920334),(11 59.426937),(12 60.55902),(13 61.601498),(14 63.090202),(15 63.122707),(16 64.22967),(17 64.66634),(18 65.82389),(19 66.79902),(20 66.87747),(21 67.71136),(22 67.73394),(23 67.48306),(24 68.68097),(25 68.46381),(26 68.39995),(27 68.12755),(28 67.859795),(29 67.98444),(30 67.4018),(31 67.70242),(32 66.71491),(33 67.297005),(34 66.94809),(35 67.288185),(36 67.918495),(37 68.20024),(38 67.454185),(39 68.07092),(40 68.303055),(41 68.24014),(42 69.77268),(43 69.952286),(44 70.27544),(45 71.05714),(46 70.76902),(47 71.74575),(48 72.148094),(49 72.24583),(50 73.09629),(51 73.33478),(52 74.17511),(53 74.13812),(54 74.41009),(55 74.90241),(56 75.325096),(57 74.98339),(58 74.860535),(59 75.782455),(60 75.84373),(61 77.594185),(62 77.568504),(63 78.21536),(64 77.805695),(65 78.120056),(66 77.13825),(67 77.73459),(68 77.841446),(69 77.45735),(70 77.6183),(71 76.685455),(72 77.27393),(73 75.93628),(74 75.836044),(75 75.8347),(76 75.15393),(77 75.643936),(78 76.052216),(79 75.582535),
(1 36.873226),(2 43.42592),(3 46.563244),(4 48.714153),(5 51.16463),(6 52.499447),(7 53.99606),(8 55.435394),(9 56.65529),(10 57.74255),(11 58.60413),(12 60.258663),(13 61.480885),(14 62.53554),(15 62.658493),(16 63.4767),(17 64.069565),(18 64.47053),(19 65.51875),(20 65.505486),(21 65.128975),(22 65.718994),(23 64.83678),(24 65.96133),(25 65.58829),(26 65.65009),(27 65.4874),(28 65.86392),(29 66.69494),(30 66.75714),(31 66.84805),(32 65.443),(33 65.208496),(34 65.46069),(35 65.97173),(36 66.26214),(37 66.95836),(38 66.890236),(39 66.28684),(40 66.47529),(41 67.496445),(42 66.75544),(43 67.84434),(44 68.570274),(45 69.12821),(46 68.84847),(47 69.06348),(48 69.66151),(49 70.34237),(50 71.164734),(51 71.67833),(52 72.285446),(53 73.09375),(54 73.89433),(55 73.90098),(56 74.264854),(57 74.49903),(58 73.99058),(59 75.19371),(60 75.26103),(61 76.4194),(62 76.312874),(63 75.81033),(64 77.0431),(65 76.477646),(66 76.00392),(67 75.683975),(68 74.83719),(69 75.01907),(70 75.251526),(71 75.18234),(72 75.300064),(73 74.41569),(74 74.70636),(75 73.1581),(76 73.16913),(77 73.22624),(78 73.12469),(79 72.005486),
(1 36.600933),(2 42.714973),(3 46.50838),(4 48.89253),(5 51.311226),(6 52.4745),(7 53.676987),(8 54.794384),(9 55.846703),(10 57.028877),(11 58.359005),(12 59.514523),(13 60.585293),(14 61.686283),(15 62.97362),(16 62.99183),(17 64.35685),(18 64.29551),(19 65.20334),(20 65.66363),(21 65.761055),(22 66.03497),(23 65.58694),(24 66.498535),(25 66.16446),(26 66.419334),(27 65.68584),(28 65.99968),(29 66.30872),(30 66.30554),(31 65.58938),(32 65.04805),(33 65.38248),(34 66.34953),(35 65.59796),(36 65.21297),(37 65.76834),(38 65.496124),(39 65.39088),(40 66.21995),(41 66.8359),(42 67.63234),(43 68.118385),(44 69.09251),(45 70.16449),(46 69.91039),(47 70.69702),(48 71.34085),(49 71.366486),(50 72.77849),(51 72.40449),(52 73.04003),(53 73.720276),(54 73.37922),(55 73.59756),(56 73.91897),(57 74.009575),(58 74.23886),(59 74.41223),(60 75.31953),(61 76.27655),(62 76.56801),(63 76.209564),(64 76.91661),(65 77.160965),(66 76.68179),(67 76.26162),(68 75.89475),(69 76.06164),(70 75.73197),(71 75.71628),(72 75.86159),(73 75.25416),(74 74.415245),(75 73.99549),(76 73.85105),(77 73.886604),(78 74.61813),(79 74.3827),
(1 36.5779),(2 42.97528),(3 45.89868),(4 48.478245),(5 50.770767),(6 52.71774),(7 54.0891),(8 55.488247),(9 56.409565),(10 58.411503),(11 59.333466),(12 60.78225),(13 61.121407),(14 62.132813),(15 63.04101),(16 63.84265),(17 63.85725),(18 64.5961),(19 65.361176),(20 65.16558),(21 65.703575),(22 65.939),(23 65.53917),(24 66.15902),(25 66.32397),(26 66.31936),(27 66.042885),(28 65.49655),(29 66.19315),(30 66.09827),(31 66.549515),(32 65.52699),(33 65.63659),(34 66.179405),(35 65.94793),(36 65.88647),(37 66.8344),(38 66.66011),(39 66.751366),(40 66.09783),(41 67.535995),(42 68.10022),(43 68.78529),(44 69.044395),(45 68.89939),(46 69.35781),(47 68.974686),(48 68.82558),(49 70.072655),(50 70.57653),(51 70.61521),(52 71.69605),(53 72.84337),(54 73.361084),(55 73.6508),(56 74.50607),(57 73.68754),(58 74.49033),(59 74.96986),(60 75.75266),(61 76.217384),(62 75.919106),(63 75.86635),(64 76.01949),(65 75.74567),(66 75.55138),(67 75.026245),(68 75.32686),(69 75.04636),(70 74.195045),(71 74.06806),(72 74.44925),(73 73.37048),(74 72.93105),(75 72.21427),(76 72.31724),(77 71.76396),(78 71.73312),(79 72.19131),
(1 36.338146),(2 42.459816),(3 45.697937),(4 48.769142),(5 51.003773),(6 52.859592),(7 53.84304),(8 55.303093),(9 56.24318),(10 57.284874),(11 58.819965),(12 59.774334),(13 61.32311),(14 62.23649),(15 62.47421),(16 63.61744),(17 63.440258),(18 64.50992),(19 65.47275),(20 65.21528),(21 65.81636),(22 65.626854),(23 65.731766),(24 64.99458),(25 64.97865),(26 65.19498),(27 65.60629),(28 65.330414),(29 65.67679),(30 65.44815),(31 64.967186),(32 64.06113),(33 63.828552),(34 64.37052),(35 64.2509),(36 64.63874),(37 65.37282),(38 66.135414),(39 66.44595),(40 66.989876),(41 67.24461),(42 67.56236),(43 67.84255),(44 68.875755),(45 69.3057),(46 69.89442),(47 70.10177),(48 70.683975),(49 71.35107),(50 72.32845),(51 72.36507),(52 73.02794),(53 74.362816),(54 73.942764),(55 74.56884),(56 74.678856),(57 75.36023),(58 76.38181),(59 76.285324),(60 76.73771),(61 76.93001),(62 77.1212),(63 76.46307),(64 76.8752),(65 77.18845),(66 76.90625),(67 76.67531),(68 76.57895),(69 75.58944),(70 75.40394),(71 74.90695),(72 75.667885),(73 75.29178),(74 75.49134),(75 74.43455),(76 74.0826),(77 74.23003),(78 73.74607),(79 73.52177),
(1 36.537422),(2 42.87896),(3 46.30616),(4 49.275352),(5 50.93418),(6 52.595695),(7 54.17909),(8 56.106495),(9 56.96286),(10 58.46957),(11 59.419033),(12 60.17118),(13 61.507217),(14 62.35652),(15 63.203392),(16 64.47637),(17 65.24962),(18 65.79409),(19 66.428185),(20 66.040405),(21 66.33541),(22 66.30283),(23 66.52315),(24 66.46952),(25 66.28004),(26 66.44218),(27 66.56257),(28 65.574684),(29 66.94766),(30 66.2776),(31 66.004364),(32 65.70498),(33 65.80144),(34 65.76442),(35 65.27749),(36 65.39341),(37 66.28904),(38 66.460915),(39 66.26804),(40 66.73603),(41 67.32954),(42 68.005196),(43 68.287735),(44 69.614716),(45 70.61082),(46 70.399796),(47 69.524994),(48 69.94258),(49 70.629524),(50 71.56159),(51 71.03343),(52 72.7671),(53 73.182625),(54 72.94226),(55 73.14231),(56 73.41565),(57 73.79375),(58 74.33123),(59 74.76084),(60 75.8033),(61 75.79957),(62 75.61405),(63 75.351456),(64 75.69928),(65 75.933266),(66 76.44052),(67 76.11703),(68 75.45178),(69 74.698456),(70 75.61019),(71 75.99747),(72 75.22669),(73 74.71591),(74 74.56813),(75 74.60924),(76 74.61941),(77 74.964424),(78 74.51502),(79 75.73729),
(1 36.00284),(2 41.9718),(3 45.155655),(4 47.760757),(5 49.667065),(6 51.323948),(7 52.771664),(8 53.701553),(9 54.85627),(10 55.999367),(11 56.692596),(12 58.16742),(13 58.741478),(14 59.795273),(15 60.585484),(16 61.87787),(17 62.500484),(18 61.939827),(19 63.17898),(20 63.091854),(21 63.222313),(22 63.186016),(23 62.71007),(24 63.589603),(25 63.812546),(26 63.951313),(27 63.5908),(28 63.67091),(29 63.762257),(30 64.16265),(31 63.319145),(32 63.149055),(33 63.444607),(34 63.591118),(35 64.21772),(36 64.53476),(37 65.16499),(38 64.7392),(39 64.86135),(40 64.75509),(41 66.181335),(42 66.79459),(43 67.17699),(44 68.23856),(45 67.62785),(46 67.57886),(47 67.36902),(48 67.82773),(49 68.63868),(50 69.0407),(51 70.36025),(52 70.54138),(53 71.00495),(54 70.88581),(55 70.96988),(56 71.07307),(57 71.52546),(58 71.654274),(59 72.51748),(60 73.32491),(61 73.96675),(62 74.410515),(63 73.717514),(64 74.11971),(65 74.67842),(66 73.92692),(67 73.40601),(68 73.53762),(69 72.92731),(70 72.99385),(71 72.66911),(72 71.70046),(73 71.80668),(74 71.40538),(75 71.093765),(76 71.23872),(77 71.445366),(78 72.250435),(79 71.79086),
(1 36.093082),(2 41.787785),(3 45.35815),(4 47.559673),(5 49.63785),(6 51.051453),(7 52.951252),(8 54.014515),(9 55.35566),(10 56.614067),(11 57.115536),(12 59.339584),(13 59.816006),(14 61.557034),(15 61.75876),(16 63.170372),(17 63.472744),(18 62.761616),(19 63.84889),(20 63.904186),(21 64.12653),(22 63.73931),(23 64.84385),(24 64.50583),(25 64.234245),(26 64.66936),(27 64.63698),(28 64.50804),(29 64.37956),(30 64.60627),(31 64.68487),(32 64.13758),(33 64.1772),(34 64.19748),(35 63.624763),(36 63.209187),(37 64.437515),(38 64.71895),(39 65.14386),(40 64.80656),(41 65.38837),(42 65.98531),(43 66.5755),(44 67.40823),(45 67.46647),(46 67.963684),(47 68.167435),(48 68.73178),(49 70.00785),(50 70.20444),(51 71.10696),(52 71.83992),(53 72.62612),(54 72.72971),(55 72.92529),(56 73.14231),(57 74.176025),(58 73.91706),(59 74.94907),(60 76.010735),(61 76.06348),(62 76.5949),(63 76.876686),(64 77.209236),(65 77.8305),(66 77.59395),(67 77.331375),(68 77.49444),(69 77.02919),(70 75.73233),(71 76.333244),(72 75.67747),(73 75.46868),(74 74.57071),(75 74.23101),(76 73.515),(77 73.0151),(78 73.32378),(79 73.58538),
(1 35.796062),(2 41.092594),(3 44.274868),(4 46.87562),(5 48.825733),(6 50.110817),(7 51.507153),(8 53.677223),(9 53.921997),(10 55.16409),(11 56.05488),(12 57.8352),(13 59.039234),(14 60.1494),(15 60.529133),(16 61.21633),(17 62.033943),(18 61.886066),(19 63.338535),(20 63.054535),(21 64.11445),(22 63.654327),(23 63.762894),(24 63.440372),(25 64.003586),(26 63.22953),(27 63.513313),(28 63.692005),(29 63.57179),(30 63.75736),(31 63.448097),(32 63.511047),(33 62.79146),(34 63.52714),(35 63.833256),(36 63.144146),(37 63.798172),(38 64.3584),(39 64.19812),(40 64.41255),(41 65.0543),(42 65.57538),(43 66.776306),(44 67.946724),(45 67.6994),(46 69.24633),(47 68.74045),(48 69.34479),(49 69.635254),(50 69.86854),(51 70.53437),(52 71.20919),(53 71.5515),(54 72.30225),(55 71.97865),(56 72.89267),(57 73.03964),(58 73.395836),(59 73.84683),(60 74.97721),(61 75.322624),(62 76.366714),(63 75.31146),(64 76.08244),(65 75.50109),(66 75.34329),(67 75.0981),(68 74.30955),(69 74.17939),(70 73.590065),(71 73.29542),(72 73.07024),(73 72.94305),(74 72.37702),(75 71.925545),(76 72.579765),(77 72.278465),(78 72.718636),(79 72.878624),
(1 36.119427),(2 41.574177),(3 45.30566),(4 47.785408),(5 49.39712),(6 51.479565),(7 52.533886),(8 54.657406),(9 54.73441),(10 56.19233),(11 57.35377),(12 59.097153),(13 60.348717),(14 61.072285),(15 61.5767),(16 62.80313),(17 63.92077),(18 63.724796),(19 65.04285),(20 65.79362),(21 65.678345),(22 65.35889),(23 65.13668),(24 65.78092),(25 65.989174),(26 66.0618),(27 65.798515),(28 65.89837),(29 66.21386),(30 65.78524),(31 65.72707),(32 65.435425),(33 65.10917),(34 65.46869),(35 65.719536),(36 65.701004),(37 66.074295),(38 66.031944),(39 65.74484),(40 65.73431),(41 66.41171),(42 66.92835),(43 67.904076),(44 68.27939),(45 68.5059),(46 69.24256),(47 68.38227),(48 69.20187),(49 70.1988),(50 70.84354),(51 70.9766),(52 71.72283),(53 72.166885),(54 72.720665),(55 72.42932),(56 72.2215),(57 72.68941),(58 72.78536),(59 73.442795),(60 74.308846),(61 75.95215),(62 76.55681),(63 75.53656),(64 76.03208),(65 75.73659),(66 75.10336),(67 74.6975),(68 74.50416),(69 74.19171),(70 73.44553),(71 73.376854),(72 73.07275),(73 72.47512),(74 72.44379),(75 71.871506),(76 72.245155),(77 72.027695),(78 72.18058),(79 72.25387),
(1 35.139866),(2 40.316097),(3 44.093983),(4 47.345936),(5 48.740433),(6 51.2069),(7 51.86766),(8 53.2053),(9 54.12077),(10 54.977818),(11 56.591667),(12 57.666744),(13 58.39467),(14 59.20155),(15 59.390934),(16 60.851204),(17 61.364697),(18 61.50669),(19 62.151695),(20 62.364296),(21 62.78329),(22 62.259552),(23 61.66048),(24 62.82332),(25 62.723118),(26 62.219913),(27 62.317165),(28 61.50447),(29 61.993076),(30 61.824253),(31 61.98425),(32 61.683422),(33 61.473442),(34 62.24204),(35 62.63672),(36 62.6618),(37 62.956608),(38 62.665077),(39 62.591644),(40 63.10535),(41 63.238354),(42 64.38324),(43 65.197334),(44 66.715225),(45 67.25873),(46 67.4267),(47 66.22592),(48 66.95275),(49 67.67753),(50 68.140274),(51 68.41859),(52 68.82751),(53 69.82419),(54 70.22376),(55 70.35002),(56 70.2341),(57 70.453156),(58 70.89415),(59 71.53888),(60 71.986595),(61 74.13042),(62 73.162125),(63 73.62053),(64 72.81127),(65 72.92942),(66 72.60692),(67 72.690285),(68 73.44451),(69 72.46763),(70 72.25883),(71 72.150955),(72 71.67773),(73 71.42947),(74 70.57055),(75 70.264404),(76 70.054565),(77 70.395226),(78 69.94489),(79 69.683266),
(1 35.202343),(2 41.283222),(3 44.651936),(4 48.27289),(5 49.984447),(6 51.390503),(7 52.06738),(8 53.298946),(9 53.63618),(10 54.19332),(11 56.22164),(12 57.469604),(13 59.103176),(14 59.79664),(15 60.46883),(16 61.214848),(17 61.851357),(18 61.50948),(19 62.671062),(20 62.222366),(21 62.6203),(22 62.846054),(23 62.166664),(24 63.15076),(25 62.891415),(26 62.845764),(27 63.06484),(28 62.804607),(29 62.883865),(30 62.713047),(31 62.83947),(32 62.272636),(33 62.547916),(34 62.707424),(35 62.909428),(36 62.663414),(37 63.040573),(38 63.08112),(39 63.622963),(40 64.47576),(41 65.30171),(42 66.417946),(43 66.26924),(44 66.809135),(45 67.608696),(46 67.3102),(47 66.419655),(48 67.67079),(49 68.14548),(50 68.159996),(51 69.171745),(52 69.10808),(53 70.24962),(54 69.95696),(55 70.26391),(56 70.15028),(57 70.89774),(58 70.19711),(59 71.872154),(60 71.304695),(61 73.181915),(62 72.552505),(63 71.51429),(64 72.369194),(65 73.09498),(66 72.53613),(67 72.4472),(68 72.741486),(69 72.031525),(70 72.57364),(71 71.45745),(72 71.02947),(73 71.00769),(74 70.9102),(75 70.16481),(76 71.03792),(77 70.976944),(78 70.17429),(79 70.10781),
(1 35.325104),(2 40.84304),(3 44.612686),(4 46.86716),(5 48.678844),(6 50.84286),(7 51.855675),(8 53.12186),(9 54.511406),(10 55.69832),(11 57.311176),(12 58.573315),(13 59.660297),(14 60.341175),(15 60.52141),(16 61.86911),(17 62.83659),(18 62.388805),(19 63.18888),(20 63.319435),(21 62.672783),(22 63.484337),(23 63.40989),(24 63.64365),(25 63.608494),(26 64.06106),(27 63.839417),(28 63.907154),(29 63.71083),(30 64.22723),(31 63.60898),(32 63.663345),(33 64.00317),(34 63.85533),(35 63.81111),(36 64.379036),(37 64.431725),(38 64.52901),(39 64.01836),(40 64.98915),(41 65.86301),(42 66.72006),(43 66.31457),(44 68.6701),(45 68.64699),(46 68.18843),(47 67.67001),(48 68.54912),(49 68.608604),(50 69.531876),(51 69.49276),(52 69.748405),(53 70.34039),(54 70.30477),(55 70.60357),(56 70.71149),(57 71.222046),(58 71.00414),(59 72.21376),(60 72.15709),(61 73.439125),(62 73.13548),(63 72.9553),(64 73.521095),(65 73.49474),(66 72.48071),(67 72.56854),(68 72.709656),(69 72.320305),(70 72.0919),(71 72.45509),(72 72.08825),(73 71.51784),(74 71.505714),(75 70.6627),(76 70.22945),(77 70.827354),(78 70.27798),(79 70.52409),
(1 34.896675),(2 39.734074),(3 43.889606),(4 45.73445),(5 47.554684),(6 49.371128),(7 50.71549),(8 52.047474),(9 53.695156),(10 54.540813),(11 55.49567),(12 56.556187),(13 58.10682),(14 58.89709),(15 59.389793),(16 59.667564),(17 60.7044),(18 62.224144),(19 62.350677),(20 62.644882),(21 62.25124),(22 62.432972),(23 62.28674),(24 62.467278),(25 62.413464),(26 62.632484),(27 62.430214),(28 62.19475),(29 62.43749),(30 61.84977),(31 61.804806),(32 61.483124),(33 61.478607),(34 61.581264),(35 61.281612),(36 61.23379),(37 61.175476),(38 61.429337),(39 61.01654),(40 61.730553),(41 62.126293),(42 62.61264),(43 63.866943),(44 64.26772),(45 65.20649),(46 64.95954),(47 65.02864),(48 65.75451),(49 66.73942),(50 66.654724),(51 66.68534),(52 67.65755),(53 68.56458),(54 68.59185),(55 69.264084),(56 70.18248),(57 69.76682),(58 69.334785),(59 70.178085),(60 70.79198),(61 71.679245),(62 71.624016),(63 72.3063),(64 71.69155),(65 71.93299),(66 71.6428),(67 70.980225),(68 70.97195),(69 69.91262),(70 70.267456),(71 69.845764),(72 69.34161),(73 69.83441),(74 68.52748),(75 67.5557),(76 68.08776),(77 68.2259),(78 67.58145),(79 67.525375),
(1 35.130577),(2 40.799015),(3 45.05109),(4 47.52589),(5 48.95778),(6 51.070065),(7 52.43688),(8 53.276993),(9 54.43493),(10 54.88215),(11 57.07527),(12 58.554165),(13 59.39623),(14 59.9613),(15 60.72392),(16 61.18968),(17 62.005768),(18 62.262142),(19 62.337143),(20 62.68909),(21 63.274456),(22 62.673363),(23 62.52664),(24 62.139923),(25 62.597588),(26 62.834583),(27 62.258617),(28 62.629036),(29 62.87859),(30 62.977356),(31 63.15564),(32 62.706505),(33 62.08431),(34 62.636803),(35 62.721302),(36 62.543194),(37 63.0245),(38 63.044006),(39 63.31977),(40 62.710022),(41 64.15829),(42 64.9351),(43 64.69543),(44 65.32156),(45 66.217705),(46 67.28634),(47 67.459465),(48 68.21112),(49 69.3768),(50 69.65915),(51 70.46458),(52 71.94131),(53 71.97754),(54 72.59119),(55 72.0613),(56 72.58757),(57 73.736496),(58 73.37112),(59 74.13291),(60 74.577354),(61 75.34573),(62 75.30882),(63 74.20544),(64 74.89154),(65 75.668915),(66 75.39238),(67 74.85613),(68 75.08949),(69 74.09728),(70 74.53008),(71 73.54767),(72 73.64604),(73 73.52656),(74 72.521965),(75 72.235725),(76 72.709404),(77 72.2098),(78 71.801865),(79 72.25605),
(1 34.262123),(2 39.75665),(3 42.953827),(4 45.178978),(5 46.96865),(6 48.652897),(7 49.859085),(8 51.97852),(9 53.03559),(10 54.11774),(11 55.231125),(12 56.193546),(13 57.334156),(14 58.24041),(15 59.060806),(16 60.20773),(17 60.97838),(18 61.012177),(19 62.171585),(20 62.792458),(21 63.22602),(22 63.434753),(23 63.515724),(24 63.97625),(25 63.80073),(26 63.971302),(27 63.156296),(28 63.62564),(29 64.45969),(30 64.15124),(31 64.335335),(32 63.789337),(33 63.536488),(34 63.895645),(35 64.21163),(36 63.361343),(37 63.925766),(38 63.547253),(39 63.827267),(40 64.36887),(41 64.49886),(42 65.341064),(43 66.21264),(44 66.12769),(45 66.947525),(46 67.089516),(47 66.9851),(48 68.52112),(49 68.17423),(50 68.96812),(51 69.00302),(52 69.53718),(53 69.531395),(54 70.09192),(55 69.91828),(56 69.85269),(57 70.57451),(58 71.1602),(59 71.77013),(60 73.062325),(61 72.947296),(62 72.66766),(63 72.62138),(64 73.43924),(65 73.04582),(66 72.659515),(67 72.49434),(68 72.33736),(69 72.04945),(70 71.562294),(71 70.61349),(72 70.67926),(73 70.32153),(74 69.03143),(75 68.48065),(76 68.73352),(77 69.21258),(78 69.736824),(79 70.41382),
