1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88896.16),(2 292732.03),(3 605527.2),(4 1032595.3),(5 1577867.9),(6 2204158.3),(7 2875019),(8 3644136.3),(9 4354212.5),(10 5140851.5),(11 5923248),(12 6705922),(13 7493973.5),(14 8239054.5),(15 9029049),(16 9845652),(17 10626463),(18 11414989),(19 12241317),(20 13118216),(21 14051335),(22 15007809),(23 16154381),(24 17121662),(25 18122216),(26 19102728),(27 20072338),(28 21051182),(29 21912782),(30 22822352),(31 23800886),(32 24830634),(33 25976182),(34 27082838),(35 28224746),(36 29338746),(37 30452674),(38 31636922),(39 32601824),(40 33753052),(41 34804092),(42 35923470),(43 37176890),(44 38355380),(45 39758156),(46 41228876),(47 42693130),(48 44232308),(49 45892340),(50 47813108),(51 49792964),(52 51737236),(53 53492252),(54 55328828),(55 57305090),(56 59264910),(57 61153044),(58 62896428),(59 64603036),(60 66287680),(61 67899384),(62 69517620),(63 71029416),(64 72342000),(65 73501490),(66 74538860),(67 75464020),(68 76247080),(69 76915210),(70 77618250),(71 77901950),(72 77729160),(73 77341070),(74 77092040),(75 76657410),(76 76096730),(77 75356160),(78 74515704),(79 73829976),
(1 93.22106),(2 103.997116),(3 109.827126),(4 115.438774),(5 114.41087),(6 116.30142),(7 116.627785),(8 119.84406),(9 123.56862),(10 124.13849),(11 126.49259),(12 128.54643),(13 129.46745),(14 130.66757),(15 130.25195),(16 131.89124),(17 132.98228),(18 134.6613),(19 136.52028),(20 138.29228),(21 140.59654),(22 140.494),(23 141.52797),(24 142.24092),(25 143.29637),(26 145.06271),(27 144.87282),(28 147.38605),(29 148.76208),(30 148.62646),(31 150.03563),(32 149.38542),(33 149.61885),(34 152.39626),(35 150.80127),(36 151.39093),(37 151.45859),(38 152.88948),(39 150.84344),(40 152.31573),(41 151.05257),(42 152.09776),(43 150.05147),(44 149.1462),(45 147.44832),(46 145.89662),(47 146.34247),(48 145.23956),(49 143.85281),(50 144.06851),(51 144.90247),(52 143.55974),(53 144.08687),(54 143.78001),(55 143.17683),(56 142.98627),(57 143.85869),(58 145.85869),(59 146.72545),(60 145.7509),(61 144.91434),(62 145.93976),(63 143.94496),(64 143.17009),(65 142.90755),(66 142.8935),(67 143.41176),(68 144.03265),(69 146.81546),(70 146.42719),(71 148.63713),(72 149.26735),(73 149.47473),(74 150.13136),(75 147.38976),(76 149.02847),(77 147.83202),(78 147.17285),(79 146.87178),
(1 91.71936),(2 103.18608),(3 110.24519),(4 114.92347),(5 114.235535),(6 115.99577),(7 116.11763),(8 120.28626),(9 122.14084),(10 122.817856),(11 126.42918),(12 128.0465),(13 129.91333),(14 130.23119),(15 131.74649),(16 131.95757),(17 132.94322),(18 135.15823),(19 135.71576),(20 137.9853),(21 140.94016),(22 141.97346),(23 143.4082),(24 145.40573),(25 145.13443),(26 144.43423),(27 146.97917),(28 148.87468),(29 150.15018),(30 150.08797),(31 149.87404),(32 151.2256),(33 150.16542),(34 151.95042),(35 151.47026),(36 149.93074),(37 149.6175),(38 150.62105),(39 149.68445),(40 149.74368),(41 149.34787),(42 148.35927),(43 147.79105),(44 146.8768),(45 145.83781),(46 143.62297),(47 142.7318),(48 142.73738),(49 142.03351),(50 142.18883),(51 143.51305),(52 141.98363),(53 141.01817),(54 140.9888),(55 140.36372),(56 139.78496),(57 140.07564),(58 141.54863),(59 140.73096),(60 140.60875),(61 141.67708),(62 141.8119),(63 141.49704),(64 141.89738),(65 141.5044),(66 140.74504),(67 141.34373),(68 143.2644),(69 145.47975),(70 145.39891),(71 147.04659),(72 146.30566),(73 146.26279),(74 147.5596),(75 145.96176),(76 145.9322),(77 144.65195),(78 144.18146),(79 143.92636),
(1 90.37151),(2 101.738495),(3 108.509346),(4 112.85862),(5 112.485176),(6 115.53283),(7 116.07542),(8 119.80751),(9 122.01516),(10 122.63576),(11 124.74051),(12 125.30437),(13 127.40396),(14 129.0261),(15 131.09315),(16 131.5637),(17 131.14044),(18 132.21797),(19 135.51947),(20 136.97672),(21 136.87207),(22 139.28833),(23 140.4201),(24 140.14151),(25 140.4515),(26 140.79147),(27 141.358),(28 142.99448),(29 144.60464),(30 143.71805),(31 144.78831),(32 144.20576),(33 143.99574),(34 144.3966),(35 144.8402),(36 142.62619),(37 143.4223),(38 142.61656),(39 141.88557),(40 141.15152),(41 140.58264),(42 141.78136),(43 140.7983),(44 140.6999),(45 139.09041),(46 138.60046),(47 138.37898),(48 137.68564),(49 138.73364),(50 138.11737),(51 138.43549),(52 136.66736),(53 137.00554),(54 136.81174),(55 138.79323),(56 138.22324),(57 138.1077),(58 138.51154),(59 138.633),(60 138.42233),(61 138.89073),(62 139.91747),(63 138.64056),(64 138.29463),(65 138.43462),(66 138.06071),(67 138.09169),(68 138.91943),(69 140.22542),(70 139.98549),(71 140.41731),(72 142.82185),(73 142.85176),(74 143.78119),(75 143.14998),(76 143.12216),(77 140.2302),(78 140.61206),(79 139.95216),
(1 91.074646),(2 102.57903),(3 108.88267),(4 112.779465),(5 112.93163),(6 116.79168),(7 118.921455),(8 121.66544),(9 123.35151),(10 123.14661),(11 125.66334),(12 127.29074),(13 129.59366),(14 130.44508),(15 130.78568),(16 132.23193),(17 132.9675),(18 133.54436),(19 134.58879),(20 135.78574),(21 138.46626),(22 138.89711),(23 140.71214),(24 140.05019),(25 140.4934),(26 141.42093),(27 143.17612),(28 145.44708),(29 147.29382),(30 147.16602),(31 147.43855),(32 145.42743),(33 145.05582),(34 144.80492),(35 145.28453),(36 143.35371),(37 142.70062),(38 143.21797),(39 143.03593),(40 143.38838),(41 141.63586),(42 142.20891),(43 142.53343),(44 140.98708),(45 140.57257),(46 140.96814),(47 140.48744),(48 139.80313),(49 139.14328),(50 137.9168),(51 138.05737),(52 137.32275),(53 135.94502),(54 136.89627),(55 138.13617),(56 138.37039),(57 137.59242),(58 138.52637),(59 139.99878),(60 138.94246),(61 140.32596),(62 141.54219),(63 141.21971),(64 140.94603),(65 141.4629),(66 141.4058),(67 140.79947),(68 142.10913),(69 141.43318),(70 143.40178),(71 144.64291),(72 145.77237),(73 146.52705),(74 145.5955),(75 146.20499),(76 144.42986),(77 143.09946),(78 143.06711),(79 142.57336),
(1 89.54455),(2 100.60556),(3 106.13646),(4 111.37178),(5 112.4071),(6 114.16346),(7 115.62582),(8 117.39423),(9 119.92581),(10 119.84646),(11 122.17001),(12 123.53295),(13 124.92345),(14 126.09196),(15 126.237236),(16 126.66198),(17 127.82253),(18 129.0185),(19 130.95554),(20 132.42871),(21 135.23763),(22 134.68495),(23 136.27928),(24 136.95364),(25 137.79716),(26 137.03838),(27 139.45241),(28 139.81406),(29 141.69193),(30 141.96275),(31 142.61241),(32 142.05305),(33 142.30989),(34 142.26984),(35 142.54868),(36 142.95505),(37 141.1365),(38 142.9109),(39 142.87117),(40 141.9967),(41 140.1213),(42 141.30443),(43 141.48143),(44 139.7511),(45 137.73004),(46 137.68611),(47 138.132),(48 137.91112),(49 137.36522),(50 136.03671),(51 137.0069),(52 136.43925),(53 136.7293),(54 134.32161),(55 135.27585),(56 136.22517),(57 135.80812),(58 136.27345),(59 137.55798),(60 137.0009),(61 137.65613),(62 138.35243),(63 138.26118),(64 138.22475),(65 138.05382),(66 140.09518),(67 139.87852),(68 139.36841),(69 139.52008),(70 140.36758),(71 142.02206),(72 142.46484),(73 142.44495),(74 142.41402),(75 142.84615),(76 142.26715),(77 141.46748),(78 141.17323),(79 141.30803),
(1 88.33248),(2 99.427864),(3 107.07678),(4 110.8137),(5 111.8644),(6 113.24377),(7 114.253586),(8 118.40892),(9 120.521164),(10 121.91765),(11 124.54074),(12 127.188545),(13 127.09982),(14 127.748604),(15 126.71302),(16 127.13696),(17 128.55692),(18 130.08517),(19 131.26373),(20 132.07056),(21 134.58734),(22 134.7991),(23 137.22432),(24 137.42755),(25 138.2018),(26 139.02751),(27 141.19666),(28 142.3223),(29 143.2378),(30 143.33615),(31 143.04526),(32 142.09338),(33 144.19073),(34 143.17703),(35 143.94382),(36 143.0162),(37 143.71808),(38 144.41223),(39 144.34329),(40 144.10245),(41 142.16698),(42 141.90468),(43 143.13042),(44 142.40826),(45 140.65242),(46 139.91307),(47 138.91771),(48 138.00128),(49 138.39342),(50 137.15063),(51 136.37027),(52 135.44244),(53 137.25053),(54 135.48415),(55 135.47209),(56 136.24316),(57 135.75223),(58 135.32452),(59 136.94093),(60 135.52058),(61 135.79778),(62 135.8091),(63 137.3456),(64 136.22818),(65 137.53874),(66 137.46951),(67 137.72455),(68 139.01033),(69 139.9774),(70 139.84602),(71 139.81313),(72 139.92366),(73 139.79486),(74 139.93877),(75 140.38965),(76 139.07474),(77 137.41937),(78 137.41057),(79 137.4812),
(1 87.978264),(2 100.326454),(3 107.479805),(4 111.19421),(5 111.50288),(6 113.87258),(7 114.731544),(8 119.15429),(9 121.45889),(10 120.50811),(11 123.31218),(12 124.0764),(13 125.66822),(14 127.130646),(15 126.10351),(16 128.46686),(17 128.60966),(18 132.18275),(19 133.49942),(20 135.97054),(21 136.74316),(22 137.58878),(23 139.3594),(24 139.48003),(25 139.54985),(26 142.22264),(27 141.87698),(28 144.06033),(29 144.40327),(30 143.4638),(31 144.83923),(32 144.20866),(33 144.79881),(34 145.73534),(35 145.78531),(36 145.32233),(37 145.06491),(38 145.8256),(39 145.9512),(40 145.95068),(41 144.24748),(42 144.01738),(43 144.52731),(44 143.65637),(45 142.05229),(46 140.43379),(47 140.61398),(48 139.10313),(49 139.90373),(50 138.42911),(51 137.37636),(52 136.52592),(53 137.13356),(54 136.76591),(55 135.66504),(56 136.15033),(57 135.99828),(58 136.24939),(59 137.36613),(60 135.77623),(61 136.43349),(62 136.58105),(63 136.38046),(64 136.38329),(65 136.05725),(66 137.87466),(67 137.1998),(68 138.64201),(69 140.2274),(70 140.28075),(71 141.68184),(72 143.79039),(73 144.29712),(74 143.15942),(75 141.25702),(76 141.32053),(77 140.71143),(78 140.5831),(79 140.33818),
(1 85.87509),(2 97.03289),(3 103.18417),(4 106.04525),(5 107.78174),(6 110.275536),(7 110.51343),(8 113.263245),(9 115.572876),(10 116.14807),(11 119.01028),(12 119.387436),(13 122.05651),(14 122.87732),(15 120.90256),(16 122.45448),(17 125.05526),(18 127.028015),(19 128.43192),(20 130.2939),(21 132.59912),(22 131.62463),(23 135.07187),(24 134.63808),(25 134.57924),(26 137.42464),(27 137.35725),(28 140.55981),(29 142.01758),(30 141.77722),(31 143.22774),(32 142.41457),(33 144.04385),(34 143.80937),(35 144.10236),(36 143.06435),(37 142.88455),(38 145.76703),(39 144.70348),(40 143.93117),(41 142.78795),(42 142.74902),(43 143.2393),(44 142.30525),(45 140.18378),(46 138.57903),(47 138.06622),(48 138.05434),(49 135.16669),(50 135.87926),(51 134.76039),(52 134.27272),(53 134.94992),(54 132.74208),(55 131.8017),(56 132.66554),(57 132.3747),(58 132.90634),(59 132.44034),(60 131.58017),(61 130.64941),(62 132.59695),(63 132.92967),(64 132.75024),(65 132.71245),(66 133.39075),(67 132.34804),(68 132.48053),(69 134.72734),(70 134.12021),(71 134.11867),(72 135.25018),(73 134.85358),(74 135.54242),(75 132.32213),(76 133.48245),(77 132.67795),(78 131.60933),(79 132.73546),
(1 85.8446),(2 98.096146),(3 104.435844),(4 108.327965),(5 108.66065),(6 112.59359),(7 112.164665),(8 114.979126),(9 117.25218),(10 118.39855),(11 120.46285),(12 122.03306),(13 123.076065),(14 124.5215),(15 123.44008),(16 125.40271),(17 127.27148),(18 129.4322),(19 131.36789),(20 131.95598),(21 134.28662),(22 135.03793),(23 135.46756),(24 134.97437),(25 137.59268),(26 138.2143),(27 141.14156),(28 143.67395),(29 144.4454),(30 142.36134),(31 143.38467),(32 143.26573),(33 144.99872),(34 145.34677),(35 144.70082),(36 143.78554),(37 141.50931),(38 144.80083),(39 144.20973),(40 142.42874),(41 141.64023),(42 140.5658),(43 139.88739),(44 139.35283),(45 137.99825),(46 136.57231),(47 136.10901),(48 135.58234),(49 134.3113),(50 133.74521),(51 132.22256),(52 133.17151),(53 134.23964),(54 133.88423),(55 133.2344),(56 133.10822),(57 133.96571),(58 132.5818),(59 131.46716),(60 132.03891),(61 131.77483),(62 132.9771),(63 131.56822),(64 131.81752),(65 132.14964),(66 132.58806),(67 133.34605),(68 132.8709),(69 135.96674),(70 135.6808),(71 135.59842),(72 136.80586),(73 136.9012),(74 137.47206),(75 135.27312),(76 134.92407),(77 134.22954),(78 134.10817),(79 133.66711),
(1 84.46258),(2 94.53611),(3 101.58478),(4 104.29578),(5 105.29435),(6 109.00278),(7 109.76052),(8 110.72364),(9 114.89317),(10 115.386215),(11 118.14043),(12 119.016266),(13 121.3664),(14 122.417046),(15 121.47812),(16 122.35273),(17 123.443375),(18 125.36652),(19 127.35231),(20 127.13358),(21 127.26572),(22 128.82172),(23 130.9393),(24 130.1611),(25 130.77495),(26 132.21716),(27 134.737),(28 137.92178),(29 138.1042),(30 136.7498),(31 138.77502),(32 138.68364),(33 139.28265),(34 140.23022),(35 139.0411),(36 138.53165),(37 138.9895),(38 140.13596),(39 139.80542),(40 138.69911),(41 137.44577),(42 137.50761),(43 138.01233),(44 136.09819),(45 134.99767),(46 134.42696),(47 134.32837),(48 134.04474),(49 133.59671),(50 132.77351),(51 131.6084),(52 131.35287),(53 131.37938),(54 132.4169),(55 132.38663),(56 131.63557),(57 131.4667),(58 130.24811),(59 131.52603),(60 129.83228),(61 132.19353),(62 131.44426),(63 132.70715),(64 132.26657),(65 131.57715),(66 131.84297),(67 132.23643),(68 132.87042),(69 135.48154),(70 133.45604),(71 133.87831),(72 134.29628),(73 134.85336),(74 135.24406),(75 132.91008),(76 134.03244),(77 132.8883),(78 132.51431),(79 133.84473),
(1 84.880295),(2 94.70199),(3 101.80559),(4 105.55093),(5 107.37502),(6 109.321205),(7 110.09321),(8 113.0253),(9 115.13299),(10 115.18396),(11 117.589455),(12 118.50149),(13 119.38471),(14 121.528046),(15 121.21343),(16 123.09028),(17 122.043434),(18 122.92522),(19 124.82958),(20 125.89915),(21 126.48942),(22 128.85222),(23 130.35237),(24 131.29182),(25 131.68835),(26 131.79065),(27 133.95976),(28 135.26764),(29 134.7417),(30 134.65575),(31 135.25821),(32 134.94107),(33 134.97853),(34 136.00046),(35 134.75647),(36 132.88075),(37 135.2314),(38 134.82733),(39 134.10776),(40 134.48917),(41 133.02614),(42 133.62386),(43 133.59828),(44 131.66512),(45 130.89685),(46 129.92238),(47 129.228),(48 129.46289),(49 129.3821),(50 128.11684),(51 129.37535),(52 127.90744),(53 129.89023),(54 129.02419),(55 128.44585),(56 128.88187),(57 129.15648),(58 128.27658),(59 128.91441),(60 128.6275),(61 130.70871),(62 129.49825),(63 129.56554),(64 129.87671),(65 130.64153),(66 130.91002),(67 130.3759),(68 132.33313),(69 134.5495),(70 134.10663),(71 134.98096),(72 135.84827),(73 136.10849),(74 138.10318),(75 136.22206),(76 134.83513),(77 135.90149),(78 134.45734),(79 134.40382),
(1 84.54152),(2 95.63785),(3 101.87475),(4 106.46824),(5 107.28312),(6 108.31177),(7 109.0759),(8 111.39504),(9 114.35177),(10 113.77521),(11 116.60179),(12 117.49645),(13 119.28932),(14 120.012405),(15 119.05542),(16 120.809685),(17 120.99536),(18 122.430534),(19 124.93333),(20 127.14274),(21 126.60707),(22 128.15176),(23 130.6444),(24 131.90872),(25 131.5679),(26 132.44931),(27 133.55214),(28 135.09052),(29 134.91605),(30 134.78943),(31 134.99289),(32 134.51823),(33 134.8178),(34 136.20732),(35 136.00499),(36 135.80899),(37 136.29527),(38 137.64653),(39 137.32065),(40 136.32826),(41 136.23538),(42 137.48889),(43 136.55222),(44 136.55818),(45 135.48547),(46 134.20883),(47 135.13385),(48 135.86761),(49 135.19199),(50 134.62845),(51 134.82693),(52 133.97798),(53 134.92703),(54 134.5949),(55 135.09184),(56 132.73363),(57 133.06374),(58 132.96208),(59 133.78207),(60 131.90775),(61 133.14455),(62 134.25766),(63 134.74896),(64 132.52594),(65 132.50813),(66 133.25386),(67 131.42809),(68 133.55203),(69 133.59268),(70 132.91919),(71 135.07906),(72 134.90921),(73 135.00905),(74 135.82364),(75 135.17484),(76 134.34541),(77 134.65172),(78 134.15613),(79 133.82327),
(1 81.135216),(2 92.51112),(3 98.05111),(4 102.11289),(5 102.96821),(6 103.75064),(7 105.26469),(8 108.2309),(9 111.02911),(10 111.04498),(11 113.53948),(12 114.90414),(13 116.76326),(14 116.792244),(15 114.68876),(16 116.15463),(17 117.61825),(18 120.243385),(19 121.74624),(20 123.3347),(21 122.72789),(22 125.028015),(23 126.137794),(24 125.98761),(25 125.883),(26 127.302055),(27 128.27075),(28 130.7402),(29 130.89856),(30 131.03726),(31 131.67746),(32 131.91109),(33 132.57175),(34 132.82817),(35 132.59915),(36 133.4031),(37 134.34612),(38 135.28284),(39 134.28717),(40 133.09795),(41 132.51674),(42 133.49634),(43 132.00659),(44 132.3443),(45 131.06873),(46 130.68837),(47 130.1879),(48 129.78879),(49 129.66907),(50 127.910645),(51 128.57497),(52 127.556175),(53 129.6035),(54 129.60413),(55 128.69273),(56 128.61827),(57 129.3676),(58 129.03722),(59 128.88354),(60 129.06403),(61 131.18672),(62 130.95018),(63 130.87868),(64 130.91362),(65 130.33745),(66 129.89919),(67 130.43636),(68 132.4153),(69 131.91785),(70 132.44733),(71 134.06891),(72 133.89214),(73 135.51982),(74 135.46227),(75 134.44656),(76 133.53192),(77 132.902),(78 133.46477),(79 133.64809),
(1 81.48347),(2 93.23178),(3 99.39595),(4 103.729576),(5 104.00859),(6 105.41003),(7 106.105896),(8 109.56446),(9 110.94194),(10 111.51351),(11 113.853546),(12 114.15136),(13 116.40531),(14 117.19312),(15 115.253296),(16 118.159706),(17 118.943794),(18 120.67008),(19 122.36401),(20 123.63736),(21 124.892265),(22 126.37886),(23 127.24731),(24 127.50071),(25 127.78087),(26 128.91154),(27 129.71324),(28 131.38345),(29 132.55865),(30 133.1578),(31 132.91325),(32 131.69864),(33 133.8919),(34 133.475),(35 132.20529),(36 132.16646),(37 132.42549),(38 131.76985),(39 132.47063),(40 132.26369),(41 132.1925),(42 131.73428),(43 130.18591),(44 130.20605),(45 130.20094),(46 130.03958),(47 131.0053),(48 129.76137),(49 130.35982),(50 129.65552),(51 130.76074),(52 130.16103),(53 130.32483),(54 129.2997),(55 129.01357),(56 129.16907),(57 129.25882),(58 130.80835),(59 130.26518),(60 129.93553),(61 130.64758),(62 130.35155),(63 132.6127),(64 132.20517),(65 130.65022),(66 130.78015),(67 132.25299),(68 131.5817),(69 132.37318),(70 132.49036),(71 133.12215),(72 134.41156),(73 134.24536),(74 133.9595),(75 133.91464),(76 133.27469),(77 132.71382),(78 132.54874),(79 131.71942),
(1 81.72197),(2 93.20798),(3 99.60444),(4 103.47355),(5 103.87865),(6 106.701454),(7 107.66644),(8 109.41404),(9 112.08795),(10 111.91935),(11 114.81534),(12 115.493324),(13 116.99847),(14 118.76941),(15 116.41283),(16 117.89019),(17 119.43364),(18 121.0408),(19 122.4042),(20 122.6481),(21 123.90803),(22 125.57216),(23 125.49919),(24 125.91909),(25 126.40551),(26 126.94508),(27 128.52336),(28 129.85252),(29 131.59825),(30 131.04753),(31 132.55576),(32 132.80551),(33 134.12115),(34 133.41685),(35 132.62137),(36 132.53737),(37 132.59488),(38 132.71268),(39 132.03596),(40 131.34657),(41 130.09447),(42 130.42537),(43 128.17876),(44 128.9489),(45 128.46039),(46 127.23347),(47 127.8086),(48 127.38666),(49 126.89987),(50 125.203285),(51 126.61958),(52 127.0065),(53 127.120316),(54 126.336525),(55 126.76831),(56 125.76875),(57 127.01228),(58 127.75731),(59 126.762764),(60 126.250656),(61 127.40807),(62 127.92923),(63 128.45357),(64 127.24914),(65 126.9693),(66 127.331635),(67 127.44579),(68 128.90729),(69 130.08128),(70 129.92638),(71 131.03192),(72 131.15569),(73 131.18605),(74 131.49304),(75 130.48865),(76 128.65196),(77 128.0975),(78 128.37347),(79 127.494156),
(1 80.680595),(2 90.98327),(3 96.3676),(4 100.71936),(5 100.805305),(6 102.62919),(7 103.59154),(8 105.688515),(9 109.2585),(10 108.56316),(11 109.93079),(12 111.68873),(13 114.3507),(14 114.69686),(15 115.60849),(16 116.01989),(17 117.357605),(18 119.12707),(19 119.95389),(20 120.36802),(21 121.917076),(22 122.586555),(23 124.001816),(24 124.42563),(25 125.08923),(26 126.223755),(27 127.02972),(28 129.68338),(29 130.32074),(30 130.01599),(31 131.82953),(32 131.65067),(33 131.65285),(34 132.13937),(35 133.12103),(36 132.34529),(37 132.77036),(38 134.08337),(39 132.13947),(40 132.06615),(41 130.32549),(42 132.11174),(43 131.57936),(44 130.6102),(45 129.34254),(46 128.55713),(47 129.45358),(48 129.313),(49 129.24014),(50 128.26758),(51 128.7908),(52 127.823044),(53 127.30109),(54 127.01978),(55 125.138954),(56 125.573204),(57 125.44278),(58 125.38239),(59 124.64923),(60 124.336266),(61 125.8329),(62 125.539215),(63 125.41337),(64 125.54951),(65 126.14668),(66 125.17811),(67 125.30047),(68 125.67444),(69 127.01274),(70 128.3358),(71 127.26713),(72 127.110405),(73 126.86352),(74 127.97212),(75 128.08159),(76 126.274155),(77 126.56072),(78 127.56847),(79 125.54927),
(1 81.494446),(2 90.559105),(3 95.95521),(4 101.15759),(5 101.2366),(6 103.95273),(7 104.02081),(8 105.34509),(9 108.31138),(10 108.097374),(11 111.16237),(12 111.04204),(13 113.271645),(14 115.05184),(15 113.820854),(16 115.749695),(17 116.34363),(18 118.35271),(19 120.40027),(20 120.61773),(21 121.271034),(22 122.60887),(23 122.87163),(24 125.31568),(25 125.24266),(26 126.85895),(27 128.75966),(28 129.17043),(29 130.48492),(30 130.2384),(31 132.14394),(32 132.21657),(33 132.24033),(34 133.47118),(35 133.12372),(36 133.19177),(37 131.71904),(38 132.8299),(39 132.38065),(40 132.79765),(41 130.2155),(42 132.09317),(43 132.0785),(44 132.07906),(45 130.83076),(46 129.88493),(47 128.23245),(48 129.09175),(49 128.26613),(50 127.24377),(51 128.2118),(52 127.4224),(53 127.71066),(54 126.54395),(55 126.48626),(56 126.12279),(57 126.326515),(58 127.135735),(59 126.832794),(60 126.08671),(61 126.53828),(62 127.28931),(63 127.149124),(64 127.75703),(65 128.7962),(66 128.60251),(67 127.88509),(68 129.00562),(69 129.5651),(70 129.98053),(71 130.23743),(72 130.85591),(73 132.24852),(74 131.93459),(75 132.06648),(76 131.91757),(77 130.97795),(78 131.94344),(79 129.95233),
(1 81.33428),(2 91.01676),(3 96.34513),(4 100.09792),(5 100.38472),(6 103.130035),(7 103.85783),(8 105.206665),(9 107.401596),(10 108.961685),(11 110.78256),(12 111.044426),(13 113.12959),(14 114.8451),(15 114.21634),(16 117.04166),(17 116.58113),(18 116.9727),(19 118.47637),(20 119.75764),(21 120.07726),(22 121.146545),(23 123.43076),(24 122.036476),(25 122.11004),(26 123.41033),(27 123.99292),(28 126.219376),(29 127.741974),(30 125.585144),(31 127.79147),(32 128.88312),(33 128.64305),(34 129.71425),(35 131.16354),(36 130.31949),(37 130.0561),(38 131.57121),(39 130.39238),(40 130.24594),(41 129.12785),(42 129.02095),(43 129.2459),(44 128.52577),(45 128.97778),(46 127.698555),(47 126.10877),(48 126.27682),(49 124.41235),(50 125.12788),(51 124.05856),(52 123.41291),(53 124.86236),(54 125.732925),(55 126.080826),(56 124.384056),(57 124.81472),(58 124.23741),(59 124.293526),(60 123.29276),(61 123.264145),(62 124.48833),(63 123.65202),(64 122.91726),(65 123.699905),(66 124.94867),(67 124.44616),(68 123.30017),(69 124.44413),(70 124.508286),(71 125.543976),(72 125.11895),(73 126.55677),(74 125.7401),(75 124.105644),(76 122.73126),(77 122.209404),(78 123.636406),(79 122.59605),
