1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 83.18053),(2 89.157135),(3 92.80579),(4 95.20338),(5 97.27354),(6 97.33217),(7 99.19926),(8 99.06268),(9 100.270676),(10 101.34322),(11 100.782074),(12 101.97078),(13 103.509346),(14 103.41366),(15 103.90141),(16 104.50575),(17 103.98718),(18 104.639496),(19 106.23248),(20 105.62499),(21 107.11597),(22 108.353195),(23 107.589806),(24 108.13468),(25 108.089645),(26 109.225235),(27 110.27943),(28 109.27386),(29 109.985435),(30 111.070526),(31 110.64076),(32 110.816605),(33 113.09305),(34 111.9076),(35 112.01041),(36 113.05691),(37 111.519066),(38 110.352585),(39 113.09455),(40 109.79807),(41 109.99195),(42 111.64154),(43 108.91744),(44 109.16008),(45 106.88367),(46 106.339165),(47 106.77391),(48 105.45615),(49 105.15334),(50 106.97066),(51 106.1009),(52 107.08287),(53 108.11839),(54 107.03977),(55 107.94703),(56 107.896904),(57 109.07984),(58 108.41876),(59 110.40382),(60 110.02991),(61 110.07073),(62 108.85393),(63 108.0913),(64 108.799965),(65 108.15545),(66 108.032974),(67 108.56685),(68 107.57329),(69 107.444984),(70 108.28828),(71 107.68927),(72 106.56868),(73 106.95747),(74 106.71832),(75 105.749344),(76 106.38407),(77 105.9289),(78 105.82246),(79 105.80407),
(1 82.347984),(2 89.3979),(3 92.185165),(4 94.373474),(5 95.85708),(6 97.86391),(7 100.20938),(8 100.327644),(9 101.29866),(10 103.59361),(11 103.29635),(12 104.323135),(13 104.553795),(14 104.86909),(15 105.68052),(16 106.475),(17 106.9881),(18 107.21797),(19 108.882675),(20 108.552025),(21 108.08153),(22 109.524376),(23 109.306854),(24 109.71528),(25 109.69956),(26 110.52918),(27 111.19714),(28 110.95554),(29 110.50184),(30 112.121216),(31 110.984856),(32 110.93639),(33 113.56537),(34 113.28178),(35 113.13571),(36 113.37612),(37 112.429695),(38 112.09147),(39 112.72157),(40 110.32197),(41 110.1102),(42 111.20078),(43 109.49779),(44 109.33863),(45 108.74221),(46 107.368774),(47 107.91587),(48 107.60051),(49 106.33894),(50 109.16662),(51 107.98006),(52 108.2514),(53 109.78268),(54 109.09414),(55 108.770294),(56 109.76005),(57 109.69963),(58 109.538994),(59 111.036),(60 110.41898),(61 111.095146),(62 111.144646),(63 109.34676),(64 109.81641),(65 111.58413),(66 109.104164),(67 108.79017),(68 108.95092),(69 108.12488),(70 108.85602),(71 108.853905),(72 107.71138),(73 107.55753),(74 108.04497),(75 107.01411),(76 106.08041),(77 106.85189),(78 106.57318),(79 106.56119),
(1 80.23381),(2 86.34984),(3 88.99336),(4 91.438416),(5 93.413506),(6 95.21221),(7 96.29031),(8 96.69471),(9 97.37403),(10 99.60784),(11 98.72863),(12 99.76199),(13 100.246284),(14 101.63935),(15 101.30067),(16 102.490524),(17 102.35401),(18 102.66289),(19 103.92313),(20 103.6729),(21 104.71166),(22 105.29291),(23 105.20206),(24 106.62226),(25 106.05558),(26 105.756645),(27 107.8147),(28 106.92937),(29 107.51917),(30 108.797745),(31 106.98746),(32 106.72105),(33 109.26306),(34 108.356544),(35 107.69819),(36 108.06585),(37 107.04363),(38 106.40952),(39 107.285164),(40 104.59095),(41 103.61701),(42 105.0585),(43 103.89149),(44 104.91779),(45 103.194084),(46 101.965126),(47 102.93353),(48 101.423164),(49 100.97225),(50 102.43201),(51 102.41442),(52 103.42976),(53 104.2704),(54 104.19265),(55 105.666824),(56 104.72083),(57 104.76494),(58 105.13537),(59 105.77655),(60 105.65223),(61 105.8577),(62 106.52317),(63 105.109764),(64 106.31486),(65 105.921814),(66 104.9422),(67 104.924835),(68 104.64408),(69 104.09735),(70 105.03394),(71 103.88645),(72 102.955605),(73 103.91853),(74 103.182556),(75 101.21856),(76 101.11348),(77 101.90196),(78 101.38856),(79 100.36784),
(1 80.09136),(2 85.86324),(3 90.02457),(4 92.855965),(5 95.071434),(6 96.43951),(7 97.26798),(8 98.35386),(9 98.90333),(10 99.68109),(11 98.50736),(12 100.13853),(13 101.48388),(14 101.52308),(15 101.94521),(16 104.06625),(17 102.85187),(18 102.90395),(19 103.68669),(20 103.26367),(21 103.07249),(22 104.03043),(23 104.04446),(24 105.760445),(25 104.48504),(26 104.98101),(27 106.23996),(28 106.086586),(29 105.998825),(30 108.57026),(31 107.03739),(32 107.96367),(33 109.09336),(34 108.29577),(35 109.211876),(36 110.215065),(37 108.62782),(38 107.335175),(39 109.0737),(40 106.29396),(41 105.886475),(42 107.67555),(43 105.49133),(44 107.18779),(45 105.09047),(46 103.108635),(47 103.45151),(48 102.9653),(49 103.4694),(50 104.46252),(51 103.83483),(52 103.36654),(53 104.427124),(54 103.11599),(55 103.15457),(56 104.288124),(57 105.362076),(58 106.61079),(59 106.38964),(60 105.97231),(61 105.66215),(62 106.58525),(63 105.496826),(64 106.6563),(65 106.91029),(66 105.991425),(67 106.3035),(68 106.07326),(69 106.01232),(70 106.40763),(71 105.45548),(72 104.58846),(73 104.83039),(74 105.485855),(75 103.746185),(76 103.45406),(77 104.01236),(78 104.466095),(79 103.769035),
(1 78.89599),(2 85.130165),(3 89.7847),(4 91.95481),(5 94.16108),(6 94.51222),(7 96.03046),(8 97.17768),(9 98.134544),(10 99.01074),(11 98.177055),(12 99.61932),(13 100.92884),(14 101.07768),(15 100.895706),(16 101.975945),(17 102.09827),(18 102.5405),(19 103.462036),(20 103.49703),(21 102.644196),(22 103.09896),(23 103.67099),(24 104.0444),(25 102.47197),(26 103.4596),(27 104.832855),(28 104.2318),(29 104.11105),(30 105.18469),(31 105.19982),(32 104.94894),(33 106.42686),(34 106.0589),(35 105.5995),(36 105.59199),(37 105.03291),(38 103.78231),(39 104.24836),(40 103.32944),(41 103.11769),(42 104.63191),(43 103.00506),(44 103.82133),(45 102.40224),(46 101.6165),(47 101.36734),(48 102.11627),(49 101.80005),(50 103.451584),(51 102.026535),(52 104.37634),(53 104.26536),(54 103.495384),(55 103.06443),(56 104.50303),(57 104.64814),(58 104.66128),(59 107.17972),(60 106.42867),(61 106.4399),(62 107.49251),(63 105.57391),(64 105.97743),(65 106.31855),(66 105.21203),(67 105.854614),(68 105.43437),(69 103.69788),(70 103.97515),(71 103.26899),(72 103.09013),(73 103.26997),(74 102.73135),(75 101.37344),(76 102.18207),(77 101.23833),(78 101.39149),(79 100.772644),
(1 78.66894),(2 84.0209),(3 87.67039),(4 90.41477),(5 92.38601),(6 93.64652),(7 95.535255),(8 95.76846),(9 96.06428),(10 97.23038),(11 96.70126),(12 97.865105),(13 98.92955),(14 99.774216),(15 99.414276),(16 100.422386),(17 98.75771),(18 98.75579),(19 100.1166),(20 100.04632),(21 99.794426),(22 101.4902),(23 101.53294),(24 102.317894),(25 102.750656),(26 102.64639),(27 103.707825),(28 104.30384),(29 105.796684),(30 105.79602),(31 106.68874),(32 106.53273),(33 108.01775),(34 106.460724),(35 106.106926),(36 106.089485),(37 105.65554),(38 104.86375),(39 105.69077),(40 104.20795),(41 104.07254),(42 104.78379),(43 103.293526),(44 104.541725),(45 104.20531),(46 101.34904),(47 102.02734),(48 102.20827),(49 101.63208),(50 104.35669),(51 102.72127),(52 102.51636),(53 103.00349),(54 101.93864),(55 102.18786),(56 103.86397),(57 104.3855),(58 104.49166),(59 105.72768),(60 105.04952),(61 105.58062),(62 105.11467),(63 103.81812),(64 104.38453),(65 104.84812),(66 104.86277),(67 104.54537),(68 105.64865),(69 105.78598),(70 105.56109),(71 104.79082),(72 103.68652),(73 103.447975),(74 102.77109),(75 102.63187),(76 102.614235),(77 103.35015),(78 103.0526),(79 101.55406),
(1 78.38524),(2 84.34156),(3 88.65092),(4 91.0118),(5 91.90869),(6 93.407036),(7 94.8982),(8 95.698654),(9 97.07478),(10 97.31457),(11 98.72981),(12 99.55907),(13 99.80727),(14 99.28897),(15 99.202774),(16 99.846924),(17 100.776344),(18 100.41169),(19 103.09089),(20 101.70626),(21 101.95964),(22 104.00853),(23 103.53507),(24 103.90141),(25 102.8297),(26 103.45951),(27 104.47965),(28 104.33896),(29 104.342766),(30 106.01196),(31 106.484764),(32 107.5676),(33 107.68724),(34 107.05287),(35 107.679),(36 107.97778),(37 105.366005),(38 105.85187),(39 106.31527),(40 104.297745),(41 105.14917),(42 105.01839),(43 103.67326),(44 104.762215),(45 102.78483),(46 101.61142),(47 102.07062),(48 100.32944),(49 99.86855),(50 101.38953),(51 99.744026),(52 101.236565),(53 101.74375),(54 100.794495),(55 101.71201),(56 102.53985),(57 102.858215),(58 102.29263),(59 104.552376),(60 102.964066),(61 103.54658),(62 104.95176),(63 102.655235),(64 103.80688),(65 103.59919),(66 103.0983),(67 103.19123),(68 103.244705),(69 103.14003),(70 103.582115),(71 102.930626),(72 103.11711),(73 102.34724),(74 102.86672),(75 101.68501),(76 101.36705),(77 102.42801),(78 102.49044),(79 101.08151),
(1 76.40911),(2 81.21128),(3 85.29832),(4 87.938614),(5 89.80648),(6 91.06943),(7 92.85102),(8 92.80213),(9 94.09346),(10 94.29972),(11 94.11436),(12 94.284874),(13 94.69971),(14 94.546425),(15 95.02525),(16 95.0269),(17 95.96476),(18 94.73137),(19 96.72453),(20 95.96584),(21 96.741005),(22 98.55084),(23 98.27725),(24 99.30092),(25 99.65959),(26 99.30413),(27 100.39743),(28 100.28522),(29 101.57821),(30 101.73553),(31 101.23019),(32 101.56341),(33 102.63502),(34 102.266685),(35 101.88177),(36 101.95744),(37 100.85265),(38 100.66588),(39 101.5091),(40 100.17124),(41 100.05661),(42 101.174736),(43 98.46398),(44 99.59484),(45 97.42863),(46 97.50403),(47 97.9597),(48 96.799095),(49 96.08021),(50 98.06813),(51 97.341995),(52 97.82089),(53 99.066284),(54 98.084236),(55 99.61302),(56 100.185455),(57 99.697044),(58 99.691154),(59 100.449356),(60 99.27715),(61 100.31095),(62 101.24077),(63 98.91515),(64 100.62036),(65 100.882256),(66 100.28226),(67 100.2956),(68 100.36908),(69 99.52467),(70 98.90395),(71 99.20707),(72 99.159096),(73 98.948105),(74 98.66748),(75 97.219795),(76 96.68963),(77 96.480194),(78 95.88532),(79 96.14372),
(1 77.60063),(2 83.614265),(3 86.58693),(4 89.25395),(5 90.95449),(6 92.04995),(7 92.9338),(8 94.78235),(9 95.574745),(10 96.38686),(11 97.12351),(12 97.79764),(13 97.87315),(14 97.49553),(15 97.75416),(16 96.94996),(17 98.06499),(18 98.596565),(19 99.27965),(20 98.0904),(21 98.690544),(22 99.87067),(23 99.62071),(24 100.37941),(25 100.585884),(26 100.88345),(27 101.15769),(28 101.07407),(29 101.16843),(30 103.31433),(31 102.95822),(32 103.79872),(33 104.899345),(34 103.65817),(35 103.95295),(36 104.87177),(37 103.879166),(38 104.00877),(39 104.131775),(40 102.743454),(41 103.39228),(42 105.16787),(43 103.46918),(44 104.53607),(45 102.07026),(46 100.61434),(47 100.507324),(48 99.98961),(49 99.02458),(50 101.73219),(51 99.25624),(52 99.27718),(53 99.347755),(54 98.35768),(55 99.57652),(56 100.15249),(57 100.676956),(58 100.07208),(59 101.87135),(60 100.227905),(61 100.755684),(62 101.311104),(63 99.122795),(64 98.97392),(65 99.60881),(66 99.20977),(67 99.12277),(68 99.60729),(69 97.97413),(70 99.527336),(71 98.53591),(72 98.31812),(73 98.74403),(74 98.747894),(75 98.30027),(76 97.98655),(77 98.81992),(78 99.3006),(79 98.76723),
(1 76.17421),(2 81.728806),(3 85.18643),(4 87.527336),(5 89.72657),(6 90.54912),(7 91.42906),(8 92.35292),(9 94.248314),(10 94.54788),(11 95.20571),(12 96.4889),(13 96.396545),(14 96.13117),(15 96.276924),(16 95.94056),(17 94.814674),(18 95.57296),(19 95.6603),(20 95.41863),(21 96.205925),(22 97.14468),(23 97.98397),(24 99.12262),(25 98.88243),(26 98.59213),(27 100.13797),(28 100.26052),(29 100.53157),(30 102.29658),(31 101.90132),(32 101.88268),(33 103.77561),(34 102.56559),(35 102.45744),(36 102.12219),(37 100.668884),(38 99.83191),(39 101.139465),(40 99.59011),(41 99.37582),(42 101.32994),(43 98.29867),(44 99.392365),(45 98.06168),(46 97.082756),(47 96.7085),(48 95.94634),(49 95.96264),(50 97.637566),(51 96.2746),(52 97.219536),(53 98.06861),(54 97.72149),(55 98.42809),(56 99.681946),(57 99.07819),(58 99.18082),(59 101.0628),(60 101.82467),(61 100.91287),(62 102.04657),(63 101.11309),(64 100.82461),(65 101.187454),(66 99.25303),(67 99.65981),(68 100.06725),(69 99.23584),(70 99.133446),(71 98.95194),(72 97.591225),(73 97.762596),(74 97.83675),(75 96.29477),(76 96.35519),(77 97.250885),(78 96.87901),(79 96.019966),
(1 74.10115),(2 80.50603),(3 83.9579),(4 87.08984),(5 88.71631),(6 89.651596),(7 91.13597),(8 91.604774),(9 92.79),(10 94.58817),(11 93.291016),(12 94.45562),(13 94.386024),(14 95.97853),(15 95.70654),(16 96.94758),(17 97.351555),(18 97.214836),(19 97.84664),(20 97.33786),(21 97.54963),(22 98.21265),(23 99.15165),(24 99.03747),(25 99.901375),(26 99.456505),(27 100.95281),(28 100.123505),(29 100.90443),(30 102.25831),(31 102.34408),(32 101.4787),(33 102.60361),(34 102.49863),(35 101.396736),(36 101.70034),(37 100.75544),(38 100.98655),(39 101.4537),(40 100.29418),(41 99.17535),(42 100.77218),(43 99.27178),(44 100.526794),(45 100.055756),(46 98.91976),(47 99.28956),(48 98.840965),(49 98.27361),(50 99.908615),(51 98.082985),(52 99.28803),(53 100.257126),(54 98.70007),(55 99.51059),(56 99.49081),(57 99.015755),(58 99.52331),(59 99.66848),(60 99.27795),(61 99.492874),(62 99.60533),(63 99.52126),(64 99.061615),(65 99.13641),(66 98.64856),(67 98.440216),(68 98.6192),(69 97.61539),(70 98.28897),(71 97.77193),(72 97.68825),(73 97.79326),(74 97.792),(75 97.284164),(76 96.51067),(77 97.01852),(78 96.38496),(79 96.50971),
(1 73.90512),(2 80.78257),(3 84.04867),(4 87.200836),(5 88.66754),(6 88.51953),(7 90.1969),(8 90.78995),(9 91.04615),(10 91.651184),(11 92.17698),(12 93.50283),(13 93.728195),(14 94.155136),(15 93.92001),(16 95.85673),(17 95.444244),(18 95.686005),(19 96.982025),(20 95.62934),(21 96.935486),(22 98.01002),(23 97.327225),(24 98.37451),(25 99.12295),(26 98.25903),(27 99.0532),(28 99.169914),(29 100.03623),(30 101.72244),(31 101.27541),(32 100.93737),(33 103.39693),(34 102.23254),(35 102.46773),(36 103.15771),(37 101.902016),(38 100.58877),(39 102.10446),(40 100.35532),(41 99.85861),(42 101.73366),(43 99.01044),(44 100.7967),(45 99.14117),(46 97.815186),(47 98.1596),(48 97.22566),(49 96.51721),(50 97.70387),(51 97.13038),(52 97.33561),(53 98.42562),(54 97.77277),(55 98.269646),(56 99.090805),(57 99.23498),(58 99.25015),(59 100.28926),(60 100.01981),(61 101.16897),(62 101.22594),(63 100.489365),(64 99.19203),(65 100.076805),(66 99.69382),(67 99.07034),(68 99.63173),(69 99.244446),(70 100.22555),(71 99.73174),(72 98.52747),(73 99.109665),(74 98.49095),(75 97.59249),(76 97.73432),(77 97.69886),(78 97.850746),(79 97.58963),
(1 72.76486),(2 79.580925),(3 83.307846),(4 85.18513),(5 86.71147),(6 86.15393),(7 88.685356),(8 89.62694),(9 90.99842),(10 92.26983),(11 92.31676),(12 93.39826),(13 94.59409),(14 94.57445),(15 94.52022),(16 95.775444),(17 96.026505),(18 97.08729),(19 97.72261),(20 96.83894),(21 97.232895),(22 98.617905),(23 97.065926),(24 97.67256),(25 97.82801),(26 97.6694),(27 98.83105),(28 98.47352),(29 99.361115),(30 99.97154),(31 100.20254),(32 99.69312),(33 100.70106),(34 100.59446),(35 100.192116),(36 100.53349),(37 100.12425),(38 99.355965),(39 99.980446),(40 98.673164),(41 97.39168),(42 97.50712),(43 96.64002),(44 96.85495),(45 95.57783),(46 95.47604),(47 95.51071),(48 95.61202),(49 95.95851),(50 97.02283),(51 95.72263),(52 96.80471),(53 96.538765),(54 96.972496),(55 97.55033),(56 99.26573),(57 97.955666),(58 97.4893),(59 98.74242),(60 98.38084),(61 98.66341),(62 99.240265),(63 97.93338),(64 97.84948),(65 98.78754),(66 97.984695),(67 98.08245),(68 98.12259),(69 97.389694),(70 96.70423),(71 95.99989),(72 96.838394),(73 96.980515),(74 96.16077),(75 96.17644),(76 95.93769),(77 94.84541),(78 94.45822),(79 94.22104),
(1 72.44573),(2 79.07172),(3 82.344345),(4 84.86491),(5 86.64888),(6 86.24689),(7 88.4546),(8 89.438126),(9 89.747116),(10 91.06811),(11 91.84487),(12 92.38147),(13 92.99821),(14 92.625656),(15 91.38412),(16 93.02723),(17 92.65953),(18 94.14023),(19 94.29747),(20 92.96502),(21 94.24104),(22 94.16646),(23 94.4762),(24 95.20504),(25 96.193275),(26 97.02006),(27 97.85259),(28 96.87645),(29 97.50774),(30 98.195854),(31 98.12262),(32 98.89165),(33 100.04851),(34 98.9335),(35 99.64275),(36 99.46339),(37 98.44958),(38 98.49931),(39 99.7221),(40 98.515434),(41 98.32744),(42 98.81739),(43 97.67393),(44 98.07824),(45 97.115295),(46 96.61936),(47 96.18306),(48 94.81967),(49 94.7177),(50 96.63061),(51 95.43965),(52 96.26106),(53 96.77733),(54 95.84929),(55 96.19125),(56 97.67477),(57 96.575066),(58 96.96262),(59 98.208786),(60 98.30818),(61 98.72008),(62 99.2929),(63 96.604996),(64 98.056885),(65 98.63084),(66 97.283226),(67 98.05267),(68 98.03622),(69 96.98082),(70 97.70767),(71 99.08706),(72 97.75044),(73 96.98197),(74 97.040535),(75 96.68412),(76 96.34737),(77 97.27902),(78 97.0445),(79 96.73058),
(1 71.35051),(2 78.10736),(3 81.43276),(4 84.1165),(5 86.6523),(6 86.75055),(7 89.15452),(8 89.51687),(9 90.520485),(10 92.55196),(11 92.6607),(12 92.874466),(13 94.03),(14 93.850235),(15 93.76187),(16 94.83066),(17 95.35839),(18 95.852356),(19 96.845795),(20 96.16095),(21 96.69718),(22 97.65084),(23 97.76845),(24 97.8904),(25 97.936165),(26 97.06154),(27 99.13641),(28 98.41531),(29 98.07959),(30 99.15587),(31 98.79283),(32 99.09233),(33 100.784935),(34 100.270164),(35 100.180855),(36 99.88887),(37 98.720314),(38 98.83663),(39 99.55955),(40 98.09847),(41 98.16187),(42 98.299774),(43 96.953026),(44 98.286156),(45 96.82052),(46 96.39425),(47 95.59212),(48 95.40201),(49 95.65998),(50 95.87273),(51 94.8133),(52 94.69729),(53 96.20216),(54 95.53019),(55 95.60316),(56 95.95881),(57 96.353874),(58 96.48942),(59 97.6028),(60 96.9371),(61 97.754425),(62 98.322075),(63 96.434784),(64 96.444725),(65 97.20617),(66 96.5097),(67 98.11816),(68 97.450134),(69 96.931145),(70 96.96635),(71 96.50234),(72 96.17747),(73 95.893776),(74 96.656845),(75 94.82027),(76 94.69033),(77 94.502914),(78 95.09369),(79 94.581726),
(1 72.253456),(2 78.10332),(3 81.98724),(4 83.458405),(5 84.75585),(6 85.77445),(7 88.01372),(8 87.91148),(9 88.47254),(10 88.93471),(11 89.27381),(12 89.78925),(13 91.13777),(14 91.307335),(15 90.52798),(16 92.03194),(17 90.79048),(18 92.66928),(19 94.15555),(20 92.4344),(21 92.616905),(22 92.68179),(23 94.047455),(24 94.54008),(25 94.66407),(26 96.39097),(27 97.36873),(28 97.001305),(29 97.164955),(30 98.57551),(31 97.22997),(32 98.02405),(33 99.55815),(34 99.01803),(35 98.84022),(36 98.86465),(37 97.550156),(38 98.44784),(39 98.66635),(40 97.265015),(41 96.50577),(42 98.06021),(43 96.40562),(44 97.40061),(45 95.941986),(46 95.28111),(47 95.09461),(48 94.09166),(49 94.28437),(50 95.110405),(51 93.971695),(52 95.285446),(53 95.86438),(54 95.37456),(55 95.62783),(56 95.81722),(57 95.57434),(58 96.07428),(59 96.86681),(60 96.707245),(61 97.32227),(62 97.44597),(63 95.21238),(64 95.812874),(65 96.69465),(66 95.8364),(67 96.58832),(68 95.7597),(69 95.165764),(70 95.17988),(71 94.73968),(72 95.04928),(73 95.09545),(74 94.21691),(75 94.02301),(76 94.314224),(77 93.91115),(78 93.66223),(79 93.62587),
(1 70.38369),(2 76.143456),(3 80.58679),(4 82.19222),(5 83.66277),(6 85.65439),(7 86.9316),(8 87.495514),(9 88.365814),(10 89.42207),(11 88.98737),(12 89.51213),(13 90.8178),(14 90.782745),(15 90.26727),(16 91.37877),(17 89.994736),(18 92.02438),(19 92.93454),(20 92.37722),(21 91.6587),(22 93.11699),(23 93.66074),(24 94.37333),(25 94.834755),(26 95.1971),(27 95.51911),(28 95.1822),(29 95.87193),(30 96.58829),(31 96.13807),(32 96.5127),(33 98.21868),(34 96.559555),(35 96.42276),(36 97.78615),(37 97.25629),(38 96.847755),(39 97.07647),(40 96.544914),(41 96.58934),(42 97.1463),(43 96.62239),(44 97.763466),(45 96.57903),(46 95.238655),(47 96.06892),(48 94.61468),(49 94.776115),(50 95.89844),(51 94.093285),(52 94.85432),(53 95.14886),(54 94.70023),(55 95.00232),(56 96.39676),(57 96.15798),(58 95.88645),(59 97.28324),(60 96.656525),(61 96.333496),(62 97.44885),(63 96.12467),(64 97.24397),(65 97.79775),(66 96.12152),(67 96.853836),(68 96.51902),(69 95.160164),(70 96.135216),(71 95.762505),(72 94.517525),(73 94.86245),(74 95.16404),(75 94.41958),(76 93.76406),(77 94.06632),(78 94.43962),(79 94.560646),
(1 68.70706),(2 74.980705),(3 78.98819),(4 80.37943),(5 81.568085),(6 83.139626),(7 84.32854),(8 85.75655),(9 86.15956),(10 87.153824),(11 86.95748),(12 87.36804),(13 88.91804),(14 88.36811),(15 88.47877),(16 89.97164),(17 90.40213),(18 91.10849),(19 92.007866),(20 91.90254),(21 91.97166),(22 92.46274),(23 93.66996),(24 93.560196),(25 93.5967),(26 94.99234),(27 95.24926),(28 94.81947),(29 95.23364),(30 96.93011),(31 96.57608),(32 96.58048),(33 98.04794),(34 96.5412),(35 95.89721),(36 97.15147),(37 96.90514),(38 95.9392),(39 95.40942),(40 94.30905),(41 93.67153),(42 94.71481),(43 92.66785),(44 93.12591),(45 92.39562),(46 91.75228),(47 91.97244),(48 91.92337),(49 91.518364),(50 93.244415),(51 92.765205),(52 92.92399),(53 94.02428),(54 94.53844),(55 94.62952),(56 95.02084),(57 94.367676),(58 93.98143),(59 95.62541),(60 95.125885),(61 95.22107),(62 95.1198),(63 94.42089),(64 94.027176),(65 94.51173),(66 94.13398),(67 93.58218),(68 93.591064),(69 92.43791),(70 93.379684),(71 92.323395),(72 92.90226),(73 92.66978),(74 92.44613),(75 91.852264),(76 91.59464),(77 91.775734),(78 91.96267),(79 91.5323),
