1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 69.53593),(2 76.29003),(3 79.66786),(4 82.9015),(5 83.86229),(6 84.493805),(7 87.07764),(8 87.72831),(9 89.02556),(10 89.807365),(11 88.26326),(12 88.60355),(13 89.58011),(14 90.02194),(15 90.21963),(16 90.70328),(17 92.0052),(18 92.13179),(19 92.3604),(20 92.757706),(21 92.88615),(22 93.509766),(23 93.72488),(24 94.00734),(25 94.648384),(26 95.44596),(27 96.32898),(28 96.56577),(29 96.214615),(30 97.015144),(31 97.030594),(32 97.604294),(33 98.92826),(34 97.12746),(35 97.30417),(36 97.95651),(37 97.1448),(38 96.93886),(39 97.348625),(40 96.35167),(41 96.222725),(42 96.76538),(43 95.21467),(44 95.26817),(45 94.161285),(46 93.49201),(47 93.10247),(48 92.336266),(49 92.25195),(50 94.19689),(51 94.43632),(52 94.19341),(53 93.75524),(54 94.05032),(55 95.02301),(56 95.147865),(57 95.75429),(58 95.734055),(59 97.43985),(60 96.27649),(61 95.71702),(62 96.489815),(63 95.88097),(64 95.851746),(65 96.34883),(66 96.65725),(67 96.22576),(68 96.80745),(69 95.60599),(70 95.77086),(71 95.139946),(72 94.23628),(73 94.22454),(74 94.62365),(75 93.17027),(76 94.184425),(77 93.74042),(78 94.09585),(79 93.94752),
(1 69.331055),(2 74.99862),(3 78.66219),(4 80.99347),(5 81.55902),(6 82.59312),(7 85.21478),(8 85.43097),(9 86.13936),(10 87.7818),(11 87.56687),(12 87.849976),(13 88.69532),(14 88.12605),(15 88.24136),(16 89.445015),(17 90.51483),(18 90.04639),(19 91.19161),(20 90.729744),(21 91.01787),(22 92.31845),(23 91.79661),(24 91.31342),(25 91.40025),(26 92.77229),(27 93.64078),(28 93.338425),(29 92.81859),(30 95.14689),(31 94.12975),(32 94.01611),(33 95.57807),(34 94.342705),(35 95.095505),(36 94.77924),(37 94.18764),(38 95.27753),(39 95.2025),(40 94.31945),(41 93.98293),(42 95.12778),(43 93.03192),(44 94.51359),(45 93.25606),(46 92.23522),(47 92.77392),(48 91.62625),(49 91.611404),(50 93.01768),(51 92.48727),(52 92.10861),(53 93.37186),(54 92.87331),(55 93.43145),(56 93.41984),(57 94.61145),(58 94.02701),(59 95.005),(60 93.86337),(61 93.77779),(62 94.6373),(63 93.06412),(64 93.45093),(65 93.87844),(66 94.75574),(67 94.476814),(68 93.80293),(69 93.35432),(70 93.60053),(71 93.55357),(72 92.71545),(73 93.594406),(74 93.43171),(75 92.54117),(76 93.2481),(77 92.425255),(78 92.717155),(79 92.44267),
(1 69.595314),(2 76.48982),(3 79.60217),(4 82.070786),(5 83.068504),(6 84.31079),(7 87.41327),(8 87.93076),(9 88.02406),(10 89.8628),(11 89.595184),(12 89.60809),(13 91.2567),(14 91.154594),(15 90.848236),(16 91.061),(17 91.55231),(18 91.432594),(19 92.858315),(20 92.52177),(21 91.363266),(22 92.01883),(23 92.42507),(24 93.8356),(25 92.42442),(26 93.40729),(27 94.05462),(28 94.424866),(29 94.11263),(30 95.67209),(31 94.70699),(32 95.43575),(33 96.5035),(34 96.1242),(35 96.13036),(36 95.74917),(37 93.87387),(38 94.20527),(39 95.20302),(40 93.84168),(41 93.98935),(42 94.416725),(43 93.004875),(44 93.24636),(45 91.83047),(46 92.15844),(47 91.52864),(48 90.69385),(49 91.19252),(50 91.608246),(51 91.1233),(52 91.30314),(53 92.28344),(54 91.162674),(55 92.65431),(56 92.67541),(57 93.49286),(58 93.34493),(59 94.46307),(60 93.8443),(61 94.50954),(62 96.028366),(63 94.26398),(64 94.14031),(65 94.202065),(66 93.6993),(67 93.78509),(68 94.11709),(69 92.8198),(70 92.521095),(71 92.48912),(72 91.81408),(73 92.5591),(74 92.5072),(75 91.809),(76 92.29146),(77 92.25131),(78 91.64086),(79 92.38178),
(1 69.67486),(2 76.04857),(3 78.602585),(4 80.9332),(5 82.74934),(6 83.35616),(7 85.60489),(8 86.05358),(9 86.60442),(10 88.115654),(11 87.729416),(12 87.78587),(13 89.16288),(14 89.30919),(15 89.34847),(16 89.99328),(17 90.69987),(18 90.72103),(19 91.28566),(20 90.47026),(21 91.34701),(22 91.97998),(23 92.28181),(24 92.29852),(25 92.95592),(26 93.245094),(27 93.39687),(28 93.618454),(29 93.93517),(30 95.689964),(31 94.05893),(32 94.224266),(33 95.58227),(34 95.72388),(35 95.54289),(36 96.70293),(37 95.615974),(38 95.24917),(39 95.21077),(40 94.13614),(41 93.55435),(42 94.51049),(43 93.478775),(44 93.62669),(45 92.929405),(46 93.316666),(47 93.24877),(48 91.12872),(49 91.24344),(50 92.45598),(51 92.26798),(52 92.15905),(53 92.09238),(54 91.34932),(55 92.42661),(56 93.14466),(57 92.51861),(58 92.72116),(59 93.212906),(60 93.265114),(61 93.73563),(62 94.5258),(63 93.6117),(64 93.366936),(65 93.38443),(66 93.96821),(67 93.73338),(68 93.99706),(69 93.22767),(70 93.61212),(71 93.83305),(72 92.32026),(73 92.72297),(74 92.28553),(75 91.964775),(76 92.84032),(77 92.13392),(78 91.360466),(79 92.31628),
(1 67.899895),(2 74.10745),(3 77.33225),(4 79.73598),(5 80.01871),(6 81.87261),(7 84.399666),(8 85.3025),(9 85.579414),(10 86.44851),(11 86.12897),(12 87.023926),(13 87.75633),(14 87.71451),(15 87.89123),(16 88.83497),(17 89.63929),(18 90.103935),(19 90.65579),(20 89.470604),(21 89.91242),(22 90.974884),(23 91.69576),(24 90.91487),(25 90.88169),(26 91.55228),(27 92.27877),(28 92.50819),(29 92.2816),(30 93.38124),(31 93.25147),(32 93.74191),(33 94.3269),(34 94.28037),(35 93.658424),(36 94.48572),(37 93.58195),(38 92.93769),(39 93.57554),(40 92.63401),(41 91.761215),(42 92.54339),(43 91.89511),(44 92.13561),(45 90.85375),(46 90.12907),(47 89.820625),(48 88.24114),(49 88.32792),(50 90.14985),(51 89.79525),(52 89.83502),(53 90.98684),(54 90.99888),(55 91.8741),(56 91.743576),(57 91.02965),(58 91.45526),(59 92.61007),(60 91.167656),(61 92.245476),(62 92.642845),(63 91.54999),(64 91.90823),(65 91.8978),(66 91.692375),(67 91.92357),(68 91.24321),(69 91.353325),(70 91.610664),(71 91.55392),(72 91.740105),(73 91.0957),(74 90.594475),(75 90.1612),(76 91.406364),(77 91.58073),(78 92.44379),(79 92.36773),
(1 67.2943),(2 74.019844),(3 77.35679),(4 79.56782),(5 80.68411),(6 82.39652),(7 84.31047),(8 84.60122),(9 85.08473),(10 85.50644),(11 85.61216),(12 86.434105),(13 87.83884),(14 87.86393),(15 88.23567),(16 88.05925),(17 89.5515),(18 89.48797),(19 89.88184),(20 89.65108),(21 89.27684),(22 90.41334),(23 90.59168),(24 90.84749),(25 90.54269),(26 90.864235),(27 92.37604),(28 92.26871),(29 92.47165),(30 93.15532),(31 92.980865),(32 93.58871),(33 94.15559),(34 93.60661),(35 93.55588),(36 94.58087),(37 93.18737),(38 93.1178),(39 93.83562),(40 91.54403),(41 91.64248),(42 92.27281),(43 89.446304),(44 91.09847),(45 90.77625),(46 90.46606),(47 90.53727),(48 89.15467),(49 89.85978),(50 90.696976),(51 89.98209),(52 90.18194),(53 90.76716),(54 90.0909),(55 90.10653),(56 90.97127),(57 91.07901),(58 91.24096),(59 92.727104),(60 91.34227),(61 92.50523),(62 92.36578),(63 91.745514),(64 92.25347),(65 92.316986),(66 92.2961),(67 91.8994),(68 91.275),(69 90.53032),(70 91.16868),(71 91.160995),(72 91.69593),(73 91.23456),(74 90.845764),(75 89.88561),(76 89.848145),(77 90.79234),(78 91.0404),(79 90.812744),
(1 66.53148),(2 72.67745),(3 76.70237),(4 79.65322),(5 80.29162),(6 81.982155),(7 83.97806),(8 83.57435),(9 84.47982),(10 85.16547),(11 85.0341),(12 85.36177),(13 86.53342),(14 85.66316),(15 85.28597),(16 85.982956),(17 87.36452),(18 87.947975),(19 89.32478),(20 88.776),(21 89.73035),(22 89.945656),(23 89.42629),(24 89.73633),(25 88.54799),(26 89.9611),(27 90.8767),(28 91.046486),(29 91.13539),(30 92.69979),(31 92.60971),(32 92.71236),(33 93.23257),(34 92.84311),(35 92.81173),(36 93.784874),(37 92.44488),(38 92.33493),(39 91.870636),(40 90.455956),(41 91.25629),(42 91.34392),(43 89.760895),(44 90.069695),(45 88.901634),(46 88.96099),(47 89.36992),(48 88.41825),(49 88.7282),(50 89.977615),(51 89.185165),(52 89.838776),(53 90.80514),(54 90.14158),(55 91.27803),(56 90.92679),(57 90.64757),(58 90.23145),(59 91.19302),(60 90.68848),(61 91.52644),(62 91.655334),(63 91.321304),(64 92.01388),(65 91.88428),(66 92.27903),(67 92.430046),(68 92.288284),(69 91.04003),(70 91.51083),(71 90.7137),(72 90.37925),(73 90.04942),(74 89.671265),(75 89.195724),(76 90.04896),(77 91.21044),(78 89.71769),(79 90.36982),
(1 65.51607),(2 73.22409),(3 75.92773),(4 79.08584),(5 80.351204),(6 81.97346),(7 84.399956),(8 84.822754),(9 85.672386),(10 86.37819),(11 86.14258),(12 86.51064),(13 88.163315),(14 87.25855),(15 87.36231),(16 88.041695),(17 87.59486),(18 88.50679),(19 89.52841),(20 90.1333),(21 90.264694),(22 91.37347),(23 90.80348),(24 91.41193),(25 91.1583),(26 91.28286),(27 92.87105),(28 92.70304),(29 93.65526),(30 94.636024),(31 94.42932),(32 94.36664),(33 95.12443),(34 94.59033),(35 93.80103),(36 94.33576),(37 92.59206),(38 93.261925),(39 94.32828),(40 93.587814),(41 93.1764),(42 94.17391),(43 91.52089),(44 92.50477),(45 91.28136),(46 90.805305),(47 90.91943),(48 89.53153),(49 89.65297),(50 89.97964),(51 89.038795),(52 89.83447),(53 90.43837),(54 88.991936),(55 89.75245),(56 90.44361),(57 90.249725),(58 90.86312),(59 92.04395),(60 90.67072),(61 91.17232),(62 91.506485),(63 90.688614),(64 90.68232),(65 90.66234),(66 90.560814),(67 91.16323),(68 90.60752),(69 89.55219),(70 90.35843),(71 89.58701),(72 89.475426),(73 89.429955),(74 89.522804),(75 89.07128),(76 89.04069),(77 88.85417),(78 88.68562),(79 88.96085),
(1 65.76107),(2 72.71034),(3 76.643745),(4 79.12599),(5 80.31178),(6 81.585434),(7 82.861664),(8 83.37344),(9 83.8741),(10 84.3217),(11 83.9353),(12 85.34403),(13 86.152985),(14 85.9981),(15 86.11674),(16 87.23532),(17 87.44061),(18 87.691414),(19 88.82313),(20 89.3282),(21 88.5602),(22 89.02568),(23 89.363495),(24 88.92927),(25 89.24214),(26 90.21241),(27 91.41541),(28 91.12501),(29 91.73782),(30 92.73758),(31 92.15626),(32 91.94221),(33 92.90327),(34 91.93877),(35 91.584435),(36 93.08118),(37 91.30363),(38 91.589424),(39 92.374306),(40 90.65041),(41 89.94825),(42 90.39991),(43 90.018814),(44 89.788704),(45 89.71626),(46 88.230034),(47 89.04608),(48 88.28623),(49 88.712715),(50 89.59736),(51 88.93106),(52 90.26204),(53 90.3855),(54 89.8102),(55 90.270226),(56 90.96376),(57 90.59501),(58 91.22416),(59 92.22897),(60 91.47972),(61 91.825294),(62 92.4843),(63 91.69438),(64 91.08357),(65 92.0045),(66 92.33465),(67 91.136696),(68 90.7938),(69 89.80363),(70 90.74409),(71 90.68926),(72 90.20888),(73 89.72324),(74 89.53828),(75 88.751144),(76 89.49262),(77 89.26856),(78 89.05568),(79 89.5125),
(1 67.10793),(2 73.55896),(3 75.652916),(4 79.02248),(5 81.19938),(6 82.56871),(7 83.94068),(8 84.18917),(9 84.797035),(10 85.38369),(11 85.52248),(12 84.78849),(13 86.40894),(14 86.739395),(15 86.67234),(16 87.96614),(17 88.13282),(18 88.784004),(19 90.104935),(20 89.873375),(21 89.96622),(22 90.66331),(23 90.68998),(24 90.41687),(25 90.48522),(26 90.83293),(27 91.87603),(28 91.76973),(29 91.70773),(30 92.13574),(31 91.552414),(32 92.3303),(33 93.964745),(34 92.3882),(35 92.79657),(36 92.81954),(37 91.92256),(38 91.08277),(39 91.74682),(40 90.434166),(41 90.49015),(42 91.53428),(43 89.84841),(44 90.911934),(45 89.33665),(46 88.46932),(47 88.45572),(48 87.12489),(49 87.530594),(50 87.983536),(51 87.5383),(52 88.19424),(53 88.99928),(54 88.22263),(55 87.711914),(56 88.78555),(57 88.573845),(58 90.81327),(59 91.97797),(60 90.575096),(61 90.72509),(62 90.82917),(63 90.13638),(64 90.52335),(65 90.008644),(66 91.218666),(67 90.88486),(68 90.142136),(69 89.633064),(70 89.00458),(71 89.653885),(72 89.84951),(73 89.32649),(74 89.877014),(75 88.69805),(76 87.73643),(77 87.79291),(78 87.29625),(79 86.895874),
(1 65.63035),(2 71.54448),(3 74.8924),(4 76.91008),(5 79.12003),(6 79.401596),(7 81.24668),(8 81.61395),(9 82.12863),(10 82.217834),(11 82.87675),(12 84.341736),(13 84.83677),(14 84.33651),(15 84.08373),(16 85.75907),(17 85.2435),(18 85.47051),(19 86.46114),(20 86.61235),(21 86.572014),(22 88.035446),(23 88.077736),(24 87.55837),(25 87.400604),(26 88.44827),(27 90.33162),(28 90.03352),(29 90.64465),(30 90.75624),(31 89.95732),(32 89.36746),(33 92.4023),(34 90.56841),(35 91.14802),(36 91.45174),(37 90.39846),(38 89.749405),(39 90.77821),(40 90.37714),(41 89.49071),(42 89.89503),(43 88.478096),(44 88.70295),(45 87.0275),(46 86.883804),(47 87.64765),(48 85.56246),(49 86.22903),(50 86.89498),(51 86.62501),(52 86.747055),(53 86.77373),(54 86.839386),(55 87.19959),(56 88.30509),(57 87.759995),(58 89.51278),(59 90.47842),(60 89.46734),(61 89.924225),(62 90.455795),(63 90.264206),(64 90.73428),(65 90.560135),(66 90.48107),(67 90.125206),(68 89.81976),(69 89.551384),(70 88.705795),(71 88.61055),(72 88.88037),(73 88.28122),(74 88.303215),(75 87.184166),(76 87.87258),(77 88.02765),(78 87.271355),(79 87.61912),
(1 64.80518),(2 71.883736),(3 75.17593),(4 77.61223),(5 79.62386),(6 81.2893),(7 82.59236),(8 82.57614),(9 82.32198),(10 84.0374),(11 82.90515),(12 84.128075),(13 84.95111),(14 85.26013),(15 84.91948),(16 86.07259),(17 85.87099),(18 86.07961),(19 87.59565),(20 86.85726),(21 87.22958),(22 88.52098),(23 89.390656),(24 88.68084),(25 89.48209),(26 90.1363),(27 90.61066),(28 90.32943),(29 91.24521),(30 91.8018),(31 90.11407),(32 91.4094),(33 93.15684),(34 92.04324),(35 91.81534),(36 91.949745),(37 90.83089),(38 90.66754),(39 91.40913),(40 89.92576),(41 89.52157),(42 88.844345),(43 87.93203),(44 88.378044),(45 87.01722),(46 87.0088),(47 87.66269),(48 87.13772),(49 87.02008),(50 87.495766),(51 87.497696),(52 87.717224),(53 88.87582),(54 88.6771),(55 88.33221),(56 88.9974),(57 88.968285),(58 90.09807),(59 91.47622),(60 90.21033),(61 90.557915),(62 90.856926),(63 91.020874),(64 90.303635),(65 91.233376),(66 90.848885),(67 91.20041),(68 90.29316),(69 89.18627),(70 88.680084),(71 87.81403),(72 87.44527),(73 87.18907),(74 87.22912),(75 85.86527),(76 87.06935),(77 87.995415),(78 88.02726),(79 87.696045),
(1 64.36708),(2 72.13579),(3 75.19972),(4 78.028854),(5 79.72604),(6 80.60237),(7 82.59303),(8 83.08004),(9 83.86566),(10 85.66747),(11 85.18608),(12 86.52708),(13 86.62934),(14 85.251724),(15 86.18182),(16 87.539566),(17 87.19495),(18 87.34376),(19 88.68666),(20 88.26717),(21 89.09717),(22 89.12642),(23 90.045044),(24 90.12347),(25 91.11839),(26 90.94859),(27 92.45938),(28 91.48526),(29 92.581505),(30 92.38498),(31 91.33929),(32 92.832054),(33 93.63424),(34 92.3364),(35 92.02002),(36 93.54828),(37 91.81991),(38 91.621635),(39 91.923195),(40 91.55885),(41 91.486015),(42 92.13489),(43 91.01276),(44 90.80473),(45 89.05904),(46 88.97974),(47 89.23614),(48 88.057884),(49 88.219284),(50 89.04075),(51 88.53714),(52 89.0737),(53 89.74745),(54 88.55174),(55 87.99159),(56 88.32864),(57 89.29452),(58 90.24304),(59 90.274216),(60 90.26256),(61 89.75115),(62 90.86357),(63 90.58551),(64 91.03741),(65 90.51739),(66 90.755264),(67 90.459145),(68 89.66775),(69 89.43136),(70 89.16919),(71 89.11939),(72 87.794304),(73 87.90131),(74 87.74291),(75 86.78801),(76 87.6255),(77 87.998344),(78 87.20475),(79 87.636444),
(1 63.97643),(2 71.73333),(3 75.5646),(4 77.73169),(5 79.83),(6 80.011795),(7 82.70378),(8 83.35174),(9 83.323105),(10 84.31856),(11 84.00899),(12 83.97675),(13 85.686356),(14 84.57398),(15 84.81622),(16 86.25816),(17 86.39686),(18 86.76085),(19 86.676575),(20 86.05634),(21 86.6552),(22 87.40781),(23 88.28948),(24 88.25182),(25 88.05977),(26 88.70363),(27 90.243324),(28 89.4761),(29 90.16088),(30 91.00891),(31 90.40511),(32 91.150505),(33 91.73515),(34 92.120224),(35 91.86573),(36 92.082275),(37 91.46877),(38 90.754005),(39 90.30915),(40 90.44583),(41 90.03591),(42 89.63004),(43 88.50091),(44 88.880585),(45 87.773),(46 88.507675),(47 88.472786),(48 86.99654),(49 88.06695),(50 89.00245),(51 87.71165),(52 87.99178),(53 88.608986),(54 88.90119),(55 87.43328),(56 88.3261),(57 88.27797),(58 88.12339),(59 89.64074),(60 89.942474),(61 89.54031),(62 90.26585),(63 89.5803),(64 90.062546),(65 90.379944),(66 89.6189),(67 89.77812),(68 89.14005),(69 88.60452),(70 89.50281),(71 87.84453),(72 87.72961),(73 87.64077),(74 87.95784),(75 87.428276),(76 86.70121),(77 87.8581),(78 88.14442),(79 87.598816),
(1 64.68046),(2 71.21225),(3 75.64744),(4 78.46093),(5 79.66671),(6 80.25155),(7 81.89919),(8 82.11959),(9 83.39269),(10 83.53485),(11 83.76562),(12 84.166405),(13 85.0526),(14 84.85112),(15 85.03822),(16 85.00876),(17 85.49292),(18 85.22125),(19 86.9969),(20 86.1815),(21 86.709015),(22 86.11573),(23 86.72636),(24 87.17006),(25 86.83727),(26 88.2118),(27 89.04009),(28 88.15531),(29 89.07557),(30 89.48235),(31 88.89968),(32 88.88673),(33 89.74551),(34 90.03822),(35 89.08349),(36 89.85145),(37 89.17687),(38 89.43949),(39 90.360916),(40 89.37949),(41 89.39046),(42 89.69694),(43 88.7076),(44 88.57005),(45 87.20693),(46 86.31679),(47 86.4383),(48 85.78416),(49 86.13322),(50 87.31046),(51 87.12378),(52 86.96594),(53 87.99944),(54 86.66439),(55 87.03306),(56 87.6191),(57 87.93741),(58 87.89485),(59 88.83632),(60 88.33336),(61 89.08936),(62 88.765305),(63 88.26623),(64 89.63574),(65 89.78858),(66 89.40235),(67 89.56319),(68 89.59653),(69 88.23399),(70 88.25997),(71 87.634766),(72 87.00446),(73 87.63624),(74 86.854),(75 86.54427),(76 86.29219),(77 86.539734),(78 86.52321),(79 86.89672),
(1 63.638683),(2 71.21362),(3 74.441574),(4 77.49231),(5 79.35009),(6 79.3805),(7 81.093925),(8 81.37461),(9 82.56988),(10 82.77292),(11 83.72887),(12 83.273315),(13 85.06118),(14 85.5438),(15 85.01718),(16 85.74405),(17 86.25023),(18 86.10423),(19 87.13545),(20 85.96956),(21 86.41288),(22 86.79638),(23 86.75661),(24 86.620865),(25 86.520454),(26 87.35972),(27 88.07581),(28 88.48148),(29 88.67911),(30 89.502205),(31 89.821686),(32 90.067535),(33 90.00191),(34 90.045845),(35 89.12158),(36 89.47261),(37 89.51091),(38 88.20532),(39 88.49119),(40 87.100655),(41 87.745285),(42 88.33356),(43 87.319664),(44 88.408264),(45 87.80071),(46 85.91813),(47 86.67247),(48 85.02275),(49 85.79234),(50 86.483),(51 85.969666),(52 86.874176),(53 87.611824),(54 86.74841),(55 86.745514),(56 88.194496),(57 87.82984),(58 87.574036),(59 88.908745),(60 87.746284),(61 87.75592),(62 88.709854),(63 88.07746),(64 87.65596),(65 88.16245),(66 87.72958),(67 88.30726),(68 88.66272),(69 87.70553),(70 86.8662),(71 86.952515),(72 86.078),(73 86.32169),(74 85.52829),(75 84.88233),(76 85.13995),(77 85.44412),(78 86.3286),(79 86.22946),
(1 63.90334),(2 70.08103),(3 73.98585),(4 76.20098),(5 77.24766),(6 77.64607),(7 79.04494),(8 80.15786),(9 80.30338),(10 81.843765),(11 81.89819),(12 82.21907),(13 83.147095),(14 83.31522),(15 83.371735),(16 83.8361),(17 84.40069),(18 85.09712),(19 86.057526),(20 85.15181),(21 85.52566),(22 86.305824),(23 85.84301),(24 85.56546),(25 86.242195),(26 87.55925),(27 88.306015),(28 88.46986),(29 88.5332),(30 89.51364),(31 89.504616),(32 88.9492),(33 90.449776),(34 89.39121),(35 88.982285),(36 90.35057),(37 89.16246),(38 89.249565),(39 89.08613),(40 88.5454),(41 87.88835),(42 89.02964),(43 87.01361),(44 88.89959),(45 87.584854),(46 86.18328),(47 85.63438),(48 85.56633),(49 84.84666),(50 85.46875),(51 86.10727),(52 86.49779),(53 87.070816),(54 85.54341),(55 86.572334),(56 86.41365),(57 87.07861),(58 86.172356),(59 88.77904),(60 87.55449),(61 87.08673),(62 88.13596),(63 86.67388),(64 87.233086),(65 86.99076),(66 87.46028),(67 87.83559),(68 87.30862),(69 86.103386),(70 86.725266),(71 86.2327),(72 85.37876),(73 85.152626),(74 84.696655),(75 84.52038),(76 84.32273),(77 84.49511),(78 84.88151),(79 85.50741),
(1 64.374306),(2 72.87786),(3 75.75934),(4 79.22943),(5 80.01845),(6 80.72954),(7 82.36351),(8 83.16138),(9 83.08782),(10 84.550064),(11 84.201004),(12 84.84341),(13 85.95086),(14 86.54736),(15 87.1168),(16 86.738846),(17 86.64271),(18 87.21682),(19 87.70418),(20 87.364746),(21 87.922615),(22 88.26761),(23 88.2601),(24 88.79113),(25 88.50234),(26 89.19998),(27 90.370926),(28 89.84882),(29 90.348946),(30 90.78218),(31 91.52604),(32 90.63309),(33 93.02),(34 91.974266),(35 91.777695),(36 92.13907),(37 91.43805),(38 91.373505),(39 91.58023),(40 90.41411),(41 89.888855),(42 90.677475),(43 89.30168),(44 90.60859),(45 88.15987),(46 87.56128),(47 88.05761),(48 87.47431),(49 87.10275),(50 88.613976),(51 89.05012),(52 89.22356),(53 89.118965),(54 88.39712),(55 88.02666),(56 88.5796),(57 88.74705),(58 88.98404),(59 90.215614),(60 90.27341),(61 89.3146),(62 89.83283),(63 89.179146),(64 89.575935),(65 89.32136),(66 90.02023),(67 90.625565),(68 89.74693),(69 89.28502),(70 88.72054),(71 88.76029),(72 88.16026),(73 87.74457),(74 87.38242),(75 86.797005),(76 87.25462),(77 87.06364),(78 87.30715),(79 88.19529),
