1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 241143.3),(2 797311.7),(3 1565499.1),(4 2482456.8),(5 3547232.8),(6 4565589),(7 5519220.5),(8 6338905.5),(9 6974606.5),(10 7430843.5),(11 7863196.5),(12 8208728),(13 8455673),(14 8348529.5),(15 8032759.5),(16 7968920),(17 8159429.5),(18 7907617.5),(19 7399996.5),(20 7130688.5),(21 7088966.5),(22 7278935.5),(23 7601120),(24 7868096),(25 8400692),(26 8808971),(27 9072301),(28 9424925),(29 9639621),(30 9632455),(31 9598157),(32 9536704),(33 9465681),(34 9526344),(35 9575504),(36 9346929),(37 9292525),(38 9462811),(39 9719731),(40 9719693),(41 9844804),(42 10212411),(43 10596291),(44 11027269),(45 11429881),(46 11672509),(47 11851204),(48 11941477),(49 12036479),(50 12051923),(51 11844893),(52 11444304),(53 10948449),(54 10431696),(55 9846453),(56 9166908),(57 8584295),(58 8101682.5),(59 7953189.5),(60 7922650.5),(61 8033942.5),(62 8117508),(63 7989794.5),(64 8001716),(65 8309319.5),(66 8610626),(67 8825893),(68 8861380),(69 9035886),(70 9073899),(71 8958543),(72 8989535),(73 9206873),(74 9506874),(75 9657632),(76 9600233),(77 9480003),(78 9260565),(79 9158085),
(1 47.972076),(2 52.2114),(3 54.32194),(4 55.942135),(5 56.96112),(6 57.414196),(7 57.621845),(8 57.886753),(9 58.03233),(10 58.273075),(11 59.14211),(12 59.04583),(13 60.410492),(14 59.82774),(15 59.24379),(16 59.323822),(17 60.031815),(18 59.524715),(19 59.611046),(20 58.89445),(21 59.471786),(22 59.362923),(23 60.07327),(24 60.417995),(25 60.260757),(26 60.233673),(27 60.086655),(28 60.200912),(29 60.706615),(30 61.202717),(31 60.96283),(32 60.655266),(33 60.709637),(34 60.46612),(35 60.437195),(36 61.055237),(37 61.10134),(38 61.349354),(39 60.86179),(40 60.695164),(41 61.440754),(42 61.61349),(43 62.07252),(44 62.23791),(45 62.73727),(46 61.526985),(47 61.722305),(48 61.151867),(49 62.306393),(50 62.70965),(51 60.855038),(52 60.620613),(53 61.519096),(54 61.474438),(55 60.76661),(56 61.17098),(57 61.944588),(58 61.24859),(59 62.222275),(60 61.174084),(61 60.814854),(62 62.030884),(63 60.92534),(64 60.950447),(65 60.9999),(66 59.569702),(67 60.4344),(68 60.02327),(69 60.1538),(70 59.79307),(71 60.460983),(72 59.397827),(73 60.434135),(74 61.442867),(75 61.24837),(76 60.719456),(77 61.368465),(78 60.390144),(79 60.837124),
(1 47.66957),(2 52.457077),(3 55.409267),(4 56.214695),(5 55.864796),(6 57.33143),(7 57.90696),(8 57.83841),(9 58.596424),(10 58.50096),(11 58.757706),(12 59.198196),(13 59.716915),(14 60.324078),(15 59.588947),(16 59.476406),(17 60.04793),(18 60.182377),(19 60.5858),(20 59.758385),(21 59.307594),(22 58.498398),(23 59.08526),(24 60.396072),(25 60.80443),(26 61.08759),(27 61.069458),(28 60.660404),(29 60.327152),(30 60.054817),(31 61.426388),(32 60.812122),(33 60.896282),(34 61.111446),(35 61.094185),(36 61.096153),(37 61.547066),(38 61.506027),(39 62.185654),(40 61.276802),(41 61.476788),(42 61.448895),(43 61.817665),(44 62.365345),(45 62.853138),(46 62.638958),(47 62.563133),(48 62.310215),(49 63.55139),(50 64.1995),(51 62.736355),(52 62.33684),(53 62.153755),(54 62.78955),(55 62.548046),(56 61.752747),(57 62.96681),(58 62.388626),(59 62.58955),(60 61.768265),(61 60.92467),(62 61.642838),(63 61.41798),(64 61.61645),(65 61.573414),(66 60.811623),(67 61.899654),(68 60.75875),(69 60.982338),(70 60.740902),(71 60.6996),(72 60.21114),(73 61.40181),(74 61.616116),(75 61.065166),(76 61.04819),(77 61.646675),(78 61.74305),(79 61.758602),
(1 45.246353),(2 50.243145),(3 51.81098),(4 53.020416),(5 54.24001),(6 54.74341),(7 55.048508),(8 55.419277),(9 55.01931),(10 54.71644),(11 55.269997),(12 55.75079),(13 56.73383),(14 56.87758),(15 56.73004),(16 56.105648),(17 57.313236),(18 56.99271),(19 57.15456),(20 56.66329),(21 56.42474),(22 56.517746),(23 56.877636),(24 56.955254),(25 56.912857),(26 56.519215),(27 56.752483),(28 56.19992),(29 56.73876),(30 56.729637),(31 57.345806),(32 57.082462),(33 57.094795),(34 57.402058),(35 58.24461),(36 57.202316),(37 57.905834),(38 57.479126),(39 57.123837),(40 57.324455),(41 57.527515),(42 58.307487),(43 58.87243),(44 58.734276),(45 59.38609),(46 58.164795),(47 59.8873),(48 58.900757),(49 59.63164),(50 59.868008),(51 58.920105),(52 58.066948),(53 57.76527),(54 57.68799),(55 57.97414),(56 57.66672),(57 58.52506),(58 57.74189),(59 57.945957),(60 58.725044),(61 58.81854),(62 58.62879),(63 57.91586),(64 57.721024),(65 57.248497),(66 56.895412),(67 57.608414),(68 57.526382),(69 57.166237),(70 56.19756),(71 56.167065),(72 56.85619),(73 57.312164),(74 57.155907),(75 57.00213),(76 56.936844),(77 57.578625),(78 57.720837),(79 57.83207),
(1 46.225323),(2 51.19719),(3 54.242035),(4 54.47089),(5 55.826458),(6 56.28355),(7 56.545414),(8 56.832836),(9 57.27727),(10 57.266716),(11 57.006603),(12 57.55184),(13 58.804573),(14 57.862144),(15 57.643764),(16 58.176598),(17 58.975952),(18 58.86498),(19 59.07467),(20 57.96389),(21 57.75692),(22 58.135727),(23 58.590557),(24 58.90238),(25 59.870033),(26 58.730953),(27 58.920124),(28 58.940735),(29 58.936436),(30 59.11631),(31 59.611473),(32 58.900227),(33 59.157887),(34 58.74049),(35 58.77321),(36 58.71181),(37 59.522465),(38 59.148613),(39 59.385715),(40 58.886177),(41 59.49798),(42 59.98132),(43 60.159363),(44 59.744194),(45 60.771194),(46 60.49146),(47 61.989147),(48 61.16585),(49 61.041958),(50 61.076256),(51 60.705093),(52 60.68379),(53 59.746655),(54 60.303288),(55 60.364677),(56 60.603374),(57 61.030426),(58 60.69857),(59 61.02052),(60 60.803593),(61 60.99477),(62 60.31052),(63 60.13306),(64 59.23946),(65 59.71142),(66 59.018173),(67 60.013218),(68 59.560085),(69 59.042168),(70 59.193165),(71 59.45102),(72 59.835037),(73 60.960125),(74 60.303562),(75 60.473003),(76 60.310696),(77 60.613968),(78 60.297623),(79 60.522015),
(1 44.76693),(2 50.254463),(3 52.77633),(4 52.768467),(5 53.734047),(6 54.256035),(7 54.86935),(8 55.295013),(9 55.261887),(10 55.051334),(11 55.517986),(12 55.98037),(13 57.027077),(14 56.867035),(15 56.374443),(16 56.7253),(17 56.892296),(18 56.017616),(19 57.52663),(20 56.983753),(21 55.982697),(22 56.20075),(23 56.895405),(24 57.4588),(25 58.00008),(26 57.044605),(27 57.469265),(28 56.779175),(29 56.938843),(30 56.945683),(31 57.725986),(32 57.096878),(33 57.56585),(34 57.175217),(35 57.385864),(36 57.18234),(37 57.74791),(38 57.699127),(39 57.860382),(40 57.50436),(41 57.720066),(42 57.86149),(43 58.810535),(44 58.505604),(45 58.86522),(46 59.29853),(47 59.973885),(48 59.23084),(49 60.22562),(50 59.954605),(51 60.203938),(52 60.06924),(53 59.602516),(54 59.495144),(55 60.495518),(56 60.146942),(57 60.07554),(58 59.54002),(59 60.29739),(60 58.94114),(61 59.63405),(62 59.603157),(63 59.298157),(64 59.406918),(65 59.187862),(66 59.278893),(67 58.795246),(68 58.29887),(69 59.07721),(70 57.95577),(71 58.626534),(72 58.447998),(73 59.012222),(74 58.647556),(75 59.113308),(76 59.3024),(77 59.2597),(78 59.02609),(79 58.231815),
(1 44.389725),(2 49.428703),(3 51.899265),(4 53.401237),(5 54.190395),(6 54.783966),(7 55.78201),(8 56.525146),(9 55.55516),(10 55.78857),(11 55.36929),(12 56.77758),(13 57.70671),(14 57.239555),(15 57.108627),(16 56.76667),(17 57.4049),(18 57.665867),(19 57.351738),(20 56.979694),(21 57.02571),(22 57.23104),(23 57.571297),(24 57.24985),(25 57.837997),(26 57.070995),(27 56.375732),(28 56.24571),(29 56.640877),(30 57.13169),(31 57.828083),(32 57.530804),(33 57.817715),(34 57.23941),(35 57.95853),(36 57.189682),(37 58.563183),(38 57.992634),(39 57.979465),(40 58.315174),(41 58.4398),(42 58.31706),(43 58.849247),(44 58.976234),(45 58.056374),(46 58.25712),(47 60.02094),(48 59.505085),(49 60.158607),(50 59.622974),(51 59.078773),(52 58.32714),(53 58.353603),(54 58.020145),(55 58.44723),(56 58.6924),(57 58.68111),(58 58.73423),(59 58.971924),(60 58.989105),(61 59.448967),(62 59.281002),(63 58.150272),(64 57.843117),(65 57.47013),(66 58.303883),(67 58.62885),(68 57.9788),(69 57.871525),(70 56.992023),(71 57.313076),(72 57.43841),(73 58.18305),(74 57.64323),(75 58.00387),(76 58.04721),(77 58.04675),(78 57.498314),(79 57.331013),
(1 43.278866),(2 48.1261),(3 50.860504),(4 50.801437),(5 52.30648),(6 53.234287),(7 53.72906),(8 54.84096),(9 54.42709),(10 54.630127),(11 54.63838),(12 54.65656),(13 56.062614),(14 56.095566),(15 55.07725),(16 55.432785),(17 55.902424),(18 54.843002),(19 55.408222),(20 54.565918),(21 55.909714),(22 54.56179),(23 55.471386),(24 55.60215),(25 55.82093),(26 55.959652),(27 54.766426),(28 55.708485),(29 56.603893),(30 56.42857),(31 56.81935),(32 57.372887),(33 57.47946),(34 57.243225),(35 57.596542),(36 57.401966),(37 57.185047),(38 56.800686),(39 57.5136),(40 58.09165),(41 58.20387),(42 57.661415),(43 58.471752),(44 58.17973),(45 58.090206),(46 57.968094),(47 58.4452),(48 58.83332),(49 58.838764),(50 58.50892),(51 58.285606),(52 57.893692),(53 57.818848),(54 57.344967),(55 57.305523),(56 57.60403),(57 58.209625),(58 57.100895),(59 57.721832),(60 57.577347),(61 57.846977),(62 57.54172),(63 56.522404),(64 56.194305),(65 55.46601),(66 56.268196),(67 56.555054),(68 56.60417),(69 56.79476),(70 55.86662),(71 56.522682),(72 56.632366),(73 56.441875),(74 56.22346),(75 56.246613),(76 56.725445),(77 57.587086),(78 56.870975),(79 56.01574),
(1 43.288082),(2 47.92435),(3 49.592556),(4 50.425423),(5 51.839554),(6 51.87601),(7 53.224705),(8 53.23011),(9 54.53561),(10 53.3617),(11 53.653767),(12 53.575294),(13 53.859474),(14 54.557407),(15 54.59883),(16 54.997612),(17 54.860443),(18 54.283943),(19 54.35046),(20 53.6168),(21 54.106186),(22 53.371704),(23 53.534714),(24 54.495567),(25 54.85638),(26 55.890675),(27 54.605797),(28 54.585934),(29 55.767048),(30 54.9485),(31 55.226406),(32 55.19552),(33 54.856323),(34 54.741123),(35 55.65808),(36 56.084015),(37 55.535255),(38 54.677525),(39 54.68789),(40 54.994423),(41 55.849297),(42 55.634644),(43 56.627552),(44 56.274036),(45 57.008156),(46 55.68358),(47 56.223656),(48 56.94926),(49 57.317547),(50 56.876213),(51 56.580517),(52 55.89015),(53 56.840008),(54 56.00619),(55 57.016026),(56 56.426483),(57 57.539085),(58 56.79717),(59 56.86769),(60 55.99821),(61 56.750793),(62 56.682983),(63 56.381695),(64 56.23425),(65 56.21606),(66 55.911133),(67 56.45088),(68 55.23089),(69 56.418087),(70 56.338615),(71 56.300873),(72 56.151363),(73 55.481766),(74 56.460087),(75 56.11108),(76 56.11604),(77 56.21522),(78 56.477726),(79 56.039494),
(1 43.246014),(2 47.856113),(3 49.608025),(4 51.235554),(5 51.964245),(6 52.079998),(7 52.671104),(8 52.53248),(9 53.6926),(10 53.151424),(11 53.264545),(12 53.698036),(13 54.373966),(14 55.030933),(15 54.547253),(16 54.483532),(17 54.48727),(18 54.466675),(19 54.72984),(20 53.38455),(21 53.86901),(22 53.464687),(23 53.61446),(24 54.020058),(25 54.653877),(26 54.109543),(27 53.444813),(28 53.417095),(29 54.15984),(30 53.733295),(31 54.578472),(32 54.417324),(33 54.506805),(34 54.73115),(35 54.294468),(36 54.68134),(37 55.25421),(38 54.314598),(39 55.002026),(40 56.55502),(41 55.910545),(42 56.407173),(43 57.088978),(44 57.28963),(45 56.82123),(46 56.68689),(47 56.062588),(48 56.856396),(49 57.197334),(50 57.361477),(51 57.682747),(52 56.88019),(53 56.83666),(54 56.242737),(55 56.380875),(56 56.579117),(57 56.94599),(58 56.495403),(59 56.344166),(60 56.10192),(61 56.248917),(62 56.21776),(63 55.73318),(64 55.84789),(65 55.498856),(66 55.35056),(67 54.75394),(68 55.16169),(69 54.677544),(70 54.86867),(71 55.27692),(72 55.09003),(73 55.684517),(74 55.941635),(75 55.06928),(76 54.75326),(77 55.191227),(78 54.636177),(79 55.231934),
(1 42.51015),(2 47.577896),(3 48.94315),(4 49.616737),(5 51.165),(6 51.950123),(7 52.58251),(8 51.854675),(9 53.069107),(10 52.510685),(11 52.332565),(12 53.056786),(13 53.793236),(14 53.9686),(15 53.31564),(16 53.427273),(17 54.151615),(18 53.494564),(19 53.05318),(20 52.454338),(21 53.109577),(22 53.121796),(23 53.013294),(24 53.36922),(25 54.27307),(26 54.55855),(27 53.16633),(28 53.91284),(29 54.466988),(30 53.91777),(31 54.07486),(32 53.826603),(33 53.99753),(34 53.65054),(35 53.653625),(36 54.72928),(37 54.84233),(38 54.42581),(39 54.677002),(40 55.25957),(41 55.275642),(42 56.13617),(43 57.260204),(44 56.73136),(45 56.237495),(46 56.29799),(47 56.732838),(48 56.030277),(49 56.38155),(50 56.00075),(51 55.983376),(52 55.850742),(53 55.81587),(54 55.22773),(55 55.234085),(56 55.166798),(57 55.527527),(58 55.86784),(59 55.615795),(60 54.99591),(61 55.292263),(62 55.720345),(63 54.71965),(64 54.63084),(65 54.2327),(66 54.306602),(67 53.87088),(68 54.327003),(69 54.535763),(70 54.12509),(71 54.34575),(72 54.791576),(73 55.309536),(74 55.72373),(75 54.470833),(76 54.06854),(77 54.880272),(78 53.81424),(79 53.887238),
(1 41.501575),(2 47.124607),(3 49.10215),(4 50.35125),(5 51.464912),(6 51.654064),(7 51.998486),(8 52.22897),(9 52.727707),(10 52.0794),(11 51.691357),(12 52.254177),(13 53.416542),(14 53.45029),(15 53.60886),(16 53.957096),(17 54.172028),(18 53.81901),(19 53.419632),(20 52.805065),(21 52.088734),(22 52.345795),(23 53.262543),(24 53.188244),(25 54.31702),(26 54.01608),(27 53.234673),(28 53.703896),(29 53.629253),(30 53.319275),(31 53.9294),(32 53.90687),(33 53.89535),(34 54.165867),(35 54.213127),(36 54.0624),(37 54.24871),(38 54.334347),(39 53.790363),(40 53.414326),(41 54.435837),(42 55.16359),(43 55.43224),(44 55.740208),(45 55.593937),(46 55.874817),(47 55.72255),(48 56.318573),(49 56.424984),(50 55.72818),(51 55.76283),(52 55.866814),(53 55.433994),(54 55.48584),(55 55.322586),(56 56.227615),(57 56.469093),(58 56.264385),(59 55.618412),(60 54.72678),(61 55.282764),(62 55.033012),(63 55.454258),(64 54.52243),(65 54.702484),(66 53.35581),(67 54.20929),(68 53.132267),(69 53.428284),(70 53.12073),(71 53.435772),(72 53.77204),(73 54.31912),(74 54.7684),(75 54.01089),(76 54.50834),(77 54.34578),(78 54.387444),(79 54.11055),
(1 41.99362),(2 47.667416),(3 48.76679),(4 50.026527),(5 50.650543),(6 51.562965),(7 51.58179),(8 51.48589),(9 51.86196),(10 50.91848),(11 52.21347),(12 52.416027),(13 52.566193),(14 52.62992),(15 52.947746),(16 52.99943),(17 53.40819),(18 52.696655),(19 52.141758),(20 52.557125),(21 51.85189),(22 51.5818),(23 53.554592),(24 53.837654),(25 54.636864),(26 54.588406),(27 53.364933),(28 53.34228),(29 53.143425),(30 53.367165),(31 53.0112),(32 53.441746),(33 54.17294),(34 53.93249),(35 53.335007),(36 53.064003),(37 54.383606),(38 54.339596),(39 53.928356),(40 54.764236),(41 54.60973),(42 55.00134),(43 56.288376),(44 55.63069),(45 55.347775),(46 55.754375),(47 56.362873),(48 56.339966),(49 56.82507),(50 56.06293),(51 55.93842),(52 55.98922),(53 55.04283),(54 54.599403),(55 55.277092),(56 55.08834),(57 55.87412),(58 56.352818),(59 55.819572),(60 55.714653),(61 55.009514),(62 54.851818),(63 55.67027),(64 54.605686),(65 54.33226),(66 53.478306),(67 54.40659),(68 54.070816),(69 54.302795),(70 54.442375),(71 54.63796),(72 54.366734),(73 54.98461),(74 55.482483),(75 54.860855),(76 54.98699),(77 55.59266),(78 54.998253),(79 54.83661),
(1 40.91388),(2 44.951866),(3 46.628777),(4 48.426502),(5 48.968735),(6 49.672222),(7 50.405468),(8 50.082558),(9 50.979137),(10 50.112465),(11 51.501755),(12 50.826958),(13 51.742283),(14 51.90661),(15 52.20919),(16 52.415855),(17 52.502827),(18 52.276245),(19 52.17),(20 52.23762),(21 51.810528),(22 51.166298),(23 51.330074),(24 52.02024),(25 52.49184),(26 51.86996),(27 51.568756),(28 52.17088),(29 52.13425),(30 52.39478),(31 52.551697),(32 51.931087),(33 52.77791),(34 52.268196),(35 52.118683),(36 52.32378),(37 53.06302),(38 53.279293),(39 53.099026),(40 53.27405),(41 53.814304),(42 54.238827),(43 54.43025),(44 53.875107),(45 53.514755),(46 53.236286),(47 53.726818),(48 53.413162),(49 53.868916),(50 54.085304),(51 53.53315),(52 54.149418),(53 53.16933),(54 53.279297),(55 53.263344),(56 53.919178),(57 53.835934),(58 53.488182),(59 54.117767),(60 53.192177),(61 53.541298),(62 53.39346),(63 53.59305),(64 52.961697),(65 51.882343),(66 51.82787),(67 52.403763),(68 51.89579),(69 52.1034),(70 51.57581),(71 52.1283),(72 52.15735),(73 53.088154),(74 53.15027),(75 52.67595),(76 53.637737),(77 53.82602),(78 53.457726),(79 52.301598),
(1 41.632477),(2 46.95749),(3 47.848763),(4 49.320686),(5 50.49023),(6 50.579662),(7 51.71567),(8 50.93822),(9 51.12029),(10 51.35821),(11 51.964622),(12 52.46422),(13 52.70098),(14 52.82928),(15 52.546806),(16 53.16112),(17 53.237587),(18 53.242214),(19 53.039818),(20 51.99377),(21 51.929028),(22 51.022198),(23 51.868652),(24 53.029907),(25 53.126144),(26 53.11836),(27 52.177807),(28 52.888897),(29 52.84832),(30 52.893513),(31 53.180748),(32 53.32133),(33 52.81396),(34 52.64244),(35 52.77923),(36 52.46739),(37 53.11865),(38 53.238964),(39 51.67777),(40 52.575027),(41 53.835224),(42 53.401417),(43 53.688496),(44 53.760616),(45 53.77282),(46 53.681633),(47 54.542347),(48 54.766598),(49 55.711777),(50 54.767258),(51 53.865147),(52 53.63293),(53 53.830006),(54 53.67476),(55 54.279694),(56 54.261383),(57 54.481697),(58 54.166668),(59 54.34032),(60 53.887234),(61 53.673725),(62 53.388195),(63 53.62633),(64 53.43947),(65 53.096313),(66 52.69332),(67 53.342793),(68 52.65851),(69 53.56382),(70 52.017475),(71 52.44814),(72 53.289345),(73 53.50251),(74 53.115696),(75 52.800007),(76 53.486057),(77 53.88574),(78 53.63824),(79 54.067047),
(1 40.534668),(2 45.137917),(3 47.33581),(4 47.413708),(5 47.791794),(6 49.0406),(7 49.83325),(8 49.71119),(9 50.33108),(10 50.019176),(11 50.15952),(12 50.29819),(13 50.978447),(14 50.575535),(15 50.3061),(16 50.569332),(17 51.44285),(18 50.919113),(19 51.203682),(20 50.54173),(21 50.924034),(22 50.348427),(23 50.97025),(24 50.809532),(25 51.13959),(26 51.186535),(27 50.26662),(28 51.24185),(29 51.37566),(30 51.21319),(31 51.133404),(32 50.76662),(33 51.44631),(34 51.106068),(35 51.841503),(36 51.406796),(37 52.117),(38 52.590042),(39 51.865982),(40 51.85758),(41 52.643005),(42 52.64184),(43 53.045963),(44 52.73828),(45 52.874134),(46 52.949734),(47 53.666046),(48 54.077286),(49 53.710033),(50 53.834785),(51 52.611343),(52 52.89757),(53 52.601116),(54 52.70083),(55 52.61049),(56 52.502235),(57 52.668053),(58 52.39087),(59 52.448994),(60 52.205532),(61 53.170914),(62 52.45616),(63 52.381332),(64 51.4907),(65 51.567375),(66 51.004925),(67 51.342255),(68 51.444035),(69 51.088978),(70 51.669304),(71 51.29012),(72 50.853535),(73 51.718773),(74 51.809784),(75 51.31579),(76 51.398785),(77 51.6624),(78 51.467087),(79 51.526352),
(1 39.58534),(2 44.07433),(3 46.062),(4 47.32511),(5 47.758648),(6 47.821686),(7 48.461353),(8 48.500446),(9 48.357822),(10 48.66934),(11 48.98878),(12 49.54027),(13 49.72731),(14 49.799335),(15 49.975224),(16 49.86018),(17 50.6105),(18 51.407555),(19 50.998905),(20 50.553436),(21 50.472702),(22 50.23662),(23 50.305386),(24 50.35004),(25 50.78286),(26 50.3389),(27 50.013382),(28 49.78853),(29 50.612724),(30 51.031387),(31 51.020504),(32 50.596424),(33 50.28528),(34 51.081894),(35 51.391884),(36 51.241714),(37 51.141914),(38 51.038166),(39 51.013527),(40 51.2762),(41 51.612965),(42 51.463387),(43 51.98168),(44 51.816986),(45 52.041695),(46 51.28313),(47 51.721703),(48 52.340794),(49 53.006355),(50 53.11601),(51 51.867672),(52 51.252155),(53 51.62871),(54 51.44117),(55 51.401802),(56 51.547016),(57 51.810814),(58 51.820236),(59 52.706852),(60 51.789753),(61 51.611324),(62 51.475967),(63 50.800034),(64 51.209515),(65 51.12661),(66 49.916584),(67 50.10044),(68 50.444588),(69 50.067978),(70 50.189297),(71 50.57163),(72 50.000523),(73 50.47303),(74 50.434086),(75 50.232327),(76 50.593346),(77 50.75086),(78 50.776474),(79 50.78275),
(1 39.092957),(2 43.43059),(3 45.224777),(4 46.593822),(5 47.272617),(6 47.410694),(7 47.950916),(8 49.203125),(9 48.752754),(10 48.823742),(11 48.703075),(12 48.669163),(13 48.887035),(14 49.895386),(15 49.233932),(16 49.71644),(17 50.163235),(18 49.918987),(19 50.192165),(20 49.495365),(21 49.385963),(22 49.74176),(23 49.285564),(24 49.39601),(25 50.47799),(26 50.646145),(27 49.805893),(28 49.540054),(29 49.807186),(30 49.81942),(31 50.854443),(32 49.93723),(33 50.03713),(34 49.540127),(35 51.170197),(36 51.13646),(37 50.514072),(38 50.053364),(39 49.384415),(40 49.78474),(41 50.330624),(42 50.767883),(43 50.896786),(44 51.257683),(45 51.991444),(46 51.66907),(47 51.52986),(48 52.01873),(49 52.44438),(50 51.714603),(51 51.366512),(52 50.67626),(53 51.136913),(54 51.383633),(55 50.918503),(56 51.953655),(57 51.40451),(58 51.647285),(59 52.71873),(60 52.03085),(61 51.66342),(62 51.200054),(63 50.52178),(64 50.950306),(65 51.96359),(66 50.945698),(67 51.268463),(68 50.978634),(69 50.950794),(70 50.587517),(71 50.516735),(72 50.27501),(73 51.10263),(74 50.61723),(75 50.323868),(76 50.739758),(77 51.614243),(78 50.684296),(79 50.917336),
(1 38.66142),(2 43.578976),(3 45.36171),(4 46.944668),(5 48.03085),(6 47.900185),(7 48.075756),(8 48.761887),(9 49.226128),(10 49.315815),(11 48.93451),(12 49.487587),(13 51.102016),(14 50.690063),(15 50.07689),(16 50.47643),(17 50.312717),(18 50.215416),(19 50.5811),(20 49.915398),(21 50.660442),(22 49.99316),(23 50.28744),(24 50.604744),(25 51.460068),(26 50.637566),(27 50.131237),(28 49.71656),(29 50.608192),(30 50.403458),(31 50.60076),(32 51.524223),(33 50.87205),(34 50.249702),(35 50.433235),(36 51.168633),(37 51.178722),(38 50.775402),(39 50.1447),(40 50.616444),(41 50.66625),(42 50.953484),(43 51.55391),(44 51.1831),(45 51.59776),(46 51.44804),(47 50.90396),(48 51.86161),(49 52.178196),(50 51.623486),(51 51.810352),(52 51.407204),(53 51.484093),(54 51.253334),(55 50.946228),(56 51.2591),(57 51.439396),(58 51.25578),(59 51.057457),(60 50.916725),(61 51.439983),(62 51.457256),(63 50.355293),(64 49.82946),(65 50.951206),(66 50.633835),(67 50.37659),(68 50.166454),(69 49.7962),(70 49.30992),(71 49.869682),(72 49.61241),(73 50.095238),(74 50.42922),(75 50.527924),(76 49.81122),(77 50.119335),(78 50.13801),(79 49.955196),
