1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109.95936),(2 130.2571),(3 137.38501),(4 144.32083),(5 149.29898),(6 152.25342),(7 154.54349),(8 155.79861),(9 154.26517),(10 155.76474),(11 157.57922),(12 159.60704),(13 160.7875),(14 159.31133),(15 157.95029),(16 160.06631),(17 158.72768),(18 158.6302),(19 158.3633),(20 158.05717),(21 158.43628),(22 161.95082),(23 158.53522),(24 162.01474),(25 165.11777),(26 161.7478),(27 164.80888),(28 167.06503),(29 163.57495),(30 163.79854),(31 165.09947),(32 163.59618),(33 167.06299),(34 164.59064),(35 162.89223),(36 166.03891),(37 163.91827),(38 164.8135),(39 165.47546),(40 163.3032),(41 162.74509),(42 165.7498),(43 163.66386),(44 164.15668),(45 167.32158),(46 165.91557),(47 166.27496),(48 168.7462),(49 166.62094),(50 167.12233),(51 167.73688),(52 165.86748),(53 167.66931),(54 167.89421),(55 170.74431),(56 167.63734),(57 168.75285),(58 172.41875),(59 169.81438),(60 170.20442),(61 173.38304),(62 170.10605),(63 169.61856),(64 170.77),(65 169.0112),(66 171.67935),(67 167.38945),(68 169.41113),(69 170.24486),(70 169.31396),(71 168.85895),(72 172.19708),(73 169.131),(74 167.30829),(75 170.69348),(76 167.9387),(77 168.3985),(78 166.7965),(79 164.9563),
(1 106.46908),(2 124.28414),(3 131.14915),(4 137.56271),(5 142.6439),(6 142.62363),(7 146.06337),(8 149.04346),(9 149.78044),(10 149.83388),(11 153.36461),(12 152.48712),(13 153.8039),(14 154.4777),(15 154.48482),(16 154.18875),(17 152.43642),(18 152.26428),(19 153.36694),(20 152.22388),(21 153.97025),(22 156.27405),(23 154.8008),(24 156.48949),(25 158.77203),(26 157.82562),(27 160.92354),(28 165.11041),(29 160.57622),(30 162.31345),(31 163.82771),(32 162.17705),(33 164.20131),(34 161.4528),(35 160.39633),(36 163.8817),(37 161.08067),(38 161.0352),(39 163.44319),(40 160.23103),(41 159.24033),(42 160.32077),(43 159.67056),(44 159.61247),(45 160.70659),(46 160.72789),(47 161.1097),(48 164.72401),(49 160.60405),(50 162.4342),(51 163.08777),(52 162.21358),(53 162.285),(54 162.8737),(55 163.44757),(56 162.70387),(57 163.73076),(58 167.72412),(59 165.38327),(60 164.15962),(61 167.03616),(62 165.3597),(63 164.86378),(64 167.93777),(65 165.11212),(66 165.7055),(67 165.52519),(68 165.67928),(69 163.7029),(70 163.23721),(71 163.23126),(72 165.01768),(73 161.62695),(74 161.36255),(75 163.96385),(76 161.61829),(77 162.53922),(78 159.24179),(79 157.64774),
(1 105.59843),(2 124.32185),(3 129.91318),(4 136.21541),(5 142.94855),(6 143.07562),(7 147.43379),(8 149.25209),(9 150.77835),(10 150.60612),(11 151.23938),(12 153.26729),(13 154.86287),(14 155.47504),(15 154.74342),(16 156.4786),(17 154.76854),(18 152.70235),(19 156.28438),(20 153.6946),(21 154.52673),(22 156.82893),(23 155.45683),(24 155.90996),(25 158.49168),(26 155.73892),(27 159.52834),(28 162.40244),(29 159.43861),(30 159.65996),(31 162.06885),(32 159.85626),(33 162.75847),(34 160.05266),(35 160.09715),(36 162.65556),(37 160.13332),(38 159.7641),(39 161.90399),(40 158.96938),(41 160.88336),(42 161.147),(43 160.54654),(44 161.10524),(45 163.07445),(46 159.88899),(47 161.24797),(48 162.11885),(49 160.36877),(50 161.92815),(51 162.67407),(52 162.41104),(53 164.15297),(54 162.56165),(55 163.4419),(56 162.66428),(57 163.57196),(58 165.98647),(59 165.14124),(60 161.83287),(61 166.3521),(62 163.4539),(63 162.89227),(64 166.13261),(65 162.80576),(66 164.4001),(67 163.70096),(68 163.4747),(69 163.66856),(70 161.61995),(71 161.82422),(72 164.80656),(73 163.43352),(74 161.94627),(75 165.98518),(76 163.10614),(77 164.16975),(78 162.57722),(79 160.42749),
(1 101.700714),(2 119.59589),(3 126.9069),(4 133.37413),(5 139.49834),(6 139.57599),(7 142.3747),(8 146.74821),(9 145.65982),(10 147.75766),(11 149.09142),(12 149.16382),(13 151.40117),(14 149.70015),(15 150.27264),(16 151.35704),(17 150.07944),(18 152.20343),(19 154.11862),(20 152.38486),(21 152.5242),(22 153.83632),(23 151.07889),(24 152.62912),(25 153.94577),(26 154.2267),(27 156.04062),(28 159.99568),(29 155.97911),(30 156.94197),(31 159.67436),(32 155.99559),(33 159.9549),(34 158.21918),(35 157.77634),(36 159.10513),(37 159.98254),(38 160.62993),(39 160.9434),(40 157.96436),(41 157.17201),(42 158.63857),(43 157.69435),(44 158.08319),(45 159.35587),(46 157.33328),(47 158.91249),(48 161.11357),(49 157.84425),(50 158.49672),(51 159.8833),(52 159.93695),(53 161.84845),(54 163.01382),(55 162.31152),(56 161.20087),(57 160.36588),(58 162.90993),(59 160.6079),(60 159.19475),(61 162.67624),(62 160.25743),(63 159.46396),(64 161.41962),(65 159.02179),(66 159.68904),(67 160.24806),(68 159.14526),(69 159.69035),(70 158.64757),(71 159.05013),(72 161.44868),(73 160.26865),(74 159.8834),(75 161.81442),(76 160.29674),(77 162.54012),(78 161.12233),(79 159.90729),
(1 101.02837),(2 117.76812),(3 126.067894),(4 131.48503),(5 138.24525),(6 138.14806),(7 139.69377),(8 143.21997),(9 143.36375),(10 143.94023),(11 145.5879),(12 146.34297),(13 148.10051),(14 147.32086),(15 147.3704),(16 148.82559),(17 147.6238),(18 149.26167),(19 151.60707),(20 149.72949),(21 150.91626),(22 151.32922),(23 149.79277),(24 150.73639),(25 153.52629),(26 151.5901),(27 154.04234),(28 157.89577),(29 154.30942),(30 154.88603),(31 157.5959),(32 155.3341),(33 157.93854),(34 153.91939),(35 153.66393),(36 155.19904),(37 154.92276),(38 156.5647),(39 156.19737),(40 153.29227),(41 155.40294),(42 157.3267),(43 154.3177),(44 154.25328),(45 156.69662),(46 155.11964),(47 157.16916),(48 158.24403),(49 154.72755),(50 158.3924),(51 157.04228),(52 155.62018),(53 159.57314),(54 157.75957),(55 159.13734),(56 159.24486),(57 158.75699),(58 161.32405),(59 159.19351),(60 157.83585),(61 160.06326),(62 158.60104),(63 155.80788),(64 157.81644),(65 156.47601),(66 157.84555),(67 157.31241),(68 158.37943),(69 159.48837),(70 157.13037),(71 157.43385),(72 159.39575),(73 158.87376),(74 155.8018),(75 160.17209),(76 157.71875),(77 159.64282),(78 157.06364),(79 155.79504),
(1 97.69879),(2 114.14438),(3 120.757164),(4 126.9753),(5 131.91943),(6 133.27551),(7 135.17215),(8 139.5867),(9 139.28606),(10 141.43257),(11 142.37527),(12 142.0245),(13 145.31253),(14 144.06174),(15 143.95613),(16 144.22961),(17 144.12585),(18 145.24666),(19 148.44743),(20 145.67725),(21 146.42105),(22 149.62108),(23 149.10474),(24 149.19211),(25 152.35808),(26 150.6392),(27 151.70139),(28 155.05185),(29 151.82558),(30 150.99066),(31 154.24649),(32 151.39423),(33 155.16762),(34 151.69662),(35 150.35814),(36 151.75827),(37 151.04517),(38 150.9467),(39 152.9576),(40 149.98845),(41 150.78609),(42 153.60922),(43 149.94626),(44 149.61966),(45 151.30827),(46 148.69008),(47 149.51237),(48 152.31055),(49 150.18384),(50 152.69978),(51 150.91713),(52 150.80203),(53 152.82097),(54 152.11282),(55 153.24057),(56 152.87517),(57 152.76184),(58 153.79538),(59 153.14244),(60 152.26599),(61 154.53734),(62 151.16656),(63 150.47629),(64 152.69363),(65 151.59773),(66 152.45721),(67 152.86165),(68 151.66089),(69 153.13681),(70 151.70628),(71 150.74236),(72 152.96394),(73 153.30118),(74 152.97902),(75 154.52338),(76 152.1607),(77 153.72928),(78 151.84998),(79 152.62354),
(1 98.62351),(2 115.41758),(3 124.09189),(4 129.34721),(5 134.11281),(6 135.04308),(7 136.4509),(8 139.9229),(9 140.5029),(10 141.96722),(11 143.84065),(12 144.12326),(13 145.62099),(14 144.75194),(15 145.1242),(16 146.98395),(17 144.96503),(18 144.635),(19 147.57109),(20 145.40965),(21 147.01108),(22 147.85033),(23 147.69617),(24 149.13625),(25 150.9913),(26 149.30098),(27 150.70813),(28 153.6531),(29 150.48573),(30 149.20343),(31 154.2531),(32 151.27977),(33 153.05254),(34 151.5325),(35 151.7141),(36 152.17546),(37 150.26619),(38 150.83932),(39 152.60527),(40 149.61787),(41 149.91339),(42 152.67331),(43 149.90982),(44 148.9562),(45 151.46811),(46 150.11722),(47 150.53923),(48 150.69101),(49 149.54942),(50 152.27406),(51 149.03448),(52 150.52724),(53 153.21436),(54 153.62694),(55 154.32008),(56 153.30875),(57 154.43259),(58 154.51665),(59 153.79308),(60 152.78314),(61 155.93718),(62 152.7268),(63 151.65228),(64 152.53444),(65 151.56842),(66 152.54828),(67 152.7099),(68 152.39897),(69 154.59293),(70 153.4465),(71 153.19513),(72 153.82426),(73 154.83215),(74 153.57172),(75 155.66988),(76 152.80981),(77 153.38452),(78 151.46289),(79 150.14098),
(1 99.35308),(2 117.684044),(3 124.8256),(4 130.7501),(5 136.01474),(6 137.30759),(7 139.26305),(8 141.58829),(9 140.52864),(10 142.64061),(11 144.85628),(12 146.47147),(13 146.76958),(14 144.96924),(15 144.87022),(16 146.34427),(17 144.58746),(18 144.32593),(19 148.86641),(20 146.50723),(21 146.11018),(22 148.23883),(23 145.78392),(24 145.95856),(25 148.44943),(26 147.55013),(27 150.05086),(28 152.15085),(29 149.56102),(30 148.6378),(31 151.74226),(32 150.6452),(33 153.16634),(34 150.9072),(35 148.77815),(36 153.20004),(37 150.54794),(38 151.13548),(39 151.93687),(40 149.1414),(41 151.31306),(42 153.85672),(43 151.17307),(44 151.40886),(45 153.45967),(46 151.02347),(47 152.99728),(48 154.1999),(49 152.23958),(50 153.77403),(51 151.81235),(52 150.93864),(53 154.13823),(54 152.46172),(55 154.65761),(56 153.43425),(57 153.12679),(58 155.69647),(59 154.58379),(60 153.72768),(61 156.80312),(62 155.26013),(63 155.8026),(64 157.08315),(65 154.64874),(66 156.11266),(67 157.26169),(68 154.1927),(69 157.7951),(70 155.41528),(71 153.1635),(72 153.67232),(73 153.87129),(74 154.21008),(75 155.87694),(76 154.53252),(77 155.60268),(78 154.21162),(79 153.55544),
(1 94.89116),(2 112.33249),(3 120.62367),(4 125.51231),(5 130.66191),(6 130.93552),(7 134.81282),(8 136.75569),(9 135.43419),(10 137.91283),(11 139.12704),(12 139.92728),(13 141.93512),(14 138.89658),(15 138.32439),(16 140.92789),(17 139.96678),(18 138.77733),(19 143.17404),(20 139.85417),(21 141.18661),(22 142.7574),(23 140.48604),(24 142.20093),(25 144.55519),(26 144.07993),(27 147.24562),(28 148.13083),(29 146.29292),(30 146.23828),(31 149.47179),(32 147.74956),(33 150.32837),(34 147.01262),(35 145.414),(36 147.4613),(37 146.57225),(38 145.1927),(39 145.89023),(40 142.80222),(41 143.45625),(42 145.19717),(43 143.98506),(44 143.69556),(45 145.39787),(46 144.46152),(47 146.33875),(48 148.47115),(49 145.39278),(50 146.7394),(51 146.39732),(52 147.27502),(53 148.52853),(54 148.92374),(55 149.33444),(56 146.88055),(57 146.45903),(58 148.02342),(59 147.8388),(60 147.48497),(61 148.90617),(62 147.01018),(63 146.96066),(64 149.2013),(65 147.47997),(66 149.0223),(67 147.276),(68 147.44868),(69 149.5903),(70 148.57982),(71 147.73097),(72 150.7852),(73 149.2358),(74 148.0397),(75 151.28174),(76 149.08253),(77 150.22375),(78 148.30504),(79 147.5938),
(1 94.87148),(2 111.98987),(3 118.96647),(4 122.91018),(5 129.50314),(6 129.41852),(7 131.56305),(8 133.02962),(9 132.31055),(10 134.23933),(11 135.40459),(12 136.3115),(13 139.26678),(14 138.96666),(15 137.88406),(16 140.02254),(17 138.91995),(18 139.76053),(19 141.60042),(20 140.28653),(21 140.82864),(22 139.99031),(23 138.46883),(24 140.58632),(25 142.79346),(26 142.42169),(27 145.0447),(28 147.01256),(29 145.01996),(30 144.93037),(31 145.52704),(32 144.67964),(33 146.48837),(34 145.16553),(35 144.08965),(36 146.8791),(37 144.49426),(38 143.98312),(39 145.422),(40 141.75429),(41 142.91019),(42 144.2029),(43 142.00932),(44 141.86969),(45 144.3862),(46 142.67078),(47 143.3918),(48 146.84714),(49 142.41446),(50 144.97041),(51 144.26611),(52 145.13606),(53 146.1576),(54 144.50891),(55 145.93362),(56 143.78078),(57 145.0681),(58 146.30312),(59 147.54662),(60 145.90576),(61 149.23454),(62 146.97675),(63 146.68369),(64 147.63187),(65 145.33427),(66 146.67345),(67 145.64551),(68 145.25491),(69 146.07578),(70 145.747),(71 145.17416),(72 146.66151),(73 147.30379),(74 145.94856),(75 148.45183),(76 146.65129),(77 146.41475),(78 144.25816),(79 143.72597),
(1 91.83682),(2 107.48825),(3 113.70008),(4 119.351494),(5 124.62497),(6 125.75689),(7 126.81855),(8 130.18434),(9 129.25658),(10 130.21733),(11 132.54822),(12 134.00273),(13 136.31688),(14 134.07626),(15 134.62611),(16 136.51082),(17 135.76366),(18 135.95068),(19 137.81184),(20 136.40942),(21 137.81534),(22 138.72893),(23 137.00798),(24 137.96902),(25 140.79079),(26 139.17738),(27 141.20493),(28 143.20285),(29 141.55489),(30 141.89565),(31 144.43367),(32 141.45972),(33 143.90173),(34 141.75038),(35 141.97743),(36 143.66304),(37 140.79228),(38 140.16869),(39 141.03212),(40 138.76254),(41 138.77667),(42 140.34245),(43 140.22482),(44 138.93497),(45 140.3362),(46 140.20845),(47 141.2455),(48 142.23607),(49 139.94688),(50 141.63214),(51 143.20857),(52 142.19817),(53 144.69565),(54 142.99347),(55 144.37398),(56 141.6772),(57 142.01944),(58 143.69313),(59 141.6432),(60 141.8157),(61 143.135),(62 141.12556),(63 140.40768),(64 144.09424),(65 141.99455),(66 142.51747),(67 141.8641),(68 140.86111),(69 142.58643),(70 141.56856),(71 142.13676),(72 143.56963),(73 143.55255),(74 142.92068),(75 145.20013),(76 143.42792),(77 143.36832),(78 141.65115),(79 141.17276),
(1 91.35736),(2 107.7965),(3 114.11371),(4 117.66994),(5 123.87073),(6 125.222664),(7 127.409164),(8 129.58603),(9 129.82957),(10 131.47833),(11 133.36162),(12 134.46872),(13 136.04161),(14 134.52893),(15 134.49832),(16 135.1159),(17 135.00577),(18 135.75258),(19 136.61551),(20 136.09378),(21 138.67656),(22 139.9225),(23 137.29938),(24 137.49126),(25 138.73906),(26 137.76498),(27 138.58195),(28 142.2723),(29 140.23672),(30 140.3715),(31 141.12244),(32 139.24168),(33 140.71046),(34 138.572),(35 138.65399),(36 141.03094),(37 138.94914),(38 139.97128),(39 140.53369),(40 138.32497),(41 138.9323),(42 140.03912),(43 139.32883),(44 139.28806),(45 140.85895),(46 139.07753),(47 138.97089),(48 139.60425),(49 140.07442),(50 141.2822),(51 141.75235),(52 141.02716),(53 143.02347),(54 143.27554),(55 144.61143),(56 143.21703),(57 144.3627),(58 145.94806),(59 144.08177),(60 144.6361),(61 145.60016),(62 143.99057),(63 144.15555),(64 145.5947),(65 143.68607),(66 143.7734),(67 142.77632),(68 143.95769),(69 144.8796),(70 144.77698),(71 144.3545),(72 145.05624),(73 143.75368),(74 142.67285),(75 143.71233),(76 142.00395),(77 142.80812),(78 141.24933),(79 139.79648),
(1 90.138016),(2 105.72807),(3 111.7742),(4 118.30516),(5 123.595474),(6 124.58487),(7 126.359505),(8 129.7062),(9 127.96592),(10 130.38773),(11 132.23495),(12 133.76175),(13 133.38083),(14 133.00719),(15 132.11264),(16 133.8809),(17 132.535),(18 133.01758),(19 135.89482),(20 135.24837),(21 136.2491),(22 136.67064),(23 134.5932),(24 134.91435),(25 136.72432),(26 136.90182),(27 137.69408),(28 139.96434),(29 137.96584),(30 137.27396),(31 141.69437),(32 139.46207),(33 140.39993),(34 140.17351),(35 140.48976),(36 141.53311),(37 140.28412),(38 140.85088),(39 141.51077),(40 139.3496),(41 139.30653),(42 142.87488),(43 139.89345),(44 138.61998),(45 141.15471),(46 138.89987),(47 139.89305),(48 141.85098),(49 141.21739),(50 143.90625),(51 143.95413),(52 143.62624),(53 144.16972),(54 143.61432),(55 145.0437),(56 143.33438),(57 143.60022),(58 145.43134),(59 142.97862),(60 143.8116),(61 144.57993),(62 142.509),(63 141.52759),(64 143.70503),(65 142.07274),(66 142.09587),(67 141.81944),(68 142.30952),(69 143.70879),(70 144.06862),(71 142.82292),(72 142.94792),(73 143.76588),(74 143.14314),(75 144.14772),(76 141.76076),(77 141.6013),(78 141.48247),(79 139.17642),
(1 88.77439),(2 103.82587),(3 110.12787),(4 116.36964),(5 120.90503),(6 122.49918),(7 124.36493),(8 126.711395),(9 126.73578),(10 128.69122),(11 129.86423),(12 129.17914),(13 131.02667),(14 130.96564),(15 129.05095),(16 130.37633),(17 129.09924),(18 130.40172),(19 132.18446),(20 129.53862),(21 132.18295),(22 132.94199),(23 132.74684),(24 134.23288),(25 135.23062),(26 134.83011),(27 136.6869),(28 139.78233),(29 136.13957),(30 136.15823),(31 138.19221),(32 135.58774),(33 137.59674),(34 136.48955),(35 137.48404),(36 139.44447),(37 137.72208),(38 137.98166),(39 138.28773),(40 136.73074),(41 136.286),(42 139.62703),(43 138.02193),(44 136.30745),(45 137.38556),(46 133.67007),(47 136.30284),(48 137.04875),(49 136.94356),(50 138.21114),(51 138.06076),(52 137.49641),(53 140.47833),(54 139.26308),(55 140.7215),(56 139.377),(57 139.32745),(58 139.6979),(59 138.34871),(60 138.45866),(61 139.92157),(62 138.83556),(63 139.52834),(64 139.934),(65 138.80775),(66 140.07787),(67 137.95094),(68 138.35341),(69 138.75055),(70 139.70656),(71 139.65802),(72 140.03633),(73 140.08386),(74 139.39752),(75 142.00966),(76 139.77138),(77 139.39294),(78 138.78853),(79 138.61221),
(1 88.994804),(2 103.598854),(3 109.82856),(4 116.09731),(5 120.946434),(6 121.16089),(7 122.98192),(8 125.20169),(9 126.22593),(10 128.06076),(11 129.71387),(12 128.91724),(13 130.81653),(14 129.99956),(15 129.04701),(16 129.95618),(17 128.52832),(18 129.87404),(19 131.15295),(20 128.42072),(21 129.62604),(22 131.51347),(23 131.0995),(24 132.45665),(25 133.90268),(26 131.79774),(27 133.19487),(28 137.79811),(29 134.41508),(30 132.99506),(31 134.87715),(32 133.03328),(33 136.25334),(34 134.49039),(35 135.90125),(36 136.13629),(37 134.78896),(38 134.6459),(39 135.6392),(40 134.18633),(41 133.58049),(42 136.29431),(43 134.30722),(44 133.271),(45 134.85374),(46 133.2902),(47 134.00916),(48 136.21196),(49 136.43286),(50 139.87413),(51 138.20204),(52 138.06786),(53 140.04442),(54 138.78282),(55 138.87172),(56 139.28122),(57 139.20665),(58 140.14832),(59 139.22995),(60 139.38568),(61 139.76575),(62 137.98117),(63 137.8575),(64 138.69717),(65 137.43362),(66 139.38506),(67 137.45195),(68 138.06123),(69 139.2619),(70 138.57584),(71 137.92932),(72 139.57442),(73 137.88914),(74 138.08176),(75 139.96228),(76 138.869),(77 139.5788),(78 139.53246),(79 137.85349),
(1 84.631195),(2 100.23409),(3 106.079956),(4 110.42276),(5 114.8685),(6 115.88181),(7 118.17701),(8 119.64377),(9 119.36185),(10 123.26182),(11 124.02152),(12 124.254654),(13 126.26047),(14 125.41801),(15 123.994484),(16 126.63546),(17 125.139915),(18 126.072945),(19 128.17558),(20 125.978966),(21 125.60718),(22 128.80635),(23 126.94805),(24 128.64417),(25 129.85126),(26 128.97668),(27 130.04207),(28 133.29526),(29 131.0391),(30 129.71024),(31 132.46803),(32 131.61469),(33 134.01715),(34 133.13399),(35 132.60635),(36 134.26953),(37 133.38307),(38 133.06647),(39 134.7965),(40 133.19054),(41 133.78584),(42 136.42743),(43 134.81073),(44 132.97922),(45 134.74799),(46 133.1229),(47 134.36385),(48 136.44795),(49 135.089),(50 138.35188),(51 135.81718),(52 135.53842),(53 137.5419),(54 136.18533),(55 137.28622),(56 135.96771),(57 135.20354),(58 136.28996),(59 134.65163),(60 135.02861),(61 136.27075),(62 134.86629),(63 135.31743),(64 136.51837),(65 135.4779),(66 136.67854),(67 134.12773),(68 135.56941),(69 137.29567),(70 137.82881),(71 136.83665),(72 138.25441),(73 136.40515),(74 137.18217),(75 139.03627),(76 136.60707),(77 137.85406),(78 138.70654),(79 136.7625),
(1 84.69681),(2 100.98123),(3 106.34469),(4 111.29005),(5 116.41804),(6 117.446075),(7 120.10542),(8 121.58238),(9 122.235146),(10 124.13565),(11 125.69117),(12 127.50928),(13 129.72554),(14 127.888),(15 126.82889),(16 128.44795),(17 127.77966),(18 127.70356),(19 128.81929),(20 126.27208),(21 127.02733),(22 128.26381),(23 128.41663),(24 128.39952),(25 130.44579),(26 130.85278),(27 130.58624),(28 133.08624),(29 131.1247),(30 129.8343),(31 132.84158),(32 130.44017),(33 133.60907),(34 133.3676),(35 133.73012),(36 134.51611),(37 133.3261),(38 133.68056),(39 134.7543),(40 133.40308),(41 132.60684),(42 134.26677),(43 134.45244),(44 132.90602),(45 136.46172),(46 134.96045),(47 134.09846),(48 135.14932),(49 133.20903),(50 134.18541),(51 134.7212),(52 134.14668),(53 136.22192),(54 136.08119),(55 136.21709),(56 136.03432),(57 135.3867),(58 137.13817),(59 134.66824),(60 134.68861),(61 136.03275),(62 135.25293),(63 134.87102),(64 135.5924),(65 134.56996),(66 137.29755),(67 134.86734),(68 136.09938),(69 135.6021),(70 135.83095),(71 136.00856),(72 136.5906),(73 136.0438),(74 136.69768),(75 137.70186),(76 135.63423),(77 135.99252),(78 136.85135),(79 135.16896),
(1 85.86848),(2 100.008804),(3 106.522194),(4 112.119156),(5 116.17779),(6 117.15612),(7 119.4042),(8 122.07839),(9 122.55684),(10 124.00333),(11 126.09875),(12 127.31755),(13 129.12604),(14 127.92982),(15 126.190575),(16 127.675545),(17 127.18856),(18 126.11626),(19 128.72008),(20 126.97663),(21 127.28755),(22 127.2624),(23 127.102165),(24 126.67643),(25 128.42554),(26 126.76275),(27 128.85965),(28 130.85634),(29 128.74477),(30 129.85927),(31 130.27731),(32 129.35417),(33 132.40028),(34 132.67958),(35 132.03825),(36 133.18738),(37 131.74078),(38 131.48407),(39 131.3227),(40 129.85321),(41 128.87758),(42 130.49779),(43 130.21922),(44 129.05307),(45 131.7748),(46 131.66527),(47 131.0041),(48 134.18791),(49 135.10252),(50 137.34259),(51 136.03134),(52 136.85928),(53 138.73003),(54 136.17062),(55 137.65303),(56 136.59677),(57 135.68921),(58 138.60916),(59 135.55295),(60 135.73203),(61 136.8571),(62 135.28874),(63 135.58763),(64 137.2802),(65 134.66211),(66 136.00761),(67 135.8155),(68 136.41444),(69 137.2781),(70 136.22472),(71 135.53828),(72 137.03462),(73 136.70546),(74 135.35286),(75 137.12547),(76 136.07706),(77 135.07486),(78 135.0869),(79 133.14746),
