1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43.557972),(2 52.869198),(3 58.056854),(4 61.870747),(5 64.398735),(6 66.81513),(7 67.877785),(8 68.9686),(9 69.45077),(10 69.72635),(11 70.38138),(12 71.03044),(13 72.299034),(14 72.95739),(15 74.39071),(16 74.70273),(17 75.52436),(18 75.87545),(19 76.27185),(20 76.340485),(21 76.68141),(22 77.366745),(23 77.64907),(24 77.119804),(25 77.76648),(26 77.71306),(27 77.37705),(28 78.30265),(29 77.88285),(30 78.40133),(31 78.50154),(32 78.901306),(33 80.7684),(34 80.13256),(35 80.67522),(36 80.81768),(37 80.849),(38 81.67583),(39 81.927605),(40 82.9144),(41 83.20397),(42 83.39506),(43 83.31235),(44 83.16285),(45 84.15604),(46 85.035),(47 86.748436),(48 88.01618),(49 89.2487),(50 89.32867),(51 89.88384),(52 90.86681),(53 91.153755),(54 91.1612),(55 90.78594),(56 91.66324),(57 91.27643),(58 91.589096),(59 91.8248),(60 91.969765),(61 91.14804),(62 91.78533),(63 91.08057),(64 89.3208),(65 89.178795),(66 89.08085),(67 88.11115),(68 88.31625),(69 86.80484),(70 86.20888),(71 85.67104),(72 84.274704),(73 84.04106),(74 84.1763),(75 84.02419),(76 83.57998),(77 84.17601),(78 83.902855),(79 83.47838),
(1 42.37653),(2 51.623257),(3 56.147243),(4 59.20025),(5 62.216927),(6 64.53007),(7 66.426506),(8 67.74652),(9 67.99997),(10 68.482),(11 68.93844),(12 69.36676),(13 70.47282),(14 70.83964),(15 72.31752),(16 72.45993),(17 72.69467),(18 73.5389),(19 74.84142),(20 74.544235),(21 75.22259),(22 75.28657),(23 75.68655),(24 75.7793),(25 76.909996),(26 76.217384),(27 76.63721),(28 77.19073),(29 76.641426),(30 77.42706),(31 77.43983),(32 77.31862),(33 78.51574),(34 79.229126),(35 79.10712),(36 79.0928),(37 79.24241),(38 80.704865),(39 81.59251),(40 82.49907),(41 81.66162),(42 81.956856),(43 82.0263),(44 81.70178),(45 82.44866),(46 84.22361),(47 84.316635),(48 85.39651),(49 86.66393),(50 87.28737),(51 88.19344),(52 89.00049),(53 88.27593),(54 88.52773),(55 88.708084),(56 88.42139),(57 88.00962),(58 87.535126),(59 88.822784),(60 88.23558),(61 87.865456),(62 87.70454),(63 87.326256),(64 86.7182),(65 85.52543),(66 86.01353),(67 86.22862),(68 86.106865),(69 85.55199),(70 83.63233),(71 82.82853),(72 82.40649),(73 81.417656),(74 81.06784),(75 81.46912),(76 81.33308),(77 81.493675),(78 81.03172),(79 81.17369),
(1 42.605682),(2 52.547604),(3 57.158092),(4 60.60253),(5 62.923832),(6 64.81347),(7 66.684616),(8 67.87726),(9 67.804756),(10 69.260445),(11 70.079735),(12 70.27894),(13 71.51547),(14 71.67643),(15 73.38107),(16 73.141685),(17 73.48314),(18 73.73088),(19 75.33384),(20 75.43811),(21 75.91059),(22 75.76732),(23 75.95218),(24 76.01594),(25 77.40322),(26 76.99253),(27 76.90766),(28 77.5113),(29 77.48609),(30 78.7181),(31 78.43504),(32 78.78261),(33 79.174286),(34 80.358734),(35 80.817696),(36 80.6884),(37 80.36801),(38 81.82252),(39 83.04826),(40 82.22735),(41 82.61687),(42 83.227295),(43 82.87777),(44 83.286865),(45 85.427185),(46 86.563255),(47 85.3198),(48 85.69611),(49 87.17283),(50 86.858215),(51 87.23056),(52 87.636116),(53 87.79706),(54 88.69926),(55 89.699265),(56 89.037766),(57 89.26083),(58 89.21648),(59 89.504105),(60 89.052475),(61 88.63196),(62 87.50959),(63 87.56891),(64 86.96346),(65 87.265335),(66 86.331345),(67 85.65846),(68 85.99026),(69 85.22847),(70 83.99708),(71 83.32139),(72 83.056915),(73 82.47066),(74 82.10309),(75 80.69905),(76 81.235794),(77 81.42048),(78 80.30087),(79 80.47362),
(1 42.149265),(2 51.16728),(3 56.242107),(4 59.844307),(5 62.750298),(6 64.73799),(7 66.59918),(8 67.068565),(9 67.81727),(10 67.81171),(11 68.039925),(12 68.77426),(13 69.99086),(14 71.03061),(15 71.63968),(16 71.416016),(17 72.17715),(18 72.59529),(19 73.020676),(20 73.71877),(21 74.07428),(22 75.1848),(23 75.20743),(24 75.51636),(25 76.8096),(26 76.184944),(27 76.9835),(28 76.77153),(29 76.36231),(30 75.79708),(31 76.29192),(32 77.28136),(33 77.5258),(34 77.94188),(35 77.834595),(36 78.30682),(37 78.616135),(38 80.2809),(39 80.03178),(40 80.06102),(41 80.08635),(42 81.22336),(43 80.8066),(44 81.83053),(45 82.71167),(46 82.76278),(47 82.782455),(48 83.94582),(49 85.546585),(50 86.52018),(51 87.09302),(52 87.37574),(53 87.73743),(54 87.793945),(55 88.47156),(56 87.562126),(57 88.868515),(58 87.71244),(59 88.818695),(60 88.54095),(61 87.8259),(62 87.430534),(63 87.20731),(64 85.83752),(65 85.68699),(66 85.333626),(67 85.73497),(68 86.335434),(69 84.948425),(70 83.82808),(71 83.41143),(72 82.40229),(73 81.9017),(74 81.74231),(75 81.49098),(76 81.76729),(77 82.30279),(78 82.40333),(79 82.24618),
(1 42.523823),(2 51.90862),(3 57.00074),(4 59.58089),(5 62.251076),(6 63.14919),(7 64.86931),(8 66.49617),(9 67.17492),(10 66.97248),(11 66.91419),(12 66.976135),(13 68.63847),(14 69.72906),(15 70.65172),(16 70.69441),(17 71.79558),(18 71.816),(19 72.61612),(20 72.988976),(21 72.89606),(22 72.71526),(23 73.495575),(24 72.474365),(25 73.65201),(26 73.47578),(27 73.92222),(28 75.00673),(29 75.01077),(30 74.38194),(31 75.520676),(32 75.8172),(33 75.88154),(34 75.35736),(35 75.168816),(36 75.21259),(37 75.54435),(38 76.65586),(39 76.81875),(40 77.25836),(41 77.73235),(42 78.4589),(43 78.864685),(44 79.9731),(45 81.61944),(46 81.81959),(47 81.93582),(48 82.414764),(49 83.19694),(50 84.6032),(51 84.883064),(52 85.64245),(53 86.21342),(54 86.57666),(55 87.49381),(56 86.4138),(57 87.23513),(58 86.69866),(59 86.59861),(60 86.480515),(61 85.57374),(62 85.03897),(63 85.052956),(64 83.34421),(65 84.092606),(66 83.35233),(67 83.10127),(68 82.31798),(69 80.97628),(70 80.276146),(71 79.57236),(72 79.171455),(73 78.83203),(74 78.16495),(75 78.18644),(76 77.490746),(77 77.32135),(78 76.64927),(79 77.10275),
(1 41.71488),(2 51.73748),(3 56.642223),(4 59.329018),(5 61.109528),(6 63.27876),(7 64.33159),(8 65.908714),(9 66.35019),(10 66.9094),(11 67.05119),(12 67.634346),(13 68.90318),(14 69.27484),(15 69.951065),(16 70.39738),(17 70.49691),(18 71.63329),(19 71.42465),(20 72.16619),(21 72.195694),(22 72.37187),(23 72.915085),(24 72.34367),(25 73.648026),(26 72.84212),(27 73.19528),(28 73.471146),(29 73.89311),(30 73.1595),(31 74.23055),(32 74.64814),(33 75.233),(34 75.86957),(35 75.733826),(36 75.49956),(37 75.57384),(38 76.72832),(39 76.27618),(40 76.61186),(41 76.68682),(42 77.66744),(43 77.8673),(44 78.14449),(45 79.380875),(46 80.0474),(47 80.776024),(48 81.37306),(49 82.545044),(50 83.134674),(51 83.55739),(52 84.6452),(53 85.25346),(54 85.65259),(55 85.65233),(56 85.408775),(57 85.62405),(58 85.18836),(59 85.94089),(60 86.23505),(61 86.56424),(62 85.35064),(63 85.37204),(64 83.33005),(65 83.45586),(66 84.02923),(67 83.07405),(68 82.326996),(69 81.187355),(70 80.99935),(71 80.01477),(72 79.76787),(73 79.31264),(74 79.4981),(75 79.219124),(76 79.22746),(77 79.23532),(78 79.11266),(79 78.97485),
(1 41.130947),(2 49.851574),(3 55.42594),(4 58.485947),(5 60.083115),(6 62.86116),(7 63.95188),(8 64.13706),(9 65.188835),(10 64.6807),(11 65.88515),(12 67.122925),(13 68.08823),(14 68.31288),(15 69.34811),(16 69.231094),(17 69.38751),(18 69.9356),(19 70.415665),(20 70.86514),(21 71.82314),(22 71.293396),(23 71.60819),(24 71.3413),(25 71.37599),(26 71.54322),(27 72.81388),(28 72.81249),(29 73.09917),(30 73.12588),(31 73.25109),(32 73.509094),(33 73.453896),(34 74.246284),(35 74.16027),(36 73.80606),(37 73.87733),(38 74.841675),(39 75.43231),(40 75.6528),(41 75.79677),(42 76.8813),(43 77.37359),(44 77.47485),(45 77.286415),(46 78.43107),(47 78.703636),(48 79.306145),(49 80.606766),(50 80.777275),(51 82.24128),(52 82.90238),(53 82.55197),(54 82.67373),(55 82.33679),(56 81.779564),(57 82.39045),(58 83.09531),(59 83.09706),(60 83.757126),(61 83.90319),(62 83.69886),(63 84.2359),(64 82.554756),(65 82.38174),(66 83.17794),(67 82.84209),(68 81.8963),(69 79.5284),(70 79.93709),(71 79.36376),(72 78.83138),(73 78.204956),(74 78.17239),(75 78.38368),(76 78.71375),(77 77.78787),(78 78.51065),(79 78.495),
(1 40.371723),(2 49.17851),(3 54.253017),(4 57.930004),(5 60.84762),(6 62.50746),(7 63.599037),(8 64.08116),(9 64.80377),(10 65.40482),(11 66.394424),(12 66.59988),(13 67.77576),(14 67.96743),(15 68.89898),(16 69.20847),(17 69.81753),(18 69.9987),(19 70.746185),(20 71.59008),(21 72.11378),(22 72.08148),(23 71.935394),(24 71.727264),(25 72.53626),(26 73.1498),(27 73.61862),(28 73.96075),(29 74.09374),(30 74.788124),(31 74.732796),(32 74.97399),(33 74.905365),(34 74.26747),(35 75.03564),(36 75.022736),(37 76.10931),(38 75.7904),(39 76.10815),(40 77.4959),(41 76.97006),(42 77.597664),(43 77.788666),(44 78.01105),(45 78.62044),(46 79.42639),(47 79.73798),(48 80.74042),(49 81.55451),(50 81.622795),(51 82.89481),(52 83.210144),(53 82.94251),(54 83.007935),(55 83.76774),(56 84.10379),(57 84.750694),(58 85.12492),(59 84.82555),(60 84.43787),(61 83.26969),(62 83.04089),(63 83.65911),(64 83.26761),(65 83.575714),(66 83.56067),(67 83.007256),(68 82.64421),(69 81.00205),(70 80.54765),(71 79.657646),(72 78.3593),(73 77.901764),(74 78.173996),(75 78.84211),(76 78.93771),(77 78.474365),(78 78.73342),(79 77.55345),
(1 40.074165),(2 47.76947),(3 53.379948),(4 56.165573),(5 58.372772),(6 60.989235),(7 62.58402),(8 62.87044),(9 63.4471),(10 63.417305),(11 64.37462),(12 64.410255),(13 65.61636),(14 66.04307),(15 66.9308),(16 67.42933),(17 67.80429),(18 68.50723),(19 68.55283),(20 69.01442),(21 69.09769),(22 70.125015),(23 70.034904),(24 70.1603),(25 70.67205),(26 71.14969),(27 71.0925),(28 71.82758),(29 71.37739),(30 71.73747),(31 72.03911),(32 72.85849),(33 72.618286),(34 72.315636),(35 73.15016),(36 73.41982),(37 73.713905),(38 73.74472),(39 73.755226),(40 75.01826),(41 74.43691),(42 74.87499),(43 75.13127),(44 75.05757),(45 76.1406),(46 77.059204),(47 77.97319),(48 79.21214),(49 79.62476),(50 80.33539),(51 80.994316),(52 81.18522),(53 81.355865),(54 82.19377),(55 83.65216),(56 83.41987),(57 84.25638),(58 84.714745),(59 85.05237),(60 84.04489),(61 83.17286),(62 82.8079),(63 82.934425),(64 82.38037),(65 82.39859),(66 81.41513),(67 81.05246),(68 81.35649),(69 80.18463),(70 79.739944),(71 78.64299),(72 77.596306),(73 77.14056),(74 78.01186),(75 78.100266),(76 77.7971),(77 77.90311),(78 77.62374),(79 77.064575),
(1 40.178722),(2 48.14119),(3 54.61982),(4 56.894203),(5 58.95923),(6 61.53009),(7 63.040905),(8 64.04537),(9 64.53994),(10 64.79373),(11 65.21451),(12 65.69556),(13 66.434235),(14 66.86139),(15 67.97724),(16 68.265785),(17 69.14818),(18 70.12526),(19 70.246994),(20 71.03757),(21 71.00204),(22 71.440315),(23 71.21133),(24 71.684494),(25 71.60716),(26 71.761925),(27 71.92778),(28 73.285645),(29 72.711716),(30 73.09516),(31 73.64034),(32 74.08408),(33 74.33777),(34 74.05654),(35 74.00633),(36 73.67485),(37 74.106255),(38 74.49893),(39 75.57591),(40 76.180435),(41 76.88631),(42 76.552315),(43 77.09251),(44 76.84443),(45 78.08693),(46 79.134346),(47 80.1158),(48 81.1532),(49 80.767426),(50 82.188835),(51 82.11813),(52 81.83979),(53 82.01302),(54 83.16081),(55 83.67682),(56 83.736275),(57 83.83757),(58 84.46734),(59 84.11395),(60 84.726456),(61 84.096634),(62 83.197815),(63 82.07157),(64 81.84874),(65 81.465744),(66 81.54557),(67 81.02582),(68 80.9193),(69 80.43448),(70 79.757675),(71 79.3204),(72 77.96967),(73 77.75312),(74 77.734566),(75 77.68953),(76 77.3918),(77 77.82657),(78 77.416824),(79 75.859146),
(1 40.604443),(2 48.75964),(3 54.032665),(4 56.254112),(5 58.598724),(6 61.005985),(7 62.07591),(8 63.35503),(9 62.902275),(10 63.84229),(11 64.567924),(12 65.18655),(13 65.12749),(14 65.502),(15 65.975586),(16 66.48533),(17 66.83365),(18 67.909775),(19 67.98705),(20 68.33082),(21 69.15399),(22 68.595146),(23 69.51274),(24 70.243004),(25 70.27547),(26 70.552124),(27 70.29832),(28 70.400246),(29 70.43856),(30 70.723885),(31 71.278465),(32 71.58882),(33 71.981964),(34 70.83799),(35 71.39678),(36 70.95639),(37 71.683014),(38 72.19977),(39 73.387955),(40 73.681694),(41 74.73364),(42 74.95646),(43 75.61196),(44 75.368866),(45 75.92247),(46 76.052246),(47 76.76248),(48 77.81429),(49 78.343124),(50 80.26687),(51 81.17723),(52 80.53559),(53 81.07447),(54 81.98163),(55 82.03451),(56 81.84721),(57 82.340164),(58 82.6008),(59 82.675385),(60 82.425224),(61 82.093544),(62 80.574005),(63 80.108),(64 80.29769),(65 78.983345),(66 79.31924),(67 79.077736),(68 78.64695),(69 78.64644),(70 77.47209),(71 76.86801),(72 75.843346),(73 75.63784),(74 75.50823),(75 76.31106),(76 76.596825),(77 76.536736),(78 75.524605),(79 75.74302),
(1 38.82275),(2 46.729397),(3 51.698265),(4 55.05051),(5 55.86759),(6 58.040802),(7 59.20088),(8 60.386703),(9 61.039078),(10 61.847786),(11 62.70754),(12 62.642166),(13 63.03964),(14 63.25282),(15 64.42555),(16 65.50089),(17 66.04052),(18 66.483154),(19 66.17354),(20 66.57805),(21 66.794334),(22 66.9219),(23 66.72043),(24 67.09309),(25 67.48023),(26 67.50412),(27 67.60698),(28 68.03049),(29 67.80762),(30 68.44994),(31 69.01503),(32 68.26024),(33 69.32967),(34 68.43731),(35 68.87456),(36 68.377075),(37 69.6186),(38 69.61895),(39 70.66498),(40 70.80818),(41 72.34953),(42 73.15563),(43 72.641396),(44 73.858406),(45 73.983406),(46 74.55993),(47 75.302765),(48 76.721436),(49 77.33391),(50 78.336586),(51 78.23962),(52 78.90974),(53 79.90573),(54 79.637),(55 79.774124),(56 79.112656),(57 79.88627),(58 79.98223),(59 80.280235),(60 79.996056),(61 80.048256),(62 78.76851),(63 78.16649),(64 78.43714),(65 77.55275),(66 77.09601),(67 75.8887),(68 75.894424),(69 76.07358),(70 74.46629),(71 74.34363),(72 73.512856),(73 73.21493),(74 73.06527),(75 73.71504),(76 73.614624),(77 72.55574),(78 72.346306),(79 72.73302),
(1 38.997208),(2 46.84097),(3 51.871056),(4 55.05221),(5 56.829163),(6 58.782303),(7 60.41656),(8 60.657215),(9 60.966316),(10 61.63434),(11 62.2247),(12 62.19401),(13 63.14201),(14 63.882553),(15 64.20268),(16 64.64409),(17 65.06393),(18 65.81291),(19 65.222496),(20 65.67407),(21 66.16446),(22 67.110146),(23 67.14989),(24 67.31171),(25 67.51206),(26 67.244225),(27 67.84972),(28 67.80504),(29 68.20729),(30 69.23855),(31 69.431305),(32 69.65601),(33 70.02982),(34 70.43913),(35 70.899185),(36 69.65114),(37 70.04404),(38 70.83857),(39 71.256294),(40 71.94536),(41 72.62211),(42 73.143265),(43 72.4831),(44 73.52211),(45 74.392426),(46 75.41201),(47 76.05493),(48 77.15114),(49 77.9359),(50 77.41553),(51 79.266205),(52 79.53326),(53 80.3361),(54 80.41388),(55 80.64118),(56 80.7426),(57 80.45419),(58 80.61908),(59 81.385155),(60 80.79016),(61 80.39106),(62 79.44718),(63 79.29887),(64 79.62674),(65 78.72044),(66 78.126434),(67 77.50511),(68 77.65665),(69 77.60496),(70 76.28357),(71 75.59189),(72 74.3956),(73 74.72136),(74 74.550674),(75 75.12485),(76 73.7283),(77 73.812416),(78 74.13663),(79 74.0195),
(1 38.391045),(2 46.819366),(3 50.957115),(4 54.25341),(5 55.136448),(6 56.895298),(7 58.584732),(8 59.249218),(9 58.589996),(10 59.43363),(11 59.874947),(12 59.45438),(13 60.56533),(14 62.03135),(15 61.66957),(16 62.637608),(17 62.85945),(18 62.583282),(19 63.599106),(20 63.178265),(21 63.64276),(22 64.58132),(23 64.80494),(24 65.23016),(25 65.447205),(26 65.28782),(27 65.904434),(28 66.19502),(29 66.669365),(30 67.15063),(31 67.69552),(32 68.02107),(33 68.51764),(34 68.97203),(35 69.48642),(36 69.48753),(37 69.94784),(38 70.09737),(39 70.03867),(40 70.927986),(41 71.921684),(42 72.57286),(43 72.81364),(44 74.018394),(45 74.05975),(46 74.941864),(47 75.79473),(48 77.02309),(49 76.49228),(50 77.28495),(51 77.922516),(52 78.55638),(53 78.67699),(54 78.78818),(55 78.84321),(56 78.30854),(57 77.44263),(58 77.93241),(59 78.33795),(60 78.2004),(61 78.16775),(62 76.9473),(63 76.95286),(64 77.266365),(65 76.60481),(66 75.785866),(67 75.51183),(68 75.82168),(69 75.28702),(70 73.1302),(71 72.5451),(72 72.26962),(73 72.20944),(74 71.49365),(75 72.39893),(76 71.29081),(77 71.32829),(78 71.4622),(79 71.925476),
(1 39.353592),(2 46.82712),(3 51.349392),(4 54.78245),(5 56.50087),(6 57.790207),(7 59.38731),(8 60.4207),(9 59.74829),(10 60.651978),(11 61.14359),(12 61.77862),(13 62.539066),(14 63.03341),(15 62.783413),(16 63.84158),(17 64.79236),(18 64.54364),(19 65.05178),(20 64.7722),(21 64.46889),(22 64.8413),(23 64.936935),(24 64.81496),(25 65.82557),(26 65.413155),(27 65.866425),(28 66.513145),(29 66.81068),(30 67.296814),(31 67.64219),(32 67.651245),(33 67.77749),(34 68.45106),(35 68.62569),(36 68.89027),(37 68.65292),(38 69.76477),(39 70.23232),(40 70.9417),(41 71.20294),(42 71.47817),(43 72.12208),(44 72.481964),(45 73.3349),(46 73.93685),(47 75.05224),(48 75.83191),(49 77.17259),(50 77.15012),(51 77.70762),(52 77.90853),(53 77.807014),(54 78.51802),(55 78.77269),(56 78.73194),(57 78.785866),(58 78.99618),(59 79.30622),(60 78.871315),(61 78.244995),(62 77.38577),(63 77.78728),(64 77.95325),(65 76.97402),(66 77.14143),(67 76.930176),(68 76.925125),(69 75.845474),(70 74.47209),(71 74.90545),(72 73.76306),(73 73.3028),(74 73.38648),(75 74.005264),(76 73.46732),(77 72.2493),(78 72.050446),(79 73.19572),
(1 39.73857),(2 47.50751),(3 52.41094),(4 54.880474),(5 57.144257),(6 58.219868),(7 58.972946),(8 60.103294),(9 60.464912),(10 60.67003),(11 61.410072),(12 61.3897),(13 63.214363),(14 63.26878),(15 63.91372),(16 64.27266),(17 65.96061),(18 65.96752),(19 66.07341),(20 65.99179),(21 66.51887),(22 65.86472),(23 66.29818),(24 66.224594),(25 66.80461),(26 67.27017),(27 68.01464),(28 68.34119),(29 68.16849),(30 68.12046),(31 68.87418),(32 69.07138),(33 69.10813),(34 69.25519),(35 70.07375),(36 69.82751),(37 69.89879),(38 70.58062),(39 71.56957),(40 71.46651),(41 71.12957),(42 72.2071),(43 72.19528),(44 72.35977),(45 72.67414),(46 72.77589),(47 74.04997),(48 74.72459),(49 75.93195),(50 76.47735),(51 77.34744),(52 77.78197),(53 78.091194),(54 78.280174),(55 78.399124),(56 78.687515),(57 78.32403),(58 78.56139),(59 78.74213),(60 78.72486),(61 78.35622),(62 78.33323),(63 77.85749),(64 77.8045),(65 77.75226),(66 77.06593),(67 76.914154),(68 76.140594),(69 75.54008),(70 74.51886),(71 74.08615),(72 72.546875),(73 72.73182),(74 72.23179),(75 72.75405),(76 72.13263),(77 72.13061),(78 72.10403),(79 72.20573),
(1 37.972927),(2 45.82905),(3 50.523064),(4 53.153828),(5 54.544098),(6 55.753654),(7 56.87804),(8 58.23997),(9 58.6482),(10 58.894394),(11 59.70551),(12 60.532787),(13 61.461067),(14 61.265545),(15 62.054783),(16 62.527374),(17 63.633728),(18 63.64195),(19 63.77462),(20 64.02108),(21 64.46494),(22 63.977203),(23 64.931625),(24 64.7608),(25 64.70044),(26 64.704056),(27 65.45276),(28 65.707504),(29 66.088646),(30 65.89844),(31 66.05908),(32 66.523056),(33 67.00509),(34 66.63571),(35 66.517586),(36 66.98715),(37 67.359566),(38 69.41812),(39 69.32257),(40 69.604805),(41 69.63614),(42 70.36054),(43 70.84275),(44 71.12062),(45 72.49389),(46 72.42169),(47 73.48853),(48 73.733086),(49 75.24546),(50 76.16894),(51 77.09175),(52 78.18739),(53 77.813126),(54 77.03166),(55 76.9239),(56 77.38055),(57 77.39062),(58 77.71782),(59 77.92862),(60 77.94723),(61 76.76979),(62 77.094696),(63 77.14458),(64 77.5024),(65 77.27772),(66 75.91947),(67 75.776344),(68 75.2098),(69 74.65306),(70 73.41557),(71 73.21267),(72 71.45688),(73 70.69247),(74 71.0153),(75 71.38968),(76 71.04779),(77 71.25714),(78 71.16452),(79 71.530846),
(1 38.20212),(2 45.947838),(3 50.74934),(4 53.68146),(5 55.211533),(6 56.994457),(7 58.292477),(8 59.074917),(9 59.08693),(10 59.4156),(11 59.940147),(12 60.249897),(13 61.06108),(14 61.447964),(15 62.190197),(16 62.950592),(17 63.354477),(18 63.482025),(19 64.242004),(20 64.950455),(21 65.35772),(22 65.46293),(23 65.82499),(24 65.64105),(25 66.72544),(26 65.77833),(27 65.73345),(28 65.90869),(29 66.06339),(30 66.286026),(31 66.11859),(32 66.70082),(33 66.94566),(34 66.43829),(35 66.55269),(36 67.44783),(37 67.43049),(38 68.827065),(39 68.36582),(40 68.99133),(41 69.371475),(42 69.913956),(43 71.11937),(44 71.26207),(45 72.316124),(46 72.945595),(47 73.89862),(48 73.83746),(49 74.94968),(50 74.8154),(51 75.48851),(52 76.313965),(53 76.54517),(54 76.34457),(55 75.85736),(56 76.585884),(57 76.05224),(58 76.12794),(59 76.54603),(60 77.02847),(61 76.28873),(62 77.293686),(63 77.08235),(64 77.000885),(65 76.44262),(66 75.11069),(67 74.65557),(68 75.10148),(69 73.96825),(70 72.809326),(71 72.89848),(72 71.814644),(73 70.92),(74 71.17868),(75 71.43998),(76 70.66176),(77 70.59822),(78 71.044556),(79 71.405075),
