1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 51.613716),(2 63.538498),(3 69.85409),(4 74.669),(5 77.69787),(6 80.957245),(7 82.90546),(8 84.53009),(9 84.826904),(10 86.09577),(11 87.187775),(12 89.28575),(13 89.42239),(14 90.06373),(15 92.46645),(16 92.18492),(17 92.86701),(18 93.14112),(19 92.644905),(20 92.93623),(21 93.13217),(22 93.219154),(23 94.0338),(24 92.93147),(25 93.5931),(26 93.309685),(27 94.21528),(28 93.87963),(29 93.6227),(30 94.22271),(31 94.470894),(32 94.743774),(33 97.39648),(34 98.387505),(35 97.69023),(36 98.31748),(37 98.15741),(38 99.17176),(39 99.385216),(40 100.69527),(41 101.10906),(42 101.95923),(43 102.787796),(44 102.37387),(45 104.61485),(46 104.49089),(47 105.82485),(48 107.84947),(49 108.67566),(50 108.588715),(51 108.98994),(52 109.76532),(53 110.11681),(54 109.4964),(55 109.131165),(56 109.99561),(57 110.98233),(58 109.46648),(59 109.855545),(60 109.38185),(61 108.94834),(62 108.852455),(63 109.1631),(64 109.72785),(65 109.642),(66 108.59206),(67 108.01329),(68 107.78507),(69 108.608154),(70 106.686806),(71 105.62816),(72 105.79518),(73 105.95295),(74 104.75866),(75 103.76089),(76 104.524086),(77 103.91982),(78 104.45381),(79 104.020584),
(1 50.796307),(2 64.52987),(3 70.56496),(4 74.94013),(5 77.53469),(6 81.693504),(7 83.7395),(8 85.26506),(9 85.03756),(10 85.565506),(11 86.61005),(12 88.41945),(13 88.89102),(14 89.507484),(15 90.4801),(16 90.817856),(17 92.10746),(18 92.81636),(19 92.65411),(20 93.28426),(21 93.18786),(22 93.46165),(23 94.33515),(24 93.97319),(25 96.09575),(26 96.07863),(27 96.01418),(28 95.935486),(29 96.40073),(30 96.72413),(31 97.45328),(32 98.002884),(33 99.455696),(34 100.857864),(35 99.99266),(36 101.54075),(37 102.36493),(38 103.09767),(39 103.280235),(40 103.631996),(41 105.050575),(42 104.342064),(43 105.05834),(44 105.13978),(45 106.36962),(46 106.708694),(47 108.99815),(48 109.64658),(49 109.57856),(50 110.32164),(51 111.0555),(52 112.37882),(53 113.96335),(54 112.828835),(55 111.77844),(56 112.85114),(57 113.49597),(58 111.99736),(59 112.156395),(60 111.58226),(61 110.530045),(62 110.11974),(63 111.316986),(64 109.873085),(65 110.35007),(66 109.23007),(67 108.76887),(68 107.54407),(69 107.0686),(70 105.13888),(71 104.55421),(72 104.66387),(73 105.446335),(74 103.62261),(75 103.817055),(76 104.22391),(77 104.7879),(78 103.665184),(79 102.385475),
(1 51.186806),(2 64.00267),(3 70.79468),(4 76.0702),(5 79.51693),(6 82.88514),(7 84.13357),(8 87.44486),(9 88.73159),(10 88.652756),(11 89.733154),(12 90.348694),(13 91.913956),(14 91.70675),(15 94.19759),(16 94.59799),(17 95.71161),(18 96.512886),(19 96.27977),(20 96.99931),(21 97.26324),(22 97.75341),(23 98.60795),(24 99.14202),(25 100.63204),(26 100.253525),(27 99.662254),(28 99.259285),(29 98.74235),(30 98.97465),(31 99.54891),(32 98.60419),(33 99.08418),(34 99.56745),(35 99.99116),(36 101.24948),(37 101.488884),(38 101.08927),(39 102.657),(40 102.29384),(41 103.0019),(42 103.74508),(43 104.67085),(44 105.08732),(45 106.54277),(46 107.0945),(47 108.409355),(48 109.98557),(49 110.3608),(50 110.634636),(51 111.43546),(52 112.0866),(53 112.4245),(54 110.0126),(55 109.08355),(56 109.405334),(57 110.15829),(58 110.18088),(59 110.52517),(60 109.03449),(61 109.84291),(62 109.57387),(63 109.14737),(64 107.60797),(65 108.33343),(66 108.17049),(67 107.81933),(68 107.33022),(69 106.170685),(70 105.378876),(71 105.12566),(72 104.755356),(73 103.47018),(74 104.254234),(75 103.36181),(76 103.111176),(77 103.056305),(78 103.2451),(79 102.48892),
(1 51.516716),(2 64.030266),(3 70.01207),(4 75.08684),(5 77.94117),(6 81.20569),(7 82.22034),(8 85.451294),(9 85.45075),(10 85.62018),(11 86.49967),(12 86.07915),(13 87.85266),(14 88.079445),(15 89.666725),(16 90.4582),(17 91.23074),(18 90.97333),(19 91.267044),(20 90.24483),(21 91.00609),(22 91.82862),(23 93.71594),(24 93.273674),(25 94.577774),(26 94.234245),(27 93.63321),(28 93.87332),(29 93.83664),(30 94.750565),(31 94.95961),(32 94.781784),(33 95.5786),(34 95.10549),(35 96.96548),(36 97.611),(37 98.20817),(38 98.17118),(39 98.54709),(40 99.54709),(41 99.85229),(42 99.90182),(43 101.22139),(44 102.66829),(45 102.514626),(46 103.12483),(47 104.35485),(48 106.24052),(49 107.00657),(50 107.982544),(51 108.82909),(52 108.18098),(53 108.96765),(54 109.16588),(55 109.624626),(56 109.337585),(57 110.6015),(58 110.56083),(59 110.70782),(60 110.25954),(61 110.42691),(62 109.468475),(63 108.82094),(64 108.51784),(65 109.0703),(66 108.97264),(67 109.143295),(68 109.43781),(69 109.133194),(70 107.44129),(71 105.830315),(72 105.326355),(73 103.52287),(74 104.270515),(75 103.41473),(76 104.12191),(77 103.2155),(78 101.04654),(79 100.6936),
(1 50.5251),(2 63.090244),(3 68.979904),(4 73.77247),(5 76.48829),(6 79.416245),(7 81.07943),(8 82.282196),(9 82.62702),(10 83.35209),(11 84.57651),(12 84.31206),(13 85.67437),(14 86.32849),(15 86.44505),(16 86.78678),(17 88.117),(18 89.57815),(19 90.27756),(20 89.79183),(21 89.049965),(22 88.99576),(23 90.537025),(24 91.32544),(25 92.79323),(26 92.55565),(27 92.07482),(28 92.12845),(29 92.44306),(30 93.56059),(31 94.618805),(32 94.70115),(33 95.828285),(34 95.29408),(35 95.735466),(36 97.12247),(37 97.99916),(38 99.07362),(39 98.89166),(40 99.84923),(41 99.691185),(42 100.10729),(43 100.91129),(44 101.75826),(45 101.84362),(46 102.43602),(47 102.97317),(48 104.08933),(49 105.610954),(50 105.878944),(51 106.98275),(52 107.61927),(53 107.56279),(54 107.531204),(55 107.2091),(56 106.603455),(57 106.9786),(58 107.001114),(59 107.80848),(60 107.99852),(61 107.417366),(62 107.97996),(63 106.9875),(64 105.538124),(65 105.65261),(66 104.71024),(67 103.07216),(68 103.66261),(69 102.791275),(70 102.07301),(71 102.27239),(72 101.940094),(73 101.021126),(74 100.05363),(75 99.89671),(76 98.86927),(77 98.50539),(78 98.888336),(79 97.50225),
(1 49.12006),(2 60.54334),(3 67.838196),(4 72.30756),(5 74.944374),(6 77.850204),(7 79.54471),(8 80.58029),(9 81.83857),(10 82.05638),(11 83.33766),(12 84.40195),(13 85.55799),(14 86.60992),(15 87.963646),(16 88.151505),(17 89.41568),(18 90.83486),(19 91.016914),(20 89.99512),(21 90.292984),(22 91.141),(23 91.294304),(24 92.42017),(25 93.137115),(26 93.47604),(27 93.712715),(28 92.480934),(29 92.29266),(30 93.359375),(31 94.11056),(32 95.29059),(33 96.60143),(34 96.028595),(35 95.527374),(36 95.968),(37 95.72024),(38 96.42654),(39 96.59108),(40 97.05856),(41 98.059326),(42 98.29814),(43 98.65866),(44 98.907936),(45 98.85265),(46 99.95473),(47 100.415),(48 101.957695),(49 103.522606),(50 104.903534),(51 105.30189),(52 105.04193),(53 105.53263),(54 105.36544),(55 104.2144),(56 103.67156),(57 103.74482),(58 103.79199),(59 105.48812),(60 104.82872),(61 104.25549),(62 103.86681),(63 103.33904),(64 102.5198),(65 103.51648),(66 102.5214),(67 101.97829),(68 101.525955),(69 101.47194),(70 100.71289),(71 100.68326),(72 100.35244),(73 100.78475),(74 98.9735),(75 98.67675),(76 98.24778),(77 97.42835),(78 97.54756),(79 97.14408),
(1 50.174274),(2 62.032146),(3 69.04029),(4 72.45018),(5 75.71119),(6 77.28269),(7 78.66863),(8 81.00343),(9 81.29332),(10 81.95008),(11 82.9873),(12 84.30756),(13 84.27392),(14 85.43319),(15 86.56365),(16 87.36981),(17 87.86927),(18 89.079315),(19 89.313286),(20 89.7704),(21 90.085266),(22 91.5206),(23 92.10416),(24 92.26706),(25 92.16488),(26 93.389915),(27 93.51219),(28 93.67662),(29 92.96516),(30 93.67197),(31 94.44918),(32 94.260124),(33 94.60044),(34 94.770996),(35 94.21465),(36 95.098724),(37 94.83436),(38 95.35657),(39 96.081604),(40 96.0992),(41 96.66004),(42 97.45438),(43 97.84342),(44 98.8644),(45 99.9936),(46 100.72607),(47 100.6761),(48 101.22449),(49 102.91136),(50 104.051575),(51 103.038),(52 103.64553),(53 104.244225),(54 104.55012),(55 104.200165),(56 104.06815),(57 105.18837),(58 105.117905),(59 105.97092),(60 104.841),(61 104.66434),(62 104.08457),(63 104.53272),(64 103.88753),(65 104.28919),(66 104.39606),(67 103.02225),(68 102.052826),(69 101.32959),(70 100.58846),(71 99.59243),(72 99.69345),(73 98.944496),(74 98.02098),(75 98.949875),(76 98.5873),(77 97.92386),(78 98.16944),(79 97.06877),
(1 48.542355),(2 60.422653),(3 66.45062),(4 69.40491),(5 73.073105),(6 74.83147),(7 76.89186),(8 78.33007),(9 78.71449),(10 80.05808),(11 81.68547),(12 82.489815),(13 83.83208),(14 85.367676),(15 86.15778),(16 86.74128),(17 87.70933),(18 88.31576),(19 88.867294),(20 88.37077),(21 89.279076),(22 90.22746),(23 89.79221),(24 89.73887),(25 89.83229),(26 90.00731),(27 90.67628),(28 90.54163),(29 90.157166),(30 89.434006),(31 91.07521),(32 90.67624),(33 91.796036),(34 91.622925),(35 92.147606),(36 92.41659),(37 93.36713),(38 94.62266),(39 93.8089),(40 94.38453),(41 94.20289),(42 93.46847),(43 93.49548),(44 95.030106),(45 95.3144),(46 95.08533),(47 96.03885),(48 96.00224),(49 98.40271),(50 100.12881),(51 99.41539),(52 99.71888),(53 100.49236),(54 99.93129),(55 100.78313),(56 99.69393),(57 99.3832),(58 99.29404),(59 100.41795),(60 99.544525),(61 99.27517),(62 98.36895),(63 98.479004),(64 98.248764),(65 97.803444),(66 97.01241),(67 96.41201),(68 96.000595),(69 95.442535),(70 95.70569),(71 94.80279),(72 94.876076),(73 94.21523),(74 94.27405),(75 93.66194),(76 93.648155),(77 93.58946),(78 93.30059),(79 92.64539),
(1 47.981598),(2 59.593445),(3 64.978836),(4 68.33122),(5 71.45625),(6 72.933754),(7 75.22589),(8 76.22164),(9 77.95349),(10 78.51864),(11 80.52122),(12 80.83196),(13 81.92921),(14 83.43204),(15 84.8377),(16 84.88912),(17 86.28371),(18 86.210846),(19 86.62584),(20 86.76039),(21 88.0655),(22 88.30781),(23 88.53897),(24 88.7842),(25 89.028496),(26 88.632484),(27 89.287766),(28 89.22025),(29 88.29798),(30 87.79702),(31 89.073586),(32 89.07218),(33 90.89175),(34 92.23978),(35 92.42712),(36 91.67704),(37 92.870605),(38 93.6972),(39 93.98552),(40 94.20594),(41 94.75926),(42 95.79551),(43 96.51294),(44 96.99985),(45 98.51387),(46 98.49192),(47 98.82277),(48 99.103836),(49 100.87589),(50 102.4972),(51 102.8141),(52 102.508934),(53 102.798195),(54 103.18517),(55 102.97183),(56 103.33051),(57 102.80807),(58 104.144775),(59 102.46143),(60 102.17335),(61 101.32641),(62 100.423546),(63 99.94833),(64 100.16564),(65 100.67752),(66 99.41924),(67 97.80028),(68 97.35091),(69 96.44145),(70 95.998024),(71 94.95749),(72 94.2836),(73 93.79316),(74 94.15401),(75 93.98306),(76 92.89267),(77 93.901245),(78 93.37762),(79 92.378006),
(1 46.567207),(2 57.871143),(3 63.6775),(4 67.24001),(5 70.811745),(6 72.29519),(7 74.94292),(8 75.73934),(9 76.99448),(10 78.08253),(11 79.90572),(12 79.58571),(13 81.396545),(14 82.55922),(15 83.71163),(16 84.077705),(17 85.36119),(18 85.32045),(19 86.389046),(20 86.63926),(21 87.36229),(22 87.851715),(23 89.10271),(24 88.55027),(25 88.74691),(26 88.66876),(27 89.13116),(28 89.13666),(29 88.84987),(30 89.617676),(31 89.56386),(32 89.66263),(33 92.76645),(34 92.62969),(35 92.65302),(36 92.64895),(37 93.46597),(38 93.69383),(39 94.62028),(40 95.433464),(41 95.95204),(42 96.95986),(43 97.617744),(44 97.361984),(45 98.7083),(46 99.49942),(47 100.214966),(48 99.23994),(49 99.73786),(50 101.02465),(51 101.49631),(52 101.7925),(53 102.066925),(54 103.181),(55 101.949135),(56 102.45515),(57 101.54406),(58 101.52035),(59 101.42563),(60 101.71699),(61 101.06395),(62 99.643745),(63 99.69505),(64 99.45079),(65 99.5074),(66 99.34034),(67 98.348694),(68 97.528244),(69 96.90368),(70 96.34223),(71 95.76139),(72 96.15907),(73 95.79419),(74 95.932274),(75 95.842094),(76 94.49547),(77 95.41325),(78 94.14148),(79 93.30548),
(1 47.076275),(2 58.722324),(3 64.781845),(4 68.351746),(5 70.5473),(6 73.46425),(7 76.36334),(8 76.98026),(9 77.95401),(10 77.77695),(11 78.91545),(12 80.19741),(13 82.25789),(14 81.930984),(15 82.431465),(16 82.71866),(17 83.53622),(18 84.2281),(19 85.41696),(20 86.00782),(21 85.65596),(22 86.12139),(23 86.6992),(24 87.3997),(25 87.92183),(26 88.08677),(27 88.2031),(28 87.85344),(29 88.42888),(30 88.18334),(31 89.46521),(32 90.61104),(33 91.59324),(34 90.9962),(35 92.159515),(36 92.43205),(37 92.73308),(38 92.751015),(39 93.842415),(40 94.05439),(41 94.954315),(42 95.37539),(43 95.8655),(44 96.36617),(45 97.549995),(46 98.59667),(47 99.40913),(48 99.98317),(49 100.053),(50 101.58683),(51 101.571396),(52 101.07144),(53 100.885506),(54 100.41413),(55 99.834114),(56 99.03456),(57 98.62569),(58 97.78505),(59 98.68489),(60 98.30603),(61 98.68158),(62 97.63324),(63 98.80072),(64 98.31913),(65 98.34499),(66 97.59587),(67 96.538925),(68 95.22131),(69 95.13775),(70 94.77216),(71 94.64324),(72 93.86032),(73 92.40618),(74 92.630325),(75 92.1865),(76 90.99742),(77 91.97735),(78 91.5099),(79 91.4375),
(1 46.645844),(2 57.34928),(3 63.857075),(4 66.57655),(5 69.74923),(6 71.688576),(7 73.301384),(8 74.707146),(9 75.43424),(10 75.56021),(11 77.12532),(12 78.5327),(13 80.10093),(14 81.00508),(15 81.8716),(16 82.759636),(17 83.13536),(18 83.55762),(19 83.877335),(20 84.34746),(21 84.3801),(22 85.43362),(23 86.642685),(24 86.79874),(25 86.780846),(26 86.30866),(27 86.80163),(28 85.5449),(29 85.15168),(30 85.89069),(31 86.6665),(32 87.42196),(33 87.20805),(34 88.22334),(35 88.54168),(36 89.16996),(37 88.75605),(38 90.02994),(39 90.135086),(40 90.98066),(41 92.82728),(42 93.33987),(43 94.03249),(44 94.787994),(45 94.5964),(46 95.402435),(47 95.910675),(48 95.794334),(49 97.21354),(50 98.207985),(51 98.10647),(52 99.43673),(53 98.03281),(54 97.79473),(55 98.07971),(56 97.22329),(57 97.49378),(58 97.01933),(59 97.293434),(60 95.91643),(61 96.120285),(62 95.70972),(63 96.27513),(64 96.30645),(65 95.25266),(66 94.284004),(67 93.11336),(68 92.925934),(69 91.653465),(70 91.91204),(71 92.09503),(72 90.50821),(73 90.24892),(74 90.558334),(75 90.72848),(76 89.51107),(77 90.01233),(78 89.67461),(79 90.258736),
(1 45.477478),(2 56.073925),(3 62.128532),(4 64.87168),(5 68.00444),(6 70.42979),(7 72.107635),(8 74.15247),(9 74.75757),(10 75.27303),(11 76.102135),(12 77.2077),(13 78.352104),(14 79.29796),(15 80.138626),(16 81.66284),(17 81.71379),(18 82.2434),(19 82.61644),(20 82.82517),(21 82.24579),(22 83.518295),(23 84.240265),(24 84.58959),(25 85.44002),(26 85.306274),(27 85.98158),(28 84.462364),(29 83.91949),(30 84.23422),(31 85.10535),(32 85.79836),(33 86.24462),(34 87.626816),(35 87.992775),(36 88.544266),(37 88.84669),(38 90.01299),(39 90.70584),(40 91.07819),(41 91.80913),(42 92.51316),(43 93.3804),(44 94.499344),(45 94.51657),(46 95.400154),(47 97.344),(48 98.278465),(49 99.318344),(50 100.44867),(51 100.6286),(52 101.32982),(53 100.490395),(54 100.81757),(55 100.78231),(56 100.35423),(57 100.695),(58 99.89497),(59 100.81965),(60 99.614494),(61 99.88409),(62 98.06766),(63 97.9765),(64 97.27937),(65 96.00711),(66 95.283485),(67 95.35183),(68 94.783905),(69 93.432495),(70 92.94788),(71 92.635315),(72 91.868164),(73 90.90915),(74 90.94982),(75 91.15575),(76 89.42703),(77 89.043526),(78 89.97662),(79 90.103096),
(1 45.410145),(2 56.3167),(3 61.915775),(4 65.55058),(5 68.28505),(6 70.40009),(7 71.76254),(8 73.537895),(9 74.19308),(10 75.14324),(11 76.78859),(12 77.70348),(13 78.75217),(14 79.22339),(15 79.77089),(16 79.521805),(17 80.35476),(18 80.35727),(19 80.84294),(20 81.663246),(21 81.164246),(22 81.20592),(23 81.96745),(24 81.85153),(25 82.375656),(26 82.47506),(27 83.08117),(28 83.05554),(29 83.24727),(30 83.376335),(31 83.78545),(32 84.8209),(33 84.936615),(34 85.44829),(35 85.4696),(36 86.320656),(37 86.65576),(38 86.97678),(39 87.906456),(40 89.01045),(41 89.345795),(42 89.69094),(43 90.99204),(44 91.851234),(45 92.83408),(46 92.49721),(47 94.10985),(48 94.53765),(49 94.75446),(50 96.47537),(51 97.3659),(52 97.53985),(53 97.24783),(54 97.17383),(55 96.88766),(56 96.076706),(57 96.32297),(58 96.77753),(59 97.12958),(60 96.90663),(61 96.52549),(62 96.42676),(63 96.89133),(64 95.36093),(65 94.78393),(66 93.55305),(67 93.12556),(68 93.43233),(69 93.27709),(70 92.68969),(71 92.61426),(72 92.19355),(73 91.44782),(74 90.74558),(75 90.25951),(76 90.101425),(77 89.811134),(78 90.18524),(79 89.48867),
(1 44.312485),(2 54.21018),(3 59.876625),(4 63.61011),(5 66.760284),(6 68.56488),(7 69.552505),(8 71.05941),(9 71.76576),(10 71.9625),(11 73.88214),(12 74.32314),(13 75.34945),(14 76.61849),(15 77.27037),(16 77.55475),(17 77.12842),(18 77.63855),(19 78.04187),(20 78.574814),(21 78.84574),(22 79.45362),(23 79.82685),(24 80.10888),(25 81.03955),(26 80.47116),(27 80.41849),(28 82.052826),(29 81.7324),(30 82.21959),(31 82.28724),(32 82.61945),(33 82.893234),(34 82.213875),(35 83.04697),(36 83.63757),(37 83.79887),(38 84.22961),(39 85.940254),(40 86.704155),(41 86.64528),(42 87.81944),(43 88.6368),(44 89.032036),(45 90.2913),(46 90.71704),(47 92.40497),(48 94.03775),(49 93.95554),(50 94.483864),(51 95.36579),(52 95.425705),(53 94.640656),(54 94.8982),(55 95.00474),(56 94.8162),(57 95.572655),(58 95.25051),(59 94.7531),(60 94.978035),(61 93.89131),(62 93.43032),(63 92.94549),(64 91.43303),(65 91.38474),(66 90.02384),(67 89.66137),(68 89.400795),(69 88.83373),(70 87.126526),(71 87.28376),(72 86.95539),(73 86.27066),(74 85.45078),(75 85.22446),(76 85.42216),(77 85.95933),(78 86.53483),(79 85.95758),
(1 44.77745),(2 55.29596),(3 60.79613),(4 64.19462),(5 66.90349),(6 69.09437),(7 69.96031),(8 71.98996),(9 72.331985),(10 72.71023),(11 73.574814),(12 74.56443),(13 75.533264),(14 75.9133),(15 77.01142),(16 76.23643),(17 76.52248),(18 77.93116),(19 77.69495),(20 78.55248),(21 78.70129),(22 80.717316),(23 80.24291),(24 79.95346),(25 80.21377),(26 79.73946),(27 80.42823),(28 82.14377),(29 82.11588),(30 82.377655),(31 83.0112),(32 83.92823),(33 85.18167),(34 84.89689),(35 84.956635),(36 85.20017),(37 85.904465),(38 85.51044),(39 85.50556),(40 87.1052),(41 87.609055),(42 88.218735),(43 87.8417),(44 88.86715),(45 88.71608),(46 89.581245),(47 90.69917),(48 91.27212),(49 90.74225),(50 91.21425),(51 91.545364),(52 92.42808),(53 92.39425),(54 92.87365),(55 92.31262),(56 91.71216),(57 91.879074),(58 91.74944),(59 91.8705),(60 91.746254),(61 90.7172),(62 90.615814),(63 91.39186),(64 89.88531),(65 90.06206),(66 89.889),(67 90.21251),(68 90.8882),(69 89.1847),(70 88.287224),(71 87.98091),(72 87.29772),(73 87.38224),(74 86.94188),(75 86.86854),(76 86.31393),(77 86.58896),(78 85.80593),(79 85.97156),
(1 44.719566),(2 55.15331),(3 60.278393),(4 63.18325),(5 65.47913),(6 67.9027),(7 69.22246),(8 71.190704),(9 70.8525),(10 71.813835),(11 73.43681),(12 73.84943),(13 74.37351),(14 74.6457),(15 74.85495),(16 76.015884),(17 76.52369),(18 76.93945),(19 76.65392),(20 77.11001),(21 77.285484),(22 77.940636),(23 78.275536),(24 78.47313),(25 78.24276),(26 77.83014),(27 78.43317),(28 78.996864),(29 80.12876),(30 80.80394),(31 80.74348),(32 82.50407),(33 82.59937),(34 82.1329),(35 83.074104),(36 84.34605),(37 84.18339),(38 84.64939),(39 83.83005),(40 84.66145),(41 85.83793),(42 85.560844),(43 86.55204),(44 86.917274),(45 86.49618),(46 88.35695),(47 88.63706),(48 89.601654),(49 90.876595),(50 91.12505),(51 92.406876),(52 92.840096),(53 92.65627),(54 92.370224),(55 91.95087),(56 92.706795),(57 92.507034),(58 92.596886),(59 93.12458),(60 93.9222),(61 94.04711),(62 94.167336),(63 93.17321),(64 91.926544),(65 90.8582),(66 90.639206),(67 90.84688),(68 90.31905),(69 89.18855),(70 87.757),(71 87.47433),(72 86.799675),(73 86.91837),(74 85.96343),(75 86.492386),(76 85.95909),(77 84.87464),(78 84.22842),(79 83.88641),
(1 43.16832),(2 52.801094),(3 58.267452),(4 61.457836),(5 63.623955),(6 65.404015),(7 66.89567),(8 68.89002),(9 69.90369),(10 70.17634),(11 71.32779),(12 71.94358),(13 73.18497),(14 74.12408),(15 74.63855),(16 74.419464),(17 75.44818),(18 76.41853),(19 76.71528),(20 77.87928),(21 77.53903),(22 77.49496),(23 77.7849),(24 77.982605),(25 78.222206),(26 78.33265),(27 78.66569),(28 77.92222),(29 77.91959),(30 78.19359),(31 78.148895),(32 79.10538),(33 79.66645),(34 79.994774),(35 79.802826),(36 80.85195),(37 81.506744),(38 81.43901),(39 80.758514),(40 82.42665),(41 82.95624),(42 83.22725),(43 84.00766),(44 84.098236),(45 83.21236),(46 84.59472),(47 84.61296),(48 86.22116),(49 87.32591),(50 88.38221),(51 88.63552),(52 90.00483),(53 89.25599),(54 88.39048),(55 88.771645),(56 88.782036),(57 88.19858),(58 88.18156),(59 88.39575),(60 90.208115),(61 89.41033),(62 89.13888),(63 89.108696),(64 87.40366),(65 86.70643),(66 86.58018),(67 86.43877),(68 86.76997),(69 85.572266),(70 85.39094),(71 84.61831),(72 84.29958),(73 84.49655),(74 84.63312),(75 84.47285),(76 84.70555),(77 85.310295),(78 85.229576),(79 85.78576),
