1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71872.94),(2 201894.63),(3 399591.5),(4 617583.3),(5 865222.25),(6 1125526.1),(7 1405236.5),(8 1699198.6),(9 2018341.4),(10 2353807.3),(11 2715349.3),(12 3092166),(13 3477120),(14 3829288.8),(15 4127780),(16 4435180.5),(17 4705360.5),(18 4999050.5),(19 5306492.5),(20 5633370.5),(21 5940004.5),(22 6252483.5),(23 6567780.5),(24 6853701.5),(25 7168338.5),(26 7446158.5),(27 7793746),(28 8104359.5),(29 8430867),(30 8687978),(31 8959927),(32 9185623),(33 9409381),(34 9615467),(35 9829779),(36 10093895),(37 10441825),(38 10792473),(39 11172001),(40 11460640),(41 11734992),(42 11990625),(43 12176603),(44 12351679),(45 12521741),(46 12723756),(47 12916164),(48 13068796),(49 13267841),(50 13406455),(51 13633309),(52 13829569),(53 14136412),(54 14461705),(55 14750312),(56 14990591),(57 15183360),(58 15333957),(59 15516117),(60 15642045),(61 15651056),(62 15624676),(63 15594133),(64 15509131),(65 15463392),(66 15518143),(67 15495068),(68 15468277),(69 15526235),(70 15581939),(71 15644776),(72 15636963),(73 15588997),(74 15457444),(75 15275781),(76 15184432),(77 15020369),(78 14913921),(79 14900805),
(1 48.40809),(2 57.01514),(3 60.281532),(4 63.16692),(5 65.35538),(6 66.88927),(7 67.53094),(8 69.61399),(9 69.77485),(10 70.22002),(11 69.36368),(12 68.91375),(13 70.4364),(14 70.58987),(15 69.320335),(16 69.09839),(17 69.10463),(18 69.59626),(19 69.65685),(20 69.36135),(21 69.464066),(22 69.107605),(23 69.20728),(24 69.65877),(25 69.99277),(26 69.36949),(27 67.773544),(28 68.42268),(29 68.72602),(30 68.32842),(31 68.78513),(32 69.363686),(33 69.979515),(34 69.55379),(35 69.319214),(36 69.77861),(37 70.312805),(38 70.21918),(39 68.475586),(40 69.52325),(41 69.89152),(42 70.873795),(43 71.42237),(44 71.93204),(45 71.020966),(46 71.21171),(47 71.016235),(48 71.48978),(49 72.28973),(50 72.15746),(51 71.30073),(52 71.38758),(53 71.2993),(54 71.273575),(55 70.484566),(56 70.78117),(57 70.32265),(58 69.924835),(59 70.40391),(60 70.77615),(61 71.07598),(62 71.910034),(63 70.89719),(64 70.428734),(65 70.392006),(66 70.60511),(67 70.3544),(68 69.885056),(69 70.21989),(70 69.68666),(71 69.49333),(72 69.97525),(73 69.02311),(74 70.030266),(75 68.48611),(76 69.59084),(77 69.71499),(78 69.86767),(79 70.2075),
(1 46.665855),(2 55.524483),(3 58.624462),(4 61.277214),(5 62.756413),(6 63.859207),(7 65.14667),(8 66.25721),(9 66.99025),(10 67.08417),(11 66.9738),(12 67.24409),(13 67.539116),(14 68.160385),(15 66.08743),(16 67.103745),(17 67.30828),(18 67.2589),(19 68.84255),(20 67.88745),(21 67.22901),(22 65.60904),(23 65.46254),(24 65.61546),(25 65.89182),(26 65.042366),(27 64.384674),(28 65.08915),(29 65.58256),(30 65.38382),(31 64.91908),(32 65.52916),(33 65.59341),(34 66.10076),(35 65.44639),(36 66.216835),(37 66.181),(38 66.22725),(39 65.68551),(40 66.567825),(41 65.926056),(42 67.22942),(43 67.74134),(44 67.83265),(45 68.66788),(46 68.53427),(47 68.76366),(48 69.59069),(49 69.4128),(50 70.09572),(51 69.2651),(52 69.23389),(53 69.19375),(54 68.77721),(55 67.597206),(56 67.64256),(57 67.96994),(58 68.31314),(59 68.44143),(60 68.91171),(61 69.22615),(62 69.52696),(63 68.6142),(64 69.13176),(65 69.11417),(66 68.449585),(67 68.76641),(68 67.95562),(69 68.13283),(70 67.3848),(71 67.67959),(72 68.00762),(73 68.16088),(74 68.01643),(75 67.53942),(76 67.65122),(77 67.49624),(78 68.40836),(79 68.12041),
(1 46.66732),(2 55.083214),(3 58.554718),(4 61.91324),(5 63.96184),(6 65.94556),(7 67.03392),(8 67.573105),(9 67.87816),(10 68.45034),(11 69.16953),(12 68.35963),(13 68.50654),(14 68.33378),(15 67.08465),(16 66.730286),(17 67.279686),(18 67.904816),(19 68.17469),(20 67.75872),(21 67.216805),(22 67.582756),(23 67.35803),(24 68.253044),(25 67.555275),(26 67.78132),(27 66.89562),(28 66.55781),(29 66.99789),(30 67.026924),(31 67.06868),(32 66.256546),(33 66.29674),(34 66.92818),(35 66.82372),(36 67.77139),(37 68.41457),(38 68.00619),(39 66.878456),(40 68.05197),(41 67.62999),(42 68.17413),(43 67.876755),(44 69.223045),(45 68.51647),(46 68.76324),(47 69.342896),(48 69.4562),(49 69.543335),(50 69.79173),(51 68.92345),(52 69.53125),(53 68.791084),(54 67.46992),(55 67.86651),(56 67.661255),(57 68.48653),(58 68.489395),(59 68.226585),(60 68.64466),(61 69.34851),(62 69.0571),(63 68.45421),(64 68.21686),(65 68.64657),(66 68.6717),(67 69.24039),(68 68.55473),(69 68.47007),(70 68.33408),(71 68.28301),(72 68.21578),(73 68.834206),(74 68.1274),(75 68.03247),(76 67.976746),(77 67.35141),(78 68.32911),(79 67.90571),
(1 47.485962),(2 56.848846),(3 59.53564),(4 61.97256),(5 64.18884),(6 66.02227),(7 67.892784),(8 67.88102),(9 67.92666),(10 69.31961),(11 69.95224),(12 69.55484),(13 70.446175),(14 69.72441),(15 68.89992),(16 68.598495),(17 68.26967),(18 68.69087),(19 68.35467),(20 68.47698),(21 67.59004),(22 67.63775),(23 67.843414),(24 67.60109),(25 67.4324),(26 67.31328),(27 66.04975),(28 66.85489),(29 66.520584),(30 66.83775),(31 66.493515),(32 67.06402),(33 66.140854),(34 67.07096),(35 66.71896),(36 67.31729),(37 67.8792),(38 67.836815),(39 66.71154),(40 66.42966),(41 67.83052),(42 68.40598),(43 69.08125),(44 70.03676),(45 69.67726),(46 70.32121),(47 70.13226),(48 70.73412),(49 71.01036),(50 71.352684),(51 70.11777),(52 70.4527),(53 70.26412),(54 69.77552),(55 68.583),(56 68.57864),(57 68.37103),(58 69.12053),(59 69.106895),(60 69.87922),(61 70.37656),(62 70.410416),(63 69.80518),(64 69.670494),(65 68.68964),(66 69.0042),(67 68.64635),(68 68.503235),(69 68.301956),(70 67.59787),(71 67.58489),(72 67.60411),(73 68.538055),(74 68.47486),(75 67.771774),(76 68.144394),(77 67.49361),(78 67.82895),(79 68.68034),
(1 45.75413),(2 54.456753),(3 57.676662),(4 60.89695),(5 62.423836),(6 64.96643),(7 65.92894),(8 66.25443),(9 66.67556),(10 67.0384),(11 67.53859),(12 67.221466),(13 67.983154),(14 67.3494),(15 66.991),(16 66.77759),(17 66.798965),(18 66.922806),(19 67.17169),(20 67.01496),(21 67.169876),(22 66.470436),(23 65.979485),(24 65.81414),(25 65.50467),(26 66.39035),(27 65.946556),(28 66.21834),(29 65.57718),(30 65.88508),(31 64.93037),(32 65.13879),(33 65.57531),(34 65.77296),(35 66.04463),(36 66.5969),(37 66.57432),(38 66.73583),(39 66.30666),(40 66.97111),(41 67.513504),(42 67.683365),(43 68.19834),(44 68.28699),(45 68.293236),(46 69.76993),(47 68.52823),(48 68.60616),(49 68.49429),(50 68.38723),(51 67.23887),(52 68.3104),(53 68.93391),(54 68.71157),(55 67.191025),(56 67.97256),(57 67.21501),(58 67.23059),(59 66.94315),(60 67.36581),(61 67.71728),(62 68.27903),(63 66.31995),(64 67.0504),(65 67.468506),(66 67.403366),(67 67.440796),(68 66.71181),(69 66.88845),(70 67.30428),(71 67.90236),(72 67.78297),(73 67.595726),(74 67.84724),(75 66.9821),(76 66.97367),(77 67.19567),(78 68.49867),(79 67.35362),
(1 46.040653),(2 54.427437),(3 57.799465),(4 60.1725),(5 62.51026),(6 64.02961),(7 65.996666),(8 66.15094),(9 67.708435),(10 68.2246),(11 68.14042),(12 68.42255),(13 68.4527),(14 68.15418),(15 67.26357),(16 67.75302),(17 67.498375),(18 67.52252),(19 67.61784),(20 67.100006),(21 67.41286),(22 67.40892),(23 67.179115),(24 68.37148),(25 67.63701),(26 67.72069),(27 66.42241),(28 66.80095),(29 67.25923),(30 67.19306),(31 66.25442),(32 65.948685),(33 66.63583),(34 66.64065),(35 67.11854),(36 66.92079),(37 67.47158),(38 68.36569),(39 67.11188),(40 67.36628),(41 68.56435),(42 68.624405),(43 68.84803),(44 69.72966),(45 69.87355),(46 70.48401),(47 69.87179),(48 69.252785),(49 70.231125),(50 70.025116),(51 68.91923),(52 68.71116),(53 68.4606),(54 68.192375),(55 68.22637),(56 68.61875),(57 68.743996),(58 69.11157),(59 68.93727),(60 69.61586),(61 69.75228),(62 69.51458),(63 68.59324),(64 68.77243),(65 68.60335),(66 68.37862),(67 68.38646),(68 67.6959),(69 68.70535),(70 68.02269),(71 66.762505),(72 67.49663),(73 67.726234),(74 67.84592),(75 66.727646),(76 67.18716),(77 66.38974),(78 66.94824),(79 67.003494),
(1 45.606976),(2 54.06656),(3 56.357655),(4 59.608955),(5 62.05449),(6 62.633255),(7 63.92434),(8 64.24411),(9 65.36503),(10 66.03664),(11 66.653755),(12 66.70274),(13 67.070786),(14 67.52597),(15 66.56238),(16 66.23737),(17 66.08641),(18 66.211655),(19 66.247856),(20 66.20714),(21 66.03229),(22 65.67841),(23 66.07244),(24 65.72875),(25 65.32684),(26 65.1535),(27 64.48974),(28 64.66904),(29 64.452),(30 64.82829),(31 65.67818),(32 65.01065),(33 64.71688),(34 65.05807),(35 65.20699),(36 65.58023),(37 65.68941),(38 66.213974),(39 65.898895),(40 65.756645),(41 67.409065),(42 67.58128),(43 67.40494),(44 68.01969),(45 67.73794),(46 67.91464),(47 68.16842),(48 68.325294),(49 68.526405),(50 68.15555),(51 67.31437),(52 67.88035),(53 67.21251),(54 66.74734),(55 66.42249),(56 65.63231),(57 66.36203),(58 66.40965),(59 66.367546),(60 67.687485),(61 67.80804),(62 67.25875),(63 66.18449),(64 65.992485),(65 66.88564),(66 66.63805),(67 66.214424),(68 65.689384),(69 66.647675),(70 66.55592),(71 66.55079),(72 66.74325),(73 67.05602),(74 67.48832),(75 66.45313),(76 66.231606),(77 66.0991),(78 66.72781),(79 66.85639),
(1 45.79483),(2 53.848293),(3 56.512638),(4 59.192875),(5 62.015785),(6 63.30225),(7 64.06342),(8 64.874725),(9 66.46758),(10 65.45654),(11 66.089584),(12 66.40195),(13 66.20141),(14 66.885315),(15 65.45777),(16 65.32865),(17 65.40827),(18 65.93321),(19 65.85491),(20 64.38922),(21 64.42363),(22 65.10568),(23 63.917114),(24 63.857086),(25 64.76305),(26 64.53586),(27 64.4686),(28 65.149254),(29 65.09993),(30 65.034874),(31 65.01995),(32 65.203636),(33 65.0713),(34 64.75721),(35 64.784836),(36 65.31932),(37 65.19326),(38 65.438095),(39 65.4388),(40 65.20224),(41 65.73326),(42 66.60104),(43 66.28799),(44 68.39234),(45 67.55175),(46 67.52897),(47 67.59112),(48 67.85213),(49 67.92464),(50 68.81445),(51 68.13948),(52 68.12119),(53 67.12094),(54 66.70558),(55 66.98928),(56 66.08414),(57 66.24889),(58 66.423904),(59 66.33424),(60 66.51443),(61 67.842),(62 67.109665),(63 66.548294),(64 66.20034),(65 66.732506),(66 66.39642),(67 66.417786),(68 65.71053),(69 66.08827),(70 65.521774),(71 65.46203),(72 65.817085),(73 66.117355),(74 66.800064),(75 66.16632),(76 66.36194),(77 65.78701),(78 66.12987),(79 66.55895),
(1 45.50769),(2 54.443214),(3 56.914524),(4 59.551212),(5 61.21731),(6 63.103226),(7 63.898685),(8 65.162415),(9 66.05426),(10 65.54408),(11 66.87856),(12 66.01836),(13 66.07605),(14 66.81272),(15 65.96633),(16 65.934364),(17 66.026146),(18 64.7832),(19 65.44383),(20 64.5197),(21 64.95032),(22 64.76122),(23 64.61033),(24 64.452896),(25 64.95998),(26 64.06427),(27 62.853),(28 64.71322),(29 64.490944),(30 64.89068),(31 64.54077),(32 65.02471),(33 64.96762),(34 63.848877),(35 64.068245),(36 65.0077),(37 65.541664),(38 65.911674),(39 64.79951),(40 64.88912),(41 65.84029),(42 66.35147),(43 66.74274),(44 66.93591),(45 66.648285),(46 67.80268),(47 66.9449),(48 67.907555),(49 67.17676),(50 67.83958),(51 67.25022),(52 67.46494),(53 67.42665),(54 67.00978),(55 65.79081),(56 65.86812),(57 65.97431),(58 65.57444),(59 65.06591),(60 65.92112),(61 67.252335),(62 67.52172),(63 66.97942),(64 66.579605),(65 66.39535),(66 66.41641),(67 66.07741),(68 65.43806),(69 65.836296),(70 65.6026),(71 64.961075),(72 65.1856),(73 66.04916),(74 66.26945),(75 64.8171),(76 65.55558),(77 64.97963),(78 66.092224),(79 66.45814),
(1 44.93681),(2 53.22958),(3 56.090275),(4 59.218975),(5 61.40456),(6 61.731895),(7 63.934082),(8 64.2691),(9 64.78968),(10 65.46766),(11 65.30846),(12 65.05075),(13 65.571785),(14 65.925125),(15 65.12632),(16 64.9909),(17 65.48593),(18 64.87661),(19 65.09395),(20 64.56053),(21 64.57866),(22 64.29109),(23 64.49764),(24 64.054504),(25 64.16166),(26 63.928257),(27 63.02771),(28 63.257465),(29 64.195),(30 64.75852),(31 64.91099),(32 64.96655),(33 64.61182),(34 63.80339),(35 64.8481),(36 65.22279),(37 65.544075),(38 65.784325),(39 64.318214),(40 65.0878),(41 65.69251),(42 66.21795),(43 66.88098),(44 67.28774),(45 67.35296),(46 67.96866),(47 67.26836),(48 67.6427),(49 67.91789),(50 67.380775),(51 66.24042),(52 66.21788),(53 66.16968),(54 65.87317),(55 65.135765),(56 65.274704),(57 65.20892),(58 65.184616),(59 65.71558),(60 66.25887),(61 66.322815),(62 66.85665),(63 66.837326),(64 65.862656),(65 65.83671),(66 66.16102),(67 65.861786),(68 64.524635),(69 65.34029),(70 65.04044),(71 64.94067),(72 65.396866),(73 65.38684),(74 64.85649),(75 63.91707),(76 64.586006),(77 64.55148),(78 64.85715),(79 64.50367),
(1 44.50731),(2 52.833435),(3 56.445374),(4 58.986885),(5 61.160706),(6 62.650635),(7 63.580864),(8 64.08205),(9 64.46329),(10 65.6076),(11 64.56068),(12 65.12062),(13 65.24829),(14 65.45567),(15 64.72638),(16 64.78765),(17 64.246346),(18 64.128105),(19 64.843376),(20 64.188225),(21 64.090454),(22 63.518402),(23 64.22624),(24 63.9147),(25 64.391304),(26 64.37284),(27 63.21085),(28 63.8166),(29 63.429512),(30 63.898262),(31 64.03621),(32 64.163246),(33 64.43741),(34 64.66153),(35 64.45121),(36 64.81448),(37 65.60682),(38 65.24186),(39 64.38229),(40 64.075386),(41 64.20887),(42 65.262024),(43 65.3181),(44 66.29145),(45 66.49624),(46 66.590164),(47 65.700775),(48 65.86335),(49 66.83849),(50 67.14174),(51 66.53356),(52 66.53954),(53 66.81967),(54 65.55908),(55 65.36779),(56 65.72572),(57 65.80031),(58 64.99028),(59 65.3416),(60 65.78427),(61 65.73745),(62 65.9011),(63 65.11536),(64 64.860405),(65 65.06006),(66 65.56446),(67 64.96388),(68 64.987946),(69 64.78709),(70 64.70925),(71 64.53781),(72 65.35816),(73 65.857025),(74 66.436356),(75 64.90137),(76 65.341125),(77 65.39727),(78 65.32266),(79 65.519),
(1 44.757164),(2 52.388855),(3 55.59263),(4 58.14858),(5 59.593494),(6 61.550697),(7 62.565643),(8 63.554634),(9 64.64679),(10 65.13115),(11 65.51702),(12 64.29014),(13 65.25748),(14 64.65465),(15 63.969597),(16 63.7205),(17 63.691265),(18 63.073757),(19 63.725956),(20 63.204815),(21 63.403633),(22 63.159084),(23 62.704674),(24 62.420742),(25 63.32903),(26 63.674164),(27 62.34765),(28 62.88345),(29 62.33734),(30 63.34279),(31 62.344078),(32 63.64874),(33 62.71377),(34 63.47723),(35 62.95358),(36 62.952343),(37 63.869385),(38 64.36958),(39 62.966057),(40 63.270004),(41 63.689945),(42 63.78091),(43 64.31168),(44 65.519226),(45 66.175545),(46 66.39232),(47 66.40334),(48 66.90879),(49 67.32058),(50 67.03813),(51 66.03748),(52 66.65465),(53 66.634796),(54 66.21668),(55 65.08543),(56 64.962585),(57 64.84697),(58 64.770805),(59 65.02589),(60 65.83586),(61 66.247826),(62 65.85572),(63 64.96593),(64 65.09157),(65 65.08157),(66 65.121826),(67 64.96024),(68 64.57351),(69 64.49128),(70 64.67675),(71 64.751236),(72 65.24538),(73 65.11273),(74 65.21585),(75 64.46607),(76 64.18218),(77 63.626507),(78 64.07362),(79 63.67515),
(1 44.88664),(2 52.31917),(3 55.54222),(4 58.67417),(5 61.00839),(6 62.06105),(7 63.4023),(8 63.39141),(9 64.590935),(10 64.62388),(11 65.483894),(12 65.50915),(13 65.745575),(14 65.75654),(15 64.49569),(16 64.302635),(17 64.37193),(18 64.10463),(19 63.89182),(20 63.420734),(21 63.48312),(22 63.706593),(23 63.129284),(24 63.135136),(25 63.257195),(26 64.061005),(27 63.464714),(28 63.963978),(29 63.577866),(30 63.641014),(31 64.225746),(32 64.18805),(33 64.095),(34 64.28715),(35 64.496506),(36 65.45748),(37 65.7156),(38 65.86281),(39 65.840034),(40 66.51417),(41 66.29475),(42 67.33464),(43 67.3277),(44 68.08411),(45 68.19036),(46 67.67639),(47 67.16811),(48 67.68366),(49 67.36912),(50 67.446686),(51 67.57484),(52 67.03227),(53 66.261475),(54 66.11037),(55 64.994995),(56 65.54368),(57 65.08148),(58 65.41783),(59 65.557144),(60 65.891655),(61 66.07969),(62 66.71439),(63 66.33809),(64 65.590454),(65 65.424065),(66 66.2894),(67 65.87112),(68 66.39533),(69 65.495255),(70 65.57269),(71 65.40331),(72 64.794716),(73 64.81317),(74 65.431694),(75 64.74521),(76 64.69438),(77 65.18156),(78 63.995705),(79 65.01219),
(1 43.39073),(2 51.951607),(3 54.462894),(4 57.456898),(5 59.774803),(6 60.750454),(7 62.313766),(8 62.298462),(9 63.313152),(10 63.351734),(11 63.40305),(12 63.778687),(13 64.91055),(14 64.33999),(15 64.382614),(16 64.03498),(17 63.1798),(18 63.0917),(19 62.926235),(20 62.80971),(21 63.59195),(22 63.486214),(23 63.230812),(24 63.660336),(25 63.020805),(26 63.20688),(27 62.48055),(28 62.340233),(29 62.29815),(30 62.080402),(31 62.161865),(32 61.93705),(33 61.85322),(34 61.61215),(35 62.160385),(36 63.06087),(37 63.53352),(38 63.50577),(39 63.272816),(40 63.04081),(41 63.632843),(42 64.632034),(43 64.80582),(44 65.86934),(45 66.00293),(46 66.254776),(47 66.02476),(48 65.76218),(49 65.88405),(50 66.5106),(51 64.99621),(52 64.99644),(53 64.80839),(54 64.88861),(55 64.98288),(56 64.813675),(57 65.180786),(58 64.73497),(59 63.736946),(60 64.648636),(61 65.180534),(62 64.62889),(63 64.10122),(64 64.16678),(65 64.987976),(66 65.11352),(67 65.05284),(68 64.18208),(69 64.014206),(70 64.64914),(71 65.144005),(72 64.96479),(73 64.796524),(74 64.8001),(75 64.24653),(76 64.14039),(77 64.108185),(78 64.117874),(79 63.677277),
(1 43.930943),(2 51.6786),(3 54.29732),(4 56.620735),(5 58.947342),(6 60.07804),(7 61.31251),(8 62.128082),(9 62.704983),(10 62.96856),(11 62.886223),(12 62.52305),(13 63.159912),(14 63.08782),(15 62.90791),(16 62.72379),(17 62.672318),(18 62.46513),(19 62.99851),(20 62.46499),(21 62.09522),(22 61.908424),(23 61.788788),(24 61.656208),(25 61.633118),(26 61.746857),(27 61.72609),(28 61.403713),(29 61.773544),(30 61.600685),(31 62.008034),(32 61.624523),(33 61.563988),(34 60.858665),(35 60.89927),(36 60.894867),(37 61.670334),(38 61.74125),(39 61.1793),(40 61.894238),(41 62.19238),(42 63.160538),(43 62.775097),(44 63.47728),(45 64.32278),(46 64.12089),(47 64.325775),(48 64.37986),(49 65.045364),(50 64.61791),(51 63.59743),(52 63.67814),(53 63.715816),(54 63.005386),(55 62.31252),(56 62.626133),(57 62.425694),(58 63.407623),(59 62.679268),(60 64.246864),(61 64.49864),(62 64.480194),(63 63.652157),(64 63.577938),(65 63.327103),(66 63.431442),(67 63.618378),(68 63.097225),(69 62.399918),(70 63.040417),(71 62.89226),(72 62.217693),(73 62.33578),(74 62.588524),(75 62.49239),(76 61.814804),(77 61.97979),(78 62.01284),(79 62.238483),
(1 43.697056),(2 51.727737),(3 54.246655),(4 57.33297),(5 58.690315),(6 60.16977),(7 61.71795),(8 61.905),(9 62.837498),(10 63.10289),(11 63.946022),(12 63.591),(13 64.20131),(14 63.843372),(15 63.374683),(16 63.57417),(17 63.31314),(18 63.935265),(19 63.628666),(20 63.38765),(21 63.31268),(22 63.157097),(23 62.949768),(24 62.80657),(25 62.312687),(26 63.071423),(27 61.987545),(28 62.620792),(29 62.20771),(30 62.308556),(31 62.766983),(32 62.6108),(33 63.11498),(34 63.17351),(35 62.679527),(36 62.955555),(37 63.142235),(38 63.295166),(39 62.964436),(40 62.84402),(41 63.272316),(42 64.395),(43 64.66886),(44 64.694916),(45 64.87332),(46 64.70483),(47 64.848755),(48 64.921844),(49 65.53834),(50 65.96463),(51 65.00208),(52 65.3803),(53 65.23104),(54 64.09644),(55 63.82135),(56 64.452446),(57 64.00381),(58 64.0631),(59 63.713364),(60 64.29721),(61 64.66053),(62 64.083405),(63 63.62309),(64 63.50944),(65 63.498074),(66 64.3579),(67 63.53126),(68 62.985012),(69 63.356647),(70 63.683243),(71 63.46579),(72 63.318783),(73 63.691116),(74 63.471615),(75 62.88395),(76 63.235844),(77 62.61365),(78 62.655163),(79 63.29269),
(1 43.03177),(2 49.97815),(3 53.477524),(4 55.59817),(5 56.852303),(6 58.277912),(7 59.34417),(8 59.580948),(9 60.861744),(10 61.632526),(11 61.316563),(12 61.13816),(13 61.488274),(14 61.589115),(15 61.09957),(16 61.707024),(17 61.51911),(18 61.369534),(19 61.212242),(20 61.061344),(21 61.732113),(22 61.356026),(23 60.866642),(24 60.958824),(25 60.347076),(26 61.08617),(27 60.953102),(28 61.22192),(29 61.0733),(30 60.5109),(31 61.018574),(32 60.283207),(33 60.95457),(34 60.563602),(35 61.278694),(36 61.614933),(37 62.134995),(38 61.751244),(39 61.041718),(40 61.529137),(41 61.816246),(42 62.54027),(43 62.90089),(44 63.435013),(45 63.23484),(46 63.655247),(47 63.051983),(48 63.44602),(49 64.383385),(50 64.17342),(51 63.517353),(52 63.2161),(53 62.84078),(54 62.590782),(55 61.685867),(56 61.594906),(57 61.322807),(58 61.25837),(59 61.35809),(60 61.58845),(61 62.61447),(62 62.622665),(63 62.424232),(64 62.664112),(65 62.835865),(66 62.18866),(67 61.883053),(68 61.43196),(69 61.504948),(70 62.26295),(71 62.83005),(72 62.89752),(73 63.009422),(74 63.13592),(75 62.997055),(76 63.275978),(77 62.355625),(78 62.698147),(79 62.72747),
(1 43.58681),(2 50.425728),(3 54.051533),(4 56.982647),(5 58.302277),(6 60.175404),(7 61.265312),(8 62.35907),(9 62.362377),(10 63.675396),(11 63.4453),(12 63.388348),(13 63.645752),(14 63.108967),(15 62.569847),(16 61.129864),(17 63.32082),(18 63.014458),(19 62.611023),(20 63.220367),(21 62.607037),(22 62.84507),(23 62.758125),(24 62.580944),(25 62.298317),(26 62.585888),(27 61.68025),(28 61.760857),(29 61.51947),(30 61.244965),(31 61.39259),(32 61.435852),(33 61.854744),(34 61.58483),(35 61.857697),(36 63.08784),(37 62.91181),(38 62.666615),(39 61.869026),(40 62.808815),(41 63.08205),(42 63.727093),(43 64.006714),(44 64.605316),(45 64.3017),(46 65.01822),(47 64.48157),(48 64.74779),(49 65.13368),(50 66.04051),(51 65.123604),(52 64.23292),(53 64.16872),(54 64.452774),(55 63.704765),(56 63.37615),(57 63.26638),(58 63.14876),(59 63.457134),(60 64.33098),(61 63.786854),(62 63.87989),(63 64.1451),(64 64.81364),(65 64.46905),(66 64.31816),(67 63.14742),(68 62.61308),(69 63.238457),(70 62.703224),(71 62.567333),(72 62.525787),(73 62.528637),(74 63.08024),(75 62.969383),(76 62.87043),(77 63.447502),(78 63.348938),(79 63.41677),
