1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71872.94),(2 201894.63),(3 399591.5),(4 617583.3),(5 865222.25),(6 1125526.1),(7 1405236.5),(8 1699198.6),(9 2018341.4),(10 2353807.3),(11 2715349.3),(12 3092166),(13 3477120),(14 3829288.8),(15 4127780),(16 4435180.5),(17 4705360.5),(18 4999050.5),(19 5306492.5),(20 5633370.5),(21 5940004.5),(22 6252483.5),(23 6567780.5),(24 6853701.5),(25 7168338.5),(26 7446158.5),(27 7793746),(28 8104359.5),(29 8430867),(30 8687978),(31 8959927),(32 9185623),(33 9409381),(34 9615467),(35 9829779),(36 10093895),(37 10441825),(38 10792473),(39 11172001),(40 11460640),(41 11734992),(42 11990625),(43 12176603),(44 12351679),(45 12521741),(46 12723756),(47 12916164),(48 13068796),(49 13267841),(50 13406455),(51 13633309),(52 13829569),(53 14136412),(54 14461705),(55 14750312),(56 14990591),(57 15183360),(58 15333957),(59 15516117),(60 15642045),(61 15651056),(62 15624676),(63 15594133),(64 15509131),(65 15463392),(66 15518143),(67 15495068),(68 15468277),(69 15526235),(70 15581939),(71 15644776),(72 15636963),(73 15588997),(74 15457444),(75 15275781),(76 15184432),(77 15020369),(78 14913921),(79 14900805),
(1 293.67267),(2 363.1402),(3 402.1963),(4 416.745),(5 430.9831),(6 437.28342),(7 443.39325),(8 446.91992),(9 453.72464),(10 451.7049),(11 461.01166),(12 463.37106),(13 463.80704),(14 461.60617),(15 463.59146),(16 465.5248),(17 465.95715),(18 464.14093),(19 459.67358),(20 457.47906),(21 460.45776),(22 455.1935),(23 450.50043),(24 448.7169),(25 453.33716),(26 455.71774),(27 453.68994),(28 457.91235),(29 451.57312),(30 452.01883),(31 454.37103),(32 458.29193),(33 458.72415),(34 462.1744),(35 457.7357),(36 455.84503),(37 456.34824),(38 458.12766),(39 458.50836),(40 458.53555),(41 455.28427),(42 462.49466),(43 460.516),(44 462.81204),(45 459.817),(46 467.1497),(47 461.63873),(48 463.7182),(49 464.0524),(50 456.42395),(51 460.33844),(52 461.2825),(53 459.4728),(54 457.49124),(55 461.1638),(56 454.37433),(57 455.50558),(58 451.36362),(59 462.72745),(60 455.33325),(61 452.72324),(62 455.95892),(63 456.90338),(64 455.41956),(65 454.96194),(66 460.94928),(67 457.76553),(68 452.05103),(69 457.90714),(70 447.71588),(71 454.26694),(72 454.72974),(73 446.92862),(74 456.99292),(75 455.31967),(76 463.698),(77 460.73898),(78 459.02475),(79 457.25522),
(1 287.20126),(2 358.97244),(3 401.2471),(4 419.12985),(5 437.4481),(6 438.83646),(7 447.1313),(8 446.55768),(9 451.0863),(10 452.1804),(11 458.6613),(12 457.29593),(13 458.64362),(14 460.3924),(15 466.14178),(16 464.06073),(17 466.24835),(18 466.73663),(19 462.19528),(20 455.0571),(21 457.64325),(22 458.4106),(23 455.69632),(24 452.5584),(25 449.61615),(26 452.37277),(27 457.3756),(28 454.0224),(29 449.77658),(30 457.728),(31 456.53357),(32 457.43625),(33 455.61725),(34 461.43375),(35 454.18866),(36 454.33432),(37 454.3388),(38 459.6104),(39 458.036),(40 458.9974),(41 462.24988),(42 465.8396),(43 465.59644),(44 472.1165),(45 464.2364),(46 473.0094),(47 469.1545),(48 473.81967),(49 472.2673),(50 468.83044),(51 476.24857),(52 478.2897),(53 474.44708),(54 475.15472),(55 469.61267),(56 463.08704),(57 464.17758),(58 466.0521),(59 468.9797),(60 461.5687),(61 466.1295),(62 463.94995),(63 473.1215),(64 463.08917),(65 463.31055),(66 465.71173),(67 463.09415),(68 465.90442),(69 467.84958),(70 463.3256),(71 465.47037),(72 463.60132),(73 462.8355),(74 469.7169),(75 468.33728),(76 465.53076),(77 468.44373),(78 472.68808),(79 460.9961),
(1 279.11746),(2 355.74362),(3 394.47034),(4 409.57007),(5 429.77484),(6 429.51825),(7 440.0923),(8 447.23877),(9 456.7707),(10 452.80515),(11 453.3062),(12 447.32852),(13 451.58987),(14 453.88748),(15 458.1911),(16 454.65445),(17 456.40643),(18 454.3185),(19 446.75317),(20 440.24557),(21 443.4359),(22 442.6807),(23 445.13425),(24 446.29376),(25 443.59366),(26 447.37762),(27 452.38824),(28 451.36948),(29 450.14722),(30 450.84048),(31 446.08832),(32 446.54645),(33 438.29218),(34 436.47333),(35 439.4963),(36 440.70886),(37 439.86044),(38 441.17703),(39 444.98154),(40 448.12592),(41 448.0126),(42 451.99023),(43 458.10907),(44 465.66745),(45 459.8208),(46 465.28763),(47 466.2327),(48 463.96805),(49 461.44305),(50 457.24704),(51 457.9339),(52 460.27115),(53 464.98492),(54 459.57455),(55 465.9417),(56 455.42206),(57 455.85718),(58 457.20984),(59 459.48776),(60 450.89615),(61 450.4893),(62 448.2959),(63 459.03574),(64 452.50052),(65 458.2528),(66 459.6016),(67 455.2004),(68 452.81903),(69 458.76828),(70 454.232),(71 458.3236),(72 460.87183),(73 460.35962),(74 456.69608),(75 452.03934),(76 457.2149),(77 460.5913),(78 452.67755),(79 449.34183),
(1 277.6634),(2 350.51746),(3 389.18695),(4 399.52197),(5 415.74615),(6 426.15976),(7 430.70612),(8 432.99478),(9 434.93076),(10 441.48413),(11 443.73685),(12 442.1357),(13 440.23874),(14 442.52786),(15 440.971),(16 441.4559),(17 444.0016),(18 441.34888),(19 439.92563),(20 438.43967),(21 442.77164),(22 443.80707),(23 437.6279),(24 435.77707),(25 434.36026),(26 435.08594),(27 435.9913),(28 437.41788),(29 439.0118),(30 434.62134),(31 434.29034),(32 436.33218),(33 439.52255),(34 443.4273),(35 443.55322),(36 443.73633),(37 449.69946),(38 449.10074),(39 447.28894),(40 446.9331),(41 444.0841),(42 441.87415),(43 436.12918),(44 442.57245),(45 444.1948),(46 448.18604),(47 444.0228),(48 440.27682),(49 444.74155),(50 440.62),(51 448.40497),(52 439.8626),(53 444.79813),(54 443.48755),(55 441.1874),(56 436.067),(57 445.28348),(58 446.1384),(59 445.483),(60 442.13675),(61 437.04898),(62 439.70953),(63 447.73987),(64 450.1521),(65 444.7593),(66 445.93546),(67 445.86966),(68 446.59763),(69 456.34137),(70 448.12808),(71 456.1845),(72 457.0873),(73 453.02313),(74 450.44656),(75 451.87466),(76 449.12488),(77 449.82227),(78 452.6309),(79 449.82654),
(1 273.17755),(2 340.06607),(3 374.7876),(4 392.13455),(5 408.5056),(6 413.09888),(7 419.60693),(8 431.82834),(9 435.55685),(10 430.2777),(11 433.94537),(12 437.9807),(13 436.95602),(14 434.26016),(15 436.3102),(16 429.62985),(17 435.44724),(18 437.28705),(19 431.8836),(20 434.1576),(21 436.6503),(22 428.5552),(23 432.04984),(24 429.7247),(25 428.69278),(26 437.08264),(27 430.79413),(28 433.08255),(29 434.8691),(30 432.57645),(31 437.3046),(32 438.48148),(33 428.49948),(34 433.25098),(35 426.51196),(36 431.46402),(37 431.2551),(38 431.85995),(39 427.38705),(40 432.7468),(41 435.01566),(42 435.03442),(43 438.89697),(44 438.84067),(45 438.52094),(46 442.8791),(47 441.3986),(48 441.991),(49 445.72693),(50 445.14316),(51 449.64935),(52 444.81342),(53 442.05664),(54 440.48618),(55 444.91315),(56 440.1145),(57 438.9047),(58 438.56604),(59 439.7556),(60 436.24765),(61 436.9992),(62 441.2671),(63 440.37762),(64 435.75507),(65 442.8009),(66 446.21997),(67 441.6098),(68 441.46466),(69 441.6405),(70 435.94357),(71 438.3983),(72 441.44086),(73 438.73312),(74 442.69534),(75 441.49014),(76 442.22626),(77 444.34787),(78 447.05905),(79 443.05295),
(1 271.9372),(2 333.05896),(3 370.07565),(4 378.3393),(5 398.1999),(6 408.35925),(7 417.52887),(8 422.63754),(9 425.58142),(10 422.22498),(11 425.53528),(12 422.05634),(13 425.98987),(14 423.57104),(15 430.937),(16 423.90396),(17 425.73517),(18 424.82916),(19 425.24628),(20 429.97708),(21 420.7908),(22 427.73904),(23 425.61673),(24 425.05414),(25 427.83243),(26 427.41782),(27 423.36594),(28 421.0024),(29 422.77325),(30 420.2443),(31 418.62634),(32 417.8349),(33 416.19916),(34 424.06906),(35 422.64566),(36 422.1764),(37 419.0323),(38 421.84384),(39 426.0849),(40 426.83612),(41 425.40445),(42 425.79822),(43 426.67184),(44 431.7926),(45 433.83322),(46 430.9591),(47 427.19565),(48 426.48785),(49 432.47266),(50 430.4987),(51 435.88193),(52 433.3276),(53 429.63498),(54 430.75986),(55 433.4658),(56 431.43094),(57 430.12146),(58 431.04935),(59 431.80423),(60 429.65848),(61 428.92126),(62 429.1316),(63 429.41922),(64 428.32416),(65 432.36053),(66 432.7459),(67 425.8239),(68 432.60153),(69 429.75146),(70 423.9389),(71 428.91434),(72 426.34027),(73 428.21243),(74 431.14273),(75 434.46704),(76 425.17267),(77 434.18906),(78 431.76117),(79 427.37277),
(1 262.18713),(2 327.84818),(3 364.53268),(4 380.96164),(5 393.1846),(6 404.91852),(7 410.02167),(8 410.8055),(9 416.6783),(10 414.5852),(11 419.90753),(12 416.27563),(13 417.19623),(14 414.16043),(15 412.62323),(16 412.07285),(17 412.31784),(18 410.6645),(19 415.80832),(20 415.7519),(21 416.5606),(22 416.66367),(23 413.27884),(24 413.47763),(25 410.1935),(26 410.19043),(27 410.5769),(28 408.86783),(29 413.2992),(30 416.88284),(31 415.8122),(32 415.8323),(33 415.4766),(34 425.6083),(35 422.5357),(36 425.5648),(37 418.14615),(38 422.2594),(39 415.9206),(40 421.1129),(41 425.7248),(42 430.53366),(43 428.7229),(44 431.78305),(45 428.33426),(46 436.48877),(47 433.72406),(48 437.7323),(49 438.22488),(50 426.5119),(51 424.05014),(52 429.65753),(53 430.1149),(54 429.11835),(55 425.62503),(56 426.8172),(57 422.27158),(58 421.3196),(59 426.57574),(60 422.98087),(61 421.53445),(62 415.2595),(63 416.7893),(64 417.99222),(65 426.23822),(66 424.1232),(67 423.76312),(68 419.88855),(69 423.97852),(70 420.0955),(71 419.41635),(72 417.20157),(73 413.87674),(74 416.3557),(75 421.68198),(76 426.44263),(77 426.13126),(78 426.9346),(79 422.31125),
(1 264.6264),(2 325.14786),(3 363.57748),(4 375.1037),(5 388.77026),(6 402.18127),(7 404.38928),(8 410.15524),(9 414.71997),(10 415.032),(11 415.5145),(12 414.28687),(13 421.88632),(14 419.30637),(15 419.5486),(16 415.51282),(17 418.22626),(18 421.31174),(19 417.68787),(20 416.3486),(21 414.5594),(22 407.13684),(23 417.8484),(24 417.88528),(25 419.76794),(26 421.26773),(27 415.7257),(28 413.45294),(29 412.09674),(30 415.94806),(31 416.3969),(32 410.50977),(33 407.4741),(34 410.41574),(35 415.4793),(36 412.39893),(37 406.61002),(38 413.23514),(39 407.51816),(40 410.2569),(41 414.16608),(42 413.36414),(43 416.75983),(44 417.1486),(45 419.45166),(46 426.15717),(47 414.74875),(48 414.467),(49 421.57483),(50 415.6252),(51 422.3232),(52 411.1357),(53 414.30695),(54 413.20245),(55 413.3145),(56 414.01382),(57 418.93906),(58 418.96014),(59 415.6905),(60 412.90714),(61 412.78),(62 409.83936),(63 415.38422),(64 414.88272),(65 418.94473),(66 416.0358),(67 418.25256),(68 409.48102),(69 414.42334),(70 410.05072),(71 418.69803),(72 423.94086),(73 426.70486),(74 428.06076),(75 427.39972),(76 430.02872),(77 422.40894),(78 419.63583),(79 413.2994),
(1 257.098),(2 316.25684),(3 350.32895),(4 365.54086),(5 379.53705),(6 384.24783),(7 390.7529),(8 395.18875),(9 399.5293),(10 403.66888),(11 399.91678),(12 391.24603),(13 404.97598),(14 405.975),(15 405.93457),(16 400.3054),(17 399.15033),(18 398.6507),(19 405.73486),(20 400.11038),(21 402.28003),(22 395.1498),(23 399.34662),(24 397.5684),(25 390.31793),(26 397.03656),(27 397.95322),(28 397.08633),(29 398.04532),(30 401.50525),(31 399.67322),(32 402.11346),(33 399.1601),(34 400.94003),(35 400.90128),(36 400.6403),(37 400.4506),(38 403.68362),(39 402.90652),(40 400.45297),(41 406.62576),(42 410.43323),(43 407.00494),(44 408.855),(45 409.14938),(46 414.25754),(47 410.97217),(48 407.37527),(49 408.93134),(50 408.3067),(51 407.91772),(52 404.36835),(53 407.32022),(54 402.53888),(55 408.9793),(56 405.51263),(57 409.73352),(58 411.20627),(59 405.1191),(60 402.8545),(61 405.06912),(62 402.29745),(63 410.85455),(64 410.46548),(65 408.40106),(66 407.37738),(67 402.95074),(68 399.86145),(69 402.0487),(70 404.46375),(71 405.7849),(72 406.24844),(73 401.48303),(74 401.3081),(75 403.2712),(76 402.05435),(77 400.4457),(78 404.61316),(79 401.90176),
(1 249.84712),(2 312.28387),(3 347.71194),(4 361.94763),(5 377.7403),(6 380.88843),(7 391.5607),(8 390.33286),(9 393.88184),(10 398.28632),(11 402.79865),(12 399.20605),(13 398.81073),(14 396.5703),(15 397.17865),(16 390.96967),(17 391.9391),(18 390.76456),(19 392.2776),(20 385.85114),(21 390.5225),(22 385.135),(23 387.6519),(24 388.35388),(25 388.631),(26 392.26013),(27 395.6249),(28 398.80713),(29 393.12982),(30 395.42993),(31 393.74347),(32 391.98145),(33 391.11942),(34 394.63892),(35 390.42892),(36 396.7366),(37 392.52704),(38 391.61328),(39 394.16724),(40 397.14188),(41 400.4091),(42 399.9622),(43 403.48825),(44 408.60654),(45 412.76648),(46 417.93265),(47 416.03308),(48 413.74197),(49 411.26465),(50 410.1538),(51 415.97797),(52 413.2031),(53 413.38098),(54 403.11548),(55 405.98026),(56 406.80978),(57 401.0623),(58 409.62265),(59 406.30435),(60 405.68097),(61 402.4994),(62 407.5852),(63 410.57178),(64 407.15604),(65 399.9884),(66 403.1476),(67 403.97668),(68 401.16547),(69 396.93225),(70 396.35312),(71 400.19016),(72 399.14233),(73 395.90274),(74 397.6668),(75 397.26385),(76 403.89566),(77 401.725),(78 401.90128),(79 400.86636),
(1 248.03911),(2 305.70874),(3 338.23453),(4 354.47662),(5 367.79446),(6 373.2319),(7 380.35275),(8 380.68033),(9 384.632),(10 388.09552),(11 388.6527),(12 388.24072),(13 394.95767),(14 391.91086),(15 392.7411),(16 391.4504),(17 390.9278),(18 391.3215),(19 391.02914),(20 386.1206),(21 382.01764),(22 386.95062),(23 385.05713),(24 383.5761),(25 384.6533),(26 383.82755),(27 381.76367),(28 380.84528),(29 380.6191),(30 386.3856),(31 383.36142),(32 380.8714),(33 379.39508),(34 384.14203),(35 385.48022),(36 386.7316),(37 384.195),(38 387.1699),(39 391.5444),(40 392.80984),(41 393.54288),(42 396.25687),(43 394.92877),(44 396.52597),(45 398.07492),(46 397.04428),(47 397.52133),(48 396.83224),(49 396.65936),(50 394.5516),(51 398.47522),(52 399.3953),(53 400.5649),(54 398.12808),(55 391.2151),(56 392.9041),(57 395.33627),(58 390.86237),(59 392.1421),(60 390.75854),(61 393.08813),(62 396.3365),(63 397.9895),(64 393.4485),(65 395.44427),(66 397.97754),(67 397.47916),(68 398.23416),(69 397.005),(70 396.63614),(71 397.33902),(72 397.36838),(73 392.00296),(74 392.81778),(75 393.637),(76 394.99948),(77 398.23712),(78 403.628),(79 401.43475),
(1 247.08243),(2 303.91165),(3 339.23938),(4 359.07608),(5 375.8949),(6 382.00064),(7 388.87027),(8 394.68353),(9 399.22467),(10 397.57278),(11 395.90506),(12 395.62827),(13 397.64804),(14 390.37357),(15 395.16638),(16 391.1709),(17 393.94598),(18 390.32443),(19 390.618),(20 389.16595),(21 386.87857),(22 387.38962),(23 392.54916),(24 389.34875),(25 390.2745),(26 399.3774),(27 395.96414),(28 397.19965),(29 393.51953),(30 393.39175),(31 384.90213),(32 391.1966),(33 392.0378),(34 396.0279),(35 397.2545),(36 395.39966),(37 395.21207),(38 397.8982),(39 393.96744),(40 396.45282),(41 399.1532),(42 407.20807),(43 401.00406),(44 399.2237),(45 395.91052),(46 404.78433),(47 401.7112),(48 405.14688),(49 407.00992),(50 403.67206),(51 408.90332),(52 402.8268),(53 405.1639),(54 402.27557),(55 399.39404),(56 396.03943),(57 398.29276),(58 396.67453),(59 405.59225),(60 402.1507),(61 402.30472),(62 400.25543),(63 403.58936),(64 395.8388),(65 400.62274),(66 403.5969),(67 402.27896),(68 399.33762),(69 402.8583),(70 395.68326),(71 399.6499),(72 398.8007),(73 394.17993),(74 396.13568),(75 393.6662),(76 398.04153),(77 393.15546),(78 402.387),(79 394.69885),
(1 243.17865),(2 297.76862),(3 329.71255),(4 343.36887),(5 360.02258),(6 364.49188),(7 371.18884),(8 375.0484),(9 371.54767),(10 380.4787),(11 389.42188),(12 384.6842),(13 384.19882),(14 385.1053),(15 383.0582),(16 381.80655),(17 379.56973),(18 377.18295),(19 377.42236),(20 375.25278),(21 379.05682),(22 380.0167),(23 379.30948),(24 377.0343),(25 373.02823),(26 374.79102),(27 377.10922),(28 379.13248),(29 379.35123),(30 377.20642),(31 375.10797),(32 377.81876),(33 373.67123),(34 376.61188),(35 377.79022),(36 378.33145),(37 376.92368),(38 379.5289),(39 376.5108),(40 377.68268),(41 378.74292),(42 381.9501),(43 379.11914),(44 383.05972),(45 383.00745),(46 386.2035),(47 384.19894),(48 381.6095),(49 384.07196),(50 380.6883),(51 387.04132),(52 384.57953),(53 384.13843),(54 380.58145),(55 380.80637),(56 377.44232),(57 380.2503),(58 372.97244),(59 380.36832),(60 378.88187),(61 374.2987),(62 374.66312),(63 378.28284),(64 375.9089),(65 378.35553),(66 382.7836),(67 382.81445),(68 382.73724),(69 384.09415),(70 380.9422),(71 378.47177),(72 375.5475),(73 376.39636),(74 378.76337),(75 376.78397),(76 376.5432),(77 381.36945),(78 384.26987),(79 382.38614),
(1 239.80873),(2 305.20468),(3 337.50162),(4 349.01965),(5 364.91943),(6 368.4948),(7 378.1693),(8 379.514),(9 377.61975),(10 379.2258),(11 386.00253),(12 383.0088),(13 384.1724),(14 381.39432),(15 380.95114),(16 377.8204),(17 381.76508),(18 378.92792),(19 381.89276),(20 375.76147),(21 375.4229),(22 372.23694),(23 376.24872),(24 374.3826),(25 373.47305),(26 371.1172),(27 371.98737),(28 376.94647),(29 378.02914),(30 377.01096),(31 376.2359),(32 380.4374),(33 376.62625),(34 380.4975),(35 383.03293),(36 381.81628),(37 383.6095),(38 380.83783),(39 383.68973),(40 386.7925),(41 386.35184),(42 392.31992),(43 389.52722),(44 388.09503),(45 391.048),(46 393.16006),(47 394.33774),(48 388.2175),(49 394.33786),(50 384.44125),(51 389.72464),(52 390.59375),(53 392.5171),(54 388.291),(55 384.9846),(56 380.12387),(57 378.66696),(58 379.13327),(59 380.38574),(60 381.68338),(61 380.29684),(62 382.61276),(63 385.38492),(64 383.3523),(65 386.0272),(66 383.75458),(67 384.00098),(68 379.4619),(69 380.6162),(70 377.6852),(71 378.0241),(72 379.98276),(73 384.48157),(74 382.29932),(75 383.36276),(76 382.81613),(77 386.3605),(78 385.8475),(79 382.30212),
(1 232.09805),(2 289.49127),(3 322.3118),(4 333.3517),(5 346.57275),(6 354.515),(7 363.21252),(8 360.8256),(9 367.85876),(10 371.31332),(11 369.9924),(12 367.17136),(13 372.42166),(14 374.52576),(15 373.01248),(16 368.19772),(17 381.54855),(18 369.33755),(19 374.71704),(20 371.74548),(21 375.2151),(22 371.36966),(23 372.51514),(24 374.7533),(25 369.8194),(26 371.32),(27 370.82404),(28 369.66043),(29 376.2994),(30 375.52286),(31 376.23846),(32 372.34314),(33 375.75134),(34 376.94562),(35 372.4949),(36 379.14822),(37 375.34164),(38 378.53003),(39 380.88705),(40 375.2199),(41 372.32993),(42 372.47604),(43 375.92126),(44 382.16803),(45 375.9119),(46 374.63885),(47 373.26538),(48 374.1628),(49 380.23306),(50 379.7235),(51 382.7419),(52 381.3904),(53 384.67023),(54 377.9464),(55 375.67673),(56 371.7801),(57 375.00598),(58 374.48096),(59 371.1793),(60 378.74265),(61 380.67307),(62 378.9133),(63 379.76645),(64 376.64218),(65 382.26968),(66 378.52527),(67 378.9271),(68 377.61298),(69 383.3275),(70 382.4152),(71 390.55777),(72 385.86533),(73 385.83908),(74 379.41248),(75 374.333),(76 380.6876),(77 378.55685),(78 379.81284),(79 375.35083),
(1 227.73537),(2 283.2943),(3 316.78256),(4 328.11224),(5 341.74573),(6 345.17902),(7 353.61972),(8 355.85193),(9 371.05527),(10 368.2619),(11 368.97726),(12 368.3569),(13 367.92795),(14 371.3262),(15 369.79153),(16 367.40765),(17 368.1058),(18 361.31702),(19 363.27274),(20 358.05255),(21 359.71527),(22 357.87543),(23 364.91443),(24 365.1487),(25 367.48892),(26 361.40622),(27 363.64618),(28 363.05524),(29 364.47556),(30 364.86853),(31 361.61188),(32 359.93613),(33 358.6118),(34 364.45752),(35 359.8086),(36 369.72693),(37 360.83395),(38 364.20456),(39 361.33667),(40 366.42514),(41 363.69193),(42 367.21255),(43 366.94693),(44 370.13104),(45 369.4033),(46 371.95328),(47 369.70145),(48 369.87592),(49 373.95233),(50 366.56207),(51 362.20648),(52 365.59207),(53 366.57773),(54 364.40176),(55 362.11804),(56 368.0821),(57 370.69934),(58 368.20322),(59 367.28323),(60 365.67807),(61 365.06104),(62 363.82675),(63 364.70483),(64 361.13892),(65 368.46124),(66 365.1125),(67 366.41104),(68 364.67032),(69 363.77896),(70 362.94858),(71 365.68607),(72 363.3358),(73 358.6289),(74 362.40576),(75 361.7457),(76 368.0947),(77 368.9397),(78 368.48434),(79 364.45236),
(1 230.98184),(2 282.6071),(3 314.6509),(4 327.33493),(5 338.74802),(6 346.87674),(7 349.6387),(8 354.63004),(9 365.3332),(10 361.25815),(11 368.05576),(12 360.44852),(13 361.2347),(14 360.93207),(15 361.48862),(16 361.12213),(17 362.0298),(18 358.64856),(19 362.26447),(20 358.715),(21 353.7559),(22 348.37878),(23 352.9045),(24 353.26624),(25 353.45184),(26 353.23395),(27 352.5294),(28 351.4824),(29 347.06357),(30 351.15283),(31 350.09445),(32 354.2156),(33 348.6402),(34 350.61856),(35 347.81085),(36 357.77795),(37 356.98944),(38 357.9824),(39 354.8056),(40 359.34085),(41 360.73135),(42 366.24118),(43 366.23895),(44 367.79587),(45 363.42096),(46 372.95673),(47 364.67203),(48 367.7189),(49 369.10712),(50 367.32602),(51 368.28192),(52 360.20358),(53 361.3787),(54 360.36118),(55 367.08386),(56 362.87958),(57 367.33316),(58 369.36877),(59 369.73636),(60 366.226),(61 371.10428),(62 370.602),(63 369.71774),(64 364.0031),(65 368.49585),(66 367.9522),(67 362.7004),(68 362.4227),(69 365.54678),(70 365.96954),(71 368.59445),(72 366.10544),(73 361.92877),(74 365.99036),(75 365.23923),(76 361.676),(77 361.83453),(78 366.30493),(79 367.0418),
(1 224.01028),(2 281.6028),(3 305.653),(4 321.30057),(5 330.42392),(6 341.71652),(7 343.56992),(8 347.8248),(9 351.74463),(10 351.0463),(11 350.7001),(12 348.60437),(13 350.91785),(14 352.91888),(15 354.01672),(16 353.59247),(17 351.8618),(18 353.34897),(19 355.29788),(20 348.24042),(21 347.5472),(22 347.7966),(23 348.7964),(24 351.2954),(25 346.19672),(26 352.2089),(27 354.09064),(28 354.23938),(29 348.88068),(30 347.26514),(31 342.49432),(32 348.6588),(33 348.9666),(34 344.10764),(35 342.76654),(36 352.67532),(37 355.1662),(38 356.9839),(39 355.45883),(40 355.36325),(41 355.92578),(42 359.00247),(43 357.3689),(44 365.00668),(45 359.59534),(46 366.35428),(47 365.6412),(48 368.84714),(49 367.16907),(50 360.1999),(51 366.86066),(52 365.84357),(53 364.3207),(54 360.38614),(55 357.13083),(56 353.46698),(57 359.37),(58 357.1655),(59 360.22867),(60 360.43436),(61 358.02124),(62 357.74536),(63 356.2189),(64 354.36685),(65 354.14908),(66 355.74194),(67 354.41022),(68 353.6768),(69 354.2106),(70 354.90256),(71 359.76358),(72 353.93054),(73 348.0818),(74 353.699),(75 353.92197),(76 354.69855),(77 355.99286),(78 361.95926),(79 362.6713),
