1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58.555756),(2 70.73249),(3 76.5384),(4 81.25739),(5 84.66894),(6 86.02512),(7 88.81266),(8 91.26915),(9 91.53537),(10 93.41036),(11 95.78701),(12 95.14816),(13 97.06642),(14 97.24752),(15 97.33718),(16 98.45267),(17 99.02082),(18 99.5047),(19 100.49209),(20 102.14263),(21 102.11095),(22 103.12541),(23 103.828964),(24 105.41239),(25 104.965515),(26 104.48578),(27 105.52381),(28 104.67988),(29 105.44036),(30 103.92547),(31 102.10451),(32 101.82859),(33 100.811325),(34 100.12235),(35 101.20084),(36 99.11258),(37 100.5359),(38 98.94619),(39 98.0873),(40 99.07726),(41 100.116646),(42 99.80496),(43 98.93564),(44 98.853935),(45 100.549416),(46 101.737785),(47 102.51832),(48 103.29874),(49 103.13458),(50 104.61414),(51 104.45951),(52 106.27199),(53 106.147736),(54 105.827705),(55 106.13691),(56 105.52571),(57 105.27005),(58 104.84262),(59 106.93656),(60 106.089806),(61 105.60482),(62 105.45834),(63 103.20288),(64 104.49182),(65 103.89413),(66 102.89719),(67 104.06718),(68 102.72453),(69 101.95133),(70 103.06854),(71 101.99378),(72 102.36916),(73 102.68397),(74 101.77064),(75 101.63501),(76 102.408226),(77 101.56651),(78 101.747665),(79 102.42799),
(1 58.013264),(2 70.77618),(3 76.518196),(4 79.600685),(5 84.6412),(6 85.0552),(7 88.154526),(8 90.46072),(9 91.21939),(10 92.17196),(11 93.88362),(12 93.65975),(13 96.052574),(14 95.60679),(15 96.24664),(16 97.09865),(17 97.30792),(18 96.979576),(19 97.92247),(20 99.12034),(21 100.39623),(22 101.54957),(23 100.72925),(24 102.08423),(25 102.13087),(26 102.144806),(27 102.7663),(28 101.84025),(29 102.02629),(30 100.87354),(31 99.952866),(32 100.27754),(33 99.2375),(34 98.908195),(35 100.029434),(36 99.30042),(37 99.592995),(38 99.113846),(39 99.16388),(40 99.30445),(41 99.1691),(42 99.22939),(43 98.548935),(44 97.41321),(45 97.95785),(46 97.78813),(47 100.69605),(48 100.398384),(49 101.31218),(50 103.65115),(51 102.11665),(52 102.27091),(53 101.76445),(54 101.66561),(55 101.593636),(56 101.78896),(57 100.75861),(58 101.30347),(59 101.83879),(60 101.13427),(61 100.13908),(62 102.57649),(63 101.08356),(64 102.10919),(65 101.60871),(66 101.16907),(67 101.83762),(68 100.76533),(69 100.55533),(70 100.484665),(71 99.89092),(72 99.58221),(73 100.03341),(74 98.042564),(75 98.83593),(76 100.488434),(77 99.31568),(78 100.079666),(79 100.715836),
(1 57.50976),(2 68.682884),(3 76.00197),(4 79.23538),(5 82.21025),(6 84.03377),(7 86.032486),(8 89.10157),(9 89.155556),(10 90.94445),(11 92.59297),(12 93.355255),(13 95.57096),(14 95.45564),(15 96.64796),(16 97.15754),(17 96.75959),(18 97.20818),(19 98.97187),(20 98.70377),(21 100.37747),(22 99.77795),(23 100.29803),(24 100.59622),(25 99.92277),(26 99.664986),(27 101.07629),(28 100.4096),(29 100.53115),(30 99.096504),(31 97.74167),(32 98.491394),(33 98.10379),(34 96.66712),(35 97.43749),(36 97.121216),(37 97.84852),(38 97.22223),(39 97.91555),(40 98.38333),(41 99.22597),(42 99.58544),(43 98.44995),(44 98.15272),(45 98.49504),(46 98.435776),(47 100.4471),(48 99.84562),(49 99.91304),(50 103.0884),(51 101.72084),(52 101.2351),(53 102.067955),(54 102.36211),(55 101.91941),(56 102.41289),(57 102.92733),(58 101.635544),(59 103.39098),(60 102.31714),(61 102.157036),(62 103.07703),(63 101.57214),(64 101.72969),(65 100.99693),(66 100.88936),(67 101.245155),(68 99.640045),(69 99.97611),(70 99.851974),(71 99.86917),(72 98.72325),(73 99.85657),(74 98.39747),(75 97.86139),(76 99.362526),(77 97.65217),(78 98.94958),(79 99.337616),
(1 57.157234),(2 68.49343),(3 75.01436),(4 78.78877),(5 81.08268),(6 82.37787),(7 84.881134),(8 86.692665),(9 87.19859),(10 89.192535),(11 90.32595),(12 91.60056),(13 93.05118),(14 93.35071),(15 94.76374),(16 95.07198),(17 95.96336),(18 95.86927),(19 97.9376),(20 97.98923),(21 99.299065),(22 98.69114),(23 98.77055),(24 99.89918),(25 98.55847),(26 98.800224),(27 99.76804),(28 99.132744),(29 99.77831),(30 98.183174),(31 97.65802),(32 98.46426),(33 97.49817),(34 96.49319),(35 97.81645),(36 96.49881),(37 98.09636),(38 97.06838),(39 97.399475),(40 97.99866),(41 96.93644),(42 96.90313),(43 95.737526),(44 95.77225),(45 96.09243),(46 97.2623),(47 99.08182),(48 99.644394),(49 100.08726),(50 101.157845),(51 101.012886),(52 101.860374),(53 102.99209),(54 102.47759),(55 102.23768),(56 103.0731),(57 102.28127),(58 102.10053),(59 103.04664),(60 101.79851),(61 101.5821),(62 104.051704),(63 102.134415),(64 102.217255),(65 101.028595),(66 100.329185),(67 101.579834),(68 100.42909),(69 100.75036),(70 100.78393),(71 100.65316),(72 99.52016),(73 99.95114),(74 98.55786),(75 98.41439),(76 100.00949),(77 99.24856),(78 99.09635),(79 100.28762),
(1 57.39063),(2 69.7194),(3 76.27481),(4 79.22428),(5 83.95513),(6 85.09372),(7 85.66597),(8 88.52202),(9 88.98784),(10 90.5699),(11 92.298386),(12 92.10612),(13 93.73367),(14 93.6874),(15 94.88276),(16 96.45987),(17 97.551796),(18 96.75999),(19 98.62928),(20 98.8402),(21 98.41581),(22 99.164375),(23 98.40096),(24 99.43846),(25 98.17845),(26 98.21307),(27 98.40442),(28 97.32057),(29 98.29041),(30 97.218025),(31 96.87026),(32 96.70512),(33 96.001335),(34 95.337006),(35 96.68331),(36 95.69455),(37 97.56699),(38 96.209206),(39 97.030106),(40 96.81713),(41 95.95723),(42 96.31362),(43 95.42446),(44 95.78937),(45 96.494644),(46 97.51452),(47 97.89465),(48 98.00841),(49 97.901184),(50 100.230865),(51 99.528244),(52 99.73252),(53 101.988655),(54 100.2112),(55 100.332184),(56 101.65623),(57 101.734566),(58 100.96201),(59 101.97058),(60 101.20948),(61 99.66068),(62 102.09625),(63 100.15515),(64 100.54909),(65 98.26654),(66 98.10097),(67 99.16319),(68 98.1715),(69 98.09901),(70 99.34906),(71 98.23957),(72 98.67007),(73 98.84273),(74 97.90593),(75 97.96643),(76 99.45736),(77 97.76512),(78 97.45872),(79 98.6729),
(1 57.445103),(2 69.83915),(3 76.017624),(4 80.418976),(5 84.52403),(6 86.70689),(7 88.13347),(8 90.67587),(9 91.12264),(10 92.38674),(11 94.170364),(12 95.21093),(13 95.81025),(14 95.93111),(15 96.35692),(16 98.53132),(17 98.25794),(18 97.70541),(19 100.766205),(20 99.49286),(21 99.5484),(22 100.19501),(23 98.32874),(24 99.68827),(25 98.34052),(26 98.348404),(27 99.899506),(28 99.265526),(29 99.825),(30 98.79109),(31 97.64158),(32 98.77171),(33 97.25243),(34 96.84845),(35 97.8951),(36 96.36611),(37 97.59795),(38 96.33636),(39 96.69697),(40 96.90572),(41 98.64416),(42 98.07843),(43 97.13459),(44 98.285324),(45 98.60579),(46 99.09723),(47 99.59979),(48 100.548294),(49 99.63796),(50 100.82908),(51 100.50986),(52 101.19979),(53 103.24304),(54 101.33529),(55 101.63378),(56 102.728935),(57 102.867195),(58 101.28192),(59 101.92723),(60 101.94011),(61 102.54472),(62 102.09103),(63 101.25276),(64 101.40253),(65 100.61862),(66 100.95252),(67 100.94837),(68 99.050674),(69 99.845085),(70 100.417595),(71 100.460754),(72 100.21491),(73 101.13745),(74 99.6971),(75 99.28285),(76 101.04911),(77 100.07181),(78 99.72393),(79 100.185394),
(1 56.061),(2 68.68876),(3 74.777405),(4 77.95384),(5 81.68398),(6 82.55042),(7 83.8366),(8 86.02534),(9 86.644035),(10 88.3934),(11 90.45131),(12 92.07774),(13 92.758606),(14 92.95173),(15 93.38589),(16 94.83878),(17 95.09561),(18 95.37025),(19 96.5851),(20 96.50921),(21 96.663826),(22 96.838715),(23 96.51924),(24 97.843),(25 96.86316),(26 97.1476),(27 97.80394),(28 97.73293),(29 97.9281),(30 96.74696),(31 96.62216),(32 96.68839),(33 95.58329),(34 95.39405),(35 95.90489),(36 94.63384),(37 96.28469),(38 94.64082),(39 94.96559),(40 96.15527),(41 96.5338),(42 95.937584),(43 95.96435),(44 95.9336),(45 96.18609),(46 97.05826),(47 98.75203),(48 98.59791),(49 97.80269),(50 99.0355),(51 98.85152),(52 99.25001),(53 101.20312),(54 100.53303),(55 100.21773),(56 101.497856),(57 99.93714),(58 98.9936),(59 99.83597),(60 98.95678),(61 97.83351),(62 99.83926),(63 97.30766),(64 98.62382),(65 97.97072),(66 97.31334),(67 98.04206),(68 96.571495),(69 97.015114),(70 97.581856),(71 96.88062),(72 96.20017),(73 96.17317),(74 95.45285),(75 94.86096),(76 96.56767),(77 94.819176),(78 94.87683),(79 96.558876),
(1 56.047962),(2 69.05733),(3 74.32565),(4 77.67364),(5 81.32007),(6 82.36423),(7 84.63146),(8 87.07114),(9 87.86925),(10 90.10029),(11 91.112),(12 92.28333),(13 93.7678),(14 93.97334),(15 95.32819),(16 96.20897),(17 96.78726),(18 96.265656),(19 97.518105),(20 97.667435),(21 98.20588),(22 99.04193),(23 99.34198),(24 99.23696),(25 98.38621),(26 99.01617),(27 100.05335),(28 99.16505),(29 99.41921),(30 98.44167),(31 97.720146),(32 97.75095),(33 96.06755),(34 95.80399),(35 95.62908),(36 95.8545),(37 98.00642),(38 96.756195),(39 96.69472),(40 97.58714),(41 97.99941),(42 97.94444),(43 96.46874),(44 97.08506),(45 97.063194),(46 97.6302),(47 98.954956),(48 97.58696),(49 97.30294),(50 98.90083),(51 98.52922),(52 98.771805),(53 99.35826),(54 99.364296),(55 100.000824),(56 100.99252),(57 99.27023),(58 99.29178),(59 100.6742),(60 100.20142),(61 100.988266),(62 101.8143),(63 99.668205),(64 100.64797),(65 99.98757),(66 98.745285),(67 99.102005),(68 97.72357),(69 97.443375),(70 98.5354),(71 97.20607),(72 97.18392),(73 97.63389),(74 96.79984),(75 97.256065),(76 99.22778),(77 98.03913),(78 97.70914),(79 100.08458),
(1 55.674385),(2 66.98079),(3 73.0455),(4 77.06227),(5 80.540344),(6 81.34097),(7 83.13101),(8 85.244675),(9 86.07492),(10 87.5446),(11 87.67939),(12 88.61795),(13 90.2262),(14 90.44452),(15 90.92454),(16 91.92018),(17 92.12242),(18 92.57081),(19 93.477165),(20 94.17075),(21 95.85184),(22 95.62475),(23 96.26366),(24 97.65331),(25 97.15977),(26 96.1052),(27 97.54491),(28 96.66684),(29 97.1102),(30 95.97782),(31 95.400925),(32 95.01897),(33 94.27687),(34 94.50197),(35 94.18375),(36 93.28333),(37 94.98034),(38 94.069115),(39 94.74882),(40 94.59317),(41 95.576126),(42 94.88297),(43 94.315956),(44 95.25312),(45 95.55286),(46 95.84411),(47 97.823524),(48 97.35373),(49 96.69287),(50 98.40757),(51 98.027596),(52 98.270676),(53 98.81514),(54 98.761055),(55 98.28873),(56 99.98065),(57 98.42364),(58 97.762794),(59 98.73818),(60 98.32003),(61 98.75373),(62 98.214096),(63 96.69581),(64 97.4421),(65 96.26577),(66 95.961266),(67 96.88497),(68 96.49889),(69 95.9008),(70 96.2508),(71 94.80566),(72 95.34321),(73 95.29184),(74 93.677574),(75 94.75157),(76 95.35172),(77 93.824745),(78 93.443535),(79 95.451614),
(1 55.74541),(2 67.1156),(3 72.48534),(4 77.218025),(5 80.85152),(6 82.32281),(7 84.39427),(8 86.63199),(9 87.32044),(10 89.231544),(11 90.57659),(12 91.60544),(13 94.28224),(14 94.02138),(15 94.57801),(16 94.74321),(17 95.65213),(18 95.75587),(19 97.15725),(20 96.93749),(21 97.271),(22 97.07494),(23 97.053345),(24 98.17081),(25 97.17286),(26 95.48154),(27 96.293816),(28 94.78361),(29 95.53039),(30 94.19007),(31 94.08379),(32 95.32932),(33 93.98191),(34 93.59998),(35 94.27094),(36 92.75548),(37 94.73517),(38 93.77425),(39 94.13958),(40 95.01142),(41 94.8311),(42 95.54372),(43 96.00402),(44 95.90256),(45 97.12628),(46 95.97112),(47 97.537315),(48 97.72561),(49 98.39214),(50 99.55217),(51 98.62658),(52 100.12254),(53 101.62945),(54 100.61424),(55 100.39865),(56 101.70892),(57 100.41676),(58 100.31892),(59 101.67991),(60 101.22747),(61 100.58188),(62 100.436745),(63 98.65427),(64 98.23493),(65 97.6289),(66 97.34042),(67 98.00976),(68 97.49628),(69 97.42286),(70 98.15949),(71 96.26578),(72 96.59041),(73 97.611244),(74 95.129486),(75 94.791176),(76 96.32464),(77 94.616554),(78 94.77226),(79 96.409805),
(1 54.42173),(2 66.17542),(3 71.15146),(4 75.355965),(5 78.19415),(6 79.1833),(7 81.890884),(8 84.58969),(9 84.91251),(10 86.721725),(11 88.22643),(12 88.94432),(13 90.884186),(14 90.79649),(15 91.68793),(16 92.61808),(17 93.381516),(18 92.35881),(19 92.89638),(20 93.13814),(21 94.09734),(22 94.33161),(23 94.57088),(24 95.4934),(25 94.41782),(26 93.89917),(27 94.92641),(28 94.41927),(29 95.24614),(30 93.789955),(31 94.065475),(32 95.023605),(33 94.37759),(34 93.20444),(35 93.39089),(36 93.401344),(37 94.15713),(38 93.426414),(39 93.368324),(40 94.19609),(41 93.9131),(42 93.81623),(43 94.20234),(44 94.36721),(45 94.38956),(46 93.97903),(47 95.91663),(48 95.74372),(49 95.50408),(50 96.78109),(51 96.452675),(52 97.67987),(53 97.479706),(54 97.10575),(55 96.765785),(56 98.32249),(57 97.1823),(58 97.346565),(59 97.8351),(60 97.24193),(61 96.40066),(62 96.818344),(63 95.583595),(64 95.54096),(65 95.55127),(66 95.2511),(67 96.52932),(68 95.86829),(69 95.18066),(70 95.46807),(71 93.376915),(72 93.40799),(73 95.09949),(74 93.78133),(75 93.44419),(76 95.57854),(77 94.349815),(78 95.208084),(79 96.11909),
(1 53.98939),(2 65.569695),(3 71.867905),(4 75.350555),(5 78.948425),(6 80.01322),(7 81.96192),(8 84.47851),(9 85.10921),(10 86.31729),(11 87.756836),(12 88.17293),(13 89.60496),(14 89.5055),(15 90.090805),(16 90.9787),(17 91.62274),(18 92.37856),(19 92.989624),(20 93.5543),(21 94.18856),(22 94.359406),(23 94.357216),(24 93.383766),(25 92.96055),(26 92.89183),(27 93.49022),(28 93.86877),(29 94.57851),(30 93.740326),(31 93.08927),(32 93.22997),(33 92.35882),(34 91.23076),(35 92.32722),(36 91.50859),(37 92.94828),(38 91.934975),(39 91.15661),(40 92.544205),(41 93.27187),(42 92.0043),(43 92.20921),(44 93.705795),(45 95.49313),(46 95.13685),(47 95.026276),(48 95.45018),(49 94.730125),(50 95.057365),(51 94.47019),(52 94.41765),(53 95.40889),(54 95.2393),(55 95.13804),(56 97.350174),(57 95.76773),(58 95.76562),(59 96.67494),(60 96.78993),(61 96.21361),(62 96.96544),(63 95.17159),(64 95.422264),(65 94.42757),(66 94.1409),(67 94.95173),(68 94.33229),(69 94.33258),(70 95.12214),(71 93.12872),(72 93.26124),(73 94.064835),(74 93.0281),(75 93.15097),(76 94.26012),(77 92.87381),(78 93.20104),(79 94.55312),
(1 54.901676),(2 65.84151),(3 71.53099),(4 75.58773),(5 79.95864),(6 81.24808),(7 83.341835),(8 85.94105),(9 85.96828),(10 86.80091),(11 88.53828),(12 87.505356),(13 90.48037),(14 90.93586),(15 91.147156),(16 92.4569),(17 92.65909),(18 93.28821),(19 93.611595),(20 94.08768),(21 94.37399),(22 95.07208),(23 94.936905),(24 95.21591),(25 95.46206),(26 95.74045),(27 96.5461),(28 96.61653),(29 97.02685),(30 96.60711),(31 94.49013),(32 96.07497),(33 94.64893),(34 93.05053),(35 94.06883),(36 92.789055),(37 93.63213),(38 93.23739),(39 92.68959),(40 94.46875),(41 94.9913),(42 95.19633),(43 93.80622),(44 94.72078),(45 95.40474),(46 95.4269),(47 96.34448),(48 94.94195),(49 94.77361),(50 96.29285),(51 95.26443),(52 96.03087),(53 97.14739),(54 95.57987),(55 95.49863),(56 96.515564),(57 96.203125),(58 95.47136),(59 97.93175),(60 97.57573),(61 97.22025),(62 97.00718),(63 95.32955),(64 96.11857),(65 95.00172),(66 95.290695),(67 95.94349),(68 95.32927),(69 94.81555),(70 96.18187),(71 94.11188),(72 94.03977),(73 95.053566),(74 93.57857),(75 94.10154),(76 94.90008),(77 93.89336),(78 94.80282),(79 96.95081),
(1 53.338005),(2 64.83223),(3 70.942024),(4 74.46339),(5 77.71136),(6 78.90692),(7 80.84114),(8 82.718666),(9 82.46513),(10 84.03593),(11 85.4633),(12 86.300064),(13 88.517746),(14 87.67265),(15 87.988785),(16 88.83473),(17 89.19022),(18 90.22401),(19 91.75665),(20 93.199554),(21 93.43021),(22 93.65283),(23 92.87446),(24 94.293236),(25 94.45024),(26 94.63378),(27 95.08547),(28 95.760025),(29 95.172844),(30 94.68675),(31 93.2165),(32 93.74581),(33 91.739555),(34 90.60412),(35 91.66001),(36 90.086876),(37 92.16718),(38 92.20579),(39 92.22193),(40 92.51793),(41 92.95546),(42 92.81259),(43 92.18455),(44 93.164795),(45 93.21248),(46 93.96491),(47 94.39148),(48 92.75556),(49 92.16929),(50 93.0747),(51 92.86699),(52 93.30734),(53 93.8805),(54 91.97244),(55 93.4187),(56 94.1875),(57 93.85267),(58 93.525986),(59 94.166275),(60 94.39459),(61 95.00314),(62 96.10039),(63 94.58158),(64 94.69864),(65 93.86003),(66 93.5823),(67 94.51867),(68 94.1208),(69 94.14089),(70 95.54512),(71 94.25135),(72 93.973976),(73 94.61659),(74 92.55714),(75 92.26801),(76 94.03618),(77 92.45265),(78 92.27014),(79 94.259575),
(1 54.09059),(2 64.79794),(3 71.19914),(4 74.92964),(5 78.50157),(6 80.48281),(7 82.10133),(8 84.22514),(9 85.124565),(10 85.141365),(11 87.257095),(12 86.86472),(13 89.0296),(14 89.22571),(15 88.64251),(16 89.940735),(17 90.32102),(18 91.47719),(19 92.04968),(20 92.9635),(21 93.53714),(22 92.7191),(23 91.77283),(24 92.93364),(25 92.77785),(26 92.30667),(27 93.25448),(28 93.20605),(29 92.57039),(30 92.45757),(31 91.731346),(32 92.27457),(33 89.71193),(34 89.759254),(35 89.68491),(36 89.31309),(37 90.53092),(38 89.322945),(39 89.30304),(40 90.56433),(41 90.584595),(42 89.997375),(43 90.01773),(44 91.31181),(45 92.668175),(46 92.965546),(47 92.812775),(48 92.28319),(49 92.260826),(50 93.44721),(51 92.65612),(52 92.63453),(53 93.54169),(54 92.99854),(55 93.19979),(56 94.01072),(57 92.8636),(58 92.55858),(59 94.392395),(60 94.04154),(61 93.87644),(62 94.26823),(63 94.009445),(64 93.3732),(65 92.57912),(66 92.621445),(67 93.08829),(68 91.947495),(69 92.08107),(70 93.552124),(71 93.38232),(72 92.54581),(73 92.901),(74 92.13872),(75 91.5815),(76 92.78175),(77 91.01563),(78 92.28969),(79 93.05957),
(1 53.036346),(2 64.239746),(3 69.55898),(4 72.34137),(5 76.00245),(6 77.66048),(7 79.268234),(8 82.5161),(9 83.27757),(10 83.00867),(11 85.22388),(12 85.0795),(13 87.98755),(14 86.926636),(15 87.77503),(16 89.40185),(17 89.383064),(18 89.48336),(19 91.01374),(20 91.63614),(21 91.97504),(22 91.25192),(23 91.29435),(24 92.21707),(25 91.66249),(26 91.60876),(27 91.55745),(28 91.258575),(29 92.01863),(30 90.263626),(31 90.5457),(32 90.08115),(33 87.992775),(34 88.426216),(35 88.88901),(36 87.62738),(37 88.292076),(38 88.94395),(39 87.74462),(40 90.39985),(41 90.262535),(42 89.6415),(43 90.024635),(44 89.77396),(45 91.284744),(46 91.84254),(47 92.657196),(48 92.55946),(49 92.259125),(50 92.848816),(51 91.65319),(52 92.91051),(53 94.142525),(54 93.16572),(55 92.901985),(56 94.303406),(57 94.10876),(58 93.53378),(59 95.029976),(60 94.985115),(61 93.86299),(62 93.86461),(63 94.01375),(64 93.69497),(65 92.351),(66 92.70449),(67 93.48756),(68 92.1716),(69 92.56945),(70 93.05009),(71 92.12093),(72 92.21468),(73 93.19674),(74 91.59688),(75 91.230804),(76 92.73618),(77 91.38583),(78 91.2873),(79 92.33201),
(1 53.67522),(2 64.44143),(3 70.274345),(4 73.805046),(5 76.626526),(6 78.089714),(7 79.667755),(8 82.3233),(9 83.02186),(10 83.92868),(11 86.12226),(12 85.79347),(13 86.40164),(14 86.31504),(15 87.03389),(16 87.924255),(17 88.55203),(18 88.57642),(19 90.33628),(20 90.99621),(21 91.27933),(22 90.42567),(23 90.245964),(24 91.17414),(25 90.16011),(26 90.027115),(27 90.40407),(28 89.16567),(29 89.83342),(30 89.0004),(31 90.53104),(32 90.10329),(33 88.139725),(34 87.54995),(35 88.769806),(36 87.458626),(37 88.449265),(38 88.18239),(39 87.908),(40 89.10133),(41 89.077095),(42 89.98219),(43 89.248375),(44 90.32527),(45 90.77048),(46 90.16272),(47 92.186615),(48 91.9382),(49 92.0805),(50 92.48656),(51 92.82219),(52 92.46739),(53 93.56202),(54 93.0757),(55 93.18121),(56 92.27411),(57 91.69835),(58 91.79788),(59 93.07026),(60 92.14802),(61 92.84002),(62 92.58103),(63 92.75125),(64 92.400894),(65 91.0043),(66 90.29161),(67 92.81754),(68 91.68197),(69 91.75694),(70 92.14173),(71 91.27541),(72 90.403046),(73 91.95676),(74 90.646904),(75 91.38348),(76 93.21418),(77 91.96816),(78 92.79427),(79 93.24922),
(1 52.635674),(2 63.55454),(3 68.412735),(4 71.751686),(5 74.64968),(6 75.799774),(7 78.03197),(8 80.40874),(9 80.83572),(10 81.76749),(11 84.34706),(12 84.23486),(13 85.66662),(14 86.32701),(15 87.49335),(16 87.874565),(17 89.164085),(18 89.437065),(19 90.07891),(20 90.33897),(21 91.195496),(22 91.14575),(23 90.25288),(24 92.12033),(25 91.39553),(26 90.50724),(27 91.7751),(28 90.31847),(29 91.96636),(30 90.93461),(31 91.61138),(32 91.411354),(33 90.9309),(34 89.65432),(35 90.44442),(36 90.32026),(37 90.58589),(38 88.885735),(39 89.30049),(40 90.42451),(41 89.93756),(42 91.51159),(43 90.48913),(44 90.17835),(45 91.05506),(46 90.77398),(47 93.43756),(48 91.90032),(49 92.73239),(50 93.09086),(51 93.12044),(52 93.620834),(53 93.76482),(54 92.61807),(55 93.08924),(56 93.50015),(57 92.30986),(58 92.08227),(59 93.48724),(60 92.5011),(61 92.744865),(62 93.33873),(63 92.350624),(64 92.21839),(65 91.61437),(66 91.315865),(67 92.113625),(68 91.102234),(69 91.31433),(70 92.04086),(71 91.40061),(72 90.90517),(73 92.09235),(74 89.974335),(75 90.438),(76 92.23246),(77 90.82428),(78 90.88641),(79 92.53616),
