1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 254.74026),(2 364.84534),(3 439.32712),(4 482.43237),(5 518.5871),(6 553.35895),(7 578.40955),(8 603.266),(9 623.0091),(10 638.6475),(11 656.9046),(12 666.8472),(13 693.1298),(14 703.8907),(15 716.21576),(16 718.1603),(17 723.1577),(18 727.20734),(19 734.2582),(20 741.3857),(21 743.91974),(22 747.78064),(23 747.9787),(24 749.7445),(25 751.7209),(26 751.53143),(27 757.59326),(28 760.4759),(29 754.63873),(30 748.1333),(31 745.0686),(32 742.81604),(33 750.2366),(34 748.196),(35 752.82166),(36 751.9582),(37 751.9608),(38 750.91864),(39 756.0566),(40 759.7304),(41 765.9154),(42 772.7741),(43 776.59735),(44 782.9011),(45 787.533),(46 796.85645),(47 800.2972),(48 805.6523),(49 806.11),(50 810.15857),(51 823.1777),(52 825.25085),(53 824.1483),(54 823.1662),(55 825.1882),(56 834.4694),(57 838.3092),(58 840.6543),(59 841.08636),(60 844.50525),(61 847.1019),(62 848.25446),(63 851.4462),(64 853.7634),(65 847.64856),(66 847.5228),(67 847.5827),(68 857.1895),(69 854.82886),(70 849.54297),(71 845.4094),(72 835.95),(73 847.87085),(74 838.68134),(75 845.4608),(76 840.71967),(77 834.3843),(78 835.97235),(79 833.6786),
(1 251.6169),(2 354.80518),(3 428.6761),(4 477.10965),(5 516.86884),(6 551.6175),(7 580.67084),(8 601.9852),(9 620.21136),(10 642.7101),(11 662.9114),(12 673.31323),(13 696.2545),(14 707.2304),(15 727.4768),(16 736.7233),(17 742.29767),(18 741.0484),(19 744.3269),(20 752.3094),(21 755.70026),(22 757.0918),(23 761.96423),(24 764.4977),(25 764.1725),(26 766.1719),(27 768.81287),(28 768.9214),(29 767.42926),(30 771.4526),(31 778.09015),(32 772.006),(33 768.6843),(34 768.63885),(35 773.0096),(36 763.7144),(37 757.84314),(38 755.37415),(39 760.1877),(40 758.3138),(41 759.0606),(42 764.84717),(43 765.95996),(44 766.1009),(45 772.27026),(46 778.2201),(47 771.56433),(48 771.89716),(49 768.24884),(50 768.7439),(51 776.31866),(52 775.1087),(53 779.7014),(54 778.4861),(55 783.37195),(56 788.61615),(57 789.6327),(58 792.06396),(59 795.7555),(60 802.36945),(61 803.41516),(62 802.7836),(63 802.42554),(64 809.54126),(65 809.8171),(66 809.53577),(67 807.62286),(68 811.37946),(69 806.4993),(70 801.2692),(71 799.28735),(72 793.0632),(73 807.81415),(74 804.3968),(75 804.2086),(76 803.6619),(77 812.3709),(78 813.50696),(79 810.34564),
(1 248.93887),(2 353.8134),(3 425.7212),(4 469.4217),(5 507.44223),(6 537.36005),(7 563.0984),(8 587.5798),(9 605.0311),(10 627.45874),(11 646.124),(12 658.54913),(13 681.3887),(14 695.2527),(15 709.8893),(16 716.812),(17 724.4162),(18 728.06793),(19 725.854),(20 729.6242),(21 730.72345),(22 733.03394),(23 731.0701),(24 733.81805),(25 735.26215),(26 739.32526),(27 739.72076),(28 741.66406),(29 738.1444),(30 736.43604),(31 735.00507),(32 735.72925),(33 733.5533),(34 736.15533),(35 737.3977),(36 737.24164),(37 740.29877),(38 743.005),(39 751.91394),(40 753.8095),(41 758.23944),(42 762.1643),(43 763.8894),(44 768.5469),(45 770.77026),(46 770.4575),(47 769.5138),(48 762.65027),(49 765.3193),(50 769.4202),(51 783.1849),(52 782.69934),(53 782.83923),(54 785.27716),(55 780.9663),(56 783.8733),(57 787.0617),(58 792.8407),(59 790.2596),(60 798.4982),(61 798.58936),(62 796.0086),(63 804.09),(64 809.28955),(65 807.6662),(66 813.4229),(67 815.8874),(68 820.4079),(69 813.65),(70 806.489),(71 802.0982),(72 796.86676),(73 808.98553),(74 805.1077),(75 811.6137),(76 814.10876),(77 816.63196),(78 815.16595),(79 818.49615),
(1 246.38138),(2 346.54407),(3 417.9333),(4 462.6429),(5 498.191),(6 530.46027),(7 553.55115),(8 579.4805),(9 598.2294),(10 619.961),(11 636.66724),(12 651.24457),(13 676.29913),(14 689.232),(15 702.093),(16 707.0506),(17 718.9291),(18 721.06573),(19 720.52936),(20 721.7043),(21 718.36224),(22 720.5383),(23 722.2183),(24 719.9138),(25 714.38855),(26 714.7112),(27 718.62744),(28 725.25543),(29 726.6465),(30 723.85284),(31 717.56696),(32 719.0165),(33 718.56366),(34 723.49164),(35 722.49896),(36 720.23285),(37 725.3433),(38 728.22565),(39 729.5442),(40 729.8477),(41 728.63556),(42 735.4457),(43 740.6939),(44 743.94934),(45 748.6643),(46 752.3335),(47 758.4663),(48 760.52356),(49 757.7215),(50 760.14514),(51 765.8122),(52 766.6665),(53 762.85724),(54 769.1249),(55 770.8024),(56 774.93225),(57 774.6239),(58 780.26886),(59 777.9661),(60 785.2392),(61 786.97864),(62 784.8568),(63 793.6767),(64 798.9712),(65 801.6213),(66 805.7937),(67 809.6152),(68 810.72906),(69 812.7743),(70 804.4381),(71 805.77924),(72 802.0857),(73 814.3199),(74 807.73004),(75 804.4903),(76 805.0244),(77 804.0225),(78 801.9429),(79 804.8205),
(1 246.00117),(2 346.4224),(3 412.09772),(4 460.98096),(5 502.8941),(6 537.75464),(7 564.7317),(8 594.15576),(9 616.8129),(10 636.6144),(11 656.126),(12 671.20514),(13 692.17035),(14 705.98474),(15 718.8564),(16 728.726),(17 738.9123),(18 736.8106),(19 738.1085),(20 745.44354),(21 745.1825),(22 750.7715),(23 753.83484),(24 757.55707),(25 757.0692),(26 757.76636),(27 764.1991),(28 766.304),(29 759.1948),(30 759.06525),(31 759.95917),(32 758.80646),(33 762.2856),(34 763.09326),(35 763.18353),(36 760.24927),(37 763.6752),(38 765.3777),(39 766.0112),(40 764.14435),(41 763.13666),(42 764.40564),(43 766.2342),(44 771.2814),(45 773.41223),(46 775.92334),(47 776.5092),(48 777.8689),(49 776.4944),(50 779.3912),(51 785.60474),(52 790.68616),(53 792.85254),(54 792.0018),(55 798.2819),(56 801.1508),(57 797.4047),(58 797.851),(59 799.70874),(60 808.5011),(61 808.2442),(62 810.0341),(63 811.7152),(64 819.028),(65 818.47504),(66 816.7495),(67 816.2334),(68 818.3468),(69 818.96765),(70 813.62555),(71 815.7034),(72 810.9896),(73 820.4837),(74 814.292),(75 809.7101),(76 804.5623),(77 805.1629),(78 802.90924),(79 806.62115),
(1 244.2224),(2 343.24118),(3 408.98013),(4 450.58014),(5 487.9281),(6 522.7368),(7 546.01495),(8 574.05817),(9 595.1372),(10 613.6388),(11 636.9853),(12 651.11584),(13 670.9347),(14 684.10547),(15 697.90967),(16 701.76105),(17 711.6029),(18 711.3916),(19 717.5013),(20 722.5506),(21 720.62695),(22 725.0579),(23 725.9413),(24 722.995),(25 723.3855),(26 724.6053),(27 727.6252),(28 732.3389),(29 735.70233),(30 735.39465),(31 740.5687),(32 737.81396),(33 736.43567),(34 732.0138),(35 730.28723),(36 726.37274),(37 729.1904),(38 724.9808),(39 720.3341),(40 723.62396),(41 726.8688),(42 728.62274),(43 736.7512),(44 736.9191),(45 743.6497),(46 747.09863),(47 743.1379),(48 748.0093),(49 747.12146),(50 754.8292),(51 764.0983),(52 763.9161),(53 763.62366),(54 761.86017),(55 764.9017),(56 766.54346),(57 773.20544),(58 769.7515),(59 772.0951),(60 781.80914),(61 781.4599),(62 785.267),(63 786.5189),(64 788.99396),(65 786.3597),(66 786.3622),(67 788.9701),(68 790.7353),(69 783.06195),(70 783.50635),(71 785.5639),(72 782.3031),(73 792.3652),(74 779.5627),(75 772.17725),(76 775.6421),(77 781.37897),(78 776.6788),(79 775.3366),
(1 237.80312),(2 334.85406),(3 403.3969),(4 446.92966),(5 485.0153),(6 513.7977),(7 536.107),(8 564.2285),(9 578.9961),(10 598.0895),(11 617.13416),(12 631.1863),(13 653.9326),(14 669.0156),(15 682.79584),(16 692.89276),(17 702.65924),(18 710.00055),(19 716.53033),(20 717.317),(21 718.2022),(22 721.24554),(23 723.3457),(24 725.26117),(25 726.91187),(26 730.90485),(27 733.5609),(28 735.17786),(29 738.88043),(30 739.26587),(31 742.482),(32 738.85913),(33 740.26624),(34 742.0307),(35 743.474),(36 742.3373),(37 738.26807),(38 738.99585),(39 743.0259),(40 745.11816),(41 750.65137),(42 750.2319),(43 754.612),(44 757.4773),(45 760.1149),(46 766.74414),(47 766.43945),(48 768.7818),(49 768.9024),(50 769.54065),(51 780.3034),(52 774.01495),(53 773.74615),(54 778.78925),(55 777.0455),(56 783.7604),(57 780.7568),(58 783.47296),(59 785.0248),(60 785.40576),(61 790.853),(62 786.7677),(63 794.8714),(64 793.07855),(65 794.1168),(66 790.384),(67 791.516),(68 790.1091),(69 780.447),(70 782.82874),(71 785.6295),(72 776.1455),(73 784.1146),(74 780.5386),(75 779.01306),(76 775.0104),(77 773.23785),(78 777.3597),(79 779.3981),
(1 237.57153),(2 334.3699),(3 401.17316),(4 441.71756),(5 480.1047),(6 508.12708),(7 533.0961),(8 563.4337),(9 581.96387),(10 600.0192),(11 614.6399),(12 625.25494),(13 650.04285),(14 663.5122),(15 683.29865),(16 693.4904),(17 700.2625),(18 703.02344),(19 709.3464),(20 712.76514),(21 719.90546),(22 727.1491),(23 732.92847),(24 729.93066),(25 732.03613),(26 736.50806),(27 739.4992),(28 741.30963),(29 737.4544),(30 738.84955),(31 739.8126),(32 736.5113),(33 731.9343),(34 733.746),(35 734.45953),(36 733.3734),(37 729.2436),(38 727.75525),(39 731.37537),(40 729.93677),(41 729.2658),(42 727.96094),(43 731.54285),(44 729.38403),(45 734.29346),(46 735.277),(47 736.00446),(48 737.10547),(49 733.2476),(50 734.5157),(51 736.4428),(52 732.4726),(53 730.9525),(54 731.39545),(55 735.9199),(56 743.0133),(57 743.35724),(58 746.9565),(59 745.2088),(60 747.16327),(61 751.34204),(62 751.6951),(63 757.7983),(64 762.3808),(65 765.3134),(66 760.40533),(67 761.13763),(68 760.97375),(69 759.4418),(70 754.01184),(71 751.3199),(72 744.3053),(73 760.3528),(74 751.4953),(75 747.9909),(76 751.7354),(77 751.9992),(78 752.82227),(79 753.72174),
(1 230.24347),(2 321.90497),(3 388.4517),(4 429.89124),(5 466.53064),(6 493.66647),(7 521.52344),(8 549.8769),(9 566.092),(10 581.5231),(11 597.01965),(12 609.58215),(13 634.6537),(14 651.8095),(15 668.54156),(16 675.3284),(17 682.2438),(18 680.774),(19 683.2471),(20 682.4049),(21 680.39404),(22 682.2),(23 684.69214),(24 684.79834),(25 686.54),(26 681.90393),(27 684.6644),(28 692.48566),(29 690.42786),(30 692.2035),(31 697.5884),(32 693.24976),(33 691.63824),(34 691.6569),(35 693.77673),(36 693.4289),(37 692.3961),(38 694.00867),(39 698.41034),(40 696.07745),(41 698.821),(42 703.4165),(43 710.8993),(44 720.10205),(45 720.2576),(46 725.34296),(47 728.2362),(48 734.0226),(49 735.83563),(50 740.3823),(51 743.052),(52 742.36383),(53 746.6788),(54 744.97565),(55 744.382),(56 750.04816),(57 753.0449),(58 755.901),(59 757.4426),(60 754.7824),(61 760.5794),(62 762.0742),(63 765.3149),(64 764.2134),(65 763.635),(66 764.5411),(67 765.32184),(68 769.4184),(69 770.391),(70 760.59766),(71 766.15265),(72 758.42633),(73 769.5548),(74 763.26697),(75 759.8163),(76 758.08813),(77 755.4899),(78 759.2811),(79 755.78),
(1 233.51964),(2 328.14133),(3 392.8275),(4 436.0003),(5 472.35635),(6 502.8406),(7 527.00354),(8 551.02374),(9 570.5334),(10 587.00323),(11 603.45435),(12 615.30475),(13 643.40753),(14 657.1667),(15 668.28265),(16 665.7114),(17 676.2467),(18 675.9274),(19 676.9288),(20 679.3097),(21 678.7773),(22 679.6448),(23 681.3978),(24 681.1961),(25 685.53174),(26 686.55),(27 685.91425),(28 690.0348),(29 686.56366),(30 686.7077),(31 692.6362),(32 693.3766),(33 704.89764),(34 707.1519),(35 714.1489),(36 710.5839),(37 716.14484),(38 712.0753),(39 708.7943),(40 710.08685),(41 713.26434),(42 713.8683),(43 714.7778),(44 718.91925),(45 718.8549),(46 720.8881),(47 722.72015),(48 723.7563),(49 720.528),(50 724.7748),(51 730.99304),(52 732.97546),(53 737.42426),(54 741.9675),(55 742.3838),(56 749.5937),(57 748.9437),(58 751.9047),(59 754.5834),(60 753.3475),(61 753.33875),(62 754.72766),(63 760.8368),(64 764.8739),(65 763.87604),(66 757.3526),(67 759.55884),(68 761.7076),(69 763.30396),(70 761.9001),(71 764.7657),(72 759.5344),(73 765.4687),(74 758.2622),(75 760.6499),(76 759.4981),(77 757.4119),(78 760.5598),(79 753.79675),
(1 223.50586),(2 313.3182),(3 380.98706),(4 427.14795),(5 464.11017),(6 488.09662),(7 507.21564),(8 536.0421),(9 554.7641),(10 576.8484),(11 589.2697),(12 603.87744),(13 626.3543),(14 642.5557),(15 656.23724),(16 660.4621),(17 667.9558),(18 668.93176),(19 673.72614),(20 675.8974),(21 674.3204),(22 674.18335),(23 676.3049),(24 675.7892),(25 678.4383),(26 683.98975),(27 686.8133),(28 687.4662),(29 682.68475),(30 681.5071),(31 681.2804),(32 681.5503),(33 685.0179),(34 687.27496),(35 689.26355),(36 694.9167),(37 698.4876),(38 695.20294),(39 694.1722),(40 695.39557),(41 693.42017),(42 699.42163),(43 702.68176),(44 705.119),(45 704.53784),(46 707.37415),(47 710.8782),(48 709.8691),(49 710.078),(50 710.09656),(51 719.8623),(52 722.5257),(53 723.1867),(54 725.556),(55 721.90295),(56 726.89905),(57 727.77606),(58 727.9322),(59 730.05334),(60 732.68353),(61 732.472),(62 731.0142),(63 734.97485),(64 735.11566),(65 739.5857),(66 742.22424),(67 742.8161),(68 744.2857),(69 743.4085),(70 741.1299),(71 736.8297),(72 735.96606),(73 744.2253),(74 738.706),(75 743.24646),(76 742.1772),(77 745.02136),(78 751.1386),(79 750.3884),
(1 222.87395),(2 312.61374),(3 376.60846),(4 418.93024),(5 451.91507),(6 483.8996),(7 512.789),(8 537.4149),(9 557.9865),(10 575.1514),(11 583.4784),(12 594.8449),(13 619.3345),(14 636.86096),(15 651.5113),(16 654.92377),(17 668.25757),(18 674.43756),(19 676.61597),(20 681.2425),(21 676.5936),(22 676.6966),(23 674.9268),(24 677.32587),(25 673.4297),(26 673.45996),(27 676.50446),(28 678.7678),(29 679.40106),(30 676.4208),(31 676.02924),(32 667.5152),(33 668.2657),(34 663.7323),(35 662.8225),(36 663.0447),(37 662.793),(38 659.2914),(39 662.9095),(40 662.0285),(41 664.64606),(42 670.9085),(43 670.32697),(44 672.9847),(45 668.92145),(46 675.15173),(47 678.20935),(48 680.07446),(49 679.6027),(50 684.4571),(51 695.0527),(52 694.6215),(53 693.8682),(54 696.8889),(55 692.02844),(56 690.27014),(57 692.65344),(58 699.74677),(59 699.3542),(60 698.51746),(61 701.5718),(62 705.10266),(63 707.99915),(64 710.28674),(65 716.347),(66 716.89844),(67 718.72656),(68 719.30756),(69 718.46136),(70 720.54785),(71 719.419),(72 715.1482),(73 727.8206),(74 716.8868),(75 717.3382),(76 712.8656),(77 714.2967),(78 719.3243),(79 720.16437),
(1 220.68938),(2 311.7643),(3 377.2779),(4 417.72513),(5 449.4918),(6 477.9428),(7 502.28436),(8 529.3629),(9 549.3512),(10 563.2243),(11 576.0431),(12 590.08795),(13 610.0363),(14 619.4046),(15 632.0348),(16 637.8919),(17 642.2554),(18 648.05884),(19 650.3348),(20 655.9663),(21 655.9963),(22 657.8267),(23 659.009),(24 662.3298),(25 658.20544),(26 660.2615),(27 666.4949),(28 673.7959),(29 673.69696),(30 670.40497),(31 675.0384),(32 671.3018),(33 672.3716),(34 668.378),(35 667.1236),(36 669.3141),(37 663.8818),(38 663.7972),(39 670.934),(40 671.62177),(41 667.92114),(42 671.72516),(43 675.2484),(44 680.3275),(45 679.30023),(46 681.6029),(47 688.272),(48 691.37665),(49 689.919),(50 691.6337),(51 700.1901),(52 701.8688),(53 703.05115),(54 704.9656),(55 697.86847),(56 703.3227),(57 702.88855),(58 709.4146),(59 712.29065),(60 716.9935),(61 717.48193),(62 716.9046),(63 720.9619),(64 720.68726),(65 724.2976),(66 726.05634),(67 724.12164),(68 728.8409),(69 728.14905),(70 720.8628),(71 718.9834),(72 716.61755),(73 721.0149),(74 712.864),(75 712.8924),(76 710.25555),(77 705.12274),(78 713.67114),(79 718.8578),
(1 218.7696),(2 307.58432),(3 372.62625),(4 411.50485),(5 442.5672),(6 475.41885),(7 497.62732),(8 523.21),(9 541.7294),(10 561.4765),(11 575.8817),(12 588.5132),(13 608.06006),(14 620.8916),(15 634.4888),(16 637.3972),(17 643.2082),(18 644.6061),(19 651.4998),(20 648.9161),(21 646.8729),(22 647.4626),(23 649.1283),(24 650.2978),(25 647.61053),(26 642.9888),(27 643.66626),(28 650.836),(29 647.6079),(30 652.2369),(31 655.1963),(32 648.3887),(33 651.85126),(34 652.76434),(35 653.69806),(36 656.2442),(37 656.5333),(38 659.2663),(39 661.1942),(40 659.34515),(41 661.3474),(42 664.7974),(43 669.5991),(44 673.66675),(45 675.44165),(46 681.446),(47 681.4298),(48 682.4538),(49 684.0606),(50 688.4528),(51 697.5157),(52 697.9199),(53 695.9763),(54 699.61926),(55 698.9176),(56 704.32416),(57 706.6164),(58 711.6935),(59 715.5051),(60 719.4735),(61 723.8758),(62 722.25183),(63 726.10864),(64 726.10754),(65 727.6086),(66 722.90533),(67 719.6894),(68 728.2074),(69 724.7761),(70 717.55133),(71 719.983),(72 712.29645),(73 721.5839),(74 718.15283),(75 713.2552),(76 711.6928),(77 709.1666),(78 718.8854),(79 719.0002),
(1 216.8806),(2 306.24008),(3 367.0607),(4 403.14352),(5 433.1223),(6 461.46735),(7 485.7266),(8 506.33786),(9 522.4704),(10 543.79004),(11 554.2404),(12 566.3557),(13 586.54364),(14 599.19666),(15 618.03937),(16 618.98126),(17 625.51245),(18 628.0863),(19 631.1248),(20 634.62585),(21 636.4736),(22 642.96924),(23 645.9508),(24 646.2195),(25 647.76624),(26 644.67993),(27 648.3764),(28 657.7628),(29 655.1382),(30 659.3271),(31 659.199),(32 656.6308),(33 657.555),(34 650.97455),(35 651.92255),(36 655.04803),(37 657.437),(38 658.95056),(39 656.7687),(40 663.6776),(41 669.34247),(42 673.8016),(43 679.2343),(44 681.6551),(45 686.4305),(46 687.33844),(47 687.37573),(48 692.0479),(49 694.51105),(50 700.37445),(51 704.402),(52 708.4768),(53 705.8829),(54 707.891),(55 710.67737),(56 712.5411),(57 718.0446),(58 719.79816),(59 722.6578),(60 721.4616),(61 726.9144),(62 721.4044),(63 725.5627),(64 725.2937),(65 719.7889),(66 716.1958),(67 716.981),(68 718.44415),(69 718.13055),(70 710.0997),(71 710.4455),(72 703.77625),(73 703.8339),(74 702.6675),(75 704.2452),(76 708.1742),(77 707.3079),(78 715.9277),(79 711.27704),
(1 211.99562),(2 296.40128),(3 357.54218),(4 395.0173),(5 422.25525),(6 449.41714),(7 476.30484),(8 495.6782),(9 511.13083),(10 532.51807),(11 545.93536),(12 559.1197),(13 569.6164),(14 586.2856),(15 603.6178),(16 610.79095),(17 615.76605),(18 619.5014),(19 619.9727),(20 625.6442),(21 628.06396),(22 629.329),(23 629.8901),(24 633.2678),(25 633.994),(26 633.152),(27 637.44617),(28 643.65106),(29 640.88464),(30 635.3281),(31 632.68787),(32 624.911),(33 622.984),(34 625.1995),(35 620.9212),(36 623.7806),(37 617.06824),(38 617.51624),(39 618.69806),(40 622.14215),(41 624.45483),(42 625.10767),(43 633.1698),(44 636.1744),(45 639.28644),(46 645.59546),(47 651.42725),(48 650.43646),(49 650.3316),(50 655.98413),(51 658.98145),(52 664.6618),(53 667.2817),(54 677.55206),(55 675.4495),(56 677.5407),(57 681.7819),(58 686.2617),(59 687.26306),(60 689.37225),(61 690.23285),(62 690.68805),(63 697.1662),(64 700.07306),(65 697.8563),(66 699.4277),(67 700.638),(68 693.1579),(69 690.93494),(70 685.9773),(71 683.84),(72 679.53595),(73 683.09827),(74 683.5813),(75 682.533),(76 679.7051),(77 681.24097),(78 683.18414),(79 683.90155),
(1 212.11137),(2 300.50708),(3 356.974),(4 394.42905),(5 426.16956),(6 455.58646),(7 478.24704),(8 500.68268),(9 513.28735),(10 531.68494),(11 543.121),(12 557.57196),(13 577.34607),(14 585.91943),(15 601.10956),(16 608.70013),(17 614.9892),(18 619.1461),(19 622.8975),(20 624.726),(21 624.6136),(22 622.79175),(23 623.5713),(24 624.3824),(25 627.2285),(26 632.20056),(27 639.68665),(28 643.0385),(29 643.21454),(30 642.6738),(31 645.3879),(32 637.18506),(33 636.9365),(34 640.27716),(35 640.42706),(36 640.9801),(37 636.47943),(38 639.05615),(39 639.1455),(40 641.5183),(41 645.7538),(42 647.1071),(43 646.6811),(44 644.03613),(45 644.615),(46 647.6306),(47 652.8291),(48 652.1459),(49 658.6518),(50 663.14233),(51 664.9343),(52 669.0294),(53 668.91144),(54 674.617),(55 669.8219),(56 675.62354),(57 678.708),(58 688.2431),(59 686.71893),(60 692.21826),(61 695.3407),(62 695.5208),(63 696.5608),(64 694.60046),(65 694.165),(66 694.3886),(67 696.7932),(68 692.6578),(69 690.9281),(70 691.1596),(71 686.55133),(72 681.89136),(73 681.14166),(74 684.1511),(75 683.2101),(76 687.83057),(77 689.027),(78 695.17145),(79 694.2942),
(1 209.79228),(2 296.48294),(3 355.6076),(4 391.43744),(5 422.91708),(6 446.76285),(7 470.44888),(8 491.67834),(9 508.12476),(10 527.5833),(11 538.81213),(12 554.07086),(13 568.7281),(14 580.29443),(15 596.0917),(16 602.99634),(17 605.0413),(18 609.1513),(19 612.3339),(20 614.2281),(21 617.53064),(22 619.37933),(23 621.469),(24 621.88806),(25 621.92523),(26 622.7145),(27 623.58875),(28 634.33954),(29 626.71295),(30 627.0727),(31 630.84106),(32 634.86365),(33 636.86273),(34 637.9394),(35 637.6325),(36 637.3133),(37 636.2222),(38 637.76556),(39 638.2065),(40 645.8316),(41 650.2596),(42 653.7793),(43 650.7957),(44 648.10486),(45 648.9546),(46 654.7676),(47 661.58997),(48 661.9159),(49 662.91644),(50 662.1203),(51 669.19305),(52 673.92914),(53 675.9516),(54 677.8021),(55 675.2237),(56 679.9619),(57 682.498),(58 691.92267),(59 692.48773),(60 698.2346),(61 697.9012),(62 698.2336),(63 699.60535),(64 699.6408),(65 701.188),(66 694.9519),(67 696.00653),(68 696.4111),(69 693.4924),(70 694.26135),(71 694.0976),(72 691.9569),(73 692.34546),(74 691.70166),(75 692.6004),(76 690.5623),(77 694.4937),(78 699.62714),(79 700.82043),
(1 206.81152),(2 291.19662),(3 349.05405),(4 383.65765),(5 412.79602),(6 441.37256),(7 461.28897),(8 480.57617),(9 499.06705),(10 512.47784),(11 527.76764),(12 539.7918),(13 556.72504),(14 570.0487),(15 579.07104),(16 590.0161),(17 595.3566),(18 598.45197),(19 598.99316),(20 598.551),(21 602.1855),(22 604.5307),(23 605.17786),(24 604.1439),(25 603.34595),(26 606.24927),(27 608.84686),(28 612.8457),(29 612.34827),(30 609.5875),(31 610.3188),(32 615.547),(33 620.40295),(34 622.95636),(35 619.49304),(36 620.3668),(37 621.55054),(38 620.6832),(39 625.03595),(40 625.9748),(41 628.5878),(42 628.7031),(43 626.7654),(44 624.8991),(45 625.29694),(46 628.6052),(47 632.9309),(48 639.9733),(49 643.4143),(50 645.342),(51 649.2741),(52 650.35785),(53 653.5502),(54 654.9928),(55 659.5096),(56 659.65894),(57 661.7106),(58 663.6391),(59 662.88727),(60 671.0357),(61 674.81555),(62 670.17145),(63 677.7086),(64 679.436),(65 682.18976),(66 678.68567),(67 679.06024),(68 683.30054),(69 673.2323),(70 670.48944),(71 669.917),(72 665.8969),(73 671.41876),(74 666.698),(75 662.32874),(76 661.5177),(77 660.2856),(78 665.48914),(79 665.5928),
