1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 28992.244),(2 99550.23),(3 202556.11),(4 315444.5),(5 417992.84),(6 497675.5),(7 559421.5),(8 601872.2),(9 622622.3),(10 618840.94),(11 610797.44),(12 616394),(13 653801.7),(14 744408.7),(15 868172.3),(16 1003415.94),(17 1147013.8),(18 1263995.9),(19 1363948.1),(20 1443458.4),(21 1494618.6),(22 1535605.9),(23 1573642.4),(24 1612056),(25 1670819),(26 1753821.4),(27 1844442),(28 1928975.4),(29 1978983.6),(30 2035083.9),(31 2083774.1),(32 2128334.8),(33 2166946.8),(34 2214987.5),(35 2249413),(36 2301752.8),(37 2354993.8),(38 2412942.3),(39 2487248.3),(40 2565558.5),(41 2653820.8),(42 2756855.8),(43 2868878.8),(44 2980652.3),(45 3096197.3),(46 3202014.8),(47 3313913),(48 3404006.3),(49 3493942.3),(50 3587363.3),(51 3687546.3),(52 3810916),(53 3945667.3),(54 4073625.3),(55 4220116.5),(56 4368391.5),(57 4519060),(58 4648440),(59 4739646.5),(60 4802733),(61 4857974),(62 4891879.5),(63 4935823),(64 4994372),(65 5084330.5),(66 5187082),(67 5297220.5),(68 5398966.5),(69 5536088.5),(70 5702169.5),(71 5873599.5),(72 6025160),(73 6203137.5),(74 6361962.5),(75 6592976),(76 6857152),(77 7123122),(78 7332974.5),(79 7554365.5),
(1 66.28774),(2 82.82699),(3 93.69165),(4 99.82585),(5 105.0652),(6 108.4907),(7 111.50886),(8 113.79541),(9 116.593864),(10 117.15649),(11 119.38211),(12 121.85294),(13 122.04469),(14 122.40985),(15 124.43621),(16 125.23795),(17 126.760025),(18 128.84352),(19 129.77895),(20 129.05727),(21 129.68799),(22 129.53758),(23 130.89217),(24 131.03854),(25 131.64906),(26 132.25847),(27 134.24763),(28 134.69315),(29 134.97014),(30 135.94736),(31 136.07451),(32 136.20032),(33 137.26161),(34 138.49191),(35 139.1175),(36 139.06348),(37 139.08908),(38 138.52942),(39 140.00266),(40 139.19514),(41 139.86385),(42 140.33395),(43 141.0737),(44 140.58876),(45 140.66232),(46 141.04358),(47 139.85216),(48 140.16429),(49 140.61655),(50 139.65053),(51 140.88753),(52 140.29236),(53 140.6095),(54 140.36761),(55 141.41463),(56 140.664),(57 142.07777),(58 141.3386),(59 141.43745),(60 141.7799),(61 142.00911),(62 143.2622),(63 143.87903),(64 144.071),(65 143.64674),(66 143.81877),(67 144.96391),(68 144.59616),(69 145.18706),(70 145.78857),(71 146.1592),(72 146.09093),(73 146.3764),(74 145.60971),(75 145.46188),(76 145.38965),(77 145.07838),(78 145.85362),(79 145.4546),
(1 67.09372),(2 83.45776),(3 95.98892),(4 101.86754),(5 106.327866),(6 110.477295),(7 113.54233),(8 115.71906),(9 118.53305),(10 119.82819),(11 121.02217),(12 121.611374),(13 122.63055),(14 123.01345),(15 125.129135),(16 125.5659),(17 127.2397),(18 128.59047),(19 130.2402),(20 130.98805),(21 131.38861),(22 131.2472),(23 131.5752),(24 132.36931),(25 132.8427),(26 133.71617),(27 134.11736),(28 134.93352),(29 136.15979),(30 136.59367),(31 137.12962),(32 137.81783),(33 138.73299),(34 138.82814),(35 139.61728),(36 139.50311),(37 139.1863),(38 140.01212),(39 141.22163),(40 140.11264),(41 139.52711),(42 140.43721),(43 140.38156),(44 140.49998),(45 140.96034),(46 141.88904),(47 142.21642),(48 143.57347),(49 142.89984),(50 142.96),(51 142.66165),(52 143.07108),(53 143.26877),(54 142.4998),(55 142.52585),(56 142.62225),(57 143.60951),(58 143.88501),(59 146.4236),(60 145.55899),(61 147.25197),(62 146.8088),(63 148.54787),(64 148.93152),(65 147.87529),(66 148.62059),(67 149.76189),(68 147.63356),(69 148.94539),(70 148.69547),(71 149.00131),(72 148.37747),(73 147.5274),(74 146.57986),(75 147.22107),(76 145.48772),(77 144.67664),(78 144.62138),(79 143.86002),
(1 66.721664),(2 83.42171),(3 95.40013),(4 102.571594),(5 108.24825),(6 111.28807),(7 113.916336),(8 116.08733),(9 118.50591),(10 121.73099),(11 123.59775),(12 124.446526),(13 125.64455),(14 126.1822),(15 126.88335),(16 127.05516),(17 128.22205),(18 130.10974),(19 131.08038),(20 132.2494),(21 132.87112),(22 132.25044),(23 133.23843),(24 135.08127),(25 136.00302),(26 137.08241),(27 137.96735),(28 139.00507),(29 139.5459),(30 140.30424),(31 139.75693),(32 139.97585),(33 139.95595),(34 139.33057),(35 140.3136),(36 140.52199),(37 139.57759),(38 140.28473),(39 140.1154),(40 139.81183),(41 139.50322),(42 138.70044),(43 139.4987),(44 139.98605),(45 138.84634),(46 138.76794),(47 137.65558),(48 138.39534),(49 136.67531),(50 136.25221),(51 135.92996),(52 135.53883),(53 135.86525),(54 136.04843),(55 136.6515),(56 137.09596),(57 139.30511),(58 138.33363),(59 140.46483),(60 141.39084),(61 141.84436),(62 143.30339),(63 142.96642),(64 142.47073),(65 142.37238),(66 143.3114),(67 144.31946),(68 144.52922),(69 144.09532),(70 143.65393),(71 144.43512),(72 144.28369),(73 145.75412),(74 146.47131),(75 147.0015),(76 146.05786),(77 145.6531),(78 146.07715),(79 145.58502),
(1 67.70689),(2 84.65775),(3 96.61083),(4 103.52277),(5 108.24204),(6 111.52568),(7 113.85464),(8 116.27408),(9 118.21055),(10 119.85686),(11 122.45852),(12 123.228935),(13 124.72915),(14 125.6934),(15 125.60854),(16 125.99169),(17 127.56944),(18 129.95648),(19 130.95358),(20 132.01675),(21 133.61597),(22 134.14592),(23 135.78383),(24 137.53186),(25 137.12231),(26 137.95447),(27 139.37009),(28 140.21681),(29 141.0319),(30 142.10846),(31 142.09117),(32 142.14778),(33 141.60619),(34 142.2215),(35 142.59666),(36 144.23),(37 143.79657),(38 143.07399),(39 141.69904),(40 142.28952),(41 142.50815),(42 144.02759),(43 143.33891),(44 142.85193),(45 142.55954),(46 142.87863),(47 142.75528),(48 142.85059),(49 141.53732),(50 141.83702),(51 141.85413),(52 141.42943),(53 142.00835),(54 141.36403),(55 141.82321),(56 143.14034),(57 144.74173),(58 144.23035),(59 146.32967),(60 146.45915),(61 147.65721),(62 148.34367),(63 148.48065),(64 147.94371),(65 148.11348),(66 147.78555),(67 147.70213),(68 147.0304),(69 148.94139),(70 148.33153),(71 148.5465),(72 148.61008),(73 149.76851),(74 149.74286),(75 149.37651),(76 147.64386),(77 147.69112),(78 147.98946),(79 148.54144),
(1 66.40528),(2 82.691315),(3 92.98053),(4 99.38068),(5 105.421104),(6 108.54801),(7 111.71508),(8 113.270035),(9 115.87421),(10 117.06873),(11 118.409966),(12 119.06535),(13 121.01548),(14 121.920235),(15 122.346634),(16 123.25201),(17 124.62445),(18 125.848495),(19 126.05389),(20 127.68707),(21 128.78198),(22 129.06267),(23 129.37563),(24 129.05031),(25 129.5388),(26 131.2546),(27 132.80914),(28 133.38959),(29 134.9096),(30 135.06688),(31 136.45941),(32 135.71036),(33 135.55977),(34 136.57663),(35 138.19081),(36 138.93173),(37 138.56833),(38 138.3934),(39 139.81479),(40 138.53313),(41 138.41527),(42 138.94044),(43 139.2704),(44 139.84865),(45 139.7045),(46 140.09622),(47 139.8136),(48 139.95326),(49 140.21227),(50 139.8975),(51 140.37427),(52 140.01187),(53 139.59628),(54 139.80157),(55 139.31764),(56 139.11646),(57 138.96144),(58 139.2688),(59 139.89322),(60 140.67592),(61 141.14679),(62 141.77583),(63 141.94344),(64 141.58467),(65 141.53476),(66 141.44733),(67 142.6144),(68 141.71828),(69 142.3276),(70 143.02885),(71 143.20152),(72 142.79794),(73 145.05582),(74 146.31612),(75 146.10403),(76 143.87326),(77 144.09741),(78 143.60524),(79 142.65446),
(1 66.07433),(2 82.8446),(3 92.97493),(4 99.34982),(5 105.79814),(6 110.210144),(7 113.42649),(8 116.69513),(9 118.17035),(10 120.36445),(11 120.68216),(12 120.92646),(13 121.82866),(14 123.70133),(15 124.11701),(16 125.293594),(17 127.16181),(18 129.63168),(19 130.52794),(20 132.82426),(21 132.4817),(22 132.86607),(23 134.5701),(24 134.71),(25 133.08453),(26 134.11967),(27 135.00375),(28 135.53088),(29 137.19012),(30 137.81883),(31 138.621),(32 138.5092),(33 138.10538),(34 137.68808),(35 137.79697),(36 138.38776),(37 138.70836),(38 138.19014),(39 139.8684),(40 140.00952),(41 140.11336),(42 141.46893),(43 140.43573),(44 139.6092),(45 139.04907),(46 139.70374),(47 139.28864),(48 140.10637),(49 139.8986),(50 139.12709),(51 139.63943),(52 137.88313),(53 137.62659),(54 136.85797),(55 136.93677),(56 136.68399),(57 137.85785),(58 138.39697),(59 139.64066),(60 139.70462),(61 139.25977),(62 140.25867),(63 140.27533),(64 139.80168),(65 140.00919),(66 140.96432),(67 141.32532),(68 141.06819),(69 141.77225),(70 141.29271),(71 141.42245),(72 141.2379),(73 141.5147),(74 141.45148),(75 141.94838),(76 141.7177),(77 141.50098),(78 141.3303),(79 141.64433),
(1 66.35331),(2 82.36573),(3 92.82873),(4 100.53402),(5 105.202),(6 110.13936),(7 113.3629),(8 115.73009),(9 118.228455),(10 120.758835),(11 121.62831),(12 122.404655),(13 122.968376),(14 124.66003),(15 125.60697),(16 126.69882),(17 127.11374),(18 129.8915),(19 130.1287),(20 131.57275),(21 132.62877),(22 134.80786),(23 135.41594),(24 136.38132),(25 136.73792),(26 136.66821),(27 138.36926),(28 138.13504),(29 140.20084),(30 140.29268),(31 141.33875),(32 140.58772),(33 140.39694),(34 140.5799),(35 141.10678),(36 141.81343),(37 142.39055),(38 143.14807),(39 142.54079),(40 143.81529),(41 144.0113),(42 142.68031),(43 142.4258),(44 142.48627),(45 141.45822),(46 141.0939),(47 141.72687),(48 141.25587),(49 141.25374),(50 142.81049),(51 143.51917),(52 142.85556),(53 143.01776),(54 142.61412),(55 142.55807),(56 142.79219),(57 144.40717),(58 143.83075),(59 145.52992),(60 145.66125),(61 146.31378),(62 147.20708),(63 147.83395),(64 146.82426),(65 144.84508),(66 145.64153),(67 146.8395),(68 146.62645),(69 147.07816),(70 146.33981),(71 146.63885),(72 146.69691),(73 145.45088),(74 145.66777),(75 145.48994),(76 144.98068),(77 144.65962),(78 144.424),(79 143.19365),
(1 65.58769),(2 81.954384),(3 93.66158),(4 100.60282),(5 106.35307),(6 109.75486),(7 111.95989),(8 113.40999),(9 115.17242),(10 116.974144),(11 117.16292),(12 118.33266),(13 120.03719),(14 122.64887),(15 124.443306),(16 125.635666),(17 126.124115),(18 127.473816),(19 128.44273),(20 129.0194),(21 130.0207),(22 130.6403),(23 130.46748),(24 130.97565),(25 131.38326),(26 131.54091),(27 132.46523),(28 132.74878),(29 132.72258),(30 134.43808),(31 134.05067),(32 133.4895),(33 134.76897),(34 135.57088),(35 134.16643),(36 133.04716),(37 133.40146),(38 132.56053),(39 133.12944),(40 135.35194),(41 135.35878),(42 135.87941),(43 136.65817),(44 136.49265),(45 135.91519),(46 136.06195),(47 136.6662),(48 136.21495),(49 135.74448),(50 135.40738),(51 136.09448),(52 135.66829),(53 136.26312),(54 137.46336),(55 136.27081),(56 136.4627),(57 137.43965),(58 138.50142),(59 139.29155),(60 139.56036),(61 140.48999),(62 141.72266),(63 141.26527),(64 141.06775),(65 140.92522),(66 141.39178),(67 142.47444),(68 140.72057),(69 140.79292),(70 140.6904),(71 141.49919),(72 142.06761),(73 141.27591),(74 141.96996),(75 142.48624),(76 141.7722),(77 142.1229),(78 142.11722),(79 141.31198),
(1 64.47581),(2 80.73635),(3 91.21998),(4 97.93472),(5 103.21364),(6 107.482574),(7 109.87678),(8 111.639465),(9 113.63894),(10 115.00015),(11 116.13941),(12 117.50506),(13 119.06585),(14 119.57013),(15 120.61751),(16 120.90907),(17 122.39307),(18 123.075165),(19 124.5233),(20 125.287674),(21 125.52392),(22 125.911514),(23 126.04908),(24 126.17065),(25 127.84771),(26 128.15123),(27 129.97742),(28 131.2487),(29 132.22223),(30 132.55614),(31 132.36597),(32 132.61206),(33 132.808),(34 133.07701),(35 135.0496),(36 133.68088),(37 134.95851),(38 135.14598),(39 135.8505),(40 136.72583),(41 137.16664),(42 137.8775),(43 138.51291),(44 137.88054),(45 138.10954),(46 138.87024),(47 140.15752),(48 139.4854),(49 138.6909),(50 139.26498),(51 140.43478),(52 140.5799),(53 140.53003),(54 140.3659),(55 139.39334),(56 139.08127),(57 140.12866),(58 139.94046),(59 140.36885),(60 141.22319),(61 141.73024),(62 141.59848),(63 141.70972),(64 142.2715),(65 142.14316),(66 143.70103),(67 143.24571),(68 142.50899),(69 142.17323),(70 141.37387),(71 140.91127),(72 141.525),(73 141.80682),(74 141.87735),(75 142.22069),(76 140.5677),(77 140.61882),(78 141.78839),(79 140.57353),
(1 65.54984),(2 80.7904),(3 91.705864),(4 98.43891),(5 102.64207),(6 105.98891),(7 108.37774),(8 110.69913),(9 111.529854),(10 113.33935),(11 115.07704),(12 116.51243),(13 118.62602),(14 119.079926),(15 120.599686),(16 121.793274),(17 122.71578),(18 124.63436),(19 124.45715),(20 125.87309),(21 126.07302),(22 126.60935),(23 126.52671),(24 128.1061),(25 130.0178),(26 130.08112),(27 131.3273),(28 132.391),(29 133.62607),(30 135.15614),(31 133.78339),(32 134.39464),(33 134.26471),(34 134.65524),(35 135.59027),(36 135.55368),(37 136.10347),(38 135.51909),(39 135.2505),(40 136.40051),(41 136.16692),(42 135.67993),(43 134.82303),(44 134.6454),(45 134.59682),(46 134.6168),(47 134.42575),(48 134.53754),(49 135.04898),(50 135.39978),(51 134.87595),(52 135.60744),(53 136.39133),(54 136.99437),(55 136.70677),(56 137.8599),(57 138.00443),(58 137.0399),(59 138.79846),(60 138.12624),(61 137.05756),(62 138.55074),(63 138.16539),(64 138.7524),(65 139.9588),(66 140.52432),(67 140.59317),(68 139.88219),(69 139.73514),(70 140.20947),(71 139.96068),(72 140.3378),(73 141.09822),(74 141.28366),(75 141.71484),(76 141.6375),(77 141.93414),(78 141.90268),(79 140.81215),
(1 64.62017),(2 79.86547),(3 90.454666),(4 97.8575),(5 102.44011),(6 105.9339),(7 108.586876),(8 110.70486),(9 113.38419),(10 115.29026),(11 116.39863),(12 118.219894),(13 118.65789),(14 119.12426),(15 119.262146),(16 120.94144),(17 122.78091),(18 124.52726),(19 124.25014),(20 123.74337),(21 124.775215),(22 125.36967),(23 126.34759),(24 128.44073),(25 127.97878),(26 129.54921),(27 130.40193),(28 130.87505),(29 130.86685),(30 132.89116),(31 132.47644),(32 131.92975),(33 131.2664),(34 131.34706),(35 131.26062),(36 132.86574),(37 133.67928),(38 134.51305),(39 134.86772),(40 136.01506),(41 136.68822),(42 138.18286),(43 138.37543),(44 138.59355),(45 138.18259),(46 137.4355),(47 137.90062),(48 137.13734),(49 136.73369),(50 135.06686),(51 136.04628),(52 135.8139),(53 134.00108),(54 134.65138),(55 134.63376),(56 134.49614),(57 136.11281),(58 136.14105),(59 136.37775),(60 136.93788),(61 137.93347),(62 137.9804),(63 138.52725),(64 138.6928),(65 137.8842),(66 138.4264),(67 138.85663),(68 138.34068),(69 139.47357),(70 140.0417),(71 139.76889),(72 139.98593),(73 139.978),(74 140.1702),(75 140.78831),(76 140.37112),(77 140.05074),(78 140.95233),(79 140.39671),
(1 65.481964),(2 80.59004),(3 91.86858),(4 99.10352),(5 104.40816),(6 109.388824),(7 111.79652),(8 113.58441),(9 115.25737),(10 117.99177),(11 119.9248),(12 120.39058),(13 121.53123),(14 122.0133),(15 122.44799),(16 122.98655),(17 123.88257),(18 126.04986),(19 128.51917),(20 126.939026),(21 127.73061),(22 127.651436),(23 128.59726),(24 128.57196),(25 130.0477),(26 132.04764),(27 132.47557),(28 132.49335),(29 132.12935),(30 134.31259),(31 133.87697),(32 133.35854),(33 134.62392),(34 135.99779),(35 135.49728),(36 135.88785),(37 135.98764),(38 136.56169),(39 136.83894),(40 136.26248),(41 136.5028),(42 137.19771),(43 138.36868),(44 137.85358),(45 138.53151),(46 138.31549),(47 138.66188),(48 138.53876),(49 138.73396),(50 137.23166),(51 138.41458),(52 138.57433),(53 139.72385),(54 139.23918),(55 139.40721),(56 140.22705),(57 140.78616),(58 141.54045),(59 141.39182),(60 141.74435),(61 141.33131),(62 141.59091),(63 142.02156),(64 141.99239),(65 141.89366),(66 141.8167),(67 142.5773),(68 143.63815),(69 144.32019),(70 145.28116),(71 145.13582),(72 144.8323),(73 143.08955),(74 141.80397),(75 143.23172),(76 143.0083),(77 141.79553),(78 142.64221),(79 141.21944),
(1 64.01003),(2 79.05098),(3 90.48142),(4 98.30341),(5 103.059204),(6 106.62029),(7 109.10994),(8 111.00119),(9 112.42066),(10 114.91307),(11 116.3095),(12 116.59056),(13 117.588745),(14 118.512924),(15 119.22811),(16 119.92534),(17 121.86684),(18 121.23801),(19 121.887276),(20 121.92615),(21 123.95436),(22 124.32747),(23 125.92162),(24 126.901825),(25 127.138466),(26 128.84677),(27 129.69426),(28 130.532),(29 130.71172),(30 132.04875),(31 132.11069),(32 132.11563),(33 132.67511),(34 132.2804),(35 132.41588),(36 132.42575),(37 134.55426),(38 133.67317),(39 133.21544),(40 133.8608),(41 134.13412),(42 134.12193),(43 134.58315),(44 134.41641),(45 135.67424),(46 135.29472),(47 134.62784),(48 134.62968),(49 134.71617),(50 133.87086),(51 134.86647),(52 134.91635),(53 134.69644),(54 136.2069),(55 136.45062),(56 135.99374),(57 135.49995),(58 136.51001),(59 137.7586),(60 140.20825),(61 140.74431),(62 142.14986),(63 143.2695),(64 143.32645),(65 142.63193),(66 142.17648),(67 142.40686),(68 141.5045),(69 141.57166),(70 141.87038),(71 141.57152),(72 141.8414),(73 141.73933),(74 141.49074),(75 143.30943),(76 142.93834),(77 142.2231),(78 141.99985),(79 141.67406),
(1 64.51998),(2 79.74019),(3 91.33939),(4 97.88926),(5 103.36734),(6 107.01896),(7 109.564545),(8 112.11657),(9 113.92024),(10 117.91037),(11 118.141785),(12 118.75636),(13 119.158),(14 120.77289),(15 121.43689),(16 121.469086),(17 122.76077),(18 125.34445),(19 126.20616),(20 126.95269),(21 127.089),(22 129.03323),(23 130.03227),(24 130.79845),(25 131.50365),(26 131.43239),(27 132.9465),(28 134.19556),(29 134.55948),(30 134.28047),(31 133.90866),(32 133.16043),(33 133.53607),(34 133.24023),(35 133.94933),(36 134.37431),(37 135.00362),(38 135.59857),(39 136.73602),(40 136.30666),(41 135.98003),(42 135.7977),(43 135.77174),(44 135.93057),(45 135.79677),(46 135.74336),(47 136.84122),(48 136.65341),(49 136.73721),(50 136.8795),(51 137.67178),(52 137.35338),(53 135.62633),(54 137.05043),(55 137.62283),(56 137.05122),(57 139.04787),(58 138.7253),(59 138.39995),(60 138.38145),(61 137.80176),(62 139.53055),(63 139.86185),(64 140.4347),(65 140.6709),(66 142.81755),(67 144.44965),(68 143.45923),(69 143.73694),(70 143.79507),(71 143.7277),(72 142.86139),(73 143.36226),(74 143.21724),(75 143.59818),(76 142.6909),(77 143.12473),(78 141.72452),(79 141.50687),
(1 63.553642),(2 79.80193),(3 89.221855),(4 97.047005),(5 102.15137),(6 106.17923),(7 108.31719),(8 111.59814),(9 114.00238),(10 116.50326),(11 117.71193),(12 117.16916),(13 117.79566),(14 119.09386),(15 119.699196),(16 120.485725),(17 121.39735),(18 123.88443),(19 124.43317),(20 124.2465),(21 124.431114),(22 125.210175),(23 125.50221),(24 125.919495),(25 125.792),(26 127.94244),(27 128.4602),(28 127.661095),(29 128.64876),(30 127.944405),(31 129.09763),(32 129.28339),(33 129.99014),(34 129.81226),(35 130.64491),(36 130.96199),(37 132.28423),(38 132.15186),(39 132.14583),(40 131.99338),(41 131.86392),(42 131.36449),(43 130.52109),(44 131.51082),(45 131.28816),(46 131.28416),(47 132.02551),(48 132.74525),(49 132.38686),(50 131.9001),(51 132.40283),(52 132.48695),(53 133.04082),(54 133.30157),(55 133.12509),(56 133.8889),(57 134.0756),(58 134.08574),(59 134.65204),(60 135.38443),(61 135.86342),(62 136.41666),(63 137.23526),(64 136.35771),(65 136.73485),(66 137.58504),(67 138.60132),(68 139.267),(69 140.3627),(70 139.72263),(71 139.07962),(72 138.97627),(73 139.06767),(74 139.37965),(75 140.05814),(76 140.0494),(77 141.06786),(78 142.28),(79 140.89615),
(1 63.24782),(2 79.660965),(3 89.53376),(4 97.0263),(5 100.81555),(6 105.273834),(7 106.88788),(8 109.70181),(9 111.11436),(10 112.33087),(11 113.9337),(12 112.88119),(13 114.455696),(14 114.874084),(15 116.72437),(16 118.88064),(17 120.228966),(18 122.446144),(19 123.27991),(20 124.07123),(21 125.1643),(22 126.04755),(23 126.01),(24 128.03357),(25 128.29352),(26 129.37924),(27 130.57907),(28 130.1084),(29 132.53183),(30 133.00153),(31 133.40176),(32 132.72427),(33 133.05183),(34 131.77809),(35 132.63742),(36 131.74974),(37 133.41322),(38 132.14671),(39 133.04126),(40 132.70726),(41 134.76823),(42 134.4207),(43 134.349),(44 135.13345),(45 134.78918),(46 134.94606),(47 134.80125),(48 133.3401),(49 133.01228),(50 132.16887),(51 133.10294),(52 133.13376),(53 133.45782),(54 133.42833),(55 134.02745),(56 134.34966),(57 135.00311),(58 134.26425),(59 135.0082),(60 135.93515),(61 136.47267),(62 135.98651),(63 136.60623),(64 136.32843),(65 137.26022),(66 138.73898),(67 138.89276),(68 139.27182),(69 140.58957),(70 141.0318),(71 141.01985),(72 142.09099),(73 142.20137),(74 141.5643),(75 142.6232),(76 141.98177),(77 141.80618),(78 141.52058),(79 141.09398),
(1 63.39045),(2 78.49427),(3 88.69855),(4 94.65034),(5 99.23366),(6 103.12091),(7 105.37143),(8 107.833954),(9 109.01069),(10 111.177025),(11 112.560974),(12 112.593216),(13 114.60378),(14 115.348206),(15 115.69848),(16 115.44383),(17 116.18093),(18 118.355675),(19 118.953926),(20 119.86192),(21 120.2962),(22 120.77605),(23 122.14143),(24 123.503914),(25 125.33922),(26 125.30456),(27 126.47315),(28 126.8909),(29 128.62341),(30 128.87715),(31 129.13666),(32 127.88842),(33 127.01715),(34 127.60806),(35 128.16266),(36 127.76295),(37 129.10338),(38 130.04564),(39 130.86006),(40 132.16087),(41 132.78064),(42 133.8269),(43 133.07745),(44 134.51178),(45 134.98555),(46 134.4224),(47 135.01932),(48 134.6405),(49 135.66695),(50 136.92549),(51 137.9998),(52 138.10039),(53 137.92183),(54 137.26537),(55 137.1452),(56 136.86578),(57 136.23491),(58 137.1651),(59 137.70105),(60 137.7703),(61 139.4501),(62 138.84628),(63 139.9585),(64 139.28355),(65 139.47537),(66 140.39948),(67 140.5467),(68 140.01614),(69 141.16101),(70 140.52914),(71 140.40143),(72 140.66328),(73 141.0101),(74 141.02115),(75 141.50734),(76 141.04477),(77 140.95735),(78 141.1446),(79 141.15286),
