1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 272171.8),(2 851994.7),(3 1557656.6),(4 2310562.8),(5 3142947.3),(6 4133245),(7 5272732),(8 6655798.5),(9 8190741.5),(10 9782965),(11 11278277),(12 12800632),(13 14424717),(14 16117165),(15 17801178),(16 19631762),(17 21568712),(18 24320394),(19 26561064),(20 28983006),(21 31435438),(22 34082300),(23 36754900),(24 40375508),(25 43316628),(26 46425084),(27 49546830),(28 52832364),(29 57241310),(30 60970820),(31 64535250),(32 68239290),(33 73276320),(34 77103510),(35 81068220),(36 86176200),(37 90574150),(38 95273704),(39 100202824),(40 105487770),(41 111621030),(42 119632090),(43 126290090),(44 132729064),(45 138350960),(46 144084530),(47 149616560),(48 155753230),(49 161901810),(50 168783490),(51 176843900),(52 185165380),(53 191039660),(54 196270060),(55 201069390),(56 205293890),(57 208645820),(58 211752830),(59 213984210),(60 216682690),(61 218104140),(62 218561280),(63 217904140),(64 215659730),(65 212466800),(66 208504880),(67 203946610),(68 199087170),(69 193330350),(70 187435400),(71 180742260),(72 173784300),(73 166369600),(74 159371140),(75 153049280),(76 147437870),(77 142499920),(78 137392060),(79 132574210),
(1 1030.6602),(2 1315.7615),(3 1395.0168),(4 1527.1044),(5 1667.0945),(6 1664.04),(7 1693.351),(8 1757.7905),(9 1817.3696),(10 1732.97),(11 1762.5764),(12 1777.1262),(13 1808.0729),(14 1744.2833),(15 1803.6224),(16 1874.491),(17 1875.4327),(18 1871.1803),(19 1928.9365),(20 1888.5529),(21 1848.015),(22 1839.1384),(23 1807.5126),(24 1828.5338),(25 1875.9977),(26 1859.8224),(27 1843.0328),(28 1850.515),(29 1832.4796),(30 1824.2347),(31 1822.3982),(32 1811.7561),(33 1827.9342),(34 1866.6631),(35 1850.2219),(36 1809.2075),(37 1842.5167),(38 1854.336),(39 1851.208),(40 1875.5901),(41 1855.4298),(42 1885.0347),(43 1904.6448),(44 1926.3722),(45 1938.9738),(46 1926.9371),(47 1899.13),(48 1889.9855),(49 1917.1768),(50 1931.0992),(51 1938.6166),(52 1938.771),(53 2022.0211),(54 2022.6272),(55 2012.4711),(56 1969.0508),(57 2019.939),(58 2027.5465),(59 1976.4349),(60 2065.92),(61 2091.8408),(62 2077.004),(63 2100.8079),(64 2127.8906),(65 2152.2239),(66 2162.0225),(67 2122.3435),(68 2171.5837),(69 2179.269),(70 2125.2544),(71 2173.4734),(72 2204.1125),(73 2245.5015),(74 2209.925),(75 2250.4634),(76 2266.0586),(77 2191.3752),(78 2264.9424),(79 2200.8145),
(1 1014.0826),(2 1279.38),(3 1349.1144),(4 1501.3478),(5 1640.9352),(6 1631.2102),(7 1656.7994),(8 1715.3324),(9 1775.8401),(10 1710.5039),(11 1713.9027),(12 1762.3424),(13 1785.2538),(14 1738.0514),(15 1784.7944),(16 1824.5906),(17 1846.8076),(18 1838.1149),(19 1870.9535),(20 1853.7421),(21 1815.1068),(22 1800.1035),(23 1768.9044),(24 1786.7006),(25 1832.9614),(26 1831.1144),(27 1816.5133),(28 1824.8036),(29 1814.6869),(30 1811.0671),(31 1787.6908),(32 1771.5172),(33 1801.6803),(34 1798.4967),(35 1815.7692),(36 1772.5824),(37 1773.3452),(38 1788.9252),(39 1780.0635),(40 1805.0101),(41 1828.1372),(42 1832.5995),(43 1872.973),(44 1876.7942),(45 1882.2261),(46 1883.9075),(47 1838.676),(48 1840.2096),(49 1847.5541),(50 1886.4962),(51 1872.4778),(52 1908.4254),(53 1946.3329),(54 1980.238),(55 1925.8323),(56 1912.6239),(57 1961.2853),(58 1969.2424),(59 1932.465),(60 1989.0593),(61 1993.9596),(62 1988.7255),(63 2022.1377),(64 2015.8313),(65 2080.2385),(66 2063.6768),(67 2010.0475),(68 2099.103),(69 2100.5098),(70 2040.896),(71 2112.8335),(72 2137.381),(73 2130.6057),(74 2091.7908),(75 2158.2668),(76 2160.0073),(77 2096.0203),(78 2186.602),(79 2132.977),
(1 987.2992),(2 1230.1343),(3 1311.2474),(4 1452.4197),(5 1594.632),(6 1572.2783),(7 1603.966),(8 1628.2751),(9 1703.0834),(10 1623.311),(11 1636.7354),(12 1703.2091),(13 1719.0642),(14 1651.5616),(15 1734.9867),(16 1753.291),(17 1781.5627),(18 1760.5636),(19 1789.2217),(20 1781.3018),(21 1753.6327),(22 1731.1709),(23 1721.891),(24 1720.3285),(25 1739.161),(26 1750.9622),(27 1717.0638),(28 1729.0159),(29 1721.3523),(30 1752.4011),(31 1740.2981),(32 1727.742),(33 1744.3278),(34 1735.7122),(35 1748.141),(36 1717.1271),(37 1708.0536),(38 1734.5891),(39 1724.2281),(40 1726.4799),(41 1759.0984),(42 1760.1864),(43 1808.1265),(44 1800.1715),(45 1798.0555),(46 1821.6599),(47 1785.5431),(48 1779.1189),(49 1797.2491),(50 1814.2058),(51 1795.312),(52 1833.5166),(53 1870.2277),(54 1871.5342),(55 1828.7549),(56 1834.371),(57 1882.4318),(58 1859.9482),(59 1854.3165),(60 1890.6703),(61 1894.3998),(62 1885.707),(63 1910.6848),(64 1912.0778),(65 1965.2936),(66 1982.2854),(67 1927.4174),(68 2001.8405),(69 1977.5793),(70 1925.5703),(71 1991.7467),(72 2010.2058),(73 2008.3069),(74 1970.6857),(75 2030.1201),(76 2045.4319),(77 1997.4235),(78 2086.0737),(79 2015.839),
(1 990.26733),(2 1233.7722),(3 1314.9618),(4 1439.9065),(5 1617.7354),(6 1579.8165),(7 1592.223),(8 1597.8412),(9 1698.4614),(10 1604.1207),(11 1619.0425),(12 1687.716),(13 1695.9327),(14 1631.0073),(15 1722.9227),(16 1744.1299),(17 1758.9019),(18 1747.379),(19 1782.3312),(20 1769.1768),(21 1755.6929),(22 1685.7118),(23 1701.746),(24 1708.0084),(25 1707.2041),(26 1732.0929),(27 1699.487),(28 1705.21),(29 1701.0234),(30 1738.9215),(31 1744.9496),(32 1731.1582),(33 1746.076),(34 1739.571),(35 1740.9528),(36 1715.0231),(37 1697.5107),(38 1723.2577),(39 1734.3367),(40 1727.9481),(41 1781.7239),(42 1786.5769),(43 1830.2631),(44 1815.4996),(45 1796.8849),(46 1786.9552),(47 1783.0923),(48 1771.2094),(49 1764.4963),(50 1786.881),(51 1779.3687),(52 1800.4167),(53 1847.8647),(54 1827.9502),(55 1783.1078),(56 1826.1549),(57 1841.3112),(58 1831.6614),(59 1824.0231),(60 1876.0886),(61 1876.8071),(62 1868.9),(63 1868.6398),(64 1884.0942),(65 1918.2391),(66 1936.2748),(67 1928.0035),(68 1989.9441),(69 1975.9933),(70 1922.3541),(71 1990.947),(72 1989.4685),(73 1985.5369),(74 1950.2072),(75 2001.1697),(76 2008.5822),(77 1950.9567),(78 2054.8896),(79 1999.0806),
(1 986.09314),(2 1216.9064),(3 1290.8823),(4 1393.9567),(5 1589.9675),(6 1548.2439),(7 1565.6357),(8 1582.0092),(9 1669.9258),(10 1583.4252),(11 1609.5021),(12 1674.9006),(13 1659.4979),(14 1631.8722),(15 1717.1199),(16 1730.9999),(17 1723.0313),(18 1713.8528),(19 1754.4592),(20 1734.9141),(21 1716.4447),(22 1646.4814),(23 1672.1897),(24 1665.1981),(25 1676.9316),(26 1688.246),(27 1656.9879),(28 1677.2743),(29 1703.7922),(30 1724),(31 1724.9733),(32 1691.9124),(33 1697.8278),(34 1718.5342),(35 1690.5195),(36 1676.8589),(37 1663.7716),(38 1677.8282),(39 1722.0034),(40 1721.3188),(41 1749.6217),(42 1759.0513),(43 1768.432),(44 1778.0273),(45 1777.1724),(46 1736.0248),(47 1753.9076),(48 1750.0149),(49 1774.8534),(50 1772.0829),(51 1775.5914),(52 1797.842),(53 1838.1555),(54 1826.4614),(55 1818.5574),(56 1833.0427),(57 1834.8956),(58 1833.0684),(59 1832.0876),(60 1861.374),(61 1855.9597),(62 1895.4564),(63 1892.5284),(64 1905.6189),(65 1936.3943),(66 1932.7678),(67 1945.5913),(68 1958.6407),(69 1952.5729),(70 1925.617),(71 1976.639),(72 1976.5789),(73 1959.7681),(74 1921.334),(75 1987.8445),(76 2008.2765),(77 1962.9585),(78 2084.6504),(79 2012.3142),
(1 1018.37164),(2 1253.7913),(3 1337.0824),(4 1430.2356),(5 1618.6029),(6 1561.8657),(7 1573.3074),(8 1593.1249),(9 1673.2297),(10 1598.4329),(11 1609.167),(12 1702.0737),(13 1682.2615),(14 1663.4634),(15 1714.3811),(16 1736.1509),(17 1707.9916),(18 1727.4365),(19 1767.314),(20 1744.725),(21 1714.5712),(22 1649.2102),(23 1682.6525),(24 1688.8392),(25 1690.7899),(26 1686.7947),(27 1663.1094),(28 1683.1913),(29 1693.7156),(30 1711.7949),(31 1686.6017),(32 1671.4407),(33 1678.1222),(34 1712.0875),(35 1664.1819),(36 1654.9531),(37 1649.5657),(38 1638.8873),(39 1669.5953),(40 1687.9116),(41 1696.7203),(42 1716.5593),(43 1700.4462),(44 1712.9315),(45 1705.2926),(46 1649.423),(47 1688.0056),(48 1689.2229),(49 1729.2277),(50 1720.89),(51 1753.2461),(52 1782.828),(53 1819.5925),(54 1802.151),(55 1795.2474),(56 1773.8038),(57 1786.9924),(58 1791.9088),(59 1794.5597),(60 1827.6282),(61 1833.2052),(62 1868.7977),(63 1887.6666),(64 1889.2898),(65 1923.6189),(66 1942.8108),(67 1942.9618),(68 1964.0884),(69 1951.6571),(70 1916.6975),(71 1975.3174),(72 1994.9498),(73 1977.9177),(74 1958.8286),(75 1996.1946),(76 2015.3638),(77 1987.8447),(78 2121.5845),(79 2031.4081),
(1 996.54114),(2 1230.7701),(3 1333.29),(4 1398.9907),(5 1580.8241),(6 1511.1874),(7 1524.0746),(8 1553.7429),(9 1609.0204),(10 1533.442),(11 1539.1257),(12 1643.4133),(13 1635.8629),(14 1599.9966),(15 1673.5028),(16 1689.8336),(17 1677.7495),(18 1669.2074),(19 1703.1848),(20 1669.7015),(21 1655.1208),(22 1591.4052),(23 1622.5796),(24 1621.7252),(25 1631.5183),(26 1642.7905),(27 1615.8147),(28 1647.4915),(29 1629.8029),(30 1647.7367),(31 1636.9255),(32 1628.1204),(33 1638.021),(34 1676.2344),(35 1630.1736),(36 1621.0658),(37 1637.1366),(38 1607.625),(39 1630.741),(40 1659.861),(41 1670.7277),(42 1705.8245),(43 1687.5804),(44 1692.7578),(45 1668.7145),(46 1633.015),(47 1632.2751),(48 1653.6182),(49 1675.1222),(50 1699.2001),(51 1714.777),(52 1754.4955),(53 1768.9163),(54 1753.1809),(55 1735.6685),(56 1724.5995),(57 1729.9202),(58 1744.5251),(59 1732.9666),(60 1772.987),(61 1789.4342),(62 1821.0763),(63 1833.8691),(64 1817.1874),(65 1871.6271),(66 1878.0548),(67 1869.4828),(68 1877.8656),(69 1899.1327),(70 1866.9277),(71 1935.5725),(72 1935.6831),(73 1932.2822),(74 1904.5713),(75 1936.8597),(76 1943.4778),(77 1928.4097),(78 2042.4158),(79 1949.9948),
(1 991.38556),(2 1222.5739),(3 1333.4307),(4 1369.724),(5 1558.7352),(6 1471.2792),(7 1487.4373),(8 1533.6783),(9 1601.407),(10 1532.359),(11 1537.0444),(12 1647.6006),(13 1643.8555),(14 1582.9573),(15 1655.4524),(16 1657.2576),(17 1663.416),(18 1652.3065),(19 1696.1791),(20 1646.0898),(21 1644.6874),(22 1555.9938),(23 1584.2786),(24 1575.9663),(25 1596.8156),(26 1614.217),(27 1603.7778),(28 1645.7661),(29 1608.2524),(30 1627.6945),(31 1629.868),(32 1602.0227),(33 1615.1372),(34 1620.8877),(35 1587.5771),(36 1580.9299),(37 1606.7881),(38 1590.87),(39 1600.8481),(40 1653.3827),(41 1669.4093),(42 1687.0782),(43 1678.488),(44 1661.8221),(45 1665.6807),(46 1642.2301),(47 1632.0442),(48 1646.4006),(49 1651.1241),(50 1674.632),(51 1683.8878),(52 1726.9674),(53 1717.9954),(54 1707.2285),(55 1709.8043),(56 1714.8573),(57 1712.0077),(58 1696.7513),(59 1715.5046),(60 1736.269),(61 1758.6002),(62 1763.2418),(63 1787.0471),(64 1771.7979),(65 1823.0565),(66 1843.0402),(67 1817.7927),(68 1828.7339),(69 1820.7998),(70 1791.1389),(71 1855.6737),(72 1857.9414),(73 1870.9581),(74 1856.0646),(75 1899.3977),(76 1911.1672),(77 1886.0502),(78 1984.1985),(79 1896.6334),
(1 993.74335),(2 1211.7753),(3 1318.7467),(4 1363.461),(5 1562.7551),(6 1483.7688),(7 1494.4503),(8 1537.308),(9 1571.9285),(10 1517.2805),(11 1533.8241),(12 1639.148),(13 1632.6438),(14 1581.0511),(15 1640.2205),(16 1646.5112),(17 1661.029),(18 1632.8599),(19 1672.5182),(20 1623.6024),(21 1632.5354),(22 1546.9636),(23 1571.9459),(24 1547.2616),(25 1573.1185),(26 1579.3977),(27 1575.7689),(28 1620.6243),(29 1586.4166),(30 1609.4131),(31 1613.9988),(32 1577.3928),(33 1579.1995),(34 1586.9402),(35 1573.0027),(36 1564.842),(37 1561.445),(38 1556.5945),(39 1563.7883),(40 1612.8793),(41 1625.5602),(42 1640.3534),(43 1660.3296),(44 1655.4573),(45 1661.1686),(46 1647.7384),(47 1627.5682),(48 1613.8379),(49 1636.87),(50 1662.2012),(51 1662.073),(52 1705.1317),(53 1696.118),(54 1701.577),(55 1684.2786),(56 1705.4369),(57 1708.587),(58 1697.511),(59 1748.6925),(60 1750.3226),(61 1769.8888),(62 1765.2047),(63 1819.5763),(64 1779.5828),(65 1827.5839),(66 1868.1365),(67 1821.6904),(68 1849.7075),(69 1855.1646),(70 1833.8752),(71 1886.8069),(72 1880.6293),(73 1870.2632),(74 1885.9136),(75 1909.0625),(76 1955.372),(77 1927.6483),(78 2019.3175),(79 1936.7827),
(1 988.9818),(2 1203.9003),(3 1283.7867),(4 1335.4037),(5 1534.3967),(6 1463.7386),(7 1472.5269),(8 1528.7758),(9 1551.1688),(10 1509.2721),(11 1531.5719),(12 1623.0322),(13 1611.4364),(14 1594.7196),(15 1617.2665),(16 1613.9463),(17 1644.9022),(18 1609.8625),(19 1636.04),(20 1593.5278),(21 1607.6232),(22 1545.8668),(23 1560.6124),(24 1546.279),(25 1552.5072),(26 1561.8026),(27 1562.4747),(28 1597.7721),(29 1574.8925),(30 1578.8137),(31 1589.5366),(32 1564.1642),(33 1584.7692),(34 1582.0983),(35 1568.6125),(36 1582.9395),(37 1576.6202),(38 1572.2648),(39 1580.2898),(40 1597.5482),(41 1623.5507),(42 1611.8708),(43 1647.7474),(44 1630.7351),(45 1639.4685),(46 1624.026),(47 1620.1628),(48 1609.1119),(49 1661.1221),(50 1659.3286),(51 1670.4884),(52 1685.5184),(53 1697.6876),(54 1683.4443),(55 1681.7953),(56 1691.8977),(57 1701.144),(58 1697.6072),(59 1742.4713),(60 1738.1069),(61 1752.644),(62 1760.3562),(63 1784.5001),(64 1766.3508),(65 1797.2134),(66 1802.93),(67 1779.3102),(68 1794.2264),(69 1801.6398),(70 1775.9755),(71 1815.7898),(72 1823.2135),(73 1818.2551),(74 1824.4946),(75 1838.656),(76 1881.2545),(77 1841.913),(78 1946.4723),(79 1856.0797),
(1 985.8993),(2 1188.2029),(3 1258.6605),(4 1304.4912),(5 1490.5002),(6 1430.6877),(7 1457.7285),(8 1543.0519),(9 1551.0045),(10 1497.1819),(11 1528.2615),(12 1613.7798),(13 1582.595),(14 1575.1324),(15 1599.8302),(16 1618.5798),(17 1639.3342),(18 1591.317),(19 1605.5935),(20 1558.2587),(21 1575.2407),(22 1538.1976),(23 1553.7733),(24 1543.3555),(25 1528.1625),(26 1532.6588),(27 1530.787),(28 1551.4138),(29 1530.0593),(30 1537.443),(31 1539.1588),(32 1514.6583),(33 1537.9263),(34 1536.005),(35 1537.4606),(36 1555.7792),(37 1558.1519),(38 1543.337),(39 1563.7069),(40 1567.1682),(41 1594.0161),(42 1581.4719),(43 1604.2976),(44 1612.8756),(45 1606.4955),(46 1592.1229),(47 1602.7479),(48 1610.71),(49 1636.4175),(50 1660.9792),(51 1667.181),(52 1681.1118),(53 1689.8352),(54 1658.8702),(55 1648.6621),(56 1680.5027),(57 1683.4719),(58 1708.038),(59 1737.2582),(60 1729.2351),(61 1734.2048),(62 1731.2826),(63 1752.442),(64 1753.3302),(65 1798.21),(66 1782.8467),(67 1764.388),(68 1774.2863),(69 1776.2911),(70 1748.7),(71 1793.1625),(72 1805.38),(73 1792.2468),(74 1788.4202),(75 1810.4364),(76 1852.4287),(77 1831.6902),(78 1910.9519),(79 1808.1099),
(1 955.87897),(2 1162.3745),(3 1242.8662),(4 1285.3289),(5 1459.523),(6 1387.0303),(7 1407.1172),(8 1499.4152),(9 1479.2101),(10 1437.6086),(11 1446.0503),(12 1523.0062),(13 1508.4949),(14 1495.9968),(15 1502.2019),(16 1531.362),(17 1566.4844),(18 1502.175),(19 1512.6475),(20 1472.8397),(21 1483.6958),(22 1445.8513),(23 1457.3107),(24 1449.398),(25 1439.2627),(26 1443.1798),(27 1466.6624),(28 1469.4044),(29 1454.84),(30 1470.1816),(31 1481.6709),(32 1470.8209),(33 1487.9438),(34 1486.813),(35 1478.214),(36 1489.7073),(37 1504.162),(38 1489.3536),(39 1542.3558),(40 1540.222),(41 1571.2958),(42 1568.5514),(43 1578.4287),(44 1592.6752),(45 1581.9183),(46 1572.4498),(47 1570.8925),(48 1588.0225),(49 1609.6213),(50 1623.0992),(51 1640.991),(52 1637.8629),(53 1647.7472),(54 1610.4181),(55 1606.7178),(56 1623.1671),(57 1622.4463),(58 1646.058),(59 1638.4005),(60 1683.9421),(61 1679.9392),(62 1666.9497),(63 1680.4111),(64 1663.2432),(65 1719.8854),(66 1717.5726),(67 1721.5708),(68 1724.6729),(69 1723.0555),(70 1706.4286),(71 1743.476),(72 1750.5923),(73 1746.7255),(74 1745.111),(75 1748.8712),(76 1814.2302),(77 1766.6216),(78 1839.7395),(79 1759.7051),
(1 940.8031),(2 1157.0798),(3 1232.7279),(4 1276.1996),(5 1448.4512),(6 1381.6036),(7 1371.801),(8 1445.4235),(9 1425.8556),(10 1403.7384),(11 1415.716),(12 1484.4738),(13 1480.0927),(14 1475.4363),(15 1467.3138),(16 1498.7218),(17 1538.9583),(18 1488.7296),(19 1488.8497),(20 1453.9033),(21 1469.557),(22 1430.4971),(23 1423.5768),(24 1437.1835),(25 1421.2345),(26 1419.9324),(27 1457.231),(28 1460.6746),(29 1473.613),(30 1469.7145),(31 1472.4598),(32 1476.008),(33 1465.0128),(34 1460.7238),(35 1455.2449),(36 1452.7522),(37 1462.2756),(38 1443.4142),(39 1489.091),(40 1495.1519),(41 1520.1013),(42 1520.908),(43 1519.4974),(44 1541.9266),(45 1544.4462),(46 1517.5979),(47 1505.6041),(48 1544.2395),(49 1556.4678),(50 1578.9081),(51 1564.9058),(52 1583.5874),(53 1575.41),(54 1556.1665),(55 1547.8368),(56 1576.9603),(57 1591.9717),(58 1616.3931),(59 1608.5465),(60 1650.0332),(61 1632.8168),(62 1621.9308),(63 1648.5182),(64 1630.039),(65 1665.5216),(66 1664.4524),(67 1663.451),(68 1651.4817),(69 1649.6936),(70 1633.9564),(71 1694.5693),(72 1681.67),(73 1692.0455),(74 1669.565),(75 1678.5779),(76 1754.9254),(77 1710.3208),(78 1773.0582),(79 1702.7131),
(1 919.99994),(2 1142.7635),(3 1208.3186),(4 1239.3141),(5 1397.8951),(6 1364.4979),(7 1336.6189),(8 1403.609),(9 1400.3678),(10 1378.6462),(11 1418.8804),(12 1463.4275),(13 1470.5264),(14 1465.0118),(15 1457.3733),(16 1470.3777),(17 1522.7042),(18 1485.503),(19 1492.7251),(20 1462.9889),(21 1464.9266),(22 1444.3917),(23 1422.376),(24 1434.6558),(25 1420.3722),(26 1413.8601),(27 1450.4683),(28 1434.1919),(29 1460.736),(30 1463.9171),(31 1456.3007),(32 1464.8918),(33 1466.6422),(34 1466.6554),(35 1485.5723),(36 1471.0637),(37 1462.1505),(38 1443.3773),(39 1473.876),(40 1487.2255),(41 1506.5748),(42 1520.51),(43 1504.5848),(44 1537.6627),(45 1534.9755),(46 1507.3965),(47 1491.5686),(48 1529.4044),(49 1537.6615),(50 1547.3568),(51 1539.2),(52 1585.4664),(53 1577.387),(54 1560.1903),(55 1558.3597),(56 1557.0289),(57 1555.4059),(58 1568.9855),(59 1571.8278),(60 1615.5145),(61 1602.0834),(62 1623.3453),(63 1622.7654),(64 1618.2311),(65 1661.7965),(66 1657.3677),(67 1660.4001),(68 1630.6976),(69 1610.1346),(70 1607.3362),(71 1681.3596),(72 1655.1392),(73 1682.8226),(74 1677.2043),(75 1690.6902),(76 1766.4087),(77 1713.1947),(78 1781.1558),(79 1747.786),
(1 902.2436),(2 1128.5271),(3 1166.1958),(4 1222.391),(5 1362.3745),(6 1356.4805),(7 1301.6393),(8 1374.2153),(9 1380.6733),(10 1352.4391),(11 1390.719),(12 1432.1499),(13 1417.7183),(14 1422.6938),(15 1424.1802),(16 1409.8557),(17 1452.4226),(18 1426.1963),(19 1440.6127),(20 1411.4637),(21 1402.1791),(22 1406.0332),(23 1383.8345),(24 1383.445),(25 1366.1134),(26 1372.4338),(27 1400.811),(28 1382.0508),(29 1416.4064),(30 1428.3046),(31 1422.6608),(32 1408.8357),(33 1423.5382),(34 1423.8226),(35 1457.2802),(36 1441.373),(37 1411.4264),(38 1403.0957),(39 1431.1595),(40 1442.9741),(41 1470.865),(42 1487.5251),(43 1483.8127),(44 1501.6658),(45 1514.8057),(46 1486.7015),(47 1492.8635),(48 1514.2146),(49 1537.5258),(50 1529.9232),(51 1545.0851),(52 1580.6378),(53 1581.892),(54 1541.0482),(55 1569.1886),(56 1530.5978),(57 1553.5967),(58 1555.5604),(59 1562.4937),(60 1600.1447),(61 1575.9973),(62 1618.7621),(63 1617.2656),(64 1596.1697),(65 1636.9484),(66 1613.1881),(67 1612.9944),(68 1611.2012),(69 1593.7285),(70 1575.667),(71 1635.2024),(72 1634.9615),(73 1655.9818),(74 1634.1156),(75 1641.9375),(76 1693.031),(77 1675.2444),(78 1731.502),(79 1658.3877),
(1 889.2743),(2 1111.5028),(3 1131.8004),(4 1216.8671),(5 1334.8973),(6 1334.8173),(7 1272.3163),(8 1347.6187),(9 1335.1176),(10 1307.1814),(11 1343.6779),(12 1392.3976),(13 1375.5391),(14 1379.0651),(15 1386.8428),(16 1375.674),(17 1403.5779),(18 1390.7717),(19 1396.8667),(20 1385.3851),(21 1372.4855),(22 1365.7798),(23 1344.5848),(24 1353.5071),(25 1357.9672),(26 1375.8188),(27 1397.3677),(28 1369.9163),(29 1399.4979),(30 1404.8708),(31 1395.2343),(32 1383.0225),(33 1410.409),(34 1399.9114),(35 1421.5248),(36 1431.9781),(37 1394.5804),(38 1404.6797),(39 1421.0443),(40 1430.0603),(41 1470.8663),(42 1484.0245),(43 1476.4861),(44 1491.1033),(45 1510.2635),(46 1475.4105),(47 1504.0973),(48 1499.1934),(49 1518.7299),(50 1507.5132),(51 1541.5958),(52 1532.442),(53 1550.0498),(54 1502.918),(55 1527.2719),(56 1505.6588),(57 1521.682),(58 1509.1771),(59 1544.2952),(60 1571.9855),(61 1557.991),(62 1599.7346),(63 1597.783),(64 1561.2512),(65 1597.9639),(66 1586.929),(67 1587.3402),(68 1587.7776),(69 1574.6927),(70 1553.3804),(71 1595.4423),(72 1595.5737),(73 1615.689),(74 1613.69),(75 1636.9331),(76 1649.7097),(77 1646.014),(78 1681.391),(79 1623.8861),
