1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 272171.8),(2 851994.7),(3 1557656.6),(4 2310562.8),(5 3142947.3),(6 4133245),(7 5272732),(8 6655798.5),(9 8190741.5),(10 9782965),(11 11278277),(12 12800632),(13 14424717),(14 16117165),(15 17801178),(16 19631762),(17 21568712),(18 24320394),(19 26561064),(20 28983006),(21 31435438),(22 34082300),(23 36754900),(24 40375508),(25 43316628),(26 46425084),(27 49546830),(28 52832364),(29 57241310),(30 60970820),(31 64535250),(32 68239290),(33 73276320),(34 77103510),(35 81068220),(36 86176200),(37 90574150),(38 95273704),(39 100202824),(40 105487770),(41 111621030),(42 119632090),(43 126290090),(44 132729064),(45 138350960),(46 144084530),(47 149616560),(48 155753230),(49 161901810),(50 168783490),(51 176843900),(52 185165380),(53 191039660),(54 196270060),(55 201069390),(56 205293890),(57 208645820),(58 211752830),(59 213984210),(60 216682690),(61 218104140),(62 218561280),(63 217904140),(64 215659730),(65 212466800),(66 208504880),(67 203946610),(68 199087170),(69 193330350),(70 187435400),(71 180742260),(72 173784300),(73 166369600),(74 159371140),(75 153049280),(76 147437870),(77 142499920),(78 137392060),(79 132574210),
(1 68.49831),(2 81.165306),(3 89.949615),(4 95.42258),(5 103.77921),(6 104.77566),(7 109.290474),(8 112.80222),(9 115.43681),(10 114.50502),(11 113.7488),(12 117.028145),(13 118.11743),(14 118.37937),(15 119.616486),(16 119.02226),(17 119.73937),(18 120.33374),(19 121.09104),(20 121.37446),(21 120.66009),(22 120.04265),(23 119.36614),(24 119.7736),(25 117.79265),(26 118.45508),(27 116.6406),(28 116.43278),(29 114.94806),(30 117.0018),(31 114.78026),(32 114.7986),(33 113.14005),(34 113.080536),(35 111.35281),(36 111.37401),(37 110.39577),(38 111.13192),(39 111.720604),(40 110.99433),(41 110.33797),(42 112.161064),(43 112.62204),(44 111.655235),(45 111.75719),(46 112.027176),(47 112.86056),(48 115.52808),(49 115.93575),(50 116.62811),(51 119.914474),(52 119.52484),(53 119.58241),(54 120.017044),(55 120.470894),(56 121.20195),(57 120.33489),(58 120.12361),(59 120.41677),(60 120.68021),(61 121.24979),(62 122.65588),(63 123.92349),(64 125.09111),(65 126.205376),(66 128.57506),(67 127.041855),(68 129.63716),(69 130.23283),(70 130.81468),(71 131.48256),(72 131.15588),(73 131.22295),(74 132.09557),(75 134.70465),(76 135.24298),(77 134.47633),(78 139.86974),(79 138.5247),
(1 68.28701),(2 79.67464),(3 87.13254),(4 93.102005),(5 101.38952),(6 102.99662),(7 106.68694),(8 110.87657),(9 114.314125),(10 113.20165),(11 114.20322),(12 116.66184),(13 117.08007),(14 117.26402),(15 117.941475),(16 117.67645),(17 116.703926),(18 117.079796),(19 116.91774),(20 116.93897),(21 117.546326),(22 117.05144),(23 116.274055),(24 117.08636),(25 115.564285),(26 117.30269),(27 116.02586),(28 115.66821),(29 115.07093),(30 117.18157),(31 115.40718),(32 115.07823),(33 112.78835),(34 112.37605),(35 111.6731),(36 112.859955),(37 111.68044),(38 111.71967),(39 114.093575),(40 112.06433),(41 111.51448),(42 112.79647),(43 113.0792),(44 113.425385),(45 113.69661),(46 112.51339),(47 112.69405),(48 114.086815),(49 114.484924),(50 114.73908),(51 115.191505),(52 118.14684),(53 118.01575),(54 118.760086),(55 117.74542),(56 117.45671),(57 118.268005),(58 117.5197),(59 118.465775),(60 118.745476),(61 120.1864),(62 122.671524),(63 122.55691),(64 124.23114),(65 127.71718),(66 128.11674),(67 128.80463),(68 130.41887),(69 129.43384),(70 130.46608),(71 133.1951),(72 133.31134),(73 133.32645),(74 132.70657),(75 134.31601),(76 133.4092),(77 134.1501),(78 139.39774),(79 135.4544),
(1 66.88055),(2 78.429855),(3 86.596436),(4 93.00663),(5 100.96099),(6 101.587265),(7 105.82854),(8 108.202095),(9 112.30867),(10 109.586205),(11 111.07568),(12 112.27644),(13 114.079765),(14 113.18837),(15 114.676125),(16 115.29122),(17 113.95163),(18 114.74641),(19 114.102394),(20 113.73925),(21 115.36235),(22 114.05955),(23 114.113304),(24 114.0273),(25 112.83259),(26 113.42465),(27 113.2612),(28 113.45732),(29 110.90065),(30 112.67206),(31 111.37154),(32 110.533035),(33 110.75727),(34 108.474754),(35 107.89692),(36 108.9644),(37 106.50174),(38 106.36191),(39 107.84649),(40 107.165245),(41 109.0691),(42 107.495346),(43 108.57326),(44 109.52805),(45 108.67109),(46 109.86872),(47 110.97267),(48 112.41607),(49 113.59061),(50 115.010216),(51 114.267654),(52 118.060265),(53 116.3627),(54 117.49998),(55 117.63663),(56 118.56598),(57 119.61705),(58 120.471504),(59 121.10711),(60 119.67398),(61 121.7972),(62 123.37776),(63 122.70462),(64 124.655876),(65 124.71757),(66 124.321915),(67 123.9064),(68 127.88217),(69 127.34259),(70 127.45386),(71 128.33757),(72 127.65369),(73 127.5132),(74 126.562386),(75 129.82555),(76 129.61794),(77 130.55849),(78 134.13245),(79 132.29913),
(1 65.69739),(2 77.793755),(3 86.01127),(4 93.37858),(5 100.28827),(6 101.83526),(7 106.83516),(8 109.19186),(9 113.92553),(10 111.08166),(11 112.10666),(12 114.462326),(13 115.81935),(14 114.13372),(15 115.49285),(16 114.645195),(17 114.10931),(18 115.55396),(19 114.223366),(20 113.906586),(21 114.352875),(22 113.566345),(23 113.15276),(24 113.27612),(25 112.605125),(26 113.251335),(27 113.15092),(28 113.31235),(29 110.822945),(30 112.64482),(31 111.62495),(32 111.71238),(33 111.83604),(34 110.88403),(35 111.05914),(36 112.2994),(37 109.75067),(38 111.35092),(39 112.50659),(40 110.83236),(41 112.379684),(42 111.762535),(43 112.66585),(44 112.42865),(45 111.474495),(46 112.45761),(47 111.60515),(48 111.61501),(49 113.40205),(50 113.938896),(51 114.239456),(52 116.01063),(53 115.932556),(54 115.64394),(55 117.0502),(56 115.90947),(57 117.39768),(58 118.53339),(59 118.69809),(60 119.04778),(61 119.77635),(62 120.11464),(63 121.433754),(64 122.26429),(65 126.30069),(66 126.441574),(67 125.50923),(68 129.44283),(69 129.44644),(70 127.94747),(71 130.17052),(72 132.02948),(73 131.96144),(74 130.53018),(75 133.50505),(76 131.04294),(77 131.54735),(78 135.97734),(79 132.80968),
(1 64.42133),(2 78.01308),(3 84.271),(4 92.09056),(5 98.10959),(6 99.77708),(7 104.16548),(8 107.83084),(9 109.95354),(10 108.8514),(11 110.02445),(12 110.578926),(13 112.27853),(14 112.049446),(15 113.1381),(16 112.42267),(17 113.78893),(18 114.44383),(19 114.814224),(20 113.991714),(21 114.54103),(22 114.74392),(23 114.1967),(24 114.05931),(25 113.80129),(26 114.31988),(27 112.94784),(28 114.27332),(29 111.55068),(30 113.71152),(31 112.41056),(32 111.86012),(33 110.52248),(34 109.95575),(35 110.2344),(36 110.06065),(37 109.781105),(38 110.226944),(39 110.09844),(40 110.10316),(41 110.53315),(42 110.237724),(43 111.64438),(44 111.31637),(45 110.92369),(46 112.530365),(47 111.26063),(48 110.50351),(49 112.222496),(50 113.24326),(51 112.630516),(52 114.58379),(53 114.7365),(54 115.945724),(55 117.02461),(56 116.3572),(57 118.507645),(58 119.05965),(59 118.10255),(60 118.797066),(61 119.958725),(62 120.311646),(63 121.228645),(64 121.93549),(65 124.61171),(66 124.785164),(67 123.61743),(68 125.79416),(69 125.695496),(70 125.647224),(71 126.75918),(72 126.72514),(73 126.68801),(74 125.91267),(75 129.03033),(76 126.36727),(77 126.18002),(78 129.76572),(79 127.57268),
(1 64.924934),(2 79.09026),(3 83.9866),(4 91.2844),(5 96.18662),(6 99.463394),(7 103.55613),(8 107.874565),(9 110.71088),(10 109.09405),(11 111.04339),(12 110.73971),(13 113.67704),(14 111.90077),(15 112.42324),(16 113.352745),(17 112.479645),(18 113.67699),(19 113.23176),(20 113.16955),(21 112.992325),(22 113.36563),(23 112.771996),(24 111.44434),(25 113.36454),(26 112.74905),(27 112.011086),(28 112.9631),(29 111.83848),(30 112.131134),(31 111.31568),(32 110.36503),(33 109.90748),(34 109.9216),(35 109.21583),(36 107.58685),(37 108.25533),(38 108.648056),(39 107.21785),(40 108.37167),(41 107.047966),(42 108.757805),(43 109.73662),(44 109.857445),(45 110.29067),(46 111.67749),(47 109.86022),(48 109.54628),(49 111.01504),(50 111.999306),(51 111.68592),(52 113.39965),(53 116.02951),(54 114.436966),(55 115.02306),(56 113.43274),(57 116.32586),(58 115.85328),(59 114.89116),(60 116.58815),(61 118.25318),(62 116.42112),(63 118.11246),(64 119.622536),(65 121.60269),(66 120.71366),(67 120.70228),(68 124.29407),(69 123.82063),(70 124.64085),(71 125.077385),(72 126.77558),(73 126.3152),(74 124.896454),(75 128.13133),(76 126.11654),(77 126.85473),(78 131.03282),(79 129.20021),
(1 64.09758),(2 78.46064),(3 83.68394),(4 90.39996),(5 97.06226),(6 99.86124),(7 103.362465),(8 107.10111),(9 110.56997),(10 109.4611),(11 111.74791),(12 110.298546),(13 113.28762),(14 110.36775),(15 111.725334),(16 113.18334),(17 111.79516),(18 113.41294),(19 113.60113),(20 112.97844),(21 113.330345),(22 114.98875),(23 113.808235),(24 113.44907),(25 115.70002),(26 113.51717),(27 113.50264),(28 113.83103),(29 112.79169),(30 110.961555),(31 110.67929),(32 108.99317),(33 109.61136),(34 111.11024),(35 108.4786),(36 106.78877),(37 108.22574),(38 107.12117),(39 107.56205),(40 107.7133),(41 107.587654),(42 107.952),(43 108.30355),(44 109.0239),(45 108.975784),(46 109.20195),(47 109.32633),(48 109.67955),(49 111.34982),(50 111.87779),(51 113.27025),(52 112.033966),(53 115.42671),(54 113.41457),(55 115.570526),(56 114.31054),(57 118.021935),(58 117.681465),(59 116.74452),(60 116.91645),(61 119.66162),(62 119.52154),(63 120.14833),(64 122.121086),(65 124.25824),(66 123.239235),(67 123.50324),(68 125.42936),(69 125.33193),(70 125.92022),(71 128.63986),(72 128.54169),(73 128.56203),(74 127.54097),(75 132.16588),(76 130.8969),(77 130.83453),(78 134.42055),(79 130.74553),
(1 63.13319),(2 77.08477),(3 82.734955),(4 87.49909),(5 94.56433),(6 98.30891),(7 100.82877),(8 104.38562),(9 107.47575),(10 106.53718),(11 108.818474),(12 108.622826),(13 110.55377),(14 108.236275),(15 109.58383),(16 110.83554),(17 109.4972),(18 110.66921),(19 110.30079),(20 111.35888),(21 111.29841),(22 113.326645),(23 110.52288),(24 110.853584),(25 113.235985),(26 112.37992),(27 112.69198),(28 112.28025),(29 111.26409),(30 110.316124),(31 110.75868),(32 109.57479),(33 110.12664),(34 109.5796),(35 108.700676),(36 107.975746),(37 108.45805),(38 107.22596),(39 108.35295),(40 107.79268),(41 108.729256),(42 109.28821),(43 108.11094),(44 109.19791),(45 110.14019),(46 109.09639),(47 109.17487),(48 107.09014),(49 109.939804),(50 109.528885),(51 110.77307),(52 109.96883),(53 113.12703),(54 111.157196),(55 114.075615),(56 112.03233),(57 114.50793),(58 114.594505),(59 114.424774),(60 114.725204),(61 118.409195),(62 116.70827),(63 114.814896),(64 117.63026),(65 119.393906),(66 118.66578),(67 119.80799),(68 120.48053),(69 120.71488),(70 122.017204),(71 125.379135),(72 124.64198),(73 124.81802),(74 124.86032),(75 127.04607),(76 125.75292),(77 126.70956),(78 128.52988),(79 126.36013),
(1 61.96406),(2 75.513),(3 81.85745),(4 87.498314),(5 94.24603),(6 98.12701),(7 100.06413),(8 104.252266),(9 107.09359),(10 106.39903),(11 108.78119),(12 108.9149),(13 111.27706),(14 109.88419),(15 110.873535),(16 112.96136),(17 111.9089),(18 113.57919),(19 113.83598),(20 113.029175),(21 112.78874),(22 114.11958),(23 112.68435),(24 114.08979),(25 114.29377),(26 113.62331),(27 115.13487),(28 112.98338),(29 112.035255),(30 110.75913),(31 110.87648),(32 107.56868),(33 108.55279),(34 108.20193),(35 108.30291),(36 108.30279),(37 107.019844),(38 107.385574),(39 109.32183),(40 107.79438),(41 108.72008),(42 108.63262),(43 108.05984),(44 108.650085),(45 109.7188),(46 109.719185),(47 110.40706),(48 109.30698),(49 110.80091),(50 112.9442),(51 112.69904),(52 111.53247),(53 114.331276),(54 111.572426),(55 114.434395),(56 113.60977),(57 118.513145),(58 117.34092),(59 118.07605),(60 117.87146),(61 120.160805),(62 118.384315),(63 119.631874),(64 120.86065),(65 121.72617),(66 121.78602),(67 123.72698),(68 122.95386),(69 123.57419),(70 124.93411),(71 125.75838),(72 126.27984),(73 126.92378),(74 124.961716),(75 129.43663),(76 127.4664),(77 129.3755),(78 131.26039),(79 129.04988),
(1 60.894924),(2 74.3757),(3 79.88358),(4 85.49547),(5 91.79978),(6 96.47743),(7 99.11538),(8 101.89571),(9 103.92331),(10 104.70856),(11 106.88059),(12 106.86873),(13 107.276596),(14 106.63023),(15 107.45964),(16 108.59837),(17 108.03404),(18 108.51318),(19 111.08311),(20 108.51475),(21 109.65242),(22 108.82796),(23 109.06426),(24 110.14691),(25 110.131744),(26 110.20805),(27 111.12958),(28 109.999596),(29 110.00665),(30 109.30645),(31 108.619545),(32 105.69033),(33 107.078186),(34 107.693634),(35 107.359535),(36 107.08427),(37 106.85921),(38 108.06458),(39 108.5554),(40 107.833305),(41 107.69378),(42 106.301315),(43 106.53799),(44 106.663536),(45 109.275826),(46 107.48895),(47 107.34343),(48 107.63517),(49 108.86974),(50 109.46866),(51 110.176315),(52 110.374214),(53 112.07749),(54 112.28857),(55 113.11272),(56 111.74261),(57 114.21998),(58 113.20594),(59 113.95894),(60 114.39333),(61 117.96077),(62 115.72504),(63 115.73068),(64 116.40496),(65 119.26667),(66 119.34137),(67 122.53412),(68 121.76019),(69 122.142685),(70 123.32516),(71 123.45107),(72 124.15197),(73 125.33764),(74 122.718636),(75 126.27995),(76 123.88287),(77 125.97516),(78 128.09966),(79 125.657074),
(1 61.68337),(2 74.1952),(3 81.2898),(4 87.62405),(5 92.22419),(6 97.8925),(7 100.24986),(8 103.0819),(9 105.572334),(10 106.37309),(11 108.277985),(12 108.01844),(13 107.784294),(14 107.38828),(15 110.0535),(16 111.47217),(17 110.78513),(18 110.59723),(19 112.12386),(20 110.254326),(21 110.79076),(22 109.17852),(23 110.222084),(24 110.893654),(25 110.45649),(26 111.35269),(27 111.30976),(28 109.50044),(29 108.93521),(30 109.29136),(31 108.039665),(32 105.72697),(33 105.901146),(34 106.72444),(35 106.869316),(36 106.586426),(37 106.3609),(38 106.75986),(39 107.68378),(40 107.146866),(41 105.94935),(42 106.011116),(43 106.507126),(44 105.99022),(45 108.56038),(46 106.76841),(47 107.76159),(48 108.287384),(49 108.50434),(50 108.92231),(51 111.78556),(52 110.760185),(53 113.19785),(54 113.51435),(55 115.34724),(56 114.85908),(57 116.93452),(58 116.248795),(59 117.3204),(60 115.75612),(61 120.56176),(62 118.18973),(63 118.68603),(64 118.634384),(65 122.8874),(66 121.758),(67 123.68262),(68 123.45455),(69 123.713615),(70 125.461494),(71 125.58045),(72 125.52076),(73 126.23812),(74 124.46279),(75 129.00838),(76 126.266045),(77 127.13176),(78 128.95308),(79 129.03714),
(1 59.972282),(2 72.23886),(3 79.41546),(4 87.03774),(5 91.380775),(6 95.15427),(7 98.79235),(8 100.72484),(9 103.95759),(10 104.109055),(11 106.20789),(12 105.19156),(13 105.59469),(14 105.27241),(15 108.37267),(16 108.51304),(17 108.69986),(18 108.29873),(19 108.92592),(20 109.075226),(21 108.57243),(22 107.15464),(23 107.22397),(24 107.29296),(25 107.46353),(26 109.24236),(27 108.82875),(28 108.03747),(29 107.79036),(30 108.10489),(31 105.23901),(32 104.36755),(33 103.94858),(34 103.19349),(35 103.87429),(36 104.2619),(37 104.666016),(38 104.3411),(39 104.81744),(40 105.40565),(41 104.61143),(42 104.44569),(43 104.56927),(44 103.84485),(45 105.71528),(46 105.017876),(47 105.36797),(48 105.05496),(49 104.68032),(50 105.24833),(51 105.94991),(52 108.24309),(53 109.40912),(54 109.61468),(55 109.19789),(56 110.03327),(57 111.615944),(58 109.746925),(59 112.63316),(60 110.21147),(61 114.14622),(62 112.94198),(63 113.13196),(64 112.97531),(65 114.53427),(66 114.317406),(67 117.198235),(68 115.87222),(69 117.29307),(70 117.24126),(71 118.153885),(72 119.32028),(73 119.40685),(74 118.18273),(75 120.97052),(76 119.99576),(77 121.59301),(78 124.30952),(79 122.07746),
(1 59.956505),(2 73.15253),(3 79.99453),(4 86.911415),(5 92.10257),(6 95.24568),(7 99.34361),(8 101.59818),(9 103.88924),(10 103.55416),(11 106.696144),(12 105.47541),(13 107.37508),(14 106.579094),(15 110.246155),(16 109.93013),(17 110.193146),(18 109.82308),(19 109.59074),(20 110.07015),(21 109.35004),(22 107.74108),(23 108.34532),(24 108.60275),(25 107.79281),(26 109.16873),(27 109.82107),(28 108.60371),(29 107.80505),(30 107.2758),(31 105.37282),(32 103.852234),(33 103.70062),(34 103.67578),(35 103.73846),(36 103.09752),(37 103.460045),(38 102.69626),(39 103.02718),(40 104.538475),(41 104.62369),(42 103.779),(43 104.26496),(44 104.09218),(45 105.507),(46 105.47944),(47 105.42687),(48 106.23702),(49 106.277),(50 107.32923),(51 107.93959),(52 108.655304),(53 109.44713),(54 109.31883),(55 110.38677),(56 110.5061),(57 111.26779),(58 111.24604),(59 114.49095),(60 110.69132),(61 114.87543),(62 114.11906),(63 112.5501),(64 113.5141),(65 116.09219),(66 115.191345),(67 118.41671),(68 118.55181),(69 119.824745),(70 120.551285),(71 122.89565),(72 123.99057),(73 123.65848),(74 121.91512),(75 127.261406),(76 125.0101),(77 126.34339),(78 129.33734),(79 128.6795),
(1 59.28283),(2 72.12315),(3 78.82375),(4 85.01991),(5 88.99184),(6 93.003975),(7 97.05303),(8 98.938866),(9 102.04209),(10 101.895035),(11 104.69693),(12 104.29966),(13 106.174515),(14 106.09522),(15 108.701614),(16 108.110695),(17 107.974815),(18 107.98566),(19 107.842575),(20 108.908165),(21 108.231445),(22 106.57538),(23 108.348694),(24 107.463356),(25 107.032585),(26 108.24339),(27 109.144356),(28 107.958755),(29 107.07201),(30 107.76087),(31 106.47896),(32 105.92312),(33 106.299934),(34 106.41073),(35 104.93484),(36 105.331955),(37 104.41034),(38 104.95163),(39 105.278786),(40 104.718025),(41 103.78389),(42 104.48998),(43 105.30276),(44 104.91841),(45 105.60739),(46 106.772606),(47 106.456215),(48 106.50974),(49 106.89661),(50 107.95529),(51 109.171974),(52 110.60001),(53 111.54988),(54 111.42772),(55 111.32646),(56 111.534225),(57 111.39797),(58 110.76821),(59 112.77513),(60 110.238914),(61 114.30112),(62 113.65622),(63 114.86294),(64 114.78077),(65 116.031876),(66 116.64562),(67 117.953445),(68 118.50067),(69 119.814354),(70 120.863785),(71 122.057686),(72 122.80329),(73 123.544914),(74 121.80296),(75 125.39461),(76 122.79014),(77 125.7074),(78 127.24358),(79 127.77845),
(1 58.844845),(2 71.37677),(3 78.19563),(4 85.52903),(5 91.25546),(6 94.599815),(7 98.00834),(8 100.10013),(9 101.516174),(10 102.229385),(11 103.36344),(12 104.94859),(13 105.79927),(14 106.272415),(15 107.096695),(16 106.44162),(17 106.8229),(18 106.8623),(19 106.94197),(20 108.22389),(21 107.84966),(22 107.05925),(23 108.39632),(24 108.47925),(25 107.20088),(26 107.87331),(27 108.496056),(28 108.20363),(29 106.66832),(30 106.681656),(31 106.48686),(32 105.16074),(33 105.80099),(34 105.70867),(35 103.95709),(36 105.10041),(37 104.904396),(38 104.04644),(39 105.49007),(40 105.955696),(41 104.18058),(42 104.420525),(43 104.33072),(44 105.11625),(45 104.38105),(46 105.44617),(47 104.95784),(48 106.046875),(49 107.13183),(50 108.011604),(51 108.097946),(52 108.125725),(53 110.27937),(54 109.45491),(55 109.19031),(56 109.60041),(57 112.398735),(58 112.024704),(59 113.8689),(60 110.67648),(61 113.847336),(62 114.37384),(63 115.046715),(64 113.83886),(65 114.95666),(66 115.59141),(67 117.23665),(68 118.61434),(69 119.29949),(70 120.140686),(71 121.84453),(72 122.104355),(73 120.66793),(74 119.818924),(75 124.21742),(76 121.69451),(77 126.20791),(78 127.17649),(79 125.857185),
(1 58.637352),(2 70.98965),(3 77.59858),(4 84.106766),(5 88.79382),(6 92.359314),(7 95.93959),(8 98.548706),(9 99.27272),(10 100.69415),(11 102.29132),(12 104.447),(13 104.673645),(14 105.48821),(15 104.99064),(16 104.855675),(17 105.62498),(18 104.619316),(19 105.348434),(20 105.84183),(21 104.723335),(22 104.89044),(23 105.66431),(24 105.28472),(25 104.10017),(26 105.674095),(27 107.1346),(28 107.3683),(29 105.10287),(30 104.97827),(31 104.22022),(32 102.61964),(33 103.37101),(34 103.32422),(35 102.46618),(36 103.149216),(37 103.0088),(38 102.93773),(39 103.80293),(40 105.76613),(41 104.34493),(42 104.15073),(43 102.61943),(44 103.10941),(45 102.97244),(46 104.3686),(47 104.19623),(48 105.29594),(49 105.552475),(50 106.22704),(51 108.89071),(52 106.63631),(53 108.806076),(54 109.100525),(55 108.3272),(56 109.34136),(57 108.98544),(58 109.39605),(59 109.46306),(60 108.51859),(61 111.60039),(62 110.62773),(63 112.03053),(64 111.25429),(65 113.734),(66 116.13805),(67 115.440155),(68 117.34667),(69 118.44188),(70 118.66521),(71 119.929886),(72 120.389946),(73 119.958206),(74 120.59237),(75 122.290985),(76 120.50511),(77 124.444626),(78 125.800255),(79 126.4333),
(1 59.024082),(2 71.45264),(3 77.70176),(4 85.216446),(5 90.305336),(6 93.75226),(7 97.11798),(8 100.410736),(9 101.46133),(10 102.273735),(11 104.64205),(12 105.93291),(13 106.77867),(14 106.311516),(15 106.9857),(16 106.42787),(17 107.16539),(18 106.25441),(19 106.278404),(20 107.79377),(21 105.41626),(22 105.48185),(23 106.2912),(24 106.27443),(25 104.44307),(26 105.885445),(27 107.099655),(28 108.48813),(29 105.974915),(30 106.47553),(31 104.07888),(32 103.97314),(33 104.00801),(34 103.67705),(35 103.878334),(36 103.992355),(37 103.43803),(38 102.99806),(39 105.22127),(40 104.90716),(41 104.65823),(42 104.19824),(43 104.70365),(44 105.25691),(45 103.99489),(46 104.45283),(47 103.97788),(48 105.385475),(49 103.95825),(50 105.40337),(51 106.9545),(52 106.03363),(53 107.813416),(54 108.822426),(55 108.6525),(56 109.800705),(57 108.536575),(58 110.73903),(59 111.16683),(60 109.45248),(61 110.983055),(62 110.83719),(63 111.44221),(64 111.839615),(65 114.841896),(66 116.19002),(67 115.95088),(68 117.18392),(69 118.98753),(70 118.71146),(71 120.51402),(72 120.614845),(73 119.544556),(74 118.854225),(75 120.89711),(76 118.416176),(77 121.02147),(78 123.28093),(79 122.53079),
(1 59.253593),(2 71.42059),(3 78.88176),(4 85.671684),(5 90.77943),(6 93.38521),(7 97.26521),(8 101.444145),(9 102.22767),(10 102.36588),(11 104.24271),(12 105.078285),(13 105.62113),(14 105.9205),(15 106.94536),(16 107.63635),(17 107.84104),(18 106.64283),(19 106.02391),(20 107.71682),(21 105.97333),(22 105.74451),(23 107.02985),(24 106.85618),(25 105.95654),(26 106.993095),(27 107.17607),(28 109.1324),(29 106.16323),(30 106.192),(31 105.124535),(32 105.56389),(33 105.39474),(34 104.28363),(35 103.042404),(36 103.74699),(37 103.218895),(38 104.23797),(39 104.88042),(40 104.13961),(41 105.086266),(42 104.46916),(43 103.86995),(44 104.43824),(45 103.99232),(46 103.53293),(47 103.02206),(48 105.30176),(49 104.6521),(50 105.69877),(51 107.18443),(52 105.58718),(53 107.086624),(54 108.10734),(55 106.41555),(56 107.87701),(57 107.40626),(58 109.19583),(59 110.423584),(60 108.8099),(61 110.44131),(62 110.27956),(63 111.39708),(64 111.953514),(65 114.94009),(66 116.62271),(67 116.56543),(68 118.66346),(69 118.5696),(70 120.23061),(71 122.201836),(72 121.09835),(73 122.7942),(74 122.80086),(75 125.01824),(76 123.516396),(77 126.96082),(78 127.93179),(79 129.99194),
