1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54196.965),(2 157343.8),(3 303951.1),(4 492627.6),(5 697852.94),(6 906946.8),(7 1141037.9),(8 1349556),(9 1551763),(10 1750384.4),(11 1909052.5),(12 2068275.1),(13 2246448.3),(14 2387252.3),(15 2533609.3),(16 2696354.3),(17 2818623),(18 2999584.3),(19 3204618.8),(20 3392768.8),(21 3515801),(22 3606772),(23 3681909.8),(24 3719721.8),(25 3699996),(26 3713090.8),(27 3691073.3),(28 3652727.8),(29 3644524.8),(30 3630405.3),(31 3618267.3),(32 3621522),(33 3627405.3),(34 3626695.3),(35 3618822),(36 3609028.8),(37 3586093.8),(38 3567894),(39 3545140),(40 3502683.3),(41 3444696.8),(42 3398844.3),(43 3318706.3),(44 3253592.8),(45 3183947),(46 3139679.3),(47 3084348),(48 3043382.8),(49 2999911.8),(50 2922485.3),(51 2898896.3),(52 2867408.8),(53 2847498),(54 2883663.3),(55 2928961.8),(56 3000356.8),(57 3102067.3),(58 3210114),(59 3345710),(60 3507604),(61 3662434.8),(62 3804084.8),(63 3963698.8),(64 4103974),(65 4202071),(66 4246330),(67 4235193),(68 4220296.5),(69 4172332.8),(70 4128712.8),(71 4081712.8),(72 4026084.3),(73 3989617),(74 3988456.3),(75 3988975.3),(76 3989088),(77 3977605),(78 4003217),(79 4031923.3),
(1 91.90854),(2 111.16189),(3 123.239876),(4 132.64124),(5 136.84561),(6 141.68243),(7 147.03046),(8 149.36008),(9 151.24156),(10 153.6337),(11 155.58702),(12 156.30362),(13 158.81323),(14 159.3153),(15 160.1224),(16 161.73387),(17 161.85745),(18 163.23859),(19 164.39622),(20 165.26654),(21 165.19467),(22 163.67096),(23 162.75996),(24 166.56651),(25 163.18544),(26 163.17221),(27 165.18079),(28 163.23326),(29 164.58835),(30 167.27779),(31 165.5747),(32 165.27852),(33 166.55592),(34 165.4281),(35 165.99713),(36 167.13654),(37 166.65453),(38 168.26857),(39 171.82306),(40 168.30428),(41 171.61328),(42 172.66779),(43 171.38164),(44 172.83475),(45 172.93474),(46 173.90881),(47 174.21324),(48 176.21185),(49 175.0406),(50 174.74858),(51 178.08568),(52 177.18536),(53 177.55453),(54 178.96692),(55 178.19789),(56 176.27425),(57 177.47678),(58 174.84308),(59 173.74353),(60 174.51456),(61 174.82448),(62 174.72435),(63 176.71927),(64 177.04912),(65 179.33087),(66 180.75276),(67 183.10576),(68 183.79205),(69 186.01067),(70 183.23459),(71 183.87897),(72 182.64313),(73 184.24268),(74 185.06389),(75 183.38698),(76 182.84541),(77 182.94077),(78 182.51353),(79 181.50772),
(1 90.02005),(2 109.294655),(3 122.07304),(4 134.64165),(5 138.69843),(6 142.61562),(7 150.10533),(8 152.3637),(9 152.12932),(10 156.15506),(11 156.03981),(12 157.71785),(13 161.12482),(14 161.04097),(15 162.49661),(16 163.37158),(17 163.28084),(18 162.65323),(19 164.32224),(20 163.48097),(21 163.10342),(22 161.04135),(23 160.40656),(24 163.33594),(25 160.60083),(26 162.63843),(27 164.79732),(28 163.64789),(29 163.42703),(30 166.2446),(31 164.58554),(32 164.71353),(33 165.72777),(34 163.75229),(35 163.31514),(36 164.81097),(37 164.77434),(38 164.54402),(39 169.0169),(40 166.85779),(41 168.7498),(42 170.9216),(43 170.40848),(44 171.29062),(45 172.75938),(46 174.74242),(47 174.24167),(48 176.79666),(49 177.70952),(50 175.79373),(51 177.696),(52 176.57068),(53 175.32709),(54 176.28325),(55 174.89406),(56 174.35176),(57 173.12823),(58 170.72423),(59 170.48537),(60 171.39302),(61 168.72078),(62 167.61647),(63 169.53523),(64 168.82474),(65 169.74336),(66 172.23068),(67 172.77072),(68 174.08376),(69 176.22815),(70 175.28362),(71 176.97273),(72 174.40892),(73 175.23245),(74 176.90753),(75 177.35579),(76 176.66064),(77 176.9233),(78 175.27159),(79 175.55489),
(1 91.76657),(2 109.00477),(3 121.04009),(4 131.2255),(5 135.85747),(6 140.06635),(7 145.88805),(8 148.69914),(9 150.25922),(10 152.93793),(11 152.3639),(12 154.96474),(13 158.70659),(14 158.4181),(15 160.65608),(16 161.68408),(17 162.36789),(18 162.18661),(19 164.21352),(20 162.61967),(21 163.35472),(22 163.7127),(23 160.83739),(24 163.16248),(25 161.20409),(26 162.51624),(27 163.21301),(28 163.61661),(29 163.09932),(30 163.72774),(31 163.37476),(32 162.59306),(33 164.53265),(34 163.60664),(35 163.60526),(36 165.61246),(37 165.42369),(38 166.18063),(39 167.75621),(40 167.65526),(41 167.05833),(42 170.39818),(43 168.91699),(44 169.35623),(45 171.56834),(46 173.55026),(47 172.48802),(48 175.07985),(49 173.7135),(50 173.31883),(51 175.0809),(52 172.95581),(53 176.14674),(54 175.89157),(55 175.74513),(56 173.79362),(57 174.89066),(58 170.89891),(59 171.95625),(60 173.18001),(61 170.01248),(62 173.29085),(63 175.55205),(64 175.33804),(65 177.48763),(66 179.42014),(67 180.00684),(68 181.73096),(69 185.44795),(70 183.56538),(71 184.98149),(72 183.90569),(73 183.03177),(74 183.91193),(75 183.99898),(76 182.66483),(77 185.2142),(78 180.95041),(79 180.7888),
(1 91.88651),(2 108.27456),(3 121.39537),(4 130.77376),(5 135.85503),(6 141.72583),(7 145.38448),(8 146.92819),(9 149.12367),(10 152.95682),(11 152.29562),(12 152.87708),(13 155.12167),(14 153.44647),(15 158.0462),(16 158.7128),(17 158.11995),(18 157.37216),(19 158.60962),(20 157.5314),(21 157.95793),(22 156.62466),(23 156.56503),(24 158.20023),(25 156.56223),(26 156.54019),(27 158.22581),(28 157.84607),(29 158.14473),(30 159.30675),(31 158.18727),(32 158.55931),(33 161.45595),(34 160.38097),(35 160.36581),(36 161.45232),(37 163.03212),(38 163.8936),(39 166.28705),(40 163.18567),(41 165.46877),(42 167.5573),(43 167.71643),(44 167.58725),(45 168.61035),(46 169.0958),(47 168.93294),(48 168.68483),(49 168.86374),(50 168.84544),(51 171.34505),(52 170.05159),(53 171.76202),(54 171.3873),(55 171.29128),(56 169.1598),(57 169.84697),(58 169.01392),(59 169.04451),(60 171.47307),(61 169.87888),(62 170.99086),(63 174.75426),(64 174.74194),(65 175.81859),(66 177.59337),(67 177.3181),(68 179.57094),(69 181.70532),(70 177.21233),(71 178.27063),(72 176.62573),(73 176.9011),(74 176.43869),(75 175.21533),(76 175.7015),(77 177.04745),(78 176.04678),(79 174.17696),
(1 89.07256),(2 106.64337),(3 118.955284),(4 127.399994),(5 132.14044),(6 136.08446),(7 141.99959),(8 145.4797),(9 147.02695),(10 150.42093),(11 150.52235),(12 151.88292),(13 153.65488),(14 155.28496),(15 156.44423),(16 159.96635),(17 159.34618),(18 160.06361),(19 160.61487),(20 158.32115),(21 159.20139),(22 158.95207),(23 157.8969),(24 160.52763),(25 160.24858),(26 159.71826),(27 161.04128),(28 160.2186),(29 161.39249),(30 162.12868),(31 161.50432),(32 162.7631),(33 164.21353),(34 165.13297),(35 165.0552),(36 166.09515),(37 164.40445),(38 166.43364),(39 168.3134),(40 167.2707),(41 167.55975),(42 169.8302),(43 168.43404),(44 168.79074),(45 170.96706),(46 169.41788),(47 170.0426),(48 169.48334),(49 168.58463),(50 169.2565),(51 169.4317),(52 168.82445),(53 168.48206),(54 170.95682),(55 168.8991),(56 168.41212),(57 170.27074),(58 169.01149),(59 170.62085),(60 172.4652),(61 171.16998),(62 172.32904),(63 176.38219),(64 176.8698),(65 177.74156),(66 179.2643),(67 179.8417),(68 180.44966),(69 182.9214),(70 179.49086),(71 180.7699),(72 177.21236),(73 177.19608),(74 177.53027),(75 175.25404),(76 175.41917),(77 177.4487),(78 175.04509),(79 174.74759),
(1 89.895775),(2 107.65048),(3 119.16747),(4 129.63147),(5 134.2971),(6 138.29025),(7 143.98961),(8 145.18462),(9 147.67693),(10 151.5268),(11 151.39526),(12 152.47827),(13 155.75989),(14 156.75246),(15 157.97084),(16 160.61989),(17 160.26318),(18 161.47543),(19 160.71294),(20 160.26958),(21 159.36917),(22 158.35844),(23 157.76355),(24 160.61214),(25 159.72043),(26 161.47641),(27 164.3373),(28 164.62273),(29 163.2626),(30 164.96146),(31 163.88965),(32 164.62418),(33 166.72191),(34 166.52724),(35 168.46906),(36 167.74467),(37 166.08739),(38 168.66574),(39 170.89197),(40 169.21446),(41 171.1615),(42 174.33563),(43 174.15083),(44 172.42535),(45 174.73743),(46 174.43372),(47 175.15038),(48 175.811),(49 173.84274),(50 173.49927),(51 175.6709),(52 173.37212),(53 174.48962),(54 174.6846),(55 172.16833),(56 171.75203),(57 173.19049),(58 171.22221),(59 172.03447),(60 172.83192),(61 173.57486),(62 171.9048),(63 176.18631),(64 174.64851),(65 177.21785),(66 179.89984),(67 180.807),(68 181.38515),(69 185.53899),(70 182.21483),(71 183.36806),(72 180.73874),(73 182.42853),(74 182.60771),(75 181.07832),(76 181.2905),(77 182.4403),(78 180.17934),(79 180.87682),
(1 88.47056),(2 106.80226),(3 117.278496),(4 127.29526),(5 134.33829),(6 137.73904),(7 142.64531),(8 146.8873),(9 149.2025),(10 152.10298),(11 154.25534),(12 154.03587),(13 155.89697),(14 155.69586),(15 157.58456),(16 157.6003),(17 158.0249),(18 159.54073),(19 158.90834),(20 159.53891),(21 159.68968),(22 158.94147),(23 157.26628),(24 159.95206),(25 157.23653),(26 156.65465),(27 160.12872),(28 157.66168),(29 156.3762),(30 158.81454),(31 156.52042),(32 157.34789),(33 158.27599),(34 158.2719),(35 160.3823),(36 160.60641),(37 159.88452),(38 161.40923),(39 163.70386),(40 162.68152),(41 164.19763),(42 166.46286),(43 165.00221),(44 165.95027),(45 168.42111),(46 170.14903),(47 170.29794),(48 170.08437),(49 169.66562),(50 171.24678),(51 172.1106),(52 169.9509),(53 169.8973),(54 170.92798),(55 169.93275),(56 168.64563),(57 169.91403),(58 168.31902),(59 167.8898),(60 169.423),(61 170.11778),(62 170.71884),(63 172.98346),(64 174.22539),(65 173.02406),(66 173.80833),(67 175.32848),(68 175.96283),(69 177.90471),(70 175.44292),(71 176.30005),(72 174.02301),(73 174.71405),(74 175.58798),(75 174.00557),(76 172.89575),(77 174.04669),(78 173.746),(79 174.60269),
(1 87.83856),(2 107.20394),(3 118.67612),(4 127.60809),(5 133.74492),(6 138.84596),(7 143.67865),(8 146.11104),(9 147.08615),(10 150.90913),(11 152.4363),(12 151.95996),(13 153.82588),(14 154.25674),(15 154.07054),(16 157.05305),(17 156.82567),(18 156.6903),(19 156.53123),(20 156.5341),(21 156.81224),(22 155.81804),(23 155.72917),(24 156.53568),(25 154.72102),(26 155.34871),(27 160.15004),(28 157.36415),(29 158.60959),(30 160.09056),(31 158.56152),(32 160.4401),(33 163.11101),(34 161.91518),(35 163.25795),(36 163.34956),(37 163.39417),(38 165.578),(39 168.42178),(40 166.23758),(41 167.00296),(42 168.97379),(43 169.58621),(44 171.15245),(45 172.26094),(46 171.69145),(47 172.38847),(48 172.56952),(49 170.09076),(50 169.50087),(51 170.35555),(52 169.97621),(53 168.0184),(54 168.76135),(55 167.18295),(56 166.91281),(57 168.7369),(58 167.613),(59 167.29604),(60 170.57278),(61 170.75383),(62 172.25291),(63 175.53497),(64 175.36055),(65 176.55582),(66 179.84917),(67 179.17381),(68 180.25801),(69 182.2778),(70 181.11618),(71 183.27907),(72 179.93137),(73 179.20996),(74 178.783),(75 178.31355),(76 177.18889),(77 179.33696),(78 177.46204),(79 177.42183),
(1 87.74906),(2 104.308014),(3 115.15096),(4 124.83371),(5 129.4693),(6 134.00916),(7 138.9068),(8 142.26276),(9 145.13765),(10 148.815),(11 149.04483),(12 149.09987),(13 152.92851),(14 152.74107),(15 153.2073),(16 154.18831),(17 153.28123),(18 153.36699),(19 155.44188),(20 156.44034),(21 156.54376),(22 154.59306),(23 155.5037),(24 155.3797),(25 153.40004),(26 153.51492),(27 156.4945),(28 154.70068),(29 153.76697),(30 154.45561),(31 152.75441),(32 153.04948),(33 155.31902),(34 154.80339),(35 155.62929),(36 155.42274),(37 154.28305),(38 155.94583),(39 157.74792),(40 156.78166),(41 157.81282),(42 160.18797),(43 158.33524),(44 160.71103),(45 162.78545),(46 161.95961),(47 163.19139),(48 163.91429),(49 164.3487),(50 164.3942),(51 166.47484),(52 165.03564),(53 163.47166),(54 164.34898),(55 164.49408),(56 165.15262),(57 164.25636),(58 163.74603),(59 164.38759),(60 166.7922),(61 164.84726),(62 166.23453),(63 167.34477),(64 166.56381),(65 166.2747),(66 169.3139),(67 169.75735),(68 170.20786),(69 172.10301),(70 169.88518),(71 171.81097),(72 168.54997),(73 169.19194),(74 170.06876),(75 169.20763),(76 168.42027),(77 169.1585),(78 166.9801),(79 167.34805),
(1 88.55267),(2 105.6443),(3 116.84036),(4 126.19115),(5 129.74818),(6 134.06535),(7 139.2931),(8 141.41814),(9 143.84097),(10 145.89352),(11 146.08885),(12 146.8559),(13 149.88625),(14 150.4062),(15 152.20966),(16 151.9399),(17 152.23044),(18 153.0358),(19 153.49883),(20 154.39606),(21 153.64423),(22 151.85733),(23 153.67407),(24 154.18182),(25 152.38713),(26 153.52332),(27 156.37022),(28 154.3326),(29 153.56718),(30 155.71884),(31 154.73724),(32 154.50668),(33 156.2411),(34 155.95808),(35 156.51889),(36 156.29295),(37 157.58856),(38 157.61844),(39 162.36292),(40 163.07568),(41 164.45482),(42 166.81456),(43 165.72818),(44 166.9539),(45 168.59357),(46 167.97742),(47 167.85623),(48 170.38693),(49 169.97433),(50 168.11066),(51 169.67064),(52 166.53279),(53 165.12744),(54 166.97856),(55 166.92564),(56 166.69963),(57 168.27321),(58 166.74132),(59 167.87875),(60 168.02513),(61 166.88884),(62 166.75128),(63 166.52638),(64 166.10213),(65 166.92393),(66 169.2411),(67 170.43465),(68 171.22841),(69 171.78877),(70 168.28038),(71 169.8301),(72 167.96701),(73 167.97467),(74 169.06897),(75 167.48228),(76 167.15721),(77 169.31804),(78 167.36739),(79 167.80972),
(1 85.74366),(2 105.91),(3 118.09461),(4 125.7538),(5 129.78381),(6 132.6614),(7 139.63002),(8 143.81004),(9 144.24817),(10 147.56093),(11 147.2136),(12 148.31136),(13 150.39433),(14 152.66776),(15 153.67099),(16 154.28839),(17 155.25154),(18 155.83095),(19 156.21124),(20 157.54994),(21 157.89227),(22 156.00516),(23 155.96497),(24 156.90817),(25 153.71375),(26 154.42247),(27 156.11745),(28 156.26483),(29 154.7278),(30 156.80414),(31 156.4904),(32 156.67397),(33 158.20886),(34 156.89516),(35 156.18123),(36 156.89543),(37 156.36507),(38 156.97758),(39 160.94028),(40 162.19234),(41 161.77823),(42 165.11858),(43 164.38998),(44 166.143),(45 167.29144),(46 164.94058),(47 165.77109),(48 167.39012),(49 167.04645),(50 167.38397),(51 169.97847),(52 167.01102),(53 166.85095),(54 166.64905),(55 165.63864),(56 164.4508),(57 165.60715),(58 164.05624),(59 166.53357),(60 166.46695),(61 166.03027),(62 166.4829),(63 168.2026),(64 167.4238),(65 168.80536),(66 171.52501),(67 171.62564),(68 174.41203),(69 175.3796),(70 171.48228),(71 171.72304),(72 168.21768),(73 168.20818),(74 169.16447),(75 168.38689),(76 168.61566),(77 170.4049),(78 168.8109),(79 169.47017),
(1 86.221634),(2 104.6208),(3 118.626),(4 127.58452),(5 131.9263),(6 135.38086),(7 141.3105),(8 145.1368),(9 146.75008),(10 148.83559),(11 149.08594),(12 149.1898),(13 151.26093),(14 151.76816),(15 151.78896),(16 153.00797),(17 154.02353),(18 157.16539),(19 157.0446),(20 157.095),(21 156.18112),(22 155.77232),(23 156.00372),(24 156.67856),(25 154.51402),(26 154.0435),(27 155.61354),(28 154.47873),(29 155.54893),(30 156.98405),(31 157.37172),(32 156.36765),(33 158.677),(34 158.07463),(35 156.96378),(36 158.60037),(37 157.6647),(38 160.38579),(39 163.06548),(40 161.05353),(41 161.68362),(42 166.05301),(43 164.36806),(44 165.05106),(45 169.28047),(46 166.59831),(47 166.07487),(48 167.96587),(49 168.45398),(50 167.71101),(51 171.3086),(52 167.66304),(53 166.38673),(54 168.22227),(55 167.24304),(56 166.07298),(57 167.2126),(58 165.07582),(59 164.99098),(60 164.19891),(61 164.25212),(62 165.20319),(63 168.19795),(64 167.18411),(65 168.35992),(66 171.10905),(67 170.75523),(68 173.76997),(69 174.67918),(70 172.3358),(71 173.56767),(72 169.77263),(73 169.94014),(74 172.16098),(75 170.79924),(76 171.61697),(77 173.90753),(78 172.05676),(79 170.80753),
(1 86.25913),(2 103.7184),(3 115.76845),(4 122.637314),(5 128.31866),(6 133.00699),(7 138.2223),(8 141.0418),(9 144.57135),(10 147.00409),(11 146.75787),(12 147.3724),(13 150.30832),(14 149.49333),(15 149.80502),(16 150.33315),(17 150.10599),(18 150.32817),(19 151.02869),(20 153.0009),(21 153.11382),(22 152.76091),(23 153.64635),(24 155.57909),(25 154.42717),(26 154.27002),(27 155.2111),(28 153.03897),(29 154.06332),(30 155.6411),(31 153.80464),(32 154.05885),(33 155.8874),(34 154.93585),(35 156.57747),(36 159.03609),(37 158.37357),(38 160.31158),(39 163.30261),(40 160.73355),(41 162.16115),(42 165.49251),(43 164.66447),(44 165.64403),(45 169.46056),(46 166.83514),(47 165.44466),(48 165.9658),(49 165.62447),(50 166.16301),(51 167.4944),(52 164.73103),(53 165.85674),(54 167.40549),(55 166.12709),(56 163.94934),(57 164.49812),(58 162.81888),(59 162.12732),(60 163.15921),(61 162.40186),(62 161.99985),(63 164.21498),(64 163.18517),(65 163.129),(66 165.29471),(67 164.5124),(68 166.65262),(69 168.19557),(70 168.717),(71 167.99287),(72 165.44336),(73 165.80556),(74 168.22894),(75 166.65887),(76 167.00665),(77 168.64075),(78 166.85297),(79 168.02985),
(1 86.72336),(2 103.74793),(3 116.09761),(4 124.76611),(5 130.02904),(6 132.92882),(7 139.33261),(8 142.98128),(9 144.49007),(10 148.03427),(11 147.6956),(12 149.43144),(13 151.95361),(14 150.74136),(15 152.36533),(16 152.9541),(17 153.22159),(18 152.56906),(19 152.50432),(20 152.74149),(21 153.10237),(22 151.41304),(23 153.49619),(24 157.08592),(25 154.72969),(26 154.91881),(27 157.32541),(28 157.3607),(29 157.21155),(30 158.6031),(31 156.83981),(32 157.0253),(33 157.36208),(34 155.73163),(35 156.73187),(36 157.62032),(37 156.5084),(38 158.8722),(39 163.73691),(40 162.10567),(41 162.34288),(42 163.90732),(43 164.5609),(44 164.55798),(45 166.10281),(46 164.76826),(47 162.686),(48 163.23557),(49 161.74072),(50 161.5658),(51 163.82512),(52 162.15842),(53 162.48572),(54 162.78018),(55 161.30864),(56 159.54207),(57 159.51122),(58 159.29082),(59 158.80168),(60 160.64449),(61 161.20328),(62 160.48059),(63 162.41782),(64 162.45132),(65 163.31648),(66 167.45949),(67 167.50893),(68 169.33342),(69 170.94626),(70 168.28598),(71 168.80344),(72 167.36314),(73 167.06775),(74 167.9949),(75 167.27834),(76 167.8708),(77 169.00854),(78 166.6339),(79 165.57758),
(1 84.11855),(2 101.00437),(3 112.52158),(4 121.158134),(5 124.92555),(6 128.66313),(7 133.08737),(8 138.01428),(9 139.72572),(10 143.17825),(11 142.50316),(12 142.80302),(13 144.87077),(14 143.75783),(15 146.69406),(16 146.36923),(17 148.01552),(18 147.13828),(19 148.51949),(20 147.41757),(21 148.3116),(22 148.13226),(23 149.19041),(24 151.4371),(25 149.65854),(26 149.44757),(27 151.9211),(28 150.73436),(29 152.08333),(30 153.31114),(31 151.69316),(32 152.57956),(33 154.17955),(34 151.3563),(35 152.34268),(36 153.75134),(37 154.78438),(38 154.60516),(39 156.97429),(40 156.99933),(41 156.4643),(42 157.41032),(43 157.84459),(44 157.37978),(45 159.80405),(46 159.11356),(47 159.23363),(48 161.50262),(49 161.18202),(50 158.09622),(51 160.88097),(52 159.79396),(53 159.76549),(54 161.05322),(55 159.4663),(56 159.75984),(57 160.86623),(58 161.20607),(59 161.1241),(60 163.09619),(61 160.23679),(62 161.3426),(63 163.25464),(64 161.9543),(65 162.34181),(66 166.81628),(67 166.61018),(68 168.51929),(69 169.9045),(70 166.31674),(71 167.22264),(72 167.05298),(73 166.07547),(74 167.60835),(75 165.82799),(76 164.98654),(77 165.73749),(78 164.85704),(79 164.50423),
(1 83.53064),(2 101.612274),(3 112.75635),(4 120.95404),(5 126.52893),(6 130.36801),(7 134.0692),(8 137.04198),(9 138.88261),(10 142.72595),(11 143.5987),(12 143.68446),(13 146.14543),(14 146.41748),(15 150.13684),(16 150.8983),(17 152.13757),(18 151.535),(19 153.97377),(20 152.84558),(21 153.70789),(22 151.64302),(23 152.1002),(24 152.39824),(25 150.7663),(26 150.81395),(27 153.50812),(28 151.63916),(29 151.56415),(30 154.13388),(31 151.3711),(32 151.37721),(33 153.16055),(34 151.16911),(35 151.91643),(36 152.06422),(37 151.83344),(38 152.30974),(39 154.49501),(40 154.44453),(41 156.55252),(42 160.18193),(43 159.04308),(44 159.53142),(45 160.83441),(46 161.34622),(47 160.86862),(48 160.67775),(49 160.77469),(50 160.64275),(51 160.79393),(52 161.9365),(53 161.32639),(54 163.31125),(55 160.82777),(56 162.24324),(57 162.87402),(58 162.27074),(59 163.77725),(60 165.04684),(61 164.13414),(62 164.04945),(63 164.94684),(64 165.31749),(65 164.85664),(66 167.0488),(67 166.58789),(68 169.08868),(69 170.95335),(70 168.78775),(71 169.48158),(72 168.4646),(73 168.68707),(74 169.46858),(75 168.24207),(76 166.16644),(77 168.04584),(78 166.12703),(79 165.27908),
(1 83.492966),(2 101.29077),(3 112.140274),(4 119.856476),(5 125.284195),(6 129.94116),(7 133.06586),(8 135.92773),(9 137.97417),(10 142.49425),(11 142.32784),(12 143.90947),(13 146.07584),(14 145.80157),(15 146.35022),(16 147.98172),(17 148.15617),(18 149.06908),(19 149.50575),(20 150.3015),(21 150.77246),(22 149.6677),(23 151.0234),(24 150.73497),(25 150.73978),(26 151.72131),(27 155.44519),(28 153.86847),(29 153.75136),(30 155.58128),(31 153.27481),(32 153.48332),(33 153.77934),(34 150.84425),(35 151.35928),(36 152.17906),(37 152.44469),(38 155.65228),(39 158.67502),(40 156.68669),(41 158.31406),(42 160.70634),(43 160.10669),(44 160.30574),(45 162.10687),(46 161.33276),(47 160.64958),(48 162.60005),(49 162.80545),(50 162.40001),(51 164.42616),(52 163.092),(53 163.07123),(54 164.26901),(55 163.28506),(56 163.5565),(57 164.16023),(58 161.9625),(59 163.51923),(60 164.03075),(61 162.79478),(62 162.91452),(63 163.61102),(64 162.62433),(65 164.74896),(66 166.4744),(67 165.34787),(68 168.4106),(69 170.05624),(70 168.17076),(71 170.03969),(72 168.80318),(73 168.05263),(74 169.31343),(75 167.2509),(76 167.4267),(77 168.94608),(78 164.98868),(79 164.78966),
