1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 170.99504),(2 205.15273),(3 217.41641),(4 228.14494),(5 231.34981),(6 237.7119),(7 237.82841),(8 245.25903),(9 245.05898),(10 250.1546),(11 250.94077),(12 257.46234),(13 253.65002),(14 258.9468),(15 252.19841),(16 256.15778),(17 256.73212),(18 264.7023),(19 259.66962),(20 264.78098),(21 258.5727),(22 263.2923),(23 260.45908),(24 266.06476),(25 268.45087),(26 267.81143),(27 265.5439),(28 267.6452),(29 264.99405),(30 267.26767),(31 259.87634),(32 265.86996),(33 262.93295),(34 268.98245),(35 263.9404),(36 270.3622),(37 265.198),(38 267.05545),(39 259.52982),(40 263.01395),(41 261.71878),(42 266.59213),(43 267.3995),(44 268.64136),(45 265.73758),(46 269.35275),(47 271.8728),(48 277.8331),(49 271.96902),(50 274.51718),(51 268.52612),(52 273.9167),(53 269.6291),(54 268.47528),(55 266.08597),(56 271.57245),(57 268.7108),(58 271.5914),(59 268.36676),(60 272.72903),(61 268.58487),(62 277.05386),(63 271.80246),(64 277.09763),(65 278.58392),(66 286.3719),(67 281.44693),(68 283.49118),(69 278.918),(70 286.4467),(71 281.81708),(72 284.7043),(73 285.51376),(74 293.18845),(75 289.35947),(76 292.80624),(77 290.49393),(78 293.49728),(79 290.48868),
(1 165.00383),(2 200.2484),(3 211.81529),(4 220.55714),(5 224.24016),(6 231.04932),(7 233.94254),(8 240.16698),(9 238.5305),(10 243.77847),(11 243.28873),(12 247.12877),(13 246.23322),(14 251.62529),(15 245.46571),(16 252.90979),(17 250.93996),(18 255.56158),(19 251.48833),(20 256.78198),(21 250.217),(22 256.8314),(23 258.13736),(24 257.65723),(25 259.5596),(26 261.99768),(27 254.74023),(28 258.0097),(29 255.10205),(30 258.3275),(31 253.29799),(32 260.83392),(33 256.03522),(34 258.26456),(35 254.71126),(36 259.93887),(37 256.12924),(38 256.0157),(39 250.0712),(40 253.62866),(41 253.22493),(42 259.4618),(43 256.09143),(44 257.74252),(45 258.1004),(46 264.78418),(47 262.15967),(48 268.70627),(49 265.0011),(50 266.0461),(51 261.1455),(52 265.06107),(53 260.36002),(54 263.26053),(55 261.95053),(56 264.15717),(57 262.74243),(58 265.1501),(59 260.73764),(60 265.36172),(61 260.78174),(62 269.7814),(63 263.50977),(64 269.37872),(65 267.6037),(66 276.61646),(67 273.40887),(68 278.40057),(69 273.44293),(70 280.4688),(71 274.07742),(72 279.57425),(73 274.30704),(74 278.9927),(75 276.54514),(76 278.9618),(77 277.07605),(78 282.71896),(79 276.082),
(1 161.907),(2 195.06345),(3 203.22646),(4 211.60039),(5 216.8523),(6 222.94225),(7 226.36601),(8 230.62885),(9 231.17334),(10 235.92233),(11 234.60753),(12 236.84883),(13 235.32303),(14 238.30643),(15 235.67258),(16 239.72096),(17 239.52121),(18 243.24896),(19 241.3965),(20 248.12862),(21 241.69379),(22 245.85211),(23 243.78105),(24 249.37372),(25 251.23608),(26 252.15567),(27 246.40105),(28 253.41788),(29 250.66489),(30 253.21329),(31 246.84451),(32 251.77538),(33 246.0117),(34 250.51367),(35 247.37793),(36 253.14662),(37 250.38222),(38 250.32008),(39 246.47104),(40 251.78175),(41 249.8145),(42 255.03583),(43 255.79312),(44 259.48203),(45 256.1359),(46 258.79056),(47 255.48808),(48 263.22766),(49 256.37494),(50 263.5076),(51 258.6218),(52 258.85004),(53 254.14058),(54 257.34998),(55 251.873),(56 257.00598),(57 251.4402),(58 259.284),(59 255.6313),(60 261.9739),(61 256.37967),(62 260.4883),(63 258.83536),(64 264.07773),(65 262.40152),(66 271.53906),(67 268.77652),(68 271.03394),(69 266.3145),(70 271.32428),(71 264.5837),(72 267.67206),(73 265.1072),(74 269.59805),(75 269.2217),(76 271.2602),(77 266.8902),(78 269.7238),(79 264.53207),
(1 158.40538),(2 190.26868),(3 197.83893),(4 206.10252),(5 212.88039),(6 220.02132),(7 222.22748),(8 226.38889),(9 225.99466),(10 231.9448),(11 231.33485),(12 238.31169),(13 236.37788),(14 241.16699),(15 240.54843),(16 243.51985),(17 239.07986),(18 245.06873),(19 241.5539),(20 246.73273),(21 241.16751),(22 244.93466),(23 240.49484),(24 245.18155),(25 245.47421),(26 249.63573),(27 243.61288),(28 246.41182),(29 243.25204),(30 245.78366),(31 242.77911),(32 247.66725),(33 245.27536),(34 249.88733),(35 247.10336),(36 253.24905),(37 249.98067),(38 251.09256),(39 247.52814),(40 253.4241),(41 247.92287),(42 252.95879),(43 250.65399),(44 252.86801),(45 252.0682),(46 256.22687),(47 252.45677),(48 258.53082),(49 256.2027),(50 261.39825),(51 256.52902),(52 256.99698),(53 255.04573),(54 256.7485),(55 253.0235),(56 256.0835),(57 252.46095),(58 256.43387),(59 252.03302),(60 258.1064),(61 253.67392),(62 260.30392),(63 257.95),(64 263.2052),(65 259.11853),(66 267.9461),(67 260.73666),(68 263.61075),(69 262.04065),(70 264.26578),(71 259.54843),(72 264.01263),(73 261.93317),(74 268.18997),(75 266.84204),(76 270.96405),(77 270.5982),(78 271.6568),(79 268.2496),
(1 161.18207),(2 191.32275),(3 201.7178),(4 209.0199),(5 214.21172),(6 218.93878),(7 221.03444),(8 224.57297),(9 223.67732),(10 229.59395),(11 228.11864),(12 235.38194),(13 231.68051),(14 236.1388),(15 235.95341),(16 240.02534),(17 237.32921),(18 242.68356),(19 241.67525),(20 248.4083),(21 241.42163),(22 246.89207),(23 246.35486),(24 250.00844),(25 248.66066),(26 251.71014),(27 246.89723),(28 248.73532),(29 244.31822),(30 249.22136),(31 245.76538),(32 250.61536),(33 246.44179),(34 251.85342),(35 247.72964),(36 253.58476),(37 250.77792),(38 251.59395),(39 247.73766),(40 251.7621),(41 247.73044),(42 251.61894),(43 248.26196),(44 248.72475),(45 246.25815),(46 251.27835),(47 247.20396),(48 255.13759),(49 250.6684),(50 257.33957),(51 253.62833),(52 256.52637),(53 251.87645),(54 253.5778),(55 249.16829),(56 252.90898),(57 250.06853),(58 253.74991),(59 251.33257),(60 255.88739),(61 254.54999),(62 259.74884),(63 258.33542),(64 262.6786),(65 261.45053),(66 269.62195),(67 262.07138),(68 266.475),(69 260.17877),(70 266.9256),(71 262.6174),(72 264.13345),(73 261.13666),(74 266.91925),(75 263.9243),(76 267.67883),(77 265.0593),(78 268.05533),(79 262.2994),
(1 156.7715),(2 188.2377),(3 199.12213),(4 205.90382),(5 211.70313),(6 218.24799),(7 217.45389),(8 224.41684),(9 222.86446),(10 229.32771),(11 230.28275),(12 235.95334),(13 232.93445),(14 236.73605),(15 232.8381),(16 236.2632),(17 233.20496),(18 237.5048),(19 236.74509),(20 237.69052),(21 238.68239),(22 238.64629),(23 237.32198),(24 240.97758),(25 239.61247),(26 244.5785),(27 239.60745),(28 242.23802),(29 239.50172),(30 244.64394),(31 236.87744),(32 239.87025),(33 239.47232),(34 247.09912),(35 241.5969),(36 243.0302),(37 242.44415),(38 242.7926),(39 237.68378),(40 243.56569),(41 238.95024),(42 244.7542),(43 241.58798),(44 245.60304),(45 241.49356),(46 243.65572),(47 243.17874),(48 248.43439),(49 245.07455),(50 250.21599),(51 245.46426),(52 249.53828),(53 247.15398),(54 247.12404),(55 243.69324),(56 245.42787),(57 244.0369),(58 247.82405),(59 244.62949),(60 248.56247),(61 248.5498),(62 254.40198),(63 250.25458),(64 253.44756),(65 254.99402),(66 261.14844),(67 257.23828),(68 258.5088),(69 258.2098),(70 260.00443),(71 257.72336),(72 262.5797),(73 260.85226),(74 267.4932),(75 263.718),(76 267.79086),(77 263.15552),(78 265.19812),(79 261.67325),
(1 154.39517),(2 182.91203),(3 195.07692),(4 201.57198),(5 203.96822),(6 211.48642),(7 214.18018),(8 219.23654),(9 217.41232),(10 223.80441),(11 222.07199),(12 226.57376),(13 222.90175),(14 229.87088),(15 226.1017),(16 231.1203),(17 231.64546),(18 234.47374),(19 231.93716),(20 236.91367),(21 234.64496),(22 239.31154),(23 236.58284),(24 240.29404),(25 239.57547),(26 240.7423),(27 237.23247),(28 241.37071),(29 238.4024),(30 242.77853),(31 238.14157),(32 240.52216),(33 237.6289),(34 243.29358),(35 240.42688),(36 243.97379),(37 240.70264),(38 244.14436),(39 239.85516),(40 243.63878),(41 241.29303),(42 247.63358),(43 246.56554),(44 250.49107),(45 247.3222),(46 251.83922),(47 248.19107),(48 255.18028),(49 250.285),(50 254.96524),(51 251.19432),(52 254.11404),(53 250.15434),(54 251.01433),(55 248.68707),(56 250.69376),(57 249.89888),(58 251.1688),(59 245.84184),(60 249.80713),(61 247.8995),(62 252.95425),(63 250.70459),(64 254.54005),(65 255.84286),(66 261.97614),(67 255.4297),(68 260.87912),(69 258.212),(70 263.1267),(71 253.9418),(72 259.72028),(73 260.70093),(74 266.06848),(75 262.6144),(76 268.76056),(77 266.0195),(78 270.1903),(79 264.38782),
(1 154.04169),(2 184.92737),(3 192.40349),(4 200.4893),(5 205.32887),(6 211.59036),(7 210.96022),(8 215.52287),(9 214.13126),(10 222.76083),(11 222.82738),(12 225.752),(13 223.56648),(14 228.43234),(15 224.53493),(16 228.92924),(17 229.66576),(18 231.17253),(19 229.17117),(20 233.71426),(21 231.95859),(22 234.8343),(23 232.75378),(24 238.1238),(25 236.62514),(26 238.99484),(27 234.68811),(28 235.7207),(29 232.89519),(30 237.71901),(31 233.58786),(32 236.33382),(33 233.08342),(34 236.08691),(35 233.76233),(36 235.27232),(37 233.20627),(38 237.77037),(39 234.08017),(40 235.60658),(41 233.52307),(42 239.7512),(43 235.16658),(44 241.85603),(45 237.93347),(46 241.42404),(47 240.22932),(48 248.05083),(49 240.7156),(50 246.84312),(51 242.16557),(52 245.84529),(53 241.8901),(54 244.04759),(55 240.68936),(56 242.1722),(57 238.286),(58 241.77606),(59 239.09059),(60 245.24925),(61 242.76865),(62 247.15376),(63 244.27255),(64 247.97372),(65 243.87204),(66 251.12056),(67 245.49915),(68 251.68327),(69 246.82658),(70 250.32434),(71 245.07915),(72 251.13068),(73 250.5347),(74 255.97159),(75 254.83513),(76 256.6461),(77 257.03735),(78 257.83594),(79 253.92278),
(1 148.02332),(2 176.9987),(3 186.4998),(4 193.5663),(5 197.8518),(6 204.74146),(7 206.35915),(8 211.81842),(9 210.20134),(10 217.78957),(11 217.70432),(12 223.83914),(13 222.01874),(14 222.25114),(15 221.07191),(16 225.13048),(17 223.65262),(18 227.2457),(19 225.70416),(20 232.07095),(21 227.2143),(22 230.36095),(23 230.83972),(24 232.61691),(25 232.75894),(26 232.32253),(27 229.9754),(28 233.32541),(29 230.1534),(30 232.52061),(31 227.40826),(32 231.01605),(33 226.28323),(34 233.02017),(35 229.27333),(36 232.69257),(37 228.69499),(38 231.87999),(39 228.16646),(40 229.4835),(41 226.08946),(42 230.94695),(43 228.96062),(44 232.70506),(45 228.19696),(46 236.38147),(47 232.95493),(48 238.99887),(49 233.92473),(50 238.30446),(51 232.68204),(52 233.33672),(53 234.00117),(54 234.73651),(55 232.49252),(56 233.00307),(57 229.90698),(58 234.94675),(59 233.10779),(60 238.85434),(61 237.7396),(62 242.30676),(63 239.18855),(64 242.95854),(65 241.02158),(66 248.88335),(67 248.34221),(68 251.97388),(69 245.87132),(70 250.86183),(71 244.19307),(72 248.12772),(73 247.29796),(74 252.7929),(75 251.55034),(76 257.42224),(77 252.93324),(78 254.31512),(79 250.62137),
(1 148.28122),(2 176.92831),(3 186.82578),(4 195.2714),(5 200.21152),(6 205.05515),(7 207.6302),(8 214.19653),(9 212.81459),(10 219.72198),(11 218.10228),(12 222.0371),(13 218.59575),(14 221.4963),(15 218.69504),(16 224.41841),(17 223.2351),(18 226.02112),(19 223.4407),(20 228.51181),(21 224.8688),(22 226.73572),(23 224.92853),(24 229.66818),(25 227.35681),(26 229.42992),(27 226.54973),(28 232.50908),(29 228.07458),(30 229.69994),(31 226.79756),(32 233.03224),(33 228.5006),(34 230.24133),(35 226.83743),(36 228.33115),(37 225.45361),(38 228.0815),(39 224.61998),(40 227.58691),(41 224.73364),(42 229.93114),(43 227.93489),(44 234.56389),(45 233.5844),(46 236.16464),(47 231.28186),(48 237.18166),(49 233.60123),(50 240.58913),(51 236.75827),(52 237.02255),(53 235.0226),(54 238.10313),(55 235.05269),(56 238.92041),(57 235.25793),(58 239.8754),(59 238.31691),(60 242.3679),(61 238.627),(62 244.00896),(63 241.27748),(64 246.1801),(65 245.26575),(66 250.29796),(67 247.20143),(68 251.84435),(69 246.2039),(70 250.69724),(71 245.60883),(72 250.24246),(73 249.38335),(74 255.27036),(75 254.15984),(76 257.25336),(77 255.5754),(78 257.0754),(79 252.67755),
(1 144.07474),(2 172.83017),(3 181.00496),(4 188.82979),(5 193.9113),(6 200.24823),(7 201.19449),(8 205.80745),(9 205.6216),(10 208.47641),(11 209.2027),(12 214.88322),(13 211.73535),(14 217.63297),(15 217.77377),(16 224.5382),(17 222.43289),(18 226.13408),(19 224.21878),(20 226.61278),(21 222.65999),(22 226.46826),(23 223.26677),(24 228.00789),(25 226.9468),(26 229.36209),(27 226.89072),(28 232.35246),(29 227.43178),(30 230.73315),(31 226.55634),(32 230.19208),(33 226.38394),(34 232.2915),(35 228.17325),(36 228.65392),(37 225.12138),(38 226.93451),(39 224.65845),(40 228.16998),(41 223.90076),(42 226.45677),(43 225.83826),(44 231.2709),(45 226.15933),(46 231.02869),(47 229.86378),(48 232.7136),(49 229.72667),(50 235.56392),(51 233.53938),(52 234.92134),(53 234.17606),(54 235.89397),(55 234.20679),(56 235.83716),(57 234.34506),(58 239.61606),(59 237.5387),(60 239.96284),(61 239.65569),(62 243.8799),(63 242.94563),(64 248.22966),(65 244.2969),(66 252.34715),(67 247.66685),(68 249.96474),(69 247.0266),(70 248.69499),(71 245.33296),(72 250.47226),(73 247.475),(74 250.37627),(75 248.67426),(76 251.75124),(77 249.1228),(78 249.52562),(79 244.40198),
(1 144.02458),(2 169.9041),(3 180.00873),(4 186.92879),(5 192.72647),(6 199.9491),(7 200.50182),(8 203.43642),(9 201.6625),(10 205.89848),(11 207.09743),(12 210.29382),(13 207.27518),(14 214.49722),(15 213.1379),(16 216.52998),(17 218.26102),(18 220.18419),(19 219.62738),(20 222.26431),(21 219.27054),(22 220.58617),(23 219.71513),(24 225.06108),(25 225.02548),(26 225.21045),(27 223.90625),(28 226.52664),(29 223.0207),(30 226.26237),(31 224.55055),(32 224.52779),(33 222.38109),(34 225.86024),(35 225.41049),(36 227.30746),(37 222.12413),(38 223.44724),(39 220.15741),(40 222.97995),(41 221.60014),(42 227.04175),(43 225.36171),(44 231.01598),(45 226.85179),(46 229.35585),(47 230.3503),(48 233.50542),(49 231.88206),(50 238.53333),(51 233.08086),(52 235.54662),(53 232.16785),(54 233.56488),(55 229.44821),(56 229.26935),(57 227.68254),(58 232.18016),(59 229.2806),(60 232.5596),(61 229.52457),(62 233.05582),(63 229.5013),(64 232.78697),(65 228.7119),(66 237.66492),(67 233.68211),(68 239.3596),(69 234.66063),(70 239.516),(71 234.85),(72 235.98157),(73 233.14223),(74 235.25452),(75 236.63936),(76 238.86302),(77 239.28143),(78 240.77869),(79 237.10439),
(1 142.90791),(2 170.9744),(3 178.626),(4 185.3973),(5 191.18689),(6 197.06943),(7 198.5166),(8 202.32135),(9 203.47948),(10 205.77382),(11 207.04109),(12 210.62515),(13 210.12234),(14 214.8805),(15 210.82597),(16 216.63489),(17 213.76552),(18 219.35162),(19 216.26251),(20 218.87628),(21 216.02594),(22 222.49812),(23 218.34544),(24 224.38219),(25 222.39043),(26 223.39987),(27 220.52492),(28 222.90125),(29 219.99316),(30 224.67416),(31 220.69153),(32 223.8435),(33 219.96078),(34 226.15033),(35 223.28305),(36 224.0187),(37 222.06586),(38 224.65244),(39 218.62766),(40 222.07559),(41 220.86488),(42 224.40611),(43 223.00682),(44 227.71059),(45 225.52402),(46 227.9998),(47 226.84077),(48 231.56198),(49 230.3324),(50 236.10405),(51 229.96426),(52 233.84563),(53 230.13177),(54 230.91286),(55 227.37616),(56 230.28864),(57 226.10086),(58 231.9633),(59 229.28018),(60 230.02475),(61 227.93948),(62 233.87743),(63 232.20102),(64 237.15346),(65 235.03032),(66 237.4849),(67 234.35951),(68 236.89833),(69 235.8213),(70 235.63818),(71 232.21667),(72 233.4665),(73 233.78235),(74 235.29738),(75 235.42389),(76 239.18002),(77 238.13718),(78 236.58908),(79 234.82683),
(1 142.94371),(2 171.10733),(3 180.69412),(4 187.35446),(5 190.99507),(6 198.64244),(7 197.41806),(8 201.89749),(9 202.5389),(10 205.2888),(11 204.39731),(12 207.8579),(13 208.37619),(14 214.08662),(15 210.73424),(16 213.4384),(17 213.20276),(18 217.95624),(19 215.8035),(20 218.94356),(21 217.6904),(22 220.89468),(23 218.2132),(24 221.00798),(25 218.68202),(26 221.45024),(27 219.42351),(28 224.6218),(29 219.88347),(30 221.6701),(31 220.18727),(32 221.66489),(33 219.37732),(34 226.20222),(35 224.76897),(36 227.63594),(37 224.20642),(38 225.1791),(39 220.2454),(40 224.05801),(41 222.84984),(42 228.91338),(43 224.87674),(44 226.95494),(45 223.43585),(46 228.35571),(47 224.60222),(48 230.4532),(49 227.1342),(50 229.3884),(51 225.37183),(52 231.9498),(53 225.80154),(54 227.51086),(55 225.41426),(56 226.7529),(57 225.94737),(58 229.66626),(59 227.54028),(60 230.27782),(61 227.87003),(62 232.38911),(63 227.5288),(64 231.76497),(65 229.21684),(66 233.41016),(67 231.76286),(68 235.9777),(69 233.11223),(70 235.71693),(71 233.80156),(72 239.46872),(73 236.27626),(74 241.91753),(75 239.73663),(76 244.10371),(77 242.81708),(78 244.67166),(79 241.01839),
(1 140.50171),(2 166.0983),(3 174.73192),(4 181.7036),(5 186.66188),(6 194.08798),(7 194.4238),(8 200.97404),(9 200.7149),(10 203.33821),(11 204.25652),(12 208.38704),(13 207.95407),(14 211.03731),(15 207.87718),(16 213.49559),(17 213.71701),(18 216.99367),(19 215.28015),(20 220.63492),(21 217.6584),(22 220.58038),(23 218.03723),(24 218.5145),(25 217.95203),(26 220.44534),(27 218.35661),(28 220.95963),(29 216.33876),(30 217.56001),(31 215.572),(32 218.41992),(33 216.1581),(34 221.19186),(35 218.25276),(36 219.83672),(37 218.46678),(38 221.83455),(39 218.2768),(40 219.01169),(41 215.15015),(42 221.01563),(43 217.72656),(44 221.9169),(45 219.31062),(46 226.28308),(47 222.11409),(48 225.36078),(49 224.22496),(50 227.12683),(51 224.1037),(52 228.45892),(53 223.85422),(54 225.03151),(55 219.14513),(56 221.59148),(57 219.27513),(58 222.95909),(59 218.41425),(60 221.12514),(61 219.04909),(62 225.43356),(63 221.94566),(64 222.00479),(65 223.12941),(66 228.18996),(67 228.11449),(68 231.06197),(69 228.30765),(70 233.2997),(71 228.9055),(72 231.75429),(73 228.92459),(74 233.82967),(75 230.49008),(76 236.0106),(77 232.53915),(78 234.43723),(79 228.00658),
(1 136.43825),(2 162.67448),(3 169.80904),(4 180.04697),(5 183.5578),(6 191.30225),(7 192.8737),(8 196.97911),(9 193.71762),(10 198.87065),(11 196.97188),(12 200.89682),(13 200.17293),(14 203.0697),(15 202.26898),(16 203.9913),(17 203.25249),(18 209.12343),(19 205.0469),(20 207.36858),(21 205.25443),(22 208.45305),(23 207.1653),(24 209.15637),(25 207.664),(26 212.27115),(27 209.13751),(28 212.40575),(29 209.06892),(30 213.15244),(31 208.31557),(32 214.21776),(33 210.53862),(34 212.49733),(35 211.52351),(36 214.1827),(37 211.58357),(38 213.02097),(39 211.47743),(40 214.88957),(41 211.43053),(42 218.39262),(43 216.94348),(44 219.27794),(45 217.82205),(46 222.19905),(47 220.25562),(48 223.11145),(49 221.94528),(50 222.53113),(51 219.1121),(52 222.77278),(53 220.34335),(54 221.18108),(55 218.83792),(56 220.16618),(57 216.47087),(58 222.0732),(59 220.25644),(60 221.4797),(61 218.64886),(62 221.90227),(63 219.44026),(64 224.2635),(65 219.72804),(66 222.92657),(67 224.20213),(68 227.01993),(69 224.90263),(70 227.33391),(71 222.90634),(72 226.87825),(73 224.21988),(74 231.72455),(75 231.15907),(76 233.60277),(77 234.0976),(78 237.72401),(79 232.61389),
(1 135.14204),(2 160.50586),(3 169.43687),(4 177.56987),(5 181.17332),(6 185.92987),(7 188.93349),(8 194.05211),(9 193.10786),(10 197.5463),(11 196.45091),(12 198.28896),(13 199.51413),(14 201.76703),(15 199.83444),(16 201.54926),(17 202.15552),(18 206.02098),(19 204.34131),(20 206.26964),(21 207.29976),(22 210.60672),(23 209.18065),(24 212.94073),(25 211.03236),(26 214.53268),(27 210.71115),(28 212.08124),(29 209.2254),(30 210.48936),(31 209.00552),(32 211.35506),(33 210.10068),(34 211.62424),(35 209.8827),(36 214.57233),(37 211.19066),(38 213.39851),(39 209.99094),(40 213.27563),(41 207.39822),(42 213.29646),(43 210.26782),(44 214.34557),(45 212.59036),(46 215.28737),(47 211.12401),(48 218.47682),(49 215.25496),(50 219.60681),(51 215.8022),(52 219.99397),(53 217.72914),(54 221.13332),(55 217.3122),(56 218.12744),(57 214.4496),(58 220.03671),(59 215.70363),(60 219.01437),(61 215.25383),(62 221.14935),(63 218.85844),(64 223.67444),(65 221.35893),(66 227.41882),(67 223.64905),(68 225.32863),(69 221.25954),(70 225.59448),(71 222.77351),(72 227.27693),(73 224.9502),(74 230.24397),(75 228.7825),(76 230.77539),(77 230.17603),(78 232.19826),(79 227.25522),
(1 134.36798),(2 158.39162),(3 167.53622),(4 176.6109),(5 181.35524),(6 185.1867),(7 186.08565),(8 190.88899),(9 192.63078),(10 199.27182),(11 199.22493),(12 204.97635),(13 202.74617),(14 205.25899),(15 203.61595),(16 207.41568),(17 207.4658),(18 208.55559),(19 204.30975),(20 208.04153),(21 206.7952),(22 211.59735),(23 210.23874),(24 213.84904),(25 210.80951),(26 214.38031),(27 213.5008),(28 214.35092),(29 211.72887),(30 213.77715),(31 210.2602),(32 212.07283),(33 208.85854),(34 212.58748),(35 209.77777),(36 214.70468),(37 209.05586),(38 212.00954),(39 207.63828),(40 209.63853),(41 207.93112),(42 211.79637),(43 210.90312),(44 216.23152),(45 213.32664),(46 216.03166),(47 211.70714),(48 220.02087),(49 214.34375),(50 221.16394),(51 217.35902),(52 220.53142),(53 217.85324),(54 219.67691),(55 216.7357),(56 216.43582),(57 214.1868),(58 219.12447),(59 216.1125),(60 219.08688),(61 216.96443),(62 221.88083),(63 220.02957),(64 222.14659),(65 218.92456),(66 222.63582),(67 220.28409),(68 222.67291),(69 220.83217),(70 223.01593),(71 222.62843),(72 225.96658),(73 225.29964),(74 228.00613),(75 226.06775),(76 228.68715),(77 226.02844),(78 226.18758),(79 225.89996),
