1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 156.41267),(2 187.49397),(3 203.61035),(4 204.98714),(5 205.59673),(6 217.21718),(7 217.1356),(8 221.1779),(9 221.00714),(10 223.49521),(11 228.18942),(12 228.79744),(13 227.6139),(14 225.26578),(15 222.09697),(16 221.99583),(17 224.82974),(18 222.15991),(19 219.43156),(20 226.06577),(21 224.27505),(22 227.13199),(23 224.79828),(24 224.87943),(25 227.55453),(26 226.38857),(27 226.105),(28 234.34267),(29 232.71983),(30 234.24463),(31 229.40875),(32 230.08788),(33 232.34685),(34 227.62935),(35 227.41112),(36 232.22192),(37 227.74786),(38 225.43625),(39 229.87274),(40 225.66927),(41 224.43987),(42 229.45259),(43 226.52936),(44 223.55704),(45 228.77773),(46 226.5796),(47 224.25868),(48 225.87599),(49 225.59247),(50 227.91176),(51 229.45123),(52 235.0361),(53 233.72469),(54 234.93353),(55 237.9651),(56 235.13231),(57 239.24013),(58 243.02438),(59 240.20357),(60 240.88696),(61 242.23076),(62 237.82109),(63 241.47266),(64 244.00499),(65 236.8819),(66 237.86533),(67 239.99077),(68 234.93016),(69 233.73172),(70 238.56001),(71 235.79837),(72 232.00586),(73 234.72264),(74 229.2024),(75 223.03487),(76 227.34988),(77 223.2224),(78 225.69899),(79 227.8987),
(1 153.3838),(2 185.42389),(3 199.85579),(4 201.56436),(5 203.10303),(6 211.51277),(7 215.3674),(8 218.1597),(9 223.28455),(10 223.43146),(11 226.14699),(12 225.92429),(13 226.0179),(14 225.45676),(15 220.2557),(16 220.4684),(17 222.51775),(18 221.8839),(19 220.70619),(20 225.64108),(21 222.41563),(22 226.72491),(23 224.72424),(24 226.33426),(25 230.83127),(26 230.19862),(27 230.29593),(28 234.80074),(29 234.57242),(30 233.7298),(31 229.03734),(32 229.58875),(33 230.70032),(34 226.97328),(35 225.83235),(36 228.98373),(37 224.8677),(38 224.09016),(39 231.95638),(40 227.16702),(41 222.70824),(42 227.84367),(43 223.8209),(44 222.60896),(45 227.74799),(46 221.56349),(47 219.11407),(48 220.64561),(49 220.27214),(50 228.63866),(51 227.83354),(52 229.14003),(53 228.32355),(54 227.63585),(55 229.87213),(56 231.86472),(57 233.04514),(58 234.92502),(59 234.4232),(60 236.16866),(61 239.70592),(62 238.16829),(63 239.6539),(64 240.56427),(65 237.42732),(66 235.25348),(67 237.8646),(68 237.8542),(69 231.51805),(70 234.14032),(71 230.51161),(72 228.32813),(73 229.25394),(74 225.0713),(75 220.41814),(76 225.35577),(77 217.76498),(78 216.33633),(79 222.41496),
(1 149.52214),(2 181.72543),(3 196.95184),(4 199.70763),(5 198.96054),(6 207.25043),(7 207.24324),(8 215.85298),(9 216.85085),(10 215.78851),(11 219.79996),(12 219.53458),(13 216.9141),(14 219.30417),(15 219.10207),(16 221.76201),(17 221.97667),(18 218.06027),(19 216.29439),(20 220.46054),(21 218.63708),(22 222.1593),(23 219.0151),(24 219.5563),(25 225.00705),(26 223.61232),(27 224.39586),(28 229.33974),(29 230.30203),(30 227.24683),(31 220.05644),(32 221.2753),(33 224.50508),(34 224.35211),(35 223.12047),(36 227.41774),(37 222.35509),(38 220.71117),(39 226.87602),(40 222.64078),(41 218.88249),(42 223.7903),(43 219.4249),(44 220.8748),(45 221.39114),(46 217.381),(47 216.72185),(48 221.21165),(49 218.96094),(50 225.9346),(51 224.48862),(52 225.46042),(53 224.12624),(54 222.73964),(55 229.57332),(56 228.87833),(57 229.66336),(58 233.91716),(59 230.26825),(60 230.82405),(61 236.02113),(62 234.07753),(63 233.49782),(64 236.22786),(65 231.50266),(66 228.9313),(67 231.809),(68 229.08345),(69 227.93063),(70 231.98636),(71 226.91228),(72 222.38298),(73 224.90538),(74 222.68318),(75 218.67485),(76 225.14796),(77 218.80647),(78 221.05144),(79 223.51262),
(1 148.81586),(2 182.1152),(3 198.9919),(4 199.76527),(5 202.08723),(6 212.50967),(7 213.17456),(8 219.64516),(9 219.10927),(10 218.8927),(11 220.66052),(12 222.28072),(13 224.90633),(14 225.65474),(15 223.01906),(16 221.30615),(17 220.3016),(18 220.25401),(19 219.07979),(20 224.18723),(21 217.84743),(22 220.78749),(23 220.33365),(24 220.78731),(25 223.9017),(26 222.27834),(27 221.48796),(28 224.70169),(29 223.27095),(30 223.39362),(31 218.55554),(32 218.14777),(33 220.11145),(34 220.22862),(35 220.91034),(36 221.91927),(37 219.8321),(38 216.00787),(39 220.50594),(40 219.68446),(41 216.39674),(42 220.6696),(43 215.18225),(44 214.34544),(45 217.70929),(46 212.48412),(47 208.49767),(48 213.52394),(49 212.11504),(50 219.22905),(51 218.56628),(52 220.35245),(53 218.04237),(54 218.3142),(55 220.53767),(56 221.62946),(57 225.60475),(58 228.1696),(59 227.34253),(60 226.2534),(61 232.51675),(62 231.3946),(63 231.68758),(64 235.04404),(65 231.62549),(66 234.59421),(67 235.63734),(68 233.79204),(69 234.85358),(70 235.85953),(71 229.19916),(72 225.47333),(73 228.59102),(74 223.49266),(75 218.40303),(76 221.16354),(77 215.63045),(78 217.9053),(79 221.96739),
(1 143.9535),(2 173.65446),(3 188.4683),(4 190.70215),(5 191.8346),(6 200.19623),(7 203.92114),(8 209.52219),(9 210.12955),(10 210.10587),(11 213.15984),(12 213.3288),(13 212.65897),(14 215.9763),(15 210.36992),(16 211.01501),(17 212.23863),(18 209.29027),(19 207.43553),(20 212.05896),(21 208.47354),(22 211.44571),(23 211.28763),(24 211.7761),(25 215.57115),(26 213.36359),(27 212.81142),(28 216.522),(29 216.37938),(30 216.74292),(31 212.90823),(32 210.56807),(33 211.95317),(34 211.94945),(35 208.7881),(36 211.52289),(37 206.60208),(38 207.58592),(39 212.55612),(40 210.08319),(41 208.07854),(42 210.5891),(43 208.84114),(44 206.7298),(45 209.45078),(46 207.36229),(47 204.20192),(48 207.61388),(49 206.44518),(50 214.00896),(51 212.3328),(52 213.54642),(53 208.81577),(54 211.49016),(55 216.29094),(56 216.84966),(57 220.95271),(58 221.17476),(59 222.11618),(60 222.64925),(61 223.77214),(62 226.09467),(63 226.67455),(64 228.5158),(65 224.06418),(66 224.42847),(67 226.71167),(68 224.42554),(69 220.81221),(70 222.33939),(71 216.52953),(72 216.32265),(73 218.86024),(74 213.24695),(75 208.5237),(76 213.44817),(77 211.7575),(78 211.00085),(79 213.14082),
(1 145.40755),(2 175.11327),(3 189.38086),(4 192.27135),(5 193.21132),(6 199.7112),(7 203.93823),(8 209.62152),(9 207.67049),(10 209.293),(11 213.05695),(12 211.47209),(13 210.61325),(14 214.46825),(15 210.72133),(16 210.95975),(17 212.30612),(18 212.5685),(19 213.1781),(20 215.12572),(21 213.99016),(22 214.65776),(23 214.03804),(24 214.97177),(25 216.28383),(26 214.21664),(27 213.30905),(28 220.56532),(29 218.6497),(30 217.90466),(31 215.94112),(32 215.36525),(33 217.05573),(34 214.62086),(35 212.07004),(36 213.24559),(37 208.85815),(38 210.21442),(39 215.244),(40 213.57468),(41 210.6659),(42 216.02605),(43 212.84097),(44 212.39555),(45 213.02986),(46 209.09596),(47 206.28221),(48 208.96434),(49 206.88875),(50 214.20302),(51 211.68242),(52 213.84251),(53 210.31706),(54 213.95978),(55 220.24858),(56 220.50876),(57 225.13507),(58 226.06567),(59 225.78764),(60 225.54239),(61 225.94884),(62 226.58418),(63 227.7389),(64 229.21475),(65 226.08241),(66 225.93329),(67 228.54544),(68 224.82056),(69 220.5382),(70 226.0618),(71 218.22453),(72 218.82558),(73 221.29764),(74 216.34474),(75 213.90263),(76 216.82944),(77 217.03026),(78 216.31702),(79 220.20732),
(1 142.5346),(2 172.76845),(3 187.23273),(4 192.92293),(5 191.44424),(6 198.87865),(7 201.70044),(8 207.25824),(9 206.04301),(10 205.74374),(11 211.22551),(12 209.29735),(13 208.68977),(14 212.02213),(15 209.70038),(16 210.5237),(17 211.90341),(18 209.08772),(19 208.40927),(20 210.39058),(21 209.73163),(22 211.11926),(23 211.16899),(24 212.8813),(25 213.85287),(26 212.18706),(27 212.48198),(28 219.12607),(29 217.18117),(30 217.44357),(31 215.18848),(32 213.37917),(33 216.11981),(34 211.60316),(35 210.60422),(36 212.33005),(37 212.95589),(38 212.57028),(39 215.60666),(40 213.87814),(41 210.48973),(42 215.85355),(43 210.82823),(44 210.79416),(45 213.0542),(46 208.78487),(47 206.48683),(48 212.86295),(49 209.64648),(50 215.6),(51 215.14113),(52 217.3989),(53 214.7866),(54 215.12076),(55 221.12885),(56 224.16216),(57 223.13437),(58 225.0845),(59 222.08301),(60 219.13422),(61 223.353),(62 222.88264),(63 224.02657),(64 225.83812),(65 223.20038),(66 223.18156),(67 224.63733),(68 220.59982),(69 215.12166),(70 217.8608),(71 212.04344),(72 212.67479),(73 217.02298),(74 215.23737),(75 211.8367),(76 216.92564),(77 211.01804),(78 216.64622),(79 219.55887),
(1 139.43257),(2 170.03325),(3 181.5463),(4 183.54048),(5 187.47672),(6 193.4533),(7 194.87509),(8 203.81424),(9 203.04576),(10 202.8944),(11 207.52673),(12 205.17522),(13 208.58775),(14 210.22423),(15 207.97589),(16 209.53342),(17 207.60754),(18 206.21696),(19 203.02617),(20 205.40198),(21 205.52245),(22 208.5262),(23 206.0224),(24 208.69496),(25 208.28345),(26 208.14622),(27 208.93692),(28 213.8373),(29 211.38121),(30 211.86104),(31 209.72472),(32 209.46729),(33 208.48781),(34 206.52753),(35 205.79137),(36 208.44147),(37 209.54236),(38 210.42963),(39 211.53374),(40 208.9789),(41 206.26428),(42 210.07324),(43 207.22743),(44 205.35342),(45 209.22821),(46 203.91737),(47 201.7332),(48 205.82047),(49 203.74776),(50 208.56964),(51 208.43),(52 209.08185),(53 207.14336),(54 208.98302),(55 214.52795),(56 216.47455),(57 216.8123),(58 218.80556),(59 217.01358),(60 217.0155),(61 220.12802),(62 216.52084),(63 219.49722),(64 221.08652),(65 218.64984),(66 215.77701),(67 222.57591),(68 217.19733),(69 211.93335),(70 217.6086),(71 213.14421),(72 210.08717),(73 214.04417),(74 209.78134),(75 207.7671),(76 212.16852),(77 208.26274),(78 210.58865),(79 212.74208),
(1 137.748),(2 167.26375),(3 178.57503),(4 183.30553),(5 184.74356),(6 191.92398),(7 193.75468),(8 198.44931),(9 196.659),(10 197.17795),(11 201.39392),(12 197.61618),(13 200.28662),(14 203.36993),(15 202.96985),(16 200.86673),(17 201.86923),(18 199.05405),(19 198.55475),(20 200.47476),(21 199.96474),(22 204.90352),(23 203.82837),(24 204.91228),(25 205.04712),(26 204.23543),(27 206.22098),(28 214.69438),(29 210.85266),(30 212.02545),(31 207.83517),(32 205.08392),(33 207.5711),(34 202.7048),(35 202.22365),(36 206.70174),(37 205.15912),(38 205.04707),(39 207.43428),(40 204.02045),(41 203.94829),(42 207.45247),(43 202.2889),(44 201.39465),(45 206.87595),(46 202.84732),(47 201.64415),(48 205.0017),(49 202.42616),(50 205.9871),(51 205.95364),(52 207.4377),(53 206.44846),(54 208.3174),(55 211.84631),(56 213.90773),(57 213.90298),(58 215.43211),(59 214.13234),(60 213.66057),(61 217.49152),(62 213.96655),(63 214.39914),(64 215.87206),(65 213.77963),(66 215.42616),(67 215.69287),(68 213.53333),(69 210.9258),(70 215.297),(71 209.05547),(72 208.93552),(73 211.24136),(74 206.63092),(75 204.5646),(76 211.3433),(77 206.72137),(78 207.13441),(79 208.31801),
(1 134.6624),(2 160.93222),(3 175.03676),(4 178.45305),(5 182.68663),(6 186.8543),(7 189.12996),(8 195.33719),(9 195.54337),(10 197.74495),(11 198.45116),(12 195.90785),(13 196.60455),(14 197.53407),(15 197.43126),(16 198.74998),(17 201.1133),(18 198.05634),(19 195.22894),(20 196.65988),(21 193.40428),(22 199.15892),(23 197.42584),(24 198.14874),(25 200.02217),(26 199.97047),(27 201.38747),(28 207.65892),(29 202.80025),(30 202.08427),(31 200.92532),(32 199.20546),(33 203.03627),(34 196.45914),(35 197.04387),(36 199.75986),(37 199.32822),(38 198.91039),(39 200.6947),(40 198.19075),(41 196.42542),(42 200.93594),(43 197.20543),(44 193.6395),(45 197.74622),(46 194.62161),(47 190.91028),(48 193.86592),(49 192.80083),(50 195.43547),(51 197.3522),(52 196.70645),(53 197.48828),(54 201.84972),(55 204.86804),(56 207.25623),(57 207.11691),(58 208.05795),(59 209.0226),(60 208.13828),(61 209.47316),(62 213.0882),(63 211.70016),(64 212.65996),(65 210.78627),(66 209.0731),(67 208.86572),(68 208.2472),(69 204.29056),(70 205.90942),(71 203.72502),(72 201.65245),(73 206.72197),(74 203.6767),(75 199.05666),(76 200.11601),(77 196.55428),(78 198.29466),(79 201.61897),
(1 133.47148),(2 157.52684),(3 172.5154),(4 173.84247),(5 178.76796),(6 183.94597),(7 185.6901),(8 190.89136),(9 189.34627),(10 191.3799),(11 195.10754),(12 194.0996),(13 195.02274),(14 196.41547),(15 195.47325),(16 194.09564),(17 194.24051),(18 193.34006),(19 190.19557),(20 191.75374),(21 190.80014),(22 192.77065),(23 193.59013),(24 195.25362),(25 196.42395),(26 196.64813),(27 196.97676),(28 202.14124),(29 200.08029),(30 203.26494),(31 200.54875),(32 199.28023),(33 200.35512),(34 197.97423),(35 196.52777),(36 198.99117),(37 196.679),(38 196.31766),(39 198.79918),(40 196.3902),(41 195.16797),(42 198.89258),(43 196.38037),(44 194.56766),(45 196.46152),(46 193.34064),(47 190.97052),(48 194.61476),(49 191.1473),(50 195.53085),(51 195.76013),(52 195.98875),(53 197.0882),(54 198.29979),(55 201.80374),(56 202.14217),(57 205.34267),(58 205.95328),(59 205.85915),(60 203.85516),(61 207.50745),(62 209.02806),(63 208.24638),(64 207.68498),(65 205.86885),(66 204.66536),(67 205.4014),(68 206.25148),(69 202.49539),(70 206.79228),(71 201.25648),(72 199.96394),(73 204.83621),(74 200.2832),(75 197.77747),(76 200.36197),(77 197.24791),(78 197.86256),(79 201.74872),
(1 130.86374),(2 153.90674),(3 168.29266),(4 171.60185),(5 176.56691),(6 181.84721),(7 183.79373),(8 186.32062),(9 187.31502),(10 188.38402),(11 190.2267),(12 190.74002),(13 191.91174),(14 195.12364),(15 190.63248),(16 190.36923),(17 189.9117),(18 187.88081),(19 186.26407),(20 189.182),(21 187.65482),(22 191.77647),(23 191.9731),(24 192.91989),(25 192.90863),(26 194.69664),(27 193.83948),(28 200.48767),(29 197.75475),(30 197.57143),(31 194.75389),(32 195.50186),(33 195.80646),(34 194.87337),(35 193.42497),(36 194.88055),(37 193.77528),(38 193.0714),(39 195.70273),(40 194.5443),(41 192.11781),(42 194.47954),(43 191.15729),(44 188.99219),(45 190.96336),(46 189.51857),(47 185.77298),(48 189.91342),(49 185.47087),(50 189.15625),(51 192.21022),(52 191.17227),(53 191.14001),(54 193.51369),(55 196.78815),(56 198.35887),(57 200.50592),(58 201.57689),(59 201.38396),(60 201.8643),(61 204.48598),(62 203.13388),(63 203.98259),(64 205.79875),(65 202.79773),(66 203.45976),(67 207.02887),(68 203.76578),(69 199.05681),(70 200.5365),(71 198.63837),(72 198.40207),(73 201.58327),(74 198.7135),(75 195.69716),(76 200.02336),(77 194.37657),(78 197.2029),(79 200.72166),
(1 128.48473),(2 152.60297),(3 165.09097),(4 168.30637),(5 172.19954),(6 177.38356),(7 182.06946),(8 184.94308),(9 182.99545),(10 182.25024),(11 185.34872),(12 185.8847),(13 186.57764),(14 187.59015),(15 183.7892),(16 184.57036),(17 185.82364),(18 182.96553),(19 181.55713),(20 183.72388),(21 185.99283),(22 187.69887),(23 186.34155),(24 187.1421),(25 189.4648),(26 189.97615),(27 193.08238),(28 197.16876),(29 197.06078),(30 198.02516),(31 192.57),(32 193.92125),(33 196.73798),(34 193.76524),(35 192.84508),(36 193.67487),(37 194.87753),(38 195.27913),(39 197.34534),(40 195.39836),(41 193.35832),(42 197.41412),(43 196.03342),(44 195.00569),(45 198.85495),(46 192.63222),(47 189.30257),(48 195.02959),(49 191.22649),(50 192.32178),(51 192.2237),(52 193.88326),(53 192.29741),(54 194.48648),(55 198.2969),(56 200.8149),(57 201.87634),(58 204.76503),(59 202.8995),(60 203.05727),(61 205.40271),(62 205.40384),(63 205.47737),(64 207.52026),(65 201.84404),(66 202.513),(67 201.09354),(68 198.6831),(69 194.20497),(70 198.76663),(71 194.16832),(72 192.35637),(73 198.0097),(74 196.63132),(75 194.43195),(76 198.146),(77 193.77402),(78 193.66089),(79 193.18457),
(1 126.539024),(2 148.40036),(3 160.64034),(4 163.15709),(5 166.93822),(6 174.02386),(7 177.32793),(8 179.29381),(9 178.82803),(10 180.018),(11 183.16893),(12 183.42769),(13 183.74089),(14 186.17575),(15 183.48785),(16 182.50723),(17 183.77269),(18 180.52463),(19 181.54112),(20 183.73323),(21 183.09824),(22 184.58296),(23 184.60107),(24 186.12454),(25 188.75049),(26 189.50801),(27 189.36096),(28 194.98227),(29 192.34984),(30 193.38173),(31 188.43095),(32 190.20766),(33 195.72963),(34 191.89484),(35 192.05066),(36 193.63379),(37 190.94824),(38 189.94383),(39 193.89034),(40 191.14127),(41 187.97612),(42 193.76102),(43 191.92894),(44 193.17273),(45 196.72153),(46 192.30272),(47 189.78784),(48 191.10727),(49 187.53282),(50 192.59799),(51 191.89038),(52 191.56065),(53 190.3647),(54 192.06282),(55 193.74773),(56 197.72447),(57 201.48616),(58 202.9713),(59 203.49489),(60 202.33636),(61 202.2579),(62 202.84332),(63 202.8147),(64 205.42783),(65 202.33963),(66 200.52788),(67 201.71515),(68 199.73311),(69 197.9848),(70 198.15944),(71 194.41101),(72 191.46097),(73 196.87343),(74 192.89134),(75 186.71678),(76 192.56958),(77 187.99391),(78 188.40187),(79 193.43265),
(1 123.89298),(2 146.64575),(3 159.43123),(4 160.98611),(5 163.6837),(6 168.09833),(7 172.88322),(8 175.29918),(9 174.84128),(10 177.13383),(11 179.15312),(12 178.24626),(13 178.99498),(14 182.63815),(15 178.92982),(16 177.36775),(17 177.51105),(18 177.04887),(19 176.87383),(20 180.91145),(21 180.58171),(22 181.76666),(23 182.6129),(24 182.23955),(25 184.44513),(26 182.4838),(27 185.234),(28 188.13249),(29 188.94957),(30 189.35126),(31 186.67525),(32 187.14957),(33 190.66026),(34 190.65584),(35 189.5729),(36 189.4211),(37 187.84651),(38 186.85768),(39 190.37347),(40 187.21759),(41 183.46434),(42 188.20387),(43 186.14166),(44 183.8605),(45 186.81659),(46 182.54604),(47 178.6502),(48 179.76875),(49 178.82874),(50 182.50917),(51 183.695),(52 184.61789),(53 181.31926),(54 185.13484),(55 188.75136),(56 187.82225),(57 190.8235),(58 192.89293),(59 193.05116),(60 192.83774),(61 194.8049),(62 191.64337),(63 192.86244),(64 192.46373),(65 190.04839),(66 191.09807),(67 190.47221),(68 189.33081),(69 189.39073),(70 190.84589),(71 186.40656),(72 188.29755),(73 189.83298),(74 187.55927),(75 184.47334),(76 186.00792),(77 184.4337),(78 185.02843),(79 187.37717),
(1 123.80568),(2 145.74843),(3 158.1492),(4 160.4368),(5 164.42645),(6 169.72926),(7 171.91599),(8 177.17183),(9 175.60112),(10 178.21082),(11 180.65544),(12 179.74445),(13 182.13344),(14 185.4305),(15 182.14554),(16 181.0062),(17 182.93146),(18 180.35057),(19 181.08884),(20 185.09386),(21 184.68855),(22 186.42413),(23 183.99324),(24 183.63846),(25 185.05382),(26 184.91156),(27 185.5294),(28 190.4581),(29 187.84706),(30 189.37671),(31 185.94803),(32 187.14601),(33 189.53342),(34 187.73099),(35 186.87051),(36 188.34532),(37 185.4248),(38 185.16055),(39 185.45526),(40 184.85199),(41 182.35233),(42 184.33002),(43 181.72285),(44 179.58781),(45 182.08337),(46 179.86517),(47 176.36624),(48 177.66905),(49 173.96028),(50 180.12292),(51 180.4913),(52 180.99904),(53 181.40901),(54 182.95663),(55 187.75407),(56 188.19772),(57 192.69183),(58 195.75327),(59 193.47818),(60 194.59093),(61 199.99197),(62 196.27713),(63 196.09723),(64 197.15604),(65 196.86572),(66 196.83835),(67 195.90694),(68 194.08478),(69 192.30196),(70 195.49478),(71 193.26364),(72 191.72171),(73 192.76553),(74 189.83188),(75 188.06465),(76 188.81726),(77 185.11806),(78 185.67282),(79 188.7786),
(1 119.79083),(2 141.02048),(3 152.14899),(4 153.8232),(5 158.21591),(6 161.85062),(7 164.78351),(8 170.14066),(9 169.46477),(10 170.89934),(11 173.45288),(12 172.6798),(13 173.50829),(14 177.39095),(15 174.65814),(16 174.71817),(17 176.90742),(18 174.27603),(19 172.96565),(20 177.39877),(21 176.32109),(22 177.78539),(23 177.24193),(24 176.83278),(25 181.50595),(26 181.15854),(27 180.5639),(28 184.31415),(29 186.31526),(30 186.50154),(31 182.08112),(32 182.56847),(33 186.73474),(34 182.90688),(35 182.70146),(36 184.68768),(37 182.3697),(38 182.8793),(39 184.58862),(40 182.74399),(41 178.11047),(42 180.99466),(43 177.66022),(44 177.29622),(45 179.64763),(46 177.14496),(47 173.57639),(48 174.45715),(49 173.71257),(50 179.553),(51 176.92613),(52 178.80875),(53 177.78648),(54 178.63062),(55 185.12943),(56 183.2981),(57 186.43869),(58 188.87332),(59 188.2956),(60 190.44545),(61 191.8391),(62 191.02937),(63 188.90451),(64 190.33585),(65 186.71362),(66 186.94318),(67 185.54713),(68 184.70697),(69 182.46986),(70 183.65596),(71 180.9922),(72 181.12038),(73 185.22751),(74 180.96758),(75 178.7637),(76 183.96767),(77 178.74344),(78 178.83481),(79 180.90121),
(1 116.856094),(2 135.87688),(3 147.6526),(4 152.05182),(5 154.46263),(6 161.536),(7 162.30241),(8 165.94525),(9 166.36497),(10 166.03319),(11 167.09346),(12 168.4377),(13 171.0662),(14 171.3379),(15 168.5445),(16 168.767),(17 170.64458),(18 167.97621),(19 167.4796),(20 169.59506),(21 169.43582),(22 171.69044),(23 170.68513),(24 172.19502),(25 176.9527),(26 173.94435),(27 175.28862),(28 179.06602),(29 176.95033),(30 179.59749),(31 177.29393),(32 178.07953),(33 179.41289),(34 178.22908),(35 175.67049),(36 177.21521),(37 174.4178),(38 173.26277),(39 177.14998),(40 175.02232),(41 173.143),(42 177.30728),(43 174.56737),(44 171.40411),(45 174.15504),(46 171.21323),(47 170.59793),(48 172.45808),(49 171.06712),(50 174.50687),(51 175.18378),(52 175.24976),(53 175.95079),(54 175.75636),(55 179.87303),(56 180.94893),(57 183.47432),(58 186.61815),(59 184.01881),(60 185.24431),(61 184.48154),(62 185.38008),(63 181.25049),(64 182.53586),(65 182.38309),(66 181.5934),(67 182.37091),(68 178.93408),(69 178.57436),(70 180.00533),(71 174.62167),(72 174.45642),(73 177.6146),(74 173.21059),(75 171.52794),(76 174.12909),(77 169.26833),(78 172.68167),(79 174.73036),
(1 115.45106),(2 134.23538),(3 147.77449),(4 152.20131),(5 154.53839),(6 160.54121),(7 163.77095),(8 166.45476),(9 166.20059),(10 164.64804),(11 165.98143),(12 166.53185),(13 168.56847),(14 168.40797),(15 167.10081),(16 168.38367),(17 170.21068),(18 168.36136),(19 168.14294),(20 171.60199),(21 169.11148),(22 170.00072),(23 171.87222),(24 172.56409),(25 175.689),(26 175.36102),(27 173.7277),(28 177.99178),(29 177.31746),(30 178.38066),(31 176.13533),(32 178.35887),(33 177.7519),(34 174.60847),(35 173.94734),(36 177.45374),(37 174.57832),(38 174.40512),(39 176.77983),(40 173.4835),(41 173.47015),(42 176.31741),(43 174.55023),(44 171.11446),(45 174.19806),(46 171.17776),(47 170.83037),(48 173.20781),(49 171.40204),(50 174.13484),(51 173.22087),(52 173.83203),(53 174.9723),(54 177.3558),(55 181.30507),(56 179.18866),(57 181.88776),(58 184.91487),(59 182.8725),(60 186.8077),(61 187.13727),(62 186.87706),(63 187.00198),(64 188.6145),(65 185.7387),(66 184.6584),(67 186.29303),(68 180.63419),(69 180.36531),(70 182.48932),(71 178.52309),(72 177.79019),(73 179.96869),(74 178.5612),(75 175.30888),(76 178.34192),(77 173.23206),(78 176.0618),(79 177.38557),
