1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 69360.586),(2 183050.13),(3 336733.1),(4 568450.1),(5 776164.56),(6 973994.75),(7 1218872),(8 1433168.1),(9 1656191),(10 1944122.1),(11 2246288),(12 2522368),(13 2880055),(14 3240451),(15 3591594.8),(16 4011318.8),(17 4463330),(18 4918512),(19 5461522.5),(20 6052061.5),(21 6587930),(22 7166138.5),(23 7777201.5),(24 8342812.5),(25 8941915),(26 9578561),(27 10152395),(28 10998541),(29 11889043),(30 12665373),(31 13547091),(32 14424483),(33 15212440),(34 16050939),(35 16938930),(36 17839150),(37 18800458),(38 19872738),(39 20917418),(40 22074658),(41 23370066),(42 24595534),(43 25954824),(44 27271248),(45 28529976),(46 29987974),(47 31701688),(48 33368594),(49 35082124),(50 36885596),(51 38636196),(52 40444668),(53 42468292),(54 44388220),(55 46441820),(56 48790452),(57 51012336),(58 53306656),(59 55515884),(60 57597696),(61 59575810),(62 61499932),(63 63055628),(64 64721828),(65 66414332),(66 67814500),(67 69262550),(68 70720260),(69 71845840),(70 72942330),(71 74090296),(72 74931910),(73 75912930),(74 76810296),(75 77452370),(76 78176610),(77 78968260),(78 79519230),(79 80195610),
(1 1250.2997),(2 1611.6818),(3 1739.0114),(4 1818.9358),(5 1884.9426),(6 1953.6694),(7 2005.9636),(8 2061.1724),(9 2118.214),(10 2156.6794),(11 2184.8823),(12 2252.814),(13 2287.2551),(14 2326.9321),(15 2386.9258),(16 2441.9548),(17 2460.7317),(18 2480.2341),(19 2559.0095),(20 2584.1628),(21 2618.8525),(22 2655.1536),(23 2681.3647),(24 2711.4336),(25 2699.9282),(26 2739.093),(27 2738.1775),(28 2729.0183),(29 2714.2668),(30 2707.5144),(31 2715.7837),(32 2700.6628),(33 2712.3838),(34 2711.7488),(35 2695.4915),(36 2674.8003),(37 2682.9944),(38 2648.176),(39 2688.6475),(40 2746.1675),(41 2773.0188),(42 2759.8882),(43 2792.7534),(44 2796.3345),(45 2792.0776),(46 2793.9324),(47 2823.0276),(48 2825.7249),(49 2819.1357),(50 2788.1707),(51 2797.4277),(52 2746.0251),(53 2799.7249),(54 2835.5342),(55 2878.8477),(56 2895.0928),(57 2900.151),(58 2878.4263),(59 2876.0823),(60 2860.5515),(61 2883.257),(62 2916.3396),(63 2930.6812),(64 2948.9478),(65 2919.608),(66 2921.7493),(67 2911.5183),(68 2945.914),(69 3001.4302),(70 3006.2747),(71 2948.576),(72 2972.8298),(73 2995.965),(74 2997.6843),(75 2986.6238),(76 2963.2356),(77 2949.0298),(78 2974.2393),(79 2946.4104),
(1 1254.5854),(2 1616.2349),(3 1756.4711),(4 1863.5284),(5 1936.8739),(6 1996.0228),(7 2030.7255),(8 2078.7449),(9 2144.4292),(10 2182.3674),(11 2244.443),(12 2292.3638),(13 2332.974),(14 2372.0676),(15 2410.7488),(16 2446.883),(17 2471.9668),(18 2520.6782),(19 2568.5647),(20 2589.574),(21 2642.2925),(22 2687.4507),(23 2706.9746),(24 2708.5718),(25 2725.604),(26 2718.693),(27 2780.5671),(28 2758.4114),(29 2803.2048),(30 2796.7498),(31 2807.8647),(32 2790.338),(33 2782.1711),(34 2804.9697),(35 2798.7263),(36 2796.6309),(37 2793.3906),(38 2766.2354),(39 2747.3667),(40 2770.6267),(41 2797.6833),(42 2796.1907),(43 2810.0208),(44 2831.64),(45 2866.9648),(46 2921.7188),(47 2932.6628),(48 2945.0598),(49 2958.3523),(50 2988.5208),(51 2965.362),(52 2953.1023),(53 3008.353),(54 3030.474),(55 3040.6213),(56 3064.7688),(57 3067.9392),(58 3078.7813),(59 3066.5603),(60 3084.505),(61 3100.9438),(62 3129.181),(63 3097.6157),(64 3096.2507),(65 3108.392),(66 3109.76),(67 3111.902),(68 3145.472),(69 3152.1572),(70 3179.914),(71 3178.936),(72 3211.9426),(73 3238.4602),(74 3237.819),(75 3261.382),(76 3245.9753),(77 3191.2783),(78 3204.241),(79 3167.942),
(1 1197.491),(2 1532.5353),(3 1660.0781),(4 1767.8495),(5 1835.6943),(6 1909.9932),(7 1950.9246),(8 1999.389),(9 2070.428),(10 2111.9124),(11 2150.0466),(12 2191.689),(13 2263.1335),(14 2314.1184),(15 2342.477),(16 2358.1038),(17 2399.9285),(18 2444.697),(19 2496.7607),(20 2512.862),(21 2537.4358),(22 2606.199),(23 2655.0037),(24 2657.086),(25 2658.0686),(26 2678.3157),(27 2701.113),(28 2691.0225),(29 2717.54),(30 2688.4514),(31 2694.4998),(32 2717.7576),(33 2755.7996),(34 2740.4348),(35 2722.9565),(36 2701.8022),(37 2720.679),(38 2715.157),(39 2725.3452),(40 2739.2317),(41 2718.7798),(42 2735.0051),(43 2758.2217),(44 2739.27),(45 2731.9924),(46 2773.1008),(47 2762.987),(48 2766.762),(49 2751.4712),(50 2726.8767),(51 2732.8914),(52 2735.3994),(53 2757.3945),(54 2789.3855),(55 2770.1772),(56 2768.9321),(57 2822.1946),(58 2858.6887),(59 2896.8894),(60 2964.9875),(61 2949.764),(62 2947.5854),(63 2970.9243),(64 2956.797),(65 2993.5745),(66 2991.1697),(67 2980.5298),(68 3012.9731),(69 3047.5747),(70 3067.612),(71 3080.9497),(72 3102.4023),(73 3142.1096),(74 3162.7764),(75 3186.758),(76 3171.8613),(77 3157.874),(78 3145.9688),(79 3118.7996),
(1 1204.9424),(2 1514.1643),(3 1673.5692),(4 1771.3712),(5 1796.9497),(6 1892.475),(7 1953.3787),(8 1967.3206),(9 2037.9313),(10 2051.4802),(11 2083.4363),(12 2136.0513),(13 2195.6072),(14 2235.8042),(15 2289.1643),(16 2318.1807),(17 2345.694),(18 2390.456),(19 2421.3337),(20 2460.2417),(21 2489.403),(22 2552.6616),(23 2594.1113),(24 2617.8496),(25 2646.6912),(26 2655.7175),(27 2688.258),(28 2682.8704),(29 2712.5896),(30 2732.0603),(31 2711.5596),(32 2695.4875),(33 2705.0222),(34 2684.2632),(35 2697.1372),(36 2700.4404),(37 2741.0486),(38 2715.406),(39 2717.9805),(40 2746.3945),(41 2769.0808),(42 2766.792),(43 2760.3486),(44 2746.3242),(45 2734.419),(46 2723.3875),(47 2718.7852),(48 2705.3694),(49 2730.7546),(50 2763.0886),(51 2754.0496),(52 2752.418),(53 2749.7544),(54 2762.911),(55 2800.3254),(56 2763.3618),(57 2808.9033),(58 2847.795),(59 2831.2712),(60 2851.718),(61 2851.19),(62 2855.6328),(63 2880.1282),(64 2903.4746),(65 2874.8713),(66 2903.8948),(67 2941.348),(68 2908.0867),(69 2950.061),(70 2973.7825),(71 2985.1545),(72 3000.3682),(73 3063.8545),(74 3076.8423),(75 3095.47),(76 3059.5562),(77 3076.6624),(78 3087.6184),(79 3090.899),
(1 1180.9417),(2 1536.6239),(3 1695.9518),(4 1767.1586),(5 1833.9585),(6 1911.1267),(7 1947.5121),(8 1991.6724),(9 2062.3452),(10 2118.2378),(11 2118.4417),(12 2170.2253),(13 2190.0164),(14 2240.454),(15 2289.111),(16 2317.6558),(17 2362.6587),(18 2395.4321),(19 2433.2808),(20 2500.2263),(21 2480.4363),(22 2546.2207),(23 2542.5322),(24 2562.62),(25 2558.215),(26 2599.397),(27 2595.0752),(28 2639.1758),(29 2650.5688),(30 2649.5825),(31 2658.8032),(32 2662.1511),(33 2675.4607),(34 2679.1204),(35 2699.4326),(36 2682.002),(37 2682.3386),(38 2684.4282),(39 2689.999),(40 2695.9001),(41 2673.177),(42 2696.487),(43 2714.3738),(44 2715.9563),(45 2713.7573),(46 2677.0342),(47 2696.0322),(48 2730.5984),(49 2737.9768),(50 2750.302),(51 2758.7927),(52 2772.2542),(53 2804.2422),(54 2801.2822),(55 2828.5618),(56 2828.622),(57 2833.322),(58 2828.8052),(59 2829.0374),(60 2846.372),(61 2871.2188),(62 2916.9778),(63 2895.777),(64 2880.2808),(65 2883.8467),(66 2841.0166),(67 2840.1362),(68 2839.9858),(69 2827.5806),(70 2850.1233),(71 2843.6821),(72 2868.583),(73 2924.3782),(74 2925.2249),(75 2923.0156),(76 2963.084),(77 2961.0261),(78 2985.459),(79 3022.7512),
(1 1147.9424),(2 1479.478),(3 1605.5454),(4 1673.8783),(5 1715.6097),(6 1789.0697),(7 1820.1644),(8 1882.492),(9 1968.198),(10 2022.5804),(11 2029.9078),(12 2076.1428),(13 2118.9214),(14 2140.9607),(15 2205.7678),(16 2232.5095),(17 2280.6292),(18 2319.7517),(19 2336.761),(20 2373.8035),(21 2388.4429),(22 2407.8777),(23 2420.9092),(24 2468.8225),(25 2486.8538),(26 2513.8972),(27 2527.6118),(28 2549.3994),(29 2554.7036),(30 2579.2356),(31 2563.48),(32 2583.9575),(33 2581.479),(34 2567.0273),(35 2618.3772),(36 2570.3804),(37 2584.9197),(38 2574.224),(39 2598.3813),(40 2624.792),(41 2655.9558),(42 2606.3225),(43 2594.103),(44 2606.4302),(45 2611.9614),(46 2628.8826),(47 2634.1152),(48 2606.029),(49 2597.332),(50 2641.9238),(51 2621.6592),(52 2592.711),(53 2585.4033),(54 2587.0603),(55 2610.0173),(56 2640.9673),(57 2637.6074),(58 2639.1494),(59 2641.5542),(60 2660.6287),(61 2682.886),(62 2654.6174),(63 2665.9937),(64 2680.6826),(65 2708.132),(66 2719.9868),(67 2731.526),(68 2706.7144),(69 2696.1648),(70 2709.6135),(71 2699.3997),(72 2706.6428),(73 2746.2937),(74 2754.227),(75 2782.3025),(76 2751.7366),(77 2756.4324),(78 2793.088),(79 2833.49),
(1 1145.5996),(2 1487.6895),(3 1602.5883),(4 1685.2036),(5 1740.7175),(6 1805.8826),(7 1801.3605),(8 1874.8301),(9 1942.9912),(10 1943.8875),(11 1979.4585),(12 2035.0004),(13 2087.6316),(14 2112.9373),(15 2172.1145),(16 2205.125),(17 2250.8262),(18 2299.9048),(19 2318.1873),(20 2327.3333),(21 2350.7256),(22 2351.7764),(23 2369.6826),(24 2399.0913),(25 2380.8606),(26 2414.8364),(27 2418.9539),(28 2464.753),(29 2460.7458),(30 2497.3079),(31 2486.6372),(32 2521.9072),(33 2512.009),(34 2495.9321),(35 2512.898),(36 2514.2395),(37 2502.3823),(38 2517.5012),(39 2529.7773),(40 2564.0718),(41 2564.2893),(42 2542.9565),(43 2550.2942),(44 2554.9302),(45 2577.7554),(46 2548.7952),(47 2535.7139),(48 2544.9316),(49 2564.569),(50 2592.7034),(51 2634.4387),(52 2620.777),(53 2601.9312),(54 2602.35),(55 2591.638),(56 2629.3677),(57 2639.4607),(58 2645.875),(59 2604.052),(60 2588.34),(61 2614.8962),(62 2584.3015),(63 2608.4727),(64 2618.525),(65 2620.6064),(66 2638.7415),(67 2645.9153),(68 2644.5671),(69 2645.3137),(70 2634.53),(71 2628.1194),(72 2642.3),(73 2675.352),(74 2682.2317),(75 2705.2822),(76 2674.844),(77 2675.832),(78 2725.5596),(79 2702.3352),
(1 1084.7717),(2 1412.1343),(3 1531.2206),(4 1638.0847),(5 1684.4585),(6 1753.0106),(7 1774.5527),(8 1816.7501),(9 1853.0665),(10 1879.3557),(11 1936.8527),(12 1972.2158),(13 2036.4407),(14 2069.0078),(15 2125.7207),(16 2181.2878),(17 2235.8254),(18 2262.0984),(19 2263.3027),(20 2259.0833),(21 2300.9006),(22 2334.4902),(23 2344.1563),(24 2367.1196),(25 2353.6602),(26 2400.075),(27 2405.133),(28 2426.703),(29 2415.2744),(30 2409.5088),(31 2425.212),(32 2411.1929),(33 2420.387),(34 2398.5776),(35 2404.1033),(36 2413.1553),(37 2403.1584),(38 2418.4063),(39 2388.281),(40 2402.5325),(41 2392.2908),(42 2370.07),(43 2397.466),(44 2395.6104),(45 2412.8452),(46 2425.877),(47 2430.5688),(48 2421.0437),(49 2404.991),(50 2418.8137),(51 2432.3523),(52 2447.3174),(53 2501.1619),(54 2483.353),(55 2517.316),(56 2531.6995),(57 2518.8123),(58 2525.847),(59 2534.2441),(60 2524.2576),(61 2521.7192),(62 2519.885),(63 2554.9314),(64 2552.4866),(65 2572.9841),(66 2534.2908),(67 2554.8994),(68 2566.6772),(69 2593.1536),(70 2551.5042),(71 2556.8245),(72 2564.1946),(73 2574.6443),(74 2588.026),(75 2548.936),(76 2558.3953),(77 2539.9934),(78 2596.9077),(79 2566.3545),
(1 1062.0901),(2 1383.4089),(3 1478.3508),(4 1582.0618),(5 1614.8348),(6 1653.2473),(7 1685.7247),(8 1753.3047),(9 1775.2227),(10 1814.0404),(11 1894.712),(12 1908.2798),(13 1945.7911),(14 1971.3225),(15 2021.9175),(16 2047.1478),(17 2099.4744),(18 2118.9705),(19 2161.4866),(20 2174.5095),(21 2194.2908),(22 2243.0596),(23 2289.1392),(24 2322.9788),(25 2312.3008),(26 2319.8835),(27 2362.684),(28 2356.369),(29 2329.2983),(30 2325.2441),(31 2304.5603),(32 2309.1663),(33 2296.0464),(34 2284.2195),(35 2275.9338),(36 2295.422),(37 2300.9165),(38 2286.155),(39 2303.49),(40 2311.0388),(41 2335.8052),(42 2336.2952),(43 2335.2385),(44 2325.994),(45 2318.4094),(46 2317.4214),(47 2316.4333),(48 2327.836),(49 2331.189),(50 2339.7043),(51 2326.6375),(52 2321.4768),(53 2357.355),(54 2344.8555),(55 2365.658),(56 2403.454),(57 2387.0156),(58 2381.2493),(59 2411.69),(60 2402.366),(61 2424.9978),(62 2412.2559),(63 2423.241),(64 2423.845),(65 2433.6138),(66 2448.4504),(67 2453.6816),(68 2423.0432),(69 2418.3135),(70 2412.2932),(71 2403.1008),(72 2422.2073),(73 2449.0054),(74 2461.037),(75 2453.7983),(76 2462.4138),(77 2475.1758),(78 2498.8125),(79 2489.1208),
(1 1085.1487),(2 1375.757),(3 1479.7412),(4 1561.0249),(5 1618.4209),(6 1674.1986),(7 1689.3793),(8 1750.3142),(9 1805.431),(10 1805.3546),(11 1872.8073),(12 1880.2258),(13 1938.1293),(14 1990.6678),(15 2023.1975),(16 2055.5298),(17 2086.8093),(18 2104.7793),(19 2134.706),(20 2139.54),(21 2189.2383),(22 2192.3105),(23 2231.0854),(24 2241.1409),(25 2230.0278),(26 2244.4456),(27 2266.9207),(28 2281.7036),(29 2276.0808),(30 2253.4617),(31 2249.6228),(32 2242.565),(33 2261.1929),(34 2209.0164),(35 2228.6194),(36 2230.554),(37 2247.2996),(38 2235.6284),(39 2260.8118),(40 2268.8284),(41 2250.3723),(42 2246.3584),(43 2256.4014),(44 2281.754),(45 2284.8188),(46 2269.7058),(47 2298.3486),(48 2323.4766),(49 2325.8914),(50 2338.2378),(51 2316.1208),(52 2326.3616),(53 2360.3765),(54 2374.3413),(55 2378.9526),(56 2383.6025),(57 2374.1333),(58 2363.6035),(59 2353.3972),(60 2363.1296),(61 2374.4097),(62 2355.0222),(63 2342.1848),(64 2335.4502),(65 2327.3782),(66 2324.7517),(67 2369.3647),(68 2382.3381),(69 2374.354),(70 2364.0654),(71 2332.9978),(72 2342.0872),(73 2373.1777),(74 2374.3706),(75 2368.0542),(76 2353.0479),(77 2393.1865),(78 2405.9165),(79 2397.5369),
(1 1040.1257),(2 1344.6095),(3 1436.678),(4 1536.8729),(5 1590.5365),(6 1612.3894),(7 1637.1501),(8 1707.5013),(9 1757.609),(10 1798.7115),(11 1828.5868),(12 1899.5818),(13 1925.8129),(14 1942.721),(15 1989.2428),(16 2013.7124),(17 2033.738),(18 2045.7096),(19 2071.952),(20 2082.617),(21 2127.115),(22 2114.3936),(23 2155.5388),(24 2185.4468),(25 2196.7793),(26 2225.777),(27 2237.339),(28 2269.6677),(29 2279.0693),(30 2274.634),(31 2300.4207),(32 2304.1018),(33 2271.1985),(34 2272.8743),(35 2267.2957),(36 2251.8389),(37 2264.5981),(38 2254.569),(39 2263.235),(40 2295.9128),(41 2270.3452),(42 2267.8816),(43 2292.6072),(44 2304.801),(45 2306.8894),(46 2305.258),(47 2311.2214),(48 2322.7478),(49 2316.3113),(50 2356.6548),(51 2349.6848),(52 2334.761),(53 2333.5173),(54 2362.4978),(55 2340.1409),(56 2359.5718),(57 2336.9321),(58 2351.8352),(59 2345.7837),(60 2348.7075),(61 2391.8843),(62 2376.4282),(63 2362.961),(64 2377.414),(65 2420.5564),(66 2408.7197),(67 2428.12),(68 2408.2827),(69 2412.822),(70 2412.1094),(71 2408.1836),(72 2380.0647),(73 2379.0984),(74 2381.8162),(75 2392.5112),(76 2367.1204),(77 2385.0889),(78 2403.213),(79 2382.539),
(1 1040.4706),(2 1327.1588),(3 1435.2428),(4 1524.5321),(5 1595.652),(6 1645.0294),(7 1681.083),(8 1734.3849),(9 1803.3827),(10 1811.5044),(11 1826.9238),(12 1875.4064),(13 1928.4357),(14 1919.3552),(15 1956.6044),(16 1976.2306),(17 1990.1625),(18 2033.4465),(19 2043.5145),(20 2070.7017),(21 2105.7612),(22 2099.7825),(23 2139.9688),(24 2128.9656),(25 2186.0898),(26 2195.1665),(27 2211.4756),(28 2227.6235),(29 2239.8994),(30 2239.4197),(31 2233.7205),(32 2260.996),(33 2233.0762),(34 2201.2944),(35 2212.4321),(36 2219.7576),(37 2221.3818),(38 2236.6143),(39 2250.129),(40 2272.7021),(41 2251.2607),(42 2251.6042),(43 2272.0342),(44 2283.1987),(45 2298.3691),(46 2293.325),(47 2307.2097),(48 2279.5579),(49 2276.7458),(50 2313.7637),(51 2338.8835),(52 2311.7275),(53 2311.6697),(54 2325.2725),(55 2323.0007),(56 2321.7222),(57 2340.532),(58 2317.2688),(59 2330.0664),(60 2345.781),(61 2372.6948),(62 2391.843),(63 2378.9604),(64 2382.111),(65 2406.6978),(66 2430.5112),(67 2427.3394),(68 2403.6885),(69 2421.127),(70 2408.8127),(71 2403.9983),(72 2402.165),(73 2422.8613),(74 2407.0732),(75 2413.3125),(76 2386.842),(77 2382.7905),(78 2405.9834),(79 2367.392),
(1 1006.99664),(2 1279.9559),(3 1391.3511),(4 1500.2004),(5 1520.2446),(6 1572.0262),(7 1597.8903),(8 1660.8755),(9 1713.8052),(10 1705.7711),(11 1755.8895),(12 1795.1389),(13 1811.0526),(14 1837.337),(15 1878.7491),(16 1884.0791),(17 1932.6517),(18 1982.5402),(19 2002.0575),(20 2029.6482),(21 2065.543),(22 2077.4001),(23 2068.364),(24 2079.3042),(25 2097.71),(26 2109.7825),(27 2115.7905),(28 2142.402),(29 2120.006),(30 2125.4717),(31 2128.3547),(32 2137.0034),(33 2145.5063),(34 2114.234),(35 2117.1775),(36 2120.9724),(37 2131.8162),(38 2135.8184),(39 2134.1543),(40 2132.3423),(41 2096.9812),(42 2089.7742),(43 2082.9124),(44 2106.9617),(45 2108.5002),(46 2124.0068),(47 2160.9854),(48 2182.0225),(49 2170.5662),(50 2209.1055),(51 2212.4187),(52 2177.2532),(53 2204.4043),(54 2185.8242),(55 2194.6694),(56 2223.407),(57 2230.6582),(58 2281.3567),(59 2255.203),(60 2266.27),(61 2274.5222),(62 2272.321),(63 2281.5786),(64 2308.7122),(65 2305.228),(66 2311.9238),(67 2324.8945),(68 2298.157),(69 2310.66),(70 2313.8643),(71 2299.0378),(72 2284.268),(73 2272.2349),(74 2234.2175),(75 2274.5803),(76 2271.5498),(77 2284.8738),(78 2346.7754),(79 2307.703),
(1 1015.80237),(2 1293.8394),(3 1411.563),(4 1512.4398),(5 1538.0946),(6 1608.6844),(7 1666.7606),(8 1709.7384),(9 1747.7717),(10 1759.3877),(11 1797.9574),(12 1837.4119),(13 1887.5096),(14 1890.3809),(15 1929.1135),(16 1954.9048),(17 1962.21),(18 1984.9241),(19 2011.5802),(20 2016.8359),(21 2044.3641),(22 2060.5125),(23 2048.459),(24 2059.572),(25 2066.489),(26 2095.2925),(27 2126.1414),(28 2130.0383),(29 2123.6064),(30 2149.1597),(31 2132.9983),(32 2117.3586),(33 2108.0957),(34 2106.3594),(35 2102.1443),(36 2099.574),(37 2114.775),(38 2126.126),(39 2116.9136),(40 2088.3884),(41 2109.804),(42 2140.903),(43 2136.3613),(44 2122.5115),(45 2133.4788),(46 2141.947),(47 2135.6973),(48 2132.819),(49 2134.7605),(50 2154.8877),(51 2153.0637),(52 2161.938),(53 2158.0999),(54 2172.806),(55 2161.1516),(56 2160.4475),(57 2176.011),(58 2190.805),(59 2218.8452),(60 2251.3794),(61 2283.1453),(62 2295.9421),(63 2281.5),(64 2286.2695),(65 2316.781),(66 2320.887),(67 2328.9658),(68 2320.5264),(69 2357.0515),(70 2331.5244),(71 2344.7651),(72 2351.2266),(73 2339.0576),(74 2321.2632),(75 2346.5916),(76 2380.9219),(77 2361.7036),(78 2358.8838),(79 2328.9124),
(1 973.47644),(2 1218.0637),(3 1308.1416),(4 1404.1058),(5 1461.4011),(6 1534.5107),(7 1576.3517),(8 1589.0726),(9 1646.389),(10 1669.364),(11 1686.4777),(12 1718.9297),(13 1752.2002),(14 1756.8218),(15 1803.6958),(16 1821.5612),(17 1827.1628),(18 1863.6808),(19 1901.1884),(20 1914.1147),(21 1943.5945),(22 1952.2084),(23 1966.2087),(24 1983.4741),(25 1985.1837),(26 2024.859),(27 2033.8202),(28 2067.29),(29 2079.6704),(30 2066.3604),(31 2069.4587),(32 2082.5085),(33 2047.4343),(34 2068.506),(35 2083.5376),(36 2075.4214),(37 2078.4182),(38 2077.9875),(39 2070.813),(40 2066.689),(41 2082.7368),(42 2075.5342),(43 2057.162),(44 2046.2991),(45 2046.885),(46 2069.8352),(47 2037.64),(48 2060.723),(49 2077.8306),(50 2072.4524),(51 2087.5762),(52 2099.0254),(53 2147.7996),(54 2168.85),(55 2142.9397),(56 2137.6072),(57 2155.4282),(58 2164.2478),(59 2184.754),(60 2191.88),(61 2209.48),(62 2234.0332),(63 2248.1714),(64 2255.4993),(65 2249.4946),(66 2233.3215),(67 2245.6582),(68 2240.2603),(69 2228.6555),(70 2222.2131),(71 2206.5022),(72 2219.2593),(73 2241.522),(74 2231.6587),(75 2224.0955),(76 2217.5974),(77 2201.421),(78 2199.7068),(79 2178.2458),
(1 964.10974),(2 1226.2439),(3 1356.125),(4 1436.3217),(5 1487.6901),(6 1542.3142),(7 1577.7595),(8 1625.5454),(9 1662.0012),(10 1691.5433),(11 1694.6011),(12 1734.656),(13 1771.7257),(14 1811.2216),(15 1847.0688),(16 1841.8619),(17 1874.7686),(18 1917.1323),(19 1935.4027),(20 1951.476),(21 1979.4602),(22 2024.4728),(23 2031.3962),(24 2047.2941),(25 2053.114),(26 2056.702),(27 2096.8975),(28 2107.4805),(29 2121.5293),(30 2134.3354),(31 2148.2993),(32 2131.9636),(33 2119.6152),(34 2103.4878),(35 2108.1316),(36 2068.862),(37 2094.9458),(38 2070.5078),(39 2094.8933),(40 2116.2065),(41 2118.3538),(42 2103.728),(43 2142.7058),(44 2127.3423),(45 2124.8733),(46 2129.3022),(47 2156.38),(48 2143.0127),(49 2164.4592),(50 2152.979),(51 2164.356),(52 2150.9524),(53 2183.9363),(54 2193.6018),(55 2188.8484),(56 2207.0596),(57 2225.8325),(58 2254.5068),(59 2274.7495),(60 2261.1829),(61 2294.3574),(62 2299.8567),(63 2315.3674),(64 2296.9978),(65 2304.7146),(66 2276.741),(67 2287.8486),(68 2272.8035),(69 2242.853),(70 2239.798),(71 2242.487),(72 2260.0435),(73 2258.645),(74 2233.5354),(75 2239.9187),(76 2266.4253),(77 2248.0154),(78 2235.7212),(79 2193.7146),
