1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 69360.586),(2 183050.13),(3 336733.1),(4 568450.1),(5 776164.56),(6 973994.75),(7 1218872),(8 1433168.1),(9 1656191),(10 1944122.1),(11 2246288),(12 2522368),(13 2880055),(14 3240451),(15 3591594.8),(16 4011318.8),(17 4463330),(18 4918512),(19 5461522.5),(20 6052061.5),(21 6587930),(22 7166138.5),(23 7777201.5),(24 8342812.5),(25 8941915),(26 9578561),(27 10152395),(28 10998541),(29 11889043),(30 12665373),(31 13547091),(32 14424483),(33 15212440),(34 16050939),(35 16938930),(36 17839150),(37 18800458),(38 19872738),(39 20917418),(40 22074658),(41 23370066),(42 24595534),(43 25954824),(44 27271248),(45 28529976),(46 29987974),(47 31701688),(48 33368594),(49 35082124),(50 36885596),(51 38636196),(52 40444668),(53 42468292),(54 44388220),(55 46441820),(56 48790452),(57 51012336),(58 53306656),(59 55515884),(60 57597696),(61 59575810),(62 61499932),(63 63055628),(64 64721828),(65 66414332),(66 67814500),(67 69262550),(68 70720260),(69 71845840),(70 72942330),(71 74090296),(72 74931910),(73 75912930),(74 76810296),(75 77452370),(76 78176610),(77 78968260),(78 79519230),(79 80195610),
(1 131.52475),(2 158.44084),(3 174.88016),(4 186.72723),(5 196.65355),(6 204.85129),(7 210.64708),(8 214.5736),(9 222.32889),(10 228.83292),(11 229.85211),(12 234.43457),(13 241.83696),(14 242.72404),(15 244.95207),(16 246.85535),(17 250.09119),(18 255.5441),(19 258.64792),(20 260.6577),(21 260.3067),(22 259.9714),(23 266.82782),(24 267.77267),(25 265.60513),(26 266.2192),(27 268.09808),(28 263.3294),(29 264.80792),(30 263.00476),(31 264.25003),(32 261.74307),(33 262.1486),(34 261.32303),(35 259.6726),(36 259.14185),(37 262.31998),(38 263.2753),(39 265.1748),(40 270.12488),(41 270.17728),(42 273.142),(43 277.4256),(44 277.24332),(45 277.90814),(46 279.94385),(47 280.2164),(48 280.94278),(49 281.51614),(50 285.41568),(51 289.01694),(52 290.0571),(53 293.31335),(54 292.00937),(55 294.12955),(56 297.74564),(57 296.25668),(58 298.6682),(59 298.68872),(60 297.3902),(61 296.24432),(62 299.46716),(63 294.41354),(64 294.92053),(65 294.77005),(66 291.9281),(67 290.36197),(68 289.23373),(69 288.64844),(70 285.16904),(71 283.03528),(72 283.6227),(73 289.96844),(74 289.758),(75 289.15262),(76 287.1172),(77 292.8756),(78 293.54718),(79 292.18747),
(1 129.24832),(2 155.77458),(3 175.16371),(4 187.13107),(5 196.12955),(6 205.76067),(7 212.36577),(8 215.11559),(9 220.03816),(10 226.07751),(11 226.6495),(12 228.79143),(13 236.05365),(14 239.51196),(15 240.91837),(16 244.3626),(17 246.06833),(18 250.22197),(19 250.47504),(20 253.31355),(21 253.50696),(22 256.2481),(23 257.6074),(24 258.18362),(25 261.4614),(26 261.08484),(27 262.34982),(28 262.41095),(29 262.65686),(30 264.1197),(31 262.16705),(32 265.12366),(33 264.31848),(34 264.9613),(35 264.34448),(36 264.37555),(37 263.94437),(38 265.0414),(39 266.4895),(40 266.11737),(41 269.4816),(42 269.35315),(43 270.5958),(44 269.4428),(45 268.54935),(46 267.97787),(47 268.73843),(48 269.94223),(49 267.3102),(50 270.5335),(51 273.10306),(52 271.8301),(53 272.18268),(54 274.8905),(55 276.9077),(56 277.62814),(57 277.77594),(58 278.62628),(59 279.41217),(60 280.88492),(61 282.25467),(62 280.56888),(63 278.22028),(64 277.98956),(65 278.6515),(66 280.7718),(67 280.5613),(68 279.2204),(69 281.344),(70 276.9522),(71 277.99414),(72 278.02643),(73 277.98935),(74 278.4589),(75 277.30606),(76 278.47183),(77 278.40854),(78 278.51254),(79 278.1127),
(1 125.98443),(2 150.49869),(3 164.24292),(4 175.49704),(5 185.7663),(6 195.75519),(7 200.38399),(8 205.30453),(9 210.85878),(10 215.42406),(11 217.61761),(12 223.40973),(13 222.87225),(14 228.29544),(15 231.45071),(16 235.51234),(17 240.36227),(18 244.052),(19 242.91225),(20 246.13063),(21 247.89232),(22 247.62103),(23 247.33864),(24 247.87782),(25 251.85286),(26 250.03145),(27 249.69318),(28 255.0157),(29 254.59285),(30 253.52455),(31 254.6687),(32 254.812),(33 255.66644),(34 253.29343),(35 248.6932),(36 250.5084),(37 252.40541),(38 249.7268),(39 249.4475),(40 248.11604),(41 248.30342),(42 251.3879),(43 258.21475),(44 257.58105),(45 257.17896),(46 258.89236),(47 258.8741),(48 257.57172),(49 256.6335),(50 259.0589),(51 258.66815),(52 261.42722),(53 263.3692),(54 264.177),(55 265.0588),(56 266.40372),(57 269.00867),(58 269.75137),(59 270.76666),(60 270.7669),(61 271.32684),(62 271.3355),(63 269.41037),(64 267.66745),(65 268.04456),(66 267.51123),(67 266.9436),(68 266.48697),(69 266.9031),(70 265.64383),(71 267.1354),(72 266.8233),(73 268.5506),(74 270.24292),(75 270.02026),(76 271.95435),(77 271.71164),(78 273.51047),(79 272.98776),
(1 128.02846),(2 153.46776),(3 172.86055),(4 183.12663),(5 192.84435),(6 198.13148),(7 203.28375),(8 205.95203),(9 210.7491),(10 218.45479),(11 220.14252),(12 223.19518),(13 226.03171),(14 229.74213),(15 230.12663),(16 234.29301),(17 236.86743),(18 237.48535),(19 242.61604),(20 246.57889),(21 246.35097),(22 245.377),(23 244.67255),(24 249.96144),(25 248.82544),(26 248.64241),(27 247.27025),(28 248.22621),(29 250.70576),(30 251.61736),(31 250.16968),(32 248.29755),(33 249.96632),(34 249.24887),(35 249.63129),(36 248.7903),(37 248.96974),(38 249.4899),(39 251.74785),(40 251.87424),(41 255.11896),(42 258.1977),(43 263.0252),(44 262.18777),(45 263.9233),(46 266.62476),(47 269.04962),(48 270.59753),(49 269.7015),(50 273.50354),(51 276.23157),(52 279.28906),(53 279.2914),(54 281.96454),(55 282.83185),(56 285.43228),(57 290.1356),(58 294.0758),(59 295.1347),(60 298.3757),(61 296.38947),(62 295.87817),(63 295.108),(64 295.27466),(65 294.1754),(66 291.09955),(67 289.30496),(68 292.33258),(69 293.15018),(70 292.656),(71 290.92798),(72 291.11295),(73 290.5313),(74 291.8956),(75 293.33624),(76 295.76447),(77 294.7076),(78 294.05707),(79 295.30432),
(1 124.60059),(2 149.61345),(3 165.88995),(4 177.15266),(5 183.78668),(6 191.34001),(7 196.34232),(8 199.31659),(9 205.07462),(10 209.52652),(11 212.65323),(12 215.89607),(13 221.83336),(14 224.08871),(15 225.32358),(16 227.18832),(17 231.53905),(18 232.14734),(19 233.81134),(20 235.61934),(21 238.92601),(22 236.25931),(23 236.90514),(24 238.02405),(25 240.34518),(26 241.33438),(27 242.05281),(28 243.55537),(29 245.31543),(30 244.52412),(31 245.39743),(32 244.00594),(33 244.12202),(34 246.25293),(35 245.71979),(36 243.69006),(37 242.76695),(38 245.83183),(39 247.72159),(40 247.8663),(41 250.9918),(42 254.10855),(43 254.42343),(44 255.96635),(45 258.70282),(46 257.37173),(47 259.02286),(48 257.51624),(49 258.7838),(50 260.0675),(51 264.92535),(52 264.478),(53 265.46213),(54 267.47253),(55 269.83734),(56 271.77612),(57 274.886),(58 277.33475),(59 276.53296),(60 282.19592),(61 284.40958),(62 285.1038),(63 286.33316),(64 285.55008),(65 283.10883),(66 282.49182),(67 285.49164),(68 285.3659),(69 285.59195),(70 285.81647),(71 284.17975),(72 280.59656),(73 284.8206),(74 285.79797),(75 288.7898),(76 288.8695),(77 286.82877),(78 286.87296),(79 283.24393),
(1 123.37387),(2 149.20206),(3 162.52293),(4 174.78073),(5 186.40913),(6 195.01364),(7 201.31995),(8 206.27644),(9 211.3756),(10 216.81624),(11 218.76453),(12 222.8706),(13 224.78816),(14 227.95825),(15 229.17111),(16 231.69115),(17 230.4997),(18 233.55405),(19 235.50665),(20 238.37437),(21 238.26761),(22 236.9688),(23 240.02075),(24 243.77094),(25 244.12282),(26 245.38495),(27 243.3616),(28 242.29684),(29 241.5232),(30 242.85811),(31 242.34668),(32 244.344),(33 241.18428),(34 243.92462),(35 244.77142),(36 246.80724),(37 246.40843),(38 248.50261),(39 251.97093),(40 251.58296),(41 254.6361),(42 253.88713),(43 257.39792),(44 259.0651),(45 258.87347),(46 262.65964),(47 262.85135),(48 265.27628),(49 269.0312),(50 269.45276),(51 268.8933),(52 272.0183),(53 273.70688),(54 273.1342),(55 274.67923),(56 277.64896),(57 277.04156),(58 280.56168),(59 280.9974),(60 279.50482),(61 282.96564),(62 282.67184),(63 281.03232),(64 277.64587),(65 280.79178),(66 277.19394),(67 276.1886),(68 275.28967),(69 274.39493),(70 274.61746),(71 272.48193),(72 272.48563),(73 277.33453),(74 277.18213),(75 277.09692),(76 274.46786),(77 273.57498),(78 272.74133),(79 273.9327),
(1 123.41658),(2 149.61726),(3 162.35551),(4 174.10735),(5 181.20184),(6 188.46497),(7 194.99701),(8 198.88135),(9 202.71317),(10 207.65839),(11 209.6093),(12 211.24751),(13 218.52502),(14 224.19084),(15 226.63678),(16 225.34583),(17 229.19919),(18 228.9758),(19 228.93478),(20 232.86713),(21 232.0292),(22 235.1215),(23 238.41019),(24 238.32497),(25 237.4944),(26 238.17157),(27 237.28162),(28 237.95801),(29 239.27238),(30 235.83977),(31 237.37634),(32 235.42763),(33 233.50105),(34 235.27928),(35 232.01535),(36 232.24736),(37 233.90166),(38 233.27727),(39 232.48177),(40 233.3467),(41 233.75937),(42 231.62198),(43 234.15874),(44 240.5226),(45 239.84447),(46 242.47646),(47 245.29832),(48 249.46016),(49 250.7503),(50 252.55171),(51 255.6193),(52 258.3672),(53 259.76083),(54 260.08054),(55 262.15314),(56 261.9602),(57 264.13766),(58 264.0854),(59 264.41336),(60 265.406),(61 265.69363),(62 265.40317),(63 263.90115),(64 264.05368),(65 266.22696),(66 263.479),(67 264.6977),(68 265.4862),(69 266.1807),(70 263.9104),(71 266.06433),(72 266.16327),(73 268.68686),(74 266.30185),(75 266.77643),(76 268.2128),(77 268.2339),(78 265.95245),(79 268.05927),
(1 120.21224),(2 146.66191),(3 161.37622),(4 173.32336),(5 181.8075),(6 188.09566),(7 195.49336),(8 198.69447),(9 203.42522),(10 209.1392),(11 211.49797),(12 213.27243),(13 217.61642),(14 221.10158),(15 222.78667),(16 227.2066),(17 228.08858),(18 231.32191),(19 230.50294),(20 233.89014),(21 234.70152),(22 233.66785),(23 232.7795),(24 236.86256),(25 234.47769),(26 235.69742),(27 234.97484),(28 237.63933),(29 237.66988),(30 237.98041),(31 239.43916),(32 237.65369),(33 238.76933),(34 241.39899),(35 241.72635),(36 242.58694),(37 244.24132),(38 243.57065),(39 243.94473),(40 245.20224),(41 247.95337),(42 247.79291),(43 251.01135),(44 251.93616),(45 252.54153),(46 255.94296),(47 255.0763),(48 255.4484),(49 254.47914),(50 255.99083),(51 258.6671),(52 256.67352),(53 255.1132),(54 254.81104),(55 256.40158),(56 258.8279),(57 259.56625),(58 258.90198),(59 261.6163),(60 263.1398),(61 265.50342),(62 266.5478),(63 266.83344),(64 266.1553),(65 267.79547),(66 267.1671),(67 267.2717),(68 268.6404),(69 271.50024),(70 273.77478),(71 274.26895),(72 275.73682),(73 277.4005),(74 278.08478),(75 280.5038),(76 280.2111),(77 280.68167),(78 281.05096),(79 278.18927),
(1 116.76509),(2 142.19397),(3 156.58115),(4 169.9256),(5 176.76091),(6 185.3465),(7 192.48232),(8 195.38725),(9 200.28043),(10 205.24423),(11 208.67326),(12 211.89502),(13 218.7218),(14 220.07715),(15 223.8657),(16 227.85623),(17 228.64424),(18 229.41284),(19 230.97978),(20 233.16776),(21 232.08511),(22 230.53294),(23 231.43692),(24 230.8843),(25 229.72688),(26 230.10608),(27 232.94626),(28 235.65868),(29 235.61429),(30 235.98642),(31 234.25105),(32 232.90338),(33 236.43056),(34 234.90797),(35 233.42953),(36 234.85548),(37 236.88893),(38 235.40083),(39 235.84253),(40 239.20195),(41 241.53285),(42 245.14671),(43 247.02174),(44 247.19185),(45 250.63586),(46 251.94746),(47 252.89325),(48 254.74286),(49 254.32845),(50 255.76166),(51 259.04605),(52 262.74747),(53 263.52856),(54 266.69785),(55 266.91605),(56 265.84134),(57 270.08392),(58 268.33487),(59 272.39838),(60 273.4628),(61 273.3242),(62 272.3922),(63 274.04007),(64 272.68692),(65 270.12225),(66 271.3374),(67 267.29947),(68 265.97195),(69 268.39575),(70 268.78943),(71 268.4095),(72 270.5946),(73 275.28384),(74 271.4371),(75 275.13358),(76 275.35553),(77 277.12878),(78 276.0683),(79 275.9869),
(1 116.13887),(2 140.05644),(3 155.34467),(4 167.83395),(5 175.15195),(6 182.19925),(7 185.9984),(8 192.26694),(9 197.63597),(10 202.26367),(11 204.87798),(12 210.52182),(13 214.04811),(14 216.00519),(15 218.90749),(16 218.54642),(17 222.01926),(18 225.0552),(19 227.13655),(20 228.09273),(21 226.54724),(22 224.92609),(23 226.01385),(24 225.38461),(25 226.84421),(26 225.2203),(27 226.84894),(28 229.97713),(29 228.76901),(30 227.15787),(31 226.94171),(32 226.41705),(33 227.80194),(34 226.69757),(35 229.13914),(36 230.20589),(37 227.67769),(38 227.63927),(39 228.15378),(40 229.0301),(41 233.03256),(42 233.6531),(43 235.35652),(44 234.49654),(45 235.85884),(46 239.96825),(47 241.06235),(48 244.18658),(49 246.70262),(50 247.00395),(51 248.35957),(52 252.99104),(53 255.63474),(54 257.7826),(55 258.44806),(56 258.67044),(57 260.94815),(58 261.88074),(59 262.48663),(60 265.6987),(61 266.04926),(62 265.9474),(63 265.06625),(64 266.0366),(65 265.44064),(66 266.57877),(67 265.89514),(68 264.6729),(69 265.64844),(70 264.8261),(71 265.51926),(72 265.2466),(73 264.78214),(74 263.54553),(75 264.97488),(76 264.02142),(77 266.2857),(78 265.23386),(79 263.8296),
(1 116.7291),(2 141.7346),(3 157.1736),(4 167.48381),(5 173.62852),(6 179.45667),(7 184.38452),(8 187.95868),(9 192.18309),(10 197.21283),(11 202.35599),(12 206.05814),(13 209.01709),(14 211.05872),(15 212.79881),(16 212.93324),(17 215.91913),(18 217.94473),(19 220.00699),(20 219.96355),(21 221.52516),(22 223.24344),(23 222.49438),(24 224.80888),(25 226.33997),(26 224.44434),(27 225.23637),(28 228.08913),(29 227.54001),(30 225.8917),(31 227.29437),(32 226.20558),(33 226.82664),(34 227.2652),(35 226.80412),(36 226.15117),(37 227.73259),(38 227.95166),(39 227.66325),(40 227.25803),(41 227.94743),(42 227.93794),(43 232.85178),(44 232.86156),(45 231.15236),(46 230.14388),(47 231.57126),(48 233.59004),(49 237.1611),(50 237.52484),(51 238.45854),(52 241.10402),(53 240.88837),(54 240.95749),(55 243.65836),(56 245.4924),(57 247.34999),(58 249.0442),(59 252.2696),(60 250.50243),(61 252.76671),(62 252.91205),(63 254.50377),(64 252.89786),(65 251.6048),(66 250.08557),(67 250.28943),(68 250.47594),(69 248.38823),(70 247.98827),(71 248.0707),(72 248.14513),(73 249.13179),(74 250.40149),(75 250.66019),(76 248.92017),(77 246.61696),(78 252.6186),(79 250.80249),
(1 114.7269),(2 139.37395),(3 154.72983),(4 163.2512),(5 172.05635),(6 177.61717),(7 183.39299),(8 187.82368),(9 191.98224),(10 197.02106),(11 200.41031),(12 203.39102),(13 206.45264),(14 209.26164),(15 210.44026),(16 210.42769),(17 212.64702),(18 213.8672),(19 216.2663),(20 219.8422),(21 217.64316),(22 218.26068),(23 219.03406),(24 219.76152),(25 218.41911),(26 219.63017),(27 222.83809),(28 223.63689),(29 221.02298),(30 220.58334),(31 219.6183),(32 221.49373),(33 220.41496),(34 220.98332),(35 223.26695),(36 222.51068),(37 222.31398),(38 222.61427),(39 225.19353),(40 225.47835),(41 226.4312),(42 227.08632),(43 229.79729),(44 231.58162),(45 233.44946),(46 230.26077),(47 233.74818),(48 236.88661),(49 236.37958),(50 236.5427),(51 238.2184),(52 239.76102),(53 238.12637),(54 241.63467),(55 243.19055),(56 245.9575),(57 247.57404),(58 247.47028),(59 249.09387),(60 249.81046),(61 250.23558),(62 249.01329),(63 247.14616),(64 245.02333),(65 244.42795),(66 242.6405),(67 242.86095),(68 242.51735),(69 244.71535),(70 247.21059),(71 245.34532),(72 244.87509),(73 247.9494),(74 248.14676),(75 252.68007),(76 252.63608),(77 252.89813),(78 255.80165),(79 254.12364),
(1 110.1293),(2 132.8269),(3 148.92606),(4 158.49623),(5 166.43677),(6 172.01816),(7 176.35104),(8 180.2714),(9 184.6357),(10 187.27856),(11 190.57909),(12 192.97427),(13 197.80562),(14 202.38652),(15 206.33128),(16 207.89452),(17 208.03711),(18 209.7995),(19 208.24226),(20 210.72986),(21 211.74838),(22 211.0135),(23 212.41832),(24 212.8008),(25 211.1873),(26 213.66068),(27 212.90701),(28 213.08629),(29 214.3385),(30 215.05713),(31 213.87267),(32 211.8017),(33 212.33345),(34 211.21423),(35 211.30109),(36 209.22919),(37 211.61115),(38 210.80954),(39 212.20943),(40 213.92264),(41 216.27332),(42 215.70387),(43 219.90524),(44 220.40282),(45 224.10161),(46 223.50143),(47 224.16508),(48 225.52213),(49 228.81836),(50 227.78471),(51 231.6626),(52 230.88802),(53 235.10529),(54 236.74054),(55 237.86122),(56 239.67601),(57 241.31456),(58 244.21432),(59 244.72893),(60 248.24164),(61 251.00452),(62 249.29042),(63 249.00507),(64 249.76761),(65 250.65149),(66 251.90527),(67 249.70764),(68 248.90324),(69 249.33669),(70 251.58095),(71 251.45566),(72 249.36061),(73 252.92816),(74 254.11153),(75 254.3435),(76 256.84222),(77 257.07602),(78 260.59778),(79 257.9558),
(1 112.473885),(2 136.18913),(3 150.74252),(4 159.36914),(5 168.44766),(6 174.28867),(7 179.14136),(8 182.71895),(9 189.37276),(10 192.93913),(11 197.30382),(12 198.53114),(13 202.38132),(14 207.87987),(15 209.40034),(16 209.99525),(17 212.36856),(18 214.71924),(19 216.73009),(20 218.09286),(21 218.86969),(22 218.8276),(23 219.13443),(24 219.13235),(25 218.56258),(26 220.33887),(27 219.201),(28 220.63727),(29 220.55151),(30 221.21379),(31 220.8769),(32 219.31874),(33 219.77155),(34 219.16133),(35 218.2962),(36 218.30452),(37 220.78453),(38 218.86552),(39 219.97882),(40 221.35278),(41 220.9848),(42 223.704),(43 228.6836),(44 226.25212),(45 229.27641),(46 229.90234),(47 229.82584),(48 229.84837),(49 230.68353),(50 230.48953),(51 232.85793),(52 234.8986),(53 238.27277),(54 239.16188),(55 239.59679),(56 242.15228),(57 243.94952),(58 245.57397),(59 246.25523),(60 248.20108),(61 249.44394),(62 249.44565),(63 249.32037),(64 246.99673),(65 245.89134),(66 247.40002),(67 248.02457),(68 247.21648),(69 246.14363),(70 244.9196),(71 245.65492),(72 244.86449),(73 249.9318),(74 249.53444),(75 250.58229),(76 248.02002),(77 247.82124),(78 245.71918),(79 246.3563),
(1 110.68724),(2 133.74214),(3 145.01436),(4 153.44873),(5 163.22469),(6 168.00967),(7 175.30377),(8 179.8573),(9 184.33615),(10 188.38144),(11 190.99475),(12 193.01688),(13 193.68336),(14 199.68823),(15 197.54552),(16 200.36952),(17 202.84218),(18 206.14606),(19 207.66348),(20 210.41891),(21 208.34749),(22 210.8025),(23 209.51477),(24 210.12825),(25 212.6642),(26 213.1964),(27 213.45683),(28 212.01881),(29 211.42946),(30 210.96423),(31 211.8465),(32 213.30527),(33 213.89113),(34 215.184),(35 216.10158),(36 216.90912),(37 216.1942),(38 217.44264),(39 217.59262),(40 217.90836),(41 219.66925),(42 220.73021),(43 222.11763),(44 223.93396),(45 225.00261),(46 226.95384),(47 227.0938),(48 228.96947),(49 228.98045),(50 228.88919),(51 229.76007),(52 230.86923),(53 231.58136),(54 234.47809),(55 236.30061),(56 232.61981),(57 236.75833),(58 236.95207),(59 236.20482),(60 238.46521),(61 237.78685),(62 236.86232),(63 238.95073),(64 237.10054),(65 237.89879),(66 237.57977),(67 242.00371),(68 242.62799),(69 242.45825),(70 243.30276),(71 242.9204),(72 244.53302),(73 246.1103),(74 247.58524),(75 247.66519),(76 246.94629),(77 246.10083),(78 247.49066),(79 249.10785),
(1 107.469505),(2 133.15579),(3 145.52962),(4 154.34131),(5 165.35597),(6 170.63472),(7 176.95946),(8 181.25633),(9 184.2885),(10 185.19186),(11 190.0735),(12 191.8447),(13 195.23683),(14 198.71738),(15 198.66719),(16 202.6432),(17 204.77373),(18 206.23381),(19 207.94783),(20 209.4408),(21 207.98502),(22 209.77551),(23 210.564),(24 211.95088),(25 214.33145),(26 217.02983),(27 217.07088),(28 218.04428),(29 218.62234),(30 217.98386),(31 216.93135),(32 217.10172),(33 217.51294),(34 218.12283),(35 217.80264),(36 217.32666),(37 216.67871),(38 216.0267),(39 216.72021),(40 216.42703),(41 215.99878),(42 216.91159),(43 220.60172),(44 222.17392),(45 223.27002),(46 225.16826),(47 226.02237),(48 226.17941),(49 228.61475),(50 230.0831),(51 231.5384),(52 233.53247),(53 235.21236),(54 238.0682),(55 240.77937),(56 245.26224),(57 248.38643),(58 248.78203),(59 251.63904),(60 253.68452),(61 254.6073),(62 253.90303),(63 254.92122),(64 252.06377),(65 252.25249),(66 251.38371),(67 252.22537),(68 251.58284),(69 249.18152),(70 250.16089),(71 251.9342),(72 253.60551),(73 255.62906),(74 255.9071),(75 258.62967),(76 256.92395),(77 256.82227),(78 257.8382),(79 258.09613),
(1 108.71283),(2 132.78464),(3 148.61351),(4 159.13463),(5 167.89029),(6 175.54228),(7 179.04222),(8 181.68678),(9 186.04929),(10 188.51828),(11 192.0606),(12 195.01283),(13 200.33453),(14 202.04813),(15 204.818),(16 206.04546),(17 210.31929),(18 212.2535),(19 214.3144),(20 214.90196),(21 216.45012),(22 216.11946),(23 214.93546),(24 215.18959),(25 216.35399),(26 220.0408),(27 219.0627),(28 217.47755),(29 219.3398),(30 218.36938),(31 220.42442),(32 219.14246),(33 217.64084),(34 215.79059),(35 212.61676),(36 212.34476),(37 214.46912),(38 213.12637),(39 214.56903),(40 217.79655),(41 217.86539),(42 220.4271),(43 221.20178),(44 224.83357),(45 229.307),(46 230.12012),(47 233.28276),(48 234.22437),(49 236.37137),(50 236.87375),(51 241.33801),(52 239.59442),(53 240.55283),(54 243.60121),(55 246.78783),(56 248.74637),(57 248.88826),(58 250.12088),(59 247.60112),(60 249.38824),(61 251.20355),(62 248.09705),(63 245.5978),(64 247.05118),(65 249.18942),(66 250.65608),(67 250.57584),(68 246.4493),(69 247.55824),(70 247.59863),(71 246.50562),(72 247.17216),(73 248.40018),(74 251.50667),(75 251.08704),(76 250.05957),(77 252.2283),(78 252.15562),(79 250.34029),
(1 105.59007),(2 129.10362),(3 143.27739),(4 154.76352),(5 160.36217),(6 166.77591),(7 168.99089),(8 171.60553),(9 174.97691),(10 176.15622),(11 179.36081),(12 183.55585),(13 187.76881),(14 191.49713),(15 193.14383),(16 193.56313),(17 193.43802),(18 195.66037),(19 197.93729),(20 199.52094),(21 199.5739),(22 201.0583),(23 200.31996),(24 200.99213),(25 201.79709),(26 201.66176),(27 202.80428),(28 203.71895),(29 206.81102),(30 207.04797),(31 206.26822),(32 205.58282),(33 203.66386),(34 200.68614),(35 197.64258),(36 199.49272),(37 200.28384),(38 200.86267),(39 199.53732),(40 204.24489),(41 202.12457),(42 205.48108),(43 209.26106),(44 211.30391),(45 211.88416),(46 214.89513),(47 216.33028),(48 217.9604),(49 220.42747),(50 221.63695),(51 221.05179),(52 220.98218),(53 220.95998),(54 220.37689),(55 221.74835),(56 225.2993),(57 224.57225),(58 229.3063),(59 227.018),(60 227.96468),(61 230.02722),(62 231.50626),(63 230.9245),(64 230.72942),(65 231.37543),(66 230.70123),(67 230.52423),(68 230.32538),(69 229.81),(70 230.38953),(71 232.08186),(72 229.71515),(73 235.73628),(74 238.58908),(75 241.11296),(76 241.50024),(77 241.69893),(78 241.5387),(79 238.94102),
