1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17.598267),(2 21.534952),(3 24.090448),(4 26.18852),(5 27.936644),(6 29.635149),(7 31.083702),(8 32.12716),(9 33.209694),(10 34.542362),(11 35.534157),(12 36.6289),(13 37.25871),(14 38.19576),(15 38.849255),(16 39.053207),(17 39.599495),(18 39.406025),(19 39.09369),(20 39.225353),(21 39.618904),(22 39.356083),(23 39.270966),(24 39.048588),(25 39.09904),(26 39.037857),(27 38.40883),(28 38.126797),(29 37.593575),(30 37.57988),(31 37.07231),(32 37.26422),(33 36.65421),(34 36.624554),(35 35.911507),(36 35.881004),(37 35.75667),(38 36.0962),(39 36.307938),(40 36.31825),(41 36.721874),(42 36.577297),(43 36.872517),(44 37.13977),(45 37.2967),(46 37.2916),(47 37.177967),(48 37.030724),(49 37.061638),(50 37.43069),(51 37.552372),(52 38.087936),(53 38.17264),(54 37.926914),(55 38.130226),(56 38.027775),(57 37.55576),(58 37.41534),(59 36.98248),(60 36.818127),(61 36.717888),(62 36.885242),(63 37.305134),(64 37.286057),(65 37.22155),(66 37.63417),(67 38.111763),(68 38.242462),(69 38.09158),(70 38.19796),(71 38.384937),(72 38.479073),(73 38.523655),(74 38.782753),(75 38.69078),(76 38.60116),(77 38.346226),(78 38.288197),(79 38.170265),
(1 17.570013),(2 21.178713),(3 23.874752),(4 25.821918),(5 27.222818),(6 28.501621),(7 29.971457),(8 31.138836),(9 32.426083),(10 33.464867),(11 34.40333),(12 35.0234),(13 35.43418),(14 36.49792),(15 37.412037),(16 37.888233),(17 38.26376),(18 38.39501),(19 38.127113),(20 38.170086),(21 38.204952),(22 38.058834),(23 38.09168),(24 37.37705),(25 37.38128),(26 37.24016),(27 36.248123),(28 36.24413),(29 35.93961),(30 35.457867),(31 35.187565),(32 35.348763),(33 34.80137),(34 34.48743),(35 34.022606),(36 33.692135),(37 33.734276),(38 33.82867),(39 33.66215),(40 33.817856),(41 33.97058),(42 34.045696),(43 34.3697),(44 34.507103),(45 34.434826),(46 35.055847),(47 34.799896),(48 34.853733),(49 35.03543),(50 35.232098),(51 35.04343),(52 35.492905),(53 35.75599),(54 35.247955),(55 35.588413),(56 35.378113),(57 35.138363),(58 35.010853),(59 34.837433),(60 34.842712),(61 34.907368),(62 34.88836),(63 35.16683),(64 35.40909),(65 35.45837),(66 35.791916),(67 35.89725),(68 36.285606),(69 36.30532),(70 36.159245),(71 36.226936),(72 36.528606),(73 36.52934),(74 36.81672),(75 36.93413),(76 37.08078),(77 37.216305),(78 37.090076),(79 37.299587),
(1 17.463324),(2 21.308414),(3 24.024353),(4 26.259615),(5 27.736067),(6 29.0484),(7 30.435997),(8 31.451761),(9 33.01649),(10 34.022144),(11 35.011227),(12 35.66176),(13 36.231823),(14 37.395824),(15 38.07417),(16 38.639668),(17 38.938015),(18 38.980072),(19 38.609955),(20 38.723015),(21 38.679882),(22 38.92164),(23 38.98403),(24 38.05855),(25 38.10998),(26 38.317875),(27 37.991352),(28 37.833942),(29 37.646286),(30 36.93954),(31 36.786274),(32 36.186085),(33 35.78976),(34 35.63862),(35 35.46387),(36 35.383274),(37 35.44599),(38 35.748775),(39 35.61656),(40 35.75071),(41 35.746235),(42 35.739265),(43 36.13667),(44 36.27633),(45 36.61065),(46 36.806087),(47 36.393776),(48 36.514137),(49 36.393085),(50 36.88936),(51 36.903015),(52 36.95046),(53 37.125217),(54 37.10653),(55 37.20634),(56 36.99368),(57 36.412308),(58 36.23639),(59 35.885174),(60 35.710335),(61 35.682),(62 36.070553),(63 36.48463),(64 36.33407),(65 36.191353),(66 36.564827),(67 36.60491),(68 36.83336),(69 37.02244),(70 37.067905),(71 37.10306),(72 37.496506),(73 37.72602),(74 37.99229),(75 37.93065),(76 38.066307),(77 37.91263),(78 38.025623),(79 37.830994),
(1 17.49947),(2 21.01034),(3 23.745127),(4 25.840374),(5 27.529808),(6 28.828932),(7 30.586853),(8 31.820492),(9 33.35434),(10 34.18477),(11 35.305023),(12 36.134056),(13 36.81081),(14 37.962788),(15 38.69047),(16 39.314976),(17 39.576756),(18 39.4188),(19 39.437336),(20 39.563946),(21 39.47782),(22 39.059017),(23 38.91236),(24 37.893547),(25 37.92028),(26 37.647045),(27 37.513214),(28 37.37996),(29 37.35137),(30 36.71613),(31 36.036793),(32 35.45285),(33 35.432503),(34 35.21305),(35 35.11251),(36 35.00621),(37 35.40226),(38 35.675343),(39 35.183586),(40 35.229645),(41 35.6867),(42 36.140804),(43 36.638878),(44 36.62653),(45 36.83217),(46 36.902275),(47 36.981388),(48 36.57496),(49 36.59906),(50 36.933746),(51 37.083317),(52 37.350517),(53 37.508194),(54 37.813484),(55 37.555008),(56 37.25362),(57 37.081802),(58 36.841267),(59 36.886852),(60 37.017006),(61 37.06813),(62 36.854137),(63 37.269436),(64 37.30279),(65 36.860634),(66 37.239456),(67 37.468338),(68 37.31702),(69 37.466587),(70 37.369728),(71 38.04655),(72 37.727154),(73 37.823555),(74 38.195175),(75 38.151466),(76 38.021698),(77 38.19717),(78 38.080418),(79 38.07412),
(1 17.346611),(2 20.6885),(3 23.566944),(4 25.45016),(5 26.89597),(6 28.69327),(7 29.865726),(8 31.003021),(9 32.234287),(10 33.5603),(11 34.525845),(12 35.377388),(13 36.123295),(14 37.185963),(15 37.830257),(16 38.405563),(17 38.59975),(18 38.421955),(19 38.645115),(20 38.536526),(21 38.55666),(22 38.511696),(23 38.31946),(24 37.958866),(25 37.622726),(26 37.214966),(27 36.954277),(28 36.705822),(29 36.527634),(30 36.059513),(31 35.865376),(32 35.7347),(33 35.523003),(34 35.360325),(35 34.962486),(36 34.980106),(37 35.182205),(38 35.217186),(39 34.883224),(40 34.75143),(41 35.111546),(42 35.534008),(43 35.636204),(44 35.985092),(45 36.237938),(46 36.4052),(47 36.39839),(48 36.270885),(49 36.49807),(50 36.570293),(51 36.713528),(52 37.256775),(53 37.43759),(54 37.268955),(55 37.153362),(56 36.682564),(57 36.377975),(58 36.265324),(59 36.00452),(60 35.94444),(61 36.411648),(62 36.676144),(63 36.68949),(64 36.69364),(65 36.6737),(66 37.46754),(67 37.756824),(68 37.53752),(69 37.484207),(70 37.832344),(71 38.321995),(72 38.101738),(73 37.963234),(74 38.266945),(75 38.540543),(76 38.318462),(77 38.23527),(78 38.18263),(79 38.1951),
(1 17.214022),(2 20.585535),(3 23.409725),(4 25.093914),(5 26.662579),(6 28.343805),(7 29.386871),(8 30.692713),(9 31.890766),(10 32.993675),(11 33.613052),(12 34.691128),(13 35.235413),(14 36.207253),(15 36.48445),(16 36.80269),(17 37.27911),(18 37.0582),(19 37.0968),(20 37.19755),(21 37.349705),(22 37.090847),(23 36.747402),(24 36.737473),(25 36.58692),(26 36.162014),(27 35.83863),(28 35.87222),(29 35.38091),(30 34.789265),(31 34.867817),(32 34.691124),(33 34.473682),(34 33.960926),(35 33.552483),(36 33.492805),(37 33.61886),(38 33.483738),(39 33.78614),(40 34.071514),(41 34.08438),(42 34.455013),(43 35.014904),(44 35.24049),(45 35.564438),(46 35.57897),(47 35.853405),(48 35.449406),(49 35.571095),(50 35.897408),(51 35.884182),(52 36.092644),(53 36.11588),(54 35.795017),(55 35.745792),(56 35.646713),(57 35.358437),(58 35.196304),(59 34.89491),(60 34.412094),(61 34.72207),(62 34.862724),(63 34.458202),(64 34.554417),(65 34.615097),(66 35.062355),(67 34.951515),(68 34.976353),(69 35.02535),(70 34.91819),(71 35.232),(72 35.269287),(73 35.447243),(74 35.592957),(75 35.669964),(76 35.82573),(77 35.849583),(78 36.107426),(79 36.17479),
(1 17.279741),(2 20.838375),(3 23.779966),(4 25.660486),(5 27.41633),(6 28.893263),(7 29.883154),(8 31.437983),(9 32.18907),(10 33.53708),(11 34.23461),(12 35.282417),(13 35.819622),(14 36.979378),(15 37.844147),(16 38.39341),(17 38.395622),(18 38.48429),(19 38.453228),(20 38.300507),(21 38.38639),(22 38.334343),(23 38.209118),(24 37.585133),(25 37.092175),(26 36.816242),(27 36.8146),(28 36.5048),(29 35.843063),(30 35.36879),(31 35.193676),(32 35.023052),(33 34.711887),(34 34.2727),(35 34.42231),(36 34.09291),(37 34.363216),(38 34.581326),(39 34.543354),(40 34.58112),(41 34.87416),(42 35.0117),(43 35.10111),(44 35.377644),(45 35.546165),(46 35.817272),(47 35.481735),(48 35.584618),(49 35.305576),(50 35.696003),(51 35.947243),(52 35.984608),(53 36.281136),(54 36.12745),(55 36.339016),(56 36.33699),(57 35.91812),(58 35.635117),(59 35.542126),(60 35.354767),(61 35.40284),(62 35.57125),(63 35.414665),(64 35.33031),(65 35.81686),(66 36.136528),(67 35.932323),(68 36.076176),(69 36.109215),(70 36.098602),(71 36.323444),(72 36.248276),(73 36.655216),(74 36.7507),(75 36.84542),(76 37.35028),(77 37.257935),(78 37.16658),(79 37.26476),
(1 16.975595),(2 20.217506),(3 22.800726),(4 24.839905),(5 26.404001),(6 27.934597),(7 29.005672),(8 30.33251),(9 31.306593),(10 32.823265),(11 33.726154),(12 34.59887),(13 35.344997),(14 36.282436),(15 36.459343),(16 37.006332),(17 37.24036),(18 37.188095),(19 37.274143),(20 36.966103),(21 37.07037),(22 37.22004),(23 37.114624),(24 36.8347),(25 36.430523),(26 36.584133),(27 35.851322),(28 35.710804),(29 35.286514),(30 34.893127),(31 34.687153),(32 34.14014),(33 33.899593),(34 33.93374),(35 33.712486),(36 33.7278),(37 33.55651),(38 33.849422),(39 33.373318),(40 33.333008),(41 33.34566),(42 33.680817),(43 33.849255),(44 34.022804),(45 33.788887),(46 34.214085),(47 33.93766),(48 33.803143),(49 34.28407),(50 34.478043),(51 34.651947),(52 34.680325),(53 34.82434),(54 34.983116),(55 35.27495),(56 35.210537),(57 34.898384),(58 34.709908),(59 34.76281),(60 34.565414),(61 34.56387),(62 34.793568),(63 34.54057),(64 34.65047),(65 34.868217),(66 35.429157),(67 35.501827),(68 35.336872),(69 35.359383),(70 35.362984),(71 35.856445),(72 35.84385),(73 36.120625),(74 36.04051),(75 35.94906),(76 36.575844),(77 36.551647),(78 36.905464),(79 37.179066),
(1 17.118832),(2 20.72167),(3 23.038092),(4 24.744507),(5 26.802305),(6 28.41719),(7 29.64354),(8 30.712402),(9 31.74292),(10 32.819923),(11 33.58573),(12 34.39365),(13 34.932392),(14 36.023125),(15 37.021217),(16 37.40331),(17 37.697155),(18 37.439884),(19 37.496216),(20 37.37157),(21 37.359703),(22 37.41691),(23 37.239147),(24 36.7337),(25 36.536613),(26 36.269585),(27 35.851864),(28 35.69169),(29 35.394604),(30 35.267715),(31 34.8086),(32 34.61515),(33 34.52207),(34 34.083733),(35 34.070507),(36 34.11322),(37 34.101536),(38 34.654163),(39 34.237907),(40 34.52478),(41 34.541813),(42 34.8291),(43 35.217403),(44 35.58188),(45 35.541004),(46 35.589836),(47 35.83273),(48 35.502815),(49 35.830723),(50 35.991547),(51 35.902683),(52 35.77847),(53 36.17423),(54 35.824856),(55 35.88231),(56 35.564674),(57 35.195557),(58 35.16345),(59 35.113194),(60 34.99896),(61 35.170174),(62 35.236042),(63 34.97676),(64 34.832664),(65 35.161087),(66 36.075092),(67 35.975777),(68 36.34564),(69 36.364246),(70 36.119884),(71 36.222363),(72 36.556458),(73 36.645638),(74 36.652576),(75 36.62098),(76 36.854733),(77 36.746033),(78 37.006493),(79 37.14159),
(1 17.127712),(2 20.519524),(3 22.907377),(4 24.96195),(5 26.441332),(6 27.82124),(7 29.34284),(8 30.044653),(9 31.382656),(10 32.330093),(11 33.269787),(12 34.305733),(13 34.790096),(14 35.719395),(15 36.399822),(16 36.998516),(17 37.270386),(18 37.15731),(19 37.66837),(20 37.305397),(21 37.317505),(22 37.465004),(23 37.366188),(24 36.936333),(25 37.159058),(26 36.96288),(27 36.329586),(28 36.276646),(29 36.096806),(30 35.761887),(31 35.142544),(32 34.564075),(33 34.407112),(34 34.090496),(35 34.025047),(36 34.100143),(37 33.590794),(38 33.962566),(39 33.771404),(40 33.780525),(41 33.81464),(42 34.296352),(43 34.301308),(44 35.08707),(45 34.88731),(46 34.925854),(47 35.227608),(48 35.04047),(49 35.52727),(50 35.791748),(51 35.402348),(52 35.402943),(53 35.76329),(54 36.022755),(55 35.961655),(56 35.410152),(57 35.104305),(58 34.79063),(59 34.76845),(60 34.52079),(61 34.9184),(62 35.18393),(63 35.02094),(64 34.951077),(65 35.069134),(66 35.69044),(67 35.508957),(68 35.770622),(69 36.166008),(70 35.95102),(71 36.097458),(72 36.44016),(73 36.32853),(74 36.451824),(75 36.5406),(76 36.851997),(77 36.76975),(78 37.485912),(79 37.668144),
(1 17.074383),(2 20.454472),(3 23.139685),(4 25.091612),(5 26.436241),(6 27.56403),(7 28.736023),(8 29.968613),(9 31.22758),(10 32.285374),(11 33.279858),(12 33.964878),(13 34.753723),(14 35.723114),(15 36.48535),(16 36.969025),(17 37.722416),(18 37.512867),(19 37.400826),(20 37.240997),(21 36.786472),(22 37.0405),(23 36.664516),(24 36.36836),(25 36.38245),(26 36.144188),(27 35.805176),(28 35.460106),(29 35.19463),(30 34.986343),(31 34.298355),(32 34.38591),(33 34.178024),(34 33.56714),(35 33.42267),(36 33.46338),(37 33.415154),(38 33.65294),(39 33.333767),(40 33.17895),(41 33.17011),(42 33.586624),(43 33.570183),(44 34.243755),(45 34.16687),(46 34.505272),(47 34.37173),(48 34.35576),(49 34.63165),(50 35.07871),(51 34.686382),(52 34.891983),(53 35.21333),(54 35.137703),(55 35.221836),(56 34.906643),(57 34.41185),(58 34.07916),(59 33.81502),(60 34.167797),(61 34.19208),(62 34.432735),(63 34.32334),(64 34.21852),(65 34.339306),(66 34.591633),(67 34.426697),(68 34.60012),(69 35.002842),(70 34.779804),(71 34.66103),(72 35.229237),(73 35.33431),(74 35.41804),(75 35.627407),(76 35.68525),(77 35.50428),(78 35.90805),(79 36.04148),
(1 16.787247),(2 20.385647),(3 23.203192),(4 25.13432),(5 26.658575),(6 28.260414),(7 29.56327),(8 30.719221),(9 31.343994),(10 32.487934),(11 33.29348),(12 33.909893),(13 34.86362),(14 35.751045),(15 36.045494),(16 36.345524),(17 36.56358),(18 36.760094),(19 36.702335),(20 36.923),(21 36.462795),(22 36.37699),(23 36.36999),(24 35.78528),(25 35.77527),(26 35.463913),(27 35.497177),(28 35.35266),(29 35.161037),(30 34.931023),(31 34.27099),(32 34.443287),(33 34.279884),(34 33.808964),(35 33.611614),(36 33.583874),(37 33.77158),(38 33.574135),(39 33.57449),(40 33.614384),(41 34.20819),(42 34.191837),(43 34.92531),(44 35.326332),(45 35.64196),(46 35.939377),(47 35.82176),(48 35.59987),(49 36.015743),(50 36.180897),(51 35.91841),(52 35.866337),(53 35.755543),(54 35.77454),(55 35.62483),(56 35.3183),(57 35.207104),(58 35.096714),(59 34.792713),(60 34.93152),(61 34.886772),(62 35.185753),(63 35.26508),(64 34.98454),(65 35.336407),(66 35.2616),(67 35.24431),(68 35.483025),(69 35.844887),(70 35.663895),(71 35.380833),(72 35.590252),(73 35.76265),(74 35.940075),(75 35.862907),(76 36.115776),(77 36.309036),(78 36.69774),(79 36.43303),
(1 16.606586),(2 20.02471),(3 22.699251),(4 24.917608),(5 26.489468),(6 27.617735),(7 28.888966),(8 30.017292),(9 30.966927),(10 32.315144),(11 33.275616),(12 33.959335),(13 34.944603),(14 36.173832),(15 36.67994),(16 37.304794),(17 37.445473),(18 37.52283),(19 37.81253),(20 37.877033),(21 37.755333),(22 37.7357),(23 37.611637),(24 36.884975),(25 36.94403),(26 36.436195),(27 36.095554),(28 35.513912),(29 35.071247),(30 34.794216),(31 34.302605),(32 34.12218),(33 33.344395),(34 33.205963),(35 33.01454),(36 32.983826),(37 33.209827),(38 33.066345),(39 33.09183),(40 32.722496),(41 32.732376),(42 33.123043),(43 33.28979),(44 33.616272),(45 33.73631),(46 33.580326),(47 33.922874),(48 33.992306),(49 34.20898),(50 34.595932),(51 34.580524),(52 34.380856),(53 34.745644),(54 34.81094),(55 34.79862),(56 34.631134),(57 34.460888),(58 34.296555),(59 34.159927),(60 34.36621),(61 34.604958),(62 34.827904),(63 34.915062),(64 34.393482),(65 35.06921),(66 35.642456),(67 35.819954),(68 35.70205),(69 35.94978),(70 36.171165),(71 35.995228),(72 35.972427),(73 36.31817),(74 36.22864),(75 36.325413),(76 36.246017),(77 36.5413),(78 36.667606),(79 36.596657),
(1 16.835445),(2 20.182907),(3 22.594234),(4 24.354504),(5 25.48154),(6 26.931377),(7 28.298557),(8 29.075815),(9 30.195267),(10 31.477446),(11 32.16631),(12 32.769287),(13 33.3421),(14 34.531834),(15 35.023365),(16 35.171944),(17 35.69823),(18 35.812374),(19 35.632935),(20 35.871365),(21 35.7961),(22 36.209568),(23 35.762173),(24 35.50075),(25 35.383785),(26 34.9119),(27 34.914604),(28 34.32543),(29 33.940586),(30 33.74935),(31 33.47134),(32 33.45773),(33 32.82508),(34 32.999756),(35 32.567673),(36 32.614777),(37 32.692825),(38 32.963158),(39 32.90719),(40 33.12759),(41 33.16047),(42 33.291176),(43 33.69214),(44 33.97656),(45 33.68975),(46 33.839947),(47 33.865463),(48 33.65427),(49 33.976566),(50 34.16713),(51 33.99823),(52 34.12992),(53 34.002857),(54 33.707817),(55 33.97862),(56 33.854015),(57 33.675114),(58 33.54106),(59 33.042473),(60 32.93537),(61 32.815166),(62 33.07008),(63 33.263184),(64 33.075035),(65 33.31911),(66 33.57128),(67 33.69545),(68 33.738205),(69 34.066105),(70 34.226315),(71 34.150974),(72 34.383434),(73 34.70994),(74 34.782024),(75 35.158836),(76 34.917625),(77 35.05149),(78 35.37153),(79 34.9633),
(1 16.947546),(2 20.34902),(3 22.950178),(4 24.543676),(5 26.10123),(6 27.139868),(7 28.407223),(8 29.628077),(9 30.485863),(10 31.302366),(11 32.25819),(12 32.930912),(13 33.511322),(14 34.835934),(15 35.160797),(16 35.66836),(17 36.055725),(18 35.885403),(19 36.132984),(20 36.126472),(21 35.93797),(22 36.087482),(23 35.65093),(24 35.298203),(25 35.31951),(26 35.121265),(27 34.70636),(28 34.161835),(29 33.912407),(30 33.688995),(31 33.33152),(32 33.12273),(33 32.794224),(34 32.63542),(35 32.453335),(36 32.481136),(37 32.514343),(38 32.705284),(39 32.277683),(40 32.37773),(41 32.631462),(42 33.015247),(43 32.828094),(44 33.423985),(45 33.181396),(46 33.61079),(47 33.1729),(48 33.465603),(49 33.58677),(50 33.73487),(51 33.85496),(52 34.218967),(53 34.605255),(54 34.666862),(55 34.907722),(56 34.530945),(57 34.300343),(58 34.474102),(59 33.973427),(60 33.763954),(61 34.04865),(62 33.877914),(63 33.806984),(64 33.75411),(65 33.969162),(66 34.224586),(67 34.575558),(68 34.774567),(69 34.54398),(70 34.78177),(71 34.54137),(72 34.81148),(73 35.21951),(74 35.059086),(75 35.485023),(76 35.36893),(77 35.589603),(78 35.73469),(79 35.753654),
(1 16.50314),(2 20.080276),(3 22.931229),(4 24.880922),(5 26.482279),(6 27.738665),(7 29.22084),(8 29.828455),(9 31.124128),(10 32.06147),(11 33.095764),(12 33.804985),(13 34.70626),(14 35.803036),(15 36.340527),(16 36.53647),(17 37.01472),(18 37.070522),(19 37.13392),(20 37.53457),(21 37.66387),(22 37.545963),(23 37.165497),(24 36.752575),(25 36.67244),(26 36.56869),(27 36.139698),(28 35.605747),(29 35.004635),(30 34.935143),(31 34.61305),(32 34.379116),(33 34.050335),(34 34.015785),(35 34.09265),(36 33.864677),(37 34.11263),(38 33.908554),(39 33.782772),(40 33.824753),(41 34.053646),(42 34.71172),(43 34.64345),(44 34.76047),(45 34.87743),(46 35.00716),(47 34.838173),(48 35.092804),(49 34.955105),(50 34.937958),(51 35.18075),(52 35.48476),(53 35.534534),(54 35.54194),(55 35.72197),(56 35.238934),(57 34.93897),(58 34.841114),(59 34.56478),(60 34.494602),(61 34.552956),(62 34.754982),(63 34.685455),(64 34.59437),(65 35.20159),(66 35.29442),(67 35.529583),(68 35.673134),(69 35.74761),(70 35.583424),(71 35.738613),(72 35.827938),(73 36.13772),(74 36.182762),(75 36.27298),(76 36.706425),(77 36.591644),(78 36.782333),(79 36.566704),
(1 16.508514),(2 20.080036),(3 22.728975),(4 24.39195),(5 26.043016),(6 27.104847),(7 28.286488),(8 29.120157),(9 30.444204),(10 31.63877),(11 32.83743),(12 33.242455),(13 33.745975),(14 34.567432),(15 35.296696),(16 35.690628),(17 36.04243),(18 36.02936),(19 36.247463),(20 36.458603),(21 36.416275),(22 36.471638),(23 36.07218),(24 35.508503),(25 35.47316),(26 35.510513),(27 35.17648),(28 34.63769),(29 34.138344),(30 34.373734),(31 33.954655),(32 33.70437),(33 33.280422),(34 33.28341),(35 33.139347),(36 32.95424),(37 33.128014),(38 33.417156),(39 33.251717),(40 33.417023),(41 33.45024),(42 33.897068),(43 34.234165),(44 34.607605),(45 34.54516),(46 34.7111),(47 34.537563),(48 34.69055),(49 34.530323),(50 34.607708),(51 34.58326),(52 34.60973),(53 34.795578),(54 34.75248),(55 34.535725),(56 34.336708),(57 34.55391),(58 34.51096),(59 34.279713),(60 34.006977),(61 34.059002),(62 34.35124),(63 34.49513),(64 34.073402),(65 34.488567),(66 34.98744),(67 34.879555),(68 34.881714),(69 34.95303),(70 35.178715),(71 35.049404),(72 34.911835),(73 34.988495),(74 35.327847),(75 35.172985),(76 35.23653),(77 34.96541),(78 35.248013),(79 35.039597),
(1 16.289278),(2 19.463877),(3 22.045809),(4 23.74039),(5 25.032366),(6 26.527813),(7 27.185143),(8 28.23),(9 29.72246),(10 30.690807),(11 32.056995),(12 32.399178),(13 33.05361),(14 34.016888),(15 34.760857),(16 34.973698),(17 35.28203),(18 35.623657),(19 35.50581),(20 35.735847),(21 35.559647),(22 35.372566),(23 35.041412),(24 34.713955),(25 34.502125),(26 34.300995),(27 33.920937),(28 33.426544),(29 33.40552),(30 33.148552),(31 32.748203),(32 32.52646),(33 32.119324),(34 31.838337),(35 31.704203),(36 31.661575),(37 31.988678),(38 31.916122),(39 31.885616),(40 31.728086),(41 31.829386),(42 31.979563),(43 32.65019),(44 32.80602),(45 32.972744),(46 32.898827),(47 32.914455),(48 33.03519),(49 33.108696),(50 33.21561),(51 33.434452),(52 33.569893),(53 33.703037),(54 33.465992),(55 33.453487),(56 33.275974),(57 32.82166),(58 33.09199),(59 32.571465),(60 32.437347),(61 32.480625),(62 32.511837),(63 32.655804),(64 32.642708),(65 32.69451),(66 33.06298),(67 33.154736),(68 33.03846),(69 33.46618),(70 33.622467),(71 33.460304),(72 33.315975),(73 33.61909),(74 33.917442),(75 34.00461),(76 34.246796),(77 34.156788),(78 34.08973),(79 34.221012),
