1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 16.579758),(2 19.787249),(3 22.26985),(4 23.840628),(5 25.345373),(6 26.689377),(7 27.981653),(8 28.811172),(9 30.2421),(10 31.425472),(11 32.469074),(12 33.149918),(13 33.952705),(14 35.092255),(15 36.004864),(16 35.77129),(17 36.161514),(18 36.216305),(19 35.875782),(20 35.962395),(21 36.07416),(22 35.93813),(23 35.679672),(24 35.333557),(25 35.330326),(26 34.857426),(27 34.870644),(28 34.508724),(29 34.287815),(30 33.66713),(31 33.37089),(32 32.92547),(33 32.379787),(34 32.25072),(35 32.182407),(36 31.900494),(37 32.18833),(38 32.072117),(39 32.199413),(40 32.182945),(41 32.469273),(42 33.060513),(43 33.20936),(44 33.494408),(45 33.362164),(46 33.35148),(47 33.34121),(48 33.24111),(49 33.37618),(50 33.574467),(51 33.632595),(52 33.90996),(53 33.786125),(54 33.884674),(55 33.688988),(56 33.69528),(57 33.32054),(58 33.371227),(59 32.896805),(60 32.31371),(61 32.59683),(62 32.774654),(63 33.051098),(64 33.02967),(65 33.134876),(66 33.50179),(67 33.6253),(68 33.641582),(69 33.736206),(70 33.620495),(71 34.101643),(72 34.30635),(73 34.62858),(74 34.835377),(75 34.808018),(76 35.076267),(77 34.75131),(78 34.79873),(79 34.89475),
(1 16.453033),(2 19.630589),(3 22.252176),(4 23.823452),(5 25.462873),(6 26.599758),(7 27.989985),(8 28.765057),(9 29.967617),(10 30.976513),(11 31.799988),(12 32.44028),(13 33.224827),(14 34.301956),(15 35.06961),(16 35.478928),(17 35.54418),(18 35.42958),(19 35.284714),(20 35.23541),(21 35.571606),(22 35.495834),(23 34.874153),(24 34.144363),(25 34.098736),(26 33.545322),(27 33.514233),(28 33.352913),(29 32.928265),(30 32.717308),(31 32.655453),(32 32.201862),(33 32.004982),(34 32.02594),(35 31.879265),(36 32.086666),(37 32.24974),(38 32.141212),(39 32.289135),(40 32.037464),(41 32.35383),(42 32.62515),(43 32.8364),(44 33.179295),(45 33.043114),(46 33.684998),(47 33.573734),(48 33.401615),(49 33.389435),(50 33.62479),(51 33.6475),(52 33.7167),(53 33.99448),(54 33.680367),(55 33.58973),(56 33.650307),(57 33.425957),(58 33.16385),(59 32.99511),(60 32.837456),(61 32.934956),(62 32.911438),(63 33.270042),(64 32.79237),(65 32.9716),(66 33.21562),(67 33.51099),(68 33.481514),(69 33.61104),(70 33.309322),(71 33.503822),(72 33.863594),(73 33.735107),(74 34.183212),(75 33.99248),(76 34.26664),(77 34.196686),(78 34.074352),(79 33.947094),
(1 16.2065),(2 19.610723),(3 22.158726),(4 23.872538),(5 25.33227),(6 26.733652),(7 27.843994),(8 28.706854),(9 29.829325),(10 31.166588),(11 32.10495),(12 32.470764),(13 33.090137),(14 34.053047),(15 34.544025),(16 34.883045),(17 35.042316),(18 35.19139),(19 35.223007),(20 35.28859),(21 35.444256),(22 35.339848),(23 34.976547),(24 34.49231),(25 34.414085),(26 34.353985),(27 34.16821),(28 33.796787),(29 33.82792),(30 33.41628),(31 33.244846),(32 33.026203),(33 32.68729),(34 32.565693),(35 32.41638),(36 32.473347),(37 32.21256),(38 32.2534),(39 32.55049),(40 32.628727),(41 32.92958),(42 33.147614),(43 33.497795),(44 33.991062),(45 33.786972),(46 34.102238),(47 34.22537),(48 34.30899),(49 34.55589),(50 34.839436),(51 34.73513),(52 35.159065),(53 35.413895),(54 35.35),(55 35.17901),(56 35.270462),(57 34.905727),(58 34.688934),(59 34.035694),(60 33.847275),(61 34.21857),(62 34.19097),(63 34.23548),(64 33.935017),(65 34.18833),(66 34.624836),(67 34.748455),(68 34.63045),(69 34.681995),(70 34.659336),(71 34.673695),(72 35.05834),(73 35.4524),(74 35.611706),(75 35.144176),(76 35.39603),(77 35.41563),(78 35.26259),(79 35.351257),
(1 16.782513),(2 20.247581),(3 22.787815),(4 24.756561),(5 26.121124),(6 27.657713),(7 28.794039),(8 29.888844),(9 30.689106),(10 32.20405),(11 32.834454),(12 33.602474),(13 34.061054),(14 35.4155),(15 35.93141),(16 36.71895),(17 37.084274),(18 36.707573),(19 37.077263),(20 36.942482),(21 36.84796),(22 36.80911),(23 36.50695),(24 36.011883),(25 35.801464),(26 35.41232),(27 35.247528),(28 34.753517),(29 34.294113),(30 34.014446),(31 33.70554),(32 33.426285),(33 33.282272),(34 32.93024),(35 32.931793),(36 33.073093),(37 32.685486),(38 32.62954),(39 32.86928),(40 32.96057),(41 33.112713),(42 33.33067),(43 33.665886),(44 33.784138),(45 33.889275),(46 33.855217),(47 33.90449),(48 34.084755),(49 33.994587),(50 34.293133),(51 34.469986),(52 34.602943),(53 35.01778),(54 35.239857),(55 35.13414),(56 34.86971),(57 34.72362),(58 34.6312),(59 34.33158),(60 34.19328),(61 34.511024),(62 34.483826),(63 34.481873),(64 34.59431),(65 34.574444),(66 34.624294),(67 34.941208),(68 34.82857),(69 35.063103),(70 35.4842),(71 35.723583),(72 35.45243),(73 35.91793),(74 35.79579),(75 35.77824),(76 35.983757),(77 35.88046),(78 36.13674),(79 36.04397),
(1 15.959845),(2 19.165766),(3 21.488176),(4 23.164082),(5 24.841246),(6 26.314001),(7 27.13711),(8 28.506977),(9 29.242615),(10 30.633724),(11 31.323912),(12 31.885859),(13 32.450455),(14 33.405045),(15 33.92542),(16 34.657364),(17 34.57143),(18 34.720356),(19 34.73881),(20 34.762257),(21 34.519474),(22 34.583252),(23 34.216476),(24 33.965176),(25 34.106705),(26 33.586266),(27 33.314163),(28 32.94165),(29 33.037655),(30 32.468296),(31 32.4092),(32 32.061832),(33 31.60824),(34 31.290037),(35 31.039595),(36 31.001108),(37 30.850895),(38 30.900606),(39 30.831858),(40 31.171415),(41 31.033703),(42 31.549482),(43 31.589048),(44 31.571726),(45 31.800169),(46 32.059902),(47 31.988535),(48 32.268753),(49 32.197285),(50 32.400047),(51 32.367054),(52 32.646202),(53 32.596146),(54 32.851856),(55 32.59242),(56 32.532734),(57 32.262424),(58 32.261375),(59 31.908663),(60 31.754091),(61 31.986633),(62 32.13661),(63 31.723915),(64 31.734255),(65 32.073814),(66 32.362907),(67 32.825176),(68 33.121628),(69 32.98302),(70 33.013977),(71 33.337345),(72 33.250137),(73 33.63538),(74 33.56397),(75 33.40569),(76 33.544132),(77 33.449127),(78 33.48201),(79 33.636192),
(1 16.182573),(2 19.129917),(3 22.201275),(4 23.795868),(5 25.232695),(6 26.617985),(7 27.944052),(8 28.876078),(9 29.918465),(10 30.893042),(11 31.800072),(12 32.38184),(13 33.437458),(14 34.107094),(15 34.75531),(16 34.968056),(17 35.356873),(18 35.326653),(19 35.55093),(20 35.7432),(21 35.42975),(22 35.107426),(23 34.32564),(24 34.07632),(25 33.9978),(26 33.62286),(27 33.148815),(28 32.94884),(29 32.87295),(30 32.83035),(31 32.836987),(32 32.76991),(33 32.505127),(34 32.344692),(35 31.996738),(36 31.857492),(37 31.735273),(38 32.292126),(39 31.992563),(40 32.01861),(41 32.031704),(42 32.259224),(43 32.796215),(44 32.7472),(45 33.087196),(46 33.25974),(47 33.077538),(48 33.201153),(49 33.089474),(50 33.042164),(51 33.244617),(52 33.46666),(53 33.621628),(54 33.63409),(55 33.795845),(56 33.52787),(57 33.708088),(58 33.553818),(59 33.417877),(60 33.17174),(61 33.44754),(62 33.601395),(63 33.53225),(64 33.44634),(65 33.98157),(66 33.916405),(67 34.27524),(68 34.0016),(69 33.88205),(70 33.6356),(71 33.89664),(72 33.90717),(73 34.18053),(74 34.514984),(75 34.304634),(76 34.473015),(77 34.43529),(78 34.142227),(79 34.590378),
(1 16.189518),(2 19.054533),(3 21.736792),(4 23.494652),(5 25.060722),(6 26.614412),(7 27.974836),(8 28.877598),(9 30.14254),(10 31.25067),(11 32.137608),(12 32.529907),(13 33.147186),(14 34.18027),(15 34.96814),(16 35.072475),(17 35.721237),(18 35.72796),(19 35.886307),(20 36.19985),(21 35.982994),(22 36.06275),(23 35.64719),(24 35.392334),(25 35.13629),(26 34.92507),(27 34.44929),(28 34.11798),(29 33.77522),(30 33.626263),(31 33.309525),(32 33.027714),(33 32.757847),(34 32.336655),(35 32.329166),(36 31.92851),(37 32.029716),(38 32.05251),(39 32.048267),(40 32.18535),(41 32.59022),(42 32.61637),(43 32.73675),(44 32.55477),(45 32.484013),(46 32.937504),(47 32.93813),(48 33.010868),(49 33.01339),(50 33.470158),(51 33.481224),(52 33.516533),(53 33.64471),(54 33.985294),(55 33.898373),(56 33.52185),(57 33.405193),(58 33.135895),(59 32.948692),(60 32.962154),(61 32.97207),(62 33.369946),(63 33.38291),(64 33.129025),(65 33.352596),(66 33.87711),(67 33.91952),(68 33.751354),(69 34.252823),(70 34.068024),(71 34.239006),(72 34.375946),(73 34.445313),(74 34.74293),(75 34.65213),(76 34.726524),(77 34.54697),(78 34.48047),(79 34.974033),
(1 15.839289),(2 19.187925),(3 21.761992),(4 23.492273),(5 25.16492),(6 26.249458),(7 27.527073),(8 28.535454),(9 29.504934),(10 30.575087),(11 31.457037),(12 32.055195),(13 32.751827),(14 33.846767),(15 34.311302),(16 34.608356),(17 35.226673),(18 35.03858),(19 35.26189),(20 35.60549),(21 35.460304),(22 35.341022),(23 35.101074),(24 34.54835),(25 34.505814),(26 34.045357),(27 33.68484),(28 33.6322),(29 33.26488),(30 33.135067),(31 32.830643),(32 32.60061),(33 32.627827),(34 32.126377),(35 32.093513),(36 32.212246),(37 32.187046),(38 32.190113),(39 32.061726),(40 32.57896),(41 32.623493),(42 32.74606),(43 33.18496),(44 33.47047),(45 33.569653),(46 33.802666),(47 33.51066),(48 33.314518),(49 33.37432),(50 33.534256),(51 33.45963),(52 33.57255),(53 33.57803),(54 33.685295),(55 33.64844),(56 33.318073),(57 33.23342),(58 33.026432),(59 32.74195),(60 32.457348),(61 32.257442),(62 32.520317),(63 32.51243),(64 32.343395),(65 32.604027),(66 33.036995),(67 32.920498),(68 33.087948),(69 33.128235),(70 33.130787),(71 32.919518),(72 33.39634),(73 33.49194),(74 33.862946),(75 33.39521),(76 33.68983),(77 33.875134),(78 33.94472),(79 34.00078),
(1 15.855379),(2 18.94072),(3 21.390125),(4 22.832916),(5 24.518564),(6 25.276949),(7 26.662537),(8 27.933434),(9 28.964281),(10 29.809282),(11 30.894102),(12 31.150219),(13 31.873625),(14 32.960594),(15 33.40587),(16 34.054573),(17 34.249027),(18 33.950752),(19 34.19296),(20 34.23755),(21 34.110302),(22 34.475323),(23 34.125214),(24 33.65682),(25 33.13634),(26 33.098583),(27 32.709667),(28 32.163692),(29 32.053516),(30 31.74285),(31 31.58255),(32 30.974485),(33 30.8845),(34 30.802021),(35 30.528),(36 30.516495),(37 30.716778),(38 30.776829),(39 30.709026),(40 31.060274),(41 31.030663),(42 31.227308),(43 31.600187),(44 32.260426),(45 32.34673),(46 32.72967),(47 32.505966),(48 32.353413),(49 32.383205),(50 32.71937),(51 32.668125),(52 32.917667),(53 33.04666),(54 32.90854),(55 32.941505),(56 32.57683),(57 32.40503),(58 32.07701),(59 32.0096),(60 32.027813),(61 31.962496),(62 32.21031),(63 32.357487),(64 32.070957),(65 32.590195),(66 33.018967),(67 33.110313),(68 33.359806),(69 33.71256),(70 33.609203),(71 33.510933),(72 33.31333),(73 33.56833),(74 34.05575),(75 33.671318),(76 34.045563),(77 33.929462),(78 34.03115),(79 33.99881),
(1 15.902506),(2 19.008774),(3 21.41478),(4 23.022858),(5 24.425068),(6 25.83712),(7 26.989237),(8 28.168446),(9 29.06809),(10 29.833666),(11 30.674206),(12 30.634468),(13 31.250757),(14 32.831123),(15 33.45832),(16 33.98832),(17 34.12063),(18 34.159874),(19 34.15674),(20 34.459404),(21 34.569893),(22 34.538486),(23 34.378017),(24 34.039223),(25 33.5405),(26 33.38267),(27 33.033344),(28 32.833324),(29 32.498234),(30 32.384865),(31 32.285282),(32 32.09821),(33 31.828154),(34 31.705078),(35 31.702892),(36 31.390638),(37 31.491701),(38 31.476461),(39 31.270008),(40 31.332907),(41 31.611387),(42 31.820585),(43 31.815187),(44 32.40074),(45 32.30698),(46 32.635605),(47 32.27621),(48 32.310055),(49 32.499725),(50 32.618664),(51 32.552692),(52 32.682682),(53 32.986767),(54 33.05629),(55 32.95393),(56 32.623592),(57 32.53716),(58 32.308228),(59 32.16267),(60 32.100082),(61 32.266415),(62 32.53777),(63 32.43953),(64 32.153927),(65 32.491478),(66 32.434544),(67 32.58784),(68 32.66237),(69 33.02664),(70 32.7359),(71 32.979134),(72 32.66902),(73 32.660805),(74 33.10705),(75 32.985012),(76 32.9378),(77 32.86642),(78 33.108727),(79 33.15713),
(1 16.147722),(2 19.532383),(3 21.977388),(4 23.694216),(5 25.089426),(6 26.246155),(7 27.599003),(8 28.874537),(9 29.660927),(10 30.616295),(11 31.265709),(12 32.10684),(13 32.72935),(14 33.891167),(15 34.601738),(16 35.366722),(17 35.283813),(18 35.249252),(19 35.29938),(20 35.526497),(21 35.551422),(22 35.2942),(23 34.95933),(24 34.795563),(25 34.373825),(26 34.126614),(27 33.78251),(28 33.64126),(29 33.371033),(30 33.12133),(31 32.71256),(32 32.297344),(33 31.766802),(34 31.591024),(35 31.394293),(36 31.31214),(37 31.253925),(38 31.086597),(39 30.979261),(40 31.416634),(41 31.697481),(42 31.961721),(43 32.18275),(44 32.308525),(45 32.705666),(46 32.812515),(47 32.554085),(48 32.597015),(49 32.756954),(50 33.090496),(51 33.05452),(52 32.98205),(53 33.14738),(54 33.19307),(55 32.97443),(56 33.00584),(57 32.76939),(58 32.509216),(59 32.302185),(60 32.272934),(61 32.391876),(62 32.61846),(63 32.59003),(64 32.346275),(65 32.77187),(66 32.990963),(67 32.95988),(68 33.116276),(69 33.146717),(70 33.18197),(71 33.250378),(72 33.197186),(73 33.138103),(74 33.722763),(75 33.488503),(76 33.780018),(77 33.745975),(78 33.76226),(79 33.44624),
(1 15.905631),(2 18.955305),(3 21.844238),(4 23.141573),(5 24.512617),(6 25.783123),(7 27.093718),(8 27.845428),(9 28.814953),(10 29.76981),(11 30.66976),(12 31.090084),(13 31.61606),(14 32.977013),(15 33.08659),(16 33.725662),(17 33.90353),(18 33.99181),(19 34.294937),(20 33.984997),(21 33.608677),(22 33.559563),(23 33.30535),(24 33.70765),(25 33.301422),(26 33.410164),(27 32.950638),(28 32.510445),(29 32.05121),(30 31.575203),(31 31.682655),(32 31.339417),(33 31.219156),(34 31.374834),(35 31.03529),(36 30.80752),(37 30.864746),(38 31.219751),(39 30.792301),(40 30.639338),(41 30.930452),(42 31.213758),(43 31.310314),(44 31.558434),(45 31.8728),(46 32.229454),(47 31.896284),(48 31.765476),(49 31.761137),(50 32.31377),(51 31.98454),(52 32.01843),(53 32.419193),(54 32.54011),(55 32.380276),(56 32.474304),(57 32.3538),(58 32.268402),(59 31.888313),(60 31.807766),(61 32.13033),(62 32.70766),(63 32.307693),(64 32.172337),(65 32.155144),(66 32.36559),(67 32.704327),(68 32.63093),(69 32.850613),(70 33.096767),(71 33.240788),(72 33.383266),(73 33.643204),(74 33.78621),(75 33.9627),(76 33.972767),(77 34.356),(78 34.455364),(79 34.51574),
(1 15.354335),(2 18.360651),(3 21.114464),(4 22.876804),(5 24.472563),(6 25.630846),(7 26.946526),(8 27.760904),(9 28.932583),(10 30.072876),(11 31.17944),(12 31.71029),(13 32.012474),(14 33.360073),(15 34.047592),(16 34.62339),(17 35.02677),(18 35.232624),(19 35.439304),(20 35.256084),(21 35.275753),(22 34.939304),(23 34.57121),(24 34.429096),(25 34.12216),(26 33.82028),(27 33.214455),(28 32.74276),(29 32.654476),(30 32.17219),(31 31.669792),(32 31.319965),(33 30.976234),(34 30.986015),(35 30.396574),(36 30.27612),(37 30.393684),(38 30.318413),(39 30.370327),(40 30.569971),(41 30.930868),(42 31.164877),(43 31.435791),(44 31.665634),(45 31.518469),(46 31.774216),(47 31.637838),(48 31.609856),(49 31.27866),(50 31.54),(51 31.800415),(52 31.800268),(53 31.827028),(54 32.106827),(55 31.98038),(56 32.20124),(57 31.898252),(58 31.581915),(59 31.46559),(60 31.399115),(61 31.568567),(62 31.745235),(63 31.764433),(64 31.89201),(65 32.0271),(66 31.954672),(67 32.20564),(68 32.231194),(69 32.26867),(70 32.45387),(71 32.189644),(72 32.20163),(73 32.629765),(74 32.497444),(75 32.722607),(76 33.230618),(77 33.084946),(78 33.27886),(79 33.278503),
(1 15.20018),(2 18.35914),(3 20.869349),(4 22.41418),(5 24.26754),(6 25.583235),(7 26.53299),(8 27.707664),(9 28.95896),(10 29.66309),(11 30.66855),(12 31.161299),(13 31.590797),(14 32.73383),(15 33.310207),(16 33.71496),(17 34.205273),(18 34.070602),(19 33.768124),(20 33.810375),(21 34.030403),(22 33.62244),(23 33.3601),(24 33.356487),(25 32.846554),(26 32.738976),(27 32.03365),(28 31.965115),(29 31.655191),(30 31.742952),(31 31.58227),(32 31.446157),(33 30.865274),(34 30.842178),(35 30.478981),(36 30.547365),(37 30.568806),(38 30.88449),(39 30.721212),(40 30.750961),(41 30.86413),(42 31.027609),(43 31.337776),(44 31.59129),(45 31.54208),(46 31.720837),(47 31.342243),(48 31.7116),(49 31.698833),(50 31.932922),(51 31.886204),(52 32.13667),(53 32.309563),(54 32.476845),(55 32.441334),(56 32.04868),(57 32.175533),(58 31.82552),(59 31.66127),(60 31.359367),(61 31.499754),(62 31.509119),(63 31.341648),(64 31.580866),(65 31.852161),(66 32.222),(67 32.770275),(68 32.80622),(69 32.816357),(70 32.95007),(71 33.26956),(72 33.166508),(73 33.49487),(74 33.72347),(75 33.715782),(76 33.960175),(77 33.900703),(78 33.961185),(79 34.304077),
(1 15.527152),(2 18.689768),(3 21.046818),(4 22.673338),(5 24.336512),(6 25.397974),(7 26.567),(8 27.69293),(9 28.980124),(10 30.097122),(11 30.98927),(12 31.179707),(13 31.718258),(14 33.12132),(15 33.557316),(16 33.989437),(17 34.413044),(18 34.55392),(19 34.581078),(20 34.49421),(21 34.824173),(22 34.308464),(23 34.317272),(24 34.278522),(25 34.03142),(26 34.16436),(27 33.512848),(28 33.167423),(29 32.962418),(30 32.541927),(31 32.220955),(32 31.959965),(33 31.64933),(34 31.57082),(35 31.16243),(36 31.420244),(37 31.397306),(38 31.675598),(39 31.442408),(40 31.392103),(41 31.456821),(42 31.730743),(43 32.098083),(44 32.230648),(45 32.445477),(46 32.69643),(47 32.55679),(48 32.68184),(49 32.42783),(50 32.32118),(51 32.547203),(52 32.452248),(53 32.503887),(54 32.778248),(55 32.620026),(56 32.481243),(57 32.267128),(58 32.14763),(59 31.75689),(60 31.522959),(61 31.656343),(62 31.654884),(63 31.811737),(64 31.655787),(65 32.175594),(66 32.11004),(67 32.092953),(68 31.97141),(69 32.00095),(70 32.346554),(71 32.56326),(72 32.461613),(73 32.791477),(74 32.96159),(75 32.86179),(76 32.867695),(77 32.859215),(78 33.024937),(79 33.06713),
(1 15.887996),(2 18.960257),(3 21.381453),(4 22.905716),(5 24.484049),(6 25.674398),(7 26.684753),(8 27.975561),(9 29.265694),(10 30.22239),(11 31.300611),(12 31.553898),(13 32.214848),(14 33.32991),(15 34.245903),(16 34.514023),(17 34.747574),(18 34.791996),(19 34.791515),(20 34.61579),(21 34.467793),(22 33.899307),(23 33.706745),(24 33.422745),(25 33.584274),(26 33.407448),(27 33.105476),(28 32.739594),(29 32.133327),(30 31.966501),(31 31.365572),(32 31.268843),(33 30.456072),(34 30.593552),(35 30.132317),(36 30.349339),(37 30.465233),(38 30.497025),(39 30.69139),(40 30.427025),(41 30.65729),(42 30.80289),(43 31.21115),(44 31.60092),(45 31.661785),(46 31.674072),(47 31.645641),(48 31.62719),(49 31.573132),(50 31.469358),(51 31.929852),(52 32.118618),(53 32.212364),(54 32.471127),(55 32.557945),(56 32.102047),(57 31.94049),(58 31.485842),(59 31.029171),(60 30.86656),(61 31.226776),(62 31.081785),(63 31.22951),(64 31.098274),(65 31.294647),(66 31.41589),(67 31.495955),(68 31.58329),(69 31.658045),(70 31.819923),(71 31.687757),(72 31.380028),(73 31.913244),(74 32.19115),(75 32.247696),(76 32.259068),(77 32.400414),(78 32.711536),(79 32.56641),
(1 15.362072),(2 18.285574),(3 20.930317),(4 22.44204),(5 23.652372),(6 24.673103),(7 25.80154),(8 26.95901),(9 28.31352),(10 29.052591),(11 30.196035),(12 30.705963),(13 31.060366),(14 32.228302),(15 32.343056),(16 32.696606),(17 33.039684),(18 32.872684),(19 32.950375),(20 32.76677),(21 32.598316),(22 32.792126),(23 32.520912),(24 32.293167),(25 32.425194),(26 32.500862),(27 31.814627),(28 31.407167),(29 31.35076),(30 31.476034),(31 31.042618),(32 30.615662),(33 30.104004),(34 30.140781),(35 29.79055),(36 30.12936),(37 30.18825),(38 30.579485),(39 30.254286),(40 30.237883),(41 30.170036),(42 30.405727),(43 30.57938),(44 30.646742),(45 30.916779),(46 30.9853),(47 30.860678),(48 30.881643),(49 30.997725),(50 31.033745),(51 31.135933),(52 31.446867),(53 31.576159),(54 31.66402),(55 31.595705),(56 31.54194),(57 31.356613),(58 31.218904),(59 30.919704),(60 31.054253),(61 31.033236),(62 31.183716),(63 31.168732),(64 31.342207),(65 31.53362),(66 32.05054),(67 31.868456),(68 31.828762),(69 32.194878),(70 32.254185),(71 32.267944),(72 32.356777),(73 32.436146),(74 32.64628),(75 32.636776),(76 32.58803),(77 32.60979),(78 32.99924),(79 32.69225),
(1 15.637797),(2 18.758549),(3 21.162394),(4 22.849138),(5 24.238022),(6 25.419107),(7 26.44864),(8 27.810392),(9 28.806614),(10 29.501888),(11 30.574753),(12 31.018719),(13 31.5409),(14 32.46131),(15 33.073605),(16 33.512585),(17 34.107697),(18 33.812283),(19 33.739937),(20 33.47222),(21 33.27658),(22 33.11308),(23 32.96889),(24 32.425274),(25 32.59742),(26 32.448586),(27 32.574017),(28 32.142757),(29 31.712313),(30 31.469032),(31 31.344),(32 30.985878),(33 30.578371),(34 30.276209),(35 30.244532),(36 30.194792),(37 30.169182),(38 29.95431),(39 30.279537),(40 29.955425),(41 30.10664),(42 30.722504),(43 30.688816),(44 30.617443),(45 31.229939),(46 31.219162),(47 31.251213),(48 31.43834),(49 31.604393),(50 31.308615),(51 31.458212),(52 31.641314),(53 32.0214),(54 31.961107),(55 32.15916),(56 32.12445),(57 31.712208),(58 31.53673),(59 31.688124),(60 31.481724),(61 31.64015),(62 31.641104),(63 31.583578),(64 31.559574),(65 31.963884),(66 32.40442),(67 32.41823),(68 32.2484),(69 32.558327),(70 32.43381),(71 32.474346),(72 32.84683),(73 32.603436),(74 32.66674),(75 32.44871),(76 32.576218),(77 32.37163),(78 32.486904),(79 32.355038),
