1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 126.130516),(2 144.21796),(3 150.68922),(4 160.81915),(5 178.42505),(6 183.18898),(7 184.67813),(8 196.31705),(9 203.23834),(10 202.18472),(11 204.88539),(12 210.34296),(13 215.68422),(14 215.81699),(15 217.7857),(16 217.16718),(17 216.4345),(18 216.96596),(19 217.03503),(20 217.1297),(21 215.8303),(22 219.42233),(23 221.17691),(24 222.15463),(25 221.94882),(26 227.06268),(27 227.73674),(28 227.06151),(29 228.64551),(30 229.89536),(31 225.16508),(32 229.37016),(33 229.05418),(34 231.62405),(35 232.9674),(36 231.3101),(37 231.71727),(38 234.22342),(39 232.2613),(40 226.53181),(41 229.6987),(42 225.5454),(43 229.99342),(44 230.53506),(45 231.45924),(46 226.87306),(47 225.91165),(48 227.57405),(49 225.52301),(50 229.01906),(51 224.80838),(52 227.53206),(53 228.79596),(54 231.4291),(55 226.96405),(56 231.41736),(57 230.66576),(58 228.69797),(59 228.98593),(60 228.37411),(61 228.82149),(62 227.79207),(63 228.48586),(64 226.20372),(65 226.22313),(66 224.28708),(67 226.47533),(68 225.66191),(69 226.71469),(70 223.30734),(71 221.7163),(72 221.3325),(73 218.56862),(74 219.26936),(75 217.58902),(76 221.33096),(77 219.9226),(78 221.3535),(79 219.24936),
(1 123.72418),(2 141.07698),(3 150.08307),(4 157.60777),(5 176.25385),(6 177.06276),(7 181.59573),(8 192.02861),(9 198.79059),(10 199.229),(11 203.58852),(12 208.53345),(13 208.0469),(14 210.91728),(15 210.0433),(16 208.92946),(17 209.02943),(18 211.88129),(19 214.30873),(20 216.22694),(21 212.50566),(22 216.21683),(23 215.59885),(24 220.38939),(25 222.50417),(26 223.51466),(27 223.51071),(28 225.13121),(29 227.90282),(30 225.87254),(31 226.78285),(32 227.39186),(33 224.97336),(34 228.21384),(35 229.94171),(36 227.99268),(37 228.55096),(38 226.9176),(39 226.4801),(40 224.38065),(41 225.01892),(42 223.01662),(43 224.28008),(44 228.41734),(45 222.75914),(46 220.63283),(47 217.83449),(48 218.42181),(49 217.62424),(50 219.31601),(51 218.57703),(52 217.46107),(53 219.7121),(54 217.53168),(55 217.07347),(56 219.55869),(57 219.03821),(58 219.6953),(59 220.8242),(60 219.08937),(61 219.89513),(62 218.38254),(63 220.22406),(64 216.58131),(65 217.04517),(66 215.36798),(67 215.52325),(68 216.72615),(69 217.02705),(70 216.57213),(71 215.35316),(72 214.54112),(73 210.65793),(74 211.75754),(75 210.49953),(76 214.83937),(77 210.41301),(78 213.31955),(79 211.81589),
(1 123.95853),(2 140.34535),(3 149.27495),(4 156.90042),(5 173.49905),(6 175.0368),(7 178.50072),(8 191.25789),(9 194.78145),(10 194.83017),(11 203.31317),(12 205.23773),(13 206.93016),(14 211.38306),(15 211.02997),(16 210.02606),(17 209.32944),(18 209.23608),(19 210.25046),(20 210.23871),(21 209.58913),(22 213.54065),(23 211.65436),(24 214.38907),(25 214.31265),(26 216.15224),(27 216.65225),(28 219.0138),(29 220.685),(30 218.73206),(31 218.88799),(32 217.82191),(33 217.77061),(34 218.4722),(35 218.61624),(36 218.50005),(37 221.19199),(38 219.17581),(39 220.22307),(40 221.27187),(41 225.37581),(42 218.2672),(43 220.2165),(44 220.80524),(45 220.4001),(46 218.97173),(47 218.1017),(48 218.35905),(49 215.22339),(50 217.85307),(51 220.61546),(52 219.553),(53 221.42914),(54 225.31711),(55 220.34505),(56 221.38779),(57 223.91985),(58 220.80827),(59 221.20714),(60 219.0179),(61 218.94807),(62 218.28513),(63 217.89871),(64 217.84085),(65 215.5247),(66 215.35327),(67 213.35197),(68 215.40614),(69 215.80106),(70 217.98267),(71 215.19778),(72 217.23996),(73 213.85446),(74 214.68791),(75 210.1774),(76 214.59209),(77 211.63873),(78 214.4351),(79 214.07547),
(1 120.843834),(2 136.98491),(3 143.16672),(4 154.17017),(5 167.29431),(6 170.8695),(7 174.46121),(8 187.3209),(9 190.75684),(10 190.63742),(11 200.6141),(12 199.62883),(13 200.47754),(14 206.21349),(15 207.21696),(16 205.11104),(17 204.16716),(18 205.15984),(19 204.76768),(20 204.78563),(21 204.8197),(22 204.61159),(23 207.36218),(24 207.14595),(25 207.48743),(26 206.4091),(27 210.61597),(28 215.44376),(29 213.0184),(30 214.12796),(31 212.84416),(32 212.51204),(33 214.60458),(34 214.58638),(35 216.11923),(36 214.11198),(37 219.56908),(38 216.88742),(39 218.13719),(40 214.1124),(41 214.73003),(42 211.6982),(43 211.96017),(44 211.15933),(45 212.11649),(46 214.48242),(47 214.62408),(48 217.5551),(49 212.52542),(50 214.78777),(51 215.1004),(52 212.60803),(53 213.16486),(54 219.03601),(55 215.78917),(56 218.1028),(57 217.91632),(58 214.65283),(59 216.15706),(60 214.42865),(61 215.54158),(62 213.40538),(63 214.44502),(64 214.05896),(65 211.08966),(66 212.66284),(67 214.5269),(68 213.89812),(69 209.86281),(70 213.15047),(71 210.06699),(72 210.46426),(73 207.20715),(74 210.43317),(75 204.9175),(76 205.73793),(77 206.44499),(78 207.09256),(79 208.08118),
(1 117.22685),(2 136.6213),(3 139.27303),(4 152.19809),(5 161.16754),(6 169.20029),(7 169.36626),(8 183.38075),(9 188.32101),(10 187.22983),(11 197.8904),(12 195.73814),(13 197.36392),(14 198.78484),(15 199.06262),(16 200.03224),(17 198.29266),(18 201.08424),(19 204.54831),(20 209.46947),(21 205.08202),(22 208.6728),(23 214.56485),(24 215.20555),(25 216.37737),(26 216.8356),(27 217.84901),(28 218.2689),(29 216.78415),(30 215.54512),(31 216.2406),(32 217.53792),(33 218.50285),(34 220.66206),(35 221.61794),(36 221.01874),(37 221.18007),(38 221.54555),(39 220.35309),(40 217.04938),(41 221.21774),(42 215.39554),(43 216.78044),(44 215.87779),(45 213.30125),(46 211.7906),(47 208.98087),(48 211.79573),(49 207.68687),(50 210.9117),(51 207.42694),(52 207.40683),(53 211.10773),(54 214.70717),(55 212.39966),(56 213.85081),(57 212.8741),(58 212.87212),(59 210.22878),(60 207.73175),(61 208.07425),(62 207.32883),(63 207.09323),(64 207.60384),(65 208.15527),(66 206.58437),(67 210.5171),(68 209.7487),(69 208.37018),(70 207.46173),(71 208.35353),(72 208.27936),(73 206.5956),(74 209.20529),(75 205.69054),(76 206.13528),(77 204.1043),(78 205.35211),(79 204.91402),
(1 117.60043),(2 136.82939),(3 141.96),(4 153.22694),(5 166.56425),(6 171.99577),(7 171.34949),(8 184.14192),(9 190.19905),(10 191.79277),(11 199.50658),(12 197.29256),(13 200.7851),(14 201.01292),(15 204.55171),(16 199.75754),(17 202.53181),(18 201.40411),(19 205.4472),(20 207.83873),(21 203.38596),(22 205.45302),(23 206.58719),(24 211.2914),(25 207.19661),(26 206.88635),(27 209.12335),(28 210.93407),(29 211.44667),(30 209.64235),(31 207.88176),(32 210.4969),(33 212.29729),(34 214.16666),(35 216.95155),(36 214.24007),(37 214.66135),(38 212.87346),(39 212.74792),(40 209.84969),(41 211.83125),(42 210.07281),(43 210.05826),(44 208.2305),(45 206.15457),(46 207.10939),(47 206.3473),(48 207.38382),(49 204.67323),(50 210.63187),(51 207.66826),(52 206.67572),(53 211.64171),(54 213.80165),(55 214.23296),(56 212.07704),(57 214.54657),(58 213.40485),(59 212.97661),(60 210.22708),(61 210.17032),(62 212.78384),(63 208.66745),(64 211.08476),(65 209.76471),(66 209.60156),(67 209.97208),(68 208.38438),(69 206.89275),(70 207.95142),(71 207.81752),(72 205.25151),(73 203.93723),(74 206.68608),(75 200.65538),(76 204.71391),(77 203.64392),(78 207.26927),(79 204.89397),
(1 117.02857),(2 134.11847),(3 141.5502),(4 147.02896),(5 163.42136),(6 165.37741),(7 167.67584),(8 181.39131),(9 184.65875),(10 186.64566),(11 193.21262),(12 192.33261),(13 195.59984),(14 194.5222),(15 196.72836),(16 192.70859),(17 197.029),(18 195.81508),(19 197.7654),(20 200.71083),(21 198.03773),(22 200.89783),(23 200.52538),(24 204.8014),(25 202.44742),(26 202.62627),(27 204.52754),(28 206.16675),(29 206.43117),(30 204.88805),(31 203.39644),(32 207.54654),(33 208.00774),(34 208.74057),(35 206.65459),(36 205.77087),(37 208.85667),(38 208.86308),(39 211.13275),(40 210.00458),(41 211.52657),(42 210.50574),(43 206.69942),(44 204.48466),(45 205.3489),(46 203.37997),(47 204.22884),(48 203.19269),(49 201.96681),(50 205.81802),(51 201.85255),(52 203.4005),(53 205.86826),(54 205.92348),(55 206.04945),(56 205.83034),(57 206.6781),(58 204.15057),(59 209.18066),(60 205.91704),(61 205.13962),(62 204.24435),(63 202.31096),(64 204.91594),(65 202.01021),(66 205.52951),(67 205.19485),(68 206.16432),(69 203.5766),(70 206.11658),(71 203.83905),(72 202.42914),(73 200.04663),(74 202.98418),(75 195.63242),(76 200.39445),(77 197.62698),(78 199.83919),(79 195.80612),
(1 117.04439),(2 132.3429),(3 141.6621),(4 147.0925),(5 162.58356),(6 161.62013),(7 169.24983),(8 179.96553),(9 186.5074),(10 188.3709),(11 195.20073),(12 198.05487),(13 199.69482),(14 199.24763),(15 200.86964),(16 199.24826),(17 199.94798),(18 201.76883),(19 208.62222),(20 207.24591),(21 208.93637),(22 211.29315),(23 210.89935),(24 217.902),(25 214.15813),(26 214.99007),(27 216.49332),(28 220.76918),(29 217.81528),(30 216.7881),(31 218.61446),(32 219.34628),(33 221.4636),(34 220.793),(35 220.42017),(36 220.72519),(37 222.12051),(38 222.19028),(39 220.65652),(40 218.24158),(41 216.06874),(42 211.93864),(43 211.37463),(44 210.1198),(45 208.25075),(46 206.0656),(47 204.27014),(48 203.88509),(49 204.38019),(50 204.39871),(51 202.75348),(52 207.09874),(53 209.21616),(54 209.74112),(55 209.9722),(56 208.60397),(57 209.17639),(58 208.45206),(59 210.37099),(60 208.20642),(61 208.58092),(62 208.56787),(63 206.07846),(64 206.93964),(65 205.9634),(66 204.9918),(67 206.99156),(68 205.57617),(69 203.81038),(70 207.46832),(71 204.84944),(72 206.1681),(73 202.86841),(74 202.16325),(75 197.1653),(76 202.24548),(77 198.89542),(78 202.06947),(79 198.15442),
(1 113.7288),(2 130.83711),(3 139.29955),(4 145.77155),(5 160.39304),(6 160.09671),(7 165.10301),(8 177.48932),(9 181.19153),(10 185.0009),(11 188.8239),(12 192.84662),(13 191.17094),(14 196.72823),(15 197.23227),(16 196.30728),(17 192.44978),(18 197.1355),(19 199.58261),(20 197.27397),(21 197.7484),(22 197.75212),(23 198.12866),(24 201.53336),(25 202.74637),(26 204.61404),(27 204.74722),(28 207.30023),(29 208.73683),(30 207.78494),(31 209.55182),(32 210.02849),(33 207.54996),(34 208.31735),(35 204.857),(36 204.3228),(37 207.88043),(38 205.02731),(39 205.77838),(40 203.40393),(41 202.55261),(42 202.51033),(43 205.25316),(44 203.6204),(45 203.57045),(46 202.94615),(47 200.01595),(48 204.29037),(49 203.55962),(50 200.49036),(51 203.06586),(52 204.35999),(53 201.80678),(54 206.78821),(55 207.62128),(56 205.2203),(57 203.9398),(58 203.13493),(59 202.09814),(60 199.02159),(61 200.25914),(62 201.1925),(63 199.42892),(64 199.04868),(65 199.27434),(66 198.79785),(67 199.849),(68 199.67213),(69 196.77914),(70 199.05772),(71 200.13992),(72 199.87608),(73 200.78253),(74 202.84332),(75 198.82323),(76 200.01749),(77 200.23727),(78 200.34502),(79 198.41301),
(1 110.56926),(2 129.9008),(3 137.66284),(4 144.35776),(5 158.26346),(6 162.51924),(7 164.15465),(8 176.9464),(9 181.87506),(10 184.97858),(11 191.33788),(12 191.99306),(13 189.61406),(14 196.65611),(15 199.01988),(16 195.83888),(17 193.4104),(18 197.43971),(19 196.89172),(20 196.10626),(21 196.93675),(22 197.6417),(23 198.13672),(24 200.82619),(25 201.94458),(26 202.77509),(27 199.79343),(28 202.24321),(29 204.3654),(30 203.99039),(31 207.1183),(32 206.46252),(33 206.90414),(34 209.41405),(35 206.68922),(36 205.87672),(37 206.95108),(38 207.69115),(39 208.47066),(40 204.18216),(41 204.09805),(42 205.64587),(43 203.53893),(44 206.07123),(45 205.03517),(46 204.90016),(47 204.10838),(48 204.99196),(49 204.75934),(50 204.16426),(51 206.76251),(52 205.13383),(53 204.06544),(54 207.35742),(55 207.41731),(56 206.88014),(57 206.51831),(58 208.24364),(59 206.25616),(60 203.35321),(61 203.93927),(62 205.72868),(63 203.99275),(64 204.13307),(65 203.41554),(66 203.25397),(67 202.13603),(68 201.12918),(69 201.17264),(70 198.99309),(71 200.89638),(72 200.23796),(73 197.32239),(74 199.18402),(75 195.56308),(76 194.76001),(77 195.80916),(78 197.0411),(79 194.8073),
(1 111.14417),(2 128.32698),(3 133.67343),(4 143.65741),(5 154.05936),(6 160.24664),(7 160.30385),(8 172.49324),(9 177.32198),(10 179.4706),(11 185.96461),(12 185.82587),(13 187.66014),(14 189.3209),(15 193.61894),(16 188.54784),(17 189.39928),(18 194.44237),(19 196.16302),(20 198.81664),(21 197.95233),(22 200.70308),(23 203.35689),(24 200.11407),(25 203.2098),(26 202.87231),(27 200.22905),(28 204.7454),(29 206.0161),(30 205.46806),(31 206.4992),(32 207.733),(33 207.91641),(34 208.83925),(35 207.99762),(36 208.07158),(37 209.98523),(38 210.93407),(39 211.60623),(40 209.40947),(41 206.02864),(42 202.47249),(43 200.82648),(44 201.2831),(45 199.00276),(46 200.31416),(47 198.57047),(48 200.54054),(49 198.16809),(50 199.37831),(51 199.4945),(52 199.17514),(53 203.61412),(54 201.3658),(55 201.73749),(56 201.41376),(57 200.32753),(58 202.34523),(59 200.75136),(60 199.78021),(61 198.8077),(62 198.27469),(63 199.71161),(64 199.19725),(65 197.45528),(66 197.15253),(67 198.75218),(68 193.29132),(69 196.83289),(70 193.40773),(71 194.93199),(72 193.52019),(73 191.28261),(74 192.88371),(75 192.14868),(76 191.7619),(77 192.09093),(78 194.60747),(79 187.88231),
(1 110.418365),(2 126.84828),(3 133.11209),(4 143.76054),(5 154.5383),(6 157.80928),(7 158.2457),(8 170.04256),(9 173.67274),(10 175.82207),(11 181.62189),(12 182.18564),(13 185.76526),(14 185.07419),(15 189.41966),(16 184.44435),(17 186.06363),(18 188.78265),(19 190.00519),(20 192.70201),(21 191.4869),(22 193.6364),(23 196.91986),(24 195.97792),(25 196.93806),(26 197.74506),(27 197.40594),(28 201.24841),(29 204.37093),(30 201.0945),(31 202.2737),(32 202.53508),(33 202.55566),(34 202.98909),(35 201.48047),(36 203.73654),(37 204.37575),(38 205.31285),(39 205.73245),(40 204.77438),(41 204.39175),(42 202.73814),(43 199.14668),(44 197.25957),(45 195.77611),(46 199.94223),(47 198.92583),(48 198.00092),(49 197.46188),(50 198.81746),(51 200.60522),(52 198.04506),(53 199.06589),(54 200.4335),(55 201.36407),(56 199.80646),(57 198.426),(58 197.55568),(59 199.70496),(60 199.60011),(61 200.80397),(62 197.29608),(63 196.35556),(64 195.908),(65 194.1496),(66 194.93678),(67 197.22029),(68 193.20294),(69 194.65414),(70 192.53645),(71 194.6527),(72 191.63792),(73 191.39424),(74 190.26521),(75 190.15309),(76 192.38152),(77 190.51462),(78 192.47353),(79 189.15277),
(1 113.38224),(2 129.7569),(3 134.57262),(4 142.61728),(5 156.4876),(6 158.8254),(7 161.89645),(8 174.22237),(9 176.62073),(10 177.71307),(11 185.70259),(12 188.51497),(13 187.89404),(14 189.6649),(15 194.42815),(16 189.10681),(17 192.18515),(18 191.22629),(19 192.47708),(20 191.73317),(21 195.34177),(22 196.9863),(23 199.89127),(24 200.02321),(25 200.62189),(26 200.81995),(27 200.9706),(28 202.68193),(29 203.94827),(30 201.76888),(31 204.45543),(32 203.46838),(33 203.06784),(34 202.93137),(35 203.94504),(36 205.12204),(37 204.42659),(38 204.35043),(39 208.7369),(40 205.60799),(41 205.5199),(42 206.15231),(43 204.41449),(44 201.9935),(45 200.41672),(46 200.02861),(47 199.74997),(48 197.99577),(49 196.33061),(50 198.18802),(51 198.88417),(52 200.5187),(53 199.98062),(54 199.16528),(55 202.82281),(56 201.36557),(57 203.29593),(58 200.88557),(59 201.7069),(60 199.15427),(61 199.72014),(62 200.13765),(63 200.19128),(64 199.30302),(65 197.8794),(66 198.31052),(67 198.41846),(68 200.08754),(69 198.50032),(70 197.93991),(71 198.28818),(72 197.37775),(73 196.78387),(74 197.76404),(75 194.30272),(76 198.81097),(77 196.0747),(78 198.16028),(79 196.35307),
(1 109.65491),(2 123.57356),(3 128.92401),(4 138.26303),(5 151.17429),(6 153.42038),(7 154.17397),(8 168.0672),(9 172.04582),(10 173.33054),(11 176.20418),(12 178.02426),(13 178.55692),(14 178.14326),(15 179.2523),(16 178.1591),(17 180.42688),(18 180.87456),(19 182.87607),(20 184.8052),(21 188.0586),(22 188.87004),(23 190.31064),(24 192.35878),(25 190.98442),(26 190.82532),(27 193.46375),(28 194.8112),(29 193.9861),(30 193.84741),(31 196.52217),(32 197.4381),(33 196.90565),(34 198.59671),(35 199.27048),(36 201.06401),(37 202.40707),(38 201.29123),(39 203.06636),(40 199.7422),(41 200.01212),(42 200.06906),(43 199.83257),(44 200.04683),(45 195.5173),(46 196.86311),(47 194.30568),(48 193.6547),(49 195.02689),(50 193.54332),(51 193.7133),(52 193.3867),(53 195.30278),(54 190.57747),(55 195.56238),(56 194.16148),(57 194.45409),(58 193.90723),(59 190.4539),(60 189.8194),(61 191.75531),(62 191.29471),(63 190.66124),(64 190.21474),(65 188.67882),(66 188.70917),(67 189.3459),(68 190.27298),(69 189.24069),(70 188.74805),(71 188.54477),(72 187.99338),(73 185.515),(74 187.80223),(75 182.85287),(76 188.25525),(77 184.7098),(78 185.73701),(79 185.13748),
(1 110.73312),(2 125.60517),(3 130.79886),(4 141.37936),(5 152.13025),(6 154.38048),(7 154.39287),(8 169.33862),(9 175.09135),(10 175.28479),(11 177.5355),(12 177.53087),(13 180.10403),(14 179.68237),(15 182.27846),(16 181.48856),(17 183.59373),(18 186.42403),(19 188.4818),(20 189.5992),(21 191.48135),(22 192.44986),(23 193.60506),(24 196.10551),(25 193.35971),(26 196.91405),(27 198.37799),(28 198.7224),(29 198.07738),(30 199.91771),(31 199.35936),(32 196.10782),(33 199.60008),(34 198.08301),(35 199.9186),(36 200.02657),(37 201.53204),(38 200.35025),(39 204.60492),(40 199.02786),(41 196.6538),(42 201.4159),(43 202.0849),(44 201.62294),(45 199.56157),(46 199.03021),(47 194.30371),(48 194.7887),(49 194.97675),(50 193.2364),(51 193.20158),(52 191.5911),(53 197.44543),(54 194.13152),(55 196.96011),(56 196.29251),(57 198.26044),(58 198.94179),(59 199.19228),(60 195.91702),(61 199.94516),(62 196.87672),(63 194.57393),(64 192.36934),(65 191.73409),(66 192.94101),(67 193.09941),(68 192.59383),(69 193.1881),(70 191.45508),(71 192.78548),(72 191.95279),(73 190.49165),(74 190.8511),(75 189.93658),(76 192.3921),(77 189.0571),(78 189.47916),(79 188.68764),
(1 106.949745),(2 123.36979),(3 127.919525),(4 139.1333),(5 148.19035),(6 154.10574),(7 156.66982),(8 167.90433),(9 173.54776),(10 173.7391),(11 174.08574),(12 175.35681),(13 178.37485),(14 177.9392),(15 181.10368),(16 181.40411),(17 183.35298),(18 182.68555),(19 184.27963),(20 186.80037),(21 187.3646),(22 189.1501),(23 186.84877),(24 188.83235),(25 189.45326),(26 191.83145),(27 190.9781),(28 191.26704),(29 193.27771),(30 192.32343),(31 192.82826),(32 195.86377),(33 195.17401),(34 193.79974),(35 194.07437),(36 194.2147),(37 194.05492),(38 193.8004),(39 196.12668),(40 194.52675),(41 194.44199),(42 195.88184),(43 196.75925),(44 198.46417),(45 195.32669),(46 192.91026),(47 190.4156),(48 191.58553),(49 187.8207),(50 188.53297),(51 187.39612),(52 187.08298),(53 194.01068),(54 193.04161),(55 193.65633),(56 192.57933),(57 194.58745),(58 191.68938),(59 192.69933),(60 189.32982),(61 191.32701),(62 190.4407),(63 188.3048),(64 188.57343),(65 187.983),(66 188.90617),(67 188.07762),(68 187.92674),(69 188.08632),(70 186.72964),(71 185.74329),(72 185.26105),(73 184.89659),(74 184.12747),(75 182.5583),(76 181.84766),(77 181.2231),(78 182.45041),(79 182.21371),
(1 105.36545),(2 122.84313),(3 125.72036),(4 135.51105),(5 145.66049),(6 151.77324),(7 151.33664),(8 162.51558),(9 167.7442),(10 172.36076),(11 170.62479),(12 169.92815),(13 175.6623),(14 175.42218),(15 178.4817),(16 175.88559),(17 176.52759),(18 178.13474),(19 182.02756),(20 183.24118),(21 183.92906),(22 187.34518),(23 185.57889),(24 185.85632),(25 186.65538),(26 188.2122),(27 188.49033),(28 187.30138),(29 192.50595),(30 189.75092),(31 192.29884),(32 196.122),(33 191.8663),(34 192.3071),(35 194.41061),(36 198.20897),(37 196.88162),(38 195.30775),(39 195.63895),(40 194.96938),(41 193.77135),(42 191.55887),(43 192.23676),(44 193.38274),(45 187.83203),(46 187.60263),(47 187.88118),(48 190.67004),(49 187.77571),(50 188.8264),(51 186.94809),(52 185.46846),(53 197.54472),(54 191.99301),(55 193.05185),(56 194.71555),(57 194.54521),(58 193.3294),(59 191.9677),(60 192.58066),(61 191.52896),(62 190.15363),(63 187.08922),(64 189.19554),(65 185.70836),(66 186.26262),(67 184.67038),(68 184.95195),(69 185.54088),(70 183.45934),(71 182.30957),(72 182.4365),(73 179.98271),(74 179.62694),(75 179.14368),(76 180.50458),(77 179.81583),(78 178.48833),(79 178.8082),
(1 106.756256),(2 120.291176),(3 127.0925),(4 133.77577),(5 146.9498),(6 153.384),(7 153.80159),(8 164.82243),(9 168.72516),(10 174.51779),(11 174.27025),(12 175.16995),(13 181.6698),(14 180.2836),(15 181.90587),(16 178.3764),(17 179.83087),(18 183.4855),(19 186.24347),(20 184.52406),(21 184.01424),(22 185.47777),(23 184.93634),(24 183.17651),(25 184.44437),(26 188.21664),(27 187.61908),(28 186.44699),(29 188.20947),(30 189.42375),(31 191.82849),(32 192.61299),(33 189.50854),(34 190.56348),(35 192.26721),(36 196.3246),(37 193.16153),(38 193.27621),(39 191.7533),(40 190.84578),(41 190.10123),(42 188.55588),(43 191.73737),(44 192.92508),(45 188.04573),(46 188.69814),(47 187.71938),(48 189.55606),(49 185.4046),(50 188.76071),(51 187.3198),(52 185.92325),(53 193.15073),(54 188.35617),(55 191.04474),(56 189.06067),(57 191.05525),(58 189.87686),(59 187.87717),(60 188.39584),(61 189.56209),(62 188.1291),(63 187.26433),(64 190.63756),(65 186.55656),(66 187.17273),(67 185.42633),(68 186.36366),(69 186.47308),(70 185.31789),(71 183.46368),(72 186.38452),(73 183.29684),(74 181.20279),(75 180.52676),(76 183.59373),(77 182.3283),(78 182.96861),(79 180.29126),
