1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 102.66503),(2 115.578545),(3 122.47632),(4 127.42643),(5 139.8881),(6 143.40031),(7 145.08684),(8 153.74417),(9 158.18475),(10 161.78874),(11 166.35245),(12 170.30257),(13 171.53033),(14 170.19916),(15 173.11717),(16 170.99222),(17 172.79219),(18 171.53358),(19 174.83539),(20 175.08394),(21 174.51332),(22 176.76915),(23 178.40762),(24 179.23395),(25 180.50214),(26 184.02853),(27 185.32022),(28 185.24492),(29 186.26527),(30 185.27943),(31 189.08522),(32 187.57666),(33 188.28023),(34 188.5832),(35 192.45122),(36 191.27678),(37 194.15782),(38 191.69044),(39 187.90327),(40 189.78088),(41 190.32825),(42 187.05814),(43 188.65063),(44 188.59752),(45 184.77591),(46 182.8397),(47 182.6311),(48 181.78404),(49 179.08733),(50 179.98267),(51 182.04807),(52 180.44836),(53 185.8618),(54 182.26193),(55 183.78098),(56 180.21547),(57 185.77972),(58 183.7188),(59 184.54108),(60 182.487),(61 186.54208),(62 183.3357),(63 183.61201),(64 185.68292),(65 179.96268),(66 182.91728),(67 182.08267),(68 181.02454),(69 182.79651),(70 180.414),(71 181.1654),(72 183.31377),(73 181.54988),(74 181.27792),(75 178.73546),(76 182.24353),(77 179.46141),(78 180.66261),(79 178.95912),
(1 102.02917),(2 119.37167),(3 123.125496),(4 128.58914),(5 143.46417),(6 146.89104),(7 148.79448),(8 155.63002),(9 160.86432),(10 164.77748),(11 166.39972),(12 169.30879),(13 171.80188),(14 170.63522),(15 172.24023),(16 170.95102),(17 173.79303),(18 172.30545),(19 175.70383),(20 175.92183),(21 176.53314),(22 177.04689),(23 178.05132),(24 181.27768),(25 181.91924),(26 183.62329),(27 184.83319),(28 186.7501),(29 187.51207),(30 184.24612),(31 188.96211),(32 185.02466),(33 185.36751),(34 188.69304),(35 189.90399),(36 189.97627),(37 191.25839),(38 187.77782),(39 185.41138),(40 185.10269),(41 189.33417),(42 187.95874),(43 188.63962),(44 186.88818),(45 182.45363),(46 183.07176),(47 182.35419),(48 184.63191),(49 182.99382),(50 184.73785),(51 184.73209),(52 185.64525),(53 190.03337),(54 184.91595),(55 185.71873),(56 185.58853),(57 183.87532),(58 182.66948),(59 183.93887),(60 184.35185),(61 187.70552),(62 179.96045),(63 183.74043),(64 181.71484),(65 180.21585),(66 181.71184),(67 180.96552),(68 179.44315),(69 180.42014),(70 177.14188),(71 177.62436),(72 177.52702),(73 175.8735),(74 178.57861),(75 172.06442),(76 174.72993),(77 173.81741),(78 175.98227),(79 174.00145),
(1 100.33081),(2 117.20347),(3 117.46287),(4 125.17277),(5 138.94556),(6 142.76517),(7 144.01028),(8 152.36485),(9 157.79085),(10 163.20673),(11 163.2664),(12 166.382),(13 170.71417),(14 168.88551),(15 169.62819),(16 169.47672),(17 172.12187),(18 170.63339),(19 174.1203),(20 175.64572),(21 174.79187),(22 174.58347),(23 175.17348),(24 178.52275),(25 181.25659),(26 180.14215),(27 181.75232),(28 184.70099),(29 185.47261),(30 181.85454),(31 183.86504),(32 185.5546),(33 185.84012),(34 185.04927),(35 184.07556),(36 184.1553),(37 187.0937),(38 186.65349),(39 183.63826),(40 181.49756),(41 183.39684),(42 182.41371),(43 184.48424),(44 184.16373),(45 178.91895),(46 179.75363),(47 179.6002),(48 181.96877),(49 181.32634),(50 181.99321),(51 178.92781),(52 180.78888),(53 186.1421),(54 181.01964),(55 185.6788),(56 185.04744),(57 182.02576),(58 181.58041),(59 179.80518),(60 180.43877),(61 182.55109),(62 177.34055),(63 179.73473),(64 178.30566),(65 177.90483),(66 179.46173),(67 177.91844),(68 176.21861),(69 175.05417),(70 174.55823),(71 175.51071),(72 174.4905),(73 174.1178),(74 175.3824),(75 168.95622),(76 173.20782),(77 170.9703),(78 174.24254),(79 169.91818),
(1 99.75678),(2 115.520134),(3 117.04547),(4 124.70699),(5 137.83873),(6 144.48958),(7 142.80733),(8 150.85564),(9 157.05707),(10 162.21133),(11 162.27734),(12 164.32082),(13 168.58382),(14 165.20236),(15 165.9264),(16 165.72346),(17 170.02766),(18 168.21956),(19 173.1178),(20 172.32773),(21 171.62828),(22 173.53816),(23 170.40733),(24 176.21419),(25 176.09036),(26 176.11508),(27 177.11024),(28 178.50925),(29 178.72743),(30 174.94524),(31 175.6597),(32 176.41438),(33 177.24977),(34 179.17934),(35 178.84717),(36 179.03746),(37 181.26169),(38 182.16446),(39 182.225),(40 181.70065),(41 181.43878),(42 179.18677),(43 180.09552),(44 177.9483),(45 175.72716),(46 176.30562),(47 176.10243),(48 175.66234),(49 175.82759),(50 175.14568),(51 176.47531),(52 176.3236),(53 180.49612),(54 179.64798),(55 180.9491),(56 179.6059),(57 179.81833),(58 177.14847),(59 176.04582),(60 175.64429),(61 179.2649),(62 178.18726),(63 177.66048),(64 178.51357),(65 178.14125),(66 178.95619),(67 176.53291),(68 174.58751),(69 174.29884),(70 174.20114),(71 173.71086),(72 173.85411),(73 173.76611),(74 172.42342),(75 168.10675),(76 172.89644),(77 171.24878),(78 173.1767),(79 168.25923),
(1 98.83388),(2 116.57037),(3 117.30787),(4 125.82778),(5 138.60223),(6 144.88754),(7 145.87433),(8 150.71745),(9 158.29631),(10 163.37558),(11 163.44899),(12 166.6922),(13 170.4132),(14 165.86276),(15 169.35117),(16 168.09329),(17 169.65121),(18 166.96806),(19 171.086),(20 171.50156),(21 172.23538),(22 174.093),(23 173.5015),(24 176.8254),(25 174.96397),(26 176.67502),(27 177.31412),(28 175.3562),(29 177.84232),(30 177.35884),(31 178.10588),(32 179.64651),(33 179.9594),(34 181.00786),(35 181.84059),(36 183.16035),(37 182.86171),(38 182.87181),(39 184.42294),(40 181.71031),(41 181.03912),(42 177.70122),(43 178.70834),(44 178.65797),(45 178.52376),(46 178.26662),(47 176.60342),(48 178.19124),(49 178.32266),(50 177.52148),(51 177.93007),(52 176.30188),(53 178.07753),(54 180.14754),(55 177.4376),(56 179.2155),(57 178.58986),(58 176.72379),(59 178.65701),(60 177.34744),(61 179.66435),(62 177.67839),(63 177.95512),(64 177.67165),(65 180.73607),(66 177.57225),(67 177.84454),(68 177.5253),(69 177.79721),(70 175.13023),(71 174.97588),(72 176.37837),(73 176.65039),(74 178.13399),(75 175.29211),(76 178.36794),(77 176.86931),(78 176.74648),(79 175.48022),
(1 94.328285),(2 111.61158),(3 115.02942),(4 121.58566),(5 132.74118),(6 137.71611),(7 138.7584),(8 143.87447),(9 151.14351),(10 154.83357),(11 154.68973),(12 157.58597),(13 159.53027),(14 158.41728),(15 161.76411),(16 158.96997),(17 161.82675),(18 162.1402),(19 165.17099),(20 166.26665),(21 167.2718),(22 168.21092),(23 169.94472),(24 172.78896),(25 172.0167),(26 171.38052),(27 172.36548),(28 172.446),(29 178.0256),(30 176.86067),(31 176.88695),(32 178.68555),(33 178.93504),(34 178.0861),(35 179.71117),(36 179.03694),(37 178.7959),(38 178.18141),(39 178.18382),(40 177.00613),(41 176.3126),(42 173.17177),(43 173.60579),(44 176.55353),(45 176.32896),(46 172.28224),(47 173.29057),(48 174.12839),(49 171.69382),(50 171.11243),(51 172.26706),(52 172.38666),(53 174.21208),(54 174.90881),(55 173.4283),(56 174.42493),(57 171.6459),(58 171.39706),(59 171.90509),(60 169.72467),(61 172.98427),(62 172.2676),(63 171.17651),(64 172.0712),(65 173.124),(66 170.5917),(67 171.51093),(68 169.87947),(69 169.29974),(70 168.21336),(71 168.51117),(72 170.37804),(73 169.96516),(74 169.0956),(75 166.36523),(76 167.76816),(77 165.89221),(78 166.11862),(79 165.71364),
(1 95.59092),(2 111.410065),(3 115.702065),(4 123.54177),(5 134.62979),(6 140.15271),(7 140.0863),(8 148.70573),(9 155.00331),(10 159.34756),(11 159.63327),(12 162.67043),(13 163.48907),(14 164.02586),(15 165.45345),(16 162.2318),(17 165.50801),(18 165.38911),(19 167.4781),(20 171.45424),(21 171.24748),(22 170.26625),(23 172.6706),(24 173.7588),(25 172.33888),(26 173.65486),(27 175.11975),(28 178.05116),(29 178.88266),(30 176.66707),(31 178.03775),(32 177.84993),(33 178.37349),(34 181.71523),(35 181.04866),(36 181.64703),(37 182.57155),(38 181.42674),(39 184.09204),(40 181.36653),(41 184.07558),(42 179.27348),(43 181.97377),(44 182.31496),(45 181.26625),(46 180.44002),(47 179.5097),(48 181.57352),(49 178.85318),(50 179.12088),(51 178.76122),(52 180.50583),(53 178.70471),(54 179.86461),(55 177.42558),(56 177.89507),(57 178.47003),(58 178.47617),(59 181.05957),(60 177.76823),(61 178.06696),(62 178.05913),(63 175.38182),(64 175.84264),(65 174.97049),(66 177.5175),(67 175.31367),(68 176.38654),(69 173.92058),(70 172.67128),(71 173.25917),(72 172.8898),(73 172.80049),(74 172.72859),(75 171.8972),(76 174.08412),(77 172.81892),(78 170.46954),(79 170.91286),
(1 93.711555),(2 110.49661),(3 113.770424),(4 120.953514),(5 130.42723),(6 136.43497),(7 137.1733),(8 144.14261),(9 149.5282),(10 154.08397),(11 153.12347),(12 156.83206),(13 161.34952),(14 160.42604),(15 160.268),(16 159.15796),(17 161.44913),(18 160.3038),(19 162.14986),(20 164.49388),(21 165.17972),(22 164.19249),(23 165.68394),(24 165.00586),(25 167.07195),(26 166.54745),(27 167.19092),(28 168.02536),(29 170.50356),(30 168.52548),(31 169.2127),(32 171.73088),(33 173.07756),(34 174.00063),(35 175.45273),(36 175.63753),(37 176.33461),(38 175.45242),(39 176.6207),(40 173.82497),(41 175.04907),(42 172.29407),(43 174.26843),(44 173.26807),(45 170.9068),(46 170.5655),(47 170.974),(48 171.91441),(49 171.70782),(50 171.61171),(51 174.17288),(52 171.77681),(53 172.07802),(54 173.31335),(55 174.01987),(56 171.2488),(57 171.4984),(58 171.5679),(59 169.49927),(60 170.66623),(61 168.44698),(62 170.00629),(63 168.6714),(64 169.6456),(65 168.93782),(66 169.36366),(67 167.64058),(68 169.13388),(69 166.40767),(70 165.91168),(71 168.01048),(72 163.98305),(73 164.4094),(74 164.00783),(75 163.18968),(76 164.87192),(77 163.87244),(78 163.15027),(79 162.70828),
(1 92.39478),(2 109.47801),(3 112.64205),(4 119.42047),(5 130.41994),(6 136.91486),(7 136.36739),(8 143.02713),(9 148.96567),(10 152.5432),(11 151.78696),(12 155.13647),(13 160.23813),(14 160.94733),(15 157.26927),(16 160.00797),(17 160.47992),(18 160.41035),(19 163.82033),(20 163.33524),(21 160.92775),(22 164.11813),(23 164.68066),(24 163.79318),(25 165.07945),(26 166.23763),(27 168.02771),(28 170.30057),(29 171.27132),(30 169.94748),(31 169.47641),(32 175.06686),(33 173.50609),(34 175.2065),(35 174.29895),(36 171.73845),(37 174.02669),(38 173.05348),(39 171.66092),(40 169.49527),(41 170.09988),(42 169.61655),(43 169.7902),(44 169.7253),(45 167.24077),(46 169.55952),(47 170.50677),(48 169.84142),(49 167.21696),(50 167.02771),(51 167.32893),(52 167.11961),(53 165.02322),(54 167.71884),(55 166.91824),(56 167.8056),(57 167.36392),(58 168.80101),(59 166.61148),(60 167.84969),(61 166.13072),(62 164.57518),(63 166.31844),(64 165.9073),(65 166.53696),(66 164.04189),(67 164.50595),(68 165.06654),(69 160.23734),(70 163.47188),(71 164.59886),(72 162.6425),(73 162.38272),(74 161.11165),(75 161.51947),(76 162.60387),(77 160.93324),(78 162.77931),(79 160.48555),
(1 94.45055),(2 110.42323),(3 114.298904),(4 121.10577),(5 131.39777),(6 138.47932),(7 136.87848),(8 145.84177),(9 153.23537),(10 156.05289),(11 154.68823),(12 158.93123),(13 164.4003),(14 166.4283),(15 162.53854),(16 164.9836),(17 163.86903),(18 162.62718),(19 164.79704),(20 167.61226),(21 165.55685),(22 168.89789),(23 168.69485),(24 169.36934),(25 169.3981),(26 168.82562),(27 172.36124),(28 173.96129),(29 173.65286),(30 173.55879),(31 174.95082),(32 178.79497),(33 176.60817),(34 177.0825),(35 175.43666),(36 175.37184),(37 175.49748),(38 176.86653),(39 174.00412),(40 173.16571),(41 171.71089),(42 171.90663),(43 173.19504),(44 169.858),(45 166.60437),(46 169.61447),(47 168.1187),(48 168.26663),(49 164.73332),(50 165.72061),(51 167.3922),(52 167.50768),(53 167.25995),(54 170.37842),(55 168.12862),(56 171.56981),(57 170.1566),(58 170.00731),(59 168.56998),(60 168.55173),(61 168.71663),(62 170.3258),(63 170.66489),(64 167.20041),(65 168.74655),(66 166.53691),(67 166.77545),(68 166.21634),(69 160.88135),(70 167.179),(71 164.712),(72 166.36234),(73 166.77489),(74 164.78203),(75 164.95726),(76 165.7052),(77 162.98907),(78 164.83083),(79 162.69563),
(1 91.10577),(2 106.57287),(3 110.81058),(4 117.725945),(5 126.97996),(6 132.94171),(7 132.18513),(8 139.47395),(9 147.14896),(10 148.80443),(11 147.5302),(12 150.87769),(13 157.10226),(14 156.94698),(15 155.9664),(16 157.72939),(17 157.35875),(18 156.13062),(19 157.5618),(20 160.04555),(21 158.26222),(22 157.79846),(23 160.09099),(24 159.99452),(25 159.10194),(26 159.66231),(27 159.04617),(28 161.15112),(29 162.29094),(30 163.81941),(31 163.4903),(32 165.72328),(33 166.72243),(34 166.82199),(35 167.39415),(36 167.40964),(37 167.48547),(38 169.41197),(39 168.75858),(40 168.30646),(41 166.21011),(42 166.61421),(43 165.99608),(44 164.7428),(45 162.83574),(46 167.73817),(47 166.10896),(48 165.32803),(49 164.74825),(50 165.06088),(51 166.81464),(52 163.6547),(53 165.39243),(54 167.774),(55 165.02766),(56 168.546),(57 168.46684),(58 167.73004),(59 166.1887),(60 165.3704),(61 166.66814),(62 165.34593),(63 165.72032),(64 163.0126),(65 163.50545),(66 163.47583),(67 163.69646),(68 162.9325),(69 161.62206),(70 163.19138),(71 162.71509),(72 163.5687),(73 162.88106),(74 160.32645),(75 158.76134),(76 162.62491),(77 161.36716),(78 160.93948),(79 160.6884),
(1 93.53603),(2 108.86007),(3 114.17694),(4 119.83564),(5 129.7523),(6 137.14262),(7 136.53789),(8 143.35136),(9 150.57565),(10 155.65625),(11 153.47755),(12 157.53949),(13 163.24046),(14 163.4697),(15 161.17363),(16 158.79338),(17 158.25896),(18 160.6779),(19 161.29936),(20 163.00847),(21 162.8082),(22 163.65634),(23 164.52509),(24 164.61778),(25 164.72014),(26 166.10619),(27 166.94803),(28 170.43228),(29 172.37964),(30 171.61371),(31 171.80904),(32 173.14433),(33 174.62482),(34 173.6372),(35 171.19496),(36 170.93594),(37 171.07034),(38 172.03622),(39 172.67638),(40 171.33768),(41 170.49277),(42 172.2999),(43 170.25609),(44 172.10822),(45 166.32446),(46 170.03114),(47 166.95132),(48 166.62515),(49 167.31357),(50 165.3047),(51 166.14973),(52 165.03734),(53 169.73047),(54 168.67377),(55 168.12323),(56 170.20486),(57 169.31236),(58 168.96994),(59 169.43402),(60 168.74443),(61 169.35785),(62 168.27861),(63 170.30873),(64 167.25262),(65 168.0893),(66 166.54411),(67 168.17928),(68 166.59892),(69 167.42583),(70 165.79784),(71 165.38171),(72 166.54095),(73 165.93324),(74 162.95427),(75 163.07906),(76 164.41972),(77 162.30241),(78 163.01399),(79 161.89558),
(1 90.915726),(2 105.16772),(3 110.039375),(4 114.42318),(5 123.42161),(6 129.43373),(7 129.48),(8 137.79395),(9 144.71202),(10 150.18643),(11 148.38809),(12 153.13353),(13 157.62611),(14 156.63684),(15 159.78358),(16 155.26317),(17 156.6011),(18 159.55402),(19 159.68822),(20 161.56918),(21 159.30426),(22 162.08743),(23 164.17258),(24 164.19208),(25 165.6197),(26 165.20996),(27 167.78674),(28 165.61392),(29 167.96767),(30 164.83472),(31 168.53049),(32 164.89215),(33 168.59238),(34 167.38155),(35 168.21867),(36 166.98665),(37 167.00177),(38 168.85802),(39 168.05075),(40 165.4873),(41 163.66011),(42 164.60022),(43 163.62488),(44 165.79897),(45 162.05716),(46 161.61421),(47 159.0676),(48 161.0912),(49 161.95656),(50 161.66083),(51 161.10947),(52 159.02518),(53 163.00151),(54 162.47943),(55 160.56139),(56 160.62607),(57 159.41132),(58 163.7764),(59 161.61226),(60 160.8691),(61 160.29456),(62 160.67696),(63 160.13548),(64 160.89844),(65 160.12294),(66 158.86858),(67 161.59042),(68 159.6405),(69 162.0187),(70 158.95045),(71 160.47859),(72 160.65453),(73 160.38388),(74 159.568),(75 157.24669),(76 161.03397),(77 156.00308),(78 160.00438),(79 156.10802),
(1 90.755875),(2 104.89511),(3 111.393105),(4 116.72317),(5 125.35093),(6 131.67657),(7 132.51094),(8 140.68715),(9 147.94258),(10 152.17072),(11 151.4622),(12 155.03294),(13 158.70468),(14 157.49687),(15 159.10416),(16 155.91),(17 159.5252),(18 158.1469),(19 159.09625),(20 160.85403),(21 159.25778),(22 161.37097),(23 161.7366),(24 163.13857),(25 163.12914),(26 163.93486),(27 164.29254),(28 165.67673),(29 167.80923),(30 166.19475),(31 169.10796),(32 169.27454),(33 167.96349),(34 168.5901),(35 168.29877),(36 165.54181),(37 165.58475),(38 167.77693),(39 167.06213),(40 165.73724),(41 166.85464),(42 167.01501),(43 164.91237),(44 169.38397),(45 165.90794),(46 164.87076),(47 163.42616),(48 164.61629),(49 165.52133),(50 162.91203),(51 163.17284),(52 162.08026),(53 164.24797),(54 165.73305),(55 165.28738),(56 164.24678),(57 162.644),(58 165.5001),(59 162.49304),(60 160.70793),(61 162.0719),(62 162.92851),(63 160.7014),(64 160.81375),(65 160.33136),(66 162.0206),(67 162.10402),(68 160.15483),(69 162.67957),(70 159.1721),(71 162.02214),(72 160.29225),(73 162.00388),(74 162.31186),(75 158.21104),(76 162.12007),(77 157.20079),(78 162.45073),(79 159.16179),
(1 87.7147),(2 104.21274),(3 106.364296),(4 113.0465),(5 121.2012),(6 126.66228),(7 128.24428),(8 133.42575),(9 142.28008),(10 143.59474),(11 145.805),(12 147.7361),(13 150.95023),(14 152.0928),(15 151.19693),(16 147.61252),(17 150.022),(18 151.2368),(19 154.6573),(20 154.84222),(21 154.23491),(22 157.3079),(23 158.3038),(24 157.11974),(25 160.2359),(26 161.06366),(27 163.0302),(28 165.19106),(29 165.9653),(30 161.97726),(31 166.04913),(32 164.82504),(33 165.16641),(34 162.8002),(35 164.4274),(36 164.466),(37 163.72548),(38 166.3347),(39 165.45772),(40 163.63408),(41 163.20427),(42 162.58638),(43 160.69298),(44 162.86632),(45 160.46762),(46 161.42105),(47 160.38528),(48 160.25752),(49 159.37129),(50 158.86967),(51 158.55981),(52 157.92159),(53 159.54338),(54 159.5242),(55 160.6136),(56 160.86043),(57 160.64653),(58 160.79807),(59 159.57668),(60 157.36974),(61 160.09464),(62 160.2446),(63 159.51843),(64 158.11432),(65 157.06468),(66 159.58412),(67 160.75111),(68 160.78682),(69 159.52728),(70 157.10405),(71 160.04218),(72 157.79251),(73 157.75198),(74 160.09502),(75 155.78558),(76 159.70145),(77 155.53088),(78 159.30328),(79 157.46579),
(1 86.114365),(2 101.95226),(3 105.98252),(4 112.77535),(5 122.46271),(6 127.03057),(7 129.28008),(8 136.1975),(9 143.84178),(10 146.14586),(11 149.2592),(12 150.71002),(13 151.90517),(14 153.06227),(15 150.35222),(16 149.28772),(17 152.11983),(18 151.13983),(19 152.00798),(20 153.69223),(21 153.10835),(22 152.87888),(23 155.65858),(24 156.40196),(25 155.6156),(26 158.16779),(27 161.3574),(28 162.14684),(29 161.50873),(30 159.93604),(31 161.97227),(32 162.36446),(33 161.15337),(34 160.75381),(35 162.03528),(36 163.6683),(37 161.78387),(38 162.63432),(39 162.72528),(40 161.71548),(41 161.90097),(42 159.76004),(43 160.00893),(44 159.60664),(45 159.88254),(46 160.65979),(47 158.14902),(48 158.16336),(49 158.11302),(50 157.69127),(51 160.9374),(52 160.61809),(53 159.79227),(54 159.71819),(55 160.53128),(56 161.2788),(57 159.85608),(58 160.03581),(59 159.06856),(60 156.9286),(61 157.77963),(62 158.11424),(63 158.23466),(64 156.92369),(65 156.5561),(66 156.47401),(67 158.04741),(68 157.88733),(69 153.6057),(70 154.2731),(71 154.25398),(72 152.54872),(73 150.73662),(74 152.52982),(75 152.08069),(76 152.56506),(77 148.85185),(78 152.60832),(79 152.18695),
(1 87.944244),(2 102.05309),(3 107.578636),(4 113.33866),(5 122.99142),(6 125.930534),(7 129.35318),(8 136.97089),(9 140.32625),(10 143.31512),(11 145.87976),(12 147.38997),(13 150.6237),(14 151.2055),(15 148.90248),(16 149.3566),(17 149.98303),(18 150.98004),(19 152.4287),(20 157.05325),(21 156.87401),(22 156.3127),(23 158.31154),(24 157.55904),(25 158.07114),(26 157.82573),(27 159.79196),(28 160.89545),(29 161.40166),(30 161.7331),(31 161.03821),(32 160.39615),(33 161.60152),(34 163.60246),(35 164.67006),(36 168.68036),(37 165.67213),(38 164.4577),(39 165.67627),(40 164.54527),(41 165.00798),(42 164.41754),(43 162.38612),(44 162.6265),(45 160.21536),(46 161.08871),(47 157.14473),(48 159.07608),(49 158.63174),(50 158.0529),(51 159.07825),(52 161.30257),(53 159.37689),(54 158.2331),(55 157.9789),(56 160.45665),(57 157.51204),(58 160.64511),(59 159.21707),(60 157.62358),(61 158.29752),(62 156.55698),(63 156.41687),(64 154.45776),(65 156.28242),(66 155.49861),(67 156.72438),(68 157.9751),(69 156.62657),(70 155.70193),(71 155.6576),(72 156.20251),(73 154.58328),(74 155.3158),(75 154.18309),(76 157.22849),(77 153.03326),(78 156.27515),(79 154.30112),
(1 86.007545),(2 99.866905),(3 105.449684),(4 112.26558),(5 120.59847),(6 125.42047),(7 127.61482),(8 134.26823),(9 136.47871),(10 141.35022),(11 142.27635),(12 142.04362),(13 145.6672),(14 143.83112),(15 142.12657),(16 142.41354),(17 142.79384),(18 143.5443),(19 145.1904),(20 147.0104),(21 147.81494),(22 148.19196),(23 151.83736),(24 150.65076),(25 152.03157),(26 150.90323),(27 154.86986),(28 154.80455),(29 156.52927),(30 154.0577),(31 154.29964),(32 153.0221),(33 155.65988),(34 155.64569),(35 156.4051),(36 159.25586),(37 159.86458),(38 158.75528),(39 158.9366),(40 157.99406),(41 157.62389),(42 158.34355),(43 158.39917),(44 155.91608),(45 152.59795),(46 153.92531),(47 151.62827),(48 151.96591),(49 150.82368),(50 150.65654),(51 150.5744),(52 151.53227),(53 152.16606),(54 149.54137),(55 151.23634),(56 153.45885),(57 150.68797),(58 151.02151),(59 150.45673),(60 150.53995),(61 150.51689),(62 149.7522),(63 150.64386),(64 147.8967),(65 149.6849),(66 148.09422),(67 147.81346),(68 146.59967),(69 147.59102),(70 146.70079),(71 147.20836),(72 145.46057),(73 145.84856),(74 145.00458),(75 144.48787),(76 148.30783),(77 145.36316),(78 148.54765),(79 147.33972),
