1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 937675.8),(2 2782657.8),(3 5281310.5),(4 8314009.5),(5 11209989),(6 13452648),(7 15529197),(8 17336552),(9 18786194),(10 19604090),(11 20062642),(12 20240030),(13 19904744),(14 19270646),(15 18455626),(16 17578426),(17 16651984),(18 15647480),(19 14804035),(20 14093137),(21 13873875),(22 13670284),(23 13961765),(24 14354680),(25 14380597),(26 14530096),(27 14719739),(28 15214777),(29 15606221),(30 15954779),(31 15941252),(32 15646732),(33 15199203),(34 14241017),(35 13102152),(36 12066355),(37 11371581),(38 10718094),(39 10282987),(40 9787121),(41 9275332),(42 8819897),(43 8602854),(44 8687049),(45 8926673),(46 9256353),(47 9771103),(48 10314099),(49 10818155),(50 11138837),(51 11224732),(52 11084370),(53 10758219),(54 10188361),(55 9565688),(56 9010492),(57 8599124),(58 8181196),(59 7814014),(60 7516042.5),(61 7297064),(62 7156885.5),(63 7203082.5),(64 7376068),(65 7649284),(66 7816595.5),(67 7898716),(68 7821515.5),(69 7735976),(70 7686212),(71 7713862.5),(72 7790782.5),(73 7881603.5),(74 7997510),(75 8119367.5),(76 8230346.5),(77 8238157.5),(78 8328942.5),(79 8423533),
(1 44.865597),(2 58.957867),(3 70.62321),(4 78.11408),(5 84.98997),(6 88.19501),(7 91.56198),(8 93.16519),(9 95.42683),(10 96.17424),(11 98.16449),(12 98.69938),(13 99.2505),(14 98.65384),(15 99.95371),(16 100.90644),(17 101.82031),(18 102.27321),(19 102.44664),(20 102.82786),(21 103.104324),(22 102.99824),(23 103.16648),(24 103.97947),(25 104.35237),(26 104.94497),(27 104.90179),(28 105.352264),(29 107.32855),(30 107.64529),(31 108.03928),(32 107.43031),(33 107.71271),(34 106.88785),(35 106.727806),(36 106.639336),(37 107.17345),(38 106.890045),(39 106.92457),(40 107.12867),(41 107.49638),(42 107.854416),(43 108.22301),(44 108.60341),(45 109.39741),(46 109.78898),(47 110.9323),(48 111.18447),(49 112.3706),(50 112.155365),(51 110.91506),(52 110.74749),(53 110.63985),(54 110.48398),(55 109.804085),(56 108.874664),(57 108.41462),(58 108.04295),(59 107.906494),(60 107.908134),(61 108.685776),(62 108.153534),(63 107.09498),(64 106.896866),(65 107.463486),(66 106.79406),(67 106.64521),(68 106.60742),(69 105.70528),(70 105.84953),(71 105.705315),(72 106.04263),(73 107.05115),(74 107.57758),(75 108.53489),(76 109.03794),(77 109.99992),(78 109.801956),(79 110.45114),
(1 44.419754),(2 58.832367),(3 69.53195),(4 76.62007),(5 83.074265),(6 87.028946),(7 89.95066),(8 92.80295),(9 94.39654),(10 95.37985),(11 98.14087),(12 99.36135),(13 99.62331),(14 100.65587),(15 101.93032),(16 102.91417),(17 104.05785),(18 104.01016),(19 104.64876),(20 104.7814),(21 105.36979),(22 105.32072),(23 105.50796),(24 105.71696),(25 106.04476),(26 105.95369),(27 106.657936),(28 107.52964),(29 108.76462),(30 108.20256),(31 109.583824),(32 109.07373),(33 108.626884),(34 108.206276),(35 107.00186),(36 106.5442),(37 107.835266),(38 107.39297),(39 106.61362),(40 106.797905),(41 106.81138),(42 106.811295),(43 107.05101),(44 107.52994),(45 108.28063),(46 108.05644),(47 108.95193),(48 109.78919),(49 111.302536),(50 111.08214),(51 111.0659),(52 111.47804),(53 110.791916),(54 110.89497),(55 110.601524),(56 110.37441),(57 110.03418),(58 108.70086),(59 108.52094),(60 108.57417),(61 108.74852),(62 108.55735),(63 107.90742),(64 107.76438),(65 107.98471),(66 107.77535),(67 107.60944),(68 107.79696),(69 108.16624),(70 107.88475),(71 108.213234),(72 108.06869),(73 108.74213),(74 108.91509),(75 109.29893),(76 110.41938),(77 110.85401),(78 110.89501),(79 112.05737),
(1 44.410458),(2 58.29985),(3 70.05135),(4 77.155075),(5 83.25268),(6 86.03101),(7 89.855736),(8 92.82362),(9 94.94599),(10 95.11936),(11 96.43306),(12 96.62506),(13 97.49998),(14 97.97053),(15 99.30612),(16 100.33256),(17 101.50207),(18 101.15421),(19 102.08717),(20 102.2823),(21 102.57969),(22 102.42894),(23 102.8895),(24 103.12939),(25 103.08872),(26 103.1177),(27 102.68558),(28 103.408966),(29 104.667145),(30 103.88825),(31 104.33631),(32 103.705124),(33 103.652855),(34 103.10956),(35 102.452515),(36 101.96335),(37 103.18407),(38 102.50641),(39 102.06576),(40 101.82005),(41 102.29747),(42 101.49301),(43 102.8653),(44 102.4809),(45 103.315094),(46 103.29121),(47 103.75915),(48 104.09771),(49 105.17527),(50 105.504295),(51 105.85554),(52 106.54132),(53 107.007256),(54 107.041985),(55 107.37073),(56 107.3516),(57 107.147934),(58 105.75515),(59 105.74359),(60 105.676254),(61 105.88796),(62 105.79854),(63 105.94913),(64 105.55835),(65 106.186356),(66 105.31013),(67 105.67377),(68 105.19478),(69 105.35198),(70 105.038925),(71 105.73819),(72 105.616005),(73 106.26796),(74 106.41289),(75 106.34299),(76 106.84625),(77 107.0224),(78 106.54382),(79 108.22428),
(1 44.04885),(2 57.350395),(3 68.391205),(4 75.46345),(5 82.67297),(6 85.50341),(7 89.58718),(8 91.95847),(9 93.80195),(10 92.97583),(11 93.53052),(12 93.09479),(13 93.96385),(14 93.81832),(15 94.86972),(16 95.84234),(17 96.37633),(18 96.70528),(19 98.14496),(20 98.37946),(21 98.15687),(22 98.00053),(23 98.09602),(24 97.92113),(25 97.966995),(26 97.99886),(27 98.49061),(28 98.786995),(29 100.35569),(30 100.271065),(31 101.14014),(32 100.45431),(33 100.682465),(34 100.22195),(35 100.18908),(36 100.82838),(37 102.178734),(38 101.30027),(39 101.30471),(40 101.7225),(41 103.123215),(42 103.36009),(43 103.431145),(44 103.17213),(45 103.84523),(46 104.264885),(47 105.039085),(48 105.28082),(49 105.75131),(50 105.85028),(51 106.3627),(52 106.32337),(53 106.16377),(54 105.02815),(55 105.05953),(56 104.7366),(57 104.696976),(58 104.00408),(59 104.66878),(60 104.52055),(61 104.895256),(62 104.897064),(63 104.84842),(64 104.89321),(65 105.96195),(66 105.37104),(67 106.194115),(68 105.60348),(69 105.70679),(70 104.85144),(71 105.494026),(72 105.43695),(73 106.302155),(74 106.94651),(75 106.67203),(76 106.70603),(77 107.18122),(78 107.4701),(79 108.08649),
(1 44.274677),(2 57.601208),(3 68.49543),(4 75.46982),(5 81.11594),(6 84.36489),(7 87.82328),(8 90.32561),(9 92.71079),(10 92.74977),(11 94.583145),(12 94.919754),(13 95.92019),(14 95.76693),(15 96.810814),(16 97.289955),(17 98.69486),(18 99.20201),(19 100.11127),(20 99.95015),(21 100.18994),(22 100.331345),(23 100.32526),(24 100.22679),(25 101.24706),(26 101.59778),(27 102.02568),(28 102.6844),(29 103.16471),(30 102.41001),(31 102.9802),(32 102.45764),(33 103.29498),(34 102.59808),(35 102.68379),(36 102.43121),(37 102.95866),(38 102.85651),(39 102.22016),(40 102.22203),(41 103.05043),(42 102.39717),(43 103.02545),(44 103.51168),(45 103.49237),(46 103.54317),(47 104.04414),(48 104.02446),(49 104.61288),(50 105.04993),(51 105.02437),(52 105.42607),(53 106.681015),(54 106.018814),(55 105.19694),(56 104.929825),(57 104.71471),(58 104.4901),(59 103.781876),(60 104.043655),(61 104.50692),(62 104.70264),(63 105.12581),(64 105.5307),(65 106.291626),(66 106.053444),(67 106.73988),(68 106.36035),(69 106.92621),(70 106.397934),(71 107.03916),(72 108.35094),(73 108.65536),(74 108.97429),(75 108.99434),(76 109.257385),(77 110.196434),(78 110.05825),(79 111.18998),
(1 43.66763),(2 57.18173),(3 67.57295),(4 75.49256),(5 81.24469),(6 84.588264),(7 88.97259),(8 91.25357),(9 93.63991),(10 93.303246),(11 94.33677),(12 95.034546),(13 95.705444),(14 95.118004),(15 95.55221),(16 95.290245),(17 96.5916),(18 96.71541),(19 96.925064),(20 96.81344),(21 96.92568),(22 96.68674),(23 96.875465),(24 96.64157),(25 97.66009),(26 98.011505),(27 98.689255),(28 100.98483),(29 101.784836),(30 101.08454),(31 101.74764),(32 101.30938),(33 100.37918),(34 98.78251),(35 99.81494),(36 99.830124),(37 100.3128),(38 99.74954),(39 99.60027),(40 99.85185),(41 100.172005),(42 98.89863),(43 99.320305),(44 99.56744),(45 100.021194),(46 99.85366),(47 101.19163),(48 101.758606),(49 102.590515),(50 103.37306),(51 102.86802),(52 103.06883),(53 103.9417),(54 103.368065),(55 102.673546),(56 102.58367),(57 102.63357),(58 100.89077),(59 100.22759),(60 99.61795),(61 101.32619),(62 101.62573),(63 101.09216),(64 101.21598),(65 101.19139),(66 101.43554),(67 101.11289),(68 100.39232),(69 101.45871),(70 100.8773),(71 101.8345),(72 102.802185),(73 103.073395),(74 103.53619),(75 103.757706),(76 104.57389),(77 105.58812),(78 105.386604),(79 106.1875),
(1 43.182137),(2 56.567726),(3 67.736664),(4 75.47742),(5 82.05557),(6 85.66236),(7 88.727325),(8 91.652306),(9 93.80778),(10 93.00778),(11 94.79389),(12 95.1352),(13 96.11816),(14 95.51911),(15 97.54304),(16 97.86812),(17 98.31852),(18 98.92607),(19 99.63363),(20 100.132034),(21 100.181335),(22 100.4531),(23 100.77905),(24 101.68731),(25 102.42928),(26 102.65259),(27 103.04088),(28 104.88356),(29 106.492294),(30 106.79815),(31 107.40673),(32 106.585815),(33 106.10954),(34 105.67249),(35 107.24947),(36 106.78394),(37 106.52717),(38 106.80562),(39 106.43472),(40 105.20685),(41 104.45939),(42 104.50345),(43 104.864815),(44 105.38326),(45 106.1185),(46 106.139656),(47 106.8796),(48 107.92473),(49 108.01565),(50 108.50332),(51 108.20168),(52 108.36535),(53 108.36535),(54 108.07971),(55 107.97877),(56 108.07116),(57 107.77104),(58 107.12519),(59 106.642746),(60 106.24084),(61 106.433395),(62 106.002625),(63 106.11837),(64 105.30439),(65 105.57916),(66 105.463684),(67 105.79345),(68 105.14594),(69 105.46856),(70 105.23067),(71 105.54705),(72 106.115074),(73 106.26662),(74 106.82074),(75 106.74917),(76 107.44279),(77 108.080795),(78 108.1843),(79 109.37263),
(1 42.995018),(2 56.343044),(3 68.06775),(4 75.477806),(5 81.7906),(6 85.21183),(7 89.09133),(8 91.12874),(9 92.56256),(10 92.91546),(11 94.05509),(12 94.20557),(13 94.595695),(14 94.82093),(15 96.09368),(16 96.62555),(17 96.88258),(18 96.79395),(19 97.01549),(20 97.41781),(21 97.84759),(22 96.98509),(23 97.048584),(24 96.93272),(25 97.84498),(26 98.14908),(27 98.439804),(28 99.07548),(29 100.02804),(30 99.80633),(31 100.69112),(32 99.79696),(33 100.18094),(34 99.79372),(35 100.80968),(36 100.677444),(37 100.50658),(38 100.872894),(39 101.05383),(40 100.56579),(41 100.74581),(42 100.5936),(43 101.185135),(44 101.22662),(45 102.085175),(46 102.499115),(47 103.48251),(48 104.490326),(49 104.872696),(50 105.4691),(51 104.97946),(52 105.11787),(53 105.671425),(54 105.22445),(55 104.82094),(56 103.87927),(57 103.77058),(58 103.07761),(59 102.837654),(60 103.01403),(61 102.82889),(62 102.40867),(63 102.330345),(64 101.22863),(65 101.403725),(66 101.31476),(67 101.61337),(68 101.42784),(69 101.754974),(70 101.25735),(71 101.11746),(72 101.536644),(73 102.08364),(74 102.18775),(75 102.41085),(76 102.58314),(77 103.17895),(78 103.57059),(79 104.75867),
(1 42.756805),(2 56.559258),(3 67.39548),(4 74.71769),(5 81.04215),(6 84.57786),(7 88.542496),(8 90.639534),(9 92.37039),(10 92.306885),(11 92.51747),(12 92.13286),(13 92.69764),(14 92.24843),(15 92.830124),(16 93.61429),(17 94.63963),(18 95.2435),(19 95.35767),(20 96.456154),(21 96.514084),(22 96.797264),(23 96.93898),(24 96.856674),(25 97.173615),(26 96.92254),(27 97.60703),(28 98.263115),(29 99.48643),(30 99.437485),(31 99.62683),(32 99.53149),(33 99.48286),(34 98.40872),(35 98.585846),(36 98.76214),(37 98.453255),(38 97.78075),(39 98.06109),(40 97.739494),(41 97.49088),(42 97.296165),(43 98.06395),(44 98.81575),(45 100.29434),(46 100.68604),(47 101.64345),(48 102.53867),(49 103.50095),(50 103.54303),(51 103.15097),(52 103.23371),(53 103.03893),(54 102.59124),(55 102.72484),(56 101.55485),(57 101.43931),(58 100.70251),(59 100.631775),(60 100.67709),(61 100.868095),(62 100.971695),(63 100.90052),(64 100.21819),(65 100.457466),(66 100.71593),(67 100.69323),(68 100.57315),(69 100.92287),(70 101.21528),(71 101.7148),(72 102.00555),(73 102.5508),(74 101.93838),(75 102.26894),(76 102.54396),(77 102.55657),(78 102.97655),(79 103.76762),
(1 42.420315),(2 55.990242),(3 66.82283),(4 73.680786),(5 78.96916),(6 82.37766),(7 85.30364),(8 87.24316),(9 89.34309),(10 90.024216),(11 90.56689),(12 90.51318),(13 91.329124),(14 91.705734),(15 92.196236),(16 92.43492),(17 94.23245),(18 94.29782),(19 94.28708),(20 94.535164),(21 95.1986),(22 95.49371),(23 96.642204),(24 96.8029),(25 97.44418),(26 97.15944),(27 97.662224),(28 97.91927),(29 99.79584),(30 99.56075),(31 99.825294),(32 99.22278),(33 99.15547),(34 98.00067),(35 98.67146),(36 98.99684),(37 99.492775),(38 99.64307),(39 99.21777),(40 98.91783),(41 98.63213),(42 98.64665),(43 99.08729),(44 99.3366),(45 100.671165),(46 100.94423),(47 102.42163),(48 102.89112),(49 104.03521),(50 103.67427),(51 103.640526),(52 103.56175),(53 103.81642),(54 102.89734),(55 102.45794),(56 101.45594),(57 101.23713),(58 99.89142),(59 98.98512),(60 98.47607),(61 98.65648),(62 98.22892),(63 98.04048),(64 98.05262),(65 97.97039),(66 98.44857),(67 98.99012),(68 99.17349),(69 99.749),(70 99.80133),(71 99.6105),(72 100.010704),(73 100.77029),(74 101.07979),(75 101.724236),(76 102.17069),(77 103.0189),(78 103.54395),(79 104.46319),
(1 41.83277),(2 54.44716),(3 64.17411),(4 70.65914),(5 76.246216),(6 80.04165),(7 82.88845),(8 85.37587),(9 87.0497),(10 87.22959),(11 88.61006),(12 88.14957),(13 87.91349),(14 88.100044),(15 89.49868),(16 90.66472),(17 91.92873),(18 91.625694),(19 91.35079),(20 91.66645),(21 91.61298),(22 90.967896),(23 91.59093),(24 91.679565),(25 92.10821),(26 91.77665),(27 92.27114),(28 92.748055),(29 94.125015),(30 93.8951),(31 94.3856),(32 93.49987),(33 94.5647),(34 93.47312),(35 94.7661),(36 95.176125),(37 95.337906),(38 94.72074),(39 94.14219),(40 93.49776),(41 93.10085),(42 92.97625),(43 92.913055),(44 93.69212),(45 93.95801),(46 93.70921),(47 94.224625),(48 94.59184),(49 95.47481),(50 96.1246),(51 97.022194),(52 97.450745),(53 97.81459),(54 97.34424),(55 97.29337),(56 96.82093),(57 96.06475),(58 95.6288),(59 95.18259),(60 94.994606),(61 95.545044),(62 95.29754),(63 94.90683),(64 95.14566),(65 95.241264),(66 95.309944),(67 95.266266),(68 95.15209),(69 95.31348),(70 95.04825),(71 95.512184),(72 95.424255),(73 95.93821),(74 96.22332),(75 96.6698),(76 96.97054),(77 97.84257),(78 97.51326),(79 97.883194),
(1 41.96216),(2 54.94864),(3 64.631226),(4 70.51173),(5 75.30982),(6 79.19852),(7 82.34718),(8 84.580124),(9 86.73433),(10 87.10313),(11 88.90524),(12 88.60345),(13 88.13035),(14 88.6025),(15 89.72267),(16 90.46322),(17 91.61067),(18 91.58156),(19 92.45081),(20 92.05319),(21 92.21802),(22 90.559364),(23 90.13335),(24 90.52049),(25 91.46855),(26 91.17132),(27 91.668755),(28 92.442154),(29 93.997574),(30 93.94378),(31 94.37146),(32 94.21189),(33 93.97053),(34 93.05837),(35 93.3239),(36 93.35413),(37 94.2993),(38 94.51839),(39 95.33534),(40 95.04266),(41 95.04154),(42 95.24666),(43 95.59592),(44 96.12489),(45 95.79681),(46 95.58022),(47 96.07445),(48 96.30573),(49 97.05318),(50 97.19172),(51 96.699524),(52 96.771385),(53 97.32935),(54 96.07185),(55 96.13723),(56 95.52811),(57 95.37086),(58 94.89578),(59 94.77748),(60 94.53366),(61 95.47772),(62 95.1799),(63 94.87666),(64 94.41188),(65 95.00062),(66 94.88153),(67 94.76168),(68 94.92641),(69 94.368706),(70 93.50437),(71 93.32804),(72 93.24377),(73 93.76872),(74 93.69596),(75 93.177864),(76 93.295296),(77 93.05299),(78 92.67124),(79 93.40098),
(1 40.742275),(2 52.96235),(3 62.790783),(4 69.73416),(5 74.91926),(6 78.60779),(7 82.34621),(8 85.00191),(9 86.58938),(10 86.663795),(11 87.746544),(12 87.530655),(13 87.69713),(14 88.13513),(15 88.47107),(16 89.35467),(17 90.334335),(18 90.22573),(19 90.6747),(20 90.50715),(21 89.86486),(22 89.479836),(23 89.662285),(24 90.44048),(25 90.48149),(26 90.87572),(27 91.03594),(28 91.38846),(29 92.802795),(30 92.86051),(31 92.957016),(32 92.708786),(33 92.03004),(34 91.566956),(35 92.64266),(36 92.345276),(37 94.01082),(38 93.74552),(39 93.35205),(40 93.663864),(41 93.65576),(42 93.33637),(43 93.12013),(44 93.56266),(45 94.23565),(46 94.76933),(47 94.62697),(48 94.91128),(49 95.24922),(50 95.078964),(51 95.54546),(52 95.647385),(53 96.31707),(54 95.827095),(55 95.750404),(56 95.66995),(57 95.37674),(58 94.83772),(59 94.48344),(60 94.14749),(61 94.18572),(62 93.939644),(63 94.13932),(64 94.432945),(65 94.38404),(66 94.9315),(67 94.84451),(68 95.164734),(69 95.10869),(70 94.79046),(71 93.91259),(72 93.86813),(73 93.63699),(74 93.57589),(75 93.9418),(76 94.41319),(77 95.17323),(78 94.9028),(79 96.03842),
(1 40.453503),(2 52.74128),(3 62.19202),(4 68.145615),(5 72.68221),(6 76.461876),(7 80.33128),(8 82.56633),(9 83.913086),(10 84.747345),(11 86.17268),(12 85.81111),(13 86.32892),(14 86.48653),(15 87.236275),(16 88.16568),(17 89.185936),(18 88.99364),(19 90.26321),(20 90.87565),(21 91.1362),(22 90.23843),(23 89.64179),(24 89.87243),(25 90.76092),(26 90.10654),(27 90.44529),(28 91.18),(29 92.774734),(30 93.55188),(31 93.442955),(32 93.17979),(33 92.07065),(34 91.1526),(35 92.291016),(36 92.336174),(37 93.0579),(38 93.253265),(39 93.18258),(40 94.14831),(41 93.92509),(42 93.85385),(43 93.739975),(44 93.793236),(45 94.18006),(46 94.108475),(47 94.87164),(48 95.69681),(49 96.21371),(50 96.3696),(51 95.723274),(52 95.9591),(53 95.915146),(54 95.18874),(55 94.991776),(56 94.42811),(57 94.17735),(58 92.97265),(59 92.66582),(60 92.70579),(61 92.67933),(62 92.61264),(63 92.96301),(64 93.06992),(65 93.305885),(66 92.88373),(67 92.577324),(68 92.180214),(69 92.22866),(70 92.01982),(71 92.20435),(72 92.794975),(73 92.80819),(74 93.24188),(75 93.911964),(76 94.31199),(77 94.73723),(78 94.96428),(79 95.909004),
(1 39.5267),(2 50.904198),(3 60.215343),(4 65.29986),(5 69.74085),(6 72.548035),(7 76.12251),(8 79.14209),(9 80.42734),(10 81.46561),(11 82.86076),(12 82.93003),(13 83.89989),(14 83.60501),(15 83.189995),(16 83.655106),(17 84.26541),(18 84.23358),(19 85.467735),(20 86.483246),(21 86.86962),(22 86.59068),(23 87.026726),(24 87.35525),(25 89.18718),(26 88.37442),(27 88.75457),(28 89.252426),(29 90.28397),(30 90.091515),(31 90.115295),(32 89.85264),(33 89.383156),(34 88.45059),(35 89.5157),(36 89.39845),(37 89.92037),(38 90.07194),(39 89.76952),(40 90.821335),(41 90.24357),(42 89.94204),(43 89.553),(44 89.50729),(45 89.48211),(46 89.45553),(47 90.26725),(48 90.32673),(49 90.779915),(50 90.92198),(51 90.53953),(52 91.10512),(53 91.317),(54 90.61773),(55 90.9025),(56 91.41954),(57 91.4407),(58 90.50832),(59 90.20417),(60 90.06295),(61 90.21527),(62 90.338),(63 90.1386),(64 90.65951),(65 90.55328),(66 90.51098),(67 90.49088),(68 90.33594),(69 89.98185),(70 89.677925),(71 89.74218),(72 89.92823),(73 89.837494),(74 89.80164),(75 90.03989),(76 90.02348),(77 90.61326),(78 90.47284),(79 91.98834),
(1 39.602222),(2 51.239845),(3 60.58551),(4 65.8524),(5 71.31907),(6 75.18299),(7 78.60291),(8 81.20034),(9 82.8147),(10 84.41281),(11 85.6489),(12 86.216415),(13 86.47714),(14 85.85682),(15 84.83771),(16 85.34624),(17 86.04331),(18 85.616974),(19 86.18808),(20 86.88132),(21 87.03117),(22 86.68398),(23 86.75465),(24 87.35925),(25 88.33279),(26 87.79834),(27 87.945694),(28 88.237305),(29 89.70357),(30 89.47101),(31 89.9331),(32 89.180084),(33 88.51264),(34 87.89754),(35 88.20657),(36 87.95402),(37 89.446915),(38 90.16753),(39 89.815796),(40 90.100555),(41 89.9748),(42 90.28575),(43 90.30544),(44 91.21796),(45 91.810814),(46 91.66289),(47 92.358475),(48 92.79203),(49 92.94301),(50 92.68736),(51 92.42386),(52 92.43735),(53 93.25101),(54 93.26824),(55 93.49888),(56 93.22641),(57 93.22952),(58 92.486176),(59 91.90115),(60 91.654045),(61 92.18626),(62 91.90151),(63 91.78215),(64 92.067505),(65 91.98611),(66 91.4883),(67 91.45962),(68 91.73618),(69 91.41572),(70 91.23102),(71 92.34981),(72 92.6493),(73 92.6916),(74 92.59339),(75 92.66317),(76 92.75675),(77 93.28128),(78 94.03637),(79 95.46936),
(1 39.03616),(2 50.621918),(3 60.00908),(4 65.60489),(5 70.27049),(6 73.61305),(7 76.74177),(8 78.09439),(9 80.1501),(10 80.380844),(11 81.676414),(12 81.86761),(13 82.6179),(14 82.65926),(15 83.11729),(16 84.156906),(17 85.11311),(18 85.28505),(19 86.04079),(20 86.46501),(21 86.93146),(22 86.47386),(23 86.77606),(24 87.28952),(25 87.31419),(26 87.32654),(27 87.09056),(28 87.6827),(29 88.36042),(30 88.779434),(31 89.116455),(32 88.73091),(33 88.844315),(34 88.96728),(35 88.89138),(36 88.74083),(37 89.387985),(38 89.45957),(39 89.25651),(40 89.13968),(41 88.914566),(42 88.41008),(43 88.391594),(44 88.40366),(45 89.36963),(46 88.414825),(47 88.81588),(48 89.633316),(49 89.960625),(50 90.03681),(51 89.751686),(52 90.16897),(53 90.784836),(54 90.71146),(55 90.20011),(56 90.17746),(57 90.57501),(58 89.8552),(59 89.87885),(60 89.44714),(61 89.60907),(62 88.68385),(63 88.560936),(64 88.554695),(65 88.3047),(66 88.352974),(67 88.54937),(68 88.27909),(69 87.987465),(70 87.87374),(71 88.36549),(72 88.54847),(73 88.754585),(74 89.19477),(75 90.28466),(76 90.22466),(77 90.65165),(78 90.51372),(79 92.21128),
(1 39.171093),(2 50.40558),(3 58.936157),(4 64.47705),(5 69.150154),(6 72.094955),(7 75.157005),(8 76.32104),(9 78.89273),(10 79.05546),(11 79.88512),(12 80.33483),(13 80.94374),(14 80.7007),(15 81.78226),(16 82.431015),(17 83.093925),(18 83.13031),(19 83.302284),(20 83.68037),(21 84.157425),(22 83.228065),(23 83.14069),(24 83.30331),(25 83.59552),(26 83.81747),(27 83.73506),(28 83.87644),(29 84.51555),(30 84.377525),(31 85.03092),(32 84.9509),(33 84.72075),(34 84.27664),(35 84.372375),(36 84.557686),(37 86.06861),(38 86.51484),(39 86.27228),(40 86.335045),(41 86.317665),(42 86.06126),(43 86.4638),(44 87.20282),(45 87.46336),(46 87.15927),(47 87.700096),(48 88.328125),(49 88.955215),(50 88.69),(51 88.09543),(52 87.908165),(53 87.967865),(54 87.022766),(55 86.93338),(56 86.472946),(57 86.40388),(58 85.83558),(59 85.68544),(60 85.35096),(61 85.402954),(62 84.844086),(63 84.51154),(64 84.27797),(65 84.48038),(66 84.0628),(67 84.0022),(68 83.89379),(69 83.56272),(70 83.076805),(71 83.98072),(72 84.15741),(73 84.66553),(74 84.62593),(75 84.83314),(76 85.25508),(77 85.80311),(78 86.14266),(79 87.32034),
