1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43960.406),(2 147698.27),(3 307294.25),(4 513295.34),(5 781255.94),(6 1073925.1),(7 1401190.4),(8 1746136.6),(9 2104424.5),(10 2481033.8),(11 2856814),(12 3234835.3),(13 3645865.3),(14 4042797.3),(15 4463060.5),(16 4933485.5),(17 5417556),(18 5941976.5),(19 6420008),(20 6882434),(21 7330041.5),(22 7748696.5),(23 8123807.5),(24 8489161),(25 8805596),(26 9111160),(27 9414029),(28 9773456),(29 10067293),(30 10327469),(31 10534648),(32 10771159),(33 11012182),(34 11251568),(35 11475928),(36 11682355),(37 11830997),(38 11974717),(39 12042859),(40 12107512),(41 12138832),(42 12153423),(43 12164784),(44 12197544),(45 12210357),(46 12266967),(47 12343195),(48 12409912),(49 12420079),(50 12432768),(51 12452983),(52 12502283),(53 12605827),(54 12705152),(55 12833888),(56 13014443),(57 13185093),(58 13359380),(59 13487765),(60 13621772),(61 13760073),(62 13938573),(63 14098136),(64 14365925),(65 14657963),(66 14976672),(67 15291265),(68 15604963),(69 15868496),(70 16145351),(71 16469981),(72 16765531),(73 17074580),(74 17389830),(75 17705114),(76 18040552),(77 18434122),(78 18822322),(79 19280582),
(1 33102.26),(2 124615.28),(3 264454.44),(4 443250.3),(5 652465.75),(6 880081.1),(7 1115435.6),(8 1351622.6),(9 1578405.5),(10 1782133.4),(11 1961369.6),(12 2102475.5),(13 2208941.5),(14 2272836.8),(15 2297520.3),(16 2287829),(17 2254387.8),(18 2204773.3),(19 2141943),(20 2072617),(21 2012818.5),(22 1959615),(23 1920978.5),(24 1905995.6),(25 1911355.1),(26 1931423),(27 1970898.9),(28 2017142.6),(29 2071776),(30 2139615),(31 2206417.8),(32 2268686),(33 2327604.3),(34 2372528),(35 2402019.8),(36 2414732.8),(37 2408035.5),(38 2381002.8),(39 2339223.8),(40 2292316),(41 2240721),(42 2185791.3),(43 2133864.8),(44 2088937.4),(45 2048586.6),(46 2014044.9),(47 1988454.9),(48 1968464.5),(49 1959453.4),(50 1963841.6),(51 1979333.6),(52 2006593),(53 2047405.5),(54 2093012.1),(55 2137532.3),(56 2174357),(57 2204813.5),(58 2221965.5),(59 2231221.3),(60 2236744.3),(61 2237651),(62 2238568.8),(63 2248649.3),(64 2259367),(65 2266371.5),(66 2271669.3),(67 2273293),(68 2279025.3),(69 2278741.8),(70 2279334.5),(71 2278636.8),(72 2282627.5),(73 2290119.3),(74 2305476),(75 2315150.8),(76 2321428.5),(77 2329686.5),(78 2339137),(79 2346887.8),
(1 32602.799),(2 122907.59),(3 261956.98),(4 437156.1),(5 636231.56),(6 843966.75),(7 1053582.9),(8 1251807.4),(9 1435116.1),(10 1594017.6),(11 1730464.4),(12 1837870.4),(13 1918723.4),(14 1966517.6),(15 1989343.6),(16 1979716.4),(17 1954124.9),(18 1915121.6),(19 1869714.5),(20 1821001.6),(21 1781749.9),(22 1755918),(23 1749815.5),(24 1763226.6),(25 1791335.4),(26 1828712.1),(27 1875706.9),(28 1920288.5),(29 1965989.5),(30 2019970),(31 2074412.1),(32 2106150.8),(33 2125909),(34 2126995),(35 2119448.5),(36 2104946.8),(37 2090785.5),(38 2076456.4),(39 2061201.4),(40 2044799.1),(41 2037295.6),(42 2033328),(43 2044352.6),(44 2051779.4),(45 2059707.5),(46 2070042),(47 2071932.4),(48 2069080),(49 2067849),(50 2068363),(51 2064822.6),(52 2055982.1),(53 2046114.6),(54 2033678.5),(55 2016307.1),(56 1998719),(57 1979156.1),(58 1954326.6),(59 1924687.6),(60 1888920.6),(61 1860291.4),(62 1844447),(63 1844779.6),(64 1856761.4),(65 1882323.6),(66 1918938),(67 1963213.6),(68 2015714.1),(69 2073125.4),(70 2122973.8),(71 2166186.5),(72 2201496.3),(73 2224560.3),(74 2238786.8),(75 2241051.8),(76 2240486),(77 2236992.8),(78 2229515.8),(79 2212159.3),
(1 28875.275),(2 106720.08),(3 223157.67),(4 366271.1),(5 527912.1),(6 700109.2),(7 875673.5),(8 1042261),(9 1194588.9),(10 1324335.4),(11 1434092.1),(12 1518772.3),(13 1582086),(14 1616912.5),(15 1628368),(16 1622347.5),(17 1612813.4),(18 1597232),(19 1578677.1),(20 1563277.8),(21 1555074.4),(22 1559681.8),(23 1585680.8),(24 1620640.8),(25 1665236.4),(26 1719430.8),(27 1773925.1),(28 1823009.3),(29 1876245.4),(30 1932652.5),(31 1980652.9),(32 2020820.5),(33 2047333.9),(34 2060040.6),(35 2062524.3),(36 2053146.6),(37 2043028.6),(38 2023886),(39 1997607.8),(40 1962477.9),(41 1929272.1),(42 1893582.5),(43 1861634),(44 1831925),(45 1807009),(46 1789626.6),(47 1776210.3),(48 1772267.1),(49 1779740.5),(50 1793295.8),(51 1808973.6),(52 1820982.4),(53 1832931),(54 1839949.6),(55 1844012.3),(56 1842430.3),(57 1836816.1),(58 1830093),(59 1817344.8),(60 1803705.8),(61 1792810.3),(62 1785359.9),(63 1780898.3),(64 1780013),(65 1781275.4),(66 1789534.4),(67 1807954.4),(68 1836830),(69 1865379.6),(70 1892055.4),(71 1911008.6),(72 1922267.5),(73 1931702.8),(74 1942006.4),(75 1955165.9),(76 1965359.8),(77 1977534.3),(78 1987728.1),(79 1988147.9),
(1 25318.21),(2 92121.7),(3 192564.55),(4 314594.03),(5 449218.34),(6 587996.7),(7 725222.9),(8 854528.25),(9 972059.44),(10 1072333.1),(11 1156554.9),(12 1225347.5),(13 1278490.1),(14 1309631.9),(15 1320895),(16 1319889.6),(17 1312032.8),(18 1304310.5),(19 1297877),(20 1299057.3),(21 1305351.6),(22 1314709.3),(23 1333082),(24 1355858.6),(25 1385017.3),(26 1421283.3),(27 1463547),(28 1506342.8),(29 1554968.8),(30 1606579.6),(31 1653286.3),(32 1688605.1),(33 1710347.6),(34 1722145.9),(35 1723639.9),(36 1717454.6),(37 1699330.9),(38 1674781.1),(39 1644138.5),(40 1611758.1),(41 1582190.4),(42 1557637.1),(43 1542165),(44 1526658),(45 1515592.5),(46 1509939.3),(47 1512592),(48 1524619),(49 1543957.8),(50 1570481.4),(51 1598457.6),(52 1628267.6),(53 1660523.6),(54 1692318.9),(55 1718555.8),(56 1731079),(57 1731304.6),(58 1726821.5),(59 1716723.1),(60 1700256),(61 1678077.8),(62 1653353.9),(63 1625617.3),(64 1597396.3),(65 1570969),(66 1546600.6),(67 1533834.6),(68 1539113.6),(69 1555226.9),(70 1580984.6),(71 1607498.5),(72 1637779.3),(73 1671057.1),(74 1698901.4),(75 1719745.3),(76 1726905),(77 1728189.8),(78 1721762.5),(79 1712552.1),
(1 28525.67),(2 104658.9),(3 217452.98),(4 353120.7),(5 507817.94),(6 672585.9),(7 835877.5),(8 987674.94),(9 1120739.1),(10 1231055.1),(11 1317378.6),(12 1372890.1),(13 1401661.5),(14 1408054.4),(15 1392001.3),(16 1361246.5),(17 1325889.1),(18 1293094.8),(19 1268089.9),(20 1254855),(21 1248513.5),(22 1247397.4),(23 1254921.1),(24 1270669.4),(25 1297846.5),(26 1337186.5),(27 1383345.1),(28 1434542),(29 1492601.8),(30 1544109.6),(31 1590169),(32 1633169.8),(33 1665105.6),(34 1684866.1),(35 1687668.8),(36 1675234.6),(37 1652050.1),(38 1621431.8),(39 1586089.8),(40 1550693.4),(41 1518271.8),(42 1491521.5),(43 1469504),(44 1454016.4),(45 1440811),(46 1432643.9),(47 1428956.5),(48 1430166.4),(49 1435112),(50 1440423),(51 1449240.1),(52 1460933),(53 1473229.9),(54 1484037.4),(55 1493599.4),(56 1501382),(57 1509424.4),(58 1522716.6),(59 1535867),(60 1550121.5),(61 1563823.8),(62 1571718.1),(63 1573503.4),(64 1569263.1),(65 1566972.8),(66 1562529.8),(67 1562087),(68 1563522.8),(69 1567916.3),(70 1579590.1),(71 1596899.4),(72 1615213.1),(73 1634863.8),(74 1654136.1),(75 1675737.8),(76 1693406.9),(77 1710991.6),(78 1726557.4),(79 1733328),
(1 28515.781),(2 103959.87),(3 215742.53),(4 351480.66),(5 501542.13),(6 658589.4),(7 813922.1),(8 960133.4),(9 1088930),(10 1197342.4),(11 1284467.6),(12 1341261.3),(13 1373957.3),(14 1386535.1),(15 1379855.9),(16 1365003.6),(17 1341898.5),(18 1322011.9),(19 1301337.6),(20 1280703.5),(21 1263923.6),(22 1258250.3),(23 1261359.3),(24 1276616.5),(25 1298880.1),(26 1332553.8),(27 1376162),(28 1426376.5),(29 1480228.5),(30 1528149.1),(31 1567621.8),(32 1598606.8),(33 1613392.8),(34 1617486.9),(35 1609599.1),(36 1589220.1),(37 1559874.4),(38 1528883.5),(39 1493798.9),(40 1464682.6),(41 1442249.6),(42 1426115.8),(43 1413227.3),(44 1403227.4),(45 1395147.1),(46 1390157.9),(47 1385214.8),(48 1376582.4),(49 1369294.6),(50 1361592.8),(51 1352070.9),(52 1346725.5),(53 1343278),(54 1344577.4),(55 1349410.9),(56 1355798.5),(57 1369332.6),(58 1386061.6),(59 1400699.6),(60 1414322.6),(61 1425561.8),(62 1433748.3),(63 1438995.5),(64 1445242.9),(65 1454904.3),(66 1466130.4),(67 1475853.1),(68 1484865.6),(69 1495758.1),(70 1506918.4),(71 1515895.6),(72 1527140.1),(73 1535439.3),(74 1543809.9),(75 1550112.1),(76 1553587.5),(77 1556136.8),(78 1561350.9),(79 1563479.8),
(1 28253.209),(2 102289.266),(3 209862.8),(4 338536.56),(5 477768.13),(6 618144.9),(7 751418.44),(8 871421.5),(9 968588.4),(10 1042324.06),(11 1094178.3),(12 1130337.5),(13 1152498.9),(14 1164727.4),(15 1169013),(16 1170771.8),(17 1167447.9),(18 1167098.4),(19 1166010.8),(20 1174490.4),(21 1193172.5),(22 1223649.3),(23 1256644.6),(24 1297122.4),(25 1339191.8),(26 1382338.8),(27 1423989.3),(28 1452821),(29 1470392.8),(30 1477338.1),(31 1470227.6),(32 1452208),(33 1421893.1),(34 1386569),(35 1347699.8),(36 1313228.6),(37 1280925.6),(38 1255509),(39 1235248.3),(40 1225332.6),(41 1227163.8),(42 1240685),(43 1266671.3),(44 1298027.4),(45 1332523.4),(46 1367685.8),(47 1397228.1),(48 1417825.5),(49 1430870.3),(50 1436410.8),(51 1431917),(52 1424031.4),(53 1411445.1),(54 1397709),(55 1386622),(56 1376374.5),(57 1367636.1),(58 1363047),(59 1362800.6),(60 1366833.8),(61 1377409.8),(62 1388640.1),(63 1400980.5),(64 1416380.9),(65 1434618.3),(66 1447111),(67 1454363.1),(68 1451132.1),(69 1441450.3),(70 1429888.9),(71 1416514.4),(72 1403097),(73 1389842.1),(74 1383205.4),(75 1378047.4),(76 1375891.1),(77 1379455.5),(78 1390575.8),(79 1401619.9),
(1 29376.805),(2 108565.84),(3 225748.81),(4 365668.66),(5 517284.66),(6 673018.8),(7 818786.7),(8 949729.7),(9 1062895.5),(10 1154912),(11 1219932.1),(12 1263565.9),(13 1288506.4),(14 1299063.5),(15 1296386.1),(16 1289157.3),(17 1269754.9),(18 1249197.1),(19 1232652.4),(20 1222855.3),(21 1220989.6),(22 1226974.3),(23 1237591.4),(24 1255583.1),(25 1275384.8),(26 1300548.8),(27 1328781.4),(28 1352741.3),(29 1372545.3),(30 1385330.8),(31 1391380.6),(32 1394394.3),(33 1394518.8),(34 1394356.6),(35 1388543),(36 1375797),(37 1361395.1),(38 1349142.9),(39 1335797),(40 1325543.9),(41 1316874.3),(42 1309563.5),(43 1302434.4),(44 1299026.5),(45 1300405.4),(46 1305312.9),(47 1309786.3),(48 1313034.8),(49 1321249),(50 1333835),(51 1345971.4),(52 1357253),(53 1365045.3),(54 1367877),(55 1364000.6),(56 1356794.6),(57 1350970.9),(58 1345803.1),(59 1341107),(60 1336664.5),(61 1333211.9),(62 1327423.6),(63 1320972.9),(64 1313546.8),(65 1307653.6),(66 1302127.3),(67 1299890.3),(68 1300047.8),(69 1302600.6),(70 1305506.9),(71 1305766.1),(72 1302097.9),(73 1297503.6),(74 1291340.6),(75 1287914.8),(76 1285030.3),(77 1285369.6),(78 1290911),(79 1295797.3),
(1 26576.29),(2 96844.4),(3 201372.48),(4 326276.38),(5 461008.53),(6 596562.7),(7 724726.2),(8 829506.7),(9 908775.56),(10 964634.2),(11 999633.3),(12 1017966.25),(13 1022458.4),(14 1020195.06),(15 1015009.44),(16 1018259.56),(17 1028348.56),(18 1048268.25),(19 1074302.3),(20 1104332),(21 1131351.9),(22 1158757.3),(23 1187812.1),(24 1219042.9),(25 1247172.5),(26 1271198.9),(27 1291898.8),(28 1304996.9),(29 1312079.6),(30 1311027),(31 1309553.4),(32 1305845.3),(33 1299749.6),(34 1291733.8),(35 1284515.6),(36 1274945.6),(37 1265422.4),(38 1261709.8),(39 1256997.8),(40 1250416.3),(41 1245320.9),(42 1239453.6),(43 1236036.1),(44 1229832),(45 1219422.1),(46 1209576.3),(47 1201595.1),(48 1197605.8),(49 1198998.9),(50 1204049.4),(51 1207761.3),(52 1212093.8),(53 1213327.9),(54 1212465.9),(55 1210527.9),(56 1210823),(57 1214981.6),(58 1225734.4),(59 1239291),(60 1254841.9),(61 1261550.4),(62 1258789.8),(63 1248683.8),(64 1233227.9),(65 1213579.3),(66 1193943),(67 1177499.8),(68 1161039.8),(69 1150482.1),(70 1143715.3),(71 1141372.3),(72 1143093.4),(73 1144392.8),(74 1142239.3),(75 1133613.1),(76 1120450.9),(77 1108313.9),(78 1097174.9),(79 1087843),
(1 27953.725),(2 102680.64),(3 213568.53),(4 345866.66),(5 485874.53),(6 621716.9),(7 743888.56),(8 848591.6),(9 929724.75),(10 981590.8),(11 1007098.6),(12 1009037.9),(13 994166),(14 967942.25),(15 943602),(16 926797.1),(17 918083.7),(18 920246.9),(19 923158.4),(20 928010.94),(21 939053.6),(22 953913.56),(23 972043.5),(24 987170.6),(25 1000721.25),(26 1013554.4),(27 1023085.1),(28 1025153.2),(29 1019683),(30 1011600.25),(31 1004577.44),(32 994147.75),(33 987935.6),(34 987856.7),(35 999301.56),(36 1016820.44),(37 1035602),(38 1057519.1),(39 1075637),(40 1089930.9),(41 1100048.1),(42 1106170.9),(43 1110255.3),(44 1111203.4),(45 1108780.3),(46 1102332),(47 1096291.6),(48 1093031),(49 1087834.5),(50 1080697.5),(51 1071565.1),(52 1062799.8),(53 1053871.4),(54 1045948.9),(55 1041493),(56 1040556.9),(57 1041547.44),(58 1045736.7),(59 1049311.8),(60 1054273.4),(61 1061886.6),(62 1069560.9),(63 1082065.4),(64 1095199.9),(65 1106647.6),(66 1117701.9),(67 1126470.9),(68 1132049.4),(69 1137316),(70 1138964.8),(71 1136334.4),(72 1129798.1),(73 1123159.9),(74 1115919),(75 1101606.4),(76 1080198),(77 1054257.6),(78 1029063.6),(79 1004923.8),
(1 30426.367),(2 110615.555),(3 226971.5),(4 361938.03),(5 501897.1),(6 635277.6),(7 750517.56),(8 845656.25),(9 916127.6),(10 958112.06),(11 975869.9),(12 974953.5),(13 958462.6),(14 931875.6),(15 907455.9),(16 889689.56),(17 876989.8),(18 869013.44),(19 863937.44),(20 865090.7),(21 873154.44),(22 884789.06),(23 897176.5),(24 910683.94),(25 919144.75),(26 925234.06),(27 929365.75),(28 931535.6),(29 932839.44),(30 935646.5),(31 937102.9),(32 940736),(33 950887.06),(34 965984.1),(35 983036.5),(36 1000903),(37 1014942.9),(38 1025975),(39 1036513.6),(40 1044572.7),(41 1047882.8),(42 1043114.06),(43 1031784.1),(44 1018570.94),(45 1007257.9),(46 998086),(47 991408.2),(48 987125.25),(49 983128.75),(50 979825.4),(51 975869.44),(52 972075.5),(53 970415.94),(54 969047),(55 972706.56),(56 978913.8),(57 982680.44),(58 991036.56),(59 1000816.6),(60 1011646.5),(61 1022796.8),(62 1032638.25),(63 1046245.7),(64 1063120.3),(65 1085504.5),(66 1109614.8),(67 1129957.6),(68 1142864.8),(69 1148083.5),(70 1145940.6),(71 1135742.5),(72 1121473.3),(73 1102272.9),(74 1081406.8),(75 1060156),(76 1041504.6),(77 1025723.8),(78 1017005),(79 1012384.1),
(1 27585.242),(2 100146.47),(3 204204.16),(4 324993.25),(5 452818.9),(6 576721.1),(7 687877.8),(8 779501.9),(9 853772.8),(10 910041.94),(11 942739.56),(12 957284.4),(13 956448.6),(14 946879.3),(15 937314.75),(16 931324.5),(17 925408.4),(18 920185.9),(19 915698.4),(20 912335.9),(21 913283.1),(22 918819.25),(23 928672.9),(24 940999.94),(25 954571.06),(26 970896.2),(27 986163.25),(28 996456.7),(29 998408.06),(30 995878.06),(31 992708.1),(32 988325.6),(33 990975.7),(34 995959.1),(35 1006141.1),(36 1016652.8),(37 1022060.8),(38 1027634.94),(39 1029006.4),(40 1029862.75),(41 1031580.6),(42 1028048.7),(43 1018579.8),(44 1007129.4),(45 996026.7),(46 984051.8),(47 975956.75),(48 972878.3),(49 975141.2),(50 981204.94),(51 989782.75),(52 999053.2),(53 1006791.94),(54 1009974.9),(55 1012490.6),(56 1012679.1),(57 1009807.5),(58 1009372.4),(59 1008440.7),(60 1008921.1),(61 1006045.06),(62 1001417.25),(63 996626.94),(64 993803.7),(65 995205.7),(66 1000579.94),(67 1010710.25),(68 1021589.7),(69 1029190.44),(70 1035225.75),(71 1037824.2),(72 1041318.2),(73 1047503.8),(74 1054074.5),(75 1063317.9),(76 1072320.9),(77 1082364.5),(78 1093608.8),(79 1105298.5),
(1 27217.467),(2 97934.35),(3 198875.33),(4 315361.22),(5 437292.9),(6 556041.06),(7 664238.4),(8 756480.4),(9 830495.1),(10 883913.2),(11 917892.75),(12 935945.9),(13 940447.4),(14 934850.94),(15 924665.6),(16 913560.3),(17 901108.9),(18 890577.8),(19 882820.4),(20 880870.4),(21 882810.4),(22 888285.56),(23 897301.6),(24 910601.8),(25 925849.3),(26 942675.75),(27 960744.1),(28 981432),(29 1004345.25),(30 1030851.7),(31 1054336.8),(32 1079519.5),(33 1102656.5),(34 1123050.9),(35 1134223.6),(36 1134513.6),(37 1126671.1),(38 1114506.4),(39 1099418.4),(40 1083726.4),(41 1066550.1),(42 1049986),(43 1035030.1),(44 1028739.5),(45 1025922.56),(46 1025353.06),(47 1026595.25),(48 1026685.1),(49 1027955.7),(50 1026168.4),(51 1020852.06),(52 1012521.9),(53 1003346.9),(54 989539.6),(55 976509.94),(56 964961.5),(57 956810.4),(58 953996.9),(59 959095.06),(60 966467.1),(61 975027.1),(62 984075.5),(63 996997.1),(64 1008473.6),(65 1021278.6),(66 1036304.25),(67 1052241.4),(68 1066839.3),(69 1075844.1),(70 1081097),(71 1077389.6),(72 1065337.5),(73 1045534.8),(74 1023148.06),(75 999132.2),(76 978756.4),(77 965755.94),(78 955276.8),(79 948660.6),
(1 27327.451),(2 97313.48),(3 193682.98),(4 303639.56),(5 417453.2),(6 526071.25),(7 621940.56),(8 702022.3),(9 767707.8),(10 816999.75),(11 851734),(12 871481.6),(13 878689.7),(14 873386.94),(15 864287.2),(16 851953.5),(17 835709.6),(18 822949.9),(19 815347.56),(20 812369),(21 813024.7),(22 819262.8),(23 834018),(24 853896.94),(25 874817.94),(26 896709.2),(27 917268.75),(28 933366),(29 944583.9),(30 954824.94),(31 966694.94),(32 981932.56),(33 1000167.5),(34 1015455.75),(35 1025176.25),(36 1026637.4),(37 1019814.44),(38 1014515.1),(39 1008382.06),(40 1002038.44),(41 995431.06),(42 985849.8),(43 977588.06),(44 972012.9),(45 964651.06),(46 956415.9),(47 950236.56),(48 947292.2),(49 947712.9),(50 947439.5),(51 943213.5),(52 939339.56),(53 936709.9),(54 933087.6),(55 928592.8),(56 925087.25),(57 925078.44),(58 927179.3),(59 932843.7),(60 937754.25),(61 943399.1),(62 950852.56),(63 957850.4),(64 964600.2),(65 971745.4),(66 977380.25),(67 982877.6),(68 988063.3),(69 991341.75),(70 993713.8),(71 994399.25),(72 995567.25),(73 993573.94),(74 987415.2),(75 980075.5),(76 974967.25),(77 976154.1),(78 978621.25),(79 985789.25),
(1 25380.197),(2 90896.41),(3 182781.02),(4 288530.03),(5 399033.63),(6 504301.6),(7 595139.3),(8 669363),(9 722582.2),(10 754811.94),(11 772031.1),(12 778625.75),(13 777349.7),(14 773131.2),(15 770514.44),(16 770580.8),(17 773350),(18 779135.75),(19 784553),(20 792070.1),(21 800460.6),(22 806869.44),(23 810372.7),(24 814729.75),(25 818907.1),(26 824775.3),(27 834778.06),(28 845573.7),(29 860639.8),(30 875476.94),(31 894254.5),(32 911122.44),(33 923340.06),(34 933542.56),(35 943412.94),(36 950685.5),(37 950704.56),(38 946577.9),(39 938029.56),(40 929635.75),(41 919796.06),(42 907817.75),(43 897373.56),(44 890806.56),(45 885833.9),(46 879643.8),(47 874373.2),(48 868412.06),(49 861203.06),(50 857847.44),(51 857303.44),(52 858007.5),(53 860514.3),(54 862874.1),(55 863599.25),(56 863453.94),(57 860005.94),(58 856622.44),(59 852912.4),(60 847077.56),(61 839835.06),(62 833242.44),(63 829275.6),(64 830309.2),(65 832241.75),(66 832871.56),(67 836157.6),(68 843512.44),(69 852503.3),(70 865259.8),(71 879238),(72 890961.5),(73 897668.44),(74 899192.7),(75 897689.2),(76 893085.7),(77 888628.44),(78 884594.9),(79 882301.2),
(1 24681.54),(2 88366.28),(3 177424.39),(4 278602.1),(5 383961.38),(6 482587.44),(7 571413.75),(8 643126.94),(9 695275.4),(10 729647.1),(11 746386.56),(12 750367.25),(13 741637.25),(14 726584.1),(15 712268.94),(16 701200.56),(17 694068.44),(18 695747.56),(19 701390.7),(20 710663.75),(21 725145.25),(22 743567.7),(23 761311.75),(24 779501.9),(25 798769.44),(26 816489.94),(27 831617.56),(28 839837.5),(29 844353.1),(30 846997.44),(31 849136.1),(32 850794),(33 853985.75),(34 859874),(35 867860.94),(36 875771.7),(37 884191.5),(38 887712),(39 885459.3),(40 878590.1),(41 870573.1),(42 860121.9),(43 850419.25),(44 842855.94),(45 840762.75),(46 842551.1),(47 842775.8),(48 844137.94),(49 848803.25),(50 858605.25),(51 872495.1),(52 886684.1),(53 900910.75),(54 912958.06),(55 922185.25),(56 926922.2),(57 925006.56),(58 911058.5),(59 891816.06),(60 869819.56),(61 849342.6),(62 829814.25),(63 814046.56),(64 801981.4),(65 792606.56),(66 784476.4),(67 777912.9),(68 775643.25),(69 778898.8),(70 785419.75),(71 794996.1),(72 806671.75),(73 815386.25),(74 819919.6),(75 822220.44),(76 820206.2),(77 815032.9),(78 808845.2),(79 804434.8),
(1 21790.252),(2 77444.83),(3 154619.19),(4 242308.25),(5 332737.63),(6 418987.3),(7 494318.97),(8 553523.8),(9 596694),(10 626952.2),(11 645942.3),(12 654307.6),(13 653926.7),(14 653165.2),(15 654261.44),(16 657071.06),(17 662421),(18 671517.06),(19 683763.2),(20 696656),(21 709864.25),(22 720861.3),(23 730223.8),(24 733535.75),(25 730666.2),(26 723979),(27 714321.2),(28 701353.9),(29 692205.2),(30 689117.94),(31 692807.06),(32 701682.56),(33 714993.06),(34 728339.8),(35 742994.94),(36 755270.44),(37 765248.6),(38 771122.06),(39 776714.9),(40 780439.75),(41 782066.2),(42 784903.3),(43 788397.06),(44 788706.7),(45 785733.94),(46 782957),(47 780624),(48 779654.94),(49 778949.3),(50 779327.94),(51 780701.1),(52 780102.75),(53 778518.25),(54 780347.25),(55 787018.2),(56 794361.1),(57 802876.9),(58 809589.94),(59 815025.6),(60 816117.56),(61 814116.3),(62 809406),(63 803153.5),(64 793061.06),(65 779971.2),(66 769669.8),(67 763142),(68 760222.75),(69 759458),(70 759011.94),(71 759788.2),(72 761901.44),(73 766166.8),(74 772241.1),(75 776972.5),(76 777742.1),(77 775417.25),(78 768143.4),(79 760530.94),
