1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 139.58649),(2 176.2361),(3 199.44724),(4 213.55981),(5 226.51955),(6 232.75885),(7 240.1389),(8 247.77127),(9 256.42346),(10 260.36908),(11 266.7355),(12 270.00598),(13 276.89163),(14 280.3575),(15 282.97195),(16 288.14865),(17 292.59192),(18 295.80716),(19 297.74188),(20 298.75058),(21 302.34323),(22 301.28262),(23 301.27606),(24 302.45395),(25 304.5589),(26 304.80838),(27 307.4252),(28 308.36905),(29 311.30945),(30 313.77457),(31 317.7826),(32 319.49136),(33 320.96124),(34 322.56445),(35 321.69135),(36 325.28363),(37 327.11472),(38 326.00836),(39 322.69183),(40 326.52527),(41 329.0482),(42 330.3613),(43 330.4436),(44 327.70483),(45 327.87036),(46 329.05136),(47 331.13507),(48 331.352),(49 332.06006),(50 332.28754),(51 329.20157),(52 329.27057),(53 333.5559),(54 334.2413),(55 336.19766),(56 333.96777),(57 336.7185),(58 334.53177),(59 334.9673),(60 336.46265),(61 333.48727),(62 332.03516),(63 332.62564),(64 330.3666),(65 332.84088),(66 333.13904),(67 332.95245),(68 332.38947),(69 329.38303),(70 330.89478),(71 332.17178),(72 333.02963),(73 333.10187),(74 334.69427),(75 335.09174),(76 330.65543),(77 329.17352),(78 331.09195),(79 331.89734),
(1 135.90526),(2 169.40933),(3 195.06161),(4 209.02744),(5 222.53712),(6 228.76927),(7 236.12355),(8 244.41902),(9 249.64964),(10 256.74802),(11 262.6522),(12 265.78702),(13 273.0324),(14 276.048),(15 277.2016),(16 280.85843),(17 282.77258),(18 286.40555),(19 289.58392),(20 293.1343),(21 295.15292),(22 295.90143),(23 299.4373),(24 299.546),(25 301.0147),(26 301.84604),(27 302.61264),(28 301.4717),(29 303.21915),(30 303.2738),(31 307.16177),(32 307.7602),(33 311.6147),(34 314.96024),(35 314.52924),(36 314.6428),(37 314.07764),(38 317.6795),(39 315.7805),(40 319.02405),(41 317.19498),(42 318.2599),(43 317.9216),(44 318.08353),(45 319.08386),(46 321.072),(47 320.80035),(48 321.64777),(49 319.872),(50 318.95862),(51 319.67694),(52 321.66397),(53 323.10327),(54 321.91705),(55 318.60443),(56 317.29544),(57 316.85037),(58 316.87546),(59 316.89426),(60 318.09113),(61 316.24948),(62 315.40448),(63 314.86444),(64 316.158),(65 317.63242),(66 317.17523),(67 314.38315),(68 315.07678),(69 315.85214),(70 314.0944),(71 313.9204),(72 313.2024),(73 311.968),(74 312.66226),(75 312.74954),(76 313.67963),(77 311.67688),(78 312.14636),(79 312.18655),
(1 134.37001),(2 171.99878),(3 193.47273),(4 207.28069),(5 220.0068),(6 226.25139),(7 233.95917),(8 241.44292),(9 246.82976),(10 252.78699),(11 259.87784),(12 265.35925),(13 269.87778),(14 269.93628),(15 273.59955),(16 277.67606),(17 284.71457),(18 286.77142),(19 288.22598),(20 291.74557),(21 296.19254),(22 295.63358),(23 298.88614),(24 298.41577),(25 301.13162),(26 303.76813),(27 301.0639),(28 302.88522),(29 305.06793),(30 303.5341),(31 305.4558),(32 306.74188),(33 310.6585),(34 311.4211),(35 311.0229),(36 315.1277),(37 314.84085),(38 314.16934),(39 312.07532),(40 314.68658),(41 312.91556),(42 312.60196),(43 312.25488),(44 310.0378),(45 311.4019),(46 310.27277),(47 312.10333),(48 310.33878),(49 312.12384),(50 313.33374),(51 312.67627),(52 314.47046),(53 316.5961),(54 316.0773),(55 316.74976),(56 314.72592),(57 316.1937),(58 314.7644),(59 314.52612),(60 312.04907),(61 314.4877),(62 312.80032),(63 313.8807),(64 311.4591),(65 313.1602),(66 314.32068),(67 314.98862),(68 315.27887),(69 315.65433),(70 314.6885),(71 311.33472),(72 309.42026),(73 311.4408),(74 306.5054),(75 307.82736),(76 305.95596),(77 303.85327),(78 304.19513),(79 302.77374),
(1 132.97665),(2 166.99298),(3 188.18494),(4 201.5826),(5 213.90004),(6 219.88408),(7 227.63206),(8 238.17783),(9 240.86536),(10 247.19417),(11 252.36584),(12 254.35744),(13 260.18018),(14 264.82935),(15 271.6136),(16 274.1165),(17 277.8035),(18 283.2567),(19 286.10266),(20 288),(21 289.10208),(22 289.91437),(23 290.13406),(24 290.20612),(25 292.20374),(26 297.05875),(27 300.56833),(28 302.60385),(29 303.4188),(30 305.5609),(31 305.0743),(32 304.8129),(33 306.30093),(34 307.84958),(35 309.17764),(36 312.40903),(37 308.49817),(38 309.92657),(39 312.08926),(40 310.89117),(41 312.08795),(42 311.28433),(43 314.8866),(44 313.83063),(45 313.68756),(46 314.07355),(47 315.0087),(48 313.5553),(49 312.85895),(50 313.2163),(51 314.8615),(52 315.03015),(53 314.1446),(54 311.71796),(55 314.65918),(56 311.4831),(57 312.53397),(58 312.24045),(59 315.64337),(60 313.31445),(61 312.08148),(62 310.0736),(63 311.25183),(64 310.5921),(65 308.2635),(66 306.73764),(67 305.2605),(68 305.29764),(69 304.35913),(70 300.90405),(71 302.50195),(72 301.34247),(73 302.1253),(74 301.83624),(75 303.09793),(76 298.83728),(77 297.50455),(78 298.19025),(79 297.24493),
(1 131.36519),(2 167.03113),(3 188.49048),(4 198.75179),(5 208.37643),(6 214.88329),(7 223.35971),(8 231.45671),(9 235.10178),(10 242.77328),(11 248.15718),(12 254.85283),(13 257.15216),(14 261.4135),(15 268.7482),(16 270.19635),(17 274.29553),(18 275.968),(19 279.27545),(20 281.9912),(21 280.99054),(22 281.3026),(23 284.5975),(24 284.41858),(25 286.08835),(26 289.01376),(27 290.39194),(28 288.59195),(29 288.86346),(30 291.30444),(31 290.30826),(32 293.96695),(33 290.78284),(34 293.01538),(35 291.89508),(36 294.74823),(37 294.57947),(38 297.31845),(39 298.33463),(40 299.35248),(41 298.41782),(42 298.3483),(43 300.61032),(44 300.19998),(45 300.81726),(46 300.2168),(47 301.6477),(48 302.9306),(49 303.47382),(50 304.26794),(51 305.39096),(52 306.9814),(53 306.44586),(54 307.36575),(55 307.71136),(56 306.33636),(57 307.2962),(58 307.444),(59 308.13696),(60 305.4521),(61 304.97516),(62 305.97943),(63 305.46838),(64 307.0255),(65 306.43683),(66 304.22314),(67 303.09174),(68 301.43674),(69 301.9364),(70 300.7998),(71 299.9387),(72 298.69763),(73 296.7744),(74 296.78915),(75 298.05005),(76 298.46628),(77 299.64255),(78 298.97638),(79 297.98447),
(1 131.89383),(2 165.767),(3 184.62788),(4 198.20773),(5 205.5393),(6 213.74748),(7 223.76399),(8 233.17166),(9 240.68828),(10 246.85757),(11 254.24568),(12 258.32352),(13 262.12088),(14 264.736),(15 270.64133),(16 273.90515),(17 275.6253),(18 279.77048),(19 285.228),(20 285.97473),(21 288.26575),(22 288.33728),(23 288.9555),(24 291.6488),(25 292.90988),(26 297.06863),(27 299.13617),(28 298.94937),(29 299.5909),(30 300.20767),(31 300.76376),(32 301.9777),(33 301.05945),(34 304.0473),(35 305.47684),(36 303.3492),(37 306.85666),(38 305.99316),(39 303.06827),(40 298.74057),(41 296.15994),(42 295.96848),(43 298.14743),(44 298.42575),(45 295.50607),(46 295.43176),(47 298.65137),(48 301.54358),(49 302.0637),(50 303.50708),(51 302.41043),(52 306.10416),(53 304.46417),(54 306.63492),(55 307.8679),(56 307.85446),(57 308.13034),(58 305.54984),(59 306.02094),(60 307.80923),(61 309.41037),(62 306.3235),(63 306.0583),(64 306.64578),(65 305.96793),(66 304.68817),(67 301.19806),(68 299.00107),(69 296.59933),(70 298.183),(71 298.462),(72 299.55847),(73 295.98322),(74 297.02808),(75 298.6842),(76 298.1975),(77 298.48914),(78 297.20508),(79 296.1434),
(1 130.30653),(2 163.04338),(3 182.48718),(4 195.98044),(5 203.57956),(6 212.91623),(7 221.17998),(8 231.5302),(9 236.21623),(10 238.09297),(11 246.44731),(12 248.82599),(13 252.61484),(14 256.5309),(15 259.88348),(16 263.35074),(17 264.31638),(18 267.02588),(19 273.35794),(20 276.60187),(21 276.85495),(22 277.83688),(23 280.7248),(24 281.7795),(25 283.8714),(26 288.93042),(27 289.92648),(28 288.6976),(29 291.48984),(30 293.98102),(31 291.42148),(32 293.1603),(33 293.64975),(34 297.09354),(35 297.04657),(36 295.04886),(37 293.76093),(38 295.38446),(39 294.908),(40 295.05652),(41 294.3911),(42 294.37787),(43 294.34378),(44 294.10046),(45 296.06815),(46 294.08957),(47 295.3509),(48 296.26486),(49 295.26083),(50 298.5744),(51 298.60205),(52 298.8117),(53 297.6805),(54 298.28207),(55 296.5279),(56 295.07675),(57 295.97382),(58 296.7744),(59 297.0772),(60 296.75613),(61 299.36316),(62 298.15518),(63 297.7243),(64 296.70517),(65 296.0985),(66 295.3486),(67 292.83035),(68 294.38724),(69 293.15143),(70 294.25546),(71 292.23758),(72 291.40735),(73 290.63687),(74 290.39224),(75 291.31726),(76 289.4483),(77 288.65805),(78 286.8477),(79 287.0903),
(1 127.671646),(2 159.32094),(3 179.44716),(4 191.84096),(5 201.58766),(6 209.25493),(7 216.2395),(8 223.49593),(9 231.3747),(10 238.08942),(11 246.72893),(12 249.69553),(13 255.80057),(14 258.17093),(15 261.6674),(16 264.94183),(17 267.1054),(18 269.8071),(19 276.02402),(20 280.73532),(21 281.64343),(22 282.1926),(23 283.67477),(24 284.1524),(25 286.729),(26 288.57132),(27 290.77954),(28 289.42932),(29 291.9818),(30 293.22574),(31 290.5242),(32 293.4782),(33 295.06024),(34 294.01575),(35 294.21735),(36 295.49802),(37 295.18066),(38 300.8706),(39 301.09744),(40 299.44257),(41 297.931),(42 296.12122),(43 296.19656),(44 295.663),(45 297.5458),(46 296.6405),(47 295.453),(48 299.96832),(49 296.86066),(50 297.59),(51 297.8886),(52 297.4621),(53 297.53586),(54 297.76895),(55 297.04596),(56 296.46786),(57 295.7591),(58 297.2444),(59 296.3567),(60 296.07043),(61 295.44742),(62 293.63998),(63 294.8868),(64 295.41046),(65 295.55493),(66 293.45618),(67 292.19342),(68 291.04654),(69 291.0812),(70 288.44128),(71 287.70273),(72 286.37488),(73 285.35825),(74 283.778),(75 284.35114),(76 283.10367),(77 286.08298),(78 285.71954),(79 286.60196),
(1 124.82329),(2 158.00629),(3 175.70773),(4 188.71246),(5 198.82819),(6 207.3118),(7 212.76129),(8 220.07559),(9 227.32433),(10 231.95815),(11 237.25844),(12 244.32518),(13 249.45827),(14 250.5339),(15 254.25015),(16 254.94383),(17 257.15424),(18 261.90988),(19 265.68243),(20 270.47958),(21 270.36026),(22 269.577),(23 272.2946),(24 271.1008),(25 273.36124),(26 274.3523),(27 276.22754),(28 277.63644),(29 281.2158),(30 282.83405),(31 285.912),(32 285.69745),(33 286.982),(34 288.13297),(35 288.90692),(36 289.91327),(37 290.76318),(38 292.97507),(39 296.60016),(40 298.16718),(41 294.91028),(42 293.58493),(43 291.80432),(44 291.73123),(45 292.51303),(46 289.5744),(47 293.96347),(48 295.51437),(49 295.94873),(50 297.954),(51 298.97604),(52 299.04517),(53 298.04816),(54 298.58206),(55 295.695),(56 295.57617),(57 294.7627),(58 292.37003),(59 293.19043),(60 292.0799),(61 291.57828),(62 292.3786),(63 291.79446),(64 291.2036),(65 290.86423),(66 289.43613),(67 287.6895),(68 289.9925),(69 288.7788),(70 289.11584),(71 287.8764),(72 285.1188),(73 285.3881),(74 283.09204),(75 287.11768),(76 286.9603),(77 285.20218),(78 284.35126),(79 284.4851),
(1 125.28674),(2 157.74112),(3 178.53596),(4 190.16971),(5 200.0559),(6 208.58345),(7 215.89694),(8 223.28545),(9 228.01466),(10 232.75311),(11 237.65314),(12 242.50575),(13 246.77486),(14 245.83914),(15 251.11469),(16 254.43341),(17 257.22592),(18 263.43658),(19 267.16943),(20 269.51172),(21 271.67145),(22 274.70975),(23 277.3011),(24 277.37903),(25 279.6023),(26 282.6328),(27 284.79865),(28 286.35126),(29 288.0298),(30 288.5516),(31 287.2746),(32 290.3996),(33 290.26468),(34 291.57904),(35 291.50903),(36 290.80032),(37 291.7252),(38 293.58395),(39 290.76813),(40 291.69568),(41 292.09445),(42 291.41983),(43 290.4115),(44 289.75),(45 287.41367),(46 287.89014),(47 287.1502),(48 290.76056),(49 292.18793),(50 293.91803),(51 292.7781),(52 294.32718),(53 295.74838),(54 295.81686),(55 296.65997),(56 295.65997),(57 295.0932),(58 293.87543),(59 296.56854),(60 298.02835),(61 296.21494),(62 297.69412),(63 301.38672),(64 299.80344),(65 300.60815),(66 301.9374),(67 299.7268),(68 299.26004),(69 300.65814),(70 299.98685),(71 294.84146),(72 292.4648),(73 292.66443),(74 289.68033),(75 289.11026),(76 288.9685),(77 288.50528),(78 289.0015),(79 286.1845),
(1 123.26394),(2 157.02805),(3 174.95107),(4 186.96556),(5 198.77495),(6 209.948),(7 215.0353),(8 220.14235),(9 227.92912),(10 231.21333),(11 235.88673),(12 238.1077),(13 242.36113),(14 243.30765),(15 247.1971),(16 249.84424),(17 251.68246),(18 256.3083),(19 258.12967),(20 260.53906),(21 261.53485),(22 262.74203),(23 262.84988),(24 261.99683),(25 263.60373),(26 265.2461),(27 269.12598),(28 268.29053),(29 267.96317),(30 269.10388),(31 272.38004),(32 274.92545),(33 274.5774),(34 276.5668),(35 277.08658),(36 278.69308),(37 278.2551),(38 282.31168),(39 280.56244),(40 281.18942),(41 279.93707),(42 282.62433),(43 282.34808),(44 285.332),(45 285.97827),(46 286.81),(47 289.34595),(48 292.1881),(49 291.92343),(50 295.25552),(51 293.50504),(52 294.71988),(53 297.68607),(54 299.84506),(55 298.587),(56 298.734),(57 296.77237),(58 294.6361),(59 292.75232),(60 292.01117),(61 293.00995),(62 291.1369),(63 291.24426),(64 289.70358),(65 289.0437),(66 287.95508),(67 284.29453),(68 282.8263),(69 279.1436),(70 280.9757),(71 278.77353),(72 275.87674),(73 273.63968),(74 272.98718),(75 272.32782),(76 271.5547),(77 271.5032),(78 274.27026),(79 272.77237),
(1 122.62683),(2 155.87152),(3 174.22256),(4 187.76619),(5 199.02344),(6 206.56738),(7 211.87375),(8 216.46593),(9 221.73978),(10 225.46445),(11 230.39738),(12 236.29652),(13 239.2702),(14 240.11133),(15 245.37312),(16 249.35284),(17 251.4371),(18 255.55965),(19 254.76808),(20 257.72705),(21 257.15317),(22 259.02115),(23 260.73447),(24 261.6435),(25 265.6093),(26 268.3498),(27 270.6723),(28 270.1559),(29 270.7285),(30 270.4191),(31 272.54382),(32 272.85303),(33 274.3818),(34 274.6202),(35 279.183),(36 279.63885),(37 279.20056),(38 280.8811),(39 280.7553),(40 279.93576),(41 280.69727),(42 285.0809),(43 284.73547),(44 285.0825),(45 287.40448),(46 287.45743),(47 289.86752),(48 290.05875),(49 289.89908),(50 289.32712),(51 290.13306),(52 287.78027),(53 287.885),(54 287.4794),(55 289.0518),(56 288.2862),(57 288.81982),(58 287.84802),(59 287.35892),(60 287.80988),(61 289.3782),(62 289.56177),(63 290.7161),(64 289.3264),(65 287.01028),(66 284.74722),(67 281.77347),(68 281.63217),(69 281.64975),(70 279.42877),(71 278.03983),(72 278.2073),(73 277.06064),(74 275.8686),(75 276.027),(76 275.81006),(77 273.3441),(78 275.01453),(79 276.05692),
(1 121.86327),(2 155.60522),(3 172.45103),(4 183.603),(5 193.04195),(6 201.41495),(7 208.60823),(8 216.16963),(9 220.50095),(10 223.53723),(11 228.7214),(12 233.38681),(13 237.37935),(14 240.36618),(15 245.38763),(16 247.5639),(17 249.24861),(18 253.78609),(19 254.81355),(20 257.5177),(21 259.24017),(22 260.9235),(23 260.5415),(24 261.91757),(25 265.78027),(26 266.26694),(27 266.63617),(28 266.68613),(29 269.75436),(30 273.0666),(31 271.19308),(32 271.1371),(33 273.1552),(34 275.54593),(35 275.74243),(36 279.84207),(37 278.31012),(38 277.6405),(39 279.72638),(40 281.1185),(41 278.51712),(42 279.789),(43 279.26746),(44 282.23068),(45 283.40845),(46 283.39117),(47 286.3453),(48 288.5675),(49 289.46707),(50 287.24704),(51 285.0385),(52 284.00272),(53 287.8009),(54 286.4692),(55 287.38773),(56 286.10962),(57 283.97565),(58 283.20114),(59 281.03195),(60 283.41635),(61 281.77948),(62 284.12518),(63 283.69467),(64 282.84708),(65 283.6747),(66 284.98828),(67 281.88086),(68 278.91928),(69 278.9134),(70 278.98074),(71 277.45883),(72 277.61124),(73 278.79892),(74 280.3555),(75 279.15665),(76 278.40002),(77 277.6104),(78 277.9756),(79 278.01025),
(1 120.37382),(2 151.84062),(3 169.99454),(4 179.31616),(5 188.69688),(6 195.51683),(7 200.47221),(8 205.7416),(9 212.15091),(10 216.63646),(11 222.6289),(12 226.36186),(13 231.31343),(14 232.234),(15 233.96646),(16 236.50018),(17 237.6871),(18 241.43196),(19 244.14877),(20 244.42464),(21 247.23096),(22 248.92795),(23 250.22098),(24 253.87106),(25 256.39285),(26 258.285),(27 261.9204),(28 262.71234),(29 262.57477),(30 266.34058),(31 266.5932),(32 268.6218),(33 270.42938),(34 271.2267),(35 274.0946),(36 276.80594),(37 279.72876),(38 281.33325),(39 281.00894),(40 281.11197),(41 282.3443),(42 285.1294),(43 286.8063),(44 287.7055),(45 289.2024),(46 289.5657),(47 290.12997),(48 292.68637),(49 292.05472),(50 292.64548),(51 289.81213),(52 289.94797),(53 289.57748),(54 289.04446),(55 290.4891),(56 288.54144),(57 287.69226),(58 282.35318),(59 279.58014),(60 280.01877),(61 278.24164),(62 280.19275),(63 278.881),(64 278.30713),(65 276.50302),(66 275.73862),(67 274.99344),(68 273.9595),(69 271.5924),(70 270.4984),(71 270.2964),(72 272.14902),(73 270.24527),(74 270.8147),(75 269.8799),(76 273.33463),(77 271.39655),(78 271.68198),(79 271.83685),
(1 119.69453),(2 151.25684),(3 170.59819),(4 182.21938),(5 191.36275),(6 198.54929),(7 205.18895),(8 212.84705),(9 219.37578),(10 222.99693),(11 229.77504),(12 231.1112),(13 233.59573),(14 236.21591),(15 240.05402),(16 241.29216),(17 242.24216),(18 247.27348),(19 249.25694),(20 251.4436),(21 254.63506),(22 257.1979),(23 259.30127),(24 261.3194),(25 264.07834),(26 264.208),(27 266.63986),(28 266.58353),(29 268.53555),(30 270.67923),(31 271.56775),(32 273.0016),(33 272.99988),(34 273.39807),(35 275.53375),(36 275.09567),(37 274.897),(38 274.51245),(39 275.48926),(40 278.36014),(41 276.86172),(42 280.52835),(43 278.666),(44 279.92728),(45 281.36795),(46 283.20544),(47 285.5767),(48 287.40747),(49 285.69672),(50 285.96933),(51 287.45465),(52 288.92877),(53 285.8535),(54 286.95764),(55 287.17947),(56 287.0753),(57 286.7436),(58 287.29303),(59 285.4157),(60 288.4538),(61 289.43726),(62 287.2895),(63 288.53897),(64 284.98215),(65 285.6654),(66 282.4893),(67 279.16064),(68 278.54767),(69 277.18094),(70 275.45),(71 273.03784),(72 273.04224),(73 270.80444),(74 271.9647),(75 271.5733),(76 271.2866),(77 272.9288),(78 272.6967),(79 273.2882),
(1 114.07963),(2 145.45691),(3 162.99643),(4 173.82678),(5 181.24498),(6 186.59856),(7 193.01935),(8 200.13545),(9 208.00253),(10 212.10298),(11 216.98468),(12 219.34328),(13 223.71703),(14 226.50482),(15 229.54495),(16 230.00552),(17 231.67787),(18 234.09708),(19 235.6434),(20 238.45012),(21 240.69005),(22 240.3127),(23 243.167),(24 244.87045),(25 244.74437),(26 246.57436),(27 247.79366),(28 249.06035),(29 250.14293),(30 253.64772),(31 253.04335),(32 253.1442),(33 253.48434),(34 254.37372),(35 254.69887),(36 255.97188),(37 254.68405),(38 258.81436),(39 258.02402),(40 257.8808),(41 256.63376),(42 258.32486),(43 260.1475),(44 262.54675),(45 260.91534),(46 263.27673),(47 265.7961),(48 266.07562),(49 268.40887),(50 268.1743),(51 267.65744),(52 268.68832),(53 267.97772),(54 270.79196),(55 268.82654),(56 267.15182),(57 266.41132),(58 267.87265),(59 267.17236),(60 268.37158),(61 269.12927),(62 270.10626),(63 269.4561),(64 268.30597),(65 266.6776),(66 266.5985),(67 266.0012),(68 266.33643),(69 266.21384),(70 265.07877),(71 261.2442),(72 262.67563),(73 260.90317),(74 262.30786),(75 261.6696),(76 262.21854),(77 262.17673),(78 264.2151),(79 264.14996),
(1 114.9889),(2 146.38196),(3 162.00363),(4 171.20512),(5 180.8631),(6 189.34778),(7 194.49586),(8 200.97217),(9 206.9861),(10 211.39372),(11 216.13962),(12 219.6565),(13 224.70654),(14 225.73073),(15 230.67628),(16 232.09404),(17 235.34195),(18 237.46393),(19 240.0533),(20 242.07841),(21 246.0407),(22 248.80434),(23 251.09407),(24 251.49571),(25 253.98174),(26 255.11998),(27 256.13748),(28 255.8343),(29 257.48572),(30 259.45313),(31 262.15292),(32 262.61703),(33 263.01926),(34 263.33554),(35 265.54626),(36 265.89844),(37 264.76505),(38 266.2159),(39 268.77777),(40 268.18042),(41 268.3343),(42 265.82312),(43 266.4537),(44 266.40613),(45 268.2562),(46 267.38922),(47 272.05228),(48 272.96515),(49 274.45523),(50 275.3276),(51 272.4717),(52 275.81516),(53 277.47415),(54 279.0864),(55 280.32733),(56 278.10165),(57 277.46152),(58 280.15002),(59 276.23895),(60 277.589),(61 278.29584),(62 276.66),(63 275.30954),(64 271.77136),(65 271.426),(66 272.13892),(67 271.90344),(68 271.13123),(69 271.1055),(70 269.625),(71 268.57748),(72 270.1283),(73 268.99036),(74 265.6253),(75 265.93054),(76 266.5429),(77 266.32907),(78 268.8865),(79 267.31757),
(1 114.495514),(2 143.75816),(3 161.29185),(4 171.23853),(5 180.84569),(6 189.51183),(7 195.75221),(8 202.61557),(9 209.1743),(10 214.38156),(11 218.488),(12 221.59027),(13 224.19655),(14 226.04184),(15 228.40881),(16 231.12822),(17 233.08559),(18 234.9299),(19 237.98404),(20 243.64532),(21 244.11266),(22 246.43668),(23 249.0215),(24 246.87183),(25 247.49248),(26 251.37924),(27 251.19545),(28 252.67221),(29 251.58614),(30 251.46777),(31 255.10986),(32 254.76605),(33 256.60095),(34 257.6004),(35 260.2846),(36 262.30533),(37 262.8094),(38 264.12885),(39 268.68845),(40 267.93784),(41 268.39355),(42 267.94138),(43 268.695),(44 270.2684),(45 272.43143),(46 272.0336),(47 275.3796),(48 275.65317),(49 273.2881),(50 275.23083),(51 274.5099),(52 274.84277),(53 275.841),(54 276.4437),(55 277.9975),(56 276.95383),(57 275.65195),(58 275.86298),(59 275.43637),(60 276.86386),(61 275.0905),(62 273.3029),(63 271.6675),(64 269.45792),(65 269.0488),(66 269.60062),(67 269.02704),(68 267.5866),(69 267.3265),(70 266.89224),(71 263.15747),(72 265.54758),(73 267.30737),(74 267.86713),(75 266.72137),(76 264.58896),(77 266.79422),(78 267.18704),(79 267.31668),
(1 112.27673),(2 143.01048),(3 159.49168),(4 169.80544),(5 178.71416),(6 184.19536),(7 190.83467),(8 198.42688),(9 204.22981),(10 208.68143),(11 212.23708),(12 216.51895),(13 218.15431),(14 221.50687),(15 224.12793),(16 226.0092),(17 227.59554),(18 229.08331),(19 232.26257),(20 232.30699),(21 233.84149),(22 233.26424),(23 235.05717),(24 234.90382),(25 236.18886),(26 237.62941),(27 238.53514),(28 239.34935),(29 238.14365),(30 241.71478),(31 243.86012),(32 245.29544),(33 244.32796),(34 246.85948),(35 250.29811),(36 249.95856),(37 248.82324),(38 247.98076),(39 251.8263),(40 253.87874),(41 255.5101),(42 256.73602),(43 256.23724),(44 258.08093),(45 258.21408),(46 261.1596),(47 262.8652),(48 262.5156),(49 261.32642),(50 262.25894),(51 261.2862),(52 263.289),(53 264.87823),(54 264.0201),(55 266.02438),(56 264.05615),(57 265.47372),(58 263.29364),(59 263.75815),(60 264.05737),(61 264.18613),(62 263.79245),(63 261.6642),(64 259.48114),(65 257.84952),(66 257.2714),(67 259.56906),(68 258.95456),(69 259.53412),(70 259.64017),(71 259.04678),(72 258.59515),(73 255.58954),(74 254.05508),(75 253.53375),(76 252.47942),(77 254.37611),(78 254.43529),(79 253.98267),
