1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 179.68283),(2 224.67393),(3 255.81479),(4 276.4652),(5 294.65225),(6 310.1934),(7 318.20883),(8 326.8175),(9 334.84583),(10 341.5082),(11 349.84583),(12 356.2625),(13 365.47473),(14 367.2793),(15 372.4876),(16 378.61063),(17 384.60886),(18 388.36258),(19 391.7186),(20 396.186),(21 400.71198),(22 397.27847),(23 399.72614),(24 398.67404),(25 406.04138),(26 407.72562),(27 409.31168),(28 411.2819),(29 415.36154),(30 416.46393),(31 419.97678),(32 421.0772),(33 428.29544),(34 431.90665),(35 432.58673),(36 435.405),(37 436.80966),(38 439.67804),(39 443.34982),(40 441.9724),(41 445.01532),(42 444.93494),(43 445.24722),(44 443.66983),(45 444.64142),(46 440.43967),(47 441.84476),(48 442.90546),(49 440.11365),(50 440.17023),(51 437.16687),(52 436.44214),(53 440.7037),(54 441.5077),(55 441.59705),(56 441.7964),(57 444.25333),(58 439.88507),(59 440.08783),(60 438.45578),(61 436.50204),(62 438.19165),(63 441.47342),(64 441.474),(65 442.38556),(66 443.01816),(67 438.72873),(68 441.55594),(69 441.33258),(70 437.31165),(71 437.21426),(72 437.65616),(73 440.6395),(74 437.58127),(75 437.53693),(76 427.6064),(77 427.52225),(78 424.12494),(79 423.75925),
(1 170.28862),(2 217.07744),(3 247.69351),(4 268.31918),(5 285.97647),(6 295.61188),(7 305.42828),(8 315.26697),(9 321.6205),(10 330.99127),(11 336.9069),(12 342.66592),(13 349.7362),(14 357.67578),(15 362.57303),(16 363.86603),(17 369.13876),(18 371.01318),(19 376.04907),(20 376.79532),(21 381.23184),(22 379.4609),(23 386.81488),(24 387.2052),(25 392.09946),(26 390.42886),(27 394.4128),(28 397.80637),(29 401.22244),(30 403.8679),(31 406.0892),(32 405.73065),(33 410.13513),(34 412.59296),(35 409.85043),(36 411.6754),(37 412.8287),(38 413.55072),(39 412.65344),(40 414.92307),(41 415.95908),(42 413.26974),(43 415.10715),(44 413.54837),(45 418.13718),(46 416.30228),(47 417.0766),(48 416.57538),(49 419.37762),(50 421.0912),(51 422.08817),(52 423.85385),(53 424.9285),(54 424.77838),(55 424.9593),(56 426.22394),(57 427.48196),(58 422.74185),(59 424.89572),(60 423.87512),(61 422.6832),(62 423.15872),(63 428.7484),(64 426.66913),(65 422.91882),(66 418.97934),(67 415.38718),(68 414.64026),(69 411.47183),(70 408.56467),(71 407.32123),(72 407.33167),(73 406.63666),(74 406.2343),(75 405.79327),(76 403.31644),(77 399.09708),(78 395.3774),(79 395.50812),
(1 172.24005),(2 222.15668),(3 254.23286),(4 275.16272),(5 289.88455),(6 302.78836),(7 315.9089),(8 326.92368),(9 330.6646),(10 336.65384),(11 345.02362),(12 351.81824),(13 359.6345),(14 364.4022),(15 367.01544),(16 370.10214),(17 373.61295),(18 378.49628),(19 383.95206),(20 385.00647),(21 389.5425),(22 387.86),(23 388.84973),(24 394.51178),(25 396.82495),(26 401.18356),(27 403.931),(28 411.35184),(29 412.9246),(30 409.26825),(31 411.7324),(32 411.38544),(33 414.0133),(34 411.82748),(35 410.3557),(36 413.07318),(37 415.07568),(38 418.3944),(39 418.93555),(40 416.75293),(41 416.2864),(42 417.15457),(43 415.01605),(44 415.70074),(45 419.02426),(46 415.0135),(47 416.55267),(48 415.9498),(49 411.67795),(50 416.52615),(51 416.86893),(52 416.94693),(53 418.86472),(54 419.8371),(55 421.57782),(56 423.91638),(57 425.59573),(58 425.60837),(59 421.8346),(60 424.1686),(61 421.58792),(62 420.10483),(63 422.18655),(64 421.13797),(65 418.52728),(66 415.76733),(67 416.22272),(68 410.7038),(69 408.24857),(70 405.98187),(71 403.05057),(72 403.44418),(73 406.54233),(74 407.56845),(75 401.72803),(76 404.0541),(77 402.30673),(78 403.36356),(79 400.86472),
(1 169.38467),(2 216.56572),(3 249.49261),(4 267.46268),(5 282.47418),(6 296.52945),(7 305.06198),(8 315.41953),(9 318.6893),(10 323.62375),(11 335.32104),(12 341.4309),(13 347.6215),(14 348.6525),(15 353.39835),(16 361.61868),(17 367.42975),(18 370.39468),(19 375.65683),(20 378.21323),(21 380.51578),(22 380.76047),(23 382.4594),(24 387.51578),(25 390.29916),(26 391.71384),(27 394.0774),(28 399.71722),(29 402.5873),(30 404.18546),(31 405.213),(32 404.89383),(33 407.4075),(34 410.67532),(35 412.175),(36 412.37384),(37 413.40204),(38 409.5042),(39 412.66696),(40 411.1336),(41 410.964),(42 404.5084),(43 406.81934),(44 405.8942),(45 409.77704),(46 406.54437),(47 408.1909),(48 410.1022),(49 406.31454),(50 406.73337),(51 403.13083),(52 405.5992),(53 407.85965),(54 403.55627),(55 403.47583),(56 403.85083),(57 406.06375),(58 404.77557),(59 404.21613),(60 406.3316),(61 404.1838),(62 402.72397),(63 404.20462),(64 401.61328),(65 402.6),(66 398.07208),(67 398.57715),(68 399.63058),(69 397.5022),(70 394.6482),(71 394.09747),(72 396.55728),(73 398.79294),(74 396.84195),(75 398.9125),(76 401.47604),(77 399.62778),(78 397.80487),(79 396.21042),
(1 175.24648),(2 221.59633),(3 252.22882),(4 267.35916),(5 283.81888),(6 298.4955),(7 305.8229),(8 317.1628),(9 324.58667),(10 329.43448),(11 336.45715),(12 342.97296),(13 354.263),(14 357.30835),(15 366.23404),(16 373.30453),(17 376.93182),(18 381.372),(19 386.00598),(20 390.68616),(21 394.73648),(22 393.6736),(23 396.3594),(24 398.21686),(25 398.81174),(26 400.87357),(27 408.65042),(28 409.05933),(29 414.11298),(30 415.39667),(31 420.81564),(32 420.2785),(33 420.6952),(34 423.85486),(35 422.49133),(36 423.34387),(37 422.5112),(38 422.28192),(39 423.43268),(40 420.5705),(41 420.447),(42 420.8644),(43 423.59232),(44 423.43475),(45 426.4879),(46 426.6315),(47 424.95248),(48 425.42368),(49 423.7826),(50 421.84055),(51 418.6664),(52 422.66083),(53 422.94632),(54 418.22043),(55 419.0949),(56 421.91562),(57 421.6679),(58 420.1025),(59 418.73807),(60 418.19077),(61 418.74194),(62 416.28812),(63 417.02576),(64 414.56348),(65 419.14954),(66 414.02502),(67 408.6749),(68 412.9058),(69 408.3116),(70 408.4869),(71 406.68854),(72 409.96643),(73 411.34702),(74 412.1174),(75 411.39124),(76 415.39694),(77 413.07306),(78 412.376),(79 411.13977),
(1 169.49783),(2 214.80656),(3 243.98691),(4 259.48117),(5 271.1579),(6 284.9435),(7 294.7858),(8 308.44193),(9 316.64426),(10 324.92075),(11 329.09207),(12 333.70013),(13 337.97446),(14 340.5453),(15 345.58237),(16 350.46805),(17 355.18958),(18 357.5827),(19 359.7392),(20 364.35776),(21 365.29297),(22 367.6091),(23 371.85745),(24 374.63593),(25 379.4022),(26 377.06247),(27 379.62015),(28 379.59555),(29 380.33167),(30 381.24707),(31 381.36868),(32 383.4946),(33 383.65414),(34 386.07217),(35 387.9445),(36 389.55316),(37 388.41733),(38 390.77582),(39 390.99503),(40 389.57483),(41 390.62506),(42 391.6984),(43 392.63998),(44 390.99768),(45 396.01373),(46 395.57278),(47 393.5141),(48 394.2393),(49 395.98203),(50 395.29977),(51 395.33612),(52 392.19824),(53 397.28467),(54 394.28818),(55 394.55746),(56 397.8427),(57 396.97467),(58 394.952),(59 394.70032),(60 391.2798),(61 394.79944),(62 390.04932),(63 393.0403),(64 392.49097),(65 390.34036),(66 387.74188),(67 388.01633),(68 388.86163),(69 385.91257),(70 382.1331),(71 378.39383),(72 379.59033),(73 377.96536),(74 380.04343),(75 377.13196),(76 378.95416),(77 376.75354),(78 373.28113),(79 374.6498),
(1 167.35564),(2 213.29071),(3 244.23529),(4 258.0791),(5 272.2205),(6 283.17984),(7 292.24136),(8 302.276),(9 308.62976),(10 317.192),(11 321.66272),(12 331.3808),(13 336.4914),(14 340.06375),(15 345.93512),(16 352.6972),(17 354.04932),(18 355.79935),(19 355.4593),(20 359.80286),(21 361.90366),(22 363.25162),(23 369.26062),(24 373.84814),(25 372.7246),(26 377.5348),(27 381.10306),(28 380.05435),(29 378.58463),(30 380.1191),(31 383.0753),(32 383.14627),(33 385.59164),(34 386.40616),(35 385.93573),(36 390.0721),(37 389.65964),(38 389.84903),(39 387.94302),(40 386.4276),(41 385.0716),(42 385.00653),(43 382.98972),(44 384.57138),(45 385.09616),(46 386.87668),(47 386.25388),(48 383.35345),(49 386.57016),(50 385.8871),(51 387.6219),(52 388.5081),(53 391.29285),(54 391.36823),(55 392.01752),(56 393.46353),(57 395.2158),(58 393.9328),(59 397.06473),(60 398.7378),(61 401.85858),(62 401.98633),(63 403.2881),(64 400.99423),(65 401.84222),(66 400.36688),(67 395.67462),(68 393.41806),(69 390.23868),(70 388.05698),(71 388.76147),(72 388.4921),(73 386.3938),(74 386.94217),(75 384.83878),(76 384.80414),(77 384.52524),(78 383.60464),(79 383.40497),
(1 162.42834),(2 205.54749),(3 234.91635),(4 253.44333),(5 267.9938),(6 276.3607),(7 285.6059),(8 293.3399),(9 301.51263),(10 310.18356),(11 318.95624),(12 326.87753),(13 335.36917),(14 339.83136),(15 345.43787),(16 350.4677),(17 354.9548),(18 358.62918),(19 360.70703),(20 363.496),(21 363.54843),(22 362.0799),(23 365.58386),(24 369.81406),(25 371.27554),(26 374.8076),(27 379.05377),(28 377.6282),(29 381.2876),(30 380.89938),(31 382.3517),(32 384.85107),(33 386.41382),(34 384.36),(35 384.46646),(36 383.0999),(37 385.96066),(38 386.14322),(39 385.56064),(40 385.39215),(41 382.29556),(42 385.41135),(43 386.3385),(44 387.48715),(45 387.70074),(46 388.69562),(47 388.959),(48 385.7416),(49 389.95102),(50 392.1905),(51 392.59793),(52 395.15833),(53 395.42487),(54 392.2969),(55 391.93655),(56 390.60452),(57 394.22507),(58 392.87808),(59 393.73325),(60 390.9148),(61 391.6431),(62 395.39764),(63 398.63162),(64 395.65933),(65 395.27502),(66 393.57446),(67 393.40445),(68 391.36288),(69 392.67737),(70 391.24887),(71 389.95807),(72 385.21887),(73 385.61227),(74 386.28275),(75 386.1556),(76 384.82275),(77 385.18732),(78 384.47525),(79 387.11044),
(1 158.93083),(2 199.65239),(3 225.74548),(4 242.83574),(5 257.84906),(6 269.30096),(7 275.6306),(8 284.01825),(9 290.42285),(10 297.18817),(11 303.8018),(12 311.91867),(13 320.07263),(14 321.16394),(15 324.77036),(16 327.76767),(17 333.73645),(18 337.0479),(19 339.21463),(20 341.46344),(21 345.6436),(22 346.67993),(23 348.53848),(24 351.35956),(25 354.46136),(26 354.12057),(27 357.1654),(28 358.38098),(29 363.62994),(30 366.45374),(31 366.0691),(32 371.6814),(33 372.37122),(34 376.53802),(35 380.4855),(36 377.20966),(37 380.34824),(38 377.41467),(39 379.2731),(40 379.0588),(41 377.64645),(42 375.62762),(43 376.17175),(44 379.30136),(45 379.18246),(46 377.1532),(47 377.5411),(48 378.56387),(49 379.6935),(50 378.05386),(51 373.9964),(52 373.2821),(53 375.74548),(54 374.2706),(55 373.5278),(56 375.44705),(57 378.02396),(58 378.07248),(59 381.1406),(60 379.44217),(61 383.62082),(62 387.03418),(63 388.19397),(64 386.40204),(65 387.71616),(66 387.0442),(67 382.60504),(68 384.047),(69 385.41544),(70 380.9679),(71 376.1067),(72 376.5124),(73 379.0241),(74 376.66364),(75 377.65958),(76 375.7766),(77 372.1859),(78 372.88922),(79 375.5885),
(1 156.71872),(2 198.45244),(3 224.3718),(4 239.2965),(5 253.73232),(6 266.24146),(7 275.25256),(8 284.0349),(9 290.49136),(10 295.51712),(11 303.61377),(12 312.94363),(13 319.1964),(14 321.73483),(15 324.54922),(16 325.7799),(17 327.07593),(18 328.68332),(19 333.4696),(20 337.35095),(21 341.00528),(22 343.05716),(23 343.5319),(24 344.7502),(25 347.72244),(26 349.61002),(27 357.241),(28 357.55798),(29 359.58292),(30 362.8562),(31 365.5892),(32 370.3172),(33 374.24258),(34 378.8921),(35 382.11594),(36 384.74442),(37 382.94434),(38 385.64368),(39 386.32516),(40 383.6002),(41 378.71255),(42 379.0843),(43 379.28925),(44 376.45947),(45 378.07016),(46 380.10736),(47 382.44968),(48 380.55624),(49 379.45456),(50 376.60883),(51 382.46716),(52 382.21283),(53 382.38168),(54 385.21014),(55 385.4559),(56 383.62866),(57 389.95044),(58 387.49847),(59 387.02292),(60 387.0911),(61 389.4126),(62 387.1869),(63 389.40625),(64 387.5425),(65 384.94037),(66 382.3738),(67 379.93433),(68 379.4127),(69 376.72412),(70 373.5874),(71 371.468),(72 370.34116),(73 372.17078),(74 366.67914),(75 366.00427),(76 364.82343),(77 360.44675),(78 358.8367),(79 356.72803),
(1 153.24532),(2 193.40103),(3 217.25735),(4 233.58504),(5 250.42697),(6 260.58826),(7 268.5665),(8 277.7562),(9 282.20938),(10 286.7813),(11 292.90298),(12 303.1444),(13 308.66895),(14 312.0646),(15 316.94458),(16 324.8093),(17 326.74704),(18 328.99808),(19 332.0098),(20 334.93707),(21 338.38577),(22 341.30823),(23 343.691),(24 343.21658),(25 345.4647),(26 346.90997),(27 352.70355),(28 352.0649),(29 355.24194),(30 357.8433),(31 362.34048),(32 366.40128),(33 364.4405),(34 367.89468),(35 370.72546),(36 371.7783),(37 375.4249),(38 374.37186),(39 372.90143),(40 369.65677),(41 371.54938),(42 370.66406),(43 371.20966),(44 367.5613),(45 369.45474),(46 364.4249),(47 364.14478),(48 366.79004),(49 365.70267),(50 366.1654),(51 368.78503),(52 372.15256),(53 368.68802),(54 369.8159),(55 368.50226),(56 367.08078),(57 367.61786),(58 368.21152),(59 365.57465),(60 363.34348),(61 361.85886),(62 365.21014),(63 369.52753),(64 368.4319),(65 365.71368),(66 368.13998),(67 368.99847),(68 369.95667),(69 372.23087),(70 370.60013),(71 369.79434),(72 368.1492),(73 369.1092),(74 369.13855),(75 369.91724),(76 367.02927),(77 363.00247),(78 362.8139),(79 362.2191),
(1 152.80626),(2 193.86197),(3 219.56279),(4 235.24158),(5 248.35338),(6 259.78384),(7 268.4132),(8 278.2369),(9 282.74887),(10 284.76706),(11 289.823),(12 298.4752),(13 303.62027),(14 305.7966),(15 311.9913),(16 316.18344),(17 322.39938),(18 325.2381),(19 329.07098),(20 330.10822),(21 336.49637),(22 336.83),(23 341.3201),(24 343.0127),(25 344.88562),(26 346.07553),(27 350.96854),(28 350.8558),(29 356.70697),(30 355.53464),(31 360.7432),(32 362.05386),(33 360.90482),(34 362.62534),(35 361.95074),(36 364.78308),(37 364.5332),(38 365.5404),(39 363.71204),(40 363.03702),(41 362.31964),(42 362.2013),(43 365.30252),(44 362.81677),(45 364.75385),(46 363.19437),(47 364.5341),(48 363.375),(49 361.93494),(50 361.6648),(51 364.33298),(52 363.67932),(53 363.68326),(54 363.6187),(55 362.95865),(56 364.90857),(57 365.45862),(58 366.09888),(59 365.45538),(60 363.2584),(61 364.2842),(62 364.5215),(63 368.3429),(64 367.0377),(65 365.86728),(66 363.08084),(67 364.86026),(68 363.33),(69 362.8372),(70 362.47946),(71 360.8653),(72 358.00226),(73 356.179),(74 357.37415),(75 358.31766),(76 356.34457),(77 356.3196),(78 356.61166),(79 355.64883),
(1 154.70808),(2 195.04779),(3 220.06839),(4 235.69608),(5 249.61841),(6 261.129),(7 269.12717),(8 278.6923),(9 285.23233),(10 291.73526),(11 297.79694),(12 305.96027),(13 312.835),(14 316.00104),(15 323.07324),(16 326.69507),(17 332.12424),(18 335.82703),(19 338.67435),(20 342.91934),(21 345.12915),(22 343.51865),(23 345.41693),(24 345.69147),(25 350.25604),(26 350.2886),(27 354.67038),(28 356.67078),(29 360.92935),(30 364.87595),(31 363.0292),(32 366.17154),(33 368.8743),(34 368.94046),(35 368.2507),(36 372.22943),(37 371.45715),(38 372.37955),(39 372.3916),(40 373.9633),(41 372.749),(42 371.3867),(43 374.74005),(44 372.95184),(45 377.5048),(46 378.57895),(47 380.54214),(48 382.6674),(49 380.74234),(50 381.43225),(51 380.20737),(52 381.55304),(53 382.37906),(54 382.13724),(55 377.9947),(56 378.58047),(57 377.09644),(58 373.91507),(59 369.9962),(60 370.27835),(61 373.3352),(62 371.22998),(63 370.8478),(64 366.24796),(65 369.0364),(66 371.692),(67 373.09714),(68 368.86673),(69 369.44363),(70 367.28204),(71 366.16644),(72 365.1919),(73 363.5869),(74 362.13864),(75 363.5527),(76 358.65063),(77 358.41348),(78 358.4659),(79 357.1047),
(1 148.43437),(2 188.38794),(3 212.88266),(4 229.3014),(5 242.53235),(6 253.15811),(7 261.51654),(8 269.61853),(9 276.55347),(10 282.1718),(11 287.93906),(12 293.14713),(13 299.9372),(14 307.19415),(15 313.56857),(16 314.43973),(17 318.76044),(18 323.60464),(19 327.07224),(20 328.87134),(21 333.69717),(22 333.60843),(23 335.84082),(24 338.54822),(25 341.528),(26 341.17212),(27 341.29068),(28 346.07227),(29 344.8233),(30 348.54596),(31 354.1063),(32 356.46988),(33 358.51358),(34 361.07776),(35 362.7532),(36 364.05737),(37 363.82077),(38 363.68213),(39 361.1957),(40 358.5241),(41 359.4431),(42 360.4985),(43 359.32227),(44 357.2146),(45 360.10684),(46 358.38882),(47 359.46054),(48 360.25516),(49 360.89795),(50 361.62335),(51 361.45285),(52 363.60873),(53 362.15784),(54 363.1771),(55 360.61942),(56 357.4148),(57 358.35907),(58 359.8776),(59 357.29425),(60 357.2101),(61 358.69647),(62 355.06323),(63 354.88168),(64 350.53067),(65 352.11603),(66 352.0241),(67 350.3402),(68 349.70676),(69 349.5562),(70 346.12784),(71 346.09637),(72 344.8863),(73 342.8455),(74 346.51318),(75 347.81223),(76 344.49194),(77 345.52026),(78 346.38193),(79 345.49094),
(1 146.87932),(2 186.43388),(3 212.661),(4 229.64487),(5 242.61035),(6 252.67986),(7 260.97882),(8 269.83182),(9 277.92963),(10 283.26117),(11 287.00153),(12 293.50858),(13 301.34253),(14 303.01447),(15 304.99542),(16 308.908),(17 315.52765),(18 317.3671),(19 321.08148),(20 322.65936),(21 325.81796),(22 328.12463),(23 327.25452),(24 329.1759),(25 331.0734),(26 334.17343),(27 334.97516),(28 341.26898),(29 340.41446),(30 343.69202),(31 342.62988),(32 343.7621),(33 342.8489),(34 344.01196),(35 344.56638),(36 344.84665),(37 347.46872),(38 348.072),(39 346.99307),(40 348.32407),(41 348.93774),(42 346.7318),(43 347.24188),(44 344.57626),(45 345.11438),(46 344.1526),(47 346.44226),(48 347.62836),(49 346.52124),(50 350.27753),(51 353.20084),(52 355.54068),(53 353.66388),(54 355.57034),(55 357.66745),(56 358.6761),(57 361.6904),(58 361.42917),(59 360.70425),(60 359.85535),(61 361.74362),(62 359.80432),(63 359.5352),(64 356.2702),(65 357.5879),(66 354.38882),(67 353.3803),(68 351.51727),(69 351.04697),(70 350.74854),(71 349.98895),(72 348.01184),(73 352.49146),(74 351.42984),(75 349.81134),(76 350.71722),(77 349.89352),(78 352.99725),(79 349.5959),
(1 146.02261),(2 185.09521),(3 208.3183),(4 223.58186),(5 237.03465),(6 246.11084),(7 251.65794),(8 259.02386),(9 266.76602),(10 276.45963),(11 282.27194),(12 289.68225),(13 295.04346),(14 297.81262),(15 300.28012),(16 306.28302),(17 310.7896),(18 310.77158),(19 310.20895),(20 312.07443),(21 315.60117),(22 314.8734),(23 317.27594),(24 321.05365),(25 324.15793),(26 323.17273),(27 325.12405),(28 328.72797),(29 329.1927),(30 333.9007),(31 334.79657),(32 339.32608),(33 339.09433),(34 341.5678),(35 345.32114),(36 344.8719),(37 344.52063),(38 348.9851),(39 346.7688),(40 347.19263),(41 347.29663),(42 344.36948),(43 344.73434),(44 343.5195),(45 341.6228),(46 342.1718),(47 346.0865),(48 347.81903),(49 345.99622),(50 346.5947),(51 345.99603),(52 347.1301),(53 348.305),(54 348.62143),(55 351.9331),(56 351.17487),(57 347.99893),(58 348.5795),(59 349.17657),(60 348.06784),(61 346.33643),(62 343.48407),(63 343.06674),(64 341.26752),(65 339.37347),(66 337.2094),(67 336.938),(68 335.69193),(69 334.06998),(70 333.95355),(71 337.06982),(72 335.80484),(73 336.89273),(74 337.801),(75 340.2854),(76 339.40125),(77 340.65417),(78 342.11588),(79 343.07318),
(1 144.6087),(2 183.7238),(3 208.33156),(4 223.88039),(5 239.96225),(6 247.75877),(7 255.84843),(8 266.8918),(9 273.3902),(10 282.57605),(11 286.28665),(12 289.26236),(13 296.3553),(14 297.50247),(15 299.7669),(16 301.0313),(17 308.8393),(18 313.0099),(19 315.28174),(20 319.1162),(21 319.98633),(22 323.39438),(23 324.87338),(24 326.30887),(25 330.42),(26 331.14374),(27 334.56564),(28 338.86523),(29 337.56604),(30 341.52274),(31 339.86844),(32 340.9062),(33 341.55557),(34 339.02124),(35 341.08203),(36 341.63812),(37 343.47308),(38 345.66324),(39 344.1744),(40 345.26517),(41 341.34958),(42 341.40158),(43 343.2705),(44 345.5087),(45 345.15866),(46 341.5294),(47 342.17017),(48 343.10223),(49 340.15527),(50 340.51495),(51 340.74506),(52 342.2239),(53 345.74344),(54 349.981),(55 348.59534),(56 348.95682),(57 349.05838),(58 348.2571),(59 350.6236),(60 353.36108),(61 353.2779),(62 355.5705),(63 353.17978),(64 354.05234),(65 351.85263),(66 348.29944),(67 348.12598),(68 349.2081),(69 346.73715),(70 347.49792),(71 348.95572),(72 344.42102),(73 345.91998),(74 347.24673),(75 348.40222),(76 344.48154),(77 343.48428),(78 342.6253),(79 344.77103),
(1 144.13136),(2 179.13058),(3 201.39664),(4 216.99222),(5 230.56538),(6 236.88083),(7 243.76158),(8 253.37045),(9 260.9587),(10 268.7261),(11 274.7428),(12 277.47528),(13 283.51566),(14 283.7675),(15 286.23746),(16 290.57175),(17 293.07312),(18 294.94745),(19 302.38855),(20 303.17923),(21 303.782),(22 307.43152),(23 315.40598),(24 315.2043),(25 319.2544),(26 320.4374),(27 321.63516),(28 325.6768),(29 326.99603),(30 328.26346),(31 330.98166),(32 331.11627),(33 334.05823),(34 333.9638),(35 337.45007),(36 335.4375),(37 336.73593),(38 339.86734),(39 340.54446),(40 341.51196),(41 336.9454),(42 335.80365),(43 335.61426),(44 333.88718),(45 334.96933),(46 333.856),(47 335.55844),(48 335.16064),(49 330.7557),(50 331.67395),(51 332.25677),(52 329.6242),(53 330.46115),(54 328.38757),(55 330.26413),(56 331.3646),(57 328.87778),(58 330.3062),(59 328.82288),(60 330.38672),(61 328.04956),(62 330.22507),(63 329.70737),(64 327.89267),(65 328.66162),(66 326.94305),(67 326.0541),(68 328.03677),(69 325.56924),(70 323.35123),(71 323.0612),(72 322.5114),(73 325.27496),(74 323.44077),(75 326.58826),(76 324.71527),(77 323.0929),(78 327.55664),(79 325.7733),
(1 141.578),(2 176.50716),(3 197.33559),(4 210.81512),(5 222.87312),(6 231.17903),(7 238.5058),(8 250.74355),(9 255.2631),(10 261.584),(11 268.3684),(12 275.25464),(13 282.5286),(14 285.28485),(15 289.34787),(16 290.19937),(17 294.71378),(18 295.28888),(19 302.71954),(20 305.93054),(21 307.783),(22 312.10245),(23 314.40744),(24 314.59637),(25 321.09314),(26 321.59076),(27 324.6884),(28 328.02234),(29 328.98923),(30 329.05713),(31 330.25607),(32 333.40384),(33 333.39993),(34 332.65387),(35 331.16165),(36 333.8754),(37 333.19144),(38 335.15073),(39 335.3187),(40 335.69763),(41 332.39536),(42 334.7893),(43 333.1624),(44 328.88913),(45 334.0154),(46 332.57666),(47 333.26254),(48 332.88507),(49 332.83286),(50 333.78812),(51 334.06537),(52 334.37848),(53 332.1804),(54 332.91492),(55 331.01108),(56 332.8679),(57 333.09766),(58 332.71796),(59 333.1273),(60 330.51172),(61 332.17075),(62 329.23013),(63 325.12485),(64 326.34045),(65 328.88358),(66 323.3331),(67 321.29105),(68 322.9366),(69 320.41312),(70 319.19302),(71 319.50934),(72 320.4857),(73 320.02866),(74 321.33646),(75 322.679),(76 322.57175),(77 321.55298),(78 320.4124),(79 320.76553),
