1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 63.214275),(2 78.58553),(3 86.21227),(4 94.69786),(5 99.28677),(6 102.60643),(7 105.505775),(8 108.145935),(9 110.55632),(10 112.21466),(11 113.503746),(12 116.216324),(13 116.18886),(14 117.14736),(15 117.46395),(16 120.22882),(17 120.15841),(18 119.644035),(19 118.25407),(20 117.86044),(21 119.56579),(22 119.298805),(23 121.157005),(24 121.81065),(25 120.33706),(26 121.67567),(27 122.006645),(28 122.069855),(29 123.38518),(30 123.4844),(31 123.5314),(32 123.97197),(33 124.845665),(34 124.874886),(35 123.96873),(36 124.191956),(37 124.07737),(38 124.88934),(39 124.57998),(40 124.15708),(41 123.17825),(42 123.960434),(43 124.21145),(44 123.74287),(45 124.026474),(46 123.402275),(47 123.34341),(48 122.95641),(49 122.71303),(50 123.983955),(51 124.85694),(52 124.434235),(53 123.061424),(54 124.40698),(55 125.87845),(56 123.76601),(57 127.94038),(58 126.65304),(59 128.15308),(60 129.09473),(61 128.6722),(62 130.63791),(63 129.96278),(64 130.02159),(65 130.91426),(66 129.01598),(67 130.93484),(68 128.60393),(69 130.31815),(70 132.00735),(71 132.60236),(72 130.95132),(73 132.60516),(74 132.97049),(75 132.4907),(76 131.42476),(77 130.35484),(78 128.66447),(79 128.85446),
(1 63.527878),(2 79.53012),(3 88.5279),(4 94.32158),(5 98.901054),(6 101.73364),(7 105.91547),(8 104.45493),(9 106.770676),(10 109.900635),(11 108.35479),(12 110.92482),(13 110.775116),(14 112.484726),(15 112.397194),(16 112.931366),(17 113.79201),(18 113.4717),(19 115.0039),(20 116.5553),(21 118.43743),(22 115.813065),(23 115.50065),(24 117.81568),(25 116.87855),(26 116.18519),(27 119.24259),(28 119.82471),(29 121.447815),(30 122.20223),(31 123.47004),(32 123.60002),(33 123.91963),(34 123.00521),(35 123.39427),(36 123.71506),(37 122.78581),(38 121.94742),(39 121.50308),(40 122.18444),(41 120.43705),(42 119.76553),(43 119.21404),(44 118.88143),(45 119.39144),(46 119.392784),(47 119.25249),(48 118.12973),(49 118.27329),(50 120.11268),(51 121.439514),(52 120.29427),(53 121.58852),(54 121.41132),(55 123.90244),(56 123.18037),(57 124.4252),(58 124.68116),(59 126.21499),(60 124.0603),(61 123.10395),(62 123.48938),(63 124.56993),(64 125.74957),(65 126.91516),(66 127.11827),(67 125.634094),(68 127.027176),(69 126.06734),(70 127.37079),(71 126.793724),(72 125.29458),(73 125.50308),(74 124.429214),(75 123.24935),(76 123.206795),(77 123.43668),(78 123.28433),(79 124.327866),
(1 62.12792),(2 78.306145),(3 85.12514),(4 92.186005),(5 98.10466),(6 102.35267),(7 105.139755),(8 105.79712),(9 107.35287),(10 108.236336),(11 110.150246),(12 111.18554),(13 110.56622),(14 112.303474),(15 112.03522),(16 114.462776),(17 114.44014),(18 114.602066),(19 114.868034),(20 114.5144),(21 116.13154),(22 115.49376),(23 117.07155),(24 119.10399),(25 118.18083),(26 119.51353),(27 120.49192),(28 121.63886),(29 121.44323),(30 122.13612),(31 123.63578),(32 122.916626),(33 123.22584),(34 121.61949),(35 122.32611),(36 120.77376),(37 120.57915),(38 121.34073),(39 121.165344),(40 120.390236),(41 119.75438),(42 119.14807),(43 118.403595),(44 117.85795),(45 117.74562),(46 118.87306),(47 119.431206),(48 117.851135),(49 118.14085),(50 118.9169),(51 118.75293),(52 119.40911),(53 120.08905),(54 120.76932),(55 121.50824),(56 120.33171),(57 121.248566),(58 120.98108),(59 120.01952),(60 119.523506),(61 119.06264),(62 118.873695),(63 119.33411),(64 120.39144),(65 121.92893),(66 123.500145),(67 122.93437),(68 122.6926),(69 123.2538),(70 122.66109),(71 121.92765),(72 120.8661),(73 122.09948),(74 121.85325),(75 120.75097),(76 120.18707),(77 119.579895),(78 119.9392),(79 120.39788),
(1 63.050594),(2 79.96349),(3 87.06491),(4 95.34255),(5 100.00821),(6 103.05816),(7 106.25052),(8 106.51322),(9 108.85548),(10 111.39994),(11 111.91757),(12 113.441765),(13 113.064),(14 114.30249),(15 114.646805),(16 116.99356),(17 116.987724),(18 116.02231),(19 115.80461),(20 115.89165),(21 117.87447),(22 115.87396),(23 116.20775),(24 116.83101),(25 115.782265),(26 117.5837),(27 119.33303),(28 120.33445),(29 121.70147),(30 122.02132),(31 122.78765),(32 123.87021),(33 124.577835),(34 123.34819),(35 122.18052),(36 122.89545),(37 122.189735),(38 122.598495),(39 122.447395),(40 121.741196),(41 118.93627),(42 119.89247),(43 120.9892),(44 120.44521),(45 121.75575),(46 121.68025),(47 122.99461),(48 121.46511),(49 119.32898),(50 121.75741),(51 123.55611),(52 122.69668),(53 121.99369),(54 123.96962),(55 122.95747),(56 122.36268),(57 123.08468),(58 123.85066),(59 123.40976),(60 123.10069),(61 124.043625),(62 125.00075),(63 125.17365),(64 124.76294),(65 124.47895),(66 124.170265),(67 122.37941),(68 122.584305),(69 123.36532),(70 122.81757),(71 123.20608),(72 124.2698),(73 124.59979),(74 122.67868),(75 123.231),(76 122.94527),(77 121.83027),(78 122.623985),(79 125.71015),
(1 62.659275),(2 78.520744),(3 86.832886),(4 94.63883),(5 99.05535),(6 102.29055),(7 104.66475),(8 106.72376),(9 108.697754),(10 108.476845),(11 110.76567),(12 112.8173),(13 112.90312),(14 114.574814),(15 116.092255),(16 117.310875),(17 117.6997),(18 116.90883),(19 117.52419),(20 115.19811),(21 118.024796),(22 117.10586),(23 118.01863),(24 117.67552),(25 118.857796),(26 119.603165),(27 120.05338),(28 118.98361),(29 120.45782),(30 122.12226),(31 122.30473),(32 122.84384),(33 123.05816),(34 122.83637),(35 120.004616),(36 121.86866),(37 121.83276),(38 123.46969),(39 123.5842),(40 123.36933),(41 121.86514),(42 123.33984),(43 122.66726),(44 121.04982),(45 122.36924),(46 121.47774),(47 122.00567),(48 123.80117),(49 124.089836),(50 126.659744),(51 126.12415),(52 126.554565),(53 126.218124),(54 127.51375),(55 127.93231),(56 128.33118),(57 128.1416),(58 127.64821),(59 126.29237),(60 124.97031),(61 123.57955),(62 124.71383),(63 124.09412),(64 124.63276),(65 125.05834),(66 124.58706),(67 125.68942),(68 126.129135),(69 126.75127),(70 128.3344),(71 126.9904),(72 127.01277),(73 126.12194),(74 126.9832),(75 126.23621),(76 125.429985),(77 127.07989),(78 126.84632),(79 126.34242),
(1 59.914764),(2 75.71367),(3 85.09637),(4 90.20277),(5 96.145256),(6 99.563286),(7 104.12068),(8 107.13176),(9 110.253426),(10 110.12635),(11 110.90335),(12 111.39625),(13 110.82867),(14 110.7395),(15 112.14484),(16 113.71718),(17 113.409615),(18 112.503426),(19 113.801544),(20 112.23505),(21 113.420044),(22 111.88692),(23 113.60082),(24 114.75569),(25 114.301346),(26 114.824745),(27 115.8173),(28 116.66178),(29 116.70022),(30 118.220116),(31 116.66022),(32 116.05265),(33 117.60674),(34 116.95166),(35 115.467995),(36 115.486015),(37 115.1973),(38 116.58931),(39 115.57586),(40 116.09363),(41 115.162094),(42 115.87539),(43 117.858795),(44 116.73561),(45 118.85778),(46 117.670906),(47 117.87041),(48 117.41173),(49 117.43903),(50 119.73017),(51 121.692),(52 120.44991),(53 119.67496),(54 120.23075),(55 120.418526),(56 119.418655),(57 120.47076),(58 119.14974),(59 119.26119),(60 119.28028),(61 118.39708),(62 119.795),(63 120.78535),(64 119.081764),(65 119.22766),(66 117.80364),(67 117.71784),(68 117.42956),(69 117.63905),(70 117.209785),(71 117.52007),(72 117.210304),(73 118.100914),(74 119.7043),(75 120.49161),(76 120.49642),(77 121.08183),(78 120.79815),(79 122.02189),
(1 61.509903),(2 76.20008),(3 84.75805),(4 91.85143),(5 96.34819),(6 99.86749),(7 102.645515),(8 104.2219),(9 107.18072),(10 108.53201),(11 109.23033),(12 111.429924),(13 113.03918),(14 113.58575),(15 113.34998),(16 113.32523),(17 112.72821),(18 111.83391),(19 112.70692),(20 112.01697),(21 112.607056),(22 112.35157),(23 113.98394),(24 113.38768),(25 111.71536),(26 114.38343),(27 114.67423),(28 115.18843),(29 116.77226),(30 116.755356),(31 117.50407),(32 116.64578),(33 119.35529),(34 118.114296),(35 118.459175),(36 117.93341),(37 117.65948),(38 119.43593),(39 118.09893),(40 119.49116),(41 118.40774),(42 119.85329),(43 121.89082),(44 119.753654),(45 121.75703),(46 120.500786),(47 120.58145),(48 120.11126),(49 119.82743),(50 121.03591),(51 123.13301),(52 123.110275),(53 123.1838),(54 123.34041),(55 123.8218),(56 125.11088),(57 125.576096),(58 127.742546),(59 130.10223),(60 129.6738),(61 128.81526),(62 128.05403),(63 128.2993),(64 128.60463),(65 127.37471),(66 127.57662),(67 127.20236),(68 127.34851),(69 129.21431),(70 129.26848),(71 129.57903),(72 128.45158),(73 126.953896),(74 127.05221),(75 127.8623),(76 129.9151),(77 128.94057),(78 130.43819),(79 129.9451),
(1 61.06309),(2 74.70819),(3 83.60815),(4 90.25384),(5 94.74228),(6 97.52036),(7 101.189674),(8 103.80783),(9 107.348335),(10 108.170296),(11 110.35187),(12 112.655106),(13 114.494576),(14 115.287186),(15 115.93576),(16 117.45782),(17 116.291695),(18 115.7952),(19 117.23748),(20 116.02423),(21 114.39404),(22 113.50206),(23 114.658035),(24 115.408936),(25 115.31749),(26 117.25193),(27 117.51899),(28 118.165504),(29 117.47689),(30 117.71185),(31 118.78552),(32 117.630226),(33 120.83329),(34 118.694496),(35 118.94683),(36 118.68991),(37 117.38825),(38 119.24093),(39 120.44088),(40 120.26794),(41 118.81019),(42 118.879585),(43 119.8404),(44 118.68049),(45 119.04496),(46 118.67494),(47 117.987045),(48 117.36158),(49 118.002625),(50 121.02684),(51 121.179695),(52 121.956276),(53 121.26434),(54 120.99337),(55 121.96909),(56 121.14274),(57 122.00928),(58 122.49553),(59 123.93226),(60 124.03938),(61 123.87854),(62 124.05168),(63 123.221306),(64 121.498116),(65 121.677475),(66 121.609146),(67 122.264725),(68 121.37746),(69 121.90221),(70 121.96035),(71 120.564514),(72 119.64608),(73 118.476685),(74 116.58511),(75 117.43524),(76 117.0754),(77 119.98643),(78 119.59199),(79 120.08277),
(1 61.841187),(2 75.54107),(3 84.020004),(4 89.02424),(5 94.025696),(6 97.48518),(7 100.55057),(8 103.52385),(9 107.027),(10 107.1554),(11 109.00133),(12 110.85882),(13 110.6349),(14 111.786224),(15 112.548744),(16 113.511566),(17 114.37629),(18 115.41263),(19 115.46973),(20 113.30214),(21 112.62321),(22 112.44558),(23 113.87277),(24 112.64273),(25 114.038704),(26 113.50885),(27 113.4927),(28 112.8765),(29 114.999756),(30 114.48884),(31 115.778175),(32 115.37622),(33 115.5443),(34 115.952156),(35 114.83331),(36 115.375404),(37 116.04552),(38 117.73787),(39 115.64368),(40 117.22231),(41 116.02302),(42 115.55541),(43 114.837036),(44 114.822784),(45 116.69558),(46 116.969604),(47 116.90834),(48 117.006096),(49 117.62018),(50 118.39982),(51 118.92243),(52 119.86563),(53 119.70465),(54 120.09375),(55 120.72999),(56 119.07206),(57 119.31437),(58 121.15904),(59 120.96385),(60 121.24043),(61 122.44641),(62 122.98847),(63 122.04544),(64 123.93548),(65 123.14098),(66 122.278725),(67 122.08714),(68 122.60978),(69 123.32533),(70 123.12486),(71 123.82368),(72 122.41865),(73 122.08633),(74 120.7634),(75 119.890625),(76 120.90327),(77 119.06292),(78 118.526535),(79 117.04469),
(1 62.30585),(2 78.12206),(3 84.6664),(4 90.99967),(5 96.291756),(6 100.65869),(7 102.99551),(8 105.040955),(9 109.092674),(10 110.752556),(11 113.239624),(12 115.108734),(13 117.15448),(14 116.8057),(15 118.76367),(16 119.457344),(17 121.863686),(18 119.42076),(19 119.82459),(20 118.49448),(21 118.85065),(22 120.16544),(23 121.20437),(24 120.78197),(25 121.34462),(26 122.10276),(27 122.880226),(28 123.742424),(29 124.698265),(30 125.00895),(31 126.26021),(32 124.12859),(33 123.35453),(34 123.4599),(35 123.28134),(36 123.144936),(37 122.82571),(38 124.31061),(39 124.27108),(40 124.88978),(41 124.45087),(42 122.72856),(43 122.4938),(44 121.76306),(45 121.90657),(46 123.718636),(47 123.177986),(48 123.49715),(49 123.16688),(50 125.20251),(51 126.04233),(52 127.58613),(53 127.92792),(54 129.20107),(55 131.64786),(56 130.92088),(57 129.87103),(58 129.89438),(59 128.73701),(60 128.85454),(61 127.51081),(62 127.99692),(63 128.82164),(64 129.9574),(65 129.72655),(66 131.27852),(67 130.95648),(68 131.97417),(69 132.19957),(70 131.57724),(71 132.4587),(72 132.06522),(73 129.35426),(74 130.16487),(75 128.75757),(76 128.04121),(77 129.5804),(78 128.40016),(79 127.535446),
(1 60.26457),(2 73.83124),(3 81.02964),(4 85.48499),(5 92.70324),(6 95.59585),(7 97.00545),(8 98.352585),(9 102.49762),(10 102.33873),(11 104.30207),(12 106.34092),(13 107.07346),(14 108.68284),(15 108.78216),(16 111.264824),(17 110.017456),(18 110.324524),(19 111.92313),(20 110.56775),(21 110.85685),(22 109.82178),(23 111.538536),(24 112.938774),(25 115.02901),(26 116.22278),(27 116.77589),(28 116.948135),(29 116.30215),(30 116.554344),(31 115.08724),(32 116.29304),(33 115.76459),(34 116.43814),(35 115.9314),(36 116.028046),(37 114.59918),(38 114.17153),(39 114.19713),(40 114.734406),(41 114.270744),(42 114.282135),(43 114.673),(44 114.13241),(45 114.42916),(46 116.21331),(47 116.189095),(48 116.454025),(49 115.02983),(50 114.826614),(51 115.23492),(52 114.3641),(53 113.57767),(54 116.13416),(55 115.0468),(56 113.122116),(57 113.917076),(58 114.30132),(59 114.23066),(60 113.621315),(61 112.97278),(62 113.40471),(63 111.9458),(64 113.504265),(65 112.19698),(66 111.32349),(67 111.69086),(68 112.77746),(69 115.178276),(70 114.26805),(71 114.556015),(72 115.007126),(73 114.27242),(74 113.89188),(75 114.52573),(76 113.79967),(77 114.20741),(78 112.63311),(79 113.19422),
(1 59.64968),(2 74.078865),(3 80.55404),(4 86.26643),(5 90.78226),(6 95.73659),(7 100.12855),(8 100.74545),(9 102.95467),(10 102.820076),(11 103.72022),(12 106.2462),(13 107.15564),(14 106.82911),(15 108.31724),(16 109.61362),(17 109.33526),(18 108.96575),(19 109.484),(20 109.36721),(21 108.93989),(22 109.47784),(23 109.71574),(24 111.01586),(25 111.46131),(26 111.32566),(27 112.86612),(28 113.32279),(29 113.202255),(30 113.70209),(31 115.08384),(32 114.766014),(33 114.98224),(34 117.11844),(35 117.08652),(36 118.08729),(37 117.6057),(38 117.45843),(39 117.48333),(40 117.23206),(41 118.026985),(42 117.393524),(43 117.54261),(44 117.55887),(45 118.55253),(46 119.09922),(47 118.21499),(48 116.75243),(49 118.972855),(50 119.194016),(51 121.91249),(52 122.71454),(53 123.40511),(54 124.047455),(55 123.5331),(56 123.46251),(57 124.905594),(58 125.10948),(59 124.280495),(60 125.30177),(61 123.74294),(62 125.148125),(63 124.9163),(64 125.946815),(65 125.55679),(66 124.67385),(67 125.67522),(68 125.333984),(69 127.175255),(70 126.25687),(71 127.149445),(72 125.85483),(73 124.28164),(74 123.9157),(75 122.84743),(76 123.28739),(77 122.85025),(78 122.24206),(79 121.47605),
(1 61.2618),(2 76.99037),(3 83.72907),(4 90.360664),(5 95.85675),(6 100.086266),(7 102.27688),(8 103.01077),(9 106.41794),(10 105.45677),(11 106.806526),(12 109.67751),(13 110.39733),(14 110.916084),(15 112.69124),(16 113.5396),(17 112.99775),(18 113.85882),(19 114.467865),(20 113.96536),(21 116.02708),(22 117.114525),(23 116.943825),(24 116.04569),(25 117.35656),(26 117.77133),(27 118.34238),(28 117.61193),(29 120.03145),(30 118.65544),(31 118.62715),(32 117.84934),(33 117.34855),(34 118.16401),(35 118.467026),(36 117.644165),(37 115.80564),(38 118.121284),(39 118.445694),(40 117.09966),(41 116.53681),(42 116.17134),(43 115.61957),(44 115.87935),(45 115.78284),(46 115.98301),(47 116.498505),(48 117.1856),(49 118.21709),(50 119.65236),(51 120.92628),(52 120.88124),(53 121.382225),(54 121.872025),(55 121.627815),(56 121.71913),(57 122.51606),(58 122.70989),(59 122.5846),(60 123.23081),(61 121.69016),(62 122.743004),(63 122.065186),(64 122.487656),(65 121.84474),(66 121.29012),(67 122.443535),(68 123.45366),(69 122.92915),(70 122.60892),(71 122.5759),(72 122.043335),(73 120.99775),(74 122.0827),(75 122.23246),(76 122.443054),(77 121.49787),(78 122.62871),(79 124.33362),
(1 61.38196),(2 73.9619),(3 81.41747),(4 87.46656),(5 92.54015),(6 95.3453),(7 98.18516),(8 100.00227),(9 102.08411),(10 103.26715),(11 103.96835),(12 105.70302),(13 105.92698),(14 108.086136),(15 109.01201),(16 111.25754),(17 110.83421),(18 110.585884),(19 110.07778),(20 110.480606),(21 110.364944),(22 110.533),(23 109.60142),(24 112.86596),(25 112.902435),(26 112.630516),(27 113.663895),(28 115.46183),(29 115.02093),(30 117.052315),(31 117.22631),(32 117.54796),(33 116.91113),(34 115.77797),(35 116.50211),(36 116.44884),(37 117.14647),(38 116.81257),(39 116.271965),(40 116.50073),(41 118.32724),(42 116.336334),(43 117.433525),(44 115.23518),(45 117.09803),(46 115.632416),(47 115.02258),(48 114.255745),(49 115.39487),(50 116.33608),(51 117.171906),(52 118.35163),(53 119.45056),(54 119.81827),(55 118.1006),(56 118.49421),(57 117.68312),(58 118.84669),(59 119.60617),(60 118.32896),(61 117.874535),(62 117.70476),(63 118.29508),(64 118.099205),(65 118.2774),(66 117.14011),(67 116.893036),(68 116.75209),(69 115.45843),(70 116.98316),(71 116.53995),(72 115.0779),(73 114.79806),(74 115.342155),(75 116.53913),(76 117.359024),(77 117.3781),(78 117.43298),(79 118.44068),
(1 60.48977),(2 73.45239),(3 80.223366),(4 86.39532),(5 90.0305),(6 93.45536),(7 96.592384),(8 99.51116),(9 102.15285),(10 102.00578),(11 104.218475),(12 104.86039),(13 105.786934),(14 106.38897),(15 105.916664),(16 108.51838),(17 106.418625),(18 106.48361),(19 106.28396),(20 105.77006),(21 105.28925),(22 106.00848),(23 106.860146),(24 107.39966),(25 106.27477),(26 109.53288),(27 111.54521),(28 111.43056),(29 110.33617),(30 112.16815),(31 113.30404),(32 112.18144),(33 112.518555),(34 112.374535),(35 113.25146),(36 113.819046),(37 112.556526),(38 112.771706),(39 112.61208),(40 113.77567),(41 112.85454),(42 114.67118),(43 114.8205),(44 114.488846),(45 115.850746),(46 115.86852),(47 116.55546),(48 115.81935),(49 114.37991),(50 116.03333),(51 116.86858),(52 116.38872),(53 118.172295),(54 118.1521),(55 118.885445),(56 118.60663),(57 119.2005),(58 118.39003),(59 120.21914),(60 120.980896),(61 119.71928),(62 120.76602),(63 121.39206),(64 119.10169),(65 118.59702),(66 117.69838),(67 116.51902),(68 115.86709),(69 116.1251),(70 115.58522),(71 114.939926),(72 114.82304),(73 114.589905),(74 115.35444),(75 116.80005),(76 117.216125),(77 116.41811),(78 117.72778),(79 117.829094),
(1 59.732327),(2 74.011856),(3 78.66171),(4 85.60179),(5 89.6161),(6 93.90221),(7 96.9036),(8 98.880516),(9 100.8646),(10 101.651306),(11 101.55706),(12 103.83875),(13 103.59206),(14 105.42865),(15 105.36135),(16 106.5034),(17 107.70693),(18 107.220894),(19 106.57504),(20 107.01095),(21 108.32916),(22 109.467804),(23 109.896614),(24 110.99813),(25 110.65076),(26 110.78712),(27 110.63912),(28 111.25938),(29 110.87067),(30 112.13868),(31 111.75308),(32 110.3122),(33 109.870415),(34 109.50739),(35 109.750374),(36 109.53054),(37 110.36035),(38 110.91644),(39 110.810265),(40 111.02743),(41 111.26293),(42 108.94447),(43 109.633385),(44 109.47875),(45 111.018585),(46 112.08506),(47 112.58378),(48 112.891106),(49 112.67404),(50 112.575775),(51 112.617),(52 114.08222),(53 114.13569),(54 113.66407),(55 113.74084),(56 114.01586),(57 114.961044),(58 115.733604),(59 116.88976),(60 116.01786),(61 115.71917),(62 116.317856),(63 116.786446),(64 115.91147),(65 117.37363),(66 115.55075),(67 115.65805),(68 115.97469),(69 117.28297),(70 117.204155),(71 115.20925),(72 114.171974),(73 113.95154),(74 114.89863),(75 114.95426),(76 113.7225),(77 112.14603),(78 112.46209),(79 112.20892),
(1 60.22268),(2 73.36995),(3 80.93582),(4 89.227585),(5 94.14189),(6 97.35663),(7 100.00049),(8 100.99299),(9 103.41167),(10 104.84238),(11 106.60565),(12 107.64148),(13 109.09757),(14 109.66354),(15 110.49435),(16 110.14812),(17 109.940834),(18 110.94273),(19 109.567),(20 109.29279),(21 110.32085),(22 110.79455),(23 110.63125),(24 113.34789),(25 112.639694),(26 112.53863),(27 114.435486),(28 114.49304),(29 114.242676),(30 114.68204),(31 115.135086),(32 113.99082),(33 115.4167),(34 115.500244),(35 116.13548),(36 115.08105),(37 114.59852),(38 117.38506),(39 117.13604),(40 117.10555),(41 117.23214),(42 117.7091),(43 118.32932),(44 117.8673),(45 116.71097),(46 117.21961),(47 118.4078),(48 117.71145),(49 116.64604),(50 116.120964),(51 115.27664),(52 115.135925),(53 116.26926),(54 115.88839),(55 117.170944),(56 118.09086),(57 119.11053),(58 119.32998),(59 117.85513),(60 117.917694),(61 118.445526),(62 119.14866),(63 118.47556),(64 119.251526),(65 119.44193),(66 119.16425),(67 119.36604),(68 119.37637),(69 118.96248),(70 118.65021),(71 120.292786),(72 117.306274),(73 117.27669),(74 116.51687),(75 116.46004),(76 117.46129),(77 116.34963),(78 116.64381),(79 116.43659),
(1 58.40297),(2 71.15572),(3 77.03546),(4 84.068535),(5 87.630646),(6 89.67764),(7 91.327934),(8 93.419235),(9 95.93751),(10 97.06245),(11 98.262024),(12 100.389496),(13 101.66015),(14 104.02807),(15 103.804665),(16 104.99933),(17 104.3249),(18 104.75302),(19 105.10042),(20 105.77911),(21 104.49613),(22 105.63869),(23 105.71894),(24 107.58804),(25 107.041145),(26 107.935745),(27 108.956085),(28 108.46405),(29 109.33504),(30 109.72632),(31 109.514694),(32 108.57428),(33 109.865555),(34 110.4471),(35 110.093864),(36 110.64924),(37 110.396324),(38 112.35673),(39 111.85151),(40 111.94473),(41 111.44312),(42 111.307175),(43 111.24736),(44 111.56821),(45 112.07317),(46 111.86045),(47 112.788284),(48 111.85773),(49 112.14395),(50 113.711395),(51 114.10055),(52 113.17598),(53 114.68089),(54 112.86525),(55 114.250206),(56 112.47757),(57 112.18628),(58 111.39572),(59 112.55124),(60 111.127525),(61 111.12412),(62 111.907715),(63 112.33186),(64 112.6854),(65 110.55935),(66 111.118515),(67 111.4148),(68 111.135),(69 111.22397),(70 111.58767),(71 111.04839),(72 110.01019),(73 111.42384),(74 111.80322),(75 111.99359),(76 111.927666),(77 110.11708),(78 110.74656),(79 110.68603),
