1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 78.93567),(2 88.14076),(3 95.54256),(4 100.78395),(5 103.996735),(6 108.13043),(7 110.03642),(8 114.62287),(9 117.32607),(10 120.59495),(11 120.79031),(12 122.70996),(13 122.512924),(14 123.40809),(15 123.71004),(16 126.05689),(17 123.40551),(18 127.30461),(19 124.51218),(20 126.948425),(21 125.433044),(22 128.3554),(23 126.10279),(24 127.24652),(25 124.73418),(26 127.1174),(27 127.79607),(28 129.46284),(29 128.2697),(30 130.57188),(31 129.06754),(32 132.40723),(33 130.83405),(34 133.41916),(35 131.93683),(36 133.84239),(37 133.46873),(38 134.50938),(39 135.49515),(40 136.77995),(41 136.06747),(42 137.7869),(43 138.91092),(44 141.46371),(45 142.23453),(46 144.77702),(47 143.29489),(48 143.39215),(49 141.91043),(50 140.93437),(51 141.26431),(52 139.29424),(53 138.56926),(54 136.9886),(55 137.5496),(56 137.24553),(57 138.15842),(58 137.66089),(59 138.43863),(60 139.60681),(61 143.14551),(62 141.81306),(63 143.8065),(64 144.00894),(65 145.37932),(66 146.69211),(67 150.09079),(68 146.46727),(69 147.18723),(70 146.20238),(71 147.05289),(72 144.67554),(73 144.21147),(74 142.51086),(75 142.57042),(76 141.10507),(77 142.71518),(78 141.65654),(79 143.3285),
(1 77.20293),(2 86.546165),(3 91.84869),(4 98.05131),(5 101.69436),(6 106.69852),(7 109.33116),(8 114.85596),(9 116.870255),(10 120.53927),(11 120.35785),(12 122.26965),(13 122.29789),(14 123.40444),(15 122.72575),(16 123.69243),(17 121.93501),(18 123.70501),(19 122.708145),(20 123.72778),(21 121.783295),(22 123.725464),(23 122.82759),(24 124.13148),(25 121.99581),(26 124.79749),(27 122.873726),(28 124.430756),(29 122.98086),(30 126.217186),(31 124.255554),(32 125.9087),(33 124.60004),(34 125.264534),(35 123.80799),(36 126.86071),(37 124.76975),(38 126.54357),(39 126.79431),(40 128.44847),(41 127.81563),(42 130.00359),(43 130.6085),(44 132.76212),(45 133.07646),(46 135.59837),(47 134.07515),(48 135.19295),(49 133.95053),(50 133.31296),(51 134.04231),(52 130.98),(53 131.23012),(54 130.05528),(55 129.90889),(56 129.01678),(57 129.67703),(58 128.986),(59 130.97942),(60 131.81776),(61 134.34796),(62 133.8343),(63 136.85663),(64 136.35057),(65 138.03014),(66 137.51936),(67 139.31035),(68 137.35703),(69 137.29446),(70 135.43489),(71 135.73091),(72 134.34862),(73 134.32382),(74 133.15259),(75 134.3805),(76 132.18419),(77 133.8196),(78 132.05452),(79 134.24644),
(1 76.10711),(2 85.16907),(3 92.00056),(4 97.75702),(5 100.31412),(6 104.51004),(7 106.213715),(8 109.73969),(9 114.04776),(10 117.12198),(11 117.328865),(12 118.79593),(13 119.70616),(14 121.46367),(15 120.53993),(16 122.80458),(17 120.80105),(18 124.258835),(19 121.61917),(20 124.01937),(21 122.736626),(22 124.78594),(23 122.58348),(24 123.37692),(25 121.63871),(26 124.46233),(27 123.324814),(28 124.57019),(29 122.78573),(30 125.734215),(31 123.93553),(32 126.206474),(33 124.57296),(34 125.52361),(35 123.75948),(36 128.06082),(37 127.29865),(38 129.57266),(39 127.831825),(40 129.63528),(41 126.52102),(42 130.34427),(43 131.00568),(44 131.27586),(45 130.63222),(46 133.59589),(47 132.4799),(48 134.0188),(49 133.62651),(50 132.09073),(51 132.1345),(52 131.60062),(53 132.2329),(54 131.6675),(55 130.78372),(56 130.15962),(57 130.92157),(58 131.35173),(59 132.64787),(60 133.09077),(61 136.14621),(62 136.99123),(63 138.01297),(64 138.44249),(65 140.76097),(66 139.87917),(67 142.83336),(68 139.98465),(69 140.4204),(70 138.1081),(71 137.80164),(72 136.65419),(73 137.1123),(74 136.30426),(75 137.99605),(76 136.11797),(77 137.95479),(78 135.59976),(79 136.62135),
(1 75.35882),(2 85.34642),(3 91.34904),(4 97.08379),(5 99.37946),(6 104.39516),(7 107.12759),(8 111.89434),(9 113.43629),(10 117.31217),(11 118.31144),(12 120.0381),(13 120.19106),(14 122.3891),(15 121.31845),(16 121.8726),(17 120.43469),(18 123.298096),(19 121.125046),(20 122.86605),(21 121.4036),(22 122.351074),(23 121.281876),(24 122.76379),(25 120.42909),(26 124.02189),(27 121.54803),(28 122.3224),(29 121.988815),(30 123.58472),(31 121.97173),(32 123.80791),(33 123.02892),(34 125.342),(35 123.22161),(36 125.56261),(37 124.13978),(38 126.35845),(39 125.80198),(40 128.47107),(41 126.42249),(42 128.28542),(43 129.90271),(44 132.97853),(45 131.81091),(46 134.77077),(47 133.99977),(48 135.14696),(49 135.71832),(50 134.40047),(51 134.6312),(52 134.21603),(53 134.71434),(54 133.56087),(55 133.29156),(56 133.38011),(57 135.0467),(58 133.55476),(59 135.43382),(60 135.37917),(61 137.04141),(62 135.82088),(63 137.58986),(64 137.54646),(65 141.3592),(66 140.21942),(67 142.6914),(68 140.32167),(69 139.90074),(70 139.12434),(71 139.25717),(72 137.9537),(73 137.31718),(74 136.7336),(75 136.35318),(76 135.82295),(77 137.37039),(78 135.06387),(79 137.65884),
(1 75.79734),(2 85.06335),(3 91.11485),(4 97.290344),(5 99.27663),(6 104.683655),(7 106.80045),(8 111.06501),(9 113.24261),(10 117.37029),(11 117.6664),(12 118.60572),(13 119.53182),(14 121.44137),(15 120.54974),(16 122.050354),(17 120.92326),(18 124.01653),(19 122.021614),(20 123.557724),(21 121.901855),(22 123.871895),(23 122.34347),(24 123.40659),(25 121.54758),(26 123.00042),(27 122.47369),(28 123.37683),(29 122.24378),(30 123.75364),(31 123.076294),(32 124.41284),(33 123.06903),(34 125.121635),(35 122.355896),(36 125.36454),(37 123.98822),(38 124.39181),(39 123.452255),(40 125.73616),(41 124.93692),(42 128.07487),(43 128.78046),(44 130.95436),(45 130.12613),(46 133.2377),(47 131.74402),(48 133.17197),(49 133.19292),(50 131.72386),(51 130.7786),(52 131.08717),(53 130.40039),(54 129.99649),(55 128.62572),(56 129.61829),(57 130.99416),(58 131.19925),(59 133.08401),(60 131.06364),(61 133.66013),(62 133.35483),(63 134.26004),(64 132.83057),(65 136.19562),(66 134.84953),(67 136.17528),(68 135.28133),(69 134.65573),(70 134.1307),(71 134.53667),(72 132.85526),(73 133.20868),(74 133.11127),(75 135.20613),(76 132.09248),(77 133.13004),(78 130.37415),(79 132.51573),
(1 76.05296),(2 86.382),(3 91.4747),(4 97.95586),(5 101.21693),(6 105.88367),(7 107.782135),(8 112.56916),(9 114.6225),(10 117.467606),(11 119.780716),(12 120.33523),(13 121.034904),(14 122.58268),(15 121.66912),(16 122.59179),(17 121.708664),(18 124.02447),(19 121.079445),(20 123.768654),(21 122.781746),(22 125.286285),(23 123.67689),(24 124.86553),(25 121.76212),(26 125.04083),(27 123.54137),(28 124.48928),(29 124.05959),(30 125.534325),(31 124.447784),(32 126.93901),(33 124.45601),(34 124.96845),(35 123.881966),(36 124.30018),(37 124.74058),(38 127.03203),(39 125.57802),(40 127.445305),(41 126.382065),(42 128.63046),(43 130.05017),(44 132.49414),(45 131.06381),(46 133.41124),(47 132.24854),(48 131.93034),(49 133.14532),(50 131.32596),(51 132.167),(52 130.82167),(53 130.5304),(54 130.20627),(55 130.8118),(56 130.19514),(57 130.1942),(58 129.46158),(59 130.85252),(60 130.96495),(61 133.07042),(62 134.08159),(63 135.2248),(64 135.98479),(65 137.28955),(66 136.71774),(67 139.23167),(68 137.88654),(69 138.5694),(70 137.44415),(71 137.90855),(72 134.75185),(73 135.96165),(74 134.3176),(75 135.2913),(76 132.91267),(77 134.31013),(78 132.74826),(79 132.69075),
(1 73.33392),(2 83.95052),(3 89.426285),(4 95.709076),(5 98.61308),(6 103.226166),(7 105.3814),(8 110.27782),(9 111.92399),(10 115.37105),(11 116.258026),(12 117.41066),(13 118.18179),(14 118.725365),(15 117.70504),(16 120.41784),(17 119.49389),(18 121.88168),(19 119.85354),(20 120.88395),(21 119.52674),(22 120.80295),(23 118.57332),(24 119.67379),(25 118.68315),(26 120.06704),(27 118.75443),(28 122.94972),(29 119.16838),(30 123.150925),(31 123.13898),(32 124.295135),(33 123.50971),(34 125.53322),(35 124.92114),(36 125.16303),(37 124.22148),(38 128.76628),(39 126.865974),(40 127.59732),(41 127.18108),(42 129.47363),(43 130.2069),(44 132.37971),(45 131.6784),(46 134.54337),(47 132.13953),(48 131.97829),(49 133.60437),(50 133.34593),(51 133.05792),(52 130.8627),(53 131.42973),(54 130.09735),(55 130.60912),(56 130.00789),(57 130.8684),(58 130.50456),(59 132.52464),(60 131.39987),(61 134.69183),(62 134.48969),(63 136.26062),(64 135.38051),(65 137.047),(66 138.38976),(67 139.4831),(68 137.6461),(69 137.13033),(70 135.56107),(71 136.66454),(72 133.0462),(73 134.41385),(74 133.17775),(75 133.10445),(76 131.39706),(77 133.27301),(78 131.11075),(79 131.83191),
(1 74.66355),(2 83.7282),(3 89.20862),(4 93.27711),(5 97.54443),(6 101.88188),(7 103.97444),(8 108.22442),(9 109.66352),(10 112.69057),(11 114.434746),(12 115.3229),(13 115.381805),(14 116.41741),(15 115.279236),(16 117.63307),(17 115.34651),(18 117.5222),(19 115.95201),(20 117.3397),(21 117.28826),(22 118.63086),(23 117.060905),(24 119.02893),(25 117.19929),(26 118.035965),(27 117.566864),(28 119.80314),(29 118.808685),(30 123.28038),(31 121.45476),(32 123.41465),(33 123.47373),(34 123.99517),(35 121.441986),(36 123.57947),(37 122.33414),(38 125.31815),(39 124.73793),(40 127.99789),(41 126.93108),(42 129.35092),(43 131.49004),(44 131.39548),(45 131.28056),(46 133.39781),(47 132.41414),(48 131.075),(49 130.44344),(50 130.00447),(51 129.6728),(52 127.872345),(53 127.3848),(54 126.81193),(55 127.03333),(56 126.206894),(57 127.203354),(58 126.021324),(59 129.46114),(60 129.43733),(61 131.97343),(62 131.115),(63 133.18024),(64 131.86665),(65 134.72243),(66 135.3256),(67 137.59822),(68 134.998),(69 134.43568),(70 131.67755),(71 132.33435),(72 129.68745),(73 131.26106),(74 129.77574),(75 130.47078),(76 129.46956),(77 129.84401),(78 128.93677),(79 130.29929),
(1 72.5438),(2 82.219826),(3 88.487175),(4 93.550385),(5 98.57873),(6 102.73591),(7 104.30734),(8 108.84488),(9 111.29928),(10 114.642845),(11 115.06033),(12 116.50348),(13 116.58866),(14 117.26089),(15 117.47478),(16 118.15398),(17 116.88479),(18 118.44321),(19 117.25589),(20 118.7409),(21 118.51278),(22 119.530975),(23 119.02073),(24 121.18959),(25 118.657425),(26 121.46377),(27 119.83344),(28 121.92086),(29 119.76171),(30 121.35244),(31 121.24674),(32 122.47869),(33 121.59202),(34 123.54592),(35 121.22894),(36 123.332794),(37 121.72905),(38 124.35749),(39 123.79013),(40 126.71642),(41 124.74153),(42 125.55219),(43 127.32562),(44 129.72112),(45 127.75148),(46 131.54012),(47 129.06119),(48 129.0516),(49 129.71542),(50 127.97671),(51 127.83275),(52 126.474434),(53 126.09574),(54 125.78057),(55 127.08715),(56 125.13538),(57 127.269005),(58 125.74975),(59 128.18524),(60 127.58433),(61 130.4254),(62 130.29922),(63 133.62378),(64 131.67741),(65 135.34828),(66 134.79741),(67 134.05743),(68 132.75645),(69 133.60448),(70 131.49745),(71 132.42397),(72 130.09743),(73 131.01213),(74 129.25536),(75 129.0717),(76 127.76518),(77 127.63683),(78 125.88112),(79 127.22746),
(1 73.390724),(2 82.34328),(3 88.29374),(4 94.21934),(5 97.37422),(6 102.370026),(7 102.70708),(8 106.48055),(9 109.77004),(10 113.17176),(11 113.97304),(12 114.822556),(13 114.839584),(14 116.94259),(15 116.12158),(16 117.48802),(17 116.101616),(18 116.86844),(19 114.9953),(20 117.50904),(21 115.999596),(22 119.13263),(23 118.28165),(24 118.278305),(25 118.01091),(26 119.73037),(27 117.40363),(28 119.45551),(29 117.59429),(30 120.03709),(31 117.5515),(32 119.43595),(33 119.02513),(34 120.86232),(35 118.99752),(36 121.2294),(37 121.12139),(38 121.31708),(39 121.02291),(40 123.9909),(41 124.21145),(42 125.13963),(43 125.875114),(44 127.55436),(45 126.89957),(46 130.69511),(47 128.85947),(48 129.09459),(49 130.5149),(50 129.54803),(51 129.95901),(52 129.45485),(53 129.88074),(54 128.37514),(55 128.18182),(56 127.344185),(57 128.36855),(58 128.67192),(59 130.18404),(60 130.865),(61 134.0053),(62 132.89185),(63 136.33493),(64 135.09221),(65 135.69365),(66 136.20413),(67 138.15479),(68 136.31813),(69 135.54274),(70 134.04688),(71 134.7014),(72 132.1119),(73 133.37436),(74 131.31612),(75 132.64326),(76 131.10918),(77 131.54913),(78 129.66547),(79 130.42303),
(1 72.80096),(2 81.82919),(3 88.206825),(4 94.58301),(5 97.10103),(6 100.83331),(7 103.43981),(8 107.54076),(9 109.17767),(10 112.93175),(11 114.15544),(12 114.92747),(13 115.10438),(14 117.25264),(15 117.31041),(16 118.04937),(17 116.04191),(18 117.63415),(19 115.879265),(20 116.3404),(21 116.20283),(22 118.28426),(23 117.254486),(24 118.887085),(25 117.51667),(26 118.72055),(27 118.288475),(28 120.23035),(29 119.19085),(30 119.803406),(31 120.99874),(32 121.5908),(33 119.51019),(34 121.058365),(35 120.357635),(36 121.32611),(37 121.636894),(38 122.97082),(39 121.64266),(40 124.97769),(41 125.47035),(42 126.86171),(43 126.92104),(44 129.15356),(45 127.22415),(46 129.6891),(47 127.65901),(48 128.10904),(49 129.24785),(50 127.2116),(51 126.7888),(52 126.94202),(53 127.324524),(54 125.629395),(55 127.01796),(56 124.81534),(57 125.38061),(58 125.170685),(59 126.44032),(60 126.54742),(61 127.351715),(62 126.68473),(63 128.59653),(64 128.46248),(65 131.29187),(66 132.01544),(67 133.47414),(68 132.3476),(69 131.70418),(70 129.94975),(71 129.43567),(72 127.299),(73 128.62306),(74 126.089905),(75 128.39346),(76 126.018974),(77 127.68017),(78 125.819954),(79 126.791374),
(1 70.164406),(2 80.11064),(3 85.56466),(4 89.89217),(5 93.82933),(6 98.74516),(7 99.51299),(8 103.27739),(9 105.88684),(10 109.8221),(11 109.8849),(12 111.464554),(13 111.43859),(14 113.99228),(15 113.914696),(16 115.33958),(17 113.04868),(18 115.18369),(19 112.18438),(20 113.867386),(21 112.7839),(22 116.53461),(23 114.47045),(24 116.10528),(25 115.88208),(26 115.899635),(27 116.04485),(28 118.21548),(29 116.65277),(30 117.769295),(31 117.55074),(32 119.34686),(33 117.58473),(34 118.75329),(35 116.51426),(36 118.010506),(37 117.16297),(38 119.84274),(39 119.386284),(40 121.31508),(41 121.53912),(42 123.29554),(43 124.20682),(44 125.47153),(45 124.83942),(46 126.544716),(47 124.641426),(48 125.72907),(49 126.52571),(50 125.24313),(51 125.4388),(52 123.76856),(53 124.0853),(54 123.27525),(55 124.312935),(56 123.10726),(57 123.50128),(58 123.56505),(59 126.42131),(60 125.63874),(61 126.69992),(62 125.98418),(63 128.68735),(64 127.315926),(65 128.80562),(66 130.16615),(67 131.61217),(68 129.04272),(69 129.65926),(70 128.9868),(71 128.56885),(72 126.68394),(73 127.35662),(74 125.91253),(75 127.45704),(76 126.1556),(77 128.11055),(78 126.03395),(79 126.97256),
(1 71.10286),(2 81.00493),(3 87.824486),(4 94.43919),(5 96.10867),(6 100.815575),(7 102.82974),(8 106.98079),(9 109.27839),(10 113.930466),(11 113.97607),(12 116.49778),(13 116.17953),(14 117.77687),(15 116.70542),(16 118.81865),(17 117.861404),(18 118.42289),(19 118.29807),(20 118.95282),(21 118.068436),(22 120.77656),(23 119.291336),(24 120.87443),(25 121.209305),(26 121.27526),(27 120.70177),(28 122.073326),(29 120.75227),(30 122.26229),(31 122.71382),(32 123.86411),(33 122.40898),(34 124.4358),(35 121.95101),(36 124.92427),(37 124.60831),(38 124.664734),(39 124.625786),(40 127.278275),(41 125.68626),(42 126.74088),(43 128.55647),(44 130.20369),(45 129.06459),(46 132.811),(47 132.40474),(48 131.67331),(49 132.97874),(50 131.12671),(51 129.27406),(52 129.8901),(53 129.92703),(54 128.11331),(55 129.12093),(56 128.40308),(57 129.54277),(58 129.98782),(59 130.62236),(60 130.44179),(61 131.93645),(62 131.52676),(63 135.1805),(64 135.82109),(65 138.08368),(66 137.67972),(67 140.03435),(68 138.5696),(69 138.88078),(70 136.55402),(71 138.09691),(72 134.78189),(73 136.99258),(74 135.07294),(75 135.23509),(76 133.11989),(77 134.54893),(78 132.28934),(79 133.07286),
(1 72.12046),(2 80.706215),(3 86.32935),(4 92.25828),(5 94.57791),(6 98.23122),(7 99.95033),(8 103.40661),(9 105.42464),(10 109.7711),(11 110.299286),(12 113.46814),(13 111.286026),(14 113.56541),(15 112.84329),(16 115.23772),(17 111.87428),(18 114.629326),(19 113.04547),(20 114.5443),(21 113.381035),(22 116.331055),(23 115.59014),(24 116.12177),(25 115.10216),(26 116.9616),(27 116.12566),(28 118.09502),(29 117.83075),(30 118.83117),(31 117.860825),(32 120.79622),(33 118.87401),(34 122.178375),(35 119.14965),(36 120.558464),(37 119.25176),(38 121.411736),(39 120.02094),(40 122.08487),(41 120.263016),(42 123.44582),(43 124.67944),(44 124.85088),(45 124.85765),(46 126.25708),(47 124.69007),(48 125.9945),(49 125.323135),(50 123.449234),(51 122.97769),(52 122.74443),(53 122.511925),(54 120.19436),(55 122.21598),(56 120.642136),(57 121.56509),(58 121.05848),(59 122.31292),(60 122.14876),(61 123.41216),(62 122.97573),(63 125.24617),(64 125.28591),(65 129.32036),(66 128.04752),(67 128.98921),(68 128.48012),(69 128.8387),(70 127.623985),(71 127.93525),(72 125.32461),(73 127.14737),(74 125.74962),(75 126.11483),(76 125.4273),(77 125.4131),(78 125.43931),(79 126.33777),
(1 72.162384),(2 81.4608),(3 85.91068),(4 92.83483),(5 95.06679),(6 99.85735),(7 100.91295),(8 105.010124),(9 106.7929),(10 110.32047),(11 112.30869),(12 113.895035),(13 113.164116),(14 114.86892),(15 114.12741),(16 116.086205),(17 113.45658),(18 116.13558),(19 113.812965),(20 115.508286),(21 114.228836),(22 116.03948),(23 114.76018),(24 114.76192),(25 113.8616),(26 115.65681),(27 114.24961),(28 114.733),(29 114.19321),(30 116.55758),(31 114.073784),(32 117.71449),(33 116.43408),(34 117.84003),(35 115.790276),(36 118.30678),(37 116.727234),(38 118.50607),(39 118.15506),(40 120.20962),(41 118.78448),(42 119.335266),(43 122.40813),(44 123.367874),(45 123.15311),(46 127.21124),(47 124.59129),(48 124.46483),(49 125.86471),(50 125.131744),(51 125.90576),(52 125.08161),(53 124.96427),(54 123.89014),(55 124.52644),(56 123.73783),(57 125.41403),(58 124.02002),(59 125.05024),(60 125.50673),(61 127.548706),(62 127.45165),(63 131.00848),(64 131.28578),(65 133.84567),(66 131.96062),(67 135.3153),(68 133.45491),(69 133.98723),(70 131.83176),(71 132.08339),(72 129.867),(73 130.46992),(74 128.69002),(75 129.2258),(76 127.336525),(77 128.21869),(78 127.05624),(79 128.9291),
(1 70.066956),(2 78.70063),(3 83.990074),(4 89.20106),(5 91.14146),(6 95.82942),(7 99.1892),(8 103.11785),(9 105.6381),(10 110.12645),(11 109.82051),(12 111.60407),(13 111.80229),(14 112.562584),(15 113.087845),(16 113.483574),(17 111.689285),(18 114.24055),(19 112.70494),(20 113.87506),(21 113.10616),(22 113.9811),(23 113.74131),(24 114.1766),(25 112.184166),(26 113.301994),(27 112.78026),(28 115.212746),(29 113.63968),(30 114.312805),(31 114.88512),(32 117.19005),(33 115.941025),(34 117.27412),(35 115.24866),(36 117.74345),(37 117.16529),(38 118.215645),(39 117.721214),(40 119.18452),(41 118.04181),(42 120.418495),(43 121.24531),(44 121.61034),(45 121.79954),(46 124.14529),(47 122.56309),(48 122.325806),(49 124.00133),(50 123.37986),(51 123.6804),(52 122.91929),(53 122.17313),(54 121.88792),(55 122.08296),(56 120.85682),(57 122.61225),(58 121.742935),(59 123.910225),(60 123.49971),(61 125.280304),(62 124.746826),(63 127.05111),(64 126.370766),(65 128.98627),(66 128.14629),(67 131.53749),(68 130.07652),(69 130.52995),(70 128.6418),(71 129.0625),(72 126.90962),(73 127.27415),(74 127.097046),(75 127.26349),(76 126.21691),(77 126.726456),(78 125.68585),(79 126.63565),
(1 69.2932),(2 79.03734),(3 85.66114),(4 89.9121),(5 93.6014),(6 97.92662),(7 99.922005),(8 103.906845),(9 105.277016),(10 108.2851),(11 108.92534),(12 110.77826),(13 110.5301),(14 110.72885),(15 109.889595),(16 112.03836),(17 110.159035),(18 112.66454),(19 111.03461),(20 112.73315),(21 112.72031),(22 114.48823),(23 113.72106),(24 114.5024),(25 112.76669),(26 114.58098),(27 113.11259),(28 114.1425),(29 113.87458),(30 115.564835),(31 115.07989),(32 117.36538),(33 117.20595),(34 119.06488),(35 118.00376),(36 119.591125),(37 118.41627),(38 120.964195),(39 120.130226),(40 121.48374),(41 120.829765),(42 123.8473),(43 125.226944),(44 126.35419),(45 125.051025),(46 127.15692),(47 125.76836),(48 125.67347),(49 126.95268),(50 125.44408),(51 124.947815),(52 123.669525),(53 123.99427),(54 123.12748),(55 122.80301),(56 122.48516),(57 124.45048),(58 124.14127),(59 124.55781),(60 124.98091),(61 127.46909),(62 126.36171),(63 128.67323),(64 128.82416),(65 130.88431),(66 128.85889),(67 130.57434),(68 127.91632),(69 128.3498),(70 125.93181),(71 125.973694),(72 123.85672),(73 125.35403),(74 123.208374),(75 124.14726),(76 122.06951),(77 122.86174),(78 122.07207),(79 122.48549),
(1 70.782234),(2 80.05464),(3 86.302734),(4 92.51962),(5 94.85706),(6 99.421936),(7 101.42779),(8 104.75915),(9 106.88768),(10 111.12467),(11 111.72491),(12 113.20927),(13 113.69379),(14 113.88436),(15 112.67494),(16 115.65179),(17 112.81397),(18 115.76304),(19 113.96419),(20 115.119736),(21 113.34954),(22 114.96126),(23 114.90396),(24 116.51782),(25 114.04022),(26 116.953445),(27 116.62404),(28 117.17595),(29 116.79161),(30 117.78214),(31 117.381744),(32 120.14857),(33 119.09869),(34 121.8371),(35 119.84965),(36 121.11547),(37 121.47256),(38 123.168144),(39 122.83441),(40 124.222694),(41 123.19936),(42 125.73261),(43 127.24654),(44 128.34013),(45 127.41157),(46 130.76147),(47 128.63492),(48 128.30629),(49 128.68274),(50 127.411896),(51 126.698),(52 125.57592),(53 124.89503),(54 124.02566),(55 124.35153),(56 123.83588),(57 126.24854),(58 124.67387),(59 126.49208),(60 126.31427),(61 128.61015),(62 127.90123),(63 130.22005),(64 129.93967),(65 131.53554),(66 130.35498),(67 133.46957),(68 130.32849),(69 131.86238),(70 129.76695),(71 130.75919),(72 128.94711),(73 130.41776),(74 128.32376),(75 130.28558),(76 127.69708),(77 128.53026),(78 126.02159),(79 127.11869),
