1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 236.37202),(2 122.86123),(3 264.83783),(4 141.10883),(5 278.30914),(6 151.47394),(7 285.9501),(8 158.36263),(9 295.1736),(10 166.34564),(11 300.0247),(12 168.0005),(13 304.54648),(14 171.70195),(15 308.45212),(16 177.63733),(17 312.991),(18 180.54556),(19 315.18332),(20 186.33084),(21 320.03207),(22 189.21494),(23 319.97922),(24 192.65115),(25 327.28595),(26 198.20523),(27 330.69614),(28 202.92653),(29 337.12265),(30 208.01021),(31 338.49857),(32 209.05788),(33 342.14648),(34 211.30334),(35 342.11453),(36 214.38664),(37 346.60242),(38 218.36421),(39 350.28717),(40 221.16267),(41 353.15726),(42 224.2344),(43 353.45016),(44 224.43883),(45 355.3844),(46 225.28029),(47 355.3077),(48 224.74033),(49 352.66),(50 223.98547),(51 352.29144),(52 222.39917),(53 351.18),(54 221.93927),(55 351.60547),(56 220.26909),(57 347.2519),(58 217.03864),(59 342.2626),(60 214.17354),(61 343.7947),(62 214.31172),(63 342.16013),(64 216.89282),(65 342.6962),(66 214.69588),(67 342.06424),(68 215.9195),(69 344.00473),(70 218.58455),(71 343.94296),(72 217.91957),(73 348.13986),(74 220.28229),(75 347.5164),(76 222.19159),(77 347.46002),(78 221.59813),(79 347.53738),
(1 230.17633),(2 121.4798),(3 260.17343),(4 139.57985),(5 274.67032),(6 150.307),(7 281.08102),(8 158.45372),(9 288.63794),(10 165.17299),(11 292.88943),(12 168.5821),(13 296.18484),(14 172.02519),(15 301.69525),(16 176.99547),(17 306.08594),(18 182.78206),(19 312.0307),(20 188.26566),(21 314.76114),(22 190.4057),(23 317.11517),(24 193.92953),(25 323.51434),(26 199.52206),(27 328.03912),(28 201.52544),(29 331.22913),(30 207.31108),(31 337.38666),(32 211.25),(33 337.1841),(34 212.06833),(35 339.5992),(36 217.6351),(37 346.29318),(38 221.44305),(39 349.04733),(40 223.28801),(41 351.30914),(42 227.72226),(43 354.6884),(44 228.86655),(45 354.94257),(46 230.5767),(47 351.83777),(48 227.1149),(49 350.75946),(50 222.86223),(51 348.3504),(52 222.03217),(53 343.84338),(54 220.25557),(55 343.2348),(56 217.39383),(57 341.3396),(58 214.87509),(59 335.14642),(60 210.64966),(61 335.86078),(62 211.01062),(63 334.64417),(64 211.2755),(65 336.44836),(66 211.22076),(67 337.30563),(68 213.09778),(69 337.71103),(70 213.09337),(71 337.39645),(72 214.07376),(73 339.1072),(74 215.55862),(75 339.75687),(76 216.61237),(77 342.249),(78 216.27301),(79 340.65234),
(1 227.09276),(2 120.88631),(3 256.8279),(4 138.80551),(5 271.19092),(6 148.98886),(7 276.78534),(8 155.71205),(9 284.28116),(10 161.26106),(11 286.9817),(12 164.38588),(13 292.19345),(14 167.70241),(15 296.20813),(16 171.15903),(17 298.19275),(18 176.35898),(19 302.43826),(20 178.73694),(21 305.27536),(22 183.9787),(23 311.3144),(24 188.93425),(25 317.4947),(26 194.24666),(27 322.33484),(28 199.84033),(29 326.91016),(30 202.65479),(31 329.77393),(32 205.50581),(33 331.88214),(34 208.43172),(35 335.21786),(36 211.10956),(37 338.6237),(38 212.93112),(39 341.068),(40 216.0123),(41 343.28152),(42 219.13286),(43 346.4444),(44 219.38098),(45 349.11218),(46 221.12804),(47 344.86923),(48 219.62564),(49 346.53),(50 216.89137),(51 343.19092),(52 215.9059),(53 342.73053),(54 216.0945),(55 341.8801),(56 214.9368),(57 341.15515),(58 213.78603),(59 337.70416),(60 212.8826),(61 338.8062),(62 211.16814),(63 336.21805),(64 211.83298),(65 337.1217),(66 211.26256),(67 336.2493),(68 212.03546),(69 337.33472),(70 211.3226),(71 336.04788),(72 213.7568),(73 337.12708),(74 216.42404),(75 339.4274),(76 216.20967),(77 338.18256),(78 215.99298),(79 339.18253),
(1 225.68141),(2 118.96424),(3 256.34476),(4 135.04858),(5 270.3166),(6 146.78207),(7 276.0616),(8 153.9776),(9 284.92355),(10 160.25674),(11 288.64542),(12 162.0022),(13 292.61642),(14 167.49164),(15 297.26376),(16 171.15941),(17 301.44485),(18 175.70032),(19 304.99426),(20 177.22751),(21 306.55878),(22 182.75246),(23 311.5765),(24 188.02905),(25 318.12466),(26 194.12822),(27 321.68384),(28 197.30894),(29 326.75375),(30 199.6378),(31 326.69867),(32 202.16528),(33 328.59244),(34 206.42357),(35 333.55658),(36 207.63307),(37 337.94617),(38 213.74551),(39 340.88132),(40 213.74242),(41 343.27365),(42 218.58313),(43 343.87366),(44 217.96065),(45 343.38358),(46 217.28697),(47 341.4824),(48 214.15141),(49 340.9321),(50 212.94144),(51 338.57715),(52 213.47871),(53 341.6811),(54 213.97295),(55 339.12576),(56 213.53926),(57 338.64722),(58 212.04008),(59 335.42758),(60 208.38225),(61 333.57825),(62 208.20728),(63 332.72034),(64 209.4273),(65 333.9048),(66 211.15677),(67 334.4966),(68 212.05222),(69 335.87756),(70 213.15775),(71 337.35223),(72 213.99622),(73 335.17484),(74 215.36601),(75 337.73834),(76 215.465),(77 337.8168),(78 216.59703),(79 335.86346),
(1 223.06044),(2 117.945885),(3 252.31172),(4 132.75003),(5 264.46008),(6 143.75204),(7 270.81845),(8 151.70702),(9 278.98584),(10 158.21729),(11 282.4675),(12 159.6922),(13 286.71155),(14 161.80083),(15 288.78665),(16 166.70638),(17 293.2742),(18 171.2162),(19 297.54538),(20 174.05688),(21 300.16583),(22 178.20042),(23 302.6324),(24 181.25635),(25 310.18814),(26 186.55753),(27 313.3561),(28 190.70833),(29 315.52353),(30 193.5034),(31 317.75644),(32 195.01945),(33 319.3502),(34 197.7114),(35 325.2043),(36 202.60426),(37 327.804),(38 208.39049),(39 334.17947),(40 207.81284),(41 333.95215),(42 212.4982),(43 335.9608),(44 211.95503),(45 336.19763),(46 212.52405),(47 336.4424),(48 210.7334),(49 334.9935),(50 208.819),(51 331.7993),(52 207.30846),(53 331.01968),(54 207.75597),(55 331.2417),(56 207.21664),(57 329.14456),(58 204.96385),(59 327.66504),(60 205.65788),(61 328.50708),(62 204.24478),(63 327.48755),(64 206.14076),(65 327.70303),(66 208.39584),(67 331.64484),(68 208.88509),(69 330.8152),(70 211.40636),(71 330.62256),(72 210.24516),(73 330.30405),(74 211.5696),(75 331.15536),(76 210.64346),(77 328.50366),(78 210.23749),(79 330.16824),
(1 222.3112),(2 115.42751),(3 251.05951),(4 133.24304),(5 263.28665),(6 142.49388),(7 272.2985),(8 149.77176),(9 279.08762),(10 156.16798),(11 279.62112),(12 156.16452),(13 285.3812),(14 161.44482),(15 287.19733),(16 165.84386),(17 291.02466),(18 168.53754),(19 294.5462),(20 174.65973),(21 302.14374),(22 179.36679),(23 302.661),(24 181.71716),(25 309.31335),(26 186.63097),(27 311.57858),(28 189.6128),(29 314.1314),(30 193.15027),(31 318.71338),(32 197.15282),(33 323.6018),(34 201.941),(35 327.33078),(36 204.37746),(37 329.46576),(38 207.34447),(39 329.53714),(40 208.54297),(41 331.69937),(42 211.42596),(43 333.14642),(44 212.1757),(45 334.794),(46 211.63022),(47 333.54108),(48 209.00475),(49 331.85602),(50 207.05962),(51 329.80383),(52 206.64795),(53 329.0536),(54 208.5022),(55 329.35394),(56 205.28735),(57 328.41165),(58 205.33406),(59 327.89188),(60 203.36389),(61 326.1307),(62 203.33394),(63 323.717),(64 202.93634),(65 325.5344),(66 203.938),(67 327.91495),(68 203.82039),(69 325.25992),(70 205.3794),(71 327.48273),(72 207.62947),(73 330.06668),(74 211.5634),(75 328.07825),(76 208.80774),(77 330.59262),(78 212.10165),(79 332.08813),
(1 217.1326),(2 115.42144),(3 246.23157),(4 132.54922),(5 259.58783),(6 143.95804),(7 269.19464),(8 151.31917),(9 275.66046),(10 156.99846),(11 278.12),(12 158.1619),(13 283.98618),(14 162.45422),(15 285.4429),(16 167.20073),(17 290.57953),(18 169.87279),(19 291.8337),(20 171.96979),(21 294.04785),(22 174.73335),(23 296.15552),(24 176.8242),(25 303.42508),(26 184.1184),(27 305.1253),(28 185.0999),(29 308.68372),(30 188.73845),(31 311.59598),(32 194.5465),(33 316.167),(34 199.1753),(35 320.8905),(36 202.2023),(37 325.3432),(38 205.49083),(39 325.19507),(40 205.68533),(41 327.71896),(42 206.94417),(43 326.86105),(44 209.88359),(45 330.44934),(46 211.01491),(47 328.89514),(48 208.6506),(49 328.63104),(50 208.91963),(51 328.1375),(52 206.97276),(53 326.43747),(54 205.16074),(55 325.68753),(56 202.83762),(57 320.81238),(58 200.34201),(59 320.37393),(60 200.3318),(61 320.27548),(62 199.70825),(63 318.86752),(64 202.35126),(65 320.02524),(66 201.29189),(67 319.90756),(68 199.7178),(69 319.12015),(70 200.73721),(71 318.23978),(72 201.2484),(73 319.86157),(74 204.52365),(75 321.13083),(76 204.43068),(77 322.6842),(78 206.52048),(79 321.62653),
(1 218.65366),(2 113.64549),(3 246.59773),(4 130.03018),(5 258.1685),(6 138.67923),(7 264.22168),(8 144.93137),(9 270.38458),(10 149.27278),(11 273.21124),(12 152.66824),(13 280.2422),(14 159.42062),(15 282.53326),(16 162.31442),(17 288.3174),(18 166.91896),(19 290.19205),(20 169.31584),(21 294.81784),(22 174.8941),(23 299.1166),(24 177.60753),(25 303.582),(26 183.7971),(27 309.4676),(28 186.78732),(29 310.8501),(30 190.06415),(31 313.33746),(32 192.95741),(33 314.63965),(34 193.22565),(35 316.8218),(36 195.39252),(37 319.55154),(38 199.22865),(39 323.18292),(40 200.23499),(41 323.72794),(42 201.15549),(43 322.91476),(44 202.33528),(45 323.00922),(46 200.54446),(47 322.10773),(48 198.152),(49 319.39935),(50 197.54485),(51 318.2742),(52 196.10564),(53 318.8012),(54 196.94003),(55 318.45474),(56 196.52333),(57 318.73608),(58 196.40782),(59 318.71756),(60 196.50372),(61 318.4322),(62 195.89783),(63 317.16727),(64 194.91888),(65 318.84592),(66 197.84549),(67 320.3903),(68 197.18956),(69 320.83743),(70 197.52779),(71 319.79114),(72 199.20947),(73 322.18417),(74 200.97499),(75 323.60446),(76 202.37419),(77 323.70358),(78 202.64319),(79 321.60385),
(1 216.1437),(2 111.32353),(3 242.82863),(4 128.55919),(5 255.54298),(6 138.49402),(7 260.86862),(8 143.95686),(9 268.0387),(10 149.132),(11 269.85367),(12 152.12738),(13 275.74182),(14 157.84396),(15 278.07776),(16 159.61026),(17 281.5722),(18 164.21869),(19 284.8403),(20 169.02246),(21 290.22745),(22 172.13287),(23 291.87616),(24 175.7139),(25 298.16068),(26 179.8653),(27 302.79547),(28 184.49918),(29 306.28784),(30 186.51953),(31 309.6302),(32 192.2635),(33 311.9433),(34 198.06683),(35 317.43726),(36 201.65962),(37 323.0176),(38 204.33737),(39 322.7538),(40 204.80191),(41 325.19455),(42 207.66231),(43 325.9882),(44 208.97256),(45 327.57346),(46 209.43178),(47 327.93335),(48 206.40211),(49 324.55545),(50 204.502),(51 320.21835),(52 202.57622),(53 318.8753),(54 201.08221),(55 315.48718),(56 196.07393),(57 312.9822),(58 194.44913),(59 313.5405),(60 195.89078),(61 313.53165),(62 198.87877),(63 315.1987),(64 199.62643),(65 318.02298),(66 202.49817),(67 318.4426),(68 204.47171),(69 319.86127),(70 204.99445),(71 319.90445),(72 204.3383),(73 320.26807),(74 206.22266),(75 322.75058),(76 207.82649),(77 322.9231),(78 205.54318),(79 318.58636),
(1 212.588),(2 112.365715),(3 238.69836),(4 127.32209),(5 250.55743),(6 137.34254),(7 258.18408),(8 143.4322),(9 264.18814),(10 147.95992),(11 266.52725),(12 151.11113),(13 272.1237),(14 155.6212),(15 276.1139),(16 161.21344),(17 281.12155),(18 163.62999),(19 282.79733),(20 167.82526),(21 287.8321),(22 171.09584),(23 290.69528),(24 175.51303),(25 296.36533),(26 179.89998),(27 299.08594),(28 182.639),(29 301.48746),(30 187.07684),(31 304.2572),(32 189.69382),(33 307.7283),(34 192.76622),(35 313.0804),(36 196.39577),(37 317.09982),(38 200.09924),(39 317.2422),(40 201.27016),(41 320.13403),(42 204.6507),(43 322.8992),(44 208.07513),(45 325.03876),(46 207.48196),(47 324.94296),(48 207.3766),(49 322.67752),(50 206.08449),(51 321.09207),(52 205.38672),(53 319.9603),(54 204.84608),(55 318.32224),(56 203.55841),(57 316.50266),(58 201.73859),(59 317.2251),(60 200.31355),(61 314.88052),(62 200.04868),(63 313.0884),(64 198.84308),(65 312.32498),(66 197.51945),(67 309.1518),(68 195.1247),(69 310.90726),(70 195.50958),(71 307.11694),(72 194.78635),(73 308.7155),(74 198.42262),(75 311.95724),(76 201.70372),(77 313.62784),(78 203.08943),(79 313.25195),
(1 213.27122),(2 111.371056),(3 240.05408),(4 127.893),(5 253.5652),(6 138.22862),(7 260.55356),(8 142.98543),(9 265.5805),(10 147.1079),(11 266.39505),(12 148.0546),(13 270.40375),(14 151.19418),(15 271.36276),(16 152.19101),(17 275.1136),(18 157.11234),(19 280.37177),(20 163.49548),(21 284.48087),(22 167.17903),(23 287.4208),(24 170.02249),(25 292.16437),(26 176.52545),(27 297.2465),(28 181.01918),(29 300.60477),(30 183.57918),(31 302.51758),(32 186.57405),(33 308.68063),(34 190.90887),(35 311.98056),(36 192.69759),(37 315.1185),(38 199.39314),(39 317.39084),(40 200.95575),(41 320.54764),(42 205.67749),(43 322.17233),(44 205.19789),(45 324.33112),(46 205.1157),(47 324.67337),(48 205.7585),(49 324.1716),(50 205.57303),(51 323.4206),(52 205.28398),(53 322.60114),(54 205.24765),(55 319.8074),(56 202.02461),(57 320.1225),(58 200.4343),(59 318.20453),(60 197.88297),(61 316.99026),(62 196.13145),(63 315.79727),(64 197.7186),(65 316.9185),(66 197.79723),(67 315.92853),(68 197.45866),(69 316.00967),(70 196.20781),(71 314.5719),(72 199.32996),(73 318.68094),(74 202.17882),(75 319.54636),(76 202.25708),(77 319.1781),(78 203.72662),(79 317.84445),
(1 206.3611),(2 106.45532),(3 233.69362),(4 123.03625),(5 244.07903),(6 131.272),(7 249.76793),(8 137.618),(9 257.5275),(10 143.47002),(11 261.14035),(12 146.48038),(13 263.39935),(14 149.36066),(15 267.62387),(16 154.25063),(17 270.9922),(18 158.02307),(19 275.49872),(20 161.47618),(21 278.73373),(22 163.73956),(23 279.94452),(24 166.99886),(25 284.45313),(26 171.07083),(27 289.622),(28 176.1977),(29 294.2592),(30 179.25005),(31 295.7028),(32 182.01091),(33 299.72055),(34 184.79272),(35 302.84872),(36 189.6261),(37 306.9582),(38 194.99017),(39 311.93295),(40 198.64151),(41 315.15326),(42 202.0173),(43 317.01544),(44 202.10344),(45 318.4212),(46 202.96458),(47 318.59183),(48 201.8221),(49 315.57977),(50 198.45947),(51 311.895),(52 196.641),(53 314.02057),(54 198.72818),(55 313.20294),(56 197.37112),(57 312.8088),(58 192.84203),(59 309.386),(60 194.872),(61 309.6749),(62 192.7943),(63 306.14545),(64 191.02174),(65 308.0477),(66 191.70343),(67 307.3615),(68 193.64874),(69 308.7877),(70 192.74626),(71 308.35147),(72 194.52168),(73 309.439),(74 195.31409),(75 309.1284),(76 196.54677),(77 309.9428),(78 197.82475),(79 310.51944),
(1 207.26024),(2 107.901665),(3 235.82324),(4 123.35811),(5 247.4652),(6 132.35371),(7 253.73367),(8 137.69028),(9 260.19604),(10 144.33319),(11 264.71243),(12 148.00023),(13 268.90823),(14 151.03645),(15 273.31903),(16 156.60825),(17 277.2422),(18 160.36842),(19 280.76752),(20 163.13005),(21 283.2496),(22 167.23274),(23 288.90567),(24 170.99814),(25 293.87823),(26 176.05656),(27 297.56662),(28 177.6993),(29 301.1346),(30 183.67717),(31 303.7225),(32 187.0813),(33 306.95084),(34 188.40663),(35 309.2698),(36 192.10332),(37 314.11954),(38 197.76836),(39 315.49725),(40 196.58083),(41 317.90002),(42 201.21034),(43 317.6905),(44 200.73119),(45 317.0067),(46 199.72275),(47 315.52066),(48 198.29314),(49 315.96448),(50 198.74637),(51 314.26187),(52 196.83682),(53 315.01932),(54 196.471),(55 312.54883),(56 193.49026),(57 312.27106),(58 192.70679),(59 308.68335),(60 190.07695),(61 306.64008),(62 189.9701),(63 307.37555),(64 187.13986),(65 306.06598),(66 187.86494),(67 306.00922),(68 189.5493),(69 307.61215),(70 190.03577),(71 306.31973),(72 191.3698),(73 306.42883),(74 193.02916),(75 307.3218),(76 193.0543),(77 309.47186),(78 193.30933),(79 309.54227),
(1 201.88173),(2 107.43835),(3 228.64876),(4 123.69191),(5 241.15594),(6 132.3265),(7 246.26276),(8 136.5466),(9 254.53363),(10 143.32922),(11 256.39813),(12 145.37811),(13 260.00467),(14 149.11005),(15 263.84293),(16 152.95183),(17 267.54382),(18 156.56122),(19 269.6459),(20 160.06961),(21 275.4122),(22 164.07516),(23 279.3841),(24 168.99394),(25 283.32852),(26 171.97563),(27 286.32336),(28 176.15091),(29 291.02927),(30 180.41786),(31 293.61243),(32 184.98404),(33 297.31714),(34 187.64127),(35 299.77496),(36 190.58688),(37 303.72003),(38 193.96715),(39 304.66483),(40 193.95212),(41 308.1539),(42 199.57959),(43 309.44974),(44 199.69109),(45 310.6306),(46 201.31314),(47 310.9935),(48 200.29022),(49 308.8088),(50 197.62656),(51 306.0606),(52 195.83656),(53 307.63156),(54 195.08517),(55 303.27643),(56 193.2887),(57 301.87415),(58 190.55597),(59 299.19504),(60 189.49307),(61 300.7082),(62 186.92787),(63 298.60757),(64 187.85641),(65 298.66858),(66 188.074),(67 297.25876),(68 188.75375),(69 299.0924),(70 189.55205),(71 302.08035),(72 192.26118),(73 302.51266),(74 194.14534),(75 302.9204),(76 194.01503),(77 303.81375),(78 195.0492),(79 302.27124),
(1 201.4966),(2 104.317825),(3 227.03693),(4 120.889854),(5 238.06227),(6 130.3546),(7 245.1728),(8 134.44191),(9 251.44812),(10 139.1108),(11 252.9424),(12 139.59969),(13 256.18622),(14 145.00916),(15 259.5665),(16 149.759),(17 265.23788),(18 153.96431),(19 268.4282),(20 157.52644),(21 274.04428),(22 160.56264),(23 276.319),(24 166.3384),(25 280.5521),(26 169.7014),(27 284.21674),(28 173.39053),(29 287.31732),(30 177.3838),(31 291.95886),(32 179.85667),(33 294.07156),(34 184.63292),(35 299.1959),(36 187.77074),(37 303.63434),(38 193.82576),(39 308.07434),(40 195.91585),(41 309.96387),(42 198.76434),(43 311.9311),(44 199.25504),(45 312.5045),(46 200.02773),(47 313.22208),(48 199.18669),(49 312.53903),(50 199.39691),(51 310.64648),(52 197.77289),(53 308.92203),(54 197.219),(55 308.55728),(56 195.25847),(57 306.0812),(58 192.20425),(59 301.72626),(60 189.81828),(61 301.1135),(62 189.20772),(63 299.16434),(64 188.34523),(65 298.7103),(66 187.0567),(67 299.42557),(68 189.42126),(69 298.97842),(70 189.78317),(71 300.55728),(72 191.85332),(73 301.74963),(74 193.17348),(75 301.59448),(76 193.52036),(77 302.5739),(78 191.8708),(79 298.6968),
(1 200.78357),(2 102.28235),(3 224.91486),(4 118.854126),(5 237.28181),(6 126.50104),(7 242.16612),(8 132.3051),(9 249.74933),(10 137.78197),(11 251.6282),(12 140.47554),(13 256.86365),(14 144.65569),(15 260.59082),(16 148.6637),(17 266.39932),(18 154.4246),(19 270.8743),(20 159.07115),(21 276.09924),(22 161.00484),(23 277.19098),(24 165.98233),(25 281.97662),(26 169.46938),(27 284.52686),(28 171.95018),(29 287.60608),(30 178.78435),(31 292.6912),(32 183.62941),(33 297.18298),(34 186.606),(35 302.67645),(36 192.17375),(37 307.084),(38 197.24435),(39 312.49942),(40 200.833),(41 316.444),(42 203.6022),(43 317.24756),(44 204.83871),(45 319.78946),(46 208.76486),(47 317.84885),(48 204.89723),(49 316.94357),(50 205.06482),(51 318.02347),(52 205.78998),(53 315.65158),(54 202.38286),(55 312.07944),(56 197.43378),(57 309.22165),(58 197.39046),(59 308.08252),(60 194.55957),(61 303.7589),(62 191.47205),(63 302.46674),(64 190.79987),(65 300.6481),(66 188.63618),(67 298.72693),(68 189.88297),(69 299.08847),(70 189.1614),(71 297.51376),(72 188.1409),(73 300.47876),(74 190.8439),(75 300.00983),(76 192.80421),(77 302.6897),(78 193.21017),(79 301.72775),
(1 196.6304),(2 102.13393),(3 222.62398),(4 116.883224),(5 232.6298),(6 125.01256),(7 235.82779),(8 129.48212),(9 244.01016),(10 134.27814),(11 247.53902),(12 138.1881),(13 250.66385),(14 140.8951),(15 252.5764),(16 143.9893),(17 256.7267),(18 148.04742),(19 260.59006),(20 152.0493),(21 264.9652),(22 156.26685),(23 267.91025),(24 160.25958),(25 272.7513),(26 164.0789),(27 275.55176),(28 167.08022),(29 279.7353),(30 172.95036),(31 282.85617),(32 176.56958),(33 285.63495),(34 177.49466),(35 286.50723),(36 179.72713),(37 292.23663),(38 184.60956),(39 296.19485),(40 187.25572),(41 297.64612),(42 188.80922),(43 298.59436),(44 191.14073),(45 302.57327),(46 192.57143),(47 302.4212),(48 191.44359),(49 302.92728),(50 192.95248),(51 303.02258),(52 192.8503),(53 302.2791),(54 192.52315),(55 301.0616),(56 190.35474),(57 300.9326),(58 191.81306),(59 301.77753),(60 190.41846),(61 300.01227),(62 188.30481),(63 297.976),(64 188.15274),(65 297.96762),(66 186.00288),(67 294.75827),(68 186.19525),(69 296.75122),(70 186.76575),(71 294.11597),(72 185.0384),(73 295.83298),(74 186.70667),(75 294.05795),(76 187.16087),(77 294.94202),(78 186.73405),(79 296.87244),
(1 194.87978),(2 101.098755),(3 219.487),(4 115.92591),(5 231.74887),(6 125.08212),(7 238.90707),(8 129.61043),(9 244.61981),(10 135.52531),(11 246.47726),(12 137.56645),(13 248.81262),(14 141.79811),(15 253.73816),(16 145.04434),(17 257.01675),(18 148.04753),(19 257.72168),(20 150.83876),(21 262.8641),(22 155.50262),(23 266.64255),(24 158.03394),(25 269.5994),(26 163.12654),(27 273.0512),(28 165.22746),(29 277.37427),(30 170.94843),(31 282.95038),(32 174.09023),(33 286.95255),(34 179.77946),(35 290.3698),(36 182.7229),(37 294.34988),(38 186.41544),(39 298.24664),(40 189.7779),(41 300.1992),(42 193.81717),(43 303.17032),(44 193.68695),(45 303.20532),(46 193.85826),(47 302.97916),(48 193.66724),(49 302.18167),(50 192.78894),(51 300.02457),(52 189.98207),(53 300.76962),(54 190.29018),(55 297.52448),(56 187.68881),(57 295.24957),(58 184.0622),(59 292.08438),(60 180.65128),(61 289.92282),(62 179.87958),(63 290.93265),(64 179.93822),(65 289.93417),(66 178.64676),(67 286.86542),(68 178.87206),(69 288.24832),(70 180.18314),(71 286.64264),(72 181.51193),(73 289.1698),(74 181.71455),(75 287.35355),(76 182.34744),(77 289.8213),(78 183.37541),(79 289.51285),
(1 188.85165),(2 99.379486),(3 215.76208),(4 115.49939),(5 227.81729),(6 123.51442),(7 234.39485),(8 129.25644),(9 239.95532),(10 134.39626),(11 242.4608),(12 136.05269),(13 245.02718),(14 139.16939),(15 249.24216),(16 142.80182),(17 253.48592),(18 146.41983),(19 255.84608),(20 149.46298),(21 260.62482),(22 154.23903),(23 263.82635),(24 157.71631),(25 266.60916),(26 160.94843),(27 269.59805),(28 165.16125),(29 274.26132),(30 168.39055),(31 276.99854),(32 171.10931),(33 281.93512),(34 175.20079),(35 285.39175),(36 180.22385),(37 290.30142),(38 184.04391),(39 292.72137),(40 186.22592),(41 294.53683),(42 189.55458),(43 295.82535),(44 190.47433),(45 297.50186),(46 191.58492),(47 298.79276),(48 192.82275),(49 299.66208),(50 192.07855),(51 297.78946),(52 190.16713),(53 295.9281),(54 188.98912),(55 295.08856),(56 186.5058),(57 292.22552),(58 184.2759),(59 288.46854),(60 181.46426),(61 287.64932),(62 178.84715),(63 283.50452),(64 176.35927),(65 282.37347),(66 176.88972),(67 281.15366),(68 176.36113),(69 280.97552),(70 176.01587),(71 279.24152),(72 176.35942),(73 282.65015),(74 177.04404),(75 281.81927),(76 178.3973),(77 281.36066),(78 179.19807),(79 281.3267),
