1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49284.375),(2 96458.09),(3 132861.31),(4 227479.48),(5 309642.72),(6 377947.75),(7 518514.66),(8 634658.44),(9 740504.3),(10 916718.75),(11 1077618.6),(12 1240973.4),(13 1476701.6),(14 1686267),(15 1898103.4),(16 2183160.8),(17 2438757),(18 2681936.3),(19 3010952),(20 3309466.8),(21 3612522),(22 4013639.3),(23 4394207.5),(24 4772670.5),(25 5224009),(26 5650327.5),(27 6083523.5),(28 6580456),(29 7037840),(30 7476033.5),(31 7971717.5),(32 8436084),(33 8886724),(34 9418528),(35 9931347),(36 10414029),(37 10998777),(38 11540769),(39 12068421),(40 12650871),(41 13201667),(42 13691785),(43 14218903),(44 14689253),(45 15110588),(46 15751609),(47 16438333),(48 16916222),(49 17529914),(50 18037394),(51 18437626),(52 18942094),(53 19417150),(54 19759846),(55 20191452),(56 20575248),(57 20833854),(58 21150550),(59 21478314),(60 21682490),(61 22000558),(62 22289290),(63 22411046),(64 22662104),(65 22884266),(66 22993544),(67 23191722),(68 23357574),(69 23438896),(70 23538610),(71 23694266),(72 23763792),(73 23940630),(74 24166198),(75 24318738),(76 24584320),(77 24890186),(78 25021002),(79 25287542),
(1 106.23783),(2 127.08115),(3 146.18594),(4 154.66458),(5 161.8166),(6 166.90012),(7 172.50958),(8 177.96469),(9 180.09521),(10 184.614),(11 189.15672),(12 189.28848),(13 193.94214),(14 196.93253),(15 200.59213),(16 201.23798),(17 203.86102),(18 206.52394),(19 207.45631),(20 209.40701),(21 211.53642),(22 212.76959),(23 212.76762),(24 211.36633),(25 213.06746),(26 213.92607),(27 216.47406),(28 217.27606),(29 217.17485),(30 218.4633),(31 217.96654),(32 217.87885),(33 218.44806),(34 217.7007),(35 215.43307),(36 215.46541),(37 213.0951),(38 211.68884),(39 213.42522),(40 214.74039),(41 212.56125),(42 212.03052),(43 211.1098),(44 209.8231),(45 210.07698),(46 212.15944),(47 212.08664),(48 210.48051),(49 211.7328),(50 211.4245),(51 212.1113),(52 211.33751),(53 208.73642),(54 210.15002),(55 208.22617),(56 208.53365),(57 207.42188),(58 207.43016),(59 208.60196),(60 209.56801),(61 211.28912),(62 212.07014),(63 212.2096),(64 214.8521),(65 215.39493),(66 215.29482),(67 216.01416),(68 216.84068),(69 215.38998),(70 215.1998),(71 215.47656),(72 214.849),(73 218.32608),(74 217.70108),(75 220.60593),(76 219.00804),(77 220.71298),(78 222.51794),(79 221.99065),
(1 101.391),(2 124.80406),(3 143.41562),(4 152.33057),(5 158.9176),(6 164.26662),(7 171.54068),(8 178.16115),(9 180.07616),(10 183.5295),(11 186.10481),(12 184.67412),(13 186.7408),(14 190.16246),(15 192.69945),(16 194.1861),(17 195.91121),(18 200.39975),(19 202.21867),(20 204.13567),(21 203.59282),(22 204.19357),(23 203.97653),(24 202.7784),(25 203.83086),(26 207.28024),(27 205.90388),(28 209.09091),(29 208.28917),(30 208.97878),(31 207.67838),(32 206.72392),(33 206.75945),(34 208.26591),(35 208.4236),(36 206.12025),(37 204.54745),(38 203.6657),(39 205.17938),(40 206.4411),(41 203.23318),(42 203.18239),(43 204.80399),(44 203.79236),(45 204.68146),(46 204.85913),(47 204.91449),(48 207.14696),(49 206.882),(50 209.64192),(51 211.30421),(52 209.75803),(53 209.26634),(54 209.23856),(55 208.93044),(56 208.89453),(57 209.86374),(58 211.13086),(59 209.54071),(60 212.0009),(61 210.8687),(62 211.76132),(63 210.61836),(64 212.58179),(65 210.46747),(66 209.79347),(67 209.94589),(68 212.11475),(69 212.8379),(70 213.53857),(71 213.57321),(72 212.04994),(73 212.59274),(74 209.99376),(75 212.40968),(76 213.4937),(77 213.0201),(78 215.20053),(79 216.38051),
(1 101.69864),(2 124.0977),(3 142.94742),(4 151.23068),(5 154.8228),(6 160.7474),(7 166.078),(8 171.06842),(9 173.35747),(10 179.681),(11 181.5473),(12 182.33208),(13 185.8335),(14 189.82616),(15 192.28802),(16 194.67184),(17 197.9893),(18 200.25749),(19 202.63333),(20 202.82487),(21 201.38835),(22 203.12901),(23 204.47011),(24 204.89024),(25 205.4551),(26 207.03172),(27 206.85916),(28 207.00302),(29 207.662),(30 205.19505),(31 205.47084),(32 206.46202),(33 209.09837),(34 209.57047),(35 210.26749),(36 208.8733),(37 207.0159),(38 208.04572),(39 207.69804),(40 209.26921),(41 207.62216),(42 208.13228),(43 206.15294),(44 206.48787),(45 207.23798),(46 206.89879),(47 206.60834),(48 208.14471),(49 207.7815),(50 208.18668),(51 209.87286),(52 208.1335),(53 208.56577),(54 211.74884),(55 211.35353),(56 212.91579),(57 213.02547),(58 211.56772),(59 214.38135),(60 216.20978),(61 217.93286),(62 215.58307),(63 217.20595),(64 215.27187),(65 215.43039),(66 212.77867),(67 213.97844),(68 214.72255),(69 213.24797),(70 214.16908),(71 213.9544),(72 214.50865),(73 213.57837),(74 211.16061),(75 215.09647),(76 212.50446),(77 212.25273),(78 213.33731),(79 214.64754),
(1 98.4989),(2 120.81495),(3 136.87825),(4 143.8605),(5 149.94196),(6 155.15216),(7 162.60107),(8 167.66927),(9 167.72318),(10 174.08235),(11 174.59697),(12 176.64987),(13 180.15009),(14 182.90059),(15 186.833),(16 188.88846),(17 188.88094),(18 190.65858),(19 192.11786),(20 194.04865),(21 194.93498),(22 195.25264),(23 198.5915),(24 199.05537),(25 200.9189),(26 201.36559),(27 202.93353),(28 204.08624),(29 205.92888),(30 205.30704),(31 205.77823),(32 205.64917),(33 207.45848),(34 206.98203),(35 205.6923),(36 205.89691),(37 202.93799),(38 203.72845),(39 204.34177),(40 204.7249),(41 204.84915),(42 205.57649),(43 204.98067),(44 205.57115),(45 204.81822),(46 202.73541),(47 204.59666),(48 203.95958),(49 206.28642),(50 204.53984),(51 207.04225),(52 204.49509),(53 205.86656),(54 205.52072),(55 206.12093),(56 207.72134),(57 208.5113),(58 205.56189),(59 207.80603),(60 206.42682),(61 206.03392),(62 204.67674),(63 205.1623),(64 205.90152),(65 205.49591),(66 202.80144),(67 206.81966),(68 206.99655),(69 205.19304),(70 206.05635),(71 204.09064),(72 203.1561),(73 202.79486),(74 202.15932),(75 203.26556),(76 203.39688),(77 202.79404),(78 204.31613),(79 202.74846),
(1 98.15725),(2 120.61578),(3 136.23557),(4 144.54263),(5 150.28018),(6 156.31119),(7 164.0279),(8 166.10643),(9 169.22592),(10 173.93619),(11 176.5328),(12 176.11061),(13 180.09116),(14 181.52832),(15 185.24268),(16 186.91814),(17 187.0633),(18 191.58195),(19 192.84125),(20 191.47874),(21 192.46945),(22 191.97675),(23 193.52133),(24 195.05293),(25 194.82497),(26 197.30434),(27 198.62946),(28 199.84146),(29 202.34065),(30 201.13689),(31 200.43736),(32 201.1393),(33 202.02852),(34 202.3696),(35 201.92955),(36 204.70018),(37 202.77826),(38 203.88387),(39 204.63823),(40 207.82022),(41 205.24315),(42 207.5059),(43 206.58922),(44 208.57521),(45 206.89445),(46 205.33067),(47 207.75163),(48 207.1562),(49 206.76204),(50 206.23486),(51 208.83739),(52 208.95578),(53 208.44272),(54 208.61636),(55 208.62045),(56 209.60844),(57 209.38554),(58 209.10442),(59 209.33162),(60 207.35423),(61 207.53165),(62 206.06104),(63 206.327),(64 206.70685),(65 205.8354),(66 204.86725),(67 205.9337),(68 204.91289),(69 203.58958),(70 202.39166),(71 203.15921),(72 202.95123),(73 201.8277),(74 203.47328),(75 205.86357),(76 206.35942),(77 205.65033),(78 207.19836),(79 204.20683),
(1 96.13555),(2 118.346924),(3 131.62183),(4 140.35284),(5 145.96149),(6 150.88939),(7 156.33937),(8 160.41844),(9 164.47046),(10 167.1847),(11 167.49487),(12 169.88034),(13 172.90422),(14 177.21887),(15 178.71785),(16 178.77351),(17 180.42499),(18 183.67567),(19 187.38705),(20 185.77805),(21 187.25053),(22 187.95326),(23 190.70016),(24 191.02258),(25 191.85742),(26 194.53362),(27 195.44415),(28 197.67282),(29 195.04848),(30 193.99692),(31 193.41008),(32 193.5845),(33 195.3147),(34 195.0893),(35 193.99306),(36 194.78159),(37 194.3311),(38 195.0258),(39 194.58183),(40 194.72054),(41 193.14417),(42 193.52351),(43 193.99973),(44 194.10641),(45 193.95279),(46 193.82957),(47 194.8802),(48 195.08597),(49 194.941),(50 197.1507),(51 201.49763),(52 199.75632),(53 198.77689),(54 199.88756),(55 200.27817),(56 200.29977),(57 201.38004),(58 201.57828),(59 202.79814),(60 200.67683),(61 200.84172),(62 198.59341),(63 201.95203),(64 198.95364),(65 199.58966),(66 200.14201),(67 201.1688),(68 203.49059),(69 201.29424),(70 200.92752),(71 201.79837),(72 200.2441),(73 200.0894),(74 200.7439),(75 201.13126),(76 201.76212),(77 204.51671),(78 204.32619),(79 203.19368),
(1 95.17273),(2 115.069885),(3 129.23125),(4 136.9923),(5 142.50583),(6 148.9847),(7 153.84091),(8 159.10248),(9 162.94612),(10 165.42297),(11 168.96883),(12 170.93631),(13 173.64928),(14 177.90044),(15 180.62575),(16 182.14767),(17 185.16762),(18 186.98978),(19 188.58597),(20 189.07863),(21 188.31131),(22 189.72769),(23 190.52994),(24 189.91167),(25 190.69122),(26 190.98854),(27 193.067),(28 197.0946),(29 196.86876),(30 195.18733),(31 194.02284),(32 193.77313),(33 195.6563),(34 195.89894),(35 195.9225),(36 194.76985),(37 194.48528),(38 193.10506),(39 195.01373),(40 197.5799),(41 195.70277),(42 195.76598),(43 195.75706),(44 195.6669),(45 196.81317),(46 198.50255),(47 198.60507),(48 201.795),(49 202.75226),(50 201.59883),(51 199.67546),(52 198.34169),(53 198.9014),(54 196.72273),(55 195.8006),(56 196.3505),(57 196.49466),(58 198.08081),(59 196.93314),(60 199.3472),(61 198.73056),(62 198.03104),(63 199.46555),(64 199.76576),(65 200.29842),(66 201.90083),(67 202.30983),(68 203.08522),(69 201.5132),(70 198.31224),(71 197.36418),(72 197.12958),(73 195.87674),(74 197.75232),(75 197.94447),(76 200.10034),(77 203.07652),(78 203.31027),(79 203.1979),
(1 95.29223),(2 114.65466),(3 128.92595),(4 135.51192),(5 140.92886),(6 147.06122),(7 151.76309),(8 156.8187),(9 159.80467),(10 161.41138),(11 166.14745),(12 166.27173),(13 171.22914),(14 172.47746),(15 175.20659),(16 178.18309),(17 181.12035),(18 182.73477),(19 182.88754),(20 183.38167),(21 183.59734),(22 183.00372),(23 184.01228),(24 183.45166),(25 185.00775),(26 186.70679),(27 188.95378),(28 188.6636),(29 189.30516),(30 186.94609),(31 187.26704),(32 187.91081),(33 188.678),(34 188.0797),(35 188.47351),(36 188.29916),(37 188.73112),(38 187.64761),(39 189.53914),(40 186.54459),(41 186.25323),(42 186.50705),(43 185.37376),(44 187.67377),(45 185.94344),(46 187.74707),(47 186.28247),(48 187.26775),(49 188.42368),(50 189.05502),(51 192.05505),(52 191.41641),(53 191.44276),(54 192.718),(55 189.78568),(56 190.35051),(57 191.19386),(58 191.01169),(59 191.88747),(60 192.38716),(61 191.90761),(62 193.21738),(63 193.8197),(64 193.02377),(65 194.06723),(66 192.11334),(67 193.12396),(68 194.14304),(69 194.89583),(70 193.5435),(71 195.80023),(72 194.19974),(73 193.89566),(74 194.01315),(75 193.69484),(76 196.56168),(77 195.29338),(78 197.6679),(79 199.76454),
(1 92.98892),(2 112.376785),(3 126.28561),(4 133.92789),(5 138.45139),(6 146.34155),(7 150.23643),(8 154.27524),(9 157.72626),(10 160.92058),(11 162.83498),(12 166.55983),(13 168.7366),(14 171.05641),(15 174.71364),(16 176.33385),(17 178.94241),(18 180.70158),(19 181.54211),(20 181.73389),(21 181.8872),(22 181.83768),(23 185.69106),(24 186.08539),(25 185.55783),(26 187.34755),(27 187.36838),(28 188.70467),(29 191.39835),(30 188.88324),(31 190.62126),(32 191.17896),(33 193.77089),(34 194.40565),(35 196.77545),(36 192.76024),(37 192.97954),(38 191.12189),(39 194.1521),(40 195.70413),(41 193.94342),(42 193.12581),(43 190.64294),(44 193.57489),(45 194.20224),(46 194.20137),(47 195.35458),(48 195.75977),(49 194.72838),(50 194.51031),(51 197.84044),(52 199.19073),(53 203.02669),(54 199.08456),(55 198.07123),(56 196.16624),(57 198.63115),(58 198.68466),(59 200.83366),(60 200.8795),(61 199.7845),(62 199.87189),(63 200.792),(64 197.33263),(65 198.83609),(66 197.24983),(67 198.68463),(68 197.71262),(69 201.47263),(70 200.65166),(71 200.4545),(72 199.5129),(73 199.73676),(74 200.61414),(75 201.53929),(76 200.9422),(77 200.86113),(78 200.3741),(79 200.41376),
(1 92.63778),(2 111.57866),(3 127.70964),(4 133.69133),(5 138.17163),(6 144.43768),(7 149.85707),(8 156.37451),(9 158.45874),(10 162.39915),(11 164.98303),(12 166.36124),(13 169.27759),(14 172.46828),(15 173.4263),(16 174.37929),(17 175.16795),(18 178.62123),(19 179.23763),(20 178.18968),(21 178.05972),(22 178.60982),(23 180.80342),(24 182.92464),(25 181.51074),(26 184.42865),(27 187.05678),(28 188.62991),(29 191.44637),(30 190.54442),(31 191.50401),(32 188.99129),(33 192.02898),(34 190.17639),(35 190.73984),(36 191.39217),(37 192.58517),(38 192.51535),(39 193.74634),(40 195.02747),(41 195.8636),(42 195.33656),(43 195.99622),(44 195.3137),(45 194.39925),(46 196.89378),(47 197.6696),(48 200.32118),(49 197.95184),(50 199.42792),(51 198.9699),(52 199.64664),(53 199.61162),(54 197.46765),(55 198.25687),(56 197.29553),(57 197.72336),(58 199.33624),(59 198.43723),(60 200.95044),(61 199.21938),(62 196.67184),(63 198.66205),(64 197.13),(65 197.12106),(66 196.40544),(67 199.59627),(68 196.61232),(69 197.03008),(70 196.98555),(71 197.77628),(72 194.34476),(73 195.4531),(74 193.53455),(75 195.01076),(76 195.21378),(77 193.40427),(78 194.81007),(79 192.78708),
(1 89.16988),(2 107.08669),(3 121.10958),(4 128.57033),(5 133.72339),(6 140.58243),(7 143.00871),(8 148.83313),(9 149.40543),(10 152.69666),(11 154.95302),(12 157.54329),(13 159.11703),(14 161.25485),(15 163.92792),(16 165.25537),(17 167.53584),(18 169.6682),(19 172.96754),(20 173.90042),(21 172.88913),(22 173.46928),(23 176.10516),(24 176.1299),(25 178.16386),(26 180.20656),(27 182.56721),(28 182.2217),(29 181.16325),(30 180.42073),(31 181.1731),(32 180.52876),(33 184.42822),(34 183.18513),(35 183.24696),(36 184.81969),(37 185.24069),(38 185.2702),(39 184.65126),(40 184.70087),(41 185.41095),(42 186.20967),(43 185.42226),(44 185.77385),(45 186.04634),(46 188.27179),(47 188.71342),(48 192.34755),(49 191.89487),(50 190.88562),(51 190.64438),(52 189.91493),(53 191.39989),(54 189.71208),(55 189.96216),(56 189.25298),(57 190.25171),(58 189.966),(59 191.65736),(60 191.88211),(61 190.55083),(62 190.1066),(63 192.30322),(64 191.99002),(65 192.44038),(66 192.2088),(67 192.71881),(68 192.95056),(69 191.22992),(70 191.65163),(71 191.11996),(72 188.70035),(73 190.23862),(74 188.79092),(75 187.94722),(76 190.11597),(77 187.8441),(78 186.80391),(79 187.4002),
(1 89.26784),(2 106.814926),(3 120.95795),(4 127.8416),(5 133.86853),(6 140.25893),(7 142.14334),(8 148.97614),(9 152.38052),(10 154.01869),(11 154.7532),(12 156.91792),(13 159.24913),(14 160.68604),(15 164.5603),(16 166.44872),(17 167.43355),(18 171.09322),(19 170.29135),(20 171.90701),(21 172.88805),(22 174.4242),(23 176.92319),(24 177.2642),(25 176.8796),(26 179.12387),(27 180.23807),(28 181.0615),(29 180.8499),(30 180.73926),(31 180.23447),(32 179.75719),(33 180.96202),(34 183.36316),(35 183.96823),(36 183.94505),(37 184.33586),(38 185.58165),(39 183.6968),(40 184.76035),(41 184.50333),(42 184.15352),(43 184.40993),(44 185.02132),(45 184.4457),(46 186.16208),(47 187.2976),(48 186.85579),(49 184.63063),(50 186.8048),(51 186.2544),(52 186.39407),(53 187.72862),(54 187.81856),(55 187.41806),(56 187.72162),(57 188.87817),(58 188.83862),(59 189.65646),(60 189.3187),(61 189.25432),(62 189.96555),(63 190.38177),(64 190.68887),(65 192.62619),(66 193.2813),(67 194.33972),(68 193.79457),(69 192.63373),(70 192.613),(71 193.48225),(72 193.49658),(73 193.7611),(74 193.95267),(75 194.62395),(76 193.56139),(77 195.1168),(78 195.63498),(79 196.734),
(1 89.15299),(2 105.70986),(3 119.71903),(4 126.78493),(5 131.87581),(6 139.09915),(7 141.72055),(8 147.05885),(9 150.71132),(10 155.00377),(11 156.1722),(12 157.43932),(13 160.22963),(14 161.81552),(15 165.49693),(16 167.26187),(17 168.26277),(18 169.29358),(19 170.64128),(20 169.56465),(21 171.12189),(22 171.91438),(23 173.15892),(24 172.96082),(25 175.76381),(26 176.99625),(27 178.27457),(28 178.5381),(29 178.33267),(30 177.85675),(31 177.1669),(32 177.19371),(33 180.4062),(34 180.29106),(35 180.61746),(36 179.83696),(37 180.49477),(38 181.16241),(39 181.48134),(40 180.573),(41 179.1725),(42 178.20755),(43 178.89505),(44 180.1115),(45 179.25146),(46 179.64545),(47 180.77174),(48 181.06662),(49 179.6866),(50 179.29517),(51 180.00972),(52 178.75687),(53 179.3323),(54 179.61119),(55 178.43369),(56 179.00232),(57 180.87032),(58 180.14133),(59 181.58632),(60 182.17007),(61 180.02867),(62 180.16473),(63 181.65506),(64 183.36644),(65 182.97856),(66 182.86707),(67 184.95671),(68 185.28589),(69 185.62746),(70 186.02489),(71 186.23477),(72 184.86092),(73 184.67737),(74 183.65762),(75 184.95024),(76 184.77675),(77 184.00471),(78 184.2493),(79 186.35037),
(1 86.62234),(2 105.99956),(3 117.847885),(4 125.36187),(5 131.59872),(6 136.80145),(7 141.9664),(8 145.40471),(9 146.76016),(10 149.65778),(11 151.20256),(12 153.2369),(13 155.48674),(14 157.75488),(15 160.90651),(16 163.44283),(17 165.13281),(18 167.90294),(19 167.14792),(20 168.7444),(21 169.63771),(22 170.28568),(23 171.5584),(24 170.43478),(25 173.39296),(26 174.4024),(27 175.86742),(28 175.66457),(29 175.59047),(30 175.72032),(31 176.81041),(32 175.76443),(33 178.08298),(34 178.0953),(35 177.32549),(36 175.63138),(37 177.88153),(38 179.40768),(39 181.23547),(40 181.56378),(41 182.30222),(42 181.53705),(43 181.50012),(44 181.7751),(45 182.6127),(46 181.13055),(47 182.08836),(48 183.90765),(49 182.17726),(50 182.84985),(51 183.86147),(52 182.91624),(53 183.44453),(54 183.59685),(55 184.55428),(56 183.77065),(57 183.18703),(58 182.95117),(59 183.49536),(60 182.51001),(61 182.12602),(62 180.80829),(63 182.32497),(64 181.8982),(65 184.2492),(66 184.42384),(67 184.51756),(68 185.17714),(69 186.13138),(70 185.03773),(71 187.14732),(72 186.75786),(73 187.38869),(74 187.29112),(75 191.82184),(76 191.29651),(77 191.16441),(78 190.10411),(79 190.87465),
(1 86.74302),(2 103.01324),(3 116.30296),(4 124.94438),(5 130.13127),(6 135.65677),(7 141.7566),(8 146.42026),(9 147.48285),(10 152.8728),(11 154.14757),(12 155.89703),(13 158.4009),(14 161.15729),(15 164.92557),(16 165.92928),(17 167.37762),(18 167.99829),(19 169.58286),(20 169.57875),(21 172.37044),(22 172.47716),(23 174.45915),(24 173.17616),(25 174.786),(26 173.4656),(27 174.55003),(28 174.55408),(29 176.07027),(30 175.9086),(31 177.02914),(32 177.53595),(33 179.41937),(34 180.05876),(35 178.54242),(36 178.33969),(37 176.78137),(38 176.55385),(39 177.7284),(40 179.3718),(41 178.02666),(42 176.80077),(43 176.79701),(44 176.26099),(45 177.1801),(46 176.71248),(47 177.2521),(48 177.54501),(49 179.20392),(50 179.3888),(51 178.93945),(52 179.11433),(53 180.86244),(54 181.09909),(55 182.77872),(56 183.30255),(57 183.66003),(58 183.03893),(59 184.25163),(60 184.56633),(61 184.37607),(62 186.12115),(63 189.32779),(64 187.31671),(65 187.93272),(66 185.40073),(67 186.64906),(68 184.6021),(69 186.49107),(70 186.8565),(71 186.54396),(72 184.64774),(73 185.67429),(74 185.84013),(75 189.03474),(76 187.94337),(77 187.88045),(78 188.38867),(79 187.42322),
(1 84.29281),(2 102.06006),(3 114.60623),(4 123.8616),(5 128.25243),(6 132.80333),(7 138.08565),(8 143.10025),(9 144.81587),(10 148.42554),(11 148.61728),(12 151.30574),(13 152.5522),(14 153.96268),(15 156.4767),(16 157.1077),(17 160.44557),(18 161.281),(19 162.79599),(20 163.57422),(21 163.9765),(22 165.87804),(23 165.51686),(24 166.79395),(25 165.39052),(26 165.33456),(27 166.85345),(28 168.30516),(29 170.63284),(30 170.51402),(31 169.69171),(32 169.66603),(33 172.65253),(34 169.6557),(35 171.55673),(36 170.03043),(37 171.1009),(38 171.90314),(39 172.0576),(40 173.50638),(41 172.59401),(42 174.26932),(43 173.69203),(44 174.24516),(45 173.57764),(46 174.39612),(47 173.45824),(48 174.21347),(49 174.85323),(50 174.34991),(51 177.36594),(52 174.27792),(53 175.27),(54 173.59084),(55 174.50002),(56 173.90839),(57 173.4039),(58 172.69153),(59 172.88153),(60 173.9518),(61 174.78181),(62 175.13516),(63 176.65508),(64 176.33293),(65 177.77016),(66 176.53058),(67 178.86475),(68 175.69475),(69 176.10687),(70 173.4343),(71 173.36754),(72 172.31749),(73 172.19751),(74 172.85294),(75 173.64578),(76 176.44019),(77 177.0213),(78 177.31343),(79 178.11758),
(1 84.25544),(2 102.84064),(3 114.30669),(4 123.890945),(5 129.33234),(6 133.4985),(7 137.04044),(8 142.52718),(9 144.26369),(10 146.83727),(11 148.24052),(12 148.45004),(13 152.08002),(14 154.91887),(15 158.02899),(16 158.48819),(17 161.00049),(18 162.39066),(19 163.23468),(20 164.79657),(21 166.56575),(22 167.26283),(23 169.29962),(24 171.1005),(25 170.93231),(26 170.17308),(27 172.02429),(28 173.78523),(29 174.61475),(30 173.22789),(31 174.89728),(32 173.92186),(33 176.74446),(34 174.82358),(35 174.53848),(36 174.93253),(37 175.7526),(38 175.37642),(39 175.82573),(40 175.7818),(41 175.80658),(42 176.35121),(43 175.92343),(44 176.33546),(45 175.33788),(46 175.94527),(47 173.56624),(48 177.37526),(49 176.63876),(50 177.42517),(51 180.20778),(52 179.56755),(53 179.50099),(54 177.61977),(55 177.2679),(56 177.4575),(57 176.09306),(58 177.9287),(59 177.27052),(60 176.59737),(61 176.49207),(62 179.51213),(63 180.2863),(64 176.15758),(65 176.55615),(66 176.50854),(67 175.10013),(68 176.37282),(69 176.2933),(70 177.29475),(71 177.75189),(72 176.0415),(73 175.77997),(74 173.09885),(75 175.29399),(76 173.27087),(77 174.13583),(78 175.4429),(79 174.92192),
(1 81.50723),(2 99.305954),(3 112.58103),(4 119.97396),(5 126.24797),(6 131.28334),(7 136.72598),(8 139.12982),(9 139.92665),(10 144.53282),(11 145.50792),(12 147.85263),(13 151.13196),(14 152.81334),(15 155.60854),(16 158.03587),(17 160.58366),(18 162.44626),(19 161.34444),(20 163.48305),(21 163.53122),(22 164.18907),(23 165.28304),(24 164.17108),(25 164.66179),(26 165.6562),(27 165.2626),(28 166.95407),(29 168.64233),(30 167.98605),(31 170.90674),(32 169.49503),(33 171.25746),(34 169.89613),(35 169.67252),(36 169.49431),(37 170.66092),(38 171.45285),(39 169.83643),(40 171.67412),(41 170.49454),(42 169.50508),(43 169.5557),(44 169.63074),(45 169.82423),(46 170.2404),(47 169.7852),(48 171.58995),(49 173.2386),(50 172.85107),(51 173.14642),(52 172.5346),(53 173.62598),(54 173.73894),(55 172.37584),(56 173.0127),(57 171.73209),(58 172.79428),(59 173.23343),(60 175.14961),(61 171.97282),(62 172.03879),(63 172.04521),(64 172.35966),(65 173.96037),(66 174.5223),(67 172.68253),(68 175.04434),(69 176.39001),(70 174.7626),(71 175.42668),(72 176.2887),(73 176.7468),(74 174.60446),(75 174.4972),(76 173.77449),(77 174.29361),(78 175.74988),(79 173.64438),
