1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49284.375),(2 96458.09),(3 132861.31),(4 227479.48),(5 309642.72),(6 377947.75),(7 518514.66),(8 634658.44),(9 740504.3),(10 916718.75),(11 1077618.6),(12 1240973.4),(13 1476701.6),(14 1686267),(15 1898103.4),(16 2183160.8),(17 2438757),(18 2681936.3),(19 3010952),(20 3309466.8),(21 3612522),(22 4013639.3),(23 4394207.5),(24 4772670.5),(25 5224009),(26 5650327.5),(27 6083523.5),(28 6580456),(29 7037840),(30 7476033.5),(31 7971717.5),(32 8436084),(33 8886724),(34 9418528),(35 9931347),(36 10414029),(37 10998777),(38 11540769),(39 12068421),(40 12650871),(41 13201667),(42 13691785),(43 14218903),(44 14689253),(45 15110588),(46 15751609),(47 16438333),(48 16916222),(49 17529914),(50 18037394),(51 18437626),(52 18942094),(53 19417150),(54 19759846),(55 20191452),(56 20575248),(57 20833854),(58 21150550),(59 21478314),(60 21682490),(61 22000558),(62 22289290),(63 22411046),(64 22662104),(65 22884266),(66 22993544),(67 23191722),(68 23357574),(69 23438896),(70 23538610),(71 23694266),(72 23763792),(73 23940630),(74 24166198),(75 24318738),(76 24584320),(77 24890186),(78 25021002),(79 25287542),
(1 613.6998),(2 790.64166),(3 850.557),(4 913.4677),(5 938.5891),(6 971.72943),(7 983.0044),(8 1026.513),(9 1056.5754),(10 1083.546),(11 1106.5853),(12 1119.916),(13 1140.7922),(14 1158.1058),(15 1221.7771),(16 1227.8049),(17 1259.9246),(18 1277.5039),(19 1304.4523),(20 1336.2268),(21 1332.8574),(22 1326.7289),(23 1363.3236),(24 1384.6183),(25 1417.2274),(26 1412.3363),(27 1436.583),(28 1425.2899),(29 1426.4791),(30 1430.1124),(31 1445.3837),(32 1459.1072),(33 1464.2191),(34 1466.245),(35 1466.6542),(36 1468.5659),(37 1474.3065),(38 1473.7103),(39 1485.1318),(40 1473.8972),(41 1474.505),(42 1468.8635),(43 1472.6229),(44 1489.2352),(45 1475.4518),(46 1477.0172),(47 1474.626),(48 1475.0117),(49 1483.5715),(50 1477.6897),(51 1475.9808),(52 1469.6257),(53 1475.5015),(54 1479.3395),(55 1478.4011),(56 1486.2102),(57 1491.8633),(58 1492.3756),(59 1500.1171),(60 1486.2267),(61 1508.3551),(62 1521.0953),(63 1500.0763),(64 1500.9766),(65 1497.4462),(66 1504.9044),(67 1497.9075),(68 1514.209),(69 1493.4264),(70 1490.5675),(71 1495.2556),(72 1468.8009),(73 1440.6652),(74 1443.963),(75 1434.7495),(76 1426.0808),(77 1428.8633),(78 1417.2318),(79 1399.129),
(1 592.2802),(2 771.0741),(3 841.6726),(4 889.00073),(5 921.1193),(6 940.0964),(7 953.2706),(8 989.8497),(9 1042.2609),(10 1065.2764),(11 1089.3684),(12 1101.184),(13 1116.0345),(14 1134.819),(15 1169.5747),(16 1187.698),(17 1217.2053),(18 1244.6511),(19 1273.3365),(20 1289.0449),(21 1304.2601),(22 1309.0327),(23 1336.1132),(24 1349.6997),(25 1352.6693),(26 1359.2799),(27 1360.0594),(28 1384.6635),(29 1389.2153),(30 1404.0214),(31 1407.7754),(32 1427.9276),(33 1429.575),(34 1409.9384),(35 1414.8976),(36 1422.7523),(37 1411.7173),(38 1410.5676),(39 1422.0238),(40 1403.427),(41 1396.3168),(42 1404.9734),(43 1411.5543),(44 1431.3068),(45 1427.5771),(46 1419.3638),(47 1429.2778),(48 1438.4464),(49 1423.8043),(50 1424.5497),(51 1431.7488),(52 1418.3073),(53 1419.8779),(54 1410.3936),(55 1421.5992),(56 1440.399),(57 1434.8522),(58 1437.6072),(59 1431.1321),(60 1430.5359),(61 1443.1765),(62 1448.538),(63 1443.3666),(64 1459.3497),(65 1458.9785),(66 1457.2511),(67 1462.3448),(68 1465.8735),(69 1468.6674),(70 1452.1155),(71 1442.517),(72 1447.022),(73 1437.9677),(74 1421.7631),(75 1413.5018),(76 1403.1963),(77 1413.4755),(78 1405.1918),(79 1403.7334),
(1 580.816),(2 766.7533),(3 840.5092),(4 885.8902),(5 909.9767),(6 938.6632),(7 959.22864),(8 982.463),(9 1016.0759),(10 1033.027),(11 1074.5951),(12 1098.2993),(13 1127.972),(14 1143.7623),(15 1166.3651),(16 1182.8414),(17 1203.8019),(18 1240.1686),(19 1272.4865),(20 1283.7893),(21 1299.6245),(22 1305.6298),(23 1299.709),(24 1320.5494),(25 1344.6166),(26 1364.7921),(27 1360.8892),(28 1390.8528),(29 1404.2422),(30 1412.626),(31 1417.4901),(32 1389.3306),(33 1407.6963),(34 1405.6332),(35 1392.8995),(36 1391.7861),(37 1410.4623),(38 1399.3026),(39 1394.0118),(40 1396.3512),(41 1390.2494),(42 1391.3013),(43 1397.7214),(44 1395.2428),(45 1386.8844),(46 1376.3091),(47 1382.5583),(48 1393.6141),(49 1394.7397),(50 1398.2137),(51 1391.6696),(52 1388.3333),(53 1388.7263),(54 1391.979),(55 1388.3297),(56 1410.6254),(57 1401.5044),(58 1392.86),(59 1389.4976),(60 1386.3677),(61 1389.5466),(62 1404.4636),(63 1400.4349),(64 1407.3042),(65 1416.9113),(66 1409.6315),(67 1413.972),(68 1416.7148),(69 1419.4324),(70 1414.3333),(71 1406.9467),(72 1396.2139),(73 1376.1136),(74 1373.6115),(75 1373.9042),(76 1369.7603),(77 1359.5142),(78 1350.0386),(79 1338.8394),
(1 573.10474),(2 746.28107),(3 810.1539),(4 856.75415),(5 866.8606),(6 901.8789),(7 915.70056),(8 960.0255),(9 990.81104),(10 1022.4196),(11 1053.8397),(12 1057.6013),(13 1076.3334),(14 1094.7875),(15 1123.3876),(16 1149.7561),(17 1176.3907),(18 1200.1174),(19 1220.7672),(20 1250.7449),(21 1249.3715),(22 1261.081),(23 1280.4403),(24 1277.7373),(25 1300.8402),(26 1315.3248),(27 1323.9834),(28 1330.5812),(29 1339.7529),(30 1359.7877),(31 1355.1854),(32 1328.4365),(33 1345.3856),(34 1356.853),(35 1341.4618),(36 1342.441),(37 1355.0541),(38 1348.1891),(39 1359.6421),(40 1366.8044),(41 1362.4642),(42 1362.8027),(43 1360.4698),(44 1370.8049),(45 1364.8629),(46 1361.617),(47 1367.6069),(48 1396.0896),(49 1395.1525),(50 1402.44),(51 1402.1016),(52 1411.8806),(53 1411.8953),(54 1409.3424),(55 1414.4137),(56 1417.7009),(57 1431.8575),(58 1428.6996),(59 1416.829),(60 1421.7546),(61 1419.2529),(62 1422.7046),(63 1413.5999),(64 1418.181),(65 1423.8075),(66 1422.216),(67 1424.0386),(68 1417.5621),(69 1424.0297),(70 1400.7141),(71 1382.8464),(72 1387.0914),(73 1371.5522),(74 1368.7964),(75 1374.8802),(76 1380.7994),(77 1365.8286),(78 1353.4464),(79 1343.7802),
(1 574.6603),(2 745.44226),(3 807.36566),(4 858.12964),(5 872.9142),(6 908.4785),(7 939.60596),(8 971.99164),(9 1000.90125),(10 1015.4774),(11 1062.3151),(12 1069.5052),(13 1078.186),(14 1110.8274),(15 1137.3594),(16 1167.5481),(17 1191.0929),(18 1212.298),(19 1234.5499),(20 1256.789),(21 1263.0632),(22 1273.9257),(23 1294.6439),(24 1298.5269),(25 1322.2428),(26 1350.1948),(27 1360.2562),(28 1355.9779),(29 1372.9038),(30 1372.6146),(31 1374.2046),(32 1375.6736),(33 1394.3025),(34 1400.6134),(35 1388.3501),(36 1385.5756),(37 1378.4545),(38 1373.7722),(39 1376.4723),(40 1383.2428),(41 1362.7173),(42 1353.3494),(43 1356.4818),(44 1357.0859),(45 1376.9977),(46 1372.5353),(47 1369.2096),(48 1389.0244),(49 1377.866),(50 1379.052),(51 1380.4089),(52 1366.5465),(53 1374.234),(54 1371.2255),(55 1365.0392),(56 1359.9551),(57 1349.3403),(58 1350.8351),(59 1355.23),(60 1370.8434),(61 1374.136),(62 1380.6843),(63 1380.4725),(64 1388.6874),(65 1392.4047),(66 1398.642),(67 1407.1736),(68 1406.9048),(69 1413.0277),(70 1391.11),(71 1377.7764),(72 1375.317),(73 1363.3887),(74 1362.3478),(75 1358.4114),(76 1353.1277),(77 1343.8894),(78 1327.3071),(79 1337.3547),
(1 559.1233),(2 730.00287),(3 773.6608),(4 829.1325),(5 852.1705),(6 874.2243),(7 902.218),(8 928.65533),(9 948.9167),(10 987.53674),(11 995.59814),(12 1021.3401),(13 1038.8796),(14 1078.2877),(15 1096.6416),(16 1124.0741),(17 1148.8833),(18 1167.0583),(19 1185.9996),(20 1200.4192),(21 1207.3864),(22 1214.6743),(23 1230.7136),(24 1243.0624),(25 1233.8319),(26 1250.3512),(27 1272.3152),(28 1274.067),(29 1287.8177),(30 1287.8053),(31 1287.2635),(32 1281.2455),(33 1274.6831),(34 1298.6068),(35 1296.5876),(36 1307.0015),(37 1292.9094),(38 1286.4603),(39 1281.334),(40 1279.7913),(41 1275.8108),(42 1266.5768),(43 1270.9496),(44 1271.6617),(45 1278.7001),(46 1274.4027),(47 1283.2422),(48 1296.635),(49 1301.4756),(50 1302.9603),(51 1314.7699),(52 1304.9818),(53 1308.2065),(54 1310.2666),(55 1321.538),(56 1329.3224),(57 1324.315),(58 1326.1975),(59 1315.471),(60 1307.7644),(61 1317.1107),(62 1317.466),(63 1329.6669),(64 1320.379),(65 1307.2216),(66 1324.3726),(67 1322.4075),(68 1331.6952),(69 1329.1436),(70 1308.2554),(71 1307.8184),(72 1295.7638),(73 1291.6224),(74 1296.747),(75 1285.1942),(76 1294.1559),(77 1286.7837),(78 1286.5925),(79 1284.2264),
(1 559.30225),(2 736.06055),(3 793.15436),(4 829.5268),(5 843.5771),(6 876.63226),(7 895.5162),(8 922.0334),(9 955.13074),(10 976.1687),(11 997.97345),(12 1015.23956),(13 1017.8957),(14 1053.7341),(15 1066.5131),(16 1103.6963),(17 1109.8707),(18 1129.0139),(19 1156.9274),(20 1179.3003),(21 1198.9211),(22 1201.6124),(23 1222.9275),(24 1224.3027),(25 1252.2655),(26 1259.004),(27 1278.0547),(28 1282.3579),(29 1290.2681),(30 1276.6283),(31 1292.3909),(32 1292.162),(33 1286.3822),(34 1293.8557),(35 1308.0266),(36 1307.862),(37 1303.9918),(38 1292.6101),(39 1295.0184),(40 1289.2627),(41 1292.9495),(42 1298.9994),(43 1293.3965),(44 1295.0513),(45 1299.5809),(46 1299.9132),(47 1308.9363),(48 1325.085),(49 1313.5292),(50 1319.2432),(51 1312.9523),(52 1297.517),(53 1317.6819),(54 1328.7817),(55 1334.7915),(56 1334.1907),(57 1332.6312),(58 1333.1866),(59 1347.0454),(60 1350.5857),(61 1333.9369),(62 1330.7009),(63 1335.3197),(64 1331.6704),(65 1322.7084),(66 1327.5706),(67 1324.3405),(68 1325.8628),(69 1324.6176),(70 1317.3751),(71 1308.067),(72 1304.787),(73 1287.7257),(74 1290.0739),(75 1272.516),(76 1278.7728),(77 1249.7367),(78 1228.8794),(79 1237.0382),
(1 552.80194),(2 725.47424),(3 784.37195),(4 804.0436),(5 810.5424),(6 844.24493),(7 871.5422),(8 910.34796),(9 927.458),(10 956.26697),(11 981.3223),(12 980.3227),(13 997.85),(14 1030.6599),(15 1035.612),(16 1057.1602),(17 1075.2175),(18 1083.8448),(19 1111.7845),(20 1128.9829),(21 1140.7224),(22 1165.5314),(23 1181.3374),(24 1189.4308),(25 1208.0844),(26 1213.4282),(27 1236.9058),(28 1236.4894),(29 1250.5923),(30 1248.5276),(31 1245.7473),(32 1231.6636),(33 1243.4097),(34 1245.371),(35 1254.9755),(36 1257.1372),(37 1260.3655),(38 1249.5001),(39 1263.4491),(40 1264.0151),(41 1280.4452),(42 1280.7662),(43 1264.1553),(44 1269.6238),(45 1264.6573),(46 1269.4873),(47 1280.4766),(48 1288.8326),(49 1294.348),(50 1292.6038),(51 1291.7125),(52 1283.2429),(53 1294.4591),(54 1295.9888),(55 1295.3285),(56 1301.3496),(57 1292.4985),(58 1301.1533),(59 1306.31),(60 1330.149),(61 1313.4061),(62 1307.0084),(63 1316.5562),(64 1307.8564),(65 1299.6387),(66 1299.6034),(67 1296.2897),(68 1273.3373),(69 1288.2258),(70 1266.8251),(71 1265.6622),(72 1274.9685),(73 1273.9651),(74 1260.9658),(75 1252.4674),(76 1252.432),(77 1237.3411),(78 1239.0865),(79 1235.4048),
(1 530.9551),(2 709.3162),(3 769.83405),(4 795.0095),(5 823.1578),(6 854.39764),(7 862.66705),(8 893.0467),(9 921.73083),(10 949.18243),(11 966.82544),(12 979.14355),(13 1010.4616),(14 1033.6536),(15 1058.5261),(16 1084.8997),(17 1103.1582),(18 1121.399),(19 1138.8383),(20 1157.8271),(21 1180.9188),(22 1195.1178),(23 1201.3962),(24 1224.9711),(25 1240.6227),(26 1254.4487),(27 1272.956),(28 1275.985),(29 1290.9717),(30 1293.4088),(31 1303.4058),(32 1299.43),(33 1316.9531),(34 1325.0378),(35 1324.6937),(36 1314.2281),(37 1312.1654),(38 1301.9114),(39 1301.0023),(40 1298.8903),(41 1299.2452),(42 1315.0452),(43 1298.7085),(44 1295.8705),(45 1301.16),(46 1279.9708),(47 1293.4232),(48 1304.7433),(49 1306.1312),(50 1304.1956),(51 1308.1257),(52 1308.0261),(53 1335.3615),(54 1330.9506),(55 1317.014),(56 1315.0756),(57 1304.0966),(58 1305.8384),(59 1319.9747),(60 1320.1956),(61 1306.4469),(62 1319.745),(63 1306.0575),(64 1316.3628),(65 1313.4633),(66 1310.5663),(67 1314.6218),(68 1315.7148),(69 1325.45),(70 1299.312),(71 1290.6548),(72 1293.3337),(73 1282.9106),(74 1267.8188),(75 1271.692),(76 1264.5317),(77 1253.2737),(78 1248.2399),(79 1227.4586),
(1 525.7347),(2 691.27094),(3 742.26874),(4 777.9387),(5 802.54504),(6 836.8313),(7 847.4827),(8 880.4699),(9 907.78845),(10 930.19226),(11 961.3026),(12 974.2391),(13 999.86755),(14 1024.2014),(15 1038.3518),(16 1077.189),(17 1083.579),(18 1106.8132),(19 1124.4663),(20 1135.5388),(21 1152.5454),(22 1155.1444),(23 1162.7285),(24 1167.188),(25 1175.3734),(26 1189.5251),(27 1213.2329),(28 1219.1617),(29 1221.9761),(30 1228.1099),(31 1227.592),(32 1225.7557),(33 1224.2155),(34 1232.819),(35 1226.5848),(36 1215.2429),(37 1214.6469),(38 1209.7571),(39 1224.4845),(40 1219.2122),(41 1227.1108),(42 1231.5442),(43 1222.9167),(44 1230.7937),(45 1234.3926),(46 1229.7976),(47 1245.0139),(48 1256.3258),(49 1249.1774),(50 1254.8542),(51 1259.1274),(52 1259.9789),(53 1269.3208),(54 1280.6664),(55 1267.3237),(56 1277.4095),(57 1281.3625),(58 1287.6783),(59 1300.81),(60 1297.7798),(61 1290.5045),(62 1289.7037),(63 1285.6794),(64 1292.4526),(65 1309.9799),(66 1297.8967),(67 1298.1614),(68 1295.6288),(69 1304.9883),(70 1302.8799),(71 1292.446),(72 1270.6952),(73 1262.279),(74 1257.4102),(75 1250.4098),(76 1247.853),(77 1235.7112),(78 1227.8385),(79 1214.1376),
(1 513.36725),(2 675.9067),(3 736.32605),(4 763.4403),(5 778.162),(6 794.5609),(7 825.39307),(8 854.314),(9 868.0912),(10 892.1288),(11 913.10406),(12 944.80865),(13 949.23645),(14 979.4772),(15 994.5892),(16 1026.5764),(17 1043.4447),(18 1058.2916),(19 1075.0076),(20 1091.6016),(21 1102.2191),(22 1100.807),(23 1110.236),(24 1126.7106),(25 1131.7659),(26 1144.8071),(27 1164.2533),(28 1154.7618),(29 1162.0693),(30 1180.314),(31 1186.982),(32 1191.9093),(33 1183.5729),(34 1196.2808),(35 1192.5093),(36 1194.0393),(37 1182.9729),(38 1184.0017),(39 1184.3381),(40 1190.1719),(41 1188.3478),(42 1206.8926),(43 1200.268),(44 1203.6174),(45 1205.708),(46 1207.344),(47 1218.616),(48 1230.1958),(49 1225.7993),(50 1223.0013),(51 1231.1765),(52 1222.2296),(53 1232.155),(54 1227.9916),(55 1228.7566),(56 1207.0886),(57 1203.3168),(58 1203.8809),(59 1214.6394),(60 1217.0714),(61 1217.0813),(62 1214.0975),(63 1200.4232),(64 1215.607),(65 1226.22),(66 1223.5964),(67 1222.9122),(68 1224.7559),(69 1211.1202),(70 1213.2072),(71 1200.892),(72 1196.0994),(73 1181.1876),(74 1178.2134),(75 1183.5378),(76 1175.449),(77 1168.1617),(78 1158.6381),(79 1152.4745),
(1 518.91724),(2 691.55475),(3 748.5671),(4 786.53864),(5 792.40533),(6 811.04346),(7 835.8664),(8 874.6687),(9 893.07336),(10 910.2175),(11 924.9243),(12 951.26843),(13 955.178),(14 975.1639),(15 1000.6059),(16 1016.5512),(17 1019.4718),(18 1042.1658),(19 1069.6251),(20 1079.5321),(21 1103.3859),(22 1097.7908),(23 1133.3077),(24 1129.7579),(25 1128.6069),(26 1152.415),(27 1156.5208),(28 1167.4839),(29 1166.5469),(30 1166.3766),(31 1164.3186),(32 1163.4824),(33 1165.9501),(34 1174.0725),(35 1178.1102),(36 1173.3596),(37 1170.406),(38 1174.4773),(39 1160.1375),(40 1151.2817),(41 1153.3085),(42 1169.7965),(43 1169.0994),(44 1166.279),(45 1167.4386),(46 1184.2719),(47 1195.4686),(48 1202.1295),(49 1194.9448),(50 1196.8656),(51 1214.8214),(52 1200.2805),(53 1197.057),(54 1215.0791),(55 1224.983),(56 1224.2709),(57 1228.1387),(58 1221.4287),(59 1245.2327),(60 1243.3329),(61 1229.7051),(62 1225.3889),(63 1234.2708),(64 1254.0397),(65 1254.8849),(66 1255.8077),(67 1256.4078),(68 1251.1592),(69 1255.932),(70 1237.8856),(71 1233.6058),(72 1226.0502),(73 1219.979),(74 1221.2303),(75 1228.5187),(76 1232.5258),(77 1225.2626),(78 1206.7936),(79 1186.9166),
(1 517.64655),(2 668.74536),(3 733.3876),(4 765.90436),(5 776.20306),(6 806.31256),(7 836.5659),(8 852.24384),(9 871.4794),(10 883.07623),(11 908.5927),(12 926.18005),(13 936.9828),(14 948.2596),(15 982.4871),(16 988.4361),(17 1002.2823),(18 1018.9768),(19 1038.2853),(20 1049.5933),(21 1065.5217),(22 1056.8479),(23 1074.0236),(24 1084.8334),(25 1087.9275),(26 1093.7668),(27 1113.3881),(28 1125.3418),(29 1135.1146),(30 1136.178),(31 1128.4475),(32 1119.6074),(33 1113.835),(34 1125.183),(35 1117.988),(36 1133.3711),(37 1131.7001),(38 1132.1755),(39 1122.1493),(40 1131.2832),(41 1130.3928),(42 1142.2942),(43 1136.9507),(44 1142.3214),(45 1150.9495),(46 1141.1914),(47 1140.0768),(48 1147.8174),(49 1147.0774),(50 1147.8323),(51 1150.8667),(52 1143.5907),(53 1139.0803),(54 1153.9897),(55 1150.5101),(56 1159.9647),(57 1145.5105),(58 1147.0428),(59 1171.4944),(60 1170.7179),(61 1170.8507),(62 1172.646),(63 1169.1322),(64 1173.6547),(65 1170.1167),(66 1158.615),(67 1156.935),(68 1164.3712),(69 1158.8135),(70 1167.3855),(71 1162.9802),(72 1161.2002),(73 1147.4634),(74 1148.0232),(75 1137.494),(76 1139.1049),(77 1136.4506),(78 1135.1989),(79 1129.486),
(1 491.97134),(2 644.98987),(3 723.4128),(4 746.63727),(5 760.3784),(6 782.33514),(7 801.9515),(8 827.53656),(9 834.70514),(10 872.3196),(11 882.65186),(12 920.3226),(13 945.73773),(14 956.0276),(15 972.9223),(16 979.7434),(17 985.11487),(18 1001.7781),(19 1011.0673),(20 1035.1958),(21 1054.5566),(22 1059.263),(23 1074.7219),(24 1086.6555),(25 1087.2726),(26 1101.6903),(27 1096.1107),(28 1106.1653),(29 1113.3877),(30 1114.9777),(31 1110.5681),(32 1113.0806),(33 1108.1914),(34 1112.5759),(35 1110.0919),(36 1111.5297),(37 1109.0024),(38 1116.9976),(39 1108.2317),(40 1110.442),(41 1105.7483),(42 1125.0386),(43 1128.4198),(44 1131.1919),(45 1140.2573),(46 1131.2438),(47 1134.7797),(48 1143.7015),(49 1151.4701),(50 1153.6091),(51 1153.783),(52 1142.546),(53 1165.0226),(54 1169.9648),(55 1171.3583),(56 1177.3629),(57 1173.6013),(58 1168.8549),(59 1168.2893),(60 1168.9532),(61 1168.707),(62 1166.4001),(63 1175.2705),(64 1173.0336),(65 1180.3058),(66 1176.121),(67 1171.973),(68 1178.4735),(69 1180.3306),(70 1168.2766),(71 1174.5006),(72 1165.0475),(73 1149.5588),(74 1148.8193),(75 1143.7146),(76 1139.0829),(77 1121.6082),(78 1117.7795),(79 1125.9146),
(1 491.1697),(2 650.78925),(3 717.99945),(4 747.1261),(5 756.7872),(6 795.8147),(7 810.625),(8 843.08923),(9 858.9159),(10 887.485),(11 900.9137),(12 907.27295),(13 927.3309),(14 949.0647),(15 962.44037),(16 970.22),(17 980.9565),(18 985.3602),(19 1024.7323),(20 1038.3765),(21 1067.2385),(22 1054.1334),(23 1063.264),(24 1072.2922),(25 1073.9158),(26 1096.3945),(27 1097.229),(28 1111.6322),(29 1126.0702),(30 1110.9159),(31 1104.1696),(32 1104.7272),(33 1121.0254),(34 1131.0627),(35 1119.7781),(36 1124.3143),(37 1124.7755),(38 1117.888),(39 1104.7905),(40 1120.502),(41 1118.1749),(42 1126.983),(43 1114.4897),(44 1122.4865),(45 1137.587),(46 1120.3878),(47 1118.1329),(48 1130.2555),(49 1143.7239),(50 1144.4937),(51 1149.9077),(52 1133.4763),(53 1143.2856),(54 1145.8522),(55 1156.3667),(56 1159.7239),(57 1161.8315),(58 1155.2727),(59 1149.2896),(60 1149.8386),(61 1160.8685),(62 1154.6049),(63 1162.8656),(64 1146.8369),(65 1150.4603),(66 1145.8699),(67 1146.9478),(68 1165.1873),(69 1155.9205),(70 1155.7804),(71 1149.629),(72 1145.5093),(73 1143.2634),(74 1150.1018),(75 1157.005),(76 1149.6313),(77 1137.7372),(78 1135.7024),(79 1123.2002),
(1 480.52542),(2 642.938),(3 710.5096),(4 744.8772),(5 752.9595),(6 777.79584),(7 801.5041),(8 817.26154),(9 841.32764),(10 866.1578),(11 893.5225),(12 895.3666),(13 913.6245),(14 939.4924),(15 958.1752),(16 962.21906),(17 973.64557),(18 984.97943),(19 1017.41583),(20 1017.29626),(21 1027.9078),(22 1053.0237),(23 1054.7386),(24 1069.2554),(25 1066.084),(26 1079.7021),(27 1080.0546),(28 1087.5668),(29 1093.7155),(30 1090.0564),(31 1087.8949),(32 1070.2472),(33 1097.0826),(34 1095.3293),(35 1078.1361),(36 1087.8873),(37 1080.734),(38 1085.9017),(39 1087.0103),(40 1082.0354),(41 1075.1406),(42 1072.273),(43 1088.4272),(44 1089.4917),(45 1085.5095),(46 1087.5801),(47 1093.7993),(48 1099.0581),(49 1099.8394),(50 1112.4072),(51 1122.3452),(52 1112.8267),(53 1111.815),(54 1116.9326),(55 1113.8007),(56 1124.9913),(57 1126.194),(58 1123.0686),(59 1116.5947),(60 1118.9111),(61 1121.224),(62 1127.9626),(63 1139.2958),(64 1121.3666),(65 1125.1174),(66 1136.119),(67 1135.9545),(68 1133.3771),(69 1127.3403),(70 1122.6434),(71 1113.1752),(72 1103.9762),(73 1106.8251),(74 1100.0364),(75 1102.9388),(76 1088.6229),(77 1081.1594),(78 1090.4579),(79 1076.4918),
