1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42.275124),(2 55.545364),(3 62.45223),(4 67.78299),(5 71.999855),(6 74.74629),(7 76.04212),(8 77.50064),(9 79.39767),(10 81.426865),(11 82.715744),(12 84.35544),(13 85.89799),(14 87.45112),(15 87.19843),(16 88.26383),(17 88.75705),(18 88.63372),(19 88.29393),(20 88.255066),(21 89.16562),(22 91.288734),(23 91.62948),(24 91.749985),(25 92.38654),(26 93.16081),(27 92.99572),(28 92.79938),(29 93.25564),(30 93.60455),(31 93.48593),(32 93.723434),(33 93.681915),(34 94.85822),(35 94.81814),(36 95.04644),(37 95.88524),(38 96.84638),(39 95.74351),(40 95.77544),(41 96.30325),(42 96.36555),(43 96.32106),(44 95.62594),(45 95.49206),(46 96.366),(47 95.40692),(48 95.491936),(49 95.86354),(50 95.925446),(51 95.32559),(52 95.61966),(53 96.562744),(54 96.35527),(55 95.47317),(56 96.67619),(57 96.998695),(58 98.14234),(59 98.129005),(60 98.6091),(61 99.24084),(62 98.3977),(63 96.59262),(64 95.9839),(65 96.897194),(66 96.176575),(67 95.95815),(68 96.343704),(69 95.645035),(70 96.408516),(71 96.09546),(72 95.46249),(73 95.75878),(74 95.87837),(75 94.21608),(76 94.9417),(77 94.62789),(78 95.605),(79 93.82601),
(1 43.297237),(2 56.051464),(3 63.6049),(4 68.94309),(5 72.27417),(6 74.724174),(7 76.63915),(8 77.546486),(9 78.67361),(10 81.88969),(11 82.66452),(12 84.181496),(13 85.11244),(14 86.600334),(15 86.717545),(16 87.67291),(17 87.91519),(18 87.95484),(19 87.36504),(20 88.090294),(21 88.5692),(22 91.26352),(23 91.19317),(24 92.73936),(25 93.37971),(26 93.979706),(27 93.12198),(28 92.43969),(29 92.9458),(30 93.11214),(31 93.69162),(32 93.66313),(33 93.34764),(34 95.656555),(35 95.48454),(36 96.57951),(37 96.58365),(38 97.714325),(39 96.308075),(40 96.50423),(41 96.331184),(42 96.632835),(43 96.13969),(44 95.981125),(45 96.17131),(46 96.71415),(47 96.18054),(48 96.60266),(49 96.83573),(50 97.36405),(51 96.57451),(52 95.731995),(53 96.06181),(54 96.306755),(55 96.438896),(56 96.119),(57 95.46969),(58 96.984604),(59 96.31558),(60 96.36797),(61 96.48489),(62 96.67377),(63 95.578285),(64 96.08932),(65 95.262024),(66 95.513374),(67 95.78267),(68 95.02915),(69 95.17622),(70 96.17777),(71 95.220215),(72 96.45393),(73 96.013016),(74 96.61023),(75 95.16215),(76 94.91252),(77 95.34643),(78 95.82422),(79 95.77524),
(1 42.001045),(2 55.545666),(3 62.439827),(4 69.011345),(5 73.082985),(6 76.04296),(7 78.234985),(8 79.586586),(9 81.41303),(10 82.837555),(11 84.2838),(12 86.88489),(13 87.392494),(14 88.49279),(15 87.70108),(16 88.58161),(17 89.876595),(18 89.977264),(19 89.79338),(20 89.47169),(21 89.39062),(22 91.181076),(23 91.73751),(24 92.34465),(25 92.75983),(26 93.09983),(27 92.72004),(28 93.97884),(29 95.41053),(30 94.82648),(31 94.459),(32 95.105835),(33 95.86142),(34 96.65844),(35 97.45392),(36 97.48716),(37 97.84815),(38 98.866615),(39 98.68996),(40 98.83333),(41 99.65919),(42 100.42675),(43 99.83736),(44 99.85641),(45 99.98712),(46 100.575905),(47 100.795975),(48 100.78236),(49 101.18774),(50 101.23434),(51 99.947174),(52 100.147995),(53 99.66606),(54 99.5251),(55 99.25731),(56 98.97994),(57 98.03167),(58 99.926186),(59 100.21397),(60 99.889404),(61 100.53123),(62 100.918816),(63 99.21915),(64 99.23374),(65 99.248215),(66 99.4675),(67 98.88222),(68 98.93044),(69 99.28502),(70 100.723625),(71 100.69421),(72 101.06313),(73 100.74704),(74 101.63396),(75 100.73755),(76 99.55758),(77 99.011444),(78 98.605484),(79 98.51939),
(1 41.576015),(2 54.263206),(3 61.392986),(4 67.22011),(5 71.09723),(6 74.321434),(7 76.52938),(8 77.79725),(9 78.63497),(10 81.376884),(11 81.77088),(12 82.7873),(13 84.19784),(14 84.71895),(15 84.85505),(16 84.77537),(17 84.58355),(18 85.193436),(19 85.10579),(20 85.52155),(21 85.957985),(22 88.286354),(23 88.44861),(24 88.9373),(25 90.2633),(26 91.14077),(27 91.183205),(28 91.718605),(29 92.44651),(30 92.97148),(31 92.95019),(32 93.79834),(33 93.93579),(34 95.21316),(35 95.37957),(36 95.97638),(37 97.10488),(38 97.48771),(39 96.74205),(40 97.19803),(41 97.19691),(42 97.907715),(43 96.975914),(44 96.745926),(45 96.20609),(46 97.166306),(47 97.22403),(48 97.87877),(49 97.3174),(50 97.31279),(51 96.1602),(52 96.79228),(53 96.94408),(54 97.1393),(55 96.3915),(56 96.2589),(57 96.76847),(58 97.459274),(59 97.7089),(60 98.28364),(61 98.30461),(62 98.46979),(63 97.5138),(64 96.76254),(65 96.40939),(66 95.59324),(67 94.752975),(68 95.1239),(69 94.411354),(70 95.47916),(71 96.42365),(72 96.82682),(73 97.38844),(74 97.386314),(75 96.23054),(76 95.4642),(77 95.513054),(78 95.26285),(79 94.47719),
(1 41.30135),(2 54.372402),(3 61.650192),(4 67.08702),(5 71.63758),(6 75.18594),(7 76.577805),(8 77.4104),(9 78.55758),(10 81.26693),(11 81.69939),(12 83.68276),(13 85.21389),(14 86.96536),(15 87.04216),(16 88.38604),(17 89.08384),(18 89.30942),(19 88.03945),(20 88.34992),(21 89.20703),(22 90.38113),(23 91.83022),(24 91.49587),(25 92.60828),(26 92.18309),(27 91.80515),(28 92.462166),(29 93.310295),(30 93.01226),(31 92.59948),(32 93.09277),(33 93.07105),(34 93.63721),(35 93.22294),(36 93.7824),(37 94.725044),(38 95.76173),(39 95.48865),(40 96.395134),(41 96.345566),(42 96.88074),(43 97.106316),(44 96.09541),(45 95.651054),(46 96.52168),(47 96.329605),(48 96.7728),(49 96.28471),(50 97.20195),(51 96.67356),(52 96.79369),(53 97.34388),(54 97.84437),(55 97.453896),(56 97.197395),(57 97.4192),(58 98.33725),(59 97.33118),(60 97.973175),(61 98.33874),(62 98.351074),(63 96.740486),(64 97.796555),(65 97.42355),(66 97.66831),(67 97.55762),(68 97.52097),(69 97.69805),(70 98.49563),(71 98.54403),(72 99.08225),(73 99.68916),(74 100.11076),(75 98.50069),(76 98.4015),(77 98.21789),(78 98.81656),(79 98.06082),
(1 40.785503),(2 53.616085),(3 60.400585),(4 65.258064),(5 68.98976),(6 72.127014),(7 73.70639),(8 74.26471),(9 76.13171),(10 77.922615),(11 79.08539),(12 79.92956),(13 80.943634),(14 82.07056),(15 81.80203),(16 82.5295),(17 82.98657),(18 83.75917),(19 83.644684),(20 83.29298),(21 84.04894),(22 85.37121),(23 86.164856),(24 87.07571),(25 87.4707),(26 88.28201),(27 86.91289),(28 86.980675),(29 87.552475),(30 88.08454),(31 88.214905),(32 87.76532),(33 87.44879),(34 88.37154),(35 89.02833),(36 89.590195),(37 89.86463),(38 90.736916),(39 90.3538),(40 90.78566),(41 90.938034),(42 91.63049),(43 91.51074),(44 91.01337),(45 90.68528),(46 92.17006),(47 91.842415),(48 91.92055),(49 92.93419),(50 93.42133),(51 93.12476),(52 93.058205),(53 94.23434),(54 93.979744),(55 94.084694),(56 94.52113),(57 94.37132),(58 95.739655),(59 95.14702),(60 94.99494),(61 95.336395),(62 95.54455),(63 95.10732),(64 95.434975),(65 95.3294),(66 94.79394),(67 94.43313),(68 93.730385),(69 93.3345),(70 94.41427),(71 93.53786),(72 93.90783),(73 94.18123),(74 94.39871),(75 93.20883),(76 93.0681),(77 93.572655),(78 93.63614),(79 92.51441),
(1 41.256462),(2 54.13131),(3 60.95354),(4 66.30754),(5 71.00001),(6 73.66976),(7 74.90154),(8 75.33466),(9 76.88695),(10 79.69259),(11 81.39644),(12 82.858795),(13 84.020966),(14 85.1691),(15 85.177574),(16 85.728325),(17 85.797874),(18 86.11172),(19 86.27341),(20 86.11339),(21 85.93912),(22 87.32388),(23 88.08514),(24 89.380325),(25 89.76441),(26 90.61541),(27 89.9839),(28 90.38678),(29 91.02476),(30 91.385124),(31 91.56419),(32 91.62347),(33 90.717606),(34 91.901),(35 92.21925),(36 92.79285),(37 93.43144),(38 94.73341),(39 94.24945),(40 95.20189),(41 94.93693),(42 95.65776),(43 95.32477),(44 94.8679),(45 94.515564),(46 95.36004),(47 94.571396),(48 94.77594),(49 94.7998),(50 95.15984),(51 94.25319),(52 94.69636),(53 95.326706),(54 96.01648),(55 95.57815),(56 94.93963),(57 94.48028),(58 95.25852),(59 95.03776),(60 95.45703),(61 95.94847),(62 95.70524),(63 94.999016),(64 94.793564),(65 93.38438),(66 93.39475),(67 93.12318),(68 92.98325),(69 92.79628),(70 94.088524),(71 93.807686),(72 93.71153),(73 94.69119),(74 95.503296),(75 94.270584),(76 94.25568),(77 95.593475),(78 95.76127),(79 94.6931),
(1 40.26414),(2 52.53653),(3 59.56975),(4 64.81305),(5 68.98),(6 72.35601),(7 73.968506),(8 75.06993),(9 75.9373),(10 78.81753),(11 80.15614),(12 81.029106),(13 82.93974),(14 83.5722),(15 83.14235),(16 83.69988),(17 83.58795),(18 84.71812),(19 83.981476),(20 84.88405),(21 84.85257),(22 86.26071),(23 86.67553),(24 87.10422),(25 87.69265),(26 88.28858),(27 86.887),(28 87.63488),(29 87.2086),(30 87.587234),(31 88.34862),(32 87.97157),(33 88.175446),(34 88.699196),(35 88.233734),(36 89.58076),(37 89.97187),(38 90.705376),(39 89.61391),(40 91.105354),(41 91.99995),(42 91.20594),(43 91.02391),(44 90.490135),(45 90.78237),(46 91.35913),(47 91.37855),(48 92.59893),(49 92.255936),(50 92.52856),(51 91.541695),(52 91.37589),(53 91.61874),(54 91.410034),(55 91.30616),(56 90.576935),(57 90.694565),(58 91.7572),(59 92.20196),(60 92.34126),(61 92.1842),(62 93.31709),(63 92.380554),(64 91.59662),(65 91.00684),(66 90.50649),(67 90.55867),(68 90.81018),(69 91.06324),(70 92.19611),(71 91.32908),(72 91.6981),(73 91.569466),(74 92.49613),(75 90.738976),(76 90.90258),(77 91.36607),(78 92.14681),(79 91.88718),
(1 39.473305),(2 51.33253),(3 58.14041),(4 62.688908),(5 67.09459),(6 70.070816),(7 72.222466),(8 73.42588),(9 74.24094),(10 75.90405),(11 77.54653),(12 78.4611),(13 79.18032),(14 79.454704),(15 79.66889),(16 80.36032),(17 81.85155),(18 82.279976),(19 81.64183),(20 82.36585),(21 83.4206),(22 84.59938),(23 84.55324),(24 85.10194),(25 85.55073),(26 86.71211),(27 86.250595),(28 86.469955),(29 86.600334),(30 87.13738),(31 87.442955),(32 87.41933),(33 87.938416),(34 89.07867),(35 89.409775),(36 89.82928),(37 90.93033),(38 91.39962),(39 90.6119),(40 91.2182),(41 92.24423),(42 92.581245),(43 92.93484),(44 92.85032),(45 92.4902),(46 91.770966),(47 91.40402),(48 91.721146),(49 92.90191),(50 92.72931),(51 91.38073),(52 91.31437),(53 91.21082),(54 91.484695),(55 91.13682),(56 90.45849),(57 90.2045),(58 90.96959),(59 90.71415),(60 91.16204),(61 91.51634),(62 91.65728),(63 91.149124),(64 90.34505),(65 89.20715),(66 89.52974),(67 89.45377),(68 89.74406),(69 89.79811),(70 90.21988),(71 90.15685),(72 90.809654),(73 91.36986),(74 92.10547),(75 90.71084),(76 90.99212),(77 90.30952),(78 90.2728),(79 89.88764),
(1 39.74972),(2 52.407364),(3 59.82032),(4 65.074265),(5 68.37377),(6 72.10974),(7 74.45648),(8 75.05375),(9 74.81235),(10 76.64129),(11 78.06159),(12 79.84917),(13 81.22838),(14 82.57929),(15 82.16606),(16 82.817635),(17 83.64781),(18 83.94119),(19 83.801254),(20 84.18493),(21 84.819405),(22 85.11672),(23 85.70115),(24 86.1822),(25 86.6494),(26 86.95402),(27 86.48589),(28 86.214386),(29 86.54192),(30 87.207924),(31 87.13582),(32 87.04933),(33 87.13413),(34 87.994354),(35 87.7308),(36 87.75879),(37 88.57985),(38 89.23742),(39 89.774864),(40 88.98),(41 90.10202),(42 90.791115),(43 90.61333),(44 91.03068),(45 90.521774),(46 91.83025),(47 91.426605),(48 91.39601),(49 91.89679),(50 92.32913),(51 91.153915),(52 90.92971),(53 91.540825),(54 91.33971),(55 91.51695),(56 91.07128),(57 90.902245),(58 91.65019),(59 91.078636),(60 91.13035),(61 91.99055),(62 92.66737),(63 92.57602),(64 93.10877),(65 92.79024),(66 92.38224),(67 91.81814),(68 91.44388),(69 91.66703),(70 92.146286),(71 92.192764),(72 92.333405),(73 93.104385),(74 94.118866),(75 93.366165),(76 93.301094),(77 93.53801),(78 93.226585),(79 92.88699),
(1 39.37911),(2 51.404198),(3 57.705246),(4 63.003723),(5 66.62505),(6 69.68938),(7 71.600296),(8 71.73968),(9 72.75804),(10 75.885376),(11 77.064835),(12 78.200455),(13 78.95951),(14 80.11527),(15 79.344574),(16 80.02306),(17 80.29661),(18 81.17852),(19 81.98477),(20 82.37116),(21 83.826645),(22 84.24697),(23 84.18717),(24 84.837524),(25 85.300766),(26 85.40537),(27 84.344864),(28 85.26139),(29 85.62361),(30 85.84142),(31 85.87438),(32 86.17785),(33 86.08867),(34 87.2388),(35 88.03577),(36 88.46961),(37 88.3555),(38 88.846756),(39 88.5925),(40 88.971794),(41 89.258255),(42 88.919815),(43 88.62355),(44 88.84077),(45 88.36606),(46 89.82953),(47 89.50586),(48 90.12906),(49 89.646194),(50 89.97546),(51 89.361725),(52 88.43802),(53 87.72827),(54 88.87806),(55 88.01205),(56 87.37544),(57 87.12707),(58 88.226616),(59 87.63884),(60 88.36612),(61 88.89387),(62 88.756516),(63 88.28631),(64 87.63454),(65 87.853065),(66 88.68722),(67 88.17752),(68 87.64438),(69 87.51563),(70 88.20488),(71 88.20171),(72 88.372894),(73 88.71595),(74 89.06571),(75 88.19689),(76 88.31258),(77 87.87698),(78 86.98563),(79 86.87556),
(1 39.561913),(2 52.08822),(3 59.286877),(4 63.711697),(5 67.91311),(6 71.30124),(7 72.60661),(8 73.88466),(9 75.12955),(10 77.87999),(11 78.87581),(12 80.52653),(13 82.16257),(14 83.63637),(15 83.69243),(16 83.74431),(17 83.94517),(18 84.20364),(19 84.66371),(20 84.08269),(21 84.94627),(22 86.12576),(23 86.253174),(24 86.8189),(25 86.7948),(26 87.15756),(27 86.513405),(28 86.469604),(29 86.19154),(30 86.96284),(31 86.661255),(32 86.84023),(33 87.82747),(34 88.38086),(35 88.86463),(36 90.00418),(37 90.51543),(38 91.87693),(39 91.164246),(40 91.18087),(41 91.91042),(42 91.95042),(43 91.2408),(44 91.354744),(45 91.07052),(46 92.21984),(47 91.85304),(48 91.734856),(49 91.27255),(50 91.64393),(51 91.0311),(52 91.01882),(53 91.50878),(54 91.49525),(55 91.70609),(56 90.9784),(57 90.96233),(58 92.73179),(59 92.80317),(60 93.14905),(61 93.91896),(62 93.13123),(63 92.32149),(64 92.23529),(65 92.74948),(66 92.95289),(67 92.96323),(68 93.047066),(69 93.591576),(70 93.22289),(71 93.470894),(72 93.37073),(73 93.50896),(74 93.80014),(75 92.69771),(76 92.48668),(77 91.92977),(78 91.58097),(79 91.50149),
(1 38.71436),(2 50.597553),(3 58.0783),(4 62.582924),(5 66.333565),(6 69.592865),(7 70.5321),(8 71.0624),(9 71.84851),(10 74.41532),(11 75.81653),(12 77.67794),(13 78.639534),(14 79.41577),(15 79.60621),(16 79.770584),(17 80.04101),(18 80.84869),(19 81.13724),(20 80.92657),(21 81.19224),(22 83.1958),(23 83.58533),(24 83.963615),(25 84.962326),(26 84.33803),(27 84.37227),(28 83.74746),(29 83.73565),(30 83.88644),(31 84.307304),(32 83.813866),(33 84.11838),(34 85.40188),(35 85.336624),(36 86.45375),(37 87.48687),(38 88.25412),(39 87.359924),(40 88.21953),(41 88.70261),(42 89.24463),(43 89.015434),(44 88.739624),(45 88.66617),(46 89.34929),(47 88.719315),(48 88.85479),(49 89.27591),(50 89.04524),(51 89.404396),(52 89.30991),(53 89.4897),(54 89.214264),(55 89.22728),(56 89.66517),(57 89.82191),(58 89.757675),(59 89.84325),(60 90.64292),(61 90.504234),(62 90.351),(63 90.335495),(64 90.20729),(65 90.59244),(66 91.061),(67 91.6488),(68 92.719635),(69 92.341576),(70 92.960175),(71 92.032684),(72 92.547714),(73 93.09412),(74 92.51151),(75 91.707726),(76 91.31919),(77 91.25403),(78 90.99687),(79 90.39963),
(1 38.85978),(2 50.84228),(3 58.45889),(4 63.09338),(5 66.77727),(6 70.16671),(7 71.814766),(8 72.61436),(9 73.46936),(10 75.8776),(11 76.71848),(12 77.9788),(13 79.29959),(14 80.80638),(15 80.70497),(16 80.03642),(17 80.626274),(18 81.42472),(19 80.69307),(20 81.13801),(21 81.115944),(22 82.93989),(23 83.31852),(24 84.02361),(25 84.44599),(26 84.297264),(27 84.6391),(28 84.56311),(29 85.09004),(30 84.77203),(31 85.01899),(32 85.24435),(33 85.36413),(34 86.90528),(35 87.050575),(36 87.41227),(37 87.63415),(38 88.20983),(39 88.17097),(40 88.76814),(41 89.23552),(42 89.736084),(43 88.99593),(44 89.45038),(45 88.995255),(46 89.61679),(47 88.915436),(48 89.48226),(49 89.51793),(50 89.71292),(51 89.31989),(52 88.33696),(53 88.72871),(54 89.0679),(55 88.845924),(56 88.1113),(57 87.832596),(58 89.37791),(59 89.38161),(60 89.1195),(61 89.09525),(62 89.079865),(63 87.79211),(64 88.08573),(65 88.10037),(66 88.03915),(67 87.94586),(68 87.70227),(69 88.21928),(70 88.70218),(71 88.60464),(72 89.2015),(73 89.7414),(74 90.3372),(75 89.581726),(76 89.27221),(77 89.425385),(78 89.536896),(79 89.26707),
(1 38.484486),(2 50.226315),(3 57.51922),(4 63.07427),(5 66.60145),(6 69.208664),(7 71.69353),(8 72.31167),(9 73.7212),(10 75.56718),(11 76.54148),(12 77.504654),(13 78.19629),(14 79.47977),(15 79.799225),(16 80.787674),(17 81.455864),(18 82.39531),(19 82.549545),(20 82.47122),(21 82.52756),(22 83.58572),(23 83.99278),(24 84.50518),(25 85.15857),(26 85.26372),(27 85.064186),(28 84.83944),(29 84.824615),(30 85.236755),(31 85.81397),(32 86.20659),(33 85.57694),(34 87.07659),(35 87.9754),(36 88.228226),(37 88.42904),(38 89.09479),(39 88.965416),(40 89.552795),(41 89.846596),(42 90.293045),(43 90.24712),(44 89.52418),(45 89.76805),(46 90.808525),(47 90.76208),(48 91.15248),(49 91.329216),(50 92.12632),(51 92.164406),(52 91.5205),(53 91.27141),(54 91.75023),(55 91.20753),(56 91.16499),(57 91.58908),(58 92.15383),(59 91.895836),(60 91.12693),(61 91.10477),(62 91.62684),(63 92.032646),(64 91.44257),(65 91.58869),(66 91.04437),(67 90.613686),(68 90.80082),(69 91.402885),(70 91.92512),(71 91.7845),(72 92.146225),(73 92.87381),(74 93.27084),(75 91.7444),(76 91.69241),(77 91.25295),(78 91.965614),(79 90.925934),
(1 38.439358),(2 50.26739),(3 57.29648),(4 61.840202),(5 65.79252),(6 69.16489),(7 70.5494),(8 71.23791),(9 72.26572),(10 74.391594),(11 75.293976),(12 77.04617),(13 77.713776),(14 78.62654),(15 79.182785),(16 79.44156),(17 80.34902),(18 80.96506),(19 80.3194),(20 79.87767),(21 80.546104),(22 81.11011),(23 81.20796),(24 81.79613),(25 82.42381),(26 83.05725),(27 83.46357),(28 83.46043),(29 83.51294),(30 83.8848),(31 83.43189),(32 83.20632),(33 84.06738),(34 85.438644),(35 86.34423),(36 86.38695),(37 86.41134),(38 87.09794),(39 86.65423),(40 86.96933),(41 87.06754),(42 86.92444),(43 87.08233),(44 86.858154),(45 86.659744),(46 87.02243),(47 86.61339),(48 86.423546),(49 86.389755),(50 86.59681),(51 85.671196),(52 86.30547),(53 86.24648),(54 85.22801),(55 84.41196),(56 83.925316),(57 83.89024),(58 85.23471),(59 85.46572),(60 85.12937),(61 85.66032),(62 85.8073),(63 85.86929),(64 86.10916),(65 85.20737),(66 84.650345),(67 84.301285),(68 84.686295),(69 84.91245),(70 85.14223),(71 85.07749),(72 85.92868),(73 85.84016),(74 85.922905),(75 84.88975),(76 85.74853),(77 85.44837),(78 85.65785),(79 85.80433),
(1 37.922363),(2 49.624207),(3 56.50202),(4 61.400658),(5 65.01024),(6 68.047035),(7 69.75917),(8 71.283104),(9 72.63133),(10 73.80246),(11 74.44281),(12 76.54925),(13 77.91153),(14 78.424934),(15 78.315475),(16 79.30288),(17 80.372055),(18 80.68819),(19 81.066246),(20 80.419914),(21 80.69726),(22 81.77015),(23 81.734146),(24 82.149376),(25 83.050064),(26 83.0513),(27 83.550224),(28 84.05862),(29 84.664635),(30 84.814415),(31 84.63115),(32 84.76871),(33 85.20211),(34 85.78027),(35 85.6274),(36 85.79631),(37 86.03414),(38 86.868454),(39 86.2268),(40 86.918465),(41 87.45392),(42 87.534546),(43 86.906715),(44 86.54315),(45 86.60995),(46 87.87648),(47 88.265564),(48 88.14976),(49 88.01653),(50 87.70451),(51 86.74351),(52 86.97764),(53 87.53477),(54 87.169846),(55 86.83889),(56 86.50949),(57 86.71596),(58 87.804115),(59 87.42652),(60 87.50615),(61 87.23761),(62 87.6271),(63 87.23931),(64 87.45721),(65 87.15677),(66 87.59623),(67 87.37538),(68 87.08696),(69 86.88528),(70 88.188576),(71 88.09405),(72 88.39656),(73 88.529366),(74 89.25986),(75 89.2814),(76 89.24627),(77 88.78046),(78 88.96242),(79 88.48522),
(1 37.905655),(2 48.556774),(3 56.232796),(4 60.468792),(5 63.922813),(6 66.87657),(7 68.64986),(8 69.29266),(9 70.16595),(10 72.02904),(11 73.150185),(12 74.393234),(13 74.95512),(14 76.03144),(15 76.39133),(16 76.405426),(17 76.42169),(18 76.86628),(19 77.61512),(20 77.03726),(21 76.68731),(22 77.968216),(23 77.85347),(24 78.63891),(25 79.04122),(26 79.68013),(27 79.647575),(28 80.04633),(29 81.069824),(30 81.27513),(31 80.7474),(32 80.85407),(33 81.73463),(34 82.94708),(35 83.4601),(36 84.41421),(37 84.244286),(38 84.31184),(39 83.55215),(40 83.83079),(41 84.981705),(42 85.19904),(43 84.82035),(44 83.693214),(45 83.82747),(46 84.2917),(47 83.75174),(48 84.18436),(49 84.02242),(50 84.15328),(51 83.34552),(52 83.802086),(53 84.07761),(54 84.19979),(55 84.27277),(56 84.287674),(57 84.3365),(58 85.69798),(59 84.93717),(60 85.56093),(61 85.04243),(62 85.060104),(63 84.67225),(64 84.36552),(65 84.61203),(66 84.46648),(67 83.82171),(68 84.11421),(69 84.91986),(70 85.54772),(71 85.08322),(72 85.41687),(73 85.26439),(74 85.45546),(75 84.04764),(76 84.16087),(77 84.11495),(78 84.64844),(79 84.69947),
