1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54.665817),(2 64.80634),(3 69.75072),(4 73.31675),(5 75.08842),(6 77.35415),(7 78.172134),(8 78.3115),(9 78.78437),(10 79.24978),(11 80.266174),(12 80.82669),(13 81.421135),(14 81.79712),(15 81.794846),(16 82.50954),(17 82.68137),(18 82.994705),(19 82.689896),(20 83.43676),(21 83.474625),(22 83.69416),(23 82.4454),(24 83.73966),(25 83.24491),(26 83.280716),(27 83.50147),(28 83.672165),(29 84.100365),(30 83.37551),(31 83.70207),(32 83.60411),(33 84.034355),(34 83.79836),(35 83.34781),(36 84.23812),(37 84.33522),(38 85.392235),(39 84.38011),(40 84.67612),(41 85.503265),(42 85.7762),(43 86.3913),(44 86.7071),(45 86.65106),(46 86.87827),(47 86.00124),(48 87.19727),(49 86.19681),(50 85.99879),(51 86.509346),(52 86.01617),(53 85.749756),(54 87.064415),(55 87.79408),(56 87.05522),(57 86.337944),(58 86.00549),(59 86.00078),(60 85.90692),(61 86.351204),(62 86.872116),(63 86.81899),(64 86.72664),(65 86.27161),(66 87.6579),(67 87.02959),(68 88.227646),(69 88.14813),(70 87.81605),(71 88.60604),(72 88.80906),(73 90.32701),(74 89.58789),(75 89.98784),(76 88.84514),(77 89.100006),(78 90.35473),(79 89.50346),
(1 54.124462),(2 63.967392),(3 69.007416),(4 72.6095),(5 75.611855),(6 76.7787),(7 77.871346),(8 78.58575),(9 79.11066),(10 78.74303),(11 79.47038),(12 80.06504),(13 81.31286),(14 82.13888),(15 81.2953),(16 82.31096),(17 82.173485),(18 82.16611),(19 83.00905),(20 82.566574),(21 81.859825),(22 81.35369),(23 81.489136),(24 82.135635),(25 82.20935),(26 82.1795),(27 82.49903),(28 81.71876),(29 81.80774),(30 81.15221),(31 81.33409),(32 82.37824),(33 82.798325),(34 83.25022),(35 83.013794),(36 83.48742),(37 83.88489),(38 84.20056),(39 84.14299),(40 84.47241),(41 84.55969),(42 85.16951),(43 85.54718),(44 86.39178),(45 86.11435),(46 86.370316),(47 86.22094),(48 86.09637),(49 86.21164),(50 86.40153),(51 86.57549),(52 85.687164),(53 84.64828),(54 86.082214),(55 86.07162),(56 86.00962),(57 86.175064),(58 85.26412),(59 84.83154),(60 86.00723),(61 85.39703),(62 84.73096),(63 85.519875),(64 85.88262),(65 85.33751),(66 85.81634),(67 85.73042),(68 86.15794),(69 86.85751),(70 87.33074),(71 86.62935),(72 87.2303),(73 87.28717),(74 88.12246),(75 87.7022),(76 87.00107),(77 86.231834),(78 87.35722),(79 87.17641),
(1 54.838062),(2 64.895676),(3 70.9641),(4 74.18748),(5 75.80207),(6 77.66017),(7 77.61975),(8 78.858696),(9 79.42733),(10 78.95002),(11 79.48406),(12 80.18579),(13 81.034355),(14 81.71507),(15 82.14045),(16 81.99929),(17 81.62635),(18 81.873245),(19 81.09802),(20 81.856064),(21 81.81258),(22 80.59514),(23 80.85125),(24 82.13432),(25 82.83966),(26 82.63315),(27 82.63426),(28 82.87032),(29 83.24107),(30 83.36321),(31 82.503876),(32 82.59077),(33 83.54092),(34 84.31223),(35 82.85175),(36 83.669495),(37 84.07272),(38 83.51669),(39 83.378265),(40 83.99926),(41 83.874756),(42 84.39466),(43 84.68),(44 85.22364),(45 85.521706),(46 85.72327),(47 85.351944),(48 86.08936),(49 85.14885),(50 84.92189),(51 85.81312),(52 84.60758),(53 83.70446),(54 84.93702),(55 84.86365),(56 84.619804),(57 85.97597),(58 85.65329),(59 85.6076),(60 85.59241),(61 85.6949),(62 85.60138),(63 85.61169),(64 85.7685),(65 84.8777),(66 85.302),(67 85.809364),(68 84.993614),(69 85.50757),(70 85.60253),(71 86.21877),(72 86.21765),(73 86.63304),(74 85.94353),(75 85.94979),(76 86.39928),(77 86.7635),(78 87.7269),(79 87.97436),
(1 54.632915),(2 64.52729),(3 69.76999),(4 73.00571),(5 75.1522),(6 76.75904),(7 77.64939),(8 79.50219),(9 79.555305),(10 79.90828),(11 78.412315),(12 78.67645),(13 79.69624),(14 79.34366),(15 78.69469),(16 80.57835),(17 80.97289),(18 81.90839),(19 81.5641),(20 82.60789),(21 82.612564),(22 81.8659),(23 81.794426),(24 82.45889),(25 82.02686),(26 82.40925),(27 81.79703),(28 82.04701),(29 81.43626),(30 81.280266),(31 81.29716),(32 80.82243),(33 81.91569),(34 81.81081),(35 81.711914),(36 82.45493),(37 82.337814),(38 82.14838),(39 82.9722),(40 83.02173),(41 83.96634),(42 84.22289),(43 84.49315),(44 84.82506),(45 84.60892),(46 84.07036),(47 84.68517),(48 83.83529),(49 83.94355),(50 83.974495),(51 84.1535),(52 83.44274),(53 83.86192),(54 83.57409),(55 83.932816),(56 83.31373),(57 83.22871),(58 83.834694),(59 84.226326),(60 84.54509),(61 84.696724),(62 84.81944),(63 84.89226),(64 85.29083),(65 85.71012),(66 85.424904),(67 85.79675),(68 85.72607),(69 87.05647),(70 86.774734),(71 87.01166),(72 87.32053),(73 86.952995),(74 86.41976),(75 86.6659),(76 85.82262),(77 85.701614),(78 86.39191),(79 86.70053),
(1 53.694817),(2 63.164433),(3 67.96755),(4 70.896),(5 72.93644),(6 75.41963),(7 75.8253),(8 77.302155),(9 77.67476),(10 78.04441),(11 77.67939),(12 78.88986),(13 79.960236),(14 80.12132),(15 80.56366),(16 81.19121),(17 81.01477),(18 80.87356),(19 81.055786),(20 81.92629),(21 82.23252),(22 82.09719),(23 82.64031),(24 82.14776),(25 81.79569),(26 81.40467),(27 81.1073),(28 80.72435),(29 80.4852),(30 80.396095),(31 80.577194),(32 81.15494),(33 81.42068),(34 80.730576),(35 80.68513),(36 81.7531),(37 82.01556),(38 81.37265),(39 81.31661),(40 81.26872),(41 81.68354),(42 82.797226),(43 83.48996),(44 84.23269),(45 83.95676),(46 83.60955),(47 83.11178),(48 83.07261),(49 81.96354),(50 82.44037),(51 82.18705),(52 82.34253),(53 81.843475),(54 83.10478),(55 83.456314),(56 83.40809),(57 84.091675),(58 82.72004),(59 83.288086),(60 83.19975),(61 82.53888),(62 82.84409),(63 83.67002),(64 83.25531),(65 83.9455),(66 83.44782),(67 84.458916),(68 85.343544),(69 85.40901),(70 84.72908),(71 86.38271),(72 86.36224),(73 86.40123),(74 85.500046),(75 85.85409),(76 84.91879),(77 86.01829),(78 86.24773),(79 86.26599),
(1 54.001976),(2 64.22603),(3 69.47456),(4 72.02419),(5 74.4331),(6 76.374565),(7 77.23055),(8 78.110794),(9 78.54063),(10 78.61501),(11 79.09368),(12 79.88721),(13 80.30205),(14 80.38463),(15 81.04429),(16 81.36516),(17 80.60644),(18 82.514465),(19 82.182365),(20 82.62629),(21 83.02701),(22 82.92943),(23 82.69332),(24 82.88426),(25 82.99209),(26 82.583565),(27 81.63493),(28 82.688484),(29 82.41706),(30 82.819145),(31 82.04624),(32 81.978485),(33 81.947235),(34 82.13212),(35 82.39937),(36 82.66627),(37 83.040016),(38 82.72584),(39 83.45285),(40 82.83546),(41 82.3742),(42 84.352875),(43 83.89502),(44 85.16618),(45 84.9577),(46 83.492386),(47 84.916664),(48 84.92195),(49 84.77123),(50 85.12046),(51 84.38641),(52 84.54198),(53 84.78931),(54 84.98944),(55 85.458824),(56 85.23524),(57 85.38789),(58 84.9017),(59 85.57225),(60 85.56681),(61 85.48024),(62 85.89287),(63 86.239975),(64 85.975044),(65 86.28021),(66 85.67462),(67 86.5176),(68 85.95416),(69 86.098526),(70 86.150856),(71 87.272095),(72 87.23352),(73 88.77064),(74 87.47381),(75 88.56643),(76 88.312675),(77 88.884285),(78 89.13711),(79 89.82491),
(1 53.132137),(2 62.579346),(3 67.57789),(4 71.2076),(5 72.70175),(6 74.92893),(7 75.08886),(8 76.059),(9 76.72522),(10 76.845566),(11 76.697105),(12 77.824196),(13 77.95942),(14 78.633934),(15 78.80528),(16 78.80509),(17 79.94601),(18 80.33829),(19 79.67389),(20 80.19419),(21 80.30263),(22 80.08526),(23 79.16336),(24 79.99514),(25 80.097305),(26 80.90344),(27 80.35572),(28 80.93973),(29 79.721565),(30 79.284164),(31 79.17452),(32 78.88145),(33 80.9727),(34 80.64235),(35 80.49197),(36 80.76376),(37 81.78067),(38 82.100296),(39 81.16446),(40 81.090324),(41 81.486916),(42 82.65559),(43 82.61197),(44 82.79929),(45 82.580826),(46 81.47996),(47 81.70175),(48 82.375496),(49 82.500435),(50 82.53232),(51 82.0436),(52 81.92034),(53 81.409546),(54 82.13655),(55 81.92012),(56 81.05914),(57 80.87392),(58 81.84782),(59 81.76121),(60 82.20851),(61 81.96763),(62 82.78985),(63 82.27047),(64 82.983444),(65 82.83033),(66 83.02857),(67 84.11795),(68 84.283676),(69 83.62723),(70 84.55346),(71 84.23544),(72 85.39618),(73 85.84175),(74 86.074715),(75 84.980576),(76 84.64842),(77 85.83781),(78 86.14977),(79 85.970894),
(1 52.959015),(2 62.979973),(3 68.170456),(4 71.86821),(5 73.44723),(6 75.12061),(7 75.41126),(8 76.40315),(9 77.13504),(10 76.910225),(11 76.95727),(12 77.410446),(13 77.60031),(14 77.51609),(15 77.61244),(16 77.25501),(17 78.333595),(18 79.0104),(19 78.53778),(20 80.479164),(21 80.30931),(22 79.118866),(23 80.48134),(24 80.319466),(25 80.13339),(26 80.58576),(27 80.34568),(28 80.36287),(29 79.52965),(30 80.41149),(31 80.46817),(32 80.48679),(33 81.6106),(34 81.29249),(35 81.30855),(36 81.93182),(37 82.68822),(38 83.93468),(39 82.338),(40 83.02204),(41 83.73314),(42 82.37227),(43 83.19954),(44 83.7302),(45 83.9139),(46 81.79893),(47 81.985634),(48 82.67279),(49 83.14229),(50 82.813545),(51 82.27771),(52 82.2719),(53 81.98541),(54 82.78836),(55 82.42915),(56 82.85331),(57 82.32037),(58 82.53519),(59 82.91243),(60 82.865135),(61 83.17009),(62 83.27597),(63 81.9488),(64 82.66942),(65 82.13073),(66 82.493324),(67 82.63793),(68 82.84877),(69 83.59076),(70 83.08934),(71 83.807785),(72 83.43889),(73 83.83638),(74 83.36272),(75 83.98038),(76 82.74274),(77 83.62741),(78 84.7997),(79 85.02354),
(1 52.484116),(2 62.031647),(3 66.412186),(4 70.44634),(5 72.95853),(6 75.30027),(7 76.100784),(8 76.71815),(9 77.69566),(10 77.87566),(11 77.94735),(12 79.01314),(13 78.99556),(14 79.99887),(15 79.73087),(16 80.23317),(17 80.82238),(18 80.388855),(19 79.52986),(20 79.55633),(21 80.083855),(22 79.55171),(23 80.25377),(24 80.7651),(25 81.06038),(26 81.18623),(27 80.70418),(28 81.0742),(29 79.89028),(30 80.20821),(31 79.163704),(32 79.60332),(33 80.803474),(34 80.19493),(35 80.136406),(36 79.98644),(37 80.70051),(38 79.958534),(39 80.42297),(40 80.46405),(41 81.12581),(42 80.7035),(43 80.64514),(44 81.60695),(45 82.187),(46 81.97751),(47 82.81237),(48 81.89344),(49 82.668434),(50 82.69818),(51 81.59114),(52 82.241974),(53 81.59968),(54 82.907776),(55 82.89695),(56 81.76348),(57 82.27234),(58 82.0137),(59 82.712814),(60 82.47146),(61 82.59219),(62 82.95896),(63 82.61333),(64 84.708305),(65 84.69261),(66 84.15518),(67 84.979645),(68 83.836815),(69 85.039),(70 85.230286),(71 85.684044),(72 86.546974),(73 86.040276),(74 86.632065),(75 86.371605),(76 85.43033),(77 85.676445),(78 85.93493),(79 86.13366),
(1 52.02728),(2 62.00581),(3 65.979774),(4 69.67304),(5 72.33918),(6 72.69869),(7 74.29439),(8 74.45732),(9 74.507225),(10 74.23088),(11 75.06606),(12 76.194496),(13 76.78934),(14 77.29271),(15 77.50068),(16 78.48331),(17 78.0518),(18 78.63161),(19 78.3894),(20 79.09901),(21 78.72072),(22 78.54912),(23 78.81981),(24 79.5201),(25 80.34453),(26 79.33067),(27 77.99887),(28 78.09621),(29 78.064896),(30 77.92944),(31 78.7622),(32 78.318825),(33 78.24234),(34 78.31839),(35 79.32647),(36 78.97982),(37 80.118484),(38 80.133835),(39 81.09818),(40 80.17504),(41 79.98707),(42 79.56082),(43 80.32614),(44 80.86029),(45 80.43467),(46 80.276375),(47 80.88029),(48 81.01293),(49 80.659645),(50 82.128136),(51 82.1727),(52 81.189606),(53 80.26764),(54 81.63942),(55 81.631325),(56 82.56668),(57 81.661354),(58 81.095215),(59 81.2705),(60 81.947624),(61 82.1021),(62 81.501564),(63 82.28355),(64 82.267334),(65 82.35204),(66 83.494644),(67 83.45647),(68 83.854706),(69 83.88941),(70 82.659706),(71 83.887215),(72 83.49956),(73 83.52811),(74 83.39205),(75 82.886955),(76 82.28367),(77 83.558),(78 83.74398),(79 82.60515),
(1 51.788307),(2 61.53066),(3 66.266975),(4 68.84101),(5 70.84983),(6 73.28222),(7 74.10944),(8 74.36241),(9 75.21687),(10 76.356735),(11 76.8958),(12 77.63348),(13 77.03974),(14 77.51683),(15 78.664024),(16 78.7116),(17 79.037544),(18 80.76416),(19 80.44319),(20 80.770905),(21 81.43416),(22 80.41546),(23 80.76518),(24 80.73792),(25 81.38731),(26 80.42499),(27 79.636604),(28 78.97757),(29 79.01805),(30 79.00268),(31 79.56925),(32 79.16403),(33 78.79648),(34 80.006645),(35 80.44189),(36 80.22213),(37 80.20879),(38 80.01098),(39 80.06081),(40 81.478455),(41 81.6744),(42 82.20427),(43 82.222466),(44 82.31619),(45 82.60819),(46 82.11343),(47 81.88786),(48 82.72099),(49 82.76364),(50 81.942085),(51 82.207184),(52 82.164276),(53 81.653244),(54 82.078094),(55 82.62902),(56 82.935814),(57 82.95019),(58 83.37855),(59 82.64808),(60 82.8967),(61 84.67995),(62 84.2691),(63 83.97089),(64 84.96),(65 84.283554),(66 84.0743),(67 85.004234),(68 84.694595),(69 84.06984),(70 84.03096),(71 84.55093),(72 84.822845),(73 85.50563),(74 86.019775),(75 86.02252),(76 84.82819),(77 85.204155),(78 85.64556),(79 86.10297),
(1 52.73481),(2 61.87979),(3 66.76216),(4 69.29757),(5 71.8169),(6 73.99424),(7 75.22534),(8 75.66166),(9 76.62106),(10 76.8448),(11 75.679146),(12 76.085014),(13 76.546844),(14 76.34111),(15 76.955086),(16 78.04459),(17 78.27293),(18 78.9872),(19 79.12542),(20 79.02602),(21 79.60254),(22 79.18453),(23 78.35819),(24 79.03132),(25 79.64829),(26 79.93699),(27 80.05662),(28 79.58882),(29 78.48149),(30 78.96074),(31 78.27746),(32 78.50455),(33 79.20934),(34 79.69987),(35 79.616425),(36 79.8065),(37 80.28663),(38 80.89795),(39 80.61284),(40 80.85864),(41 80.967834),(42 81.07621),(43 81.54681),(44 82.1661),(45 82.42107),(46 81.89345),(47 81.54775),(48 81.996735),(49 81.87652),(50 82.33234),(51 82.647156),(52 81.91959),(53 82.018486),(54 83.1973),(55 82.86466),(56 82.33666),(57 83.091644),(58 82.67374),(59 82.2724),(60 82.40867),(61 83.702995),(62 83.54106),(63 83.53783),(64 83.935104),(65 83.60248),(66 83.08106),(67 83.85494),(68 83.9318),(69 83.47456),(70 84.4774),(71 84.93841),(72 84.9315),(73 84.85508),(74 86.62866),(75 86.37041),(76 85.27652),(77 84.5851),(78 85.8437),(79 86.69475),
(1 52.003784),(2 61.573456),(3 66.2306),(4 69.65006),(5 72.18946),(6 73.000626),(7 73.92691),(8 74.500305),(9 75.41579),(10 75.93727),(11 76.24767),(12 76.932304),(13 77.002),(14 77.56611),(15 77.71422),(16 78.84668),(17 78.854095),(18 79.7181),(19 79.07004),(20 78.94039),(21 79.4428),(22 78.58242),(23 78.64988),(24 79.36802),(25 79.52785),(26 79.65067),(27 78.47733),(28 78.6367),(29 77.74317),(30 77.96856),(31 78.09513),(32 78.25683),(33 78.26955),(34 78.93351),(35 78.46098),(36 77.678215),(37 77.73966),(38 79.02906),(39 79.51067),(40 79.06127),(41 80.21613),(42 81.67588),(43 81.94839),(44 81.95515),(45 80.50289),(46 79.9441),(47 80.48787),(48 81.041626),(49 81.552986),(50 81.36786),(51 81.13025),(52 80.88229),(53 80.37085),(54 80.986595),(55 80.64634),(56 80.76092),(57 81.45277),(58 81.085396),(59 80.823944),(60 80.9864),(61 81.74329),(62 80.446495),(63 81.108765),(64 81.6998),(65 82.190254),(66 82.53757),(67 83.52665),(68 82.318375),(69 83.957),(70 84.20329),(71 83.798904),(72 83.52834),(73 83.40961),(74 84.0009),(75 83.52759),(76 82.8191),(77 83.684235),(78 85.05861),(79 85.29612),
(1 50.65221),(2 59.974583),(3 64.870415),(4 68.928185),(5 70.44353),(6 73.42532),(7 73.89671),(8 74.74254),(9 74.583916),(10 74.64841),(11 74.62388),(12 76.21822),(13 76.50165),(14 75.80574),(15 77.26265),(16 77.213104),(17 78.290504),(18 77.9269),(19 78.65696),(20 78.41252),(21 79.28218),(22 78.34937),(23 78.59653),(24 78.42397),(25 77.66951),(26 78.622055),(27 77.976395),(28 78.77354),(29 77.60135),(30 78.03564),(31 77.87393),(32 78.08873),(33 78.96871),(34 78.20789),(35 78.48546),(36 78.50325),(37 79.715126),(38 79.61403),(39 80.71075),(40 79.56047),(41 80.22551),(42 80.86186),(43 80.40043),(44 80.201416),(45 80.19143),(46 80.02311),(47 79.11531),(48 79.91017),(49 80.505226),(50 79.82411),(51 79.98777),(52 79.73151),(53 80.516815),(54 80.67242),(55 79.89839),(56 79.363625),(57 80.39535),(58 80.2135),(59 80.17123),(60 80.46541),(61 81.45424),(62 80.73208),(63 81.102936),(64 81.903175),(65 82.36191),(66 82.93166),(67 82.789856),(68 81.899895),(69 82.35701),(70 82.32542),(71 82.76914),(72 83.23689),(73 83.601974),(74 83.65193),(75 82.626396),(76 82.6407),(77 83.49944),(78 84.71787),(79 84.11026),
(1 51.36277),(2 61.634975),(3 65.61607),(4 68.6179),(5 70.61878),(6 72.32018),(7 73.170525),(8 73.81629),(9 73.76322),(10 73.978134),(11 73.88134),(12 74.700554),(13 74.36395),(14 76.154076),(15 76.86496),(16 77.88605),(17 77.09523),(18 78.124176),(19 77.9405),(20 78.37598),(21 77.8706),(22 78.28476),(23 78.15576),(24 78.55471),(25 79.27742),(26 78.96106),(27 78.52519),(28 78.29364),(29 77.26113),(30 77.02411),(31 76.72786),(32 76.65099),(33 78.23393),(34 78.35008),(35 78.36442),(36 78.27345),(37 79.32209),(38 79.43171),(39 79.92454),(40 79.91828),(41 80.17413),(42 79.047966),(43 79.75932),(44 80.342384),(45 79.25279),(46 79.7655),(47 79.72285),(48 80.369095),(49 80.50173),(50 79.63088),(51 80.011055),(52 79.96309),(53 80.13851),(54 80.82969),(55 80.71014),(56 80.05633),(57 80.55266),(58 80.183655),(59 80.5535),(60 81.15585),(61 81.38429),(62 80.910614),(63 80.925064),(64 80.07512),(65 80.13728),(66 81.414246),(67 81.45538),(68 80.85462),(69 81.965996),(70 80.87052),(71 81.720634),(72 82.84174),(73 82.565674),(74 81.57727),(75 81.238205),(76 81.59797),(77 81.35711),(78 83.042114),(79 83.039),
(1 50.619442),(2 59.49358),(3 64.07829),(4 67.06285),(5 69.004395),(6 70.15623),(7 71.952576),(8 72.72357),(9 73.40125),(10 73.304955),(11 72.97421),(12 74.69785),(13 74.84923),(14 74.66177),(15 76.26825),(16 76.37381),(17 76.01073),(18 75.527504),(19 76.39179),(20 77.34697),(21 76.918),(22 76.69145),(23 75.70027),(24 76.2575),(25 77.059715),(26 77.29547),(27 76.68717),(28 76.26155),(29 75.46078),(30 75.54745),(31 76.056114),(32 76.07253),(33 76.56639),(34 77.67271),(35 77.76144),(36 77.93273),(37 77.95496),(38 78.16904),(39 77.43461),(40 78.14698),(41 79.234024),(42 78.1763),(43 79.28116),(44 79.83906),(45 79.707016),(46 78.1872),(47 77.546974),(48 78.084656),(49 78.83471),(50 77.97989),(51 78.15514),(52 77.75637),(53 78.800095),(54 78.814995),(55 78.0837),(56 79.02334),(57 78.57034),(58 79.28547),(59 79.8122),(60 79.42143),(61 79.40757),(62 79.63508),(63 79.76752),(64 80.35741),(65 80.169975),(66 80.23883),(67 81.20199),(68 80.73823),(69 80.22751),(70 80.57388),(71 81.815125),(72 81.628204),(73 82.399315),(74 81.55577),(75 82.01943),(76 81.886116),(77 82.67604),(78 83.91225),(79 82.917786),
(1 50.562508),(2 60.216774),(3 64.718666),(4 68.46862),(5 70.884995),(6 71.87413),(7 73.46671),(8 73.87037),(9 74.434586),(10 74.19722),(11 74.70662),(12 75.405716),(13 75.55071),(14 76.09047),(15 76.38133),(16 76.72459),(17 77.39295),(18 78.08447),(19 77.37656),(20 78.35322),(21 78.88658),(22 77.97193),(23 77.422966),(24 78.14675),(25 78.39659),(26 77.98416),(27 77.24679),(28 77.151596),(29 77.45891),(30 76.44907),(31 76.71517),(32 77.38008),(33 78.014015),(34 79.018936),(35 78.84581),(36 78.26216),(37 79.45808),(38 79.537964),(39 78.75804),(40 78.398506),(41 78.16982),(42 78.94778),(43 78.94685),(44 79.76467),(45 79.4836),(46 80.10291),(47 79.3646),(48 78.95639),(49 79.590744),(50 79.07745),(51 79.66106),(52 79.526085),(53 79.76581),(54 80.57178),(55 80.30122),(56 79.8315),(57 79.9369),(58 79.89769),(59 79.78016),(60 79.267975),(61 80.56134),(62 79.94723),(63 79.971535),(64 79.49378),(65 80.093864),(66 80.1543),(67 80.37022),(68 79.763435),(69 80.15789),(70 80.75001),(71 80.13363),(72 80.7707),(73 81.18221),(74 80.64988),(75 80.51104),(76 81.13182),(77 81.81623),(78 82.59748),(79 81.80488),
(1 49.21557),(2 57.83942),(3 62.97758),(4 66.07238),(5 67.91268),(6 69.10665),(7 70.044075),(8 70.533),(9 71.46185),(10 71.34379),(11 71.72504),(12 72.55241),(13 72.73085),(14 72.923195),(15 72.81612),(16 73.7931),(17 74.60465),(18 75.74544),(19 74.86101),(20 75.58406),(21 75.249985),(22 75.01041),(23 74.28129),(24 75.398926),(25 75.85806),(26 76.20015),(27 75.085365),(28 74.8065),(29 73.75706),(30 73.7747),(31 73.87933),(32 74.52885),(33 75.39211),(34 75.11976),(35 74.79703),(36 75.09912),(37 74.63716),(38 75.172775),(39 74.971565),(40 75.3862),(41 75.521866),(42 76.79621),(43 77.69518),(44 77.04065),(45 77.5647),(46 77.47902),(47 77.109825),(48 77.08331),(49 78.00082),(50 77.41217),(51 78.044754),(52 77.86655),(53 77.19088),(54 78.48344),(55 78.3662),(56 77.37335),(57 77.63197),(58 77.668434),(59 77.494545),(60 77.599525),(61 77.786674),(62 78.43283),(63 78.287315),(64 78.54477),(65 78.229294),(66 79.167816),(67 79.47262),(68 80.00451),(69 79.92252),(70 80.0921),(71 80.114334),(72 80.21896),(73 80.98075),(74 80.748085),(75 81.3098),(76 81.06435),(77 81.32008),(78 82.23222),(79 82.40035),
