1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 82649.24),(2 217438.45),(3 414566.97),(4 658597),(5 919216),(6 1235043.1),(7 1568107),(8 1942279.6),(9 2306588.3),(10 2729059.5),(11 3177543.3),(12 3598033.3),(13 4030856),(14 4481666.5),(15 4904938.5),(16 5439227.5),(17 5913138.5),(18 6262142.5),(19 6604022.5),(20 6933324),(21 7284068),(22 7588126.5),(23 7926356),(24 8261698.5),(25 8680589),(26 9094823),(27 9515477),(28 10008599),(29 10446179),(30 10750583),(31 11079071),(32 11338939),(33 11642493),(34 11828435),(35 12031045),(36 12197372),(37 12225755),(38 12203403),(39 12354047),(40 12621241),(41 13352583),(42 13660092),(43 14052967),(44 14511772),(45 14865297),(46 15055067),(47 15319240),(48 15686967),(49 16035197),(50 16223779),(51 16446475),(52 16709245),(53 16963154),(54 17138210),(55 17294354),(56 17378186),(57 17460790),(58 17489574),(59 17622202),(60 17792452),(61 17905192),(62 17834394),(63 17743826),(64 17847642),(65 17886946),(66 18558910),(67 18981766),(68 19486526),(69 20002590),(70 20468882),(71 21002988),(72 21573718),(73 22195330),(74 22817656),(75 23484298),(76 24245042),(77 25072906),(78 25979382),(79 26944720),
(1 121.337166),(2 135.70796),(3 150.37367),(4 149.60547),(5 157.75308),(6 161.53374),(7 169.54689),(8 173.03447),(9 176.3653),(10 174.15686),(11 178.94806),(12 176.87418),(13 179.96667),(14 180.25464),(15 181.69585),(16 182.71931),(17 185.20984),(18 185.54935),(19 187.52397),(20 188.02531),(21 191.90637),(22 192.89223),(23 196.83081),(24 194.6783),(25 200.3477),(26 198.1599),(27 201.53896),(28 197.56296),(29 196.70615),(30 192.77383),(31 194.46211),(32 190.06537),(33 190.76593),(34 188.52419),(35 189.80257),(36 188.74571),(37 193.77274),(38 190.22655),(39 195.0292),(40 193.16975),(41 201.11139),(42 197.25702),(43 196.30305),(44 199.18295),(45 196.18016),(46 194.9501),(47 195.66966),(48 192.06966),(49 193.71468),(50 190.58813),(51 191.26453),(52 188.89633),(53 193.15768),(54 191.71532),(55 196.99422),(56 193.18416),(57 197.07283),(58 196.49889),(59 202.74466),(60 200.42046),(61 205.94911),(62 202.80658),(63 205.82933),(64 203.14624),(65 205.02365),(66 201.85884),(67 202.35287),(68 197.54562),(69 200.38614),(70 197.23445),(71 200.75824),(72 197.45752),(73 201.2098),(74 196.77136),(75 199.39944),(76 194.5216),(77 198.27122),(78 196.44637),(79 199.97128),
(1 120.50305),(2 136.21228),(3 147.33757),(4 147.2445),(5 154.47794),(6 157.36119),(7 165.63727),(8 167.31409),(9 174.5247),(10 175.23758),(11 179.8845),(12 175.58498),(13 178.41705),(14 178.24257),(15 179.27177),(16 180.68901),(17 183.0037),(18 183.26013),(19 186.70027),(20 185.24593),(21 188.02351),(22 186.73125),(23 192.11389),(24 189.11159),(25 195.17001),(26 192.46562),(27 195.3252),(28 191.47545),(29 192.14197),(30 188.41881),(31 189.72963),(32 184.89857),(33 185.09735),(34 182.52849),(35 185.66591),(36 185.52844),(37 187.91866),(38 187.61015),(39 190.2709),(40 191.20459),(41 197.89998),(42 194.81874),(43 192.84337),(44 194.58823),(45 192.21826),(46 192.42155),(47 192.6414),(48 190.33975),(49 192.13216),(50 188.43407),(51 188.2679),(52 185.79898),(53 188.9025),(54 189.35416),(55 191.71838),(56 189.58287),(57 191.06657),(58 194.60535),(59 197.4033),(60 198.21758),(61 202.98015),(62 199.0904),(63 202.30391),(64 198.70233),(65 200.58218),(66 198.86768),(67 198.90892),(68 194.57954),(69 195.77335),(70 192.88538),(71 193.98366),(72 191.06909),(73 194.2858),(74 191.75764),(75 195.15533),(76 191.91942),(77 197.43536),(78 193.60541),(79 196.19731),
(1 116.75976),(2 133.28532),(3 144.70311),(4 147.35666),(5 152.30637),(6 155.2088),(7 161.60297),(8 164.9042),(9 170.83063),(10 168.7924),(11 174.83766),(12 172.7163),(13 175.91866),(14 176.54364),(15 175.45717),(16 174.6111),(17 178.31093),(18 177.1946),(19 179.1623),(20 179.38899),(21 183.81525),(22 184.12431),(23 189.0666),(24 185.15001),(25 191.04362),(26 186.73373),(27 189.18411),(28 183.4753),(29 186.597),(30 182.46771),(31 184.96945),(32 179.8786),(33 180.91057),(34 180.93983),(35 184.41342),(36 182.41386),(37 186.2178),(38 184.86008),(39 188.11339),(40 185.24084),(41 193.25266),(42 189.20287),(43 190.75291),(44 192.66173),(45 190.48985),(46 189.73938),(47 189.5605),(48 186.10294),(49 188.0637),(50 184.31253),(51 185.36786),(52 182.9318),(53 187.31555),(54 185.2798),(55 190.01515),(56 188.19647),(57 191.46625),(58 192.62016),(59 197.58011),(60 196.69043),(61 200.29356),(62 197.09096),(63 200.76855),(64 197.9716),(65 198.99547),(66 194.39615),(67 194.8313),(68 192.32793),(69 192.41316),(70 189.27664),(71 191.03758),(72 188.00673),(73 190.0803),(74 190.2412),(75 193.38652),(76 190.72328),(77 193.62904),(78 191.03949),(79 194.53046),
(1 118.913475),(2 133.19864),(3 143.34615),(4 145.0659),(5 153.93985),(6 156.87329),(7 165.90848),(8 167.70543),(9 172.5424),(10 171.27592),(11 174.76582),(12 173.47409),(13 177.34666),(14 175.32079),(15 175.03676),(16 178.29028),(17 181.01479),(18 180.66742),(19 183.31093),(20 183.08095),(21 186.39264),(22 188.30565),(23 192.91187),(24 189.8448),(25 194.24522),(26 194.10196),(27 195.42696),(28 189.68324),(29 192.7392),(30 187.80061),(31 189.54207),(32 185.82788),(33 186.50516),(34 182.70801),(35 186.43893),(36 182.22662),(37 185.42839),(38 183.75424),(39 186.61046),(40 185.46664),(41 191.15096),(42 189.35947),(43 189.0117),(44 189.7868),(45 187.7283),(46 188.14029),(47 190.33183),(48 185.76086),(49 186.9594),(50 185.37828),(51 185.30557),(52 182.54707),(53 185.5357),(54 185.50575),(55 189.59811),(56 186.6028),(57 190.05132),(58 191.6547),(59 197.17377),(60 195.71715),(61 200.2169),(62 196.01947),(63 201.67024),(64 197.76437),(65 198.61237),(66 197.3429),(67 194.95886),(68 193.86505),(69 195.49872),(70 193.96382),(71 195.47774),(72 192.73941),(73 193.53964),(74 193.58003),(75 195.6803),(76 193.57208),(77 196.80528),(78 192.59012),(79 194.5079),
(1 114.39093),(2 130.0146),(3 139.50812),(4 141.08748),(5 148.35881),(6 149.70212),(7 158.54741),(8 159.51688),(9 165.5842),(10 162.1504),(11 167.75157),(12 166.3263),(13 168.54082),(14 167.31169),(15 167.3234),(16 167.34932),(17 169.65926),(18 169.518),(19 173.04211),(20 171.742),(21 177.34134),(22 177.26488),(23 181.18253),(24 179.1749),(25 185.52127),(26 183.45308),(27 186.6049),(28 180.8597),(29 183.39177),(30 180.22824),(31 180.96768),(32 175.57994),(33 176.742),(34 173.09103),(35 177.29422),(36 175.74417),(37 179.4825),(38 178.24388),(39 185.17729),(40 184.38757),(41 188.25659),(42 186.46155),(43 187.42918),(44 190.77249),(45 186.24602),(46 184.95805),(47 187.15091),(48 183.55034),(49 185.89589),(50 181.37424),(51 183.28354),(52 182.02249),(53 182.78156),(54 181.79987),(55 187.43893),(56 183.7594),(57 188.14095),(58 188.15538),(59 192.08632),(60 190.51845),(61 195.47034),(62 191.26532),(63 194.40071),(64 191.84999),(65 192.20547),(66 190.55414),(67 191.12294),(68 187.7448),(69 187.3868),(70 184.52748),(71 184.52501),(72 182.1264),(73 185.39409),(74 183.10632),(75 185.68617),(76 184.70863),(77 186.202),(78 182.33685),(79 183.87128),
(1 113.04891),(2 129.14642),(3 137.0397),(4 139.92648),(5 148.72246),(6 150.33707),(7 156.83394),(8 158.15314),(9 164.69666),(10 163.33588),(11 166.45369),(12 165.2108),(13 168.44542),(14 166.93536),(15 169.46906),(16 169.41425),(17 171.11911),(18 170.19327),(19 174.02386),(20 172.45114),(21 176.25697),(22 178.02089),(23 179.5155),(24 179.64406),(25 186.23787),(26 183.10655),(27 185.38031),(28 179.49664),(29 182.32599),(30 178.4418),(31 179.55927),(32 175.8211),(33 176.39998),(34 173.30833),(35 177.30785),(36 176.0334),(37 181.74858),(38 180.56023),(39 184.91293),(40 182.86014),(41 189.82796),(42 186.94044),(43 186.30516),(44 188.60431),(45 184.52165),(46 183.26678),(47 185.35341),(48 182.28465),(49 182.40723),(50 179.90819),(51 181.59804),(52 178.88245),(53 179.669),(54 179.34105),(55 182.31192),(56 181.05824),(57 185.24725),(58 183.96936),(59 188.62115),(60 187.09735),(61 191.8792),(62 188.75174),(63 191.34492),(64 189.81235),(65 189.53177),(66 187.03743),(67 188.16432),(68 184.63762),(69 188.40982),(70 185.89531),(71 187.50401),(72 185.5036),(73 185.6369),(74 183.82857),(75 187.38516),(76 184.77681),(77 185.36243),(78 184.43158),(79 185.47092),
(1 113.61126),(2 128.9601),(3 138.60768),(4 139.19035),(5 145.80696),(6 149.53983),(7 157.92258),(8 158.16234),(9 164.73232),(10 164.93597),(11 169.2104),(12 168.14468),(13 168.91528),(14 167.51245),(15 170.23508),(16 170.90984),(17 172.20792),(18 172.94128),(19 176.43059),(20 175.27641),(21 180.36436),(22 178.94382),(23 182.41052),(24 180.15584),(25 187.54292),(26 184.14272),(27 187.76857),(28 182.59967),(29 184.5997),(30 179.66101),(31 181.67072),(32 177.68256),(33 178.87268),(34 177.5241),(35 181.51068),(36 179.50938),(37 181.54489),(38 182.76514),(39 186.2677),(40 183.41922),(41 188.25497),(42 186.10681),(43 186.88693),(44 191.06133),(45 188.30652),(46 186.77966),(47 188.74165),(48 186.37938),(49 187.96555),(50 183.43085),(51 184.58984),(52 182.66518),(53 183.74373),(54 182.30888),(55 186.04121),(56 185.25934),(57 188.52814),(58 187.55293),(59 192.34874),(60 189.31276),(61 192.64034),(62 189.29749),(63 191.78606),(64 189.63716),(65 190.2784),(66 189.07712),(67 187.74492),(68 186.10487),(69 189.51973),(70 186.2857),(71 188.50626),(72 186.02563),(73 187.70554),(74 185.23506),(75 186.90578),(76 185.03151),(77 185.99419),(78 185.3115),(79 187.50797),
(1 111.50026),(2 125.95038),(3 135.8932),(4 138.51564),(5 146.66214),(6 149.12004),(7 156.82144),(8 159.1845),(9 167.27072),(10 167.05786),(11 169.3701),(12 165.20335),(13 166.67542),(14 165.01485),(15 168.29715),(16 168.71286),(17 169.8362),(18 168.31726),(19 172.39804),(20 171.89272),(21 174.13382),(22 174.81317),(23 177.83272),(24 175.40843),(25 183.13286),(26 180.94409),(27 183.45457),(28 178.67917),(29 182.2049),(30 176.97034),(31 179.31152),(32 176.69429),(33 175.93005),(34 173.30063),(35 177.21788),(36 174.7835),(37 180.17441),(38 177.88383),(39 182.25471),(40 182.3406),(41 186.32626),(42 186.17026),(43 186.96857),(44 187.51033),(45 186.25974),(46 184.63716),(47 187.35468),(48 182.83784),(49 183.68217),(50 181.01671),(51 182.88803),(52 181.12535),(53 180.65941),(54 181.11766),(55 186.21486),(56 183.82635),(57 186.9198),(58 186.32043),(59 190.1676),(60 188.53006),(61 191.68878),(62 188.15259),(63 191.60391),(64 190.5664),(65 190.65683),(66 189.60149),(67 189.44574),(68 185.27472),(69 187.14607),(70 186.46173),(71 188.24712),(72 184.4318),(73 186.91066),(74 185.73007),(75 187.119),(76 183.62338),(77 187.45898),(78 183.77202),(79 185.39642),
(1 109.882164),(2 123.58533),(3 135.85114),(4 137.36145),(5 144.50108),(6 146.47124),(7 154.65457),(8 155.87238),(9 161.01447),(10 160.24794),(11 163.17328),(12 159.7091),(13 162.75694),(14 161.56944),(15 164.73807),(16 166.70366),(17 168.58305),(18 168.3415),(19 171.72723),(20 170.42938),(21 172.26445),(22 172.04434),(23 176.67885),(24 174.57214),(25 179.72874),(26 178.5998),(27 182.14165),(28 178.45766),(29 178.1497),(30 173.23817),(31 174.46532),(32 172.43784),(33 172.84949),(34 170.68059),(35 173.89363),(36 172.4657),(37 176.39238),(38 175.58298),(39 181.64725),(40 178.17776),(41 184.48003),(42 181.10881),(43 182.72516),(44 185.90794),(45 184.29897),(46 181.77342),(47 182.14954),(48 180.2304),(49 180.27061),(50 178.19962),(51 180.07007),(52 177.90471),(53 178.5232),(54 178.29869),(55 182.78673),(56 180.56078),(57 181.10655),(58 179.57257),(59 186.6311),(60 185.62872),(61 189.28575),(62 183.45631),(63 186.94743),(64 183.77399),(65 184.74123),(66 181.35309),(67 183.0929),(68 179.06943),(69 183.06902),(70 180.97275),(71 185.13426),(72 180.63026),(73 184.54056),(74 183.38087),(75 184.22585),(76 182.3594),(77 183.65079),(78 180.42976),(79 184.67003),
(1 108.24286),(2 119.71445),(3 129.00928),(4 132.20695),(5 138.95303),(6 142.21645),(7 148.84805),(8 149.80432),(9 155.52924),(10 156.37895),(11 160.06389),(12 158.92612),(13 162.1408),(14 159.85439),(15 162.64278),(16 161.94563),(17 164.13222),(18 164.4863),(19 167.41333),(20 165.85188),(21 169.37482),(22 170.18901),(23 172.00357),(24 171.37292),(25 177.52155),(26 176.21165),(27 178.45766),(28 175.47206),(29 175.76683),(30 173.81581),(31 173.75352),(32 171.13548),(33 171.25107),(34 168.47101),(35 172.09587),(36 170.17387),(37 173.85326),(38 171.67458),(39 178.88498),(40 176.15878),(41 181.76482),(42 179.91469),(43 181.25679),(44 183.47214),(45 180.2348),(46 179.12817),(47 178.71658),(48 176.89761),(49 177.54872),(50 174.18213),(51 176.25798),(52 171.9454),(53 174.69429),(54 174.02126),(55 178.87955),(56 177.1541),(57 179.8245),(58 180.1066),(59 184.89085),(60 181.717),(61 186.3542),(62 183.35156),(63 185.80042),(64 184.2098),(65 184.62946),(66 183.07541),(67 181.89917),(68 178.93686),(69 181.74687),(70 179.67546),(71 182.2581),(72 178.74141),(73 181.77214),(74 179.89896),(75 180.98138),(76 177.76382),(77 180.55376),(78 176.50134),(79 179.83073),
(1 108.403755),(2 120.4103),(3 129.50246),(4 131.64368),(5 138.57677),(6 140.22089),(7 150.04778),(8 150.60672),(9 155.63704),(10 155.31267),(11 157.31702),(12 156.5178),(13 160.57338),(14 158.28162),(15 160.3723),(16 161.25473),(17 163.11871),(18 163.65968),(19 166.03253),(20 165.47913),(21 169.02042),(22 169.21141),(23 172.46436),(24 170.7219),(25 174.95938),(26 175.39705),(27 178.13391),(28 172.8098),(29 173.16571),(30 172.02686),(31 172.62791),(32 170.54175),(33 170.68512),(34 166.68126),(35 169.50226),(36 165.9335),(37 169.6426),(38 169.34557),(39 174.69228),(40 173.97154),(41 178.80554),(42 176.82158),(43 177.259),(44 180.11475),(45 178.4019),(46 176.19392),(47 176.62299),(48 173.595),(49 175.92436),(50 173.4583),(51 173.77837),(52 173.00778),(53 175.63225),(54 174.81763),(55 177.10538),(56 175.16031),(57 178.0837),(58 178.93771),(59 183.27263),(60 181.93742),(61 186.01414),(62 182.85828),(63 183.70316),(64 181.317),(65 181.53336),(66 179.81114),(67 179.48163),(68 178.1017),(69 181.30107),(70 179.50008),(71 180.55334),(72 177.46507),(73 178.9996),(74 176.83452),(75 178.72746),(76 176.82834),(77 179.8222),(78 176.87697),(79 179.1017),
(1 103.82459),(2 116.69106),(3 126.41391),(4 130.08112),(5 137.01514),(6 139.63963),(7 148.0792),(8 147.16364),(9 155.1418),(10 154.3626),(11 158.99356),(12 155.75357),(13 157.82535),(14 159.48557),(15 161.03148),(16 161.60027),(17 164.55283),(18 163.25304),(19 164.80217),(20 163.34172),(21 167.19048),(22 167.31212),(23 170.63829),(24 169.40663),(25 173.76405),(26 172.08302),(27 174.50975),(28 172.97269),(29 170.92383),(30 168.4953),(31 170.24521),(32 168.38484),(33 170.2757),(34 166.70071),(35 170.23154),(36 168.93634),(37 173.0573),(38 169.82527),(39 174.73979),(40 172.50226),(41 180.13615),(42 176.91379),(43 176.36993),(44 179.34337),(45 176.1687),(46 175.62862),(47 175.89696),(48 172.32607),(49 173.01143),(50 170.3776),(51 169.24222),(52 166.50795),(53 169.0844),(54 167.99428),(55 172.75163),(56 170.06737),(57 174.56476),(58 173.98901),(59 177.71259),(60 176.94344),(61 179.54189),(62 175.94519),(63 177.19579),(64 174.55351),(65 175.65413),(66 174.10062),(67 175.23686),(68 173.15016),(69 174.8181),(70 171.81099),(71 174.071),(72 171.40268),(73 174.59021),(74 171.76588),(75 174.38882),(76 172.47446),(77 173.24953),(78 172.33765),(79 173.89183),
(1 104.21211),(2 116.60745),(3 126.49072),(4 128.4033),(5 135.98929),(6 136.51703),(7 144.94908),(8 144.4194),(9 151.27266),(10 148.17157),(11 153.13524),(12 151.97328),(13 154.22438),(14 155.00633),(15 156.90749),(16 157.6671),(17 158.3483),(18 159.75783),(19 161.18987),(20 160.73174),(21 164.81458),(22 164.41269),(23 167.36699),(24 164.84775),(25 170.74481),(26 166.31523),(27 169.21036),(28 163.94435),(29 165.84047),(30 162.38239),(31 162.39691),(32 158.98318),(33 159.55336),(34 156.84921),(35 160.89743),(36 159.05214),(37 162.99371),(38 162.44073),(39 168.12473),(40 166.11394),(41 172.30386),(42 171.68846),(43 170.83461),(44 171.2658),(45 170.58401),(46 171.11644),(47 172.6093),(48 169.1654),(49 170.00078),(50 167.06383),(51 169.40688),(52 165.38736),(53 167.4635),(54 166.80003),(55 170.87254),(56 169.25928),(57 172.99936),(58 172.50253),(59 176.73656),(60 174.98547),(61 180.35503),(62 176.4023),(63 179.99835),(64 177.77701),(65 177.49529),(66 177.4554),(67 176.22182),(68 173.37427),(69 174.65533),(70 173.17256),(71 173.95805),(72 170.41754),(73 173.1218),(74 173.23047),(75 174.8987),(76 173.34834),(77 175.45796),(78 172.97237),(79 175.20474),
(1 103.42431),(2 116.41994),(3 125.48061),(4 128.04756),(5 134.7275),(6 137.11),(7 143.38553),(8 145.21635),(9 150.57225),(10 148.84344),(11 152.61842),(12 151.42038),(13 154.53508),(14 153.38518),(15 155.93951),(16 157.78186),(17 158.035),(18 157.24402),(19 159.95673),(20 158.52753),(21 162.25217),(22 161.66235),(23 165.08817),(24 164.34041),(25 169.11871),(26 166.34897),(27 168.95398),(28 167.34758),(29 168.41418),(30 165.57056),(31 165.52748),(32 163.04788),(33 163.9492),(34 162.50511),(35 165.52919),(36 164.13686),(37 168.6062),(38 168.08795),(39 173.17677),(40 172.43837),(41 175.49252),(42 173.96066),(43 173.98804),(44 177.04973),(45 171.7977),(46 171.07562),(47 173.79912),(48 170.25554),(49 170.86053),(50 168.42867),(51 168.33925),(52 166.62117),(53 169.03728),(54 167.33702),(55 171.81808),(56 170.69734),(57 173.57848),(58 171.16881),(59 176.35628),(60 174.24553),(61 177.36765),(62 174.35687),(63 179.30746),(64 175.53705),(65 176.5879),(66 175.27394),(67 175.92303),(68 172.46324),(69 172.86845),(70 170.73306),(71 173.76772),(72 170.75262),(73 173.55385),(74 172.46022),(75 174.59238),(76 171.15466),(77 174.30994),(78 171.2703),(79 174.33562),
(1 101.0943),(2 113.97507),(3 123.802124),(4 125.492615),(5 130.96274),(6 133.21419),(7 140.28029),(8 143.10646),(9 148.8489),(10 146.9248),(11 151.67015),(12 149.47992),(13 152.67053),(14 151.20105),(15 153.78938),(16 154.71658),(17 155.56258),(18 153.32332),(19 155.39223),(20 156.06583),(21 158.48323),(22 158.27632),(23 161.41776),(24 161.51619),(25 166.46048),(26 164.64441),(27 167.02654),(28 163.89049),(29 166.37814),(30 162.13213),(31 163.2804),(32 159.86159),(33 160.31609),(34 157.63023),(35 161.2034),(36 159.3434),(37 162.94836),(38 162.31276),(39 167.16888),(40 166.3923),(41 170.1855),(42 168.02322),(43 168.33975),(44 169.76488),(45 168.66397),(46 167.94864),(47 165.99924),(48 164.33894),(49 165.87935),(50 163.3715),(51 163.97087),(52 163.536),(53 164.86089),(54 163.30762),(55 166.64108),(56 166.57066),(57 169.7292),(58 169.79308),(59 173.08698),(60 168.77856),(61 173.99571),(62 170.32903),(63 171.92746),(64 170.4365),(65 168.74623),(66 169.10995),(67 171.30399),(68 168.87971),(69 167.99109),(70 166.28365),(71 166.60863),(72 165.07155),(73 167.20222),(74 167.02681),(75 169.07718),(76 168.58107),(77 170.68571),(78 167.21097),(79 168.53444),
(1 99.756195),(2 112.095764),(3 122.31894),(4 124.567566),(5 131.34418),(6 133.14658),(7 141.50017),(8 141.28635),(9 146.6833),(10 146.77492),(11 150.4726),(12 148.40082),(13 149.19511),(14 149.09486),(15 151.40575),(16 152.87396),(17 153.33598),(18 152.54518),(19 155.63708),(20 155.92792),(21 159.38277),(22 159.51808),(23 162.11128),(24 159.86404),(25 164.55421),(26 163.80896),(27 166.1175),(28 163.0484),(29 163.12964),(30 158.76479),(31 160.39638),(32 157.81277),(33 160.9042),(34 159.35405),(35 161.34969),(36 160.51103),(37 162.65121),(38 162.73622),(39 166.63219),(40 165.22125),(41 170.03128),(42 168.56831),(43 169.62389),(44 170.86328),(45 168.8177),(46 169.8667),(47 169.88496),(48 166.48308),(49 166.74277),(50 165.51126),(51 164.65138),(52 164.53839),(53 167.16011),(54 165.26709),(55 168.58185),(56 166.51083),(57 170.47643),(58 169.6737),(59 175.79924),(60 173.26515),(61 176.47632),(62 173.64026),(63 175.80678),(64 174.15247),(65 174.88405),(66 172.43163),(67 171.85501),(68 168.22182),(69 170.07097),(70 168.26602),(71 168.6439),(72 167.16689),(73 170.12636),(74 167.92546),(75 171.72902),(76 168.5038),(77 170.87381),(78 167.22604),(79 168.91129),
(1 100.70682),(2 112.46683),(3 122.29045),(4 123.626335),(5 131.44232),(6 134.31476),(7 140.70197),(8 141.9392),(9 149.54272),(10 147.22221),(11 151.19699),(12 150.2688),(13 153.30191),(14 151.14217),(15 153.2513),(16 154.25174),(17 154.26228),(18 154.94926),(19 156.06157),(20 155.95982),(21 157.52684),(22 159.94762),(23 162.71802),(24 161.21819),(25 166.47136),(26 164.7124),(27 166.02046),(28 162.99715),(29 165.94858),(30 162.22319),(31 164.05205),(32 161.69365),(33 162.00388),(34 160.34485),(35 162.23932),(36 158.64272),(37 161.70517),(38 160.86432),(39 165.41075),(40 163.09254),(41 168.55417),(42 165.2964),(43 165.92676),(44 167.13026),(45 166.24065),(46 164.1026),(47 166.0852),(48 162.66805),(49 164.65611),(50 162.64558),(51 163.16994),(52 162.04686),(53 162.5387),(54 163.61943),(55 166.5858),(56 164.40807),(57 167.7055),(58 167.24109),(59 172.34343),(60 171.13383),(61 174.0186),(62 169.42918),(63 171.48018),(64 169.62973),(65 170.1377),(66 168.8087),(67 170.99004),(68 168.71805),(69 169.02681),(70 169.05635),(71 170.04918),(72 168.96622),(73 169.4292),(74 167.99919),(75 170.18283),(76 169.46797),(77 171.31209),(78 169.10413),(79 169.8261),
(1 98.54974),(2 108.82505),(3 117.78616),(4 121.142334),(5 128.73285),(6 128.99025),(7 138.49948),(8 139.45589),(9 144.24904),(10 143.11617),(11 146.36795),(12 144.79906),(13 148.16286),(14 147.1616),(15 149.31886),(16 148.87889),(17 149.34839),(18 148.09082),(19 150.30151),(20 149.58809),(21 150.49748),(22 151.60919),(23 155.34795),(24 155.75937),(25 158.63815),(26 157.47826),(27 159.98875),(28 156.28374),(29 156.73944),(30 154.33171),(31 154.45438),(32 151.63327),(33 154.03044),(34 151.78638),(35 154.53879),(36 152.77882),(37 155.78201),(38 155.90573),(39 158.62827),(40 156.59291),(41 161.68147),(42 161.36479),(43 161.5066),(44 163.98616),(45 161.19601),(46 160.54428),(47 160.81654),(48 160.19049),(49 158.9676),(50 155.63167),(51 155.47556),(52 155.27928),(53 156.26987),(54 155.91563),(55 159.20172),(56 158.72089),(57 161.57005),(58 161.58742),(59 165.34445),(60 162.4833),(61 166.13393),(62 162.16928),(63 164.7785),(64 163.76527),(65 163.97324),(66 162.18144),(67 161.59161),(68 157.48358),(69 158.64658),(70 156.285),(71 158.06862),(72 156.597),(73 157.94241),(74 156.04684),(75 158.95416),(76 156.73215),(77 159.4119),(78 158.22913),(79 159.84491),
