1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 30.127953),(2 32.981308),(3 34.76134),(4 35.901558),(5 36.760384),(6 38.14536),(7 38.260326),(8 38.863903),(9 38.962494),(10 39.873306),(11 40.23605),(12 40.04883),(13 40.577328),(14 40.87089),(15 40.79641),(16 40.527374),(17 41.000767),(18 41.03908),(19 41.255905),(20 41.54282),(21 41.589874),(22 41.748234),(23 41.484047),(24 41.343555),(25 42.1812),(26 42.48316),(27 42.5345),(28 42.405888),(29 42.856834),(30 43.312977),(31 43.315006),(32 43.798717),(33 43.924526),(34 43.129898),(35 43.481617),(36 43.59356),(37 43.91924),(38 44.07125),(39 43.575867),(40 43.59553),(41 43.358974),(42 43.305317),(43 43.67468),(44 43.45039),(45 43.454185),(46 43.30272),(47 43.075222),(48 43.182228),(49 43.612144),(50 44.300327),(51 43.886242),(52 43.45186),(53 43.435608),(54 43.920284),(55 44.06797),(56 44.38982),(57 43.791054),(58 44.31952),(59 44.461605),(60 44.344406),(61 43.98551),(62 44.167778),(63 43.94868),(64 45.069843),(65 45.02912),(66 44.909504),(67 45.24881),(68 45.404247),(69 45.141125),(70 45.17583),(71 45.198597),(72 45.196743),(73 45.07187),(74 45.20936),(75 44.916954),(76 44.628284),(77 44.07947),(78 44.658318),(79 44.62012),
(1 30.315924),(2 33.280098),(3 35.171967),(4 36.09155),(5 36.51048),(6 37.90116),(7 38.4501),(8 39.16619),(9 39.433887),(10 40.382534),(11 39.826477),(12 40.07225),(13 40.867794),(14 40.930645),(15 41.283115),(16 41.072895),(17 41.38973),(18 41.149258),(19 41.572716),(20 41.482548),(21 41.22591),(22 41.61789),(23 42.084892),(24 42.02303),(25 42.145947),(26 42.33157),(27 42.10444),(28 42.454147),(29 42.288097),(30 42.529232),(31 42.739998),(32 43.04283),(33 43.61023),(34 43.428875),(35 43.207268),(36 43.645065),(37 43.201176),(38 43.318787),(39 43.45126),(40 43.78013),(41 43.938778),(42 43.75117),(43 43.646305),(44 43.95081),(45 43.580025),(46 44.254047),(47 43.857258),(48 44.04485),(49 44.113647),(50 44.87639),(51 44.116665),(52 43.791145),(53 43.72088),(54 44.47635),(55 43.83114),(56 44.036755),(57 43.63939),(58 44.285667),(59 44.308838),(60 44.354927),(61 44.16067),(62 44.489548),(63 44.361923),(64 44.07096),(65 43.897896),(66 44.35716),(67 44.035297),(68 44.573956),(69 44.041634),(70 44.359077),(71 44.577152),(72 45.103096),(73 45.033783),(74 44.692482),(75 44.189995),(76 44.371197),(77 43.800682),(78 43.787712),(79 43.72464),
(1 29.391605),(2 32.63943),(3 35.099426),(4 36.06511),(5 36.835335),(6 37.61074),(7 38.307194),(8 38.700417),(9 38.562656),(10 39.65385),(11 39.715225),(12 40.264847),(13 40.914925),(14 41.233936),(15 41.50686),(16 41.01719),(17 41.313995),(18 41.37686),(19 42.108643),(20 41.921192),(21 41.984207),(22 42.09505),(23 42.54301),(24 42.714584),(25 43.11152),(26 43.23737),(27 43.069153),(28 43.096874),(29 43.47639),(30 44.032887),(31 44.267),(32 44.14304),(33 44.03027),(34 44.17175),(35 44.141487),(36 43.77135),(37 44.196663),(38 44.41039),(39 43.70875),(40 44.254383),(41 43.947254),(42 43.635647),(43 43.853104),(44 43.863567),(45 43.229546),(46 43.873707),(47 43.78956),(48 43.994717),(49 44.063908),(50 44.548832),(51 44.146603),(52 43.850716),(53 43.798264),(54 44.49419),(55 44.576828),(56 44.488625),(57 44.14512),(58 44.10885),(59 43.84733),(60 43.879776),(61 44.302082),(62 44.563274),(63 44.456783),(64 44.578346),(65 44.811726),(66 45.421806),(67 45.02274),(68 45.42215),(69 45.3695),(70 45.26252),(71 45.430088),(72 45.442387),(73 44.9187),(74 45.51355),(75 45.024097),(76 44.595657),(77 44.447487),(78 45.00349),(79 44.669815),
(1 29.711401),(2 33.112865),(3 35.4804),(4 36.598095),(5 37.478886),(6 38.307476),(7 38.87067),(8 39.80158),(9 40.27263),(10 40.745792),(11 41.148113),(12 41.4479),(13 41.6539),(14 41.889473),(15 42.120728),(16 42.20678),(17 42.124733),(18 42.436596),(19 42.250393),(20 42.407032),(21 42.88054),(22 42.47464),(23 43.130432),(24 42.523197),(25 43.2008),(26 43.450966),(27 43.147495),(28 43.156593),(29 43.39659),(30 43.409515),(31 43.7518),(32 43.970493),(33 44.355175),(34 44.554672),(35 44.18001),(36 44.17411),(37 44.794083),(38 44.60202),(39 44.322704),(40 44.509907),(41 44.02376),(42 44.383648),(43 44.34958),(44 44.300163),(45 44.22952),(46 44.918556),(47 44.354076),(48 44.54434),(49 44.436954),(50 45.18114),(51 44.490047),(52 44.444046),(53 43.842117),(54 44.641594),(55 45.05283),(56 44.91106),(57 44.800777),(58 44.75372),(59 44.742203),(60 44.728096),(61 45.010654),(62 45.64323),(63 45.093235),(64 45.09489),(65 45.211914),(66 45.21267),(67 44.82731),(68 45.117104),(69 44.866173),(70 44.79049),(71 44.718224),(72 44.963337),(73 44.693466),(74 44.98653),(75 45.18704),(76 44.465218),(77 44.216064),(78 44.541233),(79 44.04259),
(1 28.532791),(2 31.725065),(3 33.889526),(4 34.798717),(5 36.262028),(6 37.082375),(7 37.214554),(8 37.829758),(9 38.4411),(10 38.693596),(11 39.330395),(12 39.366055),(13 39.25589),(14 39.57977),(15 39.855568),(16 40.232),(17 40.188457),(18 40.18919),(19 40.262817),(20 40.306984),(21 40.4915),(22 40.419445),(23 40.442654),(24 40.51883),(25 40.949238),(26 41.20088),(27 41.106667),(28 40.93811),(29 41.710587),(30 41.658882),(31 41.768745),(32 42.20156),(33 42.79647),(34 42.452538),(35 42.273193),(36 42.372646),(37 42.46897),(38 42.20548),(39 42.27779),(40 42.179688),(41 41.94849),(42 41.739044),(43 42.2279),(44 41.955494),(45 41.618275),(46 41.755432),(47 41.423954),(48 41.279602),(49 42.071793),(50 42.47811),(51 42.365788),(52 41.77308),(53 42.157055),(54 42.19583),(55 42.81133),(56 42.42133),(57 42.586166),(58 42.10269),(59 42.413063),(60 42.177887),(61 42.324936),(62 42.51044),(63 42.665295),(64 42.900288),(65 42.813576),(66 42.851513),(67 42.646355),(68 43.531456),(69 43.2011),(70 43.038494),(71 42.91713),(72 43.154182),(73 43.1148),(74 42.907528),(75 42.994247),(76 43.028103),(77 43.011627),(78 43.17642),(79 42.730465),
(1 29.383766),(2 32.772438),(3 34.709507),(4 35.691444),(5 37.129433),(6 37.94077),(7 37.65502),(8 38.554882),(9 38.86257),(10 39.588028),(11 39.997154),(12 39.81944),(13 39.95435),(14 40.637768),(15 40.764393),(16 41.160954),(17 41.074867),(18 41.173145),(19 40.983494),(20 41.449005),(21 41.676975),(22 41.541267),(23 41.595356),(24 41.39153),(25 41.87421),(26 42.061016),(27 41.69055),(28 42.221603),(29 42.327297),(30 42.618027),(31 42.456383),(32 42.78058),(33 42.930164),(34 42.780167),(35 42.891674),(36 42.514835),(37 43.217266),(38 43.75281),(39 42.8444),(40 43.10842),(41 42.97734),(42 43.69026),(43 44.174892),(44 44.018963),(45 43.78711),(46 43.76092),(47 44.484043),(48 44.366337),(49 44.309517),(50 44.28648),(51 43.699787),(52 43.693333),(53 43.55392),(54 43.92069),(55 43.51679),(56 43.715904),(57 43.336094),(58 43.526405),(59 43.164066),(60 43.29932),(61 43.687298),(62 44.043713),(63 44.098404),(64 44.05308),(65 43.911568),(66 44.46543),(67 44.37006),(68 44.384895),(69 44.27495),(70 44.0046),(71 44.05705),(72 44.03444),(73 44.59021),(74 44.628677),(75 43.953964),(76 43.706676),(77 44.21952),(78 44.225433),(79 43.86907),
(1 29.017145),(2 32.429344),(3 34.014538),(4 34.842457),(5 35.5706),(6 35.88995),(7 36.476185),(8 37.264706),(9 37.127735),(10 37.66651),(11 37.924786),(12 38.20878),(13 38.382576),(14 39.004745),(15 39.041424),(16 38.94339),(17 39.014286),(18 39.36773),(19 39.333572),(20 39.96931),(21 39.62705),(22 40.16568),(23 40.009277),(24 40.218933),(25 40.41025),(26 40.48743),(27 41.274555),(28 41.311634),(29 41.510384),(30 41.454086),(31 41.55537),(32 42.119884),(33 42.01778),(34 42.424316),(35 42.37735),(36 42.10591),(37 42.57662),(38 42.56501),(39 42.161175),(40 42.03858),(41 42.076393),(42 41.791),(43 42.053894),(44 41.879677),(45 42.21108),(46 42.370506),(47 42.291157),(48 42.31789),(49 42.898666),(50 42.30239),(51 42.458454),(52 42.669582),(53 42.625294),(54 42.59067),(55 42.454494),(56 42.62422),(57 42.77175),(58 42.53139),(59 42.743855),(60 42.69368),(61 42.864624),(62 42.543777),(63 42.793972),(64 43.084213),(65 43.247917),(66 43.484516),(67 43.564175),(68 43.11278),(69 43.521896),(70 43.49339),(71 43.260098),(72 42.765625),(73 43.102257),(74 43.88734),(75 43.431984),(76 43.676342),(77 43.08239),(78 42.56347),(79 42.859966),
(1 29.273043),(2 32.065685),(3 34.01794),(4 35.002865),(5 36.102978),(6 36.65443),(7 37.084095),(8 37.908607),(9 38.332283),(10 38.727734),(11 39.38509),(12 39.769814),(13 40.080482),(14 40.563007),(15 40.877125),(16 40.483982),(17 40.791447),(18 40.73959),(19 40.539604),(20 40.924797),(21 40.53015),(22 41.643982),(23 41.337532),(24 41.5568),(25 41.69643),(26 41.84993),(27 41.878613),(28 42.28796),(29 42.253944),(30 42.62318),(31 42.659595),(32 42.97997),(33 42.426327),(34 42.606163),(35 42.404293),(36 42.156998),(37 42.38478),(38 42.44482),(39 42.208088),(40 41.971127),(41 42.45571),(42 42.219433),(43 41.76675),(44 42.036034),(45 41.966736),(46 42.25308),(47 42.38164),(48 42.02683),(49 42.26018),(50 42.58029),(51 42.98254),(52 42.98904),(53 43.28736),(54 43.050728),(55 42.96562),(56 43.30104),(57 42.891888),(58 43.036037),(59 43.181225),(60 43.310905),(61 43.336243),(62 43.54652),(63 43.70503),(64 44.17155),(65 44.194157),(66 44.358925),(67 44.070232),(68 44.155376),(69 44.355328),(70 44.888237),(71 43.75564),(72 43.742985),(73 44.18149),(74 44.111862),(75 43.653214),(76 43.36343),(77 43.260483),(78 43.198357),(79 43.640064),
(1 29.30202),(2 32.394753),(3 34.41285),(4 35.030636),(5 36.10295),(6 36.93729),(7 37.413414),(8 37.513344),(9 38.67879),(10 38.722607),(11 39.361103),(12 39.727676),(13 39.967323),(14 40.74658),(15 40.537815),(16 39.860046),(17 40.332726),(18 40.31265),(19 40.43119),(20 40.621246),(21 40.886894),(22 40.906166),(23 40.96945),(24 41.227932),(25 41.62779),(26 41.694958),(27 41.98621),(28 42.094837),(29 41.80362),(30 42.34869),(31 42.82278),(32 42.58925),(33 42.727528),(34 42.842804),(35 42.715626),(36 43.23295),(37 43.794724),(38 43.353058),(39 42.572773),(40 42.47275),(41 42.219723),(42 42.38257),(43 42.84156),(44 43.264286),(45 43.06195),(46 43.17511),(47 43.611717),(48 43.666504),(49 43.764423),(50 44.031723),(51 43.581215),(52 43.854282),(53 43.63338),(54 43.797417),(55 43.860397),(56 44.28339),(57 43.752422),(58 43.488075),(59 42.711857),(60 42.791412),(61 42.817055),(62 43.32682),(63 43.298164),(64 43.60666),(65 43.59476),(66 44.075863),(67 43.69709),(68 43.23807),(69 43.220688),(70 43.488365),(71 43.168697),(72 43.43783),(73 43.70198),(74 43.539555),(75 43.66853),(76 43.162296),(77 43.112766),(78 43.075794),(79 43.05651),
(1 27.727074),(2 30.711918),(3 32.816887),(4 33.426407),(5 34.563995),(6 35.55455),(7 35.871838),(8 36.01742),(9 36.79028),(10 37.25985),(11 37.27686),(12 37.86392),(13 38.55091),(14 38.63788),(15 38.769382),(16 38.64311),(17 39.01332),(18 38.785294),(19 39.21847),(20 39.17169),(21 39.535213),(22 39.579735),(23 39.990746),(24 39.992912),(25 40.328247),(26 40.313633),(27 40.425243),(28 40.4442),(29 40.441746),(30 40.49088),(31 40.803505),(32 40.589214),(33 41.230206),(34 41.471653),(35 41.27904),(36 41.41454),(37 41.413815),(38 41.222836),(39 40.481976),(40 40.63115),(41 40.42613),(42 39.9139),(43 39.918633),(44 40.35188),(45 40.64123),(46 40.27255),(47 40.493687),(48 40.886963),(49 40.843517),(50 40.96365),(51 41.273167),(52 41.294247),(53 41.511116),(54 41.367916),(55 41.92268),(56 42.297825),(57 41.900734),(58 42.144695),(59 42.278984),(60 42.04459),(61 41.98828),(62 42.100784),(63 42.622063),(64 42.939247),(65 42.73591),(66 42.66079),(67 42.30485),(68 42.59676),(69 42.474854),(70 42.64154),(71 42.37087),(72 42.31824),(73 42.01818),(74 42.09892),(75 41.42139),(76 41.196053),(77 40.740967),(78 40.777878),(79 40.840305),
(1 28.716288),(2 31.903574),(3 34.024834),(4 34.56955),(5 35.558784),(6 36.115326),(7 36.190086),(8 37.084785),(9 37.779236),(10 38.001717),(11 38.235973),(12 38.595333),(13 39.180416),(14 39.19763),(15 39.47448),(16 39.58462),(17 39.759907),(18 40.174603),(19 39.545525),(20 39.944996),(21 40.104572),(22 40.459526),(23 40.295853),(24 40.566925),(25 41.00485),(26 41.830223),(27 41.069637),(28 41.149147),(29 41.46656),(30 41.28274),(31 42.024323),(32 42.302223),(33 42.129898),(34 42.212467),(35 42.220192),(36 42.1351),(37 42.64173),(38 42.638092),(39 42.031063),(40 42.001423),(41 41.773697),(42 41.721806),(43 42.02639),(44 41.8127),(45 42.17631),(46 42.51041),(47 42.67229),(48 42.706524),(49 42.527424),(50 42.569244),(51 42.520084),(52 42.30868),(53 41.74773),(54 41.805252),(55 42.263157),(56 42.70381),(57 42.44793),(58 42.54965),(59 41.507393),(60 41.814285),(61 42.20742),(62 42.49793),(63 42.929935),(64 42.730026),(65 42.88141),(66 43.403114),(67 43.327595),(68 43.100452),(69 42.994328),(70 42.95968),(71 43.210648),(72 43.1553),(73 43.31005),(74 43.383896),(75 42.19455),(76 42.447407),(77 42.67101),(78 42.45574),(79 42.19369),
(1 28.2299),(2 31.34131),(3 33.327656),(4 34.22605),(5 35.34328),(6 35.704506),(7 36.80591),(8 37.312195),(9 37.133423),(10 37.5934),(11 38.067333),(12 38.43441),(13 38.6961),(14 38.717003),(15 39.070454),(16 38.650307),(17 38.70605),(18 39.206863),(19 38.808342),(20 39.16625),(21 38.761627),(22 39.548603),(23 39.357506),(24 39.658592),(25 39.634567),(26 40.023777),(27 40.28326),(28 40.118202),(29 40.100548),(30 40.661655),(31 41.011322),(32 40.798412),(33 40.81835),(34 41.19719),(35 40.776684),(36 40.965965),(37 41.21853),(38 41.141262),(39 40.94517),(40 41.19769),(41 40.4253),(42 40.607456),(43 40.543777),(44 40.602684),(45 40.814938),(46 41.24375),(47 41.197906),(48 41.273384),(49 41.276974),(50 41.53626),(51 41.752125),(52 41.5898),(53 41.3719),(54 41.63502),(55 41.808666),(56 42.10656),(57 41.881866),(58 41.808357),(59 41.42446),(60 41.750187),(61 41.793964),(62 42.231262),(63 42.09626),(64 42.30654),(65 41.70769),(66 41.948963),(67 42.21027),(68 42.529835),(69 42.807896),(70 42.820557),(71 42.97393),(72 42.674862),(73 42.441586),(74 42.947914),(75 42.19201),(76 42.148876),(77 42.317352),(78 42.51738),(79 42.140064),
(1 28.412891),(2 31.409527),(3 33.490593),(4 34.180958),(5 35.59088),(6 35.894096),(7 36.618332),(8 37.12132),(9 37.37772),(10 37.72788),(11 37.901787),(12 38.179813),(13 38.91141),(14 38.81909),(15 39.11079),(16 39.45008),(17 39.267784),(18 39.341278),(19 39.52942),(20 39.68607),(21 39.933704),(22 39.745987),(23 39.98815),(24 40.077988),(25 40.438385),(26 40.258457),(27 40.73306),(28 40.9026),(29 40.945538),(30 41.340878),(31 41.525337),(32 41.69703),(33 41.919476),(34 41.549397),(35 41.29562),(36 42.02939),(37 41.75962),(38 41.91567),(39 41.833164),(40 42.223457),(41 41.78829),(42 42.09727),(43 41.701115),(44 42.21672),(45 41.70508),(46 42.052074),(47 42.325954),(48 42.234936),(49 42.41926),(50 42.355),(51 41.988037),(52 42.738373),(53 42.27578),(54 42.37023),(55 42.47994),(56 43.048008),(57 42.726925),(58 42.146618),(59 42.41592),(60 42.69643),(61 43.06347),(62 43.138363),(63 42.534195),(64 42.741657),(65 42.96062),(66 42.686092),(67 42.812305),(68 43.119183),(69 42.91257),(70 42.810654),(71 42.512875),(72 42.805584),(73 43.038837),(74 42.48606),(75 42.073784),(76 41.735474),(77 41.77886),(78 41.274727),(79 41.989246),
(1 28.11467),(2 30.89191),(3 32.816402),(4 33.788433),(5 34.860462),(6 35.199944),(7 35.93555),(8 36.21764),(9 37.01409),(10 37.422066),(11 37.63855),(12 37.898945),(13 38.26877),(14 38.25265),(15 38.963005),(16 38.54333),(17 38.84308),(18 39.038563),(19 39.325382),(20 39.720135),(21 39.48916),(22 39.63598),(23 39.976547),(24 39.98132),(25 40.25046),(26 40.602867),(27 40.442085),(28 40.61158),(29 40.3366),(30 40.860107),(31 41.240795),(32 41.341713),(33 41.13405),(34 41.108456),(35 40.93408),(36 40.883583),(37 41.197227),(38 41.473675),(39 41.160793),(40 40.83833),(41 40.630978),(42 41.209293),(43 40.324036),(44 40.34659),(45 40.63364),(46 40.71615),(47 40.860153),(48 40.730072),(49 40.98973),(50 41.058987),(51 40.955055),(52 41.114334),(53 40.415974),(54 40.900852),(55 41.33139),(56 41.84482),(57 41.177948),(58 41.218754),(59 41.498447),(60 42.242462),(61 42.24519),(62 42.654648),(63 42.002304),(64 42.235847),(65 42.38463),(66 42.31541),(67 42.525974),(68 42.27256),(69 42.45207),(70 42.866913),(71 42.373165),(72 42.605255),(73 43.077747),(74 42.521523),(75 42.23551),(76 42.683804),(77 42.514732),(78 42.38625),(79 42.47151),
(1 27.93997),(2 30.630947),(3 32.65491),(4 33.622963),(5 34.182735),(6 35.059444),(7 35.368694),(8 35.610992),(9 36.47939),(10 36.18633),(11 36.49167),(12 36.794636),(13 37.238018),(14 37.653297),(15 37.628292),(16 37.77495),(17 38.246502),(18 38.41557),(19 38.639465),(20 38.421516),(21 38.551704),(22 38.622486),(23 38.776066),(24 38.90154),(25 39.494263),(26 39.61461),(27 39.81626),(28 39.545696),(29 39.770233),(30 40.230145),(31 40.715282),(32 40.666626),(33 41.06038),(34 40.953033),(35 40.456234),(36 40.951756),(37 41.083908),(38 41.112644),(39 40.6305),(40 40.50538),(41 40.921654),(42 40.968864),(43 40.502457),(44 40.755714),(45 40.537136),(46 41.12324),(47 41.027176),(48 40.806282),(49 40.926174),(50 41.282692),(51 41.165764),(52 41.07867),(53 40.453613),(54 41.19054),(55 41.262817),(56 41.210987),(57 41.108696),(58 41.104786),(59 41.04517),(60 41.38184),(61 41.19445),(62 41.601414),(63 41.493233),(64 41.517925),(65 41.765656),(66 41.873257),(67 41.698826),(68 42.09079),(69 41.905895),(70 42.342045),(71 41.7094),(72 41.425922),(73 41.393703),(74 41.11436),(75 40.888607),(76 40.718555),(77 40.941315),(78 40.914368),(79 41.012672),
(1 27.950981),(2 31.109406),(3 32.82679),(4 34.259293),(5 35.22618),(6 35.732014),(7 36.311142),(8 36.777946),(9 37.467224),(10 37.635426),(11 37.92964),(12 37.887524),(13 38.2978),(14 38.774586),(15 38.62387),(16 39.265663),(17 39.47297),(18 39.750366),(19 39.398193),(20 39.486618),(21 39.79142),(22 40.0321),(23 39.939713),(24 40.23971),(25 40.404034),(26 40.339016),(27 40.20389),(28 40.125885),(29 40.141075),(30 40.73785),(31 40.92096),(32 41.1356),(33 41.006565),(34 40.724823),(35 40.77338),(36 40.872677),(37 40.958675),(38 40.975243),(39 40.193584),(40 40.797134),(41 41.1298),(42 40.699207),(43 40.901646),(44 41.301987),(45 40.824203),(46 41.347496),(47 41.62156),(48 41.70381),(49 42.008495),(50 42.10001),(51 41.67998),(52 41.815605),(53 42.21219),(54 42.478615),(55 42.51363),(56 42.65526),(57 42.54276),(58 42.932396),(59 42.737427),(60 42.86625),(61 43.00453),(62 43.203373),(63 43.146107),(64 43.179886),(65 43.39208),(66 43.654736),(67 43.468178),(68 43.547993),(69 43.375175),(70 43.46979),(71 43.075996),(72 42.85409),(73 42.984646),(74 42.85573),(75 42.91386),(76 42.742306),(77 42.384),(78 42.099236),(79 42.090324),
(1 27.740095),(2 30.655678),(3 32.879333),(4 33.861492),(5 34.587696),(6 35.089245),(7 35.34649),(8 35.880722),(9 36.33062),(10 36.865562),(11 37.096462),(12 37.15959),(13 37.388466),(14 37.462402),(15 37.754333),(16 38.275543),(17 38.389435),(18 39.09697),(19 38.61199),(20 39.256783),(21 39.416798),(22 39.34415),(23 38.831333),(24 39.09018),(25 39.583565),(26 39.815353),(27 39.649208),(28 39.81763),(29 39.820732),(30 40.37141),(31 40.129017),(32 40.296932),(33 40.543385),(34 40.709927),(35 40.834972),(36 40.73395),(37 40.45827),(38 40.860195),(39 40.6893),(40 40.33314),(41 40.374622),(42 40.00319),(43 40.310387),(44 40.21874),(45 40.513847),(46 40.892056),(47 40.3729),(48 40.383785),(49 39.952316),(50 40.33298),(51 40.61993),(52 40.67436),(53 40.36047),(54 40.275368),(55 40.389835),(56 40.566032),(57 40.338192),(58 41.051174),(59 40.352386),(60 40.74876),(61 40.645073),(62 41.226444),(63 41.31507),(64 41.078754),(65 41.111122),(66 40.815296),(67 40.854763),(68 41.196175),(69 40.824875),(70 41.58938),(71 41.541153),(72 41.653717),(73 41.575527),(74 41.4471),(75 41.565514),(76 41.113438),(77 40.788742),(78 41.146866),(79 41.029346),
(1 27.89193),(2 30.569311),(3 32.542755),(4 33.754288),(5 34.66265),(6 35.408363),(7 36.014507),(8 36.562275),(9 37.142975),(10 37.551407),(11 37.490013),(12 37.925827),(13 38.993725),(14 38.476913),(15 38.44437),(16 38.83623),(17 38.869785),(18 39.22991),(19 39.5873),(20 39.65749),(21 39.780106),(22 39.256145),(23 39.476322),(24 39.425255),(25 39.835094),(26 40.250637),(27 40.131893),(28 39.875286),(29 39.989872),(30 39.876377),(31 40.239517),(32 40.008358),(33 40.60262),(34 40.87204),(35 40.48988),(36 40.898003),(37 40.853374),(38 40.958263),(39 40.96072),(40 41.36145),(41 41.228477),(42 40.751858),(43 40.91043),(44 40.80256),(45 40.37819),(46 41.087208),(47 41.15573),(48 41.071266),(49 40.827473),(50 41.44352),(51 41.094234),(52 41.19071),(53 41.24612),(54 41.3624),(55 41.204803),(56 41.508682),(57 41.05294),(58 41.69381),(59 41.50786),(60 41.825703),(61 41.959663),(62 42.034718),(63 41.776573),(64 42.548275),(65 42.51386),(66 42.56436),(67 42.413467),(68 42.34916),(69 42.1936),(70 42.564865),(71 42.887043),(72 42.669533),(73 42.925602),(74 42.45659),(75 42.431133),(76 42.4796),(77 42.370724),(78 42.658115),(79 42.24728),
