1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54910.77),(2 199668.94),(3 438124.16),(4 764332.5),(5 1143596.4),(6 1601880.4),(7 2101951.8),(8 2658822),(9 3231284),(10 3820325),(11 4397629.5),(12 5007813),(13 5634677.5),(14 6237806.5),(15 6862676),(16 7507356.5),(17 8187842.5),(18 8910620),(19 9614986),(20 10362171),(21 11121227),(22 11859673),(23 12695293),(24 13382300),(25 14075119),(26 14777795),(27 15472561),(28 16165321),(29 16788862),(30 17454102),(31 18146918),(32 18914810),(33 19721438),(34 20625320),(35 21617458),(36 22667338),(37 23798402),(38 25109768),(39 26450864),(40 27890454),(41 29433866),(42 31153646),(43 33012912),(44 34913308),(45 36977436),(46 39083844),(47 41437692),(48 44048336),(49 46756860),(50 49621390),(51 52666400),(52 55698828),(53 59267504),(54 62591980),(55 65957652),(56 69315540),(57 72771864),(58 76304904),(59 79766360),(60 83103816),(61 86842280),(62 90593240),(63 94301864),(64 98064504),(65 101833280),(66 105659880),(67 109666216),(68 113863420),(69 117762850),(70 121714470),(71 125774840),(72 129820280),(73 133383910),(74 136595570),(75 140059900),(76 143449470),(77 146835460),(78 150226740),(79 153819120),
(1 25034.953),(2 72082.03),(3 121563.234),(4 164162.75),(5 196502.03),(6 221021.84),(7 238938.27),(8 250164.64),(9 255377.3),(10 256419.34),(11 258420.97),(12 261115.53),(13 260837.1),(14 257549.38),(15 252333.16),(16 246057.44),(17 238379.47),(18 233164.64),(19 235504.33),(20 242248.78),(21 250391.66),(22 255746.02),(23 257562.2),(24 257490.03),(25 257537.61),(26 258112.28),(27 258648.64),(28 260287.2),(29 265026.25),(30 270161.22),(31 271083.66),(32 266923.22),(33 258011.97),(34 248465.56),(35 243924.2),(36 247382.7),(37 258460.13),(38 268901.53),(39 278119.28),(40 279094.72),(41 272294.13),(42 266289.84),(43 261260.47),(44 258844.66),(45 257331.84),(46 259365.42),(47 267128.47),(48 272735.94),(49 277907.84),(50 283430.97),(51 281111.88),(52 279378.75),(53 276613.66),(54 272846.88),(55 271093.22),(56 270544.4),(57 270215.5),(58 270035.13),(59 269753.38),(60 271144.94),(61 271362.56),(62 268833.44),(63 267128.03),(64 262705.97),(65 257469.94),(66 256652.2),(67 256784.06),(68 257616.11),(69 258899.25),(70 258426.8),(71 260286.55),(72 263025.03),(73 263785.1),(74 262920.5),(75 261616.8),(76 258906.58),(77 255040.67),(78 250101.34),(79 243685.1),
(1 24700.855),(2 70518.89),(3 118971.586),(4 160679.47),(5 191786.1),(6 215829.44),(7 232303.7),(8 239385.94),(9 241640.73),(10 241340.6),(11 240899.8),(12 239234.56),(13 237967.77),(14 238020.48),(15 236527.17),(16 231595.03),(17 225751.19),(18 223450.2),(19 226247.36),(20 230161.86),(21 233985.52),(22 237015.34),(23 238573.16),(24 239399.38),(25 238208.67),(26 236910.17),(27 238001.39),(28 237130.88),(29 238804.84),(30 242350.72),(31 245233.27),(32 247491.06),(33 246256.36),(34 241822.2),(35 239821.06),(36 244105.23),(37 254026.33),(38 262665.22),(39 271010.88),(40 270876.66),(41 266530.22),(42 261746.28),(43 257317.17),(44 254220.81),(45 254239.25),(46 257679.47),(47 264320.78),(48 266281.47),(49 267561.88),(50 265061.13),(51 261849.45),(52 261506.28),(53 258673.98),(54 254882.33),(55 252281.89),(56 251399.08),(57 253777.23),(58 256296.08),(59 261669.72),(60 267048.66),(61 269078.56),(62 270337.6),(63 270124.63),(64 265457.4),(65 260540.95),(66 255130.3),(67 251226.36),(68 247334.92),(69 246956.36),(70 250469.06),(71 254642.3),(72 257378.67),(73 258055.44),(74 260245.61),(75 261566.45),(76 261533.66),(77 259833.83),(78 257601.27),(79 255338.86),
(1 23741.871),(2 67741.1),(3 113281.37),(4 151499.97),(5 179477.94),(6 198422.94),(7 208235.58),(8 212903.19),(9 216974.8),(10 219588.97),(11 221901.19),(12 222922.81),(13 225028.28),(14 226946.97),(15 227024.25),(16 225768.5),(17 224094.16),(18 223883.58),(19 226660.89),(20 230325.27),(21 232712.67),(22 233488.89),(23 233648.72),(24 235247.63),(25 236789.58),(26 239069.05),(27 240536.52),(28 242201.16),(29 242991.02),(30 243391.88),(31 244470.66),(32 245849.7),(33 243560.55),(34 239055.45),(35 237924.39),(36 240052.28),(37 243028.69),(38 242438.66),(39 246321.2),(40 250409.33),(41 251205.19),(42 251139.27),(43 253471.61),(44 259228),(45 264493.22),(46 267035.3),(47 269341.94),(48 269203.3),(49 267220.13),(50 266246.03),(51 264636.3),(52 262579.06),(53 260204.2),(54 257739.78),(55 254990.34),(56 253398.97),(57 254680.17),(58 256774.02),(59 259800.38),(60 262682.97),(61 265847.03),(62 266259.8),(63 264375.94),(64 259962.8),(65 256546.08),(66 252130.31),(67 248974.9),(68 246599.86),(69 247448.1),(70 249953.69),(71 252598.45),(72 260177.27),(73 267977.7),(74 271900.56),(75 270195.72),(76 268415.53),(77 267711.8),(78 268003.53),(79 265820.75),
(1 22544.387),(2 64291),(3 107565.67),(4 143060.34),(5 166635.89),(6 182230.81),(7 191215.02),(8 195910.61),(9 196238.94),(10 193859.17),(11 191140.19),(12 188925.16),(13 189213.86),(14 190187.64),(15 190241.1),(16 187985.4),(17 185648.08),(18 184504),(19 186592.45),(20 189266.83),(21 191553.28),(22 192698.86),(23 192486.25),(24 192972.81),(25 193940.31),(26 194318.08),(27 193100.72),(28 194235.9),(29 195819.33),(30 198137.72),(31 199863.75),(32 202233.47),(33 201954.2),(34 199888.84),(35 201782.61),(36 208644.78),(37 213681.33),(38 216607.13),(39 220468.22),(40 223304.72),(41 225087.4),(42 229455.8),(43 235353.47),(44 238844.4),(45 238555.28),(46 237786.02),(47 235435.38),(48 233683.22),(49 232526.6),(50 233893.03),(51 234846.52),(52 236495.92),(53 237385.78),(54 239650.3),(55 241267.4),(56 243715.48),(57 243552.4),(58 241922.9),(59 243075.23),(60 244804.67),(61 246229.39),(62 246564.08),(63 243090.9),(64 237672.52),(65 231930.88),(66 226917.25),(67 222645.06),(68 220892.48),(69 223880.78),(70 227321.64),(71 231500.39),(72 237019.25),(73 238738),(74 236920.34),(75 234112.31),(76 231210.5),(77 231341.77),(78 234540.06),(79 239472.92),
(1 22983.398),(2 65721.06),(3 110121.43),(4 146363.06),(5 170461.1),(6 185737.3),(7 194407.66),(8 199085.31),(9 201188.77),(10 202195.89),(11 204301.72),(12 206709.8),(13 208956.58),(14 209297.06),(15 207618.11),(16 203029.06),(17 199306.11),(18 198568.69),(19 199649.13),(20 200709.42),(21 202018.98),(22 201753.66),(23 201573.44),(24 201856.34),(25 199556.66),(26 196417.06),(27 191364.89),(28 188010.33),(29 187345.23),(30 189591.39),(31 195076.34),(32 201152.66),(33 203923.58),(34 204787.17),(35 207305.44),(36 212065.72),(37 216560.06),(38 217139.88),(39 220299.47),(40 222178.2),(41 220454.9),(42 220425.89),(43 222460.11),(44 223297.47),(45 223995.69),(46 223237.28),(47 222995.86),(48 222173.44),(49 223651.94),(50 226950.84),(51 230345.66),(52 231668.2),(53 231163.84),(54 229558.06),(55 231480.97),(56 230930.2),(57 231077.1),(58 231868.84),(59 233568.03),(60 234942.28),(61 234479.58),(62 232069.98),(63 227741.94),(64 223296.56),(65 220233.34),(66 219385.3),(67 220360.81),(68 222987.61),(69 229851.23),(70 236438.84),(71 240516.28),(72 242395.45),(73 237593.52),(74 230255.4),(75 225677.75),(76 223899.45),(77 224258.84),(78 227901.14),(79 233458.73),
(1 22440.357),(2 63082.84),(3 105486.47),(4 143209.34),(5 172370.17),(6 192223.83),(7 204962.58),(8 212655.89),(9 217221.42),(10 217261.23),(11 216315.78),(12 215772.02),(13 216556.6),(14 217378.02),(15 217327.92),(16 215043.84),(17 213187.52),(18 212908.64),(19 214657.5),(20 214323.05),(21 210487.61),(22 205515.72),(23 201296.52),(24 198125.42),(25 195078.66),(26 190966.55),(27 187596.52),(28 186676.52),(29 190065.34),(30 193698.8),(31 196212.55),(32 198725.56),(33 200758.28),(34 202184.56),(35 205268.89),(36 210749.81),(37 215073.31),(38 214046.47),(39 216940.56),(40 218613.73),(41 218167.98),(42 219057.55),(43 219521.42),(44 219309.08),(45 218639.53),(46 220089.84),(47 221780.4),(48 223498.1),(49 225363.4),(50 227840.4),(51 230394.67),(52 232540.48),(53 232439.83),(54 231975.98),(55 231851.78),(56 229641.3),(57 227929.64),(58 225443.81),(59 224051.17),(60 222807.94),(61 220062.56),(62 217883.83),(63 218821.42),(64 221111.17),(65 223660.38),(66 224036.27),(67 223319.22),(68 223095.6),(69 224409.23),(70 225292.13),(71 224771.33),(72 222528.94),(73 218508.11),(74 216548.6),(75 218356.78),(76 220372.92),(77 221748.86),(78 223970.78),(79 226404.38),
(1 21101.443),(2 58851.133),(3 97068.266),(4 128819.4),(5 151103.19),(6 166911.19),(7 178251.03),(8 185203.92),(9 188982.66),(10 189746.97),(11 188688.89),(12 188595.69),(13 188389.06),(14 187356.5),(15 185159.1),(16 182200.42),(17 182404.84),(18 185724.16),(19 188693.81),(20 187913.23),(21 185039.42),(22 181896.5),(23 178601.13),(24 177767.44),(25 177083.69),(26 175674.72),(27 175190.9),(28 177293.9),(29 182396.7),(30 187402.78),(31 190000.03),(32 188748.98),(33 187877.1),(34 190914.55),(35 196093.48),(36 200775.75),(37 202631.02),(38 200943.45),(39 201917.02),(40 202275.42),(41 199063.25),(42 197056),(43 197296.78),(44 197677.75),(45 197560.56),(46 198067.3),(47 202390.66),(48 203862.19),(49 204307.36),(50 206484.34),(51 206744.98),(52 207768.9),(53 210614.83),(54 213641.42),(55 218974.7),(56 222753.64),(57 226345.23),(58 226835.42),(59 224833.23),(60 221302.66),(61 217507.3),(62 216759.5),(63 218994.23),(64 220652.5),(65 220563.3),(66 220626.39),(67 220759.02),(68 219803.3),(69 221573.13),(70 220406.17),(71 218280.5),(72 215105.48),(73 210956.11),(74 207594.97),(75 207395.97),(76 206840.17),(77 205370.58),(78 204578.77),(79 204931.89),
(1 21987.377),(2 61208.727),(3 100349.19),(4 132355.31),(5 155931.94),(6 174365.6),(7 186862.52),(8 192836.73),(9 195711.64),(10 196046.39),(11 193778.86),(12 191598.86),(13 189776.4),(14 190052.53),(15 191024.67),(16 191197.3),(17 193018.38),(18 196628.9),(19 198216.28),(20 196314.4),(21 193794.77),(22 190960.48),(23 189426.3),(24 187889.81),(25 184515.38),(26 181083.88),(27 179044.53),(28 180214.36),(29 184152.27),(30 186166.2),(31 186444.92),(32 187300.27),(33 188884.3),(34 192990.97),(35 197224.36),(36 200972.52),(37 203738.44),(38 206420.42),(39 211423.19),(40 212550.17),(41 212399.86),(42 212518.27),(43 211168.88),(44 208348.73),(45 205040.86),(46 203054.17),(47 205170.69),(48 205223.98),(49 207606.2),(50 211085.3),(51 209940),(52 211893.53),(53 213196.97),(54 214853.53),(55 217232.48),(56 220388.03),(57 222729.61),(58 222506.89),(59 221134.69),(60 216663.52),(61 211330.86),(62 207368.14),(63 207174.78),(64 209823.77),(65 212788.14),(66 214614.11),(67 213705.17),(68 213413.7),(69 214897.73),(70 213865.31),(71 211846.97),(72 211121.48),(73 210322.11),(74 211032.81),(75 213269.94),(76 214083.63),(77 212918.47),(78 209416.3),(79 204235.56),
(1 21978.521),(2 61140.535),(3 99033.77),(4 130061.48),(5 151875.53),(6 166442.77),(7 175836.48),(8 181550.95),(9 184521.7),(10 184748.73),(11 186280.66),(12 188521.88),(13 189440.88),(14 187674.25),(15 184940.25),(16 180951.66),(17 178725.77),(18 177453.16),(19 177373.47),(20 176556.39),(21 174656.25),(22 171262.5),(23 169503.38),(24 167877.2),(25 166711.36),(26 165956.84),(27 166182.3),(28 166508.48),(29 167592.92),(30 169345.53),(31 171068.64),(32 171914.03),(33 174609.28),(34 178397.69),(35 182144.8),(36 183343.22),(37 182863.34),(38 182245.45),(39 183841.42),(40 185446.77),(41 186331.06),(42 187630.69),(43 187620.42),(44 187554.34),(45 187394.88),(46 188583.88),(47 191974.63),(48 192347.81),(49 193965.05),(50 196070.03),(51 196618.47),(52 201839.17),(53 205326.53),(54 209392.95),(55 212275.05),(56 212257.27),(57 211090.02),(58 208609.17),(59 206723.2),(60 206784.75),(61 208440.72),(62 206381.31),(63 206140.4),(64 207766.4),(65 208491.11),(66 210189.38),(67 210547.45),(68 208369.97),(69 208619.2),(70 208889.88),(71 206916.61),(72 205118.45),(73 204751.83),(74 206923.89),(75 210113.23),(76 210940.86),(77 208749.6),(78 205636.77),(79 203093.66),
(1 21358.352),(2 59630.684),(3 97033.49),(4 127082.375),(5 146935.64),(6 160756.23),(7 170531.28),(8 175175.03),(9 177312.13),(10 178516.4),(11 180149.98),(12 182240.69),(13 182273.3),(14 180168.08),(15 176992.77),(16 172275.58),(17 168314.4),(18 166803.86),(19 166140.23),(20 164737.97),(21 162793.75),(22 162291.52),(23 163302.98),(24 163462.25),(25 161840.23),(26 160109.69),(27 158367.19),(28 158675.36),(29 161269.75),(30 164705.38),(31 168231.06),(32 174142.94),(33 181629.16),(34 185242.22),(35 186600.23),(36 185202.13),(37 183670.16),(38 181465.7),(39 180330.08),(40 176655.63),(41 173128.84),(42 173560.38),(43 175781.95),(44 178355.03),(45 180939.06),(46 185206.13),(47 191110.52),(48 194634.17),(49 196859.13),(50 197590.81),(51 198924.84),(52 204090.66),(53 209534.08),(54 213583.56),(55 215196.89),(56 214730),(57 213999.9),(58 212546.27),(59 208341.38),(60 204841.75),(61 202114.95),(62 198604.48),(63 196827.97),(64 194245.45),(65 192511.64),(66 192885.73),(67 193293.98),(68 195395.3),(69 196594.73),(70 196350.1),(71 194459.55),(72 195034.53),(73 196506.06),(74 198857.66),(75 202541.38),(76 206826.89),(77 209499.8),(78 210593.55),(79 210567.97),
(1 21469.943),(2 59851.664),(3 97709.664),(4 128547.336),(5 149029.53),(6 163053.45),(7 169912.19),(8 171849.97),(9 172093.48),(10 171478.4),(11 171180.5),(12 171796.78),(13 172518.19),(14 172795.66),(15 171827.95),(16 170707.95),(17 169540.6),(18 169443.89),(19 166724.83),(20 162599.94),(21 159270.16),(22 157254.77),(23 155488.13),(24 156776.2),(25 157869.27),(26 158406.08),(27 158407.88),(28 156648.19),(29 156107.5),(30 155256.17),(31 155189.77),(32 159093.67),(33 163473.31),(34 168294.28),(35 172232.44),(36 173609.36),(37 172771.61),(38 170494.56),(39 169019.75),(40 167131.66),(41 165035.23),(42 163575.81),(43 164806.84),(44 166665.88),(45 169768.03),(46 173330.28),(47 177145.2),(48 180323.6),(49 181637.94),(50 182097.03),(51 183032.39),(52 186218.39),(53 188544.47),(54 191146.05),(55 192192.45),(56 192614.08),(57 191826.38),(58 189331.7),(59 184362.84),(60 179303.11),(61 176958.34),(62 175481.75),(63 176284.03),(64 178963.9),(65 180684.78),(66 181370.31),(67 179992.64),(68 176713.05),(69 174995.8),(70 174676.77),(71 175318.28),(72 178347.19),(73 183118.66),(74 188253.33),(75 192826.19),(76 193086.97),(77 192515.08),(78 192238.6),(79 192302.64),
(1 21455.955),(2 59515.758),(3 95389.08),(4 125194.266),(5 146758.5),(6 159575.36),(7 167206.69),(8 172236.78),(9 173456.58),(10 171733.47),(11 169392.4),(12 167739.48),(13 167713.03),(14 168052.94),(15 168482.1),(16 167769.36),(17 168245.33),(18 168694.69),(19 166295.06),(20 161255.83),(21 158341.42),(22 157567.72),(23 157752.11),(24 157771.64),(25 155656.75),(26 153591.83),(27 152940.9),(28 152168.1),(29 151511.17),(30 152057.98),(31 153839.47),(32 156911.03),(33 161005.44),(34 162458.44),(35 162467.89),(36 162507.47),(37 161396.45),(38 160694.67),(39 162690.9),(40 164240.25),(41 163723.5),(42 163660.8),(43 164901.6),(44 168708.17),(45 172402.86),(46 174585.08),(47 176204.02),(48 178550.3),(49 181418.9),(50 184398.33),(51 186801.4),(52 189553.77),(53 188898.08),(54 187393.11),(55 186398.47),(56 187084.72),(57 187357.75),(58 187774.36),(59 186849.97),(60 184321.97),(61 180206.17),(62 178198),(63 179986.4),(64 182836.89),(65 185403.48),(66 185507.42),(67 185199.69),(68 183442.72),(69 181399.33),(70 179867.52),(71 180882.9),(72 183899.52),(73 184929.55),(74 184579.44),(75 182963.36),(76 180492.95),(77 177103.1),(78 174776.89),(79 173353.17),
(1 20425.852),(2 55828.883),(3 87968.17),(4 113396.15),(5 131137.42),(6 143667.52),(7 151527.97),(8 153625.78),(9 153222.4),(10 151233.84),(11 150598.73),(12 151215.67),(13 151525.69),(14 151513.61),(15 150219.45),(16 148880.06),(17 149681.94),(18 150077.69),(19 148020.22),(20 143610.27),(21 139524.38),(22 138334.73),(23 141046.75),(24 145326.34),(25 147031.27),(26 146338.3),(27 145289.52),(28 143638.53),(29 142933.89),(30 143897.6),(31 146107.33),(32 148259.55),(33 150239.95),(34 150994.97),(35 153416.84),(36 155864.92),(37 157781.69),(38 157492.97),(39 159007.38),(40 160378.34),(41 158189.72),(42 157470.03),(43 157890.7),(44 157706.55),(45 156431.33),(46 155371.77),(47 156383.53),(48 159709.34),(49 165485.42),(50 169746.2),(51 171680),(52 172589.1),(53 171743.06),(54 171427.4),(55 172816.27),(56 176965.72),(57 179597.45),(58 179602.81),(59 178915.77),(60 178979.64),(61 179302.31),(62 179515.81),(63 179782.63),(64 180001.92),(65 179346.73),(66 178834.38),(67 175315.27),(68 170896.83),(69 167201.11),(70 166697.6),(71 168158.34),(72 172041.45),(73 175009.16),(74 175706.28),(75 176721.6),(76 176262.9),(77 175558.05),(78 174839.88),(79 173436.06),
(1 19818.814),(2 52641.863),(3 83376.945),(4 107731.6),(5 125340.805),(6 137876.22),(7 144775.72),(8 147263.27),(9 146274.97),(10 142931.92),(11 140188.95),(12 139250.5),(13 138352.47),(14 138657.33),(15 141145.45),(16 142604.48),(17 142648.13),(18 141177.48),(19 139860.88),(20 136895.55),(21 133837.31),(22 131259.66),(23 131041.695),(24 132574.13),(25 133968.94),(26 136611.89),(27 138405.78),(28 138912.4),(29 140386.23),(30 142115.19),(31 143654.39),(32 144719.6),(33 145770.7),(34 146626.11),(35 145337.52),(36 143860.78),(37 141433.72),(38 141498.23),(39 143300.98),(40 141891.88),(41 140142.45),(42 139197.92),(43 140224.38),(44 143166.06),(45 147613.05),(46 151163.22),(47 154501.34),(48 156850.92),(49 159763.84),(50 160995.88),(51 162556.13),(52 163649.2),(53 163910.25),(54 163670.52),(55 163839.97),(56 165250.38),(57 164106.77),(58 162143.34),(59 161257.27),(60 159156.63),(61 158705.06),(62 160052.69),(63 161371.97),(64 161941.8),(65 161847.94),(66 160367.45),(67 158176.03),(68 155384.73),(69 154418.4),(70 154756.27),(71 157286.7),(72 160371.22),(73 162201.27),(74 163194.98),(75 162927.89),(76 162929.05),(77 159977.94),(78 155987.56),(79 155048.39),
(1 18766.967),(2 50300.445),(3 79717.93),(4 102916.12),(5 119210.87),(6 129695.414),(7 135770.4),(8 136823.39),(9 134454.39),(10 131532.17),(11 130836.95),(12 130531.99),(13 130403.59),(14 132513.06),(15 137949.4),(16 141033.2),(17 143105.2),(18 142692.8),(19 140746.52),(20 135909.7),(21 131523.6),(22 129082.16),(23 128767.18),(24 129878.45),(25 131827.39),(26 133570.73),(27 136648.39),(28 138654.69),(29 140164.6),(30 140897.02),(31 140182.9),(32 138889.44),(33 139301.72),(34 139312.16),(35 138530.42),(36 139040.17),(37 139321.64),(38 139791.67),(39 140426.5),(40 141769.1),(41 142811.8),(42 144771.34),(43 147216.69),(44 147128.17),(45 146304.08),(46 145518.27),(47 146750.84),(48 148722.17),(49 151305.33),(50 154344.5),(51 155906.73),(52 158909.27),(53 161858.86),(54 162593.6),(55 159882.97),(56 156203.36),(57 154900.8),(58 155583.16),(59 156337.42),(60 156753.83),(61 156323.25),(62 155569.73),(63 156942.2),(64 157397.06),(65 156273.94),(66 154615.47),(67 153297.66),(68 152546.77),(69 154058.36),(70 156680.25),(71 158045),(72 159352.02),(73 159744.97),(74 160392.86),(75 159758.86),(76 156968.23),(77 153655.83),(78 150335.3),(79 149610.31),
(1 17968.555),(2 47972.27),(3 75459.26),(4 96321.84),(5 109962.76),(6 118185.94),(7 123292.234),(8 125498.73),(9 125379.805),(10 125882.25),(11 125329.18),(12 124159.18),(13 123023.23),(14 124546.266),(15 126806.22),(16 126880.375),(17 127607.07),(18 127222.44),(19 127014.35),(20 126965.086),(21 126075.25),(22 123175.53),(23 120471.32),(24 122048.75),(25 124883.65),(26 129170.3),(27 132474.55),(28 134701.53),(29 136140.06),(30 137154.17),(31 135560.78),(32 133030.8),(33 132365.5),(34 131136.84),(35 128983.21),(36 129015.17),(37 130685.75),(38 131012.445),(39 132671.72),(40 134910),(41 136454.97),(42 138365.77),(43 139069.06),(44 139509.38),(45 139917.94),(46 140132.53),(47 139459.97),(48 140199.16),(49 142003.78),(50 143652.52),(51 143591.56),(52 144414.17),(53 146036.17),(54 147694.34),(55 148538.89),(56 148912.81),(57 150708.31),(58 151004.53),(59 150765.58),(60 151581.17),(61 152266.03),(62 152909.47),(63 152131.48),(64 149702.55),(65 146656.25),(66 145277.56),(67 146381.52),(68 147490.58),(69 150634.06),(70 152297.39),(71 151434.9),(72 148947.66),(73 146949.86),(74 145803.78),(75 144987.1),(76 143588.94),(77 143919.7),(78 142944.22),(79 142411.86),
