1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 24021.025),(2 67406.37),(3 146665.05),(4 222403.92),(5 311220.47),(6 389519.78),(7 482678.34),(8 583445.25),(9 656940.56),(10 742884.06),(11 818898),(12 878947.3),(13 963662),(14 1060095),(15 1153870.4),(16 1273446.6),(17 1403069.5),(18 1513924.6),(19 1637721),(20 1774973.9),(21 1899290.9),(22 2051377.9),(23 2217912.3),(24 2413265.3),(25 2685420.8),(26 3033677.3),(27 3593776.8),(28 4760955),(29 5391640.5),(30 6098771.5),(31 6887438),(32 7622006),(33 8366656.5),(34 9209178),(35 9874670),(36 10643764),(37 11467804),(38 12109420),(39 12845360),(40 13610468),(41 14175700),(42 14850892),(43 15571951),(44 16124779),(45 16777836),(46 17455864),(47 17906236),(48 18375192),(49 18574680),(50 18695702),(51 18874566),(52 19057706),(53 19417862),(54 19659914),(55 19905542),(56 20078674),(57 20218790),(58 20448298),(59 20531666),(60 20744710),(61 21020446),(62 21169770),(63 21428590),(64 21742352),(65 21910856),(66 22214262),(67 22582446),(68 22801486),(69 23098686),(70 23439606),(71 23574208),(72 23818838),(73 24032202),(74 24043154),(75 24184274),(76 24324322),(77 24399046),(78 24791616),(79 24891982),
(1 129.88458),(2 163.91989),(3 183.54524),(4 195.83679),(5 205.99576),(6 212.27019),(7 216.29121),(8 221.11795),(9 224.09431),(10 224.41602),(11 227.32515),(12 226.22296),(13 228.34953),(14 231.00879),(15 230.2201),(16 233.21967),(17 235.86504),(18 236.29865),(19 239.21815),(20 241.8624),(21 240.01512),(22 239.91005),(23 244.5368),(24 242.3637),(25 243.21011),(26 245.67981),(27 245.20554),(28 249.05617),(29 248.09865),(30 250.3471),(31 252.23674),(32 249.62486),(33 253.31001),(34 254.6892),(35 254.38258),(36 254.19734),(37 257.17834),(38 253.6554),(39 254.15224),(40 258.1386),(41 253.85214),(42 253.01138),(43 255.47636),(44 253.67546),(45 255.91989),(46 257.4427),(47 255.36433),(48 256.55313),(49 260.54004),(50 258.55768),(51 260.24966),(52 261.851),(53 260.7816),(54 262.70715),(55 262.1182),(56 261.44608),(57 265.36554),(58 264.70764),(59 262.23016),(60 263.95718),(61 266.30933),(62 262.9615),(63 263.1307),(64 264.54547),(65 261.34683),(66 261.29544),(67 264.93497),(68 262.50967),(69 263.71005),(70 265.17148),(71 263.59894),(72 264.40628),(73 269.42044),(74 267.68008),(75 267.77856),(76 271.8304),(77 270.3471),(78 273.57),(79 273.82202),
(1 125.97449),(2 159.91187),(3 177.94339),(4 191.77594),(5 199.26959),(6 205.93385),(7 210.8262),(8 215.26976),(9 217.24648),(10 220.18571),(11 223.95462),(12 225.4612),(13 228.54158),(14 232.06924),(15 232.61868),(16 232.51021),(17 236.2317),(18 237.37816),(19 239.97849),(20 242.71878),(21 241.86864),(22 243.0691),(23 245.45819),(24 247.06258),(25 248.15253),(26 251.61401),(27 248.21854),(28 253.73557),(29 253.24495),(30 253.94579),(31 258.00726),(32 255.46577),(33 256.16),(34 256.89362),(35 256.1358),(36 255.5966),(37 258.33466),(38 254.73897),(39 254.76263),(40 257.07346),(41 251.34389),(42 249.5915),(43 253.19257),(44 252.50018),(45 251.09056),(46 254.69662),(47 252.15457),(48 254.15326),(49 257.20233),(50 256.22324),(51 255.80905),(52 258.09717),(53 255.82831),(54 255.93571),(55 259.6356),(56 259.85428),(57 262.93622),(58 260.60648),(59 260.3807),(60 261.68228),(61 263.23322),(62 261.7325),(63 259.52463),(64 261.86075),(65 261.44),(66 260.29593),(67 264.13913),(68 259.35577),(69 258.1396),(70 259.81055),(71 257.87473),(72 259.0689),(73 265.49368),(74 262.414),(75 261.836),(76 265.16953),(77 263.12668),(78 265.6923),(79 264.41144),
(1 125.65841),(2 157.85432),(3 174.5561),(4 184.43639),(5 192.80026),(6 200.04713),(7 203.03116),(8 207.94618),(9 211.32448),(10 212.96803),(11 215.90283),(12 217.18399),(13 219.84895),(14 225.54362),(15 224.92131),(16 226.87646),(17 229.91718),(18 228.31781),(19 229.30887),(20 230.83023),(21 229.01527),(22 230.15103),(23 232.91553),(24 231.62094),(25 231.59122),(26 236.00568),(27 233.87991),(28 237.28482),(29 236.74326),(30 239.21219),(31 242.7813),(32 243.47731),(33 244.02994),(34 247.74522),(35 246.47734),(36 247.73798),(37 251.34367),(38 250.69928),(39 249.66824),(40 250.88866),(41 246.46811),(42 246.44072),(43 248.67854),(44 244.46814),(45 245.62346),(46 246.3022),(47 243.25586),(48 245.00078),(49 248.69328),(50 250.0208),(51 250.83708),(52 253.0621),(53 251.05402),(54 249.9583),(55 249.68654),(56 249.9273),(57 250.052),(58 252.19289),(59 246.64227),(60 248.91887),(61 249.88246),(62 246.80487),(63 244.85945),(64 247.89297),(65 247.3441),(66 249.03403),(67 251.16353),(68 251.95972),(69 248.83063),(70 249.95355),(71 247.6531),(72 250.24782),(73 253.6178),(74 252.20149),(75 252.54237),(76 257.775),(77 253.11636),(78 255.06732),(79 251.91382),
(1 125.20165),(2 158.1879),(3 174.08893),(4 184.23701),(5 192.32292),(6 197.2251),(7 200.26967),(8 205.33002),(9 208.82726),(10 212.21362),(11 214.41498),(12 215.48997),(13 219.50952),(14 220.92761),(15 221.45107),(16 222.08972),(17 225.48907),(18 227.34145),(19 228.2061),(20 232.54034),(21 232.3995),(22 233.98915),(23 236.45654),(24 235.5096),(25 238.15569),(26 242.95978),(27 238.89497),(28 241.69429),(29 240.29996),(30 241.47852),(31 245.46413),(32 242.50644),(33 244.61612),(34 246.33162),(35 245.68387),(36 247.13211),(37 247.8194),(38 245.33325),(39 245.26093),(40 245.78908),(41 241.76447),(42 243.01944),(43 244.53555),(44 242.47687),(45 242.61552),(46 244.43288),(47 242.49184),(48 242.56433),(49 245.79317),(50 242.26889),(51 242.56358),(52 244.87758),(53 247.7015),(54 248.10603),(55 248.21667),(56 248.91875),(57 249.21132),(58 250.74623),(59 251.52525),(60 251.87444),(61 254.15686),(62 252.605),(63 252.42604),(64 252.18146),(65 253.96829),(66 251.25029),(67 253.13428),(68 254.66379),(69 255.67615),(70 254.64102),(71 252.17537),(72 255.25172),(73 258.03864),(74 254.36511),(75 250.57442),(76 256.13492),(77 255.81354),(78 257.1322),(79 255.80629),
(1 122.89764),(2 155.54404),(3 170.72197),(4 182.82318),(5 189.82442),(6 194.22966),(7 198.75508),(8 205.02052),(9 208.10667),(10 210.09407),(11 213.1924),(12 213.95152),(13 218.75366),(14 219.77821),(15 220.1095),(16 223.75293),(17 224.70102),(18 226.84067),(19 226.73232),(20 230.36298),(21 232.44965),(22 233.8478),(23 234.04582),(24 235.50201),(25 237.44154),(26 241.9297),(27 238.006),(28 242.56018),(29 239.11514),(30 238.71945),(31 240.50731),(32 241.34543),(33 241.81082),(34 242.10193),(35 239.75098),(36 239.49791),(37 242.30887),(38 242.97816),(39 244.645),(40 245.49637),(41 240.75296),(42 241.43727),(43 242.27592),(44 241.70912),(45 242.8336),(46 245.08655),(47 241.41026),(48 245.50153),(49 247.53181),(50 244.61131),(51 246.75061),(52 249.6521),(53 250.81003),(54 250.25131),(55 253.0375),(56 248.97838),(57 249.73767),(58 251.57011),(59 247.56093),(60 248.15291),(61 253.92926),(62 252.32236),(63 252.01387),(64 253.0544),(65 252.36769),(66 252.90872),(67 253.7674),(68 254.25314),(69 252.95488),(70 255.52837),(71 254.71823),(72 254.97849),(73 259.45963),(74 257.67404),(75 257.80103),(76 262.32492),(77 258.6047),(78 263.291),(79 260.6792),
(1 123.69991),(2 154.35962),(3 170.53444),(4 181.47673),(5 188.8064),(6 194.05916),(7 199.28955),(8 206.14001),(9 207.45242),(10 209.52333),(11 212.79524),(12 215.54666),(13 216.8583),(14 218.74886),(15 218.98563),(16 218.95828),(17 219.82838),(18 221.78775),(19 221.61684),(20 223.87157),(21 224.29042),(22 228.09073),(23 229.85509),(24 228.05544),(25 228.34343),(26 231.06673),(27 228.76822),(28 233.73203),(29 229.90785),(30 232.36221),(31 235.23355),(32 235.18945),(33 235.7179),(34 236.9104),(35 234.67915),(36 237.70856),(37 240.15913),(38 238.19202),(39 237.54262),(40 236.08458),(41 233.76903),(42 235.27023),(43 236.98615),(44 236.32813),(45 236.97621),(46 238.13583),(47 239.23074),(48 241.21468),(49 243.81606),(50 242.85628),(51 241.03973),(52 242.90561),(53 242.50179),(54 244.08035),(55 246.27177),(56 243.38359),(57 243.33008),(58 245.18114),(59 244.53874),(60 245.94298),(61 249.80902),(62 247.13),(63 248.08882),(64 248.34172),(65 245.91843),(66 244.0393),(67 247.6662),(68 246.58665),(69 245.27766),(70 247.56708),(71 244.67426),(72 247.40874),(73 254.1261),(74 251.1849),(75 252.86366),(76 255.5225),(77 254.15625),(78 258.77167),(79 255.88438),
(1 120.40106),(2 150.32356),(3 166.23163),(4 177.00418),(5 184.04982),(6 190.5186),(7 193.32813),(8 202.16768),(9 203.24097),(10 204.40685),(11 207.15479),(12 208.8013),(13 210.60995),(14 212.81657),(15 212.55145),(16 215.01442),(17 215.84235),(18 218.31377),(19 218.4887),(20 221.67137),(21 221.63293),(22 227.75725),(23 228.55748),(24 229.23314),(25 230.57893),(26 233.13264),(27 230.37778),(28 236.07996),(29 232.71056),(30 234.33348),(31 234.33475),(32 230.72313),(33 233.53853),(34 234.76045),(35 233.68925),(36 235.14114),(37 236.71985),(38 235.23932),(39 234.80182),(40 235.35184),(41 231.45699),(42 230.4734),(43 234.13892),(44 230.74562),(45 230.83447),(46 232.30386),(47 233.48677),(48 233.38089),(49 236.22447),(50 235.03204),(51 234.55212),(52 237.58505),(53 235.13304),(54 238.68604),(55 241.17508),(56 241.01137),(57 240.74399),(58 243.86243),(59 241.1796),(60 241.24522),(61 243.43813),(62 241.76817),(63 241.28413),(64 242.259),(65 240.40381),(66 240.92133),(67 241.52809),(68 238.94682),(69 240.55237),(70 242.47159),(71 240.42934),(72 242.33723),(73 245.82697),(74 246.86197),(75 248.17813),(76 250.80693),(77 247.49246),(78 250.32907),(79 248.7807),
(1 120.614365),(2 147.39296),(3 162.58589),(4 172.28784),(5 178.06264),(6 183.64204),(7 189.16495),(8 196.63016),(9 199.9758),(10 201.88583),(11 204.35654),(12 204.3258),(13 207.97296),(14 210.72514),(15 209.69902),(16 213.55798),(17 215.87314),(18 216.17146),(19 218.4316),(20 219.73848),(21 221.40463),(22 220.94301),(23 222.3897),(24 220.01854),(25 222.18222),(26 225.9354),(27 224.94957),(28 227.52971),(29 226.41386),(30 229.72101),(31 230.72943),(32 227.62729),(33 228.57625),(34 230.47382),(35 228.41316),(36 228.99834),(37 230.5586),(38 230.30553),(39 228.45563),(40 229.95604),(41 226.38179),(42 225.8158),(43 227.37238),(44 225.90462),(45 228.2631),(46 231.9724),(47 232.28357),(48 231.68912),(49 235.85576),(50 235.5506),(51 234.21384),(52 237.34932),(53 237.54219),(54 240.80675),(55 243.86978),(56 243.05124),(57 244.54666),(58 246.04938),(59 243.51743),(60 243.8241),(61 245.90672),(62 243.88857),(63 242.24904),(64 244.83676),(65 243.90692),(66 244.36195),(67 245.27759),(68 243.69592),(69 243.36417),(70 245.10698),(71 241.93701),(72 244.81342),(73 247.9218),(74 247.10938),(75 246.71979),(76 249.726),(77 245.1222),(78 246.60269),(79 245.09708),
(1 119.72313),(2 148.75047),(3 162.24388),(4 172.53085),(5 178.92633),(6 186.0317),(7 190.95625),(8 195.22214),(9 196.74327),(10 199.74802),(11 201.3872),(12 202.12234),(13 201.90977),(14 202.69554),(15 202.24348),(16 203.9845),(17 206.96356),(18 209.56015),(19 210.67503),(20 213.5305),(21 215.63263),(22 216.0972),(23 218.03773),(24 218.84332),(25 221.48569),(26 221.89153),(27 221.3615),(28 224.57275),(29 225.00406),(30 226.36319),(31 230.81204),(32 229.12918),(33 230.0248),(34 232.85564),(35 231.08896),(36 230.32687),(37 231.85823),(38 231.98622),(39 231.17233),(40 232.7113),(41 229.80382),(42 231.47955),(43 232.52739),(44 230.59113),(45 228.47913),(46 230.40636),(47 227.32726),(48 228.53326),(49 233.63847),(50 231.70471),(51 231.87154),(52 235.95114),(53 232.95618),(54 236.94566),(55 238.6596),(56 236.6879),(57 239.79741),(58 241.14502),(59 238.89322),(60 241.12555),(61 242.16173),(62 240.38263),(63 240.62164),(64 239.9821),(65 237.30959),(66 237.00818),(67 237.8089),(68 237.9222),(69 237.98628),(70 237.89807),(71 235.09947),(72 236.3525),(73 238.6518),(74 236.43967),(75 236.86316),(76 239.68314),(77 238.07877),(78 238.902),(79 240.20148),
(1 115.753586),(2 141.34024),(3 156.38722),(4 167.72162),(5 178.78442),(6 183.68286),(7 187.03722),(8 191.94577),(9 193.57791),(10 197.79524),(11 199.92381),(12 201.22551),(13 202.40071),(14 206.41626),(15 205.67094),(16 206.87904),(17 209.02853),(18 207.18231),(19 209.88419),(20 213.5614),(21 213.49947),(22 214.75735),(23 215.17992),(24 212.97969),(25 213.72258),(26 215.25253),(27 214.99992),(28 217.48215),(29 217.07825),(30 218.72658),(31 222.51503),(32 219.78252),(33 222.18156),(34 224.3679),(35 221.43883),(36 223.11565),(37 225.76944),(38 223.19879),(39 223.40602),(40 225.53638),(41 224.37798),(42 225.05682),(43 226.07118),(44 222.46748),(45 220.6666),(46 223.36969),(47 222.70566),(48 222.4006),(49 224.69708),(50 223.39185),(51 224.51956),(52 229.71545),(53 227.27402),(54 226.97334),(55 228.75821),(56 228.0599),(57 229.67157),(58 232.4978),(59 231.1178),(60 234.39355),(61 237.6125),(62 234.61539),(63 233.35504),(64 234.75806),(65 230.23953),(66 230.80997),(67 234.15106),(68 233.23021),(69 230.99075),(70 232.3828),(71 231.89081),(72 233.61766),(73 236.07408),(74 236.28198),(75 235.89207),(76 238.55504),(77 236.25427),(78 240.85117),(79 239.08815),
(1 115.033066),(2 142.72473),(3 158.7002),(4 168.97389),(5 178.62029),(6 181.18658),(7 184.04582),(8 189.93806),(9 191.24951),(10 193.91925),(11 196.26411),(12 196.57202),(13 199.57423),(14 202.48582),(15 199.84006),(16 200.89786),(17 202.47084),(18 202.05132),(19 205.67682),(20 210.2842),(21 209.41325),(22 209.91176),(23 212.22897),(24 211.92941),(25 212.78558),(26 215.1244),(27 212.74448),(28 215.1157),(29 214.03723),(30 215.78387),(31 217.9491),(32 216.58408),(33 216.4211),(34 217.40689),(35 215.64946),(36 215.78741),(37 218.24336),(38 217.68259),(39 217.66925),(40 221.1456),(41 218.1136),(42 218.94601),(43 220.82317),(44 217.99667),(45 216.81647),(46 221.2702),(47 219.44957),(48 220.1972),(49 224.3636),(50 223.67236),(51 225.40935),(52 227.97214),(53 226.09428),(54 227.91539),(55 228.48451),(56 228.52081),(57 229.69771),(58 230.62187),(59 226.9621),(60 228.69327),(61 230.42882),(62 229.20544),(63 227.523),(64 229.59445),(65 224.97105),(66 225.54039),(67 227.57265),(68 226.2326),(69 225.53142),(70 225.51202),(71 227.06126),(72 228.07674),(73 235.19463),(74 234.75839),(75 235.01581),(76 239.62695),(77 237.09909),(78 238.38333),(79 235.1087),
(1 113.76201),(2 141.37631),(3 156.75319),(4 168.75342),(5 175.11136),(6 180.90485),(7 184.35199),(8 189.77037),(9 194.32286),(10 196.53346),(11 197.7055),(12 200.28458),(13 201.924),(14 204.50548),(15 202.95784),(16 204.09744),(17 208.55655),(18 208.07756),(19 209.2917),(20 212.2859),(21 213.2539),(22 214.64137),(23 215.7895),(24 216.41725),(25 216.39047),(26 220.3692),(27 216.72095),(28 220.69139),(29 218.46675),(30 217.78271),(31 220.12007),(32 216.96642),(33 217.47723),(34 219.0456),(35 217.3441),(36 218.49342),(37 222.77956),(38 221.23997),(39 218.46039),(40 219.67957),(41 216.53209),(42 216.82639),(43 219.51869),(44 217.01544),(45 217.07785),(46 217.97574),(47 216.24301),(48 215.01079),(49 217.6708),(50 215.73105),(51 217.58392),(52 219.09654),(53 219.2038),(54 220.08769),(55 222.77719),(56 221.07808),(57 221.19218),(58 223.30342),(59 221.00217),(60 223.10136),(61 223.2847),(62 223.94945),(63 221.4577),(64 221.28831),(65 220.93636),(66 221.69154),(67 221.05678),(68 218.04248),(69 219.41783),(70 220.62701),(71 218.91072),(72 221.11324),(73 225.70158),(74 225.18651),(75 227.28177),(76 231.95418),(77 230.03058),(78 231.78746),(79 230.01862),
(1 113.6188),(2 141.36687),(3 155.2134),(4 164.42151),(5 170.97246),(6 176.31303),(7 181.63577),(8 187.53075),(9 189.04666),(10 190.43208),(11 192.48283),(12 191.1012),(13 193.3552),(14 196.25546),(15 192.01547),(16 194.18501),(17 196.32787),(18 197.80606),(19 198.4251),(20 201.06316),(21 202.80057),(22 203.78253),(23 208.58093),(24 208.87233),(25 209.75328),(26 213.00766),(27 210.54362),(28 211.92523),(29 210.02736),(30 210.12086),(31 213.77802),(32 213.52588),(33 214.19719),(34 215.57584),(35 214.98491),(36 214.44337),(37 217.1133),(38 215.61273),(39 214.70622),(40 216.41847),(41 214.0286),(42 215.06998),(43 217.50984),(44 214.22112),(45 215.4322),(46 216.89903),(47 215.52339),(48 215.35426),(49 219.00804),(50 216.93938),(51 218.18515),(52 219.82909),(53 219.01537),(54 218.36633),(55 219.39436),(56 221.33208),(57 222.3084),(58 224.22398),(59 222.86479),(60 222.86853),(61 225.98744),(62 226.86633),(63 225.97888),(64 227.484),(65 226.11873),(66 225.68904),(67 226.09953),(68 223.6469),(69 222.71397),(70 223.0552),(71 223.2327),(72 223.85355),(73 229.79092),(74 228.82368),(75 228.4203),(76 230.5652),(77 229.50142),(78 233.52863),(79 233.10793),
(1 110.77782),(2 137.05113),(3 150.483),(4 163.86696),(5 169.31035),(6 172.76402),(7 177.63316),(8 184.2517),(9 185.08694),(10 187.79572),(11 188.88455),(12 189.88498),(13 192.58888),(14 196.21461),(15 194.15059),(16 193.14928),(17 196.4953),(18 197.66208),(19 199.2942),(20 202.80446),(21 204.06017),(22 204.94759),(23 208.46434),(24 207.30104),(25 208.38405),(26 210.96883),(27 210.87128),(28 212.67944),(29 210.85222),(30 212.91676),(31 213.87569),(32 214.2491),(33 216.85582),(34 216.89856),(35 215.86224),(36 213.88562),(37 217.81606),(38 214.39261),(39 213.56996),(40 215.26277),(41 211.82613),(42 210.94997),(43 213.22499),(44 211.27782),(45 211.5246),(46 213.30281),(47 213.34026),(48 212.21414),(49 215.57867),(50 215.51723),(51 214.86514),(52 217.47662),(53 218.23625),(54 219.34695),(55 218.71675),(56 221.19852),(57 222.36356),(58 222.07864),(59 222.02829),(60 223.16623),(61 224.30829),(62 223.23235),(63 221.19327),(64 223.79016),(65 222.5371),(66 223.54898),(67 224.62274),(68 221.35472),(69 222.11954),(70 221.41147),(71 221.64395),(72 224.46579),(73 228.04591),(74 224.91235),(75 227.29561),(76 229.63597),(77 225.39882),(78 229.01408),(79 228.90685),
(1 108.5113),(2 135.59407),(3 150.77908),(4 161.60693),(5 165.95743),(6 171.06567),(7 174.91655),(8 180.7534),(9 184.49857),(10 187.6517),(11 189.06358),(12 189.1945),(13 190.9009),(14 195.35571),(15 193.41246),(16 194.35268),(17 198.09161),(18 198.52821),(19 199.4664),(20 201.94153),(21 203.19502),(22 205.76251),(23 209.92273),(24 207.74658),(25 208.73683),(26 213.0515),(27 212.11504),(28 212.32957),(29 211.3556),(30 211.73618),(31 213.78113),(32 211.53676),(33 212.4307),(34 214.90707),(35 212.51154),(36 212.51193),(37 214.73564),(38 213.30324),(39 210.93417),(40 212.71637),(41 212.50496),(42 211.66217),(43 212.58572),(44 208.82422),(45 210.56236),(46 211.10564),(47 208.44154),(48 209.13759),(49 214.13638),(50 211.3976),(51 212.04619),(52 213.52956),(53 211.21178),(54 212.37567),(55 213.55528),(56 213.5534),(57 214.08437),(58 215.48058),(59 216.88988),(60 217.86723),(61 219.21623),(62 217.23839),(63 216.5034),(64 218.54092),(65 216.25989),(66 216.408),(67 215.64587),(68 214.84523),(69 212.43729),(70 213.20433),(71 213.48085),(72 213.48106),(73 219.134),(74 217.50218),(75 215.51709),(76 219.86617),(77 216.92728),(78 221.69806),(79 221.1721),
(1 106.664696),(2 135.18732),(3 147.84146),(4 158.27611),(5 163.39445),(6 169.09833),(7 173.94893),(8 180.4441),(9 181.96257),(10 184.7546),(11 188.7884),(12 188.3497),(13 189.01074),(14 192.48175),(15 192.02034),(16 193.37863),(17 198.71404),(18 197.78006),(19 198.22452),(20 198.30763),(21 201.03601),(22 199.6876),(23 204.8575),(24 200.8226),(25 202.42981),(26 205.87779),(27 203.02394),(28 204.99646),(29 203.28276),(30 204.20384),(31 207.15253),(32 203.66745),(33 202.8221),(34 206.5572),(35 205.21378),(36 207.07985),(37 210.50797),(38 207.36833),(39 206.5676),(40 207.73933),(41 206.39417),(42 205.51567),(43 208.61456),(44 206.25067),(45 207.92332),(46 206.83864),(47 205.74228),(48 207.00337),(49 210.71555),(50 209.62111),(51 209.60312),(52 212.31639),(53 212.7788),(54 212.79861),(55 213.80978),(56 215.35342),(57 216.15196),(58 217.5262),(59 218.55907),(60 217.88916),(61 219.12979),(62 217.9376),(63 216.42183),(64 217.93956),(65 216.2173),(66 214.13289),(67 216.12059),(68 214.44699),(69 212.70984),(70 215.18782),(71 214.42088),(72 214.53354),(73 219.15437),(74 217.64223),(75 219.6549),(76 225.331),(77 222.78293),(78 223.37114),(79 222.96371),
(1 105.12152),(2 132.71696),(3 145.7576),(4 155.71725),(5 162.4991),(6 166.24629),(7 170.03488),(8 175.2558),(9 177.487),(10 179.66129),(11 183.66849),(12 183.48059),(13 184.00911),(14 185.87186),(15 185.20871),(16 186.4608),(17 189.20827),(18 189.64847),(19 191.6609),(20 192.02187),(21 191.46089),(22 191.36551),(23 193.68282),(24 194.59784),(25 195.08841),(26 200.3905),(27 198.37042),(28 200.75056),(29 198.53142),(30 199.33598),(31 201.07037),(32 199.57965),(33 200.22661),(34 204.41228),(35 201.44371),(36 202.82204),(37 205.26042),(38 202.34383),(39 201.43774),(40 203.33174),(41 202.06567),(42 200.09486),(43 203.71776),(44 201.32489),(45 201.45985),(46 202.4574),(47 202.40233),(48 202.02003),(49 203.43819),(50 204.11232),(51 204.94211),(52 206.00237),(53 204.19801),(54 204.4699),(55 206.64383),(56 207.97806),(57 209.39748),(58 210.26628),(59 209.44595),(60 209.47183),(61 210.07735),(62 209.5228),(63 210.42729),(64 210.45306),(65 209.5759),(66 209.46262),(67 209.77357),(68 209.72412),(69 208.98541),(70 211.43613),(71 209.357),(72 210.7444),(73 214.09297),(74 213.34966),(75 212.94675),(76 217.28148),(77 214.543),(78 216.23483),(79 214.82602),
(1 104.48581),(2 130.24115),(3 145.15552),(4 153.62709),(5 161.40762),(6 164.95453),(7 168.95985),(8 175.50803),(9 176.97104),(10 179.06769),(11 180.76483),(12 181.34839),(13 181.9965),(14 184.39969),(15 183.06517),(16 184.9245),(17 188.86148),(18 185.83676),(19 189.1654),(20 188.96289),(21 188.65822),(22 189.79048),(23 195.08281),(24 195.03786),(25 196.55591),(26 199.1564),(27 197.02502),(28 200.60832),(29 198.94626),(30 198.82463),(31 202.573),(32 200.54233),(33 200.11038),(34 201.79872),(35 200.40193),(36 202.59557),(37 204.22504),(38 201.6826),(39 199.63814),(40 202.69212),(41 200.6706),(42 200.26819),(43 202.5474),(44 199.1326),(45 199.2528),(46 200.68617),(47 201.70956),(48 200.40182),(49 204.92778),(50 204.18343),(51 205.77074),(52 208.2655),(53 205.26044),(54 205.50153),(55 208.25432),(56 207.16714),(57 208.08466),(58 209.20154),(59 209.2922),(60 210.94753),(61 211.62865),(62 210.77557),(63 211.30058),(64 213.06108),(65 212.88423),(66 211.86806),(67 214.75975),(68 214.46474),(69 211.55064),(70 213.30327),(71 210.75842),(72 213.79552),(73 215.47021),(74 215.777),(75 213.54056),(76 217.24492),(77 214.87653),(78 215.66396),(79 214.21744),
