1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 24021.025),(2 67406.37),(3 146665.05),(4 222403.92),(5 311220.47),(6 389519.78),(7 482678.34),(8 583445.25),(9 656940.56),(10 742884.06),(11 818898),(12 878947.3),(13 963662),(14 1060095),(15 1153870.4),(16 1273446.6),(17 1403069.5),(18 1513924.6),(19 1637721),(20 1774973.9),(21 1899290.9),(22 2051377.9),(23 2217912.3),(24 2413265.3),(25 2685420.8),(26 3033677.3),(27 3593776.8),(28 4760955),(29 5391640.5),(30 6098771.5),(31 6887438),(32 7622006),(33 8366656.5),(34 9209178),(35 9874670),(36 10643764),(37 11467804),(38 12109420),(39 12845360),(40 13610468),(41 14175700),(42 14850892),(43 15571951),(44 16124779),(45 16777836),(46 17455864),(47 17906236),(48 18375192),(49 18574680),(50 18695702),(51 18874566),(52 19057706),(53 19417862),(54 19659914),(55 19905542),(56 20078674),(57 20218790),(58 20448298),(59 20531666),(60 20744710),(61 21020446),(62 21169770),(63 21428590),(64 21742352),(65 21910856),(66 22214262),(67 22582446),(68 22801486),(69 23098686),(70 23439606),(71 23574208),(72 23818838),(73 24032202),(74 24043154),(75 24184274),(76 24324322),(77 24399046),(78 24791616),(79 24891982),
(1 271.59546),(2 360.2007),(3 409.00574),(4 443.43503),(5 461.79474),(6 473.93338),(7 491.9069),(8 511.5859),(9 517.37854),(10 532.40393),(11 543.8359),(12 541.60345),(13 547.6874),(14 552.567),(15 550.6174),(16 564.72046),(17 578.22144),(18 578.008),(19 574.51215),(20 583.6366),(21 582.0533),(22 582.63354),(23 594.83075),(24 589.49084),(25 591.99347),(26 606.0464),(27 599.1585),(28 607.25653),(29 602.4726),(30 613.51337),(31 613.0877),(32 605.48804),(33 607.5351),(34 619.54816),(35 608.09357),(36 613.6229),(37 619.7848),(38 610.38434),(39 608.57074),(40 617.445),(41 613.03015),(42 615.59155),(43 620.0982),(44 613.3033),(45 616.2965),(46 621.87573),(47 610.5093),(48 611.86926),(49 624.97437),(50 621.8421),(51 625.4166),(52 634.8064),(53 628.8163),(54 625.8026),(55 626.41693),(56 625.3651),(57 626.86206),(58 633.12054),(59 629.94037),(60 637.80316),(61 632.48364),(62 630.83765),(63 630.1525),(64 634.6424),(65 631.8251),(66 626.94867),(67 628.65063),(68 627.4645),(69 623.2528),(70 622.33057),(71 616.36127),(72 620.92346),(73 627.3801),(74 622.3912),(75 624.63983),(76 638.49915),(77 637.45294),(78 648.15814),(79 647.90356),
(1 271.23547),(2 361.16318),(3 415.39117),(4 449.62668),(5 471.03604),(6 483.4253),(7 496.65417),(8 519.5662),(9 522.4779),(10 533.9741),(11 538.41),(12 538.22235),(13 539.8985),(14 546.6852),(15 546.54755),(16 553.96405),(17 560.9985),(18 567.70044),(19 569.8783),(20 575.4622),(21 577.14374),(22 579.1578),(23 587.7287),(24 583.9921),(25 587.2368),(26 596.77686),(27 589.92896),(28 596.405),(29 595.60406),(30 597.9499),(31 602.04987),(32 595.65424),(33 598.6574),(34 604.12787),(35 598.8414),(36 597.2351),(37 605.12134),(38 600.17944),(39 601.868),(40 607.6312),(41 599.02924),(42 596.8978),(43 601.2243),(44 598.27264),(45 601.1786),(46 606.02765),(47 596.85864),(48 596.5501),(49 608.5943),(50 601.8405),(51 607.29724),(52 614.9545),(53 610.2978),(54 616.7929),(55 613.4321),(56 615.96924),(57 617.42316),(58 624.6107),(59 627.5704),(60 628.3813),(61 627.2522),(62 622.2109),(63 623.0394),(64 626.93726),(65 618.47906),(66 620.7232),(67 625.1776),(68 621.7942),(69 617.52686),(70 617.0888),(71 613.0931),(72 617.1574),(73 622.15906),(74 623.19006),(75 627.9429),(76 638.98193),(77 637.6915),(78 648.13635),(79 653.5675),
(1 264.76605),(2 347.2235),(3 397.30325),(4 428.58282),(5 447.96567),(6 461.37573),(7 474.4994),(8 494.61615),(9 500.40286),(10 514.5951),(11 516.2369),(12 511.60782),(13 516.5955),(14 526.0638),(15 525.82117),(16 532.18555),(17 542.8253),(18 545.23895),(19 549.9734),(20 556.3192),(21 552.24896),(22 553.802),(23 568.72546),(24 569.3768),(25 572.7173),(26 582.535),(27 572.7844),(28 577.8414),(29 574.9232),(30 578.2005),(31 583.6862),(32 577.4344),(33 586.1289),(34 589.68677),(35 584.03174),(36 584.4792),(37 589.17377),(38 588.7201),(39 587.6615),(40 592.0653),(41 581.26666),(42 581.7051),(43 584.8909),(44 585.35626),(45 586.63715),(46 593.987),(47 587.3201),(48 589.39154),(49 594.9601),(50 592.4922),(51 596.02435),(52 598.326),(53 593.77704),(54 599.4661),(55 600.9376),(56 600.6388),(57 605.3296),(58 610.66797),(59 612.054),(60 614.85364),(61 620.9233),(62 611.76697),(63 615.2391),(64 621.40796),(65 614.0489),(66 615.9813),(67 622.4793),(68 618.24915),(69 613.1639),(70 611.1953),(71 612.02496),(72 615.14),(73 624.0736),(74 619.8191),(75 626.9096),(76 638.41034),(77 636.01416),(78 639.18317),(79 635.76794),
(1 264.72122),(2 348.74673),(3 399.44315),(4 435.09274),(5 451.5386),(6 463.4972),(7 478.142),(8 494.13565),(9 500.8014),(10 510.72437),(11 521.76074),(12 522.0698),(13 528.6341),(14 541.56494),(15 539.3062),(16 544.6029),(17 555.63025),(18 555.4109),(19 561.2475),(20 569.6609),(21 568.4188),(22 570.0518),(23 580.71356),(24 578.3239),(25 584.3617),(26 593.85706),(27 588.9668),(28 596.6471),(29 599.65045),(30 605.5985),(31 616.6036),(32 612.2715),(33 614.9223),(34 623.3788),(35 620.7413),(36 617.08685),(37 614.2295),(38 611.12494),(39 610.154),(40 613.5175),(41 609.20905),(42 610.04755),(43 616.00244),(44 610.71747),(45 612.4675),(46 615.02185),(47 603.87244),(48 609.8292),(49 614.4179),(50 616.5559),(51 619.90356),(52 629.634),(53 624.08136),(54 629.2145),(55 629.7114),(56 625.30164),(57 625.3669),(58 628.6011),(59 625.36676),(60 626.8871),(61 626.3656),(62 616.3127),(63 617.06134),(64 617.9073),(65 608.12195),(66 609.378),(67 618.94366),(68 611.6206),(69 609.2984),(70 608.7213),(71 609.7872),(72 615.0882),(73 625.2593),(74 622.02704),(75 625.86707),(76 638.67584),(77 630.31494),(78 631.3324),(79 626.1312),
(1 258.54333),(2 342.00293),(3 382.98575),(4 415.68573),(5 437.1596),(6 443.8446),(7 453.82),(8 471.59927),(9 479.33856),(10 492.8284),(11 500.37503),(12 495.12003),(13 498.92603),(14 509.03833),(15 506.21228),(16 508.87103),(17 520.5145),(18 522.1985),(19 529.05756),(20 533.89404),(21 539.00665),(22 544.9458),(23 547.87524),(24 543.422),(25 544.8556),(26 557.1502),(27 546.77484),(28 552.9854),(29 547.839),(30 555.1312),(31 575.20105),(32 568.9157),(33 568.3575),(34 571.92645),(35 572.48846),(36 574.0622),(37 580.0744),(38 573.0063),(39 575.1854),(40 580.4902),(41 574.1947),(42 573.0022),(43 578.6163),(44 576.92804),(45 577.52765),(46 577.57367),(47 569.6482),(48 572.9543),(49 586.46893),(50 586.09894),(51 590.8016),(52 598.72424),(53 589.9682),(54 588.5394),(55 590.9378),(56 591.3317),(57 592.75635),(58 595.224),(59 590.74786),(60 586.2515),(61 593.4891),(62 583.63824),(63 588.66534),(64 595.64594),(65 581.4849),(66 581.6523),(67 586.7645),(68 583.7315),(69 578.9638),(70 580.70636),(71 579.7616),(72 580.53314),(73 588.33734),(74 587.2191),(75 589.3952),(76 604.59515),(77 593.9409),(78 598.24646),(79 589.6397),
(1 254.15428),(2 338.8709),(3 385.5659),(4 415.43115),(5 434.16428),(6 448.42606),(7 463.77246),(8 480.74802),(9 483.33072),(10 498.90393),(11 508.55783),(12 506.83072),(13 508.92413),(14 518.0284),(15 514.6328),(16 520.663),(17 531.65643),(18 529.6625),(19 531.48505),(20 537.47876),(21 535.812),(22 543.52783),(23 544.34717),(24 536.56476),(25 542.73083),(26 553.5121),(27 544.6218),(28 550.264),(29 544.84863),(30 556.1199),(31 568.6656),(32 563.2163),(33 565.4883),(34 572.5177),(35 570.16144),(36 572.95197),(37 575.94763),(38 572.78455),(39 578.74304),(40 583.147),(41 573.8497),(42 571.0845),(43 577.0938),(44 573.69543),(45 574.425),(46 583.3146),(47 572.6484),(48 572.3523),(49 577.4166),(50 582.65265),(51 582.26886),(52 587.878),(53 585.94055),(54 585.5187),(55 588.7612),(56 586.4711),(57 584.54816),(58 590.8338),(59 591.0846),(60 591.988),(61 599.8145),(62 591.8004),(63 590.5993),(64 595.2212),(65 586.47107),(66 586.49316),(67 590.37384),(68 588.4103),(69 589.147),(70 590.9608),(71 586.66534),(72 587.78156),(73 601.74554),(74 600.9631),(75 604.1674),(76 613.75757),(77 611.3189),(78 621.97455),(79 617.92554),
(1 256.2616),(2 339.087),(3 382.05182),(4 407.59256),(5 427.31824),(6 440.41925),(7 457.77313),(8 466.67923),(9 468.17596),(10 481.51944),(11 491.57742),(12 491.7757),(13 497.94333),(14 501.9254),(15 504.44437),(16 513.0514),(17 520.7707),(18 521.6217),(19 525.773),(20 535.3739),(21 537.42474),(22 539.63806),(23 544.3403),(24 542.0481),(25 545.9302),(26 553.57666),(27 553.35986),(28 558.0506),(29 555.34607),(30 563.6499),(31 574.2065),(32 563.09814),(33 563.0301),(34 564.979),(35 560.8231),(36 558.4373),(37 562.75055),(38 554.55695),(39 562.4128),(40 563.86566),(41 557.9582),(42 556.0694),(43 561.8352),(44 559.09705),(45 557.12286),(46 558.4765),(47 549.55725),(48 555.7467),(49 561.64465),(50 559.3706),(51 564.9007),(52 575.0833),(53 570.4495),(54 575.28534),(55 579.03284),(56 575.1468),(57 576.7919),(58 579.98083),(59 578.1428),(60 577.3013),(61 585.8601),(62 578.9619),(63 581.7139),(64 581.11334),(65 577.05536),(66 578.9376),(67 586.381),(68 586.5737),(69 585.19),(70 585.2265),(71 577.2305),(72 583.34265),(73 586.442),(74 581.38995),(75 584.68524),(76 598.7586),(77 590.64813),(78 595.7976),(79 594.07385),
(1 248.64485),(2 329.17688),(3 372.28513),(4 398.90536),(5 417.79865),(6 430.24738),(7 449.2792),(8 463.87726),(9 463.22745),(10 473.60532),(11 489.7472),(12 489.93716),(13 494.53778),(14 502.29144),(15 500.7324),(16 505.73587),(17 514.5731),(18 510.00888),(19 514.53784),(20 521.9919),(21 522.8475),(22 527.31464),(23 531.33704),(24 530.33386),(25 533.3301),(26 542.4375),(27 536.0199),(28 542.1334),(29 543.07666),(30 546.39264),(31 552.69006),(32 547.58417),(33 551.20685),(34 554.7997),(35 551.5932),(36 551.39777),(37 553.8258),(38 550.0872),(39 546.7927),(40 550.69403),(41 544.5934),(42 544.9373),(43 547.0591),(44 539.82446),(45 548.0908),(46 552.32904),(47 550.70325),(48 547.0486),(49 556.8582),(50 554.19574),(51 558.11816),(52 566.2349),(53 556.61273),(54 563.715),(55 572.2282),(56 565.6913),(57 565.2956),(58 569.82654),(59 568.33),(60 570.4666),(61 573.583),(62 568.487),(63 569.2908),(64 579.8027),(65 574.7229),(66 570.9525),(67 576.7362),(68 573.9695),(69 575.8878),(70 574.17145),(71 571.34595),(72 577.7657),(73 592.84894),(74 578.9806),(75 589.86176),(76 599.255),(77 594.06055),(78 600.86505),(79 594.60046),
(1 249.96175),(2 320.69238),(3 362.77423),(4 388.43063),(5 403.59906),(6 413.53674),(7 428.9121),(8 444.50723),(9 448.95724),(10 463.50955),(11 469.4034),(12 472.25052),(13 479.646),(14 484.54977),(15 483.7775),(16 491.01202),(17 497.6736),(18 495.57678),(19 498.47247),(20 504.44208),(21 506.86267),(22 508.80954),(23 516.8625),(24 512.94543),(25 514.25574),(26 519.3516),(27 519.5949),(28 525.7095),(29 520.14386),(30 525.4304),(31 531.72626),(32 524.7823),(33 528.3335),(34 529.8963),(35 528.9997),(36 529.3767),(37 536.5133),(38 528.09015),(39 529.4637),(40 530.0766),(41 520.7443),(42 521.02875),(43 530.37335),(44 520.54926),(45 530.6562),(46 533.1166),(47 528.18304),(48 527.7991),(49 542.14557),(50 531.03076),(51 541.19354),(52 546.9158),(53 538.0741),(54 540.22614),(55 548.2845),(56 546.0029),(57 548.1441),(58 550.30743),(59 549.2051),(60 547.5699),(61 556.37213),(62 554.81805),(63 553.80896),(64 557.1184),(65 551.2376),(66 549.8999),(67 550.7094),(68 549.33954),(69 542.30316),(70 550.66296),(71 544.5098),(72 548.9026),(73 564.0405),(74 558.0534),(75 560.6483),(76 563.87024),(77 557.22327),(78 559.1433),(79 548.89264),
(1 244.58626),(2 319.33636),(3 363.4911),(4 391.17676),(5 408.2956),(6 417.1614),(7 429.70462),(8 450.76453),(9 448.11844),(10 459.8048),(11 470.2009),(12 472.4152),(13 477.73294),(14 484.44226),(15 482.0391),(16 485.58627),(17 490.40323),(18 491.9082),(19 494.24878),(20 505.72498),(21 505.70663),(22 508.74298),(23 515.9852),(24 509.19412),(25 511.5546),(26 516.7745),(27 516.2046),(28 520.6643),(29 522.81726),(30 521.40314),(31 527.605),(32 521.2392),(33 525.93536),(34 533.3996),(35 529.61523),(36 532.3192),(37 537.99194),(38 534.06683),(39 533.2208),(40 540.05505),(41 529.6246),(42 529.23914),(43 538.1889),(44 532.10535),(45 532.9109),(46 541.89606),(47 533.38727),(48 534.1946),(49 546.0343),(50 539.4971),(51 542.96124),(52 550.8096),(53 543.67053),(54 542.4063),(55 549.2228),(56 544.1187),(57 545.1442),(58 545.40796),(59 543.8825),(60 550.5954),(61 553.0694),(62 551.2689),(63 550.3139),(64 552.8406),(65 548.8362),(66 547.86914),(67 550.3264),(68 548.3207),(69 548.37286),(70 552.7778),(71 554.0975),(72 557.56775),(73 566.92755),(74 559.16144),(75 562.62213),(76 570.5309),(77 566.71466),(78 580.085),(79 576.6215),
(1 238.96768),(2 313.8512),(3 353.8611),(4 386.06622),(5 399.9609),(6 406.00247),(7 423.58185),(8 438.2977),(9 443.66077),(10 454.1099),(11 464.66147),(12 462.47336),(13 470.30823),(14 477.1905),(15 475.17612),(16 482.70935),(17 493.4936),(18 492.0898),(19 494.92877),(20 503.22208),(21 503.0745),(22 501.9238),(23 509.99432),(24 511.3924),(25 516.1176),(26 521.5353),(27 517.76685),(28 517.35815),(29 514.866),(30 516.3634),(31 523.3684),(32 520.7719),(33 519.61847),(34 523.9919),(35 520.6603),(36 524.2929),(37 529.23346),(38 525.31793),(39 526.14014),(40 526.691),(41 522.6969),(42 522.37103),(43 527.96075),(44 516.5301),(45 515.0291),(46 518.4366),(47 514.4583),(48 522.603),(49 529.5651),(50 523.2286),(51 525.52216),(52 532.0709),(53 528.4868),(54 526.7176),(55 531.7713),(56 527.4616),(57 530.24866),(58 537.82605),(59 535.5051),(60 540.94525),(61 543.1342),(62 543.9673),(63 548.1067),(64 548.31635),(65 543.3216),(66 539.5743),(67 547.6978),(68 552.02576),(69 546.9777),(70 551.17834),(71 550.40454),(72 550.8463),(73 556.0985),(74 549.4936),(75 552.2421),(76 557.18854),(77 551.0747),(78 560.9034),(79 559.30585),
(1 236.6548),(2 310.8241),(3 353.58124),(4 385.2498),(5 401.92917),(6 410.1076),(7 419.3501),(8 432.86688),(9 438.46158),(10 448.9418),(11 453.05875),(12 453.60052),(13 459.858),(14 471.07217),(15 469.90488),(16 473.2361),(17 479.49435),(18 481.13266),(19 489.14627),(20 492.86893),(21 493.63376),(22 494.2782),(23 496.84134),(24 496.44986),(25 496.51596),(26 503.73236),(27 493.51062),(28 504.47797),(29 498.64627),(30 498.92996),(31 507.18048),(32 502.21677),(33 503.46133),(34 509.16653),(35 509.7373),(36 509.93924),(37 516.5161),(38 512.0286),(39 511.02567),(40 514.23047),(41 513.4583),(42 516.2774),(43 524.5398),(44 514.6035),(45 515.6333),(46 518.9099),(47 511.4481),(48 518.07416),(49 522.0501),(50 520.9475),(51 523.0901),(52 531.42224),(53 529.4231),(54 530.3012),(55 533.0812),(56 527.2235),(57 529.4929),(58 531.9498),(59 529.5572),(60 531.4284),(61 537.89935),(62 535.8118),(63 534.2619),(64 537.6933),(65 536.621),(66 535.3264),(67 537.8973),(68 540.45886),(69 538.80035),(70 543.552),(71 539.2666),(72 542.44385),(73 550.29785),(74 548.75214),(75 540.98663),(76 549.26373),(77 542.22534),(78 552.30585),(79 549.9326),
(1 238.7531),(2 312.97388),(3 354.13135),(4 380.51514),(5 403.38638),(6 405.9948),(7 418.2599),(8 436.8505),(9 438.44022),(10 446.15137),(11 452.694),(12 452.76212),(13 461.1203),(14 472.56046),(15 469.13306),(16 471.58557),(17 482.5597),(18 477.78384),(19 485.26773),(20 492.59695),(21 487.23178),(22 490.51773),(23 494.92612),(24 496.04486),(25 498.10785),(26 507.687),(27 503.10098),(28 509.52728),(29 505.32428),(30 507.59326),(31 515.0277),(32 509.9335),(33 511.37634),(34 517.78687),(35 518.50446),(36 523.31024),(37 524.5874),(38 519.68896),(39 520.3404),(40 519.6561),(41 512.63995),(42 511.23453),(43 513.16113),(44 508.58246),(45 509.48972),(46 514.1411),(47 502.87762),(48 512.63367),(49 526.0067),(50 525.1486),(51 528.29395),(52 532.8749),(53 522.9814),(54 519.1741),(55 519.1749),(56 517.9259),(57 515.3774),(58 519.90424),(59 515.6869),(60 515.6589),(61 524.8214),(62 523.7594),(63 523.8372),(64 523.93207),(65 518.8513),(66 520.7992),(67 525.1215),(68 524.63324),(69 524.98486),(70 531.8872),(71 528.3924),(72 528.3275),(73 538.7459),(74 533.7566),(75 533.3854),(76 540.71155),(77 532.70654),(78 539.9419),(79 534.7469),
(1 238.80293),(2 310.6461),(3 347.31284),(4 371.33798),(5 390.4639),(6 400.8927),(7 416.8044),(8 429.83795),(9 428.8265),(10 437.1295),(11 444.19812),(12 445.45694),(13 450.75018),(14 459.59262),(15 462.45624),(16 463.20105),(17 469.08304),(18 466.05377),(19 474.57993),(20 480.9698),(21 484.8905),(22 487.83734),(23 493.1206),(24 496.7006),(25 501.48676),(26 506.8706),(27 503.24884),(28 505.8098),(29 505.22888),(30 505.19067),(31 506.09747),(32 503.71094),(33 504.1111),(34 508.50626),(35 501.96503),(36 506.91415),(37 513.0299),(38 507.57593),(39 506.7915),(40 514.50867),(41 503.56567),(42 501.31866),(43 503.93668),(44 496.66678),(45 499.47342),(46 501.7139),(47 495.74887),(48 501.43182),(49 511.07718),(50 507.50064),(51 512.7607),(52 520.4933),(53 515.88446),(54 519.0437),(55 527.7843),(56 525.956),(57 526.11127),(58 525.55896),(59 524.9808),(60 525.9794),(61 532.55554),(62 528.0658),(63 526.0115),(64 531.54193),(65 523.04395),(66 521.9951),(67 529.3357),(68 526.0203),(69 525.14954),(70 528.2131),(71 528.4015),(72 530.5042),(73 534.9854),(74 531.29407),(75 534.1002),(76 542.9257),(77 531.4615),(78 536.2046),(79 534.5051),
(1 230.59091),(2 296.71295),(3 335.89816),(4 364.39786),(5 383.6492),(6 394.38614),(7 406.04263),(8 423.4834),(9 423.1875),(10 428.8799),(11 431.2965),(12 434.2688),(13 440.88013),(14 447.55563),(15 448.63147),(16 455.0805),(17 458.7665),(18 458.78262),(19 463.20844),(20 469.31882),(21 468.0085),(22 467.1798),(23 472.961),(24 471.59906),(25 479.01773),(26 486.00305),(27 482.8504),(28 481.67133),(29 478.0236),(30 480.89957),(31 487.1014),(32 484.16513),(33 486.49475),(34 494.61606),(35 490.11716),(36 487.8742),(37 495.0294),(38 494.8885),(39 497.10245),(40 499.1046),(41 491.91336),(42 489.9956),(43 494.3932),(44 484.72104),(45 483.37396),(46 487.3283),(47 479.96057),(48 481.4973),(49 497.31915),(50 490.57562),(51 494.42233),(52 497.33682),(53 492.54874),(54 499.30164),(55 506.15167),(56 502.2371),(57 501.23764),(58 502.12973),(59 501.8066),(60 507.82703),(61 512.0073),(62 510.86746),(63 506.84634),(64 510.35608),(65 505.25287),(66 502.13925),(67 509.29895),(68 506.17828),(69 504.19257),(70 503.1147),(71 502.89975),(72 504.54498),(73 515.3456),(74 511.72864),(75 514.21844),(76 524.8638),(77 518.8568),(78 526.57587),(79 519.90173),
(1 225.45749),(2 291.58176),(3 323.9684),(4 348.4457),(5 366.52234),(6 376.78525),(7 386.3288),(8 402.94916),(9 404.52902),(10 408.0056),(11 410.32855),(12 407.77103),(13 416.28378),(14 426.76044),(15 429.3024),(16 434.25034),(17 439.53452),(18 440.7314),(19 445.2976),(20 449.12787),(21 450.37115),(22 449.72714),(23 459.2556),(24 463.00882),(25 466.91873),(26 472.08603),(27 467.31558),(28 469.51718),(29 468.5588),(30 464.7177),(31 473.5704),(32 463.38098),(33 464.44565),(34 470.23727),(35 471.10385),(36 472.99747),(37 481.89005),(38 477.83112),(39 474.1272),(40 472.3591),(41 471.39508),(42 472.5195),(43 473.09537),(44 464.91266),(45 463.3663),(46 464.34418),(47 458.4522),(48 462.8185),(49 471.55017),(50 469.82278),(51 476.4512),(52 482.22662),(53 479.5614),(54 481.06848),(55 483.0343),(56 482.7303),(57 484.66492),(58 487.20032),(59 481.25247),(60 484.2362),(61 489.7971),(62 488.62375),(63 482.95728),(64 489.65604),(65 483.67258),(66 482.82605),(67 481.97266),(68 478.83612),(69 477.90955),(70 478.00876),(71 477.39893),(72 481.20468),(73 492.8398),(74 486.76923),(75 492.3931),(76 503.48447),(77 495.8733),(78 507.21036),(79 499.36636),
(1 221.19089),(2 291.4143),(3 328.62146),(4 352.9699),(5 369.45804),(6 381.84204),(7 396.06824),(8 404.7177),(9 408.60184),(10 412.59412),(11 415.35806),(12 419.29846),(13 424.82315),(14 435.5148),(15 435.43298),(16 436.86844),(17 444.58118),(18 445.0289),(19 447.16516),(20 452.40308),(21 455.07748),(22 454.80524),(23 464.47366),(24 458.30533),(25 463.24475),(26 474.23114),(27 467.25244),(28 473.28186),(29 472.3262),(30 472.33237),(31 477.11816),(32 473.3544),(33 477.79108),(34 482.56345),(35 476.53665),(36 477.57727),(37 482.2053),(38 478.03268),(39 476.84714),(40 476.92212),(41 472.9008),(42 474.94904),(43 479.71036),(44 473.52457),(45 471.89706),(46 475.05823),(47 473.24115),(48 475.2722),(49 485.34045),(50 482.5904),(51 482.9602),(52 490.6055),(53 485.49298),(54 484.99063),(55 486.51425),(56 483.69687),(57 482.82718),(58 487.05933),(59 484.3569),(60 482.22342),(61 490.8404),(62 489.25327),(63 485.05478),(64 493.04077),(65 491.5051),(66 492.93643),(67 492.89456),(68 490.41077),(69 492.05936),(70 491.32306),(71 484.8642),(72 491.9762),(73 498.21765),(74 495.24457),(75 497.43475),(76 500.24353),(77 491.31146),(78 495.00507),(79 492.3262),
(1 219.21667),(2 285.8146),(3 329.43405),(4 351.28787),(5 369.69412),(6 380.62296),(7 391.32956),(8 400.88245),(9 405.00717),(10 410.7414),(11 416.35638),(12 419.2904),(13 424.10513),(14 431.4046),(15 429.97614),(16 433.87534),(17 444.06735),(18 441.69672),(19 446.89627),(20 449.55753),(21 454.03748),(22 452.35013),(23 458.78293),(24 452.58725),(25 459.53516),(26 466.3251),(27 458.8749),(28 467.6741),(29 465.36874),(30 466.68167),(31 475.9931),(32 470.42984),(33 473.05093),(34 475.58447),(35 474.64035),(36 476.33786),(37 477.5952),(38 474.33655),(39 471.60855),(40 476.68213),(41 473.44562),(42 474.69135),(43 479.38766),(44 468.05444),(45 467.53436),(46 470.3894),(47 466.75256),(48 469.11423),(49 478.8222),(50 476.2682),(51 479.097),(52 488.5049),(53 479.6644),(54 478.78406),(55 481.68607),(56 478.2347),(57 478.0532),(58 486.87396),(59 481.8342),(60 484.40744),(61 485.51953),(62 483.08652),(63 480.59348),(64 489.16983),(65 484.38403),(66 485.97366),(67 486.70337),(68 487.58334),(69 487.3887),(70 489.56253),(71 488.5437),(72 488.73688),(73 501.30914),(74 497.7876),(75 499.44455),(76 509.31393),(77 502.83115),(78 511.5988),(79 509.83408),
