1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 44288.105),(2 132221.86),(3 284231.8),(4 462744.9),(5 706774.94),(6 969348.3),(7 1250088.9),(8 1582796),(9 1942954.4),(10 2317056.3),(11 2722240.5),(12 3126749),(13 3542946.8),(14 3969752.3),(15 4380518.5),(16 4777756.5),(17 5169369),(18 5533517.5),(19 5901289.5),(20 6252510.5),(21 6613226.5),(22 6979372),(23 7328504.5),(24 7706405.5),(25 8065768.5),(26 8444395),(27 8764037),(28 9142031),(29 9467165),(30 9787065),(31 10040340),(32 10295897),(33 10585079),(34 10844175),(35 11120457),(36 11395849),(37 11674629),(38 11904313),(39 12199817),(40 12492064),(41 12836164),(42 13158985),(43 13517621),(44 13877404),(45 14276773),(46 14667215),(47 15123969),(48 15556657),(49 16009611),(50 16418384),(51 16892448),(52 17374362),(53 17957716),(54 18409274),(55 18992806),(56 19543054),(57 20105410),(58 20729236),(59 21419008),(60 22089636),(61 22784318),(62 23432920),(63 24118790),(64 24860014),(65 25596970),(66 26333926),(67 27130856),(68 27908784),(69 28638386),(70 29408986),(71 30188552),(72 30926768),(73 31629846),(74 32193960),(75 32713568),(76 33170102),(77 33630132),(78 34049100),(79 34481610),
(1 45.106697),(2 61.802116),(3 73.00693),(4 81.17515),(5 87.27782),(6 92.940544),(7 98.43605),(8 101.28759),(9 104.98568),(10 106.80115),(11 109.677795),(12 111.33201),(13 113.986305),(14 115.7051),(15 118.0755),(16 118.461105),(17 120.05139),(18 120.80073),(19 121.925255),(20 122.940125),(21 124.185104),(22 125.49427),(23 127.0197),(24 127.30547),(25 128.22183),(26 129.23026),(27 131.3444),(28 129.22173),(29 130.2886),(30 130.46881),(31 131.12152),(32 132.11343),(33 132.43231),(34 134.4213),(35 134.6371),(36 135.36256),(37 136.5516),(38 136.92052),(39 136.271),(40 136.8706),(41 136.54564),(42 137.31079),(43 136.42429),(44 136.13939),(45 136.07803),(46 134.94235),(47 135.12415),(48 134.6308),(49 135.08936),(50 134.4091),(51 134.81548),(52 135.69843),(53 134.65233),(54 134.471),(55 134.74837),(56 134.08154),(57 134.26674),(58 133.27623),(59 132.82355),(60 132.48245),(61 130.48077),(62 130.85216),(63 131.38573),(64 130.85414),(65 131.17337),(66 131.58868),(67 132.74323),(68 132.97795),(69 133.2924),(70 135.1002),(71 136.56172),(72 136.69737),(73 137.72342),(74 137.89418),(75 138.38199),(76 139.01428),(77 138.75525),(78 139.04356),(79 138.70654),
(1 45.742165),(2 62.685204),(3 73.693596),(4 81.69458),(5 88.136116),(6 93.202354),(7 96.57946),(8 100.21724),(9 103.30417),(10 104.96781),(11 108.54848),(12 110.32332),(13 113.70757),(14 116.39419),(15 117.58663),(16 118.121376),(17 120.7516),(18 121.40112),(19 121.92098),(20 122.5217),(21 124.31742),(22 125.636444),(23 126.5341),(24 126.02846),(25 128.11003),(26 128.58617),(27 129.73929),(28 130.1177),(29 131.06348),(30 131.29887),(31 131.25618),(32 130.22598),(33 131.56326),(34 132.17653),(35 132.02264),(36 132.71803),(37 132.6117),(38 133.37723),(39 134.74167),(40 136.25233),(41 136.79056),(42 137.61823),(43 137.15523),(44 138.46486),(45 139.18552),(46 139.61688),(47 139.78838),(48 139.82892),(49 139.44861),(50 138.91148),(51 138.10527),(52 137.93802),(53 138.04651),(54 137.98328),(55 139.22026),(56 138.89587),(57 138.77473),(58 137.54698),(59 137.45276),(60 135.62848),(61 134.35777),(62 133.54509),(63 134.1843),(64 133.42424),(65 132.4515),(66 133.87598),(67 133.58774),(68 134.09816),(69 135.80676),(70 135.03162),(71 136.29767),(72 135.45784),(73 136.56796),(74 137.70152),(75 139.15915),(76 138.3692),(77 139.3771),(78 139.75122),(79 140.02657),
(1 45.43167),(2 61.652424),(3 73.02027),(4 80.26024),(5 86.52822),(6 91.72069),(7 95.691895),(8 99.26066),(9 103.333984),(10 106.09745),(11 108.67041),(12 112.115234),(13 115.00911),(14 116.77343),(15 117.96132),(16 120.48288),(17 121.830505),(18 123.528824),(19 124.531555),(20 124.37263),(21 126.864586),(22 128.09738),(23 128.85513),(24 130.17384),(25 131.74599),(26 132.55531),(27 134.49582),(28 134.31815),(29 135.05048),(30 135.42743),(31 135.85754),(32 135.81993),(33 134.33463),(34 135.39331),(35 136.34714),(36 136.47896),(37 136.65518),(38 136.73497),(39 137.38498),(40 138.65988),(41 139.58696),(42 141.45813),(43 140.3085),(44 141.58514),(45 140.29031),(46 141.09644),(47 140.14297),(48 139.08965),(49 139.36996),(50 139.37727),(51 139.83829),(52 139.70595),(53 138.27022),(54 137.28806),(55 137.597),(56 136.03096),(57 135.8699),(58 136.0631),(59 136.70187),(60 136.3561),(61 135.10596),(62 134.69547),(63 134.27666),(64 132.8687),(65 132.62296),(66 132.43042),(67 131.807),(68 131.15518),(69 131.97603),(70 132.14166),(71 131.96968),(72 131.00398),(73 131.77728),(74 132.59448),(75 133.35904),(76 133.45045),(77 134.60335),(78 134.40482),(79 134.54594),
(1 44.555607),(2 61.732956),(3 72.85873),(4 81.201294),(5 87.52115),(6 93.30846),(7 97.05161),(8 99.43242),(9 103.22739),(10 104.662315),(11 107.090256),(12 109.213326),(13 112.1612),(14 113.66723),(15 115.44998),(16 116.598656),(17 119.15924),(18 120.76705),(19 120.12647),(20 121.49101),(21 122.746826),(22 124.20512),(23 126.05249),(24 125.982506),(25 127.194214),(26 127.59928),(27 128.56679),(28 129.46288),(29 130.77507),(30 131.2662),(31 132.25792),(32 133.60733),(33 134.35507),(34 134.97995),(35 136.26797),(36 135.58328),(37 134.87306),(38 135.07256),(39 135.82735),(40 136.0233),(41 135.12976),(42 135.45541),(43 134.88837),(44 135.52744),(45 135.3645),(46 136.63623),(47 135.54004),(48 135.36948),(49 133.11966),(50 133.86388),(51 133.68103),(52 133.2029),(53 131.42368),(54 130.91821),(55 130.46596),(56 128.13647),(57 129.469),(58 129.54666),(59 129.63335),(60 130.12875),(61 130.09575),(62 131.05289),(63 130.87505),(64 130.00484),(65 130.33125),(66 130.02127),(67 129.73528),(68 128.66365),(69 128.98386),(70 129.30437),(71 130.77802),(72 131.50365),(73 133.03558),(74 133.56035),(75 135.57753),(76 136.91858),(77 137.83678),(78 138.13135),(79 137.27036),
(1 45.62172),(2 61.72377),(3 73.02348),(4 80.20739),(5 87.11984),(6 91.858284),(7 96.61778),(8 100.16028),(9 104.38102),(10 107.313934),(11 109.7356),(12 111.11131),(13 113.77245),(14 115.6836),(15 118.08698),(16 119.68591),(17 121.92488),(18 123.2674),(19 125.891235),(20 126.42336),(21 126.88741),(22 127.96027),(23 128.98059),(24 128.17148),(25 130.01907),(26 129.99577),(27 131.87262),(28 130.84271),(29 132.15244),(30 132.54242),(31 133.02188),(32 133.74487),(33 133.7762),(34 133.81848),(35 134.7878),(36 135.0832),(37 135.56541),(38 136.48224),(39 137.61101),(40 138.49776),(41 138.58926),(42 139.75468),(43 139.23619),(44 139.99564),(45 140.35776),(46 139.35324),(47 137.7348),(48 137.97968),(49 136.66795),(50 137.51112),(51 137.13704),(52 136.98402),(53 136.33716),(54 136.51326),(55 135.2829),(56 134.01328),(57 134.60033),(58 133.49785),(59 133.56126),(60 132.66998),(61 133.27194),(62 132.5474),(63 132.51659),(64 133.3783),(65 132.29695),(66 131.363),(67 132.47688),(68 132.73978),(69 132.1095),(70 131.85632),(71 131.59344),(72 131.97789),(73 132.48163),(74 133.87628),(75 135.41922),(76 137.07265),(77 138.08052),(78 138.67758),(79 138.73618),
(1 45.69477),(2 62.420124),(3 72.54497),(4 80.699585),(5 86.11863),(6 91.522095),(7 95.63137),(8 99.32631),(9 103.6878),(10 107.2984),(11 110.049995),(12 113.47769),(13 115.92533),(14 117.86754),(15 120.45839),(16 122.16677),(17 123.47113),(18 125.96031),(19 126.92474),(20 128.11171),(21 130.74266),(22 132.42676),(23 132.6142),(24 133.08466),(25 134.20474),(26 134.76665),(27 137.63034),(28 136.45229),(29 137.30379),(30 136.48434),(31 137.56003),(32 136.74402),(33 134.4617),(34 136.20477),(35 134.65282),(36 134.31146),(37 134.76),(38 135.75233),(39 136.96384),(40 137.19205),(41 137.04375),(42 135.86469),(43 136.3788),(44 135.55058),(45 135.61281),(46 136.15544),(47 134.35445),(48 134.97559),(49 135.01723),(50 135.23868),(51 136.12106),(52 135.8967),(53 134.02536),(54 132.98306),(55 132.39648),(56 132.15556),(57 131.07541),(58 130.32016),(59 130.15494),(60 129.90248),(61 129.30936),(62 128.73892),(63 128.85295),(64 129.06064),(65 129.47487),(66 129.37094),(67 129.838),(68 129.58148),(69 130.39),(70 130.6986),(71 131.45859),(72 132.20549),(73 133.9598),(74 133.22461),(75 134.86292),(76 135.11285),(77 135.03786),(78 134.18861),(79 133.9642),
(1 45.543076),(2 62.83303),(3 73.734886),(4 80.92252),(5 88.2642),(6 93.06406),(7 96.19294),(8 99.69329),(9 104.04991),(10 107.435425),(11 109.74047),(12 112.043434),(13 113.91637),(14 114.81577),(15 116.22416),(16 118.30685),(17 120.63621),(18 122.48103),(19 123.475586),(20 126.21198),(21 127.90011),(22 129.81369),(23 129.32567),(24 130.33943),(25 131.27127),(26 131.59177),(27 133.37346),(28 133.63315),(29 133.92583),(30 134.1717),(31 134.37433),(32 134.66286),(33 135.0548),(34 135.45518),(35 135.86728),(36 135.63583),(37 136.10883),(38 135.83073),(39 136.25012),(40 135.12769),(41 134.55318),(42 136.87347),(43 135.80377),(44 135.92328),(45 135.38902),(46 135.92924),(47 134.77574),(48 134.17963),(49 133.18132),(50 133.65477),(51 134.45786),(52 134.79012),(53 133.21472),(54 132.25656),(55 133.82071),(56 133.328),(57 131.99602),(58 130.25362),(59 130.91637),(60 129.27208),(61 129.39687),(62 129.7131),(63 130.80977),(64 129.756),(65 129.39815),(66 128.08647),(67 127.465454),(68 127.85819),(69 128.22495),(70 129.27621),(71 129.83653),(72 129.1699),(73 129.84697),(74 131.11714),(75 132.05954),(76 132.09032),(77 132.57652),(78 132.17746),(79 132.79884),
(1 44.71554),(2 61.189205),(3 71.01684),(4 78.35172),(5 84.15756),(6 89.514114),(7 91.57611),(8 95.43762),(9 99.2012),(10 102.96011),(11 106.161224),(12 107.71672),(13 111.06095),(14 112.69123),(15 114.37546),(16 114.6033),(17 115.50253),(18 117.43033),(19 119.178764),(20 120.38042),(21 122.27338),(22 123.39192),(23 124.11743),(24 124.97093),(25 126.89233),(26 127.62856),(27 128.80542),(28 128.89726),(29 129.32326),(30 128.58054),(31 128.38916),(32 129.71867),(33 129.56133),(34 130.54753),(35 129.47394),(36 129.89058),(37 130.32018),(38 131.1436),(39 130.83191),(40 132.06244),(41 132.72603),(42 134.35143),(43 133.78378),(44 134.03102),(45 134.49567),(46 135.57097),(47 134.858),(48 135.33554),(49 134.90762),(50 134.68634),(51 134.09128),(52 135.18927),(53 134.41316),(54 133.08014),(55 133.21262),(56 131.56947),(57 130.92303),(58 129.31595),(59 128.78513),(60 127.1492),(61 127.606705),(62 127.299034),(63 127.00608),(64 125.92044),(65 127.632965),(66 127.07512),(67 127.93845),(68 127.53061),(69 127.866844),(70 127.33286),(71 128.89392),(72 129.10176),(73 130.72545),(74 132.00357),(75 133.43022),(76 133.1081),(77 135.17041),(78 136.21129),(79 135.81795),
(1 43.76368),(2 60.52053),(3 71.37606),(4 79.50516),(5 84.87245),(6 88.88862),(7 92.15242),(8 95.18821),(9 99.56224),(10 102.67556),(11 105.42167),(12 106.78245),(13 109.581245),(14 110.65344),(15 113.99224),(16 113.73319),(17 115.268394),(18 116.32128),(19 117.780846),(20 118.02381),(21 121.122475),(22 122.815895),(23 123.79904),(24 125.03689),(25 125.8222),(26 127.75764),(27 129.55707),(28 129.46666),(29 131.8779),(30 132.36946),(31 133.71877),(32 133.84416),(33 134.64343),(34 137.8299),(35 136.87596),(36 137.35368),(37 137.68683),(38 138.76968),(39 138.84601),(40 137.71664),(41 137.25227),(42 137.6705),(43 135.84299),(44 134.13394),(45 133.83246),(46 133.21333),(47 132.55983),(48 132.55267),(49 131.244),(50 130.62303),(51 129.8144),(52 129.79268),(53 128.96638),(54 127.9953),(55 128.51067),(56 127.01542),(57 126.97971),(58 126.72499),(59 126.2758),(60 125.53154),(61 125.92689),(62 126.62911),(63 126.2607),(64 125.985405),(65 127.278656),(66 127.07775),(67 127.17314),(68 126.83144),(69 125.945206),(70 127.84627),(71 128.38737),(72 128.39552),(73 130.48006),(74 131.0563),(75 132.9198),(76 132.87613),(77 134.54729),(78 135.70808),(79 135.70229),
(1 43.414722),(2 59.53031),(3 70.03381),(4 77.459625),(5 83.517075),(6 88.85278),(7 93.089516),(8 96.93576),(9 101.29403),(10 103.82739),(11 106.03073),(12 107.518875),(13 110.36421),(14 111.00902),(15 113.594986),(16 114.14918),(17 116.794334),(18 118.501175),(19 120.27926),(20 122.09828),(21 123.72638),(22 124.85186),(23 125.69813),(24 127.08069),(25 129.07498),(26 129.51569),(27 131.1087),(28 130.31863),(29 131.83678),(30 131.1677),(31 131.39064),(32 130.85289),(33 131.75948),(34 132.46),(35 131.99962),(36 133.5537),(37 132.49706),(38 133.90776),(39 132.47124),(40 133.90077),(41 133.67818),(42 134.07909),(43 133.82047),(44 134.8054),(45 134.41869),(46 134.25282),(47 133.40518),(48 132.81178),(49 131.74658),(50 132.00172),(51 131.59082),(52 131.28748),(53 130.18065),(54 129.53377),(55 127.428665),(56 126.60493),(57 126.61384),(58 126.53425),(59 126.57001),(60 125.78363),(61 126.46192),(62 125.6085),(63 126.03312),(64 125.77796),(65 125.94244),(66 125.889084),(67 126.35365),(68 126.05091),(69 126.40889),(70 125.74926),(71 127.05013),(72 128.21533),(73 130.59032),(74 131.6186),(75 132.88277),(76 134.26418),(77 135.1291),(78 135.63998),(79 137.13446),
(1 43.85907),(2 60.050255),(3 70.650826),(4 78.77381),(5 84.6186),(6 90.29901),(7 93.42348),(8 96.87731),(9 100.77199),(10 103.332695),(11 105.95782),(12 107.18943),(13 108.89313),(14 111.00039),(15 114.3931),(16 114.88493),(17 116.13293),(18 118.55876),(19 118.09314),(20 119.77756),(21 122.23756),(22 123.81488),(23 124.751755),(24 126.48216),(25 127.69545),(26 128.03738),(27 130.88216),(28 129.67819),(29 130.92664),(30 130.40623),(31 130.36275),(32 130.21509),(33 130.23401),(34 131.7386),(35 132.26555),(36 134.10547),(37 134.95905),(38 135.84634),(39 135.00363),(40 135.29402),(41 134.72357),(42 134.88422),(43 133.35132),(44 132.51756),(45 131.76917),(46 131.11807),(47 129.33838),(48 128.29323),(49 126.59952),(50 126.680435),(51 126.04701),(52 126.23193),(53 125.52908),(54 126.24545),(55 125.904816),(56 125.54801),(57 124.77476),(58 124.19396),(59 123.723236),(60 122.76731),(61 123.3022),(62 122.586205),(63 123.50909),(64 124.17625),(65 125.959984),(66 125.82237),(67 125.912964),(68 125.77338),(69 125.61241),(70 126.919334),(71 127.66397),(72 127.09996),(73 129.83618),(74 129.0352),(75 130.02704),(76 128.86842),(77 129.1454),(78 130.03389),(79 131.1758),
(1 43.342403),(2 59.238895),(3 69.95126),(4 77.78669),(5 84.95128),(6 89.529594),(7 92.61967),(8 94.49948),(9 97.915215),(10 100.96328),(11 102.839195),(12 105.02935),(13 106.4172),(14 107.0556),(15 108.34641),(16 109.347755),(17 110.27505),(18 111.40185),(19 113.19819),(20 113.19479),(21 116.01589),(22 116.99632),(23 116.65864),(24 118.082375),(25 119.72092),(26 120.563545),(27 120.89588),(28 120.890076),(29 122.95095),(30 123.92621),(31 124.77184),(32 124.65166),(33 123.871864),(34 125.47443),(35 125.25753),(36 125.50428),(37 126.66141),(38 127.15268),(39 127.91047),(40 128.2197),(41 126.715485),(42 126.787926),(43 126.73824),(44 127.49414),(45 127.26491),(46 127.2554),(47 127.23289),(48 127.9014),(49 127.11999),(50 127.499146),(51 128.25934),(52 128.72365),(53 127.871376),(54 128.38188),(55 129.11049),(56 128.60095),(57 129.36696),(58 129.15492),(59 129.59906),(60 128.83794),(61 128.89487),(62 129.53476),(63 128.86856),(64 127.80952),(65 127.61815),(66 127.48706),(67 127.307526),(68 127.195854),(69 126.53894),(70 127.63271),(71 127.847755),(72 129.29358),(73 129.31519),(74 130.04405),(75 131.08746),(76 129.90735),(77 130.81895),(78 130.04868),(79 130.04442),
(1 42.915077),(2 58.88484),(3 70.19035),(4 76.52612),(5 82.07586),(6 87.32659),(7 90.7193),(8 94.23613),(9 96.59932),(10 99.71579),(11 101.82611),(12 104.005646),(13 105.36767),(14 105.89406),(15 108.29603),(16 108.88446),(17 111.20029),(18 113.728905),(19 114.98248),(20 116.10181),(21 116.45466),(22 117.38634),(23 118.403694),(24 118.88914),(25 121.023506),(26 122.34763),(27 123.80185),(28 122.767494),(29 124.80779),(30 125.386894),(31 125.63395),(32 125.91382),(33 125.504555),(34 127.5597),(35 128.67017),(36 128.9446),(37 128.66327),(38 128.38254),(39 127.855415),(40 127.91472),(41 127.83941),(42 128.58899),(43 128.71024),(44 130.70076),(45 131.6876),(46 131.62355),(47 130.98354),(48 130.50732),(49 130.87675),(50 130.73918),(51 130.27594),(52 130.25537),(53 129.5515),(54 129.18332),(55 128.99338),(56 127.68944),(57 128.41212),(58 125.94378),(59 126.27685),(60 125.86272),(61 127.39177),(62 127.63127),(63 127.568146),(64 127.290665),(65 128.08846),(66 127.58047),(67 127.00625),(68 127.17831),(69 127.70168),(70 127.61381),(71 128.5635),(72 128.4483),(73 129.77763),(74 129.50531),(75 130.60594),(76 130.49904),(77 131.00668),(78 131.15762),(79 130.76135),
(1 43.96376),(2 59.768654),(3 69.72489),(4 77.64858),(5 83.729675),(6 88.76259),(7 93.319275),(8 96.19662),(9 99.1952),(10 101.96519),(11 103.92778),(12 104.71116),(13 105.92308),(14 108.3858),(15 109.69204),(16 110.64852),(17 112.30389),(18 113.17006),(19 114.29473),(20 115.859726),(21 118.57202),(22 118.68192),(23 118.66206),(24 119.670746),(25 119.910034),(26 120.586426),(27 122.52549),(28 122.86238),(29 123.649185),(30 123.41175),(31 124.38342),(32 125.225494),(33 125.63833),(34 127.559204),(35 127.56944),(36 128.02264),(37 128.71294),(38 129.08698),(39 128.51718),(40 127.776764),(41 127.96148),(42 126.908806),(43 126.02506),(44 126.68202),(45 125.82268),(46 126.81589),(47 125.446465),(48 125.702324),(49 124.82543),(50 125.20142),(51 125.54401),(52 126.28417),(53 125.19248),(54 125.80885),(55 126.51725),(56 125.96614),(57 125.55721),(58 124.397026),(59 123.61568),(60 123.86947),(61 124.38937),(62 124.59563),(63 125.397156),(64 125.72497),(65 126.381676),(66 126.56051),(67 125.83746),(68 127.03466),(69 128.13968),(70 128.05545),(71 129.54694),(72 129.87344),(73 131.18364),(74 131.58936),(75 133.558),(76 132.33907),(77 132.42003),(78 132.80908),(79 132.67169),
(1 43.778698),(2 60.161785),(3 70.318924),(4 77.08993),(5 83.01384),(6 88.06736),(7 92.493324),(8 96.47936),(9 99.60359),(10 101.443565),(11 104.10135),(12 105.12484),(13 107.253426),(14 109.19237),(15 111.572685),(16 112.52892),(17 114.653015),(18 115.82258),(19 117.18451),(20 118.1674),(21 119.97467),(22 121.60687),(23 123.2507),(24 123.80706),(25 124.24288),(26 125.19722),(27 126.27386),(28 126.709625),(29 127.283485),(30 126.68834),(31 126.49061),(32 126.95522),(33 126.303474),(34 128.50249),(35 128.0559),(36 128.12378),(37 127.5135),(38 127.46542),(39 128.3524),(40 127.089005),(41 127.097664),(42 125.89978),(43 125.33813),(44 125.0901),(45 124.88426),(46 124.238976),(47 123.75884),(48 123.46423),(49 124.34645),(50 125.604225),(51 124.94814),(52 125.600426),(53 125.12174),(54 124.90524),(55 126.048485),(56 126.126),(57 125.9834),(58 125.80704),(59 126.60637),(60 126.53426),(61 128.37819),(62 128.58696),(63 128.41743),(64 128.10713),(65 130.10435),(66 128.97223),(67 129.09175),(68 129.04503),(69 130.6519),(70 130.71297),(71 131.43361),(72 131.92758),(73 133.26888),(74 134.10619),(75 135.13522),(76 133.884),(77 134.94307),(78 134.72571),(79 133.74352),
(1 42.69737),(2 59.637676),(3 69.27731),(4 76.61578),(5 82.15854),(6 87.30307),(7 90.99873),(8 94.62461),(9 98.39168),(10 100.90038),(11 103.403534),(12 104.65946),(13 107.16719),(14 109.10635),(15 109.92893),(16 110.574),(17 111.62589),(18 113.18545),(19 114.07712),(20 116.11226),(21 117.512505),(22 118.687355),(23 119.71458),(24 119.97778),(25 120.581535),(26 120.96706),(27 121.8882),(28 122.153595),(29 123.3952),(30 122.624176),(31 123.17382),(32 124.42746),(33 124.375305),(34 124.9333),(35 125.31752),(36 125.747574),(37 126.580635),(38 126.01244),(39 124.43014),(40 124.36013),(41 124.524536),(42 124.85285),(43 123.22744),(44 123.49236),(45 123.03849),(46 123.42391),(47 123.23781),(48 122.853264),(49 121.97735),(50 123.50431),(51 124.845535),(52 124.56303),(53 125.31493),(54 124.65372),(55 125.70126),(56 124.663925),(57 124.4859),(58 123.81602),(59 122.790665),(60 122.42255),(61 122.83938),(62 122.18134),(63 123.10995),(64 123.569214),(65 124.71802),(66 124.55558),(67 125.8611),(68 125.41831),(69 125.88905),(70 126.480705),(71 126.93827),(72 127.236824),(73 128.02614),(74 127.25951),(75 128.7964),(76 128.50479),(77 128.88095),(78 129.04808),(79 128.60828),
(1 42.188984),(2 57.693264),(3 68.85966),(4 75.25828),(5 82.2584),(6 87.55922),(7 91.20279),(8 94.06749),(9 97.53538),(10 100.40086),(11 102.87276),(12 103.8443),(13 105.854095),(14 108.316),(15 111.39118),(16 112.5992),(17 113.25099),(18 114.26674),(19 115.21729),(20 116.081566),(21 118.07875),(22 118.4123),(23 119.338745),(24 120.3601),(25 120.44257),(26 121.03095),(27 122.664085),(28 121.47571),(29 123.02545),(30 123.880585),(31 124.28914),(32 126.29257),(33 126.150475),(34 126.75522),(35 128.76503),(36 127.20373),(37 125.888214),(38 125.62139),(39 124.96533),(40 125.455605),(41 125.140564),(42 125.73789),(43 125.36213),(44 126.875374),(45 126.152336),(46 126.876945),(47 127.07966),(48 126.21258),(49 126.26606),(50 127.436554),(51 126.867805),(52 127.49771),(53 125.915764),(54 125.76876),(55 126.0375),(56 124.20641),(57 124.91032),(58 123.570854),(59 123.27907),(60 123.558784),(61 123.05749),(62 122.234436),(63 122.6763),(64 123.26446),(65 123.662125),(66 124.79175),(67 125.72022),(68 125.9111),(69 125.73782),(70 125.343895),(71 125.88172),(72 125.50883),(73 125.33897),(74 126.89182),(75 128.13187),(76 129.04552),(77 130.88884),(78 131.89983),(79 131.47357),
(1 42.693184),(2 58.419857),(3 68.51316),(4 75.59559),(5 81.50883),(6 87.54496),(7 91.20197),(8 94.64175),(9 97.10125),(10 99.9304),(11 101.67544),(12 102.84518),(13 104.12478),(14 104.69942),(15 106.43331),(16 107.913864),(17 110.14028),(18 111.61618),(19 112.5669),(20 113.95715),(21 115.529625),(22 116.95472),(23 117.66931),(24 117.73294),(25 118.41243),(26 118.68801),(27 121.70476),(28 122.363716),(29 124.09012),(30 123.52576),(31 123.22565),(32 123.56825),(33 123.003815),(34 123.66035),(35 126.26328),(36 127.74615),(37 127.723915),(38 127.1617),(39 127.1163),(40 127.69074),(41 127.455124),(42 129.06293),(43 129.78818),(44 129.71593),(45 130.57587),(46 130.68954),(47 130.37462),(48 129.80515),(49 129.73398),(50 129.30724),(51 129.12502),(52 130.50182),(53 129.08037),(54 128.54181),(55 128.54048),(56 128.46155),(57 127.393524),(58 127.04018),(59 128.44273),(60 127.167145),(61 126.283615),(62 126.33203),(63 126.99119),(64 126.775024),(65 126.418434),(66 126.756386),(67 126.39026),(68 126.37572),(69 125.86521),(70 126.98926),(71 127.05259),(72 126.45171),(73 127.50578),(74 128.05017),(75 129.31148),(76 128.34271),(77 128.15118),(78 128.22363),(79 129.10805),
