1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 38613.293),(2 107911.94),(3 187468.89),(4 308395.53),(5 498339.16),(6 711900.06),(7 972297.2),(8 1258811.5),(9 1576523.9),(10 1900964.6),(11 2222478.3),(12 2544568.8),(13 2866854),(14 3209624.3),(15 3582225),(16 3946896),(17 4333499.5),(18 4723541.5),(19 5118916),(20 5506495.5),(21 5906118),(22 6295874),(23 6771116.5),(24 7212258.5),(25 7863526),(26 8280273.5),(27 8683020),(28 9072229),(29 9461903),(30 9886278),(31 10442229),(32 11377747),(33 12093589),(34 12851437),(35 13569571),(36 14283823),(37 15026911),(38 15809365),(39 16542428),(40 17159686),(41 17807274),(42 18462422),(43 19050938),(44 19673074),(45 20274168),(46 20718394),(47 21589174),(48 22227806),(49 22849634),(50 23530536),(51 24179906),(52 24697562),(53 25050738),(54 25413918),(55 25699570),(56 25978094),(57 26198576),(58 26529146),(59 26856986),(60 27065280),(61 27290040),(62 27595690),(63 27859830),(64 28203458),(65 28531962),(66 28817304),(67 29133286),(68 29403974),(69 29958464),(70 30359192),(71 30774182),(72 31209280),(73 31587632),(74 32036070),(75 32509416),(76 33044102),(77 33689950),(78 34408124),(79 35121532),
(1 41.858047),(2 50.093315),(3 54.711956),(4 59.09637),(5 61.527187),(6 61.702248),(7 63.317814),(8 63.45915),(9 63.88383),(10 64.30464),(11 64.29479),(12 64.828476),(13 65.77897),(14 65.691795),(15 66.04205),(16 65.936264),(17 65.93379),(18 66.12395),(19 66.10426),(20 65.72937),(21 65.88518),(22 66.44183),(23 66.64648),(24 65.447205),(25 66.257454),(26 64.8951),(27 64.60047),(28 64.52752),(29 64.89311),(30 64.55236),(31 64.75099),(32 65.52453),(33 65.121826),(34 65.30449),(35 65.90239),(36 66.047295),(37 66.2324),(38 66.82071),(39 66.18188),(40 66.7308),(41 67.37029),(42 66.987915),(43 66.88216),(44 67.63026),(45 67.22408),(46 67.04596),(47 68.345085),(48 68.00599),(49 67.516624),(50 68.19624),(51 67.93444),(52 67.989),(53 67.91341),(54 67.44406),(55 67.024796),(56 67.282555),(57 67.38808),(58 66.94811),(59 67.18357),(60 66.837616),(61 66.56883),(62 66.89743),(63 67.33374),(64 67.72943),(65 67.646614),(66 67.750984),(67 67.74969),(68 68.47965),(69 68.56555),(70 68.82671),(71 68.72988),(72 69.5393),(73 69.22893),(74 69.449135),(75 69.338776),(76 69.57122),(77 69.84111),(78 69.802055),(79 69.90612),
(1 42.549583),(2 50.747646),(3 54.678402),(4 59.160053),(5 60.797443),(6 61.78699),(7 62.96193),(8 63.911697),(9 63.99807),(10 64.598175),(11 64.11882),(12 65.231285),(13 66.12298),(14 66.59212),(15 66.812195),(16 66.55926),(17 65.810684),(18 66.01531),(19 65.764084),(20 65.52105),(21 65.68426),(22 66.411156),(23 66.836205),(24 65.894196),(25 67.236984),(26 66.51291),(27 65.79088),(28 65.36654),(29 65.606026),(30 65.73417),(31 65.7557),(32 66.51755),(33 66.87837),(34 66.99755),(35 67.18591),(36 66.89033),(37 67.755424),(38 68.076805),(39 67.46129),(40 67.86308),(41 67.45354),(42 67.003494),(43 66.51493),(44 66.71407),(45 65.771645),(46 66.196175),(47 66.52573),(48 66.42316),(49 66.578804),(50 66.941284),(51 67.32152),(52 67.39736),(53 67.45702),(54 67.520775),(55 67.15164),(56 67.46406),(57 68.01003),(58 67.47533),(59 67.13424),(60 67.157196),(61 66.92786),(62 67.24517),(63 66.7739),(64 67.45665),(65 67.54495),(66 68.02067),(67 67.50621),(68 68.281784),(69 67.65726),(70 67.66105),(71 67.640015),(72 67.67719),(73 67.97093),(74 68.15592),(75 68.30077),(76 68.19122),(77 68.78562),(78 68.97061),(79 69.12035),
(1 42.20674),(2 50.391373),(3 54.65647),(4 58.336464),(5 59.4824),(6 60.939545),(7 62.249264),(8 63.43444),(9 63.93456),(10 64.05159),(11 64.50443),(12 65.30269),(13 65.974304),(14 65.86565),(15 66.0643),(16 66.09359),(17 65.65288),(18 66.01372),(19 66.185265),(20 66.58629),(21 66.26719),(22 66.5774),(23 67.22752),(24 66.46665),(25 66.551476),(26 66.30785),(27 65.61242),(28 65.5447),(29 65.918274),(30 65.64477),(31 66.33549),(32 66.45264),(33 66.058655),(34 66.38188),(35 66.694016),(36 66.60146),(37 67.267654),(38 67.191315),(39 67.474266),(40 67.25859),(41 67.399826),(42 67.497696),(43 66.838684),(44 66.50896),(45 66.47698),(46 66.32403),(47 66.2915),(48 66.776276),(49 66.66102),(50 67.08211),(51 67.28737),(52 66.83888),(53 67.131386),(54 66.924225),(55 66.2948),(56 66.98611),(57 67.29998),(58 66.418816),(59 66.61114),(60 66.434525),(61 65.98041),(62 65.75787),(63 65.75668),(64 65.16914),(65 65.08774),(66 65.311874),(67 64.91115),(68 65.69993),(69 66.01146),(70 66.38581),(71 66.34118),(72 66.92178),(73 67.13925),(74 67.743416),(75 67.96892),(76 67.82733),(77 68.67471),(78 68.99235),(79 69.41464),
(1 41.502644),(2 49.520107),(3 53.222656),(4 57.050148),(5 59.755783),(6 60.747097),(7 61.769917),(8 62.12973),(9 62.697018),(10 62.79866),(11 63.031975),(12 62.772507),(13 63.33261),(14 64.03055),(15 63.72637),(16 64.06248),(17 63.97889),(18 64.56819),(19 64.52407),(20 64.49696),(21 64.253044),(22 64.222565),(23 64.78354),(24 64.27763),(25 63.78524),(26 62.785946),(27 62.602776),(28 62.91797),(29 62.920155),(30 62.875633),(31 64.277245),(32 64.029884),(33 64.08565),(34 64.5569),(35 64.029526),(36 64.29383),(37 64.03891),(38 64.00388),(39 64.59669),(40 64.344505),(41 65.02186),(42 64.84956),(43 65.296394),(44 64.626976),(45 64.69496),(46 64.83006),(47 65.05184),(48 64.76283),(49 64.68259),(50 65.197266),(51 65.378426),(52 65.553696),(53 65.68831),(54 65.4629),(55 65.04222),(56 65.19308),(57 65.72678),(58 65.62635),(59 65.76439),(60 65.17011),(61 64.771965),(62 65.12392),(63 65.94654),(64 65.26215),(65 65.760185),(66 65.80823),(67 65.804474),(68 66.43129),(69 66.5086),(70 66.75668),(71 66.480965),(72 67.181465),(73 66.98619),(74 67.586105),(75 67.8318),(76 68.118866),(77 68.586945),(78 68.67857),(79 68.905334),
(1 41.289886),(2 49.035503),(3 53.185425),(4 56.56973),(5 58.63735),(6 60.46004),(7 60.87525),(8 61.554024),(9 62.81345),(10 62.54077),(11 63.103504),(12 63.103806),(13 63.289986),(14 64.07351),(15 63.638638),(16 64.27337),(17 63.938217),(18 63.66078),(19 64.48394),(20 64.415855),(21 63.97982),(22 65.15247),(23 64.73157),(24 64.20826),(25 64.16259),(26 63.6619),(27 63.829563),(28 63.46312),(29 63.271473),(30 63.376667),(31 65.151474),(32 65.169945),(33 64.70996),(34 65.172714),(35 65.60762),(36 65.43336),(37 65.86228),(38 66.04296),(39 65.506226),(40 65.31766),(41 65.620285),(42 65.658394),(43 65.26683),(44 65.3858),(45 65.24999),(46 65.59794),(47 66.03746),(48 65.88483),(49 65.24221),(50 65.76315),(51 66.27447),(52 66.030205),(53 65.62611),(54 65.655304),(55 65.46143),(56 65.333244),(57 65.45397),(58 65.19194),(59 64.688194),(60 64.89768),(61 64.23681),(62 64.46388),(63 65.18089),(64 64.40809),(65 64.57155),(66 64.47134),(67 64.63957),(68 64.8961),(69 65.51118),(70 65.605606),(71 65.59465),(72 65.65255),(73 66.13303),(74 66.02058),(75 66.77901),(76 66.506386),(77 67.11254),(78 67.30143),(79 67.37472),
(1 41.536316),(2 50.278473),(3 54.537834),(4 57.917614),(5 59.23476),(6 61.00228),(7 62.527676),(8 62.878338),(9 63.602547),(10 63.264538),(11 63.862938),(12 65.24817),(13 66.19032),(14 66.021225),(15 65.73079),(16 65.99353),(17 65.64348),(18 65.573524),(19 65.55279),(20 65.54499),(21 65.53668),(22 65.859566),(23 65.99353),(24 66.025475),(25 66.17891),(26 66.22361),(27 65.41242),(28 65.382835),(29 64.74636),(30 65.00322),(31 65.136314),(32 65.44677),(33 65.749954),(34 66.0725),(35 65.857765),(36 65.77041),(37 66.3614),(38 66.776024),(39 65.86964),(40 66.263275),(41 66.65968),(42 66.45193),(43 66.54998),(44 66.446594),(45 66.19895),(46 67.178024),(47 66.58678),(48 67.02264),(49 66.468796),(50 66.491684),(51 66.64918),(52 66.567276),(53 66.8608),(54 66.27367),(55 65.67362),(56 66.29634),(57 66.343056),(58 65.88438),(59 65.82468),(60 66.067795),(61 65.63146),(62 65.843254),(63 66.87131),(64 66.451416),(65 66.0164),(66 66.72401),(67 67.047165),(68 67.61478),(69 67.45037),(70 67.615265),(71 67.64522),(72 67.46327),(73 67.49117),(74 67.28632),(75 68.28446),(76 67.75036),(77 68.39277),(78 68.07126),(79 68.59361),
(1 41.859898),(2 49.378357),(3 54.215195),(4 57.405525),(5 60.00977),(6 60.247173),(7 61.95183),(8 62.27527),(9 63.221848),(10 62.648483),(11 63.912025),(12 64.76634),(13 65.53983),(14 65.59406),(15 65.456764),(16 65.811104),(17 65.96678),(18 65.86173),(19 66.17662),(20 66.11238),(21 64.98036),(22 65.66718),(23 66.016365),(24 66.058586),(25 66.36867),(26 66.461105),(27 65.59009),(28 65.79911),(29 65.124664),(30 64.59828),(31 65.0617),(32 66.23113),(33 65.71475),(34 65.81495),(35 65.701996),(36 66.040726),(37 66.621864),(38 66.48463),(39 66.179955),(40 66.181755),(41 66.41068),(42 65.92193),(43 66.311676),(44 65.535324),(45 65.59372),(46 66.37923),(47 65.95617),(48 66.05707),(49 65.83096),(50 66.090996),(51 66.313126),(52 66.572914),(53 66.92345),(54 66.981544),(55 66.75502),(56 66.4199),(57 67.072174),(58 66.97929),(59 66.69777),(60 66.65855),(61 66.31655),(62 66.33996),(63 67.084145),(64 67.293335),(65 67.55988),(66 67.53126),(67 67.19648),(68 67.26563),(69 67.979836),(70 67.84424),(71 67.91523),(72 67.83385),(73 67.67201),(74 67.32483),(75 67.1543),(76 66.555504),(77 67.610245),(78 67.75067),(79 68.32359),
(1 41.00052),(2 49.36175),(3 53.794838),(4 57.053143),(5 58.208267),(6 59.249115),(7 60.648067),(8 61.395737),(9 61.68253),(10 61.53336),(11 61.797894),(12 63.682133),(13 63.747345),(14 63.93832),(15 64.094124),(16 64.445854),(17 64.33836),(18 64.41151),(19 64.53181),(20 64.709),(21 64.26585),(22 64.898094),(23 65.026405),(24 64.437775),(25 64.6009),(26 64.95066),(27 64.086975),(28 64.78461),(29 64.494255),(30 64.33115),(31 64.37139),(32 65.025734),(33 65.14548),(34 65.35615),(35 65.41002),(36 65.73277),(37 66.76358),(38 66.705536),(39 66.198265),(40 66.447),(41 66.44316),(42 66.22432),(43 66.303406),(44 66.249214),(45 66.79378),(46 66.747055),(47 66.85868),(48 67.31427),(49 66.84117),(50 67.19727),(51 66.49112),(52 66.57168),(53 66.41614),(54 66.13066),(55 66.14604),(56 66.352165),(57 66.04555),(58 65.45226),(59 65.53732),(60 64.84506),(61 64.7936),(62 64.5535),(63 65.66142),(64 65.237076),(65 65.029274),(66 65.5419),(67 65.415955),(68 66.1223),(69 66.550285),(70 66.36714),(71 66.491035),(72 66.58789),(73 66.50864),(74 66.670105),(75 66.62109),(76 66.90079),(77 67.94795),(78 67.778946),(79 67.52851),
(1 40.511204),(2 48.933205),(3 53.10769),(4 56.428646),(5 58.187),(6 59.39854),(7 60.246555),(8 60.856525),(9 61.866627),(10 61.46004),(11 61.93073),(12 63.04796),(13 63.47333),(14 63.51473),(15 63.513317),(16 63.799053),(17 64.4593),(18 64.92553),(19 65.269135),(20 65.27997),(21 64.42616),(22 64.32923),(23 64.59872),(24 64.02071),(25 65.24295),(26 65.64032),(27 64.10997),(28 64.19395),(29 64.24499),(30 64.105545),(31 64.19395),(32 64.05837),(33 64.46786),(34 65.260956),(35 65.077515),(36 64.60498),(37 65.14153),(38 65.02533),(39 64.49493),(40 64.03848),(41 64.44179),(42 64.4593),(43 64.94689),(44 64.69868),(45 64.76885),(46 65.14461),(47 64.78815),(48 65.5157),(49 65.097755),(50 65.80561),(51 65.72264),(52 65.91581),(53 66.61786),(54 65.956245),(55 65.40431),(56 65.958664),(57 65.56527),(58 65.68244),(59 65.34907),(60 65.482216),(61 65.71036),(62 65.19447),(63 66.23015),(64 65.62821),(65 65.62592),(66 65.7309),(67 65.98383),(68 66.29854),(69 65.843),(70 66.01938),(71 65.94249),(72 66.644005),(73 66.76119),(74 66.52322),(75 66.63712),(76 66.67954),(77 67.49271),(78 67.52921),(79 67.155945),
(1 40.724934),(2 48.839504),(3 52.80587),(4 56.478725),(5 58.04882),(6 59.309048),(7 60.334362),(8 61.15725),(9 61.238926),(10 61.635082),(11 62.14677),(12 62.842358),(13 64.25388),(14 63.704334),(15 64.50306),(16 64.534935),(17 64.47282),(18 64.63734),(19 64.85878),(20 64.97954),(21 64.63687),(22 65.28282),(23 64.34541),(24 63.916714),(25 64.70263),(26 64.360565),(27 63.57607),(28 63.257954),(29 63.463852),(30 62.705685),(31 63.7725),(32 64.26439),(33 64.19025),(34 64.56681),(35 64.894936),(36 64.86292),(37 65.04125),(38 64.92746),(39 65.23952),(40 64.93651),(41 65.68011),(42 65.39316),(43 65.48339),(44 65.88682),(45 65.943085),(46 65.61027),(47 65.709595),(48 65.90828),(49 65.7549),(50 66.61734),(51 66.56412),(52 66.827934),(53 67.039764),(54 67.02805),(55 66.24911),(56 66.449265),(57 67.375465),(58 66.97627),(59 66.70979),(60 66.6134),(61 66.34301),(62 66.71494),(63 66.50603),(64 66.263885),(65 66.354515),(66 67.366905),(67 66.961876),(68 66.76599),(69 67.19154),(70 67.230125),(71 68.49449),(72 67.83481),(73 67.52921),(74 67.8808),(75 66.76814),(76 66.91804),(77 67.33874),(78 67.42328),(79 67.446266),
(1 40.530224),(2 48.95423),(3 53.096886),(4 57.104317),(5 58.791683),(6 59.875126),(7 61.12626),(8 61.660465),(9 61.573902),(10 61.370686),(11 62.2042),(12 62.907356),(13 63.71114),(14 63.73349),(15 63.759518),(16 63.754402),(17 63.92202),(18 63.831856),(19 64.34122),(20 64.45925),(21 64.22065),(22 64.880516),(23 64.10361),(24 63.83706),(25 64.44794),(26 64.60004),(27 63.703907),(28 64.070274),(29 63.970005),(30 63.44616),(31 63.657253),(32 64.29891),(33 64.58272),(34 64.75742),(35 64.852806),(36 64.89875),(37 65.60881),(38 66.10301),(39 65.78693),(40 65.79396),(41 66.11902),(42 65.589325),(43 65.40562),(44 65.39156),(45 65.864296),(46 65.76837),(47 65.94948),(48 66.43656),(49 65.99767),(50 66.82179),(51 66.961555),(52 67.09844),(53 67.21664),(54 66.73674),(55 66.59758),(56 66.55023),(57 66.589035),(58 66.34631),(59 66.26171),(60 66.20254),(61 65.9493),(62 66.23013),(63 66.339615),(64 65.93264),(65 65.779884),(66 65.9795),(67 66.16351),(68 65.91101),(69 66.278275),(70 66.45488),(71 66.78169),(72 66.997086),(73 67.41939),(74 67.628105),(75 67.38808),(76 68.558395),(77 68.59171),(78 68.57188),(79 68.636086),
(1 39.713852),(2 48.040752),(3 52.476814),(4 55.793636),(5 57.278267),(6 57.79213),(7 59.073616),(8 59.577625),(9 60.142315),(10 60.98315),(11 61.696095),(12 62.115894),(13 62.952824),(14 63.19361),(15 62.834133),(16 62.931126),(17 62.92347),(18 62.347187),(19 63.136837),(20 62.767838),(21 62.931553),(22 63.451797),(23 63.2311),(24 63.342453),(25 63.63219),(26 64.005104),(27 63.516483),(28 63.62137),(29 62.922646),(30 62.45746),(31 63.121624),(32 63.39369),(33 63.491222),(34 63.802006),(35 64.0976),(36 64.32775),(37 64.0758),(38 64.22661),(39 64.19854),(40 64.32887),(41 64.089935),(42 63.783005),(43 63.66366),(44 63.754658),(45 64.082794),(46 64.178856),(47 64.419106),(48 64.88264),(49 64.21862),(50 64.81553),(51 64.78411),(52 64.661766),(53 65.19963),(54 64.92926),(55 64.744896),(56 64.478874),(57 64.67579),(58 64.72121),(59 64.74163),(60 64.66276),(61 64.64667),(62 64.358795),(63 64.23415),(64 64.07204),(65 64.15133),(66 64.29665),(67 64.74392),(68 64.609825),(69 64.085434),(70 64.103546),(71 64.20544),(72 64.794785),(73 64.70307),(74 65.42994),(75 65.87535),(76 65.67877),(77 65.853004),(78 66.39665),(79 65.80869),
(1 39.987892),(2 48.163174),(3 52.397125),(4 55.957558),(5 57.28215),(6 58.964046),(7 60.252052),(8 60.115086),(9 61.015533),(10 60.815792),(11 61.756683),(12 62.433598),(13 63.08022),(14 63.866703),(15 63.41528),(16 63.146103),(17 63.258446),(18 63.228535),(19 63.27649),(20 63.57024),(21 64.07282),(22 64.84134),(23 64.51687),(24 64.22836),(25 64.472206),(26 64.21573),(27 63.54787),(28 63.231987),(29 63.227722),(30 62.935913),(31 63.44378),(32 63.94979),(33 64.14631),(34 65.058014),(35 65.7377),(36 65.32055),(37 65.831726),(38 66.184784),(39 65.933846),(40 66.05964),(41 65.73504),(42 66.18995),(43 66.105896),(44 65.77301),(45 65.45141),(46 65.64573),(47 65.52739),(48 65.71769),(49 65.96642),(50 66.412155),(51 66.8268),(52 66.595146),(53 67.01296),(54 67.13674),(55 66.90446),(56 67.354485),(57 67.16658),(58 67.24843),(59 66.41553),(60 66.22785),(61 66.68609),(62 66.28062),(63 66.42509),(64 66.39019),(65 66.62493),(66 67.00165),(67 66.93101),(68 67.07586),(69 67.37324),(70 67.0256),(71 67.66034),(72 66.912834),(73 67.917145),(74 67.77902),(75 67.904915),(76 67.44198),(77 67.661835),(78 68.28654),(79 68.24255),
(1 40.612076),(2 49.357265),(3 53.19162),(4 57.491535),(5 58.415222),(6 59.77667),(7 61.221085),(8 61.869602),(9 62.5635),(10 63.214275),(11 63.49671),(12 63.500713),(13 64.27903),(14 65.217224),(15 64.43137),(16 64.87571),(17 64.410385),(18 64.37617),(19 64.56203),(20 64.6574),(21 64.54546),(22 65.17006),(23 65.41252),(24 64.92469),(25 65.51115),(26 65.29386),(27 64.49945),(28 64.66229),(29 64.91383),(30 65.34188),(31 65.315216),(32 65.9612),(33 66.03863),(34 66.072044),(35 66.2812),(36 66.27186),(37 65.421036),(38 66.210464),(39 65.54186),(40 65.88082),(41 65.30442),(42 65.03478),(43 65.46314),(44 64.85103),(45 65.07432),(46 64.96773),(47 65.06759),(48 65.38409),(49 65.25795),(50 65.8629),(51 65.98994),(52 65.61295),(53 66.23517),(54 65.883354),(55 65.977005),(56 66.69992),(57 66.79762),(58 66.18614),(59 66.57064),(60 66.51343),(61 66.41591),(62 66.229645),(63 66.735886),(64 65.686745),(65 66.196236),(66 66.9619),(67 66.82576),(68 67.287994),(69 66.999405),(70 67.46924),(71 67.081825),(72 67.25182),(73 68.023766),(74 68.253525),(75 67.9414),(76 67.94209),(77 67.88202),(78 68.48264),(79 67.54633),
(1 40.47183),(2 48.668205),(3 53.13001),(4 56.370605),(5 57.665504),(6 58.619823),(7 60.18124),(8 61.262897),(9 61.06683),(10 61.468956),(11 61.917587),(12 62.293293),(13 62.791363),(14 63.364944),(15 63.34977),(16 63.697998),(17 63.272343),(18 63.095974),(19 62.9421),(20 63.07169),(21 62.644325),(22 63.81012),(23 64.12257),(24 63.663902),(25 62.95731),(26 63.306633),(27 62.84778),(28 62.730232),(29 62.713295),(30 63.075035),(31 62.863308),(32 63.33015),(33 63.704475),(34 63.785954),(35 63.367397),(36 63.171574),(37 63.821163),(38 63.83031),(39 63.602425),(40 63.71207),(41 64.28081),(42 64.39686),(43 64.47654),(44 64.34046),(45 64.28289),(46 64.44214),(47 65.34641),(48 65.4088),(49 64.82415),(50 65.404045),(51 65.525696),(52 65.79085),(53 65.87253),(54 66.33943),(55 65.97515),(56 65.85815),(57 66.24384),(58 65.93632),(59 65.96741),(60 66.06526),(61 65.736946),(62 65.63114),(63 66.15456),(64 65.44417),(65 65.83219),(66 66.195946),(67 66.17894),(68 65.954575),(69 66.766),(70 67.05499),(71 67.078064),(72 66.80114),(73 67.02167),(74 67.29574),(75 66.55012),(76 66.55551),(77 66.555756),(78 66.24276),(79 66.47026),
(1 40.605152),(2 48.690014),(3 52.837456),(4 56.732822),(5 57.76159),(6 59.30236),(7 60.551666),(8 60.924877),(9 61.298187),(10 62.020096),(11 62.532475),(12 62.69987),(13 63.391712),(14 64.5816),(15 63.958084),(16 64.42416),(17 64.579544),(18 65.174),(19 65.81233),(20 65.40329),(21 65.62528),(22 67.07364),(23 67.08759),(24 66.303894),(25 66.127716),(26 66.07714),(27 65.50598),(28 65.92941),(29 65.64345),(30 65.34906),(31 65.25036),(32 65.85704),(33 66.908264),(34 66.83538),(35 66.62311),(36 65.74935),(37 65.95803),(38 65.99724),(39 65.718544),(40 65.527504),(41 66.16434),(42 66.41772),(43 66.25756),(44 66.06068),(45 65.81736),(46 65.55867),(47 66.7258),(48 67.059166),(49 66.72522),(50 66.80807),(51 66.95212),(52 66.85641),(53 67.294495),(54 67.41497),(55 67.74989),(56 67.39288),(57 67.34397),(58 67.07707),(59 67.180145),(60 67.120125),(61 67.2466),(62 67.268456),(63 67.39768),(64 67.08064),(65 67.34985),(66 67.654945),(67 67.37708),(68 67.44293),(69 67.4698),(70 67.5519),(71 68.03327),(72 67.89881),(73 68.3129),(74 68.92014),(75 68.98694),(76 68.890625),(77 69.41625),(78 70.2181),(79 69.533936),
(1 40.140354),(2 47.773815),(3 52.601254),(4 56.382748),(5 57.646816),(6 58.645126),(7 59.725136),(8 60.28118),(9 60.244484),(10 60.607395),(11 60.91072),(12 60.94065),(13 61.947975),(14 62.245018),(15 61.948105),(16 61.66592),(17 61.816692),(18 61.668903),(19 61.46145),(20 61.355896),(21 61.035755),(22 61.998077),(23 62.12701),(24 61.18095),(25 61.162914),(26 60.842743),(27 60.84718),(28 60.663467),(29 60.453926),(30 60.191116),(31 60.676617),(32 62.191574),(33 62.049828),(34 62.300453),(35 62.5524),(36 61.726135),(37 61.625534),(38 62.28825),(39 62.26136),(40 62.019253),(41 62.594624),(42 62.30285),(43 63.08913),(44 63.14285),(45 63.1713),(46 63.379402),(47 64.39846),(48 64.16955),(49 64.05572),(50 64.450554),(51 63.772587),(52 63.587234),(53 62.521538),(54 62.502098),(55 62.68343),(56 62.893673),(57 62.79737),(58 63.202477),(59 63.28576),(60 63.495426),(61 63.41677),(62 63.28984),(63 63.96001),(64 63.359516),(65 64.13409),(66 63.936745),(67 64.77584),(68 64.73413),(69 64.92823),(70 64.68617),(71 65.185005),(72 65.56824),(73 65.261536),(74 66.11877),(75 66.018486),(76 66.359344),(77 67.008095),(78 66.35114),(79 66.27851),
(1 40.531292),(2 48.341908),(3 52.54505),(4 55.425278),(5 57.372776),(6 58.681793),(7 60.237576),(8 60.495224),(9 60.455578),(10 60.987656),(11 61.078495),(12 61.560486),(13 62.253822),(14 63.199406),(15 63.25566),(16 62.425453),(17 62.575325),(18 62.391514),(19 62.281677),(20 62.20866),(21 61.91277),(22 62.22033),(23 62.598312),(24 62.39961),(25 62.51644),(26 61.986958),(27 62.039253),(28 61.880814),(29 61.879105),(30 61.72567),(31 62.304577),(32 62.7523),(33 62.77124),(34 62.70036),(35 62.971344),(36 63.307724),(37 63.28671),(38 63.74808),(39 62.987526),(40 63.09971),(41 63.62194),(42 63.55702),(43 63.67688),(44 63.430176),(45 63.403854),(46 63.777496),(47 63.753918),(48 64.01883),(49 64.43181),(50 64.192474),(51 63.92519),(52 63.939354),(53 63.495197),(54 63.69587),(55 63.50057),(56 63.5645),(57 63.845528),(58 63.584713),(59 63.417656),(60 63.34251),(61 63.213318),(62 63.16166),(63 62.69314),(64 62.668064),(65 62.718685),(66 63.09484),(67 63.575325),(68 63.847893),(69 63.94285),(70 63.742313),(71 63.860016),(72 64.19781),(73 64.61188),(74 65.68148),(75 65.35858),(76 65.490005),(77 65.56682),(78 65.46384),(79 65.30595),
