1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 38613.293),(2 107911.94),(3 187468.89),(4 308395.53),(5 498339.16),(6 711900.06),(7 972297.2),(8 1258811.5),(9 1576523.9),(10 1900964.6),(11 2222478.3),(12 2544568.8),(13 2866854),(14 3209624.3),(15 3582225),(16 3946896),(17 4333499.5),(18 4723541.5),(19 5118916),(20 5506495.5),(21 5906118),(22 6295874),(23 6771116.5),(24 7212258.5),(25 7863526),(26 8280273.5),(27 8683020),(28 9072229),(29 9461903),(30 9886278),(31 10442229),(32 11377747),(33 12093589),(34 12851437),(35 13569571),(36 14283823),(37 15026911),(38 15809365),(39 16542428),(40 17159686),(41 17807274),(42 18462422),(43 19050938),(44 19673074),(45 20274168),(46 20718394),(47 21589174),(48 22227806),(49 22849634),(50 23530536),(51 24179906),(52 24697562),(53 25050738),(54 25413918),(55 25699570),(56 25978094),(57 26198576),(58 26529146),(59 26856986),(60 27065280),(61 27290040),(62 27595690),(63 27859830),(64 28203458),(65 28531962),(66 28817304),(67 29133286),(68 29403974),(69 29958464),(70 30359192),(71 30774182),(72 31209280),(73 31587632),(74 32036070),(75 32509416),(76 33044102),(77 33689950),(78 34408124),(79 35121532),
(1 489.5902),(2 641.108),(3 719.91315),(4 762.45306),(5 797.1218),(6 823.19696),(7 853.17395),(8 867.4607),(9 874.34735),(10 879.01337),(11 898.7889),(12 889.8343),(13 885.7587),(14 888.1477),(15 896.7571),(16 901.2398),(17 906.4545),(18 899.9192),(19 912.2408),(20 906.94745),(21 893.3375),(22 901.24994),(23 907.2748),(24 882.0372),(25 882.4503),(26 886.26624),(27 894.25604),(28 875.1061),(29 871.49976),(30 868.2447),(31 887.3389),(32 894.34424),(33 899.233),(34 895.2332),(35 898.41516),(36 898.0671),(37 901.0731),(38 908.59955),(39 919.19135),(40 922.4017),(41 924.65576),(42 920.80255),(43 923.10815),(44 923.1215),(45 916.8419),(46 928.8488),(47 935.3222),(48 944.1958),(49 930.5743),(50 942.09875),(51 944.35846),(52 937.79456),(53 932.92535),(54 928.57715),(55 934.5831),(56 941.2293),(57 938.10425),(58 933.94965),(59 941.69714),(60 946.74615),(61 931.4517),(62 933.6948),(63 950.7004),(64 947.4253),(65 945.9518),(66 958.6434),(67 956.946),(68 954.13043),(69 960.57324),(70 957.73676),(71 959.1406),(72 945.27435),(73 941.32214),(74 956.8107),(75 970.34576),(76 964.0795),(77 973.92505),(78 972.16223),(79 968.015),
(1 481.2682),(2 619.9425),(3 686.8773),(4 745.9269),(5 765.299),(6 779.7126),(7 812.36005),(8 823.7563),(9 828.7312),(10 844.7778),(11 865.58606),(12 864.37476),(13 861.44336),(14 862.80597),(15 880.222),(16 887.52673),(17 890.90796),(18 886.9752),(19 879.523),(20 881.017),(21 871.0097),(22 876.2276),(23 864.47253),(24 854.2145),(25 858.82104),(26 859.9658),(27 869.78485),(28 872.46606),(29 871.2425),(30 864.9508),(31 869.0205),(32 883.4302),(33 880.7566),(34 875.4717),(35 884.5655),(36 877.9575),(37 872.9129),(38 877.15564),(39 882.6453),(40 880.6529),(41 895.2097),(42 897.03595),(43 888.68933),(44 897.8993),(45 898.2245),(46 904.6934),(47 906.5166),(48 911.2822),(49 907.6562),(50 908.7084),(51 910.91583),(52 906.20483),(53 906.5962),(54 901.84576),(55 895.352),(56 888.94305),(57 892.95526),(58 880.89355),(59 907.8724),(60 901.1766),(61 885.9041),(62 881.56226),(63 895.72864),(64 893.2957),(65 894.05475),(66 890.0883),(67 894.8313),(68 888.2426),(69 892.33545),(70 896.4732),(71 906.22473),(72 901.777),(73 902.53937),(74 902.49115),(75 916.38776),(76 911.3135),(77 911.4303),(78 914.65204),(79 906.5393),
(1 485.58762),(2 627.6166),(3 685.0678),(4 755.2523),(5 787.3789),(6 804.5255),(7 836.8662),(8 840.74994),(9 842.1569),(10 853.09607),(11 876.2577),(12 878.8183),(13 887.4774),(14 898.0918),(15 903.3301),(16 917.0716),(17 923.97095),(18 909.2957),(19 915.468),(20 903.8613),(21 900.89374),(22 899.6415),(23 895.49225),(24 880.83344),(25 878.99567),(26 870.07623),(27 880.4608),(28 876.24866),(29 872.56146),(30 871.38855),(31 888.0653),(32 882.4867),(33 890.1345),(34 896.9865),(35 905.1895),(36 899.21045),(37 895.9982),(38 890.28906),(39 898.69305),(40 902.93744),(41 912.53625),(42 900.4457),(43 916.3145),(44 915.7292),(45 918.68933),(46 930.43823),(47 949.4965),(48 951.7785),(49 945.4049),(50 951.36993),(51 961.93225),(52 953.2262),(53 957.7473),(54 946.94556),(55 940.36975),(56 938.9403),(57 948.7087),(58 933.3768),(59 947.3807),(60 954.4982),(61 942.95526),(62 933.5194),(63 943.48334),(64 941.141),(65 937.8339),(66 939.40216),(67 952.03125),(68 948.8641),(69 943.45496),(70 944.0323),(71 945.53876),(72 941.2482),(73 934.9877),(74 932.4002),(75 937.9026),(76 943.40906),(77 947.8422),(78 955.3203),(79 944.06793),
(1 488.08713),(2 649.31006),(3 706.2386),(4 754.37744),(5 788.81024),(6 803.16516),(7 832.9322),(8 839.35516),(9 848.4145),(10 857.06494),(11 872.6899),(12 864.26044),(13 872.8738),(14 886.54553),(15 889.8263),(16 896.8116),(17 900.2791),(18 897.1563),(19 905.89923),(20 901.7156),(21 894.3205),(22 900.2643),(23 882.794),(24 870.10657),(25 864.89734),(26 856.1422),(27 859.3968),(28 863.00916),(29 878.4317),(30 859.7325),(31 874.3476),(32 873.3399),(33 878.2605),(34 885.98285),(35 887.8569),(36 864.2062),(37 871.19037),(38 876.0206),(39 881.4486),(40 875.6117),(41 877.90326),(42 877.7105),(43 892.1655),(44 889.44525),(45 893.20154),(46 896.2405),(47 907.24426),(48 917.2425),(49 913.59595),(50 907.77765),(51 906.15216),(52 903.95575),(53 903.77295),(54 889.50995),(55 874.98474),(56 878.47815),(57 881.0855),(58 874.49854),(59 883.4858),(60 885.1924),(61 888.0109),(62 898.0341),(63 911.81824),(64 902.60223),(65 905.7382),(66 909.0986),(67 908.62744),(68 920.6361),(69 909.34503),(70 907.4607),(71 919.7269),(72 914.6252),(73 926.2337),(74 924.9132),(75 940.48816),(76 938.26746),(77 945.258),(78 942.7805),(79 935.46857),
(1 473.69193),(2 627.24756),(3 679.83246),(4 727.93005),(5 754.6234),(6 779.00977),(7 801.26117),(8 816.11237),(9 823.11053),(10 830.93756),(11 852.0508),(12 847.7292),(13 856.0472),(14 856.69745),(15 856.58716),(16 862.6356),(17 866.5206),(18 856.05774),(19 872.787),(20 864.1957),(21 860.97015),(22 872.1706),(23 872.02924),(24 855.58966),(25 851.24176),(26 850.3597),(27 853.9119),(28 866.0496),(29 859.22864),(30 852.05756),(31 868.44434),(32 857.11304),(33 867.81116),(34 871.02167),(35 874.8312),(36 874.62726),(37 880.6433),(38 887.0349),(39 887.7568),(40 886.90234),(41 895.3832),(42 890.0024),(43 890.7911),(44 895.1658),(45 897.492),(46 899.2132),(47 904.63574),(48 908.69055),(49 902.12744),(50 905.1137),(51 899.70386),(52 887.1407),(53 894.29626),(54 888.9784),(55 885.8837),(56 880.56354),(57 878.1784),(58 875.00885),(59 877.67847),(60 877.3699),(61 879.27826),(62 876.7327),(63 880.25854),(64 882.48846),(65 892.0412),(66 893.5467),(67 896.2745),(68 890.171),(69 893.0266),(70 892.7305),(71 891.7997),(72 891.86865),(73 891.1913),(74 891.06036),(75 903.5901),(76 899.4584),(77 903.0864),(78 912.5542),(79 909.3974),
(1 464.5318),(2 611.9082),(3 680.6586),(4 732.4187),(5 757.50305),(6 785.62415),(7 811.67676),(8 822.1405),(9 824.2065),(10 827.7522),(11 837.13464),(12 830.7681),(13 845.4829),(14 847.08307),(15 847.0896),(16 847.1826),(17 852.6979),(18 847.7385),(19 848.96893),(20 849.6865),(21 850.8922),(22 851.6774),(23 842.0398),(24 828.8112),(25 831.2911),(26 831.00684),(27 821.79175),(28 829.212),(29 831.92896),(30 826.66785),(31 845.8851),(32 841.8872),(33 842.0503),(34 860.61975),(35 855.4327),(36 861.62524),(37 857.4451),(38 875.1885),(39 868.77734),(40 866.0933),(41 866.80536),(42 858.0284),(43 862.6004),(44 866.3196),(45 872.9608),(46 878.35315),(47 888.0511),(48 886.02826),(49 885.98785),(50 887.24146),(51 892.42456),(52 881.879),(53 890.2328),(54 888.18335),(55 883.5983),(56 879.8674),(57 882.21155),(58 882.3933),(59 881.4486),(60 884.8478),(61 878.5541),(62 876.95123),(63 886.2766),(64 884.72925),(65 876.7122),(66 874.168),(67 873.48883),(68 874.8578),(69 876.83466),(70 870.1227),(71 878.8036),(72 883.86755),(73 877.7871),(74 883.96466),(75 890.08636),(76 890.41254),(77 900.25995),(78 897.8457),(79 891.118),
(1 452.7603),(2 594.08215),(3 653.15796),(4 705.3249),(5 731.2841),(6 752.6317),(7 788.0183),(8 793.88214),(9 796.9743),(10 817.20306),(11 824.34735),(12 827.3198),(13 833.99713),(14 835.2435),(15 841.58295),(16 841.38873),(17 842.12396),(18 834.51495),(19 833.4488),(20 827.81244),(21 829.9487),(22 844.9642),(23 833.45044),(24 825.8962),(25 828.4701),(26 820.26587),(27 814.61536),(28 816.3753),(29 829.0713),(30 824.1829),(31 834.232),(32 844.47906),(33 837.79456),(34 839.7748),(35 855.8474),(36 850.67255),(37 849.6635),(38 856.0358),(39 858.6114),(40 852.43066),(41 852.1838),(42 848.8708),(43 852.60834),(44 857.3256),(45 859.70166),(46 862.4272),(47 871.00385),(48 868.0259),(49 860.6005),(50 865.1928),(51 876.5834),(52 867.71844),(53 869.4943),(54 866.2364),(55 864.9116),(56 855.1881),(57 854.6896),(58 857.01825),(59 848.53186),(60 854.8644),(61 848.05634),(62 849.95746),(63 855.2825),(64 861.85077),(65 870.05676),(66 861.47797),(67 862.1168),(68 862.8365),(69 869.24854),(70 867.38885),(71 875.45435),(72 869.64746),(73 885.21936),(74 884.70166),(75 882.3127),(76 893.7896),(77 908.99207),(78 904.13995),(79 899.99603),
(1 475.02814),(2 625.60443),(3 683.87024),(4 735.9227),(5 757.6108),(6 782.8873),(7 822.9715),(8 820.27795),(9 818.25195),(10 829.46814),(11 840.1862),(12 852.09564),(13 858.97754),(14 857.80255),(15 853.28546),(16 847.22894),(17 862.8556),(18 856.5258),(19 858.827),(20 853.0265),(21 854.6115),(22 856.40247),(23 853.59814),(24 835.1534),(25 845.049),(26 844.4756),(27 844.4216),(28 853.1528),(29 853.80853),(30 843.29016),(31 846.2898),(32 863.78076),(33 857.0813),(34 865.62714),(35 862.332),(36 862.3682),(37 857.8915),(38 861.84235),(39 861.1169),(40 854.9156),(41 862.524),(42 867.0037),(43 868.3213),(44 868.7684),(45 879.9905),(46 878.5158),(47 895.63275),(48 888.9351),(49 886.17035),(50 896.7664),(51 899.48),(52 901.9474),(53 900.8668),(54 897.0335),(55 894.90686),(56 888.2114),(57 882.90216),(58 879.0404),(59 881.7211),(60 879.95526),(61 883.6802),(62 888.03925),(63 876.11035),(64 868.3798),(65 875.2017),(66 874.6729),(67 874.899),(68 879.5921),(69 881.1179),(70 886.2388),(71 887.65356),(72 884.40924),(73 887.2144),(74 897.0204),(75 904.0987),(76 906.6889),(77 906.69476),(78 906.71625),(79 905.1053),
(1 459.22528),(2 602.8589),(3 656.5432),(4 704.36786),(5 708.84656),(6 726.64905),(7 762.6886),(8 764.42236),(9 776.0674),(10 783.6136),(11 792.9254),(12 800.7083),(13 811.5774),(14 819.2777),(15 827.36444),(16 825.39185),(17 833.49615),(18 829.6718),(19 834.55725),(20 835.4021),(21 828.32166),(22 830.8387),(23 819.13),(24 808.0382),(25 813.72107),(26 812.9283),(27 815.77655),(28 820.89),(29 821.6104),(30 813.66956),(31 813.9322),(32 815.2323),(33 819.08954),(34 804.69885),(35 823.6117),(36 816.48315),(37 813.65515),(38 815.8968),(39 816.7267),(40 815.36084),(41 815.6216),(42 811.72485),(43 808.9128),(44 813.36884),(45 813.97974),(46 825.97504),(47 846.45593),(48 848.1881),(49 852.5647),(50 858.9019),(51 855.53156),(52 850.5799),(53 850.89294),(54 848.7148),(55 842.72394),(56 842.9232),(57 845.2274),(58 842.67926),(59 852.958),(60 838.97546),(61 845.6479),(62 842.5636),(63 848.29285),(64 842.41034),(65 841.0044),(66 843.2732),(67 832.14215),(68 837.9406),(69 838.0196),(70 833.6983),(71 832.35016),(72 835.4063),(73 840.3625),(74 841.44745),(75 842.79504),(76 838.9836),(77 858.9857),(78 859.92303),(79 853.62866),
(1 443.431),(2 579.5659),(3 643.791),(4 685.1036),(5 701.97345),(6 722.7481),(7 755.4213),(8 768.4696),(9 781.8667),(10 777.5918),(11 782.9924),(12 780.8674),(13 795.4044),(14 802.4256),(15 798.51984),(16 798.9185),(17 807.99426),(18 806.0184),(19 808.0165),(20 804.74677),(21 804.9338),(22 806.0764),(23 789.6642),(24 775.17004),(25 781.321),(26 781.97125),(27 788.71094),(28 789.08453),(29 786.9757),(30 785.47156),(31 798.17255),(32 811.4702),(33 817.17645),(34 823.7647),(35 829.852),(36 821.088),(37 829.7491),(38 834.79156),(39 825.03955),(40 817.5575),(41 819.05707),(42 809.31323),(43 810.7254),(44 824.11584),(45 821.133),(46 828.5952),(47 821.1636),(48 825.8749),(49 825.5145),(50 830.00946),(51 833.8703),(52 829.72565),(53 833.9903),(54 835.589),(55 825.5783),(56 824.4728),(57 831.6453),(58 833.71643),(59 839.7808),(60 830.30457),(61 828.9863),(62 824.3951),(63 829.2856),(64 833.11145),(65 830.47095),(66 824.84955),(67 824.3596),(68 833.81635),(69 837.3607),(70 837.54987),(71 840.5419),(72 829.5766),(73 845.76776),(74 847.94354),(75 848.2599),(76 855.68896),(77 856.02405),(78 852.50525),(79 837.96185),
(1 448.79697),(2 568.6216),(3 626.92426),(4 663.8615),(5 686.3402),(6 706.4789),(7 733.34174),(8 746.441),(9 756.3381),(10 762.82996),(11 769.311),(12 759.9266),(13 771.1893),(14 775.86957),(15 775.3854),(16 772.37054),(17 777.9332),(18 777.4626),(19 774.5967),(20 767.18396),(21 764.61993),(22 762.24445),(23 759.94293),(24 759.3859),(25 757.249),(26 756.1425),(27 751.06396),(28 766.4678),(29 759.7938),(30 759.1031),(31 782.9848),(32 792.8846),(33 790.7148),(34 796.0467),(35 802.38324),(36 795.1654),(37 791.9656),(38 801.4342),(39 799.6921),(40 801.9509),(41 809.25446),(42 802.2626),(43 811.1783),(44 811.861),(45 807.19165),(46 817.9301),(47 820.9094),(48 819.40063),(49 817.35236),(50 823.159),(51 830.88513),(52 811.18396),(53 811.37213),(54 814.7381),(55 804.1145),(56 800.84796),(57 798.3517),(58 795.85175),(59 801.6619),(60 806.0214),(61 794.79193),(62 791.9517),(63 797.76447),(64 796.3617),(65 801.7838),(66 804.9428),(67 801.1235),(68 814.151),(69 802.3965),(70 810.59296),(71 811.0105),(72 805.3615),(73 814.7295),(74 813.74445),(75 820.95764),(76 818.55945),(77 828.8254),(78 821.3463),(79 823.4654),
(1 448.72986),(2 590.2211),(3 641.1573),(4 682.9502),(5 712.17523),(6 730.6579),(7 764.8544),(8 761.9687),(9 761.2704),(10 774.5014),(11 776.0145),(12 769.8607),(13 768.6896),(14 782.8199),(15 791.3457),(16 788.03894),(17 795.0883),(18 795.14484),(19 793.4556),(20 785.1431),(21 783.2233),(22 790.18005),(23 779.39496),(24 778.86487),(25 779.63477),(26 772.4927),(27 768.1841),(28 770.7637),(29 771.1622),(30 770.17365),(31 779.2823),(32 776.67163),(33 783.1693),(34 793.0256),(35 796.47327),(36 791.3969),(37 783.2343),(38 785.10803),(39 793.27264),(40 793.8915),(41 803.7326),(42 799.8518),(43 808.7332),(44 818.13306),(45 819.8589),(46 818.14386),(47 813.7055),(48 813.5985),(49 819.897),(50 825.4714),(51 833.448),(52 826.7378),(53 828.3259),(54 836.4839),(55 817.4239),(56 812.00507),(57 808.1091),(58 806.98944),(59 804.52954),(60 803.69714),(61 810.32635),(62 809.52216),(63 816.0207),(64 818.45734),(65 827.2256),(66 832.13696),(67 837.52673),(68 848.68445),(69 834.3288),(70 834.4502),(71 828.8113),(72 814.5943),(73 825.9315),(74 821.6781),(75 828.029),(76 835.0235),(77 841.05054),(78 848.94073),(79 848.8926),
(1 454.26465),(2 603.48895),(3 658.75946),(4 692.86285),(5 709.419),(6 720.4193),(7 760.51764),(8 767.0844),(9 764.0871),(10 770.6938),(11 781.90094),(12 776.01483),(13 779.47546),(14 788.04156),(15 789.16174),(16 790.6175),(17 795.44214),(18 791.8562),(19 790.3358),(20 781.4508),(21 778.33923),(22 784.6927),(23 792.06415),(24 785.9026),(25 780.041),(26 775.2384),(27 774.8401),(28 771.6375),(29 770.456),(30 774.25226),(31 790.2077),(32 789.27026),(33 785.3178),(34 791.5343),(35 791.29065),(36 791.80023),(37 789.24414),(38 789.9456),(39 786.30707),(40 784.86),(41 799.42944),(42 799.1754),(43 798.7569),(44 803.84344),(45 805.21686),(46 802.24084),(47 809.42303),(48 814.1295),(49 812.2738),(50 809.13605),(51 819.46075),(52 808.9229),(53 802.0492),(54 809.5318),(55 801.29236),(56 804.42926),(57 805.24),(58 806.6773),(59 810.24994),(60 810.75854),(61 811.64844),(62 812.818),(63 819.334),(64 815.2115),(65 821.12756),(66 831.6064),(67 834.25354),(68 838.03015),(69 821.70935),(70 817.6566),(71 822.1693),(72 814.77374),(73 822.36255),(74 829.2993),(75 827.62067),(76 838.6903),(77 853.9904),(78 855.19366),(79 852.71234),
(1 426.1755),(2 552.0988),(3 606.1332),(4 646.62915),(5 679.5661),(6 697.3934),(7 722.3794),(8 726.74304),(9 736.90466),(10 741.5808),(11 747.5624),(12 741.9411),(13 748.8157),(14 760.09283),(15 756.67786),(16 763.9201),(17 767.3111),(18 754.4665),(19 755.6858),(20 756.0909),(21 760.1272),(22 762.37085),(23 759.3178),(24 750.06604),(25 744.6881),(26 742.0555),(27 740.66833),(28 738.2083),(29 746.4565),(30 738.4856),(31 754.17725),(32 757.8466),(33 759.02765),(34 769.8052),(35 773.7369),(36 772.2878),(37 766.9492),(38 776.10974),(39 772.4974),(40 778.95496),(41 789.42065),(42 786.45416),(43 788.3441),(44 786.98517),(45 788.49414),(46 797.37445),(47 803.23517),(48 800.8987),(49 795.7679),(50 795.8207),(51 804.9672),(52 795.4228),(53 795.5022),(54 791.0126),(55 781.00507),(56 784.5206),(57 786.797),(58 786.75305),(59 782.7668),(60 782.18225),(61 777.85767),(62 776.21545),(63 784.1415),(64 778.5381),(65 783.31323),(66 783.6208),(67 780.00104),(68 781.3626),(69 778.55896),(70 791.0677),(71 793.99146),(72 787.84467),(73 789.5963),(74 787.734),(75 801.32263),(76 805.44794),(77 806.7967),(78 809.78265),(79 807.3849),
(1 430.6888),(2 569.01044),(3 627.27576),(4 652.6158),(5 679.2035),(6 706.10406),(7 731.72894),(8 732.5964),(9 737.10144),(10 754.4173),(11 759.25714),(12 752.61414),(13 762.0693),(14 765.0938),(15 765.28455),(16 767.00793),(17 770.83966),(18 770.43243),(19 772.8513),(20 761.39087),(21 763.7974),(22 764.6521),(23 762.7926),(24 745.7226),(25 748.51715),(26 742.5195),(27 748.51984),(28 736.29626),(29 740.90173),(30 746.0157),(31 758.72833),(32 765.16876),(33 757.96576),(34 764.4415),(35 766.59174),(36 759.4652),(37 768.2894),(38 773.24176),(39 777.6023),(40 774.06415),(41 787.3328),(42 776.69635),(43 772.9805),(44 773.51874),(45 778.5854),(46 784.4859),(47 782.2404),(48 776.2854),(49 789.6307),(50 788.8029),(51 798.2735),(52 788.0852),(53 784.4865),(54 777.25165),(55 770.0702),(56 765.4882),(57 761.5156),(58 767.409),(59 777.2719),(60 780.76855),(61 774.60333),(62 779.29755),(63 783.92413),(64 771.43024),(65 781.86365),(66 790.5777),(67 786.3078),(68 784.4679),(69 793.44415),(70 798.58374),(71 792.8598),(72 786.69104),(73 777.74365),(74 785.01587),(75 800.2484),(76 790.3781),(77 789.7561),(78 791.0426),(79 788.4448),
(1 428.87732),(2 571.45593),(3 618.40424),(4 644.43677),(5 661.5142),(6 681.3012),(7 705.99457),(8 706.0793),(9 713.5518),(10 729.1691),(11 732.37305),(12 734.4091),(13 741.19385),(14 749.9334),(15 756.0897),(16 759.11774),(17 760.8901),(18 744.3956),(19 750.1759),(20 741.2346),(21 745.12463),(22 759.04364),(23 749.31494),(24 733.9273),(25 737.8567),(26 734.5362),(27 732.02234),(28 725.87756),(29 725.3886),(30 719.8898),(31 730.9493),(32 740.35315),(33 746.8993),(34 755.5539),(35 759.8131),(36 748.57446),(37 743.31226),(38 747.5926),(39 741.904),(40 745.8744),(41 752.9139),(42 757.0078),(43 763.0435),(44 761.00653),(45 773.64905),(46 781.2439),(47 786.7289),(48 787.2709),(49 782.0995),(50 781.64056),(51 788.4363),(52 786.6355),(53 783.38617),(54 777.16876),(55 772.60114),(56 782.0552),(57 773.617),(58 772.4),(59 771.9138),(60 770.35156),(61 769.43884),(62 765.02515),(63 778.7379),(64 778.02057),(65 779.8248),(66 778.7791),(67 771.33636),(68 776.01636),(69 772.3519),(70 779.20325),(71 781.47473),(72 793.3491),(73 786.6642),(74 793.3279),(75 794.74994),(76 788.2629),(77 797.40436),(78 796.5079),(79 789.0106),
(1 429.82352),(2 583.6522),(3 619.4828),(4 652.59106),(5 673.0767),(6 685.8664),(7 710.0313),(8 719.66675),(9 730.64087),(10 740.03394),(11 741.70264),(12 733.7299),(13 746.2961),(14 753.67957),(15 750.5675),(16 757.9571),(17 752.80774),(18 749.3191),(19 744.2982),(20 745.77295),(21 741.5461),(22 754.32587),(23 744.18463),(24 726.06537),(25 735.9548),(26 729.6024),(27 733.83734),(28 737.34656),(29 744.2701),(30 737.01587),(31 747.7276),(32 745.98047),(33 749.40875),(34 761.9975),(35 773.5289),(36 778.0655),(37 764.654),(38 771.4288),(39 769.2897),(40 769.7988),(41 776.2479),(42 772.39734),(43 774.3026),(44 769.7052),(45 780.2383),(46 792.76074),(47 790.42737),(48 791.1834),(49 779.32355),(50 780.2592),(51 781.8846),(52 777.3693),(53 778.8708),(54 771.6899),(55 769.08966),(56 767.9689),(57 764.40784),(58 767.80884),(59 770.05426),(60 772.02716),(61 775.0709),(62 777.06714),(63 782.706),(64 770.20355),(65 773.65466),(66 767.7008),(67 762.1087),(68 758.8528),(69 757.2524),(70 755.25836),(71 775.79767),(72 768.1948),(73 769.71204),(74 777.249),(75 778.58813),(76 776.53864),(77 793.6489),(78 794.7799),(79 791.0417),
(1 428.5409),(2 566.7122),(3 618.2098),(4 657.67664),(5 679.4494),(6 687.9476),(7 707.6913),(8 721.01843),(9 720.8588),(10 730.8219),(11 734.269),(12 740.06476),(13 744.445),(14 751.0009),(15 749.81744),(16 752.95746),(17 745.7676),(18 738.73035),(19 732.70856),(20 732.04584),(21 729.68726),(22 739.8423),(23 729.29663),(24 722.36786),(25 725.2376),(26 726.4568),(27 725.28033),(28 722.44904),(29 717.9167),(30 720.0935),(31 723.0681),(32 727.96655),(33 734.2155),(34 747.12085),(35 757.7652),(36 751.0329),(37 741.66113),(38 752.528),(39 756.1004),(40 765.306),(41 767.47095),(42 765.5872),(43 760.0722),(44 763.125),(45 766.8997),(46 774.8815),(47 774.4501),(48 777.4096),(49 769.33777),(50 788.006),(51 791.8716),(52 783.30615),(53 773.6691),(54 771.8643),(55 770.59973),(56 768.3487),(57 767.7905),(58 765.7991),(59 773.89655),(60 778.5994),(61 767.19855),(62 774.1469),(63 787.71814),(64 772.5293),(65 776.88306),(66 775.08716),(67 775.0957),(68 775.8238),(69 772.8129),(70 765.3556),(71 775.5282),(72 777.3315),(73 777.1303),(74 779.81946),(75 781.8141),(76 784.47595),(77 789.21124),(78 783.9918),(79 789.2662),
