1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 91.174644),(2 110.41074),(3 123.479744),(4 131.86282),(5 138.16574),(6 144.00427),(7 148.08885),(8 150.54544),(9 154.57759),(10 156.73953),(11 157.88403),(12 160.15596),(13 161.24603),(14 162.49002),(15 164.33163),(16 163.94461),(17 162.06366),(18 162.47763),(19 162.32161),(20 161.85735),(21 164.259),(22 166.86263),(23 167.95035),(24 167.64073),(25 167.67053),(26 167.30702),(27 169.29352),(28 167.16693),(29 167.2958),(30 166.39743),(31 167.52943),(32 169.55551),(33 170.27686),(34 170.4366),(35 170.25005),(36 171.76549),(37 173.59836),(38 175.43167),(39 177.52463),(40 178.03369),(41 179.60373),(42 182.73402),(43 183.55208),(44 183.54013),(45 183.98512),(46 185.66245),(47 184.72017),(48 184.37408),(49 184.25763),(50 184.18651),(51 186.7076),(52 187.46425),(53 187.60971),(54 186.62704),(55 188.0228),(56 189.17714),(57 192.6562),(58 193.62929),(59 193.52168),(60 194.18388),(61 196.67285),(62 197.44751),(63 197.97058),(64 198.4819),(65 196.37442),(66 195.53699),(67 196.0157),(68 195.09608),(69 193.97704),(70 194.12975),(71 194.40237),(72 195.1379),(73 196.45685),(74 198.10335),(75 198.41241),(76 200.19281),(77 202.12584),(78 201.9482),(79 200.81194),
(1 90.53383),(2 111.430115),(3 123.73233),(4 132.91005),(5 140.61768),(6 145.87393),(7 148.37097),(8 151.69193),(9 154.30492),(10 156.6669),(11 158.47134),(12 160.8535),(13 162.16609),(14 163.10152),(15 164.91074),(16 164.78944),(17 164.46353),(18 164.08884),(19 164.63577),(20 164.45642),(21 164.41725),(22 166.8667),(23 166.2281),(24 165.20981),(25 165.85538),(26 165.59445),(27 168.16022),(28 166.19872),(29 164.90144),(30 164.44081),(31 166.27357),(32 167.31686),(33 166.58626),(34 167.81992),(35 167.10663),(36 165.83727),(37 166.1245),(38 168.61389),(39 169.69908),(40 172.27397),(41 173.35324),(42 178.01901),(43 179.07967),(44 179.22966),(45 179.69246),(46 182.92986),(47 184.37204),(48 184.997),(49 186.44067),(50 185.87376),(51 186.33278),(52 188.39178),(53 187.89221),(54 186.66791),(55 185.73615),(56 185.54454),(57 186.3137),(58 186.56421),(59 185.47241),(60 186.69315),(61 186.26726),(62 185.28148),(63 186.44116),(64 186.42027),(65 187.17104),(66 186.71353),(67 186.51225),(68 186.5301),(69 186.36015),(70 186.57912),(71 186.40785),(72 186.75232),(73 186.56012),(74 186.4509),(75 185.4252),(76 186.58298),(77 187.14099),(78 185.69585),(79 185.23767),
(1 89.398445),(2 110.12438),(3 122.07252),(4 132.48315),(5 137.87059),(6 143.50623),(7 147.56427),(8 150.59723),(9 154.68483),(10 155.77197),(11 156.50497),(12 158.33609),(13 161.90504),(14 163.5239),(15 162.79588),(16 163.6497),(17 165.42827),(18 164.62752),(19 164.36609),(20 165.19951),(21 165.59082),(22 166.74934),(23 168.15504),(24 168.59595),(25 169.19788),(26 167.94714),(27 170.07051),(28 168.50194),(29 167.38394),(30 167.41344),(31 168.3742),(32 168.45085),(33 168.39052),(34 168.07678),(35 169.49535),(36 169.47269),(37 169.39503),(38 171.3085),(39 172.82622),(40 176.45131),(41 178.08424),(42 181.22879),(43 180.86887),(44 181.32887),(45 183.96484),(46 185.17955),(47 187.60149),(48 189.24355),(49 189.96883),(50 190.98781),(51 191.86385),(52 190.89703),(53 191.75256),(54 191.8291),(55 193.23293),(56 193.0853),(57 194.5019),(58 196.9786),(59 197.22202),(60 196.90443),(61 198.45721),(62 198.6745),(63 201.03856),(64 200.183),(65 199.96431),(66 200.8757),(67 199.8954),(68 197.95749),(69 196.52618),(70 195.83688),(71 196.16187),(72 196.5717),(73 195.43628),(74 194.83978),(75 195.15245),(76 194.84235),(77 194.87703),(78 192.18806),(79 192.32404),
(1 89.26685),(2 108.28413),(3 120.632805),(4 129.49501),(5 133.89938),(6 141.51146),(7 145.40233),(8 148.57939),(9 151.27032),(10 153.46005),(11 152.69606),(12 155.17924),(13 157.02617),(14 156.90396),(15 159.09947),(16 159.45139),(17 160.42451),(18 158.87704),(19 159.21817),(20 158.6076),(21 160.55638),(22 161.95772),(23 162.21672),(24 161.52267),(25 162.86049),(26 164.04118),(27 167.33888),(28 166.00964),(29 165.04239),(30 165.12732),(31 166.72234),(32 166.48035),(33 165.82452),(34 166.1343),(35 165.75162),(36 165.32268),(37 166.52213),(38 168.72871),(39 172.21602),(40 173.84145),(41 175.412),(42 180.96014),(43 181.46236),(44 181.38387),(45 184.58682),(46 185.70422),(47 187.34688),(48 187.33398),(49 186.17973),(50 186.20003),(51 188.13168),(52 188.65414),(53 188.62866),(54 190.66109),(55 192.0161),(56 191.12082),(57 194.01462),(58 192.76395),(59 192.39189),(60 191.62204),(61 190.82191),(62 193.83394),(63 193.99915),(64 193.0995),(65 193.31105),(66 193.91042),(67 193.89098),(68 192.82072),(69 191.9155),(70 191.04924),(71 190.4729),(72 191.15024),(73 189.9021),(74 191.54958),(75 192.18715),(76 194.76755),(77 196.39233),(78 194.25204),(79 193.613),
(1 88.14745),(2 107.808395),(3 118.81827),(4 128.58847),(5 133.80042),(6 137.81421),(7 141.9697),(8 146.97072),(9 149.6848),(10 151.55045),(11 152.69951),(12 154.69864),(13 155.34845),(14 157.38326),(15 157.84093),(16 159.3869),(17 160.538),(18 159.79749),(19 159.62721),(20 161.37505),(21 162.54445),(22 163.5853),(23 164.9272),(24 163.41998),(25 163.64055),(26 164.82129),(27 164.2436),(28 164.48132),(29 164.19258),(30 163.08989),(31 164.67491),(32 166.70758),(33 165.98746),(34 166.91302),(35 165.49467),(36 165.00107),(37 165.86153),(38 164.45386),(39 164.67522),(40 165.94505),(41 166.6186),(42 171.20271),(43 172.00803),(44 172.61227),(45 174.72652),(46 176.6828),(47 177.80013),(48 177.64784),(49 177.50993),(50 178.97394),(51 182.30946),(52 183.11005),(53 182.97064),(54 184.03697),(55 185.30229),(56 185.92334),(57 187.94086),(58 188.00038),(59 188.45404),(60 187.37102),(61 187.26573),(62 188.21297),(63 186.88916),(64 186.60013),(65 186.84346),(66 186.09006),(67 185.64111),(68 184.7568),(69 183.69498),(70 184.04402),(71 184.3569),(72 185.56662),(73 183.84065),(74 183.4748),(75 185.08362),(76 183.8564),(77 184.00107),(78 182.7757),(79 183.3111),
(1 88.328766),(2 108.11953),(3 120.34279),(4 129.57779),(5 134.00575),(6 139.18422),(7 145.52054),(8 149.24582),(9 151.75551),(10 155.24098),(11 157.58842),(12 158.99663),(13 160.8953),(14 161.55028),(15 162.99472),(16 162.79977),(17 163.1341),(18 161.46687),(19 162.11339),(20 163.97499),(21 163.25877),(22 164.32178),(23 163.93768),(24 161.45496),(25 160.97792),(26 163.37589),(27 163.25948),(28 163.44543),(29 164.77176),(30 163.25768),(31 163.95132),(32 163.33258),(33 163.85654),(34 162.7732),(35 162.46738),(36 163.29665),(37 164.85583),(38 165.27731),(39 166.71933),(40 168.24393),(41 168.91241),(42 173.27234),(43 175.47876),(44 177.97998),(45 179.33067),(46 182.2827),(47 184.24944),(48 184.8339),(49 184.18968),(50 183.21135),(51 184.68431),(52 184.93222),(53 185.9719),(54 187.14104),(55 189.4821),(56 190.68176),(57 194.15369),(58 193.65326),(59 196.2977),(60 195.4716),(61 195.72325),(62 195.27223),(63 195.4246),(64 195.9438),(65 195.94041),(66 196.93703),(67 198.27367),(68 197.48233),(69 197.61798),(70 197.88618),(71 197.40843),(72 195.82355),(73 195.78178),(74 195.29538),(75 196.00305),(76 196.7769),(77 196.51503),(78 197.09781),(79 195.28333),
(1 88.38956),(2 107.480576),(3 118.89192),(4 129.56567),(5 135.23227),(6 141.72832),(7 145.49005),(8 150.07689),(9 152.96188),(10 155.57042),(11 157.18858),(12 159.42397),(13 160.72963),(14 160.45482),(15 161.63696),(16 162.07991),(17 162.30084),(18 163.05724),(19 161.88101),(20 163.80563),(21 162.24692),(22 163.57327),(23 164.09901),(24 162.38397),(25 163.70442),(26 163.7992),(27 165.31926),(28 164.01122),(29 164.83936),(30 163.57127),(31 164.81839),(32 165.37343),(33 163.85117),(34 164.6222),(35 163.83676),(36 165.0141),(37 164.80933),(38 166.87326),(39 167.99829),(40 167.56082),(41 168.37808),(42 171.57693),(43 173.77637),(44 175.03708),(45 179.03246),(46 178.73267),(47 180.47981),(48 180.9869),(49 181.7918),(50 182.47923),(51 183.8137),(52 183.89896),(53 184.53905),(54 185.04971),(55 185.31763),(56 184.25935),(57 185.31645),(58 184.62312),(59 186.16016),(60 185.4774),(61 185.42899),(62 187.59407),(63 189.21858),(64 189.32858),(65 190.71675),(66 189.29704),(67 192.25278),(68 193.79826),(69 193.31311),(70 194.74707),(71 195.65665),(72 195.48814),(73 194.83817),(74 193.57059),(75 192.07065),(76 193.3855),(77 192.9163),(78 192.87657),(79 195.6875),
(1 87.0622),(2 106.949745),(3 119.890236),(4 130.62222),(5 137.62363),(6 144.76138),(7 149.95071),(8 155.62965),(9 158.3859),(10 160.20038),(11 161.43593),(12 162.3691),(13 161.7332),(14 160.56763),(15 162.86757),(16 159.90472),(17 161.63354),(18 160.08232),(19 159.10194),(20 160.36162),(21 161.92654),(22 162.67705),(23 165.6774),(24 165.25742),(25 167.17198),(26 167.93752),(27 171.41153),(28 171.59445),(29 173.71637),(30 172.7316),(31 172.50911),(32 171.48071),(33 171.56395),(34 174.02393),(35 173.67342),(36 174.52945),(37 176.76868),(38 178.36258),(39 181.0282),(40 181.14862),(41 183.75021),(42 187.72649),(43 188.68272),(44 190.61856),(45 192.62201),(46 192.37276),(47 192.35684),(48 191.39297),(49 190.43675),(50 188.56325),(51 187.17621),(52 186.18259),(53 186.47252),(54 185.30962),(55 184.54858),(56 183.71086),(57 187.00874),(58 189.02606),(59 190.25694),(60 192.52116),(61 193.18661),(62 194.0325),(63 197.36069),(64 199.43782),(65 200.88356),(66 201.06508),(67 201.36157),(68 202.32903),(69 201.40913),(70 201.16374),(71 202.05182),(72 202.37126),(73 201.79655),(74 200.86974),(75 200.6814),(76 200.03183),(77 200.8076),(78 197.96408),(79 196.66353),
(1 85.027336),(2 103.19889),(3 113.216835),(4 122.90175),(5 128.96802),(6 135.11386),(7 139.16046),(8 143.34697),(9 146.18176),(10 149.2266),(11 150.00763),(12 153.44682),(13 153.71954),(14 154.27356),(15 155.3529),(16 156.06291),(17 156.0657),(18 154.98274),(19 155.6629),(20 156.42157),(21 157.74646),(22 158.83368),(23 159.13333),(24 157.82722),(25 156.75319),(26 157.76692),(27 160.47702),(28 159.61238),(29 159.2813),(30 159.73566),(31 161.54968),(32 161.84305),(33 162.63338),(34 163.77469),(35 165.01501),(36 163.62663),(37 164.90685),(38 166.77135),(39 169.32664),(40 171.31996),(41 171.4736),(42 173.54683),(43 173.89674),(44 175.50598),(45 176.0198),(46 177.90933),(47 179.5957),(48 179.09412),(49 179.59264),(50 179.37335),(51 179.01219),(52 180.02759),(53 179.40099),(54 179.09608),(55 179.69263),(56 180.28612),(57 183.00746),(58 182.84715),(59 182.83995),(60 181.81223),(61 182.05042),(62 182.42384),(63 185.29915),(64 186.19875),(65 185.48123),(66 184.95784),(67 185.57431),(68 186.15967),(69 184.17924),(70 182.89337),(71 184.7841),(72 184.82817),(73 182.2958),(74 182.77307),(75 183.99884),(76 183.89886),(77 186.43204),(78 184.98613),(79 184.69426),
(1 86.43043),(2 104.05182),(3 114.8491),(4 123.04759),(5 127.24281),(6 133.16487),(7 137.7032),(8 141.65125),(9 145.05486),(10 148.09833),(11 149.08601),(12 152.98146),(13 154.44392),(14 155.70575),(15 157.51323),(16 156.30226),(17 156.87961),(18 156.71384),(19 156.40508),(20 155.68213),(21 156.78314),(22 157.96341),(23 157.13452),(24 156.4223),(25 154.73146),(26 155.30598),(27 157.45624),(28 156.18463),(29 155.96669),(30 156.08377),(31 158.37141),(32 159.4655),(33 159.39886),(34 158.26105),(35 158.01654),(36 158.70801),(37 159.04996),(38 160.78323),(39 163.53923),(40 165.07083),(41 166.0898),(42 170.3347),(43 171.97243),(44 174.35901),(45 176.19414),(46 178.47194),(47 180.99612),(48 183.04984),(49 182.79344),(50 181.71024),(51 182.85857),(52 181.15375),(53 178.55367),(54 177.69183),(55 178.28159),(56 175.93068),(57 175.96036),(58 173.90633),(59 174.38013),(60 174.68167),(61 176.91524),(62 178.0655),(63 180.35114),(64 182.25125),(65 181.88063),(66 183.1415),(67 184.61255),(68 184.26036),(69 184.10393),(70 183.24544),(71 185.39581),(72 185.29716),(73 183.34358),(74 183.47542),(75 183.64749),(76 183.76256),(77 183.98677),(78 182.8077),(79 183.2431),
(1 86.38684),(2 105.79742),(3 117.52527),(4 127.24509),(5 133.25511),(6 138.75565),(7 144.37993),(8 146.79556),(9 151.1709),(10 153.75381),(11 154.7137),(12 156.64183),(13 156.94243),(14 158.88527),(15 160.20238),(16 160.70189),(17 162.23094),(18 162.70264),(19 161.95216),(20 162.13245),(21 162.13318),(22 163.72957),(23 162.1969),(24 161.76117),(25 160.3707),(26 159.54475),(27 162.31036),(28 160.7778),(29 161.74605),(30 161.22928),(31 162.73734),(32 163.75188),(33 165.08643),(34 164.38893),(35 165.90417),(36 166.26805),(37 168.71635),(38 170.04814),(39 171.04335),(40 172.9838),(41 174.14328),(42 176.63976),(43 178.38574),(44 181.06506),(45 184.79788),(46 187.34277),(47 189.44931),(48 190.203),(49 190.56946),(50 191.03432),(51 192.78316),(52 193.09512),(53 193.1721),(54 193.00035),(55 192.57796),(56 192.41771),(57 192.37659),(58 192.0693),(59 192.64069),(60 194.12413),(61 193.24211),(62 195.06248),(63 195.37132),(64 195.91115),(65 195.60405),(66 197.749),(67 196.89032),(68 198.42967),(69 196.18141),(70 195.40327),(71 195.07936),(72 196.3793),(73 194.33247),(74 194.14334),(75 193.13608),(76 193.41962),(77 191.15619),(78 192.13199),(79 192.75018),
(1 86.81759),(2 104.00706),(3 116.26841),(4 124.99326),(5 129.87155),(6 136.23303),(7 139.89465),(8 143.74077),(9 144.57019),(10 147.33304),(11 149.24043),(12 150.95801),(13 152.52792),(14 153.40018),(15 155.6157),(16 155.83752),(17 155.8627),(18 155.03291),(19 155.19177),(20 157.40167),(21 158.21884),(22 159.42566),(23 159.95013),(24 160.78703),(25 159.97229),(26 158.91357),(27 160.69003),(28 159.84464),(29 159.2403),(30 159.22156),(31 160.21837),(32 160.16824),(33 161.18129),(34 158.77655),(35 158.47409),(36 160.482),(37 161.4636),(38 164.38556),(39 166.86067),(40 167.99591),(41 169.22176),(42 171.97171),(43 173.41562),(44 173.68086),(45 176.54704),(46 177.09761),(47 179.22849),(48 181.93733),(49 182.80595),(50 183.76703),(51 183.9495),(52 184.59453),(53 185.2514),(54 183.42876),(55 183.41019),(56 184.57571),(57 184.84097),(58 184.90988),(59 185.29344),(60 183.85474),(61 186.81046),(62 187.44957),(63 187.67778),(64 188.85329),(65 189.26465),(66 190.30583),(67 190.98505),(68 191.66869),(69 191.49493),(70 191.10158),(71 191.33952),(72 190.74382),(73 190.01352),(74 189.30467),(75 185.88841),(76 186.34508),(77 185.58395),(78 184.8367),(79 186.85912),
(1 84.60222),(2 104.08102),(3 114.99575),(4 123.84903),(5 131.12535),(6 135.50302),(7 139.37794),(8 143.67513),(9 147.49472),(10 149.54634),(11 152.14197),(12 154.5221),(13 154.47691),(14 154.67853),(15 155.91087),(16 155.26035),(17 155.26663),(18 155.36176),(19 153.15593),(20 153.22914),(21 153.66483),(22 153.70856),(23 154.61949),(24 153.03279),(25 154.3902),(26 155.03111),(27 155.8227),(28 154.6445),(29 155.1335),(30 155.41893),(31 155.56825),(32 157.51534),(33 156.73134),(34 154.8649),(35 155.42949),(36 155.99582),(37 156.44589),(38 159.27441),(39 161.34813),(40 163.15375),(41 162.75854),(42 166.82281),(43 168.3527),(44 170.61588),(45 173.95305),(46 175.84258),(47 177.73033),(48 178.9938),(49 180.16469),(50 179.53474),(51 181.06828),(52 180.87605),(53 181.311),(54 181.50343),(55 183.2251),(56 180.3803),(57 182.0062),(58 179.99272),(59 178.95084),(60 175.71071),(61 175.74023),(62 177.24516),(63 177.67174),(64 178.18935),(65 177.79404),(66 179.437),(67 179.41928),(68 179.89156),(69 180.36226),(70 181.42146),(71 184.1093),(72 184.22885),(73 182.64557),(74 185.2553),(75 183.76007),(76 184.34924),(77 182.49107),(78 181.47786),(79 182.9039),
(1 84.169136),(2 101.875854),(3 114.45193),(4 122.84609),(5 128.8595),(6 133.33005),(7 137.08386),(8 140.93921),(9 144.26416),(10 146.28084),(11 148.5523),(12 151.04092),(13 151.37904),(14 151.89154),(15 153.93555),(16 154.33586),(17 153.77559),(18 154.13396),(19 153.11075),(20 153.96606),(21 155.53653),(22 155.29755),(23 155.37854),(24 154.54306),(25 154.22786),(26 154.90959),(27 156.3521),(28 154.84772),(29 155.11845),(30 156.09857),(31 157.90251),(32 158.36066),(33 159.86197),(34 160.15948),(35 160.0572),(36 160.67094),(37 159.63745),(38 160.57623),(39 161.71777),(40 162.25374),(41 163.75685),(42 165.62878),(43 166.68317),(44 168.3601),(45 171.17181),(46 171.8415),(47 173.29457),(48 175.12657),(49 174.51367),(50 175.06195),(51 174.89828),(52 176.6572),(53 176.39055),(54 177.09645),(55 177.71886),(56 177.68513),(57 179.6112),(58 180.2068),(59 180.74736),(60 180.88916),(61 180.99374),(62 181.20227),(63 179.93774),(64 182.47475),(65 181.15416),(66 180.66707),(67 180.38132),(68 180.08575),(69 180.68709),(70 177.91365),(71 179.5292),(72 177.50655),(73 178.0311),(74 177.45074),(75 177.56494),(76 177.95055),(77 175.30638),(78 175.0037),(79 176.63226),
(1 82.708305),(2 100.31826),(3 111.94965),(4 118.52644),(5 125.2765),(6 128.17752),(7 131.57922),(8 134.30911),(9 138.35608),(10 140.30943),(11 143.55215),(12 144.88258),(13 145.29164),(14 147.37349),(15 148.55186),(16 148.40259),(17 149.2566),(18 148.5129),(19 150.22374),(20 150.93666),(21 151.86008),(22 151.10149),(23 150.41428),(24 150.24875),(25 149.34857),(26 147.61015),(27 148.6315),(28 149.59198),(29 149.64804),(30 149.77386),(31 151.3319),(32 149.9782),(33 149.9785),(34 150.74661),(35 150.14546),(36 151.03188),(37 152.32564),(38 153.69461),(39 154.48476),(40 156.56967),(41 157.98381),(42 162.77588),(43 161.49773),(44 165.64989),(45 167.07085),(46 167.3999),(47 169.64168),(48 170.76219),(49 169.26755),(50 170.44684),(51 170.85533),(52 171.441),(53 171.7601),(54 171.96596),(55 170.04623),(56 170.44824),(57 170.51622),(58 170.25945),(59 169.92175),(60 170.35762),(61 170.55641),(62 170.60893),(63 168.82593),(64 170.03897),(65 168.80019),(66 169.4141),(67 169.71007),(68 169.29184),(69 168.44191),(70 168.07098),(71 169.1153),(72 169.75748),(73 169.30815),(74 170.49146),(75 170.0996),(76 172.23935),(77 172.16052),(78 171.31702),(79 172.40182),
(1 84.56691),(2 101.42357),(3 111.5397),(4 119.17029),(5 124.385765),(6 127.85186),(7 131.16951),(8 134.06203),(9 137.31659),(10 138.76266),(11 139.9206),(12 142.2356),(13 142.79907),(14 144.9746),(15 146.3661),(16 147.54993),(17 148.30904),(18 148.77388),(19 150.06015),(20 150.11653),(21 151.67456),(22 152.45467),(23 152.59946),(24 152.05743),(25 151.08267),(26 152.3532),(27 153.05838),(28 152.49376),(29 152.51187),(30 151.35468),(31 151.83684),(32 151.90567),(33 152.3641),(34 151.65897),(35 151.63374),(36 153.11624),(37 153.37419),(38 153.03418),(39 154.02106),(40 156.00842),(41 156.90471),(42 160.92992),(43 161.79002),(44 164.62924),(45 166.88092),(46 169.19435),(47 170.5003),(48 172.1274),(49 170.67593),(50 168.7325),(51 171.24202),(52 170.97456),(53 170.99649),(54 172.2161),(55 170.60619),(56 170.50935),(57 173.11066),(58 171.53194),(59 170.05017),(60 169.45523),(61 169.96281),(62 172.73112),(63 173.45137),(64 174.18597),(65 173.87216),(66 174.93031),(67 175.90353),(68 175.33794),(69 178.1415),(70 178.03995),(71 179.07841),(72 181.94289),(73 181.85489),(74 183.49437),(75 182.46832),(76 183.02762),(77 182.84717),(78 181.02193),(79 182.4566),
(1 83.23788),(2 100.03771),(3 111.21104),(4 120.31076),(5 126.146545),(6 132.74323),(7 136.59698),(8 140.57619),(9 143.70891),(10 146.94923),(11 148.06387),(12 147.8838),(13 147.29094),(14 149.08115),(15 149.95422),(16 151.24524),(17 152.26132),(18 151.05785),(19 152.59396),(20 152.70811),(21 153.75578),(22 153.87436),(23 154.81717),(24 155.18033),(25 154.4278),(26 154.95667),(27 158.537),(28 158.34901),(29 157.85635),(30 156.70512),(31 156.3071),(32 156.95757),(33 157.05931),(34 156.39185),(35 155.04382),(36 154.93889),(37 155.51613),(38 156.28053),(39 157.62914),(40 159.5748),(41 159.92525),(42 162.72505),(43 164.75078),(44 166.88971),(45 168.12021),(46 171.84242),(47 172.72403),(48 172.04259),(49 172.70027),(50 172.22531),(51 173.43495),(52 172.52641),(53 172.5773),(54 171.39864),(55 171.87207),(56 172.88245),(57 175.95215),(58 177.11578),(59 175.7822),(60 175.61711),(61 175.64195),(62 177.24738),(63 178.55952),(64 177.69676),(65 178.14618),(66 178.07246),(67 177.6523),(68 176.79861),(69 176.23936),(70 175.27968),(71 175.84457),(72 177.61995),(73 176.6918),(74 177.894),(75 176.33543),(76 176.6651),(77 176.56029),(78 175.95407),(79 175.31845),
(1 84.08695),(2 101.70496),(3 113.12588),(4 120.96057),(5 125.01397),(6 130.68756),(7 134.70595),(8 138.27524),(9 143.82275),(10 145.37422),(11 146.97185),(12 150.75143),(13 150.76472),(14 153.9842),(15 154.39088),(16 154.28668),(17 155.80069),(18 154.8048),(19 155.41818),(20 154.92264),(21 156.30356),(22 157.11105),(23 158.64442),(24 157.02716),(25 157.37486),(26 159.3294),(27 160.49583),(28 160.7041),(29 161.15012),(30 161.0962),(31 160.45712),(32 160.56154),(33 160.4565),(34 159.75314),(35 160.5212),(36 159.55415),(37 159.20969),(38 160.42624),(39 161.51312),(40 163.57265),(41 166.2304),(42 167.12604),(43 168.98355),(44 172.09604),(45 173.34009),(46 175.21059),(47 178.08574),(48 178.78368),(49 180.23396),(50 181.02321),(51 183.91785),(52 182.40306),(53 182.37007),(54 182.62689),(55 181.26707),(56 180.5971),(57 181.19261),(58 180.50653),(59 178.4779),(60 179.06813),(61 179.05902),(62 179.0366),(63 177.45909),(64 176.72704),(65 175.91486),(66 176.81236),(67 176.7784),(68 177.05687),(69 176.96663),(70 176.30388),(71 177.4988),(72 176.90245),(73 176.4025),(74 176.98141),(75 176.78),(76 175.30122),(77 175.3203),(78 174.15945),(79 174.20242),
