1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 210273.2),(2 770190.94),(3 1561298.4),(4 2482098.3),(5 3443191),(6 4370838.5),(7 5234090),(8 6023076),(9 6726117.5),(10 7377358),(11 7974819.5),(12 8493319),(13 8961751),(14 9343462),(15 9585069),(16 9732863),(17 9825334),(18 9885226),(19 9930205),(20 10006975),(21 10132561),(22 10304247),(23 10576984),(24 10836344),(25 11118266),(26 11326279),(27 11451089),(28 11512725),(29 11564274),(30 11676291),(31 11859929),(32 12107256),(33 12402229),(34 12643795),(35 12900179),(36 13171171),(37 13372097),(38 13619795),(39 13848369),(40 13788358),(41 13599715),(42 13345679),(43 13197415),(44 13119083),(45 12953220),(46 12808749),(47 12798965),(48 12837191),(49 12951274),(50 13056506),(51 13183238),(52 13343736),(53 13484316),(54 13635270),(55 13835626),(56 14065775),(57 14325553),(58 14621779),(59 14935894),(60 15180883),(61 15338198),(62 15558961),(63 15746756),(64 15902575),(65 16180153),(66 16590966),(67 17002276),(68 17080830),(69 17260536),(70 17224446),(71 17275194),(72 17262972),(73 17135628),(74 17078904),(75 17123110),(76 17297146),(77 17642084),(78 17870566),(79 18173182),
(1 205282.77),(2 741254.8),(3 1499918),(4 2366261.3),(5 3239413.3),(6 4102556.8),(7 4897243.5),(8 5604498),(9 6188970.5),(10 6620139.5),(11 6948862),(12 7177786),(13 7414786.5),(14 7689627.5),(15 7959529.5),(16 8239035.5),(17 8491790),(18 8736660),(19 8956531),(20 9212380),(21 9511243),(22 9854975),(23 10317555),(24 10773321),(25 11270749),(26 11761052),(27 12236609),(28 12733317),(29 13222963),(30 13777488),(31 14368944),(32 14905123),(33 15261528),(34 15451263),(35 15676871),(36 15894132),(37 16013480),(38 16121981),(39 16236736),(40 16270432),(41 16275509),(42 16122483),(43 16042376),(44 15898909),(45 15653245),(46 15391977),(47 15194601),(48 15079777),(49 15086861),(50 15012684),(51 14877209),(52 14790571),(53 14752557),(54 14747173),(55 14830071),(56 14978197),(57 15168361),(58 15381675),(59 15604004),(60 15831453),(61 16056188),(62 16126376),(63 16111739),(64 16358397),(65 16562009),(66 16830934),(67 17147724),(68 17502192),(69 17963296),(70 18376064),(71 18809680),(72 19208066),(73 19600440),(74 20224718),(75 21025878),(76 21769410),(77 22165618),(78 22233870),(79 22490368),
(1 168784.4),(2 611385.2),(3 1232135.6),(4 1934296.6),(5 2644833),(6 3301142.5),(7 3887670.5),(8 4381390),(9 4735451.5),(10 4933725.5),(11 5055215.5),(12 5128830),(13 5192872.5),(14 5287412),(15 5399456),(16 5535808),(17 5683415),(18 5874231),(19 6106081.5),(20 6397696),(21 6751655.5),(22 7126331),(23 7501975),(24 7860500),(25 8215586.5),(26 8555423),(27 8905821),(28 9254723),(29 9607937),(30 10018849),(31 10369590),(32 10621695),(33 10794451),(34 11032573),(35 11097764),(36 11100733),(37 11172116),(38 11302874),(39 11325062),(40 11216338),(41 11162012),(42 10918216),(43 10807244),(44 10858051),(45 10762982),(46 10573558),(47 10406958),(48 10334767),(49 10321491),(50 10230939),(51 10192872),(52 10204876),(53 10240822),(54 10293934),(55 10377924),(56 10519351),(57 10631293),(58 10625126),(59 10473681),(60 10250003),(61 10092005),(62 9880311),(63 9797258),(64 10066217),(65 10272008),(66 10341076),(67 10382651),(68 10501656),(69 10643348),(70 10842316),(71 10874038),(72 10975135),(73 11033551),(74 10979468),(75 11023859),(76 11165368),(77 11359441),(78 11510945),(79 11617226),
(1 148427.02),(2 530664.6),(3 1060892.5),(4 1650056.8),(5 2263708.5),(6 2858469),(7 3398245),(8 3889765),(9 4343439),(10 4727300.5),(11 5079616.5),(12 5398113.5),(13 5669943),(14 5948009),(15 6209574),(16 6449027),(17 6669285),(18 6916848.5),(19 7189531),(20 7501646),(21 7841792.5),(22 8165991.5),(23 8446748),(24 8678191),(25 8855210),(26 9003373),(27 9141299),(28 9252478),(29 9332831),(30 9404164),(31 9415998),(32 9390600),(33 9413257),(34 9499777),(35 9421604),(36 9342367),(37 9348124),(38 9443741),(39 9442442),(40 9415793),(41 9514081),(42 9610317),(43 9782018),(44 10020455),(45 10187459),(46 10306001),(47 10416238),(48 10520356),(49 10572749),(50 10555914),(51 10477360),(52 10420334),(53 10372156),(54 10320257),(55 10275870),(56 10264927),(57 10291411),(58 10325184),(59 10404071),(60 10538189),(61 10699977),(62 10723798),(63 10722716),(64 10917905),(65 10907227),(66 10836419),(67 10811040),(68 10879416),(69 10945772),(70 11045231),(71 11084627),(72 11256659),(73 11411520),(74 11519139),(75 11701215),(76 12058122),(77 12403937),(78 12818957),(79 13143954),
(1 155309.52),(2 564681.7),(3 1145996.3),(4 1813393.1),(5 2504707),(6 3177372.8),(7 3775795),(8 4313748.5),(9 4834215.5),(10 5314742.5),(11 5806942),(12 6283672.5),(13 6721099.5),(14 7116301.5),(15 7461551),(16 7717705),(17 7904535.5),(18 8089258.5),(19 8279386.5),(20 8480488),(21 8709124),(22 8947386),(23 9182228),(24 9400586),(25 9614402),(26 9828856),(27 10011599),(28 10167104),(29 10277747),(30 10322468),(31 10243277),(32 10105689),(33 10040019),(34 10059746),(35 10023042),(36 10028089),(37 10133112),(38 10358791),(39 10511819),(40 10584588),(41 10731049),(42 10722982),(43 10794719),(44 10853197),(45 10915080),(46 10964865),(47 11013897),(48 11041223),(49 10951768),(50 10952280),(51 10884914),(52 10861611),(53 10895255),(54 10915162),(55 10892461),(56 10885367),(57 10900274),(58 10883620),(59 10840251),(60 10774364),(61 10745188),(62 10641979),(63 10566260),(64 10748685),(65 10916041),(66 11061471),(67 11219442),(68 11527836),(69 11872823),(70 12200849),(71 12504905),(72 12831348),(73 12988929),(74 13085788),(75 13341900),(76 13683356),(77 13787941),(78 14051948),(79 14351929),
(1 123838.88),(2 450832.97),(3 937336.25),(4 1502769.8),(5 2092378.4),(6 2669987),(7 3176651.5),(8 3639377.8),(9 4035176.8),(10 4347508.5),(11 4595178),(12 4770209),(13 4882832),(14 4970099),(15 5046800.5),(16 5119224.5),(17 5213817.5),(18 5329217.5),(19 5449640),(20 5573289.5),(21 5688915),(22 5787519),(23 5872475),(24 5942063),(25 6004237.5),(26 6079143.5),(27 6155744),(28 6259652.5),(29 6349291.5),(30 6394550.5),(31 6379361.5),(32 6385866.5),(33 6411486),(34 6434397),(35 6492834.5),(36 6508663.5),(37 6582823.5),(38 6702901.5),(39 6813221),(40 6851022),(41 6973891),(42 7072038.5),(43 7225216),(44 7362995),(45 7447079.5),(46 7541635),(47 7617494.5),(48 7709969),(49 7745491),(50 7885265),(51 7992267),(52 8104509.5),(53 8183116.5),(54 8231769.5),(55 8292154.5),(56 8331360),(57 8405250),(58 8463389),(59 8573047),(60 8693990),(61 8904733),(62 9117541),(63 9346131),(64 9679254),(65 9843100),(66 9992770),(67 10183620),(68 10512519),(69 10691150),(70 10919366),(71 11236730),(72 11573239),(73 11871510),(74 12214739),(75 12504035),(76 12797198),(77 13123206),(78 13429155),(79 13566286),
(1 127370.086),(2 458758.13),(3 930015.5),(4 1453891.8),(5 1968060.6),(6 2454814.5),(7 2881202),(8 3252915.3),(9 3575140.5),(10 3843025.5),(11 4075213),(12 4243740),(13 4336020.5),(14 4434307.5),(15 4550626),(16 4696949),(17 4875128.5),(18 5073020),(19 5276197.5),(20 5488989),(21 5716669),(22 5957729),(23 6199853),(24 6411862.5),(25 6574684.5),(26 6689665),(27 6762556),(28 6812915),(29 6838989),(30 6823688.5),(31 6795218.5),(32 6781159),(33 6739609),(34 6711125.5),(35 6767079),(36 6847833),(37 6952815.5),(38 7058290.5),(39 7096491.5),(40 7059322),(41 7095048.5),(42 7224943),(43 7340331.5),(44 7394643.5),(45 7367034),(46 7378610),(47 7399937),(48 7440873.5),(49 7478825.5),(50 7558603.5),(51 7616127),(52 7685941.5),(53 7745990.5),(54 7807392.5),(55 7890510.5),(56 7937300),(57 7998819),(58 8082543.5),(59 8199083),(60 8345695.5),(61 8553652),(62 8826995),(63 9047209),(64 9275330),(65 9501042),(66 9675740),(67 9768345),(68 9921110),(69 10081559),(70 10296636),(71 10489368),(72 10698679),(73 10890395),(74 11036371),(75 11191053),(76 11483629),(77 11757850),(78 11850157),(79 12086815),
(1 107939.41),(2 386801.78),(3 783524.2),(4 1229876.4),(5 1664025.8),(6 2041678.3),(7 2332959.5),(8 2566794.3),(9 2759674),(10 2922435.5),(11 3080383),(12 3242772.8),(13 3400769.8),(14 3560204),(15 3711275.5),(16 3898845),(17 4126214.8),(18 4380017.5),(19 4619693.5),(20 4833782.5),(21 5015612),(22 5180448),(23 5333866.5),(24 5445248),(25 5519173),(26 5556385),(27 5566529),(28 5567603.5),(29 5573609.5),(30 5567452),(31 5540536),(32 5542933.5),(33 5546399),(34 5515079),(35 5548464.5),(36 5582917.5),(37 5617749.5),(38 5721870.5),(39 5834768.5),(40 5953365),(41 6119553),(42 6268524),(43 6316564.5),(44 6332035),(45 6285576.5),(46 6261377),(47 6250702.5),(48 6284435.5),(49 6383701.5),(50 6496835),(51 6587742.5),(52 6667688.5),(53 6737451.5),(54 6800528),(55 6864524),(56 6905699),(57 6948179.5),(58 6980018),(59 7032378),(60 7099637.5),(61 7211017),(62 7330118.5),(63 7435159.5),(64 7551934),(65 7586141.5),(66 7614840.5),(67 7772928.5),(68 7919694),(69 8038948),(70 8183034),(71 8394434),(72 8571854),(73 8699616),(74 8840648),(75 9021847),(76 9051724),(77 9287475),(78 9426790),(79 9543505),
(1 117838.69),(2 420554.3),(3 844751.1),(4 1311641.5),(5 1762095.4),(6 2159844.3),(7 2474428.5),(8 2734320),(9 2955241.3),(10 3152487),(11 3369033.3),(12 3581850),(13 3806850.8),(14 4047573.3),(15 4290858.5),(16 4526088),(17 4724165),(18 4894685),(19 5049716),(20 5215251),(21 5422259),(22 5666276),(23 5902232.5),(24 6036607),(25 6120664.5),(26 6188529),(27 6237289),(28 6251610),(29 6252334.5),(30 6297197),(31 6340943.5),(32 6385322.5),(33 6471250),(34 6553457.5),(35 6638192),(36 6725810.5),(37 6802013),(38 6872090),(39 6889672),(40 6890935.5),(41 6900803),(42 6848246.5),(43 6735136),(44 6678627.5),(45 6640013.5),(46 6666500),(47 6728299),(48 6831714.5),(49 6942933.5),(50 7062938),(51 7152919),(52 7228788),(53 7316642.5),(54 7426085),(55 7580007.5),(56 7755416),(57 7943864),(58 8132116),(59 8360870),(60 8570850),(61 8760856),(62 8930544),(63 9034892),(64 9163444),(65 9283093),(66 9412666),(67 9659496),(68 10017723),(69 10379815),(70 10752938),(71 11027855),(72 11203168),(73 11353258),(74 11505881),(75 11663373),(76 11760963),(77 12005803),(78 12203950),(79 12506892),
(1 97832.375),(2 342033.38),(3 671829.9),(4 1017406.06),(5 1349538.8),(6 1651791.4),(7 1903064.6),(8 2122532),(9 2296922.5),(10 2422946.3),(11 2518298.5),(12 2608221.5),(13 2717692.8),(14 2856391.8),(15 3018924),(16 3202592),(17 3383690.8),(18 3562786.3),(19 3708065.8),(20 3830104.3),(21 3924872.3),(22 4001389.8),(23 4070411.8),(24 4110469.3),(25 4147571),(26 4198932.5),(27 4259502.5),(28 4309383),(29 4350526.5),(30 4392501),(31 4424963.5),(32 4469211),(33 4554606),(34 4644077),(35 4765176),(36 4899325),(37 5056718.5),(38 5199556.5),(39 5285914),(40 5325352),(41 5366593),(42 5391272.5),(43 5432779),(44 5502649),(45 5548691),(46 5621730),(47 5677934),(48 5746326.5),(49 5802358.5),(50 5875105.5),(51 5931726),(52 5956606.5),(53 5984817.5),(54 6014627.5),(55 6081525),(56 6183377),(57 6349741),(58 6541137.5),(59 6731184),(60 6903073),(61 7065367.5),(62 7214372),(63 7329880),(64 7495003.5),(65 7535166.5),(66 7525602.5),(67 7640821),(68 7853690),(69 8112743),(70 8392470),(71 8608993),(72 8745652),(73 8879541),(74 8976941),(75 9043477),(76 9082648),(77 9170529),(78 9195435),(79 9229092),
(1 115118.42),(2 398969.06),(3 777129),(4 1167916.1),(5 1512803.9),(6 1789792.9),(7 2011674.8),(8 2196380.3),(9 2347051.5),(10 2474299),(11 2597868.3),(12 2725924.5),(13 2897456.5),(14 3075637),(15 3204348.3),(16 3290018.8),(17 3347239.8),(18 3437307),(19 3560135.8),(20 3710920),(21 3851799.8),(22 3962442.5),(23 4031281.3),(24 4054400),(25 4052477.3),(26 4057793.8),(27 4083610.5),(28 4129317),(29 4171419.5),(30 4201770),(31 4210532),(32 4208894.5),(33 4216583.5),(34 4263806),(35 4356111),(36 4481170),(37 4623203.5),(38 4705375),(39 4703008.5),(40 4696190),(41 4736142.5),(42 4786239),(43 4844814.5),(44 4890978.5),(45 4962015),(46 5020909),(47 5108133.5),(48 5198050),(49 5229714),(50 5287197.5),(51 5319218.5),(52 5310168),(53 5304620.5),(54 5324663),(55 5335060),(56 5355769.5),(57 5432085),(58 5494737.5),(59 5545815),(60 5617906.5),(61 5765772),(62 5952297.5),(63 6100955),(64 6205029.5),(65 6309565.5),(66 6311380),(67 6391192),(68 6479916),(69 6665842),(70 6753284),(71 6795141.5),(72 6750182.5),(73 6671424),(74 6611923.5),(75 6536396.5),(76 6514751.5),(77 6527884.5),(78 6547502.5),(79 6598884),
(1 119855.164),(2 413331.75),(3 801018.44),(4 1197957.3),(5 1550777),(6 1831622.9),(7 2052547.5),(8 2199579.3),(9 2275784.8),(10 2321956.8),(11 2359272),(12 2411366.3),(13 2488291.8),(14 2573291.5),(15 2647318.3),(16 2717434.3),(17 2777225),(18 2838022.3),(19 2892331),(20 2936409.5),(21 2963293.8),(22 2986317),(23 3009269.3),(24 3024912),(25 3040467.3),(26 3051146.3),(27 3050437.5),(28 3041097),(29 3029303.5),(30 3012462.5),(31 2996994.8),(32 2969481),(33 2954823.8),(34 2984898.3),(35 3059824),(36 3174464.8),(37 3322498),(38 3433633.5),(39 3543699.5),(40 3664939.3),(41 3768872),(42 3864082.3),(43 3958554.3),(44 4034293.8),(45 4104894.3),(46 4161002.3),(47 4209248.5),(48 4259967),(49 4286157),(50 4318437.5),(51 4309357),(52 4299785),(53 4308070),(54 4349575),(55 4422570),(56 4505022),(57 4561825.5),(58 4592217.5),(59 4653364.5),(60 4710469.5),(61 4719339),(62 4678641),(63 4627305),(64 4585694.5),(65 4542925.5),(66 4494901),(67 4457896),(68 4392383.5),(69 4424380.5),(70 4482580.5),(71 4516163),(72 4579668.5),(73 4704238),(74 4832883.5),(75 4910956),(76 4973524),(77 4978000),(78 4920677.5),(79 4900758.5),
(1 106115.78),(2 358426.1),(3 677918.25),(4 999542.5),(5 1274438.8),(6 1505683.5),(7 1711881.9),(8 1884147.9),(9 2022795.4),(10 2158665),(11 2290703.8),(12 2409920.8),(13 2546267.3),(14 2685670),(15 2797017),(16 2897105.5),(17 2987792.3),(18 3092648.5),(19 3179529.3),(20 3241920.8),(21 3266526.5),(22 3260307.3),(23 3259205.3),(24 3254413.5),(25 3269422.5),(26 3322330),(27 3403323.5),(28 3487834.5),(29 3548911.8),(30 3570555.3),(31 3575356.3),(32 3558861.8),(33 3524006.8),(34 3522788.8),(35 3519443.3),(36 3520358),(37 3544517.3),(38 3576216.5),(39 3614327.8),(40 3669002.5),(41 3733625),(42 3824838.8),(43 3889817.3),(44 3998521),(45 4088625),(46 4175290.8),(47 4255205),(48 4320335.5),(49 4358331.5),(50 4418413),(51 4454610),(52 4499799),(53 4578522.5),(54 4666295),(55 4749515),(56 4811698),(57 4845538.5),(58 4858499),(59 4892085),(60 4906200.5),(61 4866835.5),(62 4817530),(63 4767847.5),(64 4778291),(65 4749116.5),(66 4764899),(67 4818737),(68 4875327.5),(69 4946328.5),(70 5015775.5),(71 5053189),(72 5092733),(73 5076384),(74 5034226),(75 5050690.5),(76 5093160.5),(77 5133050.5),(78 5146277),(79 5110424.5),
(1 111818.375),(2 372545.2),(3 681134.6),(4 952692.25),(5 1149517.3),(6 1281306.4),(7 1370684.3),(8 1444461.9),(9 1529523),(10 1647062.6),(11 1799882.3),(12 1963632),(13 2119246.3),(14 2242791),(15 2313042.5),(16 2344399.5),(17 2358360.5),(18 2379442.3),(19 2395917.3),(20 2420367),(21 2448978),(22 2470708),(23 2492997.3),(24 2520686.3),(25 2575388),(26 2642994.8),(27 2706321.3),(28 2769584.8),(29 2828928.8),(30 2880699.5),(31 2942541.8),(32 3001153.8),(33 3053584.3),(34 3114090.8),(35 3201060),(36 3298521.5),(37 3378575.3),(38 3436519.8),(39 3510287),(40 3590457.5),(41 3671310.3),(42 3742245.8),(43 3795512.3),(44 3830858.8),(45 3850507.5),(46 3875673.3),(47 3918609.8),(48 3977833.3),(49 4035696.3),(50 4077242.3),(51 4091817.3),(52 4099680.3),(53 4102728.5),(54 4101425),(55 4099046),(56 4102228.5),(57 4141186.3),(58 4217188),(59 4327928),(60 4417710.5),(61 4465537.5),(62 4499121),(63 4497902),(64 4464206.5),(65 4493435.5),(66 4506751.5),(67 4537544),(68 4566062.5),(69 4599705.5),(70 4650621),(71 4678340.5),(72 4740315),(73 4829786.5),(74 4907025.5),(75 5002678),(76 5097249.5),(77 5158803),(78 5153758.5),(79 5155978),
(1 99869.69),(2 321957.13),(3 567076.5),(4 775763.75),(5 920666.3),(6 1019630.5),(7 1102334.9),(8 1195752.5),(9 1314512),(10 1453002.9),(11 1618634),(12 1791216),(13 1931358.4),(14 2030405.4),(15 2101944.8),(16 2177584.8),(17 2261813.8),(18 2360637.8),(19 2459570.8),(20 2541250.3),(21 2599226),(22 2648377.5),(23 2708800.3),(24 2769738.8),(25 2825602),(26 2848245.8),(27 2835949.8),(28 2817010.5),(29 2787113),(30 2757410.8),(31 2758713.3),(32 2787187.3),(33 2810615),(34 2823319),(35 2833887.3),(36 2846597.8),(37 2862516.5),(38 2883508.5),(39 2936380.8),(40 2990810.8),(41 3071919.8),(42 3152002.3),(43 3224242.5),(44 3272150.5),(45 3287947),(46 3268840.3),(47 3240163.5),(48 3232815.3),(49 3237717.8),(50 3264094.5),(51 3304038),(52 3336677),(53 3368802.5),(54 3419799.5),(55 3492370.5),(56 3541315.3),(57 3560930.5),(58 3571995),(59 3597807),(60 3608877.5),(61 3627441.8),(62 3697024),(63 3779807.8),(64 3833770.8),(65 3945221),(66 4034924.5),(67 4086675.3),(68 4102358),(69 4119393.5),(70 4118840.3),(71 4121569.5),(72 4165989.8),(73 4218435.5),(74 4288245.5),(75 4355657.5),(76 4388574.5),(77 4352479.5),(78 4314487),(79 4307906),
(1 94907.836),(2 305892.1),(3 537410.94),(4 734590.7),(5 874045.5),(6 976279.06),(7 1074203.4),(8 1198475.3),(9 1351486.1),(10 1506548.6),(11 1662628),(12 1796373.4),(13 1895928.4),(14 1987561.8),(15 2089280.3),(16 2227805.8),(17 2369786),(18 2498494.3),(19 2584297.8),(20 2652644.5),(21 2684959.5),(22 2688612.8),(23 2696780.5),(24 2712932),(25 2739479.8),(26 2750853.8),(27 2739886),(28 2699825),(29 2657529.8),(30 2641914.8),(31 2647366.3),(32 2672985.3),(33 2701936.5),(34 2695163.5),(35 2703695.5),(36 2718475.5),(37 2704829.5),(38 2676782.8),(39 2672384),(40 2742955.8),(41 2854395.8),(42 2968339.8),(43 3080682),(44 3181836),(45 3269320.5),(46 3333010),(47 3393925.8),(48 3464679.5),(49 3539470),(50 3643763),(51 3741339),(52 3815964.3),(53 3861243.5),(54 3899618),(55 3938054),(56 3956592),(57 3975565.8),(58 4004366.5),(59 4041824),(60 4080221.8),(61 4104477.8),(62 4113760.8),(63 4141344.8),(64 4184320),(65 4211810.5),(66 4230996),(67 4199002.5),(68 4133092.3),(69 4068312.8),(70 4021755.5),(71 3977811.8),(72 3941434.8),(73 3893688.5),(74 3857757.8),(75 3845323.8),(76 3787100.3),(77 3713272.5),(78 3671043.5),(79 3619049.3),
(1 99244.37),(2 316975.8),(3 543612.2),(4 713942.1),(5 817292.4),(6 877867.2),(7 929382.56),(8 998723.75),(9 1091551.9),(10 1180239.5),(11 1256310.5),(12 1306406),(13 1353178.6),(14 1438210.6),(15 1588983.9),(16 1784136.9),(17 1945263.3),(18 2040384.5),(19 2059396.1),(20 2066566.3),(21 2091835),(22 2137553.5),(23 2209710.5),(24 2272167.5),(25 2308245.8),(26 2316646.8),(27 2320074.5),(28 2335048),(29 2361346.3),(30 2405620),(31 2444066.8),(32 2451125.5),(33 2447448.3),(34 2467148.8),(35 2536534.3),(36 2643913.5),(37 2712522.8),(38 2704371.5),(39 2682021.5),(40 2686775),(41 2714594.3),(42 2738574.8),(43 2765836.3),(44 2779644.8),(45 2764680.3),(46 2748149.8),(47 2764460),(48 2823636.5),(49 2914439.8),(50 3000093.8),(51 3045748),(52 3069329),(53 3094383),(54 3126299.8),(55 3145071.3),(56 3141653.3),(57 3136629),(58 3130662.5),(59 3141831.8),(60 3174429.8),(61 3215306.3),(62 3225993.3),(63 3266141.3),(64 3290814.5),(65 3336381.3),(66 3381813.3),(67 3422053),(68 3442338.5),(69 3456647.8),(70 3423913.3),(71 3348390.5),(72 3272232.3),(73 3224636.8),(74 3223087.8),(75 3244044.5),(76 3262470),(77 3274938.3),(78 3240678.5),(79 3256177.5),
(1 94158.12),(2 301764.5),(3 530229.1),(4 721309.6),(5 856255.2),(6 966969.44),(7 1060145.1),(8 1148668.8),(9 1227253.5),(10 1278504.6),(11 1315530.1),(12 1346755.8),(13 1395803.8),(14 1482126.8),(15 1597747.1),(16 1715149.6),(17 1799619.6),(18 1855694.6),(19 1893476.3),(20 1932153.4),(21 1965967.6),(22 2006120.6),(23 2073145.6),(24 2133078.3),(25 2178984.3),(26 2208781.3),(27 2240379.8),(28 2285502),(29 2333858),(30 2398302),(31 2457021.3),(32 2501514.3),(33 2543259.8),(34 2589146),(35 2656121),(36 2738910.8),(37 2777329.5),(38 2791491.8),(39 2814586.8),(40 2808919.8),(41 2806199.3),(42 2821420.5),(43 2836694),(44 2854316.3),(45 2865452.5),(46 2878685.8),(47 2912640),(48 2951203.3),(49 3007972),(50 3052278.5),(51 3083722),(52 3105449),(53 3126734.5),(54 3143145.5),(55 3149329.5),(56 3150434.3),(57 3159658.8),(58 3181499.5),(59 3218435.8),(60 3241991.3),(61 3261962),(62 3284795.5),(63 3335723.3),(64 3350728.3),(65 3366483.3),(66 3387622.3),(67 3391234),(68 3415660.8),(69 3445811.5),(70 3457150),(71 3473877.3),(72 3471498.3),(73 3461708.5),(74 3441892.8),(75 3416971.5),(76 3361700.5),(77 3356488.5),(78 3342614),(79 3300753.5),
(1 104589.414),(2 330616.28),(3 573520.5),(4 772735.25),(5 903988.3),(6 1006360.44),(7 1092946.1),(8 1187287.9),(9 1291364.4),(10 1387886.4),(11 1480609.1),(12 1562237),(13 1652469.9),(14 1769297.1),(15 1897876.5),(16 2011985.6),(17 2077466.6),(18 2109377),(19 2133457.3),(20 2181925.3),(21 2261643.5),(22 2354093),(23 2425456.3),(24 2449576),(25 2456721.8),(26 2466617.3),(27 2488294.8),(28 2523394.8),(29 2567792.8),(30 2614327),(31 2637445.5),(32 2637190.3),(33 2615215),(34 2611162.8),(35 2626519),(36 2637276.8),(37 2625883.3),(38 2621184.3),(39 2646586.5),(40 2678197.5),(41 2729325.5),(42 2769498.3),(43 2801391),(44 2832752),(45 2853535.3),(46 2878396.3),(47 2913692.8),(48 2947520),(49 2960453.3),(50 2972578.3),(51 2976552.8),(52 2989870.8),(53 3019123.8),(54 3061196.8),(55 3109530.8),(56 3143698.8),(57 3166088),(58 3182826.8),(59 3193267.8),(60 3183302.8),(61 3187790.3),(62 3205007.8),(63 3229516),(64 3241204.8),(65 3261068.8),(66 3321764),(67 3378943.8),(68 3406413.3),(69 3412291),(70 3421992),(71 3414450),(72 3400585.8),(73 3372556.3),(74 3335276),(75 3334901.3),(76 3365694),(77 3419122.8),(78 3444150.8),(79 3450174.8),
