1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 377.06757),(2 467.9329),(3 499.91614),(4 525.18304),(5 524.38666),(6 529.0214),(7 554.7826),(8 556.42163),(9 557.77356),(10 580.1348),(11 595.0815),(12 618.046),(13 653.5671),(14 659.10474),(15 674.69836),(16 690.36523),(17 685.31384),(18 697.4654),(19 708.6292),(20 700.78296),(21 705.05396),(22 710.4152),(23 692.61273),(24 687.2825),(25 694.02435),(26 685.47107),(27 679.25555),(28 682.6306),(29 661.6887),(30 643.47437),(31 635.2431),(32 614.1561),(33 600.9665),(34 602.1677),(35 589.46875),(36 596.0859),(37 611.3375),(38 606.6155),(39 609.185),(40 638.44824),(41 638.4725),(42 655.3828),(43 685.1375),(44 665.68225),(45 678.8526),(46 717.54974),(47 701.4363),(48 700.58435),(49 706.48706),(50 705.9323),(51 715.69293),(52 709.7244),(53 706.17365),(54 703.90894),(55 684.1506),(56 679.61163),(57 677.8526),(58 667.04926),(59 660.67456),(60 665.49255),(61 651.69073),(62 648.5682),(63 665.35913),(64 657.0965),(65 659.65436),(66 670.8738),(67 667.2135),(68 683.2037),(69 701.99036),(70 710.32715),(71 726.35645),(72 727.0168),(73 713.9874),(74 710.20276),(75 722.0892),(76 713.9155),(77 714.72174),(78 721.3445),(79 703.52594),
(1 380.70682),(2 467.8874),(3 493.65704),(4 521.81085),(5 519.46),(6 526.77203),(7 549.842),(8 555.946),(9 557.636),(10 580.2474),(11 586.7223),(12 610.9476),(13 654.2384),(14 652.09357),(15 673.6267),(16 687.6574),(17 679.69635),(18 685.5914),(19 709.77295),(20 700.4363),(21 701.35706),(22 705.8206),(23 692.54156),(24 679.80554),(25 680.2574),(26 672.72156),(27 669.56555),(28 670.4568),(29 640.6188),(30 627.43054),(31 617.7901),(32 589.97504),(33 581.70807),(34 576.98285),(35 567.7714),(36 575.494),(37 594.01276),(38 593.9273),(39 595.6589),(40 620.52515),(41 626.1607),(42 641.3461),(43 674.16064),(44 666.0967),(45 673.65356),(46 700.58075),(47 682.5499),(48 688.2623),(49 695.07495),(50 687.05383),(51 701.2123),(52 692.4926),(53 696.56433),(54 697.5039),(55 682.673),(56 676.55695),(57 671.2465),(58 662.05365),(59 655.3503),(60 657.3038),(61 648.34503),(62 639.76935),(63 663.9497),(64 656.73364),(65 665.05725),(66 677.41705),(67 669.57574),(68 687.6826),(69 703.7565),(70 712.5382),(71 719.93445),(72 721.5515),(73 711.76514),(74 704.4509),(75 714.00104),(76 709.63696),(77 703.9857),(78 697.1395),(79 692.1513),
(1 372.26404),(2 455.3745),(3 478.99252),(4 510.96848),(5 509.22888),(6 514.8163),(7 534.5688),(8 544.0848),(9 550.07544),(10 566.0458),(11 574.6852),(12 605.9612),(13 634.47784),(14 640.9645),(15 653.08765),(16 665.747),(17 661.599),(18 671.15405),(19 691.854),(20 674.4042),(21 679.78625),(22 684.05084),(23 678.0242),(24 663.5299),(25 665.6455),(26 654.2805),(27 647.1775),(28 640.1098),(29 621.41797),(30 617.50134),(31 609.6682),(32 585.919),(33 576.8418),(34 571.306),(35 563.22516),(36 567.49054),(37 581.0445),(38 578.74194),(39 586.54034),(40 611.6666),(41 614.17194),(42 634.21344),(43 662.25543),(44 663.89215),(45 677.619),(46 694.42596),(47 671.749),(48 676.2948),(49 679.6162),(50 680.8945),(51 692.3168),(52 682.217),(53 680.70514),(54 688.0226),(55 672.8218),(56 664.58984),(57 677.6047),(58 664.0076),(59 655.387),(60 656.5435),(61 642.02527),(62 636.6248),(63 649.3492),(64 639.0941),(65 646.51825),(66 663.65027),(67 656.60864),(68 676.71326),(69 696.0648),(70 689.4742),(71 697.0808),(72 707.9378),(73 697.713),(74 693.9665),(75 706.9995),(76 701.52655),(77 691.5115),(78 696.0513),(79 686.8338),
(1 364.82294),(2 449.4407),(3 476.5924),(4 507.0781),(5 501.1557),(6 508.76736),(7 530.43195),(8 539.8421),(9 544.5964),(10 558.8524),(11 569.6636),(12 592.40924),(13 614.5241),(14 622.76044),(15 636.43317),(16 649.78143),(17 647.87164),(18 648.6977),(19 667.5888),(20 649.58105),(21 651.3378),(22 656.9789),(23 644.5851),(24 641.89136),(25 642.0996),(26 629.18207),(27 621.6768),(28 618.344),(29 597.92883),(30 594.16504),(31 594.6174),(32 574.01984),(33 564.4922),(34 568.8817),(35 556.4452),(36 555.7098),(37 575.0707),(38 571.83276),(39 579.98126),(40 602.59674),(41 602.5343),(42 621.7479),(43 644.6029),(44 644.4153),(45 655.5624),(46 674.02344),(47 661.0901),(48 665.7539),(49 663.6999),(50 661.0339),(51 677.2773),(52 667.26263),(53 659.0268),(54 668.44116),(55 653.48),(56 643.5981),(57 650.8428),(58 633.83203),(59 624.1425),(60 629.2824),(61 622.3431),(62 618.29846),(63 631.15015),(64 622.7795),(65 628.9957),(66 642.72345),(67 642.23444),(68 658.86597),(69 679.04297),(70 670.54315),(71 671.3033),(72 686.75165),(73 680.80304),(74 670.9457),(75 685.3094),(76 677.92194),(77 678.81647),(78 680.77313),(79 669.1926),
(1 372.33386),(2 452.3171),(3 481.25034),(4 513.70496),(5 505.92087),(6 514.804),(7 534.2194),(8 538.6982),(9 540.4089),(10 561.33496),(11 574.0803),(12 589.402),(13 630.8037),(14 631.5833),(15 638.0581),(16 660.6758),(17 649.15533),(18 663.8265),(19 681.64307),(20 670.9546),(21 673.65247),(22 673.7959),(23 667.7113),(24 660.1718),(25 658.4799),(26 641.41266),(27 631.5583),(28 628.1153),(29 614.43567),(30 604.82684),(31 601.651),(32 574.8643),(33 568.26514),(34 570.46716),(35 560.6555),(36 552.64874),(37 572.07806),(38 571.96204),(39 577.4885),(40 604.82513),(41 605.9193),(42 627.02374),(43 647.13947),(44 646.71356),(45 653.16693),(46 669.6808),(47 659.43585),(48 668.2458),(49 663.8032),(50 661.10284),(51 669.8505),(52 667.2512),(53 657.6292),(54 663.0142),(55 649.48944),(56 639.6169),(57 639.6961),(58 624.63257),(59 619.81903),(60 622.71625),(61 616.086),(62 606.32916),(63 616.07196),(64 609.5962),(65 616.1647),(66 629.6915),(67 630.5326),(68 645.26953),(69 664.83954),(70 665.2918),(71 666.1751),(72 667.5268),(73 664.3527),(74 662.08307),(75 667.339),(76 660.3811),(77 661.279),(78 663.63885),(79 651.30096),
(1 360.77136),(2 436.4583),(3 459.36),(4 490.76224),(5 482.2893),(6 488.14542),(7 503.78537),(8 509.43967),(9 520.10455),(10 545.42957),(11 555.57184),(12 568.2188),(13 604.0196),(14 605.5285),(15 619.506),(16 643.48236),(17 628.4453),(18 647.06824),(19 662.98346),(20 648.09576),(21 648.525),(22 646.7457),(23 636.61176),(24 634.1086),(25 633.5018),(26 617.8174),(27 605.9539),(28 607.5167),(29 591.1566),(30 583.2387),(31 576.89233),(32 558.24255),(33 558.2931),(34 556.35504),(35 533.43207),(36 534.902),(37 555.0973),(38 548.7752),(39 558.0459),(40 580.46857),(41 584.2114),(42 599.9214),(43 623.8993),(44 619.3957),(45 630.13245),(46 646.339),(47 645.4492),(48 650.83984),(49 647.80035),(50 645.0062),(51 655.76465),(52 653.3301),(53 646.96246),(54 656.81903),(55 645.07983),(56 637.3614),(57 640.71893),(58 629.14545),(59 620.5425),(60 616.3868),(61 614.04315),(62 604.0915),(63 619.49176),(64 612.9619),(65 614.23114),(66 624.73303),(67 620.60175),(68 635.00305),(69 657.3462),(70 658.9162),(71 657.80035),(72 655.34906),(73 651.71497),(74 643.8965),(75 648.4675),(76 639.9626),(77 645.2888),(78 650.7621),(79 633.58453),
(1 361.20074),(2 440.40457),(3 465.4133),(4 496.3857),(5 492.1608),(6 495.6987),(7 514.05396),(8 520.4446),(9 528.5215),(10 552.47797),(11 565.00616),(12 577.22485),(13 611.5785),(14 613.3774),(15 629.49426),(16 643.23846),(17 643.87836),(18 659.48785),(19 676.9109),(20 665.6014),(21 661.45184),(22 659.21967),(23 652.3852),(24 654.0377),(25 655.9029),(26 637.753),(27 632.13574),(28 628.9452),(29 615.3915),(30 605.30005),(31 597.43036),(32 570.3061),(33 565.39795),(34 571.41754),(35 549.10333),(36 555.76636),(37 568.6483),(38 563.5704),(39 577.9074),(40 589.9677),(41 593.7851),(42 602.765),(43 631.83765),(44 629.1531),(45 641.1536),(46 661.04504),(47 651.5836),(48 660.6824),(49 652.0252),(50 653.7306),(51 664.23334),(52 656.4442),(53 650.9832),(54 654.1636),(55 640.2337),(56 631.932),(57 639.5438),(58 627.80945),(59 623.04486),(60 622.09),(61 616.1959),(62 605.0627),(63 627.4316),(64 616.86957),(65 615.5855),(66 627.0917),(67 618.0183),(68 629.97736),(69 651.6211),(70 652.4791),(71 654.12164),(72 660.6717),(73 658.83264),(74 658.46576),(75 667.86786),(76 661.0357),(77 662.961),(78 669.0894),(79 659.0552),
(1 346.1899),(2 422.31915),(3 449.4355),(4 475.99326),(5 477.91937),(6 473.9103),(7 493.0606),(8 508.28925),(9 511.96933),(10 534.2963),(11 548.95013),(12 559.23584),(13 589.6281),(14 586.03644),(15 604.4882),(16 616.7483),(17 612.9463),(18 623.5049),(19 634.9321),(20 637.9617),(21 633.15106),(22 636.20856),(23 627.3637),(24 625.42596),(25 624.4651),(26 611.67505),(27 596.8661),(28 596.8),(29 578.33795),(30 569.84656),(31 565.64343),(32 541.4875),(33 532.44385),(34 534.5509),(35 525.6122),(36 524.09515),(37 536.29614),(38 536.764),(39 540.1811),(40 567.9095),(41 574.0137),(42 586.13824),(43 611.9878),(44 609.82947),(45 611.5228),(46 636.96063),(47 621.1368),(48 631.1807),(49 627.3961),(50 628.7309),(51 632.8241),(52 630.0756),(53 624.44324),(54 629.49023),(55 617.3595),(56 610.06036),(57 613.3991),(58 601.88525),(59 597.26935),(60 601.2039),(61 588.13776),(62 576.3237),(63 596.67816),(64 595.7718),(65 597.0981),(66 607.61993),(67 608.1865),(68 628.55145),(69 645.6545),(70 638.9876),(71 651.823),(72 653.8257),(73 649.7785),(74 648.63776),(75 658.89075),(76 650.8182),(77 649.0006),(78 656.1318),(79 647.8063),
(1 345.86322),(2 425.83276),(3 448.4085),(4 470.212),(5 469.64548),(6 471.3075),(7 492.81924),(8 495.5625),(9 505.8506),(10 526.28827),(11 539.5825),(12 554.7567),(13 581.8009),(14 582.40894),(15 594.81445),(16 611.0143),(17 601.8071),(18 612.3913),(19 629.1323),(20 625.84406),(21 620.6453),(22 625.54443),(23 620.8397),(24 615.22473),(25 616.4832),(26 604.021),(27 593.8023),(28 589.87476),(29 571.9492),(30 562.98596),(31 559.8895),(32 545.86224),(33 538.3035),(34 535.66223),(35 525.1118),(36 522.4296),(37 540.3718),(38 537.7237),(39 550.2974),(40 569.77856),(41 577.2284),(42 593.4311),(43 620.19104),(44 615.6871),(45 620.6565),(46 637.84717),(47 620.809),(48 629.0163),(49 623.46216),(50 627.7529),(51 634.8558),(52 624.07733),(53 615.58344),(54 621.72284),(55 610.46216),(56 602.29913),(57 610.1225),(58 599.27386),(59 592.34375),(60 598.5109),(61 592.4952),(62 579.3311),(63 588.23114),(64 580.1658),(65 584.68774),(66 595.97314),(67 601.05585),(68 623.53186),(69 640.4509),(70 638.07654),(71 643.8255),(72 649.83966),(73 640.27185),(74 633.5858),(75 645.8164),(76 640.3091),(77 638.34033),(78 647.7482),(79 631.3605),
(1 347.69553),(2 422.62195),(3 444.86383),(4 471.829),(5 469.13834),(6 469.01218),(7 487.39185),(8 492.3232),(9 505.60208),(10 525.3379),(11 540.6885),(12 557.5745),(13 577.9841),(14 588.75867),(15 601.3606),(16 621.8193),(17 613.3792),(18 627.9108),(19 643.51086),(20 636.1201),(21 635.1339),(22 634.0332),(23 622.26495),(24 624.12354),(25 624.8353),(26 604.33026),(27 595.34595),(28 593.62335),(29 574.2737),(30 563.43463),(31 554.52655),(32 539.3446),(33 527.6612),(34 530.30676),(35 513.6968),(36 515.25555),(37 532.87756),(38 525.2399),(39 536.98773),(40 555.2392),(41 560.03436),(42 572.4702),(43 594.44),(44 597.58673),(45 593.3484),(46 606.23004),(47 592.92035),(48 605.92),(49 609.7105),(50 612.6959),(51 623.7539),(52 615.70654),(53 608.4217),(54 617.54645),(55 609.61584),(56 606.3763),(57 613.59955),(58 602.01556),(59 592.85333),(60 594.3794),(61 583.60284),(62 568.67676),(63 584.1152),(64 576.30023),(65 578.5465),(66 598.89905),(67 601.5362),(68 607.20917),(69 630.6913),(70 628.22906),(71 635.38226),(72 645.1915),(73 638.7001),(74 633.2698),(75 648.7162),(76 640.1395),(77 636.2753),(78 644.7369),(79 638.4902),
(1 336.20255),(2 401.47495),(3 420.68228),(4 448.09085),(5 450.74088),(6 451.29993),(7 470.28992),(8 479.65515),(9 490.76755),(10 505.7778),(11 514.0195),(12 531.1362),(13 555.81604),(14 561.66156),(15 575.6272),(16 590.2525),(17 584.05194),(18 597.68555),(19 608.3737),(20 603.0959),(21 601.92),(22 605.87537),(23 595.81555),(24 596.15546),(25 593.4391),(26 577.4388),(27 575.2243),(28 565.6156),(29 555.1446),(30 553.76984),(31 546.82587),(32 526.3839),(33 521.8273),(34 523.17),(35 507.02682),(36 514.0315),(37 524.6977),(38 522.5808),(39 531.656),(40 554.3007),(41 557.83215),(42 568.63934),(43 590.0686),(44 590.6185),(45 597.45087),(46 609.89526),(47 599.00433),(48 612.9019),(49 614.6224),(50 610.45483),(51 619.7965),(52 609.5758),(53 607.57196),(54 616.09753),(55 601.5253),(56 592.1355),(57 592.43365),(58 591.75793),(59 577.3296),(60 577.8976),(61 562.4921),(62 555.4726),(63 575.3803),(64 573.143),(65 573.6488),(66 587.3649),(67 585.57837),(68 592.4319),(69 606.02136),(70 608.84534),(71 606.0941),(72 623.56396),(73 620.20825),(74 618.54803),(75 631.29395),(76 622.01074),(77 618.4586),(78 626.93616),(79 624.4076),
(1 336.5396),(2 402.20212),(3 412.28424),(4 443.92532),(5 443.1001),(6 448.6605),(7 461.41736),(8 469.4274),(9 479.94095),(10 493.57474),(11 504.5443),(12 515.50287),(13 543.0659),(14 551.7148),(15 563.1403),(16 583.61194),(17 576.59155),(18 588.8591),(19 600.1284),(20 597.7921),(21 594.7438),(22 603.12024),(23 595.15265),(24 586.38995),(25 587.1543),(26 574.91644),(27 565.7712),(28 561.4332),(29 542.9403),(30 539.1315),(31 542.2736),(32 519.6538),(33 512.533),(34 516.92694),(35 502.47717),(36 501.89148),(37 514.35693),(38 504.06454),(39 516.1266),(40 529.01495),(41 536.2131),(42 550.4349),(43 579.54724),(44 577.5141),(45 587.2741),(46 601.92834),(47 597.8841),(48 602.89575),(49 602.4149),(50 592.69574),(51 601.70526),(52 595.79205),(53 593.4153),(54 598.46027),(55 593.3788),(56 584.92346),(57 586.96094),(58 584.7758),(59 571.3327),(60 569.70447),(61 561.1467),(62 554.30743),(63 568.1618),(64 564.8747),(65 564.22614),(66 579.9721),(67 580.29944),(68 592.01324),(69 607.3019),(70 603.40533),(71 600.9021),(72 615.41394),(73 603.33057),(74 599.79083),(75 608.3571),(76 595.6428),(77 592.2228),(78 596.5374),(79 591.3196),
(1 321.66013),(2 384.7532),(3 399.4633),(4 424.46942),(5 427.5634),(6 435.59238),(7 447.2701),(8 454.27927),(9 466.12192),(10 486.7137),(11 496.29404),(12 503.8987),(13 529.57855),(14 540.21765),(15 548.6461),(16 568.1537),(17 558.9926),(18 572.4331),(19 585.822),(20 579.0322),(21 578.46106),(22 581.4157),(23 571.2472),(24 562.2695),(25 562.3965),(26 555.5337),(27 547.8425),(28 551.19727),(29 527.6271),(30 526.07776),(31 524.8523),(32 507.45288),(33 503.01968),(34 503.5437),(35 488.96262),(36 492.1908),(37 500.58356),(38 496.61328),(39 505.93024),(40 521.0872),(41 525.8687),(42 541.6077),(43 566.26636),(44 559.0792),(45 572.89026),(46 583.15356),(47 575.9608),(48 581.0027),(49 579.7037),(50 577.23346),(51 581.9797),(52 583.574),(53 581.5998),(54 592.20233),(55 577.6522),(56 561.2164),(57 565.666),(58 563.1935),(59 544.327),(60 547.82007),(61 536.4157),(62 533.0394),(63 546.34247),(64 542.0596),(65 549.7026),(66 561.214),(67 557.6213),(68 566.7226),(69 589.11584),(70 587.48865),(71 588.3377),(72 600.21655),(73 583.3543),(74 583.2455),(75 591.30255),(76 587.73596),(77 584.8123),(78 589.9962),(79 586.0771),
(1 315.38647),(2 380.87363),(3 405.2001),(4 427.6386),(5 430.41666),(6 431.6529),(7 451.5992),(8 459.82312),(9 465.54288),(10 488.29385),(11 493.6569),(12 505.46967),(13 526.5108),(14 533.47205),(15 547.62683),(16 561.49457),(17 550.9522),(18 559.75323),(19 574.9521),(20 572.1032),(21 565.40125),(22 574.4917),(23 565.7626),(24 563.03217),(25 563.7626),(26 560.4045),(27 551.27356),(28 550.16907),(29 527.76825),(30 521.8496),(31 520.7308),(32 501.51794),(33 491.90988),(34 494.18564),(35 479.99185),(36 483.70953),(37 498.90768),(38 497.73697),(39 505.4158),(40 522.0234),(41 525.60547),(42 541.7329),(43 565.89496),(44 565.9541),(45 567.2827),(46 586.0038),(47 573.88245),(48 581.745),(49 585.0494),(50 581.3533),(51 584.574),(52 585.9144),(53 581.8169),(54 585.4888),(55 577.45215),(56 563.649),(57 569.4672),(58 560.13696),(59 538.9258),(60 550.27576),(61 541.8736),(62 532.94025),(63 543.7837),(64 540.8245),(65 538.91174),(66 559.05664),(67 551.6119),(68 566.22736),(69 583.9965),(70 576.8713),(71 578.6699),(72 589.4753),(73 579.3777),(74 575.5176),(75 590.4338),(76 582.66),(77 572.28394),(78 576.7617),(79 568.87964),
(1 310.0194),(2 374.6405),(3 396.80283),(4 417.68738),(5 426.1988),(6 424.08286),(7 437.70685),(8 446.19208),(9 456.65512),(10 478.0948),(11 486.09705),(12 500.35648),(13 518.64453),(14 534.83124),(15 544.5503),(16 557.54315),(17 548.97644),(18 553.91095),(19 569.0388),(20 564.6006),(21 560.44055),(22 564.97095),(23 562.4833),(24 560.9257),(25 557.4328),(26 549.3614),(27 546.0136),(28 544.2883),(29 528.5177),(30 522.74414),(31 519.5995),(32 504.7893),(33 492.20255),(34 496.1594),(35 487.13364),(36 486.87207),(37 506.1481),(38 499.89984),(39 502.52353),(40 522.6598),(41 530.63995),(42 545.65204),(43 564.35974),(44 563.1486),(45 569.19586),(46 585.77277),(47 573.0348),(48 580.90796),(49 585.8327),(50 578.25507),(51 588.32587),(52 576.24225),(53 572.04694),(54 570.8379),(55 568.1285),(56 562.09),(57 561.9633),(58 551.6509),(59 535.71106),(60 542.3935),(61 532.1233),(62 521.8654),(63 527.4766),(64 524.66534),(65 520.1578),(66 538.2239),(67 543.4395),(68 556.95557),(69 569.42957),(70 565.6821),(71 568.1584),(72 581.9905),(73 570.213),(74 569.1104),(75 577.458),(76 566.214),(77 560.89014),(78 568.924),(79 558.8085),
(1 308.70377),(2 363.21146),(3 382.4064),(4 400.84857),(5 402.4235),(6 407.88422),(7 429.71722),(8 432.54486),(9 447.89063),(10 470.08527),(11 482.28345),(12 493.81577),(13 519.44574),(14 522.9504),(15 532.3411),(16 549.9721),(17 540.73004),(18 546.9249),(19 557.3982),(20 552.3645),(21 552.9055),(22 556.4952),(23 550.8046),(24 548.1219),(25 548.49585),(26 539.5236),(27 535.0134),(28 535.19666),(29 518.3381),(30 506.81815),(31 504.57947),(32 488.11557),(33 478.2413),(34 480.07813),(35 468.48407),(36 467.1462),(37 474.45514),(38 471.69443),(39 476.02484),(40 492.09683),(41 498.17053),(42 518.8598),(43 539.2101),(44 535.91656),(45 547.5509),(46 555.54254),(47 539.50085),(48 547.31396),(49 546.48456),(50 539.432),(51 550.1945),(52 544.205),(53 540.59534),(54 543.4072),(55 539.6147),(56 537.91125),(57 538.5593),(58 532.4631),(59 527.99854),(60 527.45984),(61 520.76465),(62 522.0674),(63 530.2655),(64 521.2289),(65 519.48145),(66 531.9926),(67 536.58),(68 549.4822),(69 563.9905),(70 557.791),(71 565.1999),(72 571.82837),(73 564.7222),(74 564.0678),(75 565.4836),(76 559.7366),(77 554.07526),(78 560.6746),(79 548.2606),
(1 306.1744),(2 363.84406),(3 384.36957),(4 400.6449),(5 399.33066),(6 404.8366),(7 427.47775),(8 426.29822),(9 435.78668),(10 462.16055),(11 478.20926),(12 489.7623),(13 516.7996),(14 513.54016),(15 528.74585),(16 534.77515),(17 539.68097),(18 542.4345),(19 549.61835),(20 540.295),(21 540.28906),(22 543.9777),(23 534.64575),(24 532.2793),(25 530.7612),(26 516.2813),(27 517.95135),(28 517.1188),(29 504.36514),(30 497.00128),(31 493.05072),(32 470.327),(33 462.19244),(34 462.061),(35 449.38196),(36 450.8802),(37 459.37234),(38 456.7541),(39 456.4729),(40 478.51306),(41 488.5529),(42 498.0176),(43 515.9934),(44 515.2182),(45 529.84534),(46 533.38605),(47 522.7814),(48 533.7774),(49 528.3437),(50 528.7254),(51 536.3882),(52 532.2677),(53 536.13574),(54 540.8472),(55 534.51013),(56 528.63306),(57 528.9685),(58 519.872),(59 515.4118),(60 507.3878),(61 502.1635),(62 504.38232),(63 518.58167),(64 510.77744),(65 505.8704),(66 513.90466),(67 519.361),(68 532.4957),(69 551.5971),(70 545.5736),(71 551.3769),(72 556.3968),(73 544.2457),(74 547.1994),(75 551.8524),(76 540.0868),(77 537.89453),(78 543.9919),(79 536.3782),
(1 300.22226),(2 361.04605),(3 373.8692),(4 393.8085),(5 396.33133),(6 398.3746),(7 418.41412),(8 419.12512),(9 425.94354),(10 448.0158),(11 454.9491),(12 468.43234),(13 493.3246),(14 495.34122),(15 511.2417),(16 519.8868),(17 515.2765),(18 524.89),(19 538.2345),(20 537.50714),(21 537.69574),(22 542.5928),(23 537.64),(24 532.27576),(25 532.91626),(26 524.055),(27 519.02966),(28 518.5036),(29 504.20322),(30 496.63693),(31 496.7137),(32 477.65353),(33 469.43616),(34 469.0418),(35 457.32593),(36 458.93878),(37 466.791),(38 464.7949),(39 474.00534),(40 487.906),(41 492.4373),(42 503.56296),(43 527.69196),(44 526.32294),(45 531.9997),(46 541.3065),(47 532.0072),(48 533.1229),(49 529.9198),(50 532.2891),(51 539.0158),(52 535.658),(53 532.6685),(54 532.0903),(55 522.84863),(56 519.58575),(57 523.2753),(58 510.60266),(59 506.63278),(60 503.99243),(61 499.9671),(62 494.27667),(63 509.47272),(64 500.24197),(65 502.936),(66 513.23645),(67 517.6263),(68 527.10944),(69 543.42596),(70 536.37964),(71 538.7545),(72 549.3842),(73 545.07513),(74 545.5133),(75 551.12524),(76 541.40125),(77 542.9394),(78 544.8597),(79 538.28534),
(1 298.5986),(2 357.33246),(3 373.11526),(4 392.63754),(5 396.389),(6 400.58072),(7 417.3196),(8 417.00272),(9 421.98593),(10 439.74887),(11 451.66974),(12 463.4012),(13 489.90555),(14 495.28943),(15 511.27963),(16 518.401),(17 514.98126),(18 520.1349),(19 528.9688),(20 529.8086),(21 528.9282),(22 536.8943),(23 532.59607),(24 534.06354),(25 534.4221),(26 529.3505),(27 517.0057),(28 513.49225),(29 495.0189),(30 487.52173),(31 485.20923),(32 466.96585),(33 454.5738),(34 457.31436),(35 447.2327),(36 446.09427),(37 463.53848),(38 461.83606),(39 471.47998),(40 488.56754),(41 491.74512),(42 507.53387),(43 523.1507),(44 534.75073),(45 539.7169),(46 550.9444),(47 536.9312),(48 543.54767),(49 538.4333),(50 545.61053),(51 553.56055),(52 546.5895),(53 542.88696),(54 544.14996),(55 536.3849),(56 527.321),(57 529.87866),(58 516.14575),(59 513.46063),(60 512.4114),(61 501.6561),(62 497.17044),(63 512.7031),(64 510.65567),(65 515.46204),(66 530.24567),(67 529.9095),(68 539.5663),(69 554.61304),(70 554.69617),(71 555.27313),(72 563.9952),(73 561.482),(74 561.86005),(75 564.1774),(76 551.72955),(77 553.81226),(78 553.62476),(79 548.48584),
