1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 290.28094),(2 344.3287),(3 367.36124),(4 383.72903),(5 387.64673),(6 390.32513),(7 399.7791),(8 406.09177),(9 410.95514),(10 436.47333),(11 447.0043),(12 464.27426),(13 488.0144),(14 490.7937),(15 509.21964),(16 515.73096),(17 505.58066),(18 514.08044),(19 519.0196),(20 511.84045),(21 513.22327),(22 516.67114),(23 514.9079),(24 514.7558),(25 515.20776),(26 509.30106),(27 499.90094),(28 503.33347),(29 488.29675),(30 478.23877),(31 469.42236),(32 452.74088),(33 441.73856),(34 442.05484),(35 440.94653),(36 441.6175),(37 461.5364),(38 454.95032),(39 461.8978),(40 479.29626),(41 481.27805),(42 494.6027),(43 510.83105),(44 505.6652),(45 517.3641),(46 529.5586),(47 516.597),(48 524.513),(49 520.89777),(50 524.7287),(51 533.5173),(52 526.18713),(53 521.2195),(54 521.12524),(55 514.3923),(56 508.94022),(57 507.10666),(58 493.09317),(59 490.80246),(60 490.1392),(61 480.10394),(62 478.99716),(63 488.3836),(64 486.07233),(65 489.33667),(66 498.80994),(67 494.9415),(68 503.1961),(69 519.8775),(70 525.56165),(71 523.57056),(72 532.66583),(73 526.33),(74 527.7238),(75 529.5208),(76 519.0776),(77 520.72675),(78 525.0353),(79 517.52277),
(1 288.25806),(2 343.87747),(3 363.6376),(4 382.07275),(5 380.88562),(6 382.91003),(7 399.2264),(8 398.3003),(9 406.22726),(10 423.82477),(11 438.57892),(12 446.57083),(13 468.10327),(14 475.15994),(15 486.7319),(16 503.62537),(17 497.7134),(18 503.71652),(19 513.11456),(20 507.51352),(21 511.09036),(22 515.16046),(23 515.33203),(24 508.74017),(25 511.72406),(26 504.23868),(27 497.18536),(28 499.6094),(29 486.48795),(30 474.79535),(31 471.68646),(32 453.38263),(33 443.25272),(34 443.86755),(35 435.28036),(36 435.52808),(37 445.47586),(38 444.429),(39 446.7136),(40 468.7786),(41 471.41193),(42 485.69214),(43 499.64294),(44 499.93106),(45 509.63556),(46 520.1516),(47 508.97546),(48 515.3252),(49 512.91315),(50 513.98376),(51 517.9549),(52 513.1521),(53 509.7859),(54 513.6817),(55 506.59543),(56 502.73093),(57 505.67773),(58 493.05106),(59 489.8049),(60 487.36346),(61 479.5427),(62 475.8012),(63 481.7916),(64 479.01202),(65 482.25186),(66 494.58496),(67 497.97968),(68 503.22842),(69 524.602),(70 521.7133),(71 522.8239),(72 529.27734),(73 520.7916),(74 522.99835),(75 528.29083),(76 520.5918),(77 521.9737),(78 527.52045),(79 522.58795),
(1 284.47675),(2 335.0733),(3 354.21924),(4 375.15295),(5 381.7401),(6 386.05838),(7 398.57455),(8 397.23392),(9 407.08542),(10 426.83936),(11 440.43307),(12 446.17017),(13 467.76212),(14 474.18527),(15 487.75116),(16 501.8851),(17 493.59024),(18 497.91733),(19 510.9071),(20 506.8346),(21 508.74747),(22 510.5161),(23 503.55933),(24 497.50366),(25 497.23077),(26 492.10736),(27 488.3956),(28 485.07776),(29 471.52118),(30 459.75015),(31 457.29846),(32 439.89737),(33 429.86902),(34 432.7546),(35 423.5177),(36 419.1787),(37 433.35788),(38 433.9652),(39 441.3261),(40 463.88797),(41 462.94116),(42 477.83084),(43 495.4712),(44 492.9316),(45 505.50815),(46 517.2095),(47 506.4269),(48 512.0233),(49 513.47565),(50 513.87787),(51 519.98175),(52 516.41724),(53 512.1308),(54 517.29016),(55 508.97574),(56 507.95502),(57 507.38553),(58 495.08627),(59 489.0646),(60 489.45544),(61 479.652),(62 476.45062),(63 489.46796),(64 482.4002),(65 483.50827),(66 496.785),(67 496.5088),(68 506.63687),(69 527.0559),(70 519.28143),(71 524.0821),(72 530.1447),(73 515.1459),(74 517.5441),(75 528.7221),(76 517.79),(77 515.93805),(78 519.73486),(79 508.3036),
(1 273.75455),(2 319.92532),(3 340.37732),(4 359.81018),(5 362.45667),(6 365.25674),(7 380.25217),(8 380.1761),(9 383.46408),(10 403.7634),(11 416.13187),(12 425.91513),(13 450.58084),(14 454.54395),(15 463.01846),(16 478.04318),(17 474.38666),(18 480.20465),(19 495.21304),(20 490.7345),(21 490.2195),(22 498.6682),(23 488.91574),(24 485.89896),(25 485.723),(26 479.5342),(27 476.66946),(28 475.70563),(29 459.08484),(30 452.00006),(31 451.26797),(32 436.48166),(33 427.7337),(34 433.29315),(35 424.51422),(36 426.02808),(37 440.03323),(38 437.63776),(39 443.7368),(40 455.98538),(41 450.79233),(42 462.85495),(43 488.30197),(44 483.49628),(45 495.03607),(46 506.8367),(47 498.64142),(48 502.81302),(49 500.38272),(50 506.004),(51 511.9257),(52 504.27945),(53 499.19174),(54 504.00626),(55 496.1419),(56 491.9116),(57 493.71506),(58 482.39948),(59 470.6519),(60 471.84024),(61 462.1861),(62 455.068),(63 468.34384),(64 463.41495),(65 464.2371),(66 474.4522),(67 475.6835),(68 485.5081),(69 500.01846),(70 497.08627),(71 494.6763),(72 504.5259),(73 494.9844),(74 499.1985),(75 506.52182),(76 500.84778),(77 500.95035),(78 499.56146),(79 494.9678),
(1 265.56067),(2 311.8892),(3 335.78006),(4 355.4038),(5 357.45633),(6 359.6904),(7 373.78833),(8 376.36078),(9 379.65863),(10 398.41568),(11 412.3311),(12 416.91705),(13 440.12448),(14 443.47382),(15 455.39844),(16 474.13092),(17 469.54556),(18 473.9462),(19 487.53564),(20 481.12494),(21 476.49567),(22 483.26294),(23 470.62512),(24 473.50443),(25 472.0086),(26 465.92996),(27 456.1557),(28 455.05444),(29 438.00134),(30 434.0485),(31 434.26624),(32 420.54468),(33 411.69156),(34 411.67276),(35 405.9113),(36 405.76758),(37 416.01666),(38 413.7748),(39 421.93134),(40 436.6332),(41 433.74377),(42 448.43466),(43 464.17184),(44 462.16965),(45 474.3602),(46 483.7313),(47 469.77484),(48 473.1782),(49 469.70258),(50 472.1922),(51 479.1722),(52 477.0549),(53 473.6751),(54 479.54633),(55 471.83563),(56 470.20288),(57 474.11453),(58 461.81598),(59 456.79825),(60 454.16794),(61 447.81647),(62 446.3127),(63 459.13034),(64 454.24963),(65 453.7923),(66 464.7555),(67 463.57574),(68 470.93393),(69 484.389),(70 481.70578),(71 489.55594),(72 496.8664),(73 489.1367),(74 496.88092),(75 500.12445),(76 491.12274),(77 492.45032),(78 498.69696),(79 488.77792),
(1 261.8925),(2 306.80927),(3 327.14413),(4 348.41656),(5 349.77457),(6 353.65607),(7 368.37067),(8 371.5703),(9 374.70203),(10 392.92764),(11 402.55237),(12 409.18738),(13 433.0109),(14 433.9192),(15 444.1229),(16 460.37695),(17 451.6808),(18 456.75107),(19 466.90616),(20 462.6107),(21 463.67978),(22 470.18222),(23 460.18597),(24 458.84808),(25 457.9469),(26 448.56683),(27 445.3619),(28 441.0495),(29 427.47495),(30 425.30014),(31 424.36475),(32 410.05405),(33 404.19714),(34 405.16092),(35 397.7931),(36 395.7097),(37 407.24408),(38 409.60596),(39 415.1399),(40 430.47925),(41 430.60327),(42 443.5161),(43 459.6364),(44 457.17685),(45 465.886),(46 478.67957),(47 467.74652),(48 475.6767),(49 470.82568),(50 470.6699),(51 483.73697),(52 482.6766),(53 481.18362),(54 484.98557),(55 472.98767),(56 477.45575),(57 478.602),(58 465.22284),(59 460.49136),(60 458.46237),(61 451.28156),(62 446.55524),(63 457.45526),(64 456.64664),(65 455.57507),(66 462.7768),(67 466.2351),(68 473.51535),(69 484.63144),(70 478.74545),(71 481.7037),(72 491.76227),(73 482.0594),(74 482.17322),(75 489.29123),(76 479.5442),(77 479.4867),(78 482.91693),(79 476.45474),
(1 259.07773),(2 306.2147),(3 321.64755),(4 340.90155),(5 343.87607),(6 346.41415),(7 358.50876),(8 362.0444),(9 368.4449),(10 386.50385),(11 395.7152),(12 406.8559),(13 424.36774),(14 427.3453),(15 437.42456),(16 451.09848),(17 439.0847),(18 442.72226),(19 452.15536),(20 449.40872),(21 447.95132),(22 452.67322),(23 446.6643),(24 448.13754),(25 454.77835),(26 443.86856),(27 436.34473),(28 434.18344),(29 422.87518),(30 419.34802),(31 422.30112),(32 404.5566),(33 397.8823),(34 397.5664),(35 389.15216),(36 391.34955),(37 407.16696),(38 405.617),(39 411.76337),(40 424.97614),(41 426.10226),(42 435.28513),(43 448.06534),(44 448.1905),(45 458.73865),(46 473.4512),(47 467.69006),(48 472.06027),(49 470.577),(50 470.6507),(51 477.71762),(52 474.38455),(53 469.46823),(54 474.22122),(55 464.4049),(56 462.68472),(57 464.0719),(58 453.2476),(59 447.79935),(60 448.94156),(61 440.64923),(62 437.80045),(63 450.9032),(64 444.87457),(65 446.67987),(66 458.11447),(67 460.55518),(68 465.92966),(69 479.23312),(70 475.19797),(71 478.66104),(72 486.30673),(73 476.75906),(74 476.6218),(75 484.704),(76 476.6051),(77 475.05548),(78 475.4156),(79 476.8878),
(1 256.641),(2 301.02435),(3 313.3854),(4 333.31918),(5 338.7771),(6 337.5066),(7 353.83273),(8 356.84485),(9 365.3501),(10 383.4021),(11 384.3112),(12 398.36948),(13 418.15012),(14 427.70322),(15 441.50763),(16 454.52606),(17 448.86273),(18 454.14606),(19 467.10446),(20 460.75806),(21 462.80658),(22 464.98132),(23 461.06863),(24 458.9076),(25 462.4587),(26 449.7475),(27 444.02643),(28 438.85577),(29 428.099),(30 419.08167),(31 418.65884),(32 403.67554),(33 393.38528),(34 396.68353),(35 392.07257),(36 392.08206),(37 404.9777),(38 400.56674),(39 408.38687),(40 418.6576),(41 420.27332),(42 427.0303),(43 440.64526),(44 443.72464),(45 455.21426),(46 468.00992),(47 463.23825),(48 465.13113),(49 462.4544),(50 463.03375),(51 469.60437),(52 464.3725),(53 464.35565),(54 462.7359),(55 457.9298),(56 455.90564),(57 459.1313),(58 442.98477),(59 439.4427),(60 440.49588),(61 431.84924),(62 430.10535),(63 441.47623),(64 432.51416),(65 433.81503),(66 448.33563),(67 447.01727),(68 451.5602),(69 465.10648),(70 465.58224),(71 470.04373),(72 474.06943),(73 465.6746),(74 459.56982),(75 460.53058),(76 456.7574),(77 461.25467),(78 466.3683),(79 462.03693),
(1 252.0581),(2 297.07385),(3 309.85184),(4 330.1673),(5 333.73172),(6 335.62793),(7 350.42517),(8 352.77496),(9 357.24664),(10 373.5272),(11 374.6711),(12 387.36093),(13 410.65372),(14 415.24423),(15 425.6048),(16 434.66083),(17 435.29773),(18 440.2399),(19 444.35162),(20 444.29263),(21 442.82886),(22 447.2695),(23 440.44446),(24 438.34174),(25 441.76358),(26 433.85455),(27 429.7713),(28 425.79678),(29 412.882),(30 409.8737),(31 406.7503),(32 389.45078),(33 384.1177),(34 390.12634),(35 383.95288),(36 384.07626),(37 392.9728),(38 391.85284),(39 400.10367),(40 419.88705),(41 417.20132),(42 429.52985),(43 439.68823),(44 442.18),(45 449.4078),(46 458.17477),(47 452.30682),(48 458.29782),(49 455.69897),(50 455.37262),(51 461.1238),(52 459.46402),(53 458.17422),(54 456.34695),(55 454.70654),(56 449.0167),(57 446.55515),(58 440.34232),(59 434.8248),(60 433.84592),(61 422.57697),(62 418.56827),(63 435.23727),(64 427.86932),(65 431.99902),(66 446.68652),(67 443.2639),(68 445.6555),(69 460.61044),(70 463.2133),(71 462.23434),(72 466.73233),(73 458.8803),(74 458.10184),(75 462.39688),(76 459.99893),(77 460.57492),(78 464.096),(79 456.38016),
(1 251.7716),(2 298.45322),(3 311.3838),(4 333.06866),(5 333.57278),(6 334.8812),(7 351.77695),(8 351.75815),(9 355.63467),(10 372.85428),(11 377.39783),(12 390.83984),(13 411.2687),(14 416.25598),(15 429.95157),(16 443.07755),(17 437.67163),(18 440.9521),(19 447.46216),(20 445.434),(21 443.2331),(22 443.82312),(23 434.01968),(24 435.24295),(25 441.93826),(26 435.25238),(27 430.25317),(28 431.72714),(29 416.16125),(30 412.99872),(31 410.28485),(32 392.45172),(33 388.2938),(34 389.23618),(35 379.34302),(36 379.63754),(37 392.42728),(38 391.37424),(39 399.0864),(40 411.24857),(41 413.76242),(42 418.24234),(43 434.028),(44 437.0325),(45 439.61194),(46 452.13522),(47 444.65738),(48 448.80255),(49 448.287),(50 448.36752),(51 454.8804),(52 451.6744),(53 444.47516),(54 451.3202),(55 449.36057),(56 442.68317),(57 441.89636),(58 437.92062),(59 431.01413),(60 432.4806),(61 424.6207),(62 413.47153),(63 428.95248),(64 422.1761),(65 422.73853),(66 431.83902),(67 432.11313),(68 442.15692),(69 456.9562),(70 450.02625),(71 451.9753),(72 456.01242),(73 448.01968),(74 449.97906),(75 461.29996),(76 456.09824),(77 458.1238),(78 458.90305),(79 453.9798),
(1 241.50696),(2 288.09692),(3 302.4094),(4 314.88745),(5 318.7517),(6 327.66043),(7 340.95483),(8 345.7042),(9 348.6357),(10 367.44263),(11 375.95358),(12 383.77264),(13 405.65735),(14 406.38065),(15 415.15955),(16 433.97995),(17 426.62692),(18 428.6118),(19 436.67267),(20 433.7913),(21 434.08032),(22 433.5794),(23 427.55966),(24 429.79102),(25 433.0132),(26 425.72537),(27 422.5721),(28 422.93243),(29 407.34024),(30 402.8587),(31 398.92422),(32 386.89096),(33 379.9833),(34 378.7931),(35 371.9061),(36 370.7756),(37 382.85364),(38 374.30798),(39 382.2062),(40 393.85986),(41 394.33826),(42 402.9243),(43 416.12863),(44 419.81622),(45 429.48865),(46 436.04514),(47 429.85052),(48 432.16394),(49 432.93542),(50 431.59857),(51 434.8486),(52 432.77042),(53 428.047),(54 432.75198),(55 425.72336),(56 417.9611),(57 419.70084),(58 413.0427),(59 408.20016),(60 412.15335),(61 406.8152),(62 402.4081),(63 411.47473),(64 408.90698),(65 415.6079),(66 424.0769),(67 422.56494),(68 430.24347),(69 445.6095),(70 441.52502),(71 440.58145),(72 445.88312),(73 442.1051),(74 440.788),(75 446.38016),(76 440.07343),(77 441.222),(78 445.46906),(79 439.14844),
(1 241.2611),(2 284.18155),(3 297.56583),(4 313.03168),(5 319.4511),(6 321.26318),(7 337.162),(8 340.66324),(9 347.19067),(10 365.76874),(11 371.82977),(12 382.40164),(13 400.09592),(14 405.51862),(15 415.38315),(16 424.811),(17 419.91632),(18 425.9745),(19 438.37766),(20 432.41165),(21 433.1574),(22 431.9953),(23 428.304),(24 432.5607),(25 428.6113),(26 418.16043),(27 419.0984),(28 417.0442),(29 403.2111),(30 396.14664),(31 398.5335),(32 392.35107),(33 384.5945),(34 386.8675),(35 379.7514),(36 379.19144),(37 385.09573),(38 384.5104),(39 393.42316),(40 408.70996),(41 407.588),(42 420.67804),(43 432.52353),(44 428.0248),(45 434.8336),(46 443.12418),(47 433.38763),(48 440.423),(49 434.30798),(50 435.10193),(51 439.54425),(52 438.07526),(53 436.21912),(54 439.97922),(55 433.87613),(56 430.1453),(57 431.35547),(58 424.74033),(59 417.84296),(60 425.1211),(61 413.435),(62 408.99057),(63 419.5762),(64 416.05777),(65 416.8857),(66 426.55276),(67 424.31952),(68 424.7694),(69 445.4372),(70 442.29803),(71 438.02835),(72 449.7299),(73 445.79507),(74 443.66577),(75 451.4145),(76 445.19263),(77 440.86578),(78 446.48358),(79 440.34018),
(1 235.22899),(2 280.26318),(3 292.2275),(4 311.2953),(5 315.20203),(6 316.3587),(7 329.26144),(8 331.48715),(9 341.37662),(10 358.5225),(11 360.91437),(12 374.41156),(13 393.19446),(14 398.05417),(15 403.7076),(16 410.9253),(17 406.55453),(18 414.3813),(19 422.13455),(20 419.1494),(21 417.9085),(22 416.3611),(23 410.3513),(24 410.788),(25 409.2097),(26 402.3124),(27 399.36786),(28 398.78424),(29 383.39938),(30 382.01965),(31 384.09),(32 372.59357),(33 365.3118),(34 373.09125),(35 367.25693),(36 369.35382),(37 376.77277),(38 377.07233),(39 378.4298),(40 394.2564),(41 396.83832),(42 405.4169),(43 418.748),(44 414.58194),(45 418.6849),(46 426.7195),(47 418.0272),(48 424.71698),(49 420.56802),(50 419.33557),(51 423.10385),(52 423.9536),(53 418.30893),(54 420.14752),(55 413.93826),(56 408.51752),(57 411.06564),(58 400.62357),(59 393.3669),(60 398.65002),(61 391.9337),(62 385.74133),(63 387.83212),(64 388.52072),(65 387.8458),(66 399.5356),(67 400.40204),(68 405.98917),(69 424.43628),(70 421.17648),(71 419.739),(72 426.35934),(73 421.2663),(74 419.9734),(75 426.00656),(76 421.01706),(77 416.41827),(78 423.95325),(79 420.51086),
(1 228.686),(2 273.88986),(3 285.5882),(4 303.2447),(5 309.36435),(6 311.58524),(7 324.31293),(8 326.1187),(9 333.41046),(10 345.68277),(11 352.1996),(12 362.94507),(13 381.29016),(14 385.08463),(15 393.05585),(16 402.67862),(17 399.5372),(18 403.26102),(19 406.99673),(20 405.29657),(21 407.5904),(22 412.00848),(23 405.9383),(24 407.83768),(25 408.74512),(26 401.1602),(27 396.75244),(28 398.9236),(29 382.46878),(30 376.956),(31 380.82736),(32 369.8078),(33 364.35748),(34 367.25076),(35 357.02924),(36 356.50873),(37 366.93408),(38 366.1922),(39 372.0528),(40 384.158),(41 385.37997),(42 392.54556),(43 409.44373),(44 412.10898),(45 414.15442),(46 423.97104),(47 415.84744),(48 420.6856),(49 421.51852),(50 422.70297),(51 426.46024),(52 423.40445),(53 419.58423),(54 423.2068),(55 419.19803),(56 409.02872),(57 410.45724),(58 402.87094),(59 397.71234),(60 399.03577),(61 394.53107),(62 387.5291),(63 393.5189),(64 387.69852),(65 388.34647),(66 394.74426),(67 398.66937),(68 403.8872),(69 418.15942),(70 417.43118),(71 415.32974),(72 422.4684),(73 418.4361),(74 416.83676),(75 422.74094),(76 414.31946),(77 411.26883),(78 412.0302),(79 410.2022),
(1 229.37267),(2 273.6911),(3 287.25717),(4 300.12628),(5 302.32617),(6 309.8058),(7 318.8391),(8 320.78912),(9 327.78827),(10 347.2542),(11 353.88687),(12 362.81427),(13 378.0047),(14 381.799),(15 390.9729),(16 400.74802),(17 392.05673),(18 399.38293),(19 409.37704),(20 402.13266),(21 405.08374),(22 409.70917),(23 405.85138),(24 403.61655),(25 405.593),(26 396.9562),(27 390.75964),(28 390.20197),(29 378.98016),(30 371.1504),(31 369.26636),(32 361.63605),(33 356.9697),(34 359.5757),(35 352.02682),(36 350.25308),(37 363.29773),(38 362.1964),(39 368.679),(40 384.8625),(41 384.70435),(42 395.10126),(43 400.96835),(44 404.3373),(45 409.16296),(46 414.13596),(47 410.76465),(48 417.52344),(49 416.91156),(50 413.15784),(51 420.43774),(52 414.9023),(53 411.60916),(54 415.44217),(55 409.99606),(56 405.92838),(57 408.72546),(58 404.4851),(59 397.85922),(60 399.62106),(61 393.58597),(62 389.4333),(63 397.47437),(64 389.8255),(65 391.36987),(66 398.25385),(67 399.7093),(68 402.97452),(69 412.28217),(70 411.04758),(71 418.1304),(72 423.8793),(73 420.56165),(74 416.31052),(75 422.64877),(76 415.45694),(77 412.2615),(78 415.08957),(79 411.09103),
(1 223.1548),(2 264.22293),(3 274.2232),(4 286.0081),(5 289.11282),(6 294.7909),(7 309.33392),(8 311.74332),(9 316.4822),(10 334.5108),(11 342.67828),(12 347.80377),(13 359.3707),(14 366.92853),(15 376.4919),(16 383.27432),(17 377.93723),(18 383.69415),(19 389.6006),(20 382.047),(21 387.08493),(22 390.26538),(23 388.36612),(24 387.97888),(25 389.28616),(26 383.458),(27 379.85565),(28 376.89435),(29 365.45502),(30 362.6282),(31 363.14548),(32 352.97974),(33 345.07108),(34 345.45883),(35 338.2907),(36 341.80707),(37 348.3519),(38 346.9129),(39 353.74844),(40 365.6218),(41 365.42148),(42 373.3979),(43 384.5684),(44 388.87802),(45 394.2342),(46 400.194),(47 393.2519),(48 398.9396),(49 399.11563),(50 399.5841),(51 407.11447),(52 401.18317),(53 398.3788),(54 407.27493),(55 400.9054),(56 396.03314),(57 397.58313),(58 393.88553),(59 386.4811),(60 385.9663),(61 376.20877),(62 374.9667),(63 381.79495),(64 376.39178),(65 381.56036),(66 385.5956),(67 386.65173),(68 388.9675),(69 398.51062),(70 398.2109),(71 399.41824),(72 404.28516),(73 399.4379),(74 397.22156),(75 401.9806),(76 395.29773),(77 393.06183),(78 395.36063),(79 387.3151),
(1 219.74446),(2 263.17294),(3 274.95837),(4 289.4514),(5 292.16492),(6 301.21735),(7 317.82047),(8 317.90424),(9 326.39664),(10 337.7154),(11 345.4552),(12 352.93222),(13 367.89542),(14 373.03342),(15 378.97607),(16 390.24612),(17 385.30045),(18 392.49722),(19 397.53607),(20 393.44672),(21 395.932),(22 397.87378),(23 394.9123),(24 395.1306),(25 396.6823),(26 391.72394),(27 388.39917),(28 384.71808),(29 372.81802),(30 370.8018),(31 371.98032),(32 357.2681),(33 353.77905),(34 354.07736),(35 346.1276),(36 344.0699),(37 352.6703),(38 354.07828),(39 359.25717),(40 375.26483),(41 371.52942),(42 381.43683),(43 393.46704),(44 394.58154),(45 402.3814),(46 409.13358),(47 405.71307),(48 407.79114),(49 405.24857),(50 405.53775),(51 412.1377),(52 410.26605),(53 408.9183),(54 412.91193),(55 406.96805),(56 405.59583),(57 404.31793),(58 396.70932),(59 388.5663),(60 386.7937),(61 384.68594),(62 382.24475),(63 389.07724),(64 386.50748),(65 385.4337),(66 395.83487),(67 396.17346),(68 402.72638),(69 409.8664),(70 409.38623),(71 409.90262),(72 414.9096),(73 406.38452),(74 404.1672),(75 410.36703),(76 405.12686),(77 399.31934),(78 403.51355),(79 396.51572),
(1 215.02028),(2 256.57318),(3 265.94406),(4 282.3713),(5 287.3771),(6 294.00256),(7 308.4115),(8 309.16684),(9 315.11203),(10 326.246),(11 332.44116),(12 341.3827),(13 353.30054),(14 355.8921),(15 361.7101),(16 372.67926),(17 367.5364),(18 370.59885),(19 377.69226),(20 378.1704),(21 377.39157),(22 379.95264),(23 379.66412),(24 374.7072),(25 379.16156),(26 368.32947),(27 370.50565),(28 368.25806),(29 353.3126),(30 347.88208),(31 351.18118),(32 338.80774),(33 333.92517),(34 337.61517),(35 330.70886),(36 333.62985),(37 342.113),(38 343.64624),(39 348.877),(40 364.24594),(41 362.44336),(42 376.6312),(43 391.88855),(44 394.1029),(45 403.21606),(46 409.51285),(47 400.7416),(48 405.725),(49 404.3228),(50 405.50534),(51 411.9363),(52 411.99435),(53 407.3156),(54 410.8525),(55 404.2636),(56 401.9624),(57 405.47244),(58 396.63727),(59 387.81375),(60 385.7816),(61 379.11407),(62 375.26624),(63 381.8905),(64 381.78473),(65 374.06155),(66 378.039),(67 376.142),(68 385.13464),(69 394.52634),(70 393.99905),(71 390.56955),(72 397.10858),(73 388.168),(74 386.99344),(75 394.47214),(76 386.91806),(77 388.86026),(78 389.1764),(79 383.464),
(1 213.81792),(2 254.88388),(3 265.42456),(4 280.77536),(5 283.07153),(6 288.58224),(7 299.1396),(8 301.8098),(9 305.72516),(10 318.18527),(11 325.68198),(12 331.80853),(13 348.4102),(14 348.64597),(15 355.39578),(16 366.94342),(17 365.1215),(18 368.10196),(19 374.90073),(20 374.8377),(21 375.16263),(22 378.20877),(23 371.3367),(24 369.82983),(25 370.33173),(26 361.25076),(27 361.51956),(28 358.86255),(29 347.98367),(30 341.90292),(31 341.73795),(32 332.40216),(33 327.7389),(34 330.2953),(35 325.5605),(36 324.8935),(37 333.51822),(38 331.94455),(39 338.62054),(40 353.593),(41 352.0984),(42 362.27698),(43 371.67645),(44 371.0553),(45 380.18265),(46 394.20633),(47 385.27628),(48 387.03485),(49 386.7356),(50 388.1592),(51 395.65335),(52 391.5407),(53 387.63763),(54 395.17294),(55 387.17697),(56 384.18417),(57 385.80798),(58 379.45377),(59 371.53204),(60 371.5065),(61 364.87567),(62 364.16934),(63 371.94797),(64 370.6651),(65 362.25662),(66 371.3881),(67 370.01776),(68 376.54538),(69 383.90326),(70 382.5289),(71 381.40424),(72 384.64645),(73 378.94763),(74 378.38123),(75 384.44342),(76 380.87128),(77 380.49472),(78 382.2199),(79 379.0855),
